2.181e-15-0.00407199j 4.844e-16+0.00509833j -2.0341e-18+0.00463709j 5.14143e-18+0.00389951j 2.58202e-18+0.00572501j -5.84711e-18+0.00166907j 1.89512e-20-0.00420071j 2.14339e-18-0.000415479j 7.91644e-18+0.00210969j -1.5967e-17+0.0059969j -1.24642e-18+0.000725173j -1.31968e-17+0.00120626j -4.5865e-18+0.00444023j 1.33468e-17+0.00427379j -1.86128e-17+0.00452671j 2.45697e-16-0.00445968j 9.27131e-19-0.00133405j 1.91501e-16+0.00170018j 5.04391e-17+0.00259423j -6.60122e-18+0.0018574j 1.51166e-17-0.00526j -2.78414e-19-0.0033847j -9.39634e-18+6.34427e-05j -2.12882e-16-0.0049005j 1.2634e-16-0.00349519j 6.89205e-18+0.00168999j -2.96087e-17-0.00840869j 5.55626e-17-0.00368386j -2.17401e-17-5.51849e-05j 6.09404e-18-0.0022038j -5.11958e-17-0.00182242j -8.3669e-16+0.00279408j 6.49315e-17-0.00391532j -1.21912e-16-0.00135094j -1.68445e-17+0.000569531j -7.19473e-17+0.00397571j -7.27422e-18+0.00265524j -7.80305e-16+0.00185546j 7.52489e-16-0.000146409j -1.0615e-15+0.000402225j 5.08331e-17-0.00448732j 1.79345e-16-0.00518476j 3.49598e-17-0.00146911j -1.42289e-17-0.00131741j -1.117e-17-0.00418945j 4.9822e-17-0.00302539j 1.37452e-17+0.0019107j -2.51764e-17-0.000466234j -1.29712e-18+2.28454e-05j 5.20663e-17+0.00354815j 2.46194e-17-0.00713861j 2.76611e-16-0.00490056j 5.72552e-18+0.00208144j 4.31579e-16+0.00529355j 3.73821e-17-5.26997e-05j 9.87244e-18-0.00158028j 2.2107e-17-0.00439271j -1.18647e-17-0.00222265j -4.9148e-17+0.00427965j -7.69064e-19-2.39434e-06j 5.25406e-18+0.000572175j -2.00687e-16+0.00591648j 2.5375e-17-0.00330885j -1.7132e-17-0.00211086j -1.59354e-17-0.00538137j 1.00353e-19-0.000568222j 1.27742e-20-0.00188285j -3.44906e-18-0.00561915j -1.24282e-18-0.00106239j 3.74413e-18+0.00262604j -4.76193e-18+0.00475608j 2.57812e-17-0.00156154j 2.18504e-17-0.00485457j -3.52507e-18-0.00490329j -1.33061e-18+0.0037123j 1.2765e-15+0.00533666j -5.73699e-15+0.00366625j 
-4.60087e-16+0.00103913j -1.03008e-16-0.00189812j -1.61265e-18-0.000814902j 7.72355e-20-0.00210938j 3.09948e-18-0.00123171j 2.02484e-18-0.000467514j 2.78147e-18+0.00186052j 1.02863e-17+0.00189715j 5.66981e-18+0.00013307j 6.28166e-18-0.00171397j -5.39183e-18-0.00120837j 7.68007e-18+0.000111887j -1.60539e-18-0.00220963j 1.07348e-17+0.00020383j 1.54782e-17-0.00059167j -1.31758e-16+0.0027005j -9.77182e-18-0.000218173j 7.68825e-17+0.000747962j -3.59492e-17-0.00215548j 6.56643e-18-0.000861736j 2.64882e-18+0.00117676j -4.83402e-18-0.000380336j 3.11204e-18-7.46374e-06j 8.8503e-17+0.00202135j -1.94793e-17+6.52744e-06j -1.81566e-17-0.0031026j 1.58468e-18+0.00190255j -1.38089e-17+0.000909535j 2.25568e-17+0.000338004j -2.69478e-18-0.000638491j 1.82792e-17+0.000663179j 3.54586e-16-0.001212j -2.76643e-17+0.00152518j 4.02431e-17+0.00043474j 1.02094e-18-0.000846668j 2.75862e-17-0.00230997j 3.02024e-17-0.00232484j -9.68753e-16+0.00230343j 9.47016e-16-0.000141545j -1.21746e-15+0.000452182j -1.35704e-17+6.5582e-05j -2.34163e-17+0.000765782j -5.54459e-18-0.000187684j 8.2685e-18+0.000459992j -2.62864e-19+0.00116099j -1.64321e-17+0.000748722j 3.46018e-18-0.00057714j 2.29566e-17+0.00152615j -1.1233e-17+0.000360878j -9.3627e-18-0.00151262j 7.54047e-18+0.00325593j 3.15787e-17-0.000882541j -1.78678e-17-0.00184047j -1.09975e-16-0.00139925j -9.52829e-18+1.96857e-05j 1.52597e-18+0.00201961j -1.36398e-18+0.00202567j -3.87047e-18+0.00044737j 1.67507e-17-0.000170713j 6.68646e-18-0.00131552j -3.28416e-18-0.000834235j 3.57191e-17-0.000784413j 3.53101e-18+0.00203053j 2.92816e-17+0.00232807j 1.44806e-18+0.00108869j 1.98749e-18+0.000696118j -5.5885e-18-0.000335039j 9.46948e-19+0.00215344j 8.6507e-18+0.00118405j 1.05825e-17+0.000872962j 5.26159e-18-0.00112918j -1.00475e-17+0.000609794j -5.59789e-18+0.00228983j -4.7477e-18+0.000826353j -4.96133e-18-0.00196356j -6.09584e-16-0.00157873j 2.7438e-15-0.00153795j 
1.06901e-15-0.00159503j 2.38575e-16+0.000712795j -2.18615e-17+0.00260888j 2.32968e-17-0.000869246j -6.15632e-18+0.00273566j -3.14314e-18+0.000564349j -4.40975e-18+5.06428e-05j -1.55668e-17+0.00368986j 7.69207e-19+0.00227062j -7.91565e-18+0.00195408j 9.0579e-18-0.00191704j -7.49265e-18+0.00137528j 8.72364e-18-0.000576259j -1.10341e-18+0.00445839j -4.90386e-18+0.00298521j -7.97272e-17+0.00161381j -5.18662e-18-0.0017241j 3.15822e-16+0.00320803j -7.28019e-19-0.00219616j 1.34003e-17-0.000106454j 3.29111e-17-0.00241646j 2.33857e-17-0.00400176j -2.45314e-18+4.36207e-05j -1.8652e-17-0.000261654j 1.03079e-16-0.00327356j 2.47669e-17-0.00508389j -4.15048e-18-0.00381701j 2.97336e-17-0.00150872j 2.08531e-17+0.000675119j 3.09273e-17-0.00344627j -1.01033e-17-0.000287727j -1.79558e-17+2.11973e-05j -3.41494e-18-0.00040221j -2.77651e-17-0.000335602j 1.18391e-18-0.00128543j 1.39124e-17-0.00122902j 9.06393e-17-0.00250305j -2.88365e-15+0.0066998j 2.74907e-15-0.000442169j -3.63037e-15+0.00135095j 5.08958e-17-0.00407975j 1.40034e-16-0.00322967j 3.62448e-17-0.00178555j 3.92458e-18-0.000249747j -5.77347e-18-0.0014434j 1.73698e-17-0.00123525j 1.90305e-17+0.000555829j -5.25286e-18+0.00284411j -3.37012e-17+0.000797715j 3.62991e-17+8.38733e-05j 1.95584e-17+0.000288672j 3.84892e-16-0.0065078j -7.14926e-18-0.00200092j 1.61173e-16+0.00196944j 1.4619e-17-7.22704e-06j -2.11435e-17+0.00285763j 5.16521e-18+0.000225283j -1.2868e-17-0.00112838j -3.85346e-17+0.00365828j 4.33782e-17-0.00283186j 1.24094e-17-0.0012562j -1.38729e-16+0.00387787j 1.0506e-17+0.00125521j 1.0183e-17+0.00302206j 4.02177e-18-0.00272005j -7.07343e-18+0.000962835j 9.7178e-18-0.00249168j -7.56233e-18-0.000653502j -1.3042e-18+0.00154754j -1.31771e-17+0.00434777j -3.44043e-18+0.0020448j 6.1586e-19-0.000157167j -6.67319e-18+0.000359035j 4.69543e-18-0.00283464j 4.48725e-18-0.000731678j -1.14988e-16+0.00162394j 5.12645e-16+0.000140472j 
-1.27697e-15+0.00271412j -2.7943e-16-0.00440717j -3.37535e-17-0.00246818j 3.38981e-17-0.00448209j -2.45298e-17-0.00342851j 9.7636e-19-0.00118276j -1.52078e-17+0.00413243j -5.90401e-17+0.00330365j -2.83639e-17-0.000271552j 2.11989e-18-0.00430744j 3.29145e-17-0.0022126j -6.09281e-18-9.4767e-05j 2.98952e-17-0.00477872j -5.52577e-17-0.000661201j -9.02037e-18-0.00206498j -3.32903e-16+0.00561281j 1.18709e-17-5.47697e-05j 2.81224e-17+0.000863877j -1.68792e-17-0.00425286j 2.31371e-17-0.00189325j 2.57638e-17+0.00322623j 5.69877e-17+0.000153727j 6.8797e-18-2.75409e-05j 1.82866e-16+0.00456887j -1.26649e-17+0.000833462j 7.73208e-17-0.00564056j 4.84395e-17+0.00519361j -2.26947e-17+0.0024038j 2.94362e-17+0.000584158j 5.3265e-17-0.000560386j 4.05159e-17+0.00154949j 8.08208e-16-0.00270554j -7.15593e-17+0.00349861j 9.73518e-17+0.00105252j 3.40461e-17-0.00156475j 1.06086e-16-0.00483899j 1.1492e-16-0.00455339j -1.57954e-15+0.00345583j 1.43146e-15-0.000204738j -1.83284e-15+0.00066947j 2.68055e-17+0.00116671j -4.02674e-17+0.00251405j 1.16322e-17+2.85316e-05j 1.64093e-17+0.00108731j 1.23145e-17+0.00294769j -2.8304e-17+0.00197711j 4.90888e-20-0.00142487j -1.44562e-17+0.00268866j -3.4583e-17+0.000604451j -1.38029e-17-0.00339098j -3.09406e-17+0.00718175j 9.68431e-17-0.000338232j 1.7973e-17-0.00359988j -3.03116e-16-0.00361011j -2.49894e-17+4.56662e-05j -6.41979e-17+0.00378466j -3.17783e-17+0.00445669j 8.90267e-18+0.00127898j -1.43033e-17-0.0012955j 6.83004e-17-0.00222246j 2.09966e-17-0.00154436j 5.63608e-17-0.00271771j -4.00715e-17+0.00420986j -1.66264e-17+0.00443077j 3.65883e-17+0.00310597j -1.85425e-17+0.00131003j 3.20918e-17-0.00012312j -9.73823e-18+0.00496118j -2.09227e-17+0.00225085j -5.84441e-17+0.00085725j -9.64005e-18-0.00302727j -2.6912e-17+0.00139789j -4.36334e-17+0.00501174j 2.76474e-17+0.00255017j 2.33042e-17-0.00419163j -1.33906e-15-0.00392355j 6.00019e-15-0.00346157j 
8.38825e-16-0.00185018j 1.91825e-16+0.00332103j -2.07218e-17+0.00148709j 2.59584e-17+0.00364645j -2.67919e-17+0.00221556j -6.38898e-18+0.000828333j -1.94512e-17-0.00323531j -7.3597e-17-0.00320216j -3.61203e-17-0.000171055j -2.00614e-17+0.00303373j 4.00132e-17+0.00205112j -2.97101e-17-0.000158036j 2.59862e-17+0.00382864j -6.98698e-17-0.000235918j -5.58641e-17+0.00110876j 1.88903e-16-0.00465498j 3.76911e-17+0.000333652j -1.66661e-16-0.0012158j 1.03111e-16+0.00369133j -3.42887e-18+0.00149629j 1.43615e-17-0.00211147j 5.64352e-17+0.000555132j -5.90894e-18+1.41454e-05j -1.66683e-16-0.0035234j 7.30297e-17-9.84917e-05j 1.12081e-16+0.00526211j 2.53853e-17-0.00341137j 3.48018e-17-0.00162243j -4.87335e-17-0.000570038j 4.86626e-17+0.00101902j -3.38306e-17-0.00116136j -6.08494e-16+0.00210902j 4.10933e-17-0.00266399j -7.02667e-17-0.000765229j 1.8907e-17+0.00143869j -1.66397e-17+0.00398583j -4.8524e-18+0.00397778j 1.51669e-15-0.00382883j -1.56832e-15+0.000234469j 2.00289e-15-0.000750679j 6.98951e-17-0.000222685j 7.46886e-17-0.00141816j 3.1896e-17+0.000278976j -1.49435e-17-0.000806874j 7.68113e-18-0.00205814j 3.71954e-17-0.0013354j -7.38003e-18+0.00101882j -8.317e-17-0.00257926j 7.06056e-18-0.000606568j 2.76463e-17+0.00263366j -4.01908e-17-0.0056565j 3.43751e-17+0.00136209j 6.69526e-17+0.00314852j 1.84158e-16+0.00248664j 1.68981e-17-3.44386e-05j -5.01565e-17-0.00343735j -1.51657e-17-0.00351796j 1.56042e-17-0.000808303j -6.96188e-17+0.000394359j 3.09026e-17+0.00221317j 2.62766e-17+0.00141784j -1.03134e-16+0.00146783j -3.50427e-17-0.003499j -1.01748e-16-0.00396959j 1.9721e-17-0.00196634j -1.95783e-17-0.00118537j 4.02316e-17+0.000516527j -1.0697e-17-0.00376363j -4.118e-17-0.00201865j -7.3705e-17-0.00140292j -2.35566e-17+0.00201881j 1.46795e-17-0.00106501j -1.15824e-17-0.00397394j 3.37576e-17-0.00151302j 3.15995e-17+0.00339643j 1.05114e-15+0.00278967j -4.74966e-15+0.00267923j 
-1.09597e-15+0.00212101j -2.47439e-16-0.00295845j 2.03662e-17-0.00222849j -2.4607e-17-0.00259633j 1.94304e-17-0.00286576j 5.78846e-18-0.000890477j 1.42827e-17+0.00258801j 5.3504e-17+0.00112487j 2.31254e-17-0.000758339j 1.73646e-17-0.0032168j -2.92516e-17-0.000896753j 2.34112e-17-0.000415437j -1.94209e-17-0.00285883j 4.5683e-17-0.00156958j 4.07326e-17-0.00207206j -1.29073e-16+0.00311542j -2.38272e-17+0.000411553j 7.45475e-19-0.000286167j -7.4045e-17-0.00210876j -8.71925e-19-0.00116415j -2.06507e-17+0.00265586j -4.44626e-17+0.00113203j 5.63847e-18-2.86201e-05j 1.39081e-16+0.00294351j -9.16771e-17+0.00137149j -8.28438e-17-0.00223518j -1.27096e-17+0.00425653j -3.76281e-17+0.00190335j 2.88786e-17+0.000193037j -4.20941e-17+0.000538829j 3.08775e-17+0.00104975j 4.99511e-16-0.00170846j -3.32803e-17+0.00230621j 6.77056e-17+0.000749319j -1.12382e-17-0.000652371j 1.46279e-17-0.0027279j -2.20641e-17-0.00221854j -1.04297e-16+0.000441982j 1.8045e-16-1.44799e-05j -1.856e-16+7.18962e-05j -6.67059e-17+0.00178981j -1.08937e-16+0.00241796j -3.54103e-17+0.000479885j 1.03533e-17+0.000749003j -2.31608e-18+0.0022288j -3.5076e-17+0.00156403j -1.96654e-18-0.00104066j 5.97894e-17+0.000956568j 5.10316e-18+0.000174094j -3.43639e-17-0.00215611j 1.87054e-17+0.00444579j -1.62515e-16+0.00147069j -4.33439e-17-0.00174826j -2.14546e-16-0.00278185j -1.94064e-17+3.06137e-05j 3.86167e-17+0.00164294j 6.36034e-18+0.00274693j -5.50527e-18+0.00109696j 6.27903e-17-0.00176184j -3.30755e-17-0.000666294j -2.17003e-17-0.000647099j 1.2982e-16-0.00271384j 1.77852e-17+0.00232512j 6.69441e-17+0.00200709j -1.26938e-17+0.0026587j 1.51255e-17+0.000575499j -2.97187e-17+0.000567106j 9.69257e-18+0.00329182j 2.80616e-17+0.00101642j 5.27222e-17-0.00058519j 1.72492e-17-0.00243448j -1.26858e-17+0.000920547j 7.39406e-18+0.0030617j -2.35733e-17+0.00233851j -2.22979e-17-0.00244909j -8.033e-16-0.00288975j 3.62854e-15-0.00221519j 
7.90446e-16-0.00116836j 1.81531e-16+0.000553765j -4.46636e-17+0.00189147j 4.89225e-17-0.000577667j -3.13291e-17+0.00199172j -5.81895e-18+0.000415589j -2.1548e-17-4.69548e-06j -8.12832e-17+0.00260789j -3.2784e-17+0.00162764j -1.71004e-17+0.00144109j 4.50356e-17-0.00134999j -2.59618e-17+0.000985145j 3.53202e-17-0.000365055j -6.56964e-17+0.00319716j -4.02716e-17+0.0021568j -1.02612e-16+0.00109931j 2.28171e-17-0.00123329j 1.7288e-16+0.00228724j 5.15734e-17-0.00152953j 1.91312e-17-5.74273e-05j 4.64436e-17-0.00176128j 7.68122e-17-0.00286535j -2.37352e-18+3.14896e-05j -3.0795e-17-0.000232512j 1.20457e-16-0.00235095j 1.19088e-16-0.00358236j 3.26922e-17-0.00278306j 3.42801e-17-0.00110351j 1.77823e-18+0.000477356j 7.68071e-17-0.00246074j -9.88598e-18-0.000221259j -9.54884e-18+4.19719e-05j -1.06156e-17-0.000322497j -2.02185e-17-0.000250597j 2.69286e-17-0.000904405j 4.85373e-17-0.000831604j 1.21647e-16-0.00174618j -2.16551e-15+0.00476042j 1.96082e-15-0.000314406j -2.60346e-15+0.000960166j 9.36382e-17-0.0029312j 1.39279e-16-0.00233619j 5.30528e-17-0.0012781j 1.79707e-18-0.000189501j 5.18403e-18-0.00106216j 2.31331e-17-0.000903585j 1.12301e-17+0.00041189j -5.87439e-17+0.00200873j -3.85942e-17+0.000564891j 3.94083e-17+9.36157e-05j -2.09961e-17+0.00013544j 3.75631e-16-0.00465391j 4.08347e-17-0.00139628j 1.03697e-16+0.00144518j 1.06239e-17-5.62436e-06j -7.45424e-17+0.00200755j -1.8601e-17+0.000117072j 2.48936e-18-0.000820183j -7.79056e-17+0.00263085j 8.33025e-17-0.00200458j 3.45559e-17-0.000883689j -1.47558e-16+0.00280209j -2.94128e-17+0.000856579j -5.78918e-17+0.00211882j 3.08297e-17-0.00197735j -2.52602e-17+0.000676067j 4.53353e-17-0.00178193j -1.66348e-17-0.000516821j -3.41098e-17+0.00108518j -7.91391e-17+0.00310295j -2.06749e-17+0.00149333j -2.89519e-18-0.000126323j -3.13909e-17+0.000207292j 3.55453e-17-0.00205385j 3.22104e-17-0.000482095j -7.7033e-17+0.00120103j 3.20161e-16+0.000134819j 
-8.67787e-16+0.00168041j -1.9447e-16-0.00232533j 8.1263e-18-0.00177701j -1.05736e-17-0.00202237j 7.80348e-18-0.00227758j 3.59008e-18-0.000704204j 6.1278e-18+0.0020259j 2.25947e-17+0.00083555j 8.83447e-18-0.00062167j 1.05485e-17-0.00254286j -1.23014e-17-0.000678674j 1.273e-17-0.000342178j -7.21928e-18-0.00223152j 1.77465e-17-0.00128375j 2.17995e-17-0.00165914j -1.13555e-16+0.00241971j -1.12504e-17+0.000343417j -1.78582e-17-0.00026344j -4.36606e-17-0.0016243j 1.84556e-18-0.00091027j -1.01952e-17+0.0021093j -1.83907e-17+0.000935522j 4.29374e-18-2.29459e-05j 1.04826e-16+0.0023081j -6.02191e-17+0.0011141j -3.70277e-17-0.00168786j 5.93648e-20+0.00337987j -2.6308e-17+0.00150892j 1.8815e-17+0.000142873j -1.81276e-17+0.000464208j 2.3681e-17+0.000825525j 3.94475e-16-0.00133805j -2.84654e-17+0.0018108j 5.35267e-17+0.000590866j -1.53368e-18-0.000495062j 2.22058e-17-0.00212098j -2.42664e-18-0.0017065j -7.86683e-17+0.00026389j 1.0968e-16-5.91332e-06j -1.07288e-16+3.97227e-05j -3.70167e-17+0.00145155j -7.63642e-17+0.00193299j -2.06681e-17+0.000397677j 7.82496e-18+0.000589564j 8.58235e-19+0.00176295j -2.48068e-17+0.00123986j -2.43162e-18-0.000821703j 3.16891e-17+0.000714138j 3.25506e-19+0.000126536j -2.36899e-17-0.00168935j 4.67888e-18+0.0034777j -1.04103e-16+0.00123145j -2.11395e-17-0.00134441j -1.74013e-16-0.00220246j -1.5399e-17+2.40605e-05j 1.39493e-17+0.00125143j -1.31474e-18+0.0021482j -9.0471e-19+0.000872806j 3.57309e-17-0.00142448j -1.1843e-17-0.000486991j -1.00112e-17-0.000491293j 9.02052e-17-0.00217263j 3.51026e-18+0.00180527j 3.42868e-17+0.00153455j -2.18601e-18+0.00211525j 6.31357e-18+0.000438827j -1.27251e-17+0.000474638j 4.56292e-18+0.00258565j 1.27891e-17+0.000776912j 2.20744e-17-0.000511572j 8.50342e-18-0.00193138j -1.09339e-17+0.000722755j -1.5824e-18+0.00239304j -9.57104e-18+0.00186593j -9.45967e-18-0.00190876j -6.29814e-16-0.00228272j 2.83852e-15-0.00173631j 
3.77809e-16-0.00068041j 8.47411e-17+0.000783203j -5.80935e-18+0.000817232j 6.81856e-18+0.000523373j -3.97107e-18+0.000983004j -1.54931e-18+0.000274109j -2.97642e-18-0.000611184j -1.09832e-17+0.000136677j -3.77511e-18+0.000429781j -4.44559e-18+0.000980926j 6.05435e-18+3.42197e-06j -5.38592e-18+0.000249855j 4.14198e-18+0.000618068j -7.79199e-18+0.000863081j -8.43433e-18+0.000821233j 2.44136e-17-0.000565406j 3.80018e-18-0.000287192j 3.70616e-17+0.000420084j 1.50145e-17+0.000261634j 1.19766e-18+0.000265747j 7.3941e-18-0.00089797j 1.01818e-17-0.000708722j -1.58576e-18+1.16051e-05j -3.44216e-17-0.000730158j 3.08665e-17-0.000685912j 1.74415e-17-2.49957e-05j 7.97945e-19-0.00143304j 1.16008e-17-0.000619072j -3.96312e-18+2.80518e-05j 1.07118e-17-0.000506427j -8.35577e-18-0.000281722j -1.21562e-16+0.000409461j 7.99259e-18-0.000593703j -1.92105e-17-0.000215379j 1.51012e-18+1.44654e-05j -3.90686e-18+0.000515263j 1.23548e-17+0.000254132j -2.85682e-16+0.000629574j 2.58167e-16-4.50508e-05j -3.52827e-16+0.000131053j 1.86553e-17-0.000874031j 3.94211e-17-0.000930478j 1.10765e-17-0.000310217j -1.99507e-18-0.000205887j -5.45006e-19-0.000689464j 9.75211e-18-0.000508214j 2.67344e-18+0.000308966j -1.21161e-17+8.40151e-05j -4.1848e-18+4.60137e-05j 1.15177e-17+0.000523014j -5.78099e-19-0.0010278j 7.59782e-17-0.00106431j 7.27872e-18+0.00019714j 6.95262e-17+0.000878959j 6.23242e-18-8.08817e-06j -8.57189e-18-7.80685e-05j 1.61735e-19-0.000629899j -6.78585e-19-0.000385183j -1.67107e-17+0.000821134j 1.00397e-17-0.000151845j 5.26093e-18+1.64153e-05j -4.38097e-17+0.00107209j -1.2521e-18-0.000416407j -1.16261e-17-0.000146812j 2.07519e-18-0.000931948j -3.37908e-18-3.15316e-05j 6.24693e-18-0.000408457j -2.58322e-18-0.000856144j -5.19027e-18-7.24696e-05j -1.05564e-17+0.000616361j -3.58854e-18+0.000804445j 3.26765e-18-0.000236612j -1.16527e-18-0.00069024j 4.5381e-18-0.000868212j 4.36996e-18+0.000503374j 1.79212e-16+0.000866776j -8.09096e-16+0.000543301j 
-4.87628e-16+0.00123262j -1.05809e-16-0.00255221j -2.49313e-17-0.000781108j 2.51532e-17-0.00306325j -1.47409e-17-0.00134561j 8.65981e-21-0.000575505j -9.16052e-18+0.00260402j -3.52206e-17+0.00315234j -1.45337e-17+0.000495957j 2.89047e-20-0.00212558j 1.9796e-17-0.00194867j -4.16424e-18+0.000344069j 1.86579e-17-0.00316315j -2.90804e-17+0.000893618j -3.78825e-18-0.000418084j -2.27591e-16+0.00399012j 3.52853e-18-0.000540089j 1.15004e-16+0.00148235j -1.54421e-17-0.00330888j 1.75521e-17-0.00121744j 2.3723e-17+0.00131251j 3.71323e-17-0.00107762j 3.64009e-18-4.45933e-06j 1.10503e-16+0.00278586j 1.81315e-17-0.000438112j 4.65596e-17-0.00502547j 2.58936e-17+0.00213431j -6.64169e-18+0.00106351j 2.57123e-17+0.000564053j 3.74995e-17-0.00136209j 2.26233e-17+0.000886426j 5.00101e-16-0.00168894j -4.50414e-17+0.00207406j 5.27954e-17+0.000561006j 1.93117e-17-0.00135748j 6.69982e-17-0.0033924j 9.34026e-17-0.00358721j -1.82507e-15+0.00413067j 1.70265e-15-0.000257991j -2.21124e-15+0.000815765j 2.65751e-17-0.000465817j 1.23856e-17+0.00062773j 1.54809e-17-0.000505925j 1.15086e-17+0.000607985j 5.17628e-18+0.00142344j -1.35722e-17+0.000876387j 5.82749e-18-0.000729696j -5.65878e-18+0.00251891j -3.02266e-17+0.000612732j 8.09117e-19-0.00210001j -1.04853e-17+0.0045844j 1.64524e-16-0.00212102j 5.03039e-18-0.00284248j -1.41323e-16-0.00168417j -1.13608e-17+2.6492e-05j -4.10453e-17+0.00320958j -1.63693e-17+0.00285842j 7.46954e-19+0.00047033j -1.57437e-17+0.000261484j 5.07755e-17-0.00222322j 1.44765e-17-0.00133613j -1.10829e-18-0.000565182j -1.868e-17+0.00300591j -1.575e-18+0.00366263j 2.15672e-17+0.0011481j -1.18665e-17+0.00110325j 1.94903e-17-0.000808087j -7.30567e-18+0.00291671j -1.05004e-17+0.00186424j -3.41856e-17+0.00181255j -5.40874e-18-0.00129688j -1.63582e-17+0.000829742j -2.68725e-17+0.00324543j 1.57915e-17+0.000766248j 1.32984e-17-0.0028409j -8.72002e-16-0.0019819j 3.90866e-15-0.00212763j 
-3.34008e-16+0.000520076j -6.06112e-17-0.000112897j -7.03252e-17-0.000924401j 7.85841e-17+0.00050647j -7.08233e-17-0.000937881j -8.52703e-18-0.000175688j -4.83181e-17-0.000174355j -1.84749e-16-0.00156165j -9.09795e-17-0.00087476j -2.81463e-17-0.000600392j 1.01345e-16+0.000829906j -5.32359e-17-0.000532437j 7.56451e-17+0.000403384j -1.76135e-16-0.00171281j -9.83238e-17-0.00108615j -8.97994e-17-0.000838953j 7.42988e-17+0.000673976j -2.6839e-16-0.00128258j 1.42631e-16+0.00101503j 2.05771e-17+0.000112326j 4.93787e-17+0.000821048j 1.54251e-16+0.00155384j -8.01843e-19-1.59697e-05j -4.22435e-17-6.89743e-05j 8.73786e-17+0.00124461j 2.6618e-16+0.00219237j 9.84422e-17+0.00129327j 2.41304e-17+0.000498047j -4.43073e-17-0.000284969j 1.36607e-16+0.00136407j -3.73069e-18+5.41594e-05j 7.61783e-18+9.2969e-05j -2.0228e-17+2.58485e-05j 8.8588e-18+9.14119e-05j 7.03646e-17+0.000559512j 9.87693e-17+0.000660039j 1.18448e-16+0.00114587j 8.6229e-16-0.00274039j -1.10406e-15+0.000179985j 1.41909e-15-0.000551551j 1.36033e-16+0.00154633j 5.2455e-17+0.00116462j 5.97526e-17+0.00069481j -4.46043e-18+5.66507e-05j 2.75462e-17+0.000452242j 2.27328e-17+0.000407436j -1.3937e-17-0.000163309j -1.47863e-16-0.00120903j -2.60141e-17-0.000333507j 2.26518e-17+9.41885e-05j -1.02801e-16-0.000381214j 1.22413e-16+0.00254892j 1.28006e-16+0.000914505j -9.14483e-17-0.000632469j -4.99611e-18+1.10793e-06j -1.53234e-16-0.0012553j -6.25356e-17-0.000254549j 3.68486e-17+0.000391904j -1.22187e-16-0.00137726j 1.25008e-16+0.00118681j 6.50168e-17+0.000547358j -7.82751e-17-0.00140962j -1.04469e-16-0.000646706j -1.81678e-16-0.00134356j 7.4336e-17+0.000943865j -5.2174e-17-0.000424258j 1.00626e-16+0.00097568j -2.75804e-17+6.90605e-05j -8.98171e-17-0.000687334j -1.84503e-16-0.00172652j -4.82642e-17-0.000683646j -9.06483e-18+8.94879e-06j -6.95829e-17-0.000327444j 8.57202e-17+0.00100932j 7.71515e-17+0.000441988j 7.3062e-17-0.00048609j -3.8955e-16+7.47718e-05j 
