-0.0201162-1.64799e-17j -0.0208535+0.000416125j -0.029733+0.001353j -0.0154746+0.00070894j -0.0173689-0.000500162j 0.0112327-0.00155761j -0.00776563+0.000785261j -0.00732133-0.00288447j -0.031942+0.00311667j -0.00903922-0.00281696j 0.0127071-0.00118415j 0.0198192+0.00157328j 0.0170987-0.00136632j 0.0280472-0.00344314j 0.0319511-0.00364225j -0.0167668+0.00176961j -0.0347835-0.000101545j 0.0108211+0.00159326j -0.0176556+0.000733762j -0.0699158+0.00267058j 0.0195401-0.00277958j 0.0673152-0.000724329j 0.0657587-0.00194499j -0.0442469-0.00143671j -0.00364071-0.00734607j -0.0167957-7.32928e-05j -0.0270443-0.000644139j 0.00455546+0.000715698j -0.0307929-0.000426609j -0.0286528-7.78933e-05j 0.0295371-0.00447728j -0.0192033+0.00239812j -0.0203565-0.000667612j 0.0162746+0.00203154j -0.0267842+0.00241793j 0.00153184+0.00241446j 0.0108872-0.00223038j 0.00870448-0.00122131j -0.0209007+0.00141508j 0.014168+0.00125509j 0.00311743+0.00349454j -0.00593489+5.88878e-05j 0.00783857+0.00130711j 0.00577859+0.000377865j -0.00452115+0.000870718j -0.018595+0.00142857j 0.019551-0.000319462j 0.0245137+0.00357507j 0.00722103+0.000105391j 0.0161817+0.000915402j 0.0168+0.00130321j -0.0233839+0.000356928j -0.0069054-0.000783268j -0.0280597+0.00415928j 0.0066448+0.00432961j 0.0107199+0.000646868j -0.0256491+0.00408158j -0.0310971-4.67665e-05j -0.0107441-0.00634723j -0.00458446-0.00474605j -0.0396429-0.00321536j -0.0554058+0.000118654j 0.138616-0.0207384j 0.0640908+0.000698116j 0.0826106+0.00820106j 0.0440494+0.00330842j -0.0768108+0.000208465j 0.0231858-0.00128366j 0.0252176+0.00287475j -0.0727191-0.0128245j 0.0179811+0.00362247j -0.0217181+0.00466588j -0.0170237+1.61543e-05j 0.00193203+0.00156542j -0.00154891+0.000319481j 0.027546-0.00501652j 0.00469387+0.000635326j 0.0305371-0.00736538j 0.042413-0.00432331j -0.00244669+0.00502972j 0.00128603+0.000530327j -0.0193406+0.00832528j -0.00883256-0.00254655j 0.0114546+0.000749846j -0.00900214+0.000837485j -0.0118297-0.00810858j 0.0479489-0.00495794j -0.030603+0.000699516j -0.0101768+0.0117593j -0.0396641-0.00165412j 0.000425807+0.00251606j 0.064859+0.00867434j 
0.0162746-0.00203154j -0.0160252-0.00335926j -0.0298595-0.00153625j -0.0203322-0.00161351j 0.0324353-0.00206941j -0.0342639-0.000156698j -0.0386245-0.0025248j -0.0241292-0.00103111j 0.0350273-0.00285248j -0.0176479+0.00211836j -0.0278752-0.00370359j 0.0328454+0.00179566j 0.0745989-0.000273949j -0.0284597+0.00265967j -0.0437646-0.00278204j -0.00390972+0.00115747j 0.0125065-0.000571052j -0.037014-0.00191428j 0.040692-0.00207551j 0.021025-0.00365832j 0.00713077+0.00114278j -0.0473328-0.000902641j -0.0533652+0.00531981j 0.0511848-0.000317225j 0.00775589-0.00241338j 0.00249699-0.00123691j -0.00594418+0.00249178j 0.0405412+0.00116957j 0.0591224-0.00220142j 0.0238861-0.000235231j -0.0606182+0.00163205j 0.0346121+0.00169538j 0.0485577+0.000771243j 0.016367+1.82837e-14j 0.00113985-0.00188874j 0.04765-0.00161979j 0.0551593-0.00110033j -0.0184902+0.000186299j 0.000981269-0.000978096j 0.0599781+0.000453809j 0.00883894+0.00190402j 0.00272855-0.00125789j -0.0841785+0.00150229j -0.0498657+0.00222495j -0.029975-0.00134116j -0.00602079+0.00324842j 0.0250509-0.00035655j -0.0271355-0.00253522j 0.0992592-0.0011024j -0.00858798-0.00200517j 0.122617+0.00813257j -0.194415-0.00369227j -0.0781761-0.000203448j 0.192505-0.0011788j 0.059308+6.19017e-05j 0.22866+0.00424123j 0.176714-0.00293309j -0.174185-0.00166566j -0.053869-0.00106866j 0.0392505-0.000660751j -0.0044046+0.00208966j 0.038517-0.0049752j 0.0320681-0.00381908j 0.00748186+0.00087015j 0.00369243-0.000167583j -0.020143+0.000217565j -0.0436002+0.00115728j 0.0189328+0.00162206j 0.0343185-0.0010325j -0.0568011-0.00134066j 0.0428162-0.00134452j 0.00740416-0.00028381j -0.0312642+0.00204895j -0.00872528+0.000110706j 0.019772+0.000290048j -0.0376096+0.00423448j -0.00783405-0.000526644j -0.0425365+0.00155286j -0.0167462+0.000367878j 0.0119596-0.00196179j -0.00709459+0.000434176j 0.0495642+0.00166851j -0.0210574+0.0055038j 0.024248-0.00126j 0.0364074-0.00173426j -0.0206938+0.002956j 0.00738339-0.00068098j 0.0178162+0.0076473j -0.0268643-0.000916895j 0.0220211-0.0020068j -0.0170448-0.000968524j -0.00181029-0.00577393j 
-0.0267842-0.00241793j -0.035157+0.00210882j 0.0204428+0.00632025j -0.0613705+1.44002e-05j -0.0394097-0.00504788j 0.0115871+0.00628342j 0.0377424+0.00267841j 0.0718523-0.000785744j -0.136045-0.00238695j 0.0287247+0.000302085j 0.00983958+0.00263001j 0.0273615+0.00563279j 0.0661719-0.0041317j 0.120016-0.000333648j 0.0749068-0.00241136j -0.0531739+0.00140515j -0.0804441+4.84945e-05j -0.0227402+0.00380135j -0.0457063-0.00292482j 0.00577438+0.000509409j -0.044784+0.000473662j 0.0445236-0.000430823j 0.0307181-0.000538796j 0.0200023+0.00220843j -0.00981224+0.00422875j 0.0434082-0.00136113j 0.0685523+0.000829504j 0.0188146+0.00571852j -0.0151798-0.00216518j -0.0118717-0.00144585j 0.194212+0.00758557j -0.0782721-0.00645428j 0.0872259-0.00156418j 0.00113985+0.00188874j -0.0617875+1.77588e-14j 0.0299766+0.0013928j -0.0456196-0.00384372j -0.00279598-0.00130813j 0.0170938+5.3295e-05j -0.0329622-0.00227173j 0.00885645+0.00128985j 0.00690097-0.000179156j -0.0350284-1.44384e-05j -0.0548982-0.00337612j -0.0674288-0.00437753j -0.0746693+0.00210864j -0.112029+0.00327422j 0.0104201+0.00454415j -0.0874377+0.00207127j -0.154783-0.00216672j -0.0494185-0.00427087j -0.124629+0.00322073j -0.0350034-0.00584146j -0.0502418+0.00190413j -0.0167892-0.00247873j 0.251699+0.00259329j -0.0701568+0.00158297j 0.0229814-0.00128907j -0.0305859-0.000548537j -0.0334181+0.000127295j 0.0605876-0.00101492j -0.0353466+0.000186547j -0.200543+0.00151494j 0.00508288-0.0038239j 0.0234561-0.00209412j 0.0171318-0.00177268j 0.0718337-0.000445583j -0.0293096+0.000244491j 0.0116047+0.000216442j -0.0958119-0.000358868j 0.0378455+1.15938e-05j 0.0243668+0.00239569j -0.0228502-0.00037449j -0.000522308-0.00167493j 0.00420122+0.00113873j 0.00181389-0.00150952j 0.00342399+0.00280684j 0.0102891-0.00223064j 0.0188573-0.00287886j 0.00180566+0.0029207j -0.000492046+0.0011917j -0.0218876+0.00190217j 0.0292811+0.000522472j 0.0429043-0.00256265j -0.0157131-0.00217227j 0.00362163-0.00293165j -0.023455+0.000323548j -0.0122983-0.000809124j -0.0197362+9.97163e-05j -0.0156546-0.00475676j -0.0118988+0.00187805j 0.00106898+0.00016656j 
0.00153184-0.00241446j -0.0253883-0.00200417j -0.00980365+0.00272443j -0.0206893-0.000662757j -0.00914108-0.000225584j 0.0106952-0.000118742j -0.0312415-0.000818478j 0.0190692+0.00186332j -0.0470388-0.00667787j 0.0288948-0.00272325j -0.0881604-0.00218762j -0.00995385+0.00168628j 0.0634625-0.00134251j 0.0206437+0.00284625j 0.00856696+2.85389e-05j 0.0118267-0.00225469j -0.0652792-0.00166255j -0.0930455-0.000221858j -0.0318043-0.00491273j 0.0643582-0.00150017j -0.090052+0.000382011j -0.00393098-0.000134858j 0.0558647+0.0015528j -0.0607654+0.00052584j -0.0233557-0.00495745j 0.00688338-0.00256532j -0.0151237+0.00437486j 0.072437+0.00268866j 0.0355065-0.00216366j 0.0151374-0.000228369j 0.029904+0.0071066j 0.0137439-0.00435529j 0.0325987+0.000660106j 0.04765+0.00161979j 0.0299766-0.0013928j 0.00592313+1.68877e-14j -0.0294899+0.000612679j 0.0145793+0.00077349j 0.00180155+0.00218144j 0.00871162+0.0011026j 0.0216447+0.00484651j 0.00469507+0.00192344j 0.0557776+0.000858727j 0.0202192-0.00106107j 0.037006+0.00086009j -0.0152443-0.00105079j 0.0785371-0.000551999j 0.0616552+0.0014986j -0.0103583-0.0013658j 0.291698+0.00138736j -0.0137702+0.000633157j 0.357229+0.00272931j -0.0457516+0.000988669j -0.00156923-0.00445524j 0.188836+0.000765205j -0.42781+0.00334407j -0.042994-0.00153945j 0.100706-0.00325721j 0.111886-0.000254385j -0.176556-0.00166311j 0.0144787+0.00258143j 0.096236-0.00290671j 0.000946633-0.00283129j 0.0305801-0.00100139j 0.0305442-0.00274401j -0.0151768+0.0022192j 0.0308971+0.00201543j -0.0697735+0.0016261j -0.00392722+0.00327405j -0.0541098+0.000601973j -0.0351405-0.000551303j 0.00199572+0.000418462j 0.03961+0.00152574j 0.0157482-0.00149807j 0.0015812+0.00129645j -0.00315393+0.00420675j -0.0144525+0.000463763j -0.0171937-0.000834631j -0.00682496+0.000250271j -0.0106026+0.00407889j 0.0202055+0.000623216j 0.00123198+0.000508433j 0.0294954-0.00177576j -0.06442-0.00253738j -0.0294247-0.00141534j -0.0169239+0.00407499j -0.0107943-0.000756445j 0.00684291+0.0043866j 0.00931138-0.00261216j 0.0115599-0.00280799j -0.00874972-0.00204294j 0.00527017-0.00271224j 
0.0108872+0.00223038j 0.0223385+9.65018e-05j -6.0307e-06-0.00167757j 0.0191281+0.00102636j -0.0187246-0.00217183j -0.0594248+0.00155068j 0.0556514+0.00201507j -0.0915131-0.000990635j -0.0171747-0.00264878j -0.0456728+0.00330495j -0.0414963-0.00769182j -0.0446436+0.00380617j -0.0727481-0.00111997j -0.0561541-0.00551521j -0.0797538-0.00179746j 0.0161895-0.00191218j -0.0281367-0.00066218j 0.0314209-0.00298703j -0.0649527-0.00503892j 0.0521052+0.00557376j -0.00954881+0.00123858j -0.0965755-0.00256581j 0.0407073-0.000844553j -0.0282311+0.00709982j 0.0426455-0.00220935j -0.0564656-0.000528504j -0.000204285+0.00121955j -0.0363055+0.0035243j -0.0731249-0.00369892j -0.0149504-0.00223439j -0.0894547-0.00062479j 0.00230962+0.000749985j -0.131389-0.000694963j 0.0551593+0.00110033j -0.0456196+0.00384372j -0.0294899-0.000612679j -0.0151566-3.1251e-15j 0.0345193-0.00129223j -0.057947+0.00429843j 0.0570074-0.00176937j -0.0181421+0.000769551j -0.0367807+0.00150322j -0.0550449+0.000698354j 0.00663013-0.00134687j 0.0108477-0.00175842j 0.0317786+0.00308957j 0.00170187-0.000451915j 0.165474+0.00302029j -0.0282267+0.00523629j 0.112989-0.000687505j -0.0400791+0.00558812j -0.00209658-0.00106348j 0.0475058-0.000176518j -0.211266+0.00175334j -0.346188+0.00573843j -0.0280344-0.0029137j -0.021082-0.00240073j 0.152492+0.0012747j -0.00874408-0.00347051j 0.0930897+0.00569351j -0.164899+0.00228858j -0.0241112+0.0051586j 0.107142+0.00231761j -0.0145192-0.00102928j 0.0143121+0.000396579j 0.0121194-0.000986486j -0.0400759+0.000442203j 0.0220871+0.00203877j -0.0638764+0.000189398j 0.100664-0.00201616j -0.0149204+0.00555824j -0.0504912+0.0017627j -0.041597-0.00131664j -0.0022079+0.00233887j -0.00859512+0.000859957j 0.0097078-0.00861269j -0.0207567+0.00134996j 0.0610918+0.00540452j 0.0137087+0.0035048j -0.0195703-0.00298777j -0.0351988-0.000693097j -0.0159027-0.00494365j -0.0574754-0.00514497j -0.00934833+0.00979087j 0.0220121+0.00284107j 0.0160503-0.00766478j 0.0399368+0.000927129j 0.00155038-0.00268011j 0.00823354+0.00849227j -0.0148807+0.00329767j 0.0220755+0.00216759j -0.0145913+0.00471858j 
0.00870448+0.00122131j 0.00357602-0.000432672j 0.00775453+0.000114811j -0.00604314+0.000869644j 0.0136996-0.00106822j 0.0296604+0.00309793j 0.0377674+0.00060727j 0.0204576-0.000998479j 0.00705604+0.00208345j -0.0390291+0.00216069j 0.0133222-0.000232403j 0.0472852+0.00210535j -0.00931358-0.00144054j 0.0389988-0.0027324j 0.0222437+0.00102559j -0.0600904-0.000465445j 0.0150297+0.000289365j 0.0434104-0.000274879j -0.0151335-0.00249857j 0.0234169+0.000615561j -0.0238055-0.00196468j 0.0250599-0.000730812j -0.00319796-9.48936e-05j 0.030194-0.000117285j 0.0180272-0.00108111j -0.0361512-0.000306183j -0.00499591+7.27163e-05j 0.000927877+0.000274935j -0.0493904-2.11039e-05j 0.00738424+0.00123664j 0.0192075-0.00177819j -0.0235625+0.000638018j -0.00690733-0.000495233j -0.0184902-0.000186299j -0.00279598+0.00130813j 0.0145793-0.00077349j 0.0345193+0.00129223j -0.0525287-5.08512e-13j 0.00623798+0.00167773j 0.0335464-0.00105212j 0.0286139-0.00106329j 0.0365652+0.000336167j 0.013951-0.00063528j 0.074021-0.00125788j -0.0695411-0.00085441j -0.0402168-0.00245691j -0.0996052+0.000989997j -0.339684+3.6251e-06j 0.613943-0.000984296j 0.511107+6.84625e-05j -0.119568-0.00168186j 0.00894684+0.00121392j -0.0620414-0.000163051j 0.0527513-0.000892679j -0.0290492-0.000727008j 0.173618+0.000881992j 0.0899043+0.00225286j 0.0169504+0.000565877j 0.0528494+0.00122391j -0.0590785+0.00106908j 0.138037-0.000405571j -0.076883+7.28212e-06j -0.0105305+0.000858973j -0.0300937-0.00114995j -0.0195257-0.00104356j 0.0122019+0.00304202j 0.0324931-0.000711532j -0.038707+0.0018948j -0.0159475-0.00236636j 0.0450178+0.000752053j -0.00163916+0.000467611j -0.0125469+0.000822949j -0.00940483-0.00166139j 0.0126623-0.000164809j -0.00235979-0.00183901j -0.0220066-0.000457944j -0.00863623+0.00323139j -0.00606301-4.35817e-05j 0.0139054-0.00212087j 0.0174347-0.00510102j 0.0357577-0.00136757j -0.0519365+0.00229537j -0.0406865+0.00331246j 0.00773976-0.000224665j 0.00382231+0.00171975j 0.01438-0.00149755j -0.0132497+0.00476738j 0.00804035-0.00379539j 0.000780156+0.000614147j -0.00268816+0.00145567j 0.00912532-0.00181532j 0.00991787+0.00203549j 
-0.0209007-0.00141508j -0.0100955+0.00118668j 0.0840326+0.00259934j -0.0190301+0.00430909j -0.0254079-0.00234749j -0.0240886+0.00298898j 0.0213273+0.00180652j 0.0697503+0.00179518j 0.0269763+0.00295724j 0.111262+0.0018824j 0.00681322+0.000204729j -0.0139493+0.00808798j -0.0327282-0.00147874j -0.000856858-0.0010867j 0.0368929+0.00341834j 0.0259381-0.000253215j 0.0609+0.00264767j -0.00157402+0.00177044j -0.00901757+0.00110537j 0.0242058-0.000706488j 0.0573192-0.000864763j -0.00906406-0.000357094j 0.0118924-0.004014j 0.0272669-0.00277455j -0.0939244-0.0024479j 0.119781-0.00240231j 0.0750472-0.00306812j -0.0404867-0.000848152j -0.045616+0.00159046j 0.068638+0.000943641j 0.0986197-0.00164975j 0.0606851+0.00184573j 0.0549846-0.000656696j 0.000981269+0.000978096j 0.0170938-5.3295e-05j 0.00180155-0.00218144j -0.057947-0.00429843j 0.00623798-0.00167773j 0.0287306+3.03577e-18j 0.0145681+0.000120446j 0.106653+0.00352229j -0.0288601-0.00202205j 0.0361673+0.00236393j 0.143553+0.000270806j -0.00170911+0.000371293j -0.120045-0.00319307j -0.0160438-0.00230451j -0.0208322-0.000719296j -0.0964199-0.000535565j 0.0829184-0.000172632j 0.356114+0.0100924j 0.134314+0.0054777j -0.053938-0.00203126j 0.103234+0.00524537j 0.286322-0.00170255j 0.118593+0.000923699j -0.14935+0.00317276j 0.152278-0.00192254j -0.200331+0.0019092j 0.0068059-0.000436413j 0.168653-0.00181147j 0.121443+0.00349196j -0.0168154+0.00382396j 0.100404-0.00245812j 0.0937068-0.00487206j 0.0983788-0.00597872j 0.0216272+0.00235085j -0.0544573+0.00762818j 0.015092+0.0026998j -0.0775593-0.00137854j 0.107816-0.0014629j 0.0267207+0.00333269j -0.0800634+0.00716282j 0.0263467+0.00146945j -0.0618742+0.00081578j -0.00274782-0.00367395j 0.0847204+0.00447976j -0.0973766-0.00114741j 0.0251764-0.00543191j 0.0593138+0.00332866j 0.0163159-0.00445662j 0.0462713-0.00220355j 0.0374454+0.000927136j 0.0367159+0.00587746j 0.0122111-0.00700596j -0.0760175-0.00476961j 0.00210944-0.000837388j 0.0520462+0.00137273j -0.027279+0.00645561j 0.00275456-0.00119811j -0.029229+0.000527926j 0.0151162-0.00561599j 
0.014168-0.00125509j -0.0135903-0.00213373j 0.00451306+0.00196313j -0.0434508-0.000900893j 0.0286566-0.00171238j 0.00488084-0.000242523j -0.0236869-0.000668784j -0.0448105-0.000991676j -0.00858038+0.000652334j 0.0342411+0.000841227j 0.0229803+0.00162207j 0.0399133+0.00126454j 0.0139852-0.00115847j 0.0154543-8.26581e-05j -0.00249807+0.00247095j 0.0821655-0.000223328j -0.0580454-0.000929027j -0.0124228-0.00249848j 0.0399611-0.000257164j 0.00904836-0.00270074j -0.0454345+2.23371e-05j -0.00886648+0.00338949j 0.0357462-0.000118524j -0.0610065+0.000594468j 0.066238-0.00402787j -0.00640138-0.00200085j -0.00966444+0.00359649j 0.0292553-0.00293263j -0.0423783-0.000976156j 0.00109345+0.00228049j 0.00707531+0.00074456j 0.0232705+0.000217631j -0.0743638+0.000716866j 0.0599781-0.000453809j -0.0329622+0.00227173j 0.00871162-0.0011026j 0.0570074+0.00176937j 0.0335464+0.00105212j 0.0145681-0.000120446j -0.0410816-5.88245e-15j 0.130907-0.00064283j 0.145738+0.00272528j 0.114996+0.000292647j 0.0299581+0.000317669j -0.0589066-0.000731109j -0.231856-0.00109257j -0.708277+0.00235579j 0.147888-0.00100661j 0.0102128-0.000811657j -0.0810695-0.000940921j -0.223139-0.00101349j -0.0981776+0.000712119j -0.0224375+0.00143541j -0.066821+0.000867682j 0.063075+0.00203814j -0.0423689-0.000793064j -0.0810534-0.0013359j 0.00189211-0.000472337j 0.00641298-0.000556055j 0.0298406-0.00177923j -0.0402854+0.00223398j 0.0584379-0.00272989j 0.00178715-0.000272587j -0.0776069+0.00102681j -0.043428-0.00159426j -0.00521666+0.00266437j 0.0531157+0.00261442j -0.0114785+0.00450161j -0.0467154+0.00158696j 0.0246792+0.00128888j 0.00556521-0.00439443j 0.0333736-0.0032616j 0.0292758+0.000699586j 0.0193823+0.000141874j -0.0235956+0.00218668j -0.0136926-0.000614038j -0.0356142+0.00295051j 0.0298675-0.00406133j -0.0211222+0.00146624j 0.00502697-0.00326886j 0.0116454+0.000146123j -0.010405-0.00282822j -0.0151096-0.00296339j -0.0287859+0.00187069j 0.0116405+0.000277403j 0.0135234+0.000561057j 0.00292683+0.00340404j 0.0137177+0.00121839j 0.00140888+0.000206435j 0.00870738+0.000147552j 0.00929148-0.00295987j 0.00986095+0.000337815j 
0.00311743-0.00349454j -0.0204718-0.00115283j 0.021865+0.00253751j -0.0383431-0.00188924j 0.0152647-0.000315925j 0.0375103+0.00422326j 0.0153877+0.000818723j -0.0451253+0.00117387j 0.0310869+0.0085061j 0.0675727-0.0012136j -0.0388369-0.000378371j 0.0247731+0.00394657j 0.0317341+0.000926452j -0.0136843+0.00366825j -0.100181+0.00391809j 0.0748292+0.00252154j 0.0368504+0.00328003j 0.027716+0.00146845j 0.0400478-0.0013931j -0.105412-0.005921j -0.117813-0.00393917j -0.0357397+0.00561978j 0.0450848+0.00134401j 0.0415384-0.000818611j 0.0623814+4.18555e-05j 0.0158341+0.00192232j -0.0259011-0.000540982j 0.0484943-0.00626711j -0.0637365-0.00606858j -0.0833221-0.00181567j -0.0369532+0.000313795j -0.0757343-0.00308901j 0.0653172-0.00094942j 0.00883894-0.00190402j 0.00885645-0.00128985j 0.0216447-0.00484651j -0.0181421-0.000769551j 0.0286139+0.00106329j 0.106653-0.00352229j 0.130907+0.00064283j 0.446422-9.12874e-15j 0.104008-0.00389348j -0.0871732+0.000347524j 0.164213+0.000868612j -0.11112-0.00263669j 0.25246+0.00106885j 0.144461+0.000764895j 0.0448919+0.00388738j 0.0795653-0.00176565j -0.130826+0.00362543j 0.0414408-0.00276499j 0.0912631-0.00326246j -0.126896-0.00381078j -0.128377-0.000279141j -0.144214+0.000503985j 0.0608369-0.00285153j -0.0280117-0.0060468j 0.00287008-0.000633104j 0.104142-0.00230379j 0.0816427+0.000884037j -0.109817+0.00346145j 0.16085-0.00422697j 0.0216379+0.000665984j 0.0267977-0.00474193j -0.0219982-0.00252057j 0.00818556-0.000204067j 0.0848943+0.00184901j -0.0128101+0.00393473j -0.0455754+0.00365615j -0.00828699+0.00250411j -0.0188621-0.00390832j 0.0665106-0.00202398j 0.0353898+0.000938483j -0.0227523-0.00120331j 0.0192217+0.00272998j 0.0203545+0.00117103j -0.0845818+0.00211855j 0.00384764-0.00247383j 0.00714606-0.000510489j -0.0157557+0.000956838j 0.0382811+0.00392634j -0.00261204-0.00176957j -0.0153718-0.00209619j 0.0128744-0.00165728j -0.00289891-0.0024872j 0.0173678+0.00158853j 0.0202532+0.0011925j -0.00214237+0.00457415j -0.00171549-0.000393025j -0.00403273-0.00344396j -0.000258655-0.000200063j 0.00314257-0.000676392j 
-0.00593489-5.88878e-05j 0.000329216+0.000522156j 0.0119486-0.00254324j 0.00813359+1.54413e-05j 0.00507346-0.00216917j -0.0354609-0.00226956j 0.00316303+0.000993933j -0.0246421-0.00180164j -0.0100119-0.00348956j 0.0247102-0.00093347j 0.000571581-0.000919849j 0.0360796-0.00668709j -0.0750567+0.00634745j -0.0698153+0.000533624j 0.0460606-0.00129673j 0.0133327+0.000139232j 0.00945466+0.000271952j -0.0175777+0.00225511j -0.0141262-0.00330727j 0.00239481+0.00520015j -0.0270067-0.00107524j 0.0127133-0.000762127j -0.00874269-0.00256449j -0.0127785-0.00301096j 0.014009-0.000252435j 0.0323241-0.00146828j -0.0332052-0.00173687j -0.0299073-0.00279631j 0.00609247+0.000543874j -0.0328809+0.00143675j -0.0125921+0.000745959j -0.0287074-0.00283204j 0.00977323-0.00238091j 0.00272855+0.00125789j 0.00690097+0.000179156j 0.00469507-0.00192344j -0.0367807-0.00150322j 0.0365652-0.000336167j -0.0288601+0.00202205j 0.145738-0.00272528j 0.104008+0.00389348j 0.152111+3.38736e-14j 0.118621-0.000561665j 0.11944-0.000466975j 0.103328+0.000915689j -0.0832677+0.0008751j -0.2332-0.00480322j -0.085121-0.000709322j 0.0294647-0.00102613j -0.0780739+0.0020461j -0.0137353+0.00123941j -0.120216-0.000487897j 0.0268733+0.00147321j 0.0127219+0.000854047j 0.166796+0.00172243j -0.0184802+8.0458e-05j 0.08344+0.000209479j 0.0008026-0.00239034j 0.013848+0.00208218j 0.0871854-0.000297832j -0.0378984-0.00130574j 0.0605051-0.000236437j 0.0296048+0.00102242j 0.0169739-0.000615495j 0.0117996+0.000581127j 0.0452156-0.00108678j -0.0433886+0.00112792j 0.03002+0.000984031j 0.0271102+0.00243602j -0.0459939-0.000799895j 0.00954171-0.00299511j 0.0138596+0.000198503j 0.0279264+0.000857723j 0.0230316-0.00220297j -0.0398527+0.00493824j 0.0321555-0.00132448j 0.0152883+0.000472847j -0.0323365-0.00209164j 0.0095365+0.000430322j 0.0356787-0.0024761j 0.00822941+0.00353778j 0.0191068+0.0019395j 0.00702971-0.000417576j 0.00496501+0.000654082j -0.0188784-0.00154506j -0.00537353+0.000973541j -0.0101268-0.00550686j -0.0136992+0.00198614j -6.45261e-05-0.00178534j 0.00124847-0.00129476j -0.0150092+0.00287576j -0.0072167-0.00212379j 
0.00783857-0.00130711j -0.0126064-0.00127714j -0.00902807+0.0018972j -0.0310315-0.00150024j -0.00922657-0.000533269j -0.0145175+0.00114446j -0.00470486+0.000393029j -0.01061-0.000298657j 0.0073256+0.00149013j -0.014862-0.000381837j 0.0565643-0.000225264j -0.0052918+0.00260021j 0.0325258-0.000595321j -0.0291164-0.00100406j -0.0481145-0.000510898j -0.0526219+0.000721099j 0.0275086-0.000223479j 0.0173063-0.000692203j 0.0385607+0.000283152j -0.0268622-0.0015502j -0.00623238+0.000535368j -0.00345733+0.00174794j -0.0153927+0.000337799j 0.00818055+0.00085224j 0.0341119+0.000189544j -0.0066429-0.00217022j 0.0391856+0.00196482j -0.024487-0.000121759j -0.0219316-0.00136093j -0.0256845-5.18569e-06j 0.0113188+8.69546e-05j -0.017088-0.00163223j 0.0101805-8.81095e-05j -0.0841785-0.00150229j -0.0350284+1.44384e-05j 0.0557776-0.000858727j -0.0550449-0.000698354j 0.013951+0.00063528j 0.0361673-0.00236393j 0.114996-0.000292647j -0.0871732-0.000347524j 0.118621+0.000561665j 0.863393+2.1641e-13j -0.130607+0.000165122j -0.0265214-0.00109035j 0.154368+0.000565701j 0.103054+0.000828553j -0.0575661+0.00331645j -0.023054+0.000407832j 0.0194828-0.000205794j -0.036866+0.0010944j 0.0580265+0.000576386j 0.0271312+0.00110976j -0.000571537-7.78666e-05j -0.0677674-1.13655e-05j 0.0750414+0.00100963j -0.0507008+0.000952414j 0.00270293-0.00263509j -0.036561+0.000657862j 0.0810559-0.000476431j -0.0551449+0.00329741j 0.0714368-0.00256638j -0.0100187+9.04866e-05j -0.00654564+0.000458674j -0.0109287-0.001014j 0.00256302-0.0024754j 0.0213952-0.00107741j -0.0641019+0.00148606j -0.0198498-0.00288213j 0.00221261+0.00142426j -0.006576+0.00089289j -0.0126532+0.0046134j 0.044397+0.00331833j 0.0436622+0.000546403j 0.00466118-0.00327576j -0.0484039+0.000519391j 0.0146506-0.00153707j 0.00510114+0.00303766j -0.00168006-0.000773678j 0.00859746+0.00298529j 0.0468518-0.00451696j -0.0120972-0.000298327j 0.000401199+0.00146789j 0.00114954+0.00257067j 0.0358923-0.00152518j 0.00259322-0.00142402j 0.00705961+0.00303258j 0.00854928+0.00307399j -0.0124134+0.00174657j 0.00263492-0.00156633j 0.00248718-0.00117766j 0.00546002-0.000592981j 
