-0.0201162-1.64799e-17j -0.0208535+0.000416125j -0.029733+0.001353j -0.0154746+0.00070894j -0.0173689-0.000500162j 0.0112327-0.00155761j -0.00776563+0.000785261j -0.00732133-0.00288447j -0.031942+0.00311667j -0.00903922-0.00281696j 0.0127071-0.00118415j 0.0198192+0.00157328j 0.0170987-0.00136632j 0.0280472-0.00344314j 0.0319511-0.00364225j -0.0167668+0.00176961j -0.0347835-0.000101545j 0.0108211+0.00159326j -0.0176556+0.000733762j -0.0699158+0.00267058j 0.0195401-0.00277958j 0.0673152-0.000724329j 0.0657587-0.00194499j -0.0442469-0.00143671j -0.00364071-0.00734607j -0.0167957-7.32928e-05j -0.0270443-0.000644139j 0.00455546+0.000715698j -0.0307929-0.000426609j -0.0286528-7.78933e-05j 0.0295371-0.00447728j -0.0192033+0.00239812j -0.0203565-0.000667612j 0.0162746+0.00203154j -0.0267842+0.00241793j 0.00153184+0.00241446j 0.0108872-0.00223038j 0.00870448-0.00122131j -0.0209007+0.00141508j 0.014168+0.00125509j 0.00311743+0.00349454j -0.00593489+5.88878e-05j 0.00783857+0.00130711j 0.00577859+0.000377865j -0.00452115+0.000870718j -0.018595+0.00142857j 0.019551-0.000319462j 0.0245137+0.00357507j 0.00722103+0.000105391j 0.0161817+0.000915402j 0.0168+0.00130321j -0.0233839+0.000356928j -0.0069054-0.000783268j -0.0280597+0.00415928j 0.0066448+0.00432961j 0.0107199+0.000646868j -0.0256491+0.00408158j -0.0310971-4.67665e-05j -0.0107441-0.00634723j -0.00458446-0.00474605j -0.0396429-0.00321536j -0.0554058+0.000118654j 0.138616-0.0207384j 0.0640908+0.000698116j 0.0826106+0.00820106j 0.0440494+0.00330842j -0.0768108+0.000208465j 0.0231858-0.00128366j 0.0252176+0.00287475j -0.0727191-0.0128245j 0.0179811+0.00362247j -0.0217181+0.00466588j -0.0170237+1.61543e-05j 0.00193203+0.00156542j -0.00154891+0.000319481j 0.027546-0.00501652j 0.00469387+0.000635326j 0.0305371-0.00736538j 0.042413-0.00432331j -0.00244669+0.00502972j 0.00128603+0.000530327j -0.0193406+0.00832528j -0.00883256-0.00254655j 0.0114546+0.000749846j -0.00900214+0.000837485j -0.0118297-0.00810858j 0.0479489-0.00495794j -0.030603+0.000699516j -0.0101768+0.0117593j -0.0396641-0.00165412j 0.000425807+0.00251606j 0.064859+0.00867434j 
0.00722103-0.000105391j 0.000905327-0.000441879j 0.0112106+0.00399119j -0.0287532+0.00135759j -0.0261524+0.00469689j 0.0118596+0.000577331j 0.125146-0.00087459j -0.00895059-0.00196704j 0.0268067-0.00147899j -0.0249184-0.000100092j -0.00854542+0.00392202j 0.0528762-0.00271368j 0.0360208-0.00132823j -0.0305408-0.00321636j -0.00531124-0.000619597j -0.0536256+0.000948327j 0.0146839-0.00302573j 0.0481074+0.00144535j -0.00393956-0.00170136j 0.0125462-0.00573634j -0.0422083+1.32201e-05j -0.0405412+0.00388677j -0.0439357-0.00502474j 0.000573749-0.00256678j 0.0270557+0.000439869j 0.0121219+0.00128397j 0.0078718+0.0019073j 0.0942671+0.0020427j 0.0290495+0.00147129j -0.0469338-0.00114373j -0.0539905+0.00094272j -0.0129229-0.00430579j 0.0583897+0.000760241j 0.0992592+0.0011024j -0.0874377-0.00207127j -0.0103583+0.0013658j -0.0282267-0.00523629j 0.613943+0.000984296j -0.0964199+0.000535565j 0.0102128+0.000811657j 0.0795653+0.00176565j 0.0294647+0.00102613j -0.023054-0.000407832j -0.016983-0.00187851j 0.109977+0.00194503j 0.0734759+0.00176709j -0.0265212+7.00452e-05j 0.00943944-0.00189525j 0.137062+3.96068e-14j -0.0588345-0.000637042j 0.119229+0.0013905j 0.0610056+0.000268734j -0.0441402-0.000238976j -0.184058-0.00396615j -0.0519091+0.00114236j 0.0717578+0.00146875j -0.0465371+0.00197688j 0.0939743+0.00492676j 0.0121143-0.000730179j 0.0190603+0.00357297j 0.0568599-0.000149478j -0.051537+0.000252978j -0.0159412+0.00027261j 0.0422079-0.00295899j 0.00912131-0.0022768j 0.114986-0.004497j 0.034761-0.00063723j -0.0173607-0.00305605j -0.0463724+0.00471767j 0.0249315+3.18663e-05j 0.00117205+0.00194013j -0.0359717+0.00273827j 0.0117122-0.00295829j 0.0247071-0.00186772j -0.01213-0.000709574j 0.00486431-0.00208619j 0.027324+0.00314509j -0.0357058+0.00220507j 0.0147464+0.000315729j 0.0392377+0.00236784j -0.007059+0.00178298j 0.0170589-0.00158277j -0.0268576-0.00218223j -0.0151463+0.00172883j 0.00549109+0.00179773j -0.0348005-0.00202124j 0.0103079-0.00108127j 0.0289365-0.00507004j 0.00364979+0.00536997j -0.000193647+0.00385706j -0.00556857+0.000256115j -0.000398998-0.000311294j 
0.0161817-0.000915402j -0.0176723-0.00198714j -0.0495147-0.00198121j -0.0093567-0.00414744j 0.0159907-0.00331744j -0.017795-0.000748567j -0.0445614+0.00397719j -0.0574013-0.00257405j -0.0288949+0.00103874j 0.0121476-0.0010018j 0.0111686-0.000218931j 0.0445237+0.00194251j -0.0201732-0.00325368j 0.0605085+0.00275674j 0.0292288-3.04129e-05j -0.0416411+0.000627685j -0.0428388+0.00392763j 0.0646172-4.31241e-05j -0.0319262+0.000890775j 0.00131542+0.00261063j 0.0248744-0.00155719j 0.0856034+0.00156737j -0.0300076+0.00351745j 0.0113879+0.00231004j 0.0208968-0.00070224j -0.00787974-0.00540212j 0.0521749+0.000247635j 0.0955533-0.000969403j 0.033503-0.00492797j 0.139835+0.00506761j -0.173984-0.00388953j 0.0955266+0.00363598j 0.0162902-0.00349466j -0.00858798+0.00200517j -0.154783+0.00216672j 0.291698-0.00138736j 0.112989+0.000687505j 0.511107-6.84625e-05j 0.0829184+0.000172632j -0.0810695+0.000940921j -0.130826-0.00362543j -0.0780739-0.0020461j 0.0194828+0.000205794j 0.0675176+0.00238983j -0.0719614-0.000689194j -0.0554042-0.00172906j 0.00564888+0.000802362j 0.0949269+0.000277958j -0.0588345+0.000637042j 0.115328-1.46369e-14j 0.0754318-0.000569801j -0.0871893-0.00135048j -0.0714181+0.00493679j 0.234658-0.00224613j -0.0378426-0.00110705j -0.145501+0.000624331j 0.151314-0.00268957j -0.0824011-0.00257067j -0.0466626+0.00272687j 0.0692805-0.00293427j -0.0199455-0.000325552j 0.0830978-0.00269744j -0.0274013+0.000862152j -0.0687197+0.00519168j -0.0617885+0.00314854j -0.0495591-0.00335103j -0.0794831+0.0014899j 0.023956+0.00183442j 0.0310005+0.000579749j -0.0216411+0.00104632j -0.0160272-0.00237932j -0.0229668-0.00242894j 0.0152524+0.00479752j 0.0130266+0.00316716j 0.0309375-0.00369652j -0.0308284+0.00370834j 0.0265009-0.00846375j 0.0368115-0.00188j -0.000190438+0.000411489j -0.01168-0.0020146j 0.00299762-0.00380333j 0.0243747+0.00187771j 0.0161156+0.0021727j 0.0106087+0.00157267j -0.0134151-0.00425603j 0.0423181+0.00326389j -0.0172303-0.00102731j -0.0366596+0.00712568j -0.00364259-0.0072999j 0.00602-0.0038246j -0.0061039+0.00161729j -0.00270832-0.00172591j 
0.0168-0.00130321j -0.00540583-0.00318696j -0.0382515-0.0070646j 0.130579+0.00217959j 0.0176487+0.00176843j -0.0317861-0.00715931j -0.0807232-0.00136763j -0.0115955-0.0017901j 0.205495-0.0005924j -0.025258-0.000984854j 0.0394301+0.00475216j -0.0427706+0.00153916j 0.00495104-0.00125003j 0.0646531+0.000737332j -0.0355716-0.00431386j 0.0084786+0.0003981j -0.016421-0.00369293j -0.00886937+0.00785655j -0.0294304-0.00142364j -0.00189134+0.00159819j 0.0517651-0.00211591j -0.00411498+1.86573e-05j 0.0223428+0.00051567j -0.0851973-0.00190348j -0.0661465-0.000904444j -0.107376+0.00108919j 0.0818098+0.0113618j 0.043891+0.00232214j -0.124292-0.00256667j -0.0622984+0.00351151j -0.0121221-2.0749e-05j -0.0161182+0.00129167j -0.013701-0.00310446j 0.122617-0.00813257j -0.0494185+0.00427087j -0.0137702-0.000633157j -0.0400791-0.00558812j -0.119568+0.00168186j 0.356114-0.0100924j -0.223139+0.00101349j 0.0414408+0.00276499j -0.0137353-0.00123941j -0.036866-0.0010944j -0.120966+0.000206443j -0.0168997+0.00234803j 0.172382-0.00393719j -0.166173+0.00166964j 0.114841-0.00321774j 0.119229-0.0013905j 0.0754318+0.000569801j 0.33797+8.63155e-15j -0.0231017-0.00114899j 0.0263782-0.00112774j -0.107539-0.00394314j -0.0676996+0.000808519j -0.0974522+0.000730907j 0.0468029+0.00108271j 0.0205253-0.00037629j -0.098831-0.000878564j 0.150549-0.00195125j 0.0533296+0.00145832j -0.0324998-0.00280043j -0.0891865+0.000621448j 0.0197186+0.000987958j -0.00923009-0.00349848j 0.00898637-0.000360279j 0.125712+0.000946567j -0.0408751+0.00389145j -0.030508-0.00275134j 0.046463+0.00271741j 0.0140363-0.000814427j 0.00177602-0.000466226j -0.0268144+0.00208046j 0.00179364+0.00197937j 0.00924433-0.00310267j 0.010201-0.000188318j 0.0262221+0.000992431j -0.0107899+0.00218145j 0.0145451-0.00101616j 0.0219256-0.000867025j -0.00670646-0.00500967j 0.0244356-0.00478426j 0.0110876+0.00156728j 0.0248569+0.00379983j -0.0135143-0.00385723j 0.00364105-0.00124311j -0.0205055+0.000837879j -0.0123486-0.000138519j 0.0100909-0.000708915j 0.0053368+0.00063523j -0.0239706-0.00152527j 0.0113894-0.00346831j 
-0.0233839-0.000356928j 0.0105911+0.00401838j -0.0439741-0.00340164j -0.00853394-0.00380371j 0.0429672-0.00426872j 0.00765567+0.0043941j 0.0900639-0.00392451j -0.028619+0.0013916j 0.0416919-0.00380979j -0.0490947-0.00168883j -0.0975781-0.00490859j -0.0560849-0.00535133j 0.072122+0.000342484j 0.00267874+0.00420332j 0.0408167+0.00213421j 0.0341143-0.0047685j 0.0412517-0.00312163j -0.0497961-0.00387082j 0.0231537+0.000588086j -0.0380303+0.000514226j -0.0504866+0.00599803j 0.0265534+0.000138133j 0.0153627+0.00142436j -0.0265455-0.0036663j 0.0564792-0.00113705j 0.0427896+0.00296817j -0.00295627+0.00270276j -0.0704912-0.00605743j -0.0578423+0.0011897j 0.151294+0.00219865j 0.0211482+0.00242549j -0.0680054-0.000627821j 0.039785+0.00367591j -0.194415+0.00369227j -0.124629-0.00322073j 0.357229-0.00272931j -0.00209658+0.00106348j 0.00894684-0.00121392j 0.134314-0.0054777j -0.0981776-0.000712119j 0.0912631+0.00326246j -0.120216+0.000487897j 0.0580265-0.000576386j 0.0271443+0.000220408j 0.025898-0.000963747j -0.150281+0.000533422j 0.0432179+1.34376e-05j -0.0221369+0.00144259j 0.0610056-0.000268734j -0.0871893+0.00135048j -0.0231017+0.00114899j -0.0136303-1.67531e-15j -0.1407-0.00129503j -0.130535-0.00112241j -0.144462-0.000173675j 0.0133257+0.000800198j -0.0713076+0.00425155j 0.0181013+0.00274974j 0.0237708-0.00134297j 0.0137141+0.000231993j 0.0305273-0.000422991j -0.0636429+0.00466354j -0.00813311-0.00210328j 0.0606746-0.00190455j 0.0819751-0.00237477j 0.0577206-0.000454017j -0.0536774+0.00178701j -0.00124386+0.000870732j 0.0101586-0.000514354j -0.0659023-0.00744512j 0.0239417+0.00157541j 0.0321608+0.00158859j 0.0205008-0.000747613j 0.0165267+0.00019312j 0.0273074-0.0020248j -0.0240702-0.000540497j 0.0130064-0.000553592j -0.000627547-0.00104994j 0.0113405-0.00110219j 0.0278095-0.000789994j 0.00645513-5.82248e-05j -0.00865898+0.00104364j -0.00748982+0.00135165j 0.00709321+0.0029854j -0.00670153+0.0015524j -0.00317452-0.00132044j -0.00184481-0.00237444j -0.0243585+0.000163816j 0.00140519+0.000509915j 0.0106947-0.000409127j -0.0111273+0.00446318j -0.0317859-0.000117292j 
-0.0069054+0.000783268j 0.00425637+0.000135847j -0.000997799-0.00208704j 0.0118422+0.00022437j 0.0215808-0.00269774j 0.02035-0.00279327j -0.0254606+0.0016131j -0.0133484-0.0017921j -0.0107891-8.23582e-05j 0.0551827-0.00036855j -0.0248774+0.0104788j 0.0811054-0.00339216j 0.00820817-0.000241357j -0.0293566-0.000443937j 0.00577914+0.00336688j -0.0440385-0.00133148j -0.0475498-8.37742e-05j 0.00104078+0.00363041j 0.00267376-0.0029929j -0.0419551-0.00410655j 0.0700896-0.00636199j -0.00714088+0.00382828j 0.0242125-0.00306891j -0.0526963-0.0018764j -0.0674424-0.00308037j -0.089523-0.00275906j -0.0698733-0.00374801j -0.101942+0.000127754j 0.0312152-0.00127872j 0.0372222-0.00177562j -0.0528383+0.00046061j 0.00670917+0.000452653j -0.0341059+0.000867753j -0.0781761+0.000203448j -0.0350034+0.00584146j -0.0457516-0.000988669j 0.0475058+0.000176518j -0.0620414+0.000163051j -0.053938+0.00203126j -0.0224375-0.00143541j -0.126896+0.00381078j 0.0268733-0.00147321j 0.0271312-0.00110976j 0.152385-0.00107398j 0.0129897-0.00012896j 0.0621894+0.000724069j 0.0401108-0.000742408j -0.205241-0.00517793j -0.0441402+0.000238976j -0.0714181-0.00493679j 0.0263782+0.00112774j -0.1407+0.00129503j 0.264186-1.10345e-14j 0.00134488-0.00367068j 0.0413425+0.000723764j -0.123351+0.00202417j 0.0349359+0.00118927j 0.00708947+0.0074258j -0.0615564+0.00377172j 0.0779944-0.000318468j -0.00719134-0.00169806j -0.112163+0.00478796j -0.0274229-0.00100862j -0.0143547+0.00269934j -0.0225111+0.00344935j 0.0265985+0.000439402j -0.0835804+0.00091744j 0.0802374-0.0036433j 0.0377248-0.00199134j 0.0634178-0.000351397j -0.016447+0.000476346j -0.0238872-0.00311197j 0.0192269-0.00460463j -0.00302201-0.000706082j -0.0252596-0.00104869j 0.05454+0.00109387j 0.0543084-0.00190819j 0.000106774+0.000805548j 0.0109685+0.00150314j 0.0105641-0.0039513j -0.0233601-0.000725302j -0.00829168-0.000757086j 0.0158129+0.00067255j 0.0064158+0.000567619j -0.0234491+0.0015749j 0.0228241-0.00113093j -0.0178002-0.00354748j -0.0147006-0.00472042j 0.0287176-0.0024757j -0.00665541+0.00292959j -0.00389067+0.0022103j -0.0114466+0.00234274j 
-0.0280597-0.00415928j -0.00633652+0.00576897j -0.0744322+0.00398004j -0.0566743-0.00363645j -0.0476043+0.000411233j -0.106925+0.000588207j 0.00323819+0.00585467j -0.0120006+0.00610183j 0.0492618+0.000945389j -0.0537671-0.00117782j -0.0399006+0.00262815j 0.0768873+0.00385033j 0.03766-0.000305009j 0.042735+0.00567514j 0.0541958-0.00113518j -0.00544824+0.00459941j 0.0469662+0.000168132j -0.0465593+0.000306305j -0.0027343-0.00347407j -0.0189861-0.00732449j 0.05676+0.0050222j -0.0245029+0.00296503j 0.0164838+0.0034044j 0.0429211-0.00413231j 0.000141853-0.00196429j 0.0722647-0.00364682j -0.0260024-0.00439938j -0.058433-0.00395431j 0.0300672+0.00252688j -0.0409011-0.00151644j 0.220003-0.00086292j 0.086066-0.0024795j 0.0150848+0.00135984j 0.192505+0.0011788j -0.0502418-0.00190413j -0.00156923+0.00445524j -0.211266-0.00175334j 0.0527513+0.000892679j 0.103234-0.00524537j -0.066821-0.000867682j -0.128377+0.000279141j 0.0127219-0.000854047j -0.000571537+7.78666e-05j 0.15981-0.00334977j 0.000110079+0.000846833j -0.188394-0.00264241j -0.0129663-0.00256784j 0.00722255+0.00240437j -0.184058+0.00396615j 0.234658+0.00224613j -0.107539+0.00394314j -0.130535+0.00112241j 0.00134488+0.00367068j 0.0300193+4.99926e-16j -0.0165059-0.00219944j 0.0212119-0.00104613j 0.0689754-0.000984217j 0.129958+0.000414792j 0.0179965-0.00381729j 0.0739885+0.00311529j -0.0734489+0.00477681j 0.0399658+0.00210617j 0.0563049-0.00018287j 0.0442084+0.00244698j 0.0980763-0.00191464j 0.0218349-0.00147442j -0.028237+0.000707875j -0.0118219+0.00355307j 0.0383342-0.000101126j -0.0865794-0.0025348j 0.0312452+0.000958853j -0.0240531+0.00480216j -0.0445415+0.00421377j 0.0132464+0.00173891j -0.0368364+0.00217745j -0.0147305-0.00497974j 0.0425963+0.00211999j 0.010223+0.00461784j -0.00271294-0.000151251j -0.0036122+0.000123563j -0.0286411+0.00158956j -0.0135352+0.000314486j -0.0057166-0.00114018j -0.00114329+0.00469884j 0.00157223-0.00250542j -0.00300525-0.0030253j 0.0245331-0.00576688j 0.00894975+0.00632307j -0.0173952+0.00658198j -0.00729255-0.00286779j -0.00904194+0.00661337j -0.0300245-0.00083016j 
0.0066448-0.00432961j -0.0144504+0.000706713j -0.0612406-0.00977761j 0.123899+0.000991929j -0.0169155-0.00241994j -0.109212-0.00176097j -0.00863857+0.00221357j -0.0774958+0.00566812j 0.0282046+0.000267714j -0.0857934-1.08508e-05j -0.10991+0.00231051j -0.0034+0.00684471j -0.0747787+0.000344886j -0.0352264-0.00303821j 0.077864+0.00228042j -0.0357349+0.00149389j -0.0723194+0.000550615j -0.00992891+0.000725971j 0.015945+0.00163237j -0.110244+0.000743138j 0.0399148-0.00158993j 0.0389497-0.00479988j 0.0214868+0.00374878j -0.0630836-0.00292625j -0.0438166-0.00507745j -0.0590164+0.00295671j -0.0114652-0.000605402j 0.0478026-0.00185851j -0.0164617-0.00203625j -0.0933078+0.00260294j 0.0934664+9.98739e-05j -0.242744-0.00842641j 0.0228379+0.002784j 0.059308-6.19017e-05j -0.0167892+0.00247873j 0.188836-0.000765205j -0.346188-0.00573843j -0.0290492+0.000727008j 0.286322+0.00170255j 0.063075-0.00203814j -0.144214-0.000503985j 0.166796-0.00172243j -0.0677674+1.13655e-05j -0.0628353+0.00162922j -0.00140612-0.00242382j 0.108569+0.00116841j 0.0713744-0.000500333j -0.107578-0.00241774j -0.0519091-0.00114236j -0.0378426+0.00110705j -0.0676996-0.000808519j -0.144462+0.000173675j 0.0413425-0.000723764j -0.0165059+0.00219944j 0.124934-3.27299e-14j -0.0450526-0.00396194j 0.120937+3.84074e-05j 0.061052-0.00919038j 0.193659-0.00555021j 0.056195+0.00281761j -0.0338113+0.00173951j -0.0447421+0.000430127j -0.0566286-0.000477555j 0.0805311-0.00351491j -0.001955+0.000494901j 0.00239406+0.000758204j 0.10659-0.00294435j -0.0459934-0.00469153j 0.0276826+0.00206077j -0.0511451+0.00224347j -0.0107871-0.000755168j 0.0206814+0.00302878j -0.00587426-0.0014568j 0.00419069-0.00534376j -0.000743817+0.00384254j 0.0104859+0.00121826j 0.00416102+0.00309827j -0.0239475+0.00199031j -0.0169535+0.000822457j -0.00273591+0.00083554j -0.0175494+0.00613457j -0.0114356+0.00248977j 0.0174659+0.00127188j -0.00931116-0.00488137j -0.0364535+0.00114202j 0.00154054+0.00443716j -0.00409015-0.00403934j -0.0122267-0.00046275j 0.00300649-0.000936588j 0.00764164-1.70889e-05j -0.0204139+0.00227071j -0.00971983-0.00326026j 
0.0107199-0.000646868j -0.0116219-0.00129414j -0.166685-0.00275737j -0.0338752-0.0149896j 0.0413058-0.00321787j 0.0477072+0.00399137j 0.00271211+0.00194811j -0.0336741-0.00230526j 0.025736-0.00104915j -0.12926+0.00231572j 0.0677964+0.00336816j 0.0616204-0.00203947j 0.0306979-0.00214876j 0.0531661-0.00134523j 0.0012412+0.00262991j -0.117301-0.00273417j 0.0392076+0.00107641j 0.0253035-0.000653987j 0.024233-0.00203457j 0.0377376+0.0029847j 0.0260943+0.00213154j 0.00190881-0.00144588j 0.0675359+0.00200822j 0.00706232-0.000158047j 0.0688182-0.00343711j 0.0306473+0.00145321j -0.072174+0.00280826j 0.0774528-0.000623845j 0.035004+0.000174967j -0.216163-0.00318409j 0.164357-0.00409655j 0.200923+0.0050998j -0.0462301+0.000734826j 0.22866-0.00424123j 0.251699-0.00259329j -0.42781-0.00334407j -0.0280344+0.0029137j 0.173618-0.000881992j 0.118593-0.000923699j -0.0423689+0.000793064j 0.0608369+0.00285153j -0.0184802-8.0458e-05j 0.0750414-0.00100963j -0.012879-0.000734387j 0.0224516-0.0010419j -0.132513-0.000182975j 0.142169+0.00162085j -0.0432308-0.000430605j 0.0717578-0.00146875j -0.145501-0.000624331j -0.0974522-0.000730907j 0.0133257-0.000800198j -0.123351-0.00202417j 0.0212119+0.00104613j -0.0450526+0.00396194j -0.0838156+2.25701e-13j 0.0956731+0.0047581j -0.167132-0.00318636j 0.0665803+0.00250132j -0.00548852-0.00337765j 0.049902-0.00165728j -0.0120856+0.001106j -0.0662748-0.00240579j -0.0517029+0.00403404j 0.0427894+0.000906374j -0.026175-0.00426806j -0.0267254+0.00197799j 0.0418931-0.00182821j 0.0301968+0.00239241j -0.0609131-0.00366813j -0.00606155-0.00138897j 0.0518754-0.00257264j 0.0262673+0.0018843j -0.0292571+0.00141238j 0.0696052-0.00358505j -0.0318799+0.00458588j -0.0236586-0.00850273j -0.0119413-0.00390084j -0.0160885-0.000338944j -0.0133263+0.000879463j 0.0166252+0.000512207j -0.00378896+0.00289506j 0.0185017+0.00480168j 0.0205219-0.00348877j -0.0209751-0.000443502j 0.0270111+0.00318311j -0.0216046-0.000418855j -0.0453234+0.0026409j -0.00172172-0.00735128j 0.0259309-0.00201489j -0.0072963+0.00222665j -0.0214048-0.00109344j 
-0.0256491-0.00408158j -0.02646+0.000323061j 0.0846295-0.00163949j -0.0181619+0.00710261j -0.0674812-0.0096715j -0.0513664-0.00902502j -0.0989411-0.00488465j 0.124323+0.00564126j 0.0446821+0.00139081j 0.0699217+0.00129763j 0.0224244-0.00121623j 0.0135646+0.00225425j 0.0736579+0.00908367j -0.0331856+0.000263465j 0.0563469-5.31627e-05j -0.0571673+0.000407138j 0.0471781+0.000905447j 0.0452119-0.00063405j -0.0111833+0.00376975j 0.00506249+0.00232096j -0.011363-0.00553054j 0.0416439+8.97987e-05j -0.0443235-0.000920958j 0.0375035-0.00111115j 0.00151859+0.00223368j -0.0333838+0.00230076j 0.00393363-0.000330907j 0.110288+0.00663691j 0.0555119+0.00340491j -0.0833124-0.00162947j -0.0970051+0.00542709j -0.0217305+0.00142078j 0.0570645+0.00346606j 0.176714+0.00293309j -0.0701568-0.00158297j -0.042994+0.00153945j -0.021082+0.00240073j 0.0899043-0.00225286j -0.14935-0.00317276j -0.0810534+0.0013359j -0.0280117+0.0060468j 0.08344-0.000209479j -0.0507008-0.000952414j -0.112484-0.00126415j 0.0392439-0.00117076j 0.236509+0.00184832j -0.0402485+0.000589537j 0.142671+0.00121259j -0.0465371-0.00197688j 0.151314+0.00268957j 0.0468029-0.00108271j -0.0713076-0.00425155j 0.0349359-0.00118927j 0.0689754+0.000984217j 0.120937-3.84074e-05j 0.0956731-0.0047581j 0.186984-2.09121e-15j -0.0151463-0.00718086j 0.0347123-0.0027823j -0.0227202+0.00238694j -0.111792+0.0037446j 0.128602-0.00632923j -0.019353+4.81625e-05j -0.0127859-0.000960095j -0.0802257+0.00153466j -0.0696559-0.0017482j 0.0771997-0.00368037j -0.0332231+0.000927793j -0.0141772+0.000578426j 0.0145016+0.005935j -0.03124+0.0017475j -0.0618123+0.00484089j -0.0210762+0.00170344j -1.62844e-05-0.00318534j -0.0287272+0.00502307j 0.00383759-0.000327622j -0.0235824+0.00450323j 0.00575866+0.0038324j -0.00889386-5.98515e-05j -0.0186776+0.00229483j -0.0154663+0.000162786j 0.0140995+0.000618546j 0.0047204-0.00190735j -0.00323006-0.00401743j 0.00953959-0.00416368j -0.011812+0.00257692j 0.00613211+0.000204813j 0.0113871+0.0033487j -0.00690762+0.00215042j -0.00715269-0.00123011j 0.00106419-0.00447104j 0.0266784-0.00183091j 
-0.0310971+4.67665e-05j 0.010437+0.000374344j -0.0180405-0.00185995j 0.0143485-0.00739885j 0.0888712+0.00357689j 0.0767336-0.00192889j -0.0464646-0.00402814j 0.00426697-0.00452761j 0.0170707+0.00363898j 0.107538+0.00353636j -0.0274049+0.000297625j -0.0640185+0.00288605j 0.0336877+0.00643699j 0.0302689-0.000814803j 0.0501354+0.00380912j -0.00156238+0.00305116j -0.030406+0.00177382j 0.0340238-0.00049023j 0.0240307-0.000598365j 0.0601599-0.00259025j 0.00513965-0.00500196j 0.0397407+0.00343082j -0.00243314+0.000529708j -0.00495845+0.00165841j 0.0568688-0.00389003j -0.162585+0.00246965j -0.0104968+0.00389158j 0.139764+0.00377804j -0.0148081-0.00279823j 0.100004+0.00335232j 0.0266297-0.00131113j -0.0907293+0.0011871j -0.136499+0.00760148j -0.174185+0.00166566j 0.0229814+0.00128907j 0.100706+0.00325721j 0.152492-0.0012747j 0.0169504-0.000565877j 0.152278+0.00192254j 0.00189211+0.000472337j 0.00287008+0.000633104j 0.0008026+0.00239034j 0.00270293+0.00263509j 0.0166445+0.00125525j -0.0757326+0.00137373j 0.0233002-0.000573567j -0.0273049+0.001544j 0.0103937+0.000763327j 0.0939743-0.00492676j -0.0824011+0.00257067j 0.0205253+0.00037629j 0.0181013-0.00274974j 0.00708947-0.0074258j 0.129958-0.000414792j 0.061052+0.00919038j -0.167132+0.00318636j -0.0151463+0.00718086j -0.221123+5.71732e-14j -0.0654003+0.00362639j -0.109241-0.00452375j -0.0378932-0.00341395j -0.0525982+0.00387235j -0.00797208-0.00391482j -0.0420189+0.00537029j -0.0252476+0.0035523j -0.0356248+0.00267727j 0.0195222+0.00358915j -0.0187478-0.00290628j 0.0107092+0.000488325j -0.0107431-0.00112156j -0.00140426-0.00337266j 0.0444686-0.00534204j 0.0339429-0.000300867j 0.00144473+0.00200831j 0.0154252-0.00317448j -0.0376986+0.00440597j -0.0148183-0.00142843j 0.00953714-0.00497819j -0.00914505-0.000812678j -0.0167182+5.79324e-05j 0.0245936-0.00211131j -0.00257369+0.00017164j 0.0213753+0.00114762j 0.0104183-0.00390109j -0.00403184+5.40448e-09j 0.0161823+0.00191119j -0.0286261+0.00425807j -0.042025+0.000958421j 0.00364322-0.00719577j 0.02348-0.00143579j 0.00888773-0.003692j 0.00124294-6.61014e-05j 
