-0.106046-7.80626e-18j -0.0943699+0.00125706j -0.0550601-0.0981524j -0.00227289+0.0538728j 0.0125371+0.0168777j -0.0163919+0.0624276j -0.0256339-0.0369691j -0.0183573+0.0536643j 0.00633346-0.0235883j -0.0102557-0.0543232j 0.00162471-0.0310063j 0.0523692-0.0205289j 0.0273241+0.0399977j -0.0501302+0.00373818j 0.00450253+0.0205688j -0.053726-0.0616092j 0.0062684+0.0174021j -0.0108608-0.0192824j -0.00331782-0.0294907j -0.00148749-0.0035605j -0.0234381+0.0177473j 0.0390705+0.0395852j 0.00981739+0.00757256j -0.0317399-0.00809944j -0.0377919-0.0165397j -0.0248989+0.00591701j -0.0160222-0.00481787j -0.012811+0.00379955j 0.0463386+0.00928187j 0.00955472-0.0112743j -0.0139215+0.00456403j -0.0442956-0.0140139j 0.0497844+0.0233699j 0.0301125+0.0160578j 0.0571327+0.0158854j 0.000562254-0.0104142j 0.00955476-0.0206968j 0.00759736+0.118335j -0.056883+0.0413209j 0.00921016-0.0198109j 0.0523529-0.0477257j 0.0174426-0.0241332j -0.101125-0.0447564j 0.0614962-0.0221705j 0.00416227+0.0224167j -0.00755481+0.0109833j -0.00425806-0.0540883j 0.037724+0.0286811j -0.0391188-0.0175323j -0.0144959-0.00559184j 0.0187967+0.00667527j -0.00535018+0.029137j 0.0562182-0.0360992j -0.00228345-0.0108845j 0.114263-0.143717j 0.0251993+0.0714479j 0.0170027+0.0506028j 0.0165854-0.0573951j -0.102576-0.104476j -0.0694355-0.165007j -0.100529+0.254117j -0.283704-0.16669j 0.0361825-0.0287894j -0.00753355-0.0108352j 0.00534579-0.000513509j -0.0491676+0.025762j -0.0363422-0.0768066j -0.270615-0.032808j 0.0587235+0.0264715j 0.0961612-0.0304013j 
-0.0248989-0.00591701j -0.00754586+0.00953912j 0.00592124-0.0226402j 5.96034e-05+0.051659j -0.0565315+0.085726j -0.0649566+0.0403664j -0.104032+0.148399j 0.0347728+0.0862081j 0.0477768-0.0182456j -0.00232078+0.02356j 0.00586549+0.0238682j -0.00572766+0.11073j 0.0316498+0.0336801j 0.0752668+0.0583943j -0.0463384+0.0594518j 0.00219689-0.0425813j -0.0174905+0.0179318j 0.0028648-0.0730287j -0.101024+0.121351j 0.0100793+0.00422208j 0.0431905-0.0138797j -0.119041-0.0398712j -0.0399112+0.0208613j -0.0409312-0.0954874j 0.100028+0.0128973j -0.21254-8.11226e-14j 0.0819644-0.0461258j -0.0978311+0.0153065j -0.0654286+0.136549j -0.0281074-0.0406499j 0.00452527+0.0548382j 0.00787482+0.0343866j -0.0352135-0.0234517j 0.0278287-0.0384049j -0.0208914+0.0220926j -0.0150479+0.0856355j -0.00367041-0.0246574j -0.010202+0.0141204j 0.0562903+0.140559j 0.0420561+0.0417791j 0.0537769-0.0842809j 0.00835175-0.0886398j 0.0188039-0.0462102j 0.0797111+0.0941203j 0.0429252-0.0476229j -0.028042+0.00486807j -0.0623712-0.0588605j 0.0234475-0.066031j -0.022833-0.0171406j -0.024779-0.103954j 0.0131274+0.124517j 0.0729061-0.0960292j 0.0104509-0.0163294j -0.0629989+0.131494j -0.0638879+0.000429816j 0.000549396+0.0102662j -0.00918661-0.031121j -0.0380671-0.0781602j -0.0503037+0.0709461j -0.0402301+0.0187972j 0.00729785-0.0165933j -0.0150961-0.00316893j -0.0201199-0.0811855j -0.00596239+0.0628813j 0.0737273-0.0147571j -0.0159248-0.0153432j -0.00551229+0.0214018j 0.00707779+0.00157929j 0.0138594-0.0134658j 0.00549294+0.0152155j 
-0.0160222+0.00481787j 0.0142174-0.0164029j -0.0252715-0.0166742j -0.0180724+0.0493801j -0.0486775-0.0167922j -0.0189266+0.158048j 0.0336804+0.040934j -0.0837771-0.135362j -0.0145133+0.00884478j 0.0269729+0.0232101j 0.00598792-0.088457j 0.00898519+0.0758637j -0.0304361-0.188515j -0.0565162+0.0571933j -0.0623525-0.0403638j 0.00365745+0.0814129j -0.0657575-0.0732363j -0.0661098-0.0447516j -0.0321285+0.0740517j -0.00292097-0.00713802j 0.0579116-0.0222055j -0.0033987+0.0949074j -0.00786158+0.0569264j 0.0539849+0.0369907j -0.0338995+0.0649071j 0.0819644+0.0461258j -0.117019+4.52763e-15j -0.168795+0.161592j 0.17179+0.0770246j -0.0660998-0.00373679j 0.122238+0.0399229j -0.0899323+0.00205932j 0.0145043-0.0494075j -0.0539657+0.115577j 0.00803181+0.061432j -0.036313-0.147236j -0.0107514-0.166808j -0.00469885-0.0142775j -0.146159+0.00989255j -0.0146354+0.035754j 0.0181823-0.0129636j 0.0183208+0.138288j -0.0421313+0.0639692j -0.0350099+0.0476745j -0.0164694+0.0213392j 0.0241311+0.0300876j -0.0116439-0.141817j 0.0185866-0.010671j 0.0183108+0.0948487j -0.0164634+0.107584j 0.00609737+0.0420856j 0.0373626-0.00140195j -0.01283-0.025068j 0.0683745+0.0352771j 0.0199254-0.052978j -0.0162903-0.00309236j 0.0863699+0.014641j -0.0450288+0.11338j 0.0883421-0.130054j -0.0196467-0.0106554j 0.0510554+0.0593052j -0.0294308-0.0540549j -0.0253069-0.0785342j -0.0540567+0.0789628j 0.0538602+0.0535629j 0.0400785+0.00729222j 0.0463241-0.0638006j -0.170663+0.0213165j 0.0924231+0.00225921j -0.0710702-0.0150506j 
-0.012811-0.00379955j -0.0202811+0.010334j 0.0899932-0.0383495j 0.0609239-0.0132687j 0.0371132+0.16891j 0.0652642+0.0368827j 0.0106487+0.0554185j -0.0243313+0.016745j 0.120023-0.0462205j 0.0234028-0.002242j 0.00911564+0.140954j 0.0823925+0.0403315j -0.0752694-0.0303474j 0.0441513+0.163956j -0.0706388+0.00261076j -0.108978-0.0827292j -0.0220099+0.0750125j 0.0315971+0.0408184j -0.0579331-0.000678702j -0.0452069+0.0668706j -0.0185379-0.0949568j 0.0865459+0.0343174j 0.148001-0.00198715j -0.111948-0.00841642j 0.121893+0.0202147j -0.0978311-0.0153065j -0.168795-0.161592j 0.00412058+3.14618e-14j -0.00847859+0.0173555j 0.0357465+0.141971j -0.0810098+0.0652515j -0.0602386-0.0576565j -0.0537245+0.0213654j 0.000817173-0.0657928j -0.031161-0.0286182j 0.0010106+0.0109702j -0.00940555+0.146059j -0.0522994+0.0524946j -0.0292542-0.0300963j 0.0211597-0.0760271j 0.00232285-0.0492029j -0.0243749-0.01738j -0.0442922-0.0247029j 0.0115858-0.129757j -0.0368689-0.00353032j -0.0480636+0.0590137j -0.00540344+0.0959253j 0.0841082-0.0455133j -0.0193932-0.00629501j 0.00759972-0.0129559j 0.0643102-0.0506863j -0.106274+0.150795j 0.0213059+0.0957433j -0.0754224-0.0908619j 0.0461484-0.0086602j 0.122413+0.0708995j -0.0955316+0.0141897j 0.0061031+0.0441419j -0.114955-0.0273782j 0.0304135+0.0166581j -0.0301576+0.0190578j 0.132568-0.0837446j -0.0373832+0.143707j -0.0867906+0.119982j -0.038367-0.00296344j 0.135672-0.0153422j -0.0747492-0.0101781j 0.212556-0.00753271j -0.0678942+0.0105721j 0.157428+0.0070146j 
0.0463386-0.00928187j 0.0273314-0.0108844j -0.00760018+0.0525957j -0.0836741+0.0510828j -0.0444771-0.00387845j 0.0676738+0.042402j -0.0465844+0.00136055j 0.0411372+0.0777646j 0.00725769+0.0776794j 0.0373712-0.00189468j -0.00805629+0.0689959j -0.0234897+0.0492584j 0.0872296+0.0336686j -0.0441776-0.0387354j -0.0320342+0.0357915j -0.00135918+0.016973j 0.0762169+0.00331378j 0.00163615-0.0724165j -0.0352311-0.0746145j 0.140442-0.00864934j 0.0429978+0.00595804j -0.0278-0.104225j 0.0299429+0.00793669j -0.0455019+0.0274041j 0.0785222+0.0117362j -0.0654286-0.136549j 0.17179-0.0770246j -0.00847859-0.0173555j 0.111973-5.71244e-15j 0.131429+0.0375017j -0.0285395+0.145868j -0.0970417-0.00912607j 0.0733329+0.0694995j -0.0417709-0.103887j -0.076299-0.10162j -0.036803+0.0458122j 0.0632981-0.0326404j 0.0221325+0.0170516j -0.0367612+0.0720297j -0.123669-0.0214322j 0.0727436+0.0352467j 0.00279031-0.0181683j -0.0702238+0.0270496j -0.236151-0.0762298j 0.0187312-0.0433929j -0.0275184-0.00467779j 0.113626+0.0206625j 0.0468182-0.042253j 0.0399928+0.0468529j 0.00130898+0.0966395j 0.0181883+0.122646j -0.0347878+0.0419477j 0.0598205-0.0192507j -0.0169366-0.032108j -0.00389604-0.0545386j -0.0745077+0.11785j 0.177245-0.149309j -0.0437154+0.0801718j 0.205908-0.0220495j -0.00980694-0.0169516j 0.108538-0.0371669j -0.297457+0.0885358j -0.00839173-0.0479255j -5.21705e-05-0.0558361j -0.0305358-0.139044j -0.0214219-0.0443636j 0.0851202-0.0818057j -0.51086+0.0463911j 0.209645-0.0369057j -0.23028+0.0133767j 
0.00955472+0.0112743j 0.0635929+0.0984462j -0.00634272+0.0325821j 0.0347634+0.0475676j -0.0921327-0.0865344j -0.0143081-0.121109j -0.0871721-0.00728081j 0.129806+0.0744744j 0.062259+0.080192j -0.00720928-0.00338847j -0.128013-0.0151926j -0.0944305-0.0779869j -0.00287466-0.104665j -0.0565636-0.0637865j -0.0670506-0.0813867j 0.0635311+0.0221547j 0.021713+0.0231106j -0.0230309+0.141612j -0.0230364+0.0331522j -0.0126036-0.0225334j 0.143744-0.0495461j -0.141403+0.12697j 0.0028671-0.0114567j 0.0572658-0.00137453j 0.110907-0.00951719j -0.0281074+0.0406499j -0.0660998+0.00373679j 0.0357465-0.141971j 0.131429-0.0375017j 0.0395398+1.97065e-15j -0.0401723-0.0768253j -0.0573844+0.020312j 0.0137769+0.0622296j -0.0287552-0.008881j 0.0622145+0.0145707j 0.0586475-0.0112902j 0.066463-0.0095177j 0.00182602-0.0464532j -0.0937805+0.119131j 0.0488296-0.053418j 0.0447809+0.102694j -0.0515036-0.0779329j 0.0829879-0.102289j 0.0151824-0.0248762j 0.0577173-0.0466005j -0.0423449+0.0752696j -0.0151456+0.106273j -0.0593501-0.0734436j 0.0686863+0.138532j -0.0333777-0.0169865j 0.0736195+0.0284038j -0.0743789+0.0953997j -0.0501098-0.1133j -0.0194535+0.0219599j 0.0986341-0.0739331j 0.0964907+0.0613701j 0.142611-0.0114024j -0.0816215+0.0423313j 0.0939085-0.0332893j -0.0625843-0.0152491j 0.0741159-0.0228488j -0.150313+0.0273293j -0.00412757+0.0287907j -0.0337877+0.043458j 0.0442673+0.149337j 0.0819112-0.015042j 0.0748024+0.00156431j -0.286204+0.09635j 0.111514-0.0333154j -0.125814-0.00527944j 
-0.0139215-0.00456403j -0.0152676-0.010543j -0.0717718-0.0722003j -0.0577339+0.055182j -0.000304126-0.0127578j -0.0405878-0.0434312j -0.0165971+0.031164j 0.050793+0.117128j -0.0696984-0.0380892j 0.0415515-0.0882848j -0.0149203+0.00220266j 0.00878842-0.0289877j 0.0302271-0.0506758j -0.000676375+0.0690784j 0.0266674+0.0792066j -0.0220263-0.001232j -0.058225-0.115897j 0.0295389-0.0817864j 0.116193+0.074187j -0.0441982+0.10244j 0.0582638-0.0382769j 0.0292486-0.0167915j -0.0812847-0.0224414j -0.00238399+0.127603j 0.0416958+0.00889349j 0.00452527-0.0548382j 0.122238-0.0399229j -0.0810098-0.0652515j -0.0285395-0.145868j -0.0401723+0.0768253j -0.110744-4.11823e-14j -0.0110422-0.0895335j 0.00218658-0.0105047j 0.0114916-0.0335554j -0.0104973+0.0151114j -0.0378646+0.0461994j 0.0323547+0.108427j -0.0496527+0.0906732j -0.131595-0.170605j -0.0665338-0.0795342j 0.0342797+0.095117j -0.0612873+0.058285j 0.0124883-0.0772226j 0.114771-0.0135491j 0.079674+0.115884j 0.109104+0.200128j -0.0481398+0.0480015j 0.0246996+0.0356495j -0.0434967+0.0383029j 0.0644394+0.0856425j 0.00792209-0.0874064j -0.0781182-0.120363j -0.0307001+0.0773572j 0.020271+0.0522085j 0.0762202+0.069608j 0.0231563+0.0589366j -0.00278188+0.0901302j 0.0515852-0.015564j 0.121888+0.0574012j -0.0312576+0.0524749j 0.0450911+0.0344546j -0.0308674+0.0496264j -0.0574873-0.0760655j -0.0123749-0.0493757j 0.0464238-0.029386j 0.0472916+0.0521374j -0.029562+0.0417995j 0.0177909-0.0331343j -0.0477902-0.0163136j -0.0631769-0.00123183j 
-0.0442956+0.0140139j -0.0317891-0.027699j -0.0265727-0.0241222j 0.0681272-0.0664459j -0.0140612-0.0466942j -0.13937-0.0734021j 0.0834117-0.0882856j 0.0600786+0.121738j 0.1078+0.00263697j 0.0918403-0.0499075j 0.00445298+0.0324495j 0.0822145+0.0220462j -0.107106+0.0993283j -0.00699819-0.152662j 0.170788-0.0703418j 0.0978478+0.071955j 0.00141195+0.00366493j -0.0944874-0.0120673j -0.0109478-0.132352j 0.0479689+0.0350191j 0.144831-0.0788207j -0.0239778+0.0150965j -0.0405657-0.0395756j -0.0769141+0.0961975j 0.0111514+0.0290343j 0.00787482-0.0343866j -0.0899323-0.00205932j -0.0602386+0.0576565j -0.0970417+0.00912607j -0.0573844-0.020312j -0.0110422+0.0895335j -0.0536036-1.38962e-15j -0.00280517-0.0121809j 0.102817+0.168638j 0.0342806-0.0111545j -0.0323349-0.0142431j 0.0278639+0.0146711j 0.10741-0.016333j -0.0261223-0.0276632j -0.0058401-0.026477j -0.0888683-0.0576186j 0.0573672-0.0491696j -0.110815+0.078933j 0.00702997+0.0788727j -0.0674409+0.0723059j -0.0498635+0.0362365j 0.0544932-0.158205j 0.0845705+0.022321j -0.0377562-0.0760636j -0.00995196+0.0388473j -0.0314819-0.00596171j -0.0772912-0.0807502j -0.0887362+0.0423073j 0.0388065-0.00478527j 0.0265588+0.00247118j 0.0209019-0.110599j 0.050727-0.0305748j 0.0826693-0.0419776j -0.203813+0.0542828j -0.017974-0.0742131j -0.0713503+0.082798j 0.301753-0.0897116j -0.0289512+0.063537j 0.020502+0.0783422j 0.0824301-0.118169j 0.0570706-0.0524087j -0.0897541-0.0321938j 0.403878-0.0132681j -0.141023+0.0845778j 0.159862+0.0152702j 
0.0497844-0.0233699j -0.0162117-0.00548116j 0.019756+0.0474572j 0.0682464+0.10483j 0.00907864+0.00454305j -0.0779911+0.0546717j 0.0755425+0.0435432j 0.120447+0.103925j 0.0613237+0.00601466j -0.108748-0.0366422j -0.04128-0.0524087j 0.0283111-0.0499228j 0.0651783+0.105435j 0.00479637-0.0446019j -0.0624213+0.0320599j -0.110044+0.133102j -0.0421428+0.11178j -0.157724+0.169311j -0.0185872+0.117461j 0.0524683-0.132019j 0.115991-0.0144991j -0.0661007+0.0446696j -0.0975126-0.129952j -0.0498945+0.0328806j -0.00863167-0.158109j -0.0352135+0.0234517j 0.0145043+0.0494075j -0.0537245-0.0213654j 0.0733329-0.0694995j 0.0137769-0.0622296j 0.00218658+0.0105047j -0.00280517+0.0121809j 0.0465466+1.91513e-15j 0.0189285+0.0583429j 0.056064-0.0010912j 0.0741996+0.00186147j 0.053167+0.0354019j -0.0365315-0.104673j 0.0243194+0.0768135j -0.083806-0.0013048j 0.0542494-0.0200202j -0.0217445-0.109561j 0.113669-0.0307504j -0.0783145+0.0373455j 0.112162-0.0106771j -0.0138078+0.0458103j 0.0211039-0.0137913j -0.0305946-0.0459866j 0.0464316-0.0155683j -0.0638301-0.0546203j -0.106099-0.0301391j -0.0575376+0.0574782j -0.0826215+0.0418546j -0.0363765-0.0274038j 0.057412+0.0497635j -0.0258241+0.0556466j -0.012018+0.0565904j -0.0564329-0.00317371j 0.110617+0.0114131j -0.011422+0.0336805j 0.034324-0.0733279j -0.206202-0.0165822j -0.000467629-0.0544422j 0.0712717+0.0684485j 0.0477957+0.0459961j 0.0308758-0.0305247j 0.0148925+0.0115666j -0.302197+0.0338381j 0.129502-0.0550781j -0.124898+0.0467065j 
0.0301125-0.0160578j -0.039645-0.0145997j -0.0717368-0.0437559j 0.0520067+0.0374659j 0.00510859-0.0720259j -0.0179889-0.0190037j 0.0101011-0.0387449j -0.0274959-0.00779659j 0.0493285+0.0624887j -0.0358395-0.132743j -0.0547389+0.031354j 0.00832037+0.0829322j -0.0644032-0.0781823j -0.0629919+0.0273952j 0.060433-0.00943778j 0.0473651+0.0759258j -0.0430465-0.0383021j 0.0650767-0.0248564j 0.0124119-0.0318712j 0.153042+0.0233034j 0.0494182-0.0713307j -0.0410534+0.025244j -0.0650168+0.0938225j -0.0654313-0.0791856j 0.00314576-0.0209532j 0.0278287+0.0384049j -0.0539657-0.115577j 0.000817173+0.0657928j -0.0417709+0.103887j -0.0287552+0.008881j 0.0114916+0.0335554j 0.102817-0.168638j 0.0189285-0.0583429j -0.0487194-4.32501e-14j -0.0618677+0.0525462j -0.0116849+0.0321435j 0.0292212+0.0709189j -0.00621144-0.0662454j 0.036775+0.0465189j -0.051941-0.0482305j -0.00370719+0.0567489j 0.00377694+0.134276j -0.0908165-0.019737j 0.0198138-0.110135j -0.0363262+0.0390726j -0.00118285+0.0177449j -0.0335649+0.0179262j 0.00019377+0.143652j 0.0535302-0.0107084j 0.0459878-0.0433199j -0.0797154+0.0306522j 0.0351622-0.00636983j 0.0484352+0.00351762j 0.056763+0.0105073j 0.0300969+0.000504062j -0.103162+0.132294j -0.0614187+0.124271j -0.0729892-0.0209629j -0.0113842+0.0293456j 0.0278336-0.0100543j -0.0575879-0.145501j -0.0419242+0.0494644j 0.0187657-0.0777763j 0.0182336+0.0423616j 0.022772+0.0757507j -0.0911509+0.0263326j -0.0470409-0.00782339j -0.052278+0.011796j 0.0167503-0.0394677j 0.0275287+0.0426898j 
0.0571327-0.0158854j -0.0102056-0.0141544j -0.0365098-0.140721j -0.00224716-0.0760846j -0.0138891-0.0608718j -0.141327-0.113818j 0.00347752+0.107959j -0.0673941-0.0563743j 0.0417045-0.114344j -0.0274367-0.0590452j -0.109124+0.102667j -0.166883-0.0313254j -0.141321+0.0227334j 0.0144489+0.039448j 0.00100792-0.0590141j 0.063903-0.0462733j 0.0224107-0.0030675j -0.13468-0.0649948j -0.0137525-0.0940289j 0.0337846-0.0562194j 0.0187105-0.000472838j 0.0258253+0.0281379j 0.00487647-0.122159j -0.00384305+0.00723219j -0.194236-0.123581j -0.0208914-0.0220926j 0.00803181-0.061432j -0.031161+0.0286182j -0.076299+0.10162j 0.0622145-0.0145707j -0.0104973-0.0151114j 0.0342806+0.0111545j 0.056064+0.0010912j -0.0618677-0.0525462j -0.0130818+7.97973e-16j -0.0725941+0.0433287j 0.0544952-0.0669895j -0.0677752-0.00604559j 0.0232671+0.100994j -0.0794241+0.13356j 0.0695935-0.0112673j 0.0463505-0.0261454j 0.0710934-0.149786j -0.0649849-0.0433418j 0.0117207-0.0829794j -0.125371+0.0799119j -0.0362648+0.00830821j -0.0659056+0.00292683j -0.06885-0.0285806j 0.00169193+0.047443j 0.0317472+0.0150677j -0.0747492+0.0139281j -0.00293392-0.00288156j 0.070171-0.0462177j -0.0428599-0.0206532j -0.0180045+0.0599852j -0.0363183+0.0244394j -0.162988-0.0266435j 0.0478439-0.00621067j 0.0379997+0.00402032j 0.0638055-0.0322374j -0.133947-0.0147333j 0.00222673+0.0644006j 0.0838084-0.0421512j -0.0426333-0.0435679j 0.0652687-0.0609252j -0.0124795+0.00841341j -0.203374-0.0385959j 0.0912875-0.0402096j -0.0566436-0.0123723j 
0.000562254+0.0104142j 0.0116109-0.0581841j 0.0822087+0.0624205j -0.0381055-0.151196j -0.0114244+0.120331j -0.0381031-0.0233169j -0.0608393+0.0243361j -0.0117608-0.00639806j 0.118471+0.158148j 0.0467252-0.0894072j -0.0891388+0.0807723j -0.162254-0.0137199j -0.0173662-0.0184726j 0.120276+0.169258j 0.0902494+0.0208187j -0.0671588-0.103051j 0.113265-0.038815j -0.004385-0.116077j -0.0191191+0.124505j -0.074903+0.0200428j 0.0759947-0.0397813j 0.0464752+0.00377377j -0.0725215+0.10779j 0.118249+0.105986j 0.0855481-0.0205791j -0.0150479-0.0856355j -0.036313+0.147236j 0.0010106-0.0109702j -0.036803-0.0458122j 0.0586475+0.0112902j -0.0378646-0.0461994j -0.0323349+0.0142431j 0.0741996-0.00186147j -0.0116849-0.0321435j -0.0725941-0.0433287j 0.0390828-2.77556e-16j 0.00352819+0.000908657j 0.0537142-0.00312845j -0.0303497+0.00620546j 0.00314421+0.0299602j -0.096912-0.0813029j 0.0447089-0.0455088j 0.000582363-0.0148969j -0.0770958+0.0280606j 0.0375428-0.019236j -0.0856346+0.0181033j -0.0323692-0.0976896j 0.0128367+0.0142026j 0.0292205+0.0554058j -0.0529513+0.0269783j -0.0643652-0.0631149j 0.0384964+0.029584j -0.0372775+0.0272888j -0.0679214-0.0484668j 0.054212+0.133712j -0.00217823-0.0657972j 0.0207225+0.00503937j -0.072189-0.0149182j -0.0687828-0.0102143j 0.0422104-0.0255741j -0.0248748+0.0934288j 0.10893-0.0197872j -0.0783206-0.0553274j 0.0191694-0.0585829j 0.0511009+0.189074j 0.0486753-0.0261199j -0.0400109+0.0151212j 0.146595-0.0757763j -0.0893432+0.0295521j -0.00141701-0.0282247j 
0.00955476+0.0206968j -0.00699983+0.0313059j -0.0604699+0.116896j 0.0930503+0.149283j 0.111315-0.00867507j 0.0450576-0.151444j -0.0555147+0.0571421j 0.143477-0.118492j 0.0539634+0.0843054j 0.0875732+0.113718j -0.122453+0.0436793j 0.0192533-0.0311537j 0.0476858+0.197664j 0.0616541-0.137257j -0.055998+0.15253j 0.144373+0.0311279j 0.0263331-0.0444857j -0.0507897+0.0034757j -0.0637722-0.121965j -0.0701475+0.0181909j 0.0315179+0.119311j -0.0591643-0.00617223j 0.120532+0.0157832j -0.0535304-0.0573695j -0.173461+0.00766509j -0.00367041+0.0246574j -0.0107514+0.166808j -0.00940555-0.146059j 0.0632981+0.0326404j 0.066463+0.0095177j 0.0323547-0.108427j 0.0278639-0.0146711j 0.053167-0.0354019j 0.0292212-0.0709189j 0.0544952+0.0669895j 0.00352819-0.000908657j -0.00382179-1.57513e-15j -0.0411498+0.0604164j -0.0583343-0.0106768j -0.05048-0.0150522j 0.0166797+0.0105655j 0.00941959+0.0853124j -0.0545638-0.149743j 0.0620692-0.106276j 0.0236498-0.0346321j 0.0757137+0.0265645j -0.0289011+0.0282351j -0.071729+0.0380424j -0.0152868+0.0181516j -0.0313467+0.0363789j 0.0378941+0.0768385j 0.0759442-0.0265578j 0.0643117-0.0535366j 0.0127728+0.0396943j -0.0810145-0.0462101j -0.104518-0.0240862j 0.126053-0.00662299j -0.0331082-0.0292833j 0.0495348+0.00177708j -0.12135-0.0854033j 0.128437+0.049864j 0.065032-0.066252j -0.10065+0.0436091j -0.0552315+0.000145245j 0.0690732-0.050656j -0.0415214+0.00944126j 0.0879523-0.0532249j -0.0743939+0.00556753j 0.0566259+0.000895688j -0.0451871-0.012927j 
0.00759736-0.118335j 0.0838875+0.015905j -0.0205746+0.113109j 0.0150753-0.0372155j -0.103515-0.122708j -0.115828+0.0634585j -0.0237663+0.0631899j 0.0833146-0.1209j -0.0886488-0.144689j -0.0102684-0.0579014j 0.121278-0.0871926j -0.0461761+0.145464j -0.0897336+0.122916j 0.00680608+0.0265884j 0.00918073-0.0768196j -0.0143294+0.102726j -0.00723499+0.104821j -0.0282004+0.0396038j 0.0370768-0.0525788j -0.0931285-0.0822321j 0.0982485+0.0768721j 0.032341-0.0573462j -0.112133-0.159335j -0.0415114-0.178247j -0.0314213-0.0136449j -0.010202-0.0141204j -0.00469885+0.0142775j -0.0522994-0.0524946j 0.0221325-0.0170516j 0.00182602+0.0464532j -0.0496527-0.0906732j 0.10741+0.016333j -0.0365315+0.104673j -0.00621144+0.0662454j -0.0677752+0.00604559j 0.0537142+0.00312845j -0.0411498-0.0604164j 0.0581879-1.9082e-16j -0.117299+0.00416895j 0.0253392-0.0424345j -0.0237761-0.0430939j 0.119246-0.0841322j -0.120266+0.0160638j -0.016891-0.0164351j 0.0556029-0.0533295j -0.073889-0.014487j 0.012329-0.0366806j 0.0601028+0.0652203j -0.00952649+0.0453802j 0.0198973+0.0231221j -0.0363055-0.0536142j 0.0252185-0.0807691j 0.0254121+0.0591658j -0.00346558-0.0158069j 0.0439331+0.0418397j 0.091995+0.0390659j -0.0262024-0.00946123j 0.0671892-0.0138521j -0.0407396+0.054863j 0.127587+0.0818456j -0.0588891+0.085697j 0.208637+0.0671112j -0.0586549-0.0450838j -0.0087133+0.00823672j 0.00988207-0.0204379j -0.0343092-0.073586j -0.124415+0.0876095j 0.334033-0.0776112j -0.19296+0.0120755j 0.0635294+0.0141513j 
-0.056883-0.0413209j 0.113369-0.0950514j -0.0286217-0.0909341j -0.0673319-0.0373111j 0.0741562+0.0199669j 0.0572516+0.0647894j 0.0714014+0.0271858j 0.112231-0.0610272j 0.0285994-0.0069844j 0.0379792-0.0264542j -0.0158132+0.0217118j 0.00941066+0.0149994j -0.0356913+0.105316j -0.0334125+0.111162j -0.0149786+0.074637j 0.156805+0.0770217j 0.036193-0.0867237j 0.00125698+0.0195237j -0.00143012+0.0712422j 0.0450495+0.000485306j -0.0148769-0.000845322j -0.0553333+0.0282628j 0.0389131-0.105461j 0.0110598+0.0893816j 0.024716+0.0769572j 0.0562903-0.140559j -0.146159-0.00989255j -0.0292542+0.0300963j -0.0367612-0.0720297j -0.0937805-0.119131j -0.131595+0.170605j -0.0261223+0.0276632j 0.0243194-0.0768135j 0.036775-0.0465189j 0.0232671-0.100994j -0.0303497-0.00620546j -0.0583343+0.0106768j -0.117299-0.00416895j 0.0432117-1.41553e-15j 0.0426938+0.0422486j -0.0169644+0.0420286j 0.0776222+0.0233256j 0.0278297+0.0935319j 0.186854-0.0320937j 0.0932413+0.022952j -0.0180301-0.02479j 0.11741-0.0249164j -0.092668-0.0572441j -0.0418838-0.023807j -0.0325592-0.00572108j 0.060605-0.00970192j 0.00345904+0.0651426j 0.0731429-0.00876538j -0.0646253+0.0326401j -0.0559932+0.0322634j -0.0207125+0.11188j 0.0221015+0.0365252j 0.0144719+0.0520499j 0.115124-0.0436509j -0.044987+0.0219851j 0.175357-0.0159326j -0.19675+0.0676751j -0.00307324+0.031131j -0.053373-0.00472669j 0.0181434-0.00271352j -0.0371451-0.0763138j 0.0706093-0.0965945j -0.408337+0.0564331j 0.120748-0.022177j -0.0971413+0.00820262j 
