-0.137692-0.183256j -0.184481+0.138231j -0.0822983-0.110606j 0.11687-0.0853033j -0.0311824-0.0612277j 0.0327246-0.0202545j 0.0109198+3.04981e-05j 0.0372952-0.0235092j -0.0358755-0.00105564j 0.0100347-0.0193734j -0.0106316-0.0295206j -0.0145006+0.00787056j -0.00155719-0.00274162j 0.0128553-0.00126064j -0.0368002-0.0184069j 0.00564166+0.022705j -0.0111072-0.000233986j 0.0151657-0.0117718j 0.031415+0.023745j 0.00433369-0.0272868j -0.00926727+0.00840375j -0.0117081+0.0122069j 0.00438105+0.0484406j 0.023266-0.0319038j -0.0487048+0.0109596j 0.035225+0.00966165j -0.0334025-0.0849875j 0.0811813-0.0321519j 0.0783225-0.107021j 0.106205+0.0799309j -0.0740633-0.0917348j 0.0897883-0.0757992j 0.0830377-0.179429j -0.199093-0.0778429j 0.0170049+0.159004j -0.1339+0.0864147j -0.101822+0.0104225j -0.143414-0.0190433j 0.135693+0.0609644j 0.0401355+0.0732983j -0.0626679-0.0989069j 0.0163951-0.0926424j -0.00730032-0.0623311j 0.0320551+0.000750913j -0.0389182-0.0671672j 0.0235753+0.0621668j -0.0258311-0.116507j 0.0252126+0.0887803j 0.00936344-0.0321448j -0.00353996+0.00486524j -0.000311593+0.000345815j 0.101808+0.00677845j -0.00211199+0.00463665j -0.00941128-0.0385442j -0.036127+0.10113j 0.0425552-0.0874884j -0.0451888+0.0814662j 0.0436547-0.0465709j -0.0171212-0.0307327j 0.0257424-0.0501391j -0.00667562+0.095627j 0.0794985-0.086334j -0.0144433+0.0609986j 0.153592-0.0507033j -0.16393-0.0467997j 0.0794989+0.059176j -0.0805322-0.120391j -0.117+0.15417j -0.249089-0.151462j -0.138195+0.229756j -0.248032-0.151399j 0.151016-0.246798j 
-0.00110925-0.000112302j 0.000283644+0.000789178j -0.000251513+0.00151422j 0.000953396+0.00166822j -0.00135929-0.00312265j 0.000776305-0.000103784j 0.000117069+0.00236687j -0.000665417+0.0017309j -0.00104667+0.000305135j -5.41457e-05-0.00114072j 0.00484403-0.00270488j -0.00367308+0.00104602j -0.00154071-0.000891948j 0.00484325-0.00314099j -0.000904582-0.000913256j -0.000343162-0.00564249j 0.000462273-0.00346789j -3.48613e-05+0.000304472j -0.00452689-0.0022285j 0.000636579+0.0014901j 0.0057873+0.00327248j -0.00331891+0.00252481j -0.000348375+0.00327152j 0.000406451+0.00160826j 0.000904002+0.000913023j -0.0052248+0.00160734j -0.00280645+0.00293249j 0.0016059+0.00382962j -0.000937597-0.00210963j -0.000882261-0.000730297j -0.00047178-0.000442584j 0.00024912+5.16254e-05j 0.000283866-0.000238813j 0.00115938-0.00159183j 0.000268446-0.000245198j 0.00049755+0.000990265j -0.000939947-0.000209859j 0.000754278-0.000575465j -0.00100467-0.00124064j -0.000241166-0.00103821j -0.0022448+0.00132228j -0.00074478-0.00269209j -0.000235459+0.000161042j -0.000274855+0.00046945j 0.000409519+0.00103901j 0.00150354-0.00153993j 0.000989891+0.00153406j -0.000621139+0.00147539j 0.00174322-0.000187052j -0.000423774+0.00129334j -0.000157307+0.00216823j 0.000821493-2.22188e-05j -4.71267e-05+0.00289803j 0.00112166-0.00184012j -0.0014044-0.00078422j -0.0029549-0.00153745j 0.00205008+0.00123467j -0.000340083-0.000809734j 0.00105802-0.000418642j 0.00128422-0.0013611j -0.000146403-0.00197348j -0.000614492-0.00140885j -0.00125862-0.000138065j 0.00179878-0.000766539j 0.000316819-0.00183526j -0.000929394+0.00034262j 8.04935e-06-0.000113592j 0.000170442-0.0013949j 0.000614526+5.28919e-05j -0.00123427-0.00118423j 0.00025321+0.00100461j -0.00113322+0.000225662j 
5.38244e-05-4.82431e-05j -4.5475e-06-9.58125e-05j 1.86586e-05+0.000208477j 0.00238831+0.00023543j 0.00300199+0.000761356j -0.00437081+0.0025702j -0.00209505-0.00119172j -0.00111694+0.000386202j 0.00352182-0.000197889j 0.00532391-0.00280441j -0.00751993+0.00284388j 0.00566189+0.000415962j -0.00146749-0.00129613j -0.00149206+0.000750518j -0.00176505+0.000530196j -0.00137391+0.00548926j 0.000731252-0.000541115j -0.000127633+0.00291779j -0.00264282-0.00183063j 0.00165112+4.17668e-05j -0.00873751-0.00306352j 0.000595706+0.00151499j 0.0022434-0.00142684j -0.00282835-0.000491207j 0.00334546+0.00221089j 0.00515397-0.000887072j 0.000745919-0.000379139j 0.00176219-0.000254163j -0.00128835+2.54389e-05j 0.000103036+4.4582e-05j 0.0010339+0.000241425j 6.41505e-05+0.00110965j -0.00121975-0.00135421j -0.00151939-0.000592187j -0.00263805+0.00143923j -0.00237813-0.00166203j 0.000545667-0.000937959j 0.000878718-0.00205126j -0.0016488-0.000934495j -0.00173858+0.00142232j -0.0017442+0.003335j -0.000490149-0.000441073j -0.00130534+6.91346e-05j 0.000329219-4.06262e-05j 0.00203143-0.000482473j -0.000582845-0.000939763j -0.00388025+0.0029945j 0.000594473-0.000815862j 0.000876604-0.000855112j -0.000319298-0.00244352j 0.00158285+0.00359628j -0.00161626-0.000277095j -0.000843657-0.000450154j -0.000996223+0.00117722j -0.00082557+0.00229722j -4.91907e-05-0.00274905j -0.000447713+0.000728534j -0.00195672-0.00149063j -0.00244773+0.000942424j -0.00104673-0.00303491j -0.000323017-0.00209815j 0.000164311+0.00070089j 0.00238004+0.00088068j 0.000726682+0.00135536j 0.000113036+0.00113275j -0.00245067+0.000377595j -3.49673e-05+0.00329527j 0.00177843-0.000525518j 1.33133e-05-0.0013919j -0.00156699+0.00051468j 1.85875e-05+1.37853e-05j -0.000179035+7.79048e-05j 
0.000141277-3.91538e-05j -0.000532302-0.000124838j 0.000250321-0.00138115j -0.00137095-0.000529957j 0.000227291+0.00270892j 0.00202595+0.000953249j 0.000267802-0.00113737j 0.00218631-0.00246156j -0.00250557-0.00202615j -0.00281416+0.00134714j 0.00242687-0.00177012j 0.00101497-0.000216987j 0.000631723+0.000527035j 0.000229574+0.000898864j 0.00293129+0.000429945j 0.00187802-0.0011725j -0.00140771+0.00023513j 0.00170783-0.000260384j 0.00119641+0.000219331j 0.000846794+0.00110374j 0.00051326+0.00091291j 0.00257673-0.00194082j 0.00118511+0.00152518j 0.000737609+0.000498626j 0.000184358-0.00153351j -0.000887254+0.00228899j 0.00069195+0.00070982j 0.000349908-0.00271855j 0.000541817+0.00081012j 0.000197348+0.000668183j -0.00031325+0.000393715j -0.000434107-0.000599483j 0.000321212+0.00125632j 0.000214972+0.00171787j 0.0012834-0.00200052j 0.000391801-0.000623584j 0.00110254-0.000172756j -0.00121196+0.00451858j 0.0037261+0.00132387j 0.00430979+0.00108125j 0.00289105-0.00441058j -0.0028498+0.00360952j -0.00133974-0.000886467j -0.000235652-0.00167367j -0.00144539-0.000538809j -0.00266311+0.00169251j 0.00372314-0.00443591j -0.000680883-0.00304277j -0.00172233+0.000331612j 0.00294594+0.000705355j -4.14637e-05-0.0050368j -0.00236764+0.000309281j -0.00226181-0.00304057j -0.00212462+0.000461596j 0.000993821+0.00185472j -1.07932e-05+0.00189858j -0.00127664-0.00126273j 0.00139197+0.000886111j 0.000300034-0.000704514j -0.00270119+0.00276408j 2.84807e-06+0.00200145j -0.000291095+0.00294061j 0.000314455-0.00185616j -0.00369423+0.00248901j 0.000217639+0.00206917j 0.00103846-0.000311645j 0.00167842-0.00172579j -0.00406089+0.00282628j 4.59305e-05+0.00132335j 0.00240708-0.000363619j -0.000540605-0.00106276j 0.00152806-0.000716488j 
0.000373078+7.9144e-05j -4.50731e-05-8.11817e-05j 0.000491515-0.000926286j -0.00241776-0.0012686j -0.000763709-0.000347972j 0.00508877-0.000977761j 0.00399582+0.001802j 0.000859213+0.000747493j 0.00162995+0.00599531j -0.00439242-0.000247791j -0.000710226+0.0043077j -0.00264036+7.19298e-05j 0.00330587+0.00192526j -0.00126283+0.00189746j -0.00227794+7.8545e-05j -0.00135453-0.0022884j 0.00577407+0.00210411j -0.00176737+0.000420274j 0.00124748+0.00305692j -0.00319433-0.0052041j 0.00457492+0.00244892j -0.00196324+0.00450438j 0.00148526-0.00256683j 0.00281429+0.00206783j -0.000447573-0.00471067j 0.00156695+0.00104934j 0.00298397-0.00165414j -0.00018047-0.00268195j 0.000674578-0.000531158j 0.00229921+0.000485865j -0.000149608+0.000900759j -0.00107832-0.00078369j 0.00188713-0.000430809j -0.00225638-0.000250982j 9.81166e-05+0.002325j 0.00216983-0.00103053j -9.88644e-05+0.000492734j 0.000434588-0.00528989j -0.00226818-0.00335175j -0.00483594-0.00376313j -0.00258502+0.0071073j -0.00101259-0.000345786j 0.00217979+0.000606835j 0.000608438+0.00074811j 0.000100788-0.000132478j 0.00118956-0.000599046j -0.00353174-0.000471459j 0.000279121-0.00166099j 0.000419024+0.00113201j 0.00773951-0.00609015j 0.00354669+0.00604163j -0.00824664-0.00147362j -0.00377553-0.00245639j -0.000833005+0.00239827j -0.000357208+0.000143257j -0.00342073-0.00338814j 0.000139321+0.00224927j 0.0010532-0.00140513j -0.00109074-0.00156267j -0.00334048-0.00489283j -9.02972e-05-0.00544517j -0.00150524-0.00148754j 0.00123792-9.98437e-05j 0.00455458+0.00276655j 0.000199293+0.000177391j -0.00296862-0.00102807j -0.000354236+0.00316792j -0.000601075-0.000167604j -0.000305226-0.0034433j -0.00170708+0.000644145j 4.06905e-05-0.000877144j 0.000928706+0.000348081j 
-0.00132377+0.000848313j 0.00056926+0.00122133j 0.000714914+0.000319319j -0.00424478-0.000421095j -0.00140143+0.00350003j 0.00227948+0.00766508j 0.00154816+0.00183176j 0.00640402+0.00112962j 0.00310444+0.00602998j 0.00680927-0.00885493j 0.00508953-0.000748206j -0.00799932-0.00454265j -0.00916117+0.00366443j -0.00134452-0.0091179j -0.00448291-0.00652612j -0.00308593+0.00943011j -0.00411224+0.00453846j -0.000121866-0.00158766j 0.00435769-0.00148137j -0.00367886-0.000726096j -0.000925648-0.00485317j -0.000899316+0.00141059j -0.00265229-0.000641535j -0.00380661+0.00202613j 0.00413698+0.00311742j -0.00282765-0.000796433j 0.000270532+0.00130893j 9.6842e-05+0.00239933j 0.000675517+0.000116486j -0.000386988+0.000646412j -0.00114847+0.00133933j -0.0012005-0.00143896j 0.000951313-0.00153397j -0.00340591+0.00117773j 0.00398049+0.00483483j 0.00390517+0.00118588j 0.00188619+0.00183101j 0.00146375-0.00280207j 0.00500825-0.00341745j 0.00105031-0.0054299j 0.00151727+0.00119451j -0.00299599+0.00668641j 0.00869708-0.00411746j 0.00135833-0.00236298j -0.00189002-0.002938j 0.00168315+0.00177058j 0.0115015-0.0040299j 0.00341297+0.00631608j 0.0050169+0.00273676j 0.00621147+0.000622408j 0.00454356-0.00396798j -0.00769718-0.00333131j -0.00674069-0.00451368j 0.000636274-0.00308079j 0.00200314-0.0091933j 5.3193e-05-0.00127274j 0.00269786-0.00181394j 0.00103519+0.00122297j 0.00380094-0.000822083j 0.00335821+0.00118312j -0.00560436-0.00198582j 0.000826308+0.00482102j -0.00151778-0.0020551j -0.0012048+0.00140619j 8.68162e-05+0.000224111j 0.00134437+0.000787241j 7.21398e-05-0.000507323j 0.00137331-0.000610654j 6.83556e-05+0.000378179j -0.000320651-0.000316577j 0.000318163-6.47297e-05j -5.02329e-05+0.000390065j 
0.000344366-8.64154e-05j 4.97849e-05-0.000159342j 5.02281e-05+0.000955684j 0.000773067+0.00121422j 0.00187825-0.00049041j -0.00202728-0.000494539j -0.000411993-0.000704404j -0.00162589-0.00032507j 0.00317529+0.00182362j 0.0022663-0.00153027j -0.00484477+0.00233776j 0.00274673+0.00062247j 0.000172952-0.000830616j -0.000270082+0.000792986j -0.00219988-0.00016384j -0.00160426+0.0022055j 0.00256025-0.000723672j -0.000568276+0.00174859j -0.00227382-0.000919894j 2.16616e-05-0.0011601j -0.00365593-0.00102877j -0.000390564+0.00203944j 0.00152129-0.00261638j -0.000801669+4.78193e-05j 0.0015652+0.000122251j 0.0036886-0.0012172j 0.000493802-0.00121578j 0.000679088-1.11847e-06j -0.000504032+0.00026901j -0.000279189+4.98669e-05j 0.000609102-1.84125e-05j 0.000108551+0.000663864j -0.000916587-0.000517002j 0.00053351-7.14654e-05j 0.000442468-1.45123e-05j -0.000893543+0.00385813j -0.003434-4.56045e-05j 0.000244179-0.00203896j -0.00212998+0.00118905j 0.000413024-0.00301166j -0.000424641+0.00173061j 4.18953e-05-0.00109469j -0.000818883+0.000409323j -0.00284331-0.00158342j -0.00335776+0.000883132j 0.00148669-0.000342672j 0.000480812+0.00156855j 0.000780138-0.00386365j 0.000377677-0.00179015j 0.000470775+5.59172e-05j 0.00174287+0.00340845j -0.000431491-4.49559e-05j -0.000978819+0.00225533j -0.000653665+3.25513e-05j -0.00105747-0.00100059j -0.00551617-0.00345503j -0.00137098+0.00134489j 0.00316549+0.000538235j 0.00119224-0.000942614j -0.000995507-0.00283333j 0.00106691-0.00191347j -0.00118656-0.00229021j 0.000210908-0.00354032j 0.00206674+0.000172987j 0.00067735-5.33618e-05j 0.000545321+0.000855838j 0.00125172-0.0016837j -0.00040617-0.00222073j 0.00114088-0.0010975j -0.000980083-0.000347993j 4.84457e-05-0.000132416j -0.000152286+8.86132e-05j 
0.000398086-0.000244774j -0.000309548-0.000413468j -0.000371727+0.000411818j -0.000150945-0.000804305j 0.00114773+0.000143011j -0.000896096+0.000276975j -0.000534621-0.00169704j -0.000861723-0.00178626j 0.00139036+0.000243701j -0.000233002+0.000172943j -0.00325935+0.00132935j 0.00286826-0.000587251j 0.00147531-0.000164865j -0.00186439+0.00191695j 0.000162439-5.3264e-05j -0.000140996+0.00376784j 0.000825276+0.00228655j -0.000133785+1.90939e-05j 0.00258552+0.00142746j -0.000855105-0.00203734j -0.00305707-0.00213695j 0.00193645-0.00176225j -0.000198752-0.00378809j 2.70855e-05-0.0011433j -0.00139696+0.000135405j 0.00350545-0.00103884j 0.000933738-0.00221626j -0.000847787-0.00245876j 0.000503229+0.00108878j 0.00078655+0.000521803j 0.000719217+0.00058063j -0.000520755+0.000538912j -5.77002e-05-0.000194322j -0.0007655+0.000520257j 0.000243263+0.000469098j -0.00069973-0.00160672j 0.0010838-0.000719592j -0.000717106+0.00115647j 0.00220904+0.00103841j 0.00109678+0.00202861j 0.00219136-0.00257603j -0.000194832+0.00236054j -0.000374411-3.03144e-05j -0.0013169-0.000850136j 0.00027804+0.00112149j -0.00247734+0.00129849j -0.00108281-0.000176486j -0.00088031-0.00211504j -0.00158539-0.000515759j -1.00366e-05-0.00171031j 0.000415186-0.000886848j -0.00249937-0.000959941j -0.00256158-0.00264697j -0.00108333+0.00280134j 0.000612209+0.00198088j 0.00116696-0.000737844j -0.00217886+0.000140702j 0.000430789-0.00177386j -0.00284058+0.000221871j -0.00219691+0.000816807j -0.000213315+0.00178362j -0.000475051+0.00187866j 0.00075153-0.000259631j -0.0026149+0.00158775j -0.000954305+0.00174256j -0.000139103-0.000882765j 0.000798308+0.0007393j -0.00244977+2.16303e-05j -0.000176704-0.000156068j 0.00132217+0.000476374j -0.0010186-0.000891451j 0.00123707-0.000908607j 
-8.81248e-06-0.00040172j -0.000215491-0.000163182j -0.000535593+0.00278157j 0.000386009+0.000599241j -0.00013965-0.003697j 0.000207394+0.00012785j 0.000505164+0.000754713j -0.00167716-0.000341957j 0.00211822+0.00294073j -0.000415267-0.00243604j -0.000515671+0.000320985j -0.000431609+0.000955813j 0.00119259-0.00105779j 0.00238104+0.00014854j -0.00254056-0.00135478j -0.00180236-0.00153192j 0.0046627-0.000762019j -0.000971943+0.00186867j -0.00252581+0.00010704j -0.00182423-0.00301899j 0.00219645+0.000715075j -0.00238253+0.00341038j -0.00022558-0.00327393j 0.0011301+0.000613931j -2.89916e-05+4.57913e-05j 0.000105207+0.000273241j -0.0010034-0.00036671j 0.000944413+0.000560282j -0.00069308-0.000697707j 9.23837e-05-8.38012e-05j 0.00024011-2.35006e-05j 0.000120766+0.000615392j -0.000852616-0.00242414j -0.00106866-0.000585751j -0.00172895-0.000835475j 0.000233742-0.00169042j 0.00127368+0.000493679j -3.93336e-05+1.05646e-05j 0.00228178+0.0012109j -0.000878346+0.00203131j 0.000895221-0.000883776j 0.000177619+0.0015949j 0.00109112-0.00103337j -0.000517604+0.000589353j 0.00197667+0.000615602j -0.000965407+0.000482618j -0.000422712+0.000983194j -6.66807e-05+0.00111591j -0.000313621-0.000129683j -0.00238021-0.000434123j 0.00123815-0.00147713j -0.000217785-0.00113322j -1.29697e-06-0.00146035j 0.000329068+0.000427132j -0.000479156-1.91435e-05j 0.00269094+0.00129728j -0.000897272-9.37521e-05j -0.00144723-0.00200677j -0.00149894+0.00136214j 5.89697e-05+0.000421061j -0.000512646+0.0014654j 0.00028032+0.00320565j 0.00126098+0.0010915j -0.00292614-0.000471049j -0.00122022+0.0018381j 0.000419026+0.000311225j -0.000303142+0.000704341j 0.000992857-0.000401492j -0.000170285-0.000141833j -0.000706905+0.000350698j -0.000204646+0.000261983j -0.000379575-0.000237962j 
5.59252e-05-0.0011948j -0.00105682-0.000289175j 0.00147058-4.00982e-05j 0.00114175+0.00088112j 0.000323214-0.00109284j 0.00133127-0.000853137j 0.0011176+0.00148815j -0.00119586-0.00119429j 0.000346659+0.00311553j -0.00351435-0.000789174j -0.00553645+0.0024246j 0.00479145+0.00406077j 0.00408313-0.00182298j 0.00250596+0.00549795j -0.000682499+0.00202002j -0.00167301-0.00793122j 0.00884037-0.00512086j 6.25825e-06+0.00519674j -0.00825791-0.000556008j 0.00111156-0.00304878j 0.000231563+0.00548416j -0.00250741+0.00865983j 0.00709825-0.000939006j 0.00231084+0.00128056j 0.0038238-0.00430849j 0.00352077+0.00220335j 0.000701159-0.00036937j 0.00482465-0.00275942j -0.00261256-0.00114651j 0.0014279-0.000634579j 0.00134492-0.000762477j 0.00073673+0.00118357j 9.87683e-05+6.88592e-05j -0.000585285-0.00068243j 0.00253346-0.000365653j 0.000865165-0.000977339j 0.00176193-0.00211415j -0.000297407-0.000395396j 0.00140175+0.00252893j -0.000837563+0.00284415j 0.00508092-0.00645961j 0.00556162-0.000435767j 0.00375017+0.000828531j -0.000760266+0.00110998j 0.000121101+0.00156062j 0.000998032+0.00351883j -0.00153706+0.00272565j -0.00313032+0.00360568j -0.00234737+0.00234809j -0.0076824+0.000576926j -0.00149718-0.00264184j 0.00201764-0.00222053j 0.00147033-0.000860378j 0.0053205+0.00272946j 0.00289668-0.00440787j 0.0070993+0.00215084j -0.00228111+0.001796j -0.000598001-0.00224833j -0.00123053+0.00250761j 0.00340506+0.00425082j 0.000939841+0.00608169j -0.00116608-0.00119685j -0.0014707+0.00295894j -0.0054093-0.00463179j -0.00307108-4.60328e-05j 0.00301517-0.00262148j -0.00281602+0.00148413j 7.57173e-05-0.00639812j 0.00157874+0.00210991j 0.00170214+0.00112754j -0.00124558+0.00103603j -0.00113717-0.000553122j 
0.000369365-0.000256962j -0.000802492-2.53788e-06j 0.000186394-0.00431071j 0.000285034-0.000924782j 0.00212867+0.00562141j 0.000590203+0.000957983j -0.000648121-0.000965671j 0.00309619-0.00044481j -0.00387537-0.00478856j -0.000556563+0.0022701j -0.00120803-0.000306685j 0.00410883+0.000954827j -0.000753565+0.000232776j -0.000903474+0.00232357j 0.00446617+0.0032902j 0.0027271-0.00282754j -0.00312-0.0030224j 0.00276808+0.00130862j -0.00334998-0.00202786j 0.00521739+0.00479475j -0.00453763+0.00272698j 0.00271706-4.40689e-05j 0.00560295+0.00645739j -0.000859043+0.000885544j 0.00406076-0.00235609j 0.00127521+0.00274149j 0.00226771+0.00209896j 0.00181968-0.00208033j -0.00079026-0.000146232j 0.00035123-0.000116608j -0.000884064-0.000913257j 0.000969331-0.00130455j -0.000705156+0.00177367j 0.000264375+0.00222042j -0.000756031-0.00105219j -0.000797318-0.00134375j 0.00103478-0.000491615j 0.000443504-5.81049e-05j -0.0028152-0.00152928j -0.000716135-0.000429875j -0.00166754+0.00168762j 0.00107405-0.00150542j -0.000493224+4.89845e-05j 0.00457809+0.0020139j 0.000766263-0.00462069j 0.00206154+0.000627072j -0.000800847-0.00235619j 0.00122484+0.00262708j 0.000260418+0.00259342j 0.000665594+0.00156822j -0.00240554-0.00155367j 0.00313146+0.00200405j 0.00511871+0.000796174j 0.00119998-0.00234582j 0.00201013-0.00122062j 0.00373781+0.00365351j 0.00137736-0.00130726j -0.00195549+0.00426856j 0.00387725+0.000701353j 0.00276208+0.00128268j 0.00177756+6.31467e-05j 0.00181963-0.00292178j 0.000393786+0.00278639j 0.00219651-0.000908305j 0.0015428-0.00125207j 0.000132533-0.000112343j -0.00166861+0.000489858j 0.00287141+0.00186171j -0.000249927+0.00135086j 0.000298915+0.000775717j 0.00131962+0.00027138j -0.000474957+0.00120916j 
0.000110392+0.000364682j 0.000491172-8.26668e-05j -0.00043066-0.00258002j 0.000780176-0.00101638j -2.37498e-05+0.00208831j -0.00176657-0.00124426j -0.0020962-0.00099591j -0.000662922+1.29397e-07j -0.00263121-0.0037344j 0.000696133+0.00414878j -0.0002316-0.00072149j 0.00147397-0.0013272j 9.84546e-05+0.00059896j -0.00231453+0.000676185j 0.00308344+0.000706765j 0.00141285+0.00135278j -0.00551554+0.000852606j 0.000721278-0.00322254j 0.00351394+0.00120142j 0.00143712+0.00230136j -0.0011008-0.00163112j 0.00269629-0.00548686j -0.00132599+0.00150445j -0.00104348-0.00246051j -0.00289973+0.000814529j -5.50672e-05-0.00195177j -0.000292777-0.000858347j -0.00185222-0.000178878j 0.00134508+0.00113324j -0.000537662+2.9758e-05j 0.000625696-0.000797372j 0.000598252+0.00034337j -0.000729272+0.000108477j -0.000538812+0.0011094j 0.00210203-0.000582582j -0.0012226-0.00209887j 0.000857206-0.00301932j -0.000439195-0.00138043j 0.00196707+0.0012133j -0.000181309+0.00242355j 0.00367856-0.00657069j 0.00568662-0.000376038j 0.00160357+0.00107214j -0.00291571+0.00217523j -0.000758123+0.00178455j 0.000994889+0.00479804j -0.00395233+0.0028043j -0.00549201-0.00382477j -0.00527007+0.00292869j -0.00259913-0.00265682j 0.00120906+6.0751e-05j -0.00615538-0.00138243j -0.00333263-0.00333817j 0.0041274+0.00750469j 0.00271715-0.00105248j 0.00331313-0.00161791j -0.00550071+0.00604689j 0.00122843-0.00479489j -0.0036563+0.0021851j -0.00235951+0.00194006j 0.00357708+0.00388918j -0.00205785-0.000675261j 0.000624991-0.000307069j -0.00450907+6.42657e-05j -0.00121377+0.00336911j 0.000829333-0.00359767j 0.000126768+0.00138868j -0.00422789-0.00558325j -8.9791e-05-8.12189e-05j 0.00191196+0.00140451j -0.00208825-0.000178673j 0.000480925-0.00153604j 
-0.00127173-0.00136347j -0.000914686+0.000476542j -0.000443128+0.00341952j 0.00423604-0.00192624j -0.00185292-0.00610139j -0.00660295-0.00327697j -0.00379855-0.000946465j -0.00599777+0.00251729j -0.00374882-0.00487005j -0.00110054+0.00693052j -0.00280802+0.00089278j 0.00738259+0.000240275j 0.00490503-0.00589729j 0.00375507+0.00514242j 0.00575555+0.00350055j 0.000384143-0.00572032j 0.00111699-0.00339677j 0.000881905+0.00160332j -0.00351547+0.00136463j 0.00356176+0.000574501j -0.000199489+0.00215365j 0.000563967-0.00287979j 0.000716269+0.000400071j 0.00213335-0.00279737j -0.00416541+0.00159132j 0.00171461-3.24973e-05j -0.00195567-0.000216786j -0.000155272-0.000450199j -0.000315569-0.00135041j 0.000818977+0.000219314j -0.00108834+9.76516e-06j 0.000145264-0.000401091j -0.00105877-0.00178122j -0.000370131-8.92339e-05j 0.00221724-0.00105823j 0.00010269-0.00342432j 0.00209423+0.000975381j -0.000125379-0.00147572j -0.0012763-0.00517975j -0.00224239-0.00238981j -0.000368786+0.00449736j -0.00283435+0.00243161j 0.00470898-0.00198343j 0.00428509+0.00109299j 0.00156085-0.00477838j 0.00176175+0.000586904j 0.00368722-0.00409618j 0.00217249+0.00492836j 0.00265346+0.00343264j 0.00703564-0.00209752j 0.00263685-0.00147999j -0.00560972-7.22982e-06j -0.00125541-0.00324214j 0.000273983-0.00235111j 0.00214316-0.00362982j 0.00142078+0.00132314j 0.00366093-0.00108032j -0.00144985+0.00250348j 0.00307354-0.000544092j 0.00112978-0.000492492j -0.00263978-0.00320335j 0.000607954+0.000727411j 0.000430955+0.00160368j 0.00306691+0.000553672j 0.000618388-5.46023e-05j -0.00198627+4.44096e-05j -0.000324701+0.0017202j 0.00222426+0.00307694j -0.000918532-0.000530142j -0.00168937-0.000292371j 0.000983918-0.000177098j 0.000285406+0.000656757j 
-0.000275624-7.32968e-05j 0.000453468+0.000411166j -0.000470372+0.000432952j 0.00188571-0.000449984j 0.000308448-0.00128306j -0.0041681-0.00404335j -0.00185401-0.000229657j -0.00386262+0.00236465j -0.000673779+0.000146101j 0.0014315+0.00432798j -0.00572007+0.00304831j 0.00434727+0.000306031j 0.00148786-0.00242963j 0.000279016+0.00242365j 0.000660757+0.00224724j -0.00135405-0.00219957j 0.00120681-0.00323448j -0.000380953+0.000877646j -0.0026435-0.000319456j 0.0019892+0.00107741j -0.00240887+0.000973546j -0.000467251+0.00127356j 0.00166649+0.000930545j 0.000260628-0.00113637j -0.000279684-0.000661548j 0.00367748-0.00249429j -0.000103949-0.00166117j 0.000136575+0.000404525j -0.000664613-0.000607994j 0.000152276-0.000869947j -0.000119129-4.10714e-05j -7.26664e-05-6.41301e-05j -0.00203191-7.53423e-05j 0.000334893+0.00169614j 0.0040564+0.00240088j 0.00226851+0.00694721j -0.00399665+0.00322828j 0.000797266-0.00177316j 0.00243852-0.000151372j 0.00244109-0.00665904j 0.00228351-0.00113697j -0.000669909+0.00471446j 0.00321999-0.00363591j -0.00523321-0.00408898j -0.00747457+0.00201062j 0.00245311+0.000779463j 0.0109467-0.00318883j 0.00328689-0.000974798j 0.00411655-0.00271485j 0.00222511+0.00313828j 0.00302425-0.00220997j -0.00143532-0.000866366j -0.00586187+0.0021656j -0.00162499-0.00314182j -0.00118931-0.00777327j -0.0077248-0.00347972j -0.000354618-0.00108917j 0.00666147+0.00121212j 0.00480583-0.00321967j 0.00216527-0.000171713j -0.00353309-0.000572404j 0.000387017+0.000889721j -0.00366467-0.00725954j 0.000508498+0.000360002j 0.00109765-0.0014973j 0.00425592+0.00189097j 0.00141414-0.00606805j -0.00101351-0.00281082j 0.00105188+0.000129338j 6.49626e-05-0.000671177j 0.000245938-0.000521286j 0.000126936+0.000359979j 
