-0.137692-0.183256j -0.184481+0.138231j -0.0822983-0.110606j 0.11687-0.0853033j -0.0311824-0.0612277j 0.0327246-0.0202545j 0.0109198+3.04981e-05j 0.0372952-0.0235092j -0.0358755-0.00105564j 0.0100347-0.0193734j -0.0106316-0.0295206j -0.0145006+0.00787056j -0.00155719-0.00274162j 0.0128553-0.00126064j -0.0368002-0.0184069j 0.00564166+0.022705j -0.0111072-0.000233986j 0.0151657-0.0117718j 0.031415+0.023745j 0.00433369-0.0272868j -0.00926727+0.00840375j -0.0117081+0.0122069j 0.00438105+0.0484406j 0.023266-0.0319038j -0.0487048+0.0109596j 0.035225+0.00966165j -0.0334025-0.0849875j 0.0811813-0.0321519j 0.0783225-0.107021j 0.106205+0.0799309j -0.0740633-0.0917348j 0.0897883-0.0757992j 0.0830377-0.179429j -0.199093-0.0778429j 0.0170049+0.159004j -0.1339+0.0864147j -0.101822+0.0104225j -0.143414-0.0190433j 0.135693+0.0609644j 0.0401355+0.0732983j -0.0626679-0.0989069j 0.0163951-0.0926424j -0.00730032-0.0623311j 0.0320551+0.000750913j -0.0389182-0.0671672j 0.0235753+0.0621668j -0.0258311-0.116507j 0.0252126+0.0887803j 0.00936344-0.0321448j -0.00353996+0.00486524j -0.000311593+0.000345815j 0.101808+0.00677845j -0.00211199+0.00463665j -0.00941128-0.0385442j -0.036127+0.10113j 0.0425552-0.0874884j -0.0451888+0.0814662j 0.0436547-0.0465709j -0.0171212-0.0307327j 0.0257424-0.0501391j -0.00667562+0.095627j 0.0794985-0.086334j -0.0144433+0.0609986j 0.153592-0.0507033j -0.16393-0.0467997j 0.0794989+0.059176j -0.0805322-0.120391j -0.117+0.15417j -0.249089-0.151462j -0.138195+0.229756j -0.248032-0.151399j 0.151016-0.246798j 
0.00179407+0.000660204j 0.00016147-0.00165022j 0.000108905-0.00233526j -0.000963477-0.00176117j 9.64328e-05+0.00354281j 0.000449301-0.000726109j -0.000239518-0.000599439j 0.000295029+0.000745223j -0.00111264-0.00108831j -0.00142165+0.00348834j -0.00128618+0.00254503j 0.000713767-0.00157881j 0.000650044+0.00141088j -0.00350506+0.00106355j 0.000981615+0.00146751j 0.000908166+0.00184676j -0.00239709+0.00187656j -8.32766e-05-0.00179316j 0.00390222+0.00234846j -0.000243061+0.000843207j -0.00128789-0.00122196j 0.00196221-0.00248406j -0.00172557+0.000441135j 0.000113501-0.000504756j -0.00116091-0.00151231j 0.00168945-0.00116239j 0.00327209-0.00123215j -0.00227944-0.00103404j 0.00130107+0.00191092j -5.90761e-05+0.000217802j -0.00103529+0.000197613j -0.000287677-0.0012724j 0.000927802+0.00249123j 0.000987355+0.0014872j -0.0013615-0.00208556j 0.000533158-0.00171229j 0.00103006+0.00223568j -0.00145446+0.00445458j -0.00115501-0.000741099j 0.00165248+0.000266292j -0.00265044+0.00352599j -0.0067652+4.12699e-05j -0.00404364-0.000817585j 0.00361464-0.000124803j 0.00166566-0.00347328j -0.00143476-0.0029951j 0.00336487-0.00462309j 0.00279967+0.000555498j 0.00176306-0.00067422j 0.00474574+0.00297841j -0.00107555-0.00273006j 0.0024875+0.00260868j 0.00402629+0.00132322j -0.00382173-0.00547545j -0.00101457+0.00376429j -0.00224896+0.00384068j 0.00418837-0.0040988j -0.00204322+0.00451075j 0.0032381-0.0013584j -9.30507e-05-0.000247378j -0.00105806-0.00283073j 0.00123669+0.00107009j 0.000305723+0.00111243j 0.0024024+0.00211115j 0.00265356-0.000595248j -0.00193119+0.00110451j 0.00126875-1.22467e-05j -0.000163953+0.00739803j -0.000767914+0.000506104j 0.00103062-0.00128793j 0.00201888+0.000400712j 6.75079e-05+0.00148881j 
-0.000939656-0.000881803j -0.000549098+0.000520954j -0.000231252+0.00241707j -0.000332535+0.00272141j 0.000181553-0.00280614j 0.000775231-0.00130543j -0.000107275+0.00145829j -0.00233814+0.000404707j 0.00178589+0.003011j 0.000352796-0.000938715j 0.00137816-0.000476445j -0.00244805+6.51376e-05j -0.00125069-0.00132215j 0.0035299-0.00242327j -0.00309382-0.00159874j -0.00230081-0.002083j 0.00236258-0.00283293j -0.000120214+0.000334155j -0.00283779-0.00134923j -0.00114909-0.000311769j 0.00310229+0.0014024j -0.00246994+0.0028519j -0.000845711-0.000884227j 0.000974939+0.000602556j -9.96874e-05-0.00038641j -0.00104272-0.000530488j -0.00149565-0.000523122j 0.00059964+0.00255961j -3.63497e-05-0.000865796j -0.00070628-0.000567107j -0.000439771+0.000682015j -0.00114083+8.56319e-05j 0.000811974+0.00145339j 0.00306652+5.09481e-05j 0.00202775-0.00108407j -0.00104679-9.77036e-05j -0.00045113-0.0012599j -0.00116267+0.00297982j -0.000423831-0.00125395j 0.00408141+0.000616362j -0.000921065-0.000977641j -0.00296962-0.00151228j -0.00238844+0.000648906j 0.00138152-0.00173467j 0.00010666-0.00043427j -0.00121005-0.00172293j 0.00249095-0.00105035j 0.000498559-0.000518061j 0.000621956-9.66301e-05j 0.00273888+0.00238781j -0.00252914-0.00039733j -0.000430835+0.000457748j -0.00164926+0.000307789j -0.00139652-0.00193377j -0.000805204+0.00244022j -0.00170041-0.0026821j 0.00197304-0.000679609j -0.000338655+0.00231939j 0.00108418-0.000956379j -0.000310853-0.000177776j 0.000653028-0.00132962j 0.000174985-0.000895045j -0.000217449-0.00108508j -0.00028087+0.00338922j 0.0017451-0.000356235j -0.00150602-0.000630989j 0.00202427+3.9925e-06j -0.00298099+0.00207033j 0.000269583+0.00136168j 0.00145188-0.00197097j 0.000365217-0.000167359j 0.000729285+9.04042e-05j 
-0.001474-1.56572e-05j 0.000193558+0.00124243j 0.000242443-0.00423675j 0.0012151+0.000972993j 0.00108884+0.00359254j -3.66906e-05-7.59848e-05j -0.0020204+0.000826436j 0.000882723+0.00156533j -0.00229413-0.00245482j 0.00203293+0.00183298j -1.97858e-05-0.000642157j -0.000236075+0.000254657j -0.00348424+0.000516705j -0.00023827-0.00141118j 0.000439586+0.00130997j 0.00131208-0.00191316j -0.0036216-0.00394298j 0.00130881-0.000973318j -0.00206346-0.00296506j 0.00306565+0.00518038j -0.00214352+0.0018443j -0.000379117+0.000686951j 0.00175447+0.00693547j -0.00166062-0.000163303j 0.00238016-0.000268672j -0.000304779-0.000462067j -0.000234093+0.000268003j 0.00179022+0.00206628j 7.56557e-05-0.00126785j 1.04584e-05-0.000920083j -0.000308444-0.000356993j -0.000298628-0.000467444j 0.00186885+0.00116954j -3.72175e-05+0.000345305j 0.00497063+0.000985568j 0.000354766-0.00198456j 0.00167239-0.00141593j -0.00197935+0.000680749j -0.00117027-0.00014058j -0.000581111+0.00261793j 0.00417564-0.0023823j 0.00110836-0.00111784j 0.000906476+0.00197581j 0.00203068+0.00127803j 0.000122795+0.000208578j -0.000903147+0.00101744j -0.00121811-0.000700861j -0.00364945+0.00103189j -0.00234903+0.00223539j -0.000298179-0.00209598j -0.000256591-0.00131081j -0.00123086+0.000205375j 0.000188721-0.00115408j 0.00206484+0.00292809j 0.00263616+0.000767526j 0.00207631+0.00234564j 0.000109482+0.000979429j 0.000150649-0.00103567j -0.00151485-0.000266646j -0.00121414+0.00295472j -0.00107619+0.0023714j -0.00174161-0.00297989j -0.00252473+0.00217537j -0.00062599-0.00282376j -0.00164608-0.00177717j 0.000294952-0.00144768j -0.000810972+0.000878108j -0.00302508-0.00172878j -0.000755607+0.00125174j 0.0015474+0.000352486j -0.00113181-0.000136736j 0.00060413-0.000790448j 
0.000513259-0.000791993j -0.00104508-0.000538899j -0.000668892+0.000919848j -0.000305233-0.000110642j 0.00181973+4.47012e-05j 0.0014686+0.0025141j 0.000201942+0.00043201j 0.000729915-0.00249207j -3.61497e-05+0.00327502j -0.000184722-0.00396319j -0.00385765-0.000863264j 0.00185512+0.00199602j 0.000851405-0.000162439j 0.000821747+0.00202089j -0.00168027-0.00147938j -0.000372531-0.00219044j 0.00589861+0.000279942j -0.000475948+0.00353035j -0.00462699-0.00232131j 0.000920958-0.00257834j -0.00253946+0.00169496j -0.00297573+0.00458495j 0.00483922-0.00097335j 0.00044703+0.00168055j 0.00422563-0.000961371j 0.00252975+0.00277687j 0.000905613+0.00038548j 0.00316273-0.001515j -0.00140352-0.000979418j 0.00102356+0.000214885j 0.00016605-0.000325754j 0.000515038+0.000211527j -0.00102635-0.00277123j -0.00269821+0.000845542j -0.00120459-0.00118077j 0.000620713-0.00273393j 0.00318295+0.00142934j -0.00173064+0.00241155j 0.00507183+0.00379469j -0.000209443+0.00445679j 0.00460601-0.0048831j 0.000807719+0.00483771j 0.00252812-0.00170056j 8.49889e-05+0.00105154j 0.0023547-0.000247303j -0.00242117+0.00275031j 0.00026492-0.00112812j -0.00144518+0.00332258j -0.00171468+0.000971404j -0.00591162-0.00148692j 0.00128669-0.00738801j 0.00212394+0.000151051j 0.00153362-0.00234937j 0.00123512+0.00132293j 0.00229375-0.000668375j 0.00710926+0.0070334j -0.00142497-0.00155036j -0.00240173-0.00217544j -0.00236309+0.00306348j 0.000525897+0.00508604j -0.00190221+0.00619685j 0.000739722+0.00528632j 0.00068925+0.00358616j -0.00587843-0.003024j -0.00229401+0.00221219j 0.00233504+0.000158288j -0.00198856+0.000135381j 0.00127285+0.00102673j -0.00163385+0.000811008j -0.000228522+0.00247935j -0.001199-0.000974853j 0.000863783-0.00121584j 
-0.00171729-0.00133178j -0.00124561+0.00134781j 0.00128064+0.000718993j 0.000730152+0.00123981j -0.000568577+0.000619847j -0.00261894+0.00167856j -0.000121744-0.00220749j 0.00262075-0.00111934j 0.000441-0.00540943j 0.00183656-0.00170614j 0.00342801-0.00294481j 0.0024076+0.000795305j -0.00210787-0.00224003j 0.00183922-0.000461659j 0.00345866+0.00149335j 0.00146166+0.00202218j -0.00340897-0.002311j 0.00268158+0.00137595j -0.00122349-0.00260085j 0.00211962+0.00325933j -0.00346161-0.00088428j 0.00355005-0.00204132j 0.00188355+0.00207024j -0.00127499-0.000996597j 0.00108148+0.0026219j -0.0016514+0.00136295j -0.00234002+0.00218386j 0.00140647-0.000367509j -0.000391595-0.000807737j 8.42343e-05+0.000833526j 3.85399e-05-0.000789677j 0.000989846+0.000128406j 0.0010328+0.00140239j 0.00165067-0.00129203j 0.00494363+0.00141663j -0.000198954+0.00160753j -0.00118314-0.00219434j 0.000273161-0.00409405j -0.00620289-0.00374799j -0.00235179-0.00403608j -0.00113858+0.00249346j 0.00483425-0.00416494j 0.00246452+0.0036697j 0.00201182+0.00244578j 0.000175123-0.00151056j 0.00336342+0.00104135j -0.00326391+0.000722294j -0.00169437+0.00362264j -0.00105284+0.00231313j 0.000198951-0.00181029j -0.00198321+0.00431343j 0.00038826+0.00148469j 0.00239376+0.00373529j 0.00453973+0.0014999j 0.00310241-0.00230514j -5.88408e-05-0.000422858j 0.0019628+0.00209741j -0.000471325+0.00192735j 0.00151874+0.000315895j 0.00228962+0.000494015j 0.0005453-0.00114503j -0.000123805-0.00781684j -0.00347339+0.00169509j 0.00685457-0.00302962j -0.000514797-0.00427078j -0.000541591-0.000928865j -0.00203833+0.000411752j 0.00182587-0.00234085j 0.000912492+0.000323878j -0.000997949-0.000293763j -0.000705595+0.000830313j -0.000985152-0.000505273j 
-0.00179049-0.00140479j -0.00141796+0.00161022j -0.000141729-0.000914529j -0.000445194+0.00332602j 0.00326727+0.0019813j -0.000110896+0.000412705j -0.000387824-0.00351987j 0.00125323-0.00467918j 0.00385433-0.000938189j 0.0018144-0.00186491j 0.000808404-0.000631217j 0.00230663+0.000193482j -0.00167922-0.000675163j 0.00107867-0.000296817j -0.000185684-0.00104441j -0.000417941+0.00453921j -0.000860828-0.00141736j 0.00251876+0.000680897j 0.000137583-0.00231742j -0.000504885+0.000552209j -0.00349613-0.00204829j 0.00397115-0.000992139j 0.00187137-0.00264388j -6.04434e-05-0.0010455j -0.000292467-0.000207802j 0.00276946-6.86839e-05j 0.000175544-0.00174449j -0.000621117-0.0011707j 0.00139698-0.000126186j 0.000885604+0.00113189j -0.00081997-0.000709696j 0.000233401-0.000848899j 0.00341869-0.000120521j 0.00117012+9.21383e-05j 0.00708536-0.00197628j -0.000654041-0.00265665j 0.00124573-0.0041727j -0.00152691-0.00113456j -0.00550356-0.00468169j -0.000842001-0.0016132j -0.000511781+0.00265065j 0.00130624-0.0047715j -0.000282312+0.00292267j 0.00503926+0.00239229j 0.00106956-0.00565047j 0.00254726+0.00153128j -0.0023531-0.00343353j -0.00107207-0.000420942j -0.0027994+0.00383987j 0.00674248-0.00133199j -0.00124967+0.00252792j -0.00373668+0.000619897j 0.00328821-5.03637e-05j 0.00136749+0.00119512j 0.00318925+0.00077772j 0.000807458+0.000893358j 0.000607018+0.00208218j -0.0007868+0.00390529j 0.00249961-0.000402205j 0.000105094-0.00144353j 0.00283516-0.00160263j -0.000101383-0.00774252j -0.000313169+0.00329449j 0.00612277+0.000695814j 0.000513423-0.00137134j -0.00210551-0.00310178j -0.0007308+0.00246259j -0.00149233+0.00122529j -0.00081845-0.000636622j -0.000299948+0.000201288j -0.000102694-0.00055914j 0.00115166-9.62351e-05j 
-0.000821826-0.000790426j -0.00104641-2.1302e-05j 0.00297244+0.00388259j 0.000983607-0.00145244j -0.00460985-0.00203769j -0.00323417+0.00430937j 3.94282e-05+0.000656375j 0.00190065+0.00135734j -0.00284683-0.0047831j -0.000661173-0.0015885j 0.0035468-0.00322894j 0.00220171+0.000897499j 0.000813126-0.00273772j 0.00255656+0.00088734j 0.00438728+0.00166522j 0.00219327-0.00132501j -0.000848406+0.000634493j 0.000406964+0.00251112j -0.00105474-0.000402724j 0.00225972+0.000671368j -0.000324789+0.000352407j 0.000494085-0.00211745j -0.000154701+0.00301286j -0.000519503+0.000113494j 0.00133567+0.00422024j -0.00536734+0.00345088j -0.00315985+0.00478022j 0.00326415-0.000534058j -0.0015008-0.000668842j -0.000180681+0.00123669j 0.000438934+0.00077532j 0.000150987+0.000769243j -0.000907874+0.00202255j 0.00102934-0.00254102j -0.0010347+8.37043e-05j -0.00017645+0.00110029j 0.000207183-9.0176e-05j 0.00112148+0.00117581j -0.000954688-0.000944049j 0.000897117-0.00120035j -0.00174162+0.000364812j -0.0012994-0.000231562j -0.000630576+0.000941926j -0.000805948-0.000618654j 0.00163231+0.00140429j -0.000695133-0.000785215j -0.000116895+0.000711027j -0.00078418+0.00237615j 0.00122194-0.00101316j -0.00122026-0.000135168j -0.00150301+0.00135177j 0.00180246+0.000457201j -0.000644815+0.00318813j 0.000617085-0.00065924j -3.77672e-05+0.000968414j -0.00195366-0.000593846j 0.00221909-0.000549624j -0.0011231-0.00087873j -0.0012512-5.44292e-05j 0.00122881+0.00088159j -0.0013904-0.000839533j -0.000301027+0.000210442j -0.00203147+0.000398382j 0.00134651-0.000124673j 1.42932e-05-0.00238935j -0.00155061+0.000518272j -0.000264295+7.41151e-05j 0.00077815-9.51193e-06j 0.00108382+0.00129354j -0.000172991-0.000611723j -1.08822e-05+0.000559853j -0.000699681-0.000110213j 
-0.00036276+0.000694855j 0.00118122+0.000186549j 3.01535e-05+0.000583339j 0.00249435+0.00090009j 0.00203419-0.000436808j -0.0054107+0.000404976j -0.00361542-0.000413661j -0.003376+0.00203421j 0.00217249+0.00102325j 0.00646348+0.000147593j -0.00716105+0.00197086j 0.0028627-0.00125088j -0.00264578-0.00125782j -0.00225892-0.00184018j -0.00269402-0.000547222j -0.00309246+0.00593033j -0.0020691+0.000277012j -0.000912757-0.000162572j 0.00017802-0.000568531j 0.000957191+0.00112669j -0.00658404-0.00492092j -0.000548446-0.000854011j -0.00137301-0.0013026j -0.00290017-0.00193071j 0.000686254+0.00286187j 0.00410226-0.00332021j 0.000215533-0.001308j -0.000510651+0.00200309j -0.00104522+0.000597248j -0.000797683-0.00116501j 0.0011495+0.00134171j -0.00138821+0.0014159j -0.000507886+0.000952011j 0.000651123-0.00114847j -0.00296489+0.00280852j -0.00121865-0.000288034j 0.000209977+0.00088949j 0.000532946+0.00250292j 0.00131848+0.000643956j 0.00184857+0.00292574j -0.000538752-0.000157037j -0.00420306+0.000705465j -0.00264792-0.000714787j -0.000937939-0.00360802j 0.000427115+0.00343723j -0.00304313-0.00421861j 0.000988491+0.00300101j 0.000892039+0.000367845j 0.00401907-0.00312563j -0.00188206+0.00106423j -0.000674702+0.000645379j 0.00247647-0.000592837j -0.00301023+1.08926e-08j -0.00332196-0.00194997j -0.00316945+0.0027826j -0.00170121-0.00382587j 0.00208691-0.00223765j -0.00049701-0.00186681j -0.00312425-0.00172357j 0.000172289-0.000717918j -0.00328246-0.00196304j -0.000648005+0.00370684j -0.000340355-0.00109694j -0.00253193+0.00170138j 0.000579384-0.000544589j -0.0015676+0.00104912j 0.0013042+0.0010316j -0.000583037+0.000495692j 0.000472344+0.000676483j 0.00121974-0.00138278j 0.000510573+0.000319402j -0.000120693+0.000525174j 
-0.000362283+0.00127128j 0.001485+1.20801e-05j 0.000847298+0.00136675j 3.21003e-05-0.00116084j -0.0034292-0.00223342j -0.00177754-0.00108966j -0.000895477+0.000334769j -0.00209388+0.00114421j -0.00133674-0.000850835j -0.000428902+0.00288519j 0.00232736-0.000388552j -0.00228801-0.0025612j 0.0012778+0.000578706j -0.00174355-0.00105262j 0.00112004-0.00098307j 0.000197332+0.00329824j -0.00393672+0.00480589j -0.00130268-0.00411932j 0.00768033+0.00416028j -0.00230671-0.00134903j 0.00328013-0.00326914j 0.000980049-0.00681297j -0.00700091-0.00239365j 7.00901e-06-0.00230109j -0.00595256+0.00254902j -0.00283916-0.00270304j -0.00131576-0.000979304j -0.00361564+0.000710621j 0.00146248+0.00174058j -0.000757492+0.000200957j 0.000527493+0.00154159j -0.00148261+0.00056423j 0.000791821+0.00143726j 0.000948905-0.0017378j -0.00028145+0.000170925j -0.000250396+0.000562403j -0.000294123-0.000807643j 0.000191655+0.00278873j 0.00204869+0.000976498j 0.00256874+0.0015559j -0.000156026-0.00274211j -0.00260473-0.00104636j -0.00225485-0.000404127j -0.00298744-0.00332436j -0.00162981+0.00304396j -0.00269122-0.00327279j 0.00121652+0.000951357j 0.0010464-0.00542389j 0.000961802-0.0029093j 0.00389277+0.0017284j -0.0012385+0.00315199j -0.00251645-0.00265829j -0.0035153-0.0034633j -0.00471711+0.000307732j -0.00416758+0.00311856j -0.00301301-0.00648192j -0.000659197-0.000157204j 0.00264904-0.00123574j -0.00272774-0.00281138j -0.00251678-0.00416054j -0.000229887-0.00259337j -0.0023098+0.00157278j 0.000698805-0.00236598j -0.00221528+0.0036362j -0.000424371+0.00119147j -0.00158189-0.000619447j 0.00250784+0.00112397j -0.00352741-0.000723384j 0.00132168-0.000640426j 0.00141369-0.00202516j 0.000466375-2.7348e-05j 0.000489891+0.000559467j 
0.000594544+0.000169644j -0.000243115-0.00103657j 0.00181772+0.00115048j 0.001138-0.00347711j -0.00430402-0.000460802j -0.00308696+0.00221884j -0.000344623+0.0029777j -0.000704202+0.00593205j -0.0015411-0.000671236j 0.000541083+0.00132737j -0.00162977+0.00197803j 0.000264392+3.12641e-05j 0.00117988-0.000868305j -0.00116619+0.000816173j 0.000310725+0.00166194j -0.000119195-0.000699851j 0.000119416+0.00137902j -0.00232829+0.000428481j 0.00129994+0.00212127j 0.000438599-0.000373786j 0.000279605-0.000864954j -0.0025732-6.60522e-06j -0.00293973+0.0031509j -0.00111347-0.000317282j 0.000341138+0.00276267j -0.00273014+6.8822e-05j -0.000649057+0.0016178j 0.00206217+0.00148461j -8.7078e-06+1.88719e-05j -0.000778618+0.00074461j 0.000126585+0.000968273j -0.000239813+0.000301936j -0.00267868-0.000698696j -0.00151459-0.000661239j -0.00469245-0.00322493j -0.00150548-0.00188598j 0.000465879-5.752e-05j 0.0010696-0.00106481j -0.000563965+0.000107262j -0.00125486+0.000711677j -0.0027945+0.00178093j -0.000806232-0.00051798j -0.00239294-0.000894524j -0.00098106+0.00160096j 0.00184852-0.000349078j -0.000921134-0.000371166j -0.00317409-4.63295e-06j 0.000608121-0.00591128j -0.00214803-0.000616058j 0.00440825-0.00142336j 0.00197083+0.00326813j -0.00556815-0.001024j -0.000927928-0.00290308j -0.00248165+0.0022054j -0.00273166+0.00384808j -0.00140654-0.00210845j -0.0028313+0.00187256j -0.000567394-0.00187844j -0.00197604+0.000496495j -0.00413993-0.00499628j 0.00301026-0.00244467j -0.000423408+0.00216726j 0.00402151-0.000697636j -0.00142895+0.00417037j 0.000615107+0.00407289j -0.00235005-0.000323163j 0.000528701+0.00183413j -0.000792323+0.000856293j 0.000616125-0.00165054j -0.00149099-0.000289041j 0.00092634+0.000358781j -0.000526667+0.00073292j 
-0.000512933+0.00034269j 0.000518686+0.00125916j -0.00388217-0.000107248j -0.000395237+0.00283105j 0.00539763+0.000274675j 0.00101872-9.93794e-05j 4.22177e-05-0.00617365j 0.00217204-0.00702687j 0.00127633-0.00620996j 0.000347169-0.00182631j 0.00793821-0.0061841j 0.00107567-0.000827744j -0.00283651-0.00076246j 0.00410478-0.00315872j 0.00417104-0.00171685j 0.00222936+0.00340118j -0.00613432-0.00165391j 0.00513841-0.00111733j -0.000528666-0.00342757j 0.00103861+0.0040443j -0.000183218-0.00115883j 0.00716229-0.00587041j 0.00130737-0.00200465j -0.000589718+0.000189994j -0.0017865+0.000599438j -0.00175237+0.00262127j -0.0020283+0.00224277j -0.00327834-0.00171801j 0.000395134+0.000132276j -0.000594753+0.000240286j -0.000525608-0.00110837j 0.000845601-0.000479593j 0.000396223-0.00206202j 0.000494356+0.000476656j -0.00106095+0.000708478j 0.000191727+0.000364831j -0.00198442-0.000273181j 0.0016158-0.00385039j -0.0012247-0.00260601j -0.00193967-0.00408233j -0.00480096+0.00498209j -0.00111446-0.00148302j 0.000990103-0.00132082j -4.45082e-05-0.000288325j -0.000516932-0.000839163j 0.00252374-0.00172634j -0.000150598+0.0010977j 0.0028758-0.000717674j 0.0027957-0.00011794j 0.00389536-0.000444559j 0.00180787+0.00503229j -0.0028012-0.000474116j -0.000809166-0.000327786j -0.000830097-0.00235699j -0.00232776-0.00145874j -0.00315615-0.00417003j 0.00114204+0.000886045j 0.000736946+0.000952846j 0.00196119-0.000957649j 7.90156e-05-0.00499173j 0.000540936-0.00539133j -0.000547286-0.000263826j 0.00200783-0.00150426j 0.00362029+0.00138678j 0.000444802+0.000659083j -0.00194263+0.000766112j 0.000421784+0.00109363j 0.00201322+0.000574957j 0.000576163-0.00264841j -0.00264243-0.000886583j 0.000789119-1.20466e-05j -0.000251941+0.00065687j 
0.000580801+0.000828459j 0.000611692-0.000127216j -0.00106454-0.0025011j 0.000727492-0.00176657j -0.000376143+0.00245916j -0.00110301+0.000144216j -0.000553222-0.00126845j 0.00218467+0.00129302j -0.00252492-0.00566263j 0.000859585+0.00252833j 0.00367531-0.00213617j -0.000379196-0.000469256j -0.00167999+0.000459025j -0.000745432-0.00102946j 0.00381709+0.00152715j 0.00233326+0.000290188j -0.00615549-0.00086753j 0.00137743-0.00159196j 0.00166081-0.000251052j 0.00174158+0.00445863j -8.16214e-05-0.000882846j 0.00285445-0.00375052j -0.00132175+0.0042823j -0.00124949-0.000910107j -0.00078086+0.00149202j -0.0029493+8.98845e-05j -0.000735721+0.00205383j -0.00144042+0.000798238j 0.000306745+0.000292411j -0.00102046-0.000228552j -0.000543975-0.00153007j 0.00179339-0.000612237j -0.00211786-0.00138616j -0.00113857+0.00124196j -0.00264239-0.000740441j -3.92702e-05-0.000115587j -0.000100288+0.00100594j 0.00164066-0.00292374j -0.000258773-0.000289806j -0.00304161-0.00109147j -0.0015749+0.000869035j 0.00424636+1.85966e-05j 0.00185225-0.0013843j 0.000591703+0.0032403j 0.000773916-0.00177857j 0.00331538+0.00197075j -0.00125281+0.000679984j 0.000607243+0.00220618j -0.000400157+0.00157769j -0.00328889+0.000790568j 0.000665344-0.000983328j 0.00197732+0.00112565j 0.0034854+0.00112825j 0.00285837-0.000422384j 0.000894757-0.00367439j 0.00327838+0.00331786j -0.00109666+0.000780965j -0.00136046-1.91225e-05j 0.00198654+0.00199178j 0.0026433+0.000888474j 0.00154352+0.00146762j 0.00182854+0.000248347j 0.00079104+0.00123591j 0.000350522-0.00254925j 0.000411512+0.000742167j 0.00153026+0.00040659j -0.00209014-0.000864252j 0.00440445-0.000731285j -0.000863663-0.000275535j -0.00164292+0.00154886j 0.000571947+0.000513999j -0.00117751+0.00049023j 
-0.000331069+0.000151092j -0.000131319+0.000449025j -0.00104043-0.0025774j 4.55964e-05+0.00163415j 0.00330305+0.00366264j 0.00196012+0.000941668j -0.00012925-0.000904102j 0.00166822-0.00226434j -0.00138843-0.00287644j -0.000529655-0.00028106j 0.00213762-0.00226527j 0.00237558+0.00078026j -0.00213823-0.000408375j 0.00315266-0.00107758j 0.00170845+0.000583805j 0.00131767-0.00301724j -0.00205968-0.00485989j 0.00339647+0.00113751j -0.00512652-0.00386098j 0.00318253+0.00432459j -0.00079212+0.00286777j 0.0020231+0.00114391j 0.00461423+0.00479301j -0.000644291+0.00185829j 0.00372004-0.00216133j -0.00138119+0.00367374j -0.000327831+0.00287237j 0.00261496-0.00107249j -0.000581222-0.000695469j -0.000508262-8.2065e-05j -0.000169721+3.31739e-05j -0.000448853-0.000323483j 0.000228649-0.000128931j -0.000339455+0.00153203j 0.000712429-0.00237362j -0.000660999-0.00129773j -0.000207157-0.00169099j -0.000663183+0.00181909j 0.00215755-0.00032437j 0.00348269+0.0004366j -0.000260226-0.0012312j -0.00487346+0.000822707j -0.00275294-0.00104723j -0.00144787-0.00199995j -0.00162063-0.000747193j -0.00166061-0.000225376j 0.00200115-0.00195908j -0.000834397-0.00805574j -0.00078423+6.75729e-05j 0.00803456-0.00139566j 0.00329167+0.00124248j -0.00931787-0.000482125j -0.00562601-0.00423914j -0.00399539+0.00158028j -0.00156123+0.00376472j -0.00514405-0.00438621j -0.0018676+0.00245212j 0.00184571-0.000865155j -0.000811535-0.00122635j -0.00602571-0.00388547j 0.00140948-0.00366445j -0.00276235+0.00232133j 0.00319367-0.0029792j -0.00211134+0.0063091j 0.00142742+0.00417789j -0.0025268-0.000855195j 0.00326611+0.00162345j -0.0058508+0.00121776j 0.000508426-0.00102374j 0.000461693-0.000949739j -0.000157807-0.00120507j 0.00170973-0.000246146j 
