-6.88773e-15-0.0144506j -1.51731e-15-0.0410662j 1.11238e-16+0.0280313j -9.61754e-17+0.00172809j -2.61456e-17-0.004719j -9.14198e-17-0.0139738j -2.46386e-17-0.00352988j -4.36433e-18-0.000119992j 5.05588e-18-0.00650691j 5.09645e-17+0.0257139j -2.15238e-17+0.0151003j 3.67303e-17+0.0211546j -1.29335e-17+0.00813478j 3.81071e-17-0.00157929j 2.24009e-16+0.00229497j -2.64364e-16-0.0224048j -2.89258e-16+0.00502555j -2.16649e-16+0.0157198j 9.20459e-17+0.00138915j 8.55437e-17-0.0366749j 7.26782e-17-0.0181577j 3.57245e-17+0.00478105j 4.70389e-17-0.0164183j 9.64368e-19-0.00354619j -7.7366e-17-0.000746648j -3.93619e-17-0.00310861j 1.59506e-16-0.0222723j -6.85427e-16-0.0163244j -1.08947e-15-0.0250997j -6.86291e-17-0.014457j 3.70117e-16-0.02911j 1.4022e-16-0.0113339j -1.29562e-17+0.00453918j -4.61409e-17+0.00950299j 3.05453e-17-0.000485272j -3.23258e-17+0.0209459j 4.55818e-17-0.00703874j 2.11107e-16+0.0101446j 4.45291e-16-0.0212457j 1.05431e-17+0.00145745j 1.93697e-16+0.0142905j 1.25604e-16+0.00618164j -6.63664e-17+0.00384134j 2.51974e-17+0.018812j 4.7938e-17-0.0072912j 7.49899e-17-0.00673243j -4.69153e-17+0.00646817j -8.4684e-18-0.00571245j -1.12806e-17+0.00915902j 1.12207e-18-0.00507336j -1.8497e-17-0.00796048j -1.8547e-17-0.0166828j 1.19828e-16+0.0357157j 8.86577e-17-0.00413466j 2.69497e-15-0.0122763j -1.24494e-14-0.0339159j 
-3.13786e-16-0.000503878j -6.09037e-17-0.0023666j 2.30977e-18+0.0024219j -3.56571e-17-0.000350242j -1.58896e-17+0.000938132j -9.93959e-17+0.000867055j 6.25996e-17-0.00218364j 9.67431e-17-0.000518725j -1.0264e-17-6.77777e-05j -3.14672e-16+0.0114126j -3.02552e-17-4.72385e-05j 1.83435e-16-0.00481567j -1.99256e-16+0.00713905j -6.14816e-17+0.00242349j 7.34388e-17-0.0019666j -1.64587e-17+0.000753169j 8.39179e-17-0.00114852j -8.7023e-17-0.000326014j 3.07626e-16-0.00735693j 4.39537e-17-0.00438085j -3.75183e-17-0.00208886j 3.28329e-16-0.00867667j 8.03243e-17-0.00276833j -2.20823e-17+0.000462103j -2.29352e-16+0.00841566j 1.56209e-17-0.000825896j 9.31626e-17-0.0016437j -4.76093e-18-0.00190444j -1.02741e-17-0.0023429j 6.10207e-17-0.00158095j -3.10297e-17-0.00416533j -4.53289e-16+0.0119353j 2.27536e-16-0.00278681j -1.48321e-16+0.00382857j -1.59241e-16+0.00409082j -5.35313e-17-4.48601e-05j -1.42818e-16+0.00247209j 1.44222e-16-0.00649608j -3.34269e-17+0.00134051j -1.49362e-16+0.00369533j -2.63367e-17+0.00376492j -2.88875e-17+0.00284724j -2.21499e-16+0.00526946j -1.88091e-16+0.00727137j -2.14688e-16+0.00722836j 1.98617e-16-0.00376605j -2.31846e-16+0.00697369j 1.30114e-17-0.00250748j 4.33776e-18+0.000333544j 1.32643e-16-0.00385467j 1.82287e-16-0.0039404j -1.32256e-16+0.00101481j -9.61688e-18+0.00265726j -3.09424e-17+0.00198538j 4.22593e-17-0.000803674j -1.71287e-16-0.000473715j 
1.96328e-15+0.00563304j 4.66645e-16+0.00514157j -1.66608e-16-0.0149878j 1.14915e-16+0.0157724j 1.67453e-17-0.00522974j 2.35292e-17+0.00629172j 8.48359e-18-0.00499882j 1.76964e-17-0.0152429j -3.35253e-17-0.00586688j 1.18884e-17+0.0102531j 1.10022e-17+0.00174337j -7.07338e-17-0.0117096j 1.85501e-17+0.00576108j 6.21421e-17+0.0128822j -4.35491e-17-0.00365933j 1.01934e-16+0.00425815j 1.52542e-17+0.000349246j -8.26963e-17-0.000201998j -4.6472e-18-0.00657304j -5.99987e-18+0.00302915j -4.22736e-17+0.0204849j -6.32412e-17-0.00639754j 3.1919e-17-0.00744241j 1.80589e-17+0.00736998j 5.96338e-17+0.00258982j 4.22878e-17+0.0231902j 1.15639e-16-0.00368778j -9.54089e-17-0.00156756j -3.99208e-17-0.00636155j 5.66957e-17-0.00750393j -5.18363e-16+0.0222862j -2.52099e-16+0.0195678j -1.99893e-17-0.0113568j -5.34664e-17+0.0041152j 1.35999e-18+0.00885848j -1.54909e-16+0.01245j 1.7629e-16+0.0117786j 6.25059e-17-0.000736667j -2.39389e-17-0.000712285j 1.75487e-17+0.00409603j 8.59358e-17-0.000247701j 4.83653e-17+0.00719231j -1.27295e-17-0.00220488j -4.18692e-18+0.00623846j 6.10743e-17+0.00360012j 4.25651e-17-0.0100242j -1.94811e-17+0.0124986j 2.14442e-17+0.0119393j -6.38861e-18+0.00447889j 2.43271e-17-0.00290887j 6.15125e-17-0.00978979j 5.49205e-18+0.0150955j -1.16709e-16-0.0110363j -7.40711e-17-0.0134703j -7.56619e-16-0.00598345j 3.64252e-15+0.00784519j 
-1.14915e-16+0.00326354j -5.18855e-16-0.0185855j 1.64293e-16+0.00710859j 3.09923e-16+0.00987075j -3.53711e-16-0.0139031j -3.63885e-16-0.0117845j 4.41337e-18+0.0011868j 2.44219e-16+0.011712j -2.82948e-16-0.0125999j -1.65322e-16-0.00734208j 7.78377e-18+0.00247611j 6.25162e-16+0.0226511j -5.58106e-17-0.00264068j 7.86213e-17+0.00117243j 4.91443e-16+0.0126226j -3.54018e-16-0.00703609j -3.9875e-17+0.00143553j 1.36894e-16+0.000722824j 4.05152e-16+0.0174334j -2.8633e-16-0.0128588j -6.23363e-16-0.025655j 1.14727e-16+0.00883917j -4.02761e-17-0.00186337j -3.70885e-16-0.0148102j -3.77968e-16-0.0156223j 2.12629e-16+0.00980193j -5.44346e-17-0.00348315j -4.20051e-16-0.00886978j -5.02231e-16-0.00373931j -1.15847e-17+0.00189728j 7.67777e-17-0.00721712j -4.21715e-16-0.0232553j 5.75501e-16+0.0277391j -1.28105e-16-0.00565248j -5.25518e-16-0.0175192j 4.47295e-16+0.0170899j -2.35733e-16-0.0080817j 1.34211e-16-0.005436j 1.62239e-16-0.0199074j -1.75727e-16-0.00509213j -1.49609e-16-0.00344766j -1.69083e-16-0.00467609j -2.95072e-16-0.0164283j 1.4623e-16+0.00453192j -4.84202e-16-0.0183644j 4.23181e-16+0.0172977j -1.31606e-16-0.00677545j -2.14625e-16-0.0093762j 3.55994e-16+0.0163605j 9.98637e-17+0.00570589j 2.46575e-17+0.003248j -4.39597e-16-0.0185529j 1.03911e-16+0.00527321j -4.58194e-16-0.016322j 4.64747e-16-0.0151611j -4.3447e-15-0.0134396j 
4.05872e-15+0.00859624j 7.57309e-16+0.00119974j 1.53074e-15+0.00842935j 4.61152e-17+0.000735139j -1.52017e-15-0.00892899j 5.71523e-15+0.0315559j 1.30067e-15+0.00732206j -2.00681e-15-0.0114304j 1.29369e-15+0.00732077j 3.20418e-15+0.0178062j 3.30165e-15+0.0186512j 1.17869e-15+0.00678642j 1.68162e-16+0.00114006j -1.53198e-15-0.00882933j 4.44747e-16+0.00182593j -1.56749e-15-0.00807745j 1.76311e-15+0.0138377j 1.13005e-15+0.00729925j -1.02396e-15-0.00603161j 8.80131e-16+0.00535587j 8.69333e-16+0.00452512j -3.50933e-15-0.021086j 7.56129e-16+0.00447465j -1.8551e-15-0.0105318j -4.65086e-15-0.026606j -6.03859e-16-0.0034423j 4.61271e-17+0.000371612j -3.4772e-17+7.97713e-05j -3.62802e-16-0.00226734j -8.58056e-16-0.00493063j -7.05568e-16-0.00303113j 4.4345e-15+0.0253846j -2.92938e-15-0.0167942j 1.28864e-15+0.00744978j -3.72357e-15-0.0206571j 2.3268e-16+0.0014041j 1.26521e-15+0.00676056j 1.70083e-15+0.0102654j 5.06575e-16+0.00490446j 2.26297e-15+0.0132278j 1.4e-15+0.00721704j 9.39061e-16+0.00460043j 1.63845e-15+0.00972768j -4.04261e-16-0.00240108j 1.19612e-15+0.00612631j -3.5135e-15-0.0199582j -2.96504e-15-0.016622j -6.85489e-16-0.00374932j 1.21683e-15+0.00705762j -1.36719e-15-0.00803397j -5.57988e-15-0.0320905j 2.00197e-15+0.0115797j 2.67553e-16+0.00116746j 1.54239e-15+0.00840161j -1.01157e-15-0.00143695j 5.23114e-15+0.0089879j 
7.40561e-15+0.0213622j 1.66123e-15+0.0182865j -2.6246e-16-0.0200226j 2.30596e-16+0.0235002j 8.94755e-17+0.00700813j -1.32255e-16-0.0149848j -4.50707e-17-0.00464978j -1.40965e-16-0.00170938j 2.32585e-17+0.00935601j 1.87942e-17-0.0240186j -8.11006e-17-0.0283748j -6.02699e-17-0.00765494j 1.35775e-17-0.00483549j 1.04143e-16+0.00852592j -4.41561e-16-0.0110243j 3.81561e-16+0.0226258j 3.53127e-16-0.00691251j 1.51162e-16+0.0021851j 5.22777e-18+0.0292305j -8.41836e-17+0.0208765j 4.57377e-17+0.00677686j -1.90196e-16+0.0117699j -2.36514e-17-0.00316614j 2.75922e-16+0.0252122j 1.4094e-16-0.000543993j -3.89214e-17+0.0162087j -1.34203e-16-0.0070083j -1.927e-16+0.00189012j -2.30226e-16-0.00972202j 3.03179e-17-0.0123791j -1.74965e-16+0.0239411j -8.72792e-17-0.0184019j -2.79265e-16-0.0088222j 5.22981e-17+0.00390097j 1.14179e-16+0.00310939j -4.24348e-17-0.0167239j 3.84793e-16+0.0206209j 2.2923e-16+0.00347878j -5.17794e-17-0.00690822j 1.38288e-16-0.0159021j -3.20045e-16-0.0292386j -2.43607e-16-0.00205856j 8.12053e-17-0.00995352j -3.45656e-17-0.0144747j -1.98451e-17-0.0143777j -8.96191e-17+0.022335j 1.71301e-16+0.0175012j 1.53798e-16+0.0135959j -4.44957e-17-0.0231913j -3.8146e-17+0.00601667j 3.18585e-17+0.0153621j 1.15988e-16+0.00835816j -1.265e-16-0.0168745j -1.26087e-16-0.0175679j -2.3805e-15-0.0136964j 1.11362e-14+0.0249815j 
-3.26084e-15-0.00944072j -6.38232e-16-0.00344155j -3.32311e-16-0.000747615j 2.73983e-16-0.00167627j 3.04972e-16+0.0039425j -2.08887e-16+0.000224337j -2.37016e-16-0.00261937j -6.17535e-16-0.00995763j 1.17421e-16+0.000324928j 3.97198e-16+0.0109621j -2.35156e-16+0.00274418j -3.46948e-16-0.00384489j -3.05275e-18+0.000594328j 4.96395e-16+0.00526752j -1.83187e-16-0.0016266j -6.81353e-17-0.005707j -9.86031e-17+0.000859733j -1.20642e-16-0.0020366j 1.91793e-16-0.00386012j -3.42533e-16-0.00986682j 6.32064e-16+0.00957946j -1.54701e-16-0.00461146j -4.22395e-16-0.00593j 8.50394e-16+0.00788057j 4.06722e-16+0.00686319j 2.74987e-16-0.000235127j -3.99823e-16-0.00510942j -6.79539e-17-7.39071e-05j -5.05207e-16-0.00424778j -3.53513e-16-0.002733j 2.98472e-16+0.000696743j 1.93648e-16+0.00780578j -5.77438e-16-0.00822688j 1.69007e-16+0.00188535j 3.95862e-16+0.00583512j -1.94128e-16+0.000583876j -6.75494e-17-0.00486851j 1.07922e-17+0.000551496j -1.86578e-16-0.00156075j -1.97626e-17+0.00305397j 2.45055e-16+0.00833698j 5.16666e-16+0.00689665j -6.24861e-17+0.00210985j 1.94484e-16+0.0055013j 2.72746e-16+0.00741047j -2.22874e-16-0.0094208j 4.6053e-16+0.00328468j 5.36127e-16+0.00600042j -2.70463e-16+0.000239955j -6.52335e-17-0.00252756j 9.74079e-17-0.00179316j 4.0383e-16+0.004903j 1.62232e-17+0.00398806j -1.78687e-16+0.0017174j 7.78802e-16+0.00526114j -3.27174e-15-0.006872j 
-1.02616e-14-0.032469j -2.24078e-15-0.01126j 6.91957e-17-0.00673689j -2.93536e-17-0.00757192j -2.86648e-18+0.00938274j -9.49763e-17-0.0203657j 1.36581e-17-0.00489109j 5.70566e-17-0.0161582j 7.4075e-17-0.00847605j -3.29546e-17-0.0115995j -6.63451e-18+0.00824915j 8.55658e-18+0.000247416j 5.01089e-18-0.0155626j -1.02368e-16+0.00570539j 1.09682e-16-0.00195769j -1.34697e-16-0.0172328j 2.01567e-17-0.00163678j 6.29681e-17+0.00221928j -5.00101e-17-0.000291044j 9.31153e-17-0.016646j -3.08229e-16+0.0342224j -4.34969e-16+0.0372294j 5.22038e-17-0.0113224j -4.16333e-17+0.0183386j -3.37364e-17+0.010878j -2.85716e-16+0.00511418j -4.00437e-17-0.00957155j -1.27604e-16+0.00211181j -1.77058e-16-0.00599833j -1.06927e-18-0.00259861j -9.14957e-17+0.0118383j -5.25777e-17-0.0309926j -1.31159e-16-0.0051055j 6.73078e-17-0.00840317j 1.16651e-16+0.0273441j -2.04906e-16+0.0161497j -8.29197e-17-0.0191889j -1.63092e-16+0.0277094j -1.5885e-16-0.00581958j 1.5568e-16-0.00908108j 9.13306e-17+0.0111102j 2.29877e-17+0.00420114j 1.21518e-16-0.00882253j 2.32466e-17-0.00286481j 5.31835e-17-0.00913061j 9.62298e-17-0.0115113j -1.06031e-17+0.000730336j -8.00371e-17+0.0254519j -5.56082e-17-0.00153929j -3.7545e-17+0.00780758j -4.30384e-17+0.021751j 8.81751e-18+0.000941362j 6.81799e-17+0.0113192j 7.59704e-17-0.00476422j 2.87217e-15+0.0157694j -1.32164e-14-0.0298249j 
4.53687e-15+0.0140553j 1.02887e-15+0.00542731j -1.16255e-16-0.0191913j 1.01388e-16+0.0256829j 5.28386e-18-0.0111757j 9.60711e-17+0.00532749j 6.09722e-17-0.00471522j 1.31229e-16-0.0124027j 2.30875e-17-0.00845262j 1.75212e-17+0.0083459j -7.13031e-18-0.00522512j 2.26891e-17-0.00485933j 4.40364e-17+0.0046198j -3.4061e-19+0.0194821j 4.6122e-17+0.00332468j 9.44068e-17+0.00704394j 3.80211e-17+0.000592412j 1.03137e-16-0.00825673j -8.21993e-17+0.00868311j 3.28517e-17+0.000214898j -1.86138e-16+0.00595609j -1.15379e-16-0.0164186j 1.37447e-16-0.00716065j -7.96709e-17+0.00431911j 2.83001e-17-0.00567616j -7.4934e-17+0.0302829j 2.07706e-16-0.00342787j -7.24632e-17-0.00346426j 2.17129e-17-0.00539205j 1.21603e-16-0.00489739j -6.86922e-16+0.0249009j -2.06174e-16+0.0190664j 6.32925e-18+0.000529508j -5.83441e-17+0.00141863j -2.32271e-16-0.00790359j -1.85831e-16+0.0104437j 9.31885e-17+0.00883243j 2.22173e-16-0.0161361j 5.72532e-16-0.0114818j -1.42897e-17+0.0032799j 6.17716e-17-0.00526992j -3.35121e-17+0.00799261j 1.2157e-16-0.013202j -2.28468e-17+0.00834468j 3.81129e-17+0.000813457j 4.13071e-17+0.00266487j -1.01447e-16+0.00953466j -1.12594e-16+0.00689609j -2.23434e-17+0.0114503j -4.98347e-18-0.000900659j 3.67432e-19-0.0102701j -6.00916e-17+0.0114374j -1.54495e-16-0.0189257j -1.85144e-17-0.0230816j -1.27616e-15-0.0138387j 6.0725e-15+0.0120809j 
-2.27779e-15-0.00611838j -5.2466e-16-0.00746488j 5.76254e-17+0.00317578j -5.47169e-17-0.0107978j -4.86157e-17-0.0078861j -8.63029e-17-0.0125677j -3.28195e-17+0.000101586j 1.2192e-17+0.0249004j -5.31252e-17-0.0179716j 1.97077e-17-0.00724828j -1.9121e-18-0.00153719j -5.99311e-18+0.00412296j 6.35623e-17+0.00459329j 3.09248e-17+0.0015434j 2.01218e-16+0.0144014j -1.43216e-16+0.000317783j 3.96358e-16-0.00842757j 7.281e-17-0.0147854j -1.34546e-16-0.00954022j -3.47525e-17-0.00941677j 3.0121e-17-0.0292172j -2.27662e-17+0.00140667j -4.3296e-17+0.0070422j -1.28252e-16-0.0248769j 8.60725e-17+0.013744j 1.15789e-16-0.00241764j 8.3418e-17+0.0153123j 3.89856e-16-0.00180605j 3.72714e-16+0.0193862j -3.04635e-17+0.0221076j 3.05546e-16-0.012379j 2.22031e-16-0.0069021j 1.5936e-16+0.0401135j -2.4389e-17-0.0142463j 1.04114e-18-0.00117064j 1.09795e-16+0.0109708j -4.47789e-16-0.0173519j -3.12471e-17-0.0296842j 6.47598e-16-0.000519553j -1.19557e-16+7.68935e-05j 7.54683e-17+0.00529346j 4.73311e-17-0.00942877j 6.94922e-17-0.00952909j 1.01108e-16+0.0113935j -3.90332e-17+0.000639449j -3.15794e-17+0.0174434j 2.66923e-17-0.00370641j -1.7978e-17-0.0194276j 4.80471e-17+0.0197928j -4.32885e-17+0.00530603j -4.27707e-17+0.015121j -2.62681e-17-0.0224551j -2.54926e-17-0.00262102j -3.62226e-17-0.00160327j 1.15331e-15+0.00172421j -5.4212e-15-0.0131901j 
2.66077e-15+0.00544894j 3.96545e-16+0.0159375j 8.68277e-17-0.00582045j 1.76422e-16-0.00993543j 3.24742e-17-0.00380999j -2.76137e-17+0.00928242j -9.05543e-17+0.00783322j -1.80525e-16+0.0133275j 4.18177e-17-0.000327827j 1.97471e-16-0.0190584j 2.44976e-17-0.00462373j -2.02866e-17+0.00447751j 1.26654e-16-0.00947569j 3.40761e-17-0.00482121j -7.24046e-17+0.0123679j -9.10658e-17+0.00504055j 3.20616e-17-0.000330297j 5.22726e-16-0.0170842j -1.61957e-16+0.00627057j -1.4134e-16+0.012452j 2.27139e-16-0.0155253j 1.57197e-16-0.00806287j -2.68833e-16+0.0171539j 1.77102e-16-0.0166354j 1.36221e-16-0.0110964j 2.03815e-16-0.0094227j -3.93034e-16+0.0202581j 4.75666e-16+0.00884034j 4.46795e-16+0.0252708j -3.18392e-16+0.0215121j 2.02188e-16+0.00041557j 1.78266e-16-0.00236283j -2.51098e-16+0.0206085j 2.48701e-16-0.0141074j 1.27154e-16-0.0213868j 3.08114e-16-0.0126077j -1.0089e-16-0.0133848j 1.6912e-16-0.0185571j 1.18263e-16+0.00648193j -1.40411e-16+0.000800283j -9.98317e-17-0.00333553j 6.41908e-17-0.00835284j 2.17945e-16-0.00943415j 1.24659e-16-0.00988438j -1.23259e-16+0.00186929j -2.48437e-16+0.0141754j 3.409e-16-0.0227748j 1.50582e-16-0.0126022j -1.43027e-16+0.00836145j -9.84426e-17+0.00599094j -1.36466e-16+0.00573663j 1.04254e-16-0.00598508j 1.55474e-16-0.0175699j -1.52146e-16+0.0066858j -9.09579e-16+0.00883458j 3.28813e-15+0.0102888j 
-1.30472e-15-0.00253959j -5.80327e-16-0.00677904j -4.17014e-16-0.0080555j 5.09567e-16+0.00964585j -6.50048e-16-0.0146956j 3.15795e-16+0.006612j -4.10113e-17-0.000878345j -3.50695e-16-0.00814659j -7.17546e-16-0.0160456j 4.42494e-16+0.00868383j 5.02607e-16+0.0112138j 2.18128e-16+0.00499576j 3.38231e-17+0.000126282j 5.80327e-16+0.0116643j 7.67439e-16+0.0115677j -5.731e-16-0.00841504j 2.01224e-18+0.0037972j -2.83526e-16-0.00834395j -1.87669e-16-0.00235947j -5.09195e-16-0.0110399j 9.91677e-17+0.00313548j -4.10203e-16-0.00775215j -1.73406e-16-0.00377862j -5.0672e-16-0.0106221j -3.23903e-16-0.00876222j 9.30238e-16+0.0202885j 1.52307e-16+0.00150825j -1.21393e-16-0.00347967j 1.1775e-16+0.00225657j 1.82359e-16+0.00460436j 2.42314e-16+0.0122702j 3.8464e-16+0.0108942j 5.03078e-16+0.0119976j -2.85666e-16-0.00599695j -4.6425e-16-0.00835387j 9.36451e-16+0.0227947j -5.1433e-16-0.00841871j -3.22884e-16-0.0102011j 4.54532e-17-0.00951823j 2.07785e-16+0.00664137j 5.9682e-16+0.00903621j 3.66442e-16+0.00504627j -4.92815e-16-0.0130661j 5.41675e-16+0.0106502j 4.1374e-17-2.16665e-05j -2.10598e-16-0.00504477j -2.56481e-16-0.00555045j 6.46032e-17+0.00166525j 1.03075e-15+0.0242428j 2.71448e-17+0.000748562j -4.1832e-16-0.00952896j 5.48691e-17+0.00149841j -4.01263e-16-0.0078066j -7.28805e-16-0.0148163j 4.33289e-16-0.00396272j -3.20572e-15-0.00798261j 
3.68594e-15+0.0126412j 8.34734e-16-0.000183038j -9.71383e-17-0.00257172j 3.92191e-17+0.0111003j 2.89447e-17-0.00849266j -3.3092e-17+0.00563566j -8.10844e-18-0.00384537j 2.79569e-17+0.0022427j -3.95337e-17-0.00654784j -1.6916e-17+0.0172697j -2.77381e-17-0.000719699j -5.48294e-17-0.00894602j 1.14417e-17+0.0166255j 7.19398e-17+0.00750819j -5.41798e-17-0.000875125j 1.14319e-16+0.00847929j 1.43866e-16-0.00233551j -1.5941e-16-0.000632315j 7.34904e-17-0.0127696j -1.89391e-17+0.00109132j 8.25182e-17-0.0070577j 1.72432e-16-0.0179635j 1.04087e-17-0.00298361j 2.3129e-17-0.00733655j 6.37355e-17+0.00796517j 1.3661e-16+0.0135539j 1.64724e-16+0.00104802j -3.9686e-17-0.00552157j -6.93425e-17-0.00241469j 1.91984e-17-0.00243788j -2.64119e-16+0.00300356j -1.82461e-16+0.0265302j 1.02937e-16+0.00208546j -8.84385e-17+0.00624481j -1.01585e-17+0.00236909j -9.67099e-17+0.00926726j 9.32297e-17+0.0140886j 1.31004e-16-0.0176794j 1.9078e-16+0.00128616j -9.77305e-17+0.00724328j 4.91144e-17-0.000538771j 4.71546e-17+0.00223957j -7.75077e-17+0.00395739j -2.71146e-17+0.013846j 3.27504e-18+0.00767893j 5.51264e-17-0.0013377j -1.9306e-17+0.0147898j 4.00037e-17-0.00698416j -1.7586e-17+0.00792941j 3.7714e-17-0.00608365j 1.02783e-16-0.012593j -3.55037e-17+0.00307914j -7.72497e-17-0.00608007j -4.96396e-17-0.00769859j -9.87462e-16-0.0120286j 4.6676e-15+0.00912964j 
-2.0491e-15-0.00674116j -4.6993e-16-0.00115797j 8.90623e-17+0.00800291j -5.79877e-17-0.00908365j 6.98095e-18-0.00555785j 1.86978e-16+0.0295417j 2.05756e-17+0.00945575j 5.00139e-18-0.0160124j 2.99583e-17+0.00613063j 4.41613e-17+0.0110307j 1.83757e-17+0.0235266j 2.7453e-17+0.0127553j -4.41028e-17-0.010608j -1.15255e-17-0.00942831j 2.83903e-16+0.00724347j -2.90273e-16-0.018897j -7.98313e-16+0.0159518j 1.69465e-17+0.0012793j -5.09624e-18-0.00166306j -1.37156e-18-0.00285934j 1.18422e-17+0.0110735j 1.10788e-16-0.0133539j -3.95566e-17+0.00550852j -3.0189e-17-0.00890224j -4.06733e-17-0.0298918j -1.94745e-17-0.0102568j -1.05163e-16+0.00173795j 7.62755e-17+0.00410614j 1.83442e-16+0.00324043j -3.3968e-17+0.00169135j -8.12232e-19-0.00356091j 3.3934e-17+0.0131328j -1.32342e-17-0.0133475j 3.2615e-17-0.00062362j -1.24548e-16-0.0229316j 4.69857e-17+0.000821617j -1.09039e-16-0.0114195j -1.78084e-16+0.015684j -3.01644e-16+0.00258047j -6.72168e-17+0.0118919j 1.65499e-16+0.0152245j 1.78694e-16+0.00581247j -2.62912e-17+0.00360135j 3.66872e-17-0.00642928j 7.50476e-17+0.00553224j 3.39844e-18-0.0228211j -3.26356e-17-0.0299049j -5.10174e-17+0.00109799j -3.61553e-17+0.0107326j 3.51438e-17-0.0038582j 1.53179e-18-0.0244321j -1.09511e-17+0.0093529j 7.3722e-17+0.00381063j 4.27655e-17+0.0127158j 5.09065e-16+0.0109057j -2.43598e-15-0.0037337j 
-4.67418e-15-0.0125548j -1.07342e-15-0.0153095j 1.41336e-16+0.0219426j -1.04207e-16-0.0106382j -4.46143e-17+0.0106225j 5.64326e-18+0.00454942j -1.0529e-17-9.05685e-05j 2.73658e-17-0.0103292j -4.03336e-17+0.0139465j 6.12839e-17+0.0255403j 1.87274e-17+0.0101206j 2.09427e-17+0.00344503j -1.12655e-17+0.00432617j 8.11754e-18-0.00848937j 4.25891e-17-0.00886436j -8.42634e-17-0.0139922j -3.69667e-16+0.0066569j -2.23665e-16+0.0135138j 1.2264e-16-0.00624747j 2.91198e-18-0.0162775j 5.0636e-17+0.00308565j 1.82216e-16-0.00771934j -7.32559e-18-0.00813339j 1.66201e-17+0.0104971j -9.84262e-17+0.00291258j 4.32072e-17-0.0211941j -1.45861e-18-0.0155003j -4.17785e-16-0.0036238j -5.50325e-16-0.0170966j -3.5209e-17-0.0140206j 2.37344e-16-0.0238539j 6.40511e-17+0.0083096j 1.03544e-16-0.0248494j -1.17245e-17+0.0139087j 5.96842e-17+0.00364473j 9.09863e-17-0.00857724j 8.49029e-17-0.000403273j -1.16352e-16+0.0173203j -3.4288e-16+8.35405e-05j 4.72747e-17+0.00571858j 1.62583e-16+0.013369j 1.39455e-16+0.00879894j -1.87129e-16+0.0196617j 2.50164e-17+0.00491146j 3.07432e-17+0.00976336j 5.87672e-17-0.0200421j -2.00093e-17+0.00198635j -3.66795e-17+0.000922163j 6.81389e-17-0.0114239j 3.83024e-17-0.00957939j 6.12268e-18-0.0127786j -4.48536e-17+0.00265177j 1.61513e-16+0.0268953j 8.30991e-17+0.0177414j 1.14919e-15+0.00518394j -5.52553e-15-0.0126523j 
-8.1383e-15-0.027165j -1.72983e-15-0.00241878j 9.9269e-17-0.0065275j -1.03295e-16-0.0178034j 4.30302e-17+0.00450718j 4.51289e-18-0.0110454j 1.21072e-17-0.000134229j -9.16837e-19+0.00107791j 1.18184e-16-0.0110645j 3.47679e-18-0.00983079j -2.2654e-17+0.00102251j -1.97942e-17+0.00191291j 4.13865e-18-0.01274j -7.84549e-17+0.00729298j 2.36962e-16+0.0129288j -2.25993e-16-0.0120038j 1.68929e-16-0.00413197j 3.141e-16-0.0217971j -1.91133e-16-0.000686753j 6.24672e-17-0.0178294j -3.34949e-17+0.00149085j -1.83358e-16+0.00680366j -4.78484e-19+0.00210954j 8.38226e-18-0.00265353j 4.38673e-17+0.0123267j -1.41999e-16-0.00727281j -4.99703e-17+0.00934269j 4.8755e-16+0.00643441j 5.12605e-16+0.0181495j -5.10671e-17+0.0209053j 1.44911e-16-0.000264436j 1.5651e-16-0.0129972j -8.66097e-17+0.0214616j 7.9145e-17-0.0187063j 1.11407e-17+0.00274377j -6.49874e-17+0.00161264j -5.82796e-16-0.0350757j -5.9696e-17-0.0142799j 5.8827e-16-0.00270188j -4.94242e-17-0.00115883j 1.9637e-16+0.0152748j 1.48548e-16+0.000785909j 2.12959e-16-0.0141667j 3.39126e-17+0.0033572j 1.49148e-17+0.00613635j -7.88506e-17+0.00341843j -3.42024e-18-0.0139206j -3.20543e-17+0.00168057j -1.13156e-16+0.0134605j -6.08584e-17+0.00794256j -7.24867e-17+0.02158j 5.58265e-17-0.00935257j 3.46251e-17-0.00262455j 1.07022e-16+0.00382214j 2.40086e-15+0.0214843j -1.08242e-14-0.0226668j 
