-6.88773e-15-0.0144506j -1.51731e-15-0.0410662j 1.11238e-16+0.0280313j -9.61754e-17+0.00172809j -2.61456e-17-0.004719j -9.14198e-17-0.0139738j -2.46386e-17-0.00352988j -4.36433e-18-0.000119992j 5.05588e-18-0.00650691j 5.09645e-17+0.0257139j -2.15238e-17+0.0151003j 3.67303e-17+0.0211546j -1.29335e-17+0.00813478j 3.81071e-17-0.00157929j 2.24009e-16+0.00229497j -2.64364e-16-0.0224048j -2.89258e-16+0.00502555j -2.16649e-16+0.0157198j 9.20459e-17+0.00138915j 8.55437e-17-0.0366749j 7.26782e-17-0.0181577j 3.57245e-17+0.00478105j 4.70389e-17-0.0164183j 9.64368e-19-0.00354619j -7.7366e-17-0.000746648j -3.93619e-17-0.00310861j 1.59506e-16-0.0222723j -6.85427e-16-0.0163244j -1.08947e-15-0.0250997j -6.86291e-17-0.014457j 3.70117e-16-0.02911j 1.4022e-16-0.0113339j -1.29562e-17+0.00453918j -4.61409e-17+0.00950299j 3.05453e-17-0.000485272j -3.23258e-17+0.0209459j 4.55818e-17-0.00703874j 2.11107e-16+0.0101446j 4.45291e-16-0.0212457j 1.05431e-17+0.00145745j 1.93697e-16+0.0142905j 1.25604e-16+0.00618164j -6.63664e-17+0.00384134j 2.51974e-17+0.018812j 4.7938e-17-0.0072912j 7.49899e-17-0.00673243j -4.69153e-17+0.00646817j -8.4684e-18-0.00571245j -1.12806e-17+0.00915902j 1.12207e-18-0.00507336j -1.8497e-17-0.00796048j -1.8547e-17-0.0166828j 1.19828e-16+0.0357157j 8.86577e-17-0.00413466j 2.69497e-15-0.0122763j -1.24494e-14-0.0339159j 
1.8007e-14+0.0858295j 1.62148e-15-0.129891j 1.62145e-15+0.107889j 9.386e-16+0.0800981j -1.19141e-15-0.0571258j -1.11684e-15-0.0600007j -5.80689e-16-0.0285353j 1.14577e-15+0.0847654j -1.14526e-15-0.0357484j 2.04822e-15+0.104365j 6.53706e-16+0.0105876j 1.79022e-16+0.0293967j 2.33079e-15+0.131855j 2.24103e-17-0.0175368j -1.10529e-15-0.0323274j 7.46904e-16+0.0257445j 6.88328e-16-0.0148963j -3.41662e-16+0.116206j -5.8836e-16-0.0478941j -4.47709e-16-0.0395127j -1.23211e-15-0.145113j 6.56628e-16+0.0018097j -5.40974e-16-0.051683j -1.46646e-15-0.0609872j 4.77026e-16+0.0354931j 1.43803e-15+0.0511905j 4.11577e-16-0.0689449j -4.75675e-15-0.0950093j -6.58e-15-0.115429j -1.32749e-15-0.089198j -8.55456e-16-0.105114j 9.1747e-16+0.0175297j 8.71731e-16+0.0346692j 7.43656e-16+0.0863749j 1.18249e-15+0.0384302j 1.82061e-15+0.105909j 4.32403e-15+0.135328j 1.31755e-15-0.0076717j 3.36731e-16-0.0438428j 3.25863e-16+0.00074396j -5.45305e-16-0.0345814j -6.74967e-16-0.0193049j 3.56827e-16+0.0585539j 1.46251e-15+0.0938504j -4.61798e-16-0.0505647j 3.47105e-16+0.0302407j 1.91701e-15+0.13905j -1.00275e-15-0.0793246j 7.24835e-16+0.0085773j -6.46193e-16-0.0395488j -1.13569e-15-0.0623061j -1.16876e-15-0.0723978j 1.63916e-15+0.103239j -7.76811e-16-0.0591257j -3.59983e-15-0.157795j 5.78249e-15-0.0184573j 
9.0956e-15+0.0218103j 1.15027e-15+0.0391966j -4.40066e-16-0.118449j 1.46264e-15+0.0738681j -1.57729e-16-0.0445137j -9.55956e-16-0.0468085j -2.51575e-16-0.0183593j 8.11961e-17+0.004052j -2.2977e-16-0.0805021j 3.47105e-16-0.0759933j -1.61376e-16-0.0524977j 3.3449e-16-0.013235j 5.82803e-16-0.0225964j 4.40625e-16+0.0899946j 1.85966e-16+0.0498727j -1.24064e-17+0.0381688j 1.59496e-15-0.0305788j 1.96257e-15-0.0880693j -4.76109e-16+0.0555217j -7.09945e-16+0.00548072j -9.152e-16+0.00228803j -7.09856e-16+0.013292j -4.62198e-16-0.00281462j 1.45989e-16-0.00818843j 6.52923e-16+0.008341j 4.96869e-16+0.12878j -4.60756e-16+0.035824j 6.96458e-16+0.00542709j 6.62149e-16+0.0488526j -4.74754e-16+0.051306j -1.86546e-15+0.125929j -9.65524e-16-0.0272425j -2.57158e-16+0.112238j 3.64015e-16-0.0642201j -1.57553e-16-0.0141728j 3.47989e-16+0.0551574j -4.46122e-16-0.0337452j 1.17236e-15-0.106653j 2.63654e-15-0.0491231j -4.0518e-16-0.0233836j -2.18064e-16-0.0345553j -1.48868e-16-0.00409511j 8.52147e-16-0.118862j 6.39386e-16+0.0144913j -6.85028e-16-0.0299304j 5.80515e-17+0.0839843j 9.0902e-16+0.0118858j 8.52601e-17+0.023601j -1.57047e-16+0.0728916j -2.62566e-16+0.0425607j -9.74739e-17+0.0652569j -2.40463e-16-0.00483308j -1.89121e-16-0.115957j -1.28555e-15-0.113914j -2.65212e-15-0.0236183j 8.2625e-15+0.0165216j 
-1.84544e-14-0.0682203j -4.70457e-15+0.0129026j 1.42922e-15-0.0345761j -2.06311e-16-0.0379443j 8.95381e-17-0.00625958j 2.9531e-16+0.0443995j 1.23715e-16+0.00949689j 1.0983e-15-0.0519923j 6.57632e-16-0.024805j 7.12275e-16+0.0123757j -3.33002e-17+0.0439611j 1.01019e-16+0.00035413j 9.10077e-16-0.0413831j -9.11547e-16+0.0254996j 6.04124e-16+0.0411486j -5.28898e-16-0.0515337j -9.82147e-16+0.0177937j 1.80288e-15-0.0629695j -9.76014e-16-0.019598j 2.85625e-16-0.0381784j -1.61562e-15+0.059279j -4.50248e-16-0.0304161j 9.11177e-18+0.00823468j -5.76575e-16-0.0119271j 3.44978e-16-0.0155341j -9.46573e-16-1.98984e-06j -4.1479e-16+0.0291404j 1.00303e-15+0.0262397j 1.38711e-15+0.0514269j -6.2167e-16+0.0508635j -2.13773e-15+0.0354424j 1.05598e-16+0.0378725j -2.43339e-16+0.011011j 9.39254e-16-0.0443882j -1.93531e-16-0.0231914j -4.41523e-16+0.017498j -4.00136e-16-0.0909719j -3.01325e-16-0.0216333j 1.12478e-15+0.00371084j -2.50494e-16+0.0293327j 5.92754e-16+0.0661242j 4.34042e-16+0.0250982j 1.47866e-15-0.0326878j 4.19264e-16+0.00642353j 8.0119e-17+0.0412804j 1.12808e-16-0.0492794j 5.75421e-16-0.0714002j -1.1519e-15+0.0239179j -8.75089e-16+0.0619361j -4.32794e-16+0.00749019j -5.64656e-16-0.00735712j -5.19561e-16+0.0238866j 9.90392e-16-0.0298874j 6.32941e-16+0.014464j 4.0862e-15+0.0699035j -2.19153e-14-0.0407962j 
-2.25965e-14-0.058261j -4.84736e-15-0.0781723j -6.38531e-16+0.00241675j 5.08376e-16+0.0505857j 4.54677e-16+0.0547739j -1.67533e-15-0.128089j -3.75333e-16-0.0474662j -3.41979e-16-0.0515704j 9.5874e-17+0.00939821j -2.07282e-16+0.0371446j -8.01635e-16-0.0582213j -1.17441e-16+0.00614448j -2.05418e-16-0.000659493j 6.86835e-16+0.0655184j -5.39119e-16-0.0348004j 3.10682e-16-0.0235968j 6.00292e-16-0.0205599j 1.21562e-16+0.0147049j 6.62575e-16+0.0871088j -1.75653e-16-0.115101j 3.07286e-16+0.0179147j -9.18033e-17+0.0437026j -8.90878e-17-0.094124j 1.63351e-15+0.135089j 5.49949e-16+0.0771495j -1.85543e-16+0.0250483j -1.26068e-16-0.112103j -2.558e-15-0.0336269j -4.18232e-15-0.113405j -2.20845e-16-0.0779953j 5.61703e-16-0.00862418j -9.02788e-16-0.0806132j -6.85561e-16-0.038666j -6.07732e-17+0.032659j 1.0117e-15+0.0630836j -4.60201e-16-0.0102796j 1.47125e-16-0.0172177j 1.34206e-15+0.0201932j 1.81745e-15-0.0975855j 1.55278e-16-0.04434j 1.87912e-16-0.00111003j 1.86055e-16+0.0493787j -2.4469e-16-0.0230965j -1.71851e-17+0.0413367j -2.4361e-16-0.0187242j 4.10398e-16+0.0222153j 6.62157e-16+0.100665j 7.23747e-16+0.0659023j -4.80894e-16-0.0562155j 8.99933e-17+0.00222842j 7.7405e-16+0.067814j 1.58384e-16-0.0101548j 1.34992e-16+0.0720826j -3.03825e-16-0.0535214j 6.50971e-15-0.0256785j -2.97439e-14-0.0796112j 
1.43197e-14+0.042712j 3.12968e-15+0.0265798j -1.03758e-16-0.0380742j 3.97697e-16+0.0214416j 4.61649e-16-0.0552178j 1.03766e-16+0.0178025j -6.14587e-17+0.00483312j -4.59423e-16+0.0385787j 6.09395e-16-0.0568026j 4.57414e-16-0.0422706j -3.52427e-16+0.0168103j -7.5696e-17-0.0134519j 7.34029e-17+0.0153923j 1.75947e-16+0.00226013j -2.07527e-16+0.0231393j 5.74404e-17+0.0315135j 8.06927e-16-0.0108158j -2.03136e-16-0.00869913j 6.29936e-16-0.0468998j -4.2796e-16+0.0567249j -3.3196e-16-0.00397936j -1.08883e-15+0.022399j -3.71966e-16+0.0289559j 4.3136e-16-0.0752753j 1.79951e-16-0.013467j -2.63234e-16+0.0669303j -3.63695e-16+0.0546161j 1.00272e-15-5.56699e-05j 8.52742e-16+0.0495552j -4.3794e-16+0.0370215j -1.15759e-15+0.0537241j 1.90961e-17+0.0140079j -6.9283e-16+0.0669873j 3.28375e-16-0.0283597j -5.52836e-16+0.00775734j -1.30154e-15+0.0737182j 1.85057e-16+0.0279903j -2.07325e-16-0.0286954j -5.92473e-16+0.0265533j -2.0508e-16+0.00485621j -3.81223e-16-0.0208882j 1.95668e-16-0.0339124j 3.98201e-16-0.0262432j 3.35836e-17+0.00139276j 3.9525e-16-0.0250489j 4.25032e-17+0.0196169j 1.50123e-16-0.00360144j 1.69705e-16-0.0194267j -6.43344e-16+0.0564065j -2.41366e-16+0.013552j -1.66848e-16-0.00509854j 2.54621e-16-0.0074752j -1.15538e-16-0.0602733j -8.57222e-17-0.0410754j -3.19729e-15-0.0250488j 1.49126e-14+0.0315455j 
3.00159e-15-0.000985283j -8.83543e-16+0.0342423j 1.28891e-15-0.0271822j 2.44526e-16+0.00876567j -1.75494e-15+0.030011j 4.55968e-16+0.0093318j 3.71836e-16-0.00292744j 2.01042e-15-0.0414637j -1.28479e-15+0.0349058j 2.59633e-16-0.00103254j 1.35712e-15-0.0266907j 1.03714e-15-0.0190014j 1.15895e-15-0.0197332j -1.05942e-15+0.0154995j 3.75644e-16-0.0168688j 2.4999e-16+0.00852399j -8.25031e-17+0.00372223j 1.4884e-15-0.0128547j -1.64219e-15+0.0352129j 2.62343e-16+0.00962889j -2.34443e-15+0.0431195j 4.28981e-16-0.02041j 6.2448e-16-0.00751997j -2.84651e-15+0.0590196j -8.44542e-16-0.00105611j 4.26449e-16-0.00691082j 4.9292e-16-0.0148232j -8.93482e-16+0.0161146j 5.23154e-16-0.011126j 4.83919e-16-0.0157371j -1.77012e-15+0.0289693j -2.06631e-16+0.0122632j 1.94409e-15-0.0537968j 1.04932e-16+0.0082484j -4.74709e-16-0.00490813j 2.52186e-15-0.0536793j 9.94713e-16+0.000655734j -1.87245e-16+0.00931862j 2.48064e-17-0.00190001j 5.49399e-16-0.00437287j -3.97775e-17-0.00852027j -1.10569e-15+0.0209704j 3.36569e-16-0.00021672j 6.72922e-16-0.0204303j -1.03793e-15+0.017752j 2.38656e-16-0.00850551j -1.37383e-16+0.00199701j -1.88031e-15+0.0339698j 1.68531e-15-0.037847j -1.10201e-16-0.00177197j -1.0785e-15+0.00347025j -1.43542e-15+0.0378878j 5.7807e-16-0.0177691j -4.23837e-16+0.00748639j -3.45733e-15+0.0184235j 8.7944e-15+0.0268795j 
1.57031e-14+0.0492514j 4.03617e-15+0.0266657j -9.65266e-16-0.00482334j -1.49101e-16+0.0344657j 2.86719e-16-0.0110722j -2.3182e-16+0.0644903j -1.07988e-16+0.0121243j 1.44959e-16-0.0350797j -4.88716e-16+0.036206j -8.34669e-16+0.0299999j -2.60439e-16-1.44026e-05j -5.93903e-16+0.0114691j -3.04119e-16-0.00319036j 3.86818e-16+0.000185105j -5.91542e-17-0.00161155j 3.72101e-16+0.00672475j -1.72941e-15+0.0277434j -2.30306e-16+0.00231578j -4.72913e-16+0.0393758j 2.38765e-16+0.0236589j 1.0582e-15+0.000409092j 1.57691e-15-0.072325j 1.45283e-16+0.00499018j 3.37037e-16+0.0105669j 9.34615e-16-0.0683464j 4.73962e-16+0.00506694j 4.10259e-16-0.0107513j -6.82766e-19+0.00284526j 5.78704e-16-0.0170474j 6.33431e-16-0.0236187j 2.07346e-16+0.0148327j -7.83116e-16+0.0576892j 3.5237e-16-0.0489511j -5.9529e-16+0.0236172j 7.31071e-16-0.0726857j 5.06038e-16-0.0375006j 1.44671e-16+0.028988j 2.63851e-16-0.000253102j 3.81043e-16-0.0092026j -4.17547e-16+0.0188398j -6.11262e-17-0.0135941j -2.30523e-16+0.0191822j -4.25408e-16+0.00549311j -2.20047e-16-0.0153848j -3.04198e-17+0.0124089j 6.57795e-17-0.0141229j 2.35099e-16-0.0246061j 4.50998e-16-0.000206064j -2.78412e-17-0.00677535j 4.65533e-16-0.0157038j 1.17569e-15-0.0657185j -2.03349e-17+0.0393594j -6.33207e-16-0.0230858j -2.33581e-16+0.000318159j -4.66501e-15-0.0196617j 2.3912e-14+0.0561719j 
3.52505e-15-0.00355487j 9.69248e-16+0.072496j -2.9733e-16-0.0720721j 6.64654e-17-0.000818122j 3.29238e-16+0.0417624j -5.8077e-16-0.0364043j -5.42397e-17-0.010329j 2.80247e-16-0.00446529j 1.17987e-16+0.0144409j -4.45051e-16-0.0682158j -3.57085e-16-0.0741736j -2.80787e-16-0.048176j 1.00139e-16-0.0299785j -1.4966e-16+0.0335699j -7.72267e-16-0.00946993j 9.06829e-16+0.0459124j 1.25287e-15-0.0302225j 1.0158e-15-0.0542837j -4.95828e-16+0.0391759j 4.76762e-17+0.035117j -2.4252e-16+0.0351856j -3.53014e-17+0.0129563j 4.8945e-17+0.00922923j 4.21345e-16+0.0601926j 7.27292e-16+0.0496104j -3.23576e-16+0.00368077j -2.6588e-16+0.0216613j 1.21274e-15+0.0330419j 1.76169e-15+0.0362215j 2.1229e-16+0.0261824j -5.54361e-16+0.0605614j -5.43314e-16-0.0258519j -1.11314e-16+0.001727j 1.31998e-16-0.0275864j 6.19225e-16+0.0263883j -1.14349e-16-0.0679642j -4.37366e-16-0.0174234j -1.33969e-17-0.0398243j 6.30552e-16+0.011471j -4.87938e-17-0.0285828j -4.86212e-16-0.0330347j -4.871e-16-0.00119999j 4.78721e-16-0.0315745j -1.25277e-16-0.0304498j -2.76439e-16+0.0130593j -1.39615e-17+0.0461338j 4.90304e-16+0.0162761j 6.02282e-17+0.0332298j -3.58403e-16-0.0419789j -2.59604e-17+0.0228331j 4.50095e-16+0.0771895j -2.26905e-17+0.0202374j -1.89426e-16-0.0635958j -2.00225e-17-0.00597836j -2.58732e-15+0.0352904j 1.26347e-14+0.0392241j 
7.17534e-15+0.0214695j 5.50439e-16+0.00102789j 8.09819e-16-0.00865279j 6.72824e-16+0.0237352j -1.12581e-15-0.0301605j 1.48465e-15+0.0317576j 3.70985e-16+0.00743548j -9.37848e-17-0.0117136j -2.05032e-16-0.0119336j 1.04925e-15+0.00471358j 1.40801e-15+0.0208316j 9.92079e-16+0.0169449j 4.22775e-16-0.00345561j -5.43174e-16+0.00327605j 5.43079e-16+0.0152851j -7.9765e-16-0.00621794j 6.80093e-17+0.0153807j 1.06934e-15+0.000490692j -4.53646e-16+0.00768343j 8.55137e-18+0.00856129j -5.18154e-16+0.00195381j -5.21227e-16-0.0160777j 5.58768e-17+0.00445831j -1.37328e-15-0.0236129j -1.71984e-15-0.0472192j 4.48841e-16+0.030228j -1.62974e-16+0.00467878j -5.56005e-16-0.00388679j -4.89403e-16+0.00127557j -5.18607e-16-0.000544583j -9.6173e-16+0.0218359j 6.3707e-16+0.0178964j -2.62351e-16+0.00634653j 4.84034e-16-0.00243643j -1.38682e-15-0.0358715j 1.2096e-15+0.0270003j 9.11624e-16+0.00693215j 9.69247e-16+0.00132497j -2.04798e-18-0.00987836j 4.77063e-16+0.0108712j 2.59129e-16-0.00115523j 1.15654e-17+0.00201756j 4.53775e-16-0.0154182j 2.55465e-16-0.00122195j -3.71605e-16-0.0108302j -7.80901e-16-0.00720616j -6.51194e-16-0.0222727j -5.75301e-16-0.001488j 8.49169e-16+0.0303798j -3.73594e-16-0.000482328j -1.9021e-15-0.0343023j -1.39128e-17+0.00973337j 4.09833e-16-0.0183862j -3.23141e-16-0.0208316j -2.34934e-15-0.0172595j 6.40333e-15+0.0122447j 
-5.46636e-15-0.0191955j -1.19394e-15+0.000440063j 2.6313e-16+0.00380216j -1.03485e-16-0.013605j -7.08278e-17+0.00810611j 7.67026e-16+0.0285228j 7.91852e-17+0.00111236j -1.56273e-16-0.0279551j 1.70189e-16+0.0112416j 7.50438e-16+0.0435912j 2.80508e-16+0.0117614j -1.35136e-16-0.0062191j 2.33829e-16+0.000980865j -2.95494e-17+0.00917052j 2.3306e-16+0.00384997j -2.78193e-16-0.0180482j -3.57909e-16+0.0107214j 1.95436e-16-0.0176594j -4.10355e-16-0.0100157j 4.15368e-18-0.0246751j 2.09404e-16+0.0112786j -3.01921e-16-0.0495646j -3.19342e-18-0.00488375j -3.9863e-17+0.00910996j -1.49072e-16+0.00269191j 3.22098e-17-0.0179849j 6.14422e-18-0.00377879j 1.43161e-16+0.00524596j 1.75048e-16+0.00123394j -1.52812e-16+0.0028672j -3.14465e-16-0.00947018j 8.00252e-16+0.0501167j -2.90897e-16-0.0243963j 2.41012e-16+0.00490318j -2.93672e-16-0.0151249j 2.2819e-17-0.0178717j -2.15907e-16-0.0213909j -1.19823e-16-0.0168726j 5.05286e-16+0.00148257j 1.99547e-16+0.0217605j 7.39984e-16+0.0306751j 6.0777e-16+0.0223839j 2.74242e-16+0.0110258j 2.11664e-16+0.0141993j 4.27294e-16+0.0379724j -4.96829e-16-0.0308562j -1.01188e-16-0.0130734j -1.77743e-16+0.0013727j 5.0402e-17+0.00796174j -2.07215e-16-0.0128574j -6.15631e-16-0.0250921j 2.45167e-16+0.0178196j 1.35266e-16+0.00379766j 3.24642e-16+0.0212068j 9.62448e-16+0.0219435j -4.2953e-15-0.00655545j 
-3.83976e-15-0.00669699j -5.57381e-16-0.0240824j -3.71028e-16+0.0295479j -1.30631e-16-0.0169886j -6.21134e-17+0.0021645j -1.30123e-16-0.0243001j -8.85197e-17+0.00154566j -5.00008e-16+0.0351604j -2.66655e-16-0.00220917j -3.57586e-16-0.00216467j 1.53642e-16-0.00741208j -1.40519e-16+0.0193408j -3.35738e-16+0.00611085j 2.29706e-16-0.0114524j 1.41894e-16+0.0086688j -2.79148e-16-0.00453259j 2.89665e-16-0.00677193j -1.25587e-16-0.00126079j -1.21789e-16+0.00629577j 1.3478e-16-0.0209214j 1.18883e-15-0.0551512j 6.73131e-16+0.00310908j -7.91183e-17+0.00375743j 1.96808e-16-0.0186067j -5.24996e-17+0.0116815j 5.37121e-16-0.0278922j 1.24772e-16+0.000916334j 1.45739e-16-0.00786638j -1.46707e-16+0.00343824j 1.04373e-17+0.010724j 1.72554e-15-0.0457099j 2.64893e-16-0.0258428j -1.82659e-17+0.0354621j -2.76576e-16-0.00353179j 4.38219e-16-0.00976572j 6.47571e-16-0.0074057j -5.45136e-16-0.0166391j 5.09725e-16-0.0204194j 7.7956e-16-0.00935293j -1.41772e-16-0.00565483j 7.51569e-17+0.00190711j 4.01259e-17-0.0105948j -3.21137e-16+0.00139607j -1.41999e-16+0.00963378j -2.06432e-16-0.00465151j -3.59131e-16+0.0258247j -9.36164e-17-0.00210832j 6.02492e-16-0.02985j 2.02794e-16+0.0025396j 1.31288e-16+0.002188j 1.37347e-16+0.017407j 3.25234e-16-0.0364611j -2.22651e-16+0.0238931j -1.66259e-16+0.0104826j 2.06576e-15-0.00427891j -8.3356e-15-0.0215216j 
9.30034e-16+0.00456145j 4.03205e-16-0.00616297j -6.83756e-17+0.0129865j 1.69136e-16+0.00189271j 4.73705e-17-0.00980634j 1.05427e-15+0.0315775j 2.07851e-16+0.0071716j -1.0439e-15-0.018175j 5.0635e-16+0.00680184j 3.1563e-16+0.0184392j 4.7037e-16+0.0294391j 2.42879e-16+0.00935309j -5.38602e-16-0.000101341j -6.23238e-17-0.0140743j 3.55063e-17-0.00329735j -5.82313e-16-0.0146091j -2.9818e-16+0.0173867j -1.2267e-16+0.0214629j 6.38139e-16-0.0112282j 1.04702e-16+0.00569816j 9.52065e-16+0.0192467j -2.52666e-16-0.00534599j -9.75032e-17+0.000192156j 4.54835e-16-0.0077697j -1.16405e-15-0.0318262j -1.89263e-17+0.000203038j -3.64232e-16-0.00659558j -1.56415e-16-0.00248024j -6.4847e-16-0.0119754j -4.48441e-16-0.0145258j 2.61658e-16-0.00111826j 2.42001e-16+0.0174635j -1.14702e-15-0.0278491j 1.98312e-16+0.0117482j -7.10627e-16-0.010669j -3.52619e-16+0.0135803j 3.58657e-16+0.0130695j 7.31765e-16+0.034252j -9.44871e-16+0.00570394j 2.11539e-16+0.0118333j 2.20894e-16+0.00874192j 5.08374e-16+0.00464079j -9.94922e-17+0.0143688j -4.52426e-16-0.00533513j 1.80822e-16-0.00197628j -6.76483e-16-0.0313128j -7.04251e-16-0.0149366j 5.58476e-16+0.00478376j -1.64573e-16+0.00425495j -6.22083e-17-0.00871984j -7.39405e-16-0.0364368j 7.40228e-16+0.014713j 3.10549e-17+0.0109709j 1.64282e-16+0.00714857j -7.89422e-17-0.00326013j 1.45301e-15+0.00240196j 
-2.34686e-16-0.00461687j -5.54865e-16+0.014128j 2.26152e-16+0.00773364j -3.6232e-16-0.0148091j -1.03832e-15+0.0204841j -2.18829e-16+0.0166011j -1.53027e-16+0.00791205j 1.54701e-15-0.0152162j -1.65037e-15+0.0326671j -3.08436e-17-0.000610199j 7.50629e-16-0.004674j -5.88879e-16+0.00427427j 1.19169e-15-0.017003j -2.55916e-16-0.0126197j 1.91151e-16-0.0073519j 4.72417e-16-0.00570112j -1.14966e-15+0.00996732j 4.52191e-16+0.00022281j -2.61664e-15+0.0205749j 4.33213e-16+0.00557554j -5.30398e-16+0.00945155j 1.08539e-15-0.0137076j 3.22797e-16+0.00580622j -1.99747e-15+0.0220993j 1.22498e-15-0.0166367j 8.95923e-16-0.0344927j 8.31351e-16-0.00554933j -3.67619e-16+0.0114788j 1.06225e-15-0.00230406j 8.26731e-16-0.00554981j 2.05981e-16-0.0111548j 6.27299e-16-0.000436801j 1.78289e-15-0.0331896j -2.86288e-16+0.00606315j 1.59275e-15-0.0196137j 2.58994e-15-0.0442643j 6.06515e-16-0.00765652j -9.39526e-16+0.0180134j 4.94194e-16+0.0051877j 3.14974e-16+0.000546544j 1.63831e-16+0.00093838j -8.86114e-16+0.0070095j 2.01893e-16+0.0117147j 9.4013e-16-0.0209998j -2.17958e-16+0.0104587j -2.98941e-17-0.0094564j 9.01897e-16-0.0211232j -9.82054e-16+0.00627263j 1.34061e-15-0.0260132j 4.93191e-17-0.00326008j 1.28179e-16-0.00568181j -8.58646e-16+0.0131664j -3.00129e-17+0.00613473j -3.30591e-16+0.0273008j -1.07117e-15+0.0186718j 2.18481e-15+0.0104644j 
-1.45062e-15-0.0113102j 5.84125e-16+0.0290854j 4.01128e-16+0.012489j -1.25678e-15-0.0646274j 6.54295e-16+0.0149519j 3.94982e-16+0.0059148j 2.02359e-16+0.0086503j 2.8835e-16+0.0503283j 7.44488e-16+0.000242261j -5.41148e-16-0.0237163j -2.81725e-16+0.00190548j -6.34058e-16-0.0331997j -1.45673e-16+0.0124585j -7.74582e-16-0.0348095j -5.55792e-16-0.00419736j 5.82111e-16+0.019817j 7.8593e-16-0.0185801j -4.79657e-16-0.0081742j -2.13031e-16-0.071378j 7.66039e-16+0.0377803j 2.11309e-16-0.0125023j 2.42209e-17+0.0122545j 3.79122e-16+0.0375302j -4.44113e-17-0.039603j 3.13653e-16+0.048775j -9.98059e-16-0.0520534j 3.50581e-16+0.051748j 1.87738e-15+0.0192651j 2.36835e-15+0.0575275j 2.6647e-16+0.0443375j 2.88386e-16-0.030093j 4.97501e-16+0.0118159j -1.00937e-16+0.0219486j 2.75416e-17-0.0160918j 3.96348e-16+0.039573j -1.24546e-15-0.0184476j -4.4072e-16-0.00429164j -8.61467e-16-0.016848j -3.97323e-16+0.0658091j -1.1707e-16+0.00585684j -3.07578e-16+0.00795139j -2.18419e-16-0.03056j 4.51074e-16+0.0345854j -6.48644e-16-0.00876702j 4.77685e-16+0.0254949j -6.35381e-17-0.000996847j -3.11419e-16-0.00748184j -1.90465e-16-0.0327102j -7.7147e-16-0.00926446j -5.02513e-17+0.000554817j 2.57632e-16+0.0250236j 1.82792e-16-0.0169269j -2.17189e-17-0.00452306j 1.25459e-15+0.0542832j 6.75957e-16+0.0388758j 1.00688e-15+0.00934932j 
8.45872e-15+0.0256793j 1.89869e-15+0.0141933j -2.689e-16-0.0261197j 2.21511e-16+0.0313289j 3.94407e-17-0.00638301j -5.14534e-17-0.00613212j -1.38844e-18-0.0118844j -1.39665e-17-0.00062218j -3.93467e-17-0.00925114j -4.08901e-18+0.0111412j 3.37645e-17-0.0242615j -1.09669e-16-0.0242119j 7.45108e-17+0.0208024j 6.7868e-17+0.0270327j -3.37976e-16-0.00492261j 3.87332e-16+0.0276352j 6.80549e-16-0.0118009j 1.42141e-16-0.0118533j -8.86673e-17-0.000745212j 2.12675e-17+0.00828049j 1.86791e-16-0.0031781j 1.68998e-16-0.0237309j 4.73229e-17-0.00872825j 1.2019e-16+0.00901529j 1.15392e-16+0.0225049j 1.98304e-16+0.0353577j 2.0967e-16-0.000389401j -2.61355e-17-0.00502134j -6.71562e-17-0.00435914j 8.60082e-18-0.00508082j -6.45247e-16+0.026772j -3.56699e-16+0.0321635j -8.09435e-17+0.00380274j -5.53969e-17+0.00622955j 7.60485e-17+0.00938283j -8.05367e-17+0.00305645j 2.95942e-16+0.0247452j 5.70131e-16-0.0382305j 6.96033e-16-0.00480733j -5.96478e-17+0.00111882j -3.24761e-17-0.0153391j -6.84857e-17+0.00549941j 8.77187e-17-0.00736916j -8.57239e-17+0.0169828j -8.70242e-17+0.00882655j -9.6105e-17+0.0146975j 4.56138e-17+0.0361064j 1.38435e-16+0.00122427j -6.15197e-17+0.00209445j -5.21852e-18-0.00339849j 4.75617e-17-0.00119033j 4.53126e-17+0.0108094j -1.84494e-16-0.026982j -1.40699e-16-0.0264483j -2.61861e-15-0.0211935j 1.22285e-14+0.0260304j 
