-0.0367194-0j -0.00649114-0j -0.000540929-0j -0.0319283-0j -0.00532138-0j -0.00325867-0j -0.000665172-0j -3.91957e-05-0j -0.0200667-0j -0.0202747-0j -0.00323826-0j -0.00327181-0j -0.00264402-0j -0.00267142-0j -0.000381632-0j -0.000330503-0j -0.000385587-0j -0.000333928-0j -3.89502e-05-0j -3.93538e-05-0j -1.77782e-06-0j -1.79625e-06-0j -0.0148632-0j -0.0183922-0j -0.0107288-0j -0.00235007-0j -0.00290807-0j -0.0018579-0j -0.00169637-0j -0.0012386-0j -0.000268164-0j -0.00229903-0j -0.00153269-0j -0.00030965-0j -0.0013411-0j -0.000331836-0j -0.000109478-0j -0.000894067-0j -2.58041e-05-0j -0.000193571-0j -2.73694e-05-0j -0.000383172-0j -0.000135472-0j -0.000223517-0j -3.1931e-05-0j -2.28078e-06-0j -7.90251e-05-0j -3.38679e-05-0j -1.86264e-05-0j -8.49998e-08-0j -2.82233e-06-0j -1.97563e-05-0j -1.05182e-07-0j -1.64636e-06-0j -6.13561e-08-0j 
-0.00241365-0j 0.0410524-0j -3.55565e-05-0j -0.00209872-0j -0.000349786-0j 0.0414322-0j 0.00420679-0j -2.57642e-06-0j -0.00131903-0j -0.0013327-0j -0.000212858-0j -0.000215064-0j 0.0167218-0j 0.0168951-0j -2.50855e-05-0j 0.00420217-0j -2.53455e-05-0j 0.00424572-0j 0.000246335-0j 0.000248888-0j -1.1686e-07-0j -1.18071e-07-0j 0.0019488-0j -0.00120896-0j -0.000705229-0j 0.000308132-0j -0.000191154-0j -0.0234377-0j -0.000111507-0j 0.0001624-0j 3.51606e-05-0j 0.0145399-0j -0.000100747-0j -0.00390629-0j 0.00848161-0j -2.18124e-05-0j -0.00417195-0j -5.87691e-05-0j 3.38333e-06-0j -1.27239e-05-0j -0.000694129-0j 0.00242332-0j 0.00258813-0j 0.0014136-0j -2.0989e-06-0j -2.87725e-05-0j 0.00150974-0j 0.000430612-0j -1.22436e-06-0j 1.11448e-08-0j 1.78494e-05-0j 0.000251191-0j -6.91385e-09-0j 1.04122e-05-0j -4.03308e-09-0j 
-0.000385587-0j 0.00651671-0j -0.077876-0j 0.000325731-0j -0.00519025-0j 3.32448e-05-0j 0.0303612-0j 0.0110414-0j -0.000210719-0j 0.000212816-0j 0.00325101-0j -0.00328337-0j -2.77646e-05-0j 2.8041e-05-0j -0.0179297-0j 0.000331805-0j 0.0181082-0j -0.000335107-0j -0.00560754-0j 0.00566336-0j -0.000862135-0j 0.000870716-0j -0.000156077-0j 0.000187637-0j -0.000103177-0j 0.00235933-0j -0.00283641-0j -1.95096e-05-0j 0.00155968-0j -1.30064e-05-0j -0.0125988-0j 2.34546e-05-0j 1.56364e-05-0j 0.000310869-0j -1.28972e-05-0j 0.0151464-0j -1.14961e-06-0j -8.59811e-06-0j -0.00371495-0j -0.00832867-0j -0.00128586-0j -0.00037373-0j 1.38208e-06-0j 0.000205506-0j 0.00446615-0j -0.00066132-0j -7.59973e-07-0j 0.00154587-0j -0.00245584-0j -6.19584e-05-0j 0.000795045-0j -0.000850041-0j 7.4487e-05-0j -0.000437178-0j -4.09587e-05-0j 
0.000348381-0j -0.0058879-0j 0.0703615-0j 0.000302924-0j -0.00482684-0j 3.0917e-05-0j 0.0282354-0j 0.0102683-0j 0.000190386-0j 0.000192359-0j -0.00293731-0j -0.00296775-0j 2.50855e-05-0j 2.53455e-05-0j 0.0161996-0j -0.000299788-0j 0.0163675-0j -0.000302895-0j 0.00506646-0j 0.00511896-0j 0.000778945-0j 0.000787018-0j -0.000281285-0j 0.000174499-0j 0.000101791-0j 0.00425204-0j -0.00263781-0j -3.51606e-05-0j -0.00153872-0j -2.34404e-05-0j -0.0227058-0j 2.18124e-05-0j 1.45416e-05-0j 0.000560255-0j 1.27239e-05-0j 0.0140859-0j -2.07186e-06-0j 8.48259e-06-0j -0.00669517-0j 0.00821677-0j -0.00231741-0j -0.000347562-0j 1.28531e-06-0j -0.000202745-0j 0.00415344-0j -0.00119185-0j 7.49762e-07-0j 0.00143763-0j 0.00242284-0j -0.000111663-0j 0.000739378-0j 0.00083862-0j 6.92716e-05-0j 0.000431304-0j 4.04084e-05-0j 
0.00298674-0j -0.0507997-0j 4.39989e-05-0j 3.69657e-05-0j 6.16095e-06-0j -0.000729764-0j -7.40962e-05-0j 4.53797e-08-0j -0.00160604-0j -0.00160219-0j -0.000259173-0j -0.000258552-0j 0.0203602-0j 0.0203114-0j -3.05438e-05-0j 0.00511651-0j -3.04706e-05-0j 0.00510424-0j 0.000299934-0j 0.000299215-0j -1.42288e-07-0j -1.41947e-07-0j 0.00120896-0j -2.09525e-05-0j -0.00170809-0j 0.000191154-0j -3.31288e-06-0j -0.0145399-0j -0.000270072-0j 0.000100747-0j 2.18124e-05-0j 0.00025199-0j -1.74604e-06-0j -0.00242332-0j 0.0205427-0j -3.78029e-07-0j -0.00258813-0j -0.000142341-0j 2.0989e-06-0j -3.08177e-05-0j -0.000430612-0j 4.19983e-05-0j 4.48546e-05-0j 0.00342379-0j -3.63758e-08-0j -1.78494e-05-0j 0.00365664-0j 7.46291e-06-0j -2.96543e-06-0j 6.91385e-09-0j 3.09347e-07-0j 0.000608392-0j -1.19823e-10-0j 2.52186e-05-0j -9.76825e-09-0j 
0.00199116-0j -0.0338665-0j 2.93326e-05-0j 2.46438e-05-0j 4.1073e-06-0j -0.00048651-0j -4.93975e-05-0j 3.02531e-08-0j 0.00108815-0j -0.00106812-0j 0.000175599-0j -0.000172368-0j -0.0137948-0j 0.0135409-0j 2.06945e-05-0j -0.00346661-0j -2.03137e-05-0j 0.00340283-0j -0.000203216-0j 0.000199477-0j 9.64049e-08-0j -9.46311e-08-0j -0.00402133-0j 1.4196e-05-0j -0.00113873-0j -0.000635828-0j 2.24459e-06-0j 0.0483635-0j -0.000180048-0j -0.000335111-0j -7.25536e-05-0j -0.000170732-0j 1.183e-06-0j 0.00806059-0j 0.0136952-0j 2.56128e-07-0j 0.00860878-0j -9.48938e-05-0j -6.98148e-06-0j -2.05451e-05-0j 0.00143233-0j -2.84554e-05-0j -3.03906e-05-0j 0.00228253-0j 2.46459e-08-0j 5.93718e-05-0j 0.00243776-0j -5.05638e-06-0j -1.97695e-06-0j -2.29973e-08-0j -2.09593e-07-0j 0.000405595-0j 8.11845e-11-0j 1.68124e-05-0j -6.51216e-09-0j 
-0.00174227-0j 0.0296332-0j -2.5666e-05-0j 0.00296518-0j 0.000494197-0j -0.0585376-0j -0.00594358-0j 3.6401e-06-0j -0.000952128-0j -0.000881007-0j -0.000153649-0j -0.000142172-0j 0.0120704-0j 0.0111688-0j -1.81077e-05-0j 0.00303329-0j -1.67551e-05-0j 0.00280671-0j 0.000177814-0j 0.000164532-0j -8.43543e-08-0j -7.80533e-08-0j -0.000705229-0j 0.00170809-0j -0.00197104-0j -0.000111507-0j 0.000270072-0j 0.00848161-0j -0.000311649-0j -5.87691e-05-0j -1.27239e-05-0j -0.0205427-0j 0.000142341-0j 0.0014136-0j 0.0237052-0j 3.08177e-05-0j 0.00150974-0j -0.000164253-0j -1.22436e-06-0j -3.55619e-05-0j 0.000251191-0j -0.00342379-0j -0.00365664-0j 0.00395087-0j 2.96543e-06-0j 1.04122e-05-0j 0.00421957-0j -0.000608392-0j -3.42195e-06-0j -4.03308e-09-0j -2.52186e-05-0j 0.000702051-0j 9.76825e-09-0j 2.91009e-05-0j -1.1272e-08-0j 
-0.000431099-0j 0.0072859-0j -0.087068-0j -5.33554e-06-0j 8.50174e-05-0j -5.44556e-07-0j -0.000497324-0j -0.00018086-0j 0.000231811-0j 0.000231256-0j -0.00357643-0j -0.00356786-0j 3.05438e-05-0j 3.04706e-05-0j 0.0197244-0j -0.000365018-0j 0.0196772-0j -0.000364143-0j 0.00616886-0j 0.00615407-0j 0.000948434-0j 0.00094616-0j -0.000174499-0j 3.02423e-06-0j 0.000246541-0j 0.00263781-0j -4.57157e-05-0j -2.18124e-05-0j -0.00372684-0j -1.45416e-05-0j -0.0140859-0j 3.78029e-07-0j 2.52019e-07-0j 0.000347562-0j 3.08177e-05-0j 0.000244121-0j -1.28531e-06-0j 2.05451e-05-0j -0.00415344-0j 0.0199013-0j -0.00143763-0j -6.02357e-06-0j 2.22755e-08-0j -0.000491054-0j 7.19829e-05-0j -0.000739378-0j 1.81595e-06-0j 2.49155e-05-0j 0.0058682-0j -6.92716e-05-0j 1.28141e-05-0j 0.00203117-0j 1.20054e-06-0j 0.00104463-0j 9.78706e-05-0j 
0.0017244-0j -0.0293292-0j 2.54028e-05-0j 0.0014994-0j 0.000249899-0j -0.0296006-0j -0.00300548-0j 1.84068e-06-0j -0.00279685-0j 0.000952128-0j -0.00045134-0j 0.000153649-0j 0.0354566-0j -0.0120704-0j -5.3191e-05-0j 0.00891021-0j 1.81077e-05-0j -0.00303329-0j 0.000522324-0j -0.000177814-0j -2.47789e-07-0j 8.43543e-08-0j -0.00139229-0j -0.00256347-0j 0.00050384-0j -0.00022014-0j -0.00040532-0j 0.0167447-0j 7.96641e-05-0j -0.000116024-0j -2.512e-05-0j 0.0308302-0j -0.000213622-0j 0.00279078-0j -0.00605956-0j -4.62506e-05-0j 0.00298058-0j 4.19867e-05-0j -2.41717e-06-0j 9.09038e-06-0j 0.00049591-0j 0.00513836-0j 0.00548782-0j -0.00100993-0j -4.45046e-06-0j 2.05561e-05-0j -0.00107861-0j 0.000913063-0j 8.74722e-07-0j -7.96225e-09-0j 3.78476e-05-0j -0.000179459-0j -1.466e-08-0j -7.43881e-06-0j 2.88137e-09-0j 
-0.0002874-0j 0.00485727-0j -0.0580453-0j -3.55703e-06-0j 5.66783e-05-0j -3.63037e-07-0j -0.000331549-0j -0.000120573-0j -0.00015706-0j 0.00015417-0j 0.00242316-0j -0.00237857-0j -2.06945e-05-0j 2.03137e-05-0j -0.013364-0j 0.000247313-0j 0.0131181-0j -0.000242762-0j -0.00417962-0j 0.00410271-0j -0.000642597-0j 0.000630774-0j 0.000580429-0j -2.04902e-06-0j 0.000164361-0j -0.00877405-0j 3.0974e-05-0j 7.25536e-05-0j -0.00248456-0j 4.83691e-05-0j 0.0468533-0j -2.56128e-07-0j -1.70752e-07-0j -0.00115608-0j 2.05451e-05-0j -0.000165401-0j 4.27526e-06-0j 1.36967e-05-0j 0.0138154-0j 0.0132675-0j 0.00478195-0j 4.08118e-06-0j -1.50925e-08-0j -0.00032737-0j -4.8771e-05-0j 0.00245936-0j 1.21063e-06-0j -1.68812e-05-0j 0.00391213-0j 0.000230415-0j -8.682e-06-0j 0.00135411-0j -8.13408e-07-0j 0.000696421-0j 6.5247e-05-0j 
0.000251475-0j -0.00425011-0j 0.0507897-0j -0.000427987-0j 0.00681962-0j -4.36812e-05-0j -0.0398925-0j -0.0145075-0j 0.000137428-0j 0.000127162-0j -0.00212026-0j -0.00196189-0j 1.81077e-05-0j 1.67551e-05-0j 0.0116935-0j -0.000216399-0j 0.01082-0j -0.000200234-0j 0.00365716-0j 0.00338399-0j 0.000562273-0j 0.000520273-0j 0.000101791-0j -0.000246541-0j 0.000284495-0j -0.00153872-0j 0.00372684-0j 1.27239e-05-0j -0.00430057-0j 8.48259e-06-0j 0.00821677-0j -3.08177e-05-0j -2.05451e-05-0j -0.000202745-0j 3.55619e-05-0j -0.0199013-0j 7.49762e-07-0j 2.37079e-05-0j 0.00242284-0j 0.022965-0j 0.00083862-0j 0.000491054-0j -1.81595e-06-0j -0.00056665-0j -0.0058682-0j 0.000431304-0j 2.09551e-06-0j -0.00203117-0j 0.00677158-0j 4.04084e-05-0j -0.00104463-0j 0.00234385-0j -9.78706e-05-0j 0.00120545-0j 0.000112937-0j 
-0.000248895-0j 0.00420652-0j -0.0502687-0j -0.000216419-0j 0.00344846-0j -2.20882e-05-0j -0.0201724-0j -0.007336-0j 0.000403691-0j -0.000137428-0j -0.00622823-0j 0.00212026-0j 5.3191e-05-0j -1.81077e-05-0j 0.0343494-0j -0.000635666-0j -0.0116935-0j 0.000216399-0j 0.0107428-0j -0.00365716-0j 0.00165166-0j -0.000562273-0j 0.00020096-0j 0.000370005-0j -7.2723e-05-0j -0.0030378-0j -0.00559317-0j 2.512e-05-0j 0.00109932-0j 1.67466e-05-0j 0.0162218-0j 4.62506e-05-0j 3.08337e-05-0j -0.000400266-0j -9.09038e-06-0j 0.0298675-0j 1.48021e-06-0j -6.06025e-06-0j 0.00478326-0j -0.00587034-0j 0.00165563-0j -0.000736965-0j 2.72534e-06-0j 0.000144848-0j 0.00880688-0j 0.000851496-0j -5.35656e-07-0j 0.00304834-0j -0.00173096-0j 7.97758e-05-0j 0.00156776-0j -0.000599139-0j 0.000146882-0j -0.000308138-0j -2.88692e-05-0j 
-0.00246394-0j 0.0419076-0j -3.62972e-05-0j 0.00208145-0j 0.000346909-0j -0.0410913-0j -0.00417218-0j 2.55522e-06-0j 0.00132491-0j 0.00135991-0j 0.000213807-0j 0.000219455-0j -0.0167963-0j -0.0172401-0j 2.51974e-05-0j -0.0042209-0j 2.58631e-05-0j -0.00433241-0j -0.000247433-0j -0.00025397-0j 1.17381e-07-0j 1.20482e-07-0j 0.0019894-0j -0.00117978-0j -0.000659313-0j 0.000314552-0j -0.00018654-0j -0.023926-0j -0.000104247-0j 0.000165783-0j 3.58931e-05-0j 0.014189-0j -9.83153e-05-0j -0.00398767-0j 0.00792939-0j -2.12859e-05-0j -0.00425887-0j -5.49428e-05-0j 3.45382e-06-0j -1.18955e-05-0j -0.00070859-0j 0.00236483-0j 0.00252566-0j 0.00132157-0j -2.04824e-06-0j -2.93719e-05-0j 0.00141144-0j 0.000420219-0j -1.14464e-06-0j 1.1377e-08-0j 1.74186e-05-0j 0.000234836-0j -6.74697e-09-0j 9.73425e-06-0j -3.77049e-09-0j 
-0.00123197-0j 0.0209538-0j -1.81486e-05-0j -1.52476e-05-0j -2.54126e-06-0j 0.000301012-0j 3.05631e-05-0j -1.87182e-08-0j 0.00333388-0j 0.000660868-0j 0.000538003-0j 0.000106647-0j -0.0422646-0j -0.00837803-0j 6.34042e-05-0j -0.0106211-0j 1.25685e-05-0j -0.00210539-0j -0.000622617-0j -0.00012342-0j 2.95367e-07-0j 5.855e-08-0j -0.000498672-0j 4.3494e-05-0j 0.000704551-0j -7.8847e-05-0j 6.87701e-06-0j 0.00599741-0j 0.000111399-0j -4.1556e-05-0j -8.99714e-06-0j -0.000523092-0j 3.6245e-06-0j 0.000999568-0j -0.00847345-0j 7.84728e-07-0j 0.00106755-0j 5.87125e-05-0j -8.6575e-07-0j 1.27116e-05-0j 0.000177619-0j -8.7182e-05-0j -9.31112e-05-0j -0.00141224-0j 7.55105e-08-0j 7.36251e-06-0j -0.00150829-0j -1.54918e-05-0j 1.22318e-06-0j -2.85182e-09-0j -6.42156e-07-0j -0.000250949-0j 2.48735e-10-0j -1.04021e-05-0j 4.0292e-09-0j 
0.000355639-0j -0.00601056-0j 0.0718274-0j -0.000300432-0j 0.00478713-0j -3.06627e-05-0j -0.0280031-0j -0.0101838-0j -0.000191235-0j -0.000196287-0j 0.00295041-0j 0.00302835-0j -2.51974e-05-0j -2.58631e-05-0j -0.0162718-0j 0.000301125-0j -0.0167017-0j 0.00030908-0j -0.00508905-0j -0.00522349-0j -0.000782418-0j -0.000803088-0j -0.000287145-0j 0.000170287-0j 9.51636e-05-0j 0.00434062-0j -0.00257414-0j -3.58931e-05-0j -0.00143854-0j -2.39287e-05-0j -0.0231789-0j 2.12859e-05-0j 1.41906e-05-0j 0.000571927-0j 1.18955e-05-0j 0.0137459-0j -2.11502e-06-0j 7.9303e-06-0j -0.00683465-0j 0.00768179-0j -0.00236568-0j -0.000339173-0j 1.25428e-06-0j -0.000189544-0j 0.00405319-0j -0.00121668-0j 7.00946e-07-0j 0.00140293-0j 0.00226509-0j -0.000113989-0j 0.000721532-0j 0.000784019-0j 6.75996e-05-0j 0.000403222-0j 3.77775e-05-0j 
0.00101632-0j -0.017286-0j 1.49718e-05-0j -0.00260082-0j -0.00043347-0j 0.0513445-0j 0.00521324-0j -3.19281e-06-0j 0.000555408-0j 0.00267938-0j 8.96286e-05-0j 0.000432383-0j -0.00704108-0j -0.0339673-0j 1.05628e-05-0j -0.00176942-0j 5.09569e-05-0j -0.00853597-0j -0.000103725-0j -0.000500386-0j 4.92067e-08-0j 2.37381e-07-0j -0.000820585-0j -0.0014982-0j 0.000345528-0j -0.000129746-0j -0.000236886-0j 0.00986897-0j 5.46328e-05-0j -6.83821e-05-0j -1.48052e-05-0j 0.0180185-0j -0.00012485-0j 0.00164483-0j -0.00415558-0j -2.70308e-05-0j 0.00175669-0j 2.8794e-05-0j -1.42463e-06-0j 6.23409e-06-0j 0.000292278-0j 0.00300308-0j 0.00320732-0j -0.000692597-0j -2.60104e-06-0j 1.21153e-05-0j -0.0007397-0j 0.000533633-0j 5.99876e-07-0j -4.69278e-09-0j 2.21198e-05-0j -0.000123071-0j -8.56793e-09-0j -5.10146e-06-0j 1.97601e-09-0j 
0.000177819-0j -0.00300528-0j 0.0359137-0j 2.2008e-06-0j -3.50679e-05-0j 2.24618e-07-0j 0.000205135-0j 7.46008e-05-0j -0.000481204-0j -9.53881e-05-0j 0.00742412-0j 0.00147167-0j -6.34042e-05-0j -1.25685e-05-0j -0.0409449-0j 0.000757721-0j -0.00811642-0j 0.000150201-0j -0.0128056-0j -0.00253842-0j -0.0019688-0j -0.000390271-0j 7.19771e-05-0j -6.27783e-06-0j -0.000101693-0j -0.00108804-0j 9.48987e-05-0j 8.99714e-06-0j 0.00153724-0j 5.9981e-06-0j 0.00581013-0j -7.84728e-07-0j -5.23152e-07-0j -0.000143362-0j -1.27116e-05-0j -0.000506758-0j 5.30162e-07-0j -8.47443e-06-0j 0.00171321-0j -0.00820886-0j 0.000592994-0j 1.2504e-05-0j -4.62405e-08-0j 0.00020255-0j -0.000149425-0j 0.000304978-0j -7.4904e-07-0j -5.17208e-05-0j -0.00242051-0j 2.85731e-05-0j -2.66001e-05-0j -0.000837813-0j -2.49214e-06-0j -0.000430889-0j -4.03695e-05-0j 
0.00124474-0j -0.0211709-0j 1.83367e-05-0j -0.00211843-0j -0.000353071-0j 0.0418213-0j 0.0042463-0j -2.60061e-06-0j -0.00201888-0j 0.000629422-0j -0.000325795-0j 0.000101572-0j 0.0255939-0j -0.00797937-0j -3.83953e-05-0j 0.00643173-0j 1.19704e-05-0j -0.00200521-0j 0.000377034-0j -0.000117547-0j -1.78863e-07-0j 5.5764e-08-0j 0.00050384-0j 0.0036218-0j 0.00140818-0j 7.96641e-05-0j 0.000572657-0j -0.00605956-0j 0.000222653-0j 4.19867e-05-0j 9.09038e-06-0j -0.0435585-0j 0.000301817-0j -0.00100993-0j -0.0169358-0j 6.53452e-05-0j -0.00107861-0j 0.000117348-0j 8.74722e-07-0j 2.54067e-05-0j -0.000179459-0j -0.00725975-0j -0.00775348-0j -0.00282264-0j 6.28785e-06-0j -7.43881e-06-0j -0.0030146-0j -0.00129002-0j 2.44476e-06-0j 2.88137e-09-0j -5.34731e-05-0j -0.000501569-0j 2.07124e-08-0j -2.07907e-05-0j 8.05312e-09-0j 
-0.000146693-0j 0.00247923-0j -0.0296273-0j 0.000375396-0j -0.00598163-0j 3.83137e-05-0j 0.0349905-0j 0.0127249-0j -8.01662e-05-0j -0.000386735-0j 0.00123682-0j 0.00596663-0j -1.05628e-05-0j -5.09569e-05-0j -0.00682121-0j 0.000126232-0j -0.0329067-0j 0.000608967-0j -0.00213335-0j -0.0102916-0j -0.000327992-0j -0.00158229-0j 0.000118441-0j 0.000216247-0j -4.98727e-05-0j -0.00179042-0j -0.00326889-0j 1.48052e-05-0j 0.000753901-0j 9.8701e-06-0j 0.0095608-0j 2.70308e-05-0j 1.80205e-05-0j -0.000235908-0j -6.23409e-06-0j 0.0174558-0j 8.72402e-07-0j -4.15606e-06-0j 0.00281915-0j -0.00402582-0j 0.000975795-0j -0.000430714-0j 1.59281e-06-0j 9.93351e-05-0j 0.00514712-0j 0.000501853-0j -3.67347e-07-0j 0.00178158-0j -0.00118707-0j 4.70181e-05-0j 0.000916269-0j -0.000410884-0j 8.58443e-05-0j -0.000211318-0j -1.97982e-05-0j 
-0.000562431-0j 0.00956605-0j -8.2854e-06-0j 0.00192138-0j 0.000320229-0j -0.0379311-0j -0.00385132-0j 2.35871e-06-0j 0.000302431-0j -0.00328467-0j 4.88047e-05-0j -0.000530061-0j -0.00383402-0j 0.0416407-0j 5.75169e-06-0j -0.000963485-0j -6.24683e-05-0j 0.0104643-0j -5.64804e-05-0j 0.000613426-0j 2.67941e-08-0j -2.91007e-07-0j -0.000227659-0j -0.00108905-0j 0.0021292-0j -3.59961e-05-0j -0.000172194-0j 0.002738-0j 0.000336656-0j -1.89716e-05-0j -4.10747e-06-0j 0.0130977-0j -9.07543e-05-0j 0.000456333-0j -0.0256073-0j -1.96489e-05-0j 0.000487368-0j 0.000177433-0j -3.95242e-07-0j 3.84154e-05-0j 8.10883e-05-0j 0.00218296-0j 0.00233142-0j -0.00426789-0j -1.89071e-06-0j 3.36121e-06-0j -0.00455814-0j 0.000387901-0j 3.69652e-06-0j -1.30194e-09-0j 1.6079e-05-0j -0.000758384-0j -6.22809e-09-0j -3.1436e-05-0j 1.21765e-08-0j 
-0.000179662-0j 0.00303642-0j -0.0362859-0j 0.000305769-0j -0.00487217-0j 3.12074e-05-0j 0.0285006-0j 0.0103647-0j 0.0002914-0j -9.08492e-05-0j -0.00449577-0j 0.00140164-0j 3.83953e-05-0j -1.19704e-05-0j 0.0247947-0j -0.000458848-0j -0.00773021-0j 0.000143054-0j 0.00775459-0j -0.00241764-0j 0.00119223-0j -0.000371701-0j -7.2723e-05-0j -0.000522762-0j -0.000203253-0j 0.00109932-0j 0.00790233-0j -9.09038e-06-0j 0.00307248-0j -6.06025e-06-0j -0.00587034-0j -6.53452e-05-0j -4.35635e-05-0j 0.000144848-0j -2.54067e-05-0j -0.0421983-0j -5.35656e-07-0j -1.69378e-05-0j -0.00173096-0j -0.016407-0j -0.000599139-0j 0.00104122-0j -3.85051e-06-0j 0.000404834-0j -0.0124428-0j -0.000308138-0j -1.4971e-06-0j -0.00430685-0j -0.00483785-0j -2.88692e-05-0j -0.00221502-0j -0.00167453-0j -0.000207523-0j -0.000861214-0j -8.06863e-05-0j 
8.118e-05-0j -0.001372-0j 0.0163957-0j -0.000277327-0j 0.00441897-0j -2.83045e-05-0j -0.0258495-0j -0.00940059-0j -4.36522e-05-0j 0.000474101-0j 0.000673475-0j -0.00731453-0j -5.75169e-06-0j 6.24683e-05-0j -0.0037143-0j 6.87363e-05-0j 0.0403405-0j -0.000746536-0j -0.00116165-0j 0.0126166-0j -0.000178599-0j 0.00193974-0j 3.28598e-05-0j 0.000157191-0j -0.000307323-0j -0.000496724-0j -0.00237618-0j 4.10747e-06-0j 0.00464565-0j 2.73831e-06-0j 0.0026525-0j 1.96489e-05-0j 1.30993e-05-0j -6.54492e-05-0j -3.84154e-05-0j 0.0126888-0j 2.42035e-07-0j -2.56103e-05-0j 0.000782131-0j -0.0248077-0j 0.00027072-0j -0.000313089-0j 1.15782e-06-0j 0.000612118-0j 0.00374147-0j 0.000139232-0j -2.26365e-06-0j 0.00129504-0j -0.00731493-0j 1.30445e-05-0j 0.000666042-0j -0.00253193-0j 6.24008e-05-0j -0.00130217-0j -0.000121999-0j 
0.000124004-0j -0.00210912-0j 1.82676e-06-0j -0.000636202-0j -0.000106034-0j 0.0125597-0j 0.00127524-0j -7.81012e-07-0j 6.77669e-05-0j 0.00191797-0j 1.09358e-05-0j 0.000309511-0j -0.000859102-0j -0.0243147-0j 1.2888e-06-0j -0.000215892-0j 3.64762e-05-0j -0.00611026-0j -1.26558e-05-0j -0.000358189-0j 6.00385e-09-0j 1.69924e-07-0j 5.01941e-05-0j -0.000366484-0j -0.00356604-0j 7.93639e-06-0j -5.79462e-05-0j -0.000603672-0j -0.00056384-0j 4.18284e-06-0j 9.05612e-07-0j 0.00440761-0j -3.05403e-05-0j -0.000100612-0j 0.0428878-0j -6.61217e-06-0j -0.000107455-0j -0.00029717-0j 8.71426e-08-0j -6.43391e-05-0j -1.78783e-05-0j 0.000734601-0j 0.000784561-0j 0.00714797-0j -6.36256e-07-0j -7.41077e-07-0j 0.0076341-0j 0.000130535-0j -6.19104e-06-0j 2.87051e-10-0j 5.41085e-06-0j 0.00127016-0j -2.09585e-09-0j 5.26498e-05-0j -2.03935e-08-0j 
-1.78985e-05-0j 0.000302498-0j -0.00361491-0j 9.18279e-05-0j -0.0014632-0j 9.37215e-06-0j 0.00855924-0j 0.00311271-0j -9.78131e-06-0j -0.000276835-0j 0.000150908-0j 0.00427107-0j -1.2888e-06-0j -3.64762e-05-0j -0.000832276-0j 1.5402e-05-0j -0.0235554-0j 0.000435914-0j -0.000260296-0j -0.007367-0j -4.00193e-05-0j -0.00113264-0j -7.2449e-06-0j 5.28974e-05-0j 0.000514713-0j 0.000109517-0j -0.000799623-0j -9.05612e-07-0j -0.00778066-0j -6.03741e-07-0j -0.000584822-0j 6.61217e-06-0j 4.40811e-06-0j 1.44302e-05-0j 6.43391e-05-0j 0.00426997-0j -5.33637e-08-0j 4.28928e-05-0j -0.000172444-0j 0.0415486-0j -5.96881e-05-0j -0.00010536-0j 3.89626e-07-0j -0.00102519-0j 0.00125907-0j -3.06977e-05-0j 3.79122e-06-0j 0.000435802-0j 0.0122512-0j -2.87604e-06-0j 0.000224134-0j 0.00424054-0j 2.09989e-05-0j 0.00218092-0j 0.000204328-0j 
