-0.000150234-0.0121769j -0.0134752+0.00885382j -0.0139383+0.0197148j 0.00631101-0.0258135j -0.00596894+0.0438425j -0.00418762+0.00396172j -0.00656173-0.0168017j 0.00231869+0.0156014j -0.00419076-0.00949282j 0.00171671+0.0153987j -0.000851971+0.00693503j 0.000323687-0.00277736j -0.0113212-0.00799375j 0.0159776+0.0214097j 0.00739491-0.00456287j 0.00632781-0.00692646j -0.00969245+0.00224561j -0.000230828-0.00199937j 0.0175767+0.0167749j 0.00523388+0.00820835j -0.0260702-0.00962309j -0.016624-0.00155105j -0.00434622-0.00553452j 0.0164335+0.0033614j 0.0291807+0.00296613j -0.00598427+0.0033158j -0.0108073+0.00127719j 0.00379169-0.000393932j -0.00173062+0.00291423j -0.0085804-0.000916062j -0.0170149+0.00822602j -0.00718207+0.0026773j 0.0137693-0.00287966j -0.00213051+0.00412407j -0.0106665-0.000435941j -0.0101502+0.0180312j -0.0126834+0.0052644j 0.0125569+0.000795615j -0.0035881-0.00886781j -0.0069669-0.0125333j -0.00502361+0.00187559j 0.00915176+0.000648008j -0.00461665-0.00154005j 0.0051051+0.00381295j -0.00736971+0.00124671j 0.00811609+0.00553351j 0.000207484-0.0122009j 0.00658897-0.00784999j -0.000888416+0.00201755j 0.00525793+0.00532811j -0.00674407+0.00917718j -0.0197799-0.00355582j -0.00786088+0.00512302j -0.00499074-0.00161333j -0.00214921-0.00822112j -0.00911453+0.00338059j -0.00339098-0.00792426j 0.00819903+0.00699028j 0.00436843-0.00579873j 0.00309548+0.00289907j -0.00958055+0.00585033j 0.00494956-0.00375803j 0.0037653-0.00458132j 0.0110664-0.00628542j -0.00094144+0.000835667j -0.000442543+0.00205142j -0.000944817+0.00257877j -0.000738995-0.00578068j -0.00148858-0.00273323j -0.00811547-0.0037838j -0.00450323-0.0022788j 0.00225107-0.00205631j 0.00343894+0.00042294j -0.00106092-0.00654947j -0.00754933-0.00102781j 0.00390931-0.00573937j -0.00228344-0.00371828j 0.00273748-0.00208052j -0.000791099-0.000425326j 0.00500272-0.0098888j -0.000834662+0.00145892j 0.00797858-0.00372781j 0.0010295+0.00418476j -0.00263503-0.00879389j 0.00531242-0.00225005j 0.00346617+0.00346882j -0.00756144+0.00277804j 0.00382562+0.00504083j -0.00463035+0.00299672j -0.00106062-0.00555528j 0.00270191+0.00810155j 0.0109795-0.00346439j -0.00186266-0.00656286j -0.00385387+0.00264712j 0.00195709+0.00755105j 0.0027207-0.00189823j -0.000792706-0.00777836j 
0.00676644-0.009856j -0.00247218-0.00878959j 0.0094151+0.00338322j -0.0143016+0.013423j 0.019493+0.00224925j 0.00949317+0.000298744j 0.00776082-0.0109299j 0.00569154+0.00604591j -0.0117715-0.0111122j 0.0210633+0.0148241j -0.00929565+0.008356j -0.0325334+0.00236104j 0.00841902-0.00032942j 0.0455051-0.00908246j -0.0217939+0.00235456j -0.042509-0.00864391j 0.0107754-0.00804977j 0.00705537-0.00689068j 0.00533777-0.00134489j -0.00239572-0.00374143j -0.00746321-0.00128839j 0.00140594-0.00427223j -0.000715314+9.279e-05j -0.00160467-0.00340835j -0.00238814-0.00228298j -0.0046214+0.00806253j -0.00964256-0.00784978j 0.0140955+0.00119376j -0.00912682-0.00451552j -0.0147325+0.00193285j -0.00407781-0.00524538j 0.0136725-0.00089514j -0.0155629-0.0117958j -0.000680536-0.00451478j -0.0142201-0.0080812j -0.0107557-0.00537198j 0.00740785+0.00264293j 0.000342127+0.00686593j 0.0240703+0.00332259j 0.00190964+0.00684174j -0.00417349+0.000859891j -0.00223477-0.00552221j 0.00886531+0.00240648j 0.00476716+0.00337902j 0.00606083-0.00100671j 0.00166223-0.00372589j 0.00360801-0.000343317j -0.00132029-0.00399246j 0.00227679-0.00202343j 0.00202992+0.00291913j -0.0010654-0.0013749j -0.000838813-0.00051919j 0.00117773+0.00631957j -0.00122847-0.000146839j 7.23728e-05-0.000486759j -0.00280855-0.000418938j 0.00161354+3.90704e-05j 0.00473606-0.00229299j -0.00303726-0.00167357j 0.00433222-0.00246885j 0.00428267-0.00143491j 0.00162476+0.000553091j 0.00719002+0.0105342j 0.00845684+0.00299965j 0.00167845+0.00233248j -0.00923208+0.00117757j 0.00468792+0.0074453j -0.00474585+0.00562185j -0.00136297+0.00999746j 0.00110632+0.00113873j -0.00299159-0.00335449j -0.0014823+0.000532467j 0.0153743+0.00526845j -0.00363103-0.00417993j -0.00409423+0.000249939j 0.00169393+0.00525267j -0.0021372-0.00356161j -0.00161201+0.00523003j 0.001279-0.00853946j -0.0164894+0.00665572j -0.0147123-0.00376038j -0.0116662+0.0102276j -0.00737417-0.00453761j -0.010651+0.00231566j -0.00572863-0.00564029j -0.00113945-0.00150826j -0.000547689-0.00384361j 0.0111468-0.00101301j 0.000610067+0.00596842j 0.00515656-0.00756241j 0.00175643+0.0185415j 0.00706418+0.00394706j -0.00356096+0.00116436j 0.000553049+0.0111164j 0.00115283+0.00426104j -0.000337005-0.00337946j -0.001006-0.000495768j 
0.00546189-0.0144136j -0.000844935-0.00188062j 0.00380512+0.00064301j -0.00432206+0.0160464j 0.00485861+0.0150382j -0.000290262-0.00110935j -0.00493566+0.0112996j 0.00847197-0.0177737j 0.0105147+0.00939664j -0.000234037+0.0258548j 0.00501732-0.0298279j 0.0148008+0.032778j -0.00747937+0.0413853j 0.000911234+0.0116283j -0.00493568-0.00304473j -0.00452391+0.00298277j 0.00814558-0.0134539j 0.00331957-0.0073779j 0.000413023+0.00415267j 0.00635583-0.0092002j -0.00101419-0.00814099j 0.00121592-0.000346227j 0.0032708-0.0104921j 0.00373189-0.00983941j 0.00250303-0.00197697j 0.0005661+0.00591696j 0.0131122-0.00381975j -0.0123588+0.00871024j 0.00349115-0.0257321j -0.00446859-0.0231149j -0.00200327-0.011491j 0.00243354+0.0686745j -0.00428022-0.0127863j 0.00311097+0.0165338j 0.00164528-0.00800299j -0.00498989-0.00145453j 0.000958873-0.00305118j 0.00115966+0.00673007j 0.0028211-0.000998301j 0.000153504+0.00396749j -0.00370054+0.0045753j -0.00287767-0.00165457j -0.00323536+0.00215901j -0.00260231+0.00157007j -0.00610018+0.00135125j 0.000156753-0.00264016j -0.0027306+0.000495184j 0.000590956-0.00341313j 0.00346312+0.000608173j 0.000620159-0.000537157j -0.00219531-0.00607702j 0.000546232-0.000673074j -0.00313423-0.00376743j -0.00132005+0.000481258j -0.00243525+0.00228279j 0.00160437-0.00143187j 0.001414+0.00234199j 0.00200581+0.00734922j 0.000539584+0.00346318j 0.00272715+0.00235666j 0.000166698-0.0024413j -0.00457943-0.0079674j -0.00384862-0.00443647j -0.00199472-0.00577725j -0.00375932+0.00342922j -0.00204772-0.0109385j 0.00119438+0.0095854j -0.000878694+0.00275852j -0.00325675-0.00348545j 0.00227516+0.00412407j -0.00961127-0.00624181j 0.00327949-0.00407248j 0.00211419+0.00466556j 0.00169106+0.00455075j -0.00188889+0.009727j -0.00403353+0.00468078j -0.0115063-0.00473626j 2.28295e-05+0.000609686j 0.00942066-0.00339982j -0.00901662-0.00628443j -0.00548899-0.00359692j 0.00721503+0.0038509j -0.00413952-0.00335508j 0.0089367+0.00545174j -0.0067087-0.00857612j -0.00548708+0.00218462j -0.000516778-0.00692993j 0.000393661-5.07889e-05j -0.000741278+0.00499889j -0.00208268+0.00730653j -0.00114536+0.00552812j 0.00319983-0.00142549j -0.0008206-0.00100704j -0.000731823+0.00320742j -0.00362448+0.00371227j -0.00152508+0.00356914j 0.00166985-0.00468025j 
-0.015644+0.000658673j -0.00844704+0.0114513j 0.00360595-0.024104j 0.0266988-0.0165578j 0.00317211-0.0401819j -0.00743006+0.0331425j -0.0196269+0.0122046j -0.0049615-0.00016007j 0.00503379-0.0293433j -0.0172181+0.0162535j 0.00221135+0.00957169j 0.0260125-0.0409152j 0.0080322+0.0211022j -0.0151501+0.0105872j -0.0168029+0.00809331j -0.00316824+0.0105043j -0.0258511-0.000981202j -0.0121508+0.0119446j 0.0040173-0.0144156j -0.0098994-0.00601376j -0.00327631+0.00836099j -0.00975501-0.0262519j -0.00823369-0.00478239j -0.00390102-0.00277629j -0.00929526+0.00191441j 0.0136191+0.00137608j -0.00267153-0.0126264j 0.00538751+0.024843j -0.00372631+0.0161709j 0.00682394+0.00716331j -0.0088906+0.0120772j 0.0286898+0.0107663j 0.00454141-0.000647007j 0.00484378+0.00538312j -0.00627738-0.0111863j -0.000782641+0.0041233j 0.000980187-0.00714683j 0.00658588+0.00372263j -0.00360085+0.00598443j 0.00431879-0.00158346j 0.00350619+0.0028004j -0.00491579-0.00848148j 0.00923627+0.00729184j 0.00663322-0.0032419j 0.00391502+0.00783927j -0.00888931-0.000192931j -0.00432202-0.00491299j 0.0069572+0.0102413j -0.00633769+0.00102415j -0.00161087-0.00514234j 0.00101088-0.00449234j -0.00186336-0.000689572j 0.00100167+0.0113498j -0.000494535-0.00426945j 0.000817935+0.00225313j -0.00429737-0.000984701j 0.00114949+0.00489424j -0.00775056-0.000877996j 0.00285359-0.0118644j -0.0117219+0.00595923j -0.00194651+5.50875e-05j 0.00189887+0.00876328j 0.00983458+0.0104905j 0.00537566+0.00692836j -0.0026577+0.00799258j -0.00753331-0.00360318j 0.00559589+0.00598919j 0.00399123-0.0020762j -0.00957111-0.00919849j -0.00850532+0.0019552j 0.00579449+0.0109382j -0.0136689-0.00298427j -0.00103691-0.0100133j -0.000295568-0.00313433j 0.00399789+0.00786877j 0.00839143-0.00457745j 0.00639672+0.00773425j -0.00474969-0.00570295j -0.0057606-0.0142329j -0.0148576-0.00725776j 0.000310494+0.00375577j -0.00137392-0.000208413j 0.00544604-0.00247605j -0.00773581-0.00104365j -0.0066147+0.00679578j 0.00244905+0.004574j -0.00805571-0.00150176j 0.00161988-5.44412e-05j 0.0117676-0.00487761j -0.0090698+0.00125293j 0.00142565+0.00323026j 0.00291515-0.0054802j 0.00507696+0.00056398j -0.00445437-0.000666867j 4.0622e-05-5.65838e-05j 0.00296691-0.000807412j -0.0036077-0.000785428j 
0.0116278-0.00447141j 0.0131783-0.00408106j 0.00449821-0.00742338j -0.0259926+0.0056231j 0.0177502-0.0192535j 0.0122551+0.0209024j 0.0189647-0.0167847j 0.00724013+0.0129976j 0.00186821-0.0293979j -0.000925879+0.0219208j 0.0251264+0.0233358j -0.0184511-0.00209191j -0.0144914-3.82539e-05j 9.42297e-06+0.00291529j 0.00843205+0.00256246j 0.00901911-0.0160225j 0.03112-0.0111283j 0.0118921+0.001116j 0.00385227-0.0128142j 0.00131449+0.00251973j -0.00553958+0.00400381j 0.0017915-0.0216636j 0.000964707-0.00341233j 0.00509224-0.000273383j -0.00202245+0.000222062j -0.00496405+0.00439266j 0.0088355-0.00930656j -0.00217737+0.0149489j 0.0229434+0.012492j 0.0248864-0.000658467j 0.0206143-0.00113722j -0.033035+0.00142571j 0.00997025-0.00460267j -0.00376559+0.00165681j -0.00855775+0.00389704j -0.00548113+0.000794198j -0.000770847-0.00279367j -0.00122503-0.00110673j 0.00207714-0.00644172j -0.00621954+0.00249955j -0.00679653-0.000804137j 0.00109428-0.00414471j 0.000894881+0.00992647j -0.000538598+0.00049756j 0.00403889+0.00155287j 0.00397755-0.00471139j -0.00437206-0.00661222j 0.00732991+0.00522459j 0.00321854-0.00194877j -0.00274534+0.00186251j 0.00178612-0.00303979j 7.84515e-05+0.00171258j -0.00126945+0.00585274j -0.00471547-0.00753711j -0.0140844-0.00200961j 0.000186757-0.005197j -0.00545826-0.00583151j -0.0200456-0.000538567j 0.00274519-0.00798054j 0.00181149+0.0099049j -0.00187867-0.00228617j 0.0125984+0.0161552j -0.0138455+0.00235731j 0.0106176+0.0053104j 0.00310571+0.00269409j 0.0137446+0.0138117j -0.0148851-0.00631739j -0.00438-0.00180369j 0.00437821-0.00152281j 0.0120342+0.00473596j -0.00269564+0.00131267j 0.00635906-0.000823988j -0.00589835-0.0124723j -0.00376515-0.00192138j -2.30691e-06+0.000310649j -0.0147813-0.0131708j -0.00580646-0.00171055j -0.00210804-0.00571626j 0.0159014+0.00535305j 0.00970653+0.0034667j 0.0046642-0.000822231j -0.0111852-0.000701134j -0.00316367-0.00686207j -0.0085535+0.0100264j 0.0248021-0.00236834j -0.000287562-0.000603366j 0.00309871-0.00822816j -0.00413874-0.000793796j -0.00744273+0.00841316j -0.00299091-0.000339635j -0.000326525+0.00600059j -0.00151562-0.000527498j -0.00794583-0.00373734j -0.00269334+0.000889508j -0.00332965+0.000811527j -0.00226037+0.00267602j 0.00567958-0.00444072j 
-0.000784866-0.00410475j -0.0027547+0.00253917j 0.000798875-0.0131504j -0.00296668+0.00497123j 0.00255084-0.0332549j 0.00687921+0.00538359j 0.0171937+0.0071975j 0.00411993-0.0114029j -0.00108798-0.00697543j 0.000342097-0.00659112j -0.00463475-0.00285218j -0.0386097-0.00487744j 0.0195582+0.0333888j 0.0150569-0.0336649j -0.039099-0.0120782j -0.0394166+0.00568518j 0.0113138+0.00824529j -0.000401476-0.000495779j 0.00419245-0.00390387j 0.000464111+0.00020235j -0.00241598+0.00725094j -0.00859204+0.00136593j 0.00119129+0.00254606j 0.00220508-0.00114581j 0.00177119+0.00404416j -0.00529149+0.00363902j -0.0112766+0.00286698j -0.000387753-0.00125462j 0.0025474+0.00669829j 0.00276368+0.00792305j 0.00565489+0.00330936j -0.0173893+0.0133818j 0.00318447+0.00383778j -0.0244085+0.0243882j 0.0137214-0.0179104j 0.00775717-0.0139713j -0.00117481+0.00152914j -0.00461632+0.00507486j 0.00207729-0.000724607j 0.000466906-0.00151087j 0.00106359+0.000322503j 0.000422379-0.000409332j 0.00039012+0.00407813j -0.00204168-0.00135459j -0.00163951+0.00407496j -0.000534134-0.000605176j -0.00775649-0.00118786j 0.00634657+0.00100306j -0.00555425+0.000823378j 0.00179994-0.00321493j 0.00142432-0.00506358j -0.00203209+0.00440321j -0.0016266+0.0026821j 0.00516277-5.09331e-05j -0.00238662-0.00118174j -0.00391008+0.00472684j 0.00202084+0.00128405j 0.000900753-0.00610214j -0.00221789+0.00340267j 0.00672101-0.000754478j 0.00235901-0.00277853j 0.00261336-0.00427169j -0.0021559-0.00550341j 0.00111619+0.00249769j 0.00119353-0.00240302j 0.004481+0.0117244j -0.00347762-0.00193862j 4.14003e-05+0.00234555j -0.00691849-0.000832852j -0.00588432-0.00213055j -0.00325272+0.00299342j -0.00214197-0.00235241j 0.00133778-0.0125251j 0.0107712-3.37747e-05j -0.00415354+0.000707131j -0.019579+0.00614922j -0.00047309+0.00189854j -0.00774205-0.00878533j 0.0148693-0.00112926j -0.00122315+0.00329613j 0.00564034-0.00172263j 0.00158111-0.00264716j 0.0082199+0.00795609j 0.00232538-0.00292189j 0.0079119+0.00982297j -0.0137262+0.00884754j -0.00098472-0.00748414j -0.0107441+0.00310236j -0.00302878-0.00538968j 0.0084222+0.00624145j -0.0142567-0.00397742j 6.9523e-05+0.00468818j 0.00893873+0.00158763j 0.00210251-0.0109224j -0.00101293+0.00698546j 0.00257525+0.00744552j -0.00274657-0.00468555j 
-0.00125311+0.0194362j 0.00272718+0.000208477j 0.0133414+0.000636316j 0.00250186-0.0146496j 0.0291712-0.011279j 0.0111914-0.00426521j -0.00316196-0.00662329j 0.00651987+0.0050458j -0.00426417+0.00296423j 0.0516935-0.0187578j 0.021617-0.0233309j 0.034458-0.000375738j 0.0257284-0.00351697j -0.0192479+0.0282075j -0.00904529-0.0130798j -0.0171022-0.0233633j 0.0238993+0.00810801j -0.0190509+0.0100634j 0.00932799-0.00484692j 0.00212156+0.00919628j -0.00409049+0.00118411j -0.00939203-0.00205226j 0.00916557+0.00532885j -0.001555-0.00222417j 0.013504-0.00373153j 0.0097131+0.0155437j -0.00321591+0.000403587j 0.00151463+0.00458148j -0.00239049-0.000779709j -0.00668767-0.00377371j 0.00369953-0.0166254j 0.0172279-0.000320735j -0.0068115-0.00277925j 0.00842311+0.0063892j 0.00223881+0.0097313j -0.00181401-0.0140958j 0.00170748+0.00052994j 0.00443846-0.00692198j -0.000719587-0.0111392j -0.00312775+0.00020452j -0.00203738-0.00804866j 0.00268994-9.15611e-05j -0.011487+0.00264475j -0.00225613+0.0018566j 0.0026024-0.00373174j 0.00901028-0.000561862j 0.00384925+0.00290656j -0.0110855-0.000534963j 0.00158779-0.000890552j -0.00316797+0.00408936j -0.000307192+0.00734933j -0.00306571+0.00114652j 0.00419112-0.00510289j 0.00817431-0.00646159j -0.00128537+0.00581288j -0.00185738-0.0007563j -0.0108318-0.00248546j 0.00262536+0.0134803j -0.00248307+0.00226763j -0.00204261-0.00279943j -0.000419321+0.00645157j -0.00900583-0.000641577j -0.00543405-0.00039161j 0.0050999+0.000230074j -0.00229073+0.00548737j -0.00138056-0.0101061j -0.00242359-0.00198858j 0.00473325-0.00109952j -0.0120783-0.00373732j 0.0028046-0.00531258j 0.0102226+0.0112745j -0.00277335-0.00164858j 0.00196218-0.00509472j 0.00887012-0.000721624j 0.0102117-0.000930851j 0.024819-0.0101342j 0.0121743+0.00999657j 0.0134-0.0102932j -0.00457836-0.0165436j 0.00490794+0.00430422j -0.00402289+0.00348012j 0.00491328+0.00106989j -0.00131823-0.0114509j 0.00664935-0.00432119j 0.00508259-0.00556964j 0.00531701+0.00437466j 0.00156107-0.0109399j -0.0109546-0.00407573j -0.00102168-0.012784j 0.0108795-0.00833998j 0.00824214-0.00933629j -0.00383527+0.0013508j -0.00471343-0.00647279j -0.00523016-0.00398102j 0.000395815+5.61559e-05j 0.00392671+0.00205884j 0.00551092-0.00666309j 
0.0108893-0.0244061j -0.00391515+0.00535271j 0.00679537-0.00376942j -0.0119059+0.0187238j 0.00374147+0.0146811j 0.0152716+0.00311266j -0.0124538+0.0290835j 0.0121613+0.00749814j 0.00200288+0.0171443j 0.0154645+0.0201689j 0.0216187+0.0161726j 0.0308109-0.0181477j -0.0215807+0.0301589j -0.00375767-0.00462489j -0.0276836-0.00692474j -0.0209592+0.0127611j 0.0207015-0.014087j 0.00448543-0.012758j -0.000223719+0.00403289j 0.00243297-0.00942513j -0.00533638-0.00483031j 0.000255824+0.00567295j 0.00286046-0.0167116j -0.00180865+0.0038681j -0.00642315-0.00619464j -0.0117968-0.0145401j -0.00303368+0.0145151j 0.00731434-0.0202268j -0.0068151-0.00273967j -0.0138675+0.0109183j -0.00376129+0.0121566j -0.00648465-0.00504561j -0.000780181+0.0156169j -0.00215877+0.00471249j 0.00284936-0.00461877j -0.000568557-0.000130398j -0.0065734-0.00397973j -0.00426223+0.00650527j -0.000912885+0.00570588j 0.00313548-0.0016991j -0.00572875+0.0100134j -0.00440347-0.00281529j -0.00143157-0.00272867j 0.00320004+0.000294574j 0.00731532-0.00113958j 0.0081563-0.00369897j 0.00827373+0.00259901j -0.00360059+0.00423289j 0.00951714-0.00737595j 0.00518097+0.00450981j 0.000991561-0.00070238j -0.00353863-0.00291779j 0.00155054-0.00340937j -0.00258426-0.00085194j -0.00103276-0.00587324j -0.000832279-0.000846106j -0.0126933-0.00261803j -0.00378467-0.000728849j -0.0026668-0.00439561j -0.0108856+0.00565372j -0.00949758+0.00215124j -0.0023088+0.00390922j 0.00618528+0.00840126j 0.00152843-0.00970706j -0.0103501-0.00236634j 0.0074771-0.0134025j 0.00968417-0.00611656j -0.00207418-0.00563484j 0.0145607-0.00308895j 0.0118743+0.0146852j -0.011066-0.0093632j -0.0096619+0.0032518j -0.00456393-0.00660065j -0.00754759+0.00283301j -0.00339253+0.00322342j 0.00108985-0.019104j -0.000701919-0.00359842j 0.00408138-0.00947809j 0.00627675-0.00686811j -0.00652552+0.00397754j 0.00287057+0.0110068j -0.000785307-0.00579439j 0.00713855-0.012664j -0.00704512-0.00853457j 0.0105922-0.0108283j -0.00419186-0.0100775j 0.0041401-0.00899187j -0.00313866-0.00687638j 0.00738324-0.0127515j 0.00716797-0.0105914j 0.00563363-0.0117599j -0.00166319+0.00662137j 0.00492778+0.00111941j -0.0109132+0.00859188j -0.000429296+0.00301308j 0.0025295+0.000317867j -0.00206619-0.00640754j 
0.00113372+0.00748642j -0.000954331-0.00642019j 0.0134833+0.010182j -0.00323564-0.00517429j 0.0162092+0.015163j -0.00261396-0.000202345j 0.00720159-0.0194919j 0.00206839+0.0105714j 0.00202541-0.0113694j -0.0114619+0.0148182j 0.00252686-0.00478829j -0.0296667+0.00164781j 0.0116512-0.0107473j 0.0231255+0.0357883j -0.0609447+0.0308962j -0.0446253-0.0256188j 0.0111949-0.00916647j -0.00542007-0.00244811j 0.00443062-0.0014824j 0.00384916+0.00653641j 0.00160827+0.0016862j 0.00803915-0.00576193j 0.00366653-0.00155423j 0.00106049+0.0034897j 0.00365016+0.00197499j -0.000417615+0.00208417j 0.00166611-0.00579561j -0.0038969-0.000323777j -0.00207164-0.00533694j 0.000329165+0.000368258j -0.00757488-0.0050718j -0.00231331-0.00253153j 0.00276678-0.00126939j 0.00713708-0.00966832j -0.00745797+0.00413412j -0.00597656+0.00912017j 0.00345365+0.00682086j 0.00381484-0.00808642j -0.00348215+0.00160771j -0.000870409-0.00111588j -0.00324525-0.00318861j -0.00138765+0.00312898j -0.00373513-0.000747436j 0.00138223-0.0043414j -0.00194235-0.000554354j 0.00351758+0.00484905j -0.00278289+0.0043021j -0.000761746-0.000903436j -0.00487758+0.00117172j 0.00166983-0.00511136j -0.00023611+0.00590051j -0.00190823-0.00183304j -0.0073401-0.00632561j 0.00056653+0.00339349j -0.000631911-0.00117448j -0.00645055-0.00551014j -0.000834035+0.00672257j -0.00107792-0.0059544j -0.00146004-0.00238586j -0.00614611+0.00297103j -0.000155136-0.00291995j 0.00564814-0.00148239j 0.0118316+0.00260552j 0.000761325+0.00265887j -0.00376147-0.00305237j 0.00151453+0.0086482j 0.00657561-0.00372j 0.00183357+0.00506273j 0.00636701-0.01991j -0.00889967-0.0089273j 0.000294932-0.00539015j -0.00771613-0.0026166j -0.00320336+0.013917j 0.00719761+0.00941749j 0.00242577+0.00466659j 0.00155316+0.0151395j 0.0128291+0.0089932j 0.00541845+0.0162118j -0.00611676+0.00920503j 0.00430059-0.00644256j 0.0043278+0.00306438j 0.00668367-0.0256065j 0.0105445+0.00822032j 0.00668363+0.00169017j -0.00836933-0.00217231j 0.00824948+0.00307895j 0.00014583+0.00702202j -0.000263557+0.00264683j 0.00586262-0.00949878j -0.00178048-0.00333236j -0.00239716-0.00746437j -0.000324126+0.001201j 0.00577182+0.0028091j -0.00131174-0.00439755j 0.00479285+0.0100335j 0.00113688+0.00700774j -0.00926026-0.00453211j 
0.00667158-0.0228702j -0.0114928+0.00287738j 0.00675824-0.00175342j -4.07741e-05+0.0130217j -0.00194257+0.0167612j 0.000601405+0.00367285j -0.0231472+0.0303415j 0.000688109+0.00829835j -0.0188335+0.0143094j 0.0150044+0.0243385j -0.00549424+0.017243j -0.0283122-0.00950982j 0.0351693-0.00767461j -0.00755522+0.0140744j 0.0122412-0.0171857j -0.0383469+0.00949134j 0.0132807-0.0303026j -0.000974981-0.013243j 0.0133719-0.00378115j -0.00154866-0.00706851j -0.000472779-0.00449298j -0.00497631+0.00673423j -0.00109337-0.0138115j 0.00410122+0.00805629j 0.00213257-0.00506451j -0.00280492-0.0092121j 0.0148729-0.000682316j -0.00749217-0.00565281j -0.00167931-0.0114415j 0.00399658-0.00503067j 0.00470702+0.01629j 0.0105272-0.0147837j 0.00759014-0.00868729j -0.00077033-0.00417908j -0.00801638+0.00687359j -0.00244006+0.00155985j 0.000814075-0.0131302j -0.00425982+0.00904842j -0.000569002-0.00826957j -0.000677498+0.00278685j -0.00187268+0.00521241j -0.000697253-0.0067915j 0.00264368+0.00309697j -0.0052868+0.00795073j -0.00767987+0.00734794j -0.00288926-0.00256549j -0.00577466+0.00658233j 0.00753042-0.00692257j -0.00663328-0.00130272j 0.0034768+0.00586026j -0.00289907-0.00590037j 0.000564094-0.00502577j -0.00971282-0.00179256j -0.00311746-0.00638558j 0.00271924+0.000410448j -0.000220301-0.00130788j 0.0112173-0.0041415j 0.000461407-0.0018132j -0.00277249-0.00742609j 0.011485+0.00434j 0.00466414-0.00519763j -0.00101837+0.00261486j 0.00237968-0.00989992j -0.00669999-0.00211723j -0.00164705+0.00308897j 0.00753032-0.00857291j 0.00196165-0.000860255j -0.00385682-0.0108408j -0.0102793+0.0339985j -0.00308338+0.0138891j -0.00326585+0.0117224j 0.00734663-0.00320114j 0.00294109-0.0133903j 0.000200164-0.00953936j -0.000421685-0.00217481j -0.00820587+0.00378675j 0.00384024-0.00371857j -0.00434862-0.00174594j 0.00156227-0.00338611j 0.000395772-0.00993434j 0.00157384-0.00584682j 0.00963382-0.00335981j 0.00503818+0.00823591j 0.0123585+0.00587903j -0.0106349+0.0139774j 0.00329789+0.00534102j -0.00551767+0.00883544j -0.00969764+0.00204841j -0.00571392+0.00412915j -0.00600245+0.00517342j -0.000978026+0.00387375j -0.000799116-0.00754457j -0.00609206+0.000547362j 0.00535646-0.0109576j 0.00726831+0.00130118j 0.00724892-8.49917e-06j 0.0023819-0.00657868j 
0.00396907+0.00534065j 0.00114001-0.00515507j 0.00412471+0.000711639j -0.00673448+0.00269603j 0.00154193-0.00428066j -0.00593885+0.0009161j -0.00544708-0.00396735j 0.0213153-0.00872351j -0.00631895-0.00531483j -0.0133364+0.00260901j 0.0361085-0.00847229j -0.0526136+0.0170582j -0.0178042+0.00647297j -0.0248857-0.00600312j 0.0298955-0.0100913j 0.00190185-0.00350843j 0.0138249+0.00354004j 0.00359883+0.000791419j 0.00451714-0.00614497j -0.0039023+0.00759747j 0.000762844+0.00148136j -0.00156991-0.00259277j -0.00829408+0.00215555j -0.00137387-0.00595329j 0.000713077+3.35678e-05j -0.00214037+0.00589033j -0.00513618+0.000551239j 0.00336363-0.00457624j -0.00448293+0.00634774j -0.00588961+0.00528174j -0.00110935-0.0109684j 0.0146132-0.00991153j 0.00439083+0.0048746j 0.00295286-8.98491e-05j 0.00183595+0.00432288j 0.00252114-0.00194109j -0.00332721+0.0032283j -0.00605423+0.00022004j -0.00609455-0.00217531j -0.0032471+0.000106469j 0.00119713-0.00448986j 0.00298545-0.00313332j 0.0070959-0.00248391j 0.00189754+0.00123785j 0.000863674-0.00325107j -0.00254724+4.91468e-05j 0.00147693-0.00482157j 0.00244827-0.000125522j -0.00431765-0.00375974j 0.0022694+0.00471652j -3.79936e-05+0.00275324j 0.000465341-0.00425702j 0.00210753+0.00383004j 0.00441853-0.00387426j 0.00831586+0.0013869j -0.00373423+0.00101599j 0.00808432-0.0036345j 0.00923176-0.00153097j -0.00856961+0.00468319j -0.00901454-0.00515121j 0.00730734-0.00689666j -0.0046709+0.00351674j 0.0230626-0.011821j -0.0049801+0.00349041j -0.0173592+0.0196271j -0.0113011-0.00270009j 0.00257006+0.0112403j 0.00106864+0.00759031j 0.00898242-0.00605453j -0.010187+0.00563051j 0.0192218-0.00775003j -0.00368776-0.0072201j -0.0119632+0.00698729j -0.0121429+0.00632159j -0.0114496+0.0160329j 0.0203207-0.000653989j 0.0163217-0.010443j 0.00177049+0.00923648j -0.019773+0.00117378j -0.0065974-0.0159088j -0.00247004+0.00286581j 0.00325298+0.0013961j 0.00442122-0.0143529j -0.00501242-0.00255994j -0.0104118+0.0203981j 0.00874823-0.00789924j -0.0108641+0.0083914j -0.0014564-0.0027388j 0.00571637-0.00618873j -0.00287232-0.00368934j -0.00488771+0.000425747j -0.00304943+0.000677133j -0.00611064+0.00313897j 0.00133942-0.00631919j 0.00208196-0.00196675j 0.00365872-0.00401371j 0.00300287+0.00346189j 
