-0.000150234-0.0121769j -0.0134752+0.00885382j -0.0139383+0.0197148j 0.00631101-0.0258135j -0.00596894+0.0438425j -0.00418762+0.00396172j -0.00656173-0.0168017j 0.00231869+0.0156014j -0.00419076-0.00949282j 0.00171671+0.0153987j -0.000851971+0.00693503j 0.000323687-0.00277736j -0.0113212-0.00799375j 0.0159776+0.0214097j 0.00739491-0.00456287j 0.00632781-0.00692646j -0.00969245+0.00224561j -0.000230828-0.00199937j 0.0175767+0.0167749j 0.00523388+0.00820835j -0.0260702-0.00962309j -0.016624-0.00155105j -0.00434622-0.00553452j 0.0164335+0.0033614j 0.0291807+0.00296613j -0.00598427+0.0033158j -0.0108073+0.00127719j 0.00379169-0.000393932j -0.00173062+0.00291423j -0.0085804-0.000916062j -0.0170149+0.00822602j -0.00718207+0.0026773j 0.0137693-0.00287966j -0.00213051+0.00412407j -0.0106665-0.000435941j -0.0101502+0.0180312j -0.0126834+0.0052644j 0.0125569+0.000795615j -0.0035881-0.00886781j -0.0069669-0.0125333j -0.00502361+0.00187559j 0.00915176+0.000648008j -0.00461665-0.00154005j 0.0051051+0.00381295j -0.00736971+0.00124671j 0.00811609+0.00553351j 0.000207484-0.0122009j 0.00658897-0.00784999j -0.000888416+0.00201755j 0.00525793+0.00532811j -0.00674407+0.00917718j -0.0197799-0.00355582j -0.00786088+0.00512302j -0.00499074-0.00161333j -0.00214921-0.00822112j -0.00911453+0.00338059j -0.00339098-0.00792426j 0.00819903+0.00699028j 0.00436843-0.00579873j 0.00309548+0.00289907j -0.00958055+0.00585033j 0.00494956-0.00375803j 0.0037653-0.00458132j 0.0110664-0.00628542j -0.00094144+0.000835667j -0.000442543+0.00205142j -0.000944817+0.00257877j -0.000738995-0.00578068j -0.00148858-0.00273323j -0.00811547-0.0037838j -0.00450323-0.0022788j 0.00225107-0.00205631j 0.00343894+0.00042294j -0.00106092-0.00654947j -0.00754933-0.00102781j 0.00390931-0.00573937j -0.00228344-0.00371828j 0.00273748-0.00208052j -0.000791099-0.000425326j 0.00500272-0.0098888j -0.000834662+0.00145892j 0.00797858-0.00372781j 0.0010295+0.00418476j -0.00263503-0.00879389j 0.00531242-0.00225005j 0.00346617+0.00346882j -0.00756144+0.00277804j 0.00382562+0.00504083j -0.00463035+0.00299672j -0.00106062-0.00555528j 0.00270191+0.00810155j 0.0109795-0.00346439j -0.00186266-0.00656286j -0.00385387+0.00264712j 0.00195709+0.00755105j 0.0027207-0.00189823j -0.000792706-0.00777836j 
0.0334594-0.00912366j 0.00534587-0.0148523j 0.00180856+0.00213161j -0.0305687-0.00248521j 0.00988602+0.00884903j 0.00669178+0.00835127j 0.00508261+0.0176359j 0.00184028-0.00423194j 0.00492574+0.00401299j 0.0205883+0.0336301j -0.0059073+0.00542224j 0.0131164+0.0147322j 0.0189267+0.0244277j -0.00430814-0.0220573j 0.0577555+0.0248567j 0.0267195-0.00448824j 0.0565118+0.0102859j 0.0196088+0.00807558j 0.00531678+0.00642529j 0.00389699-0.00223064j -0.00138794+0.00150317j 0.00255573-0.00521805j 0.00495355-0.00351635j 0.00141056+0.00551059j -0.000184232-0.00615502j 0.0116391+0.00285285j 0.0176249+0.00481329j -0.016818-0.00316454j 0.0114433+0.00234623j 0.00286787+0.0134381j -0.00431468+0.00745537j -0.0331226-0.00805095j 0.00328471+0.00690658j -0.0149067-0.00365119j 0.0131126-0.00350782j -0.000626568+0.00386848j -0.00803294+0.00531191j -0.00482546+0.00335893j 0.00158405-0.00622623j 0.00191907+0.00222375j -0.00905377-0.00238147j 0.00375664+0.00151552j -0.00750453+0.00390992j -0.00615474-6.74675e-05j 0.00195935+0.00462524j 0.00708916+2.58887e-05j 0.00192635-0.00895276j 0.00433019-0.00628577j 0.0019708+0.00139908j -0.00381302+0.00550326j 0.0125319+0.0039007j 0.00452113+0.0042677j 0.00789369-0.000957177j 0.00858057+0.00277827j -0.00317093+0.00422128j 0.000339062+0.00616347j -0.00190583-0.00488592j 0.00255523-0.00289462j 0.00733071+0.00424834j -0.000640801-0.0113899j -0.00245664+0.00469885j -0.00731692-0.00264779j 0.0152562+0.00253497j -0.00137044-0.00141717j 0.000177016+0.00422115j -0.000237197+0.00508945j -0.00420239-0.00531866j 0.00607503+0.00073257j -0.00296781-0.0213803j -0.0192417+0.00177056j 0.00648009+0.00873357j -0.00121851+0.00274589j 0.002228+0.00259147j 0.000894556+0.00999518j 0.000208536-0.00362883j 0.015593+0.011744j 0.0127359+0.00316428j 0.00370981+0.00819771j -0.0104287-0.00134812j 0.00318916+0.0143668j -0.000932363-0.00744965j -0.00354249+0.000498939j 0.00272723-0.0036289j -0.0126938-0.0068759j -0.000261124+0.00133466j -0.001838-0.00466854j -0.000630366-0.00163108j 0.0040512-0.0061116j 0.00192995-0.00278234j 0.00424685+0.00229047j 0.0110825+0.00309413j 0.00572896+0.00527167j -0.00140173-0.00472472j -0.00374907+0.00436314j -0.00545335-0.00268032j 0.00148504+0.00516765j 0.00907426+0.00617727j 
0.0160002-0.00220812j 0.00929373-0.00626948j -0.0107234-0.0012357j -0.0284383-0.00231669j -0.0121823+0.00102538j 0.0105302-0.00981772j 0.0346071+0.0235961j 0.0111382+0.0166173j 0.0307202+0.0245523j -0.00772152-0.00492106j -0.00413845+0.016722j -0.00292289-0.0309391j -0.0203608-0.00488395j 0.034951-0.00872104j -0.0149722+0.02608j 0.0104115-0.00146751j 0.0148444+0.0029042j 0.0183302+0.00139413j -0.0165428+0.00346618j 0.00691387+0.00285285j 0.00745338+0.00504504j -0.0056796-0.00132533j -0.00756718+0.00185211j 0.00779437-0.00722431j 0.00555103+0.00554766j 0.0118439+0.011219j -0.00474297+0.00624188j -0.00123036-0.00835721j -0.0104259+0.00812012j 0.000824413+0.000728994j -0.00144418-0.0141206j 0.0170769+0.0120441j 0.00445657+0.00400258j 0.00465744-0.0061236j 0.00428948+0.00667937j 0.00247604+0.00205638j -0.00265261+0.00206484j -0.00117164+0.000718242j 0.00730606-0.00217566j -0.000671467-0.00161913j -0.0037212+0.00028289j -0.00572721+0.00471877j -0.00349817-0.00651793j -0.000764535-0.0102783j -0.00302604-0.000431428j 0.0020515+0.00864416j -0.00937406-0.00243194j 0.00401742+0.00602468j 0.00244809+0.00398993j 0.000760041-0.0101306j 0.00370773+0.0120034j 0.00206692-0.00719275j -0.00118732+0.00408213j 0.00272718+0.0182259j 0.00701699-0.00305616j 0.0106558-0.011616j 0.000322059+0.00064668j 0.00782456+0.000716551j 0.00977068-0.0082854j -0.00959321+0.0116115j 0.00798995+0.00371799j 0.00394209+0.0103249j -0.00610974+0.00793314j 0.00143279-0.00978386j 0.00573996+0.00586141j 0.000999068-0.0174585j -0.00379981-0.00714107j 0.00671102-0.0173759j -0.0179348+0.0182409j -0.00844141+0.00407372j 0.0110667+0.0102924j -0.00996749+0.00228482j -0.000939501-0.0180939j 0.000680987-0.00550299j 0.00234002+0.0123432j 0.00735819+0.00566071j 0.0135112+0.00178796j 0.00377921+0.00272624j -0.00840094-0.00670986j 0.00262645+0.00251893j 0.00480689-0.0011206j 0.00148483-0.00192878j -0.00772912-0.00139941j -0.00360711-0.000434005j 0.0011022+0.00355619j 0.00197782+0.00351528j 0.00359521-0.00538047j 0.00275319+0.00374088j -0.0039985+0.00371981j 0.00439279+0.00648488j 0.00632025-0.00293445j -0.00178293+0.00276378j 0.00787646+0.000918587j -0.00668317+0.00507206j -0.00523043+0.000268613j -0.00564557+0.00178674j 0.000920059-0.00195894j 
-0.00156114+0.00043487j -0.000243889+0.000193771j 0.0073949+0.00670407j 0.00489054-0.0087121j 0.0182575+0.00415819j -0.00771351+0.00139688j -0.00151629-0.00748875j 0.00646007+0.0214516j 0.00222934+0.00144762j 0.0145283-0.00494515j 0.0185155+0.0369814j -0.0100554-0.00587174j 0.0131241-0.0279404j -0.0287184-0.0179032j 0.0297677-0.00330955j 0.0134168-0.000584208j 0.0132755+0.0126731j -0.0036573+0.00398294j 0.011759+0.00459688j -0.010884-0.00799042j -0.00120323-0.00244077j 0.0133203-0.00649548j 0.0100928-0.00608396j 0.0197753-0.00348633j -0.0112809-0.00406337j 0.0218162-0.00986819j -0.000590786-0.00280176j 0.0147957+0.00607627j -0.0290816+0.000379997j -0.0156636-0.00262799j -0.00681945+0.00432192j 0.00661152+0.0198317j -0.0121715+0.000394942j 0.00251809+0.00611884j -0.000382348-0.00978187j -0.00480378+0.00270359j -0.00359039+0.000247526j 0.00551937+0.00181402j -0.00592331+0.00135803j 0.000941676+0.00326539j -0.00241592-0.000244332j 0.00151047-0.000832773j -0.00537236+0.00764954j -0.00188109+0.00445035j 0.00657289+0.000815581j 0.00571198-0.00925213j 0.000907564-0.00191894j -0.00668252+0.00890591j 0.00528715-0.00146377j -0.00324183+0.00545908j -0.0134946-0.00249678j 0.000610114+0.00274429j -0.00176802+0.00428379j -0.00390743+0.00139093j -0.00255213+0.00540576j 0.00572842+0.00966467j 0.00658181-0.00877443j 0.00390952+0.00149743j -0.00403444+0.012207j -0.00228851-0.00256954j 0.0054305-0.00266267j -1.65578e-05-0.00507628j 0.00666646-0.00609858j 0.00114165+0.00270627j -0.00777918+0.00401682j 0.0125281-0.00334046j 0.0118172+0.00652689j 0.0172919+0.0123501j -0.0187705-0.0223492j 0.00600139-0.0236857j -0.014689+0.00425988j 0.00142701-0.0131553j 0.00648044+0.00912929j 0.00140364-0.00115235j -0.00571747+0.0176183j -0.00310321+0.0249639j -0.0061263-0.00174164j 0.00296581+0.00525449j 0.0102554-0.0030972j -0.00593834-0.00708328j 0.00111861+0.0011721j -0.000930328-0.00371435j 0.00174404-0.00389679j 0.00473621+0.000892277j -0.00340318-0.0011696j -0.00504679+0.00186667j -0.00137123-0.00341463j -0.00137597-0.00443056j 0.00149097-0.00322873j -0.00291158-0.00216441j 0.000904345+0.00421017j 0.0038397-0.000554995j -0.00479897-0.00481107j 0.000881331-0.00204615j 0.0011465-0.000282763j 0.00237003+0.00402932j 0.00168281+0.00327215j 
-0.00776354+0.00203198j 0.00379639+0.00082425j 3.75958e-06+0.00929712j 0.00334833-0.00410213j 0.0089553+0.00688656j 0.0118074-0.013763j 0.00422816-0.0115265j -0.00541669+0.0265843j -0.0189853+0.0187004j 0.01354-0.0118004j 0.0230729+0.0249718j -0.00950953-0.00214188j -0.00021762-0.0232784j -0.0197961-0.0134048j 0.00974799-0.00139601j 0.0124301-0.000659329j 0.00526919+0.00699752j 0.00493458+0.000110502j -0.00353191+0.00444702j 0.00141466+0.00137102j -0.00259728+0.000132668j -0.0151006+0.00623613j -0.00730928+0.00324527j -0.0235452-0.000980313j 0.000998953+0.00722545j -0.0161868-0.00430141j 0.0096585-0.00337557j -0.0133505+0.00343887j 0.0472622-0.0199688j 0.00750465-0.0175897j -0.00231633-0.00142222j -0.02465+0.0273123j 0.00231814-0.00881007j -0.00717194+0.010655j 0.00304813-0.006506j 0.00183408+0.00135444j -0.00215093+0.0013135j 0.00198646+0.000789917j -0.00411604+0.00520215j -0.000599875+0.00040522j 0.0020635+0.00146504j -0.000932263-0.00142239j 0.0110349-0.00524635j 0.00296733-0.0033765j -0.00855015-0.00217911j -0.0130394+0.00945356j -0.00131144+0.0021066j 0.0160201-0.00983409j -0.00633092-0.00253426j -0.00139104-0.000857877j 0.0150532-0.0024938j -0.00313665-0.00162335j -0.000533838+0.00180118j 0.00484819-0.00648656j -0.00684979+0.00539301j -0.00721105+0.0023091j -0.00886314+0.00570073j -0.0147067+0.00623853j 0.0115323+0.00118434j -0.00213083-0.000984209j -0.00550367+0.00330125j -0.00216386+0.000813937j -0.00567814+0.00227894j -0.000434518+0.00294704j 0.0019738+0.00926081j -0.00979614+0.00202104j -0.00332497+0.0187358j -0.00676349+0.0161183j 0.00537219-0.028825j -0.0129127+0.0070294j -0.00173277-0.002539j -0.0114447-0.0056809j 0.00678135+0.00699196j -0.00497885+0.0131573j 0.00998413+0.00554645j 0.00595987-0.00218618j -0.00143502+0.0128414j 0.00394837-0.00414851j 0.00360997-0.0130875j -0.00675939-0.00600457j 0.00306573-0.000249926j -0.0027883+0.00643794j -0.00386795+0.0028684j -0.00464897+0.00873048j -0.00327417-0.0014949j -0.00342931+0.00492214j -0.00417975-0.00300073j -0.0010295+0.00267582j 0.00503732+0.00326364j 4.68892e-05+0.00271094j 0.00146468+0.00697305j 0.0016319-0.00143278j 6.30683e-05+0.00104905j -0.00165748-0.00285869j 0.000601872+0.00125195j 0.000588147+0.00184962j -0.000394372+0.0044292j 
-0.00263363-0.000165674j -0.00633938+0.003278j -0.00373421-0.00500504j 0.00949418+0.00406673j -0.0191738-0.00525976j 0.00473185-0.000343637j -0.0202261-0.00054938j 0.0187437-0.0045489j -0.00655347-0.00728171j 0.0145436+0.00699137j 0.0216972-0.0195862j 0.00579965-0.015537j 0.00584301+0.0236754j -0.0154767+0.0140313j 0.00742109+0.00215546j -0.0117392-0.00179823j -0.00413546-0.00149769j -0.00268662-0.00167021j -0.00861902-0.000632862j -0.00199343+0.00237218j 0.00687059-0.000451761j -0.0325623+0.00559538j -0.0118816+1.71583e-05j 0.0127124+0.0121796j 0.000420191+0.00634465j 0.021653-0.000829776j -0.000275253+0.00931838j 0.00799749-0.0183037j -0.0138657-0.00818645j 0.00532231-0.0014571j 0.0082962+0.0102814j 0.0302924-0.0113558j 0.0154768-0.00923117j 0.0042222-0.00662797j 0.00901259+0.00543939j -0.000266255-0.00837649j -0.00088426-0.00466688j -0.00224077-0.00384429j -0.00364224-0.000108003j -0.00257143+0.00352362j -0.00131128+0.00780314j -0.00839116+0.00145243j 0.00744054-0.0084587j 0.00826657+0.000707066j -0.00293049-0.00453688j -0.00463915+0.00166056j -0.00821437+0.00474538j 0.00446223-0.00673012j 0.000243274-0.00578472j 0.00252434-0.00362555j -0.000633636+0.00804129j 0.00171097+0.00216071j -0.0107763+0.0136048j -0.0112226+0.00556228j -0.00266226+0.0126356j 0.0111456+0.00611969j 0.00333233-0.00360572j -0.00893673+0.0160827j 0.00563641+0.00738745j -0.0122711-0.00477801j 0.00243296+0.00825514j -0.000893598-3.85867e-05j -0.0125689+0.00713829j 0.0151969+0.00411147j 0.0107696-0.000910961j 0.00754688+0.0192019j -0.00563299+0.00474411j 0.0059047+0.0186298j -0.00407987-0.0175949j 0.00196911-0.0187638j -0.0073801+0.008815j -0.00841995-0.00817566j 0.013583-0.00456221j 0.00426805+0.00125129j 0.00349338+6.26122e-05j -0.00408681+0.0095348j 0.0106759+0.0104119j 0.00611776+0.00578329j -0.00103324-0.00304849j 0.00934121+0.00975395j -0.00373443+0.00483679j -0.00965321-0.00605704j 0.00342285+0.00297618j -0.00775192+0.0106005j 0.00591911+0.00300802j -0.00395371-0.0040492j 0.000488852-0.000947883j -0.00569094+0.00206918j 0.0056295+6.17203e-05j 0.00363815-0.000757511j 0.00819449+0.00435353j 0.000933731+0.00327424j -0.00300906-0.00311603j -0.0066855-0.000302729j 0.00200149+0.00308605j 0.00215047-0.00346339j 0.00112726-0.00191841j 
0.0115032-0.00142705j -0.00704792-0.00744693j -0.001048-0.0198035j 0.00325739+0.0114245j -0.00916567-0.0276262j -0.00121641+0.0157735j -0.00437813+0.0188872j 0.00197089+0.00318931j -0.00465543-0.0151693j -0.0244011+0.0100429j 0.0105278+0.0119587j -0.0307842-0.0478251j -0.0199303+0.0146413j 0.000773234+0.0025683j 0.0112273+0.0242973j -0.0126248-0.00573951j 0.00453246+0.00247254j -0.00370909-0.00538379j 0.00354382-0.00583283j 0.00172255+0.000251168j -0.0179688-0.000477353j 0.00623357+0.00712429j -0.00308387+0.00018708j -0.0200388+0.00371701j -0.00333974-0.00957339j -0.0297275+0.0164598j 0.00917279-0.00497907j -0.0046218+0.0106903j 0.00398864-0.0122553j -0.0140123+0.0024363j 1.01326e-05-0.0112782j 0.0170229-0.005145j -0.0122149+0.010206j 0.00954422-0.00650298j -0.00420369+0.0103431j -0.0079715+0.00126425j 0.00397885-0.00122271j -0.00315477-0.00297647j -0.0002086-0.00697741j 0.000379921+0.0031265j -0.0039389-0.00156622j 0.00158008+0.00166638j -0.0124534+0.00124704j -0.00401436+0.00233958j -0.00519127+0.00482241j 0.00654423-0.00544187j 0.0108967-0.00105708j -0.00977967-0.00732555j -0.00132234+0.00352282j 0.00676244+0.004287j -0.00172965-0.00789071j 0.00745529+0.000919688j 0.00513902+0.00339686j 0.00172863-0.00073206j -0.00235102+0.0033481j -0.00365982+0.0058645j -0.00828438+0.000572104j 0.0137443+0.00587723j 0.00196262+0.0080797j 0.0125235-0.00916041j -0.0012058-0.00691796j -0.00906631-0.0103373j -0.00667626-0.00754881j -0.00455607-0.0044991j 0.00485708-0.00675362j 0.00384526-0.000989954j 0.00206067+0.0068881j 0.00865771+0.0187586j -0.00330522-0.0200704j -0.000765875-0.00310782j -0.00459396+0.00285742j 0.00872215-0.0105378j 0.00526541+0.0120476j 0.0110646+0.00659063j 0.00475006-0.0080297j 0.00150904+0.0156661j -0.00784315-0.00517103j 0.00511444+0.00181704j 0.00337357+0.00242723j -0.000554195+8.96804e-05j -0.00473155-0.0046032j 0.00253005-0.00241497j -0.00354929+0.00969924j 0.0234185+0.0025847j -0.00025384-0.0134705j 0.00116613+0.00485048j 0.00296941-0.000809314j 0.00468544+0.0020444j -0.00339771+0.00329401j -0.00146424-0.00954994j 0.00123127-0.00535717j 0.00164545+0.0021246j -0.00402837-0.000298077j 0.00379539-0.000224118j 0.000158884-9.78524e-05j -0.00100628+0.000499499j -0.000317536-0.00135178j 
7.34095e-05+0.00155811j -0.00444693-0.00272189j -0.00149823-0.0135186j 0.0246863+0.0156704j -0.0139098-0.0279709j -0.00545806-0.0083326j -0.0315535-0.000795764j 0.00330671+0.0372576j -0.00550519+0.0301499j 0.0113589+0.0120174j -0.0114244+0.00602924j 0.03052-0.00880091j 0.0154474+0.0123976j 0.000863077+0.0140913j -0.00591138-0.00445725j -0.0139124-0.00407001j -0.00847937-0.000850722j -0.0132434-0.00533901j 0.00234545-0.00585169j 0.00156771+0.00315427j -0.00670048-0.00415722j 0.000547546-0.00195347j 0.00133253-0.00776096j 0.00615808-0.020411j -0.00210029+0.00163092j -0.0184826-0.0137423j 0.00594799+0.00722821j -0.0111758-0.0148753j 0.00802157+0.0243746j 0.00993058-0.00516329j 0.0157232-0.0116176j -0.0311932-0.00722049j -0.000810903-0.00642253j -0.00403195-0.000615546j -0.000532663+0.00359467j -0.0041474-0.00468011j 0.00394152-0.00144309j -0.0039113-0.00265534j -0.000850312-0.00215984j -0.00286526+0.00394026j 0.000421643+0.00164891j 0.00436542-0.000524351j -0.00211928+0.000758667j 0.000446796+0.00181704j -0.00609135-0.00200858j -0.00285456-0.0067573j 0.0070124+0.00784738j 0.00267185-0.00283086j -0.00273869-0.00792111j 0.00162216+0.00415641j -0.00215558+0.00734386j -0.00338923+0.00595915j 0.00914607+0.0068607j 0.0113374-0.0013685j 0.00215849-0.00210648j 0.00275017-0.0071514j -0.00361468-0.00612212j 0.0149844+0.000216961j -0.00191006+0.00936406j 0.00664125+0.00266565j 0.00782028-0.0108409j -0.00203546-0.00721772j 0.00739659-0.00430824j -0.00335062+0.00171801j -0.0105114+0.0019987j -0.0176765+0.0108393j -0.00135842-0.00083649j 0.00173908+0.00707859j 0.012445-0.00107923j -0.0138614-0.014773j 0.0155959-0.00766688j -0.00684354+0.00171936j -0.00852636+0.00759084j -0.0184019+0.0110889j 0.00177104+0.00419818j 0.0169625+0.00767013j 0.0057013-0.00826086j 0.00310441+0.00156005j -0.00885633+0.0103615j 0.00174809-0.0112784j 0.00113628-0.00139841j -0.00370495-0.0027615j 0.000623525-0.00314717j 0.0078373+8.62434e-05j -0.00205008+0.00377868j 6.21126e-05-0.00412509j -0.00117152+0.00251988j -0.00131949-0.000447076j -0.00134-0.000978529j 0.000211883-0.00479631j -0.00154499+0.00189804j 0.000409462+0.00134959j -0.00477635+0.00142127j 0.00315079-0.00382093j 0.00370961+0.00118738j 0.00183435-0.00259819j -0.00126262-0.00146302j 
-0.0306589+0.00603214j 0.0186699+0.0153801j -0.00875963+0.00310182j 0.0101017-0.0170107j 0.00310254+0.00953576j 0.0106482-0.000223346j 0.0154822+0.00621009j -0.0129746-0.00587861j -0.0110188-0.000827107j 0.00692298-0.0186661j -0.00784743+0.00101301j -0.00505919-0.00992257j 0.0141984-0.0155345j 0.0146057+0.00403299j -0.0411806-0.00764936j 0.0123409+0.0172707j -0.0436724-0.0018393j -0.0168793+0.00749631j -0.0100522-0.00309073j -0.00499934-0.00561136j -0.016284-0.000299188j 0.00155831-0.00458207j -0.0193845+0.000435342j 0.00228997+0.00811506j -0.0141662+0.00204771j -0.0185619+0.0103512j 0.0118921-0.00555016j -0.0270858+0.016644j -0.00481868-0.00817239j 0.00790832+0.000824601j 0.0128224+0.00597767j -0.023386+0.026244j 0.00380008-0.000124537j -0.00623618+0.00628787j 0.00415208-0.00205837j 0.00450722-0.00639082j -0.00471623-0.00698826j 0.0112745+0.0007458j 0.00555106-0.00168207j -0.00471473-0.000746514j 0.00532684+0.00531277j -0.00951722+0.0109304j -0.0108524-0.00454994j 0.00293931+0.0032306j -0.00746432+0.0058455j 0.00877563-0.00276194j 0.00868932-0.0107119j -0.00258896+0.0138271j -0.00231121+0.00352366j 0.00715652-0.0075165j -0.0059863+0.00856515j 0.0102997-0.00571006j 0.00916124+0.00877611j -0.00598866+0.00205681j 0.0140655+0.00643654j 0.0157607+0.00765932j -0.00192891+0.00564307j 0.00900109+0.00499121j 0.00294308+0.00290349j 0.00884451-0.0134614j -0.00336466+0.00428239j -0.0119088+0.00500321j 0.0151425-0.00420304j 0.00150706-0.00371013j -0.00707146+0.00895704j -0.00326281-0.00513202j -0.00138467+0.000471806j -0.000839133+0.0142325j -0.00300658-0.0155496j -0.00267314+0.0113505j 0.00744042+0.00252754j -0.0037387-0.00956991j -0.00157601+0.0116399j -0.00320462+0.00272822j -0.00172262-0.00174961j 0.00320622+0.00148996j 0.0113808-0.00443999j -0.00214026+0.00957523j -0.0109837-0.000328929j -0.00580124+0.00335562j -0.000945957-0.00108835j 0.00212846-0.00783473j 0.00348259-0.00109138j 0.0030145-0.0114958j -0.00773588+0.00264773j 0.00224595-0.000310732j 0.00358766-0.00295949j -0.00306579+0.00135554j 0.00139303+0.000120288j -0.000259512+0.000100074j 0.000243777-0.00396063j -0.00549821+0.000113854j 0.00337654-0.00388072j -0.00171816-0.000216635j 0.000291369-5.17818e-05j -0.00354572-0.00363151j -0.00292534-0.00578079j 
0.0272284-0.00990763j -0.0265526-0.0105201j -0.000944787-0.00573955j -0.00880424+0.00864517j -0.0132666-0.00268385j 0.013574+0.00907609j 0.00523183+0.0173293j -0.0290089-0.000417465j -0.0108883+0.00218162j -0.00276688+0.00505112j -0.0204461+0.0169637j 0.0299894-0.00910984j -0.0221204-0.0126644j 0.00800139-0.00655934j 0.00778706+0.00682459j -0.0281179-0.00710595j 0.0202348-0.00252137j 0.0105379-0.00770241j -0.00312165-0.00231424j 0.00940505+0.00502449j 0.0111781+0.00454488j -0.000155302+0.00810603j 0.0100765+0.00662984j 0.0180568+0.00105796j 0.00797788+0.000984928j 0.00709272+0.0136187j -0.0119704-0.00655704j 0.012624+0.00377988j -0.00724832-0.0148489j 0.00847309-0.0144887j 0.0121775-0.0172755j -0.0149016+0.0249683j -0.0010228-0.0101234j 0.000402043+0.00941553j -0.00275349+0.00113888j -0.00212594-0.0011005j 0.00720456+0.00579931j -0.0105153+0.0011068j 7.21568e-05-0.00318481j 0.00594483-0.000559413j -0.00604787-0.00492184j -0.000580526-0.00490067j 0.00464186+0.00126709j -0.00128905-0.00244621j 0.00749654+0.000707004j -0.0023384+0.00379683j -0.00908227+0.00448633j -0.00387224-0.00949106j 0.00194546+0.0066255j 0.00121545+0.00192694j 0.00301562-0.0136998j -0.000140578-0.0055257j -0.00951496-0.00532233j 0.00441897-0.00467955j -0.00388769-0.000988793j -0.01854+0.0122144j 0.00773063-0.00149208j 0.00660467-7.45438e-05j -0.00635558+0.000574851j -0.0101468-0.00560585j 0.00170129+0.00844629j -0.00265226+0.00972696j 0.00290353-0.00376032j -0.00534779+0.00655244j -0.000430426-0.0023591j -0.0131869+0.0106388j -0.000566184+0.016638j -0.00613123+0.0174263j 0.00592166-0.0289199j 0.00599386+0.00884053j 0.0111221-0.00616421j 3.06578e-05-0.0161125j -0.000116459+0.0053133j 0.00086241-0.00348121j -0.0116467+0.00158154j 0.00146026-0.00351405j 0.00712399+0.00343313j 0.000717869+0.00669254j -0.0118783+0.00619851j 0.00525849+0.00261941j -0.00433914+0.00422496j 0.00418393-0.00303459j 0.00382104+0.000111741j -0.00154966+0.00301668j -0.00307538+0.00786541j 0.00399861-0.00576665j -0.00478131+0.00571568j 0.00290628-0.00115054j -0.000435348-0.00126057j -0.000336732+0.00302446j -0.00177153+2.60676e-05j 0.00119336+0.000856893j -0.000514839+0.00483001j -0.000966783-0.000209792j -0.00048724-0.000204193j 0.00112766-0.00177568j 0.000958416-0.000340156j 
-0.00635465-0.00764571j -0.000882706+0.0028029j 0.0129876+0.00710858j -0.0094453-0.00192481j 0.018426+0.0238946j -0.0263144-0.0164632j -0.00909089+0.0264967j -0.00602108-0.00745943j 0.0127704+0.0193448j -0.0303962-0.0132845j -0.0374501-0.000838729j -0.0213388-0.0314046j 0.0127695+0.00601207j 0.0160812-0.0102745j 0.00368765+0.0261457j -0.00362243+0.0193377j -0.00963684-0.00568976j 0.0093389+0.0134995j 0.0143708-0.00236241j -0.00739684-0.0022796j 0.00779003+0.00614254j 0.00107106-0.00945909j -0.000690948-0.0162059j 0.000216153-0.00247884j 0.00356136-0.00539882j 0.00389724+0.0162361j -0.00179569-0.00128019j 0.00263287+0.00162315j 0.00192481+0.0014679j 0.00315325+0.00722394j 0.00401168-0.00831827j 0.0127704+0.0108879j 0.00590775+0.0161404j -0.00346568+0.00252058j 0.000790977+0.0083825j -0.000402866+0.00510081j -0.00103041-0.00537057j -0.000913773-0.000472755j -0.000336362-0.0107806j 0.00123076-0.00294053j 0.00372111-0.00245611j 0.00586371-0.00701412j 0.0146874+0.003986j 0.00146577+0.0104962j 0.00533619-0.0189008j -0.00665385-0.00732033j -0.00584345-0.00975786j 0.00222004+0.0051387j -0.00244235-0.000744916j -0.000308633+0.000310513j 0.00324367+0.0062458j -0.00586635+0.00269848j 0.0106079-0.00770482j 0.00162713-0.00454784j 0.0025114+0.00623451j 0.000187818+0.0226902j -0.00492536-0.00547463j -0.0084508-0.00535879j -0.00612256+0.0197032j -0.00263666-0.0219932j -0.00582991+0.00589439j 0.00465163-0.0176187j -0.00546015-0.0158023j 0.00680916+0.00791166j 0.00345498+0.00460368j -0.0021254-0.0018216j -0.00620244-0.00100741j -0.00579416+0.0073737j -0.00206853-0.0121077j -0.000964011-0.0158765j 0.0125078-0.0101048j -0.00765089-0.00451285j 0.0016967+0.0235825j -0.00216205+0.0038077j 0.00547488+0.000779567j 0.012214+0.00059882j -0.00513282+0.00393556j 0.00298264+0.0141197j 0.00253455-0.00125443j 0.00555774+0.00586703j -0.00789308-0.00316655j 0.00193609+0.00501104j -0.00303435-0.00833184j -0.00946191-0.00198185j -0.00269585-0.0174839j -0.00126754-0.00468087j 0.00540367+0.00564013j -0.00323904+0.00240418j -0.000150457-0.00107858j 0.00217917+0.00277812j -0.00154818-0.0042798j 0.000524275-0.000232256j 4.67525e-05-0.0024892j 0.00542821+1.06735e-05j -0.00330386+0.000837387j -0.000770698-0.000460136j 0.00113891-0.000306664j 
