0.000817037-0.00120522j 0.000413066-0.000516965j 0.00091194+0.0002261j -0.000952531-0.000850504j -0.00193318+0.00128238j 0.000694254-8.61402e-05j -0.0030278+0.00584408j -0.00225866-0.00228259j 9.85758e-06-0.0012738j -0.0025603+0.00156897j 0.00108737-0.00311154j 4.60298e-07-0.00126501j -0.00092212+0.00201087j -0.00264446+0.00129066j -0.00154709-0.000878128j 0.00355104-0.00884998j 0.00211567-0.0019376j -0.00182393+0.0025118j -0.000338773+0.00256842j 0.00390492-0.00462434j -0.00126493+0.00116776j -0.000831727-0.000661415j -0.00224975-0.000884599j 0.00153881+0.000292435j -0.00430443-8.32979e-05j 0.000347845+0.000250992j 0.0213136+0.000447114j 0.0409762+0.000461913j -0.0215357-0.00108277j -0.00262057-0.000789902j 0.00672083+6.34584e-05j 0.00569496+0.00062217j 0.00371801+0.000303452j -0.000272796+0.000652968j -0.00481835-0.0018755j -0.00038553-0.00193082j 0.00566059+0.00084315j -0.00258187-0.00183794j -0.00138924-0.000803579j 0.000785891-0.000466761j -0.00183069-0.000976788j -0.00140715+0.00016544j -0.00047807+0.000213077j 0.000123749-0.000720392j 0.0009609-0.000197034j 0.00247431-0.000160913j 0.000250766-0.000637817j 0.000910907-0.000833918j -0.000542667+0.00050096j -0.000107476-0.000539226j -0.000270772-0.000559702j -0.000885765-0.000247636j 0.00270327-0.000167646j 0.00144588-0.00022735j 0.00123699-0.000202481j 0.00014318-0.00207576j -0.000826268+0.000502887j 0.00106165-0.000658768j 0.000251251+0.000509431j 0.000105424+0.000736859j -0.000480253+0.000342552j 6.48032e-05-0.000488963j -0.00252397-0.000910614j -0.00073198+0.00155925j 6.02e-05-0.00026026j 0.000310656-9.17932e-05j 0.0016893-0.000339971j -0.0014656+0.00127631j 0.00080556-0.000246157j -0.000392511-0.000230463j 0.000163184+3.94759e-05j 0.000248801-0.000374166j 0.00167495+0.00111048j 0.00242925-0.00165941j -0.000865827+0.00108087j -0.00224004+0.00186671j -0.00177225-2.41912e-06j -0.00088725-0.000693458j 0.000295676-0.000532542j -0.00116868-0.000888689j 0.000700063-0.00123319j -0.00294559-0.00185073j 0.000935794-0.000792631j -0.00148834+0.000832774j 0.000802091-0.00283167j -0.00161742+0.000971095j 0.000168079-0.00239973j -0.000142073-8.25984e-05j 0.000750367-0.000646112j -0.00057848-0.000523488j 0.00164628+0.00102571j 0.000143512-0.00232107j 0.000580392-0.00298837j -0.000574581-0.00140071j 0.000519402-0.00219723j 
-0.00215736-0.000361863j -0.00333769+0.000497445j -0.00388973-0.00119293j -0.00791276-0.00385412j -0.00394515-0.000941226j 0.000153873-0.00486848j 0.00262876-0.000435574j 0.000947831-0.0031404j 0.00127708+0.00159417j -0.000755417+0.00249914j -0.000141805-0.000119051j 0.00477477-0.000463044j 0.00635252+0.000421958j 0.00112399-0.00037559j -0.00185135+0.00296149j 0.000571774-0.000626445j 0.00541341+0.00399541j -0.000602226+0.00251745j 0.00192388+0.00529772j 0.000870054+0.00269922j 0.00211703+0.000689345j -0.00133121-0.00239098j -0.00215813+0.00358687j 0.00129691+0.00154816j -0.00366621-0.000989958j 0.00461611-0.00133645j 0.00172355-0.00180481j -0.00207578+0.00231162j -0.00258445+0.000785518j -0.000885418+0.00285633j -0.00229537-0.00199341j -0.00149473-0.00116455j 0.00323603+0.000833889j 0.00202393+0.00265673j -0.00207102+0.00279251j 6.67673e-05-0.0031765j 0.000224005-0.00408521j 0.0032124+0.00108203j 0.000591441+0.000221232j -0.00300007+0.000321754j -0.000494527+0.000621907j 0.00028713-0.000764269j 0.000816519+0.000737468j 0.00203955-0.00304744j 0.00244775-0.000967031j 0.000703512+0.00721651j -0.000928158-0.00408957j -0.00107092+0.0130042j 0.000865121+0.00679246j -0.00156487+0.00671039j 0.00061525+0.00151586j -0.000949152+0.000440873j 4.96357e-05-0.00117162j -0.00105787-0.000674685j 0.000540366+0.0030132j 0.000776781+0.00154792j 0.00274952+0.00477222j 0.00177685+0.00135369j -0.00638472+0.00687813j 0.00260156-0.00226653j 0.00247714-0.00155932j 0.000728538-0.0010912j -0.000214901-0.00856286j -0.00220476-0.00582312j -0.00124829-0.00306025j -0.000626491+0.000664786j 0.00109146+0.00524424j -0.00108052-0.00354182j -0.00191385+0.00952049j 0.00260916-0.00804079j 0.000404588+0.00493493j -0.0023322+0.00486548j 0.000345455+8.54553e-05j 0.00129371-0.00277936j 0.00301755-0.0102687j -0.00363119+0.0118542j 8.91468e-05+0.0069742j -0.000275342+0.00544036j -0.00406496+0.00432352j -0.00661662+0.00919645j 0.00545141-0.000505906j -0.000514308+0.00158717j -0.00203856-0.000738519j 0.00172913-0.000218053j -0.00237349-0.0023879j 0.000809143+0.00182329j -0.00153007+0.0011916j -0.000179578-0.0010358j 4.81075e-05-0.000320094j -0.00123875+0.0054815j -0.00239421-0.00132229j -0.00181988-0.00197155j -0.00183648+0.000293322j 0.000505375+0.000844466j -0.00110693+0.00212603j 
0.0029999+0.0054804j -0.0118872+0.00233248j -0.0012171+0.000134007j -0.00207692-0.00376462j -0.00536065+0.00139973j -0.0068844-0.00449021j 0.0110899+0.00103095j -0.00447375-0.00762032j 0.00601627+0.00299038j 0.00642154+0.00713288j -0.00142115-0.00240037j 0.0065669+0.00365799j -0.00433144+0.00144453j 0.00218102+0.00199652j 0.00394619+0.00393235j 0.0043494+0.00206859j -0.00272863+0.00537611j -0.0116845-0.0016152j -0.00103044+0.00305934j 0.0035624-0.0036728j 0.00740475-0.000864239j 0.00027756-0.00249171j 0.00276511+0.00163741j 0.00878532-0.000563508j -0.0110189+0.000483987j 0.0137448-0.00093753j -0.00106364+0.00168997j -0.00252308+0.000584207j -0.00231112-0.00115343j -0.0111782+0.00503261j -0.00609161-0.00263001j 0.00238173+0.000129101j 0.00885602-0.0033422j 0.000770136-0.00188972j 0.000359775-0.0042385j -0.00179653-0.00105988j 0.0024839-0.00403486j 0.00556131+0.00496566j 0.0015292-0.00012523j -0.00513851+0.00349202j -0.000832175-0.00311508j -0.00217676+0.00181419j 0.00109996+0.00267426j 0.0012885-0.00413841j -0.00338523+0.000291888j 0.00496592-0.00366863j -0.00307944-0.00108778j 0.00110785-0.00321267j 0.000991436-0.000401502j -0.00362041-0.0054466j -0.00491058-0.000865186j -0.000207312+0.00295442j 0.00107591-0.00232519j -0.00256402+0.00304079j 0.00218768-0.000999578j 0.00318332+0.00210489j 0.0024514-0.000630116j -0.00999533+0.000226314j -0.0113317-0.00169754j 0.00380748-0.00448093j 0.00395149+0.000515755j -0.00114347+0.00184126j -0.00114864+0.00275329j 0.00412983-0.00168948j -0.0012073+0.00133078j 0.00342646-0.00105653j -0.00466754+0.000936572j -0.00144972+0.00186161j 0.00459838-0.00578166j -0.00251932+0.00538203j -0.00213608-0.00242778j -0.00159422-0.00274512j 0.000850096-0.00172706j -0.0012863-0.000274697j -0.000142542+0.00166971j 0.00405913-0.00105287j 0.00119764-0.00357143j 0.000375816+0.000747544j 0.00446016+0.00503747j 0.000282321-0.00331778j 0.00223019+0.00710832j -0.00102634-0.00246369j 0.00118031-0.000804697j 0.00151867-0.00174532j -0.00144235-0.00235185j -0.00117595+0.000887714j 0.000440737-0.00040973j 5.45232e-05-0.000742433j 0.000897598+0.000700863j 0.00282188+0.00587104j -0.000662902-0.00242108j -0.00785661-0.0052007j -0.0009104-0.00194363j -0.0016007-0.0012895j -0.000341728+0.00388293j 
-0.00219338-0.00321355j 0.00268179+0.000310715j -0.00879159-0.00414088j 0.00547185+0.000964116j -0.00257953-0.00480169j 0.00399119-0.00213434j -0.00800761+0.00811627j -0.00220595+0.00424772j -0.00700786-0.00693896j -0.000125978-0.00214179j 0.0160624+0.0126799j -0.00374175+0.00181141j 0.00130332-0.00594345j 0.00067996+0.00832276j 0.0064897+0.00731147j -0.0094276-0.00148449j 0.0044624+0.00232904j 0.00341059-0.00125244j -0.000780571+0.00390893j -0.00406869-0.00122382j -0.00615639-0.00166373j 0.0053693-0.00580917j -0.00497776+0.00196729j 0.00513925-0.00167773j -0.00451737+0.00583215j 0.00193739-0.00298443j 0.00605305-0.00397444j -0.0071575+0.002346j -0.00589164+0.00355074j 0.00258143-0.00875832j -0.000277902+0.00120562j -0.00676172+0.00558845j 0.00239197+0.00240317j 0.00155222+0.000445542j -0.00340653-0.00337562j 0.00409284+0.000498594j 0.00219316+5.2206e-05j 0.0064014+0.00106817j 0.0018352-0.000835681j -0.00656732+0.00279973j -0.000924197+0.000249683j -0.00320984+0.00187391j 0.000724715-0.000424416j -0.00169011-0.00117846j 0.00462298+0.00267163j 0.00171574-0.00184239j 0.00161639+0.00443712j 0.00122838-0.000387021j 0.000736928-0.00323004j -0.00334208+0.00179342j 0.00127657+0.00398617j 0.002888+0.000276018j 0.00126592+0.0008708j -0.000857838+0.00378239j -0.00307555-0.0019803j 0.00218213-0.00247479j 0.00594479+0.00624411j -0.00437621-0.000165221j -0.00587788+0.000640404j 0.000863189+0.000634415j 0.00254964+0.000661694j -0.000571084-0.00263342j -0.000165836-0.00157492j 0.00239236-0.000778724j 0.000568815+0.000836674j 0.00297827+0.000800358j -0.000194425-0.00100491j -0.00070514+0.00234149j 0.00121708-0.00278249j -0.00433088-0.00327419j 0.00208914+0.000114946j 0.00465009+0.000790813j -0.000865303-0.000544622j 0.00302175+0.000882523j 0.00262015+0.00348136j -0.00346306+0.000799922j -0.00396611-0.00647495j -0.000988826-0.00155601j 0.00082135-0.00226227j 0.000699701+0.00248885j 0.00260568+0.00581038j -0.00176836-0.00264424j 0.000365902-0.00178413j -0.00190308-0.00172025j 0.00314048+0.00171705j -0.000879114+4.13793e-06j 0.00193938+0.00128028j 0.000283467-0.00062764j 0.00125941-0.000534126j 0.00117617+0.00267687j 0.00042518-0.000915468j -0.00377642-0.00119363j 0.00246409+0.00141731j 4.22014e-05+0.00279173j 0.00416124+0.00502512j 
-0.0029765-0.00632506j 0.000540287-0.00410143j -0.00746813-0.00319928j 0.00736419+0.00271762j 0.00364183+0.00220043j -0.00512989-0.00448611j -0.00207481-0.00123342j -0.00930278+0.00291841j 0.00920877-0.00274858j 0.00258221-0.00153183j -0.0113312+0.000179546j 0.00589319-0.00302903j 0.00711986-0.00303503j -0.00447432-0.000529541j 0.00269488-0.00297014j -0.00314106-0.00316685j 0.00537246-0.000671889j 0.00175696-0.00277893j 0.00145948-0.00248085j -0.000780279+0.00320212j -0.00121685+0.0059128j -0.00739149+0.005761j -0.00495744+0.002513j 0.00257904-0.00214705j 0.00147127+2.74477e-05j 0.00931128-0.00726616j -0.000927031+0.000897729j 0.00246835-0.00113065j 0.00445408-0.00340632j -0.0058933+0.00436968j -2.80912e-05+0.00259184j 0.00672967-0.00432866j -0.00552784+0.00257194j 0.000632679+0.00369892j 0.0022313-9.26152e-05j -0.00773641+0.00709558j 0.0013657+0.000122847j -0.00187417-0.000338737j 0.000240339-0.000844383j -0.00501354-0.00226939j -0.00203628-0.000488029j 0.00247057+0.00064254j 0.0010988-0.00237379j 0.00120945-0.001108j -0.00405339+0.00202639j -0.00285088-0.00127464j 0.00132119-0.000603482j 0.00194594-0.00108433j -0.00137976+0.0015889j -0.00113909-0.00391991j 0.00368045+0.000637984j 0.000530617-0.00134348j -0.000724021-0.000553019j 0.000830293+0.000496294j 0.00195097-0.00241691j -0.00263429+0.00221687j 0.000721564-0.00132925j 0.000101704+0.000957338j 0.00329953+0.000525635j 0.00236293+0.00055869j 0.00160006+0.00169408j -0.00459137-0.000290013j 0.000574578+0.00289715j 0.00474295+5.46529e-05j -0.00097825+0.00202689j 0.00181028-0.00146284j -0.00621169+0.00111883j 0.0017555-0.000658272j -0.000383016-0.00510739j 0.00280159+0.00822836j -0.00666285-0.00149835j -0.0117176-0.00294358j 0.00114765-0.00433001j -0.00397022-0.000633317j 0.000796451-0.00780339j 0.00241007+0.000541791j -0.00275133-0.00221489j -0.00172775-0.000951502j -0.000611752-0.000566661j -1.09986e-05+0.00198494j 0.00201915-0.000268351j -0.0018125+0.00244451j 0.00210737-0.000824132j 0.0021218-3.2518e-06j 0.00365065+0.000444888j 0.00128198-0.0011142j -0.00273464-0.000463728j -0.000478831+0.000121315j -0.000964804-0.000124142j 4.61774e-05-0.00095948j -0.00103558+0.000109365j 3.78952e-05+0.00246062j -0.000948512+0.00105731j 0.0012365+0.000688857j 0.00263138-0.00149621j 
0.00258513+0.00219078j -0.00407958+0.00114178j 0.00561174+0.00136584j -0.0151607-0.0023929j 0.00616443-0.00195283j 0.00410219+0.0028648j -0.0111586-0.000428925j -0.0022194-0.00157646j -0.00787968+0.00526558j 0.0039317-0.00543235j 0.0128566-0.00142577j -0.0033189-0.00441383j -0.0035112-0.000731309j -0.00692534-0.00443517j 0.0142905+0.00695721j -0.00871463-0.00052606j -0.0112744-0.00416j -0.000162342+0.00418547j -0.00469355-0.0041443j -0.00649241-0.0077575j -0.0017931-0.00843426j 0.00195517+0.00241812j -0.00737287+0.00959575j 0.00731308-0.000907952j 0.00826078-0.0099256j 0.00480754-0.00592681j 0.00725427-0.00841112j -0.000747186+0.00326799j 0.00165104+0.00139791j 0.00168192-0.00387783j -0.00827207+0.00516888j -0.00489956+0.00565687j -0.00109263+0.00235718j -0.00263923+0.00119055j -0.000903404+0.0013531j -0.00214307+0.000743618j 0.000110685-0.00273901j -0.00338983+0.00035462j -0.0046496-0.00184503j -0.00330712+0.000543107j -0.00319811+0.000261004j -0.000509363+0.000475337j 0.00372169-0.00388557j -0.00458426+0.0013231j -0.00249458+0.000322062j -0.00259417+0.00117554j -0.00192616+0.000171074j 8.72382e-05+0.0033683j 0.00149249+0.00519837j -0.00640758-0.00164326j 0.00279423-0.000211478j 0.00154759-0.00408179j -0.002241-0.000247117j 0.00297062-0.00164603j -0.00583637+0.00138449j -0.00100859+0.00160751j -0.00182904-0.000278549j 0.0043039-0.00116346j 0.000838267+0.000197914j -0.000923943-0.00247823j -0.0007333+0.00276239j 0.00120952+0.000353081j 0.00192834+0.00251515j -6.06506e-05+0.00111037j -0.0010233+0.00239589j 0.000108102-0.000229118j 0.00206605-0.00201405j -0.0021621-0.000819025j 0.00106801-0.00293902j -0.00169189+0.0044923j -0.00156961-0.00193073j -0.00366204-0.00274161j 0.000710991-0.00232195j -0.000512891-0.000813486j -0.0020633-0.00180812j 0.00290875-0.000968247j 0.00416453-0.000209502j 0.00485005+0.000449282j 0.00127091+0.000812248j -0.00122387-0.00310001j -0.00158422-0.00160022j -0.000219053+0.00113988j 0.000605728-0.000798388j -0.00042136-0.00147468j -0.00230424-0.00173813j 0.000281039-0.000767791j -0.000339119+0.000406048j 0.000377413+2.94434e-05j 0.000427322+0.000193124j -0.000287987-0.000571624j 0.000500657+0.00041726j 0.000355051+0.000341927j -0.000205631-3.00244e-05j -0.000394973-0.000447075j -0.00133972-0.00120322j 
-0.000568379-0.00129355j 0.00269097+5.05915e-05j 0.00187881-4.25531e-05j -0.00724869-0.00133558j 0.000754505-0.00416168j 0.00668185+0.000954232j -0.00775647-0.000142135j 0.0017611+0.00364371j -0.00975957+0.00053147j 0.00320402-0.00482924j 0.00545592+0.00240826j -0.00294333-0.00537837j -0.00191262-0.00482972j -0.00305013+0.00351046j 0.00841445-0.0051719j -0.00981171+0.00489248j -0.00171554-0.000391829j 0.00674336+0.00211629j -0.00543332+0.00173625j -0.00819439+0.00160863j -0.00400138-0.000215711j 0.000602923+0.00176578j -0.00268727+0.00769807j 0.000252545-0.00557416j 0.00394585-0.00396481j -0.00414637-0.0042008j 0.00099526-0.00341566j 0.000671107+0.00100866j 0.00106872-0.00034864j -0.000869783-0.00299745j 0.00209283+0.00354688j -0.00234288+0.00213735j 0.00145881+0.00373435j 0.00134508+0.00858103j -0.00166551+0.00178752j 0.000814626+0.00121146j -0.00120121-5.54552e-05j -0.000306104+0.0014961j -0.00228612+0.0031665j -0.000886326+0.00364261j 0.00129418+0.00477563j 0.00152653+0.00428864j 0.00306838+0.0128126j -0.00318115-0.000907788j 0.000512728-0.00236732j -0.000938387-0.000257389j 0.00328651-0.010517j -0.000125961-0.0037299j 0.00151109-0.0116622j -0.000155511-0.00781522j 7.17823e-05+0.00660345j -0.00401277+0.00967909j 0.00398115-0.00458017j -0.000764135+0.00715986j -0.00368318-0.00461152j -0.000445123+0.000397806j -0.000185217+0.00349688j 0.000494172+0.00616151j 0.00340812+0.00116299j -0.00318063-0.000299187j 0.000140358-0.00204927j 0.000602422+0.00118383j -0.000254562-0.0018833j -0.00299195-4.13403e-05j 0.000325039+0.00118656j -0.00373929+0.00212543j 0.00182044+0.0027713j -0.00144688-0.00294448j -0.000535134-0.00177739j 0.00183199+0.000336872j -0.00115396+0.00190529j -0.00215509+0.0021113j -0.00167888-0.000457563j -0.000724154+0.0016486j -0.000256579-0.00219352j 0.000674991+0.000130506j 0.00292213-0.00174088j -0.00552833+0.0011984j 0.00233519-0.00118875j -0.000435826+0.00222402j -0.00131277-0.00143811j 0.00311622-0.00186563j -0.0019632-0.000490468j 0.00146135-0.00241439j -0.0020261+2.12622e-05j 0.00142286-0.00121413j 0.00232949-0.000584082j 0.000340795+8.78185e-05j -0.000536675-0.000195387j -0.000170547-0.000192808j -0.00256938+0.00201587j 0.0020896+0.000520117j 0.000434483+4.39448e-05j 0.00112636+0.000111785j -0.000882388+0.00079912j 
0.00445134+0.00161586j 0.00269337+0.00117479j 0.000258708-0.0030007j 0.000126474-0.00270109j 0.00778617+0.00116877j 0.0033793+0.00938681j -0.00793987+0.00442191j -0.00728425+0.00557023j -0.0131615-0.00347363j 0.0214856-0.0060422j -0.0133373+0.00388857j -0.0025376-0.00241242j -0.0104041-0.0110824j 0.000304456+0.00659538j -0.00926661-0.0073543j 0.00707459+0.0138609j 0.00110113-0.00451122j 0.00209179-0.00175251j -0.00145869-0.000944858j -0.00353577-0.00441063j -0.00295553-0.00184385j 0.00541846-0.00733416j 0.000944547-0.00797895j 0.00257331+0.00261985j 0.00173008+0.000736973j -0.00628947+0.00533651j 0.00490678-0.00125256j -0.00208042+0.00234219j 0.00328756-0.00213872j -0.00804569+0.0145022j -9.24753e-05-0.00288092j -8.67382e-05-0.00818712j 0.00597445-0.00630554j -0.000560726-0.00508731j -0.00429922+0.00409553j 0.00343845-0.00355499j -0.00180418-0.000683795j -0.000642295+0.0020817j -0.00396017+0.000451002j 0.00417705+0.00286368j -0.00128781+0.00402883j -0.000804681+0.00333816j 0.00170376-0.00406873j 0.00376986+0.00353382j 0.00283208-0.00105916j 0.00480033-0.0013091j 0.00200615-0.00158082j -0.00113396-0.00206108j -6.43111e-05-0.00525965j 0.00639148+0.00349453j -0.000935742+0.000919174j 0.00127627-0.00266185j 9.4908e-05+0.00177397j 0.00196872-0.00281085j -0.0026104+0.00296915j 0.000188824+9.12146e-05j 0.00185325-7.61986e-05j 0.000311184-0.00204593j -0.000126527-0.00159638j -0.000998656-0.000160872j -0.00117849+0.000534606j 0.000880959+0.00212239j -0.000269256-0.00590871j 0.00352154+0.000695513j -0.00353851-0.000830686j 0.000243483+0.000298573j -0.00342598-0.00172017j -0.00033118-0.00156345j 7.71834e-05+0.00208224j -0.00194517-0.00227438j -0.00219944-0.000228198j -0.00463842-0.000635471j -1.57126e-05+0.00242473j -0.0025094-0.00351077j 0.00370352-0.00602435j 0.0018362+0.00651476j 0.00177723+0.000353537j 0.000810784-0.000736617j -0.0013517-0.00109405j -0.00248248+0.00577599j -0.00211785+0.000578995j 0.00052615+0.00193913j 0.0022225-0.000313424j -0.00214138-0.000481453j -0.00123215+0.00177744j -0.000644812+0.00134299j 0.00117744+7.56371e-05j 0.000954963+6.85714e-06j 0.00052783+0.000300897j -0.00177291+3.22137e-05j 0.00365316-0.00146489j 0.00079233-0.000883991j 0.000609351-0.000789602j -0.00202671-0.000211655j -0.00241529+0.00128782j 
-0.00242344-0.00145461j -0.00334527-0.000509891j -0.00969249-0.00207163j -0.00485288-0.00121425j 0.0060575-0.000470179j 0.000778688-0.00646454j -0.00512344+0.00250649j -0.00859183-0.0109729j -0.00622154+0.000727986j 0.00592142+0.012722j 0.000192389-0.0291098j -0.000149372+0.0123897j 0.00172077-0.00104526j -0.00183863-0.00961415j -0.00512862+0.0198817j 0.00808537-0.0128886j -0.00332805-0.000989331j 8.15743e-06+0.00616796j 0.00254553-0.00563612j 0.00286843-0.00849855j -0.00677127+0.00515387j 0.00355459-0.00935157j 0.000434481-0.00395558j -0.000360125+0.00857875j -0.0020956-0.000705836j -0.00153639+0.0114693j 0.000622081-0.000290408j -0.000523463+0.00299532j 0.0054285-0.00147712j -0.00368208+0.00222095j -0.00246465-0.00538879j 0.00201293+0.00172666j 0.00151452-0.00376608j 0.000181271+0.00168817j 0.00101828+0.000595132j -0.0016507-0.00107951j 0.000416403-0.00205729j -0.00125887-0.00147902j -0.00326008-0.00356102j -0.000589671-0.00520349j -0.00279682-0.000454001j 0.000250434+0.00405165j 0.00496526+0.00112735j 0.00413209-0.00134705j -0.00350773-0.00102494j -0.00106418-0.00143238j -0.000434554-0.0017068j 0.00137874-0.00224313j 0.00161505-0.00416316j 0.00108607-0.00958438j 0.000459172+0.00191711j 0.00389996+0.000940169j 0.00304399-0.00316749j 0.00037103+0.0017558j 0.000120874-0.00223226j -0.00173038-0.000125633j -0.00134847-0.00077486j -0.000243712+0.00208186j 0.00113879+0.0018061j 0.00226847+0.00189658j -0.000887735+0.00299145j -0.000177039+0.000492676j 0.00201295-0.000711591j 0.00355181+0.00013437j -0.00245842-0.000412503j 0.00164057+0.00248062j -0.00259211-0.0021511j 0.000710516-0.000865344j -0.000182196+0.00178823j 0.000248935-0.00383491j -0.00318647+0.000678746j -0.000414091-0.000488817j 0.000363292+0.0026729j -1.01098e-05-0.000125027j 0.00394903+0.00274551j -0.00243945-0.00157626j -0.00384445+0.000580283j -0.00190867+0.00135317j 0.000667736+0.000244201j 0.000284325-0.002581j 0.00120779-0.0003591j -0.00078873-0.000280662j -0.000205273+0.00174414j 0.000280913-0.0010159j 0.00183533-0.00138077j 0.000818155-0.000284185j -0.00164762+0.000303492j -0.000325408+0.000435875j -0.00061401+0.000272792j 0.000976188-0.000383256j -0.00177526+0.00167957j -0.000666363+0.000548678j -0.000448907+0.00118266j 0.00091759+2.12137e-05j 0.00178892-0.00176556j 
0.00119855+7.57139e-05j 0.00645326-0.000447919j 0.00835922+0.00502059j 0.0010901-0.00167994j -0.00536999-0.00230331j -0.00128883-0.00291456j 0.000865103-0.00176031j 0.000136224-0.0038196j -0.0107046-0.00445095j 0.00945623+0.0152513j -0.00596784-0.0083208j 0.00154978+0.0080059j -0.000290463-0.00144451j 2.23538e-05-0.0012959j -0.00430625+0.00865252j 0.000569963-0.010773j 0.00408072+0.00514726j 0.00674516+0.00416397j -0.00221414-0.000247496j -0.000601371+0.000414308j 0.000515102+0.00432374j -0.00269023-0.0030098j -0.0036098-0.00362002j -0.00207082+0.000817918j 0.00109363+0.00510611j -0.00534802+0.00367865j -0.0010685+0.00683968j -0.000436337+0.000772549j -0.00177635+0.00156504j 0.00630081+0.00404841j 0.00548192-0.00564638j -0.00609824-0.00686669j 0.00183061-0.000870584j 8.06441e-05+0.00448525j 0.000179073+0.00155332j 0.000654405-0.00186012j -0.00121974+0.00391738j 0.00275211+0.00128472j 0.00163009+0.00201638j 6.22986e-06+0.00227135j 0.00507576+0.00339316j -0.001735-7.91402e-05j -0.000367125-0.00437134j -0.00373075-0.000200428j -0.000484711+0.0044163j 0.000878226+0.00244672j 3.01874e-05-0.00161748j 5.38637e-05+0.00398523j -0.00352437+0.00215758j 0.00363063+0.00706388j 0.00279903+0.0022425j -0.00336134-0.000119063j 0.000223004+0.00099058j -0.000678734+0.00105391j -0.00238111+0.00276355j -0.00248917+0.00140914j 0.00322436+0.00579081j 0.00178517-0.00390634j -0.000381227+0.00058476j -0.00486036-0.00136346j -0.000706051-0.00283426j 0.00114055-0.00169368j -0.000396416+0.006414j 0.000518621+0.00534231j 0.00111839+0.00345455j -0.00303917-0.000884922j -0.000220646-0.00463389j -0.000291082+0.00306057j -0.000196878-0.0100034j 0.000582456+0.0123723j -0.00277416-0.00379252j -0.00615993-0.00489115j 0.00149915-0.00396245j -0.00270686+0.000515919j -0.000692895+0.00397597j 0.00593797-0.00577763j 0.00587952-0.0113719j 0.00217638-0.00773929j 0.000198875-0.00448671j -0.00479296-0.000198678j -0.00201468+0.000912103j -3.5097e-05-0.00351442j 0.00167783-0.000597394j 2.84226e-05+7.46802e-05j -0.00380931+0.00512604j 0.00127307-0.0019868j 0.00293207-0.00137939j 5.49277e-05-0.000106942j 0.000410946-7.29427e-05j 0.000111749+0.000101455j -0.000569468+0.00151316j 4.32915e-05+0.000628598j 0.000453021-0.000719328j -9.43715e-05+0.000103364j -0.00180634+0.00358939j 
-0.00608477-0.000503147j -0.00844438+0.00120433j -0.00904641-0.0056956j -0.00499545+0.00270802j 0.00661155-0.00248321j -0.00339313+0.00143463j 0.00275672+0.000150703j 0.00105483+0.00147836j 0.000347059-0.00160119j 0.00428725-0.0107229j 0.00160465+0.0100616j -0.000347652-0.00919633j 0.000338534-0.00611951j 0.00345313+0.00175954j -0.00732843-0.00461133j 0.00669806+0.00736278j 0.00247289-0.00553686j -0.00710536-0.00390007j 0.00673427+0.00199993j 0.00696483+0.00265965j 0.00046828-0.000694111j 0.00499108-0.000793572j 0.00496657+0.00771367j -0.00502625+0.00311724j -0.00621609-0.00205576j -0.010339-0.000356648j -0.00261389-0.00532898j 0.000896557+0.00159873j -0.00316104-0.00143103j 0.00486176+0.00538021j 0.00487973-0.00186038j -0.00420681+0.000476766j 0.00412441-0.00334374j 0.00387978+0.00223645j 0.00274432+0.0015377j 0.00549628+0.0049252j -0.000110625-0.00360265j 0.00388345+0.000900613j 0.00342351-0.00502678j 0.00447545+0.00153651j 0.00126716+0.00101316j -0.000520003-0.00117197j 0.00255577-0.00158712j 0.00404956-0.00219423j -0.00303027+0.00585138j -0.00102615+0.00330705j -0.00475416-0.000503001j -0.00185594+0.000179137j -0.000314247+0.00262666j 0.00202825-0.00113478j 0.000983618-0.00494176j 0.00224716-0.000603727j 0.00131095-0.000717846j 0.000450719+1.00308e-05j 0.000866447-0.00158895j 0.00427305+0.00296779j -0.00316329-0.00128221j 0.00109658+0.00088823j -0.0019135+0.00214972j 0.000476991-0.00101209j 0.00153724-0.00032349j -0.000962124+0.0046127j 0.00290266+0.00388176j 0.00188112-0.00229621j 0.000881895+0.00356993j -0.00210311-0.00228102j 0.001202+0.00204002j -0.000998904+0.000746171j -0.00770404-0.00834439j 0.0140508+0.00593064j -0.00375939+0.00351476j -0.00177179+0.00869932j -0.00458135-0.00411234j -0.00184396+0.00407249j -0.0133688+0.000252786j 0.00478199-0.0088618j -0.00677837-0.00826884j 0.000633169-0.00252223j 0.00041255-0.00137111j 0.0066444-0.000509599j 0.00298393+0.00174295j 0.00093564-0.000451764j -0.00153246-0.00177683j 0.00215039-0.00229661j 0.00162694-0.000612397j 0.00157208-0.00142651j -0.00418484+0.00025186j -0.00125508-0.000145503j -0.00111762+0.00032863j 0.00278346+0.000573651j -0.003801+0.000915466j -0.00266306+0.000592342j -0.00228211+0.00057237j 0.0023419-0.00029976j 0.00226201-0.000382776j 
