0.000817037-0.00120522j 0.000413066-0.000516965j 0.00091194+0.0002261j -0.000952531-0.000850504j -0.00193318+0.00128238j 0.000694254-8.61402e-05j -0.0030278+0.00584408j -0.00225866-0.00228259j 9.85758e-06-0.0012738j -0.0025603+0.00156897j 0.00108737-0.00311154j 4.60298e-07-0.00126501j -0.00092212+0.00201087j -0.00264446+0.00129066j -0.00154709-0.000878128j 0.00355104-0.00884998j 0.00211567-0.0019376j -0.00182393+0.0025118j -0.000338773+0.00256842j 0.00390492-0.00462434j -0.00126493+0.00116776j -0.000831727-0.000661415j -0.00224975-0.000884599j 0.00153881+0.000292435j -0.00430443-8.32979e-05j 0.000347845+0.000250992j 0.0213136+0.000447114j 0.0409762+0.000461913j -0.0215357-0.00108277j -0.00262057-0.000789902j 0.00672083+6.34584e-05j 0.00569496+0.00062217j 0.00371801+0.000303452j -0.000272796+0.000652968j -0.00481835-0.0018755j -0.00038553-0.00193082j 0.00566059+0.00084315j -0.00258187-0.00183794j -0.00138924-0.000803579j 0.000785891-0.000466761j -0.00183069-0.000976788j -0.00140715+0.00016544j -0.00047807+0.000213077j 0.000123749-0.000720392j 0.0009609-0.000197034j 0.00247431-0.000160913j 0.000250766-0.000637817j 0.000910907-0.000833918j -0.000542667+0.00050096j -0.000107476-0.000539226j -0.000270772-0.000559702j -0.000885765-0.000247636j 0.00270327-0.000167646j 0.00144588-0.00022735j 0.00123699-0.000202481j 0.00014318-0.00207576j -0.000826268+0.000502887j 0.00106165-0.000658768j 0.000251251+0.000509431j 0.000105424+0.000736859j -0.000480253+0.000342552j 6.48032e-05-0.000488963j -0.00252397-0.000910614j -0.00073198+0.00155925j 6.02e-05-0.00026026j 0.000310656-9.17932e-05j 0.0016893-0.000339971j -0.0014656+0.00127631j 0.00080556-0.000246157j -0.000392511-0.000230463j 0.000163184+3.94759e-05j 0.000248801-0.000374166j 0.00167495+0.00111048j 0.00242925-0.00165941j -0.000865827+0.00108087j -0.00224004+0.00186671j -0.00177225-2.41912e-06j -0.00088725-0.000693458j 0.000295676-0.000532542j -0.00116868-0.000888689j 0.000700063-0.00123319j -0.00294559-0.00185073j 0.000935794-0.000792631j -0.00148834+0.000832774j 0.000802091-0.00283167j -0.00161742+0.000971095j 0.000168079-0.00239973j -0.000142073-8.25984e-05j 0.000750367-0.000646112j -0.00057848-0.000523488j 0.00164628+0.00102571j 0.000143512-0.00232107j 0.000580392-0.00298837j -0.000574581-0.00140071j 0.000519402-0.00219723j 
0.00377622-0.000855902j 0.00103895-0.00702244j -0.00302876-0.00231827j -0.00870409-0.0194553j -0.00173406-0.00246475j 0.00177695-0.00348595j -0.000565664-0.00308596j -0.00195143-0.0163492j 0.00679142+0.00696598j -0.00228331+0.00304918j -0.00965183+0.00217438j 0.00161322-0.00497722j 0.00422621-0.0130634j 0.00590468+0.00218742j -0.00261416+0.00760417j 0.00668035+0.0090715j -0.00340845-0.0097955j -0.00341595-0.00652297j 0.00808345-0.00439174j -0.00690039-0.00405556j -0.00156104-0.00858885j 0.0026681+0.000895527j 0.000920515+0.00533636j 0.00666525-0.00518528j -0.0113284-0.00666403j -0.00127027+0.00254919j -0.00482211-0.00384786j 0.00431204-0.00166585j 0.00150388-0.00469159j 0.00380307-0.00458661j 0.00287272+0.00256179j -0.00341774+0.00563942j -0.00657062+0.00229249j 0.000352931+0.00758578j 0.00314838+0.00481431j -0.00500812+0.00215767j 0.00635824-0.00563187j 0.0062525+0.00185265j 0.0099594-0.00111748j 0.000895768-0.00239456j 0.00602351+0.00126633j -0.00111733+0.00175545j -0.00321232-0.00455778j -0.00202628+0.00100372j -4.65408e-05+0.00361673j -0.000944503+0.00131083j -0.00126068-0.00173238j -0.00185793+0.00134254j -0.00608068-0.00336571j 0.000528622+0.00329495j -0.00398555-0.00172177j 0.00180262+0.00107529j 0.00395188+5.17796e-06j -0.000750442-0.00109004j 0.0043772+0.00391216j -0.00841034+0.00194561j 0.00426478+0.00201932j 0.00077105-0.00376863j -0.00190152-0.000260038j -0.00492435+0.00900952j 0.00379923+0.000587274j -0.0083965-0.000264622j -0.00122015+0.00385332j 0.00571734+0.00104609j -0.000528634+0.000653204j 0.00114094-0.000606026j -0.00451167+0.000859034j 0.00324263+0.00082992j -0.000790934-0.00265708j -0.00243419+0.00273795j -0.00429406+0.000391157j -0.00505745+0.000826072j 0.00234943-0.000813419j -0.00103149+0.00213713j 0.00297407+0.00375124j 0.00119053-0.00323125j -0.00275115-0.002348j -0.0022322-0.00276585j -0.00383547-0.00285456j -0.00032384-0.00185063j 0.00275867+0.00296223j -0.00174168-0.00472723j 0.00480847+0.000974782j 0.000532006+0.00643098j 0.00839792+0.000711439j 0.00254306-0.00122193j -0.00129511-0.00252085j -0.00054866+3.56071e-05j 0.000130208-0.00113228j -0.000395709-0.00274634j -0.00366221+0.0017591j 0.000317227-0.00235503j -0.00191025+0.00150641j -0.00308735-0.00371297j 0.00271375+0.00373371j 
-0.00219935+0.00313663j 0.00551721+0.00204371j 0.00276756-0.00436672j 0.0114499+0.00514333j 0.00876073-0.00669875j -0.00787456+0.00552029j -0.000405534+0.00887733j 0.00922571+0.00178824j 0.000261588+4.53662e-05j -0.00254822+0.00625018j -0.00572818+0.00914981j -0.00292022+0.00765888j -0.00321962+0.00478424j -0.013955+0.0108762j -0.00486056-0.00248271j -0.000153445-0.00499129j -0.0104337+0.0122654j 0.00369133+0.00322281j 0.000874841-0.00348112j 0.007067+0.00124754j 0.00734709-0.00645601j 0.0023623-0.00281424j 0.000510756-0.00101213j 0.00371117-0.00053518j 0.00188149-0.00651176j -0.00234472+0.00192612j 0.00523458+0.00113829j -0.00508361-0.00466684j -0.00226995-0.00559927j -0.0036755-0.00439816j 0.000538656-0.00147363j -0.00627473+0.00185919j 0.00591128+0.00688112j -0.00553713+0.00135493j -0.00587664+0.0017403j 0.0039385+0.00230214j 0.0080589-0.00319273j 0.00649313-0.00144052j -0.00233401+0.00330364j 0.00179609+0.00499842j -0.00377421-0.00126848j 0.00200984-0.00677j 0.00407373+0.00464479j 0.00275972-0.00597716j -0.00379196+0.000335004j -0.00327222-0.00131636j 0.000241863-0.00263018j -0.00463841+0.000642822j -0.000114311-0.000411801j -0.0027981-0.000969819j -0.00226623+0.000336597j 0.000279839+0.000571851j -0.00144813+0.00410633j -0.000650923-0.00129031j -0.00123526+0.00243181j 0.0030415+0.000829793j -0.00475933-0.003616j 0.0024772-0.00158785j -0.00300039-0.00710136j -0.00982021+0.00691291j 0.00210633+0.00277747j 0.00292602-0.00126147j -0.00121906-0.00390129j 0.00043174+0.0058012j -0.00124335-0.00141607j 0.001521-0.00159902j -0.00197647-0.000890223j -0.00122992-0.00168215j 0.00251604+0.00306183j -0.000266774-0.00422646j -0.00110691+0.001275j -0.00275533+1.05238e-05j 0.00221203+0.00228225j 0.00128026-0.00182008j 0.00219587-0.0022134j -0.00399297+0.00203814j 0.00362925+0.000332769j -0.0022742+0.00159627j -0.00186682-0.00185781j -0.00142133+0.0010812j -0.00328511+0.00246265j 0.000995327+0.000804006j -0.00238528-0.0015932j -0.00158687-0.00100341j 0.000348964+0.00518844j -0.00147171+0.00112949j -0.00998657-0.00440265j -0.000815526-0.00104429j -0.00140212-0.000793215j -0.00137481+0.00273398j -0.00559622-0.00282513j 0.00336694-0.00263091j -0.00743548-0.000146349j -0.00423804-0.0025242j 0.00465931+0.00217549j 
-0.00194172-0.000480845j 0.000702882-0.00273217j 0.000126357-0.00145768j 0.00797978-0.00558135j 0.00117879-0.00420918j 0.0032671-0.000795839j 0.0028829-0.00737847j 0.000563638-0.000182079j -0.000735682-0.00595041j 0.00195925+0.000365621j 0.000583022+0.00177629j 0.00534045-0.00475338j 0.000518234-0.00221162j -0.000585142+0.00243211j -0.00217084+0.00244541j 0.0048984-0.00750917j 8.99485e-05-0.00241592j -0.00254192+0.00447913j -0.000732308-0.00203436j -0.0037374-0.00281367j -0.00155875-0.00146717j -0.00346972-0.0066279j -0.00341309+0.0140246j -0.00324315+0.00350943j -0.00502073-0.0034358j -0.000741904+0.00485638j -0.00259644-0.0136219j 0.00146378+0.00562067j 0.00385785-0.00137489j -0.00425695+0.000721741j 0.00552501+0.00288349j -0.00539491+0.00866589j 0.00322863-0.000972131j 0.00595258-0.00289761j 0.00724495+0.00362715j -0.00535199-0.00240949j 0.00353799+0.000395795j -0.00181567+0.00414759j 0.00532114+0.00611006j 0.00352629+0.00286035j 0.00382408+0.00271286j 3.72046e-05-0.00212563j 0.00136852-0.000316522j 0.00133833+0.000989454j 0.00031833-0.00234048j 0.0080576+0.00148667j -0.00588246-0.00372922j 0.011559+0.000869618j 0.00639554-0.00196597j 0.00369238+0.00310287j 0.000432081-0.00155556j 0.00249897+0.00243261j -0.0038097+0.000493236j -0.00156327+0.00126952j 0.00656554+0.00375398j 0.00672927+0.000585565j -0.000179176+0.00190556j 0.0018156-0.005856j 0.00898561-0.000365071j 0.00123472-0.00397369j -0.000332371-0.00414349j -0.0030596-0.00182552j -0.00311886+0.00034047j -0.00450633+0.00313205j -0.00380369+0.00150062j 0.0017073+0.00321855j 0.005571-7.1233e-05j -0.00504142+0.00098098j 0.0120337+0.00285582j -0.00907579-0.00212365j 0.00430599-0.000501853j 0.00118097+0.000197577j 3.16666e-05+0.000554748j -0.00164775-0.00307339j -0.00790814-0.00221578j 0.00800472+0.00822755j 0.0100406+0.000544668j 0.0051035+0.0010763j 0.00275434+0.00708214j 0.00639415+0.00521141j -0.00485619-0.00418845j -0.000729846-0.00413478j -0.00168605+0.00231165j 0.00218058+0.00406188j -0.0014772+0.00089927j 0.00482308-0.000295991j -0.00412358-0.00323286j 0.000441205-0.00150134j -8.5898e-05-0.00125292j -0.00152382+0.00625668j 0.00141595-0.00164476j -0.00376072-0.00388196j -0.00190099-0.00346103j 0.00252608+0.000522736j 0.00485903+0.00275847j 
-0.000818016+0.00813677j 0.00190944-0.000211249j -0.00661425+0.0158134j 0.00240575-0.00601221j -0.00206577-0.00765424j 0.000146921-0.0073123j 0.00376423-0.000413116j -0.00250706-0.00838196j -2.97748e-05+0.0209491j -0.00189182-0.0124832j 0.00869626-0.00221874j -0.000330081-0.00628381j 0.00914938+0.00464307j 0.000132138+0.00144127j 0.00254807+0.0119468j -0.00397645-0.000289504j 0.010121-0.00610013j -0.0024758-0.00697335j 0.00226025+0.000903638j 0.00177781-0.00580285j -0.00021341-0.00554264j 0.00961888+0.00797717j 0.00499807+0.000163344j -0.00384225-0.00064015j -0.00328439-0.00400994j -0.00923161+0.00168581j 0.00180692+0.00277202j -0.0015935-0.00151625j 0.00554043+0.00250214j -0.0135635+0.00360511j 0.00403239+0.00395869j 0.00517389+0.0031267j 0.00599481-0.0016542j 0.00272994-0.00210432j -0.00125309+0.00283713j 0.00355851-0.00642045j 0.000117981+0.00211358j -0.00292506-0.000649191j -0.00374246+0.00201876j 0.0102542-0.00348491j 0.00138478+0.00228662j -0.00156022-0.00676221j 0.00334243+0.00287163j 0.00649222-0.00258802j 0.0029464-0.00089996j -0.00382415+0.000919008j -0.00253283+0.00570525j -0.00379131+0.00206316j -0.000761001+0.00280055j 0.00639691+0.00444922j 0.00190325-0.00201424j -0.000720252+0.00255275j 0.00214283+0.00148998j 0.00438486+0.00150463j 0.00263484-0.00295908j 0.00236741-0.00211783j 0.00171672-0.00122376j -0.000732038-0.00117019j -6.17713e-05+0.000168357j 0.00316403+0.0010135j 0.00261607+0.00148166j -0.00202274-0.00156395j -0.00524806-0.00248353j 0.00327926+0.00315881j -0.00103137+0.000477661j 0.00367544-0.00313201j -0.00713789-0.0032231j 0.00147611-0.000392853j 0.00234913-0.00219221j -0.00255391+8.66427e-05j -0.000725373-0.000770005j -0.00288714-0.00183837j 0.00148204-0.000889899j -0.00237734-0.00195614j 0.00129784-0.0010203j 0.000660177-0.000229369j -0.00351732-0.00416948j -0.00432249-0.00167995j -0.00406946-0.00415257j 0.00464395+0.00422552j 0.00455531+0.00211161j 0.00138638+0.00230174j 0.00527436+0.00255308j -0.00291071-0.000701076j 0.00226739+0.00468584j 0.00188665+0.000663787j -6.37131e-05+0.000652414j -7.44412e-05+0.000759132j -0.000318419+7.1578e-05j 0.000601048-0.00292087j 0.00136299+0.00366131j -0.000981359+0.000558365j 0.000288539+0.00218788j 0.000761753+9.23369e-05j -0.00337117+0.00260882j 
-0.00148647+0.00432313j 0.00405605-0.000919556j -0.00687523-0.000388872j 0.00473851-0.0122519j -0.000270837+0.00523332j 0.00844664+0.00132806j 0.00903688-0.00801469j 0.00329998-0.0120166j -0.00581614-0.00498898j 0.00418078+0.00991631j -0.000696344-0.0127198j 0.00770933-0.00844153j -0.00423341-0.00618813j 0.00773218+0.00308257j -0.00587031-0.0091099j 0.00411392+0.0138754j 0.00381997-0.00455416j -0.0021228-0.00396412j -0.00484429+0.00138673j -0.00174219-0.00486363j 0.00410713-0.0059975j -0.00253354+0.00477909j -0.00963761+0.000773199j 0.00631464+0.00247206j 0.00669122-0.00385665j 0.00659928+0.00216515j 0.00355805-0.000310383j -0.000536372+0.000423935j -0.00593658-0.000476233j 0.013649+0.00629698j -0.00628146+0.00263457j -0.00602546-0.00303822j -0.00737018-0.00174805j -0.00416735-0.00243066j 0.000778926+0.00446474j -0.00413723-0.00575985j 0.000985742-0.000772726j -0.00404342+0.00216763j 0.00731266+0.000357455j -0.00319131-0.000460768j -0.00175832+0.00322204j 0.0022019+0.00325395j -0.00355314-0.00157417j -0.00609777+0.00181299j 0.00260057-0.00450106j -0.00958805-0.00370012j 0.00205193-0.00605777j -0.00086877-0.00531874j 0.00135663-0.00421013j -0.0103128-0.00050611j 0.00385616+0.00362317j -0.00143266-0.00332068j 0.00225359+0.00112964j -0.00099685+0.0026515j 0.00151+0.0019442j 0.00118304-0.00749312j -0.00247392+0.00040664j -0.000332927-0.00102947j -0.00433254-0.0017699j -0.00341092+0.0011474j 0.00512201+0.00189667j -0.00608564-0.00062877j 0.00361447-0.00629784j -0.00310658+0.000155459j 0.000301791-0.00233421j -0.00134623-0.00116677j 0.00591201+0.00292212j -0.00185134+0.00189511j 0.000315334+0.00493242j -0.00292245-0.00427066j 0.00264934+0.000578871j 0.000707794-0.000828968j -0.000289835+0.00390326j 0.00176822+0.000276827j -0.0016181-0.00330787j -0.000481207+0.00258066j 0.00343963+0.00391036j 0.00141485+0.000865766j 0.001931-0.0032213j -0.00132793+0.00271795j -0.000284097+0.00130753j 0.00241053+0.000601655j 0.00334617+0.000162622j 0.00085654+0.00141955j -0.00111506+0.00157214j 0.000793506-7.77328e-05j -0.000587637+0.00191099j 0.000814731+0.000234329j 0.00120503+0.00062145j 0.000335805-0.00133045j 0.00141029+0.0012733j -0.000622105+0.000813545j -6.45001e-06+0.00147994j 0.000509492+4.46664e-05j -0.00269341+0.00201299j 
-0.00103446+0.00210362j -8.31344e-05-0.000252247j 0.00509317+0.000213182j -0.00125897+0.00392252j -0.00197295+0.00471311j -0.00459666-0.00466503j -0.00847667+0.00479679j -0.00332329+0.000904368j 0.000639127+0.00109638j -0.00112407+0.0071219j 0.00530792-0.00461927j -0.00491081+0.00477923j -0.00395928+0.00405717j -0.00148512+0.00260581j 0.00367924-0.0129096j -0.00744246+0.00567961j -0.00169566+0.00754239j 0.00217223-0.00577332j -0.00395081+0.00744229j 0.000972473+0.0129218j 0.00240843+0.00620533j -0.00446485+0.000215049j 0.0112998-0.00806425j 0.000960309+0.0089648j -0.00693984+0.0062676j 0.00500344+0.00473962j -0.00951394+0.0057277j 0.00289659-0.000643234j -0.00511734-0.00185041j 0.00626925+0.0127814j 0.00106201-0.00692497j 0.00438201-0.00703303j -0.00365103-0.0026995j -0.00243407-0.00151094j 0.00448251+0.00192406j -0.00633643+0.00106433j -0.00519523-0.00188149j -0.000117881-0.000336905j -0.00350533-0.00446339j -0.00568678-0.000588787j -0.000336583+0.00129528j -0.0026116-0.000502923j -0.00303812-0.00204923j 0.00137169-0.00627487j -8.66769e-05-0.000102269j 0.00357477+0.000245722j -0.000829594-0.0024994j 0.0089399+0.00197915j 0.00349094+0.00805639j 0.0080516-0.00282984j -0.00280475-0.00234669j -0.00065462-0.00370247j -0.00148024+0.00341008j -0.00533665+0.00169393j 0.00610168+0.000154486j -0.00205632-0.00129754j -0.000179197+0.000955858j -0.00238128-0.00360078j 0.000956888+0.00112974j -0.00268115-0.0017892j 0.00328289+0.00175609j -0.00416498+0.0019969j 0.0040964+0.00239039j -5.94744e-05+0.00262631j -0.00126346-0.000240973j 0.000403884-0.00197464j 0.00244538-0.00250725j -0.00159853+0.00109417j 0.00685947+0.00233332j -0.00589927-0.00166996j -0.000410455-0.000899469j -0.00591579-0.000290181j 0.00245778+0.000357763j -0.00109396-0.000314931j 0.0037054+0.00204711j 0.00198063-8.5911e-06j 0.00805302+0.0008556j 0.00122791-0.00148005j 0.000954181+0.00211405j -0.00365013-0.000307786j -0.00255331-0.000613028j -0.000372236-0.0013051j 0.00628335+0.00259126j 0.00473452-0.00201451j -0.00272675-0.000349456j 0.00139626+0.00187329j -0.00444576+0.000383318j -0.000159591+0.000647229j -0.000392865+0.00136918j -0.000829261+0.000399934j 0.00123125+0.000462127j -0.000676627-0.00242089j -0.00151078-0.000236524j -0.00104566-0.00204334j 0.00043291-0.000344495j 
-0.00133917-0.00397956j 0.00438588-0.00259372j -0.000537749+0.00433294j -9.00322e-05-0.0143088j -0.00184143-0.00266934j 0.00376531-0.00142196j 0.00158834+0.00803939j 0.00422687+0.00719397j -0.000690782+0.00427237j -0.00678683-0.00281075j -0.0017595-0.00885619j 0.00306142+0.00974443j -0.000838364+0.0204318j 0.00555317+0.00487991j 0.000624127-0.0161456j -0.00206702+0.00705721j -0.00292985+0.0162451j -0.00109404-0.00222624j -0.00510332+0.0138361j -0.00677665+0.00983525j -0.000276165+0.00232985j 0.00834245-0.00609163j -0.00361973-0.00565395j -0.00838839+0.00105306j 0.00121376-0.00313035j -0.00482964+0.00441775j 0.00752563+0.000179081j -0.00647863-0.000370853j -0.0015145-0.00263123j -0.00881817+0.00643357j 0.00224355+0.000814187j 0.00276104-0.000237556j 0.00264616-0.00215066j -0.00388422-0.00156079j -0.00772342+0.000260004j 0.00151288-0.00297109j 0.00438063+0.00134849j 0.00120569+0.00321567j -0.00398412-0.00228491j 0.00208694-0.0013182j 0.000732735-0.00122925j -0.000425271-0.00107359j 0.000806006+0.000140395j 0.00564634+0.0040578j 0.00145051+0.00172036j -0.00764654-0.00546298j -0.000589042+0.00155256j -0.00663115-0.0017088j -0.00627979+0.00315987j 0.00127423+0.0014111j 0.00192755+0.00531126j 0.00230087-0.00297753j 0.00197493+0.00463419j 4.21366e-05+0.00343964j 9.04054e-05-0.00109642j 0.0017481-0.00183021j -0.000905131+0.00243853j 0.000247468+0.000379853j -0.00385221-0.00547683j -0.00227559-0.0021713j -0.000584777+0.0019907j -0.000326587+0.00408277j 0.00792181+0.00495938j -0.000827-0.00345401j 0.000366449-0.000875647j 0.000816826-0.00508759j -0.000382917+0.00232872j 0.000617039-0.00241065j -0.000457107-0.00263937j -0.00133316+0.00603933j -0.00353384+0.000909916j -0.00422408+0.00352733j -0.000296961+0.000604577j 0.00169783+0.00262367j 0.00492205+0.00355332j -0.00208664-0.00138141j 0.000434783+0.00527901j -0.000218034+0.00209686j -0.000194105-0.00401818j -0.00279787-0.00850143j -0.000289178-0.0011011j -0.000503808-0.00135763j 0.00411734-0.000594195j 0.00138426+0.00235776j 0.0017639-0.00850831j 0.00148234-0.00133161j -0.00045547-0.00597773j 0.000777897-0.000853899j 0.000689602-0.00160462j -0.00134281+0.00200002j 0.000398376-0.00118928j -0.00148824+0.000531667j -0.000515741-0.00256564j -0.00182859+0.00348141j 0.000896771+7.58849e-05j 
0.00241608+0.00118118j 0.00426785+0.0029138j 0.00807006-0.00705637j 0.000782628+0.00668293j -0.00537737+0.00379812j 0.00557626+0.0162715j 0.00277095-0.00988875j 0.00351691-0.00328637j 0.00553695-0.0221117j -0.00561022+0.014396j -0.00324631-0.00119936j 0.00138654-0.00544431j 0.00354788-0.0227373j -0.00129586+0.00207163j 0.0057321+0.000884368j -0.00262487+0.0044072j 0.00444081-0.00798028j 0.00813687+0.0104571j -0.00178557-0.0121593j -0.00503056-0.0164755j -0.00600638-0.00439373j 0.00708088-0.0112837j -0.00682103-0.00641127j -0.00420549+0.00257489j 0.00464552+0.00600248j -0.00589509+0.0127762j 0.00853636-0.00167642j -0.00366894+0.00066599j 0.00490853-0.00772259j -0.00524308+0.0185495j 0.00106031-0.00255945j -0.000350602-0.00970951j 0.00449302-0.00836712j -0.00900552-0.00397848j -0.00575988+0.00215045j 0.000333832-0.0049885j 0.00717494-0.00107092j -0.00309996+0.00272209j 0.00138902+0.00915629j -0.000769498-0.00458143j -0.00212814+0.00193575j -0.00568283-0.00191388j -0.00515293+0.00131111j -0.00260762-0.00541868j -0.00176312+0.00188751j -0.00244473-0.00283445j 0.00891287-0.00230606j 0.00288632-0.000846616j 0.00980766+0.00477649j -0.000333285+9.54798e-05j -0.00327494-0.00135479j -0.00645837-0.00148931j 0.00335012+0.00473773j -0.00426528-0.00149528j -0.00142067+0.00429282j 0.000994977-0.00439706j -0.00546454-0.00142456j -0.00382306+4.88744e-05j -0.000878648+0.000400148j 0.00150222-0.00260301j 0.00357928-0.00248515j -0.00313347-0.0015199j -0.00102971+0.00479986j 0.00122998-0.00180233j 0.00142276+0.000710434j -0.00100073-0.00231321j -0.00581994+0.0071709j 0.00117996+0.000635074j 0.000513596-0.00306009j 0.000208886+0.00325795j -0.00341218-0.00176744j -0.00440887-0.000621746j -0.00199811-0.000827205j -0.00118048+0.00203129j -0.00283471+0.00207224j 0.00100648-0.00255226j -0.00194931+0.00135657j -0.000663214-0.00151512j 0.000811096+0.00484855j 0.00303723-0.00523809j 0.00247201-0.00164185j 0.0041314-0.00122806j -0.000641478-0.00216683j -0.0022631+0.00451609j 0.00451557-0.00106609j 0.0028251+0.00088671j 0.00132198+0.00225682j -0.000190811-0.000120632j 9.8936e-05+0.00102498j 0.000329212+0.000955551j -0.00296148-0.00331879j -0.00038259+0.000285453j 0.00147513+0.000759995j 0.0019078+0.00137062j 0.00141657+0.00122593j 
0.0023881-0.000121459j 0.00125693-0.000126124j -0.000673184+0.00303757j -0.000645097-0.0247921j 0.00384023-0.00536195j 0.00106787+0.00490346j -0.00870663-0.00166002j -0.0018527+0.0050378j -0.00269579+0.000515826j -0.000699761-0.00871116j 0.00346335+0.00442147j -0.000258441+0.00135822j 0.00922632+0.0147538j 0.00125881+0.000173965j -0.00790012+0.00283564j -0.00621572-0.00643458j 0.00175291+0.00646291j -0.00483025+0.0045165j -0.00470982+0.00496474j 0.000743101+0.000139038j -0.00253762-0.00475521j 0.000598629-0.00215506j -0.00229542-0.00214802j 0.00723149+0.000450146j 0.00023276-0.00323438j -0.000521941-0.00728883j 0.00126286-0.00223142j -0.000783994+0.00265907j -0.000828459+0.00364754j 0.00761161-0.00631184j -0.00384648+0.000495797j -0.00215938-0.000519321j -0.00203983+0.00169566j -0.0126825+0.00244613j -0.000176176-0.000557624j 0.00104496+0.00357968j -0.00249227-0.00125944j 0.00268768-0.00158176j -0.00155564+0.00196654j 0.00164085+0.00071043j -0.00154557+0.00228608j -0.00232315-0.000771811j -0.0100119+0.00357439j 0.00517968+0.00180662j -0.00208272-0.00491019j -0.00114685+0.00383767j 0.00546325+0.00225064j -0.000712401+0.00247144j 0.00604173-0.00616141j 0.0132046+0.0039886j -0.00131563-0.00249758j -0.0103967+0.000284436j 0.00868939+0.00336093j -0.00526879-0.00515329j 0.00467118-0.000346396j -0.00599178-0.00137052j -0.000387353-0.00364495j -0.00479993+0.00135799j -0.00594918+0.00367306j -0.00189399+0.00300256j -0.000382569+0.00015237j 0.00434826-0.00145315j -0.00466788-0.00443946j -0.00233849+0.000329419j -0.00166829+0.00092962j -0.00464325+0.000464153j 0.00167007-0.00169851j 0.000612962+0.00131809j 0.00224904+0.00148217j 0.00249961+0.000543887j 5.44163e-05-0.00224113j 0.00211923-0.00102255j 0.00190258+0.00103808j -0.00317453-0.00232133j -0.00575898+0.000209169j 0.00853115+0.00235622j 0.00733787+0.000722816j 0.00257187-0.00496748j 0.00157115+0.00297774j -0.0016726+0.000155884j -0.00160659-0.000829283j 0.00429164+0.00453049j -0.00322387+0.00149326j 2.0656e-05+0.00312254j -0.00420954-0.00141086j -0.00199348+0.00410063j 0.00272095+0.00127053j -0.00080476-0.000140516j -0.000359298-0.00124562j 0.00244985+0.00114067j -0.00377197-0.00308104j 0.00276377-0.00011038j 0.00104581+0.000591557j -0.00032284+0.00104676j -0.00260687-0.00290568j 
0.000887267+0.00067422j 0.0010841+0.00307839j -0.00255535+0.000520052j -0.00262239+0.0215994j 0.00599524-0.000444149j 0.00421511-0.00469105j -0.00295467-0.00518062j -0.00351956+0.00195814j -0.00470547+0.00524117j 0.00539146-0.00957865j -0.0031458+0.0202775j -0.00143628-0.00149092j -0.00516696+0.0178095j -0.00593534-0.0105106j 0.00352408+0.0141119j 0.00613314-0.0203471j -0.00176255+0.0042973j 0.00582241+0.00245837j -0.000743971-0.0006564j -0.00548147-0.00217713j -5.10132e-05-0.00560834j 0.0042734+0.00460254j -0.00561495+0.00547592j -0.00589986-0.00581474j 0.00311985+0.00163512j -0.000700312-0.00133609j 0.00511935+0.000225345j -0.00363658-0.00392535j -0.0021746+0.00112073j 0.000393704-0.00520665j 0.0015943+0.0106832j -0.00415766+0.00655463j -4.97254e-05+0.00772543j -0.00693776+0.00199949j -0.000965136-0.00424054j -0.00279758+0.00455574j -4.63008e-05-0.00164866j -0.00186067+0.00315779j -0.00974739-0.00803786j -0.000819249+0.00445879j -0.00123502+0.00425778j 0.000424246+0.00110021j -0.00840607+0.00189839j 0.0021807+0.00544254j -0.000116814+0.0016299j -0.00123798-0.00511461j 4.21658e-05-0.00616903j -0.00139853-0.00610981j 0.000227725+0.00124003j 0.00113268+0.00594866j -0.00681011+0.00323459j -0.0070219-0.00416522j 0.000809162+0.00755924j -0.00447718+0.00312361j -3.52507e-06+0.00232358j -0.00416468-0.000307526j -0.00375418+0.000662452j -0.0043312-0.000871358j 0.000413769+0.000752417j 0.00342948-0.000976437j 0.0049397-0.000464877j -0.00416911+0.00476299j -0.000188694-0.0012541j 0.00138146-0.00225067j -0.00102106+0.00273288j 0.00193454+0.000414378j -0.000175248-0.000531669j 0.00106328-0.000421361j 0.00738094+0.00284145j -0.0089152-0.00159783j -0.00332333-0.000300798j -0.00604341-0.000426662j 0.00168452+0.00333058j -0.00113653-0.00106065j -0.00234554+0.00268185j 0.00538476+0.00220563j 0.00255735+0.000180255j 0.000406949-0.0048989j 0.000312336+0.000881943j 0.00458645-0.000227917j 0.0018854-0.00130721j 0.00223856+0.00152695j 0.00182183-8.39977e-06j 0.000554415+0.00118707j 0.00534545-0.00241813j 0.00339226+0.00285215j 0.00289492+0.00102245j 0.000552369-2.81486e-05j 0.00137356-0.00101925j -0.000873213+2.07729e-05j -0.00119999-0.00142256j -0.00102084-0.0012599j 0.00285258+6.66143e-06j 0.000744646+0.000996638j 0.00190533+0.000803814j 
