0.0143971-0.0121355j 0.032972+0.00207576j 0.0428513-0.00268993j 0.0101441-0.00943769j 0.0283655-0.000748767j 0.0252533+0.00787897j 0.0285748-0.00711423j -0.0459702+0.00145523j 0.00895752+0.00200907j 0.0333706+0.00131506j -0.0203838+0.00613848j 0.0109355-0.000439019j -0.00801224-0.00136665j -0.00257137+0.00620429j 0.0829084+0.00121813j 0.0152592+0.000484964j 0.00472428-0.000220496j -0.0193978-0.000859841j -0.0356996+0.00330753j 0.00269803+0.000536437j -0.0216772-0.000346967j 0.0263093+0.00151474j -0.00254941-0.00210077j -0.0397353-0.00334173j 0.00467621+0.00161185j -0.0243115-0.000483935j -0.00406518+0.000748699j -0.0260606-0.000636215j -0.0236959+0.0039902j 0.0344643-0.0011779j 0.0425776-0.002534j 0.0382128+0.000476999j 0.0345392+0.00178189j 0.0100073-0.000779711j -0.0016061+0.000479908j -0.0153579-0.000109235j 0.0277347+0.000866047j -0.0101448+0.000153502j 0.0197964-0.000437307j 0.00762838+0.000748931j -0.0570414-0.000700512j 0.0254249+0.00291677j 0.00300539+0.000168712j -0.0015342+0.000768117j 0.0331439+0.00209856j -0.0447803+0.00182345j 0.0334143+0.00122691j 0.0352747-0.00183116j 0.0365929+0.000918248j -0.00738645-0.00195727j 0.00297517+0.00109703j 0.0446709-0.000360365j 0.016738-0.00161412j 0.00530299-0.000497819j 0.0346577-0.00333017j -0.038984+0.000206059j -0.0368053+0.00401869j -0.01315-0.00172331j -0.00460913+0.00234756j 0.0334462+0.00293309j -0.129659-0.00398657j -0.00809957-0.00317632j -0.0135063-0.00482685j 0.0435516-0.0024802j -0.0192617-0.00253708j -0.0487545-0.000164562j 0.0222842+0.00110447j -0.0791782+0.00158615j -0.00756644+0.00597532j -0.103033-0.00518564j -0.0590149+0.00103453j 0.00674675+0.00370156j 0.0397123-0.00395545j -0.070189-0.00384305j 0.151295-0.000161387j -0.115059+0.00047174j -0.281511-0.00397064j 0.100464+0.000952342j 0.0132639+0.00227983j 0.0221695+0.000850764j -0.0738029-0.00199841j 0.0183041-0.00225288j -0.587581-0.0047613j -0.163515-0.00324358j -0.197209+0.00340282j 0.105982-0.00262148j -0.0771839-0.00799339j -0.152222-0.0044485j -0.0533209+0.00572775j -0.0866247-0.00971009j -0.038661+0.0018929j -0.0186384+0.0277996j 0.111665+0.00243906j 0.0506584-0.0288652j -0.0306129+0.0262591j -0.0787221-0.013694j 0.0222692-0.0491077j -0.359213+0.00936677j 
-0.00420912+0.000619296j 0.000540852+0.000967589j 0.000481183+0.00056498j -0.00497145+0.0120024j 0.00343978-0.00197066j -0.00271741+0.00561385j -0.0117392+0.00853597j 0.000150485-0.00890337j 0.0109401-0.00768241j 0.0155964-0.0019937j 0.0130464-0.00738249j 5.10387e-06+0.00376906j 0.000247483+0.000248976j 0.0195537-0.0113266j -0.0113898+0.00355314j -0.00718622-0.00279809j -0.0154817+0.00598851j 0.0226341-0.000979748j 0.0181513+0.000572334j 0.0304647+0.0060246j 0.0252035-0.010972j -0.0364276-0.00455256j -0.0477056+0.00130278j 0.0634868+0.0203983j 0.0277119-0.00350126j -0.00954797+0.00572273j -0.0376976+0.00470465j -0.000217007+0.00727076j 0.0173676-0.00545945j -0.0605123+0.0110026j -0.0992885+0.000128026j -0.0302792+0.00278129j -0.0567505-0.00491472j -0.181968-0.00908469j 0.110686-0.00326041j 0.0362101+0.0051351j 0.00361585-0.00727994j 0.0470735+0.00485971j 0.0089069-0.00203688j -0.0404276+0.0103459j 0.109956+0.00394057j 0.0242665+0.000749561j 0.012335-0.00634546j 0.0962032-0.00560693j -0.0258096-0.0110087j 0.00432772+0.00250617j -0.0583139-0.00574467j -0.0291869-0.00078688j 0.156348+0.00149315j 0.0520542+0.000945126j -0.105662-0.0122193j -0.0916803+0.0140612j 0.0140501+0.0137076j 0.0413472-0.00273932j 0.120026+0.00933788j -0.111329+0.00668872j 0.057527-0.0243552j -0.187486-0.00312995j -0.106394+0.0185735j 0.0603588-0.000127445j -0.129203-0.0102825j -0.0310589+0.00356542j 0.0607564-0.0220112j 0.00992604-0.041381j 0.0395487-0.024293j 0.0235213+0.0125788j -0.0300296-0.0124561j -0.0654119+0.00481847j 0.0391596-0.00497199j -0.0296107+0.00954845j 0.0149171+0.0140961j 0.0107783-0.00673593j 0.0030228+0.0256078j 0.0539554+0.00336151j -0.0131459-0.0120843j -0.0125189+0.000215889j -0.00986027+0.032812j 0.0268759-0.0210257j -0.0155227-0.00590469j 0.023497-0.0322998j -0.0517225-0.02427j -0.012601-0.0126808j 0.0050821-0.0273668j -0.0194277+0.0194921j -0.00350636-0.011168j 0.0176277+0.0270807j 0.0596073+0.00816839j -0.0079553+0.00839875j 0.0441603+0.00493624j -0.0305798-0.0153521j 0.00326942+0.0058268j 0.0298201+0.0207794j -0.000657824-0.00611706j 0.0102344+0.0149655j 0.0135749+0.0326204j 0.0349378+0.0200533j -0.000917388+0.00849139j -0.0101083-0.00545849j 
-1.45959e-05-0.00404515j 0.00673346-0.00708163j 0.00859201-0.00402609j -0.0025552-0.00330309j 0.0111463-0.00677306j 0.00101674+0.00484615j 0.0082209+0.00273472j -0.00777801+0.00680622j 0.00120343-0.0011966j 0.0143078+0.00338753j 0.00757444+0.00619367j 0.00682765-0.00374711j 0.00203904-0.0100368j -0.0111807+0.0106267j 0.0290461+0.0112872j 0.0186359-0.0100594j -0.0129512-0.0055819j 0.00171218-0.00578991j -0.00531308+0.000795193j -0.0093287+0.0158509j -0.0372561-0.00921689j 0.0299882-0.00830036j 0.0259992+0.0116058j -0.0194113+0.00412525j -0.00871195-0.0110148j -0.019359+0.00378964j -0.0348751-0.000185881j -0.00350754+0.000683421j 0.00989875-0.00265738j -0.0034383+0.00372191j 0.00707096-0.00490023j -0.0440911-0.00795425j -0.0109499+0.00743423j -0.0303126+0.00330093j 0.0857321-0.00408082j -0.0408797+0.00973238j -0.0869924-0.000480171j -0.00468615+0.00606387j 0.0013659-0.00164435j -0.0508301+0.00848442j -0.0490769+0.00627582j -0.0744713+0.00311039j 0.0323439+0.0091812j 0.00555532-0.0142812j 0.00237073+0.00128572j 0.0873452-0.00315716j 0.0247851+0.00673045j 0.0326618+0.00932087j 0.0685425+0.000871204j 0.108322+0.00161184j -0.0109105-0.00906132j -0.110852-0.00470008j 0.0619688-0.00160489j -0.0340462-0.00400107j -0.126017+0.00228799j -0.140418-0.00319357j 0.0832113+0.000105177j -0.126027+0.022863j 0.0325245+0.00814376j -0.0800172+0.0231334j -0.0240443+0.00373604j 0.0532086-0.0133113j 0.0829559+0.0214184j -0.0778956-0.00648618j -0.0997588+0.0175379j -0.0234402-0.0185998j 0.00566121+0.00434985j 0.0143316-0.00296602j 0.0341833+0.02409j 0.00831411+0.00962889j 0.0129245+0.0203299j -0.0190182-0.0283647j -0.000491212+0.0103347j 0.034208-0.0183741j 0.00918342-0.0277433j -0.00606641-0.0292531j -0.00235763+0.037182j 0.0230053+0.039088j 0.0171192+0.00683446j -0.032094+0.0196994j 0.00369729-0.011759j -0.00447921+0.0378485j -0.00317262-0.00633456j -0.0220791-0.0163938j 0.00432266+0.0149287j 0.00244221+0.0229771j 0.0558507-0.0342737j -0.0192163+0.00548823j 0.00968528+0.00735871j 0.06369+0.0315618j 0.0338746+0.0280304j -0.0171644-0.0335355j -0.0557362-0.00519923j 0.0243256+0.00830847j -0.00528264-0.0169338j -0.0206014-0.00855132j 0.00251738-0.00360796j -0.00372029+0.000528145j 
0.00263026+0.0020665j -0.000847705-0.00334663j 0.000920051-0.0062644j -0.00204052+0.0031285j 0.00176672-0.00247886j 0.00592389-0.0086363j -0.00381857-0.00402061j -0.00574604+0.00339768j 0.0191592-0.00849024j 0.00374846+0.00658976j 0.0122905-0.000415449j -0.0138816-0.00266712j 0.00817039-0.0136868j -0.0210972-0.00238939j 0.00545715+0.000203479j -0.00165425-0.00140978j 0.00555844+0.00190961j 0.00304469-0.00300026j 0.0446809+0.00723903j -0.0432112-0.00892755j -0.00143981-0.00913798j 0.00533073-0.0100173j 0.000363345+0.00683196j 0.00404994+0.0121824j 3.28256e-05-0.010812j -0.0217646-0.000746689j -0.0114011+0.0159767j 0.0229689+0.0241988j 0.0134704+0.00627438j -0.0408724-0.00537042j -0.0908137+0.00823552j -0.022302+0.00233567j 0.01765-0.00177802j -0.0711757-0.00610847j 0.0615527+0.000373871j 0.0508681+0.00094451j -0.0474753-0.00574472j 0.0392825-0.00725649j 0.0756579+0.00964405j -0.106008+0.0274936j -0.0465768+0.00645115j 0.0793943-0.00632981j 0.122806+0.013011j 0.0330201-0.00496488j -0.0888887-0.0148377j -0.0361732+0.00974888j -0.029366-0.00913264j -0.00576737-1.989e-05j -0.00428912-0.00700406j -0.23696-0.00285945j -0.0576876-0.0214634j 0.0111782+0.0209518j -0.0110512+0.0170802j 0.130375+0.0161818j -0.0633907+0.00658809j 0.0777998+0.0117224j -0.252177+0.0180752j 0.164534-0.00675442j 0.0119625+0.0462593j 0.0542434+0.00454899j 0.0446927-0.0135673j -0.0381037+0.00497203j 0.00843204-0.000942119j 0.0563579+0.00510453j 0.00103204+0.00221392j 0.0103886-0.0293031j 0.0401903-0.00190988j 0.00503212+0.0105767j -0.028348+0.0242235j 0.0185492-0.00105092j 0.00390266+0.0120094j 0.0215068-0.00728822j -0.0167132+0.0247148j -0.051837-0.00806473j 0.0138934-0.00780472j 0.0147744+0.0110904j -0.0169251+0.0149758j -0.0286515-0.016501j 0.0165879-0.0406563j 0.0179706+0.000614029j 0.00195759+0.0167428j -0.00916196-0.00576678j 0.00451706-0.00215041j -0.0442907-0.00255946j 0.0265902-0.0298049j -0.026049-0.0150217j -0.0226188+0.0100223j 0.0423049-0.0177927j -0.0584864-0.00245401j 0.00030981-0.00396621j -0.0202569-0.00649682j 0.00813178+0.00730924j 0.0242741+0.00822625j -0.0112969-0.0124427j -0.00868257-0.00775495j -0.00883051-0.000747176j 0.00716397+0.000648924j 0.00648569+0.0127389j 
-0.0044111+0.00435674j 0.00176796+0.000297343j -0.00467881+0.0115466j -0.00335223+4.11942e-05j 0.00158901+0.00281728j 0.0121382-0.00706496j 0.0044112-0.00121093j 0.00621992-0.00623285j -0.0167881+0.00705395j -0.0240502-0.00424269j -0.00243634-0.0102852j 0.0060359+0.0132915j -0.00934501+0.00936034j 0.015623-0.0150406j -0.0311202-0.00910348j -0.0181492+0.00557184j 0.0213741-0.000851617j -0.0236505+0.00836338j 0.000700147-0.000575539j 0.0135202-0.0239315j 0.0409239-0.000122996j 0.00458819-0.00936886j -0.0396474-0.000110805j 0.0184947-0.00968019j 0.0253818+0.000972894j 0.0391472-0.00589266j -0.00647376+0.0018584j 0.0381092-0.000825177j 0.00903744+0.00446411j -0.0706218+0.00418898j 0.00058474+0.00300626j -0.0159085+0.00797546j 0.0547552-0.00544377j 0.0415544+0.00617612j -0.0450212+0.0173817j 0.038844-0.00393685j 0.113023-0.000356156j 0.00977597-0.00203001j 0.0443003+0.00939207j -0.0199629-0.00676088j -0.12392-0.00795999j -0.0394258-0.0203215j 0.0372998+0.00587186j -0.0632548+0.0108468j 0.0748876-0.00129931j 0.0251157+0.0074487j 0.0285224+0.0010793j 0.08732+0.00183817j -0.0502993+0.00458836j -0.00771541-0.0119394j 0.0443918+0.00746455j -0.066053+0.00963537j 0.0339163+0.00181987j 0.0689825+0.0112866j 0.156027-0.0021291j -0.00695839-0.0119862j 0.0264502+0.0306866j 0.060809+0.015222j -0.00526433+0.0256003j -0.0188511-0.0130023j -0.0799054-0.0271081j 0.0779003-0.0132796j -0.00282566+0.0110708j -0.0751514+0.0424642j -0.0209006+0.0286393j 0.0187288+0.0505461j -0.0408195+0.0261914j 0.0107611+0.0351035j -0.00173878+0.00514615j 0.0424838+0.0155117j -0.00921111-0.0291644j -0.00740633-0.0197279j -0.0225869+0.0181306j -0.0125161+0.0127346j 0.0254179-0.0233065j -0.00847523-0.0108032j 0.0161034-0.0189882j 0.00349961+0.0156042j -0.0322841+0.0134763j 0.00588851+0.00315562j 0.0159186+0.0218645j -0.0211022+0.0208486j -0.00752025+0.0114412j 0.00681721+0.00949427j 0.00195685-0.0245205j -0.0146359+0.00977068j -0.0241243-0.0277612j -0.0237013+0.00334576j -0.0147844+0.0143281j -0.0643382+0.0163451j 0.00048279+0.00773716j -0.00419703-0.023421j -0.058565-0.00583702j 0.0169885+0.017926j 0.00255511-0.00433595j -7.23039e-05+0.00464172j -0.000773688+0.00722638j -0.00955814-0.00882319j 
0.00363824-0.000985943j -0.00408187+0.00570468j -0.000937928+0.00284844j 0.00488734-0.00201116j -0.00882349+0.00309473j -0.0161895+0.00422603j -0.00121292+0.011323j 0.00765174+0.000506327j -0.00419833-0.00159226j -0.00776763+0.00415708j -0.00861628-0.000449161j -0.00488146-0.0156719j 0.000711176-0.00620921j -0.00954761+0.00367382j -0.0284693+0.0057102j 0.0183451-0.00948264j -0.00205562+0.00107742j 0.0121229-0.00861242j -0.00137197-0.00407438j -0.000631949+0.0131736j -0.0291129+0.0160639j -0.0117282+0.00437604j 0.0640124+0.0114724j 0.0116099+0.00441978j -0.0461248-0.0032458j 0.0198072-0.00352689j 0.0288945-0.0107139j -0.0104773+0.00537178j 0.0104649+0.00339687j 0.0477593-0.00428814j -0.0444314-0.00138565j -0.0554281-0.00257756j 0.0728522+0.00906925j 0.00772619+0.00477072j 0.0558427-0.00393965j 0.0164903+0.0109341j -0.00980901+0.00567963j -0.00853764-0.0120435j 0.0288063+0.00171847j 0.0551929-0.00878085j 0.0121931-0.000610479j -0.0684896+0.014789j 0.1145+0.0137097j 0.00890706-0.0169156j -0.00873345-0.0162477j 0.0125505-0.0103945j -0.00962621-0.0190435j -0.0198891-0.00497506j -0.0193745+0.0258023j 0.0139202+0.00615825j 0.135491-0.0111503j -0.0285516-0.000209963j 0.0493566+0.0135724j -0.196211-0.00857403j 0.0824137+0.0144087j -0.0341634-0.00682973j -0.00520881+0.0366758j -0.0542204+0.0342603j -0.00611442+0.00805189j 0.019858+0.0194273j -0.0414749+0.0139746j 0.000601389-0.00475015j -0.029844+0.0396344j 0.0560469-0.0377283j -0.0261989+0.0127054j 0.000500758+0.015593j 0.00661095+0.0516248j -0.0294565+0.0157315j 0.0195092-0.0212468j -0.0376504-0.0548361j -0.0121018-0.0632968j -0.00245943-0.0223727j 0.00629289+0.0147728j 0.0238501-0.0163277j -0.0196551-0.0181856j 0.0131398-0.00262309j 0.00518147+0.0175497j -0.0151923-0.00811468j 0.00543215+0.0110203j 0.0148103-0.00450075j -0.0121923+0.0092866j -0.0068761-0.0263068j 0.0146485-0.0131385j 0.0118111+0.0122846j -0.0128066+0.00973521j -0.0077197-0.00971171j 0.00112064+0.0233763j -0.0602277-0.0024524j 0.0219357+0.002162j 0.0036709-0.00722627j -0.00754591-0.00427022j 0.00124368+0.021383j 0.0533315+0.0196438j 0.0076102+0.000106886j -0.00426993+0.00768845j 0.0127653+0.0110104j 0.000425564+0.00289584j 0.00457456+0.000152672j 
0.00107885-0.00822788j 0.00156381+0.00334734j -0.00190498+0.00355936j 0.00743033-0.00123065j 0.000830949-0.000862772j -0.00300103+0.0219438j 0.0143184-0.00804983j -0.000511535-0.00455369j 0.000350271+0.000216977j 0.000551589+0.0179562j -0.0369189-0.00112751j 0.0205366+0.0177696j 0.0253034-0.0255672j -0.0189052-0.00794087j 0.00381319+0.00855711j 0.0201603-0.00965744j 0.0199985+0.00707172j 0.0230146-0.00784062j -0.0174311-0.00288264j 0.0503882+0.0189555j -0.00835343+0.0115336j 0.00910035-0.000765516j 0.0169541+0.00354086j 0.0184468-0.00532401j -0.0332863-0.0118049j -0.0458676+0.0115469j -0.037887-0.000178506j -0.00880416+0.0069299j -0.0274642-0.00519815j 0.0186701+0.00881547j 0.0249448-0.00685956j 0.0254708-0.0191242j -0.0590457+0.0143569j -0.0620763-0.00674405j 0.0292536+0.00125298j 0.0262269-0.00117462j -0.00989735+0.0107517j -0.00673896+0.0018706j -0.0229048-0.00902806j -0.0339367+0.0011169j 0.105583-0.00247308j 0.0477244-0.00130791j -0.12657+0.00698686j -0.0266876+0.00331375j -0.0157871+0.00933549j 0.07569-0.0110262j -0.0174942+0.0055533j -0.0357076-0.00406287j 0.141992-0.00687191j -0.00279044+0.0111866j 0.0924041-0.000990669j -0.0716217-0.0202389j -0.0926117+0.0177262j 0.257409+0.00762911j 0.115224-0.0146981j 0.0812913-0.0106429j 0.0210006+0.0141223j -0.0156932+0.012564j 0.00616868-0.0218377j 0.102217+0.010769j -0.0717988+0.0223059j -0.0190043-0.0137046j 0.018183+0.0119195j -0.00962278-0.00540164j 0.00266967+0.00477235j 0.0214498-0.0257946j -0.0114019+0.0094002j -0.0462906-0.0139542j -0.0362035-0.0102851j 0.0079397-0.0205453j 0.00572467-4.49049e-05j 0.00297819+0.00535527j -0.017936-0.0290221j -0.00957975-0.0322919j -0.000365477+0.0208252j -0.0144633+0.00788512j 0.00462628-0.0313384j 0.0113964+0.0174296j -0.00641617-0.0210732j 0.00145251-0.0382643j 0.00655826-0.00265927j 0.00478831-0.00279712j 0.0320737+0.0294208j -0.00544761+0.0245971j -0.00317161-0.0334284j 0.0231052-0.000121544j 0.0609541-0.00701375j -0.00233219-0.00527462j -0.0582761+0.0111559j -0.0739202-0.0111939j -0.0239959-0.0144077j 0.005463+0.0109337j -0.0113782-0.019413j -0.0121497+0.00264862j 0.0155339+0.0155661j 0.0149216+0.00230321j -0.00592312-0.00357738j -0.00208331-0.0123609j 
0.00456776-0.00139232j -0.00316555+0.00237823j -0.00367615+0.00863338j 0.00482977-0.00855555j -0.00648255+0.00497883j -0.0076199-0.0131968j 0.00990859+0.00272659j 0.00509823+0.00801012j -0.0188038-0.000125106j -0.0217748-0.00780378j -0.0130894+0.0105738j -0.0111885-0.00266512j 0.0132608-0.00324456j -0.0158179+0.0131683j -0.0150359-0.000128988j -0.00468177+0.000568165j 0.0125129-0.0140511j -0.0330377+0.00615789j -0.0117168-0.00392538j -0.0466371-0.00163392j -0.0245578-0.0207464j 0.0388061-0.00495171j 0.0314849-0.0121478j 0.000677746-0.00223353j 0.030205+0.00170405j -0.0192551+0.00614709j -0.00971805+0.0183194j 0.00559005+0.00507679j 0.0261038+0.00098195j -0.0105361-0.0103522j 0.032412+0.00366252j 0.0187684+0.00248296j -0.00094321+0.00408358j 0.0437277+0.00486621j -0.0392757-0.00433742j -0.0364591-0.00934924j -0.0546098-0.00772689j 0.0323712+0.00698896j -0.00887896+0.00255056j -0.0127949+0.0179511j -0.114659+0.0032683j 0.00314074-0.00684411j 0.0803035+0.00550792j 0.0367376+0.0127841j -0.0641709+0.0187776j 0.0172207+0.00985196j -0.0120753+0.00451559j 0.0625052+0.00588584j -0.151835-0.010818j 0.138091+0.00637398j 0.192473-0.00975542j -0.196044-0.000882548j 0.175275-0.00111497j -0.129035+0.0222376j 0.157555+0.00395141j -0.0682527+0.0180345j 0.0906499-0.0247988j 0.0460846-0.0260077j 0.045481+0.0110909j 0.0110319+0.00416327j -0.0682242-0.0105023j 0.0564571+0.0159861j -0.00584268-0.0091177j 0.00872514+0.0339084j -0.0867389-0.0150325j 0.0129214-0.0329113j -0.058995-0.0292047j -0.0248973-0.0194904j 0.0108729+0.0154294j 0.0116577+0.0128877j -0.00243056+0.0147235j -0.0270948-0.0110479j -0.0366538-0.00735666j 0.00496705-0.00221224j 0.00259454-0.0115028j 0.00467511-0.0319572j 0.0173036+0.0262177j 0.029675+0.0028809j -0.010636+0.0197042j -0.00574892-0.00418325j 0.00464516+0.0180544j -0.0488376-0.00927775j 0.0270558-0.00495948j 0.0263372+0.0161173j -0.00428184-0.00317536j -0.0208376-0.000122325j -0.000635843-0.00420308j -0.0994263-0.0185114j 0.00409582+0.028435j -0.036515+0.00878892j -0.0135646+0.00687473j 0.00399379-0.00362542j 0.0165997+0.0246662j 0.0224691+0.00670729j -0.0155857-0.00708962j 0.00485455+0.0147314j 0.00311368-0.000326419j 0.0089295+0.00300998j 
0.00090987-0.00110779j -0.00250643+0.00479811j 0.00205479-0.00798452j 0.00497019+0.0027358j -0.00760565+0.00126835j 0.000947653-0.00394611j -0.00146174-0.00476324j 0.00657721-0.00270759j 0.0369611-0.00414052j 0.00444035+0.0133536j 0.00944188+0.0068748j 0.0140659-0.0166085j -0.0046371-0.0076464j 0.0178513+0.000569711j 0.0169979+0.000657083j 0.0102341+0.00862884j 0.000698553+0.00563896j 0.0142604-0.00706383j 0.0301045+0.0154439j 0.0145051+0.0103761j 0.0202107-0.0171356j -0.00139782+0.0266402j -0.0241469-0.00323881j -0.0445888+0.0186904j -0.0263289+0.00140497j -0.00148534-0.0144991j 0.0326337-0.0180505j -0.0386693-0.00399641j -0.166077-0.0057518j 0.0578193-0.0019959j 0.0911351-0.00863758j 0.0619451-0.00109244j -0.0356155+0.0032529j -0.068208-0.0290853j 0.092626-0.0098353j 0.0211055+0.017966j -0.0453929-0.0216494j -0.0592711+0.00790635j 0.0703348-0.00528061j -0.0198325-0.0143541j 0.0387744+0.00775494j 0.046142+0.0132467j -0.0613332-0.0252145j 0.0903274-0.0169131j -0.0768908+0.0146567j 0.0536611-0.00975278j -0.00363852+0.0159723j 0.0621364+0.0251548j -0.108366-0.0165121j 0.221611+0.00832145j 0.134206+0.0148575j 0.0717736-0.00675265j -0.115767-0.00185068j 0.0372881-0.0231732j 0.0984299+0.00321574j 0.00348222+0.0200593j 0.10155-0.0256717j 0.0548282-0.0246758j 0.0265894-0.0091956j -0.0477703+0.00208561j 0.0397042-0.00161761j 0.00211287+0.00855724j 0.0282528+0.0180245j 0.0165206-0.0175035j -0.0792346+0.0200443j -0.0044571-0.0134946j -0.0277817-0.00209008j 0.00249389+0.0242709j -0.0187906+0.0251511j -0.0223622+0.00185265j 0.00868776-0.0261291j -0.0271833+0.00782333j -0.0145143-0.0142722j -0.03609-0.0147926j 0.0045276+0.0219754j 0.00865486+0.0159253j -0.0058775+0.00564128j 0.00756568-0.0114441j 0.0131847-0.00849281j -0.00641871-0.00378321j 0.000198163-0.00518243j -0.0144685+0.00725946j 0.0358994+0.00129852j 0.0118174-0.00448144j -0.0248409-0.00461696j 0.0583274-0.00368978j -0.0341545-0.0253655j -0.0280513+0.0164898j -0.0342777-0.00308507j -0.0166528-0.0173493j 0.0169875-0.017531j -0.00254698-0.0146851j -0.0149-0.0201905j -0.0349663-0.0134277j 0.00661564+0.000444577j -0.00138938-0.00907515j 0.000363824-0.00157253j 0.0022947-0.000590962j 
0.00451067-0.00553886j 0.00408247-0.0107109j -0.00129751-0.00520674j 0.0037787-0.00551526j 0.0105359-0.00143422j -0.00496417+0.0183819j 0.0141017-0.0117907j -0.0175076+0.0109865j -0.0455578+0.0153496j 0.0114773-0.0240075j -0.0140428+0.00539452j -0.00730961+0.0212808j 0.031871+0.00614612j -0.0339496+0.0179017j 0.0425928-0.020224j -0.0151814-0.0137993j 0.00800309-0.0162146j 0.0499112-0.0149339j -0.0492013+0.00613332j 0.025577+0.0104312j -0.0048129-0.00451165j 0.00490055+0.0117788j -0.0664229-0.00308608j -0.0530889-0.0118636j 0.0443606-0.00150049j 0.0292935-0.000286855j -0.0536732-0.00427358j -0.00341334-0.00616798j 0.0692533+0.00167282j -0.0539033+0.0110032j -0.0132112-0.00905906j -0.0440398-0.0137396j 0.0110223+0.00379131j -0.0371637+0.0122038j 0.0891032-0.00680924j -0.0401578+0.00333309j -0.0221604-0.0189333j -0.0122773+0.0191493j -0.0920077-0.0131505j -0.024828-0.013939j 0.0681373+0.00271386j 0.00742048-0.000691861j -0.0533298-0.0159283j -0.0865011-0.00349645j -0.00305509+0.00955567j 0.107175-0.014737j -0.0815998+0.0110636j -0.0711189+0.0324174j -0.140143-0.00440706j -0.0391055+0.0155192j -0.0281496+0.0116727j 0.0308723+0.0213885j 0.0145436+0.0139735j -0.010864+0.000422328j 0.00389227+0.00232731j 0.00974769-0.0273505j -0.0161484-0.018629j 0.0291736-0.0133851j -0.017643-0.0205997j 0.117473+0.0216653j -0.0258114+0.00387666j 0.017591-0.0275226j -0.0251023-0.0230925j 0.00479893-0.0215208j 0.0467838+0.00161253j 0.0122499+0.00576634j -0.00241849+0.0484621j -0.00103413+0.00931736j -0.0348194+0.00110635j -0.00487336+0.0101281j 0.00498551+0.013182j 0.0160495+0.0206819j 0.0138321-0.0291576j 0.000273693-0.0152689j -0.00791865-0.0158578j -0.0175247+0.00287529j 0.0100575-0.00735701j 0.0276458-0.0018187j 0.00628155-0.0289506j -0.0123928+0.0022651j 0.0201536-0.0148133j -0.00940698+0.00148522j 0.00480072+0.00686538j 0.0102917-0.00606255j -0.0110152-0.0180823j -0.0241074-0.0113049j 0.0195703+0.0220177j 0.0377427-0.0160385j 0.0473581+0.0209414j -0.0283111+0.00739619j -0.0516474-0.00689998j 0.00268604+0.024099j 0.0214524+0.00915309j 0.0085831+0.00111256j 0.00286485+0.000482532j -0.0071647-0.00277684j 0.00263785-0.00618063j 0.0111424+0.0113883j 
-0.00231124+0.00501479j -0.00327655-0.0007269j -0.00446735+0.00465735j -0.0151872+0.0114779j 0.0129781-0.000257755j 0.0101642-0.0180008j -0.0200869+0.00927026j -0.000345136-0.0101762j 0.0260827-0.0258715j -0.00301677-0.00958493j 0.0379633+0.0045087j -0.00133005-0.0301046j -0.00460537+0.00880365j 0.019229+0.0236376j -0.0522858+0.0164156j 0.0225757-0.0192134j -0.0369026-0.00460588j 0.0191274-0.00482512j 0.0401036-0.0120671j -0.00835549+0.0353226j 0.00414578-0.00471477j -0.00907314-0.00400168j 0.0361326+0.0061491j 0.0500404+0.00220307j -0.00970419+0.00958916j 0.00671828+0.0038532j -0.0130609-0.00333469j -0.0310293-0.013969j -0.00110461-0.0175363j 0.0556609+0.000613096j 0.0683481-0.000829197j 0.00911275-0.0044453j 0.0103914+0.00267526j 0.0264459+0.00877538j 0.154285-0.00215887j -0.0462261+0.00302803j -0.0396226-0.00725387j -0.0015951+0.018288j 0.0341863-0.0116178j -0.0656763+0.00568477j 0.00593613+0.00538975j 0.101365+0.0232187j 0.0210206+0.00416683j 0.11191-0.0102793j -0.0563914-0.0134594j 0.0626649+0.00121821j 0.0565649+0.000185222j 0.0166414+0.00595494j -0.108875+0.0220918j -0.228575+0.00553171j 0.0298569+0.000603418j 0.00893217-0.00912706j 0.0802717-0.020955j 0.0748853-0.0430598j 0.0313435+0.00467867j 0.0470612-0.0193005j -0.0692617-0.0182082j 0.101302+0.0119058j -0.019779-0.00987306j 0.0131616-0.00429016j -0.00960919+0.0225272j 0.00112861-0.00493715j 0.0318362+0.0260453j -0.0583322-0.0262439j -0.00119121+0.0053006j -0.0080931+0.0253353j -0.00535825+0.000239076j -0.00963824-0.009922j -0.0263501-0.0237906j 0.0103715+0.0391106j -0.0117659-0.0169351j 0.0139432+0.0119065j -0.0112879-0.0366939j -0.0246423-0.0270065j 0.0131393+0.0080023j -0.000541665+0.00640286j -0.028952-0.00801135j 0.0255167-0.0083095j 0.0225328-0.0251749j 0.034125+0.022376j 0.00963303+0.00440602j -0.0111861+0.00921229j 0.00335155+0.00448733j -0.0142475-0.0109559j 0.0283812-0.0366295j -0.0153916-0.0166824j -0.0622982-0.0166916j 0.0134867-0.00637319j -0.00657937+0.0194447j -0.0287694+0.00906541j -0.0083754+0.0139301j 0.0206055-0.00604821j -0.0323168-0.000633424j 0.0200111+0.00674498j -0.0157339-0.00273083j 0.00764476+0.0151699j -0.00398591+0.00100085j -0.00282967-0.000990457j 
