0.0143971-0.0121355j 0.032972+0.00207576j 0.0428513-0.00268993j 0.0101441-0.00943769j 0.0283655-0.000748767j 0.0252533+0.00787897j 0.0285748-0.00711423j -0.0459702+0.00145523j 0.00895752+0.00200907j 0.0333706+0.00131506j -0.0203838+0.00613848j 0.0109355-0.000439019j -0.00801224-0.00136665j -0.00257137+0.00620429j 0.0829084+0.00121813j 0.0152592+0.000484964j 0.00472428-0.000220496j -0.0193978-0.000859841j -0.0356996+0.00330753j 0.00269803+0.000536437j -0.0216772-0.000346967j 0.0263093+0.00151474j -0.00254941-0.00210077j -0.0397353-0.00334173j 0.00467621+0.00161185j -0.0243115-0.000483935j -0.00406518+0.000748699j -0.0260606-0.000636215j -0.0236959+0.0039902j 0.0344643-0.0011779j 0.0425776-0.002534j 0.0382128+0.000476999j 0.0345392+0.00178189j 0.0100073-0.000779711j -0.0016061+0.000479908j -0.0153579-0.000109235j 0.0277347+0.000866047j -0.0101448+0.000153502j 0.0197964-0.000437307j 0.00762838+0.000748931j -0.0570414-0.000700512j 0.0254249+0.00291677j 0.00300539+0.000168712j -0.0015342+0.000768117j 0.0331439+0.00209856j -0.0447803+0.00182345j 0.0334143+0.00122691j 0.0352747-0.00183116j 0.0365929+0.000918248j -0.00738645-0.00195727j 0.00297517+0.00109703j 0.0446709-0.000360365j 0.016738-0.00161412j 0.00530299-0.000497819j 0.0346577-0.00333017j -0.038984+0.000206059j -0.0368053+0.00401869j -0.01315-0.00172331j -0.00460913+0.00234756j 0.0334462+0.00293309j -0.129659-0.00398657j -0.00809957-0.00317632j -0.0135063-0.00482685j 0.0435516-0.0024802j -0.0192617-0.00253708j -0.0487545-0.000164562j 0.0222842+0.00110447j -0.0791782+0.00158615j -0.00756644+0.00597532j -0.103033-0.00518564j -0.0590149+0.00103453j 0.00674675+0.00370156j 0.0397123-0.00395545j -0.070189-0.00384305j 0.151295-0.000161387j -0.115059+0.00047174j -0.281511-0.00397064j 0.100464+0.000952342j 0.0132639+0.00227983j 0.0221695+0.000850764j -0.0738029-0.00199841j 0.0183041-0.00225288j -0.587581-0.0047613j -0.163515-0.00324358j -0.197209+0.00340282j 0.105982-0.00262148j -0.0771839-0.00799339j -0.152222-0.0044485j -0.0533209+0.00572775j -0.0866247-0.00971009j -0.038661+0.0018929j -0.0186384+0.0277996j 0.111665+0.00243906j 0.0506584-0.0288652j -0.0306129+0.0262591j -0.0787221-0.013694j 0.0222692-0.0491077j -0.359213+0.00936677j 
0.00484075-0.017583j -0.0233539+0.000124556j 0.0104216-0.0116857j 0.0026624+0.0110425j -0.000947107+1.27731e-05j -0.0353404+0.0131048j -0.0212766-0.00536528j -0.0147079-0.00530722j -0.120309+0.00140556j -0.214159-0.0021016j 0.0502915-0.00210434j -0.257159-0.00224045j 0.225774+0.00568657j 0.337982-0.00472544j -0.0582571-0.00840347j -0.0672817+0.00392265j -0.0137729-0.00197201j 0.0510984+0.00313559j -0.068499+0.00488931j 0.0741648-0.00238521j -0.130791-0.00295184j 0.0658456+0.00755335j 0.224138-0.0063042j -0.0477784-0.00370161j -0.113433+0.00422212j -0.0301945-0.00539201j -0.0925023-0.00177956j -0.015234-0.00103417j -0.0596069-0.0024875j 0.119401-0.00347175j -0.178751-0.00265844j 0.00539061+0.000248689j -0.0696256-0.00563553j -0.259853+0.00721232j 0.0525017+0.00138177j -0.320269-0.00257227j 0.216369-0.0020406j -0.0202561+0.00555355j 0.0639191+0.0057531j 0.0452031-0.00248028j -0.197021-0.00329416j -0.0843888+0.00535059j -0.148399-0.00566192j 0.019495-0.00245348j -0.00206985+0.000413962j -0.0730832+0.00448781j -0.0304174-0.00547451j -0.0366751+0.00314575j -0.0943754+0.00997628j -0.0642684-0.00080272j -0.0758314+0.00846119j 0.0585245+0.00423465j 0.116805-0.00632815j 0.0571653-0.00935886j 0.0212258+0.00276531j -0.00164788-0.00343927j 0.0544496-0.00423222j -0.00817514-0.000166984j -0.0231632-0.00290981j -0.0258712+0.00105436j -0.00819722-0.00323009j -0.0243086-0.00176159j -0.0076138+0.000865284j 0.0568206-0.000647006j -0.0399083+0.00455463j 0.0175267+0.00685437j 0.0536584+0.00380987j -0.0179932+0.00513899j 0.00991659-0.000539732j -0.00135487+0.00754028j 0.00790251+0.00445384j -0.000233614+0.00460703j -0.0406834+3.8239e-06j -0.00383326+0.00308247j -0.00991166+0.000785594j -0.0126087-0.00223037j 0.0294747-0.00316548j 0.0318003+0.00162217j -0.0317454+0.0055243j -0.00558085+0.00131186j 0.0287228+0.0053311j -0.00603705+0.00268848j -0.0043397+0.00239144j 0.0042477-0.00212483j 0.00230756+0.0032747j -0.024447+0.000715664j -0.0214628-0.00137891j -0.0179734-0.006042j 0.0152966-0.00495839j -0.0124543+0.0012692j 0.0112833+0.00563273j 0.00826109-0.003026j 0.00929616+0.00396059j -0.00147629-0.00041089j -0.0159245-0.00619849j 0.0197359+0.00386145j -0.00604481+0.000683888j 0.0115502+0.00706278j 
0.00453231-0.00977047j -0.0129381+0.000650139j 0.0248079-0.0056605j 0.0083421+0.0167058j -0.00368304+0.0075205j -0.00101708+0.0152116j 0.0403674-0.00671726j 0.0366938-0.000225041j -0.0179201-0.000780541j -0.317272-0.00682216j 0.021687-0.00491685j 0.418703+0.00173084j 0.110497+0.00560091j -0.00567657-0.00889163j 0.0456254+0.00559736j -0.0560349-0.00469123j 0.106894+0.000905178j -0.14372-0.00599244j -0.0367331+0.00140751j -0.0123262+0.00287532j -0.014175+0.00222536j -0.131101+0.00467767j -0.187294-0.001749j -0.0527245+0.00726417j -0.0477181+0.00221179j -0.376258+0.0068095j 0.0500615+0.00337135j 0.0911107-0.00506618j -0.214737-0.00213137j -0.145038+0.00729938j 0.034331-0.00674534j -0.188636+0.00441527j 0.12275+0.00593234j -0.085318-0.00400101j -0.0238379-0.00117271j -0.194868+0.00287275j -0.0744383-0.000967951j -0.112947+0.00431344j -0.0941662-0.00467636j 0.0115182-0.00195627j -0.0765066+0.00148143j 0.0513611-0.00502193j 0.012621-0.00706876j -0.110905+0.00689282j -0.0269407+0.00761598j -0.0573328+0.00305321j 0.0740066+0.00535022j -0.0642776+0.00130546j -0.00702743-0.00441942j -0.0717725+0.000472168j -0.0426214+0.0055354j -0.0604316-0.00180962j -0.106384+0.00218525j -0.0823876+0.0019573j 0.0798713-0.000515443j 0.0584798-0.00275843j 0.0285664-0.00560248j -0.0190005+0.00151361j 0.0401905-0.00795658j 0.00523792-0.002436j 0.00245907+0.00425586j 0.0315973-0.000672268j 0.0248627+0.000653752j -0.00427598+0.00270025j -0.0269319+0.00131378j 0.00116881-0.00278222j 0.0275799+0.006562j -0.00255834+0.00199459j -0.0224711+0.00216146j 0.0205233+0.000770167j 0.0111088+0.00456096j 0.0112656-0.00146553j 0.0167938-0.0015764j -0.0141945+0.00392677j -0.00528422+0.000943734j 0.00972689-0.00112192j 0.0357882-0.00230649j 0.0150925+9.63497e-05j 0.0162369-0.00128274j -0.0207245-0.00388385j 0.00541122-0.00353282j 0.0469495+6.06977e-05j -0.0185936+0.000117991j 0.00206491+0.00131529j 0.00437914+0.000146009j -0.035738-0.00243472j -0.00663164+0.00229795j -0.0348536-0.00233531j 0.0010415-0.00684943j -0.0345547-0.00127623j 0.0238518+0.00293367j -0.00173242+0.003391j -0.012088-0.00216663j -0.00924657+1.39598e-05j 0.00451174-0.000694894j 0.0034278+0.00420526j 0.00641679+0.002716j 0.00247666-0.0029831j 
-0.0148473+0.00359126j 0.000809204+0.0107289j 0.0159688-0.0107705j 0.0239434+0.00315509j -0.0352958+0.00415561j -0.0128289+0.00166393j 0.0121272+0.00917801j 0.00951481-0.0170462j -0.441707-0.00721478j 0.0913868-0.00694222j -0.0694645-0.00142213j 0.0830424-0.00192646j -0.185208+0.0107793j 0.0725851+0.00498029j 0.0270175-0.00461108j -0.0684149+0.00298912j 0.255214+0.00702085j 0.116894+0.000728353j -0.0109303-0.00746727j -0.086705+0.00263237j -0.104173+0.0114892j 0.122028-0.00178031j 0.0205945-0.000858249j -0.249161-0.00126441j -0.284389+0.00328306j 0.0472073+0.00194137j 0.0624858+0.0039797j -0.00918324+0.0024901j -0.070477+0.0028174j -0.0503438+0.000872094j -0.291821+0.00514358j 0.207921+0.00816988j -0.135039-0.00705271j 0.187736-0.00199809j 0.0552272-0.000828544j 0.0739591+0.00159485j -0.193285+0.00559658j -0.110586-0.00262294j -0.0671249-0.00406824j -0.0933749-0.000586992j -0.0150282+0.00224035j -0.0113279-0.00164485j -0.0405851+0.00742665j -0.0841418+0.000214575j 0.0940102-0.00636301j -0.0232481+7.388e-05j 0.0139207-0.00362305j -0.0146563-0.00246283j -0.00315982-0.00533107j -0.0247761-0.00188445j -0.0612716-0.000296065j -0.0134466+0.00192239j -0.0341152-0.00221427j 0.0169166-5.93747e-05j 0.104123-0.000873991j -0.0989334+0.00249792j 0.0229393-0.00409576j 0.00797095-0.00961616j -0.0299324+0.00742665j 0.0412306-0.00480752j 0.0512299-0.00352937j 0.0380454+0.000340992j -0.0546995+0.00494415j -0.0108069-0.000697177j -0.0227501-0.00300256j -0.0198697+0.00311688j -0.00227615-0.00136861j 0.00866154-0.00147104j 0.00351591-0.00393723j -0.0113386+0.00257074j 0.00907772-0.00275801j -0.0129017+0.000944374j -0.0045423+0.000321585j -0.00780052+0.00129343j -0.0113405-0.000990317j 0.00297738-0.00037457j 0.0229962+0.00204633j 0.00127724+0.00291732j -0.00558941+0.00145463j -0.00741417-0.000489223j 0.0144816+0.00703913j -0.0166588+0.0017699j -0.0236181-0.00134476j 0.00853788+0.00272937j -0.0086241+0.00192566j -0.0332325+0.00186166j 0.00790542-0.00669368j 0.00284406-0.002984j 0.0359465-0.00287883j -0.0310402-0.00396197j 0.00966662+0.00469258j -0.0297268-0.00411835j 0.00592182+0.000419614j -0.0127754-0.000856099j 0.0212837+0.000769923j 0.0111444+0.00833517j 0.00265572+0.00133047j -0.00235055-0.00347793j 
-0.0103369-0.00362371j -0.00533223+0.00635696j 0.0250149+0.00214951j -0.0216401+0.000480578j 0.0560516+0.0184025j -0.00470989+0.00362899j -0.0564667-0.0185444j -0.46024+0.00278259j -0.0132649+0.00874178j -0.0101496-0.00750671j -0.0214666+0.00147162j 0.0694761+0.0240392j -0.063026+0.000620068j 0.0553449-0.00778863j -0.087893+0.00260981j 0.241907+0.0144368j -0.188078+0.00732204j -0.0975032+0.00671684j 0.325827+0.000341547j 0.0556207-0.010295j 0.0699975-0.000153411j -0.325968+0.00386644j 0.0854463+0.00534479j -0.0375495-0.0041476j -0.0562586+0.00337837j 0.11906+0.00885909j -0.0910616+0.00281674j -0.214487+0.000459294j 0.059881+0.00717306j -0.113597+0.0020652j -0.177147+0.00344138j 0.0681443-0.00110814j -0.020318-0.0113024j 0.00406407-0.003841j 0.0165254-5.6707e-05j -0.104391+0.0012877j -0.0618478+0.00814382j -0.0679416-0.00130711j -0.168235+0.00326712j 0.0646291+0.00158452j -0.053322-0.00458065j 0.0497333-0.00541755j 0.0278034-0.00131777j -0.085118+0.00678288j -0.0256566+0.00526795j 0.102716-0.00270414j -0.0140376-0.00443964j 0.0465326-0.00340385j 0.0860122-0.0062595j 0.0634477-0.00122296j -0.0189481-0.00118802j -0.00224729+0.00279339j 0.0488176+0.00293987j -0.0144358+0.00442811j 0.00477685-0.00170981j 0.0582814+0.00210374j -0.0299441-0.000637145j 0.0436079-0.00127797j -0.0396164+0.00723641j -0.0640119+0.00231248j -0.0140063-0.00327087j -0.000373531-0.000844895j 0.00317551+0.000589448j 0.0049454+0.00151451j -0.00803746-0.00580084j -0.010059+0.00340257j 0.000728974+0.000555431j -0.00345372-0.00317489j -0.00815446+0.00232255j -0.000483277-0.00483514j -0.00230474+0.00230407j -0.0106302-0.00249916j 0.0185382+0.000350998j -0.0369525+0.00821193j 0.0394875-0.0048928j 0.0207114-0.000952556j 0.0525687-0.00402268j 0.0122452+0.000338248j -0.0184302+0.00113514j -0.0507459+0.00124607j 0.0284803-0.00297341j -0.00626757+0.00803778j -0.0238695-0.0013346j 0.0210716+0.00272416j 0.00352584+0.00722775j -0.0108735+0.000173799j 0.0155416-0.00600337j 0.0353977-0.00175422j -0.00987316+0.000564089j 8.70128e-05+0.00129175j 0.00400817+0.0047131j -0.00839482+0.000269004j -0.00767258-0.00708296j 0.0153524-0.00426837j -0.0152735-0.0019198j 0.0143212-0.00631736j -0.00867638-0.00711381j -0.0113385-0.000349306j 
0.00311496-0.00808568j -0.0206401-0.00463223j -0.0179469-0.00786902j -0.0122103-0.000215563j -0.0496678-0.00561681j 0.00510159-0.00887224j -0.467362-0.00451501j 0.0556367+0.0184262j -0.0313927-0.0033584j 0.0450486+0.000651247j -0.0329734+0.0107882j 0.132587+0.00838619j 0.0640835-0.00128063j -0.0763071+0.00250607j -0.110197+0.0124942j -0.0771922+0.00490879j 0.0386672-0.000758973j 0.231766-0.00332412j -0.23139-0.00241208j 0.167978-0.0133084j -0.0393422-0.00273311j -0.126351-0.0121529j -0.0462899+0.000520409j 0.0960062+0.00377504j -0.269629+0.00206272j -0.162592+0.00826308j -0.0744399-0.00373821j -0.313136-0.00324617j 0.0454789+0.00556495j -0.180743+0.00625336j 0.0614009+0.000557036j 0.195584+0.00818761j 0.132064-0.00365136j 0.0500924-0.00761186j 0.0231526-0.00187028j 0.0929463+0.00126809j 0.0743728-0.000377376j 0.0524322-0.00211415j 0.166251-0.00295147j 0.0175662+0.00420652j 0.0105542-0.00475797j 0.124639-0.0110304j -0.00743609+0.00331039j -0.0120648+0.00757622j -0.0510698+0.00174881j -0.00553262+0.00495935j 0.0295045-0.00423351j 0.0450736-0.00910899j -0.0166541-0.00040536j 0.0205525-0.00340325j -0.0700642-6.60048e-05j 0.0126185+0.00129474j 0.0869333-0.00250196j -0.026015+0.000733973j -0.0291319+0.00278112j 0.0462317+0.0039931j -0.00795786-0.00059198j -0.0418563-0.000631496j -0.000394456+0.00341286j -0.0103049+0.00254764j -0.0170445-0.000977084j -0.0135764+0.00253318j 0.00971091+0.00083315j -0.0368349-0.00302731j 0.000671988-0.00349713j -0.0121984-0.000850583j -0.0149331+0.00098917j -0.0163659+0.00153484j 0.0364526+0.00104419j -0.0446815+0.00384981j -0.0160889+0.00168989j -0.0119283+0.00167744j -0.0176649-0.000550696j 0.0274886+0.00015952j 0.0256591-0.000596031j 0.0180088-9.20513e-05j -0.0182601+0.00416891j 0.0129385+0.00321023j -0.0171298+0.00353746j 0.000559135+0.00330986j -0.00806965+0.00538994j -0.03487+0.000584979j 0.00295066+0.000328572j 0.00330249-0.00367774j 0.0302994-0.00217006j 0.0192663+0.00147366j -0.0234287+0.00078858j 0.0181585-0.005169j 0.0113906+0.00735121j 0.0275332+0.00232397j 0.000961745+0.000178563j 0.0181492-0.00365727j 0.0139532+0.00779645j -0.00533936+0.00183936j -0.0168729-0.00308299j 0.00990581-0.000307301j -0.0155247+0.0014688j 0.0152008+0.011286j 
-0.0206967-0.00493123j -0.00607879+0.00799325j -0.00377385-0.00816038j -0.00140357-0.00382693j -0.0191509-0.00651105j 0.475203+0.0116786j 0.0102565-0.0118371j -0.00299287-0.00764888j 0.0165926-0.00862268j 0.00672912+0.010532j -0.0926839-0.0122618j -0.0536426+0.0095573j 0.0503021-0.00497881j 0.113548-0.0100623j -0.108738-0.00555849j -0.173571-0.00647812j 0.00599355+0.00440209j 0.0543147-0.0104937j -0.153556+0.011456j -0.36808-0.00785465j -0.0428593+0.010392j -0.0482437+0.00695659j 0.128831-0.00137166j 0.0733833+0.00162998j -0.0851996+0.00547826j 0.293283-0.00271104j -0.213376-0.00867432j -0.07241+0.00526083j -0.0946881+0.00234201j -0.195433+0.00457294j 0.18144-0.00281482j -0.287666+0.00406397j -0.0166221+0.00311972j -0.0285357-0.00503953j -0.00593734-0.00389956j 0.00935163-0.0052224j -0.104249+0.0098575j -0.0462834-0.000983221j 0.0133913+0.00725799j 0.0327973-0.00834324j 0.0208503+0.00255131j 0.0687319+0.000131787j -0.0158622-0.00583886j -0.000474451-0.00209615j 0.102252-0.00771921j -0.0335168-0.00311793j 0.0489065-0.00783463j 0.0275948-0.00134524j 0.0458757-0.00291656j 0.0647833-0.00882302j -0.0729758+0.00682316j -0.0331024+0.00684703j 0.0164494+0.00290439j -0.00522573+0.000464126j 0.024708-0.00135465j 0.0504022+0.00113116j -0.0177131+0.00911444j 0.0196303-0.00667374j 0.0328848-0.00224945j -0.0229237-0.00429339j 0.0029589+0.00201829j 0.0345481+0.00218995j -0.000706653+0.00170703j 0.037717-0.00480863j 0.0206754-0.00814242j 0.0191852-0.00961697j -0.0203657+0.00380585j 0.00420794+0.00101946j -0.0277766+0.00540038j 0.022592-0.0127047j -0.0278127-0.00168341j 0.0039336+8.21814e-05j 0.0157599-0.00364544j -0.0473969+0.00198522j 0.00289123+0.001384j 0.0406223+0.000445533j -0.0208296-0.000479443j -0.0167275-0.00231282j 0.01131-0.00237428j -0.0264127-0.00328688j -0.0414311-0.00223332j 0.0222592-0.0078571j 0.00488144-0.00436106j 0.0127012+0.00353906j 0.00657953+0.00863344j -0.00544465-0.00304679j 0.00679555-0.000229394j 0.0278735+0.00333445j -0.0119806-0.00114629j -0.0193037-0.00206623j -0.000958178+0.000312058j 0.0108466+0.00271617j -0.0184181+0.00767514j -0.0276884-0.00871866j 0.0240757+0.00426831j 0.0046098+0.00601971j -0.0127494-0.00725524j -0.0087327+0.00238076j 
-0.0111146+0.00354197j 0.0100495+0.00449104j 0.0109773-0.00385263j -0.0262826-0.0129026j 0.464355+0.00897915j 0.0132574+0.014888j -0.0442989+0.0058877j 0.0761775+0.0210806j -0.00730449+0.00763803j -0.0434548-0.0058782j 0.00396944-0.000986702j 0.0984414+0.00507058j -0.12811+0.0046926j 0.108194-0.00190762j -0.0826713+0.00652865j -0.269371+0.00408234j 0.078586+0.00352084j 0.144207-0.0104823j 0.126066+0.0087773j -0.0230298+0.0119396j -0.0191605+0.00484702j 0.104468-0.00512343j 0.274083-0.00142058j 0.12376-0.00456996j 0.324768-0.00564237j -0.120971+0.0104261j 0.289459-0.00541881j -0.151593-0.00360553j -0.0809692+0.00268267j -0.17098+0.00382869j -0.0159295-0.00439301j 0.0246798+0.000355423j -0.0110603+0.00506397j -0.0527352+0.00237777j 0.0892559+3.74659e-05j 0.0732785-0.000220821j 0.0280891+0.0022158j -0.114478+0.00158521j -0.120814-0.00154295j 0.0261147-0.000473965j -0.0600346+0.00470252j -0.00265076+0.00733559j -0.0421909-0.00250787j -0.0184909-0.0022376j 0.00756095+0.00281175j 0.0644275+0.000283204j -0.0190373+0.00900225j -0.053291+0.00281137j 0.0350079-0.00271352j -0.0258464+0.00247693j 0.0149858-0.00568404j -0.00938415-0.00571818j 0.0424996+0.00531493j -0.0455292+0.00182795j -0.0301984-0.000859058j 0.0453996-0.00719042j 0.00167812-0.00217193j 0.0422415+0.00179381j -0.043745+0.00481199j -0.0427813+0.00136076j -0.0455398+0.00437281j -0.0168409-0.00324739j -0.006938-0.00198367j -0.00702176+0.00530282j 0.0153955-0.00613254j -0.00985194+0.0020221j 0.0214431+0.00363731j -0.0369157-0.00169903j -0.01739+0.00140162j 0.0221983-0.0014589j 0.010743-0.000105535j -0.0299214-0.0016397j 0.0352663-0.00291527j 0.00364313+0.00106189j 0.0337485-0.00397219j 0.0138282+0.0042536j 0.0389088-0.00372067j 0.0245411-0.00150482j -0.00247266-0.00178051j -0.0160741-0.0023127j 0.0252271-0.00748377j 0.0119713+0.00596377j -0.00238297-0.00112967j -0.00302708+0.00252412j -0.0138135+0.00195334j 0.0256929-0.00106377j 0.0136942-0.00184256j 0.0358435+0.00242866j 0.00242723+0.00141679j 0.00780794-0.00624004j -0.025282-0.00412263j -0.00295765+0.00444714j -0.0301378-0.00838277j 0.0315003-0.00500037j -0.010592+0.00576967j -0.0135215-0.00743292j -0.00495915-0.00402594j -0.0087028+4.07254e-06j 
0.0124177+0.00678391j 0.0171879+0.00125816j 0.0411254+0.0336821j 0.438998+0.00255102j 0.0275852+0.0151474j 0.0101327-0.0153951j -0.0526013-0.0190044j -0.138079+0.00400148j 0.11979-0.00812253j -0.0411534-0.00154174j 0.0103884-0.00317561j 0.0248388+0.0130747j 0.0577824+0.00669019j 0.084671-0.0102604j 0.291763+0.00952744j -0.151144+0.0128292j -0.230263-0.000693268j 0.454767-0.00930642j 0.232425+1.08139e-05j -0.08193-0.00776877j 0.185474-0.00493859j 0.091916-0.000618819j -0.0449232+0.00336277j 0.0294896+0.00056933j -0.218017+0.00275507j -0.071956+0.0100349j 0.00507961-0.00844502j 0.0386365+0.00309694j 0.0711117-0.00121655j 0.0267575+0.00440874j 0.000793789+0.00443182j -0.0788006-0.00208035j 0.00190586-0.00644077j -0.0457316-0.00337491j -0.107938+0.000284886j -0.0154235+0.000835359j -0.0337897-0.000141315j -0.0447772-0.0015682j -0.0168878+0.00334758j 0.0243418+0.00038995j -0.0181062-0.00485324j -0.0225719-0.00143589j -0.0371751-0.00352341j -0.0470175+0.000247215j -0.0401178+0.00435808j -0.0196141-0.00201759j 0.00803104-0.00234204j -0.000316795-0.00174083j -0.0449803+0.000870108j -0.00680757-0.00014805j 0.0181928-0.00269025j -0.0354418-7.02209e-05j -0.0223905+0.000674942j -0.000844414-0.00338216j 0.00768498+0.00669213j -0.0364902+0.00436643j -0.0137002-0.00347783j -0.0110602-0.000116471j 0.0334418-0.000603766j 0.0303414-0.00241471j 0.0286346+0.000772718j 0.0101512+0.0036862j 0.0155512+0.00199919j -0.0156191+0.00230567j 0.0049326+0.00237461j -0.0182399+0.00108761j -0.0240085+0.000462135j 0.0146869-0.000153449j 0.00402946-0.0026224j 0.0221064-0.000262953j -0.0333228+0.00301435j 0.00137855-0.000211679j -0.0288496+0.00423961j 0.0218484-0.000179424j -0.0125118+0.000201482j 0.0213402-0.00436529j 0.0112925-0.00043135j -0.024274+0.0010095j -0.00356965+0.00268782j -0.004185-0.000192405j -0.000951556+0.00327229j 0.0159451+0.000240131j -0.0181622+0.00152854j 0.0158098-0.000577543j 0.00740702-0.000880346j -0.0151692-0.00269618j 0.0101933+0.00254653j -0.0451762-0.00122119j -0.0168013-0.00305723j -0.0262794+0.00670967j 0.0229606+0.00598818j -0.027841-0.00316036j 0.0333502-0.00250765j -0.0168454+0.00502801j 0.0167855-0.00237786j -0.00105774+0.00256761j 0.0235481+0.000204456j -0.00943167-0.010003j 
0.0132292+0.00253176j -0.0129322-0.00646575j -0.439329-0.00912294j 0.0388652+0.0361155j 0.000257861+0.00499826j 0.00926842+0.00734359j 0.0837818-0.0204919j -0.089535-0.0107475j -0.149223-0.0107234j -0.0980282+0.00544611j -0.0954246-0.0153904j 0.103753-0.00257774j -0.057202+0.00471047j -0.0634274-0.00432677j 0.113531-0.00991016j 0.111158+0.00316094j -0.469053+0.0134485j -0.212504-0.00624215j -0.210033+0.000244388j -0.106282+0.00399283j 0.026406+0.00613302j 0.3033+0.00202002j 0.0831082-0.00587465j -0.00447951+0.00506209j -0.096178+0.00568137j 0.0295097+0.00176319j 0.127766-0.000801128j -0.0325375+0.00947338j -0.0403025-0.00463007j -0.140048+0.0049585j -0.0554211+0.000841919j 0.0537023-0.00388815j 0.0328004-0.00269566j -0.00909195-0.00353817j 0.0598472-0.00156687j 0.0509621-0.00109574j 0.0279562+0.0021856j -0.0409504-0.00255935j 0.00574612-0.00215601j 0.0300135-0.00392498j -0.0339703+0.0047215j 0.0461657-0.000828715j 0.00849295-0.00438793j 0.0389413-0.000366031j 0.00814521-0.00237415j -0.00381048-0.000630649j 0.0224836-0.000469639j -0.0200271-0.0049862j -0.0170041-0.00204717j -0.0200037-0.00585745j 0.0106025+0.00241857j -0.00284662-0.00119744j -0.000123113+0.00519165j -0.00155358-0.00267227j -0.0431393+0.00317553j 0.0363107-0.00370411j 0.0570462-0.00295842j -0.00406937-0.00241972j -0.0196386+0.00353959j 0.0331391-0.00429897j -0.0436452+0.00860223j -0.0400053+0.00447803j -0.0388029+0.00418304j -0.0286937+0.000179304j 0.045475-0.00542953j 0.000667941-0.00188797j -0.0339227+0.00256746j -0.0249172+0.00144699j 0.004604+0.00060596j 0.0172745+0.00177319j -0.0421719-0.0016382j -0.0185818-0.00199681j -0.00723311-0.000891472j 0.0245003+0.00260923j 0.0410646+0.00247131j 0.0530064+0.00654218j 0.0195611+0.00539356j 0.0157097-0.000147501j -0.024211+0.000840073j 0.0113778-0.00550083j -0.0266401+0.00207028j -0.00627575+0.00196938j -0.00144811-0.00527718j -0.0078307+0.00271179j -0.00202517+0.0025885j 0.0604538-0.000430756j -0.0343921+0.00249994j 0.0257476-0.00104976j 0.0166164-0.00139179j -0.0252511-0.00733372j -0.0408123-0.000586766j 0.022183-0.00579184j 0.00141713+0.00552338j -0.00894167+0.0001312j -0.00461416+0.00133594j -0.0140687-7.24277e-05j 0.00699731+0.00925409j 0.0230463+0.00117968j 
-0.0507629-0.0398967j 0.425376+0.00431702j -0.0405286-0.0176962j -0.0845691+0.008242j -0.0889433+0.00329397j 0.0370956+0.0323872j -0.140547-0.00110865j -0.0223205+0.000649914j -0.0844508+0.00135816j -0.474455+0.0110868j 0.229124+0.00391227j -0.273952+0.00240318j -0.30435-0.00122795j -0.357825+0.00247199j -0.0158028+0.0023104j -0.00780253+0.00541022j 0.0413712+0.00756678j 0.0632155-0.00120974j -0.0152165+0.00254545j -0.0638925+0.00788883j 0.0872009-0.00256268j -0.0417967-0.00115863j 0.0275362-0.00340831j -0.0252972-0.00268728j -0.0126274+0.00352207j -0.00456594-0.00420718j 0.00274009+0.000180968j -0.0671383-0.000588734j -0.0388979+0.00240419j 0.00717338+0.00570466j 0.0145594-0.00230662j -0.0317311+0.00244661j -0.0267754+0.000449235j -0.0178409-0.00301291j -0.0236384+0.00183229j -0.0328703-0.00138953j 0.00757103+0.00289743j -0.00230736+6.34131e-05j -0.0132675-0.000613546j -0.0194837+0.000452287j 0.00763754-0.00352545j -0.0330307+0.00181885j -0.00967339-0.0023652j -0.0129808-0.00204563j -0.00532984+0.00164477j -0.0251765+7.17351e-05j -0.00818538+0.00239898j 0.0159689-0.000112614j -0.0152154+0.00113205j 0.00393425-0.00176948j 0.0148275-0.000183612j 0.0165139-0.00166522j -0.00155962+0.00267052j 0.0139636-0.00204587j -0.0065561+0.000413275j -0.0511275-0.00172568j -0.0312571-0.000561593j 0.00607482-0.000142702j -0.00572802+0.00212297j 0.0258997-9.68587e-06j -0.0154113-0.000888341j -0.0195543+0.000595862j 0.0296423-0.00188443j -0.015608+0.00170472j 0.0208594-0.00153055j -0.0242685+0.000807444j -0.0245244-0.00139519j -0.0254021+0.00243778j 0.00661908+0.000487727j 0.0301489-0.00296588j -0.018986-0.00057436j -0.019342+0.00253806j 0.0190236+0.00164487j 0.0161887-0.00351994j -0.0123781+0.0022759j 0.0243435+0.00125988j -0.0155271-0.000457548j -0.0110346+0.00200332j 0.0360706+0.00115939j -0.014363-0.0036756j 0.016441-0.0024496j 0.0135449-0.000697801j 0.0153401-0.00119328j -0.00200808+0.000124092j -0.0112695+0.00176838j 0.00310668-0.00622334j 0.060981-0.00130444j 0.0200348+0.00309095j 0.00256622+0.0028085j -0.0108304-0.00160551j 0.00743576+0.00545954j -0.0515415+0.00353721j -0.0252765-0.00375591j -0.00308209-0.00749337j 0.043636+0.0024875j 0.00423007+0.00766745j -0.0150458-0.0107459j -0.0328005+0.00177775j 
