0.104273+0.0869115j -0.0667891-0.051206j 0.0276+0.105612j -0.00647162-0.0934366j -0.0243645-0.0350453j -0.0156328-0.0312964j 0.0023029+0.0607061j -0.0262693+0.0646772j -0.0204336-0.0104279j -0.00736362-0.0169429j -0.0101897+0.00615365j -0.00685501-0.0174172j 0.0179388+0.0209006j 0.0196271+0.0453695j 0.013432+0.00655906j 0.0145116+0.00520054j -0.0175817-0.00355587j -0.00555114-0.0323238j -0.00345477-0.0287288j -0.0155017-0.00614881j 0.0215795-0.0155088j -0.034437-0.00389235j -0.0163298+0.00924537j 0.00243935+0.0155485j -5.7243e-05-0.00435264j 0.0100368+0.00775905j -0.000810308+0.0220528j 0.0224861+0.00271443j 0.0172217-0.00855546j 0.00675805-0.0152018j -0.0140173-0.0275044j 0.000647951+0.0155051j 0.0191811+0.00280929j 0.000199802+0.022288j -0.0134178+0.0461423j -0.0142163+0.00381336j 0.0107291+0.00653824j -0.00643775+0.00676626j 0.0208853-0.0389571j -0.0255422+0.0246614j -0.0126642-0.0108743j -0.00381833+0.0423926j -0.00108264+0.00463225j 0.0204609+0.0178953j 0.0130488+0.00581166j 0.000835815-0.000783552j -0.00297779+0.0265697j 0.0289302+0.000707466j 0.0187568+0.0335166j -0.0166312-0.00226502j 0.00184209-0.0128558j 0.0030705+0.0104632j -0.0168405-0.00132013j 0.00867741-0.0148349j -0.0397929-0.0078008j 0.0455539-0.0271503j 0.0114459-0.0104155j 0.0116623+0.0128414j 0.0278854+0.00972565j 0.0291494+0.00607687j 0.0306947+0.0354272j 0.00864348+0.0664784j -0.0295808-0.0166307j 0.0136122-0.0392596j 0.0589057-0.00236097j -0.013708+0.114797j -0.0463412+0.0405921j 0.0952749+0.0547535j -0.405057-0.17057j -0.0614655+0.317604j 0.0131064-0.0784113j -0.168833+0.128696j 
0.0100367-0.00388405j -0.00200661-0.000293962j -0.00329476+0.0147591j -0.00888132+0.0312941j -0.0173709-0.0162814j -0.00583941+0.00534242j 0.00609248+0.00711715j 0.00427489+0.0671047j -0.0121878-0.0343906j -0.0151402+0.0344509j 0.0527405+0.00561591j 0.0301176-0.0381479j -0.0377094+0.0670828j -0.0856912-0.0160125j -0.0283952-0.0680465j -0.0147112-0.00687509j -0.0355304+0.00782116j 0.0511307+0.0682795j -0.0752453+0.0586517j -0.0660186-0.034316j -0.0256352+0.0350279j 0.0299366-0.0184032j -0.016397+0.0209156j 0.0331203+0.104419j -0.0367886+0.0444907j 0.0245158+0.00160691j 0.0881596+0.1162j 0.052586+0.0441308j 0.0181656+0.0107851j -0.0452336+0.0608304j 0.0791267-0.0727176j 0.084629+0.0891386j -0.0575413-0.0744419j -0.0965701-0.17244j 0.0440892-0.0904724j 0.0881982+0.0110908j 0.0768465-0.151949j 0.0345687-0.0365887j 0.0740667-0.0968648j 0.0735685+0.0397194j -0.00634843-0.0387166j 0.0891021-0.0903938j 0.0310025+0.0822767j -0.0527941+0.0431603j 0.0508032-0.148756j 0.103566+0.109917j 0.0186831+0.0461094j 0.0150302+0.0660831j 0.0195973-0.0527494j -0.0166055+0.0400168j 0.092853+0.0712608j -0.0481714-0.0434948j 0.0161009-0.00530175j 0.00183807+0.0754661j -0.128505+0.10761j 0.0822581+0.0674491j 0.0265881-0.0384306j -0.0274726+0.122193j 0.0547064+0.0244283j 0.112688-0.0359768j -0.0234657+0.0825371j -0.0274685-0.0343925j 0.0222015+0.0147053j 0.107816-0.00756235j -0.123401-0.0294201j -0.0253815+0.0710373j -0.0528445+0.0597561j -0.0532331-0.00653928j -0.098306+0.0371311j -0.0903481-0.036843j -0.0505587+0.0214051j 0.00940485+0.0602208j 
-0.0256212+0.013832j 3.21196e-05-0.00897267j 0.000241855+0.0198616j 0.0502142-0.0293514j -0.0108119+0.00359742j -0.00398778-0.0363995j -0.0193258+0.0363503j -0.0653364+0.00768896j -0.0445539-7.80461e-05j -0.0332732-0.0133935j 0.105499+0.0201839j 0.0429203+0.0167813j -0.00690564+0.000641893j 0.0106128+0.0216331j -0.0630579+0.0317866j 0.0351063+0.027884j 0.0131231+0.0573707j -0.0472349+0.0594503j -0.0782326+0.0029728j -0.0378316+0.0198832j 0.0759123+0.0311155j 0.0758603+0.0329654j 0.0436553-0.0178702j -0.0677172-0.0142852j -0.0856071-0.00904656j -0.0265808-0.086219j 0.00953062+0.0706029j 0.0268925+0.010065j 0.0371681-0.0398512j -0.00848689-0.12432j -0.0322225-0.0659441j -0.0693322+0.103685j 0.0395592-0.100792j -0.00507563-0.135548j 0.00973147+0.0369577j 0.0533896-0.0194528j -0.00758805+0.089032j -0.0666288+0.00512406j 0.0450332+0.0874267j -0.0165461+0.0147881j -0.0651583+0.0808543j 0.0917797+0.154464j -0.0387716-0.0323451j -0.000986592+0.0107815j 0.0765712-0.0503768j 0.0253698+0.0475911j 0.0138231-0.0476224j -0.0221781-0.0264326j 0.110692+0.00781038j -0.0796715-0.0413826j -0.0739567+0.0498998j 0.0480207-0.0280551j -0.0170979+0.0527987j 0.0235951-0.165801j 0.0963458+0.036289j -0.0311974-0.0128738j -0.0353342+0.0550491j -0.0233768-0.00114985j -0.114782+0.0412476j -0.0578683-0.00503705j 0.0355448-0.0811943j 0.156532+0.0142477j -0.015707-0.016735j 0.0401605-0.0217779j 0.0392327+0.036878j 0.00454872+0.0971025j -0.127425+0.0289315j -0.0121689-0.0805042j -0.0457348-0.0245906j 0.0946033-0.00261176j 0.0680332-0.0183991j -0.00205588-0.0321709j 
0.0178913-0.0112456j -0.0123683-0.0144197j 0.00269752+0.00754169j 0.00884938-0.0773497j -0.0144192+0.0128668j -0.0172973+0.0221905j 0.00188202+0.0147192j -0.0425523+0.0281782j -0.0355073-0.023925j 0.0635708-0.0401019j 0.0023351+0.0662694j 0.0105845+0.00676919j 0.0277455-0.0204348j 0.0707724+0.0182798j -0.00231826-0.0644198j 0.0243215-0.0126785j -0.0459496+0.0389774j 0.0311326+0.00668748j -0.0642807+0.0250142j 0.0336836-0.0450266j 0.05555+0.00462538j -0.0614832+0.037917j -0.0740668-0.0016998j -0.0618304+0.0994228j -0.0136488-0.000577914j -0.0930052-0.0950871j -0.0260627+0.0902184j 0.0649524-0.0204383j -0.00623571+0.0376516j 0.145268+0.0920937j 0.0613709-0.00836275j 0.0524363-0.0664441j -0.108325+0.037886j -0.0529241-0.061057j 0.0188143+0.0114134j -0.0594369-0.0547195j -0.0600505-0.0773619j -0.00318662+0.0376295j -0.0432818+0.0109075j 0.141073-0.100844j 0.104735-0.0100805j -0.00629503-0.000405107j -0.0217816-0.0228351j 0.00458165-0.0386487j -0.0425745-0.00374828j 0.00236637+0.00616911j -0.00844984+0.0836564j 0.088701+0.0161502j -0.0198894+0.150424j -0.0183165+0.0139469j 0.00494213+0.0447957j 0.0245827+0.066789j 0.0427169+0.0741442j 0.0452947+0.0944473j -0.0123015+0.116216j -0.0324656-0.0989953j -0.0126234-0.0758763j 0.08913+0.0186662j -0.0539946+0.0475961j 0.00944659-0.0390071j 0.0229694+0.119136j -0.0549665+0.0292304j -0.0290531-0.0975622j 0.0147919+0.0760268j -0.0566939-0.100016j -0.0816547-0.0666681j 0.0123187-0.00547866j -0.112497+0.0172537j -0.00535509+0.0364237j 0.0399699-0.0114759j -0.00198484+0.0590295j 0.035158-0.00690214j 
0.0200443-0.00374542j -0.0029973-0.00367923j -0.0119543+0.0244733j 0.0022771+0.0159436j -0.0426869-0.00347123j -0.0222268-0.0382425j 0.0332337-0.00371055j -0.00160141+0.0657502j 0.0287166+0.0132997j 0.049916-0.0237115j 0.015419-0.00569117j 0.0367986+0.0212605j -0.0304744+0.0788675j -0.0245954-0.0848617j -0.01068-0.0118374j 0.0395524+0.0803828j 0.0719781+0.0595195j -0.0238793-0.0552398j 0.136747+0.0297936j 0.0863347-0.00934347j -0.00448102+0.0268837j -0.0267602-0.149611j 0.0086409-0.123401j 0.0501678+0.00452019j 0.0496557+0.176684j 0.00907914-0.0263825j 0.0586258+0.225928j 0.0316073+0.0509212j 0.0935951-0.0457641j -0.0501414+0.0246081j 0.0876173-0.0675707j -0.157873-0.0505697j 0.101553+0.0578386j -0.0480512-0.10782j 0.0566482+0.0352874j -0.0674187+0.0469988j -0.00533123-0.0848177j 0.11298-0.0156916j -0.0498287+0.00922029j -0.0740089-0.118816j -0.0910609-0.193945j 0.0452925+0.0607022j 0.071045-0.0835764j -0.00913681-0.0112169j -0.038974-0.097055j -0.00197682-0.140778j 0.0233458+0.0327525j -0.031997-0.0598834j 0.0886718+0.00102582j -0.0073661-0.00280271j -0.0922998+0.0432674j 0.016909-0.0236282j -0.0147345-0.0299164j 0.0185198+0.024457j 0.0655569+0.00739702j -0.0230644+0.0302083j 0.00488888-0.00361045j -0.0503756-0.010094j 0.0927299-0.00910847j -0.0665869-0.000899543j -0.0460405-0.00376479j 0.0236256-0.0703284j -0.0127578+0.0504355j 0.00361768-0.00136894j -0.0210195+0.0274166j 0.0609118+0.0330773j -0.0612363+0.098683j -0.000292626-0.0729756j 0.0301381+0.0237024j -0.0548111-0.0213625j 0.0322488-0.0248532j -0.0378097-0.025629j 
-0.0101564+0.0271554j 0.0217632+0.0338263j 0.0309585+0.0335405j -0.0129286+0.00522883j 0.00851149+0.0396364j -0.0252654-0.0330989j 0.0127194+0.0172819j -0.00611403-0.00754735j 0.0341702+0.0809843j 0.0302468+0.00979103j 0.0172163+0.0538899j -0.036933+0.0617602j 0.00733476-0.0598522j 0.048382+0.0170387j 0.0323957-0.0632169j 0.000974071+0.0125595j 0.03625-0.116122j -0.0366896+0.0366739j -0.0137038+0.0660278j 0.0886922-0.0811771j 0.0269232-0.0356622j 0.0454062-0.00498885j 0.0702783+0.0115224j 0.120777+0.0127598j -0.199844-0.0133742j -0.187746-0.00373502j -0.0568973+0.0457094j -0.109854+0.00177724j 0.158578-0.0173587j 0.0640486+0.100046j -0.114814+0.0654194j 0.0581318-0.0471606j -0.129567+0.0337754j -0.010074+0.0379245j 0.0287474+0.0156974j -0.0474142-0.000816047j 0.0567101+0.0813006j 0.186831+0.0696914j 0.0671619+0.0069699j -0.0210557-0.0243876j 0.00559624-0.0988694j 0.0353861+0.0409086j 0.0413657+0.0637408j -0.0376256+0.0878831j -0.0324913+0.108033j 0.00876062-0.135434j 0.0342215+0.0141773j 0.19861-0.0791878j 0.047417-0.0603387j -0.0754379+0.0232166j -0.0122321-0.0436338j 0.0566682-0.0055023j 0.0324792-0.0414884j -0.0206712-0.0449898j -0.0103315+0.0141926j -0.0693669+0.036769j 0.110841+0.0718129j -0.0149702+0.0691227j 0.0319529-0.0080271j 0.0330746+0.07588j 0.000923865-0.00946015j -0.111862+0.0108025j -0.0274193-0.0799318j -0.0353795-0.0775003j 0.0799578+0.0770904j -0.0376175-0.0461631j 0.0204542-0.010374j -0.000272817-0.0299185j -0.00711655+0.001326j -0.0359733+0.000416909j -0.0399567-0.0146839j 0.00732198+0.0621069j 
-0.00283432+0.0317168j 0.0145732+0.0125256j -0.0195194+0.0297105j -0.0322155+0.0181335j -0.00138452-0.0109769j -0.0333331+0.0499522j 0.0122865-0.0215418j 0.0245306-0.0271718j 0.0112458-0.0215551j -0.0450649+0.0252239j -0.00548946+0.0185051j 0.00903442-0.0694666j -0.0186946-0.0744069j 0.0241771+0.00120804j 0.0136688-0.00906191j -0.00744832+0.0775225j -0.0751113+0.0386378j -0.00514441+0.0755978j 0.0516624+0.0330983j 0.114834+0.0614146j 0.00581085+0.00798592j 0.00271997-0.0145418j -0.0830394-0.00474958j 0.027882-0.00868163j 0.100383+0.0488464j -0.0648687+0.170642j 0.0154204+0.0716074j -0.0164524-0.0171527j -0.0465771+0.160373j -0.0709597-0.121061j 0.146104+0.0956188j -0.056199-0.019346j 0.0445814-0.00493463j -0.122207+0.0539722j 0.118576+0.109728j -0.124572-0.00540095j -0.0655363+0.0980691j 0.109909+0.0307293j 0.134268+0.0287783j -0.00103181+0.0384319j -0.0259714-0.043387j 0.0985868+0.0309772j 0.030557-0.0117816j -0.0424231-0.116205j -0.0446905-0.0544551j 0.057925+0.0284316j 0.0433023+0.00775511j -0.0563225+0.0422141j -0.052438+0.0275977j 0.00405349-0.0243092j 0.01247-0.00781262j -0.00781505-0.0315707j -0.0230474-0.0551427j 0.0284391-0.00183992j -0.0736135-0.0452275j -0.0373597-0.10939j 0.0468683+0.0135628j 0.0269813-0.0685089j 0.0342056+0.00162601j -0.105502+0.00125286j -0.0387071-0.051682j -0.00121815-0.00434902j -0.0230282-0.0687105j -0.00983574+0.0351115j -0.0432603-0.0799401j -0.0320895+0.046283j -0.0378125+0.0190138j -0.0657868-0.0577553j -0.0201108+0.0181612j -0.0827173+0.00506345j 0.0299056-0.048122j 0.00191229-0.0442821j 
0.00988563-0.0016174j 0.013657-0.0275446j -0.0499794+0.0378804j -0.0139722+0.0193497j 0.0219712-0.0122228j -0.0840554+0.0175343j -0.0151269-0.00615797j 0.0203234+0.0284445j -0.0298247+0.0149499j 0.0281667-0.0247562j -0.0686495-0.0324597j -0.025696-0.00083271j 0.00791648+0.0507578j -0.0725031-0.0203003j 0.0691377-0.0142064j 0.0709635+0.0556228j -0.0499543-0.0759813j 0.160187+0.0180375j -0.057817+0.0010572j -0.0122164+0.0560257j 0.00913925-0.108989j -0.00956999-0.0376615j 0.0354194+0.00790109j 0.00434607-0.151114j -0.0177311-0.0221607j -0.00245131-0.0105004j -0.0015788-0.00534262j -0.023761+0.113284j -0.0478858-0.0217002j -0.134243-0.0139561j 0.011999-0.0902328j -0.056151-0.0166662j 0.030033-0.0595508j -0.0244751-0.0268445j 0.0216537+0.0260763j -0.0490281+0.047616j -0.0383745-0.0763461j 0.047755-0.0163546j -0.0625839-0.0731861j -0.143171-0.0507114j 0.0387399-0.132199j 0.0230973+0.0412526j 0.0738707-0.0280759j -0.0521692+0.0278718j -0.00785345-0.0183927j 0.020673-0.00567216j 0.078879+0.00610252j -0.0156707+0.0828486j -0.103687-0.083839j 0.0739034+0.0234186j 0.0142914-0.0726788j 0.0243001+0.0577119j -0.00941168+0.0364443j 0.0762463-0.012726j -0.0175899+0.0648393j -0.00385716-0.089581j -0.0460914-0.00396233j 0.00349041-0.0735498j -0.119297+0.0995276j -0.0678028-0.0900775j 0.0301789+0.0330573j -0.0299573-0.000277778j 0.071944-0.0469047j 0.0697954+0.12724j -0.00789285-0.0206445j -0.0695422-0.0227522j 0.0377311-0.130982j -0.038773-0.0316138j 0.0181411+0.0584237j -0.0543312-0.0560769j 0.0255252+0.0328657j 0.0529154-0.0674997j 
0.0113287+0.0319769j -0.0151468+0.0230496j -0.00143961-0.0166437j -0.0220339+0.0332271j 0.0105388-0.0180711j -0.012017+0.0175259j -0.0107319-0.0187429j 0.0437775-0.0310789j -0.0308949+0.0634083j -0.0656378-0.0710424j -0.0181115+0.0566217j 0.0798685-0.0342746j 0.0759951-0.0596473j -0.0121459-0.031562j 0.0200195+0.0458295j -0.0544333+0.0608055j 0.0117767+0.0439261j 0.0256711+0.00842127j 0.0848466-0.0861806j -0.104121+0.0015394j -0.200725+0.0673551j -0.0417795+0.202328j -0.0466033+0.0281036j -0.0761334-0.112834j 0.00387094+0.103704j -0.11896+0.0490225j -0.0800886-0.0243797j 0.0977541+0.0321783j -0.130386+0.00662125j 0.144186+0.00157108j -0.018006+0.0945402j 0.0279977+0.0288219j 0.0177583+0.0595641j -0.0903444-0.0544473j -0.0795736+0.0462829j 0.000841631-0.085579j 0.0281825+0.147011j -0.00961833-0.00580639j -0.14048+0.032381j -0.0412245+0.0358787j 0.147116-0.0458208j -0.0361124-0.0299214j -0.019755+0.00211079j -0.0208456+0.10847j 0.0310687+0.0646029j 0.0936594-0.0257769j -0.0636678+0.0153831j -0.0438604+0.0199508j 0.0235452-0.0452603j 0.0283675+0.0811463j 0.0785237+0.0725783j 0.0612557-0.0151547j 0.0855475+0.0511867j -0.0694209-0.0124355j 0.0685049-0.0680935j -0.0580119+0.0323423j -0.0310392+0.00631114j -0.039606+0.00593295j -0.00463119-0.0796069j 0.107526-0.00157827j -0.0229796+0.0322081j 0.0104816-0.0648895j 0.073788+0.00107733j 0.0789166+0.0811119j -0.0431356+0.0636314j -0.0190175+0.0774939j 0.0157922-0.0551157j 0.103175-0.0344757j -0.0280219-0.0668698j 0.0468433-0.0176579j -0.00971378-0.0558003j -0.0314439+0.0325695j 
-0.000700995+0.0344935j 0.00338096+0.0253038j -0.0290852+0.00873762j -0.0317522+0.015802j -0.0171218-0.0157251j -0.0394415-0.00758726j 0.0125146-0.0196649j 0.0248127-0.0694199j 0.0261453+0.0593309j -0.00148157-0.0329926j 0.00137205-0.021091j 0.0803845+0.00472603j -0.0202404-0.0404978j 0.0138401+0.0228163j -0.05098+0.153354j 0.00615797+0.0975665j -0.124382+0.111392j 0.110485+0.00480363j -0.0310646-0.0348502j -0.0730327+0.0359232j 0.108187-0.00168712j -0.0557748+0.017356j 0.0206051-0.049015j -0.0133358-0.0175047j -0.07901+0.118963j 0.0333511+0.0425331j 0.0135059-0.116543j -0.0663033-0.0375017j 0.0169929-0.0149332j -0.0708478+0.0063842j -0.0189048+0.00892959j 0.0229667-0.0215355j -0.0118493+0.0986425j 0.0618925+0.0707176j -0.0564246-0.0325794j 0.0757884-0.0850604j 0.107227+0.0750811j 0.0246306-0.0626162j -0.0189342-0.127601j 0.0680734-0.0405258j 0.0646055+0.0226607j -0.0300821+0.00194379j 0.0583841-0.0851104j -0.0982112-0.0216856j 0.0501654-0.155014j 0.035778-0.0202496j -0.0717063-0.0480138j -0.0767689+0.000710134j 0.0539297+0.0207041j 0.0403124+0.044478j -0.0706303-0.0325266j -0.0717355-0.0398773j -0.0313521-0.0554869j 0.0511667+0.00551929j -0.0411904-0.0311238j -0.0450742+0.00325742j 0.0492708+0.00642029j -0.0451562+0.0751396j 0.11516-0.0885895j 0.0225112-0.0301417j -0.036127+0.044673j -0.107784+0.0630946j 0.00360509-0.11479j -0.0309355-0.0888361j 0.0220399+0.0128494j -0.0721644-0.0190373j 0.00366643-0.037226j -0.0153098+0.0363413j 0.0290166+0.0746546j -0.0598029-0.00034945j -0.0299971-0.0812525j -0.000631595+0.04461j 
0.0132491-0.00738521j 0.00968997+0.0126087j -0.0127635-0.00959588j -0.010078+0.0263815j -0.0373461-0.023226j 0.0285176-0.0343308j 0.00798533+0.00229664j -0.0212277-0.00335705j 0.0282395-0.0457678j 0.0789581+0.00105733j -0.0367221+0.0897841j -0.0440274-0.0235819j -0.0713098+0.107388j 0.0532735+0.0167141j 0.00875598-0.027695j 0.00171646+0.0403792j -0.166106-0.0884122j 0.0923648+0.106578j -0.0365422-0.0452984j -0.0111706+0.0925702j -0.0201856-0.0870518j -0.0556066+0.00687868j 0.00160875+0.0291933j -0.034895+0.0423347j -0.122897-0.0592328j -0.0791467-0.0368748j -0.0234332+0.0397798j -0.0581871-0.0418827j 0.0357697-0.0207889j 0.0738177+0.0141481j -0.282073+0.0571245j 0.103634+0.00481125j -0.140506-0.084523j 0.0547486-0.0293088j 0.0370549+0.0768168j 0.0633284+0.0713577j 0.0830144-0.0755626j 0.0864366-0.0130235j 0.0363227+0.137953j -0.0459809+0.000602037j 0.114707+0.0144076j -0.0259072+0.0385457j 0.0694037-0.0430773j -0.048661-0.101812j 0.0513144-0.00891397j 0.0335933-0.0525474j -0.0394184-0.0152763j 0.0526645+0.0171848j -0.00431716-0.0614151j -0.0681279-0.0100354j -0.0912484-0.021408j -0.00356727+0.0123492j -0.0351233+0.0206093j -0.074392-0.018368j 0.104264+0.0308967j 0.0040297-0.0547463j 0.00260561+0.0340216j -0.0443484+0.0113471j -0.0173034+0.00739015j -0.0146466-0.0338022j 0.0198837+0.0465499j 0.0275892+0.00244552j -0.000251925+0.0312696j -0.00397725+0.0405191j -0.0275413-0.00885374j -0.0122048-0.0192301j -0.0108006+0.00178896j 0.025367+0.00109004j 0.00600476-0.0171741j -0.0269016-0.0137173j 0.00273784-0.00721449j -0.0182443+0.0151904j 
-0.00080894-0.00562973j -0.00837987+0.000118089j 0.0012457-0.0203204j 0.0283474+0.00749641j -0.00392907+0.00509479j 0.0367659-0.0058509j -0.0427533-0.0470429j -0.0242938-0.0323589j -0.00762641+0.0519593j 0.0337076+0.0450468j 0.0506673+0.0578179j -0.0302648-0.0374489j -0.00828722+0.0295127j 0.0618861-0.0400635j -0.0389721+0.0392568j -0.0281626-0.0955147j -0.0662536-0.0424944j 0.0106607-0.0679041j 0.0739267-0.126096j -0.0523011-0.0588111j -0.0228362+0.0311259j 0.0492327+0.0611544j -0.0775888+0.0515412j 0.037418+0.0163905j 0.12154-0.0112564j -0.0753687+0.102427j 0.128933+0.0198921j 0.0585898-0.052913j -0.105732-0.0102463j 0.0316681-0.124883j 0.0551496-0.0489838j 0.114326+0.0692167j 0.0246546-0.0825867j -0.180699+0.000928983j 0.0394299+0.0704293j -0.126372-0.0104615j -0.0245963-0.07247j -0.0010343+0.00117596j 0.151971+0.0546139j -0.0552445-0.0476934j 0.0543852+0.12056j 0.0119117-0.0315431j -0.0339002-0.00312789j 0.0644439-0.0205594j -0.00356573+0.0205516j 0.0705031-0.0064843j -0.0368227+0.100814j -0.137009-0.0727421j 0.0438474-0.0971275j -0.0578995+0.101669j 0.0126597-0.0212678j -0.0520127-0.0337634j 0.0240354-0.0115925j 0.0896003-0.0428275j -0.0182424+0.0688492j -0.0637-0.108885j -0.0415596-0.059394j 0.0186158+0.0331202j -0.0684642-0.0161912j -0.0184712+0.00436342j 0.0299833-0.01157j -0.0457514+0.108336j 0.0415168-0.000410388j -0.0265606-0.0468993j 0.0448705+0.104298j 0.0480384-0.0260805j -0.0200978-0.0585555j 0.046318+0.0696951j -0.00938865+0.0343433j 0.0166864+0.00947131j 0.0412364+0.0291383j 0.0214516+0.0165154j 
0.00931319-0.00392616j 0.0102894-0.0355j -0.0525369+0.0168149j 0.0174966-0.00906922j 0.00736204-0.0148203j 0.0214976-0.00234229j 0.0169127-0.0678432j -0.0250539+0.0144964j 0.0172401-0.0423402j 0.0164256-0.0840286j -0.0269332-0.0197049j -0.0870615-0.0295603j -0.0490183-0.0181637j 0.00764419+0.0203199j -0.0759406+0.14158j 0.0339126-0.0464084j 0.0297208+0.0137605j -0.0734593-0.142642j 0.0415185+0.0134522j -0.00121198-0.00633605j 0.124046-0.201005j 0.0890181-0.111881j -0.101932-0.078585j -0.0838806+0.0956128j 0.0147856+0.111251j 0.0100316+0.0885057j -0.0571838+0.000605467j 0.0489628+0.0227316j 0.00155386-0.0614506j 0.0336878-0.00565621j -0.126708-0.0224144j 0.0653051-0.00411718j 0.0110989+0.107183j 0.0617838+0.0360564j -0.0236363-0.0925443j 0.0350465+0.0863281j -0.0255386-0.0614481j -0.133784-0.0157346j 0.0626918+0.02383j 0.0253432+0.0364878j -0.0980888-0.0014468j 0.0120811-0.102498j 0.00982087-0.0728012j 0.126902-0.0121055j 0.10471-0.0673477j 0.0610188-0.0326073j 0.0412412-0.0141616j -0.0084582-0.00723966j -0.0399048-0.0204004j -0.0446123+0.0291035j 0.0551616+0.049461j 0.0405664-0.041491j 0.0360315+0.045818j -0.0670139+0.0167244j 0.0814719+0.0361827j 0.0725839+0.042337j -0.0254314-0.0585224j 0.032161+0.0165053j -0.00327792+0.0482088j 0.127217+0.0195965j 0.0114685+0.121291j 0.0318336-0.0162051j 0.017238+0.0204523j 0.0136783+0.063227j -0.0957395-0.0363284j -0.00703331-0.00346219j 0.044129+0.0341825j -0.00258835+0.0912123j 0.0133996+0.0112547j 0.0335708-0.0659051j -0.0280209-0.0252148j 0.00222062-0.025253j 
0.0208118+0.0134754j -0.00710196-0.0136063j -0.0235589-0.00590388j -0.0127678-0.0135007j 0.0175061-0.0236079j -0.000588885-0.038791j -0.0162516-0.0192328j 0.00638347+0.00135414j 0.0202556-0.025662j -0.0551593-0.0469516j -0.00660731+0.149751j 0.0282679-0.0662715j -0.0835277-0.0542503j 0.00345529+0.0131463j -0.0497479-0.0141576j 0.0707379-0.0824442j -0.045392+0.0220272j 0.0558032+0.0545948j -0.0491846-0.186156j -0.180838-0.0902026j 0.0569906+0.0028587j -0.0733355+0.176106j -0.078844+0.00887845j -0.0108346+0.103166j -0.0172203-0.0992162j 0.00912735-0.00389685j 0.116014-0.00584383j -0.0965652-0.114937j 0.0613319-0.011052j 0.0998945+0.0387431j -0.005433-0.0614219j -0.0661835-0.0279294j 0.01879+0.0085877j 0.187452+0.0782981j 0.0135991-0.0529645j 0.00731361+0.0690341j 0.078392+0.0473576j 0.021088-0.0771915j -0.090524+0.165689j 0.00827493-0.161015j 0.101238-0.0148367j 0.0167825+0.00305222j 0.0432237-0.0659195j -0.0107467-0.0644195j 0.0586335+0.0569529j -0.0642109-0.00211714j 0.0964475+0.0558928j -0.051238+0.0285538j -0.0399627-0.0294551j 0.0852879+0.0190407j -0.0311066+0.0348157j 0.0310612+0.0633881j 0.00674651-0.0351836j -0.0164382+0.0951227j -0.0370172+0.00593474j 0.0242927-0.00542888j -0.00572969+0.0389958j 0.0464673-0.00326607j 0.043688+0.0537341j -0.0525771-0.0307056j -0.0451987+0.00778658j -0.00358054+0.0048221j -0.0117283+0.0128679j -0.00284247+0.00162395j -0.0699674-0.0855876j 0.0130472+0.0342418j -0.0771529+0.0727952j -0.018407-0.034389j 0.0483163-0.0113552j 0.00986477+0.0557465j -0.0148294-0.00581348j 0.011299+0.00834213j 
0.0221367-0.0166433j -0.00578679-0.0277811j 0.0211468-0.0519451j -0.0154085-0.0330021j 0.0425704+0.0340714j 0.0639064-0.000165925j -0.0334787-0.0464179j -0.0092302+0.0129719j 0.00570692+0.0284778j 0.0129566+0.0411261j -0.0510322+0.046626j 0.0291885-0.0558203j -0.0246882+0.110507j 0.00156188+0.0427774j 0.0406296-0.0523472j -0.0721321+0.0125681j -0.0845082+0.075747j 0.00829051+0.0744022j 0.124981+0.0681676j -0.0316565+0.034366j -0.143444+0.0240946j -0.120768-0.0600625j 0.0885105-0.138609j -0.0389007-0.0690014j -0.0112666+0.0171026j 0.118957-0.00552566j -0.0442762+0.0406913j 0.0434921+0.0912383j 0.032661+0.151852j -0.0458943+0.089679j 0.0442582+0.0781934j -0.00319246+0.0675533j -0.034318-0.0495534j -0.0491484-0.0361327j 9.45904e-05+0.0736804j -0.00212213-0.077618j 0.0323767-0.0349698j 0.0622876+0.00942118j -0.013271-0.0767817j 0.0152493+0.0387841j 0.119932-0.00955961j -0.0215445+0.0378569j 0.000846187-0.0501623j 0.045548+0.0340281j -0.012419-0.063171j -0.0485645+0.00714955j 0.0053802+0.0198277j -0.0139392-0.0422121j -0.0633656-0.0567588j -0.0306197+0.0113207j 0.0187376-0.0359243j 0.0427777+0.0352628j -0.0129424-0.03843j -0.0890647+0.0773301j 0.0375793+0.0227504j 0.0356719-0.0625958j 0.0390163+0.0265241j 0.034988+0.0285137j 0.0377872+0.0769751j -0.0389623+0.0188806j 0.0302519+0.0329363j -0.0103784-0.0533984j -0.00461099+0.0121791j 0.0184339-0.00839295j -0.0109158-0.00837448j 0.0841366-0.0313656j 0.0834492+0.0073418j -0.0110273+0.0663868j 0.0403774-0.00541817j 0.0483167+0.0369037j -0.00302037+0.0271001j -0.0219054+0.00408609j 
