0.0069299+0.00181908j 0.00235424-0.00703531j 0.00531004-0.00482987j 0.00470555+0.00412777j 0.00399058-0.00201563j 0.000100158-0.0052777j -0.00502092-0.00248853j -0.00492379+0.00386363j 0.000192845-0.00147178j 0.00150524-0.00230523j -0.00320579-0.00336734j 0.00538855+0.000127031j -0.00391234+0.00613318j 0.00182159-0.000482017j -0.00216821-0.00114211j -0.00158539-0.00102963j -0.00139365-0.000847461j -0.000917165-0.00158225j 0.00137684+0.000650016j 0.00137984-0.0018802j -0.00414337+0.00303918j 0.00260853+0.00335502j 0.00453331-0.00112522j 7.99058e-05+0.00235173j -0.00200683-0.00060352j 0.00101525+4.43276e-05j -0.00254661+0.00226504j -0.00418816+0.00178803j -0.00013073-0.00251254j 0.000258551-0.000512405j -0.00161107+0.000866269j 0.00166062-0.00327003j -0.00253384+0.000833626j -0.00151707+0.00166276j -0.00119799+0.00181452j -0.00102053+0.00117699j -0.000213947+0.00276231j 0.00569553-0.000219273j 0.00342006-0.000437848j -0.000531043-0.00201365j 0.000917589+0.000575754j 0.00123761+0.00125275j -0.00114916-0.00270248j -0.00150187+0.00218055j 0.00167738+0.00192468j -0.00224805+0.000845071j 0.00148372-0.00190396j 0.000786294+0.00102678j -0.00190509+0.00433312j -0.00195304-0.000750332j 0.000746361+0.00124887j -0.000611841+0.00193187j -0.00254295-0.000670261j 0.00259386-0.00220623j 0.00276098-1.35057e-05j 0.00308298-0.00356701j 0.00153588-0.00072426j 0.00168968+0.00348317j 0.00446431-0.000517362j -0.00492099+0.00122134j -0.00251838+2.69749e-05j 0.00133347-0.00228376j 0.00265881-0.00426185j 0.00202506-0.00275301j 0.000594346+0.00154107j 0.00368083+0.00601772j 0.00831857+0.00250517j -0.00420448+0.00862858j 0.00272408+0.00443777j 0.000390988-0.00127076j -0.00175883-0.0163155j -0.0122015+0.0027996j -0.0151402+0.0171552j 0.0380847-0.0244539j 0.0865635+0.0124861j 0.031035+0.0483759j -0.365662-0.00762875j 
0.000153616-0.0013731j -0.00105493-0.000746938j -0.000362075+0.00064569j -0.00147948-0.00165283j 0.000669866+0.00138418j -4.34169e-05-0.000985796j 0.001213-0.00210214j -0.000212688+0.00151276j 0.00263875+0.000298462j -0.00213645-0.00054637j -0.00259174+0.000935473j -0.00188494+0.0037657j 0.00113278+0.00166444j -0.000281501+0.00170756j -0.000611949+0.000762118j -0.00236382-0.00322677j -0.0124447-0.00191312j -0.000508846-0.000952292j 0.00757706-0.00124039j -0.00142882-0.00173599j 0.00752648-7.46303e-05j 0.00870986-0.00131302j -0.00937209-0.00227115j 0.00572266-0.000640547j -0.000520604+0.00421509j -0.0120005-0.00560342j 0.00338225+0.00128914j -0.00440671+0.000695598j 0.00482068-0.00167869j -0.00689006+0.00561349j -0.016149+0.00186342j -0.00799964-0.00497787j 0.0098353-0.0139544j -0.00824652+0.00105262j 0.0193424-0.000598121j -0.0559656+0.00934591j 0.00182646-0.00114917j -0.0115602-0.0016135j 0.077231-0.00571448j -0.00821991+0.00104625j 0.0203792-0.000591418j 0.0266295-0.00227158j -0.0306946+0.00153732j 0.00368094-0.00376208j 0.0364769-0.00259225j 0.0968747+0.000593454j 0.0326782+0.0025146j 0.0565939-0.00109878j 0.077649+0.000482746j 0.00473942-0.00449528j -0.0956134-0.0131822j 0.145183+0.00639821j 0.0207563-0.00217506j -0.03295-0.0137804j 0.0204193-0.00346837j -0.0238123-0.00169153j -0.00745391-0.00754571j -0.00399124-0.000566112j -0.00882882-0.00374175j -0.00637086+0.003537j 0.00682676+0.00254859j 0.0251798+0.00345772j -0.0145237+0.00439646j -0.0177818-0.00147969j 0.0135806-0.000579098j -0.0178681-0.00196149j 0.000134642+0.00244528j -0.0123374-0.00160066j 0.00469202+0.00438136j -0.00703731+0.00376642j 0.0131404+0.00278685j -0.000789041-0.00334017j -0.00414372+0.000624588j 0.000675299-0.000341454j -0.00145431+0.000369026j 0.00207472+0.000264512j -0.000259068+0.000942727j 
0.000235593-7.42165e-05j -0.000745999-0.000498016j 0.000706019+0.00312781j -0.00343449-0.000318816j 0.0034517+0.000592533j 0.00261198-0.000127291j -0.000536264-0.0044812j -0.00107264-0.000877337j 0.00602396-0.000972648j 0.000934049-0.00575713j -0.00957732-0.00209055j -0.00722926-0.00295342j 0.00133005+0.00311475j 0.00487499+0.00115167j -0.00556936-0.00276986j 0.0102169+0.000307682j 0.00247289-0.00247705j 0.00743302+0.00423468j -0.0017239-0.00467871j -0.00631633+0.000547766j -0.013149-0.00378755j 0.00102485-0.000359335j -0.00720397+0.0061982j 0.0107791-0.00597091j -0.00435106+0.00295227j 0.00402941+0.00203325j -0.00242364+0.00419306j -0.016975-0.00236032j -0.00891126+0.00290097j 0.0158621-0.00125209j -0.000734992+0.00321692j 0.0109745-0.00104818j -0.00127108+0.000894298j -0.0300415+0.00970066j 0.0129634-0.00530929j 0.0146549+0.00567295j -0.046385+0.0119986j -0.00830282-0.0054077j -0.0290027+0.00145641j -0.0889833-0.000677016j 0.0614143-0.00359091j -0.0169689+0.00218289j -0.113517-0.00308892j -0.030534-0.003375j -0.0683476-0.00186012j -0.0495661+0.00474363j 0.061727+0.00317677j -0.0174344-0.00413443j 0.0344296+0.00613989j -0.0415307-0.0077962j -0.00554215+0.00735643j -0.0435015-9.85171e-05j -0.121944+0.00987699j -0.0293558+0.00118275j 0.0618285-0.00205755j -0.00489272+0.00213675j 0.0327641+0.00141058j -0.0175287+0.00378344j 0.00102436+0.00216572j 0.000205443-0.0112261j 0.0377293-0.00112515j -0.00795023-0.000574604j 0.0252856+0.0037133j -0.00363194-0.00505412j 0.0209045-0.00237972j -0.00386234-0.00147213j 0.0170449-0.00529801j 0.0187324+0.00515019j -0.00283539+0.00032333j -0.0113866+0.00152408j 0.00669118+0.00226343j -0.00470653-0.00195925j 0.00182527+0.00321435j -0.00462813-0.00163105j -0.00101823+0.00289124j -0.00097254+0.00087259j -0.00174372-0.000940252j 
-0.00032309-0.00275685j -0.00260157-0.000467914j -0.0023774+0.000730323j -0.000529428-0.00193502j -0.000716746+0.000231307j -0.00232955+0.00117028j -0.000643393+0.00129279j 0.00063446-0.00213687j -0.00192146+7.28646e-05j -0.00388349+0.00186295j -0.00131663+0.00361734j -0.0019554-0.000709862j 0.00128948-0.00365967j -0.00117226-0.00102287j 0.00480254+0.00402572j 0.00662507-0.00293759j -0.00384127+5.2767e-05j 0.000516363+0.000390039j 0.00552901-0.00164394j 0.00322478+0.00183208j -0.0114349-0.0023047j -0.00390809-0.00280706j -0.0119116-0.00429853j 0.000659111+0.00293434j 0.0190912+0.00126741j -0.00143319+0.0100073j 0.00515696-0.00278412j 0.0189893-0.00567583j 0.0428334+0.00121519j 0.0250147+0.00536415j 0.0193421-0.0133139j 0.000836375-0.00323266j 0.00453316+0.00354839j 0.0146246-0.00500806j 0.0201745-0.00758924j 0.0641453-0.00899512j -0.0271146+0.00450356j 0.00893796+0.00315925j 0.0651033+0.00358716j 0.0705441-0.0121709j 0.057607+0.00392582j -0.0803867+0.00195522j 0.00893241+0.00121266j -0.0591041+0.00157862j -0.0473612+0.00454213j 0.043029+0.00418819j 0.0466102+0.00102613j -0.00328377+0.00786508j -0.129363-0.00200854j -0.0882424-0.00313634j -0.0351145-0.00505085j 0.0145897+0.00265706j 0.00845537-0.00206072j 0.00253109-0.000943131j -0.0302283-0.00436068j -0.0654181+0.00507064j 0.0193892-0.00216199j 0.0085291-0.00372781j -0.0511584-0.014012j -0.0113205-0.00034342j 0.0024691-0.00577037j 0.0156228+0.00319132j -0.0106342+0.00337219j 0.0106181+0.000438788j 0.0127207-0.00201048j -0.0132512-0.00560324j -0.0160098+0.00197824j -0.00646507-0.00716313j -0.00667762+0.0019663j -0.00281372+0.00110803j 0.00178107+0.000826092j 0.00282478+0.000369043j 0.00378196-0.00144082j -0.00237115-0.00232157j -0.00393344+0.000284559j -0.000760867-0.00363034j 0.0051231+0.000266834j 
0.00194645+0.000827593j 0.000184631-0.000889646j 0.00144128-0.000207999j 0.000539459-0.00118507j 0.00155819-0.00227408j 0.0012713-0.000386469j 0.00106256+0.00357728j 0.0051623+0.00322676j 0.00543268-0.000161042j 0.00835603-0.00366335j 0.00490786-9.43241e-05j -0.00105266-0.001844j 0.00486018+0.00133869j 0.0040187-0.000350731j -0.0178552-0.0034087j 0.000438018+0.00590833j 0.0098076+0.00613563j 0.0141201+4.66255e-05j -0.0249707-0.00647982j -0.022252-0.00167917j 0.0213226+0.00279058j 0.000125184-0.00757969j -0.0178302+0.00227285j 0.0307279+5.72802e-05j -0.022707+0.00323763j 0.0131602+0.000328688j -0.0510302+0.00918341j 0.0567829-0.00726614j -0.03823+0.0105765j 0.0331285-0.0108503j 0.0155325+0.00220118j 0.00215127+0.0110487j 0.00018916-0.00241042j -0.00679794-0.0034032j 0.0529187-0.00433564j 0.0275382-0.00778439j 0.0183668-0.000815615j -0.117679+0.00438331j -0.0785178+0.00136232j 0.0312863-0.00492171j -0.0406306-0.00479108j -0.00558653+0.00571207j 0.0593717-0.00103936j 0.0137405+0.00276462j -0.111246-0.0031694j 0.0317362-0.00460889j -0.0456673-0.000157837j -0.0335944-0.00262141j -0.0131977-0.000827898j -0.0215004+0.00830098j 0.0326666-0.00172401j 0.027765+0.00103417j -0.0125991-0.00120847j -0.00724249+0.000407062j 0.0204481-0.00529841j 0.0596013+0.000550419j 0.0211802+0.00852534j 0.0133526+0.00735302j 0.0362615+0.016039j 0.0164205+0.00725434j -0.00774096-0.0052615j 0.029818-0.000262639j 0.0192298+0.00704084j -0.030297+0.00400665j 0.0166249+0.00522252j 0.0228049-0.000872616j -0.000907873-0.00589489j 0.00469449+0.00398261j 0.00699815-0.000840547j 0.000983344-0.0041597j -0.0127693-0.000208003j 0.000569821+0.00462198j 0.00167656-0.000232936j 0.000125904+0.000676154j 0.00234303-0.00022158j 0.00248164-0.000972138j 0.00251839+0.00209367j 
0.00144681-0.000720238j -0.00180599-0.00247489j 0.0014617+0.00342124j -0.00305721+0.000280355j 0.00375325-0.00248038j -0.0015448-0.001632j 0.00149207-0.00163421j -0.0009433-0.000506048j 0.0058865-0.0020887j 0.00214606-0.00279827j -0.0129859-0.00131046j -0.00217333+8.45793e-05j 0.000213531+0.00322914j 0.00826407+0.00208576j -0.0146859-0.00187272j 0.00399871-0.00167792j -0.00556248-0.000278642j 0.00140622-0.000904657j -0.0106667-0.00709933j -0.00723446-0.00304174j -0.00398765-0.00433352j 0.00689437+0.00171868j -0.0159214+1.63385e-05j 0.0358574-0.00448949j -0.00429667+0.00763109j -0.00424295-0.00132502j -0.000532231+0.00661289j -0.0245541+0.00567927j -0.00885811+0.00717186j -0.000231698-0.00579793j 0.0196677+0.00131701j 0.045364-0.00413904j 0.0307182-0.0057047j -0.0701863+0.00648478j 0.0626342-0.00481743j 0.0477216+0.000434792j 0.0450119-0.00628466j 0.00117524-0.00166366j 0.0401607-0.00151378j 0.0126118-0.0012475j 0.110038+0.00392882j 0.0734379-0.000693595j -0.0439191-0.00749889j -0.0365306-0.00424332j 0.0487218-0.00188867j 0.0393297+0.000454153j -0.0723219-0.00804759j 0.00178464+0.00414362j 0.0321865+0.00255453j -0.0609563-0.000873873j 0.0454248+0.00431857j 0.0229211+0.00623538j -0.016576-0.00133727j -0.0330236-0.00359659j 0.023029-0.00952102j -0.00974501-0.00332931j 0.0228197+3.57782e-05j -0.0157842+0.0011472j -0.00528232+0.000901295j 0.0216865+0.00311667j 0.0087559+0.00134668j 0.00250392-0.00153009j 0.00780234+0.0117073j -0.0199769+0.0011123j 0.0310013-0.00104562j -0.00993595-0.00465458j 0.00670508+7.28105e-05j -0.00377293+0.00433775j 0.00832919+0.00403454j -0.0112854+0.00269829j 0.00183121+0.00297224j 1.31201e-05+0.00324245j 0.00934673+0.00211814j -0.0058602-0.00220325j -0.00245165+0.00385527j 0.0020395+0.00113503j -0.00184475+0.000981014j 
0.000964698+0.000486663j 0.000110672-0.00119114j -0.000600403-0.00168135j 0.000690988-0.000697374j 0.000530809+0.00178669j 0.0018579+0.00181558j -0.00231861-0.00204588j 0.00124572+0.00134966j 0.00252671+0.0019158j -0.00117803-0.00323383j -0.00332576-0.000477271j 0.00128212-0.000547984j 0.00480798+0.000110851j -0.00176519-0.000219946j 0.00156059+4.15597e-05j 0.0123057-0.000470056j 0.00735486-0.00153105j 0.00173348+0.00105843j 0.00508351+0.000694913j -0.00344802-0.00385931j -0.0162473-0.00229581j 0.00392697-0.000809119j 0.0108725-0.00285834j 0.0147492-0.000817726j 0.00549275-0.00472268j -0.0285396-0.00417129j 0.00538708+0.0059234j 0.00633106+0.00700086j -0.0174794+0.00190609j -0.0686092+0.00632207j -0.0285902-0.00987793j -0.0164122+0.00737555j -0.059172-0.00124379j -0.0253322+0.00124167j 0.0207523+0.000923132j 0.0915793+0.00228772j -0.0448273+0.0052404j -0.0222242+0.00303433j 0.013815-0.00216564j -0.115559-0.000563937j -0.0615198-0.0010863j 0.038784-0.00732543j 0.0438288-0.00148848j 0.00190728+0.00576363j -0.00642594-0.00389641j 0.0531893-0.00108269j 0.0212854+0.0112478j 0.119115+0.00216718j 0.00780934-0.000807784j -0.0155365-0.00694314j 0.0301991+0.00467115j 0.0267396+0.011277j -0.0119575+0.00247944j 0.00979219-0.00298922j -0.00393623-0.00595061j -0.00593038-0.00115898j -0.00342333-0.0032721j 0.00521851-8.9271e-05j -0.00167436-0.000362378j -0.00681811-0.00106492j 0.0164957+0.000753059j 0.00911347+0.0014794j -0.00210527-0.00104418j 4.17329e-06-0.00110108j 0.00598904+0.000389776j 0.00274773+0.00104292j 0.00364541-0.00299362j 0.00958809+0.00192236j 0.000525336-0.00179297j -0.00279423-0.000827109j 0.00265646+0.00295179j 0.00617411-0.00245365j -0.00783973-0.00152231j 0.0042497+0.000360271j -0.000356013-0.00182799j 0.001622+0.00102828j -0.00144323+0.000894545j 
0.000368787-0.000701797j -0.00129384-0.00157232j 0.00235042+0.00229241j -0.00240835+0.00243292j 0.00236349-0.00366553j -0.0032379-0.000835374j 0.00369015-0.00318903j -0.00333558-0.000642035j 0.000292981-0.00451164j 0.00196751-0.00161685j -0.00571233+0.00209706j 0.00353917+0.000988966j -0.00251733+0.00313138j 0.00523623+0.00451656j -0.0196064-0.00561322j 0.00481114-0.000992844j -0.0159898-0.00187114j 0.00619006-0.00386165j -0.0021716+0.00423339j -0.0117673-0.000966419j -0.000324909-0.00247685j 0.0149652+0.00157328j 0.0139706-0.00303685j 0.0403083-0.0015935j -0.0254085+0.00591375j -0.000786714-0.00200943j 0.0103406+0.00787012j -0.0139349+0.0096088j 0.0176475+0.00553958j -0.0120945-0.000411331j 0.0454357+0.00578262j 0.0530662-0.00652416j -0.0333218+0.00547999j 0.0505005-0.00659998j 0.0863849-0.00696269j 0.0222737-0.000654631j 0.109761-0.00316146j 0.00340734-0.00377175j 0.0719601-0.000923348j -0.0324254-0.0031977j -0.00486585+0.00342207j 0.00971822-0.00333055j -0.111319-0.00440679j 0.0804607+0.00783665j 0.0232311+0.00293345j -0.0256495+0.00166782j -0.0196592-0.00279067j 0.00400782-0.00542452j 0.0078564+0.00102333j -0.0422226+0.00110021j 0.0191857+0.000447406j 0.013255+0.00416891j 0.0323553-0.00801153j -0.0083761+0.00111145j 0.0269468-0.00188762j -0.0126651-0.00288848j -0.0145771-0.00352735j -0.044796-0.00136909j 0.0147834+0.00798884j 0.0145683+0.00385841j -0.0121465+0.00694653j -0.0109842-0.00837141j -0.00657903+0.00374655j -0.0185006-0.00141557j 0.0201046-0.000121413j 5.7995e-05-0.00219228j -0.00156935-0.0031659j 0.00493249+0.00295103j 0.00335361+0.0013375j -0.00994373+0.00245429j 0.00529138+0.0044603j 0.0036134+0.00233765j 0.00632584+0.00101233j -0.00738057+0.000770611j 0.00339924+0.00545444j 0.00146649+0.0019528j -0.00318733+0.000303994j 
0.000660783-0.00247313j -0.00327936-0.00159758j -0.000776989+0.00165714j -0.00139267-0.00182225j -0.000114956-3.40348e-05j 0.0024998+0.00437946j 0.0019422-0.00121053j 0.00171167-0.00115647j 0.00601514+7.04515e-05j 0.00286223-0.00413466j -0.00539813+0.00235543j -0.00564588-0.00166361j -0.00236927-0.00321217j 0.0110993+0.00182082j -0.00568467+0.00148625j 0.00821243-0.00176634j -0.00397541-0.00214255j 0.0218732+0.00843862j -0.0111076-0.00116528j -0.0243615+0.000632395j 0.00703634-0.00592554j -0.00438023+0.00487116j -0.0441753-0.00132702j 0.0404033-0.00541347j -0.0273239+0.00235608j -0.0119234+0.00887849j -0.029735+0.00869089j 0.0561418-0.00498566j 0.0113947-0.00107619j -0.0464555-0.00335939j 0.0458171-0.00682297j 0.130434-0.00182666j 0.0341321+0.00040134j -0.0453874-8.65776e-05j 0.0191247+0.00117347j 0.022308+0.00635222j -0.0529283-0.000494348j 0.00682041-0.000542967j 0.037175+0.00579152j -0.0233491-0.00897222j 0.0229195+0.00560215j -0.131003-0.00976618j 0.0291257+0.00237377j 0.0232601+0.00648192j 0.0631011+0.00547189j 0.0147369-0.0017384j 0.00409781-0.00410316j 0.0264102+0.00105207j 0.0105012-0.00377505j -0.057763-7.068e-05j -0.038726-0.0143968j -0.00811757+0.00961716j -0.0180189-0.0013374j 0.0192598+0.0108196j 0.00549022-0.00210491j -0.0147951-0.00494609j 0.0254532-0.00626748j -0.00750867-0.000529807j -0.0255682-0.00242281j -0.0157438-0.00385345j 0.0127247+0.00568474j -0.0122273+0.00342328j 0.00192963+0.00402843j -0.0176792+4.95967e-06j 0.0161429-0.00160174j -0.00308435-0.00438265j -0.00434106-0.00398653j 0.00732017+0.000231199j 0.00246876+0.000605416j -0.00770291+0.00193674j 0.00728765+0.00487046j 0.00489268-0.00244524j -0.00228517-0.00161186j -0.00246808-0.00113892j -0.00133493+0.00145035j 0.000266774-0.00228241j 0.00329348+0.000545492j 
-0.00157103-0.000618995j -0.000245115+0.00121862j 0.00235766+0.00189225j -0.00133826+0.00210143j -1.80522e-06-0.00157525j -0.00159547+0.000901364j 0.00394249-0.00289496j -0.00129423+0.00030952j 0.000493687-0.000898265j 0.00144275-0.000400742j -0.00282446-0.00142635j -0.000889189+0.000939388j -0.000770002+0.00196528j 0.00274953+0.00471586j -0.00525164-0.00152416j -0.00999354-0.00537256j -0.00195758+0.00147278j 0.0186485+0.0020568j 0.0134553+0.00941801j -4.5609e-05+0.00371428j -0.023994+0.00205127j 0.00497497-0.00664477j -0.00254702-0.00073071j 0.00635647+0.00117773j -0.0426859-0.00247602j -0.0306534+0.00979127j 0.0105063+0.00646903j -0.0101025+0.00457051j 0.0597283-0.000942832j 0.0508999+0.000380974j 0.083155-0.00592563j -0.0649917-0.00344096j -0.0197518+0.00847252j -0.0374753-0.002805j 0.137614+0.00629849j -0.088968-0.00204426j -0.00600483+0.000569782j 0.0639799+0.00401129j -0.00412571-0.0039142j -0.0531896+0.00255252j -0.0668119-0.00850256j -0.00415845-0.002292j -0.0112602-0.00958452j -0.036276-0.00204148j 0.0232458-0.00234381j -0.0319984+0.00349595j -0.0247768+0.00171524j -0.0406926+0.00430007j 0.00173202+0.00447791j -0.00773233+0.0043906j 0.0166346-0.000984188j -0.0312397-0.00851369j 0.0142607-0.000781088j 0.00410671+0.002947j -0.0143403+0.000888034j -0.00742955+0.00363993j -0.0178378-0.000879651j -0.0295341-0.00350938j 0.00728118+0.00650564j 0.00792226-0.0035712j 0.009681+0.00638696j -0.010533-0.00194125j 0.00116524-0.00106553j -0.00444785-0.0015905j -0.00217396+0.000506343j 0.00645772+0.00413901j 0.00946241-0.0020888j 0.00564895+0.00419707j 0.00452456+1.01754e-06j -0.00495833+0.00240418j 0.00898296+0.00325736j 0.00277217-0.00121495j -0.00020608-1.82747e-05j -0.00405237+0.00204464j 0.00490465+0.00324494j -0.00174131+0.000521458j -0.00114749-0.00149423j 
0.000606519-0.000984351j -0.000630134-0.00060944j 0.000104095+0.000693086j 0.000322983-0.000670689j -0.000961817-0.00113931j -0.00328198-0.00246277j 0.0027841+0.00357015j 0.00223875+0.00135184j 0.00296447+0.00227762j -0.00884983-0.00357876j -0.0011949+0.000456969j -0.00270199-0.00169096j 0.0040266-0.00129687j -0.00406118-0.000449418j 0.00900803+0.000361783j -0.0196986-0.00156855j -0.0192492+0.00267819j 0.00547506+0.0051509j -0.00222961-0.0035741j -0.00428421+0.00183505j 0.0288606+0.00662438j 0.00684507-0.00262948j 0.00780545-0.000620876j -0.0378671-0.00490402j -0.0218636-0.00558398j -0.0955927+0.0135619j 0.0467026-0.00804261j -0.0127111-0.000942231j -0.0808166+0.0150747j 0.0863206-0.00609813j 0.027029+0.000302163j 0.0294624-0.000585827j 0.115068-0.00429906j 0.0586589+0.000212896j 0.0351039-0.00343125j 0.0288364-0.00914581j -0.0358813+0.000209103j 0.0335708+0.00211004j -0.0916965-0.00520306j 0.00661734-0.00668525j -0.00528748-0.00232552j -0.0315805+0.00603293j 0.00596267+0.00093343j -0.0072651+0.000170103j -0.0259149-0.000659185j 0.0414354+0.0109048j -0.00058054-0.00269394j -0.0364556+0.00318274j -0.0271291-0.00388498j -0.034631-0.0040583j 0.01019-0.00165846j -0.0213135-0.00900757j -0.0074362+0.00553431j 0.000119156+0.00247082j -0.0146616-0.0034586j 0.00601841+0.00130931j 0.00075516+0.000451337j 0.00863365-0.000104175j 0.00159675+0.00212345j 0.000255973-0.00187183j 0.00560865-0.00273111j 0.00548392+0.00462827j 0.0124234+8.25424e-05j -0.00396385+0.00225465j -0.00839252+0.0028113j 0.0104715+0.00143813j 0.000620531-0.00326604j 0.0030378+0.000577378j 0.0030844+0.000173471j 0.000521915+0.00140932j 0.00266294-0.00215235j -0.00530606+0.00115796j 0.00410167+0.000740728j -0.00287227-0.002416j -0.00469007+0.000473312j 0.0023901-0.00135455j 0.00261406+0.00179835j 
-0.000733169+0.000414579j -0.000574173+0.000639408j 0.00151926+0.00381293j -0.00191863+0.000474881j 0.000525628+0.00276125j 0.00123469+0.00156848j 0.00302869-0.00145405j 0.000323681-0.00265391j 0.00611107+0.000259639j 0.00666496-0.00230261j -0.000414406-0.00237993j 0.00760675+0.00898815j -0.0115782-0.00042906j 0.00925745+0.00418328j 0.00904289+0.00239903j 0.000785876-0.0050379j -0.0189641+7.93268e-05j 0.00438831+0.00159562j 0.00895961+0.00073573j 0.028652-0.00447046j -0.0408115+0.00245075j -0.0324151+0.00136392j -0.0198743-0.000356085j -0.0053001+0.00872913j -0.00374499+0.00279239j -0.032801+0.0123275j -0.100872+0.00572313j -0.0332524-0.00325879j -0.019623-0.00654717j 0.0747257+0.00268949j 0.00464022+0.000664137j 0.0749413-0.000547786j -0.114907+0.00380626j -0.0428668+0.00287288j -0.0179128+0.00161787j -0.00600838+0.0053254j -0.0238776-0.00534065j 0.0900976+0.00283482j 0.051747+0.00291845j 0.0225099+0.00117998j 0.00241452+0.000791173j 0.028759+0.0109097j -0.0193236-0.000673295j 0.00338097-0.00356363j -0.0224472+0.00147301j -0.0338344+0.000447082j -0.00234606+0.00443883j -0.0230333-0.00061548j 0.0386145+0.00313223j -0.0170346-0.000524816j -0.00438715+0.00836859j -0.0104082-0.00996949j -0.011896-0.00214464j -0.0250375-0.00235536j 0.00915949-0.00404948j -0.034623-0.00688776j -0.00110211-8.32582e-05j 0.00921323+0.000774773j -0.00695935-0.00398032j -0.00414584-0.00289973j -0.00304784+0.00093916j -0.00614456-0.000562921j 0.0106474-9.05924e-05j -0.00374726+0.00037744j 0.00929985-0.000760128j -0.00673917-0.00448875j 0.000732466+0.000731335j 0.00135818+0.00362749j 0.00949902+0.00195127j 0.00069338+0.00466623j 0.00822349+0.00046845j -0.00155585-0.00328177j -0.00106776+0.000356313j -0.000249323-0.000907381j -0.00103504+0.000719073j -0.00470691+0.000613802j -0.00198191-0.00319041j 
0.00270273+0.00228905j 0.000550389-0.00270158j 0.000193726+0.000186229j 0.000164659+0.00101849j -0.000584992-0.000398355j -0.000293399+0.000172826j 4.4839e-05+0.000337234j -0.00151579-0.00175185j 0.00397672+0.000399441j -0.00072268-0.00451529j -0.00456945-0.00338283j 0.0137147+0.00401301j -0.00598937+0.00356851j 0.00968826+0.00682067j 0.00477291+0.00422882j -0.0057592-0.00423739j -0.0382937-0.00178216j -0.0648512-0.000860045j 0.0168498-0.00238794j 0.0541285-0.00915092j 0.0220004+0.00309942j 0.0113651-0.00185845j 0.110607-0.0109872j -0.0205589+0.0132741j -0.0500652-8.01819e-05j 0.0365247+0.00483738j -0.0860197-3.79443e-05j 0.0956479+0.00420992j -0.108234+0.00543343j -0.0769452-0.00312233j -0.00809281+0.00249436j -0.0037934+0.00568846j -0.0241226+0.000628942j -0.026961+0.000172652j 0.0235858-0.00591432j 0.0337955-0.00418488j 0.0579174+0.00269918j 0.0669912+0.00576799j 0.0447272-0.00184701j -0.0382511-0.00589253j 0.0357891+0.00247557j -0.0170333+0.00248801j 0.023804+0.00144094j 0.000739268+0.00979126j -0.0386065-0.00386105j 0.0293106-0.00807408j -0.0159305-0.00728681j 0.00252849+0.00718924j 0.0199899-0.00933211j -0.00855121-0.00033757j 0.00685822-6.12416e-05j 0.00869417-0.00567972j 0.0261294-0.00414905j -0.0230182-0.00700284j 0.0162811-0.000478286j -0.0253193-0.00805943j 0.0107675-0.00233988j 0.0112438+0.00559608j 0.0123864-0.00390077j -0.0200228+0.0037323j -0.0122077-0.00111355j 0.000660184-0.003051j -0.00818434-0.0032928j -0.00666394-0.00076353j 0.0110604+0.00399848j 0.007749-0.00387875j -0.00354344-0.00205723j 0.0024221+0.00416535j 0.00994206+0.000970172j 0.000440959+0.00136206j -0.00219592+0.00115534j 0.00577361+0.00252851j 0.00299815-0.000972329j 0.000860549-0.0014678j -0.00258138-2.04e-05j 0.00122923+0.00305451j -0.00487705+0.000433035j 
