-0.00289061+0.0397362j 0.00735555+0.00259852j 0.00205102-0.00040876j -0.00131912+0.0566576j -0.00145501-0.0414634j -0.0057511-0.0446165j -0.00342359+0.0261899j -0.00201149-0.0201619j 0.00955592+0.038678j -0.00125384-0.0116345j -0.00467431-0.00456662j 0.00218396+0.0602457j -0.00361506-0.00295535j -0.00285393-0.0387391j -0.00121805+0.0313105j 0.00646996-0.00487429j 0.00478748+0.0161318j -0.000174012-0.034936j 0.000878269-0.0157807j -0.00723446-0.0209955j 0.00180124-0.0531757j 0.00429464-0.0157008j 0.000679437+0.0143511j -0.00388791-0.0667113j 0.00656001-0.0148051j 0.00842005-0.0167458j -0.00559062+0.010145j 0.00310193+0.0390496j -0.00239751+0.00552471j 9.48869e-05+0.0019926j 0.00201701+0.0327251j 0.000663801-0.0164616j -0.00453912+0.0309686j 0.00220839-0.0174999j 0.00643606-0.0217796j 0.00100343-0.0213895j -0.00106657+0.00636584j 0.00191453-0.026826j -0.0132846+0.0156904j 0.00545379+0.0104168j -0.00186341+0.0400753j -0.00174104+0.0125222j -0.00344494+0.0030484j -0.00159235+0.057925j 0.0125009-0.0592701j 0.00156566+0.00192075j 0.00453131+0.00250822j -0.00601547+0.0140487j 0.00547467-0.0270058j -0.00155825-0.0299235j -0.0119933+0.0479314j -0.00460255+0.00243719j 0.0148957-0.036839j -0.00112519+0.0416564j 0.00635667-0.0224382j -0.000401375-0.00548466j 0.0300565+0.0314068j 0.00877177-0.0159634j 0.00457528+0.00267856j -0.00138948+0.0138167j -0.00770254+0.0346959j 0.00879546+0.00454173j -0.0042553+0.0048877j 0.000470111+0.00511106j -0.00937456+0.0288089j -0.0111975-0.00948529j 0.00588058+0.0181782j -0.00187616-0.0214265j 0.00652588-0.00794997j -0.0100803+0.0114882j -0.00655832+0.00158125j -0.00735651-0.00889871j -0.0032632-0.00609797j -0.0136438-0.00430576j -0.00748049+0.0274533j 0.00482679-0.0139053j -0.00544283+0.00409628j 0.00788941-0.0203194j -0.000739573+0.00910235j 0.00755341+0.0198032j -0.0121077+0.00331859j 0.0128294-0.0143298j -0.003974+0.012644j 0.0161641+0.0011495j 0.00611441+0.0149837j -0.0182243+0.017507j 0.00113707+0.00519476j -0.0110762-0.0260643j 0.0416798-0.0185256j -0.100872-0.157058j 0.188007-0.0422199j 0.091607+0.0434893j -0.0186188+0.0844686j -0.246891+0.0261703j 0.0259985+0.255093j 
-0.0202491-0.00482124j -0.00274703+0.0109085j -0.0157254+0.0466267j 0.0205577-0.0508679j -0.00937761-0.0203913j -0.0126155+0.0101838j -0.0280061+0.0422584j -0.0269574-0.0122195j -0.0382765+0.0497936j -0.0206521+0.0113827j 0.0110442-0.0206352j -0.00284884+0.122344j 0.00641053+0.000785782j -0.0190099-0.0142365j 0.00765363+0.0383083j 0.00621446+0.0538127j -0.00813301-0.0179969j 0.00954636-0.0382423j -0.00830908+0.0252526j -0.0201288+0.00587022j 0.013791-0.0435631j 0.024011-0.0421488j 0.0149611-0.0363823j -0.0154611+0.00307558j -0.0391315+0.100297j -0.00258001-0.147848j -0.0345884-0.0569138j 0.0397346-0.0179451j 0.0502643-0.149659j -0.00843754-0.00776017j -0.0795191-0.0532501j 0.0125211+0.033077j -0.0321485+0.115322j -0.0105241-0.00182206j 0.0344341+0.0501979j -0.0202428-0.207274j 0.0158484-0.0618378j -0.0280605+0.0186984j 0.0239639-0.0701243j 0.014095+0.0209909j -0.0204443-0.0172324j -0.0351021+0.0123336j 0.00716734+0.0488666j -0.0221159-0.106486j 0.0150994+0.0600145j -0.016659-0.0464273j -0.00510327+0.0421411j -0.0782003+0.0403327j 0.0192415-0.0474436j -0.0165127-0.0431071j -0.049571-0.0369218j 0.0250529-0.0202145j 0.0127091+0.0160315j 0.0417622-0.0972665j -0.0296203-0.0194776j 0.0708283+0.00293851j -0.00766452-0.0126222j -0.0647504+0.0276204j 0.043428+0.0865984j -0.0381824-0.0630621j 0.0465529+0.0772119j 0.0367224-0.00926471j -0.0137938+0.0516804j 0.00113522+0.0296332j -0.0162798-0.0431027j 0.0808219-0.0367791j 0.0317044-0.0904288j -0.0346429-0.0182625j 0.0541067+0.00389824j -0.0119319-0.0610921j 0.0944348+0.0113151j -0.0460706+0.0628972j -0.0714185-0.0451549j -0.0664835+0.0536536j 0.00951954-0.00782099j -0.0205804+0.030661j 0.046766-0.0590965j 0.0759731-0.0941284j 0.0232159-0.0993025j 0.0224992+0.0164928j -0.0028664+0.074937j 0.0255957+0.0537852j 0.0866065+0.0407299j 0.00852858+0.000572905j -0.0484063-0.00239493j -0.00677776-0.002038j 0.0532985+0.0063213j -0.0559326+0.00201367j 0.0394924+0.0450575j 0.00668308+0.0212288j 0.0167801-0.0196758j -0.0420215-0.0336511j -0.0175591-0.0164815j -0.00184558-0.0414254j 0.000166777+0.00538257j 
0.0410594-0.0320779j 0.0440562-0.00863258j 0.0475076+0.00672232j 0.015172+0.0209432j 0.0179882-0.0102293j -0.019352+0.0136036j -0.0488665-0.029682j 0.00254795+0.00540381j 0.0528723+0.0346219j 0.0232594+0.00781697j -0.00878593+0.0134436j -0.0315483-0.0057383j -0.0124985-0.0095033j -0.0084085+0.0319492j 0.0191977-0.0406471j -0.00170291+0.0819469j -0.0197148-0.00158919j 0.00900621-0.0195806j 0.0140653-0.0402405j -0.0358445+0.0460717j -0.00503297+0.0547311j -0.0532054-0.0965323j 0.00280587-0.028477j 0.00489507+0.0189343j -0.0289144-0.0480716j 0.0584394-0.030197j 0.129189-0.0922175j -0.0234463+0.0556534j -0.0502656+0.0159274j 0.0979775-0.0685662j -0.0591672-0.0657041j 0.00970755+0.0104281j 0.104166+0.0341922j -0.00754242-0.0343329j -0.0108474+0.0318185j 0.00144611+0.0300688j -0.0221793-0.119118j -0.0472869+0.0792856j 0.0695028-0.0245408j 0.0755511+0.023174j -0.142303-0.0354497j -0.0216541-0.0380605j 0.00178188+0.0240146j -0.0151508-0.0217493j 0.0684795-0.105959j -0.0244901+0.0661407j 0.0182229+0.0234326j -0.00467995+0.0235987j -0.069778-0.0526949j -0.061234-0.0466944j 0.0190108-0.0417787j -0.103179-0.00240325j -0.0503155-0.0438363j -0.0818504-0.0139718j 0.0282346+0.000616772j 0.0267944+0.0131342j 0.0151896-0.0484953j 0.0132106+0.0597841j -0.0376129-0.0526421j -0.0204372-0.0664547j -0.0810737+0.0194715j -0.0203789-0.035389j -0.07626-0.0466961j 0.015863+0.0284731j 0.12764+0.0197348j -0.00881098+0.0407893j 0.000762872-0.0182289j 0.0394775-0.0732441j -0.00138134-0.00822958j -0.043558+0.0670478j 0.0203131-0.0212377j 0.00860325-0.067598j -0.0432556-0.0301445j 0.00891441-0.0830938j -0.00114635+0.0290485j 0.0292143+0.0829888j 0.0225598-0.0415187j -0.0191122-0.026654j 0.0484497-0.0352785j -0.080787+0.0529505j 0.0887352+0.0350564j 0.0588584+0.0277749j 0.0518683+0.00752795j -0.0482056+0.0333609j -0.0169444+0.0472892j -0.0024697-0.0241024j 0.0161855-0.0479888j -0.0779763-0.0413661j 0.0380605-0.11388j -0.0646913+0.0136164j -0.0515451+0.0456712j 0.0399304+0.0874296j -0.0196937+0.0375801j -0.00898432+0.0769833j 0.0276629-0.00560587j 
0.0223961+0.0241226j 0.0365345-0.00715321j -0.0161207-0.031966j -0.0321321+0.0516512j -0.0499833-0.0631697j -0.0300198+0.0137611j 0.00688722-0.0322608j -0.0506219-0.094182j 0.019501-0.0274582j 0.0733537-0.0279735j -0.00109032+0.0153159j 0.0184336-0.020059j 0.000202307+0.0488334j 0.0150547-0.030367j -0.0142829+0.0357612j -0.0236289+0.00136776j 0.0019328-0.0115203j 0.0214856+0.0578183j 0.0332751+0.057647j -0.0310755-0.0250809j -0.0266346-0.0448984j -0.0128639+0.0220523j -0.0127617-0.0602144j -0.0306308-0.0366695j 0.0022912+0.0449069j 0.00725296-0.08389j 0.0911078-0.0341133j -0.0843322-0.0523682j -0.0419304+0.111952j 0.0548745+0.138464j 0.0166305+0.0430689j 0.00652253-0.106807j -0.0275629+0.0124761j 0.00416669+0.0558172j 0.0296002+0.187434j -0.0526686-0.0438951j -0.0117055+0.094631j 0.04268+0.164865j -0.0413129+0.0628057j 0.0390817-0.005867j -0.0342586-0.024742j 0.000474991+0.0602594j -0.00647763+0.0915597j 0.0235755+0.0828372j 0.0216866+0.0843119j -0.0296445+0.008141j -0.0159648-0.0573869j -0.0250833-0.0567092j 0.0620629+0.0528285j 0.0336205+0.0558849j 0.0530235-0.0151643j 0.0113308-0.000133557j 0.0110353-0.0972056j 0.0583288+0.0282783j 0.0294894+0.0617565j -0.022969+0.0644111j -0.023408+0.0710297j -0.0774212-0.0646189j 0.019932+0.0113495j -0.0174505+0.0420085j -0.00762265-0.00856539j 0.0352708-0.0222563j -0.0304036-0.034125j 0.0324605+0.0608372j -0.0386669+0.000455181j -0.0164272-0.0291027j 0.0313554-0.0117239j 0.0586685-0.0170994j 0.00548453+0.0417571j -0.0448918+0.00605554j 0.0414068+0.0296862j -0.0155297-0.0402129j -0.0110726+0.012592j 0.0134351+0.0553977j 0.0406148-0.00676566j 0.000553459-0.0432231j 0.0230192+0.0382016j -0.00544075-0.0444454j 0.00472531-0.068965j 0.00981775+0.003974j 0.0999158+0.00763312j 0.0165091+0.000969603j -0.0228666-0.0200696j -0.00419906-0.013008j -0.0172454-0.00497106j -0.0325726+0.0210212j 0.0633553-0.00740676j 0.053462+0.000153113j 0.00890055-0.0554875j 0.0164775-0.00379014j -0.0520557+0.0133071j 0.0640007+0.0242505j 0.0155938+0.0536284j 0.0164829+0.0294816j -0.00409073-0.0219097j 
-0.0286019-0.0131463j -0.0292124+0.00724649j 0.0165164+0.00776987j -0.0208022-0.035504j 0.00751972+0.00968791j 0.0205473+0.0149226j -0.00199296+0.0892556j 0.052317+0.0308969j 0.00333724+0.0451906j -0.0330664+0.0470063j 0.00572726-0.0145406j 0.000582828+0.063172j -0.00174076-0.00317633j -0.00817096-0.0224608j 0.0205863+0.0275628j 0.00378902-0.0416753j 0.00719496+0.0245476j -0.0181505+0.0541163j -0.0157473-0.00148017j 0.0405518-0.0487217j 0.0184436-0.0288159j 0.0281965+0.0131987j -0.0122993+0.00789604j 0.0323873-0.0566193j 0.0165905+0.0341028j -0.0201057+0.025154j -0.0277944+0.143914j 0.0203639-0.0409428j -0.0535349-0.0759946j -0.0873754+0.0530535j 0.0556605-0.0277637j 0.00116512+0.0186322j 0.0574173+0.109988j -0.0229606+0.018906j -0.0544989-0.0451064j 0.0627282-0.143486j -0.0341353-0.0395261j 0.0282335-0.0593037j -0.0386833-0.0534889j -0.00818309-0.047733j 0.0770543-0.0222834j -0.0127475-0.0114821j -0.00508867+0.0463284j -0.0393342-0.0144312j -0.0839069+0.129988j -0.0678913+0.0029499j 0.0161482-0.017125j -0.0150637-0.0451321j -0.00229817+0.0506018j 0.0167545+0.0357622j 0.0174719+0.0277062j -0.015497-0.083111j 0.0982048+0.0750662j -0.031293-0.00938566j -0.0167992+0.00357123j -0.00170082-0.0644505j -0.00815106-0.0689509j 0.0456868+0.000326426j 0.0262094+0.0272805j 0.0618544-0.0559457j -0.112454-0.0464832j -0.0415064+0.0419575j 0.0184537+0.0306042j -0.047233-0.00983826j 0.0118971+0.0250837j -0.00750336+0.0386054j 0.0148774+0.0322583j 0.0331989+0.0715659j -0.0577893+0.0255124j 0.0154657+0.029654j -0.038751+0.04765j 0.00962796-0.00997618j -0.0340654+0.0041726j 0.0115672-0.0584121j 0.000542604-0.0335384j 0.0249175-0.0564923j 0.0524055-0.0292087j 0.0360459+0.0944641j -0.0559016+0.0411634j -0.0570573+0.0404179j 0.0724051-0.0342075j 0.0569709+0.0501792j -0.0547827-0.065044j 0.0285013+0.0106843j 0.103395+0.0165046j -0.05704+0.0194362j -0.0540145-0.0220209j -0.00998772-0.0097419j -0.0102661-0.116935j -0.0603143+0.0272001j -0.0371578+0.0348233j 0.0106591+0.0855032j 0.00335703+0.0225001j -0.0157606+0.0910901j 0.0103115-0.0177232j 
-0.0394697+0.00412899j -0.0023788-0.021172j 0.0366505+0.00244789j -0.0287939-0.0932862j 0.0340579-0.0144086j -0.000485256+0.00728611j -0.014422-0.0245554j 0.00402929-0.0239106j -0.0611134+0.0293508j -0.0233208-0.0157619j -0.00716463-0.0170091j -0.0217532-0.0108353j 0.001527-0.0321964j -0.00495059+0.000101572j 0.0164384-0.0280956j 0.00948621+0.0124996j 0.00737846+0.0369661j 0.00462651-0.00759011j 0.00410196+0.0780979j 0.00426212+0.0586579j 0.0307987-0.0564981j 0.0422522+0.0124135j 0.0213892-0.0986178j 0.0163131+0.0308953j -0.0231354+0.0878471j -0.0442722-0.0163633j -0.0708685+0.0768029j 0.0598687-0.0721066j 0.0840237-0.0285417j -0.130115-0.0740733j -0.00966563+0.0287423j -0.0132971+0.0146904j -0.0403189-0.145495j -0.0309394-0.122558j 0.0248158-0.0874355j -0.00791195+0.0222264j -0.0358841+0.0902212j -0.0172568+0.0378369j 0.000602396-0.0178897j 0.00377788+0.0356441j 0.0512002+0.0225959j -0.0209274+0.0169401j 0.025195-0.0926555j -0.0858124+0.0528532j 0.0156531+0.00370519j 0.0254945-0.0814274j -0.0329887-0.0758433j 0.00475078-0.00535247j -0.0300758+0.0544349j 0.0545178-0.0287436j 0.0219389+0.06495j -0.013656+0.0990369j 0.0475305-0.0664772j -0.0631266+0.0355119j 0.0222865+0.00399739j -0.0896888-0.0216378j 0.0445868+0.071092j -0.0388177+0.0318764j -0.0184939-0.00244559j -0.0106331-0.0403514j -0.0696591+0.0783554j 0.00445404+0.0198029j -0.042557+0.0617962j -0.0132021-0.0663141j 0.0672526+0.051032j 0.0723476+0.0134291j 0.00919303-0.0327101j -0.018493-0.0457819j 0.0384215+0.0180144j -0.0531728-0.00695238j 0.029922+0.042589j 0.0163108-0.0756478j 0.0167908-0.0580657j -0.0922847-0.079676j -0.0236341-0.064643j 0.0502949-0.0231225j 0.089004+0.0098617j 0.0159084-0.117451j -0.0229822-0.122712j 0.108038-0.00110282j 0.0405984+0.00328397j 0.0869885+0.00641738j 0.081091-0.0674134j -0.0279636-0.000774753j -0.0321397-0.0118259j -0.0206018+0.0113157j 0.0400431-0.0352349j 0.0445012-0.0103532j -0.0390648-0.0136969j -0.0336529+0.0129361j -0.00413656+0.00111559j -0.0362741+0.0425532j -0.0139134+0.00783434j 0.00793383+0.0660869j 0.0128568-0.00143904j 
-0.0815031-0.051426j -0.0567264-0.000570069j -0.0652672+0.006118j -0.0248339+0.0668571j 0.0306141-0.0162787j 0.0464914+0.00304489j 0.0216691-0.043981j 0.0589778+0.0144172j -0.0971755-0.000934342j -0.0793376-0.0725058j -0.00940527+0.0449639j -0.00537943-0.000454737j 0.0069785+0.0856848j 0.0301657+0.00389016j -0.0137408+0.0179933j -0.000802067+0.0415091j -0.00921359-0.0322193j -0.00228008+0.00277427j -0.0232533-0.0826562j 0.0598717-0.031012j 0.0292106+0.057083j -0.0300295+0.0051254j 0.0675407+0.0219223j 0.0202717-0.0153182j 0.0316864-0.0737571j -0.0594893-0.0616516j -0.160137-0.0979619j 0.0585915+0.0913921j 0.0533238+0.0394855j -0.243128-0.0568724j 0.0423626-0.0275918j -0.00500343-0.0120725j -0.0659964+0.118115j 0.0121181+0.000627949j 0.0303592+0.00199809j 0.0303932+0.103357j -0.0622888+0.00903532j 0.00316265+0.0605196j -0.0208228+0.0700299j 0.0931679+0.0203978j 0.0945859-0.0577892j -0.0141427-0.0253004j -0.00569481+0.0184656j -0.10168-0.0591277j -0.00858113-0.065814j -0.00418835+0.0559074j 0.0323885+0.0102345j 0.0536952-0.0430367j 0.0524288-0.0819379j -0.0185712-0.0374618j 0.0055647-0.0290231j 0.0126961-0.060712j 0.0781217+0.0177287j 0.0201789-0.0472949j -0.0721415-0.0209861j 0.0161889+0.0462172j -0.0351791+0.0377351j -0.0519673-0.0384819j -0.0606732+0.0245374j 0.0129401+0.0196897j 0.00244947+0.0483285j -0.0067669-0.00578947j -0.0377424-0.040182j 0.0525295+0.0125665j -0.0525452-0.00365458j -0.0167327+0.0758805j 0.0261262-0.00392286j -0.0216821-0.0207124j 0.0352762+0.0408641j 0.018116+0.014853j 0.0162606-0.0182585j -0.084298+0.0122852j 0.0535256+0.0195802j -0.0328595+0.0280503j 0.00862871+0.0544616j 0.0326949+0.0375171j -0.0376076+0.0506044j -0.0292641+0.00600109j -0.0670129+0.00958614j -0.062869-0.0341129j -0.00470829-0.00212875j 0.00653061-0.00127779j 0.0729203+0.0075372j -0.00916825+0.0263355j -0.0131296+0.0650606j -0.0365895-0.040899j -0.0250102-0.026319j 0.0416366-0.00915399j -0.0233785-0.0294491j -0.00503561+0.0284429j -0.00211192+0.0114688j 0.0130857+0.017172j -0.0415645+0.00646263j 0.001396+0.0388894j 0.00293045-0.00704797j 
-0.0261243-0.00237421j 0.0525766-0.0233368j -0.0460142+0.00489761j 0.0576928-0.0121184j -0.0221727+0.0171442j -0.0220709+0.0324633j -0.0570909+0.0547955j -0.0549171-0.0286701j -0.0785371+0.00583547j 0.00642394+0.0479142j -0.00824989-0.0490268j 0.0134634+0.014995j -0.00154366-0.119468j -0.00344893-0.00985018j 0.00301833-0.00679924j -0.00788865-0.0109033j 0.0162028+0.020475j 0.0297497-0.0065839j 0.0412864-0.00949536j -0.0314461+0.0687507j 0.00886524+0.0203088j -0.0367165+0.0273932j 0.0211585+0.0237019j 0.002307+0.0640808j -0.0859915+0.0888494j -0.114347-0.00635384j -0.0852+0.0382811j 0.016052-0.0131725j 0.0273331+0.0784101j 0.00284055+0.0276816j -0.0738471+0.0106539j -0.0194846-0.0059431j -0.0689175+0.0330865j 0.0451928-0.0106872j -0.00318695+0.041725j -0.0347763-0.00446917j -0.1273-0.03308j 0.0283653-0.0684054j -0.0477861-0.0574685j 0.0310487+0.103549j -0.0571242+0.0239192j -0.020722+0.0914564j -0.0222003-0.055705j 0.0216721-0.0220774j 0.0465973-0.0775972j 0.0335809+0.0461044j -0.0396259+0.0335971j 0.017634-0.0873027j 0.0617341-0.0413533j -0.0474517+0.00433532j 0.00964704+0.0285871j -0.0794302+0.0369357j 0.0595406+0.00437309j 0.0141223+0.0439756j 0.0605408-0.0154821j 0.00726276-0.0559522j -0.0083236+0.0339411j -0.0628318+0.00468801j -0.0497967-0.0172977j 0.0328825-0.0365431j -0.0420578-0.0354292j -0.016701+0.00851735j -0.0239261+0.0434586j -0.0163182-0.00407363j -0.0491474-0.0055637j -0.0743348+0.0359051j 0.00167827+0.0429792j -0.00983793-0.0136755j -0.0444862+0.0865721j 0.0145289-0.0114244j 0.00864844+0.0396728j -0.0299911-0.0306663j -0.0012117+0.0649086j -0.0523284+0.06407j 0.0354822+0.00193574j -0.0399697-0.058776j -0.00223811+0.0549072j -0.0353728+0.0286971j 0.021048+0.0297557j 0.0371074-0.0243886j 0.0520179+0.0401649j -0.126183+0.0293873j 0.0378736+0.0237556j 0.0105803+0.00751321j 0.0822538+0.00522809j -0.0802113-0.0471027j 0.00871699-0.0183185j 0.00630121+0.0816827j 0.0249219-0.0611105j 0.0793209-0.0210621j -0.0357096-0.00184389j 0.0246586-0.0758584j -0.014706+0.129663j 0.0184956-0.0150527j 0.0231295-0.0451441j 
0.0250004+0.00517702j -0.00762364+0.0141992j 0.0368012-0.00702408j 0.0236151+0.000939051j -0.000997514+0.00398691j 0.0145928-0.0164708j -0.00112365-0.00164157j 0.0395357+0.0479312j 0.0716664+0.00593589j -0.0259874+0.0157771j 0.00874276+0.0160713j 0.0119487+0.0224571j 0.0251907+0.0255449j 9.71524e-05+0.0279991j -0.00680182-0.00602683j 0.00463719+0.0278494j -0.00175086+0.0194996j -0.000988835+0.0378527j 0.00216085-0.0127326j 0.0187288-0.0303249j 0.0151992-0.0139762j -0.0172149-0.00984252j -0.0119242-0.00584949j 0.0405438+0.00178792j 0.0201444-0.00778099j 0.0422988+0.0539318j 0.0576646-0.0017433j -0.00799237+0.0210512j -0.0871856-0.0768055j 0.0819727+0.0250362j 0.0344788-0.0864075j 0.00311069+0.0202889j 0.114163-0.0362322j -0.0126391+0.00615673j -0.0221185-0.0511463j 0.0613263-0.0404584j 0.0197145-0.0180722j -0.0504947+0.0151402j 0.0136901+0.0126034j -0.104925+0.0060592j 0.0233849-0.0313466j 0.0566325+0.00469044j -0.0704824-0.0243611j 0.0165972-0.00538521j 0.0151077+0.0512836j 0.0761837-0.00828516j 0.0205565-0.00840102j -0.0127878-0.00764011j -0.0741527-0.0102017j -0.0132147-0.0528652j -0.0239517+0.0370176j -0.0302342-0.0230462j 0.0475891-0.0371818j 0.116483+0.0393936j 0.0283425+0.0105876j -0.0455374+0.0601777j -0.101484+0.0636393j -0.0671631-0.089539j -0.0788804+0.0137708j 0.0404665-0.0181458j -0.00769468-0.00978573j -0.00592101+0.00940576j -0.0309727-0.0625168j -0.0622574-0.0259472j -0.0739433+0.0398063j 0.0093714+0.0672996j 0.0304147+0.0155391j 0.0127341-0.0301315j 0.00650883+0.0562691j 0.0399999-0.0542708j 0.0362602+0.101176j 0.00625446+0.128304j -0.0416058-0.0304951j 0.0463901+0.0189477j -0.0277658+0.0179439j -0.036583-0.00995935j 0.0404827-0.0647989j -0.119918+0.0243004j -0.0202065-0.0145909j 0.0882026-0.0311538j -0.00789037+0.0102069j 0.0243015-0.0108145j 0.0260673-0.0279796j 0.0242087+0.0137889j 0.0101383+0.0456032j -0.0328548+0.00098922j -0.0255537-0.162039j -0.060028+0.118709j 0.0433236+0.0786321j 0.0169186+0.000133928j -0.0106874+0.0155913j -0.00328634-0.00389759j 0.00780335+0.0644371j 0.00157597-0.0182773j -0.000631406-0.017551j 
-0.00758176+0.00205898j 0.026895-0.0121452j 0.0301522+0.0421578j -0.0213467-0.0372512j 0.0139946+0.035276j 0.00308089+0.0101392j -0.0480179+0.076183j -0.0565953+0.0417576j -0.0443857+0.0028327j 0.0154987+0.0496772j -0.000843175+0.0051767j -0.0197963+0.0533377j -0.0152778+0.00691314j -0.0140052+0.00892695j -0.00508525+0.00921081j 0.00477346-0.0607872j -0.00242831+0.00317993j 0.0206949-0.00198015j 0.0120439+0.026929j -0.0191542+0.0664301j -0.00155455-0.0212756j -0.0357229+0.0689015j -0.00790149+0.0581842j -0.037212-0.0346245j -0.0271164+0.0513001j -0.0291718-0.0626436j -0.0601302-0.00543391j -0.0231306-0.041022j 0.00487474+0.116898j -0.0370556-0.0299434j -0.0809373+0.125477j 0.0200534-0.00464629j 0.014056+0.0174362j 0.0478492-0.0355781j -0.0626834-0.000991031j -0.0276776-0.0284538j 0.0158411+0.00278758j -0.0906053+0.0143999j 0.0478631-0.0403225j 0.041679-0.107769j -0.0432398-0.00659129j -0.0149969+0.0839569j 0.0746907-0.00791131j -0.028015-0.0989419j 0.0768387+0.0288497j -0.00825212-0.0251679j 0.0261102-0.0124022j -0.00905075-0.0655527j -0.032648+0.00629205j -0.0399456+0.0487364j -0.0612558+0.0114172j -0.00194994+0.0723847j 0.0094604+0.00789145j 0.0826533-0.0174665j 0.0729224-0.0394448j -0.0662268-0.0351213j 0.0191216-0.074502j 0.0239644-0.0303858j -0.0553668-0.0135747j -0.0568822+0.0169132j -0.0406641-0.0904143j -0.0226892-0.0487637j -0.00424105+0.00425348j -0.00854624+0.0117562j -0.0202401+0.050794j -0.0135709+0.0580039j 0.0453181+0.0284158j 0.0068079+0.044734j -0.0614145+0.0231205j 0.000887246-0.0400832j -0.0602317+0.0106622j 0.0755354-0.0275469j -0.00596234+0.104785j 0.0424186-0.0328077j 0.101342+0.101934j -0.0650197+0.0951671j -0.140129+0.00411551j -0.0812766+0.0535296j -0.0179382-0.0639119j -0.0534151+0.0407675j -0.00799355-0.130563j 0.0948011-0.0748445j 0.0316341+0.0395443j -0.00458628+0.0179416j -0.0535285+0.0271582j 0.0732518-0.0123501j -0.0408896-0.0658072j -0.00695805+0.0384879j -0.0626096+0.0510083j -0.0316949+0.0138979j 0.01913-0.0150741j 0.020203+0.039614j 0.000733052-0.0753969j -0.0324756+0.00390723j -0.00419558+0.0261862j 
0.00137378+0.0197108j 0.0137536-0.00485663j 0.0179565-0.00210392j 0.00466375-0.0762774j -0.00841167-0.0100311j -0.00937931+0.00886757j 0.0315643+0.0480102j -0.00624887-0.0186891j 0.0210039-0.00412189j 0.00133369+0.0137765j 0.0171368+0.0683094j -0.0168592+0.0994479j 0.0252412+0.0267366j 0.0133701+0.0285767j 0.00123675+0.0182168j 0.00387595+0.0327521j 0.0129287-0.0157115j 0.00702801-0.000303434j 0.00562129-0.0361465j -0.00407469+0.0276757j -0.0227805-0.00981317j 0.00467065-0.0092406j -0.010118-0.0157959j 0.0265621+0.0629313j 0.0572112+0.139703j 0.0146434-0.000298818j -0.0036607+0.107265j -0.0333761-0.0396634j -0.0923239-0.0437994j -0.0128501+0.0274247j 0.00304139+0.0786174j 0.0153441+0.0158795j 0.0656273-0.0214588j -0.0304062-0.0254906j 0.015365-0.079997j 0.058645-0.0343872j -0.0235952-0.00923912j -0.106635-0.0294325j -0.00647907-0.00256259j -3.41768e-05+0.0130146j -0.00577642+0.0182062j -0.0318224+0.0508179j -0.0431324-0.0242941j -0.0234513-0.0174902j 0.0134927+0.0337471j 0.00984735+0.0121483j 0.012065+0.0148094j 0.0545814-0.164944j 0.0484508+0.0314046j 0.0385415-0.0723497j 0.0381424+0.0950308j 0.00527683+0.0272717j -0.0808519+0.0630499j -0.00425402-0.0485716j 0.0333716-0.0321345j 0.0977115+0.0164023j 0.0176618+0.0166337j -0.0563924+0.0588116j 0.00366574-0.0294451j -0.0643723-0.020251j 0.0480645-0.00554696j 0.0537426-0.0594697j 0.0330829+0.039547j 0.00930544+0.129342j 0.0219747-0.0478853j -0.033319-0.028296j -0.0444421-0.0136027j 0.0643825+0.0372357j 0.0234017+0.0526626j 0.0301956+0.0896435j 0.0636293-0.0365769j -0.0420435+0.0910847j 0.0499729+0.00745685j 0.0537004+0.0455465j -0.0259193+0.0192632j 0.0486202+0.160324j -0.147467-0.00566399j 0.0377722-0.0797823j -0.00745538+0.0517195j -0.00531394+0.0567421j 0.0691396+0.0496325j 0.0175336-0.0318623j 0.0899149-0.0176895j -0.00801617+0.0512229j -0.0472843-0.0122525j -0.0236069+0.00905512j -0.0289503+0.031287j -0.0948153+0.0348864j 0.0440495-0.0318678j 0.0260118-0.00357588j -0.00146144-0.00281959j 0.0249126-0.0228299j -0.000899149+0.0165161j 0.00489427-0.0138407j -0.00756899-0.00242905j 
