-0.00289061+0.0397362j 0.00735555+0.00259852j 0.00205102-0.00040876j -0.00131912+0.0566576j -0.00145501-0.0414634j -0.0057511-0.0446165j -0.00342359+0.0261899j -0.00201149-0.0201619j 0.00955592+0.038678j -0.00125384-0.0116345j -0.00467431-0.00456662j 0.00218396+0.0602457j -0.00361506-0.00295535j -0.00285393-0.0387391j -0.00121805+0.0313105j 0.00646996-0.00487429j 0.00478748+0.0161318j -0.000174012-0.034936j 0.000878269-0.0157807j -0.00723446-0.0209955j 0.00180124-0.0531757j 0.00429464-0.0157008j 0.000679437+0.0143511j -0.00388791-0.0667113j 0.00656001-0.0148051j 0.00842005-0.0167458j -0.00559062+0.010145j 0.00310193+0.0390496j -0.00239751+0.00552471j 9.48869e-05+0.0019926j 0.00201701+0.0327251j 0.000663801-0.0164616j -0.00453912+0.0309686j 0.00220839-0.0174999j 0.00643606-0.0217796j 0.00100343-0.0213895j -0.00106657+0.00636584j 0.00191453-0.026826j -0.0132846+0.0156904j 0.00545379+0.0104168j -0.00186341+0.0400753j -0.00174104+0.0125222j -0.00344494+0.0030484j -0.00159235+0.057925j 0.0125009-0.0592701j 0.00156566+0.00192075j 0.00453131+0.00250822j -0.00601547+0.0140487j 0.00547467-0.0270058j -0.00155825-0.0299235j -0.0119933+0.0479314j -0.00460255+0.00243719j 0.0148957-0.036839j -0.00112519+0.0416564j 0.00635667-0.0224382j -0.000401375-0.00548466j 0.0300565+0.0314068j 0.00877177-0.0159634j 0.00457528+0.00267856j -0.00138948+0.0138167j -0.00770254+0.0346959j 0.00879546+0.00454173j -0.0042553+0.0048877j 0.000470111+0.00511106j -0.00937456+0.0288089j -0.0111975-0.00948529j 0.00588058+0.0181782j -0.00187616-0.0214265j 0.00652588-0.00794997j -0.0100803+0.0114882j -0.00655832+0.00158125j -0.00735651-0.00889871j -0.0032632-0.00609797j -0.0136438-0.00430576j -0.00748049+0.0274533j 0.00482679-0.0139053j -0.00544283+0.00409628j 0.00788941-0.0203194j -0.000739573+0.00910235j 0.00755341+0.0198032j -0.0121077+0.00331859j 0.0128294-0.0143298j -0.003974+0.012644j 0.0161641+0.0011495j 0.00611441+0.0149837j -0.0182243+0.017507j 0.00113707+0.00519476j -0.0110762-0.0260643j 0.0416798-0.0185256j -0.100872-0.157058j 0.188007-0.0422199j 0.091607+0.0434893j -0.0186188+0.0844686j -0.246891+0.0261703j 0.0259985+0.255093j 
0.0713169-0.0452321j -0.0572235-0.0733633j 0.0411215-0.00572686j 0.0500381-0.0389635j 0.00947238-0.0452815j 0.0454729+0.0272546j 0.0618764+0.0508266j 0.0406565+0.0292363j 0.0332147-0.00662049j -0.0289102+0.0475233j -0.0253808-0.00552363j -0.0104629-0.0349326j -0.0188024-0.0243356j 0.0243231-0.0093905j -0.0132829+0.0121574j 0.0134475-0.0145958j -0.0134209-0.00242307j -0.0171165-0.00985008j -0.0229426+0.0265532j 0.0423354+0.0359441j -0.0170357+0.0453712j 0.0292096+0.0438188j 0.0100817-0.0411764j 0.0224749-0.0884166j 0.0628821+0.0331187j 0.0396302-0.0762927j 0.0534458-0.0837593j -0.0463444+0.0339536j -0.0181475+0.0697701j -0.0555583-0.123832j 0.118949+0.103799j -0.0155409+0.0146003j 0.0552062+0.0328385j 0.00569332-0.0584374j 0.103847-0.0574348j 0.0666649+0.0522828j 0.0339487+0.0494764j 0.0401628+0.109313j 0.0143581-0.0172404j -0.0280501+0.0156597j 0.0699188+0.0564751j 0.0184175-0.090685j -0.0585831+0.0375553j 0.0601582-0.0339162j -0.050175+0.00842964j 0.00558532-0.00125579j 0.0447649-0.0728312j -0.0366539+0.000127193j 0.0239006+0.0544209j 0.0419611+0.0397132j 0.0292179-0.0797179j -0.0226149+0.0269056j -0.102535+0.118985j 0.0496343+0.00219719j 0.0238308-0.17614j -0.0032794-0.02472j -0.0313502-0.0218734j 0.117704-0.0638791j -0.0479188+0.00745947j 0.00378662+0.0432241j 0.0202969-0.0166184j 0.00864047+0.0420002j 0.0541424+0.00278176j -0.00409346+0.053775j 0.0392106+0.0248607j 0.011456+0.0432852j 0.0575877-0.0179627j -0.0610256-0.00551134j -0.00420589-0.0129602j -0.0453702+0.01229j -0.0045134+0.0336256j -0.0102991-0.0391282j -0.0272006+0.0107406j 0.092012+0.0103964j 0.0212786-0.0662971j 0.035525+0.0406902j 0.0241056-0.0207584j 0.0366172-0.0133445j 0.0124267-0.112629j 0.0784804+0.00874178j 0.0732094-0.0123888j 0.00225084-0.00894617j 0.0744994+0.00367268j -0.00917796+0.00491759j -0.00663872+0.0319637j -0.000449184-0.0460242j 0.0241031+0.0414232j 0.0473642+0.0591789j 0.0146689-0.0774369j 0.0434752-0.0359353j -0.00697613+0.00893219j 0.020979-0.0741461j 0.0123767+0.0627746j -0.0161043-0.0604145j 0.00915482-0.0398774j 
0.0813016-0.01055j -0.0408985-0.0640416j -0.0257085+0.0292484j -0.0137513-0.0202274j -0.0287138+0.0232136j 0.0369763+0.0241916j 0.0747902+0.0323748j -0.0372064+0.0731494j 0.0299101+0.0109716j 0.0460905-0.0240623j 0.00679019-0.0232792j -0.00405722-0.0412539j 0.00774763-0.0238575j 0.00720115+0.0171809j -0.0118458-0.0206271j -0.0182968+0.000582463j 0.00528786-0.0437719j 0.0163031-0.0135701j 0.0307932-0.0262087j 0.0288904+0.0661315j -0.0164118+0.0458218j 0.0506668+0.0246523j 0.0186967+0.0373906j -0.0361978+0.0106034j 0.0771623+0.110355j 0.0693425-0.0241596j 0.0663007-0.0446244j -0.0466504+0.003032j -0.0497281+0.0343039j -0.0215129-0.0575606j 0.105618+0.147276j -0.00138028-0.0128041j -0.0162875+0.0552075j 0.035034-0.0271002j 0.0862931+0.0544768j 0.0361942+0.000587866j 0.0138401-0.0399779j 0.0185156-0.0875049j 0.0246902-0.0808514j -0.0661043+0.0362324j 0.00381587+0.107844j 0.0168374+0.027982j -0.0190957+0.0259338j 0.0314962-0.0442586j -0.126673-0.0751276j 0.0567193+0.00563171j 0.0167223-0.0353842j 0.0166182+0.00456463j -0.0230804-0.106873j -0.0195768+0.0228116j 0.0363712+0.078675j 0.0233804-0.0103418j 0.0746899-0.051624j 0.0278115+0.00158231j 0.127873-0.111518j 0.0492482-0.142763j 0.0308262-0.0116663j 0.0252451-0.0202985j 0.0876883+0.0352778j -0.0242744-0.00562874j -0.078013+0.0232796j -0.000712877+0.0236742j -0.0315519+0.0327974j 0.0565441+0.0164566j -0.0759955-0.0494551j 0.00318514+0.0101324j -0.0213181-0.0181266j 0.0508181-0.0913375j 0.0963847+0.0840236j -0.00338384-0.0411546j 0.0652055-0.0968164j -0.00431195-0.0260728j -0.0574788-0.0496378j -0.12427+0.0170214j 0.0435762+0.0244431j 0.03222-0.0715258j 0.0104614+0.0568926j -0.0345161+0.0493686j 0.0332057+0.0103647j -0.0498903+0.00942267j -0.0733775+0.0170454j -0.0248462+0.0380234j -0.108632-0.0163865j 0.0353135+0.015401j -0.033106+0.00591566j -0.0199502+0.0333206j 0.00944701-0.0540453j -0.0275918-0.00879102j 0.0366234+0.0315387j -0.0653316+0.0263663j -0.0107867+0.0231592j -0.0091115+0.0404717j -0.00566183-0.075836j 0.0163178+0.0331946j 0.00815804+0.00755132j 
0.0167714+0.0172135j -0.0146832-0.0155737j 0.0129141-0.00716595j -0.026521+0.0161944j -0.0104446+0.0133837j -0.00247368+0.0124712j 0.0341416+0.00483167j -0.0132186+0.0624437j -0.0315991+0.0340961j 0.00973849-0.00785953j -0.0182126-0.00321619j -0.0143964+0.018448j -0.00357117+0.033024j 0.00309686+0.00460804j 0.0210866-0.0153788j -0.0130332-0.0468997j -0.00942535-0.00501739j 0.0194787-0.0157695j -0.00341718-0.0119749j 0.000446391+0.0108901j -0.000647577-0.0274108j 0.0549634-0.0358887j 0.0303865+0.0310268j -0.0446175+0.0174776j 0.04875+0.0682696j 0.0282516+0.02531j 0.00624605+0.0829037j 0.0165429-0.0116899j 0.0360312+0.0358425j -0.0245773-0.0503049j -0.00235643+0.0512909j -0.012987-0.0435494j -0.0238039-0.00449777j 0.0431196-0.0257136j 0.00625593+0.00159959j 0.00732339+0.0167802j 0.0736207-0.0254458j 0.0290601-0.0673692j 0.00325916-0.00993084j 0.0509047-0.0394649j 0.0282863-0.00543121j -0.0149501-0.00675578j -0.0648631-0.0379576j 0.0593579+0.00116494j 0.0571366-0.0148737j -0.0778878+0.060899j -0.056294+0.150446j -0.0516736+0.0569539j -0.0166737+0.0326653j 0.0950342-0.0866357j 0.0953281+0.0320897j 0.0222926-0.0775409j 0.0499648-0.0876069j 0.0697706-0.0450825j -0.0336503+0.0947865j 0.0165775+0.0634336j -0.0572083-0.10845j 0.0296189-0.0182478j 0.0587783+0.0684723j 0.040495-0.0660447j -0.00447379-0.0871221j 0.0602945+0.00723587j -0.0182406+0.0354111j 0.00672452+0.0205359j 0.00547152+0.0299636j 0.0642355-0.0491795j 0.0930877-0.0297346j -0.0371396+0.0342557j -0.00857013-0.0864599j -0.153562-0.0978433j -0.0370479+0.0348851j 0.0636918-0.112737j 0.00676317-0.0820492j -0.0146932+0.0309982j -0.053309+0.120004j 0.0575069-0.0356293j -0.0315093-0.0102968j -0.103579-0.0494286j 0.12394-0.00128375j -0.060199-0.00931984j 0.00344375-0.0929702j 0.0353798+0.0465244j 0.0135137-0.0180597j 0.00826724-0.0177946j 0.0552408-0.012042j -0.00908139-0.0428865j 0.0627978+0.0053985j 0.0245672+0.0342142j -0.0562544-0.0342114j 0.0288475-0.0177412j -0.00577515+0.00564252j 0.0075324-0.0552354j 0.0138905+0.0507306j 0.007716-0.0300998j -0.00449628-0.0302345j 
0.0259067+0.0206188j 0.049277+0.00127948j 0.00143876+0.0748998j 0.0857329+0.000648673j 0.0136661+0.0561623j 0.0211091+0.0115879j -0.0175229+0.0109911j -0.0105706+0.0432711j -0.00101162+0.0235595j -0.0162624-0.00383234j -0.0195455-0.0617207j -0.0289621-0.00222599j -0.0440654+0.00665409j -0.00398538+0.00772251j 0.00184601-0.0189586j 0.0143175+0.0257953j 0.00990121-0.0122446j -0.0129876+0.0347653j 0.0021373-0.0332517j -0.0217169-0.0349757j 0.0293106+0.0198168j 0.0294963-0.0020133j -0.0304839-0.0053108j 0.0493186-0.0806348j -0.0550697-0.0238509j -0.0245951+0.00531391j -0.0346437+0.00227984j 0.0357017-0.0334227j -0.0112234+0.0409045j 0.0594652-0.0350126j 0.0112166+0.104703j -0.00832401-0.0172374j -0.0180881+0.175389j -0.00509038-0.0151364j -0.0160001-0.0221521j -0.0475721+0.0157525j -0.0170338+0.0200997j -0.0090302-0.0539191j 0.0296515-0.0431078j 0.00629856+0.0664731j -0.146672-0.181289j 0.0265112-0.0338669j -0.0372107+0.022204j 0.0396222-0.069186j 0.067099-0.0629293j 0.111415+0.00760505j -0.0401455-0.0103498j 0.0156925-0.0152397j -0.0327171-0.0185658j 0.0228505+0.0106j -0.0216451+0.0281903j -0.064576+0.0971268j -0.0875709+0.041991j -0.0720316-0.00333168j -0.0272971-0.0279201j -0.0302825-0.0408607j 0.050997-0.00879089j 0.00324608+0.0162412j 0.0387087+0.0364132j 0.0683255+0.0232836j 0.0264394-0.0667877j 0.0135331+0.0390059j 0.00826819+0.0053698j 0.0679398+0.00982287j -0.00915479+0.046582j 0.00115862-0.0264259j -0.00785056-0.0055747j 0.0220436-0.0182848j 0.0289651-0.0668631j -0.0274779-0.0358403j -0.0487018-0.0224161j 0.0819737+0.00144448j 0.0769859-0.0687752j 0.021911-0.0643157j -0.0775423-0.163685j 0.0256187+0.0114278j 0.0910661+0.00686954j -0.00121725-0.0428801j -0.071468+0.069687j 0.0557375-0.0453582j -0.0792794-0.0455236j 0.0210784-0.00391024j 0.003731+0.0363986j 0.0164764+0.00824855j 0.00465625+0.0157184j -0.0252993-0.033185j 0.0389846-0.0710884j -0.0186102-0.0184804j -0.000103223+0.0398588j 0.017261+0.000606218j -0.0405247-0.0214522j -0.00775213-0.00233152j 0.00116591+0.00988825j 0.000314921-0.000564045j 0.0139648-0.0196351j 
0.0296055-0.032783j -0.0725225-0.0373743j -0.00407799-0.0493429j -0.0579754-0.0128508j -0.012955-0.0240763j 0.00135985-0.0097209j 0.0721264+0.00759242j -1.03335e-05+0.0467646j 0.00599246+0.0219026j 0.0229538+0.00163684j -0.0133269+0.0534969j 0.00717291+0.00713701j -0.0296699-0.0205057j 0.0161406+0.0233817j -0.0241677+0.0227504j -0.00546543+0.000625997j 0.0191564-0.0169741j -0.00743839+0.00971439j 0.0187386-0.0288076j 0.0375155+0.0203931j -0.00880137-0.00310085j -9.38321e-05-0.0357886j -0.0173042-0.0211353j -0.00234811+0.0287271j 0.0866839+0.0480803j -0.00976061-0.0590501j -0.00783876-0.0863674j -0.0275138+0.0367562j -0.032274-0.0229111j -0.0735235-0.0558677j 0.0832582-0.0258723j 0.00367846+0.0144618j 0.0199504-0.0840346j 0.00882168+0.0215309j 0.0455913-0.0143867j 0.089937-0.00223209j 0.00822307-0.0277136j 0.0162252+0.0479743j 0.0207675-0.000375977j -0.0282901+0.0214344j 0.0337171-0.00316246j 0.0829306+0.0511007j -0.0515769-0.0192932j 0.0336704+0.0552537j -0.000909713-0.124372j -0.0303498-0.0668049j -0.100464+0.0290645j 0.0840824+0.0914127j 0.0135345+0.104351j -0.0649451-0.0608412j -0.0164327+0.0183547j 0.0236561-0.0049479j 0.0056073+0.0143095j -0.109589+0.0333816j 0.0372863+0.0943054j 0.0850249+0.0142665j 0.0535368+0.0325957j -0.0665009+0.0687758j 0.0535824-0.0251843j -0.0945431-0.0691887j -0.071668-0.00403968j -0.010046-0.136156j 0.0101109+0.0742541j -0.0180093-0.0509796j 0.025719-0.00911518j -0.0436364+0.0261351j -0.0146555+0.00785202j -0.0943241+0.0625325j -0.0187122-0.0394963j 0.00357549+0.0818341j -0.0416534-0.0266414j -0.0168736-0.0232996j 0.0431536+0.123503j 0.0528203-0.010829j -0.0314631-0.0293191j -0.114614-0.0294547j -0.069477-0.0383725j -0.0536439-0.0361865j -0.0489657+0.0706794j 0.0185546+0.0189702j -0.00976081-0.0314615j -0.00610014+0.0223468j -0.0117437+0.0397804j -0.00268921-0.0449113j 0.0913826-0.0163025j 0.00595126-0.0300114j 0.0244476-0.092818j -0.0197218-0.0123521j -0.0142678+0.0492871j 0.0243189-0.012249j -0.0264937+0.0102862j 0.0331378-0.0132293j -0.00973751+0.0506281j -0.00150169-0.00140443j 0.00975224-0.0318708j 
-0.0145355+0.0209554j 0.041231-0.00557944j -0.00995243+0.00874269j 0.0266432-0.0379901j 0.00905989-0.00382988j -0.00266772-0.0171552j -0.0405347+0.005446j -0.00650189-0.0564742j -0.0177744+0.0161414j -0.0205707-0.0245675j -0.00414851-0.00542848j 0.00365751-0.00395464j -0.0128222-0.0367223j 0.00578613-0.0109212j -0.0119266-0.037263j 0.0168637+0.0368906j 0.000908289+0.0359752j -0.012049+0.0275599j -0.0292351+0.00918527j -0.00652329-0.0257532j -0.00404994+0.00841625j -0.0452492-0.00484777j 0.0144073-0.0424984j 0.0138189-0.0829745j -0.0594204-0.031259j 0.0144073-0.00575742j 0.00594064+0.0387108j 0.00277684-0.0958151j -0.0177798-0.114227j -0.0456576-0.0539483j -0.0192525+0.0655588j 0.0149863+0.0266293j -0.034499+0.0831766j 0.0343114-0.0151379j -0.0213758-0.0576044j -0.108494+0.0202453j -0.0172733+0.0622016j -0.0235649+0.0426656j -0.041034-0.0128174j -0.0243681+0.0182669j -0.00372848-0.0443979j -0.00442132-0.0676073j 0.0294504-0.0121743j -0.0268337-0.0185321j -0.0512406+0.0121229j -0.0478818-0.0784315j 0.0711954+0.0186492j 0.0693611+0.135621j 0.128245+0.0391383j -0.110832-0.118865j -0.0048832-0.0677555j -0.0684335-0.014715j -0.127652-0.0231648j 0.0815422+0.0610255j 0.261073+0.06697j 0.136499+0.0329646j -0.0118642+0.00453997j 0.114006+0.00525369j 0.00746804+0.0883315j -0.112097-0.0422648j 0.0103961-0.0231788j -0.0242808-0.00668853j 0.00185725-0.0743374j -0.0803235-0.0536229j -0.0825021-0.0364002j -0.093929-0.0720444j -0.0988736+0.0163231j 0.0173242+0.0406289j -0.0740457+0.0284885j -0.037488+0.00336119j -0.000554178-0.03337j 0.0282248-0.0353779j -0.0167631-0.00124367j -0.0589287+0.0366655j 0.0370612+0.0467844j 0.0123494-0.0516625j -0.0483073-0.0309671j -0.022517+0.00849125j -0.0753387-0.00901901j -0.0465383-0.0270871j 0.02458-0.00814788j -0.0173072-0.0408514j -0.0172721-0.0433289j -0.00437508+0.00945111j 0.0110089+0.0201309j -9.65318e-05+0.0187794j 0.0138068+0.0216226j 0.0247714-0.0308159j -0.00221332-0.0287222j 0.0220142-0.00154123j -0.00420901-0.0197707j -0.0153341+0.00695839j 0.0192672-0.00401126j 0.00452103+0.000849433j 0.0100015+0.00401881j 
-0.0364987-0.0279682j -0.0272303+0.0343322j -0.0297213-0.0120041j 0.0359747+0.059621j 0.0205546+0.00969856j -0.00565426+0.0158233j -0.00597507+0.0154077j 0.0033963+0.028445j -0.0146593+0.0083416j -0.0495865+0.0174104j 0.00430196-0.0206225j 0.00581666-0.00136443j 0.0241235+0.0405759j -0.00395782-0.00586468j -0.00905871+0.0105781j 0.0175743-0.0207876j -0.0145028-0.0184331j -0.0191495-0.00146878j -0.00943815+0.028841j 0.0258372-0.016673j 0.0153567-0.0221471j -0.0256183-0.0108959j 0.0451322+0.0538626j -0.0135279+0.00725608j -0.0403347-0.0303387j 0.0408401+0.012911j 0.041022+0.0170953j 0.0434832+0.0760536j 0.0476024+0.0723747j -0.0802344+0.0808054j -0.00377472-0.104975j -0.00826443-0.0214486j -0.0449942-0.014916j -0.024519+0.0410442j 0.0633652+0.0184789j -0.0250207-0.0739242j 0.0440739-0.0152828j -0.0268688-0.0555985j -0.0151153-0.0397836j -0.0341761-0.0497975j 0.103179-0.00719066j 0.0165836+0.0320238j -0.0203289-0.0122167j -0.0593989+0.0634228j -0.00116122+0.0539438j 0.0648788+0.0454948j -0.00223436-0.0282627j -0.00451504+0.0138545j 0.00490978+0.0213577j -0.158522-0.00882658j 0.038891-0.00340067j 0.0843601+0.0444155j -0.0679703+0.0571391j -0.0171483-0.0301167j 0.216834+0.0627468j 0.0497218+0.0674741j -0.0858479-0.070512j 0.17471+0.0526531j -0.0812406-0.0755997j 0.0191714+0.0387096j -0.0646092-0.0319593j -0.0357915+0.0534997j -0.0402262+0.0367518j 0.0592862-0.0234446j 0.043871+0.0450956j -0.0423701-0.0145597j -0.0496701-0.0816006j 0.00216671-0.0986642j 0.061268+0.0513634j -0.0169213+0.00161027j 0.137017-0.0642643j 0.0790156-0.0162586j 0.0281972-0.0419182j -0.0321884-0.0732517j 0.0383969+0.0235912j -0.0676105+0.0653227j 0.00981589+0.0185856j -0.0205914+0.0111715j 0.105533-0.0435785j 0.0347655-0.0325844j -0.00983921+0.000616933j 0.0493918+0.0600473j 0.055822+0.06245j -0.000167257+0.00456191j -0.0312168-0.0673796j -0.0515789-0.00596955j -0.0128955-0.0347896j 0.0027335+0.0455704j -0.000377833+0.0475682j 0.00165096-0.00138298j -0.00374055+0.00312792j -0.00416545-0.0247107j -0.00783232+0.0627782j -0.00349018+0.00326201j 0.00166069-0.02782j 
-0.00119879-0.0093325j -0.0204809+0.0260463j -0.0135125-0.0334761j -0.00834226+0.070405j -0.00555538-0.0342113j 0.0130224-0.000753201j 0.0342118-0.0356847j 0.0566413-0.019146j -0.00566272-0.0105372j -0.00541053+0.0132862j -0.0270895-0.0224065j -0.0179095-0.0315524j -0.0525536-0.024751j -0.000863862+0.00114782j -0.0166847-0.0278182j 0.000254974+0.0238114j -0.0125399-0.0157801j -0.01322+0.0234843j 0.0206555-0.00914003j 0.0133851-0.013373j 0.00801894+0.0119323j 0.0398492-0.0103314j 0.0115949-0.0116114j 0.0578727+0.0444301j 0.0378959-0.0114481j -0.0209666-0.0172915j -0.0492159-0.0164739j 0.0328253+0.0548675j -0.0448659+0.0187304j -0.0678582+0.063249j 0.0763605-0.0571818j 0.00173571-0.00726113j 0.0333336-0.0691159j 0.0314541+0.0207201j 0.0623074+0.0487226j -0.0261071-0.00543153j -0.0280745-0.0351181j -0.0366585-0.0189691j 0.0254594-0.0779168j 0.00293922-0.022237j -0.0941722-0.0562881j -0.0615091-0.00138538j 0.00873737+0.0247671j 0.0646329+0.0261528j -0.0230788-0.0454331j 0.0494993-0.0548865j -0.045074+0.0857169j -0.0862323-0.101121j 0.105053-0.117366j -0.0934957+0.0840266j -0.0564094-0.0700355j 0.0934489+0.0251327j 0.00983229+0.0402607j 0.0311766+0.0312712j 0.104929-0.0797023j 0.065044+0.0515872j -0.0257748+0.0302198j -0.0354741+0.0385968j 0.0145462+0.0621954j -0.0125595+0.0508476j -0.0468695-0.0140297j -0.0313781+0.013163j 0.00609771-0.023599j -0.0149291+0.00915578j -0.0612808+0.0729243j 0.0978206+0.0190655j 0.0599268-0.0159909j -0.00993139+0.0635935j -0.0433616-0.0759584j -0.0690853-0.0991311j -0.0830899+0.0810018j 0.0979198+0.0131233j -0.0635198+0.0696913j -0.000982485-0.0409459j -0.0242154-0.0213206j -0.0273857-0.0620889j -0.0535954-0.0838683j 0.146039-0.0815356j -0.0253721-0.0102366j 0.0284886+0.122464j 0.00992348+0.0146998j 0.105272-0.0155003j 0.0173308+0.0328788j 0.0349238-0.0607664j 0.0462273-0.0455575j 0.01376+0.0728202j 0.0522345+0.0404592j -0.0353341+0.0214876j -0.0153788-0.011302j 0.0142009+0.0112188j -0.00769628-0.0194132j 0.00280824+0.0462685j -0.00926136+0.00518626j -0.00810931+0.0319504j 0.0185466+0.0308758j 
-0.0431133+0.0697382j 0.0143374+0.0434659j -0.0282568+0.0345365j -0.00798631+0.0474962j -0.0054898-0.0155041j 0.00548968-0.0268275j 2.63498e-06-0.0415411j -0.00810793+0.0232845j 0.0166156+0.0411067j -0.00523261-0.0122418j -0.00838582-0.000158405j -0.00300126+0.000828574j 0.0104174-0.0139619j 0.0107971-0.0356261j 0.0204014+0.0156247j 0.0163788-0.0120397j 0.00389233-0.00983875j -0.00279899+0.0251758j -0.00809163-0.0108333j 0.00804383-0.0795319j -0.0100137-0.0166442j -0.0256685+0.0126441j -0.0234345-0.0402413j -0.00768732+0.0701272j 0.0153151-0.0399407j 0.0400649+0.00851745j 0.0492682+0.0518827j 0.0413015+0.0471176j -0.00644788-0.130934j -0.0138097+0.18036j -0.0390784-0.0107008j 0.0132065-0.00455968j 0.0140491-0.0493386j 0.0017274-0.0054832j -0.00380816-0.0323574j 0.00973327+0.0728287j 0.0608106-0.0185753j -0.0214849+0.0251766j 0.00836742+0.116162j -0.0264089+0.0445981j -0.00239583-0.0722895j 0.0230619-0.0829788j -0.0149337-0.0504172j -0.0671549+0.037571j 0.0223287+0.0422566j 0.00972752+0.0373026j 0.004877-0.0597049j 0.111857-0.117189j 0.0239187-0.037573j 0.0155068+0.103926j 0.142689-0.0420376j -0.0380633-0.0455751j 0.0201003-0.0840929j 0.00938234-0.0325547j 0.171331-0.164904j 0.0420971-0.103374j 0.0563938+0.0609939j 0.010666-0.0656177j -0.0163501-0.018315j -0.0382592-0.0229741j -0.0474355+0.0561636j 0.0397623+0.00802373j 0.0364357+0.0314888j -0.0342394-0.00311277j -0.00609457+0.0828855j 0.0284275+0.0795829j 0.00410526+0.0559074j -0.03088+0.0741831j 0.0704557-0.0335844j -0.0637667-0.0502144j -0.0365801-0.0755676j 0.0448272-0.0814168j 0.0694504-0.0492876j -0.0197125+0.0602305j 0.0130332-0.00698632j 0.0198149+0.0437759j -0.0308597+0.0443778j -0.0432666-0.0936918j 0.00968953+0.0652095j -0.0414564+0.0324254j -0.0327431-0.0463702j 0.0136846+0.00199717j 0.0570706-0.0553841j -0.0111797-0.0299121j 0.035172+0.0193377j 0.0599777-0.020064j 0.0692233-0.0323256j -0.0431199-0.0526856j -0.0197119+0.029989j 0.0319599-0.0201469j 0.0029229-0.0152634j -0.0354894-0.0439316j 0.0140472-0.00106437j 0.0158049-0.0306683j -0.0106202+0.00368337j 
-0.0177239+0.0321685j 0.0591126-0.00873899j 0.0139247+0.0291789j -0.00224007-0.0377525j -0.00797464+0.00503746j -0.0320973-0.00573889j -0.0490793+0.0431941j -0.0369626+0.0347761j 0.012175+0.0415612j -0.00797144+0.0229428j 0.0154864+0.0270874j 0.00344584+0.0198727j 0.0164573-0.0191653j -0.0158239-0.0224299j -0.016915+0.0115848j -0.00233034-0.0185755j -0.0123387+0.000127434j 0.0212669+0.0203231j -0.0148832+0.00614115j -0.0168187-0.0121146j 0.000766062-0.00351447j -0.0106343+0.0446876j 0.00361224-0.0427671j -0.00620095+9.77798e-05j -0.0224617+0.03769j 0.0127542-0.005144j 0.065544+0.0261359j 0.00530146-0.0493691j 0.0578985-0.072653j 0.0770353+0.0618059j -0.0933938+0.0272445j -0.000472842+0.0205169j 0.00140261+0.0612281j -0.0179123-0.0130094j -0.0266728-0.0412536j -0.0147209+0.0255654j 0.01329-0.0148082j 0.0206741+0.0674948j -0.00501482+0.0429058j 0.0576585-0.0628733j 0.0203766-0.0199968j 0.0016977+0.0230333j 0.0258028-0.00711197j -0.0773829+0.126288j 0.0394117+0.0197169j -0.0509912-0.107082j -0.0681092-0.0429283j -0.0908521+0.0752663j -0.0341965-0.10753j -0.100681+0.0333612j -0.0886519-0.0799472j 0.114931-0.013361j 0.0112863+0.0667762j -0.0322956-0.0835793j -0.0912172-0.18436j 0.00234645-0.0499624j 0.0200629-0.013618j -0.0211847-0.0389884j -0.0017128+0.0704277j -0.00557865+0.0771689j 0.00780298+0.0572889j -0.0292063-0.0445423j 0.0631746+0.03825j 0.0727013-0.0338614j 0.0598692-0.075716j -0.00340412+0.105191j 0.0320451-0.00656803j -0.0499099+0.00955822j 0.0284256-0.0335499j 0.0436375+0.0401976j -0.035497-0.0663414j -0.0511836-0.0459627j -0.055959+0.0464282j -0.0145119+0.00483227j 0.0283097+0.0673673j -0.0624585-0.0256734j -0.0135135+0.0353504j -0.0581011+0.0165728j 0.0498681-0.00581275j -0.0317052-0.0229247j -0.0145926+0.0117925j -0.0193364+0.0211663j 0.00675571+0.0382069j 0.011337-0.0449917j 0.0276538+0.00760672j -0.00420147-0.0183686j 0.0292172-0.00682812j 0.0382215+0.0108436j 0.00320393+0.0290479j -0.00398318-0.02154j -0.0484684+0.0173652j 0.0131861+0.0236891j 0.000164898+0.0646621j 0.00690438+0.0182612j -0.00400768-0.032568j 
