0.00646317-0.00284365j 0.000822851-0.0159303j -0.00396577-0.000290107j 0.00368781-0.0138585j 0.000743923+0.00313398j -0.00200554+0.00124677j -0.000728778+0.000761627j -0.00114398+0.00326049j -0.00183485+0.00424544j 0.00247465-0.0112893j 0.00203658+0.00737482j 0.00252642-0.000600368j 0.000873888+0.00623484j 0.00135591+0.00164453j -0.00228184+0.0012422j 0.00287282+0.00166259j -0.00266961-0.00639236j -0.00017201+0.00617357j -0.000693445+0.00426j -0.000710137-0.00578026j -0.000605451-0.00215588j 0.000256554+0.00153579j -0.00233299-0.00696598j 0.000854126-0.00411449j -0.00297631-0.00655932j -0.000621182+0.0027428j 0.000406003-0.00565141j -0.000339101+0.00487995j -0.000784619+0.00846315j -0.00139205+0.00639516j 0.000806747-0.00135334j 0.000393381-0.00482477j -0.00299482+0.0187054j -0.00214184+0.00862289j -0.00341867-0.00268211j -0.000673264+0.018852j -0.000476751-0.0128717j 0.000343715+0.00501065j 0.000588605+0.01879j 0.00264801-0.00251517j 0.000550039+0.00573477j -0.00234915-0.0107582j 0.000610521+0.00708589j -0.000484995+0.00971345j 0.00175771-0.00368976j 0.000133998+0.00503175j -0.00112206+0.0110846j 0.00259401+0.0157269j -9.08255e-05-0.00424999j 7.98807e-05-0.00346556j 0.000203273-0.00268089j -0.000609325-0.0124623j 7.41447e-05+0.00229012j -0.00136812-0.00146666j 0.00229323-0.0242212j -0.00392599-0.0161181j 0.00161497-0.000351001j 0.00351923+0.00159955j -0.00217353-0.00191661j 7.75503e-05+0.00303721j -0.00044388+0.00131329j -0.00119721-0.000939014j 0.00149052+0.00430187j 0.00604581+0.00152245j 0.00225356+0.0160006j 0.00115509-0.0144999j 0.0307721-0.00861998j 0.00482318+0.0217482j 0.0272218+0.012906j -0.00886576+0.305264j 
0.00240666+0.0287274j 0.00514342-0.00741529j 0.00159483+0.00531416j -0.000144738-0.00513553j -0.00188825-0.0336841j 0.00405178+0.0151851j -0.00588051-0.0514205j -7.18625e-05-0.0443643j -0.0023667-0.0308217j 0.00442491+0.0356656j -0.00191508-0.000212556j 0.00173866+0.0123751j -0.00148531-0.00580876j -0.000354048+0.0335632j -0.00555958-0.0279649j 0.00602671-0.0025008j 0.00309887-0.0119507j 0.00204366+0.00573889j 0.00459238-0.0395063j -0.00764176-0.022964j -0.00322555-0.00785073j 0.00168062+0.034655j -0.00802961-0.0194023j -0.00343734+0.00984343j -0.00562759+0.000548515j 0.00532079-0.0220082j -0.00464145-0.0168032j -0.00251819-0.0321267j -0.000667341+0.0419107j 0.00148275+0.025872j 0.00807024+0.0564722j 0.00535467-0.0175454j -0.00357207+0.0701883j -0.00263821+0.0560748j -0.00727934+0.00383451j -0.000430168+0.0396639j -0.00661159-0.0472563j 0.000531663-0.00877156j -0.000933513+0.0982453j 0.00519061-0.00478985j -0.00318768-0.0119413j -0.00102107-0.00473244j 0.000214269-0.019364j 0.00595069+0.0106319j 0.000680531-0.0501658j 0.000755366-0.0352448j 0.00290199+0.0379179j 0.00222894-0.0274042j 0.000668208-0.00931112j -0.000370239+0.0203144j 0.0017327-0.00625111j -0.00216344+0.000264289j 0.00308611-0.00482066j 0.000445884-0.0497614j 0.00190852-0.0978982j -0.00351741-0.0363258j 0.00584202+0.019571j -0.00537792-0.0590301j 0.00146421+0.0307662j -0.00167946-0.00457916j -0.00130126-0.00861582j 0.00367071+0.0288778j 0.000735626-0.0411133j -5.32881e-05-0.0438732j 0.00151684+0.0451788j -0.00272496+0.0117984j 0.0014495+0.030372j -0.00476856+0.0243564j 0.00405512-0.00904171j -0.000266272-0.0110239j 
0.000211916-0.00200507j -0.00291591-0.000724426j 0.00290623+0.0284718j -0.00154597+0.0123396j 0.000737931-0.00040371j 0.00225119-0.0124224j -0.00249513-0.0381527j 0.00284516-0.00968408j -0.0108646-0.0783486j -0.000247724-0.0273214j -0.0038634+0.0905826j -0.00395516+0.0265414j -0.00446407-0.0107789j -0.00695119+0.0455999j -0.00267712-0.0508755j -0.00576708+0.0124582j -0.0018757+0.0065196j -0.00279994+0.0250549j -0.00161082+0.0229333j -0.00299865-0.0291138j -0.00607769+0.0427895j 7.02932e-05+0.038902j 0.00250563-0.0210799j -0.00240025-0.0297342j 0.00327349-0.0303952j 0.000742661+0.0112547j 0.00347211+0.0286205j -0.00406741-0.0106899j -0.000349166+0.00312145j 0.000280789-0.0457727j 0.00244808+0.0198352j 0.0088333+0.00570357j 0.00223574-0.0147474j -0.0062188+0.0192984j 0.0052723-0.0120325j 0.0077532+0.0396014j -0.00151102+0.0136753j -0.00569999+0.00444596j -0.00271656+0.0518357j -0.000428595-0.0360669j 0.000763636-0.0299491j -0.00129995+0.0730718j -0.00340976-0.00361554j -0.00926007-0.0525553j 0.000213479+0.0624369j -0.00286354-0.0213196j -0.00533211-0.0501227j -0.0053048+0.00900022j -0.00208039+0.0103665j 0.00527084+0.0137207j 0.00205769-0.00711767j 0.0033112+0.0313432j -0.00389726-0.0124733j -0.00101303+0.0608055j -0.00245658+0.0547072j 0.0037621-0.00667038j -0.00312129+0.000970885j 0.00148013+0.00129034j 0.000834365-0.0509532j -0.00185592+0.00861724j 0.00129495+0.0065334j 0.00197344-0.0373409j 0.002692+0.0207242j -0.0069292+0.0353913j -0.00174011-0.0600945j 0.00597367-0.0567425j 8.59551e-05-0.0163551j 0.000916508+0.0246726j -0.0050829-0.00875261j 0.00227604-0.00858073j 
8.88185e-05-0.00874711j -0.000861996-0.00918449j -0.00170567-0.00308216j -3.68912e-05+0.000726178j 0.000662996+0.0258915j -0.00174531-0.0126782j 0.000801052+0.00982408j -0.000280934-0.0126716j -0.00575623-0.0523027j -0.00109256-0.0365084j -0.00549849+0.00662567j -0.00173099+0.0311724j 0.000114417-0.0395218j -0.00202634+0.0106305j -0.00460583-0.00874983j 0.00109506+0.0177693j -0.000395977-0.0121636j 0.000697352-0.00636322j 0.000597839+0.00530176j -0.00305853-0.0292278j -0.00562126-0.019459j -0.00801627-0.025274j -0.00351923-0.0469836j -0.000587614-0.03327j -0.0013247+0.0385333j 0.00162105+0.0314807j -0.00586622-0.00847672j -0.00294481+0.0034821j 0.0021784+0.0443192j 0.00546142+0.00373156j -0.00410321-0.00221936j -0.00143762+0.0493622j 0.00377718-0.0133362j 0.00100671-0.016845j 0.00114021-0.0238571j -0.00293825-0.00505782j 0.0014792-0.0015871j 0.00232551+0.0259977j 0.00158689+0.0123483j -0.000923451+0.0318473j -0.00349263-0.00325368j -0.000767106+0.0335449j -0.000503887+0.0164382j -0.00121923+0.0575701j -0.00298616-0.0151429j 0.00696464-0.0101378j -0.00221057+0.0335734j -0.00244209-0.0268948j 0.00122886-0.017362j -0.000624306-0.0212722j -0.00433114+0.0390898j -0.000266946-0.0207074j -0.00256009+0.0128427j 0.000447114-0.0129141j 0.00111013-0.0166496j -0.00326171+0.0917703j 0.00308451-0.0321035j 0.00084175-0.00522216j 0.00113247+0.0127004j -0.00212555-0.00387811j -0.000354405+0.00228637j 0.00262463+0.00945051j 0.00493498+0.00948592j 0.000425738-0.00542566j 0.00239279-0.0055263j -0.00530416+0.022813j -0.00195869+0.0180324j -0.00141185+0.00364781j 0.000451244+0.0100535j 0.00047321-0.00137224j 
-0.00105119+0.00200751j 0.00073418+0.00707072j 8.62791e-05-0.000600633j -0.00113785-0.00279851j 0.000597297-0.0164024j -0.00204992-0.0239733j -0.00268253-0.00984268j -0.000786027+0.0139293j 0.00224269+0.0205405j 0.000942213-0.0069036j -0.000510353+0.00995206j 0.00185183+0.00990858j -0.00281486-0.00565432j 0.000413657-0.00458167j 0.00054692+0.02009j -0.00156732-0.0263358j 0.00132126-0.0142914j 0.00130316+0.0509909j -0.00159403-0.00908605j 0.00263793+0.0155411j 0.00464691+0.00654844j 0.00568157+0.00950868j 0.0017766-0.00602064j 0.00176045+0.0321313j 0.00171576-0.0533755j 0.000740838+0.0415742j 0.00729694+0.00511647j -0.00471145+0.012493j -0.00635806-0.0351645j -0.00485476-0.00908467j 0.00279674-0.0225463j 0.00371784+0.0573474j -0.00310551-0.0287419j -0.00184382+0.00833178j -0.000237584+0.0134826j 0.00153703+0.0164224j 0.00113492+0.0156204j -0.000548496-0.0517425j 0.00192749+0.0136941j -0.000971962+0.0052668j 0.00106554+0.007059j -0.00141317-0.0320815j 0.00132734-0.0181612j 0.00198564-0.0237128j 0.00213247-0.0190772j -0.00244473-0.00307759j 0.00121748+0.0204828j 0.000265402+0.00821155j -1.46276e-05-0.0117826j -9.04624e-05-0.0121315j 0.000988223-0.00235457j 0.00201281+0.0665434j -0.00131832+0.00114593j 0.00103984+0.0276699j -0.000591862+0.00303399j 0.00467896-0.102504j 0.00116131-0.00119413j -0.000474525-0.00635956j 0.00295096-0.0321291j -0.00335569+0.0132817j 0.00272755-0.000193965j -0.0013366-0.00409363j 0.00197208+0.00631106j -0.00238548+0.0186964j -0.000366109-0.00712533j 0.00337436+0.000957308j 0.00149896-0.00530072j 0.000741972+0.00391915j -0.00118281-0.00565305j -0.00088699-0.00322309j 
0.000624271+7.99813e-05j -2.63855e-05-0.000524312j -0.00304066-0.0165792j -0.00129676-0.00209949j 0.00160614+0.00985633j -0.00157878-0.0104214j 0.00197767-0.0197152j -0.00265102+0.0106506j 0.00040545+0.0183021j -0.00164455-0.0033566j 0.00329252-0.0109423j 0.000335783-0.00584789j -0.00120505-0.0181803j -0.000455002-0.015426j -0.00298627-0.00519061j -0.00177195+0.00258853j 0.0024763-0.0356987j 0.00436299-0.000982027j -0.00333793-0.00171559j -0.00245292+0.00377369j -0.0111032+0.00275505j -0.0032463-0.0289822j -0.00270897-0.000350014j 0.00260236+0.00303229j 0.00584359-0.00740155j -0.00521668+0.00667899j -0.00178531+0.016892j 0.000946988-0.00191733j 0.00167466+0.0166415j 0.0100647-0.0235837j -0.00248399+0.00983306j -0.00121256+0.0054958j 0.00229035-0.0116719j 0.00544499+0.0786768j 0.00241152-0.0132763j -0.000742585+0.00668187j -0.00153493+0.0271383j 0.00446367+0.0311151j -0.00453059-0.0388882j 0.000277826+0.0298679j -0.000597038-0.092042j 0.00521733-0.0127757j 0.000599089+0.0124471j 0.00283423+0.0201017j -0.00184868+0.0109333j 0.000355515-0.0120461j -0.00277741-0.0067234j -0.0023232-0.0524212j 0.00317241+0.00630649j 0.0012808-0.00716319j 0.00409266-0.00984224j -0.000328415-0.0917751j -0.000829698+0.0291896j -0.00598219+4.97018e-05j 0.00197963-0.0386212j -0.0108772+0.143239j -0.00187568-0.047882j 0.000219247-0.0100278j -0.00360532+0.064805j 0.00164409-0.0128719j 0.00170694+0.00886967j 0.00188753+0.0167643j 0.00297661-0.020712j -0.000326082-0.0170849j 0.0058654-0.0388003j -0.00295016+0.0177533j -0.00498891+0.000558066j 0.00135477-0.0103912j 0.0022401+0.00406305j 0.00255689+0.00497299j 
0.00272523+0.0198651j 0.000427431+0.00388832j 0.00159123+0.0031591j -0.00180515-0.0114654j -0.00106358-0.0668438j 0.00297231+0.0130224j -0.00378786+0.00450337j 0.000120301-0.0490868j 0.00496585+0.0373368j -0.00170715+0.0357103j 0.0139932-0.00341851j 0.00159734+0.00196664j 0.00183271+0.0608426j -0.0011802-0.058389j 0.00718869+0.0732966j -9.83922e-05-0.0617204j 0.00417343+0.00808372j 8.98601e-05+0.0460961j 0.000831016-0.0254586j 0.00153254+0.00688776j -0.00015065+0.0144349j 0.00520625+0.0144903j 0.000655993+0.0386661j -0.00129449+0.00861048j 0.00955707+0.0264519j 0.000110605-0.0139313j -0.00323896+0.00614131j -0.000145047-0.0155442j -0.00203917+0.0018426j 0.00614846-0.0151951j 0.00169569+0.0478685j 0.00123809+0.0243239j -0.00644364-0.00826708j 0.00267483-0.00798725j 0.00412226+0.0245748j 0.00278605-0.0197748j 0.00339468+0.0280747j 0.000372328+0.0277712j -0.00103918+0.039412j 0.0036859+0.0563613j 0.00442952-0.0590152j 0.00297817+0.0409183j 0.00072512-0.0386211j 0.00346052-0.0724529j 0.00189682+0.0394367j -0.00788269-0.0374732j -0.00219152-0.0428874j -0.00482443-0.0228046j -0.0111202+0.0272734j 0.000897829+0.0211523j 0.00156981-0.00833935j -0.00147066-0.0143472j -0.00393156-0.000816308j 0.00409145+0.00325034j -0.00312448-0.0110277j -0.00278722+0.0434877j -1.10734e-05-0.0214876j -0.000982235-0.0288391j -0.00215917-0.0067452j 0.000887178+0.000369782j 0.000411906+0.00219039j 0.000960171-0.00743629j 0.000604898+0.00442234j -0.00556203-0.00594272j 0.00328212-0.0533129j 0.00617782-0.050296j 0.00124882-0.00207751j 0.0007708+0.0299935j -0.00023224-0.0168146j 0.00431155+0.00756994j 
-0.000195527-0.00560765j -7.7359e-05-0.00170942j -9.83798e-05-0.0158201j -0.00029119-0.0209752j -0.00185703-0.00739202j -0.00253682-0.0146825j -0.00344419+0.0177712j 0.000220343-0.0344392j 0.00236726-0.00659715j -0.00200854+0.0159579j 7.205e-05-0.012974j 0.000747043+0.00814349j 0.00102517+0.0291952j 0.000823492-0.023053j 0.00239738+0.0122747j 0.00118663+0.00415384j 0.000245242-0.00979223j 8.44274e-05-0.0025472j 0.00162118-0.00103469j 0.00235777-1.0113e-05j 0.00527913-0.0491262j 0.00387582-0.0366782j 0.00279245+0.0400491j -0.00121502+0.00524439j 0.00186441+0.00453902j 0.00318177+0.00949464j -0.000241024-0.0130624j -0.00209672+0.000290354j 0.00132895-0.038214j -0.00287414-0.0446298j -0.00130563+0.0357279j 0.000399675+0.00926269j -0.00276197-0.0180231j 0.00214264-0.0024865j 0.00105082+0.027698j -0.00184662+0.0465842j -0.000806048-0.0214592j -0.000455995+0.00805535j 0.000733104-0.0309812j -0.00483463-0.0101364j 0.00107312+0.0604931j -0.00372488+0.00364243j 0.00428058-0.000298193j 0.000243734-0.00420934j -0.000342371-0.0143817j -0.0047207-0.0223192j -0.00204389+0.00817036j 0.00232341-0.026623j 0.0102608-0.0320698j -0.00186034+0.0149013j 0.00535199+0.0196411j -0.00233028+0.0372515j 0.00327021-0.0173931j 0.00232828+0.0342241j -0.000554842+0.00825234j 0.00250881-0.0156082j 0.00358074+0.0356191j -0.00344649-0.0296152j 0.0029606-0.0461426j -0.000122668+0.00751542j 0.000326199-0.00738303j 0.010638-0.0266394j 0.0112744+0.00288624j 0.00196929+0.00594314j -0.00131742+0.0139328j 0.000125545+0.0129297j 0.00456269+0.00294123j -0.00117892+0.0202197j -0.000756742-0.00161903j -0.000496971+0.0025313j 
-0.000658852+0.00023795j 0.000684946-0.00168457j -0.000490691-0.00446692j 0.000209079+0.00892557j 0.000158569+0.0133451j -0.00106372+0.00281511j -0.000295929+0.00203692j -0.000230136+0.0195621j -0.00136839-0.0157297j -0.00117755-0.00729354j -0.00328552-0.0105615j 0.00224686+0.033634j -8.98684e-05-0.0298244j 0.00230618+0.00371901j 0.00114894+0.0228891j 0.000204635+0.0318128j -0.00098087-0.0211775j 0.00179368+0.00782796j 0.0013137-0.0145904j 0.00204751-0.00889489j 0.000183238+0.00856785j -0.00256514-0.0106183j -0.00125745+0.0110845j 0.000736202+0.0207476j -0.00342172+0.0103126j 0.000825086+0.0132508j 0.000783668+0.0102783j -0.000429642+0.0294671j 0.00106023-0.00564104j -0.00113583+0.000654607j 0.00128908-0.0399145j -0.00335466-0.0450447j -0.000747179-0.0449098j -0.00229079+0.0123341j -0.00306292+0.0325949j 0.00129197+0.00117505j 0.000307448-0.0458965j -0.000707648+0.0583958j 0.00136172+0.0234105j 0.00216184-0.0160828j -0.0013923+0.00226288j 0.000309246-0.00191226j -0.00319286-0.00594424j 0.00150741+0.00640557j 5.37974e-05-0.0329548j 0.00460889+0.0173581j 0.00224592+0.0243106j 0.0019287+0.0101898j -0.0019717+0.0121444j -0.00182306-0.0185635j -0.00488869-0.0164124j -7.82708e-05+0.00213823j -0.000419312+0.00655155j -0.000865875-0.0380182j 0.00127408+0.015084j 0.00167883-0.025906j 0.000221026+0.0103307j 0.00170486+0.0282376j -0.00284861+0.0175346j 0.0011978-0.00112076j 0.00748394-0.0111525j -0.00347096+0.0107053j -0.00868774-0.000382436j 0.000989541-0.00536875j -0.00124593+0.0132887j -0.00176404+0.00340064j -0.000492431+0.00204521j -0.000804751-0.0105085j 0.000532258+0.00479643j -0.00154718-0.000978828j 
0.000251214+0.00702483j 0.000131599+0.00126716j 0.00240695+0.024251j 0.001155+0.02754j 0.00115392+0.00511827j 0.0037248+0.0102794j 0.00753443+0.0252304j 0.000274248+0.022637j -0.000318507+0.0207615j -0.00182672+0.00352593j -0.00157956-0.0323697j 0.00454738-0.00365735j -0.000729654-0.0208541j 0.00152114+0.00420154j -0.00145524-0.00222902j -0.00479814+0.0425666j -0.00403848+0.0306434j -0.00126052+0.0307044j -0.00102884+0.0434539j -0.00411986+0.00432639j 0.00195735-0.00468458j -0.00263033+0.00704782j 0.00118919-0.0519172j 0.000514831-0.0182613j -0.00417515-0.0398652j -0.000516131+0.0173438j -0.00303607-0.000163259j 0.00119142+0.026753j -0.00295817-0.022448j -0.00197288-0.0395943j -0.00105256-0.0281471j 0.00153678-0.0297498j 0.00500328+0.0294889j 0.000972417-0.0271641j 3.63873e-05-0.0366911j -0.00113701+0.00341132j 0.00154771-0.011044j 0.00313836+0.000309278j 0.00149097+0.0228034j -2.21332e-05+0.0133565j 0.00337506+0.00973165j -0.0021873+0.0250382j -0.00187398-0.0269599j -0.000919364-0.0100882j 0.00143971-0.00535312j -0.00620568-0.00981096j -0.000230754-0.00601918j -0.00114389-0.0354228j -0.0004941+0.0114655j 0.00453352+0.0373401j 0.00346928-0.00829823j 0.000216197-0.0559543j 0.00270011-0.0303476j -0.000247242-0.0266636j 0.00146164-0.00226839j -0.00131807-0.0160447j -0.00271893+0.014388j -0.00230925+0.00175613j -0.00233552+0.0193769j -0.00456086+0.00175616j -0.000883102+0.000683483j -0.00209718+0.00223077j 0.000387299-0.0056779j 0.000614465+0.0175047j -0.00109062-0.00187423j 2.64172e-05+0.0130027j -0.00214735-0.00382927j 0.000544791-0.0141944j 0.000199707+0.00102902j -0.000581655-0.00114524j 
-0.00173498-0.01093j 0.000459706+0.0166641j -0.00349664-0.0114683j -0.00276001-0.0363579j 0.000207475+0.0383673j -0.00764924-0.0123667j -0.00393517-0.0287897j -0.00383413+0.000922344j -0.00110872-0.00328111j 0.00417547+0.021318j -0.00528232-0.00331885j -0.00504087+0.0401495j 0.00587829-0.0416892j 0.00384373+0.0157513j 0.00200298-0.0506388j 0.00534323+0.00326074j 0.00339087+0.00243923j 0.00270518-0.021426j -0.00051386-0.0346513j 0.00144427-0.0154634j -0.00227802-0.0444507j 0.000971278+0.0448543j 0.00613943+0.023886j 0.00261156+0.0302229j 0.0054788+0.0473622j 0.00102028-0.0134852j 0.00187582-0.0330676j -0.00108094-0.0147054j 0.00352266-0.0708647j -0.00122416+0.0207382j 0.00113296-0.0175535j 0.00461683+0.0307358j -2.57091e-05-0.0381712j 0.00150584+0.000836945j -5.43559e-05+0.0416005j 0.0014521+0.015087j -0.00361033+0.0330018j 3.21865e-05-0.0299865j -0.00286814-0.0187752j -0.00431723+0.0465168j 0.00381072+0.026516j 0.00133936-0.0136374j -0.000294736-0.0215117j 0.00814008-0.0460136j -0.000644669+0.031121j -0.00292211-0.000680006j 0.0012292-0.00623089j -0.00357105-0.00382119j -0.0038906+0.0102427j -0.00072718+0.0250438j 0.00278002-0.00897319j 0.00244931-0.0848745j 0.00196325+0.00744385j 0.00358645+0.0224867j -0.00564212+0.0242797j 0.00231967+0.00867662j 0.00401989-0.0189549j -0.00191271+0.00678976j 0.000903934-0.0162555j -0.00471028+0.00802173j -0.001473-0.00131775j -0.00426251-0.00253478j 0.00268736+0.00963976j 0.00686924-0.0194257j 0.00126976+0.0392493j 0.000497654+0.0219814j 0.00191858-0.0197704j 0.00225962-0.00983944j 0.00163623+0.00204448j -0.0008572+0.0109509j 
0.00139293+0.0156734j 0.00129289-0.00434876j 0.00225804+0.0113457j 0.00209428+0.0251455j 0.00134482-0.0241978j 0.00697168+0.0159704j 0.00360413-0.00882246j 0.0020703+0.00813866j -0.000256195+0.00214292j -0.0013043-0.00609302j 0.00438225-0.0352606j 0.00512658-0.040701j -0.000751003-0.008651j 0.00109834+0.00746983j -0.00102825+0.0157947j 0.000252751-0.0212455j -0.00414653-0.00559555j -0.00102923+0.0315392j -0.00263618+0.0167691j -0.00151035-0.0415961j -0.00412784+0.0104476j -0.000716959-0.0148787j -0.00213139+0.0225323j -0.00165698-0.0641414j -0.00414636+0.0168976j -0.000240317+0.00251893j -0.000534001-0.0270924j 0.00283273+0.0495951j -0.00101147-0.0151866j 0.00131296+0.0361338j 3.25151e-05+0.0264642j -0.000851199-0.0392387j 0.00198528+0.0520327j 0.00402515+0.0363538j -0.00285587-0.0107068j -0.00197275+0.031191j -0.000360413-0.00984887j 0.00347804+0.00274303j -0.000236308+0.0404168j 0.00197752+0.0374379j 0.00266125-0.0192922j -0.00146325-0.00205078j -0.00110152+0.021271j -0.00416852+0.0152843j 0.00189566-0.0111674j -0.00322076+0.00950956j 0.00135478+0.0242958j 0.000270805+0.00452263j 0.00367861-0.00328286j 4.90434e-05-0.0190698j 0.00347851+0.0137383j -0.000778538-0.00942543j -0.00326079+0.0152727j -0.00101703+0.00143089j 0.00228126+0.0405665j -0.0041424+0.0253021j -0.00278383+0.00462091j -0.0018733+0.00215586j 0.000366198+0.0105554j -0.00277805-0.00886563j -0.00135792-0.00587789j -0.00595443+0.00735987j 0.00117677-0.00891522j -0.00220068-0.006508j 0.00104826-0.00971066j -0.000710406+0.0110221j -0.00258693+0.00768269j -0.000163778-0.0102279j 0.00134689+0.00199535j 6.78595e-05-0.00398197j 
0.00136849-0.0050566j -0.00108582-0.024809j 0.00194624-0.040902j 0.000332652+0.00967768j -0.00564319-0.0383014j 0.00234872-0.0263109j -0.00654902+0.026669j 0.0041803-0.057416j 0.00035802+0.0136507j -0.00964653+0.00994582j 0.00249105+0.00714063j 0.00165617-0.0169455j -0.00115999+0.042465j -0.00283597+0.00281704j 0.00706194+0.0430439j 0.002095+0.0354886j -0.00166357-0.0805032j -0.00386859-0.0132013j -0.00232674-0.0309708j 0.00608423+0.0155908j 0.00315363-0.00618895j -0.00362886+0.00301258j -0.00424021+0.0140833j -0.000491431-0.0701408j -0.00306239+0.0594961j 0.00485406+0.00689514j 0.00427687-0.00337414j 0.00209059+0.0270266j -0.00115541-0.0157313j 0.00458844-0.0219567j -0.000323028-0.0263443j -0.00387043-0.000924874j -0.00186951-0.00411934j -0.00155313-0.0218254j 0.00263738-0.0187157j -0.00274839-0.0183296j -0.00241961+0.0027592j -0.00226348-0.0372432j 0.00370286+0.0102974j -0.00011248-0.0906339j -0.00621624+0.0105685j -0.00289197+0.0522932j 0.000118157-0.00424451j -0.00311954+0.0396236j 0.000423104-0.0080091j 0.0092183+0.0192916j -0.00644686+0.0375226j 0.00715432-0.010047j 0.00766701+0.0111476j -0.00225799-0.00618405j -0.00655715-0.000576753j -0.00325945+0.00682933j 0.00461723+0.00652325j -0.00351659-0.0112505j 0.00210479-0.000317063j 0.00125212-0.00984061j -0.00277498+0.0564292j 0.00330548+0.00743553j 0.00138978-0.0393686j -0.00260803+0.00946226j -0.00109175-0.00807596j 0.00115247-0.021565j -0.000759139+0.010188j -0.00425019-0.000418152j -0.00252152-0.000204407j -0.00403148-0.0253196j 0.0036554+0.0251623j -0.00501909+0.0259086j -0.00242925+0.00154371j 0.000103471-0.00328994j 
-0.000291657+0.0132168j 0.00157165+0.00162832j 0.00149978-0.0175579j -0.00106953+0.0139146j -0.00310724+0.0178353j -0.00308668-0.0220574j -0.00186168-0.00413884j 0.00195443+0.0160775j 0.000579824-0.00660569j -0.00899705+0.0341771j -0.0016114+0.042883j 0.0057261+0.0690886j 0.00587291-0.0484934j 0.00292909-0.00991074j -0.00189726+0.0356422j 0.00139358-0.00241511j -0.00772775-0.06057j 0.00758466-0.000135838j 0.00526274-0.0305149j -0.00093361+0.0157618j -0.00102246-0.0217449j 0.00222644-0.0497155j 0.00280353+0.0254037j -0.000685991-0.0284032j 0.00102519-0.0496927j 0.0048903-0.0625489j 0.000719255-0.038608j -3.83501e-05-0.011978j 0.00783743-0.0209736j -0.00299339+0.034187j 0.00299017-0.00747507j -0.00229629-0.0128416j 0.00207417+0.0692975j 0.0036795-0.00217415j -0.00816551-0.0135865j -8.74067e-05-0.0285298j -0.00406586-0.00536291j -0.00213531+0.0309372j -0.00153909-0.0187353j 0.00333535+0.0464431j 0.00478703-0.00353039j -0.00188361+0.0448188j -0.00366945-0.0102602j 0.000944337-0.000176852j 0.000118783-0.0213914j -0.0061313+0.0084676j 0.00600127-0.00153602j 0.000746268-0.039333j -0.0046072+0.0170661j 0.00601223+0.0275516j 0.00221609+0.0103974j -0.00057921-0.00514967j 0.000658734-0.0356874j 0.00768279-0.060811j -0.003486+0.0824632j 0.00561073-0.0289757j -6.24428e-06+0.0243852j -0.00525862+0.0108151j -0.00559234+0.0283774j 0.00446294-0.00545515j 0.00126823-0.0119277j -0.00595576+0.0164371j -0.00892633-0.0187302j 0.00768741-0.0243522j -0.00444564+0.0230383j 0.000787914-0.00501013j 0.00368467-0.00553652j -0.00282604+0.0133344j 0.000797803+0.00423667j -0.00178679+0.00885248j 
-0.00108953+0.00447248j 0.00122984+0.00739961j -0.000485751-0.00831708j -0.000157218-0.0104101j 0.00139525-0.00218457j -0.0028275+0.00238619j -0.00152759-0.0133839j -0.000780758-0.00312754j 0.00160114+0.0258278j -0.000746579+0.029098j 0.00134561+0.0217693j 0.000170897+0.0182744j -0.000951946+0.00100367j 0.000327712-0.0642515j -0.00513729-0.0175688j 0.00406591-0.0204408j 0.00495409-0.0304497j 0.00356721+0.00812101j 0.0019672-0.0225584j -0.000134594-0.0244273j -0.00142793-0.0322451j 0.00793698+0.045647j -0.00231742-0.0426683j 0.000248133+0.0141091j 0.00386375+0.00421491j -0.00121574+0.0167235j 0.00421624-0.0275814j 0.00224588-0.00971188j 0.00236569+0.00362679j -0.00432109-0.0213769j 0.000462267-0.0150856j 7.91211e-05-0.0502262j -0.000455292+0.0324383j 0.00275916+0.0029951j -0.00507007+0.0309978j -0.00250842+0.00316168j -4.57114e-05+0.00639231j -0.000802874+0.0314957j -0.000422096-0.0455807j 0.00374759+0.0639631j 0.000649209-0.0362423j 0.0017318-0.0508738j 0.00530499+0.02467j -0.00107389+0.024126j -0.00133986-0.0118937j -0.000863643-0.0078955j 0.00498893-0.00280475j -0.00223054+0.0198478j 0.000101076-0.0157238j -0.00117964-0.0351892j 0.00243202+0.0180305j 0.000384758+0.0793639j -0.0041235-0.000123047j 0.00217502+0.00516664j -0.000478183+0.00395488j 0.00131752-0.0118599j 0.000851939-0.00967559j -0.00111383-0.0184186j -0.000781982+0.00210644j -0.00424549+0.00451699j -0.00235388+0.000149213j -0.00223612+0.00649111j -0.000663051-0.00589626j 0.000915811-0.0271548j 0.00166893-0.00731315j 0.00188889-0.00654973j 0.00136786+0.000917227j -0.00115472+0.014281j 0.000331852-0.00167568j -0.000204327-0.000719136j 
