0.004806-0.0247454j 0.00269939-0.00528133j 0.000315801+0.00257309j -0.00263471+0.0374955j -0.00134599+0.00709986j -0.00122405+0.0139064j 0.000697328+0.00249898j 0.00156826+0.00136964j 0.00140199-0.00680376j 0.000465263-0.0141782j -0.0010723-0.0239861j -0.00044514-0.0104594j -0.00151442+0.0127705j 6.18257e-06+0.0183431j 0.00130221-0.00256637j 0.000603133-0.00751004j 0.000544394-0.00660082j -0.00127159+0.00751819j 0.000182505+0.00226421j -0.00107194+0.00798288j -6.63802e-05-0.0207394j 0.000466864+0.0307333j 0.00119693+0.0436903j -0.000635658+0.00515028j -0.000574899+0.0314249j -0.000747439+0.0561326j 0.000341366+0.00770454j -5.76683e-05-0.0218896j -0.000996198+0.00256727j 0.000954506-0.00165499j 0.00189068+0.0508673j -0.000194866-0.0155828j -0.000717661-0.00245867j 0.000134146+0.0222961j -0.00111806-0.0346339j 0.000784371+0.0404744j 0.000661194-0.0107127j -0.00065324+0.0319435j -0.000731975+0.00840488j 0.00108204+0.00879038j 0.00252595+0.0190926j 0.0032846-0.0281687j -0.00179765-0.00553891j -0.00232459-0.00611563j 0.00133787-0.000907975j 0.00335592+0.0224681j 0.00520694-0.0207646j -0.000462036+0.015011j -0.00849877+0.0412497j 0.00157162+0.17878j -0.0155387+0.0959504j -0.000922233-0.892126j 
-0.00220005-0.00434767j 0.00240571+0.00673517j -0.00395039+0.035749j -0.00113831+0.0649005j 0.00678855+0.0609936j -0.00471556+0.0710847j 0.00478352-0.0196974j 0.00414215+0.0735056j -0.00329971-0.0719214j 0.0044781-0.0239236j 0.000700372-0.134684j -0.00338542+0.0822j 0.00316026-0.352621j -0.00558513-0.0239034j -0.00542105-0.0494466j 0.00173612+0.0534638j -0.00320141+0.0430978j -0.000683327-0.0799317j -0.00102822+0.00603027j -0.000850921-0.208681j -0.000838309+0.0220568j -0.00077991-0.084787j 0.000263139-0.0193812j -0.00581612+0.0261685j -0.00104367+0.0139847j -0.00103762+0.0592975j -0.00147683-0.0741606j -0.00419211+0.128114j -0.000781565+0.0587254j 0.000829592-0.0234219j 0.00465914-0.0268887j -0.00311592-0.0635642j 0.00583086+0.0381934j -0.00189177-0.0762262j 0.000435567+0.109632j -0.000792421+0.220385j -0.00253687-0.0580045j 0.00803804+0.0842345j -0.000493027+0.0766662j 0.00358987+0.0938299j 0.00677013-0.00253585j 0.00439797-0.0200376j 0.00447479-0.168372j 0.00140102+0.00823986j 0.00284288+0.10794j -0.0014336-0.17636j 0.000747437+0.0241452j -0.00213053+0.0198017j -0.00508415+0.0192322j -0.00214474-0.00713925j -0.00111124+0.00851394j -0.000814307+0.0217735j 
0.000790027-0.0172853j 0.00151169+0.00104354j -0.000253903-0.00686336j -0.00679356+0.00397871j 0.00596692-0.0424789j -0.00456745-0.0874804j 0.00267935-0.00137319j -0.00202379+0.0564526j 0.000844957-0.0100622j -0.00186719-0.015961j 0.000241642-0.120087j 0.00261089+0.0458914j -0.000363767+0.102096j -0.00713178+0.154803j 0.00105946+0.100776j 0.00520908-0.133106j -0.00136441-0.124421j 3.32105e-05-0.152539j -0.00379279-0.0943192j 0.00137802-0.0656962j -0.0013788-0.0738606j -0.00094182+0.0921255j 2.46604e-05-0.039333j -0.00177014+0.0557572j 0.00101861-0.0448595j -0.000808038+0.00388246j -0.00230749-0.124133j -0.00242245-0.0590896j -0.00481617+0.00590629j -0.00320533+0.0397896j 0.00344874-0.0430535j -0.00118313-0.00803261j -0.00362967+0.0431472j -0.000833222-0.0306151j -0.000988727-0.0547351j -0.00155786-0.0436827j 0.000365007-0.00374959j 0.00271159+0.00295152j 0.000823409+0.0679033j -0.000159742-0.107269j 0.00405598+0.0193822j 0.00196614+0.0545737j -0.000697077+0.02901j 0.00217492+0.0374891j 0.000112634-0.0253246j 0.00040252-0.0734323j 1.0748e-05-0.047779j 0.00124825+0.0168645j -0.000139339+0.00972781j 0.00132644+0.0482536j -0.00213507-0.0132992j -0.00109559+0.0203727j 
-0.00105534-0.0137557j -0.00240881-0.00255621j 0.00141881+0.0740514j 0.013585+0.0144326j -0.00619068-0.0199474j 0.00248422+0.0267704j -0.00821021+0.120124j 0.00317914-0.0451774j -0.000387647-0.066421j 0.00223608-0.101392j 0.00259753+0.154568j -0.00137503-0.0455764j 0.00778352-0.167776j 0.00192078-0.0318603j 0.000894515-0.0526812j -0.00238588+0.0662844j 0.00237497+0.0564518j -0.000643697+0.104397j 0.0023183-0.022721j -0.00455245+0.114469j -0.00138871-0.0880778j -0.0020954-0.0581402j 0.00115935-0.0355861j 0.000507977+0.0183064j -0.000829811-0.183456j 2.55628e-05-0.0597947j -0.00017662+0.104056j -0.000777523+0.0684684j -0.000929252+0.0460614j -0.00299168-0.00764087j -0.00364234+0.082368j -0.0011993-0.0129864j 0.00056206+0.0287117j 0.0014025+0.00708221j 0.000120547-0.00366985j -0.00144667+0.0242901j -0.00497337+0.0268848j 0.00504259-0.0242677j 0.000408301-0.134413j -3.35006e-05+0.0955027j -0.00125871-0.0810184j -0.0023079+0.0620119j 0.00252953-0.0211057j -0.000206577+0.0152881j -0.000102772-0.0357236j 0.00102905+0.0520992j -0.00220574+0.0195395j -0.00276137-0.0206622j -0.00342917+0.017046j -0.00344505-0.0594889j 0.00499005+0.0196467j 0.000936242-0.041442j 
0.000329107+0.00652459j -0.00462185+0.0119152j 0.00185337-0.0231181j -3.36883e-05+0.0233145j 0.000606193+0.00170999j 0.00165975+0.0813122j -0.00215231+0.178973j -0.0037784+0.0707415j -0.00113665+0.0529382j -0.00221607+0.0223486j 0.00618156+0.0835684j 0.0083664+0.103646j -0.000332989+0.0327701j 0.00263865-0.0174868j 0.00383218-0.264822j 0.00386785-0.226925j -0.00146037+0.0625839j 0.000611829+0.259554j 0.00123301-0.0805433j 0.0024497+0.102125j -0.00102299-0.0876119j -0.00288117-0.087139j -0.0083757+0.0177691j -0.00060319+0.120069j -0.00524633-0.075611j 0.00251658+0.040897j -0.00599323+0.0315678j 0.00143834+0.109544j 0.000750892+0.0182985j -0.00302654+0.0213232j -0.00237852+0.0433656j 0.00366017-0.00937634j 0.00112981-0.11784j -0.00324131-0.0446926j 0.00206412+0.0649891j -0.00172956-0.111635j 0.00516743-0.0315266j -0.00210206-0.136251j 0.000493843+0.228122j 0.00163963+0.0585895j 0.000750225-0.0178707j -0.000116232+0.0723545j 0.000449093-0.108698j 0.00359682-0.0495841j -0.00339334+0.0246706j -0.002629-0.0359337j -0.000952965+0.0101779j 0.00965267+0.122342j 0.00634474-0.0378548j 0.00530153+0.00536181j 0.00316849-0.00903416j -0.00344852-0.0328867j 
-0.00280136+0.00355105j -0.00480162-0.00656887j -0.00446956+0.0486005j -0.0029739-0.0285141j 0.00652725-0.0684336j 0.00528122-0.0353394j 0.000843293-0.0406926j -0.00227361-0.0783873j -0.00482823-0.073283j 0.00536212-0.0206066j 0.000845251-0.218187j 0.00269424+0.0834174j 0.00174261+0.234046j 0.0046929+0.0515674j 0.00235276-0.169411j -0.000806936+0.178361j -0.00227789+0.102262j 0.0028198-0.222858j 0.00596001-0.0433618j 0.00675347-0.0787554j -0.0042135-0.08132j 0.00108328-0.024036j 0.00376982-0.146714j 0.0032312-0.121615j 0.00201106+0.054948j -0.000672682-0.107549j -0.00149455+0.0460725j -0.00030043+0.0585777j -0.000902435-0.0868322j 0.00387627+0.125344j -0.00284397-0.0187445j -0.00763096-0.115839j 0.00464214-0.0457786j -0.00125955+0.0226352j -0.00549211-0.0619576j 0.000166724-0.0736733j 0.00530596+0.122204j -0.00549309-0.109398j -0.00220815-0.0564947j -0.000136544+0.0735556j 0.0021375+0.161641j 0.00359007-0.0595839j 0.00291433+0.180878j 0.00602351-0.0324375j 0.00307416-0.0991377j -0.00568608-0.00165564j -0.00138273+0.055481j -0.00355628+0.0265263j 0.00642466+0.0343111j -0.00188539-0.00175303j 0.00234625+0.0171656j 0.000957393-0.022809j 
-0.0056027-0.0321693j -0.00170518-0.0119963j -0.0115023+0.0486571j -0.00105839+0.0360385j 0.00497635-0.0133642j 0.000219931-0.03932j 0.00526031-0.021152j -0.00108228-0.0824396j -0.0104671-0.0452914j -0.000110875-0.0053355j -0.00307465+0.0706333j -0.00322847+0.0667191j 0.00283199-0.15115j 2.91972e-05+0.0234046j 0.003292+0.264101j -0.00380098-0.169543j -0.00173107-0.154695j 0.00161375-0.0589386j -0.00109239-0.00287507j 0.00112135-0.0241281j 0.00368649-0.10252j -0.0025153+0.00870115j 0.00215677-0.0567829j 0.0046046-0.0357977j -0.00129879-0.143818j -0.00234693+0.0409393j -0.000610662+0.0581236j -0.000150721-0.0397334j -0.000126247-0.0705594j 0.000582094+0.068904j 0.00269762+0.223975j 0.00517934-0.015632j -0.00469735-0.035284j 0.00234299-0.0235242j 0.00051212-0.0955832j -0.000197531+0.0517821j -0.00198845-0.170903j -0.00199533+0.122062j 8.11725e-05-0.202865j -0.00134576+0.0794078j -0.00444723+0.0207805j -0.00265007+0.047093j -0.00109547+0.0407929j -0.00592811+0.0803892j 0.000218801-0.0727902j 0.00504065+0.0172843j -0.00185674+0.0538147j 0.000154801+0.051351j -0.0055398-0.0129594j -0.00287-0.0655146j 0.00108156+0.0171869j 0.00203342+0.0122538j 
-0.00121197+0.0214207j 0.000769765-0.0178914j 0.00343387-0.0960259j -0.00780425-0.0390139j 0.00764138+0.0241706j 0.00470581+0.0117189j 0.00163518-0.000556073j -0.00624389-0.0480848j 0.00381603-0.0723135j -0.00519624+0.166252j -0.00402307+0.0891267j 0.00377221-0.216485j -0.00130292-0.178098j 0.00471777+0.105421j 0.00232656+0.139009j 0.00220835+0.298828j 0.00293443-0.17634j 0.00480481+0.108444j 0.00577691+0.057329j 0.00885299-0.0530473j -0.00361835-0.118705j 0.00308824-0.0847639j 0.00275763+0.0308317j 0.00599697+0.0734154j 0.00277712+0.196153j 0.00247469+0.0570961j 0.00258686+0.023171j 0.00711461-0.0423072j -0.00247748+0.0844503j 0.00346504-0.0909339j -0.00456803+0.00816661j 0.00173003+0.0410366j -0.00150877-0.0453894j -0.000209148-0.0255882j -0.00691564+0.144897j 0.000848641+0.0559163j 0.007379-0.116138j -0.01016+0.0995435j -0.00366145+0.00990182j -0.00279267+0.216741j -0.00241274+0.0994154j -0.00137264-0.057142j -0.00298717+4.27907e-05j 0.000684449-0.0206518j 0.00108395+0.093276j -0.00107194-0.0722423j -0.000964708+0.00777508j -0.000382485+0.083843j 0.00627277-0.0123096j 0.00114122+0.0308732j -0.00190128-0.016821j 0.000429439+0.0243573j 
-0.000740271+0.00905965j -0.00154148-0.016263j -0.000338709+0.0473992j 0.00224192-0.0411902j 0.00725227+0.00542473j -0.000385745+0.0936773j -0.00011529-0.039912j -0.00108013-0.031648j -0.00569706+0.0883235j 0.00032756+0.0558431j -0.00031429-0.02053j -0.00113218+0.0676822j -0.00434629-0.115538j 0.000489217-0.225908j -0.00270802-0.19717j -0.000772254-0.00795838j 0.00370486+0.211782j 0.00102478+0.143128j -0.000600066-0.116368j 0.00399882-0.0172696j -0.0017657+0.0469881j 0.00299694+0.0162075j 0.00519692+0.0666565j 0.00204124-0.0588399j 0.00670147+0.0362787j 0.00111998-0.0121709j 0.00361383+0.0586216j -0.00175711+0.0876079j -0.00328968+0.171192j 0.000221241+0.04735j 0.00202367+0.0974385j -5.88465e-05-0.0490076j -0.00281512+0.0402794j 0.00148033+0.00841467j -0.00485491+0.0918123j 0.00240627+0.0880388j -0.00194072-0.0294269j 0.000927794-0.0414376j -0.000213874+0.101022j -0.00306189+0.164875j -0.00367167-0.0723582j -0.00646212-0.163505j -0.00100948+0.0678743j -0.00425554-0.124369j 0.00435251-0.0433366j 0.00316108+0.00807122j -0.00488224-0.058534j -0.00860461-0.0295862j -0.00341715-0.0187199j -0.0047985-0.0100427j 0.00105512-0.00184554j 0.00166603-0.000990047j 
-0.000174994-0.00590259j -0.00228497+0.0211168j -0.0046625-0.0949386j -0.010977+0.0700964j 0.0020195-0.0148688j -0.00495327+0.127163j 0.00398105+0.0938236j -4.07957e-05-0.0857741j 0.000862444-0.0871579j 0.000390424-0.0397447j -0.00290502+0.0396029j -0.00269155+0.0218189j 0.00488326+0.0101792j -0.000926104-0.044844j 0.00307416-0.0434315j -6.06971e-05-0.0341746j -0.000208369+0.0604287j 0.00177036+0.120204j 0.000110437+0.0112341j 0.00226508+0.0135004j 0.00377706-0.0227833j 0.00190805-0.0538126j 0.0050245+0.0336676j 0.00230069+0.0764733j 0.00456461-0.0478778j -0.000454789-0.189741j 0.00421209-0.139861j 0.000585812+0.0540068j 0.00349726+0.0357059j 0.00217471+0.190931j 0.00369179+0.0628805j 0.000700846-0.0835046j -0.00263639+0.0221012j 0.00330827-0.0127593j -0.00121712-0.0354222j 0.0026659-0.0130682j -0.00114216-0.0271547j -0.00490428+0.0359435j 0.000287636+0.119472j 0.000284702+0.0600998j -0.00275109-0.267603j -0.00172578+0.00158022j -0.0016848+0.314869j -0.00096018-0.0376727j 0.000797655+0.0231899j 0.00309237-0.00135118j -0.000224293-0.125368j -0.00217303-0.0501738j 0.00099483+0.00274565j 0.000597026+0.0214105j -0.00130167-0.0128982j 0.00190602-0.00157393j 
0.00219765-0.0451166j -0.00141292+0.00854682j -0.00102393+0.0445305j 0.00427681+0.0364225j -0.00437992-0.0315137j 0.0027066+0.0643185j -0.00315748+0.144196j 0.00013301+0.0857061j 0.00124434+0.0102883j 0.00354582-0.232229j 0.00223548-0.12576j 0.00178817-0.0501783j -0.0036984-0.0550964j -0.000408711+0.0503781j -2.91353e-06+0.154428j -0.00329638-0.0146748j -0.000881715-0.10941j 0.000156394-0.011211j 0.00241869-0.0388554j -4.75131e-05-0.0425142j -0.000327688-0.147188j -0.000242554-0.249471j -9.43064e-06-0.126528j -0.00101125+0.181019j 0.000153271-0.0673283j -0.00064784-0.19942j -0.00019346-0.07751j -0.00161869-0.0100422j -0.00200458+0.0147313j -0.00153875-0.0173239j -0.00317335-0.0105016j -0.00449228-0.0280857j 0.00261351+0.0597369j -0.000923688-0.0944112j -0.000206546+0.179949j -0.000190211+0.0250995j 0.00139694+0.115094j 0.00177934+0.250225j -0.000242514+0.0527147j 0.000348107+0.0451663j 0.000448182-0.159044j 0.0038161+0.258209j 0.00161113+0.0992265j 0.00224027-0.112588j -0.00115759+0.182045j -0.00279494-0.137804j 0.000703019-0.0252189j 0.00310602+0.0191492j 0.0036669+0.0800689j 0.00161803+0.0216404j 0.00206032-0.00773207j -0.00115224-0.0344341j 
0.00163579-0.023072j 0.00237527+0.00616517j 0.0036094+0.0167659j 0.00353836-0.0201078j -0.000889036-0.0619091j -0.000539881+0.00756764j -0.00234016+0.110319j -0.00460692-0.0229135j 0.00521283-0.068816j -0.00963445-0.193231j -0.00171354-0.200285j 0.0018554-0.111676j -0.00174924-0.215032j 0.00605637+0.0896533j -0.00178137-0.220174j 0.000859782-0.173925j 0.00528994-0.120633j 0.00034113-0.194148j -0.000616105-0.0496089j 0.000568029-0.122464j -0.00184301-0.0640172j -0.000768829+0.0426151j -0.00274126-0.143325j -0.00401576-0.0969822j -0.00219942-0.0065408j 0.00322038-0.0393748j 0.00171067+0.00683062j 0.00302696+0.0267743j 0.000846085-0.0170256j 0.00030631-0.122959j -0.00231213+0.175426j 0.00207456-0.159284j -0.0011965+0.0560284j 0.000709383-0.0288567j 0.000521053-0.0806535j 0.00143283+0.182378j 0.000695048-0.0367422j 0.000527818-0.0707928j 0.00207184+0.0270306j 0.00152492-0.0358912j -0.00396707-0.00767794j -0.00202696-0.10184j -0.000100062+0.265319j -0.000550535+0.0546382j -0.00202907-0.20223j 0.00275127+0.0130192j -0.000413074+0.0644518j -0.000796016+0.0651945j -0.000639706-0.0515863j 0.000810084-0.025608j -0.00078533-0.0131107j 0.000484408+0.0212148j 
-0.00106474+0.0253082j 0.00137358-0.000436245j 0.0032431-0.0207845j 0.00161279-0.0388109j 0.00402723+0.0151463j -0.00285718-0.0391985j -0.00134367-0.0740403j 0.000681434-0.0321696j 0.00128534+0.0817224j -0.00168656+0.0299035j 0.0020935-0.0161217j -0.00161398+0.0595527j 0.00350609-0.0310915j 0.00225166-0.0550245j 1.45024e-05+0.112885j 0.00233945-0.227767j 0.000106911+0.00141967j 0.00170835-0.036491j 0.000792486-0.135819j -0.000218456+0.194356j -0.000847622-0.0302726j 0.000697906-0.168375j 0.000426634+0.0595843j 9.33137e-05-0.00753361j 0.00241713+0.152358j 1.18243e-05+0.249439j 0.00141748+0.117101j 0.00105682-0.0969742j 0.00162085+0.0990697j 0.00021157+0.113375j 0.000634133-0.0463885j -0.00311362-0.0111172j -5.21577e-05-0.00832032j 0.00189071-0.0575813j -0.000632565-0.13475j 0.00348874+0.0742488j 0.000128229+0.354398j -2.44229e-05+0.246815j 0.000930434-0.0316363j 0.00169666-0.0631698j -0.00101915+0.14799j -0.000982534+0.0521919j 3.19342e-05+0.0692253j 0.000239973-0.419157j 0.00159761-0.0162595j 0.00027847-0.14186j -0.0019053+0.0861778j -0.00537297-0.0429236j -0.00159668+0.0819212j -0.00264987-0.0496424j -0.000763778+0.0270049j 0.00210002+0.0299648j 
0.000117655-0.00321919j 0.00183695-0.00520142j 0.00398676+0.0812044j 0.00662991-0.0209678j 0.00219022-0.0778018j -0.00407683-0.0552193j -0.00409068-0.0146001j 0.00616126-0.0748787j 0.00141731-0.021203j 0.00229846+0.0568088j 0.00742315+0.264502j 0.0010913-0.00375368j 0.000887757+0.0879812j -0.0034331+0.0596944j -0.0044442-0.104002j 0.00110933+0.135326j -0.000126194-0.179059j -0.000613179+0.0245099j -0.000360672+0.0917318j -0.0019068+0.0599116j -0.00234487-0.232798j -0.00261399+0.0237228j -0.000665118+0.0200516j -0.00585917+0.166785j 0.00153696+0.0263622j 0.00028802+0.00891236j 0.00157453+0.0334885j -0.00303258+0.14531j 0.000296223+0.0294433j -0.00379341+0.0807559j 0.0020065+0.00803963j -0.00742113+0.102792j 0.00447808-0.10351j -0.000560892+0.159114j 0.00033801-0.382801j 0.00128141+0.00276085j 0.000349363-0.177894j 0.00450258+0.0735207j 0.000950735+0.0280197j 0.00281118+0.152553j 0.00294339+0.0646875j 0.00385143+0.0619238j 0.0021272+0.181376j 0.00333851+0.159348j 0.00168764-0.0157269j -0.00188033-0.132077j 0.000568733+0.0175855j -0.00388795+0.00262819j 0.000704738+0.0189351j 0.000927701-0.0372898j -0.00171616-0.00579029j 0.000730832+0.0180799j 
0.00204176+0.0067163j 0.00118807+0.0208647j 0.00181575-0.142049j -0.00827701+0.0631775j 0.000421536+0.0832066j -0.000892093+0.105531j 0.00374354+0.120457j 0.000765632+0.17765j 0.00340908+0.0334286j 0.00518827-0.0457361j -0.000569724-0.0272232j 0.000602346-0.0119323j -0.001952-0.0624623j -0.00226007-0.128634j 0.00171742+0.0391824j 0.00411607-0.202575j -0.00547402-0.0454475j -0.000168352+0.00748805j -0.000236235+0.0285318j 0.00138816+0.0767334j -0.000724455-0.0198874j 0.00220681+0.0334508j 0.00178659-0.167233j 0.00327837+0.00704871j 0.00322049-0.0555477j -0.00084264-0.0534249j 8.69362e-05+0.0483587j 0.00208115+0.136542j -0.000463561+0.0686981j 0.00173924-0.198333j 0.000997092-0.102275j -0.000515613+0.0908426j -0.000377991+0.0417917j -0.00095288+0.222737j -0.000612744+0.00941572j 0.000860689+0.243517j 0.00253804+0.123547j -0.0053733-0.144312j -0.00155233-0.213576j -0.000212588+0.270384j 0.0013858+0.122696j 0.000614039+0.150129j -0.003566-0.0444763j 0.00109671+0.117225j -0.000797053-0.275674j -0.00242169-0.00958656j 0.000138962+0.108462j 0.00152889-0.125126j 0.00178294+0.00389126j 0.000651097+0.0397367j -0.00135367+0.0194767j 0.00128736+0.00501301j 
1.24316e-05-0.0179069j 0.00190479+0.00808501j 0.000836848+0.0243615j -0.000676123+0.021886j 0.00645344-0.104779j -0.00227789-0.0550891j 0.000598689+0.119132j 0.000331687+0.0315887j 0.00092487+0.0422217j 0.000798223-0.0845058j 0.000924118-0.0265699j -0.00184011-0.0740514j -0.00200506+0.0652807j -0.000301484+0.184898j -0.002764+0.133518j 0.00177069+0.0659417j -0.00136725-0.0276156j 0.00235453+0.0619625j 0.00196504-0.101578j 0.000547642+0.0167462j -0.000454046-0.0387456j 0.00120186+0.0212453j -0.00018112+0.0768054j -6.07736e-05-0.00830507j 0.00294534-0.183731j -9.43563e-05+0.18254j 0.0032289-0.0100238j -0.000556154-0.020147j 0.000128383-0.246238j 0.00276308-0.105477j -0.00113764+0.00233128j -0.00143351-0.169126j 0.000214104+0.0963934j 0.00218403-0.228299j -0.00286163-0.126345j 0.00279289-0.194494j 0.000798035+0.00366875j -0.000171296-0.148813j -0.000171746-0.123727j 0.000645126+0.283944j 0.000305644-0.329178j 0.000665363-0.107365j 0.000227468-0.273658j 0.00190189-0.070031j 0.000757601-0.0991574j -0.000865092-0.00127027j -0.00163196-0.014615j -0.00400061+0.0266476j 0.000724178+0.0433639j -0.00188381+0.0115366j -0.000335511+0.019918j 0.00234059+0.0163139j 
-0.000880842-0.0185311j 0.000371964-0.00197042j 0.00284734-0.006032j -0.00159308-0.0394745j -0.00382197+0.00426123j -0.000286025+0.0572842j -0.00038689-0.0369803j 0.000431616-0.18499j 0.00319728-0.0477928j -0.00493882-0.156909j -0.00185866-0.14684j 0.00180278+0.207856j -0.00315486+0.301688j -0.000334944-0.229379j -0.000737601+0.128965j 0.00341594-0.0190202j 0.00185341+0.0804836j -0.00180658+0.0460946j -0.00159774+0.0655151j -0.00211727-0.116887j -0.0011779-0.104704j -0.000525466-0.0588291j -0.00320058-0.0539501j -0.000934841-0.120207j -0.0012898+0.031795j -0.000702178-0.0680089j 0.000490361+0.193808j -0.000153272-0.101564j 0.00106909+0.0388971j -0.0010965+0.253896j 0.000658484+0.0757559j 0.00221358+0.0285982j -0.000750497+0.13827j -0.000933644-0.178472j 0.0017893+0.0178372j -0.0014325+0.0445118j 0.000471815-0.172883j 0.000354274-0.00231075j 0.000253451-0.0776799j 0.000897041+0.424857j 0.000890958+0.0739164j 0.0010548+0.0403814j -0.000762522-0.0750792j -0.000840557-0.0094801j -0.00111519+0.130864j 0.00245513-0.0169778j 0.00222639+0.0673078j 0.000214154+0.0203089j 0.000909681-0.00187756j 0.00427685-0.0128275j -0.00288285+0.00252361j 0.0015143+0.0124226j 
-0.00284978+0.00150738j 0.000802033+0.00674472j -7.25371e-05-0.0205973j -0.00228963-0.039518j 0.007281-0.0102276j 0.000353681+0.0170234j 0.000308692+0.0396936j -0.00213762-0.159362j -0.000772732+0.165594j -0.0021989-0.112249j -0.00189293-0.0238477j -0.000207221-0.182538j -0.00157035+0.111127j 0.00297083-0.139892j -0.00103303-0.072556j 0.00270159-0.00749309j 0.000674507+0.248041j 0.00260235+0.0793183j 0.004364+0.201114j 0.0033956-0.0132535j -0.000143039-0.0909956j 0.000152665+0.0372859j 0.00227744+0.00156565j 0.00135491-0.0159228j 0.00290869-0.251659j 0.00042925-0.00431701j 0.00210264+0.0163196j 0.00194815-0.132456j -0.00176455-0.297294j 0.00168198-0.0172733j -0.000756694-0.0125825j -0.00146959-0.0689827j 0.000195822-0.0624653j -0.000416751+0.127121j -0.00439189-0.0189415j 0.00114425+0.174711j 0.00296903+0.0149731j -0.00324571+0.302517j -0.000894068+0.120196j -0.00155353-0.22677j -0.00221323+0.0316315j -0.000412085+0.222046j -0.000600411-0.223614j 0.000755777+0.188923j 0.00206746-0.0119478j 9.91329e-06+0.0346739j -0.00231655-0.0903528j -0.00475959-0.0334228j 0.00287198+0.0237321j -0.000851598-0.0107731j -0.000605401+0.0268767j 0.00352003+0.0174125j 
-0.00376808-0.0288037j 0.00141206-0.0223179j 0.00273163+0.00677988j -0.00769971-0.00686551j 0.00174655-0.0358004j -0.00116784+0.0564491j 0.00396561+0.071997j 0.000809428-0.0485119j 0.00184316-0.137275j 0.000359986+0.0685306j -0.00201698+0.0582073j 0.00220858-0.035005j -0.00436486-0.0140011j -0.00246922+0.0340016j 0.000570347-0.214186j 0.00259736+0.283354j -0.0011514+0.041613j -0.00107059-0.0451963j -0.00258263+0.00323416j 1.52461e-05+0.119346j -3.67178e-05+0.00288977j 0.00145773-0.0758838j -0.00188549-0.082281j 0.000623857-0.00881171j 0.00159183-0.0747375j -0.00288562-0.0146866j 0.00207556+0.0134433j -0.00106083+0.0946312j -0.000192154+0.123847j 0.00117146+0.0805832j 0.00296753+0.324637j 0.000859884-0.135683j -0.000994306-0.138155j -0.000549909-0.100282j 0.000145468+0.10522j -0.000646536-0.0562806j 0.000929248+0.0416208j -0.00181049+0.151953j -0.00138813-0.430161j -8.4575e-05-0.267808j 0.00291554-0.0235086j 0.00167933+0.126819j -0.00219492-0.0537405j -0.00128944-0.156543j 9.08747e-05-0.0896205j 0.00135768+0.0037852j 0.00186457+0.0525281j 0.000255652+0.0208789j 0.000575902-0.0342859j 0.00331933+0.023791j -0.00335726-0.00088077j 0.00215739+0.00959981j 
0.0128353-0.0278761j 0.0073926+0.0478984j -0.00843487+0.0674729j 0.00573889+0.0910911j -0.0076815+0.061262j -0.00504368+0.0278523j -0.00307581-0.0691228j 0.000882458-0.0165378j 0.00174487+0.0555911j -0.00336403-0.0560398j 0.00369645+0.00969523j 0.00321006+0.121439j -0.00220748+0.0688274j -0.00027211-0.00533499j 0.000303161-0.0953362j 0.00277399+0.0155866j 0.00240357+0.055351j -0.000726614+0.00420281j 0.000889696-0.03349j -0.000390242+0.0317085j -0.0017431+0.0920293j -0.00176618+0.0528563j -0.00135416-0.0800783j -0.000335466+0.0093503j 0.000165047+0.0320978j 0.00230596+0.111264j 0.000404688-0.125806j -0.00111564-0.0864006j 0.000667399+0.120729j -0.00318395-0.0632691j 0.00147146-0.114858j 0.000970177+0.152051j 0.000822657-0.083891j 0.000137186-0.187448j 0.00218187-0.0540686j -0.00240724+0.089669j 0.000914771-0.106261j 0.00258304+0.00630386j 0.00194449-0.180504j 0.00121102-0.042604j 0.000841914-0.103335j -0.000205986+0.0518316j -0.00246201+0.0141954j -0.00250058-0.0263412j -0.00280035+0.0112588j 0.00222133+0.0101999j 0.00293394+0.00636154j 0.000886518+0.000984756j 0.00176119-0.0128895j 0.00525934+0.0251415j -0.0035353+0.00232182j 0.00138941+0.0262026j 
0.00566059-0.0263954j 0.00577728+0.0228397j -0.00788738+0.0148306j 0.00150749+0.0562289j -0.00886181-0.000568502j -0.00541431-0.00304484j -0.00140413-0.107902j 0.00445101-0.281351j 0.00103232-0.139793j -0.00209634+0.033379j 0.00150258+0.0531919j 0.00460019-0.00504313j -0.00349259-0.118984j -0.00204087-0.120136j -0.00122141+0.14559j 0.00118887+0.160872j 0.00160273-0.00467838j 0.00014814-0.0362283j 0.000648848+0.0491716j 0.0007016+0.0396884j -0.00134222-0.027323j 8.79024e-05+0.0232601j -0.00291795-0.0206654j -0.00123454-0.0303591j -0.00196148-0.126317j -0.00171183+0.0526324j 0.0020262+0.134623j -0.00354125+0.0231679j 0.00284951+0.142545j -0.00200381-0.071078j 0.00127893+0.0932636j 0.0037066-0.138575j -0.00186675+0.201237j -0.000459367+0.0546112j 0.00083514-0.0626468j -0.00112154+0.0288531j 2.30246e-05+0.126986j 0.00104684-0.17999j -0.000925698+0.284347j 0.00169695-0.0991769j 0.00339898+0.0746641j 0.00441554+0.171942j -0.000854396-0.0437962j 0.000853258-0.0131647j -0.00418603-0.0225058j 0.00322607+0.03549j 0.0049864+0.067176j -0.00145815+0.0388266j 0.00317416+0.00828388j 0.00845276-5.07724e-05j -0.00618794+0.0189052j 0.00493079+0.0325512j 
