-0.00100721-0.0169048j 0.000562448+0.00544328j -0.0141085-0.00513716j 0.00531001+0.00157739j -0.0158065+0.00334909j -0.0194612+0.0261106j 0.0110565+0.00218375j -0.0096825+0.0792035j 0.00259202+0.0583094j -0.0207045+0.0839423j -0.00692886-0.0643031j -0.00555259+0.0509372j 0.00806227-0.083547j -0.0101061+0.00710905j -0.0152729+0.145073j 0.000966215-0.119359j -0.0137332+0.0816402j 0.00417724+0.00989069j 0.0179113+0.0188626j -0.00472073-0.0146971j 0.00181971-0.0979884j -0.0157738+0.0826077j 0.00847232+0.0826121j -0.000881263-0.0157626j 0.00215852+0.0044087j 0.00245617-0.0202703j -0.00545162+0.0953814j -0.010078-0.0518952j 0.0143038+0.118749j 0.000699733+0.0728492j 0.00410122+0.102024j -0.0192084-0.0753203j 0.00924309+0.0726578j 0.0213541+0.0398202j 0.00236453+0.0563379j -0.00475859-0.0232517j -0.00265163+0.0778776j -0.00109786+0.0672526j -0.00536696+0.038114j -0.00781056-0.0216397j -0.0112978-0.0486685j -0.000657768-0.0267128j -0.0171974-0.0327034j 0.0106045-0.0496727j -0.00918295+0.070807j 0.00397951-0.125865j 0.0154053-0.0574203j -0.0118375+0.0897349j -0.00633724-0.047977j 0.00666313+0.0151678j 0.0059959+0.0744442j 0.00196041+0.0230101j -0.0182907+0.0176192j 0.00449617-0.0276427j 0.0148861+0.12482j 0.0198602-0.0670456j -0.0160607+0.052928j -0.000117029+0.0819794j 0.0222374+0.0268059j 0.00234665-0.0761867j 0.00296017+0.0202515j 0.037755+0.0474134j 0.0175093-0.016412j -0.0367798-0.0244984j 0.00578064-0.0305933j 0.00841942-0.0184134j 0.00412192-0.0179131j -0.00628994+0.0294963j 0.00579446+0.0524414j 0.0196409-0.00239432j 0.0137494+0.00187839j 0.0202835-0.0216409j -0.00148363+0.00650102j -0.00195931-0.00353068j -0.0095884-0.0256769j 0.00633781+0.0156049j 0.0115435-0.00958402j -0.00189833-0.0188841j -0.00526084-0.0104166j 0.0045858-0.000660227j 0.0241097+0.0121515j -0.00736799-0.0439116j -0.00966287-0.0280956j -0.0188911+0.00985021j 0.00405446+0.0147788j -0.0106629-0.0413342j 0.00352049-0.0381633j -0.00965889-0.0361448j -0.0043996-0.0029841j -0.0034389-0.0197391j -0.00507414+0.00202064j -0.0060101-0.00719815j 
0.00553703+0.0126917j -0.0126345-0.00674489j 0.0117338+0.0407564j -0.0275924+0.0487695j -0.0132527-0.0293841j 0.0390428-0.0851025j -0.00227772-0.00640944j 0.00287635+0.0509304j 0.00683983-0.0245289j -0.00229489+0.0273918j -0.00717341-0.00214827j 0.00706796-0.0178776j -0.0116482-0.0807206j -0.0079784+0.0725574j -0.00916846+0.0587798j -0.010498-0.20762j 0.0117406+0.189143j -0.00628858+0.0553349j -0.00173412+0.157627j -0.00331621+0.140491j -0.00101786+0.107029j 0.0104469+0.0347385j -0.00949623-0.0106948j 0.00914979-0.0786102j -0.00483152+0.104695j 0.00470224+0.0298367j -0.0108053-0.0490172j -0.00796892+0.0444568j -0.0103718+0.118823j -0.00343266+0.0326366j 0.00787999+0.0598384j -0.0123683-0.0105206j -0.00695428-0.0845744j 0.00972785-0.0979994j -0.00672392-0.0374485j 0.00601564+0.0624767j 0.00266415+0.0102321j -0.000190666-0.0400885j -0.00223593+0.0483693j -0.00396406+0.0218424j 0.00256793-0.0140918j -0.0102581-0.0213648j 0.00698221+0.0843906j -0.00599139+0.0240925j 0.000638958-0.089291j 0.0115175+0.0500807j -0.0131006+0.0498805j 0.00220718+0.03447j -0.00331428+0.0426844j 0.00698136-0.0687059j -0.00183781+0.0507542j 0.00826257-0.0416411j 0.016193-0.181424j -0.00383404+0.0259806j -0.0119371-0.0551587j -0.00180273-0.0379955j 0.00796648+0.127159j 0.000750541-0.00430122j 0.0122798+0.0883614j -0.00711608-0.0679878j 0.00758401-0.0587942j -0.0218619+0.0287236j -0.00697942+0.0336974j 0.0258966+0.00571397j -0.0126806+0.0244422j -0.0138293-0.0176782j 0.00697422+0.0634422j 0.00214299-0.00706319j -0.000386647+0.0583038j 0.000183861+0.0308654j 0.00364384-0.0228528j -0.0165846-0.0150037j 0.0122517-0.00872391j 0.0115575-0.0164159j 0.0112586+0.0371757j 0.00578727-0.0412069j -0.000441211+0.0281262j 0.0112846-0.00323467j -0.00729786+0.0770656j -0.000357872+0.0630809j 0.0226477+0.0222974j -0.0213385+0.0103068j -0.00662061+0.00203985j 0.000587625+0.00826797j 0.0026898-0.0452145j -0.00557454-0.0460724j -0.023927-0.0129572j 0.00769098+0.0228951j 0.00294173+0.0165339j -0.00859065-0.014683j 0.00968053-0.00518075j -0.00497055+0.0128568j 
0.00408445-0.00300871j -0.00236544+0.00852381j -0.00948096+0.00251109j 0.00229873-0.0225865j -0.00379623-0.0154321j -0.000314096-0.00532618j -0.0033878+0.0254731j -0.00376507+0.0136602j 0.00358325-0.0145488j -0.00089168+0.104423j -0.00337229-0.0806673j 0.00954214-0.000891704j 0.00149424-0.106438j 0.0177116-0.121324j 0.00616639-0.0333272j 0.00575892-0.0123234j -0.00923691-0.0959102j -0.0208875-0.0970634j -0.0157755-0.150299j 0.0146583+0.0990516j 0.00458058+0.0463286j 0.00633734-0.120976j -0.0109603+0.0660935j -0.0188702-0.0379003j -0.0120589+0.0582178j 0.00868629-0.0403797j 0.00378317+0.070089j 0.0014567-0.0626684j 0.000523654+0.0285363j -0.0162769-0.0159739j -0.00946447+0.187075j -0.0231365+0.0659117j 0.00196767+0.0157463j -0.0273762+0.0422838j -0.00575977-0.0337846j -0.00541698-0.0724201j 0.00867978+0.0585003j -0.00458091+0.0605596j -0.00993372-0.00568951j -0.0115231+0.0856602j -0.0153757-0.0119339j -0.0286838+0.0428334j 0.0135932-0.0346165j 0.00185542-0.0357262j -0.0120011-0.0178781j 0.00351635+0.0874995j -0.0071349-0.0212268j 0.00918013-0.058582j 0.0105361+0.00372273j 0.0246871+0.0565891j -0.00491387+0.0204444j -0.00348621+0.0164277j 0.0248221-0.00572583j -0.0252926-0.0192566j -0.0252374+0.00871751j 0.0221477-0.0385196j 0.012454+0.0241204j 0.00164457+0.0409867j 0.0351252-0.00541216j -0.0363406-0.0127157j 0.0300919-0.0304465j -0.0236746-0.00743614j -0.0407733-0.0362872j 0.0270085-0.00457666j 0.00872601-0.0145132j -0.00170498+0.0121036j 0.00782217-0.00120372j 0.00368581+0.0171794j -0.0120239+0.0345654j -0.0161415-0.00791904j -0.0192748+0.0165822j 0.00355581-0.00561036j 0.00324356-0.0164671j -0.0082021-0.0337344j -0.0136393+0.0150739j 0.00599069+0.00823847j 0.00195296+0.0254118j -0.00531262+0.0170064j 0.00986653+0.0244443j 0.0047416+0.000815748j -0.013332-0.00305942j 0.00990262+0.00320163j 0.00945422+0.00342534j 0.00209095-0.0110367j -0.00214748+0.0121061j 0.00247029-0.000872332j 0.00658252-0.000923821j -0.00432196-0.0169979j -0.00102715-0.000202024j 0.00255344-0.0221307j 0.000877482+0.00642186j -0.00114202+0.00252774j 
-0.00161275-0.00259532j -0.00610877+0.00712398j -0.00893787+0.0354925j -0.0246836-0.017472j -0.0249026-0.0123653j -0.00217679+0.0323551j -0.0305869-0.086055j -0.0258797+0.0427631j 0.0228096-0.0538141j 0.0115925+0.122067j 0.00765535-0.0901804j -0.00353732-0.00778362j 0.0053223-0.127206j 0.0177505+0.01335j -0.0041589+0.117344j 0.0119934+0.0280761j 0.0140804+0.0520916j 0.00325345-0.0951615j -0.000918838-0.0409661j 0.0147475+0.0845182j -0.0108678+0.143407j 0.00156474-0.0871119j 0.00309838+0.0259316j -0.0240479-0.00776783j 0.00348118-0.0123569j 0.00329367-0.0433489j 0.0143601+0.0223403j 0.0101606-0.0199656j 0.00231479+0.103171j 0.00974548-0.0193274j -0.0169817+0.181304j 0.0427952-0.0159009j 0.0106871+0.048979j 0.00193479+0.0986896j 0.00783314-0.0376255j 0.0229934-0.0626342j 0.00314329+0.00271701j 0.00457346+0.00489138j 0.010955-0.0685192j 0.0204718-0.00723714j 0.0104566+0.0859902j -0.00646247+0.0275231j 0.00639373+0.00840606j -0.0057666+0.0374479j 0.0105469-0.00622895j -0.00625134+0.0664856j -0.0124032-0.0114529j 0.00506962-0.0716074j 0.00655131+0.0263722j -0.020288+0.0832745j -0.0119859+0.0220777j -0.00203596-0.00593037j -0.009723-0.013394j -0.00617194-0.0170447j 0.00130443+0.0709441j -0.00521224-0.073734j 0.0238551+0.0390455j -0.000628569+0.0618789j -0.0548378-0.0629706j 0.0189112-0.0658235j -0.017907-0.0228542j -0.0140489-0.00272491j -0.0142842-0.00527742j 0.00542339-0.0184507j -0.0198647+0.00275316j -0.013401+0.0086511j 0.00520408+0.022472j 0.0059905-0.00146257j -0.0104539+0.0162422j -0.0225015+0.0166882j -0.00556319+0.0109182j -0.0180885-0.0068247j 0.000271403-0.00599094j -0.00610664-0.0562993j -0.00844559+0.0231417j 0.0143696-0.00217843j -0.00820428+0.0275736j -0.0280367+0.0174344j 0.013073+0.0388052j 0.00630531-0.000904193j -0.0192331+0.021958j 0.0106993+0.0174911j 0.0173617+0.00198141j 0.00172731-0.00102192j -0.0096157+0.0267582j 0.00250527-0.000492027j 0.00287968-0.0406781j -0.00737666-0.0324718j -0.0109382+0.00749131j -0.00177191-0.0280799j 0.00373527+0.00375415j 0.0028385+0.0114712j 
0.0102652-0.0116134j 0.00747153-0.00175309j -0.0157357+0.0252377j -0.001375-0.021158j 0.0316406-0.0422567j 0.00656737+0.0321231j 0.0119354-0.0679964j -0.0423052+0.00478534j -0.0106088+0.0117049j 0.0110496+0.000338726j -0.00743495-0.0247963j -0.00736313+0.146726j -0.00971939-0.0520098j 0.013703+0.218023j 0.00419081+0.147139j -0.00988088-0.0491435j 0.00618152+0.130047j 0.0042356-0.0138463j 0.0106978+0.0666181j 0.00103273-0.0758869j -0.00111687-0.127718j -0.00481129-0.0651282j -0.00189349-0.0740354j -0.00601811+0.119179j -0.00230718+0.0572054j -0.00352652-0.0294661j 0.00423918+0.0797407j -0.0103638+0.0146096j -0.0180812+0.148711j 0.00524638-0.0262644j 0.0084884+0.0668818j -0.00148231-0.0563548j 0.00131008+0.0431242j -0.017295-0.00407748j -0.0078737-0.00457631j 0.0109029-0.06962j 0.00912604+0.0733636j 0.00300309+0.0580642j 0.000982089+0.0353798j -0.0137938+0.0790633j 0.00524078-0.056524j 0.0193383-0.00902219j 0.00966002-0.0586657j -0.00972219-0.0903661j 0.00961609+0.0485457j 0.00575802+0.107547j -0.0113515+0.0780972j -0.00367878+0.0233889j -0.0104794+0.022254j -0.00788915-0.0539733j 0.00648779+0.0317385j -0.000148817-0.0189275j 0.00613716+0.0177789j 0.00766323+0.0369742j 0.00433069+0.0739824j -0.00033607+0.0353298j -0.00259233+0.100049j -0.0067905-0.0619405j -0.0204436+0.0759277j 0.0203533+0.0366102j -0.0221074-0.0274778j 0.00219853-0.0142213j 0.0113946-0.0595496j 0.0017484-0.0387633j -0.0166145-0.0131369j -0.0173954+0.0229652j 0.00364434-0.0475753j 0.00332168+0.00178901j 8.72821e-05+0.0365249j -0.0042803+0.0126824j -0.00191723+0.0427047j -0.00641996-0.0132539j 0.0029813-0.0039029j -0.00207416+0.0155119j 0.0176535-0.00259707j -0.0103096+0.015475j 0.00473197-0.0191589j 0.0146759-0.0101257j 0.00141334-0.0056414j 0.00183782-0.0100563j -0.00770641-0.0180843j 0.011884+0.000658895j -0.00379409-0.00318426j 0.0101225+0.028577j 0.00451613-0.0117319j -0.000483201+0.0339252j -0.00114648+0.0260671j 0.00219406-0.00271392j -0.00284573-0.00890177j 0.000594741-0.00860212j -0.00517911+0.00345764j -0.00215208-0.00235304j 
-0.000712369-0.00934107j 0.0102138-0.0109276j 0.0180698-0.024508j 0.00356511+0.0146116j 0.0136362+0.0111162j 0.00203043+0.0277154j -0.0238067-0.0119662j 0.0190096-0.0210076j 0.00490559+0.0492786j -0.00964172-0.0625822j 0.00854623+0.0068677j 0.00161654-6.41207e-05j 0.020099+0.0647409j 0.0150364+0.18951j 0.00631876+0.104678j -0.00432044-0.124504j 0.00206547+0.21012j -0.00906281-0.00803431j -0.023444+0.0597402j 0.0182187-0.14514j 0.00158755-0.0568101j 0.000292748+0.0532239j 0.00200311-0.118429j -0.0127249+0.204813j 0.00206941-0.0120427j 0.00434882+0.00211802j 0.0174958-0.0542256j 0.00518547-0.0330058j 0.00754046+0.204302j -0.00264922-0.0461869j -0.0168266-0.0969411j 0.0120588-0.00794269j -0.00786229+0.180884j 0.0121579-0.028967j 0.000277627+0.0087883j -0.000195022-0.0063493j 0.00241393+0.0315381j -0.00613422+0.0180018j 0.00598955-0.00723001j -0.00810179-0.0703046j -0.00638806+0.00648641j -0.0283467+0.016234j 0.00443514-0.012075j -0.00240234-0.024511j 0.000612647+0.0397847j -0.00213138+0.134531j -0.00580377+0.1243j -0.00401336+0.0457009j 0.00209982+0.0335767j 0.0121419+0.03059j -0.00544255+0.0214726j -0.00276028-0.102216j 0.0105378+0.00025034j -0.0124724-0.0195028j -0.0018269+0.126977j 0.00848759-0.0611725j 0.00465845+0.108631j -0.00496788-0.140604j 0.0252974+0.0574668j -0.024964+0.0130468j 0.0127379-0.0430438j -0.0377681+0.0131202j -0.0290912-0.0340772j 0.013666-0.00369898j 0.0237181-0.0124119j -0.00354111-0.0265516j 0.0144677+0.0029787j 0.00207888-0.00318413j 0.00342728+0.0362936j -0.014166+0.0148765j -0.0113669+0.0278305j -0.0101642+0.0098504j 0.000222455-0.0270277j -0.0047995+0.0500394j -0.00217571-0.0186015j 0.0222168+0.0315472j -0.00670306-0.0357182j -0.00667527-0.0171701j 0.00135512-0.0504906j 0.00411206-0.018105j -0.00789187-0.0109263j -0.0026479-0.00716454j 0.00536407+0.0116268j -0.000512841+0.0443187j 0.00732324-0.0246216j -0.008534+0.0169404j -0.0174396-0.0418788j -0.00769854-0.00676114j -0.00919242-0.0149281j -0.00648805-0.00336262j -0.00865364+0.00061023j -0.0044243-0.0206295j 
-0.00694726+0.0142665j -0.00202321+0.00160496j -0.00285481+0.00313604j 0.0256711-0.0116445j 0.00864455-0.0335681j -0.0161176-0.0365412j -0.000207519+0.0524594j 0.00433393-0.00645176j -0.00634418-0.0587412j 0.00825941+0.116411j 0.00171959-0.063887j -0.00534236-0.0903137j 0.00205453-0.130602j -0.00176094-0.159322j 0.00516254-0.0577908j -0.000431905-0.0281426j -0.00736901+0.0781915j 0.0138342+0.0736747j 0.00326513-0.218095j -0.0022711+0.148084j -0.000958316+0.103041j -0.00332006-0.207654j 0.00187429-0.0038761j 0.00883351-0.135168j 0.00352605+0.0757957j -0.0141545+0.0269457j -0.000223181+0.00036019j 0.00737052-0.0774176j -0.00328017+0.0628282j -0.000270806+0.0447435j -1.28241e-05+0.0887377j 0.0104814-0.00830039j -0.000733654-0.123935j 0.00454283-0.0427064j -0.00202058-0.0901769j -0.00810552-0.0155571j -0.00555006+0.000223779j -0.00269065+0.0504342j 0.00685585+0.00401392j -0.00235464+0.133498j -0.000930437+0.0295526j 0.0146144+0.0108324j -0.00621503-0.13777j 0.00864526+0.153099j -0.0021674-0.0538161j -0.00772436+0.0903739j 0.0172405-0.0834343j -0.00210722+0.0832284j -0.00604931-0.0602218j 0.00651782-0.0609189j 0.00283485+0.13528j -2.4429e-05-0.173115j -0.0103793-0.0908j 0.00899117-0.066029j 0.0148374-0.0765773j 0.00355469-0.0542853j -0.0019645+0.217279j 0.00113821-0.222132j 0.00218129+0.135404j 0.0177254+0.0155183j -0.0100253-0.0998015j 0.014188+0.069551j 0.00742776-0.0465978j -0.0233921+0.0299609j 0.0140624+0.0286891j 0.00789902-0.0343762j -0.00205426+0.0898714j -0.0100803-0.0554644j 0.0126663+0.0962476j 0.012407+0.0259439j -0.0022021+0.0351287j 0.0196038+0.0206961j -0.0121258+0.0205833j -0.00631432+0.0115304j -0.00705087+0.0241109j -0.00511091-0.00716484j 0.00634042-0.0165384j 0.0164415-0.0294197j -0.0197073+0.0120693j 0.000839415+0.0257333j 0.00945946+0.00648209j -0.0180529-0.0126862j -0.0131974+0.0481495j -0.00978339+0.0426426j -0.000753494-0.0597888j -0.0149196-0.0180515j 0.00559796-0.0173637j 0.0015082+0.00918631j 0.00541117-0.0226876j 0.0101288+0.00248936j -0.00575297-0.00427089j -0.00229927-0.0128418j 
-0.00369343-0.00228611j -0.00367996-0.000682321j 0.00282372-0.00181361j 0.0116706+0.00640431j 0.0216861-0.0195911j 0.00816212-0.00920047j -0.00233937+0.00791779j -0.00283543+0.0793642j -0.00605729-0.00905808j 0.00495413+0.0467875j 0.00104664-0.0250057j -0.00468954-0.00600291j 0.00705943-0.0136693j 0.00928812-0.114367j 0.00299567+0.0348753j -0.0139089-0.0536143j 0.00528987+0.0485375j 0.00179504-0.068181j -0.00478368+0.0240659j 0.00209385+0.0199967j -0.000147504-0.0446849j -0.00137295+0.0225641j 0.000146638+0.098528j -0.000697243-0.162214j 0.00182809-0.0835353j -0.00217965-0.0683923j 0.0117535-0.0184476j -0.00614308+0.0717902j -0.0033428-0.0657559j 0.000294484+0.0470842j -0.00294078+0.0618817j 0.0064338-0.045085j -0.0121183-0.104238j 0.00902834+0.0489149j -0.00328063+0.0388616j 0.00349018-0.00132719j 0.0057171+0.085578j 0.000838254-0.029861j 0.00508525-0.0843753j -0.0139978+0.0353255j 0.0019846+0.0856466j -0.00285808-0.0197873j 0.00671769-0.0722152j -0.00839096-0.0554464j 0.01044-0.01026j 0.0022245-0.078747j -0.00676495-0.0716939j -0.00539473-0.0211076j -0.0109586+0.0579309j 0.00595902+0.124347j -0.000839382+0.326462j 0.00211091+0.349334j 0.00713593-0.0148412j 0.00460151-0.105339j 0.000308832-0.150844j 0.00438799+0.0212834j -0.00149907-0.124612j -0.00721296+0.149939j 0.00200267-0.225636j 0.00118575-0.0255124j -0.0212708+0.0465324j -0.0092539-0.0701229j 0.00119289+0.0213231j 0.00157666-0.127504j -0.0032615+0.125814j -0.016915+0.00548314j 0.0139044-0.00765626j 0.0031457+0.0329161j 0.00212111-0.0751767j -0.0119525-0.0733931j -0.00622018-0.0447887j -0.013528-0.0259313j 0.00269536-0.0246335j 0.00182862-0.0177934j 0.0155162+0.0241357j 0.0146527+0.0150249j -0.0107891+0.0142839j -0.00719952-0.00435688j 0.00621963-0.0442878j -0.00580354-0.0243997j -0.00565019+0.070022j 0.00693806+0.00372779j -0.00396032-0.0746697j 0.00506384-0.0247976j 0.0188121+0.0435056j 0.00414392+0.00799145j -0.0284451-0.0395j 0.00020366+0.0549752j 0.00567288+0.03306j -0.0100515+0.00395476j -0.000396772+0.00759931j -0.00637057-0.00922431j 
0.00721577-0.0225701j 0.0120143-0.00468268j 0.0193044+0.0210331j -0.00368395+0.0413783j 0.00271804+0.029947j 0.00329762-0.00288434j -0.00188337+0.0301234j 0.0215513+0.116044j -0.00152802+0.0281389j 0.000892983+0.146795j 0.00260581+0.00252271j 0.00237764+0.0406292j -0.00916522-0.208961j -0.0156427+0.0340497j 0.00356217+0.0789025j 0.0041897-0.0651845j -0.00116443+0.126153j 0.0053873+0.000986091j -0.00136246-0.0314644j -0.00296675+0.0894254j -0.000587282-0.25816j 0.00636705-0.0412197j 0.00193836+0.144003j 0.0157343-0.0605534j -0.000111259+0.198154j -0.00513454-0.0792005j -0.0038153+0.117446j 0.013356-0.0736985j 0.00149066+0.134407j -0.00157083+0.131847j 0.00253089+0.0119799j 0.000612893-0.139194j -0.00296231+0.0272568j 0.00165149+0.000893129j 9.64941e-05-0.023912j -0.00630272+0.0112435j -0.00650729+0.0161498j -0.00106721+0.0964539j 0.00239688+0.0370617j 0.0140542+0.0845954j -0.00337808-0.0929145j -0.0022921+0.0279356j -0.00388024+0.00771465j 0.0026255-0.0545077j -0.00879773+0.0845921j -0.00253702-0.061716j 0.00181402-0.00730149j 0.00829624-0.111471j 0.0107007-0.0211192j -0.00280429+0.051893j -0.00379751+0.0448887j -0.000124613+0.280269j 0.00850409+0.0880421j -8.53064e-05+0.124803j -0.00499452-0.0494605j -0.00936867+0.0833633j 0.00158332+0.0578318j -0.000282279-0.0540083j -0.00754305+0.0142445j -0.00739288+0.0429752j 0.0111895+0.0732592j 0.000259334+0.0152402j 0.00013142-0.0858606j 0.00628035-0.0515887j 0.00213311-0.00539326j 0.00513765+0.0852506j -0.00294836-0.0947271j -0.00205448+0.0279153j 0.00366791-0.00626302j 0.00214978-0.0766818j -0.00304032+0.0375715j -0.00178896-0.00559244j -0.00105128+0.0269154j 8.69178e-05+0.0202387j -0.00491563+0.00695486j -0.0100121-0.00212723j -0.00375843+0.00257233j -0.00240575-0.0272686j -0.000510215-0.0372845j -0.00582583-0.0187024j -0.00389288-0.0226889j 0.00281349-0.0525133j -0.00513685-0.0466796j 0.00319481+0.00894921j 0.00010092+0.0162365j 0.00177701+0.0295837j 0.00792528+0.0629591j -0.00474592-0.0207141j 0.000613292-0.0312382j 0.0112675+0.00455745j -0.00992244-0.00395882j 0.00143196+0.0010561j 
0.00582483+0.0314503j 0.0112123-0.00869117j -0.0137501+0.0511021j -0.00641158-0.0273209j -0.00162435-0.126472j -0.0130377-0.0762024j -0.00909214+0.0160715j -0.00230779-0.0671803j 0.0060835-0.0769529j -0.000142893-0.118318j 0.000608053+0.00887585j -0.00421007+0.0657315j -0.000790776+0.0549776j 0.00264992+0.115257j -0.00600548+0.0382833j 0.00147199-0.322185j -0.00832871+0.0367787j 0.00307451+0.0804023j 0.00326146+0.179773j 0.00337388+0.105467j 0.00222166-0.0277675j -0.0037754-0.0263769j 0.00460744-0.072805j -0.00713251+0.00313435j -8.19342e-05+0.0187787j 0.00419873+0.14325j 0.00237686-0.0626445j 0.00183344+0.119709j 0.00947182-0.0367925j -0.00425299+0.0138563j -0.00403914-0.0450888j 0.0039057+0.060368j 0.00267611-0.200668j 0.00379957-0.141061j 0.00204239+0.0592921j 0.00141492+0.0233982j 0.00179307+0.0893548j -0.000314837+0.0960677j 0.00147214-0.0378412j -1.25244e-05+0.212473j -0.000289155+0.166163j -0.000421978-0.115342j -0.00213517-0.0871661j 0.00138213-0.0896389j -0.00292145-0.165088j -0.00331073+0.0635936j 0.000525227+0.067158j 0.00195206-0.247802j 0.00420036-0.149009j 0.000922353+0.190154j -0.00332845-0.0724522j 0.000115464-0.0343048j -0.000189867+0.0411009j -0.000801914-0.035122j 0.0021023-0.204147j 0.00420493+0.0201692j 0.00388512-0.153101j 0.00088982-0.0321426j -0.000764806-0.0418616j 0.00501991+0.161175j -0.00170304+0.0166123j 0.00249695+0.0957784j -0.00580488-0.043363j -0.00994631+0.0182871j 0.00841569+0.0765451j 0.00606836+0.0753239j 0.00461584+0.00826814j -0.000537953+0.0710738j -0.00349309-0.0430838j -0.00278387-0.0563824j -0.000842044-0.0568508j 0.00559104-0.0075693j -0.0028515-0.0825155j -0.0056095+0.00262937j -0.0119879+0.0135068j 0.00762665-0.0203077j 0.0028405+0.034964j -0.0088448+0.0170731j 0.00273259+0.0566095j 0.00490056-0.00183613j -0.000365979+0.0325425j 0.00324622-0.0462527j 0.00573151+0.0475529j -0.009339-0.0309684j -0.00793261+0.0183084j -0.00788192-0.0032148j 0.00605009+0.026969j -0.00990439-0.00319746j 0.00160791-0.00486437j 0.010378-0.0112091j -0.00430261-0.00205356j -0.00325649-0.0058058j 
0.0360388-0.0139745j -0.00618071-0.0166913j 0.0285719-0.0277461j -0.000848806+0.0303994j 0.0222041+0.0137793j 0.0211193-0.0501513j 0.00498921+0.0908448j -0.0126886-0.0582807j -0.0010903+0.112328j -0.000873947-0.0612849j -0.0095311+0.00689075j -0.0160974-0.0181603j 0.00390139+0.0699983j 0.00198276-0.146171j -0.00277925-0.168785j -0.0090094-0.282409j 0.00119314-0.0381271j 0.00284967-0.117517j 0.0101059-0.122096j -0.000549221-0.00571585j -0.00409017+0.124988j -0.00676288+0.11104j -0.0007172+0.093105j -0.00549869-0.0491562j 0.00251566+0.128833j 0.000451171-0.0146099j 0.0048201+0.0145269j 0.00389714+0.0577185j -0.000859694-0.0543107j 0.00457863-0.0960922j 0.00443579-0.0108735j 0.00765611+0.0147791j -0.00247688+0.170003j 0.00580453-0.0975534j -0.000962804-0.156799j -3.10599e-05-0.0426658j -0.00329685+0.187509j -0.00285524+0.0178734j 0.00663862+0.128468j -0.00085076+0.0628893j 0.00373967+0.0487798j 0.00665369-0.0802965j -0.00219316-0.0771848j -0.00614684+0.00228705j 0.00870263-0.0606407j -0.00248406-0.0691043j -0.00260979-0.114149j -0.00406388+0.0463546j -0.00323688-0.0851947j -0.00345691+0.0257866j 0.000305975-0.164577j -0.00330262-0.000197533j -0.00413743-0.0172537j 0.0044766+0.161101j 0.00661894+0.0948462j 0.0049213-0.060035j -0.00154512-0.10129j -0.00971129+0.0876103j -0.00851501+0.0490031j 0.00708676-0.0716914j -0.0039941-0.0259698j -0.00080185+0.0121609j 0.00531234+0.00754279j -0.00327434+0.00128228j 0.00119449-0.0773046j 0.00156788-0.0296316j -0.000184579-0.042423j -0.000617092+0.0569898j 0.00402203+0.0518137j 0.000818635-0.0444068j -0.000614435-0.04023j -0.000930078+0.0108032j -0.00103004-0.0393428j -0.00516248-0.00430847j 0.00499779-0.0364786j -0.000233539+0.0298613j 0.00371444-0.000472467j 0.00413682+0.0263347j -0.00137784-0.0149082j -0.00125714-0.0138802j 0.00686026-0.054369j 0.00116112-0.030772j -0.000606658-0.0202847j -0.00381575-0.0308974j 0.0116072-0.016144j -0.00543682-0.0271354j -0.0162105-0.000499617j 0.000262724+0.00299498j -0.0104476+0.00929435j -0.0118459-0.0357242j 0.000665022+0.00425033j -0.00851682-0.00910044j 
