0.0402792+0.0235964j -0.132529-0.101379j 0.0125968+0.14506j -0.0035199+0.0258622j -0.0322346+0.0421214j 0.0270451+0.0624267j 0.0101213-0.0428297j 0.0105086-0.0280552j 0.0151895-0.0432231j 0.0476398-0.0199198j -0.0188973-0.0366074j -0.0292982+0.0284885j -0.00984699-0.000772789j 0.000131185-0.0353779j 0.00175637-0.0101118j -0.0106752+0.0395848j -0.0518675+0.00360402j 0.0414777+0.000906776j 0.0463415+0.0289387j 0.0120576-0.0354615j -0.0640522+0.00329794j 0.0281984-0.0458478j 0.0496529+0.0227802j 0.00800098+0.0150168j -0.145993+0.0067723j 0.0995643+0.22379j 0.15328-0.0994582j 0.109693-0.0109701j -0.111464+0.0117719j -0.0201982-0.0874454j -0.0373573-0.0666647j 0.0211651+0.0447918j 0.0406134-0.0350593j -0.0390621-0.0158932j 0.0144998+0.0520045j 0.0318664-0.0112643j -0.00360425-0.0310384j 0.0155841+0.0169467j -0.0122242+0.0180257j 0.00715999+0.0154698j -0.0230785-0.028601j 0.000238666+0.00522479j -0.0182525+0.00480468j 0.0274635+0.00880749j -0.0191161-0.0111387j -0.00138557+0.0174656j -0.0128289-0.0020575j 0.0131082-0.00340837j 0.00557606-0.00184518j -0.0030356-0.0247477j -0.00144201-0.0140389j -0.0213886-0.00168174j -0.0166105-0.0184525j -0.0274822-0.0282253j 0.0286733+0.00776423j 0.0208712-0.00267584j 0.00482647-0.00127j 0.0342534+0.033541j -0.0338757-0.0406095j -0.020685-0.0111356j -0.0104117-0.0154522j -0.0387774+0.0140294j 0.0138815+0.0558067j -0.0408964+0.0717631j 0.10099+0.0255359j -0.311197-0.0613485j -0.00495782+0.25375j 3.09521e-05-0.00368837j 0.137845-0.127927j 
0.0274897-0.0154474j -0.0519576-0.000382847j 0.0708271+0.0141665j -0.0250201-0.0978899j 0.202936-0.0838494j -0.0315983+0.0925759j -0.0991595+0.12708j -0.0618367-0.0895761j 0.0294445-0.15329j 0.0741876-0.112983j -0.0565719+0.0919458j 0.122248+0.192126j 0.258802-0.0971873j -0.00177862-0.0933921j 0.184874-0.0277424j -0.164018+0.0890939j -0.0346188-0.0224452j -0.0616448-0.0243911j -0.103376-0.159958j -0.104915-0.00585525j -0.00196166+0.0806196j -0.134146-0.0442104j -0.0150827-0.092573j -0.0424521-0.0990498j 0.00246961-0.0189325j -0.0260897+0.10694j 0.0276704+0.0192481j 0.0340162-0.0147953j -0.017917-0.0232258j -0.0225404+0.00185701j 0.00230151-0.0018088j -0.00718615-0.0127932j -0.00686323+0.0237303j 0.0510965-0.0153319j 0.011134-0.0145928j -0.0246553+0.0265478j 0.00651104+0.0438171j 0.0431733-0.0176309j 0.0125856+0.011017j -0.0202362+0.00138894j 0.0196874+0.0323238j 0.00990571+0.0010429j 0.00890161-0.00680858j 0.0128767+0.0517781j 0.0178855+0.00369537j 0.025175-0.00606849j 0.0135353+0.0198239j -0.0191909-0.00113555j -0.0116603-0.0184122j -0.00381788+0.00402724j -0.0102137+0.00792846j 0.00921608+0.00879691j 0.0158476-0.010218j 0.00402236-0.00241642j 0.00228246-0.0040848j -0.00384539+0.00929164j -0.0148344+0.00767356j 0.00943126+0.00463059j -0.00857437+0.00112063j 0.00149865-0.00843416j -0.00308587+0.00654116j -0.00845534+0.0106733j 0.00626187+0.00170538j 0.00309476+0.00697073j -0.00650502+0.00879866j 0.00929737-0.00430478j 0.00507397+0.0152445j -0.00583885+0.0136836j -0.0060355-0.00224079j 
0.0353013-0.0297266j -0.0378349-0.053969j 0.00731648-0.058772j 0.020345-0.00230359j 0.0877043+0.228684j 0.283372-0.118664j 0.246131+0.22407j -0.0249177+0.083142j 0.0180819+0.143889j 0.032197+0.0426417j -0.112922+0.0887344j -0.117933-0.00732868j 0.154643-0.0527618j 0.0298388-0.271851j -0.036303-0.0572706j -0.0817864+0.188702j 0.136757+0.0288912j 0.0336873+0.0668507j -0.0856909+0.0296692j -0.0690688+0.0175567j -0.0733814-0.021169j 0.016992-0.0165674j -0.0222187-0.000418024j -0.13397-0.00722185j 0.0705285-0.0384584j 0.0061186+0.0173132j -0.0532525-0.0368167j 0.0208415+0.039269j -0.00298474+0.0158044j -0.0238143-0.0198729j -0.0117006+0.029954j -0.00113255+0.00989456j -0.0142831-0.00831477j 0.0175934+0.0577351j -0.0678486+0.00934297j 0.0211344+0.0425491j 0.0079703-0.0209583j -0.00373605-0.00599208j -0.0250129+0.0292117j -0.00473592-0.0223178j -0.00449778-0.0410263j 0.0136846+0.000655897j 0.0292149-0.0112214j 0.000234946-0.0070296j -0.00772439-0.00708706j 0.00478337-0.00822817j 0.016101+0.00401066j 0.00742295+5.79742e-05j -0.00203904+0.00734981j 0.0082178+0.00515828j -0.00469536+0.00508642j 0.0021297+0.000823646j 0.00381538+0.0126077j -0.0141089+0.0111146j -0.00167019-0.00516303j 0.00855611+0.0142765j 0.00109987+0.000817468j 0.00302165-0.0160412j -0.00489847-0.00273142j 0.00287788-0.0177658j 0.00707166-0.00821736j 0.00465645+0.00866033j 0.00626189+0.00434261j -0.00722972+0.00404554j 0.00493209-0.00798153j -0.0108245+0.0031899j -0.00626417+0.00767176j 0.00714668+0.0016692j -0.00163457+0.00141724j 
0.0243254+0.00100746j -0.0620917-0.0286766j -0.0962485-0.134367j -0.147361+0.142625j -0.143215-0.0698305j 0.115159+0.0769422j -0.304334+0.0891398j -0.0563242+0.0686819j 0.132799+0.00160597j -0.0462807-0.0926169j 0.0786091+0.0102907j -0.268039+0.136003j -0.066356-0.123633j 0.119704-0.119987j -0.149011-0.0177347j 0.0392009-0.083677j 0.0620023-0.0163454j -0.059682-0.0968291j 0.0411141+0.00965886j 0.0670844-0.0210544j -0.0241305-0.105862j 0.0445767-0.0950376j -0.125077+0.0244542j 0.0791673+0.0169545j 0.0695025-0.0234513j 0.00741723+0.0242679j -0.0460499+0.0307479j -0.0123838+0.0333563j 0.0237081-0.0589445j -0.00424399+0.00418334j 0.0252538-0.0113106j 0.0326681+0.0549397j 0.0532432-0.0492729j -0.026504-0.00213632j -0.00957187-0.0098194j -0.0675743+0.0236004j 0.0389483-0.00300413j 0.0355482+0.0112605j -0.00401854-0.0120712j 0.0245177-0.0222673j -0.0388507+0.0164013j 0.0328382-0.0276952j 0.00715005+0.018739j 0.0121413+0.00347114j -0.0215113-0.0170243j 0.00288986+0.00154437j 0.00362366+0.00406516j 0.0103278-0.00601745j -0.0139898+0.00016163j 0.00923934-0.00491975j 0.0150249+0.0133245j 0.00881745+0.00177507j 0.00344355-0.00766301j 0.00558475+0.00824169j -0.0170822-0.00734957j -0.00251147+0.00025855j -0.00383824-0.00912893j 0.0072756+0.00618809j 0.000314244-0.00137272j -0.00409808+0.000231694j 0.00148574-0.00566349j 0.00419127-0.00834687j 0.00567115-0.00444894j -0.000626959-0.00554938j 0.011429+0.0053225j -0.0298953-0.000560159j 0.00981874+0.0257606j 0.00416762-0.00821143j 0.0160381-0.000336996j 
0.0163512+0.0129735j 0.0676975-0.0467821j 0.0121604+0.0493936j 0.0674463-0.0851887j -0.150639-0.00498141j 0.000923323+0.14981j -0.0826702-0.0242404j 0.0566025+0.204387j -0.168058-0.0190769j -0.0286784+0.0318829j -0.0686616-0.166755j 0.00865803+0.0381391j -0.196365-0.0744845j 0.0847957-0.0626109j -0.0581199-0.0883876j 0.0752399+0.033712j 0.0138687-0.0505367j 0.0507314+0.035687j -0.02239-0.0737278j -0.049398+0.00917175j 0.0564986-0.00126344j -0.0095047+0.0621757j 0.0159801-0.00347897j 0.021983-0.0348088j -0.0393159+0.0519838j 0.0346644+0.00384731j 0.0225187-0.0893499j -0.0189529+0.0216825j -0.0206216+0.0366897j 0.00854855-0.0483395j -0.0534108+0.0200646j -0.00682071-0.0292892j -0.026497+0.0277933j -0.0465718-0.00549244j 0.0106931-0.0257982j -0.021137-0.0370215j -0.0263593-0.0157656j -0.0171353+0.00237187j 0.00666621+0.00718695j 0.00676567+0.00467241j 0.0887832+0.0170159j 0.0297615-0.00966548j 0.00674294-0.03152j 0.0168276+0.0132843j -0.0237666+0.0196691j 0.0179151+0.00477875j -0.00439735+0.0223585j -0.00200137+0.0115314j 0.000628867+0.020676j 0.00102116-0.00963117j 0.00428116+0.0114993j -0.00949145-0.010828j -0.00765458+0.0110263j -0.00126538-0.00215434j 0.00400841-0.009478j 0.0113485-0.00158463j -0.00250331+0.00166932j -0.00097671-0.00267344j 0.00366248-0.00456457j 0.00861046+0.00776216j -0.000544021+0.00754321j 0.000610699+0.00915033j -0.00868459-0.00171283j -0.00112292+0.00108779j -0.00145594+0.00237365j 0.0234553-0.00423335j 0.00325744-0.0191756j -0.00897039+0.00559087j -0.0161606-0.0119777j 
-0.128027-0.0237113j -0.0890596+0.0565194j -0.100683+0.0718595j 0.139353+0.157993j -0.0370956-0.0752365j -0.0352578-0.0081941j 0.0636181-0.0525358j 0.0244022+0.0749399j -0.0545495+0.247081j 0.141419+0.0279042j -0.04257+0.17516j -0.14383-0.142206j 0.0509767+0.262275j 0.0917971+0.0368568j 0.00103561-0.00639483j 0.0101952+0.00655642j 0.0538991-0.102919j 0.0225938+0.00201444j -0.00893592+0.0477237j 0.0919459+0.0195327j -0.0142881+0.176502j 0.0376176+0.00950127j -0.0735959-0.052663j -0.0268561-0.0598467j 0.00548165+0.0304909j 0.0827773+0.0883012j -0.0439033-0.039045j 0.0385617+0.0182229j 0.024705+0.00457946j 0.0551375+0.0201452j 0.05782-0.0518331j 0.0382568-0.0338174j -0.0469834-0.0578814j 0.00738702-0.0206261j 0.00274489+0.00854758j 0.00280365-0.0069422j -0.0206813+0.0209332j -0.000702663+0.021576j 0.00297243+0.0229143j 0.0502785-0.00970339j 0.00822386-0.0249511j 0.0163958+0.00026443j -0.0113887+0.0091556j -0.013718+0.00814238j 0.00736082+0.00968145j 0.00650143+0.00770699j 0.00329524+0.0241581j -0.0157734-0.0180193j 0.00807314-0.00201905j 0.00463931+0.0155874j 0.00708475-0.0121181j -0.00448612-0.00438823j 0.00741055-0.00605218j 0.00615995+0.000815772j -0.00062776-0.0161947j -0.00344755-0.00460798j -0.00551207-0.0065753j -0.00974665+0.0170788j -0.00151151-0.00205897j -0.00303011-0.0117433j -0.0173745-0.00224653j -0.0112697+0.00992856j 0.000710388+0.00684026j 0.00316959-0.00448273j -0.00730363+0.00849854j 0.00530414-0.024247j -0.0259688+0.00822086j -0.0180969-0.00602168j 0.0107123-0.00468208j 
-0.122473+0.0782674j 0.0738735+0.055912j -0.029538-0.100396j 0.0633657+0.0259568j 0.0548198+0.179924j 0.130821-0.0305964j -0.0631884+0.171365j -0.00603627-0.143004j 0.0061996-0.121368j -0.178984-0.0956244j -0.0508538-0.183198j -0.0233173-0.00587777j -0.224018+0.109703j -0.0658137+0.161754j -0.0708797-0.0197028j -0.00559814-0.110716j -0.0424875-0.119516j 0.124388+0.0315748j 0.0914859+0.00758364j 0.161364-0.0174924j -0.153257+0.00298273j 0.0350803-0.00233076j 0.0631204-0.0292641j 0.0325313-0.0411677j -0.104455+0.0199098j -0.0235585+0.0503957j 0.110416+0.0369473j 0.0232334-0.0176983j 0.0266574-0.0511952j 0.0614002-0.00932682j 0.0161046-0.0222201j 0.0105279+0.037604j -0.0226963-0.00271519j 0.029608+0.0510905j -0.03629+0.00571579j 0.00294437+0.0535824j 0.017966+0.00980908j 0.017073-0.00166099j -0.0604789+0.000467962j 0.00669172+0.0120687j 0.00292433-0.00275732j 0.000434051-0.00235856j 0.0129706-0.0288659j -0.00136035+0.000857522j 0.000725339+0.00735922j 0.00899338+0.0116688j -0.000286826+0.00735301j 0.0133194-0.00178461j 0.00523516-0.000248195j 0.00480287+0.0212636j -0.000383967+0.00390395j -0.00792629-0.00186089j 0.00444413+0.00540419j 0.0181233-0.000276569j -0.00781495+0.00659533j -0.00981235-0.0036075j -0.00300853-0.00545004j -0.0171897+0.0144572j -0.00851386-0.00588553j 0.0119222-0.00883008j -0.0178014-0.0205864j -0.00158321-0.0194362j -0.01382+0.00197344j 0.00257634-0.00668928j -0.00485473-0.0176939j 0.00944528+0.0265651j -0.000429076-0.0141884j 0.00738677-0.0126145j -0.00329936+0.0134004j 
0.0646075+0.0352683j 0.0524191-0.136172j -0.0326777+0.131535j 0.288376+0.0655104j -0.0199936+0.106483j 0.076052-0.0734222j -0.0690255-0.132429j 0.258381-0.151855j 0.203267-0.0323581j 0.0753172-0.0475026j 0.0402901-0.0983208j 0.0939973-0.000327191j 0.0767-0.044273j -0.0805947+0.00402563j -0.0651746-0.119307j -0.020776+0.0957333j 0.0378511-0.00883635j 0.0498832+0.000598144j 0.14836-0.0605947j -0.075872+0.0868766j -0.00356654-0.0703554j -0.012033+0.0605236j -0.0943039-0.0622386j 0.0644229-0.0207878j -0.0852253+0.0552349j -0.00196229+0.0321317j 0.0515421-0.0631901j 0.00400225+0.0776509j -0.0149776-0.0227058j -0.00623954-0.0723252j -0.0652209+0.0387157j -0.0109015-0.0632767j -0.103989-0.00906722j -0.0063403+0.014311j -0.010004+0.047855j -0.0320721-0.0129987j -0.0356238+0.0534497j -0.00820291+0.00402393j 0.0189498-0.0114683j -0.0173406+0.000657509j 0.00859957+0.0106669j -0.0174988-0.0170649j 0.00579875+0.00663999j -0.0254239+0.0216309j -0.00550646-0.00025004j 0.00344002-0.00477331j 0.00835963-0.00363193j 0.00618342+0.000800579j 0.00874161+0.00528598j -0.0120578+0.00158229j -0.000399288+0.00113565j -0.00527476-0.00391328j 0.000115276-0.00622541j -0.00125977+0.00679547j 0.00315155-0.00943771j 0.0104378+0.00812061j -8.43223e-05-0.00677444j -0.0076781+0.000630217j 0.00752499-0.0190973j 0.0164273+0.00962528j -0.00705743+0.00647443j 0.00685268+0.0102497j -0.00152741-0.00128354j -0.0132733+0.00246407j -0.00328108-0.00238996j 0.010113+0.00151783j 0.000634074+0.00640856j -0.0113673+0.00179436j -0.00981043-0.0157528j 
-0.120219+0.0671129j 0.0133912+0.0983763j 0.170833-0.112944j -0.089041-0.0186756j 0.00769442-0.027146j -0.0315216-0.0534928j 0.0189494+0.159635j -0.0152963-0.155951j -0.0598804-0.0484337j 0.116448-0.115812j -0.00590663+0.0704403j -0.146283+0.0458097j 0.0880575+0.0326486j 0.117794+0.0269848j 0.00402147+0.088525j -0.00506038-0.0533373j -0.0685976+0.0331805j 0.144312+0.0646762j -0.0721091+0.0564381j 0.087236+0.101259j 0.0226546-0.00152436j -0.00860118+0.0615678j 0.0272527-0.00416689j -0.0729801-0.0219005j -0.00386946+0.0050584j -0.131991-0.0794927j 0.0117193+0.0627759j 0.0516108+0.0327892j 0.0287999-0.0596503j 0.0974183-0.0146669j -0.00543727-0.0986357j -0.100245+0.0676623j 0.0425094+0.0361369j -0.0258971-0.0300544j 0.0333136+0.00522594j 0.0242931+0.0415273j -0.0423588-0.0158971j -0.0153241+0.0291917j -0.00214442+0.000430839j 0.00932638-0.0310655j 0.0150266-0.0128665j -0.00929696+0.00517742j -0.00129722+0.0201031j -0.0089782-0.0106251j -0.0121614-0.0102293j -0.00345685+0.000809001j 0.00203143+0.0093048j 0.00697337-0.0119744j -0.00118011+0.0119422j -0.012443-0.0187698j -0.0079763-0.0052494j 0.00352012+0.00609066j 0.00313149-0.0085812j 0.00303645-0.00101039j 0.00762841+0.00015262j -0.00886053-0.0186027j 0.00477226+0.00186653j -0.0133515+0.0087831j -0.0106291+0.00559959j 0.00267879+0.00369725j -0.000657713-0.00727673j 0.0104791+0.00973856j -0.00538538+0.0119853j -0.00218716-0.0153681j 0.0120049-0.00245238j -0.0461614-0.00489116j -0.0113781+0.0431j 0.00397286-0.0268009j 0.0377563+0.00108205j 
0.102299+0.0984474j 0.0742016-0.204271j 0.0223068-0.0525073j -0.126364-0.00695799j 0.102115-0.172395j -0.0117644-0.145697j 0.00956179-0.0501394j 0.176554-0.0173133j -0.0654185-0.0409701j 0.0315812+0.0529272j -0.179848-0.094222j 0.0357638+0.0165621j -0.0874166-0.0810128j -0.0654132+0.0374779j 0.0966689-0.0099232j -0.00745537+0.00755366j 0.0148691-0.00456477j 0.0254209-0.0496963j -0.00295818-0.00210282j -0.0412596+0.0715866j 0.0180006-0.0615024j -0.0241921+0.0656188j -0.0102418-0.00067431j -0.00965571-0.0159943j -0.0402948+0.0796562j 0.029557-0.0464796j -0.0156598-0.0671585j 0.0257946+0.101375j -0.0141816+0.0110385j -0.0879176-0.122827j -0.0830655+0.107458j 0.0127822+0.0215404j 0.0534419-0.00992001j 0.0176989-0.0550299j 0.00975392+0.0285035j -0.0535131+0.011503j -0.0220888-0.00570068j -0.0117755-0.00372289j 0.00358921+0.0195322j 0.00736343+0.0163915j 0.00306023+0.015214j 0.0143468-0.00552401j -0.023211-0.0283148j -0.00465299-0.0146215j 0.0201399-0.00267724j 0.00483383+0.012075j -0.0123992-0.00463867j 0.00553182+0.0147328j -0.00837159+0.0038785j 0.00381879-0.00708763j 0.00311859-0.0141547j -0.00795899-3.57936e-05j 0.00756225-0.000294195j -0.00932289+0.00595458j 0.0225749-0.00602828j 0.0127858-0.00456497j -0.00271197-0.00435616j 0.00353918-0.00495457j 0.000541215-0.00695234j 0.0081985+0.0126661j 0.0013102+0.00877629j -0.011399+0.00340821j 0.0067946+0.00818615j -0.0145815+0.00868395j -0.00250986+0.00157664j -0.00204051-0.0458928j -0.0367415-0.03037j -0.0316608+0.0185222j -0.0138008-0.0181857j 
0.0492528+0.268779j 0.209129+0.0286072j -0.05345+0.0321833j -0.207578+0.00197945j -0.0497365+0.00653268j 0.0317406-0.12133j 0.0537613+0.177064j 0.100578-0.0704076j -0.0925698+0.0577935j -0.136955-0.016571j 0.022481-0.00539929j -0.0353483+0.127483j -0.0373756-0.018031j -0.0470884+0.150494j -0.0381974-0.0469178j 0.0296503-0.0966433j -0.034385+0.0214922j -0.148746-0.00867336j 0.0596564-0.00316001j -0.00238258+0.0501178j 0.0522958+0.11998j 0.0132453+0.0678201j -0.105888-0.0114328j 0.0824309-0.0636664j 0.165916+0.0379565j -0.0091979-0.10884j -0.115643+0.0278267j -0.0666701-0.0135564j -0.0350538-0.0605063j 0.0327374-0.182926j -0.178065-0.0943209j 0.0496777-0.0273667j 0.0462899-0.0337739j -0.00625553+0.0158348j 0.0450095+0.0289712j 0.00870196+0.0261339j -0.0106156-0.00149824j -0.00333289-0.0113297j 0.030946+0.00119786j 0.00371254+0.010216j 0.00952411-0.0201921j 0.000788752-0.00183203j -0.0280134+0.0163572j 0.0184358+0.0108268j 0.00303717-0.0248122j -0.00232852-0.00932968j -0.00651426+0.0253345j 0.00401242-0.0141881j -0.00757463-0.0148913j -0.013122-0.00842017j 0.00138404-0.013141j -0.0218222-0.00039728j -0.0163846-0.0221754j 0.00828418-0.00813034j 0.00925806-0.0184042j 0.00504735-0.0128461j -0.00276301+0.000233664j 0.0168597+0.0158207j 0.0119938-0.0185794j -0.00607847-0.00465529j 0.0013256+0.0020608j -0.00262491+0.024754j 0.00726979+0.0102332j -0.0162889+0.0128037j 0.0198347+0.01854j -0.0397543-0.0407758j 0.0026943+0.0484209j -0.0314745-0.00387157j 0.0308074-0.0274318j 
-0.11925+0.0253458j 0.105663+0.0918987j 0.25995+0.113086j 0.195387-0.104273j -0.118764-0.000487835j -0.0119968+0.175667j 0.00712254+0.066459j 0.0658681+0.075394j -0.183527+8.94163e-05j -0.0216402+0.0207387j 0.0790094-0.107635j 0.184897-0.107848j -0.00118582+0.0284307j -0.0444884-0.00863923j 0.0149267+0.00722785j 0.0144203-0.0461066j -0.0330532+0.0369695j -0.0487105+0.0878569j 0.028147-0.0363623j 0.016888-0.0638088j -0.0111839+0.0079498j -0.0335996-0.00545944j 0.0292985+0.0114564j -0.039639+0.0632735j 0.0945958-0.0955089j -0.0404784+0.00896456j 0.0120989+0.00327801j -0.0113187+0.00975658j 0.0568544+0.00750512j 0.142185-0.012207j -0.0567247-0.105662j -0.082102-0.0202913j -0.0550798+0.0207076j 0.0166225-0.0235113j -0.00646597-0.023916j -0.0184741+0.0258751j 0.00719353+0.0166509j -0.017988+0.00562613j 0.0154345-0.0199844j -0.0133712-0.00453871j 0.0241816-0.00066364j -0.0117576-0.00347792j 0.0164728+0.0259639j 0.0144599-0.00774017j -0.00200439+0.0033977j -0.0219778+0.000627255j 0.00905504+0.00394844j 0.00130447+0.00500314j -0.00198101+0.00229149j -0.0181857+0.0222398j 0.00135366-0.00409871j 0.00132677+0.00506879j -0.0074633+0.00409179j -0.00729296-0.00529389j -0.00656602-0.00702811j -0.00470276-0.00193595j 0.00921189+0.00106573j -0.00223428-0.00680729j -0.00302094-0.0134561j -0.000603824+0.000303482j 0.0145528-0.0063306j 0.0195922+0.0185029j -0.0065991-0.00383649j 0.00806356+0.00853206j -0.00271166+0.00123252j 0.0214586-6.10023e-05j 0.0110817+0.00390671j 0.00126267-0.00367418j -0.00380787-0.00600267j 
-0.0035666+0.0150287j 0.0388561+0.0678216j 0.0924584+0.125331j 0.122477-0.157501j -0.238041+0.321166j -0.17281-0.0361338j 0.301525-0.103954j -0.0542793-0.0044787j -0.0503402+0.0464121j 0.0547612-0.023001j 0.0251774-0.0186313j 0.00269583-0.0262698j -0.00837959-0.01867j 0.042171+0.00205581j -0.00192349+0.00828509j -0.0183256+0.0160222j 0.0153006-0.0187223j -0.0178439-0.0527545j -0.0118953+0.0414047j 0.0304518+0.0311077j 0.0303163+0.0047975j 0.065061-0.00727217j -0.0147725+0.0105025j 0.0330927-0.0586138j -0.00209635+0.014862j -0.0945614+0.00215663j 0.0532857+0.0585568j -0.0747312-0.0361319j 0.0159931+0.0276641j 0.0229951-0.00656823j -0.0105624-0.0206071j -0.0582355-0.0385208j 0.0101794+0.0544871j -0.0522954+0.0270569j 0.0207389-0.00636598j 0.0308324+0.0221231j -0.0453274+0.0077832j 0.0104545-0.00220985j -0.00769608+0.00517119j -0.0112067-0.0251691j -0.0208649+0.00447595j 0.00773933-0.00114495j -0.0025254-0.00524018j 0.0017595+0.00689323j -0.0057845-0.00802813j 0.00746946-0.00794716j -0.0023463+0.00109719j -0.00323771-0.00750201j -0.00150186+0.00216117j 0.012306-0.00613858j -0.00462539+0.00777541j -0.00146213-0.000665199j -0.00364831-0.00604791j 0.00928867+0.000496675j 0.0038699-0.000424463j -0.0037373-0.000519972j -0.00311788+0.00215409j 0.00704236+0.00949635j 0.00624178+0.0102823j -0.00408002-0.0101274j -0.00500546-0.00535855j 0.0180246+0.000417327j -0.0026523-0.000614728j -0.00403052-0.0152176j 0.0235069+0.00191189j -0.0318794+0.0633256j 0.074373+0.0534325j 0.0275223-0.0252816j 0.0311459+0.00788579j 
-0.0429559-0.0566415j 0.000840413+0.0431056j -0.00856169-0.0968852j -0.0836612+0.160773j 0.216606+0.183371j 0.113825+0.0558655j 0.0687901-0.0352033j -0.152349+0.0739838j -0.0388957+0.00655698j -0.056021+0.0159887j 0.0576261+0.0242347j 0.0585839+0.066364j 0.0566219-0.02176j 0.0126697-0.0159374j -0.0621631+0.0130702j 0.0177352+0.00988485j 0.0172285+0.0610222j 0.0373678-0.0465196j 0.0356644+0.0222446j -0.00123547+0.0515293j -0.00845163+0.0579277j 0.0210818+0.0302076j 0.0433232+0.0100193j 0.0315826-0.00658172j -0.0340955-0.0770204j 0.065504+0.106851j 0.0664248-0.0107023j 0.00876473+0.0266736j 0.0771514+0.0239998j 0.00677776+0.021359j 0.0245915-0.00933353j -0.0411707+0.0167319j 0.0373489-0.0471833j 0.0398274+0.0479834j -0.0374346-0.0101437j 0.0293114-0.0192872j 0.0055605+0.0412333j -0.0126896-0.0231408j -0.0109844+0.00980071j -0.00558227-0.0044651j 0.000236125+0.0390304j 0.00178838-0.0178251j 0.00150497+0.00445951j 0.00600348+0.000203345j -0.00704352+0.00919047j -0.0104703-0.0141575j 0.00345699+0.00769811j -0.00985411+0.00181896j -0.00155821-0.00170681j 0.000942668-0.00336148j 0.0149128+0.0058111j 0.00436492-0.00116722j 0.00806071+0.00723457j 0.0158583-0.00167042j -0.0120759+0.00216549j -0.00677481+0.00612869j -0.00149435+0.0012444j -0.00999863-0.00587582j 0.0203915+0.0121306j 0.00262612+0.00141279j 0.0058826+0.00784693j 0.0118515-0.0217177j -0.0162644-0.0219885j 0.0162737-0.00466776j -0.0111046-0.0112429j 0.095051+0.0555804j 0.035205-0.0713876j 0.0249835-0.00901575j -0.0319384+0.0197332j 
0.0720107+0.0939716j 0.0157463-0.092595j 0.193112+0.121405j -0.220112+0.187234j 0.0615399-0.220644j 0.0391364-0.0303842j -0.0735305+0.0373668j 0.0894747-0.0730172j -0.0120665+0.0584601j 0.0725103-0.016515j -0.0445125-0.0204664j 0.000156935-0.0241275j -0.0144533-0.0156448j 0.0067346-0.0280196j 0.0424154+0.00150306j -0.027601+0.0152898j 0.00960343+0.024708j 0.0386807+0.0665245j 0.0115064+0.00703646j 0.0378202-0.0327799j -0.0105812-0.0174363j 0.0148661-0.0129874j 0.014361+0.0178476j -0.0256784-0.00523301j 0.00246004-0.101488j -0.136836+0.10029j 0.0971336+0.0372988j 0.0807129+0.0792638j 0.155153+0.0374719j -0.00423726-0.0868018j 0.0160629+0.0383902j -0.0212208-0.105111j 0.0814296+0.00887502j 0.0207477-0.0744543j -0.0270676-0.0409279j -0.00716657+0.0230604j -0.0203192-0.00230016j -0.0165143+0.00466804j 0.00606678-0.0371008j -0.00220789+0.000527116j 0.0163893-0.0209867j -0.00027414+0.00456786j 0.00923845-0.0104195j -0.0174306+0.00348226j 0.0205681-0.0246937j 0.00778097-0.0075876j 0.00731171-0.00817397j -0.00573196+0.00279411j -0.00776621+0.0118602j 0.0191309-0.0138598j -0.0106512+0.0105098j 0.00876471-0.00430136j 0.00446137-0.00836067j 0.0157093+0.0042171j -0.000565383-0.0061733j -0.017466+0.00650544j -0.00751068+0.00966659j 0.000940323-0.00625028j 0.0182684-0.00551396j 0.0175184-0.0175166j 0.0123899-0.0316448j 0.0579004-0.00459414j -0.0134001-0.00653028j 0.00924352-0.0238016j 0.0322186-0.00123882j 0.0259566+0.136996j 0.173847+0.0284631j 0.0754324-0.0486092j 0.00268709-0.0093391j 
