0.0402792+0.0235964j -0.132529-0.101379j 0.0125968+0.14506j -0.0035199+0.0258622j -0.0322346+0.0421214j 0.0270451+0.0624267j 0.0101213-0.0428297j 0.0105086-0.0280552j 0.0151895-0.0432231j 0.0476398-0.0199198j -0.0188973-0.0366074j -0.0292982+0.0284885j -0.00984699-0.000772789j 0.000131185-0.0353779j 0.00175637-0.0101118j -0.0106752+0.0395848j -0.0518675+0.00360402j 0.0414777+0.000906776j 0.0463415+0.0289387j 0.0120576-0.0354615j -0.0640522+0.00329794j 0.0281984-0.0458478j 0.0496529+0.0227802j 0.00800098+0.0150168j -0.145993+0.0067723j 0.0995643+0.22379j 0.15328-0.0994582j 0.109693-0.0109701j -0.111464+0.0117719j -0.0201982-0.0874454j -0.0373573-0.0666647j 0.0211651+0.0447918j 0.0406134-0.0350593j -0.0390621-0.0158932j 0.0144998+0.0520045j 0.0318664-0.0112643j -0.00360425-0.0310384j 0.0155841+0.0169467j -0.0122242+0.0180257j 0.00715999+0.0154698j -0.0230785-0.028601j 0.000238666+0.00522479j -0.0182525+0.00480468j 0.0274635+0.00880749j -0.0191161-0.0111387j -0.00138557+0.0174656j -0.0128289-0.0020575j 0.0131082-0.00340837j 0.00557606-0.00184518j -0.0030356-0.0247477j -0.00144201-0.0140389j -0.0213886-0.00168174j -0.0166105-0.0184525j -0.0274822-0.0282253j 0.0286733+0.00776423j 0.0208712-0.00267584j 0.00482647-0.00127j 0.0342534+0.033541j -0.0338757-0.0406095j -0.020685-0.0111356j -0.0104117-0.0154522j -0.0387774+0.0140294j 0.0138815+0.0558067j -0.0408964+0.0717631j 0.10099+0.0255359j -0.311197-0.0613485j -0.00495782+0.25375j 3.09521e-05-0.00368837j 0.137845-0.127927j 
0.0242637+0.0890968j 0.167567+0.0207988j 0.031784+0.00637032j -0.0328223-0.0400776j 0.0116453+0.0422658j 0.0168425+0.0084711j -0.0343771-0.0203863j -0.00577816+0.00348672j 0.00844601+0.00915887j -0.0227696+0.0109186j -0.0112475-0.000279608j -0.001762+0.00703124j -0.00719207-0.00301813j -0.00818559+0.0116492j -0.00143309-0.00396732j 0.00246153-0.00464431j 0.000711712-0.00565663j -0.000325351+0.0133779j -0.00993991+0.00547864j -0.0108418+0.0148494j -0.00120107-0.0040744j -0.0131889+0.00112562j -0.00287977+0.0141617j 0.000744766-0.0042922j 0.00207024-0.0100503j 0.0102819+0.000429062j -0.0207689-0.00319754j 0.0212688+0.0021617j -0.0107541+0.01916j -0.0532746+0.0995497j 0.217458+0.0505811j 0.0770126-0.0318284j -0.142763-0.139519j -0.0778802-0.0953628j 0.037853-0.0259933j 0.0917631-0.073868j -0.0556331-0.0557336j -0.0300035+0.0971086j -0.179809+0.0504148j -0.0906587-0.0514861j -0.0576417-0.240216j 0.0986099+0.213305j 0.153092-0.0841396j -0.0173247-0.00511587j 0.0758967+0.0977822j 0.0172165+0.0108549j 0.0275994-0.0861689j 0.053773+0.0515765j 0.0190664-0.0229569j 0.0454188-0.080303j -0.0874009+0.0588082j -0.00474562+0.00783805j -0.0638187+0.000138173j -0.0453019-0.065737j -0.0237827-0.0058064j 0.00134405+0.0591736j 0.0153101+0.00317956j 0.0558265+0.0605935j 0.0243925+0.0525175j -0.000173218-0.0266394j -0.00992292+0.0599717j 0.0675927-0.0790006j 0.0730463+0.0707343j -0.0252163-0.0290139j 0.0628384-0.0120501j -0.0262107+0.014601j -0.118495-0.0759708j 0.0339855+0.00544943j -0.0241281-0.0302721j 
-0.147969+0.0938961j 0.0442591+0.122502j 0.0370731-0.018591j -0.00922065-0.0217608j -0.0304112+0.0084272j -0.0359508-0.00630168j -0.0123405+0.0208395j 0.0129455+0.0147102j 0.0144564+0.00819082j 0.00392204+0.0141629j 0.00214797+0.00293613j -0.00244062+0.00125962j -0.0114665+0.0101963j 0.0124631+0.0118989j 0.00381543+0.00951944j -0.0157513-0.00577862j -0.00639648+0.0136122j -0.00450835+0.00379063j -0.0078479-0.00845965j 0.00587799+0.00648635j -0.0024859+0.012583j 0.00609363-0.000319603j -0.0174446+0.00206539j 0.000148803-0.0237445j 0.00951005+0.00341781j -0.0255697+0.00897608j 0.00508777-0.0200544j 0.01094+0.0423546j -0.0289258+0.0150094j -0.152823+0.0390121j -0.037899+0.153944j -0.0359675-0.0870677j -0.110691-0.00528514j -0.00636378-0.0318484j -0.065064+0.00553495j 0.0290261-0.0899496j -0.0139469+0.0385991j 0.161557-0.0824677j -0.0796813+0.0277956j -0.111635-0.0579986j 0.0256225+0.0326105j 0.145303-0.0213375j 0.09437-0.280099j -0.0399125+0.107929j 0.267578-0.0529509j 0.0381279-0.00453663j -0.0377616-0.000822633j -0.0268825+0.112234j -0.0607378-0.0309243j 0.0125823+0.109977j 0.0629087+0.00595897j -0.0296715-0.117063j 0.0481233-0.0404426j -0.0364+0.0306557j 0.0541683-0.00283224j 0.0242073-0.00424669j -0.00741462+0.00010762j 0.0329773-0.0296249j 0.107715-0.0463657j -0.0784906+0.061519j 0.0546198-0.0433428j -0.00234073+0.0103969j 0.0770666-0.0211633j -0.0497549-0.0327825j -0.00199376+0.0147874j -0.0423213-0.0474121j 0.0284455-0.00401585j -0.0068769+0.0358798j -0.00479203+0.00807169j 
-0.0161908-0.116114j -0.0939025+0.0733236j 0.0304738-0.0196145j -0.0565866-0.0260323j 0.00369331+0.0200857j -0.00553718+0.022651j 0.0419656+0.0022343j -0.000321614+0.0260098j 0.0130922-0.022441j 0.0242962+0.0135329j 0.010445-0.00295046j 0.00563032-4.77485e-05j 0.000630046+0.0117228j 0.00829725-0.00354803j 0.00463275+0.00816875j -0.0114302-0.00147158j -0.000362724+0.00547412j 0.000109836+0.00966877j -0.00066438-0.0102032j -0.00857195-0.0116606j 0.0087647+0.00912204j 0.00354009-0.00312486j 0.00455919+0.00100449j 0.00483248-0.000294288j -0.00459559-0.0175081j 0.00611815-0.0206398j 0.0142945+0.00953998j -0.0197834+0.00908368j -0.0127803-0.0287954j 0.0415551-0.120569j -0.0738253+0.0193812j 0.0566532-0.0496871j -0.246557-0.0275305j -0.0428953+0.0846853j -0.0159928+0.0626677j -0.108154+0.0135293j -0.0354189+0.071063j 0.0798199+0.0108152j 0.104804-0.0658767j 0.00916234+0.157944j 0.0520556+0.0352939j 0.0413237-0.0275309j -0.125207+0.0123526j 0.190754+9.36351e-05j -0.00741369-0.0583275j -0.0780124-0.0389605j -0.100729+0.110823j 0.0188507-0.0345259j 0.101856+0.0155085j 0.0343152-0.0195427j 0.00813091-0.0176887j 0.00912182-0.0528876j -0.0190577-0.0397798j 0.0387612+0.0414242j -0.0386195-0.053895j 0.0372069-0.0991886j 0.0313217-0.00717976j -0.149866+0.0294822j 0.020621+0.0425429j 0.115003-0.0498533j 0.0400272-0.0308767j 0.0519049+0.0287482j -0.0326002+0.0397702j -0.0754587+0.0390595j 0.00312913+0.0651452j 0.0760024-0.000155211j -0.0157969-0.0456306j -0.00171822-0.0390567j -0.00602418-0.0304215j 
-0.110819+0.00992247j -0.0040718+0.0583055j -0.00078376-0.0223728j -0.0336424+0.039947j 0.0284255+0.00432869j 0.0187794+0.00560783j -0.0141369-0.0119705j 0.0230683+0.00352074j 0.00214546-0.00247687j 0.0189836-0.00169493j -0.00322195-0.0102866j -0.00402948-0.0172518j 0.00243017+0.00725137j 0.00828148+0.00330027j 0.0111107-0.00100579j -0.0165789+0.00242062j 0.0014596+0.00825833j 0.00792552+0.00434918j -0.00900508+0.00528216j 0.00356819+0.0149272j -0.00177589-0.00305955j 0.00444528+0.00520869j -0.00316431-0.00489068j 0.00168568-0.00866572j -0.0122094-0.00319402j -0.0330568+0.0179952j 0.00226973-0.0104418j 0.00873936+0.0234719j -0.0173646+0.0223113j -0.148375-0.00389327j -0.0273707+0.124824j 0.082546-0.0291759j -0.0317563+0.0488062j 0.0292186-0.122745j 0.0248699-0.0236834j -0.0521128-0.0385054j 0.0245306-0.0776813j 0.116023+0.0523166j 0.0560905-0.010747j -0.00139911-0.144482j 0.0407119+0.0506783j -0.00474214-0.0178227j -0.0933661-0.0532324j 0.0826954-0.0493687j 0.00298038+0.00827941j -0.0648363-0.00662516j -0.0580095+0.0186141j 0.0589902-0.0700319j 0.0545802-0.0677141j -0.115887-0.00867246j -0.00322605+0.104643j -0.0505458-0.0531121j -0.029257+0.0316987j -0.0128791-0.000389188j 0.0913519+0.0689599j 0.0775854-0.0265554j 0.0276976-0.0035421j 0.00673859+0.025428j 0.0560755+0.0656858j -0.0480044+0.0225044j 0.0194711+0.0173346j -0.0340845-0.000801675j 0.0229586-0.0331061j -0.0510593+0.00483671j 0.0702065-0.0168461j -0.0485636-0.0283304j -0.128374-0.0373083j -0.0227589-0.0104353j 0.0552973+0.0992863j 
-0.027697-0.0029968j -0.0426708+0.108405j -0.0132478-0.015244j -0.0186189+0.0258306j -0.0033715-0.0382652j -0.0121699-0.00621088j -0.0272721+0.0164857j 0.0115645-0.00727654j 0.00855614-0.00699356j 0.00404012-0.0128253j 0.00852442+0.00623586j -0.0132933+0.00950381j 0.00412692+0.00537423j 0.00704615-0.00427718j -0.00148592+0.00372939j -0.00567005+0.000638922j -0.0021013+0.00988598j -0.00822059-0.00707997j -0.00131583-0.00915982j 0.00450477-0.00548892j -0.00226892+0.013181j 0.0101196-0.00515601j -0.0154816-0.00499503j 0.00596474-0.0113623j 0.000678526+0.00991384j -0.0056416+0.00786735j 0.00584083-0.022436j 0.0106817+0.0321788j -0.028708-0.00457725j -0.0346597-0.0894607j -0.0891756+0.137521j 0.0051347-0.136942j -0.0414315+0.0858447j -0.0642217+0.0907254j -0.0581927+0.0572332j 0.184301-0.214631j -0.0731051-0.170097j -0.00937611-0.0548833j 0.0403832-0.137146j -0.0415986+0.112721j 0.200546-0.0311698j -0.164445+0.00520232j 0.0168129-0.0346596j -0.0978774+0.0397752j 0.040124-0.0555607j 0.104779-0.036433j -0.0181206+0.00719909j 0.0345534+0.0217046j -0.00235081-0.0371373j 0.0152924-0.0295509j -0.0150208-0.00544884j 0.0154969-0.0326603j 0.0346946-0.0348387j 0.00689731+0.0430881j 0.0046052+0.00449197j -0.0045577-0.0409067j -0.0100651+0.0326895j -0.0136053-0.0603738j -0.00544278-0.0284571j -0.0196741+0.0245998j 0.0137312-0.0286221j -0.0189292+0.0380576j 0.0364353-0.00842565j -0.0135532+0.05014j -0.0227679+0.0279182j -0.00993069-0.0477628j -0.0114258-0.018782j 0.0795396+0.0989916j 0.00442811-0.00306026j 
-0.0154283-0.132562j -0.0575943-0.0229286j 0.0158457-0.040587j 0.0185439+0.012321j -0.0201578-0.0182388j -0.0191147-0.026113j 0.00781784-0.0095242j 0.0165843-0.00101961j -0.00246345-0.00550503j 0.020239-0.00273142j -0.00697402-0.0066432j 0.0015751-0.0147777j -0.00546764+0.000413816j -0.00434333+0.00306284j 0.00145937-0.00311938j -0.00236332+0.00165819j -0.0071787+0.00194873j 0.00587353-0.00483561j -0.00300831-0.00657377j -0.0166493+0.000247543j -0.0058165+0.000246192j -0.00323285+0.00377042j 0.0089529-0.0192705j 0.0172707+0.00556312j -0.00168324-0.000340755j -0.0142015-0.0215558j 0.0105518-0.000189507j -0.0446864+9.53278e-05j -0.0100027-0.0306889j 0.0180942-0.181461j -0.138194-0.109126j -0.013922-0.0684155j 0.142247-0.0218498j 0.00945931-0.0291628j -0.0906468+0.0124531j -0.0185444+0.149823j -0.0337643-0.00394956j -0.0521201+0.126966j 0.040381-0.00756686j 0.0972749-0.0427006j -0.0288353+0.0180557j 0.0703858-0.0516779j 0.0223272+0.0563195j 0.0726168+0.0352015j 0.0244016-0.0159956j 0.00287024-0.00810734j -0.043933+0.0130786j 0.0236941+0.0207933j 0.0494543+0.0505558j -0.0676133-0.0325961j -0.0543877+0.00707194j 0.0172352+0.0383275j -0.046988+0.0123739j -0.0194059-0.0687784j -0.0743644-0.0093477j 0.0731703-0.0299699j -0.0191284+0.0273164j 0.0514798+0.034954j 0.0237303-0.0350659j -0.0241856-0.111685j 0.055338-0.00321875j 0.0722948+0.0117687j 0.0122107+0.0324341j -0.0857915+0.0112786j 0.135631-0.0522405j -0.152044-0.00367404j -0.049359+0.0126446j -0.00547408+0.00619975j -0.042224-0.0241251j 
-0.0242544-0.034728j 0.0451289+0.0712365j 0.0491701+0.0706208j 0.0365552-0.0290894j -0.0221043-0.0107204j -0.0113743+0.0318906j 0.00963024-0.00791709j -0.00457617+0.0263761j -0.00863494+0.00288311j -0.0124224+0.0189873j 0.0122586-0.017702j 0.0109437-0.00713407j 0.00219694-0.0020278j -0.00376929-0.00918798j -0.000871625+0.0104001j 0.00346135-0.00611309j 0.00220351+0.00146928j -0.0130903+0.0116164j -0.00692197-0.0057148j -0.0113586-0.0122735j 0.0130402-0.00247938j -0.00466368-0.00923743j -0.0123646+0.0138836j 0.00144219-0.0012705j 0.0132574-0.0234475j 0.00996177-0.0020759j -0.0113917-0.00272128j -0.0100909+0.0107853j -0.0281175-0.00927024j -0.104572-0.103761j 0.0370761+0.118186j 0.146856+0.138621j 0.195015-0.148642j 0.240622-0.0954127j -0.026303+0.189828j -0.179041+0.0967536j -0.0561388+0.110397j 0.056849+0.00134473j -0.140649-0.0054785j 0.12038-0.0337285j -0.142143-0.0218041j -0.0215068+0.0261131j 0.0262334+0.0409245j 0.0351792+0.0689061j -0.0547657-0.0491485j 0.0510736-0.0861476j -0.0200597+0.0101851j -0.006748+0.0653356j 0.0136937-0.00656715j 0.136516-0.0481368j 0.021723-0.0508394j 0.00856378-0.0220233j 0.0385863-0.082614j 0.00680522+0.0268355j -0.00119165-0.0676567j -0.0164575-0.0170565j -0.015925+0.0401324j -0.00589314-0.0339313j -0.0315368-0.026025j 0.00969964-0.0303007j -0.0527004+0.00401826j -0.0379523+0.0790986j 0.0365629+0.0132658j -0.0476987+0.069634j -0.0657495+0.0593718j 0.0391608-0.0165301j -0.0444508+0.00262224j 0.029428-0.000449637j -0.0520663-0.0322585j 
0.017382-0.00201801j 0.0267855-0.0790991j 0.0551067+0.0108448j -0.0195714+0.0135618j 0.0409282-0.101307j 0.0346474+0.00619069j -0.0487273+0.0257418j 0.0190176+0.0278113j -0.00244458+0.00842613j -0.00109313+0.0374129j -0.0036967-0.0195915j 0.017708-0.0204195j 0.00092468-0.00502184j -0.00756589-0.00345608j 0.00456936+0.0106703j 0.00307954-0.0134549j 0.00371343-0.00443086j 0.00427754+0.0233655j -0.00288575-0.00561321j -0.00735344-0.0125451j 0.0113478-0.0163406j -0.0109277-0.000588729j 0.0127456+0.00736068j -0.00875138+0.014043j 0.00229409-0.0365965j 0.00679553-0.0163532j -0.0125433+0.0348748j -0.0324646-0.0114701j 0.022438+0.000942352j 0.000456786+0.0458993j 0.0305765-0.11415j 0.0608844-0.00584739j -0.143834+0.0550998j -0.148849+0.296942j 0.0787659+0.0868981j 0.253543+0.00771968j -0.0345432+0.195046j -0.0889507+0.0417987j -0.100438+0.0953107j 0.0889719+0.0028886j -0.0864301-0.0117022j 0.0441544+0.028192j 0.0374244+0.0197404j 0.0647836+0.0117576j -0.0428416-0.017268j -0.0104233-0.033978j -0.0123725+0.0120594j -0.0175912+0.0206184j 0.0255387-0.0260446j -0.0307894-0.0520689j 0.00977724-0.00646636j -0.0196033-0.0180307j -0.0675211-0.0425947j -0.0332353-0.0186535j -0.0295153-0.0225514j 0.0228402+0.00998841j 0.0253081+0.0223903j 0.0232438+0.0231649j -0.0196923+0.00707559j -0.0384091-0.0440062j -0.055817+0.0815754j 0.0242536+0.119981j -0.00526131-0.00743365j -0.088261+0.0753453j -0.00801793+0.0338432j 0.0329586-0.00469781j -0.0172051+0.0192069j -0.141813-0.0523037j 0.0178085+0.0180996j 
0.0145506+0.110748j 0.0512344-0.0351697j 0.0791295+0.0216988j 0.0602577-0.0405645j -0.0833466-0.0432552j -0.0247087-0.0270419j 0.0134101+0.0311604j 0.0421906-0.0328155j 0.0051346+0.00547774j 0.0284007-0.00771851j -0.0359022-0.00622743j -0.0286689-0.0135117j -0.00462183-0.0099325j -0.00724367-0.00687441j 0.0228452-0.000110878j -0.0113557+0.00612968j 0.000161824-0.00423663j 0.0133774+0.0108596j -0.011103+0.00423718j -0.00629227-0.010736j -0.00546764-0.015491j -0.0126875-0.00179688j 0.0014211+0.00278439j -0.00365995+0.0134269j -0.0201067-0.00893166j -0.00994616+0.0221458j -0.00298846+0.0082532j 0.0338594-0.0010374j 0.0261267+0.0157647j -0.012121+0.164288j 0.0649089+0.0251931j 0.190297+0.0303245j 0.0903882-0.0487412j 0.20502+0.237742j -0.0538917-0.124618j 0.0924241-0.185782j 0.348312-0.0994984j 0.0608806+0.0121679j 0.0401888+0.0145899j -0.0583015-0.079221j 0.0211806+0.0159761j 0.0272056+0.000816841j 0.0308009+0.0459381j 0.053941-0.0247657j 0.0297981+0.0198208j -0.10863-0.0207112j 0.0241327+0.0225947j 0.010722+0.0100142j 0.0332415+0.0235358j 0.0348428-0.0544356j 0.0238092-0.00807622j -0.00131788+0.016739j -0.000314818-0.021207j -0.00718246-0.0429254j -0.0428136-0.0596339j 0.0241815-0.0107032j 0.0196985+0.0148185j -0.0328271-0.0183241j 0.00133413-0.0526336j -0.021521+0.00129955j -0.0199619-0.0283737j -0.0668061+0.00250317j -0.0363462-0.019151j -0.00637183-0.00659722j 0.0277499-0.0781678j 0.0113315+0.0325217j -0.0586762-0.00627025j 7.75182e-05+0.000627367j 0.13135+0.0295713j 
0.0137487+0.0296671j 0.118287+0.137029j 0.174682-0.0737835j 0.0226522+0.131932j 0.00621552+0.0397697j -0.0220402-0.0251763j 0.00429893-0.0187194j -0.024375+0.00974356j 0.0064135-0.00294283j -0.0163901-0.0277775j -0.00161625-0.00372614j -0.00997753+0.00934388j -0.00231062+0.00517886j -0.0120912-0.00325831j 0.0016729+0.00689495j 0.0106313+0.00475633j 0.00988052+0.0154063j -0.00695384-0.013187j -0.0101081-0.0104062j -0.0186083+0.0104011j 0.00993829+0.0210067j -0.0103724-0.0151606j -0.0121948-0.0122669j 0.00567626-0.0275907j 0.0155335+0.0248883j 0.0105492+0.00114474j -0.0158193-0.0355218j -0.0153926+0.0297762j -0.0298833+0.0362926j -0.0983644+0.00110667j 0.131808+0.0896675j 0.376998-0.0904191j -0.0401773+0.309076j -0.050196-0.0495171j -0.0567858-0.0854308j -0.0458871-0.0167009j -0.0692206-0.00307368j 0.0182244-0.0676514j -0.0127213-0.0540843j 0.0230198-0.0115392j -0.0414191+0.0217505j 0.0076883+0.0131656j 0.0153821+0.0154373j 0.0165611-0.0154094j -0.00727153+0.0149376j 0.0005612-0.0239199j 0.00498038+0.00814082j -0.0165412-0.020396j 0.0156559+0.00798358j -0.0309811-0.0126055j -0.0158627+0.0171626j 0.014988+0.00888421j -0.00159828-0.00166024j 0.0267849+0.0365141j -0.0066338-0.0217325j -0.0182143-0.00388843j -0.000632902+0.012116j -0.0229777-0.035994j -0.0105705+0.0437537j 0.0190865-0.000301557j -0.0299563-0.0173342j -0.0115431-0.000455743j -0.00779653-0.0886818j -0.00383979-0.0182826j -0.0367787+0.00315575j -0.0207821+0.0999542j -0.0172464+0.00850777j 0.0326406+0.0138083j -0.119863+0.0908575j 
0.121874+0.120546j -0.0373749-0.0165812j 0.0244803+0.157231j -0.155226+0.0396777j -0.0604651+0.000994256j 0.00314273-0.00804568j 0.00930088-0.0137313j -0.0208492-0.0254239j 0.0253242+0.00193118j 0.00884895-0.0116414j 0.00246415-0.0150077j -0.0131936-0.00304287j -0.0132122-0.00857117j -0.00525138-0.0166476j 0.00660149-0.00175573j -0.003815+0.0172484j -0.00311107-7.60659e-05j 0.0244346+0.00329349j 0.000281177+0.012157j -0.00971417-0.0138158j -0.0158147-0.00503275j -0.000321093-0.0135169j 0.00693071+0.0143282j 0.00955763+0.00061356j -0.0302598+0.000882673j 0.0151413+0.0351261j 0.00459885-0.0149682j 0.0306549-0.0425919j -0.0133078+0.0262683j 0.129636+0.0538236j 0.0469577+0.0315809j -0.0493367+0.320236j -0.350534+0.0216629j 0.140087-0.0188234j -0.0429866-0.0514273j -0.0396307+0.055419j -0.0158684-0.0376704j -0.0292408+0.0174246j 0.0126956+0.0254516j 0.0417956-0.0475186j 0.0560564-0.0379671j -0.0029214+0.00672856j 0.0161546+0.0148968j -0.0283409-0.00261517j 0.0638027-0.03314j -0.0176306+0.030331j 0.0277581+0.00281607j 0.0109548-0.0214287j -0.00375449-0.000852077j -0.00402244+0.0315414j -0.0233612-0.0115732j 0.00849361+0.00209972j -0.00239797-0.0288916j -0.00306173-0.0206349j -0.0330686+0.0125195j -0.019098-0.015308j -0.007078-0.0107152j -0.00725741+0.0625539j -0.00536627+0.00667745j 0.0153082-0.0186522j 0.0187656-0.0234805j 0.02319+0.0647894j -0.0252742+0.0210073j 0.0312725-0.0809273j -0.0175407+0.0319234j 0.0238565+0.00770822j -0.0245755+0.13765j 0.13437-0.106553j 0.00581464+0.0264102j 
