-0.06628-0.060901j -0.12565-0.106493j -0.00331218+0.114884j 0.0152507-0.0185705j 0.0249297+0.0397084j -0.0190841-0.0115928j -0.00652156+0.00684072j 0.0296614-0.0244126j 0.0145888-0.0218136j 0.0374826+0.0199665j 0.0147243-0.0103952j 0.0254792-0.062409j 0.00132569-0.0173558j 0.00153686+0.0149382j -0.00812313-0.00249385j -0.0111876+0.00160992j -0.00560136-0.0200693j -0.00949269+0.0349786j 0.00373634+0.0120987j 0.0167669-0.0174958j -0.0239189+0.00442898j -0.0204134+0.0320287j 0.00808874+0.0661964j -0.0522831-0.0108551j -0.00556959+0.00755842j -0.00332929+0.0073725j 0.00750043+0.00285215j -0.0210518-0.0128176j -0.0268255-0.0638466j 0.0365789-0.0203594j -0.0269245-0.00627388j 0.00326244+0.0158515j -0.00527684+0.00141953j 0.000974574-0.00943264j -0.0180863+0.0326935j 0.01006-0.0161518j -0.0475848-0.0695915j -0.000918887+0.00694028j -0.0252255-0.0292648j 0.012206+0.01571j 0.0148658-0.030484j 0.0114694-0.00600981j 0.000981829+0.0254713j -0.00151824-0.0485922j -0.0377344+0.0339111j -0.0074413+0.00552542j -0.00690147+0.00801763j 0.0210118-0.0027538j -0.0330595+0.0133888j -0.0164111-0.0183959j 0.0138738+0.00267451j 0.0196708-0.00526246j 0.0109097-0.00253033j 0.00377135-0.00406692j -0.0166038-0.00546248j -0.0108305+0.0280401j 0.0131901+0.0292676j -0.000257963-0.0278779j -0.0368921+0.00658315j 0.0259399+0.047858j 0.0197986+0.00826472j -0.0140276-0.0023162j 0.0247066+0.0330275j -0.0143791-0.000205124j 0.0272668-0.00602681j -0.0025489+0.000268952j 0.000724241+0.0068509j -0.0331018-0.0311204j -0.0167784+0.00278898j 0.00637816+0.0100336j -0.00171349+0.00745397j 0.00247507-0.0128705j -0.0124353+0.00210681j 0.06825-0.0266272j -0.0041979+0.00260698j 0.0302514-0.00138084j -0.0112115-0.0165289j -0.010956+0.0142009j -0.000405463-0.0311378j 0.0230513+0.0286325j -0.0233905-0.0276598j 0.0751807+0.00731536j 0.00635319+0.028036j 0.0221942+0.0160917j -0.0265257+0.0605468j -0.0307864-0.00624832j 0.0802812-0.0559475j -0.0125878+0.0285719j -0.0614394-0.0952784j -0.143568-0.0470002j 0.005457+0.0690327j -0.349272-0.167881j -0.0375381+0.283509j 0.0296314+0.0458724j 0.186064-0.115268j 
-0.0358498-0.0476333j 0.0264465-0.0289178j 0.0704795+0.0591276j -0.0351019+0.0796169j -0.0311957+0.0210741j -0.0217629-0.025555j 0.0226387-0.0524175j 0.00427989-0.0313012j 0.0152473-0.000517651j 0.0025648+0.0987585j 0.0153671-0.000341697j 0.0162209-0.0161877j 0.028472+0.00430502j -0.00950698+0.0215256j -0.0123819+0.00631106j -0.00451805+0.00947086j 0.0327415+0.0215853j 0.0200408-0.0145735j 0.0358668+0.0189094j -0.0260389+0.0123664j -0.0194016-0.000778719j 0.00053486+0.0529645j -0.00197706+0.0519322j 0.0578586+0.000606847j 0.00121047+0.0530009j 0.0361842-0.0826613j -0.0366051+0.0546289j -0.0180198-0.0585044j 0.00656753+0.0351654j -0.0327797-0.000789855j -0.0219981-0.0293225j -0.00467635+0.000357381j -0.00406685+0.0926185j -0.00704387+0.00604747j 0.035429+0.00237498j 0.051127+0.00971737j -0.0937679-0.0106199j -0.0514607-0.014015j -0.0232261-0.0203929j -0.0379865+0.00402783j 0.0193242+0.00103872j -0.124584-0.0581371j 0.0765749-0.013827j -0.00821642+0.0138169j 0.0290809-0.104092j 0.023991-0.0470903j -0.0137019+0.142704j -0.00730957+0.141002j 0.0521684-0.00901688j -0.0157501+0.13817j -0.00335062+0.0613916j -0.00330462+0.000784308j 0.000737596-0.0286529j 0.0607163-0.135959j -0.0140923-0.0138301j 0.0647119+0.0201127j -0.0277968-0.0103357j -0.00993081+0.0670907j 0.0501957-0.133993j 0.0746538+0.106704j -0.0148791-0.0359839j -0.0344784+0.00790179j 0.0682755+0.145688j -0.0256456-0.0205508j 0.0759295-0.144622j 0.0965676-0.0779756j 0.0783257-0.0369593j -0.0110558-0.0359764j 0.0316783+0.0826977j -0.0748872+0.12823j 0.0365671+0.111934j -0.0329614+0.0118867j 0.0383969-0.0140302j -0.0383677+0.0947837j -0.0211363-0.0231072j -0.0620842-0.137867j 0.00254304+0.0473854j 0.0170146-0.056688j 0.00591256-0.0291744j 0.00282016-0.0309044j 0.0549829-0.126314j 0.0126842-0.0372526j 0.0749707+0.0153933j 0.0279644-0.100218j -0.0336314+0.0655091j 0.00670492-0.0874835j 0.030849+0.091196j -0.00124614+0.0446349j -0.00595969+0.0549665j -0.0184316+0.0324828j 0.000856703+0.0577861j -0.00297023+0.045775j 0.0265833+0.023088j -0.00283741-0.00678003j -0.00333672+0.0120466j 
0.006494-0.0398519j 0.0153014+0.0182648j 0.000645017+0.014699j 0.0221485-0.0105193j 0.0403668-0.0321341j 0.0461451+0.0459226j 0.032113+0.010783j 0.0171212+0.0367676j 0.0385265+0.0204166j -0.0326015-0.0327348j 0.00118903+0.00041684j 0.0216904-0.0184902j 0.000356569-0.02554j -0.00436851-0.0320607j 0.0242825+0.0199023j 0.0267522-0.00219839j -0.0236655-0.0256684j -0.029242-0.0659027j -0.06595-0.0189963j 0.0404883+0.0274063j 0.0295745-0.0103879j -0.0313292+0.00235678j 0.00478402-0.0299964j -0.0135852+0.0549985j -0.0451774-0.0406488j 0.0575607+0.0790229j 0.0285003-0.0279559j -0.00119844+0.00940958j -0.0662949-0.0318374j 0.050002+0.0294393j 0.027154-0.0104163j 0.0193924+0.0128157j -0.0222091+0.00399161j -0.0290163+0.00351212j -0.0231895-0.0581746j -0.00248317-0.0854649j 0.0935841-0.0137334j 0.0664236+0.0639752j -0.0510535+0.12011j -0.0350347+0.02189j 0.073251-0.0332932j -0.0474046-0.0147393j 0.0890778+0.0232554j 0.0476946-0.0361682j -0.0632084-0.0628677j -0.0558601-0.166336j 0.0187677-0.0114287j 0.0805386-0.0416002j 0.0747385+0.0744333j 0.0947764+0.0322792j 0.0673926+0.0502857j -0.0562076+0.0405548j -0.0304503+0.00793268j -0.0583177+0.0579157j 0.0555157+0.054581j -0.111426-0.00863346j 0.0259168-0.0657118j 0.0529862-0.0201795j -0.0150493+0.00542604j 0.050697+0.0746304j 0.0956511+0.0234523j 0.0987079-0.159344j -0.0551813-0.0357823j 0.103264+0.0216909j 0.000563692+0.00433532j -0.0468738+0.020226j 0.0574406+0.0291688j -0.0391592-0.029749j 0.00729441+0.125118j 0.0722459+0.00655486j 0.129036-0.156846j 0.109924+0.0447796j -0.0482581+0.0991663j 0.101126-0.0215197j -0.0626347-0.0783362j -0.0034185-0.0910935j 0.0325318-0.0816011j 0.139759-0.0337821j -0.0919902+0.0397291j -0.0683792-0.076866j 0.0208144-0.00430328j -0.0423828+0.0199209j -0.0485309-0.0320357j -0.0505658-0.0454061j 0.0702712+0.0123525j 0.0702858+0.0178878j 0.0349181-0.0195983j 0.00663365-0.036268j 0.0285092-0.0303985j -0.00986337-0.00845784j 0.0354387-0.0608268j -0.0087058-0.00783795j -0.000852401+0.016099j -0.0211988-0.00882781j -0.017766+0.0344795j 
0.0624184+0.0783344j -0.0442354+0.0463041j 0.0206328-0.0535348j -0.0124261-0.0472573j -0.0344474-0.037167j -0.00929478-0.00175464j 0.0059899-0.0575604j -0.0712193-0.0489972j 0.0382445-0.0449996j -0.013949-0.0046111j 0.0232624-0.0272758j 0.0373826-0.0499727j 0.0271195-0.0510217j -0.0364529-0.0106045j 0.00465867+0.0246242j 0.0338505+0.0031024j 0.0152256-0.00674261j 0.0102661-0.0326848j -0.0349883-0.00166308j -0.0420988-0.0153724j 0.00608565+0.0353702j 0.043012+0.0511592j -0.0850508+0.0726601j 0.0117826-0.0250295j 0.0262928-0.0104788j -0.00316121+0.010193j 0.0038202+0.00265496j 0.0265615+0.00154481j 0.0171594-0.0332842j 0.0158768-0.0746931j -0.0605511-0.00275817j -0.00836951+0.0177574j -0.00748344-0.0659587j 0.0181815-0.0263472j -0.0136666-0.0328115j 0.102972-0.0819202j 0.0647444+0.048147j -0.033825+0.0477497j -0.0409759+0.0669261j 0.00604365+0.0296235j -0.0242466-0.0193126j 0.0300568+0.103133j 0.00723476-0.00994199j -0.0378436-0.0513169j 0.0311714-0.0275142j -0.00338762-0.0442732j -0.0689926+0.0194273j -0.0433278-0.129874j -0.0241911+0.0213698j -0.0245077-0.0543526j -0.0491114+0.0571243j 0.0292627-0.133945j -0.0112787-0.110732j -0.0953965+0.0371767j 0.0708486-0.0437937j -0.0451716+0.023566j 0.0333518-0.0725197j -0.122239-0.106905j 0.015451+0.00249482j -0.0976085+0.0318783j -0.00289517+0.0454674j 0.043634-0.0521891j 0.114585-0.0827494j -0.0648312+0.0408352j -0.102327-0.00854417j -0.0106874-0.0155981j 0.0656357+0.0035369j -0.0468765+0.00767534j -0.151989+0.232969j -0.0806432+0.0153574j 0.0479146-0.0158429j 0.0986935+0.132534j 0.0891751+0.0689862j -0.0612093+0.00353434j 0.085414-0.100324j 0.119951-0.0480584j -0.00437669-0.0288966j -0.0317198-0.0416184j 0.0693945+0.027404j -0.0260392-0.0164609j 0.0232815-0.0660159j 0.0355264+0.106607j 0.0647516+0.0117713j 0.0957699-0.0631687j -0.0477888-0.0458325j 0.0457648-0.0586341j 0.0624694+0.0267837j -0.0404765+0.0093124j -0.0783422+0.0184286j -0.0131163-0.070108j 0.0592893-0.0046906j -0.0334393-0.0210992j -0.0141527-0.0568617j 0.000199119-0.025338j 0.0315692-0.0403073j 
0.0103524-0.00564569j -0.0161578+0.0120464j -0.0765395-0.0597928j 0.00984285-0.00411165j 0.0451838+0.0157279j 0.0371647-0.0268209j 0.0275263+0.0327018j 0.0298255+0.0220109j -0.046184+0.00750886j -0.0266522+0.038911j -0.0272675-0.00104448j -0.0403079+0.00556854j -0.00428906+0.00790892j 0.00360635-0.0072173j 0.000334669+0.00406372j 0.0228099+0.00517261j -0.0256308+0.00636662j 0.0171143+0.0108177j -0.024507-0.00949827j 0.00397885+0.0009864j 0.0351037+0.0170352j 0.0113115+0.00758521j -0.0311452-0.00609076j -0.0969627-0.00770154j 0.00896792-0.018039j 0.00747174+0.0216035j 0.0238259+0.0354816j 0.102052+0.0251787j -0.0355574-0.0021948j 0.0455146-0.00054559j 0.0426184-0.0143359j 0.00620923+0.00573464j 0.000887368+0.00969737j 0.00144358-0.0169114j 0.00314154-0.032169j 0.0400781-0.0137545j 0.079032+0.0572743j 0.00680788+0.0299093j -0.0824541-0.105502j 0.00219991-0.00611965j -0.000320289+0.0297255j -0.11266-0.222216j -0.0718057+0.0887382j 0.108996+0.079427j 0.079209+0.0165222j -0.0538316+0.0436729j -0.0404863-0.0259408j -0.0758131-0.0208698j -0.00349758+0.0657517j -0.0618033+0.00508781j -0.0541854-0.0334077j 0.0166832+0.0714337j 0.0715902-0.117398j 0.0730537-0.09669j 0.04738-0.0221288j -0.025796+0.0804443j -0.0518802-0.0203674j -0.0468069-0.00820523j -0.00244599+0.0565719j -0.00211762+0.0213812j 0.0922326+0.00220511j -0.178644+0.0271272j -0.0329422-0.0510601j 0.0360316-0.0126237j 0.0360595+0.0474871j -0.0972913+0.0913432j -0.00166157+0.0225355j 0.0814574-0.0564159j -0.0073238-0.00761997j -0.0282378-0.0750478j 0.0792002-0.088207j 0.00299084+0.0300929j 0.107978-0.018013j 0.0189332-0.0295603j -0.0929269-0.0382399j -0.0607596-0.0826294j -0.0599818+0.0011081j 0.030774-0.0420362j 0.146988+0.020522j 0.010818-0.0528716j -0.0821489-0.00759722j -0.0352086+0.0265772j 0.0546103+0.0911599j 0.00473507+0.0792681j 0.0692464-0.0110458j -0.018615-0.0493739j 0.0250342-0.0157911j 0.0113795-0.0445353j -0.0197481+0.0251231j -0.0320064-0.00928094j 0.0129813-0.000353208j -0.0147257+0.0227307j -0.0156714+0.0439301j -0.00393331+0.0100643j 0.0224906+0.00114965j 
-0.048868+0.0530443j -0.041378-0.0521904j -0.0039084-0.00380226j 0.0110286+0.00409528j 0.000662617+0.00625551j 0.00957237+0.0504232j -0.0549636+0.0287944j -0.076086-0.0786645j -0.108154-0.0422175j 0.0481924+0.00203832j 0.00900079+0.0416082j -0.0346083-0.0223466j -0.00696502-0.00155579j 0.00640281-0.0130223j -0.0132956-0.00218524j 0.0137332-0.0199926j -0.00129085-0.00844841j 0.0744931+0.0110169j -0.00327144-0.000107326j -0.00154392+0.00812748j -0.00567504-0.0284017j 0.0284518+0.00213975j -0.0661622-0.100955j -0.0931456-0.0795431j 0.0817294+0.00264027j -0.0518361+0.0512984j 0.0450863-0.0217345j 0.0549251-0.0375383j -0.024589+0.00610144j 0.0220747+0.00817774j -0.0248733-0.0245151j 0.0168985+0.008428j -0.0371616+0.0436977j 0.0364407-0.00532442j -0.00282403-0.0260621j 0.0335344+0.0238756j -0.0483694-0.0079085j -0.0153877-0.0721982j 0.00979754+0.0147905j 0.0191876+0.0479109j -0.0258191+0.0377435j -0.10898-0.0420211j 0.0323011-0.0395592j 0.0222525-0.00151932j -0.0652744-0.0388563j -0.012286+0.0257868j 0.0790422+0.0907026j -0.133486-0.0540921j 0.0416715+0.0295809j -0.00850434-0.0045486j 0.0775556-0.0705663j -0.100367+0.0791056j -0.0238471+0.00690031j 0.0891559-0.00032859j -0.0804739+0.048313j 0.0931965-0.0492553j 0.0427427+0.115737j 0.0235629-0.0644048j 0.0343634-0.0435082j -0.0750844+0.0343214j -0.0364119-0.0904808j -0.0120122-0.155559j 0.0536317-0.0643594j -0.0219051+0.0820907j 0.0239351-0.10388j 0.0182102+0.0206692j -0.0435727-0.0819572j -0.0825419+0.0571944j 0.0755602+0.0202153j -0.017604+0.00414677j -0.149901+0.0767647j 0.00923802-0.0166145j -0.0379334+0.00292875j -0.0273187-0.0070925j -0.0447666-0.0462308j -0.0213431+0.0117042j -0.0579735+0.0360881j 0.0498971+0.078698j 0.0231358-0.044676j -0.0919972-0.0845698j 0.0299283+0.0404944j -0.0673066-0.0519045j 0.0283139+0.0515706j -0.0837661+0.00406404j -0.0401493+0.0202872j -0.00540744+0.0019186j 0.0544319+0.0324752j -0.0902341-0.0115372j -0.0539492-0.0474189j -0.0147977-0.0070283j -0.00859517-0.0345838j 0.0278282-0.014609j 0.0266375-0.00497847j 0.0139524+0.0289999j 0.00927808-0.0344075j 
-0.0294781-0.0383994j -0.0083754-0.0145735j -0.0809891-0.0204927j 0.0509097-0.0352386j 0.0463422+0.0631581j -0.0157458+0.0180799j -0.0560856-0.00929969j 0.0581069+0.0455071j -0.0202994-0.0630325j -0.010504-0.0226666j 0.0316444+0.0214172j 0.0173448+0.00667377j -0.00644897+0.00439057j 0.00742145+0.0318198j -0.0402321-0.0181028j 0.0203211-0.0181278j -0.00524926-0.0251139j 0.0120514-0.0102232j -0.00907544-0.0208564j -0.00234897-0.00202053j 0.0419488+0.00269595j -0.0290399-0.0316664j 0.0562258-0.0468238j -0.0566188-0.0381655j 0.00437544+0.0272104j -0.0719822-0.0441678j 0.065391+0.0378034j 0.0635404+0.081287j -0.0416059-0.0185791j -0.0163985+0.013257j 0.028276+0.044695j -0.0141736-0.0113633j 0.00855355+0.0217376j -0.0176728+0.00487941j -0.0181419+0.00217075j 0.00865092+0.0302439j 0.0731512-0.0139493j 0.0426972-0.0287931j -0.0761735+0.0415899j -0.018768-0.00477825j 0.0327027-0.0130958j 0.00630617+0.0821004j 0.0312993-0.0195373j 0.051958-0.0267668j 0.0402516-0.0155629j -0.0082561-0.0556633j -0.115422-0.0360227j -0.111221-0.0630081j -0.0566701-0.00549478j -0.186441-0.0157764j -0.161446-0.0122622j 0.0555704+0.0134555j 0.0665381+0.0519482j 0.0862619+0.0869786j -0.00695036+0.0663419j 0.00584997-0.0544532j -0.088531-0.0382903j -0.00835459-0.0389054j -0.0111226+0.0188101j 0.0317679-0.0114756j -0.0435909+0.0313748j 0.0918051+0.00284202j -0.0317828+0.0182472j 0.0533871-0.0626834j -0.0124546+0.0101485j 0.0475103-0.00458931j -0.0119776+0.0319551j 0.0898733+0.0308516j -0.0591992-0.0795579j 0.0469645-0.00461501j -0.011893+0.0317146j -0.0164502-0.00467097j 0.0507564-0.0245326j 0.06633-0.0209541j -0.00335874+0.0189798j 0.0338461-0.0589512j -0.0190072-0.0185371j 0.0691488+0.035183j 0.111752+0.0284885j 0.0875465-0.0104862j 0.0589443+0.0290483j -0.0801928+0.00259085j 0.0420906+0.0185325j 0.11863+0.0273316j 0.0307751+0.0395525j 0.00917153-0.0291127j -0.0464822+0.0197742j 0.0696954-0.0114219j 0.0198705-0.0116592j -0.00640811-0.0204017j 0.00446271+0.0149498j 0.021469+0.0220422j 0.0210243+0.0297904j 0.00374131+0.00331439j -0.00799231+0.026767j 
0.0450497+0.0268716j 0.0206941+0.0813541j 0.0443828+0.086683j -0.061725-0.00668283j 0.0448142+0.106356j -0.0582613+0.0160655j -0.0430137+0.0434398j 0.124493+0.0588557j 0.0179067-0.0336469j -0.0378986+0.0770376j -0.0173876-0.0485224j -0.0111545-0.000696041j 0.0027652-0.0134864j 0.000992472+0.0299572j 0.0200265+0.0157242j -0.0235073-0.0341421j -0.031828-0.0419046j -0.0261316+0.0234396j -0.00460314-0.000920384j -0.0150055+0.0332414j 0.00227234+0.00355337j -0.0348302-0.0131266j 0.0504455+0.147508j 0.0580507-0.0552522j -0.0719371+0.0342714j 0.0507966+0.0285789j 0.0288805+0.000415655j 0.0483392+0.0552661j 0.0155415+0.0630899j 0.0231277-0.0485615j 0.0117261-0.081368j -0.00478075+0.00880391j 0.0560968-0.0409065j -0.0165576+0.0203909j -0.0211425-0.00277396j -0.0958723-0.105225j 0.0259191+0.0720892j 0.141424+0.207751j 0.0495979-0.0544887j -0.00622384+0.0359471j 0.0138173-0.040411j -0.0981371+0.0341522j 0.0244167-0.0573304j 0.0349223+0.0502326j -0.0359924-0.0306633j -0.105011-0.0180627j -0.0368562+0.108452j 0.000994027+0.0735399j 0.0107797-0.0589333j 0.0604334-0.0372521j 0.0188464-0.0252057j 0.029545-0.0381619j 0.0214906-0.151253j 0.0539877-0.00927777j -0.0469282+0.0135627j -0.0016736-0.0755896j -0.0219126+0.0468563j 0.0437397+0.00978798j -0.00272695+0.121831j -0.103482+0.109315j -0.0935897+0.00191062j -0.0419074+0.0339426j -0.00124804-0.0318283j -0.0557077-0.00961991j 0.000745591-0.0155467j -0.0714696+0.100342j -0.0296136+0.0668381j -0.00321491-0.0134171j 0.0251622-0.0520491j -0.0864381-0.0163385j -0.0685313-0.0183189j 0.067996-0.0157228j -0.0370555-0.0873562j 0.0332148-0.00918491j -0.0123248+0.000561943j -0.04163+0.0540968j 0.0718103+0.0533716j -0.0303022-0.0397019j -0.00115709+0.046846j 0.0210013-0.0125339j -0.00867022-0.0524204j -0.000409378-0.0252677j -0.0658368+0.0349199j 0.0118792-0.0198936j 0.0195392+0.0290868j -0.0270801+0.00718509j 0.0770267+0.0416186j 0.0248265-0.00596479j -0.0443046-0.0116537j 0.00411101+0.0336529j -0.0392531+0.0193667j -0.0211034+0.0769228j -0.0706047-0.0702435j -0.0032928+0.0111567j 0.0370167-0.0347474j 
-0.00668474+0.0107863j -0.0249089+0.0107743j 0.0297572-0.0317817j -0.00384711+0.0311903j -0.00598659+0.0244438j -0.00330763-0.00530423j -0.0251295-0.05644j -0.0326676-0.0199934j 0.0213086-0.0584112j 0.0433546-0.00744964j 0.0175525+0.0341675j 0.0116485+0.00533169j -0.0285922+0.0109388j -0.00620932+0.00548093j -0.0367704-0.0174127j 0.0144849+0.0165364j 0.0121294-0.00134794j -0.0231041-0.00448638j -0.00264179-0.00384137j -0.00624453+0.0435403j -0.000766915+0.00467523j -0.0317873+0.0330499j -0.00621908-0.0446392j -0.00511081-0.042206j -0.00341117+0.0233503j -0.0287945-0.0385352j 0.0618156+0.0389092j -0.0404024+0.0399344j -0.0151243-0.0386567j 0.00848142+0.00563034j -0.0143561-0.0143678j -0.0131786+0.00154993j -0.0280084+0.0398394j -0.0189617-0.0140488j 0.0166314-0.0526927j 0.0470666-0.0623749j 0.00599349-0.0401988j 0.0128841-0.0204507j 0.0185351+0.0653509j -0.0120245-0.0117526j 0.0387589+0.0583659j -0.0421436+0.0576607j 0.0919546-0.0667032j -0.0046935-0.0209768j -0.0522899+0.0180487j 0.0639459-0.0426709j -0.0142748-0.0390624j -0.00722934+0.0593665j 0.0327021-0.0105561j -0.0109487+0.0696742j -0.027172-0.00121079j 0.117647+0.107061j -0.0454942-0.041652j -0.063921+0.0204414j 0.0276047+0.0723636j -0.0166625-0.0275414j 0.0176756+0.0198306j 0.0018845-0.0672931j 0.0311693+0.0323265j -0.00438371+0.0457957j 0.036497+0.0273076j 0.0195726+0.121107j -0.0204009-1.08619e-05j -0.0112044+0.00862879j 0.0415976-0.036803j -0.0592894-0.0371823j 0.122241-0.0299622j -0.0304373+0.00206818j 0.00568714+0.017742j 0.0138154+0.0109816j 0.0193973+0.00869737j 0.0299251-0.0230829j -0.00453323-0.00825521j -0.0166633-0.00778045j -0.0782348-0.0268082j 0.00332487-0.0676297j -0.0372608-0.014678j 0.0147935-0.00515371j -0.0406387+0.00321729j -0.0580157+0.0174875j 0.0569298+0.00774295j -0.0833112+0.026524j -0.00284549+0.0261036j 0.03891-0.0487793j -0.0258962+0.0470307j 0.028772-0.0500953j -0.00867553+0.00675159j -0.0527362-0.0103417j -0.0278951-0.0455178j -0.0215893+0.00868117j -0.0602508-0.0021558j -0.00235251-0.00312607j 0.0360122+0.00852132j 0.00966941-0.00278567j -0.0150969-0.0105286j 
0.0923625+0.0960914j -0.0951611-0.00216127j -0.0699906-0.0258075j -0.101352-0.0781093j -0.0372473-0.00917969j -0.0887887-0.0332909j -0.0343355-0.0217486j 0.0590309-0.0472789j 0.0242709-0.052928j 0.088444+0.0404302j -0.0235953+0.00767842j -0.00556193+0.0147414j -0.00865149+0.0164476j 0.034503-0.00362032j -0.0197712+0.00116482j -0.0132773-0.015007j 0.0420074+0.0146356j 0.0352695+0.0434827j 0.0566495+0.0269511j -0.0243759-0.0476481j -0.0369162+0.00128831j -0.0112054+0.00918725j 0.0596101-0.0128533j 0.0135527-0.0545416j 0.0558575+0.00344928j -0.0162296-0.0695491j 0.0379693-0.035573j -0.0358463+0.0240942j 0.102767-0.00934832j 0.0178279+0.0211039j -0.0906332-0.0221186j -0.024582-0.00163931j 0.00777808-0.0175189j 0.0278417+0.0164983j 0.017016+0.00275796j 0.00947216+0.0227696j -9.10061e-05-0.025686j 0.0635274-0.0910413j -0.0219591+0.0094785j -0.00565821-0.0642156j 0.0293406-0.0460426j -0.0859004+0.0819004j -0.0593404+0.00014315j 0.0366578+0.0531835j 0.0195451-0.0706912j -0.0443842-0.0370415j 0.0683042-0.01751j 0.0334757-0.0187013j -0.0685201-0.0784073j -0.0402876-0.00895461j -0.0131735+0.0240764j -0.088528+0.0433591j 0.0138667+0.00103347j 0.0361577-0.0312522j -0.0200893-0.0423267j 0.0219357+0.103085j 0.0344193+0.0195276j 0.0486956+0.0259131j 0.110773+0.0501386j 0.0641501-0.00528699j -0.0330017-0.0100873j 0.0621754+0.0659527j -0.0730299-0.0265672j -0.014723-0.00986421j -0.0227825-0.0177776j 0.0747724-0.0144727j -0.00322094-0.0273416j 0.0335575+0.0852848j 0.0425836+0.0326716j 0.0268471+0.0664244j -0.0069112-0.023166j -0.00305292-0.0131974j -0.00721195+0.0290016j -0.0436147+0.0203874j 0.0658385-0.0582137j 0.0901346-0.00331061j -0.0130977-0.00696667j -0.0849854-0.00575102j 0.0873432-0.0158428j -0.0132311-0.0342974j 0.0141624-0.0262156j 0.0374588+0.0496378j 0.0313512+0.0411804j 0.00417856-0.0324284j -0.0590236+0.0564884j -0.102527+0.0478141j 0.0452453+0.0424749j 0.0692829+0.002792j 0.0355482-0.0100438j 0.00992228+0.0267971j -0.0311233-0.000167611j -0.0356661-0.0256389j 0.0354531+0.0641693j 0.0285791+0.0498836j 0.00022668-0.0586376j 
-0.00292921+0.0593485j -0.127772-0.00485466j -0.0146155+0.00554813j 0.0293641-0.0773121j 0.0456192+0.0489177j 0.0276743-0.00866456j 0.0123982+0.0529678j 0.0845836+0.0777936j 0.000370914-0.0318964j 0.0354903+0.062401j 0.0220535-0.000544467j 0.0407448+0.0227065j 0.0211487+0.0117765j 0.0158468+0.0110129j 0.00150529+0.0177103j 0.00674464-0.0660269j -0.00467961-0.00631223j -0.0252192-0.00411864j -0.0460454+0.0494093j 0.0438889-0.0447601j 0.00583625-0.0378653j -0.0262022-0.0101439j 0.0168542+0.0555843j 0.0166808-0.0105872j 0.0429627+0.0621476j 0.0553907-0.0182512j -0.0129722-0.0822519j 0.0932058-0.0176787j 0.0535119+0.033998j 0.0407036-0.018677j -0.0348068-0.00274772j -0.0018772-0.0191695j -0.030223-0.0320327j -0.00391788+0.0518786j -0.0514817+0.0389246j -0.0807531+0.0585522j 0.068472-0.0614269j 0.0605877-0.0570125j -0.0147509+0.0797561j 0.00104381+0.0339708j 0.00106873-0.111788j 0.0968809-0.0585873j 0.0644146-0.113614j -0.0127916-0.00375918j 0.0188631+0.0267735j -0.0554902-0.0721857j 0.0484722-0.000444143j 0.0366321-0.0106804j -0.0993136-0.126932j -0.0212093-0.00923667j -0.0057035+0.0222258j 0.014371+0.0400219j -0.0139627-0.0263706j -0.0798082+0.0599944j 0.032854+0.0218537j 0.0038901-0.0261493j -0.0169954+0.0224186j -0.0466054-0.0786537j 0.0773231-0.0612867j 0.0681386-0.102843j 0.0575797-0.00899558j -0.0848224-0.0889148j -0.00611387-0.0493925j -0.0843783+0.0205431j -0.00918969-0.0341085j -0.0287331-0.113642j -0.0380159-0.0364611j -0.0236198-0.010879j -0.0435917+0.0970903j 0.0253963+0.0348158j 0.0909566+0.0914869j 0.0274753-0.0282492j -0.00603916+0.0484012j -0.0200539+0.035789j -0.0584025-0.0207388j 0.0376178-0.0762994j 0.0695778-0.0161806j 0.0441686+0.0244046j 0.0270963-0.0613132j -0.0827465+0.0553868j -0.0148048+0.00544561j -0.0630391+0.034779j 0.0303905-0.0400841j -0.0435544-0.00324937j -0.0826159+0.0388836j 0.0513465+0.0397382j -0.0257289+0.0831972j 0.0904302+0.0626488j 0.0183273-0.0160376j -0.0400594-0.0491271j 0.0600591-0.00932706j -0.0239246-0.0322175j 0.0455376-0.0132787j 0.00855452-0.00516934j -0.0177495+0.0189905j 
