-0.06628-0.060901j -0.12565-0.106493j -0.00331218+0.114884j 0.0152507-0.0185705j 0.0249297+0.0397084j -0.0190841-0.0115928j -0.00652156+0.00684072j 0.0296614-0.0244126j 0.0145888-0.0218136j 0.0374826+0.0199665j 0.0147243-0.0103952j 0.0254792-0.062409j 0.00132569-0.0173558j 0.00153686+0.0149382j -0.00812313-0.00249385j -0.0111876+0.00160992j -0.00560136-0.0200693j -0.00949269+0.0349786j 0.00373634+0.0120987j 0.0167669-0.0174958j -0.0239189+0.00442898j -0.0204134+0.0320287j 0.00808874+0.0661964j -0.0522831-0.0108551j -0.00556959+0.00755842j -0.00332929+0.0073725j 0.00750043+0.00285215j -0.0210518-0.0128176j -0.0268255-0.0638466j 0.0365789-0.0203594j -0.0269245-0.00627388j 0.00326244+0.0158515j -0.00527684+0.00141953j 0.000974574-0.00943264j -0.0180863+0.0326935j 0.01006-0.0161518j -0.0475848-0.0695915j -0.000918887+0.00694028j -0.0252255-0.0292648j 0.012206+0.01571j 0.0148658-0.030484j 0.0114694-0.00600981j 0.000981829+0.0254713j -0.00151824-0.0485922j -0.0377344+0.0339111j -0.0074413+0.00552542j -0.00690147+0.00801763j 0.0210118-0.0027538j -0.0330595+0.0133888j -0.0164111-0.0183959j 0.0138738+0.00267451j 0.0196708-0.00526246j 0.0109097-0.00253033j 0.00377135-0.00406692j -0.0166038-0.00546248j -0.0108305+0.0280401j 0.0131901+0.0292676j -0.000257963-0.0278779j -0.0368921+0.00658315j 0.0259399+0.047858j 0.0197986+0.00826472j -0.0140276-0.0023162j 0.0247066+0.0330275j -0.0143791-0.000205124j 0.0272668-0.00602681j -0.0025489+0.000268952j 0.000724241+0.0068509j -0.0331018-0.0311204j -0.0167784+0.00278898j 0.00637816+0.0100336j -0.00171349+0.00745397j 0.00247507-0.0128705j -0.0124353+0.00210681j 0.06825-0.0266272j -0.0041979+0.00260698j 0.0302514-0.00138084j -0.0112115-0.0165289j -0.010956+0.0142009j -0.000405463-0.0311378j 0.0230513+0.0286325j -0.0233905-0.0276598j 0.0751807+0.00731536j 0.00635319+0.028036j 0.0221942+0.0160917j -0.0265257+0.0605468j -0.0307864-0.00624832j 0.0802812-0.0559475j -0.0125878+0.0285719j -0.0614394-0.0952784j -0.143568-0.0470002j 0.005457+0.0690327j -0.349272-0.167881j -0.0375381+0.283509j 0.0296314+0.0458724j 0.186064-0.115268j 
-0.00715238-0.012929j 0.0121419+0.0081501j 0.0154414+0.0169054j -0.0498276+0.0765892j -0.0100786-0.0585098j 0.00807774-0.12144j 0.0233462-0.0441456j -0.0780645-0.0116262j 0.0161658+0.041066j 0.0690237+0.111751j 0.0906135-0.00113006j -0.0699617-0.0476445j -0.00957702+0.0499954j -0.00857597+0.300902j 0.0721133+0.202374j -0.0786542+0.104549j -0.181627+0.00361096j -0.17357+0.149814j -0.00956694-0.097472j 0.00321422+0.121725j 0.157588-0.192997j -0.0329409-0.0550265j -0.0359291-0.00585147j 0.101247-0.0185894j 0.0585396-0.0843462j -0.0321956+0.00530141j 0.00956395-0.0516314j 0.0221983+0.0490302j -0.00171192-0.0437455j 0.0215372-0.050283j -0.0193363+0.042264j -0.0337743-0.0811395j 0.0352786+0.00320586j -0.00647718+0.0206584j 0.0386411-0.0155751j 0.0307374+0.016326j 0.00723717+0.00704189j 0.0112692-0.0128708j -0.0186947+0.0563515j 0.0107118-0.0313951j -0.00556511-0.0087621j 5.09553e-05+0.0201899j -0.0256729+0.0079208j -0.000678024-0.00768635j 0.0313091+0.00650383j 0.00384365+0.0094932j -0.0182499-0.0267727j 0.00408389-0.0116388j -0.036083-0.0157715j -0.0206076-0.0151608j -0.0275205-0.0127779j -0.0152917+0.0272366j 0.00830132+0.00416204j 0.00312546+0.0262542j 0.0251357-0.0110904j -0.014474+0.00481523j 0.0143923+0.00537745j -0.0150323-0.0337895j 0.0155451+0.0130207j 0.00473879-0.00379715j 0.0388441+0.0287847j 0.004476-0.0294868j -0.0290176-0.00551528j -0.0204231+0.019136j 0.0259294+0.0444976j 0.009669-0.0116457j -0.00425385+0.00262999j 0.0233344+0.001306j -0.00249035-0.00153487j -0.00938935-0.0384826j -0.0283305-0.000991018j -0.0076165-0.0069057j -0.00734026-0.0158187j -0.00561183+0.0205595j 0.00805418+0.00213191j -0.0199745+0.0151649j -0.0437635+0.00404262j -0.00359164-0.00187126j 0.00524942-0.0255079j -0.0190673+0.00360983j 0.0122435-0.0133048j -0.048207-0.0346836j 0.0223283+0.0180552j -0.0163226-0.0158593j 0.0191661+0.0293393j -0.00554423-0.0193491j -0.0310263+0.0197939j 0.0317701+0.0418083j 0.0380087+0.01957j 0.00105142-0.0252768j 0.0209157+0.0208088j -0.0498319+0.00357021j 0.0268982+0.00854375j 0.000721769+0.0346636j 0.0199062-0.0299339j 
0.0398698-0.0322337j 0.0113457+0.00200378j -0.067774+0.00200715j 0.0227048-0.0986792j -0.0410471-0.00709082j -0.0939187+0.138273j 0.0437382-0.0697105j -0.00727855+0.0042752j 0.069814-0.0640196j 0.122752+0.0206427j -0.0159484+0.172934j 0.00528195+0.00677668j 0.121715-0.0796381j 0.0259781-0.0302216j 0.107304+0.0385404j 0.0303697-0.00211504j -0.000570173-0.0995008j 0.0752716-0.0308949j -0.0282226+0.0347283j 0.077087-0.00800375j 0.112065+0.100375j -0.0546879+0.0283545j 0.0227063+0.0654883j -0.0427205+0.117482j -0.057797+0.0163708j -0.0542169-0.0259409j -0.0361717+0.018771j 0.0691152-0.0339924j -0.0191008-0.0283889j -0.0449514+0.0483531j 0.078261+0.0353941j 0.0321094+0.0690919j 0.00227268-0.0180661j -0.0461138-0.0353301j -0.0242698+0.0630443j -0.00407053+0.068342j -0.0581996-0.0123809j -0.0295475+0.0166068j 0.0668664+0.0193892j 0.0687232+0.0526537j 0.0289505-0.00892095j 0.0237961-0.0474603j 0.0164791-0.016186j 0.041983-0.00875426j 0.0130303+0.112292j -0.0152887+0.0241574j 0.014625+0.023843j 0.00476041+0.00743668j 0.000477497-0.0326107j 0.0256434+0.0257492j -0.0222315-0.0160328j -0.0281994-0.00950377j -0.0527473+0.0230805j 0.0111134-0.000849569j 0.00348331+0.0531859j -0.00963289+0.0484269j 0.0360042+0.00911436j -0.0582244+0.0432601j 0.0140656+0.00750103j -0.0243169-0.0304135j 0.0176799-0.0265346j 0.00565903-0.0227428j 0.0471342-0.00930588j 0.0130661-0.0093257j 0.00464816+0.00491439j -0.041379+0.00442038j -0.00599122-0.00480927j -0.0464404+0.00458563j -0.0281503-0.00268877j -0.0176276-0.00560934j -0.000701716-0.000625086j 0.0076879+0.0172828j -0.00815443-0.0675771j 0.0772519+0.00981513j -0.022328-0.00935987j 0.0221055+0.0379439j 0.038782-0.00325452j 0.0339592-0.0204836j -0.0119405+0.0406482j -0.0100956+0.0217998j -0.048639+0.0137678j -0.0466494-0.0380488j 0.0254934+0.0440694j -0.0149007+0.0224163j 0.00845718+0.0369653j 0.0390765-0.0450985j -0.0515086-0.0124481j -0.00593083+0.0266654j -0.000376618-0.0468625j -0.0877773+0.0522148j 0.0485073-0.0315727j 0.000818116-0.0469333j 0.0565002-0.0166892j 0.029558+0.0170881j 0.0204895-0.0136906j 
-0.0106308+0.0376544j -0.0265337+0.02005j -0.0407484+0.056046j -0.00445182-0.0403929j -0.0858934-0.10323j 0.00727132+0.0462138j 0.0726101-0.0479936j -0.192695-0.0778998j -0.0934706+0.201125j 0.0980087+0.00800081j -0.22386+0.131561j 0.087449+0.03023j 0.0705291-0.107513j 0.0959095-0.0426478j 0.00272302+0.00915269j -0.0814333+0.0287971j -0.309361-0.112035j -0.134253-0.0421274j -0.110788+0.0770616j -0.0314257+0.0102763j -0.0319373-0.0582012j -0.032016-0.0762938j -0.0207352+0.0234219j 0.118271-0.0832722j 0.0319354+0.0371168j -0.00322841-0.0428335j -0.00735768-0.00866613j -0.0607235+0.0879382j 0.103445+0.0467654j -0.0248023-0.0100951j -0.0495129+0.00797959j -0.0262785-0.0415364j 0.104371+0.0500754j -0.0562332-0.0290568j -0.0109922-0.0308596j -0.0154772-0.0647826j -0.0168249+0.00859578j -0.0122619-0.0286945j -0.0497716-0.0162309j -0.0914052-0.0186781j -0.00288733+0.00585377j -0.0230217-0.0414594j 0.0103876-0.0390347j 0.0244065+0.0123544j -0.0757574-0.0305328j 0.0105616+0.040979j -0.0548069-0.000166913j 0.00450397+0.00988091j -0.00316748-0.0303088j -0.0163095+0.015135j 0.0053648+0.0111365j 0.00111216+0.0108079j 0.0121238-0.0373373j 0.105568-0.0170442j 0.00762985+0.0354831j -0.0161409+0.0103434j 0.0257293+0.00287059j -0.0520423-0.00482985j -0.00560285-0.00814443j 0.0182687-0.00836962j -6.57819e-05+0.0346283j 0.0318784-0.0193708j -0.015592-0.000190997j 0.00959379+0.00716692j 0.00333056-0.0389993j -0.0138488+0.00556773j 0.0110239-0.0124444j -0.0102788+0.0469307j -0.000993405-0.0447334j -0.00705413+0.0100235j 0.0735698+0.0285029j -0.0144443+0.0318176j 0.0129963+0.0306338j -0.0198901-0.0527046j 0.0391386+0.0454874j -0.00239825-0.00297604j -0.00411043+0.000797068j -0.0108742+0.0120854j -0.00646615+0.0200179j 0.00896242-0.0389351j 0.0360089+0.0105718j 0.0803925-0.0123497j -0.0693443-0.0386856j 0.0317593-0.0270592j -0.0320079-0.038613j -0.0310036+0.0339906j 0.0153689-0.00405959j 0.0174938+0.00272645j 0.0261997+0.0486883j -0.0103789-0.0487592j -0.0258911+0.00718112j 0.000912544+0.0485272j -0.0251934+0.0273871j 0.00851843+0.0108038j 0.0692029-0.00908775j 
0.0226529-0.00493942j -0.000584206-0.039511j 0.0997199-0.0735875j 0.0113741-0.00871826j -0.0646003+0.00620775j 0.0043698-0.0060131j -0.0901995-0.00708976j 0.0882961-0.0114207j 0.0534183-0.0727788j -0.0587492+0.0409203j -0.0764874+0.0317947j -0.0550331+0.0143871j -0.0435473-0.00861234j -0.0188168-0.0381291j -0.0313175+0.0368007j 0.0702273-0.0496002j -0.00195546-0.0138083j 0.0498674+0.014271j -0.0872117+0.0469056j 0.0126723-0.00588803j 0.0469613+0.0682765j -0.0665864+0.0308651j -0.145337-0.0250244j -0.0317644+0.0528882j 0.130918-0.0656104j -0.00280429+0.0487755j 0.0132864+0.0274928j 0.0316983+0.0141132j -0.0234566+0.0371074j 0.00917618-0.0271678j -0.0249695-0.00964341j 0.00509279+0.0308356j -0.00747903-0.00602215j 0.074345+0.0914291j -0.0196649-0.0453873j 0.0016646+0.00509131j -0.0323881-0.0173943j 0.0878601+0.0199271j -0.0504225-0.046356j -0.0353191+0.049319j 0.0262652+0.105467j 0.0161938+0.026667j 0.0223051+0.00150108j -0.0431256+0.0372396j -0.0223215-0.0820262j 0.0232407-0.0337752j 0.00472631-0.0124402j 0.00325687+0.0526298j -0.0381409+0.0445654j -0.0324998-0.0224933j 0.112662+0.00741791j 0.0937517+0.0161468j 0.00920822+0.00187131j -0.0104316+0.0516935j 0.0774877+0.0382961j 0.013954+0.0269499j -0.0448192+0.0323431j 0.0215396+0.0377088j -0.0327675-0.0158794j 0.0349643-0.0142255j 0.0358842+0.0100428j 0.00967375-0.0184719j -0.0602773+0.00453527j -0.00689499+0.0339541j 0.0239092+0.0298367j 0.034102-0.0587755j -0.0243-0.00594444j 0.016249+0.036282j 0.0188736-0.0343583j 0.0161587+0.021697j 0.0312065+0.0306275j -0.0260604-0.0359003j 0.007391-0.0584424j -0.0782605+0.0300639j 0.00679338+0.00228611j -0.010674+0.00569502j 0.0612127-0.025026j 0.0277256-0.00832931j 0.0401756+0.000514043j -0.00890047+0.0300224j -0.027024+0.00042448j -0.104237-0.0991747j -0.0372371+0.0511144j -0.0383981-0.0124173j -0.089515-0.0313303j 0.00692042-0.00212508j -0.0630476-0.0109092j -0.0154531-0.0503184j 0.0016987+0.00429717j -0.0675704+0.0446436j -0.0166279+0.0123973j -0.0047117-0.0233038j -0.103674+0.00395814j -0.0609559-0.0157667j -0.0291765+0.0896185j 
0.0357608-0.0192917j 0.0226266-0.0240416j 0.0994799-0.0720666j 0.0550114+0.0316273j -0.0746531+0.0224864j -0.168644-0.0617452j 0.0664354-0.00863123j 0.0784366-0.00329084j -0.0693075-0.00668918j -0.104853-0.0268159j 0.0362352+0.0341845j -0.0701757-0.04833j 0.0640213+0.00846181j -0.0188387+0.0251377j -0.0140746+0.0114465j -0.0659593+0.0115046j -0.0184208-0.0687929j -0.00458813-0.0836579j -0.0664569-0.0828302j 0.0544929-0.0432917j -0.0536178+0.00450801j -0.0422719+0.0187225j 0.0615936+0.101716j 0.0599932-0.00295889j -0.0324147+0.110218j 0.0185698+0.0481122j 0.0248916-0.0826021j 0.0166975-0.0248614j -0.0525555-0.0155572j -0.0724113+0.0106523j -0.00425305+0.0366186j 0.0154249-0.0300392j -0.0611111+0.00639062j -0.124529-0.0881119j -0.0617147+0.00221842j 0.132234+0.0414727j 0.0743445-0.0446972j -0.00934601+0.012419j 0.054332-0.00496778j -0.0641166-0.0416639j -0.0251724-0.0407989j 0.0286503-0.0323296j 0.0014397-0.0284685j 0.0427301-0.0244027j 0.0619111+0.0725957j -0.0206841+0.0167067j 0.0614092-0.0310164j -0.0318631-0.0558721j -0.0270234-0.0392062j 0.0320871+0.0658644j -0.0557482+0.00509961j -0.0690668+0.0480126j -0.042033+0.0209477j 0.00185337-0.00142764j -0.0571077-0.0758041j -0.00500334-0.0599126j 0.00944077+0.0618455j -0.00867237-0.0306377j 0.0494145+0.0145911j 0.01265+0.0252752j -0.00573452-0.0426157j -0.0139833-0.00347531j -0.0140866-0.0128113j 0.0294113-0.00300464j -0.0202045-0.034544j -0.00473683+0.0262384j 0.00960151+0.0122801j 0.0311075-0.0135632j 0.0263245+0.0796178j 0.00994333-0.0334816j 0.0169212+0.0261086j 0.0036167+1.91511e-05j -0.0280694-0.0207058j 0.000559016-0.0522792j -0.0351658-0.0110675j -0.0315636+0.0320887j 0.00678616+0.0431003j 0.00878247+0.0911924j -0.0381446-0.0258256j 0.00511716+0.070869j 0.0576116+0.0340791j 0.0144121+0.0768103j -0.0407248+0.00211195j 0.0451544+0.0264977j 0.0808817+0.0119172j 0.0339177+0.0406763j 0.0331106+0.0400265j 0.0354868-0.0110708j -0.0365768-0.114709j 0.0428796+0.013607j -0.0259328-0.0175735j 0.10857-0.0384425j -0.0344554+0.0224063j 0.117294+0.044961j -0.0427245-0.083037j 
-0.0212915+0.00710115j -0.00838343+0.00938972j -0.0723434-0.0436857j 0.0468092+0.00315184j 0.0728676+0.0464388j -0.0190302+0.0205852j 0.0814438-0.086799j 0.0130475+0.0645585j 0.00942516+0.00695873j 0.0851258-0.0467257j 0.0202209-0.0293526j -0.0355025+0.0749233j 0.0849483-0.0514381j -0.00138007-0.0512492j -0.043018-0.057549j 0.101866+0.0685092j 0.0123227-0.146597j -0.131835+0.0355582j 0.0139336+0.0818384j -0.0393814+0.0420562j -0.00736662+0.0784652j -0.0130746-0.00833968j -0.0286723-0.0447848j -0.0440284-0.0348301j -0.0669575+0.0941201j 0.0383447+0.0890776j -0.0186368-0.0579661j -0.0316793-0.0922185j -0.0930408+0.0216561j -0.0240864+0.0427195j 0.0238876-0.00410159j 0.0106529-0.0475201j -0.106861+0.0785671j -0.0465124-0.141711j 0.0430716-0.0396907j 0.026394+0.0261902j -0.0423702+0.0307991j 0.0268339-0.00199328j 0.0187447-0.00117139j 0.0440671-0.0546661j -0.0072905-0.0294637j 0.0381538-0.00143667j 0.0268577-0.00509819j 0.019062-0.0110576j -0.0246699-0.0269189j -0.0719251+0.00411383j 0.0113903-0.0114531j 0.0607866-0.0298851j 0.00424077-0.0285177j 0.0119241-0.0175928j -0.0443128+0.0593142j 0.0192263+0.0226395j -0.00492269-0.0605415j 0.0006899-0.015919j -0.0486732+0.00172097j 0.0210089+0.0134474j 0.0685014-0.00108872j -0.0405212-0.0135789j 0.00541883+0.0147807j 0.00676182+0.00870752j 0.00668088+0.0243022j 0.0267431+0.013427j 0.0111844-0.0454084j -0.0118475-0.00377024j -0.0195118-0.0490837j 0.0261033+0.00482917j -0.00442183-0.0507276j -0.0222598-0.00666227j 0.0449951-0.00116415j -0.0227957+0.000367215j 0.0229992+0.0683472j -0.0124259+0.0205895j 0.00321535+0.0223616j 0.0382246-0.0554006j 0.0338356+0.0860953j 0.00813686-0.0329577j -0.0888308-0.0196626j -0.042618+0.030182j -0.0208789+0.031046j -0.00336747-0.0143447j -0.0460897-0.00264939j 0.0439445-0.0341349j 0.0218076-0.0192261j -0.0163538+0.0101057j -0.0718283-0.0165272j 0.0777623+0.0514747j -0.0345388-0.0197306j 0.0391311+0.0426954j 0.0176872+0.0352388j -0.0268049-0.0167119j -0.0610127+0.0106941j -0.0756311-0.0591367j 0.0196145-0.103695j 0.0111114+0.0670586j 0.083657+0.0149258j 
-0.00455881-0.0098874j -0.0152267+0.0585837j -0.0659959+0.0227771j -0.00538192-0.0256296j 0.054786+0.052159j -0.0334846-0.0409981j 0.117908-0.0220206j -0.0647013+0.0453523j 0.0472649-0.0918961j 0.0764343+0.0411586j -0.0818674+0.178369j -0.10149+0.015276j 0.0901677-0.0490948j 0.045724-0.0057806j -0.0784342-0.11984j 0.173496+0.166388j -0.0479898-0.0804571j -0.122919-0.0197878j 0.0325924+0.118409j 0.0545108-0.0327234j -0.001022-0.0270377j 0.00977271+0.0597413j 0.0373057-0.0333691j 0.043967+0.0728178j 0.0333154-0.0733005j 0.0225813+0.0127147j 0.0125307+0.0265103j 0.0551745-0.0200195j 0.0535167+0.0335934j -0.0196751-0.00366788j -0.0230066+0.00902393j 0.0741349+0.0981331j -0.0690916-0.0800762j 0.119193+0.0802084j 0.0382417+0.0849659j -0.0135217-0.0802977j 0.0348808+0.0668045j -0.0423611-0.000552779j 0.0314932-0.0415269j -0.0466278-0.0154187j 0.0727388-0.0108788j 0.00940603+0.0147468j -0.00607511-0.0228971j -0.0136949+0.0180407j 0.00714303+0.0125821j -0.032081-0.0131063j -0.0120365-0.0149808j -0.0120242+0.0107074j 0.0139177+0.0582981j 0.0363884-0.013441j -0.00951024-0.0183876j 0.0516473-0.00294319j 0.0221012+0.035374j -0.0182118-0.0167053j -0.0474571-0.16643j -0.0763685-0.115717j -0.0151723+0.0480518j 0.0364155-0.0447609j -0.00913251+0.00433476j 0.0346704+0.00976511j 0.000108218+0.025531j 0.0108237+0.00564096j 0.0236432+0.00360126j 0.0277947-0.0335516j -0.00536941+0.000360692j 0.00654548-0.0192346j -0.00370247+0.0217027j 0.0127984-0.0413892j -0.000497878-0.00608204j -0.0198343-0.00407902j -0.00123683-0.00470842j -0.00144745-0.0112508j 0.0231392+0.029471j 0.0156336+0.0290647j 0.0110097-0.0121201j 0.0188314+0.0369747j 0.00406251+0.0107886j -0.0401518+0.00230535j 0.0021338-0.0137623j 0.0631685-0.00503958j -0.00838271-0.00385025j -0.00638623+0.0425699j 0.064415+0.0535709j -0.0149994+0.00105374j -0.0365093+0.0141944j 0.00634748-0.00542607j 0.0892808-0.0451883j -0.019424-0.0544444j -0.00828119+0.0725475j 0.0354161+0.0306846j -0.0340183+0.0137219j 0.0379514+0.0408161j 0.00625543+0.0471919j -0.0268796+0.00262643j -0.0115212+0.00388836j 
-0.0367823+0.00259171j -0.00355064-0.0393805j 0.032202-0.0389007j -0.0808157+0.0586247j 0.185857+0.0296473j -0.00141754+0.0151441j 0.0361004+0.127386j -0.0533627+0.0416043j 0.0108927+0.0199539j -0.0129347-0.0858151j -0.0555386+0.046832j 0.012238-0.06374j 0.00525905+0.0192818j 0.0958127-0.0877118j -0.0125102-0.133619j 0.118096+0.00657798j -0.0743313-0.00142594j -0.146931+0.0607055j -0.0221666+0.189437j -0.0315183-0.00972599j -0.1509-0.0689392j 0.0977186+0.027276j -0.0496958+0.164356j -0.018671-0.05076j -0.0663177-0.0516308j -0.0400704-0.0509654j -0.0211938-0.00344884j -0.0548402+0.0286137j -0.0581164-0.0599266j -0.0203075+0.0474344j -0.0907501-0.00293935j 0.0252815+0.0375488j 0.143183+0.0278496j -0.0236858-0.0163796j -0.118058-0.0577317j 0.108295+0.123925j -0.0273462-0.0889751j 0.105382+0.0574536j 0.00525586-0.0297162j 0.0162056+0.0700718j -0.0834737+0.0289747j 0.010687+0.0263766j 0.0297097+0.0290397j 0.0162565-0.019925j 0.105779-0.0502366j 0.0310957+0.0190905j 0.0193644+0.00922553j -0.0249683-0.0116093j -0.0320564-0.00591802j 0.0145181-0.00836586j -0.00918386+0.00650611j -0.0336206+0.0231868j 0.0291086+0.000943072j -0.0450402-0.0341179j 0.0251084+0.0993086j 0.0350028+0.0587295j -0.0520633-0.0739955j 0.00192986+0.0769893j 0.00618726+0.0176822j -0.00434593-0.0614222j 0.0374969-0.0428646j 0.0248816-0.0146527j -0.0385425+0.0232738j 0.0213529+0.00325076j -0.024772+0.0383334j -0.00962104+0.0419054j -0.00143998+0.0479316j 0.0549867-0.0219568j -0.0323594+0.0192114j -0.0240656-0.0500693j -0.0581952-0.039364j 0.0165332+0.063882j 0.00510109+0.0128125j -0.000728627+0.0494037j 0.00663195-0.0878199j -2.96967e-05+0.00580233j 0.0106552-0.00079653j -0.0518409+0.016525j -0.00632964-0.0550876j 0.0411543-0.0186138j -0.0287997+0.0301862j 0.0253691+0.0090932j 0.0242691-0.00776213j -0.00663814-0.0219012j 0.067927-0.0274586j -0.0366869+0.0129318j 0.0180611+0.0811503j 0.066019+0.0312917j 0.0418152+0.035016j 0.0380895-0.0336279j -0.0129322+0.0417108j -0.0396045-0.0103133j 0.0139135-0.0163902j 0.0090391-0.0911138j -0.090674-0.0429532j 
0.00415394-0.0233173j 0.022729-0.016853j -0.0021-0.0592705j -0.0206827+0.0144815j 0.0882305+0.143469j 0.086904+0.0544237j -0.142981+0.0891029j 0.0486116+0.0228625j 0.0186642+0.155913j -0.0762303-0.0929998j -0.00336209+0.0319391j -0.0723689-0.0645899j 0.074679+0.0200721j -0.0341312-0.0413373j 0.0285497-0.0020857j -0.143053+0.0587725j 0.0992692+0.0796584j -0.0649952+0.234186j 0.0865374+0.220042j 0.0142453+0.0631462j 0.188601+0.202298j -0.0587699-0.0502067j -0.0731735-0.0392094j -0.0797269+0.0386052j 0.144754-0.027963j 0.0567081-0.0422772j -0.0303497+0.0209533j -0.0180763-0.0394524j 0.0540697-0.0306429j -0.0166753-0.0371014j -0.0425695-0.0900949j -0.0037581-0.196164j 0.0494251-0.00801075j -0.000279192+0.00400914j 0.0441812-0.0139171j 0.00573057-0.0593307j 0.058956+0.0830252j -0.0408806-0.0378986j -0.00590319+0.0410859j -0.0226336-0.0490543j -0.0181083-0.0298018j 0.0117451-0.019231j 0.022103-0.0474544j 0.0331484-0.0399581j 0.000530396-0.0517258j -0.0485864-0.0132336j -0.0331282-0.0103455j 0.00334551-0.0198755j 0.030633+0.0174684j 0.0533965+0.02107j -0.0251783+0.0378524j -0.0321435+0.00770908j -0.0713734-0.0336712j -0.0317793-0.0256922j -0.0513334-0.110355j -0.00184751-0.0152569j -0.00884595-0.011512j -0.0255579-0.00922699j 0.0310455+0.0218343j -0.00482094+0.00143988j -0.025194-0.0213896j -0.021947-0.0286539j -0.0218948+0.0265886j 0.00486283-0.019417j 0.0374891+0.0478191j -0.0126526-0.0138801j 0.0175757-0.0270516j 0.0103358-0.00301041j -0.0405024+0.00632025j 1.7602e-05-0.0539385j -0.00213331+0.00860832j -0.0298857+0.00521901j 0.0454886+0.00272162j 0.0571799+0.0267181j 0.0087789-0.0304384j 0.0262983+0.0567969j 0.0404172+0.0658924j 0.00158066+0.0245202j -0.0543922+0.0236719j 0.0152292-0.0429827j 0.0645478+0.0819183j -0.0345737+0.0134001j -0.00589758-0.0214984j -0.0562004-0.0390434j 0.032328+0.0436465j 0.0102647-0.0556604j -0.029951+0.0220903j 0.0280798-0.0180932j 0.0486266+0.0168624j -0.00478462+0.0400839j -0.00316818+0.0593013j 0.0294578+0.0240577j 0.0144736+0.00478859j -0.00243876+0.0638115j 0.00101728+0.0224796j 
-0.00335877+0.00985592j 0.015326-0.011787j -0.0225636-0.023049j -0.0556105+0.0332807j 0.0385224-0.0120866j 0.0548859-0.0116988j -0.00559546-0.0178178j 0.0581279+0.0653413j 0.0365959-0.0563257j -0.018293+0.041026j -0.0385155+0.0104042j 0.0525222+0.15569j 0.0513678-0.0895401j 0.00885811-0.137871j 0.0233697+0.0377506j 0.0444505-0.0512875j -0.0853617-0.00886562j 0.0344375-0.0242736j 0.0575794-0.0359885j -0.0211173-0.104409j -0.0508036-0.0266131j 0.0562066+0.0935956j -0.0169797+0.064236j 0.138003-0.0321748j 0.0268659+0.00652039j -0.0488696+0.0259012j 0.00293308-0.100292j -0.0375874-0.00813944j -0.0445497-0.068143j -0.0161502-0.101906j -0.000176938+0.013925j 0.00519848-0.250866j -0.0503535-0.051073j 0.0797507-0.0250854j 0.0313338-0.00513357j -0.088673-0.000993239j -0.0675011+0.0314582j -0.0268138-0.0465095j -0.0903753-0.02115j 0.0269389-0.1078j 0.0728841+0.0321969j 0.0280834+0.0221445j 0.000979528-0.017558j -0.036354-0.0367593j 0.0317189+0.0248036j -0.00329809-0.0548347j 0.0613903+0.0975775j -0.00876958+0.0875869j -0.0470731+0.118119j -0.0766514-0.0610209j 0.0470419-0.055624j 0.0233352-0.00219343j 0.0319408+0.0471508j -0.00866002-0.0114803j -0.0137199-0.065904j -0.0531491-0.0197521j -0.0225447+0.0348027j 0.0488841-0.0233571j -0.0304994-0.00764939j 0.0127313-0.0232134j -0.0948759-0.0404187j -0.0348539-0.0463469j 0.0322204+0.0097206j 0.0242176+0.0249587j 0.0045466-0.0158431j 0.0222526-0.00135153j -0.00579172+0.0132583j 0.0303811-0.0346223j -0.023793-0.000313899j -0.0160658-0.00606799j -0.0120999-0.0340293j 0.0286498-0.0222773j -0.0153123+0.012382j -0.0381023-0.0235747j -0.010514+0.0110384j 0.0212328-0.00239192j -0.00260042-0.0232516j -0.021025-0.00262732j -0.0483972-0.0118436j -0.0873986-0.0705564j 0.0205026+0.0468155j 0.0558349+0.0838573j -0.0336231-0.0364082j -0.0240255-0.00276137j -0.036429-0.0123223j -0.0344227+0.0385226j 0.0196259-0.0269036j 0.0247947+0.00733931j 0.0669567+0.0300216j 0.0183586-0.0192295j -0.0245781-0.0151285j -0.045132+0.00592543j 0.0370945-0.0343855j -0.011476+0.00910236j -0.0549927-0.025364j 
