-0.0397362-0.00289061j -0.00259852+0.00735555j -0.00040876-0.00205102j 0.0566576+0.00131912j -0.0414634+0.00145501j -0.0446165+0.0057511j 0.0261899+0.00342359j 0.0201619-0.00201149j 0.038678-0.00955592j 0.0116345-0.00125384j 0.00456662-0.00467431j -0.0602457+0.00218396j -0.00295535+0.00361506j -0.0387391+0.00285393j 0.0313105+0.00121805j -0.00487429-0.00646996j -0.0161318+0.00478748j 0.034936-0.000174012j 0.0157807+0.000878269j -0.0209955+0.00723446j -0.0531757-0.00180124j -0.0157008-0.00429464j 0.0143511-0.000679437j -0.0667113+0.00388791j 0.0148051+0.00656001j 0.0167458+0.00842005j -0.010145-0.00559062j -0.0390496+0.00310193j -0.00552471-0.00239751j 0.0019926-9.48869e-05j -0.0327251+0.00201701j 0.0164616+0.000663801j -0.0309686-0.00453912j -0.0174999-0.00220839j -0.0217796-0.00643606j -0.0213895-0.00100343j 0.00636584+0.00106657j 0.026826+0.00191453j 0.0156904+0.0132846j 0.0104168-0.00545379j -0.0400753-0.00186341j -0.0125222-0.00174104j -0.0030484-0.00344494j 0.057925+0.00159235j -0.0592701-0.0125009j -0.00192075+0.00156566j 0.00250822-0.00453131j 0.0140487+0.00601547j -0.0270058-0.00547467j 0.0299235-0.00155825j -0.0479314-0.0119933j 0.00243719+0.00460255j -0.036839-0.0148957j 0.0416564+0.00112519j -0.0224382-0.00635667j -0.00548466+0.000401375j 0.0314068-0.0300565j -0.0159634-0.00877177j 0.00267856-0.00457528j -0.0138167-0.00138948j 0.0346959+0.00770254j -0.00454173+0.00879546j 0.0048877+0.0042553j -0.00511106+0.000470111j -0.0288089-0.00937456j 0.00948529-0.0111975j 0.0181782-0.00588058j 0.0214265-0.00187616j -0.00794997-0.00652588j 0.0114882+0.0100803j -0.00158125-0.00655832j -0.00889871+0.00735651j 0.00609797-0.0032632j -0.00430576+0.0136438j -0.0274533-0.00748049j -0.0139053-0.00482679j -0.00409628-0.00544283j 0.0203194+0.00788941j -0.00910235-0.000739573j 0.0198032-0.00755341j 0.00331859+0.0121077j -0.0143298-0.0128294j 0.012644+0.003974j 0.0011495-0.0161641j 0.0149837-0.00611441j 0.017507+0.0182243j 0.00519476-0.00113707j 0.0260643-0.0110762j 0.0185256+0.0416798j 0.157058-0.100872j 0.0422199+0.188007j 0.0434893-0.091607j 0.0844686+0.0186188j -0.0261703-0.246891j -0.255093+0.0259985j 
-0.00410394+0.0111772j 0.00955916+0.0262042j -0.017836-0.00695708j 0.0512931-0.0541794j 0.00218639-0.00152046j 0.0357327+0.000354801j -0.0287582+0.0213868j -0.016344+0.0146975j 0.00269791-0.0207233j 0.0277215+0.0297243j -0.0754942+0.0134146j -0.00673835+0.0429495j 0.0207157+0.00960448j -0.00816075+0.0270294j -0.00589958+0.0270195j 0.0334538-0.0469172j -0.0394894-0.000468275j 0.0159962-0.0388663j 0.0349533-0.0283338j 0.0329613-0.00765719j 0.0208884-0.0147104j 0.0438969+0.0279455j -0.0248497+0.0509053j 0.0143877-6.55081e-05j -0.0592518-0.0569986j 0.0374594+0.0330863j 0.0244733+0.0338146j -0.010476-0.0490874j 0.00595738-0.0117821j -0.0196109+0.0189789j -0.0277036-0.0201524j 0.0152689-0.01029j 0.0171589+0.0142382j 0.00682093+0.0179424j 0.00897589+0.0238586j 0.0447562+0.0413339j -0.0408503+0.0111154j 0.0500976+0.0203902j -0.101296-0.0646524j -0.120977-0.0268713j -0.0200534+0.0443076j -0.0351994-0.0558776j -0.0348685+0.0657601j 0.0592419-0.0265179j -0.00193183+0.0067949j 0.0117639+0.0674896j -0.00345942+0.00700348j 0.0530687+0.0660216j -0.0375996+0.00494665j 0.0519343+0.00644356j 0.0773808-0.0296987j -0.024888-0.0611403j 0.00747628-0.00181581j 0.0164667+0.0218255j 0.0718285-0.015795j 0.0321978-0.0138616j 0.00572498+0.0320622j 0.00360312+0.0144537j -0.0129075-0.018241j -0.0750049+0.00349208j 0.0538471+0.000619174j 0.0216908-0.0393176j 0.0547746-0.00914425j -0.0580951-0.135134j -0.112992-0.024987j -0.0508527-0.122436j 0.116509-0.121792j -0.029568-0.0123151j 0.0517214-0.113261j -0.091474+0.0667848j -0.0095389-0.0114788j -0.0316435-0.0449567j 0.0287487+0.116532j 0.0525953-0.00436409j 0.0697773-0.0549699j 0.0307748-0.00479478j -0.00631738+0.0393276j 0.0197455-0.00112394j -0.056418-0.0254654j -0.0852562+0.0146285j 0.0249543-0.0314946j -0.00692127+0.0607346j -0.000962192+0.0264811j 0.116339+0.0738614j -0.035992+0.0625304j 0.00468152+0.045602j -0.0171166+0.032161j 0.0594321-0.0319093j 0.0505391-0.00651961j 0.012434-0.00429272j -0.00663015+0.00416903j -0.0264599-0.0025597j -0.0261064-0.0215362j 0.000641691+0.00740466j 0.00210478-0.00628056j 
-0.00113231-0.00723188j -0.00247382+0.0252006j -0.0791851-0.00372069j 0.141796-0.087614j -0.0414402+0.050659j 0.0644915-0.0308921j -0.0102962+0.0134301j 0.0658504-0.0112594j -0.0702213+0.00412418j -0.0153989-0.0181314j -0.00987238+0.0689261j 0.0441044-0.0606127j -0.0180439+0.0095917j 0.00646965+0.0148062j -0.00407928-0.0292982j 0.020728+0.0326016j 0.00478335+0.00337542j -0.00641352-0.0217496j 0.00528065+0.0151254j 0.0620541-0.0422995j 0.0198063+0.00638039j 0.0760097-0.063272j -0.0189927+0.0340177j -0.0233838-0.00349422j -0.0410193-0.0126319j 0.00536724+0.037468j 0.00225028-0.0259543j -0.0526121-0.0733343j 0.0200931+0.0352989j -0.0473414-0.00479783j -0.0132868-0.055699j -0.0189137+0.0206617j 0.0607115+0.032576j -0.0257552+0.00380922j 0.0026218+0.0626289j -0.0117894+0.0822797j 0.0661546+0.0706095j 0.0258289-0.0104131j -0.0596336-0.110744j 0.00706394+0.0206919j 0.00960925+0.0154078j -0.0402972-0.0478223j -0.0891003-0.00417382j -0.0748873-0.0401108j 0.0252978-0.0282491j -0.0391138-0.0161786j -0.0209694-0.0285289j -0.0366694-0.0133442j 0.0186183+0.0164467j 0.00133886+0.024163j -0.107664+0.00460467j 0.0212392-0.0381364j 0.026491+0.00292491j -0.0102643-0.0636894j 0.0195328+0.0409667j 0.0522156-0.0174433j -0.0619268+0.0154485j -0.0713487+0.00419481j 0.126744+0.0506957j 0.0085805-0.0301901j -0.0311202+0.0774817j 0.0346758-0.00985028j 0.0143038+0.0883443j 0.0949526+0.0404253j -0.00155204+0.0149767j -0.0111261+0.00978077j 0.0243148+0.152822j 0.0241947-0.115028j -0.0416443-0.0576177j 0.0660065-0.00396534j 0.0925789-0.0627175j -0.00643118+0.0349707j 0.0163068-0.0256718j -0.0189657-0.035627j 0.0183578-0.0222875j -0.00352926-0.0289455j 0.0321164-0.0102603j -0.0151734-0.00988602j 0.00759757+0.00696513j 0.0140989+0.0158636j 0.00682168+0.0428082j -0.0157891-0.00869016j -0.0113843-0.00650483j -0.0560934+0.00190636j 0.0278057-0.0397164j -0.0261273-0.0108096j -0.00510902-0.0305532j 0.021357+0.0032285j -0.0297667+0.024094j 0.0137414-0.00864141j -0.0118856-0.016466j -0.0212318-0.0110967j 0.0211431-0.00545514j 0.00205347+0.00141406j 0.0172813-0.00927767j 
-0.0311043-0.00315058j 0.00238242+0.0289403j -0.0633358+0.0294457j 0.0771989-0.0449219j -0.0265781+0.0461605j -0.00240934-0.0291657j -0.0411523+0.00367422j 0.0258216-0.0264274j 0.0322177+0.00247289j 0.0832677+0.0350727j -0.0457011+0.0120568j 0.00583117-0.0338129j 0.040241+0.00874316j -0.0235913-0.0274293j 0.00487689+0.0108187j 0.0270352-0.012635j 0.00869798-0.00367461j -0.00686281-0.0105761j 0.0560805-0.00396476j 0.0212172-0.0403519j -0.0081738+0.0118216j 0.0237391-0.0225711j -0.0869836+0.0151739j 0.0504794-0.0317962j 0.040271+0.0283965j 8.90722e-05+0.0163712j -0.0360659+0.0359198j -0.102414-0.0787539j 0.0925869+0.0308204j 0.00174319-0.00864515j -0.048045-0.0250534j -0.0140555-0.00376782j -0.0515565+0.0314212j 0.0146739+0.0158235j 0.0647078+0.00907001j 0.0713131+0.0331738j -0.0062805+0.0440656j -0.0329253+0.00595857j -0.0286278-0.0133052j -0.0154072-0.0146565j 0.00355618-0.00149942j 0.00345853+0.0461828j -0.0430752-0.00293199j -0.0318376+0.0549925j -0.0706778+0.0347842j -0.0553546+0.00569888j -0.125284-0.092952j 0.00530435-0.0437174j 0.036646-0.0419397j -0.0563062+0.074257j 0.00808424+0.00494642j -0.0243646-0.0371267j -0.00795236+0.0407356j 0.0217428+0.0800539j -0.0211568-0.000614505j -0.0123486-0.00228111j -0.00961046-0.0340768j 0.0126793-0.0093688j 0.0629425+0.017498j 0.0224307+0.0235219j -0.0547459+0.00342342j -0.0146782-0.0138544j 0.0470804+0.0975146j -0.08387+0.0273523j 0.0878557+0.0148673j 0.0375625+0.00701108j 0.0174107-0.115041j 0.0487039-0.0608878j -0.0214787+0.110355j -0.026194-0.0273022j -0.0561926+0.0440828j -0.0551691-0.0244929j -0.0439192-0.0179296j -0.0403941+0.0577164j -0.0455227+0.00547938j 0.0240148+0.0305808j 0.00251665-0.0276555j -0.00804442-0.016869j -0.00673519+0.0138679j -0.0107681-0.00724698j 0.0117508+0.0201389j 0.0377799+0.0344002j 0.0218659-0.00851967j 0.0167356-0.0508759j -0.00201556+0.00647517j 0.0219059+0.00913387j -0.024682+0.000970973j -0.0507414-0.0303447j -0.0363874+0.0206394j -0.0099157-0.00182775j -0.00461588-0.0101038j 0.0163628+0.0173563j 0.00731768-0.0151304j -0.00553988-0.000415858j 0.00213804-0.00154204j 
0.00208612-0.0055801j -0.000938152+0.00699588j -0.0764492-0.00992434j -0.0116353-0.0145093j -0.0127035+0.0171729j 0.000296849-0.0004047j -0.0589525+0.0353227j 0.00457459-0.0287699j 0.0169069+0.00938443j 0.0811267-0.00549113j -0.000787773+0.0749052j 0.0214044+0.0335963j -0.0274498+0.0169801j -0.00489673-0.0106544j -0.00653861-0.0171157j 0.0203813+0.0160466j 0.0138167+0.00522759j 0.0345039-0.00263546j 0.0370451+0.0110652j 0.0365848+0.0143945j 0.0184591+0.0328589j -0.00825062+0.0128042j 0.0088618+0.038109j -0.0285637-0.011373j 0.0284599+0.00533527j -0.0436671-0.0457031j -0.0405552-0.00822863j 0.0310931+0.00106508j 0.000902002-0.00937386j 0.0261199+0.00861424j -0.0450926-0.0287378j 0.00607367-0.00592743j 0.00993008+0.0280202j -0.037513-0.00798949j -0.0310353+0.0153639j -0.0985397-0.0135148j 0.0449338+0.0354917j -0.0530412-0.0361662j -0.0291416-0.013811j -0.0242956-0.0296535j -0.0331386-0.0115024j -0.048468+0.0340612j -0.0389055-0.00403188j 0.0406206+0.0454348j -0.0182095+0.0867703j 0.0713617-0.0684947j 0.00289986-0.0271841j -0.0245945+0.0611259j -0.0567196-0.0524532j -0.0100626-0.0259301j 0.0173235-0.0519115j -0.0187162+0.0108814j 0.0325702+0.0335109j -0.0399565+0.00853313j -0.004394-0.00996341j 0.047161+0.0270304j -0.0111038+0.0269334j -0.105839+0.00191759j -0.0899632-0.00415518j 0.151205+0.0878262j 0.0219975+0.107445j -0.092741+0.205358j -0.00835718-0.0638725j 0.0147877-0.0332492j -0.020209-0.0127753j 0.0107275+0.0271039j -0.0108646+0.0628211j -0.0868659+0.0354281j -0.0197657-0.0556799j 0.0173029+0.0225957j 0.0409654-0.0322971j -0.00728527+0.000302193j 0.0270967+0.0356653j 0.00592296+0.00297763j 0.0352889-0.0290564j -0.00625044+0.0344698j -0.0258971+0.00474278j 0.0154099-0.029728j -0.0174062+0.0374962j -0.0282237-0.0309971j 0.0051116-0.00784596j 0.0448487+0.0248249j 0.0501916-0.000316623j -0.00553756-0.024943j 0.00647601+0.0145616j 0.012312-0.0338583j -0.0299391+0.0170808j -0.0474791-0.0044794j 0.000135253+0.00121121j 0.00159401-0.0017118j -0.0153411+0.017128j -0.00949003+0.014031j -0.0354666-0.00292367j 0.0086128+0.00149493j -0.0100275-0.0114572j 
-0.00119404-0.00549138j 0.0126455-0.0117767j -0.0737045+0.0329993j -0.00803742+0.0693722j -0.0484908+0.0245851j 0.0246211+0.0572077j 0.00504987-0.00485658j 0.00467271+0.0589866j -0.0291271+0.032171j 0.0561091-0.0122089j 0.0238809+0.009489j 0.0327649+0.0131746j -0.0409432-0.0288988j 0.0101412-0.00488772j -0.0187484-0.00936566j -0.0028508+0.021373j 0.00365478+0.0249356j 0.0311589-0.0113612j -0.0182595+0.0293047j 0.0157049+0.0194494j -8.82718e-05+0.0100733j 0.0442172+0.0306851j -0.0401302+0.00510063j 0.0346416-0.0200201j 0.01727-0.0144788j -0.00629052-0.0101916j 0.0203442-0.0733524j 0.058604-0.0105442j 0.0149283+0.0525212j -0.0636737+0.0290587j -0.0785693+0.0139632j 0.00800555-0.0118904j -0.0291832+0.0344105j 0.0166242-0.0215871j 0.0669553-0.0114222j -0.0416037-0.00575603j -0.10521+0.0529446j -0.0538517-0.0144735j 0.0656613-0.0449396j 0.0111792+0.0254784j 0.101277+0.0320343j -0.0292224-0.0673759j 0.0274305-0.072637j 0.0525861-0.0567649j -0.0206244-0.0461879j -0.068753-0.0768696j 0.0529459+0.0486529j -0.00207278-0.0188033j 0.0341122-0.0107916j -0.00315511-0.0129638j 0.00701354+0.0215035j -0.0031721+0.0624542j -0.00593336+0.0320709j 0.025098+0.0911435j -0.0517991-0.0339597j 0.0231406+0.0606721j -0.0401631+0.0211645j 0.0152259-0.0340789j -0.0799573+0.0225121j 0.0258598+0.0028332j -0.000493052-0.0589538j -0.0252117+0.0532589j -0.0362207-0.0581052j -0.014072-0.024763j -0.0465681-0.0173351j 0.0364996+0.0526117j -0.0437251+0.00512531j 0.0189205+0.0626081j 0.00598355-0.0258439j -0.0283317-0.0564984j 0.0209547+0.0390784j 0.0604212-0.0631708j 0.00319923-0.0130269j -0.0102581-0.0215449j -0.00524349+0.0503447j -0.0206604+0.0104812j -0.0286143+0.00367972j 0.00803379-0.00171186j -0.024241-0.018685j 0.0169922+0.00826255j -0.00537141+0.034073j -0.0109336-0.022774j 0.00172543+0.0345798j -0.0316434-0.0432984j 0.0147872-0.00365893j 0.0388197+0.00482333j 0.0028526-0.0287462j 0.00797046-0.00316774j -0.0251896+0.0307873j 0.00934207-0.00066562j 0.0015469-0.00447942j 0.00838022-0.0096968j -0.00209253-0.0142661j 0.0113402-0.0124579j -0.0140796-0.00508618j 
-0.00973474-0.0306346j -0.00894105+0.0167811j 0.0575737-0.0602773j 0.00301213+0.0462283j -0.0028235-0.0460389j 0.00396281-0.0113378j 0.0259054+0.0275608j 0.0342974+0.0593773j -0.0306253-0.038386j -0.0179191-0.0595821j 0.0191544+0.0315304j 0.0769521-0.0133488j -0.0227781+0.00110167j -0.0135086-0.0269013j 0.0245105+0.00720617j -0.00238449-0.00242557j 0.0286713-0.00320924j -0.0415976-0.0128801j -0.0380542-0.0237174j -0.0519712-0.011341j 0.0211932-0.00229553j 0.0741897+0.0177788j 0.000932317-0.016195j -0.0184716-0.0612087j 0.0561815+0.0081949j -0.0566752-0.00662762j -0.0357098-0.00542775j 0.000585954+0.0252741j 0.018382-0.0430973j -0.027432-0.0266838j 0.0177966+0.0238972j -0.0176509-0.00160615j -0.0308925-0.0275784j -0.0206687-0.00780716j 0.00568004+0.000475765j -0.0278043-0.0164886j -0.0113974+0.0250398j -0.0332851-0.0150092j -0.0475262-0.0212475j -0.0393891+0.0400614j -0.0496721-0.0229341j 0.0719486-0.0239075j 0.0658601+0.0921923j 0.0130617-0.02252j -0.00571143+0.0567415j -0.0331365-0.0743937j 0.0119043-0.0117281j -0.112279+0.0268582j -0.0577293-0.0189355j -0.000496533+0.0369567j -0.0360569+0.0283009j -0.0551178+0.0444461j -0.0486264-0.0186371j 0.0353432-0.0356369j 0.0130313-0.0313562j 0.0109728+0.0297901j 0.0210361+0.0231281j -0.0883999+0.0356354j 0.0107424-0.029657j 0.0216643-0.0367266j -0.0188271-0.0214711j 0.0499085+0.0891706j 0.104281+0.0456616j -0.0277514+0.119155j 0.0277345+0.0811813j 0.106163-0.0234096j -0.0512228+0.0603182j 0.0395787-0.103151j -0.0405358+0.0877479j 0.0368185-0.0464521j 0.0248287+0.0389291j 0.0166787-0.0236303j -0.0413745+0.0451652j -0.0533127-0.00692873j -0.0134287+0.0239224j 0.0282332+0.0326435j -0.0147541+0.0270281j 0.00313325-0.0152919j 0.0168795+0.00746219j -0.0164432-0.0189442j -0.0319831+0.0129921j 0.0330976-0.0221294j 0.0343255-0.0211893j 0.0032959+0.0189362j -0.0153384-0.00225887j -0.0240968+0.0144766j -0.0167207-0.000951743j 0.0232971+0.0129744j -0.00475229-0.0126518j -0.00692151+0.0027917j 0.0128447+0.0174266j -0.01014+0.00879679j 0.0247015+0.00214654j -0.00842091-0.00641383j -0.00337571+0.0055666j 
-0.0139316+0.00232736j -0.0258552+0.027366j -0.0018384-0.0061339j 0.0305779+0.0373178j 0.0490642+0.0420937j 0.0424305+0.0277933j 0.0448406+0.0617724j -0.143496-0.026859j 0.0148254-0.079039j 0.0366214-0.112534j -0.0307132-0.0138745j 0.0211021+0.0169126j 0.0198172+0.00338601j 0.016892+0.000933479j 0.00505855+0.0382306j -0.0198019-0.0228215j -0.00313246+0.0202811j 0.0219098-0.0207281j -0.00566897-0.00303722j 0.0630103+0.00862586j -0.0132257-0.00840538j 0.0446212+0.0716461j 0.00827698+0.0644463j 0.0614346+0.0102766j -0.0908676-0.0789315j -0.0744848-0.000370084j 0.00790935-0.00681468j -0.0328966-0.0579903j -0.0250147+0.0182816j 0.0100958-0.00762856j 0.00990502+0.0151424j 0.0116354+0.00398128j -0.0551989+0.0394686j 0.0132673+0.0209703j -0.0129635-0.00589445j -0.0213799-0.0202011j -0.0257753+0.0120022j -0.0487107-0.0316905j 0.0860354+0.017714j 0.0171597+0.00255266j 0.0392651+0.0709311j -0.0343422+0.091438j 0.0688626-0.0633747j -0.0321124-0.00874698j 0.0294887-0.0629124j 0.0155896+0.0260747j -0.0590641+0.0111267j 0.0517296-0.0161197j -0.117451-0.0390078j 0.0706366-0.0141285j 0.00699604-0.10578j -0.0172696-0.00910234j -0.017249-0.100734j 0.136724-0.0818739j -0.00511507-0.0343575j 0.000606768+0.0404482j 0.0466895-0.059729j -0.0456377-0.0114719j 0.0608514-0.0335294j 0.0176338-0.0178768j -0.00883114-0.0103486j -0.00743389+0.0189813j 0.00518662-0.038495j -0.0270862+0.0641867j -0.00392713+0.0626119j 0.0471332+0.02637j -0.0737544+0.0187262j -0.0408363-0.00400684j -0.0540907+0.0473817j -0.0217398+0.0467181j 0.0285321+0.00610192j -0.0263835-0.0388142j 0.01401+0.0215914j -0.0587352+0.0106023j 0.0125219-0.0108996j 0.0211186-0.0565793j 0.00272496-0.00604057j -0.025477+0.067975j -0.0130739-0.0080357j -0.0189308+0.0287477j 0.0373397-0.0079325j -0.0466278+0.0283082j -0.00406314+0.015225j 0.0653091+0.0715805j -0.0373002+0.0228923j -0.0206185+0.0264772j 0.0501516+0.0291766j 0.0471311-0.00911302j 0.0414862-0.0228645j 0.0155296+0.00968828j 0.0134098-0.0265218j 0.00614983+0.0127937j 0.00186842+0.000167179j -0.00518055+0.00432194j 0.0269136-0.00169751j 
-0.0196546-0.0400778j -0.0433942-0.00203597j -0.171499+0.0501068j -0.0766329+0.00883672j -0.103266+0.00486825j 0.000898027+0.0353682j 0.0514056+0.00329501j -0.0381246+0.114636j 0.0102628-0.0396396j -0.0640132+0.00437909j -0.0657329-0.0577759j -0.0091143+0.0124043j 0.0129957-0.000381129j -0.0154908-0.0330578j 0.00192314+0.027324j -0.0214489+0.0442933j -0.0221219-0.00650313j 0.0259237+0.00147223j -0.0334199+0.0397j 0.0202717-0.00608265j -0.0430443+0.0370991j 0.0533008+0.0859694j -0.110966-0.0243542j -0.00231956-0.00901769j -0.00629011-0.00562383j -0.066004+0.0208032j -0.039439+0.0046405j 0.0708059-0.0077194j -0.0120967+0.0807589j 0.0596552+0.00832926j 0.0400676+0.0187272j -0.0104568-0.00908323j -0.029721+0.0750135j -0.0182154+0.00556431j -0.0789456-0.0438216j -0.0507373+0.0121341j -0.0386411-0.0151603j 0.0367777+0.0268612j 0.0953166+0.0553705j -0.0156201-0.0844115j -0.0520151+0.000882576j 0.0493348-0.107625j -0.0557264-0.123471j 0.0133335-0.00482267j -0.0183722-0.00074313j -0.0373847-0.0418303j 0.0319118-0.0644815j -0.00882024+0.0654763j -0.0456881-0.015576j -0.0251848-0.00250756j -0.00438787-0.0370823j 0.0411223+0.0203394j -0.0458504-0.0263644j 0.032005+0.0223959j -0.021774-0.0193715j -0.0227704+0.0203367j -0.0333062-0.0863658j 0.0508716-0.00816857j 0.0545058+0.016459j 0.0192414-0.0214634j -0.0444396+0.00157123j 0.0100585-0.01757j -0.061613+0.0599886j 0.0224312+0.059755j 0.0076501-0.0779739j 0.0468148+0.039911j -2.2349e-05+0.0548612j 0.04169-0.0152744j -0.0178418-0.00350261j -0.0216646+0.00954334j 0.0207405-0.0305422j -0.00457828-0.0355505j -0.0374446+0.0626954j 0.0204951-0.00229206j 0.0503191-0.0053891j 0.00299582+0.0489589j -0.0398693+0.0481191j 0.0124579-0.0412143j -0.0267053-0.00657584j -0.0352884-0.0176796j 0.00371637-0.0193607j 0.0343623+0.0478268j 0.0781902-0.00718058j 0.0383566-0.0051647j 0.0356431+0.0499089j 0.0217551-0.0486033j -0.0632413+0.0389247j -0.0221454-0.0183604j 0.0164912-0.0170814j 0.0121714+0.0140307j -0.0116735-0.00237062j -0.00746734+0.0160063j -0.0592405+0.00368854j 0.012073-0.000219916j 0.000422672-0.015593j 
-0.00983981+0.00251068j -0.00838934+0.0152547j -0.0123488-0.079981j 0.00730912-0.0792957j -0.0327788-0.0478808j -0.000706479-0.0206224j -0.0336687-0.0273736j 0.08108+0.0494012j -0.0235044-0.0219086j 0.0385624+0.00501869j -0.00835741+0.0412318j 0.00519963+0.0203938j 0.0155019-0.0170751j -0.000556364-0.0110878j 0.00117105+0.00736011j 0.00226131-0.0256735j -0.0138634+0.0070084j -0.0244841+0.0178821j 0.0153802-0.024305j 0.00734133-0.0390707j 0.00843917-0.00948917j 0.036854-0.0344298j -0.0301475-0.0271488j -0.0751943-0.0639439j -0.0180161+0.0263523j 0.0494209+0.00670974j 0.00111239-0.0434463j -0.00680898+0.0172906j -0.0479915-0.032673j 0.011969-0.00986703j 0.0142748-0.020562j 0.00638865-0.00953596j 0.022347-0.00663962j 0.0411969-0.0154028j -0.00371249+0.00132198j 0.0851929-0.009234j 0.0212465+0.0386452j 0.0167191-0.00558162j -0.0477555+0.0576623j 0.00999582+0.0211334j 0.00762086-0.0117435j 0.0722826-0.0749967j 0.0412095+0.0300596j 0.0450015-0.021465j -0.0559101-0.00404729j 0.123946-0.000669043j 0.043048+0.0428111j 0.0214934+0.019336j -0.0706941-0.0318709j 0.064684-0.0334783j 0.012238-0.0370098j -0.0549248-0.0504412j -0.00488343-0.00185011j -0.0200914-0.00267154j 0.00127476-0.0195674j -0.00566267-0.0080413j 0.00384405-0.03403j -0.0375051-0.00132029j -0.0617763-0.109612j 0.0366113+0.0191082j 0.0464053+0.0241398j -0.0303691+0.109931j 0.0592211-0.0243517j -0.0949982-0.00764586j 0.0058957+0.00555518j 0.0432847-0.0715494j 0.023419-0.0891631j -0.0289722+0.0429592j 0.0150128-0.0307042j 0.00521485-0.0541819j 0.0122439+0.0308746j 0.0581281-0.0180493j -0.00143259+0.0128743j -0.0394805-0.0248613j -0.0100331+0.00777504j -0.00636391+0.0376169j -0.0357317+0.0642116j -0.0102016-0.0602757j 0.0218443+0.0183004j 0.00362882+0.00525316j -0.0372299-0.0366762j 0.0678298+0.0111614j 0.0734463-0.033286j -0.0172827+0.0554427j 0.0208613-0.0153184j -0.0410821-0.0786293j -0.0886836+0.0366294j -0.0314742-0.0191715j 0.0513479-0.0433822j -0.015997-0.00612289j -0.0167078+0.0228164j -0.019649+0.0246785j -0.0619815+0.0119109j 0.00563026+0.00973137j -0.0120423-0.00233279j 
-0.0113367+0.0153579j -0.000949225-0.0136314j 0.0108282-0.0226859j -0.0107669+0.0512118j -0.018847-0.0111766j 0.0541948+0.0082358j 0.065739+0.0072926j 0.00798584+0.0507599j 0.0118141-0.0350096j -0.0295455-0.0286463j -0.0139124-0.0320354j 0.0370237+0.0178935j 0.00780594+0.0221618j 0.0348118+0.00302207j -0.0324746+0.0165338j 0.00330636-0.0151928j -0.0191181-0.00592224j -0.0406832-0.0392873j -0.0258152-0.0118982j 0.0480075-0.00909403j -0.00289572-0.0109316j 0.0517238+0.0598335j 0.022555-0.001986j -0.0151175-0.0237701j -0.0730956-0.0252542j -0.00505928+0.0093597j -0.000468798-0.0313351j 0.0455068-0.0361643j 0.0152109+0.00183033j -0.0287267+0.00370113j 0.0674435+0.0307502j -0.00936745-0.000992715j -0.0226885-0.0105957j -0.0106951-0.00375511j 0.0157564-0.0165603j 0.00632274-0.00012544j -0.0518693+0.012787j -0.0218301+0.00782322j -0.0255068-0.0176321j -0.0384415-0.00709778j -0.0719281+0.00695218j 0.00238876-0.0284356j -0.00499278+0.00929465j 0.000878746-0.0782637j 0.000165922+0.0100816j -0.0220852-0.00553158j 0.0558029-0.0376476j -0.0174404+0.0322088j 0.0206029-0.0504997j 0.0243561+0.024884j 0.02843-0.000165739j -0.0220666-0.0168927j 0.0167338-0.0279694j 0.0441053-0.0103635j 0.0177538-0.015411j 8.68765e-05-0.00412653j 0.0492846+0.0645012j -0.0345839+0.0476692j 0.0338663-0.0222393j -0.0682514+0.0186134j 0.0657657-0.0162197j -0.00623032-0.0746264j -0.0459307+0.0143614j -0.0704681-0.0290499j -0.0646027+0.0887575j 0.00471836-0.0469109j 0.0398096+0.0378342j 0.025796+0.0795569j -0.0387666-0.124848j 0.0306723+0.0330019j 0.0625976-0.0465366j -0.0208613-0.00995741j -0.0074681+0.000833076j -0.0223193+0.00797697j 0.0407102-0.0402008j 0.0367181+0.0484733j -0.0166588+0.00292277j -0.0106369-0.00796279j -0.00173315-0.00839349j -0.0153326+0.0278162j -0.0197497-0.00325844j 0.0205108+0.0224176j 0.0254735-0.042659j -0.00390988+0.00570212j 0.000880866-0.012702j -0.0169205-0.0129608j -0.0214427+0.00519691j 0.00624716+0.00339648j -0.00809446-0.016248j -0.0115654-0.00234231j 0.0156897+0.0074428j -0.00405764+0.00686131j -0.00378166+0.0101294j 0.00231673-0.00129329j 0.00347825+0.00846535j 
