-0.0397362-0.00289061j -0.00259852+0.00735555j -0.00040876-0.00205102j 0.0566576+0.00131912j -0.0414634+0.00145501j -0.0446165+0.0057511j 0.0261899+0.00342359j 0.0201619-0.00201149j 0.038678-0.00955592j 0.0116345-0.00125384j 0.00456662-0.00467431j -0.0602457+0.00218396j -0.00295535+0.00361506j -0.0387391+0.00285393j 0.0313105+0.00121805j -0.00487429-0.00646996j -0.0161318+0.00478748j 0.034936-0.000174012j 0.0157807+0.000878269j -0.0209955+0.00723446j -0.0531757-0.00180124j -0.0157008-0.00429464j 0.0143511-0.000679437j -0.0667113+0.00388791j 0.0148051+0.00656001j 0.0167458+0.00842005j -0.010145-0.00559062j -0.0390496+0.00310193j -0.00552471-0.00239751j 0.0019926-9.48869e-05j -0.0327251+0.00201701j 0.0164616+0.000663801j -0.0309686-0.00453912j -0.0174999-0.00220839j -0.0217796-0.00643606j -0.0213895-0.00100343j 0.00636584+0.00106657j 0.026826+0.00191453j 0.0156904+0.0132846j 0.0104168-0.00545379j -0.0400753-0.00186341j -0.0125222-0.00174104j -0.0030484-0.00344494j 0.057925+0.00159235j -0.0592701-0.0125009j -0.00192075+0.00156566j 0.00250822-0.00453131j 0.0140487+0.00601547j -0.0270058-0.00547467j 0.0299235-0.00155825j -0.0479314-0.0119933j 0.00243719+0.00460255j -0.036839-0.0148957j 0.0416564+0.00112519j -0.0224382-0.00635667j -0.00548466+0.000401375j 0.0314068-0.0300565j -0.0159634-0.00877177j 0.00267856-0.00457528j -0.0138167-0.00138948j 0.0346959+0.00770254j -0.00454173+0.00879546j 0.0048877+0.0042553j -0.00511106+0.000470111j -0.0288089-0.00937456j 0.00948529-0.0111975j 0.0181782-0.00588058j 0.0214265-0.00187616j -0.00794997-0.00652588j 0.0114882+0.0100803j -0.00158125-0.00655832j -0.00889871+0.00735651j 0.00609797-0.0032632j -0.00430576+0.0136438j -0.0274533-0.00748049j -0.0139053-0.00482679j -0.00409628-0.00544283j 0.0203194+0.00788941j -0.00910235-0.000739573j 0.0198032-0.00755341j 0.00331859+0.0121077j -0.0143298-0.0128294j 0.012644+0.003974j 0.0011495-0.0161641j 0.0149837-0.00611441j 0.017507+0.0182243j 0.00519476-0.00113707j 0.0260643-0.0110762j 0.0185256+0.0416798j 0.157058-0.100872j 0.0422199+0.188007j 0.0434893-0.091607j 0.0844686+0.0186188j -0.0261703-0.246891j -0.255093+0.0259985j 
0.00205898+0.00758176j -0.0121452-0.026895j -0.0421578+0.0301522j 0.0372512-0.0213467j -0.035276+0.0139946j -0.0101392+0.00308089j -0.076183-0.0480179j 0.0417576+0.0565953j -0.0028327-0.0443857j 0.0496772-0.0154987j 0.0051767+0.000843175j 0.0533377+0.0197963j -0.00691314-0.0152778j -0.00892695-0.0140052j -0.00921081-0.00508525j 0.0607872+0.00477346j 0.00317993+0.00242831j -0.00198015-0.0206949j 0.026929-0.0120439j -0.0664301-0.0191542j 0.0212756-0.00155455j -0.0689015-0.0357229j -0.0581842-0.00790149j 0.0346245-0.037212j 0.0513001+0.0271164j -0.0626436+0.0291718j -0.00543391+0.0601302j -0.041022+0.0231306j 0.116898-0.00487474j 0.0299434-0.0370556j 0.125477+0.0809373j -0.00464629-0.0200534j 0.0174362-0.014056j 0.0355781+0.0478492j 0.000991031-0.0626834j 0.0284538-0.0276776j -0.00278758+0.0158411j 0.0143999+0.0906053j 0.0403225+0.0478631j 0.107769+0.041679j -0.00659129+0.0432398j 0.0839569+0.0149969j -0.00791131-0.0746907j 0.0989419-0.028015j -0.0288497+0.0768387j -0.0251679+0.00825212j 0.0124022+0.0261102j 0.0655527-0.00905075j -0.00629205-0.032648j 0.0487364+0.0399456j 0.0114172+0.0612558j -0.0723847-0.00194994j -0.00789145+0.0094604j 0.0174665+0.0826533j 0.0394448+0.0729224j 0.0351213-0.0662268j 0.074502+0.0191216j 0.0303858+0.0239644j 0.0135747-0.0553668j 0.0169132+0.0568822j 0.0904143-0.0406641j -0.0487637+0.0226892j -0.00425348-0.00424105j 0.0117562+0.00854624j 0.050794+0.0202401j 0.0580039+0.0135709j -0.0284158+0.0453181j 0.044734-0.0068079j -0.0231205-0.0614145j 0.0400832+0.000887246j 0.0106622+0.0602317j 0.0275469+0.0755354j 0.104785+0.00596234j 0.0328077+0.0424186j 0.101934-0.101342j -0.0951671-0.0650197j 0.00411551+0.140129j 0.0535296+0.0812766j -0.0639119+0.0179382j -0.0407675-0.0534151j 0.130563-0.00799355j 0.0748445+0.0948011j -0.0395443+0.0316341j -0.0179416-0.00458628j -0.0271582-0.0535285j 0.0123501+0.0732518j 0.0658072-0.0408896j 0.0384879+0.00695805j 0.0510083+0.0626096j 0.0138979+0.0316949j -0.0150741-0.01913j -0.039614+0.020203j 0.0753969+0.000733052j 0.00390723+0.0324756j 0.0261862+0.00419558j 
-0.0197108+0.00137378j 0.00485663+0.0137536j -0.00210392-0.0179565j -0.0762774-0.00466375j -0.0100311+0.00841167j 0.00886757+0.00937931j 0.0480102-0.0315643j 0.0186891-0.00624887j -0.00412189-0.0210039j -0.0137765+0.00133369j -0.0683094+0.0171368j -0.0994479-0.0168592j 0.0267366-0.0252412j 0.0285767-0.0133701j 0.0182168-0.00123675j 0.0327521-0.00387595j 0.0157115+0.0129287j 0.000303434+0.00702801j 0.0361465+0.00562129j 0.0276757+0.00407469j -0.00981317+0.0227805j -0.0092406-0.00467065j -0.0157959+0.010118j 0.0629313-0.0265621j -0.139703+0.0572112j 0.000298818+0.0146434j -0.107265-0.0036607j 0.0396634-0.0333761j 0.0437994-0.0923239j 0.0274247+0.0128501j -0.0786174+0.00304139j -0.0158795+0.0153441j 0.0214588+0.0656273j -0.0254906+0.0304062j -0.079997-0.015365j -0.0343872-0.058645j -0.00923912+0.0235952j 0.0294325-0.106635j -0.00256259+0.00647907j 0.0130146+3.41768e-05j -0.0182062-0.00577642j -0.0508179-0.0318224j 0.0242941-0.0431324j -0.0174902+0.0234513j 0.0337471-0.0134927j -0.0121483+0.00984735j 0.0148094-0.012065j -0.164944-0.0545814j 0.0314046-0.0484508j 0.0723497+0.0385415j -0.0950308+0.0381424j 0.0272717-0.00527683j 0.0630499+0.0808519j -0.0485716+0.00425402j -0.0321345-0.0333716j 0.0164023-0.0977115j 0.0166337-0.0176618j 0.0588116+0.0563924j -0.0294451-0.00366574j 0.020251-0.0643723j -0.00554696-0.0480645j 0.0594697+0.0537426j 0.039547-0.0330829j -0.129342+0.00930544j 0.0478853+0.0219747j 0.028296-0.033319j -0.0136027+0.0444421j -0.0372357+0.0643825j 0.0526626-0.0234017j 0.0896435-0.0301956j 0.0365769+0.0636293j 0.0910847+0.0420435j -0.00745685+0.0499729j 0.0455465-0.0537004j -0.0192632-0.0259193j 0.160324-0.0486202j 0.00566399-0.147467j 0.0797823+0.0377722j -0.0517195-0.00745538j 0.0567421+0.00531394j 0.0496325-0.0691396j -0.0318623-0.0175336j -0.0176895-0.0899149j 0.0512229+0.00801617j -0.0122525+0.0472843j 0.00905512+0.0236069j 0.031287+0.0289503j -0.0348864-0.0948153j 0.0318678+0.0440495j 0.00357588+0.0260118j 0.00281959-0.00146144j -0.0228299-0.0249126j 0.0165161+0.000899149j 0.0138407+0.00489427j 0.00242905-0.00756899j 
0.0452321+0.0713169j 0.0733633-0.0572235j -0.00572686-0.0411215j -0.0389635-0.0500381j -0.0452815-0.00947238j 0.0272546-0.0454729j 0.0508266-0.0618764j -0.0292363+0.0406565j -0.00662049-0.0332147j -0.0475233-0.0289102j 0.00552363-0.0253808j 0.0349326-0.0104629j -0.0243356+0.0188024j -0.0093905-0.0243231j 0.0121574+0.0132829j -0.0145958-0.0134475j 0.00242307-0.0134209j 0.00985008-0.0171165j -0.0265532-0.0229426j 0.0359441-0.0423354j 0.0453712+0.0170357j 0.0438188-0.0292096j -0.0411764-0.0100817j -0.0884166-0.0224749j -0.0331187+0.0628821j 0.0762927+0.0396302j 0.0837593+0.0534458j -0.0339536-0.0463444j -0.0697701-0.0181475j -0.123832+0.0555583j -0.103799+0.118949j -0.0146003-0.0155409j -0.0328385+0.0552062j -0.0584374-0.00569332j -0.0574348-0.103847j 0.0522828-0.0666649j 0.0494764-0.0339487j -0.109313+0.0401628j -0.0172404-0.0143581j 0.0156597+0.0280501j -0.0564751+0.0699188j 0.090685+0.0184175j -0.0375553-0.0585831j -0.0339162-0.0601582j 0.00842964+0.050175j 0.00125579+0.00558532j -0.0728312-0.0447649j 0.000127193+0.0366539j 0.0544209-0.0239006j -0.0397132+0.0419611j 0.0797179+0.0292179j 0.0269056+0.0226149j 0.118985+0.102535j 0.00219719-0.0496343j -0.17614-0.0238308j -0.02472+0.0032794j -0.0218734+0.0313502j -0.0638791-0.117704j 0.00745947+0.0479188j -0.0432241+0.00378662j -0.0166184-0.0202969j -0.0420002+0.00864047j 0.00278176-0.0541424j -0.053775-0.00409346j -0.0248607+0.0392106j -0.0432852+0.011456j -0.0179627-0.0575877j 0.00551134-0.0610256j -0.0129602+0.00420589j 0.01229+0.0453702j -0.0336256-0.0045134j -0.0391282+0.0102991j -0.0107406-0.0272006j 0.0103964-0.092012j 0.0662971+0.0212786j 0.0406902-0.035525j 0.0207584+0.0241056j 0.0133445+0.0366172j 0.112629+0.0124267j 0.00874178-0.0784804j -0.0123888-0.0732094j -0.00894617-0.00225084j 0.00367268-0.0744994j 0.00491759+0.00917796j 0.0319637+0.00663872j -0.0460242+0.000449184j 0.0414232-0.0241031j -0.0591789+0.0473642j 0.0774369+0.0146689j 0.0359353+0.0434752j -0.00893219-0.00697613j -0.0741461-0.020979j 0.0627746-0.0123767j 0.0604145-0.0161043j 0.0398774+0.00915482j 
-0.01055-0.0813016j -0.0640416+0.0408985j -0.0292484-0.0257085j 0.0202274-0.0137513j -0.0232136-0.0287138j -0.0241916+0.0369763j -0.0323748+0.0747902j 0.0731494+0.0372064j -0.0109716+0.0299101j -0.0240623-0.0460905j -0.0232792-0.00679019j -0.0412539+0.00405722j 0.0238575+0.00774763j -0.0171809+0.00720115j 0.0206271-0.0118458j -0.000582463-0.0182968j -0.0437719-0.00528786j -0.0135701-0.0163031j -0.0262087-0.0307932j -0.0661315+0.0288904j -0.0458218-0.0164118j -0.0246523+0.0506668j -0.0373906+0.0186967j -0.0106034-0.0361978j 0.110355-0.0771623j -0.0241596-0.0693425j -0.0446244-0.0663007j 0.003032+0.0466504j 0.0343039+0.0497281j 0.0575606-0.0215129j 0.147276-0.105618j -0.0128041+0.00138028j 0.0552075+0.0162875j 0.0271002+0.035034j -0.0544768+0.0862931j -0.000587866+0.0361942j 0.0399779+0.0138401j -0.0875049-0.0185156j 0.0808514+0.0246902j -0.0362324-0.0661043j 0.107844-0.00381587j 0.027982-0.0168374j 0.0259338+0.0190957j 0.0442586+0.0314962j 0.0751276-0.126673j 0.00563171-0.0567193j 0.0353842+0.0167223j -0.00456463+0.0166182j 0.106873-0.0230804j 0.0228116+0.0195768j 0.078675-0.0363712j 0.0103418+0.0233804j 0.051624+0.0746899j -0.00158231+0.0278115j 0.111518+0.127873j 0.142763+0.0492482j 0.0116663+0.0308262j 0.0202985+0.0252451j -0.0352778+0.0876883j -0.00562874+0.0242744j -0.0232796-0.078013j 0.0236742+0.000712877j -0.0327974-0.0315519j 0.0164566-0.0565441j -0.0494551+0.0759955j 0.0101324-0.00318514j 0.0181266-0.0213181j -0.0913375-0.0508181j -0.0840236+0.0963847j 0.0411546-0.00338384j -0.0968164-0.0652055j 0.0260728-0.00431195j -0.0496378+0.0574788j -0.0170214-0.12427j 0.0244431-0.0435762j 0.0715258+0.03222j 0.0568926-0.0104614j 0.0493686+0.0345161j 0.0103647-0.0332057j -0.00942267-0.0498903j -0.0170454-0.0733775j -0.0380234-0.0248462j 0.0163865-0.108632j -0.015401+0.0353135j -0.00591566-0.033106j -0.0333206-0.0199502j 0.0540453+0.00944701j -0.00879102+0.0275918j 0.0315387-0.0366234j 0.0263663+0.0653316j 0.0231592+0.0107867j -0.0404717-0.0091115j 0.075836-0.00566183j 0.0331946-0.0163178j 0.00755132-0.00815804j 
0.0172135-0.0167714j -0.0155737+0.0146832j 0.00716595+0.0129141j -0.0161944-0.026521j -0.0133837-0.0104446j -0.0124712-0.00247368j -0.00483167+0.0341416j 0.0624437+0.0132186j -0.0340961-0.0315991j -0.00785953-0.00973849j -0.00321619+0.0182126j 0.018448+0.0143964j -0.033024-0.00357117j -0.00460804+0.00309686j 0.0153788+0.0210866j 0.0468997-0.0130332j -0.00501739+0.00942535j -0.0157695-0.0194787j -0.0119749+0.00341718j -0.0108901+0.000446391j 0.0274108-0.000647577j 0.0358887+0.0549634j -0.0310268+0.0303865j -0.0174776-0.0446175j 0.0682696-0.04875j 0.02531-0.0282516j 0.0829037-0.00624605j -0.0116899-0.0165429j 0.0358425-0.0360312j 0.0503049-0.0245773j 0.0512909+0.00235643j -0.0435494+0.012987j -0.00449777+0.0238039j 0.0257136+0.0431196j -0.00159959+0.00625593j -0.0167802+0.00732339j 0.0254458+0.0736207j -0.0673692-0.0290601j 0.00993084+0.00325916j 0.0394649+0.0509047j -0.00543121-0.0282863j -0.00675578+0.0149501j -0.0379576+0.0648631j -0.00116494+0.0593579j 0.0148737+0.0571366j 0.060899+0.0778878j -0.150446-0.056294j -0.0569539-0.0516736j -0.0326653-0.0166737j -0.0866357-0.0950342j 0.0320897-0.0953281j 0.0775409+0.0222926j 0.0876069+0.0499648j 0.0450825+0.0697706j -0.0947865-0.0336503j -0.0634336+0.0165775j 0.10845-0.0572083j 0.0182478+0.0296189j -0.0684723+0.0587783j -0.0660447-0.040495j 0.0871221-0.00447379j 0.00723587-0.0602945j -0.0354111-0.0182406j 0.0205359-0.00672452j 0.0299636-0.00547152j -0.0491795-0.0642355j 0.0297346+0.0930877j 0.0342557+0.0371396j 0.0864599-0.00857013j 0.0978433-0.153562j 0.0348851+0.0370479j 0.112737+0.0636918j -0.0820492-0.00676317j -0.0309982-0.0146932j 0.120004+0.053309j 0.0356293+0.0575069j -0.0102968+0.0315093j -0.0494286+0.103579j -0.00128375-0.12394j 0.00931984-0.060199j 0.0929702+0.00344375j -0.0465244+0.0353798j 0.0180597+0.0135137j 0.0177946+0.00826724j 0.012042+0.0552408j 0.0428865-0.00908139j -0.0053985+0.0627978j 0.0342142-0.0245672j -0.0342114+0.0562544j -0.0177412-0.0288475j 0.00564252+0.00577515j 0.0552354+0.0075324j -0.0507306+0.0138905j -0.0300998-0.007716j -0.0302345+0.00449628j 
-0.0206188+0.0259067j -0.00127948+0.049277j 0.0748998-0.00143876j 0.000648673-0.0857329j 0.0561623-0.0136661j 0.0115879-0.0211091j 0.0109911+0.0175229j -0.0432711-0.0105706j 0.0235595+0.00101162j 0.00383234-0.0162624j 0.0617207-0.0195455j 0.00222599-0.0289621j 0.00665409+0.0440654j 0.00772251+0.00398538j -0.0189586-0.00184601j 0.0257953-0.0143175j 0.0122446+0.00990121j -0.0347653-0.0129876j 0.0332517+0.0021373j -0.0349757+0.0217169j 0.0198168-0.0293106j -0.0020133-0.0294963j -0.0053108+0.0304839j -0.0806348-0.0493186j 0.0238509-0.0550697j -0.00531391-0.0245951j -0.00227984-0.0346437j 0.0334227+0.0357017j -0.0409045-0.0112234j -0.0350126-0.0594652j -0.104703+0.0112166j 0.0172374-0.00832401j -0.175389-0.0180881j -0.0151364+0.00509038j -0.0221521+0.0160001j 0.0157525+0.0475721j 0.0200997+0.0170338j 0.0539191-0.0090302j -0.0431078-0.0296515j 0.0664731-0.00629856j 0.181289-0.146672j 0.0338669+0.0265112j -0.022204-0.0372107j -0.069186-0.0396222j -0.0629293-0.067099j -0.00760505+0.111415j -0.0103498+0.0401455j -0.0152397-0.0156925j -0.0185658+0.0327171j -0.0106+0.0228505j -0.0281903-0.0216451j 0.0971268+0.064576j 0.041991+0.0875709j -0.00333168+0.0720316j -0.0279201+0.0272971j -0.0408607+0.0302825j -0.00879089-0.050997j 0.0162412-0.00324608j 0.0364132-0.0387087j -0.0232836+0.0683255j -0.0667877-0.0264394j -0.0390059+0.0135331j 0.0053698-0.00826819j -0.00982287+0.0679398j -0.046582-0.00915479j 0.0264259+0.00115862j -0.0055747+0.00785056j 0.0182848+0.0220436j -0.0668631-0.0289651j -0.0358403+0.0274779j 0.0224161-0.0487018j 0.00144448-0.0819737j 0.0687752+0.0769859j -0.0643157-0.021911j 0.163685-0.0775423j 0.0114278-0.0256187j -0.00686954+0.0910661j 0.0428801-0.00121725j -0.069687-0.071468j -0.0453582-0.0557375j -0.0455236+0.0792794j -0.00391024-0.0210784j 0.0363986-0.003731j 0.00824855-0.0164764j 0.0157184-0.00465625j -0.033185+0.0252993j -0.0710884-0.0389846j 0.0184804-0.0186102j -0.0398588-0.000103223j -0.000606218+0.017261j 0.0214522-0.0405247j -0.00233152+0.00775213j 0.00988825-0.00116591j 0.000564045+0.000314921j 0.0196351+0.0139648j 
-0.032783-0.0296055j -0.0373743+0.0725225j 0.0493429-0.00407799j 0.0128508-0.0579754j 0.0240763-0.012955j 0.0097209+0.00135985j -0.00759242+0.0721264j 0.0467646+1.03335e-05j -0.0219026+0.00599246j 0.00163684-0.0229538j 0.0534969+0.0133269j 0.00713701-0.00717291j 0.0205057-0.0296699j -0.0233817+0.0161406j -0.0227504-0.0241677j -0.000625997-0.00546543j -0.0169741-0.0191564j 0.00971439+0.00743839j -0.0288076-0.0187386j -0.0203931+0.0375155j 0.00310085-0.00880137j 0.0357886-9.38321e-05j 0.0211353-0.0173042j -0.0287271-0.00234811j 0.0480803-0.0866839j -0.0590501+0.00976061j -0.0863674+0.00783876j 0.0367562+0.0275138j -0.0229111+0.032274j 0.0558677-0.0735235j -0.0258723-0.0832582j 0.0144618-0.00367846j -0.0840346-0.0199504j -0.0215309+0.00882168j 0.0143867+0.0455913j 0.00223209+0.089937j 0.0277136+0.00822307j 0.0479743-0.0162252j 0.000375977+0.0207675j -0.0214344-0.0282901j -0.00316246-0.0337171j 0.0511007-0.0829306j -0.0192932+0.0515769j -0.0552537+0.0336704j 0.124372-0.000909713j -0.0668049+0.0303498j -0.0290645-0.100464j -0.0914127+0.0840824j -0.104351+0.0135345j -0.0608412+0.0649451j 0.0183547+0.0164327j 0.0049479+0.0236561j -0.0143095+0.0056073j -0.0333816-0.109589j -0.0943054+0.0372863j -0.0142665+0.0850249j -0.0325957+0.0535368j -0.0687758-0.0665009j 0.0251843+0.0535824j -0.0691887+0.0945431j 0.00403968-0.071668j -0.136156+0.010046j -0.0742541+0.0101109j -0.0509796+0.0180093j -0.00911518-0.025719j 0.0261351+0.0436364j -0.00785202-0.0146555j 0.0625325+0.0943241j 0.0394963-0.0187122j -0.0818341+0.00357549j -0.0266414+0.0416534j 0.0232996-0.0168736j 0.123503-0.0431536j 0.010829+0.0528203j -0.0293191+0.0314631j 0.0294547-0.114614j -0.0383725+0.069477j -0.0361865+0.0536439j 0.0706794+0.0489657j -0.0189702+0.0185546j 0.0314615-0.00976081j -0.0223468-0.00610014j -0.0397804-0.0117437j 0.0449113-0.00268921j 0.0163025+0.0913826j 0.0300114+0.00595126j 0.092818+0.0244476j -0.0123521+0.0197218j 0.0492871+0.0142678j -0.012249-0.0243189j 0.0102862+0.0264937j 0.0132293+0.0331378j -0.0506281-0.00973751j -0.00140443+0.00150169j -0.0318708-0.00975224j 
0.0209554+0.0145355j -0.00557944-0.041231j -0.00874269-0.00995243j 0.0379901+0.0266432j 0.00382988+0.00905989j 0.0171552-0.00266772j -0.005446-0.0405347j -0.0564742+0.00650189j -0.0161414-0.0177744j -0.0245675+0.0205707j -0.00542848+0.00414851j -0.00395464-0.00365751j 0.0367223-0.0128222j 0.0109212+0.00578613j 0.037263-0.0119266j -0.0368906+0.0168637j 0.0359752-0.000908289j 0.0275599+0.012049j 0.00918527+0.0292351j 0.0257532-0.00652329j -0.00841625-0.00404994j 0.00484777-0.0452492j 0.0424984+0.0144073j 0.0829745+0.0138189j -0.031259+0.0594204j -0.00575742-0.0144073j 0.0387108-0.00594064j -0.0958151-0.00277684j -0.114227+0.0177798j 0.0539483-0.0456576j 0.0655588+0.0192525j 0.0266293-0.0149863j 0.0831766+0.034499j 0.0151379+0.0343114j 0.0576044-0.0213758j -0.0202453-0.108494j -0.0622016-0.0172733j 0.0426656+0.0235649j 0.0128174-0.041034j -0.0182669-0.0243681j -0.0443979+0.00372848j -0.0676073+0.00442132j -0.0121743-0.0294504j 0.0185321-0.0268337j -0.0121229-0.0512406j -0.0784315+0.0478818j -0.0186492+0.0711954j -0.135621+0.0693611j -0.0391383+0.128245j -0.118865+0.110832j -0.0677555+0.0048832j 0.014715-0.0684335j 0.0231648-0.127652j -0.0610255+0.0815422j -0.06697+0.261073j -0.0329646+0.136499j -0.00453997-0.0118642j -0.00525369+0.114006j -0.0883315+0.00746804j -0.0422648+0.112097j 0.0231788+0.0103961j -0.00668853+0.0242808j 0.0743374+0.00185725j -0.0536229+0.0803235j -0.0364002+0.0825021j -0.0720444+0.093929j -0.0163231-0.0988736j 0.0406289-0.0173242j -0.0284885-0.0740457j -0.00336119-0.037488j -0.03337+0.000554178j 0.0353779+0.0282248j -0.00124367+0.0167631j -0.0366655-0.0589287j 0.0467844-0.0370612j 0.0516625+0.0123494j -0.0309671+0.0483073j 0.00849125+0.022517j -0.00901901+0.0753387j 0.0270871-0.0465383j 0.00814788+0.02458j 0.0408514-0.0173072j 0.0433289-0.0172721j -0.00945111-0.00437508j -0.0201309+0.0110089j -0.0187794-9.65318e-05j -0.0216226+0.0138068j -0.0308159-0.0247714j -0.0287222+0.00221332j -0.00154123-0.0220142j -0.0197707+0.00420901j -0.00695839-0.0153341j 0.00401126+0.0192672j 0.000849433-0.00452103j 0.00401881-0.0100015j 
0.0279682-0.0364987j -0.0343322-0.0272303j -0.0120041+0.0297213j 0.059621-0.0359747j 0.00969856-0.0205546j 0.0158233+0.00565426j 0.0154077+0.00597507j -0.028445+0.0033963j 0.0083416+0.0146593j -0.0174104-0.0495865j 0.0206225+0.00430196j 0.00136443+0.00581666j 0.0405759-0.0241235j -0.00586468+0.00395782j 0.0105781+0.00905871j -0.0207876-0.0175743j 0.0184331-0.0145028j 0.00146878-0.0191495j -0.028841-0.00943815j -0.016673-0.0258372j -0.0221471-0.0153567j -0.0108959+0.0256183j 0.0538626-0.0451322j 0.00725608+0.0135279j 0.0303387-0.0403347j -0.012911+0.0408401j -0.0170953+0.041022j -0.0760536+0.0434832j -0.0723747+0.0476024j 0.0808054+0.0802344j 0.104975-0.00377472j 0.0214486-0.00826443j 0.014916-0.0449942j 0.0410442+0.024519j 0.0184789-0.0633652j -0.0739242+0.0250207j -0.0152828-0.0440739j 0.0555985-0.0268688j -0.0397836+0.0151153j -0.0497975+0.0341761j 0.00719066+0.103179j -0.0320238+0.0165836j 0.0122167-0.0203289j 0.0634228+0.0593989j 0.0539438+0.00116122j -0.0454948+0.0648788j -0.0282627+0.00223436j 0.0138545+0.00451504j 0.0213577-0.00490978j 0.00882658-0.158522j 0.00340067+0.038891j 0.0444155-0.0843601j 0.0571391+0.0679703j -0.0301167+0.0171483j 0.0627468-0.216834j 0.0674741-0.0497218j -0.070512+0.0858479j 0.0526531-0.17471j -0.0755997+0.0812406j -0.0387096+0.0191714j -0.0319593+0.0646092j -0.0534997-0.0357915j 0.0367518+0.0402262j 0.0234446+0.0592862j -0.0450956+0.043871j 0.0145597-0.0423701j -0.0816006+0.0496701j 0.0986642+0.00216671j 0.0513634-0.061268j 0.00161027+0.0169213j 0.0642643+0.137017j -0.0162586-0.0790156j 0.0419182+0.0281972j -0.0732517+0.0321884j -0.0235912+0.0383969j 0.0653227+0.0676105j -0.0185856+0.00981589j -0.0111715-0.0205914j 0.0435785+0.105533j -0.0325844-0.0347655j 0.000616933+0.00983921j 0.0600473-0.0493918j 0.06245-0.055822j 0.00456191+0.000167257j -0.0673796+0.0312168j -0.00596955+0.0515789j -0.0347896+0.0128955j -0.0455704+0.0027335j -0.0475682-0.000377833j 0.00138298+0.00165096j -0.00312792-0.00374055j -0.0247107+0.00416545j 0.0627782+0.00783232j -0.00326201-0.00349018j 0.02782+0.00166069j 
0.0093325-0.00119879j -0.0260463-0.0204809j -0.0334761+0.0135125j 0.070405+0.00834226j -0.0342113+0.00555538j -0.000753201-0.0130224j -0.0356847-0.0342118j 0.019146+0.0566413j -0.0105372+0.00566272j -0.0132862-0.00541053j 0.0224065-0.0270895j 0.0315524-0.0179095j -0.024751+0.0525536j 0.00114782+0.000863862j -0.0278182+0.0166847j 0.0238114-0.000254974j 0.0157801-0.0125399j -0.0234843-0.01322j 0.00914003+0.0206555j -0.013373-0.0133851j 0.0119323-0.00801894j -0.0103314-0.0398492j -0.0116114-0.0115949j 0.0444301-0.0578727j 0.0114481+0.0378959j 0.0172915-0.0209666j 0.0164739-0.0492159j -0.0548675+0.0328253j -0.0187304-0.0448659j 0.063249+0.0678582j 0.0571818+0.0763605j 0.00726113+0.00173571j 0.0691159+0.0333336j 0.0207201-0.0314541j 0.0487226-0.0623074j -0.00543153+0.0261071j -0.0351181+0.0280745j 0.0189691-0.0366585j -0.0779168-0.0254594j -0.022237-0.00293922j 0.0562881-0.0941722j 0.00138538-0.0615091j -0.0247671+0.00873737j 0.0261528-0.0646329j -0.0454331+0.0230788j 0.0548865+0.0494993j 0.0857169+0.045074j -0.101121+0.0862323j -0.117366-0.105053j -0.0840266-0.0934957j 0.0700355-0.0564094j 0.0251327-0.0934489j 0.0402607-0.00983229j 0.0312712-0.0311766j -0.0797023-0.104929j 0.0515872-0.065044j 0.0302198+0.0257748j 0.0385968+0.0354741j 0.0621954-0.0145462j -0.0508476-0.0125595j -0.0140297+0.0468695j -0.013163-0.0313781j -0.023599-0.00609771j -0.00915578-0.0149291j -0.0729243-0.0612808j -0.0190655+0.0978206j -0.0159909-0.0599268j -0.0635935-0.00993139j -0.0759584+0.0433616j -0.0991311+0.0690853j -0.0810018-0.0830899j 0.0131233-0.0979198j -0.0696913-0.0635198j -0.0409459+0.000982485j 0.0213206-0.0242154j -0.0620889+0.0273857j 0.0838683-0.0535954j 0.0815356+0.146039j 0.0102366-0.0253721j 0.122464-0.0284886j 0.0146998-0.00992348j -0.0155003-0.105272j 0.0328788-0.0173308j -0.0607664-0.0349238j -0.0455575-0.0462273j 0.0728202-0.01376j 0.0404592-0.0522345j -0.0214876-0.0353341j 0.011302-0.0153788j -0.0112188+0.0142009j 0.0194132-0.00769628j 0.0462685-0.00280824j 0.00518626+0.00926136j -0.0319504-0.00810931j -0.0308758+0.0185466j 
