0.00511467+0.000446011j -0.000347958+0.00580535j 0.0016184+0.00654466j -0.0057534-0.00040534j 0.00133419+0.00157596j -0.00338268+0.00328449j -0.00593628-0.00192752j -0.000901328-0.00349512j -0.0022862+5.26843e-05j -0.00035147+0.00239341j 0.00428183-0.00100224j 0.00322883+0.000511774j -0.0012748+0.00328036j 0.000690925-0.00369598j -0.00126685-0.00075989j -0.00227124-0.000197162j -0.000154988+0.00143506j 0.00187932+4.81128e-07j 0.0021091-0.00133761j -0.0018018+0.000289182j 0.00120489-0.00138399j -0.00216033-0.0035875j 0.000409622+0.000866676j 0.00112218+0.000878837j 0.000939913-0.00104857j 0.000929594-0.00269184j 0.000576176+0.00189723j -0.00130185+7.09509e-05j 0.000564029-0.000359292j -0.00188361-0.000168577j -0.00015078+3.30181e-05j -0.000353881-0.000303199j 0.000609687-0.000154804j -0.000159192+0.00100375j 0.00096236-0.00220239j -0.000391534-0.000483042j -0.0011628-0.0024656j 0.00262428+0.00223568j -0.00091518-0.00219561j 0.00118959-0.00201257j -0.00262264+0.00194913j -0.000355739+0.00314585j -0.00106183-0.00272094j -0.00124471+0.00129321j 0.00357702+0.00128028j 0.000109279+0.000127689j 0.00168673+0.00376665j -0.000146385+0.00221115j 0.00356917-0.000324553j -0.000873184+0.00147306j 0.00199293-0.00108902j -0.000219956+0.000134377j -0.000499608-0.00304805j -0.00368452-0.00289941j -0.0158673+0.000828124j 0.00137237+0.0170419j 
-0.0035406+0.000706116j -0.0001215-0.00487438j -0.000757029-0.00241637j -0.000764881-0.00252433j 0.00177823-0.00110511j -0.000525347+0.00112524j -0.00448233-0.00193983j 0.00317308-0.001672j 0.00376635-0.00149119j -0.00271076+0.00237365j 0.000376888+0.00288922j 0.0035351+0.00297692j -0.00171475+0.00735879j 0.003423+0.00142778j -0.00128174-0.000279007j 0.00260243-0.00258595j 0.00242887+0.00253888j -0.000954712-0.00130156j 0.00384785-0.00227102j 0.000560578+0.00383105j 0.00161356+0.0023844j -0.00152822+0.000168204j 0.00540716-6.44794e-05j 0.000360459+0.00424031j 0.00261488+0.00147075j -0.00251449+0.00146384j 0.00449891+0.000663515j -0.00143123-0.00140988j 0.00121574+0.00308522j -0.00289298-0.00148216j 0.00284298+0.000169345j -0.00148502-0.0013623j 0.00420555+0.000629533j 0.000911971-0.00217031j -0.00163586+0.0020094j -0.00347654+0.000517558j -0.00206451+0.000999396j -0.00142848-0.00418753j -0.00453799+0.00464656j 0.000787177-0.00163577j -0.00158836-0.00292473j 0.00649078-0.00211025j -0.00329899+0.00172891j 0.000396589-0.000229961j -0.00186099-0.000447657j 0.00257307+0.000938534j 0.00329012-0.00311908j -0.00133572-0.000771095j 0.00275158+0.0102291j 0.0116107-0.000298878j 0.0050064-0.00630377j 0.000355362-0.00327035j 0.00464236+0.00170641j -0.00135187-0.0046372j -0.00217842+0.00189288j 0.00473279+0.00179417j 
0.00195394-0.00508051j 0.00318935+0.00330352j -0.00372441+0.000225862j 0.00176186-0.00430651j -0.000281724-0.0045898j 0.00459491+0.00145476j -0.0013339+0.00111078j 0.00182443+0.000925648j -0.00136249-0.0014083j 0.00256919-0.00285607j -0.00319812-0.00161241j 0.000377354+0.000305646j -0.00190116+0.00179397j -0.00317683-0.000353092j -0.00161157+0.00214647j -0.000277286+0.00334137j -0.00021477+0.000280414j -0.00281307-0.000633407j 0.00027181-0.00264221j -0.00227272+0.00270148j -0.000246996-0.00171011j 0.00156687-0.000867852j -0.000961536+0.00281582j -0.00100822+0.00283727j -0.000721121+0.00176585j 0.00192063-0.0014469j 0.000393343+0.000151966j 9.37181e-05-0.00408879j -0.00388911+0.00122223j 0.0025582-0.000708003j -0.00281671+0.00359619j 0.000920926+0.000344648j -0.000938682-0.0010286j -0.000495335+0.000292181j -0.00383246+0.00138096j 0.00332705-0.00130455j 0.00139009+0.00106892j -0.00228713-0.00300823j 0.000293643+0.00179159j 0.00163859+0.000974674j 0.000244971+0.00331702j 0.00190518+0.00105003j -0.00103885+0.00456685j -0.000139788+0.000838995j -0.00316563-0.00153516j -0.000201213+0.00343533j 0.0030787-0.00357455j -0.000644668+0.0034624j 0.00552564-0.00509303j -0.000401642-0.00189291j 0.00565195-0.000810365j -0.000220679-0.00574576j 0.00563873+0.00415278j 0.00385537-0.00445043j -0.00222894+0.0110533j 0.00602779+0.000140403j 
-0.00301047-0.000601542j -0.00149066-0.00184909j -0.00588895+0.00147252j 0.000748322-0.00659606j -1.98301e-05-0.00227333j 0.00266825+0.000490928j -0.00565073-0.00137524j 0.00420504-0.000469655j -0.00117379+0.0012436j -0.00180597-0.000970778j 0.00123664+0.00153078j 0.00208147+0.00237586j -0.00109362+0.00222449j -0.00178079-6.16638e-05j 0.000439207+0.00116491j 0.000699576+0.00299736j 0.000698367+0.0016204j -5.19442e-05+0.00137335j -0.000504784-0.000748683j -0.000179254+0.00333229j 0.000269839-0.0038085j 0.00227496-0.00380669j 0.000593104+0.00267187j 0.00284468+0.000979492j -0.000766685+0.00201443j 0.0032522-0.00209677j 0.00057001+0.00099894j -0.000694383-0.00404471j -0.0042419+0.000373044j -0.000876226-0.0015302j -0.00147551+0.00483846j -0.00350956-0.00152015j -0.00589169-0.00214989j 0.00214642-0.000129895j -3.1896e-05+0.00246173j -1.99171e-07-0.00250586j -0.000773743-0.00098629j -0.00367273+0.00223674j 0.000510849+0.0019423j 0.00339447-8.15149e-05j -0.000373969+0.00645749j -0.000998161+0.000973469j -0.000706919+0.00163576j -0.00603469+0.000130495j -0.000412311+0.00108412j 0.000490061+0.00203166j 0.00185185-0.000624416j -0.00113053+0.00578226j 0.00182798-0.00718182j -0.00322602+0.00497701j 0.011582+0.00037033j -0.00238728-0.00585941j 0.00267145-0.00318498j -0.00248174-0.000305985j -0.00314107-0.00175014j -0.00634991+0.00331925j 
0.00135607-0.00180944j 0.00145782-0.00492243j -0.00224516+0.0020312j 0.00110064-0.00867551j -0.00045404+0.00508585j -9.32132e-06-0.00209705j -0.00133141-0.00728298j 0.000237526-0.00408307j -0.00358867+0.00248162j 0.0025102+0.00195667j -0.000493994+0.00534907j -0.000241364+0.00583951j 0.00479796+0.00967721j 0.00242722-0.00233004j -0.00208158-0.00551904j -0.00356708+0.00290049j 0.000640714+0.00732636j -0.00155214-0.00218843j -0.00057467-0.00959782j -0.00255071+0.00777094j 0.00408572-0.00866399j 0.00188274+0.00695236j -0.00329496+0.00248094j -0.000658251+0.00626718j -0.00155144-0.00181413j -0.000366262+0.00697188j -0.000218154-0.000115839j 0.00193566-0.000569389j -0.00162359-0.00121457j 0.00128325-0.00347385j -0.00195898-0.0044125j -0.00188381-0.00438175j 0.00110123-0.00874455j -0.00124803-0.00313655j 0.00418751-0.00174328j 0.00181591-0.0102747j 0.00181851-0.00381538j 0.000478779-0.00769858j 0.00165138+0.00571261j -0.00213473+0.00838988j -0.00380239-0.00390085j -0.00322829-0.00305634j 0.000361181-0.00306132j 0.0051238-0.00940863j 0.000817172+0.00137343j -0.00287237+0.0042947j 0.00200113-0.00491725j 0.00213443-0.00515866j 0.00731146+0.00628774j -0.00245536-0.0105558j -0.00432087+0.0079888j 0.00396959+0.00309582j 0.00194911+0.00635444j -0.00044039-0.00247784j 0.00133932+0.00291096j -0.00127386-0.00356256j 
3.52527e-05+0.00244514j -0.00372099+0.0006825j -0.0038761+0.000898747j 0.000835421-0.00307333j 0.00101047-0.00370408j 0.00416991+0.00027609j -0.00366128+0.00388j 0.00136794-0.00289193j 0.00232953-0.00282449j -0.000164149+0.00257337j 0.00120979-5.08398e-05j 0.00190143-0.00141277j -0.00155027+0.00339217j 0.000933183+0.000468946j 0.000881029+0.00104421j 0.000112336-0.00170399j -0.000595193+0.00193226j -0.000401043-0.000884991j 0.00106966-0.00186057j -0.00244219+0.000256871j 0.000457068-0.00197838j -0.00117754-0.000347559j 0.00295051-0.00124389j -0.00140368-0.00320047j 0.00201883+0.000424228j 0.0021687+6.00246e-05j 0.00198547-0.00105843j -0.00162031+0.000708552j -0.00429232+0.002893j -0.000837425+0.00354157j 0.00322355+0.00046563j -0.00164362+0.0036421j -0.00282803+0.00348672j -0.000481286-0.00417247j 0.00201317-0.000522491j 0.00345334+0.000578837j 0.00209557+0.000965267j -0.00213596+0.00161003j 2.29452e-05+0.00290078j 0.00288587+0.000302484j 0.00219822-0.0015895j -0.00124957-0.000339512j 0.0015411+0.0018442j -0.00119798+0.00631543j -0.000253971+0.00220282j 0.00300423-0.00130027j -0.00110239-0.00387657j 0.000184158+0.00037097j -0.000809512+0.00432142j 0.00676498+0.00293796j 0.00896421-0.00435404j -0.000828497-0.00412601j 0.00012422+0.00395775j 0.00607265+0.000107633j 0.00033194-0.00180907j -0.00256818-0.00192248j 
-0.00510518-0.00113055j 0.000526599-0.0017761j -0.000950745+0.00363856j -0.00328335-0.00359941j -0.00098148+0.00150731j -0.00419916-0.00185896j 0.00038639-0.00233879j 0.00330634+0.000322777j 0.000937921+0.00228631j -1.17419e-05-0.00307403j 0.00089763-0.00250043j 0.00142993+0.00146288j -0.00163423-0.00753323j 0.0023387+0.000101119j -0.00299886-0.0028707j 0.000948626+0.00237064j 0.00133418-0.00567604j 0.00179027+0.000957084j 0.00128957+0.00262431j 0.00594068-0.00446909j -0.00207934-2.57081e-05j 0.000933342-0.00549594j -0.00112797+0.00415344j 0.00445968+0.000357209j -0.000265932+0.00329742j 2.13912e-05-0.00341296j -0.000663251+0.00193838j -0.0023778-0.00535981j 0.00334247-0.000668336j -0.00464683-0.00495594j -0.00138536+0.00488815j -0.00310744+0.000795167j 0.00119042+0.00334962j 0.00270694+0.00101353j -0.00152605+0.00144753j -0.0029323-0.00108618j -0.000690645+0.000883515j 0.00113013-0.000469826j 0.0026684-0.00539572j -0.00448703+0.0001409j 0.00550007+0.00124099j -0.0018519+0.00426726j 0.00024146-0.000378312j -0.00254583-0.000835549j -0.00342148-0.00453802j -0.00408943+0.00547224j 0.000184122+0.00371664j 0.00437138-0.000216448j -0.00477549-0.0045224j -0.00507127+0.00268432j -0.00709595+0.00116214j -0.000602808+0.00413629j -0.000100121+5.88203e-05j 0.00306369-0.00208684j -0.00207769+0.00206909j 0.0023972+0.00707843j 
0.000772895+0.00285747j 0.000395905+0.00386731j -0.00361618+0.000531746j 0.00473817+0.0028714j -0.00123534-0.00269494j 0.00236192+0.00575289j -0.00653261+0.00315948j 0.00495637-0.00305795j -0.00691043-0.00498285j -0.000739569-0.000845181j 0.00254562-0.00287256j -0.000775294-0.00534439j 0.00551435-0.00235054j 0.00201897-0.00376096j 0.00224714+0.00635603j -0.00299849-0.0033853j 0.00713776-0.00214233j -0.000402903-0.000436239j 0.000952651-0.00521634j 0.00181869-0.00349335j 0.00552036+0.000527703j 0.00534201+0.000942116j -0.00461761-0.00366407j 0.00394297-0.00129509j -0.00228375-0.00354698j -5.16095e-05+0.0015257j 0.00117369-0.00358699j 0.000253329+0.00438699j 0.000618328+0.000477434j -0.00211904+0.00444999j -2.00906e-06-0.000384107j -0.00704302+0.00232881j -0.00365794-0.00404923j 0.00729974-0.000190673j -0.00435393+0.00287933j 0.00113369-0.000133986j -0.000328926-0.00549364j 0.00154413+0.00327498j 0.000140629-0.0019426j -0.00241612+0.00272673j 0.00734878-0.00265526j -0.00239289-0.00122015j 0.000416842-0.00299761j -0.0020654-0.00599144j -0.00385507+0.00861569j -0.00455598-0.00285559j -0.000949659+0.00312086j 0.0108421+0.00549655j 0.000145433-0.00687738j 0.000744497-0.000893855j -0.00332115+0.00274073j -0.000677191-0.00292139j -0.00259756-0.000562064j 0.00348447-0.00452097j -0.000695121+0.000208753j 0.00475831-0.00506575j 
0.00289335+0.00155716j 0.00032929-0.000983084j 0.000780398+0.00467095j 0.000287639-0.00414912j -0.000219677+0.00205673j 0.00432079-0.00151004j 0.000869431+0.00762615j -0.00345253-0.00520262j -0.00169111+0.0069103j 0.00102171+0.00200012j -0.000965892-0.0040266j -0.00278281+0.000684369j -0.0019629-0.0085152j -0.000986542-0.00380993j 0.0028842-0.00276588j -0.003936+0.00273945j -0.00028945-0.00920546j -0.00038505+3.79866e-05j -0.00352033+0.000443565j -0.00106698-0.00386935j 0.0015259-0.00623936j 0.000103291-0.00755304j -0.00159957+0.00537541j 0.0011516-0.00536478j -0.00182308+0.0029268j 0.000790767-0.00137205j -0.00274849-0.000405132j 0.00316182-0.000956798j 0.00138236-0.000593261j 0.00161911+0.00148978j -0.000750167+0.000512804j -0.000790543+0.00778292j -0.00312206+0.00576465j -0.000104096-0.00877264j 0.00322222+0.00594042j -0.00194597-0.00028017j -0.00615066+0.00336313j 0.00293154-0.00251343j -0.000499473+0.000273091j 0.000938546+0.000920478j -0.00185099-0.00771289j -0.00127239+0.00236178j -0.00393454+1.18821e-05j -0.00717309+0.0031256j 0.00830796+0.00198172j -0.00308831+0.00524678j 0.00343+0.000954488j 0.00580053-0.0119113j -0.00378277+0.00384328j 0.000476619-0.00148617j 0.000174137+0.00284052j -0.00169294+0.00196095j -0.00136463+0.00439521j -0.00372232-0.00149187j -0.00288444+0.00218583j -0.00165964-0.00146456j 
0.00391273-0.000403055j 0.00133002+0.00356271j 0.00320177-0.000876059j 0.00217481+0.00107009j -5.86319e-05-0.00357302j 0.00518358+0.00228215j 0.000439335+0.000509016j -0.00187631+0.00160717j -0.000280151+0.000125148j -0.000390773+0.00285788j 0.000197831+9.64177e-05j -0.00295514+0.000564881j 0.000117482+0.00692025j -0.00417598+0.00230012j 0.008734+0.00166476j -0.00512602-0.00176284j 0.000444979-0.000934699j 6.89589e-06+0.00244115j -0.00532893-0.000178064j -0.0006182+0.00627044j -0.000901323+0.00316952j -0.000538627+0.000626981j -0.00204133-0.00470355j -0.00124106+0.00645555j -0.00264711-0.00435335j 0.00214225+0.00163294j -0.00238416-0.000999393j 0.00534832+0.00331027j 0.00385292-8.95876e-05j 0.00521868-0.000894593j -0.000467691-0.00168878j 0.00635052-0.00089863j -0.000689881-0.00365989j -0.00297042+0.00521512j -0.000456098-0.00397389j 0.00078969+0.00197192j -0.00306644-0.00875743j 0.00122561-0.00274148j -0.00160022-7.08227e-05j 0.00261665-0.00403663j -0.00677703+0.00137454j 0.00185343-0.00156365j -0.00128295-0.0026906j -0.00125876-0.00427419j 0.00710168+0.000833574j -0.000629685-0.00232102j -0.00584272+0.00258478j -0.00254805-0.0044394j 5.79026e-05-0.00530832j 0.000828117-0.00473556j 0.00237297-0.00705248j -0.00552035-0.00171109j 0.00382691-0.000851376j -0.00265107-0.00462477j -0.00224092-0.00112812j -0.00523432+0.00275422j 
0.00395101+0.00156554j -0.000219134-0.00138304j 1.50035e-05-0.00317717j -0.000173693+0.00147036j -0.00252653+0.00105969j 0.00185029-0.00119713j -0.00360936-0.000796685j -0.000916205-0.0014675j -0.00522054-0.0019787j 0.00101777+0.000627256j -0.00123034+0.00286314j 0.00089914+0.00184882j 0.0043802+0.00194658j -0.000525436-0.00247661j -0.00129223-0.00129807j -0.00206947+0.00023363j 0.000613516+0.00281976j -0.00156545-0.00169085j -0.00343768+0.00114799j -0.00324195-0.000426537j 0.00390456+0.00374702j 0.000125439+0.00131268j -0.00292899+0.00316214j 0.00192245+0.00205163j -0.000964881+0.00287855j 0.000127031+0.000496383j 0.00101797-0.00189403j -0.000776647-0.000289446j -0.000742969+0.000527973j 0.00207384+0.00119967j 0.0009269-0.00337417j 0.002791-0.00256233j -0.003251-0.00276586j 0.000107879-4.70832e-05j -0.0040375+0.00199869j 0.000794174+0.00199484j -0.00569109+0.00596896j -0.00141146-0.00171566j -0.00300117+0.00279256j 0.00451147-0.000928729j -0.00406393+0.00209786j 0.00415109-0.00287111j -0.00543009+0.00515621j -0.000967761-0.00202241j 0.000903933+0.00150573j 0.00420609-0.000520478j 0.00453422-0.00229085j -0.00322496+0.00307861j 0.00465979+0.0055966j 0.00146948-0.00379772j 0.00107411-0.0010687j 0.000834926-0.00209677j 0.00216626-0.00558685j -0.0112324-5.17951e-05j -0.0032474+0.00152901j 0.00441293+0.00221278j 
0.00344214-0.00097039j 0.00127348-0.000894848j 0.00108683-0.000878713j 0.00150042+0.000702419j 0.00137072+0.00128556j 0.0011456+0.0024054j -0.001718-0.00120225j -0.00154957+0.00125383j -0.00598553+0.00328703j -0.00142251-0.00327876j -0.00228909+0.00117078j -0.00269206+1.65754e-05j 7.22755e-05-0.00194588j -0.0043152+0.00134814j 0.000765965+0.00667167j 0.00136443-0.00382286j 0.0041649+0.00254479j -0.00430976-0.000916224j -0.00339216-0.00120823j -0.00483107+0.00410687j -0.00350003+0.00503952j 0.00224652-0.00252598j -0.000430585+0.0016791j -0.00561922+0.00311209j -0.00168265+0.000257265j 5.25291e-06-0.00227815j -0.000319689-0.00217545j 5.14574e-05+0.00105711j -0.00321739+0.00713074j 0.00530026-0.00315946j -0.000129699+0.00377918j 0.00186827-0.00183795j -0.00545965+0.000304728j -0.00370627-0.00103642j -0.00407691+0.00653968j -0.00410373+0.000527739j -0.00159605+0.00219345j 0.00426153-0.00275466j -0.00109323-1.14298e-06j 0.00945037-0.00100233j 0.0012108-0.00294186j 0.00649165-0.00211001j -0.00340729+0.00051653j 0.00100877-0.00320056j 0.00498191+0.00420962j 0.000655357-0.000823004j 0.00413138-0.00585118j 0.00754679+0.00262942j -0.000121595+0.000806111j 0.0043376+0.00231292j 0.00985155-0.000618155j 0.00170898-0.00620896j -0.00036341+0.00112068j -0.000665177-0.000829498j -0.00146622+0.00348534j 0.00314849-0.00161064j 
-0.0028603-0.00126386j -0.000895949-0.00345771j -0.00332576-0.00447333j 0.00312866-0.00166709j 0.000720094-0.00142213j -0.00026625-0.00290986j -0.00380756+0.00372618j 0.00442657-0.000738218j 0.00267736-0.001901j 0.0015682+0.00198092j 0.00341872-0.00119083j 0.00264442+0.0018993j 0.00418269-0.00635447j 0.00831219-0.00187139j -0.00206074-0.00673382j -0.00179161+0.00329851j 0.00495208-0.00193992j 0.000174649-0.00179092j 0.00438086+0.00296927j 0.00434243-0.00357344j 0.00660109-0.00139686j 0.00250128+0.000161153j -0.00279792+0.00474847j 0.00444436-0.00297048j -0.000585291+0.00653476j 0.000673262-0.00011578j 0.00177216+0.000230669j -0.000207896-0.00414065j 0.00164969+0.00272356j -0.00651519+0.00110183j 0.00363096-0.0019217j -0.00670418+0.00306141j -0.00135319+0.00897939j 0.00579194-0.00369386j -0.00386348+0.000359442j 0.00161431+9.48565e-05j -0.00441681+0.00762314j -0.00307405-0.000779332j -0.00118351+0.00205884j -0.00119116-0.00214518j 0.00273182-0.00104676j -0.0036536+0.00142453j -0.0047266+0.0050466j -0.00366975+0.00359539j -0.00208346-0.00538575j -0.000962079-0.000878063j 0.00111484+0.000580745j -0.00175785-0.00112309j 0.00172975+0.0115786j 0.00553416+0.00159597j -0.000178101-0.00264475j 0.0021744-0.00193854j -0.000390809+0.00412539j 0.00287423+0.000546152j -0.00209332-0.00149682j 0.00404304+0.000312834j 
-0.00434584-0.00285706j -0.00142584-0.00130901j -0.00343397+0.000668127j -0.000465495-0.00549051j 0.00179877-0.000138921j -0.00447422-0.00037662j -0.00192031+0.000398737j 0.00443168-0.00143422j 0.00183551+0.00265658j -0.00036405-0.00341003j 0.00191566-0.00143771j 0.00256064+0.00177867j -0.0055325-0.0039946j 0.00381928-0.00183054j -0.00447548-0.000508945j 0.00051262+0.00334412j 0.00399541-0.00436961j -0.00169135+0.000228932j 0.00540976-0.00180194j 0.00182018+0.00118008j 0.00196581-0.00300442j 0.00101926-0.0014156j 0.00203743+0.00382886j 0.000710623-0.00010035j 0.00312695+0.00203765j -0.0025182-0.000511487j 0.000609041-0.00155869j -0.00452884-0.00296891j 0.00541839+0.00195351j -0.00687297-0.00388521j 0.00214127+0.00337777j -0.00356834+0.00241562j 0.00552434+0.00402207j 0.000196068+6.173e-05j -0.00030156+6.31267e-06j -0.00254343-0.000818493j 0.00609707+0.00253904j -0.00250198-0.00434657j 0.00176163-0.00399759j -0.00231561+0.000220477j 0.000955521-0.000722319j -0.000933162+0.00165224j 0.000563958+0.00267044j 0.00034835-0.00121828j -0.00427692-0.00630392j -0.0025072+0.00300892j -0.00172267-0.00319554j 0.00236024-0.00379789j 0.00892174-0.000481393j 0.000938915-0.00112598j -0.000679257+0.00124896j 0.000366537-0.00309746j 0.00383614+0.00428138j 0.00457749-0.00246919j -0.0021731+0.00426474j 0.00454566+0.000860809j 
0.0022889-0.000143913j 0.00408204-0.000196325j -0.00116036-0.00160676j 0.00573331-0.00368929j -0.000564728+0.000723309j 0.000259065-0.00168625j 0.000882393-0.000770274j 0.00271242-0.0014153j -0.00113643-0.00219273j 0.00191283-0.000943685j -0.00286937-0.00109845j -0.000167258+0.00116729j -0.00134643+0.000361721j -0.00254387+0.00018407j 0.000434302-0.00187518j 0.00344244+0.0035763j 0.00340664-0.000328657j -0.00150778-0.000536898j 0.00350215+0.00291939j -0.00177302+0.000626969j 0.00144784-0.00244324j 0.00441462-0.00260412j 0.00396012+0.00726063j 0.00141388-0.00119593j -0.000263713+0.000981389j 0.00153284-0.00272318j -0.000803012+0.00213831j 0.00481688+0.00236592j 0.00268661-0.000388768j 0.00554803+0.00205087j -0.00517205-0.00476267j 0.00409822-0.00197402j 0.0037019+0.00290461j 0.00502001-0.00266241j -0.0107137+0.00258344j 0.000200374-0.00869445j -0.00258445-0.00163338j -0.0029368+3.67144e-05j -0.0047545+0.000765517j 0.000288187-0.00250599j 0.00265432-0.00277081j 0.00541329+0.00653021j 0.00415968+0.000578043j -0.00447721-8.41215e-05j -0.00323577+0.00363787j -0.000903823-0.00138165j -0.00126336+0.00774837j -0.00505818+0.0025379j -0.0019927+0.00512089j 0.00136451+0.00246518j 0.00106541-0.000796326j -0.00147318+0.00051273j 0.00764325+0.00410276j 0.00336234-0.00625409j 0.00198144-0.00194566j -6.51187e-05-0.000255729j 
-0.00147888+0.00240017j 0.000102303-0.00146356j -0.00164388-0.00174178j 0.000485262+6.35028e-05j -0.00195539-0.00171946j 0.00209192+0.000251169j 0.00183051-0.00233102j 0.000365827+0.000122466j -0.00094308-0.00685559j 0.00181829+0.000796255j -0.000739195-0.00304587j -0.000153522+0.00247043j 0.000150124+0.00115653j -0.000697509-0.00718318j -0.000445853-0.00224651j 0.000758446+0.00520324j -0.00526123+0.00289528j 0.00066455-0.00171781j -0.00209449-0.00512693j 0.00187833-0.00584256j -0.00239219-0.00270653j 0.00189542+0.00229047j -0.00649436+0.00259833j -0.00232355+0.00192627j -0.00564199+0.00191325j 0.00164539+0.00224904j -0.00126187+0.000264441j 0.000645618-0.00344205j -0.00476717-0.00218119j -0.00354686+0.00573823j 0.00321226-0.0016271j 0.0019914+0.00185988j -0.00271964-0.00419284j 0.00209285-0.000350541j -0.0045796-0.000104395j 0.00350985+0.000709704j -0.00629572+0.00379232j -0.00339539+0.000100592j -0.00422943+0.000699642j 0.00224454+0.00593396j -0.000131227+0.00516395j -0.00205781+0.000701957j -0.00746869+0.00569994j -0.000912016-0.00267177j -0.00460526-0.00230277j -0.000746598+0.00292809j 0.00483787+0.00108331j -0.00868108+0.00497599j -0.000634515-0.00480055j -0.00230294-0.000678327j 0.00421679+0.00486085j 0.00227782-0.00238635j 0.00101964-0.00102791j -0.00165094+0.000934367j -0.00138537+0.00439907j 0.00152009-0.000339911j 
0.00323483+0.00206389j -0.00283358+0.00374839j 0.00137144+0.0022369j -0.00258157+0.00359455j -0.000711684+0.000305747j 0.0023389-0.0028941j 0.00186242+0.00125715j -0.00196131+0.00301146j 0.00258682-0.000337575j 0.00144488+0.000573723j -7.56005e-05-0.00148316j -0.00200918-0.00138845j 0.00171074-0.00231921j 0.00361382+0.000167128j 0.00307792+0.000762875j -0.00639425+0.000644003j -0.00196928+0.00385347j 0.000362684-0.0021271j -0.000845701+0.00437449j 0.00243514-0.00103085j 0.00404962+0.00722047j -0.00341568+0.00117133j -0.00442648+0.0037766j -4.40314e-05+0.00276916j -0.00264051+7.79318e-05j -0.00200397-0.00575868j -0.00342434-0.000598528j 0.0025304+0.0047176j -0.00110226+0.00648231j -0.00275485-0.00125062j 0.00265352-0.00407973j -0.000503175-0.00367695j -0.00111287+0.00234799j -0.000585429+0.00378156j 0.00255132+0.00232482j 0.00635498-0.00192579j -0.00284037+0.00419927j -0.000194436-0.0045538j -0.000672345-0.00299586j -0.000741607-0.00657063j -0.0013528-0.00319043j -0.00369344-0.00425297j -0.00478588-0.000340118j 0.00344248-0.00276473j -0.000609105-0.00106724j -0.000316148-0.000620574j -0.00157012-0.000645769j -0.00242846-0.00474228j 0.000792778+0.00553832j 0.00186027-0.00523646j -0.00565944-0.00228747j 0.00141758+0.00104763j -0.000898805+0.00338738j 0.00185375-0.00207675j -0.000876417+0.00242168j 0.00219417-0.00176367j 
-0.00654121+0.00382602j 0.00328067-0.00233296j 0.00150901+0.000218017j 0.000315742+0.00404411j -0.000742072+0.0019735j -0.00224285+0.00256227j 0.000749191-0.000330745j 0.00121058-0.00133654j 0.0037234-0.00132282j -0.00330352+0.00325821j 0.00385698-0.00117712j -0.00154441-0.00112135j 0.00334072-0.00172269j 0.00700636-0.00258203j -0.000137633+0.00104054j 0.000862023-0.00211644j 0.0022054+0.000376295j 0.000672621-0.000980405j 0.00170732+0.000110351j 0.00469596-0.000777947j 0.00264289+0.000494126j 0.00437317+0.00015132j -0.00107879+0.000156725j -0.00101953-0.000820566j 0.00131062-0.00349634j 0.000601291-0.00187867j 2.78526e-05-0.000178522j -0.000238875+0.00492669j -0.000251586-0.000331441j -0.00253429+0.00118064j 0.00317755-0.00231931j -0.00196555+0.000158297j 0.00172657+0.000870236j 0.00304957+0.000510352j -0.00603111-0.00169277j -0.000140923-0.000655298j -0.00478883-0.00402j 0.00138857-0.000287451j -0.00203113-0.00309532j 0.00165458+0.000244961j -1.54023e-05-0.00164597j 0.000613142+0.00185534j -0.00216824-0.00434034j 0.00498083-0.0022387j -0.000203107+0.00172995j -0.000489369-0.00313857j -0.00377174+0.00258789j -0.00264487-0.00390013j -0.00291095+0.00488006j 0.00453115+0.0020121j -0.000581166+0.00255096j 0.000522736+0.000940858j -0.00268584+0.00232191j -0.00150103-0.00131348j -0.000679529-0.00246254j -0.00231309-0.000715114j 
-0.00246847+0.00294848j -0.000903926-0.000542502j -0.00245357+0.00261999j -0.000714289-0.00170254j 0.00110348+0.00152908j 5.22379e-05+0.00559987j 0.000839558-0.00260379j 0.00174193-0.00108596j 0.00301792+0.0032079j -0.00175584-0.000789352j -0.00278813-0.00358915j -0.000445573-0.00270401j -0.00182364+0.0031584j 0.00130117+0.00420143j 0.00200885+0.00407979j -0.000255676-0.0064306j -0.00321162-0.00434992j 0.00127867+0.00147182j 0.00107202-0.00242949j 0.00541018+0.00202899j -0.000678515+0.00355502j 0.000100006-0.00643159j -0.000846466-0.00530413j 0.000365492+0.00173518j -0.00350784-0.00707918j -0.00073976-0.00215656j -0.00326819-0.00130321j 0.00118232+0.0034439j 0.00085468-0.00414543j -0.00454453-0.00681432j 0.000167937+0.00538428j -0.000264073-0.00634618j 0.00168827-0.00260906j 0.00134916+0.00359995j 0.00088154+0.00697712j -0.00424941+0.00725521j -0.00331996-0.000802758j -0.00277366-0.0062572j -0.00138597-0.00341263j -0.000931823-0.00327701j -0.000897898-0.00173587j 0.00276122-0.0082573j -0.00183031-0.00295129j -0.00470966-0.00080662j 0.000832399-0.00555495j -0.00492923+0.00314603j 0.0052476+0.0015198j -0.000662124-0.00636191j -0.00334637-0.00197984j 0.000148318-0.00366814j -0.000425949+0.00151373j -0.00236484+0.00269677j -0.000324458+0.00163634j -0.00185539+0.000347174j -0.00357115+0.00602824j 3.9744e-05-0.000253576j 
