0.00511467+0.000446011j -0.000347958+0.00580535j 0.0016184+0.00654466j -0.0057534-0.00040534j 0.00133419+0.00157596j -0.00338268+0.00328449j -0.00593628-0.00192752j -0.000901328-0.00349512j -0.0022862+5.26843e-05j -0.00035147+0.00239341j 0.00428183-0.00100224j 0.00322883+0.000511774j -0.0012748+0.00328036j 0.000690925-0.00369598j -0.00126685-0.00075989j -0.00227124-0.000197162j -0.000154988+0.00143506j 0.00187932+4.81128e-07j 0.0021091-0.00133761j -0.0018018+0.000289182j 0.00120489-0.00138399j -0.00216033-0.0035875j 0.000409622+0.000866676j 0.00112218+0.000878837j 0.000939913-0.00104857j 0.000929594-0.00269184j 0.000576176+0.00189723j -0.00130185+7.09509e-05j 0.000564029-0.000359292j -0.00188361-0.000168577j -0.00015078+3.30181e-05j -0.000353881-0.000303199j 0.000609687-0.000154804j -0.000159192+0.00100375j 0.00096236-0.00220239j -0.000391534-0.000483042j -0.0011628-0.0024656j 0.00262428+0.00223568j -0.00091518-0.00219561j 0.00118959-0.00201257j -0.00262264+0.00194913j -0.000355739+0.00314585j -0.00106183-0.00272094j -0.00124471+0.00129321j 0.00357702+0.00128028j 0.000109279+0.000127689j 0.00168673+0.00376665j -0.000146385+0.00221115j 0.00356917-0.000324553j -0.000873184+0.00147306j 0.00199293-0.00108902j -0.000219956+0.000134377j -0.000499608-0.00304805j -0.00368452-0.00289941j -0.0158673+0.000828124j 0.00137237+0.0170419j 
-0.00110461+3.22033e-05j -0.0025036+0.000716054j 0.000376876+0.00140214j -0.00148041+0.000414105j 0.000174094-0.000539231j -0.0025219-0.000463166j 0.000885845-0.000518321j 0.00139477+0.000596806j -0.000185993+0.00222231j 0.00327634+0.00242636j -0.000106269+0.00151299j 0.00289347+0.00126058j -0.00294663+0.00176267j 0.00101344+0.00289236j 0.00102516+0.00411984j 0.00578124-0.00228431j 0.00110672+0.00173496j -0.00453152+0.000861069j -0.00273989-0.000506436j -0.00672506+0.00212533j -0.00160165+0.00315952j 0.00145844+0.00327414j -0.000565592+0.00439574j 0.00425964+0.000215912j 0.00376825-0.00461094j 0.000633026-0.00224491j -0.000521566-0.00108617j 0.00330338-0.00420495j 0.000663935-0.000763942j 0.00190708+0.00108323j 0.00450016+2.5051e-05j -0.00369365+0.00681225j -0.000481802+0.000726835j -0.00415803-0.000304168j -0.00136135+0.00056174j 0.00514303+0.00125099j -0.00163145-3.49324e-05j -0.00375121-0.00240724j -0.000775533-0.00183299j -0.00194079+0.00109806j -0.00175886+0.00139433j -0.00588515-0.00273323j -0.00259323+0.000348076j -0.00160017+0.00326501j -0.00145081-0.00090706j 0.000601307-0.000107353j 0.00103622-0.00092496j 0.000233284-0.00396125j -0.000917718-0.00228792j -0.00114701-0.000412861j 0.000819926-0.000706639j -0.00124869-0.000848339j -0.000804976-0.000987426j -0.0013956-2.84599e-05j -0.000703085+7.28413e-06j -0.00170721-0.00133526j 
0.00017415+0.000623096j 0.000404586+0.00173407j 0.00199787+0.000789367j 7.59009e-05-0.000630069j 0.00225197+0.00250921j -0.0022396-0.00411148j -0.00117988+0.000880971j 0.00248448+1.96663e-05j 0.00258988+0.000540586j -0.00203557-0.00231705j -0.00423197-0.00470284j 0.000770958+0.00210102j 0.000778782+0.00062163j -0.00192887-0.00131166j -9.19704e-05+0.00108271j -0.000704301+0.00435406j 0.00344376+0.00202684j -0.00553111-0.00497531j 0.00118215-0.00337606j -0.000227274+0.00459902j 0.00476763+0.00297559j -0.00106134-0.000482238j 0.00167765-0.00207497j 0.00240848+0.0044597j 0.00249439-0.00628031j -0.00137189+0.00175662j 0.00129813-0.00061707j 0.00322082-0.00258601j -0.00549467-0.00109604j 0.00304795+0.000566205j -0.00335591-0.00372536j -0.00550862-0.00471768j -0.00141785+0.00527635j 0.000813861-0.00158517j -0.00304984+0.00448234j 0.00202968+0.0065997j 0.00283235-0.000209618j 0.00153683+0.00509236j -0.00213266+0.000332955j 0.000893345+0.00438761j 0.000413353+0.000823422j 0.00144724+0.00487409j -0.00291728-0.00360133j 0.00128935+0.00257005j 0.000714051-0.00340843j 0.0019561+0.00242188j -0.0013345+0.00494946j -0.000868745+0.00134944j -0.00213175-0.00443863j 0.00113337+0.00346087j 0.00451564+0.00449361j 0.00169062+0.00124287j -0.000544209-0.00106611j 0.00136647+0.000385486j 0.000995366+0.000124544j -0.00132136+0.000450508j 
-0.00316781-0.00100802j -0.00165049-0.000450776j -0.00215702-0.000420901j 0.00112591+0.000935389j -0.000270683-0.000483394j -0.00440973+0.00242829j 0.00038598-0.00010609j 0.000711395+0.00180414j -0.00155141+0.000519397j -0.000889695+0.0027342j -0.000508123+0.00339367j -0.000834626+0.00173998j -0.00230588+0.00122712j 0.00539081-0.000738291j 0.00292443-0.00408668j -0.00251891-0.00299214j -0.00121867+0.000531918j 0.00621018-0.00129597j 0.00348357-0.00168786j -0.00386116+0.00110448j -0.000971858+0.00406174j -0.00549628+0.00326181j 0.00394532-0.000780925j 0.000343042-0.00324528j -0.00600754-0.00218698j 0.00539067+0.000380311j -0.00370662+0.00116026j -0.000749907-0.00198434j 0.00132513+0.000836606j 0.000890052-0.00151902j 0.0011835-0.00503043j 0.00132042+0.00719558j -0.0016796-0.000331376j 0.00257977+0.00143296j -0.00292555-0.00216993j -0.00373162+0.00230442j -0.000537004+0.00242225j -0.00938077-0.00238918j 0.00410798-0.0034331j 0.00326738+0.000354949j 0.00146595-0.000176245j 0.00224619+4.72069e-05j 0.00283715+0.00237792j -0.00369459-0.000209218j 0.000833087+0.000111667j 0.00157563-0.000114437j 0.00305376-0.000687443j -0.000581846-0.00320596j -0.000248506+0.000985673j -0.00148102-0.0021037j 0.000781671+0.000994029j 0.000531816-0.000322541j -0.000156491+0.00199447j -0.000341966-0.000577225j -0.00283294+0.00167138j 0.000561358-0.000926924j 
-0.00170896-0.000493359j 0.000267049+0.000690187j -0.00236131+0.00120284j 0.00119476+0.00116728j -0.00121892-0.000775057j -0.000352149-0.00330066j -0.00140121+0.000183422j -0.000157163-0.00122063j -0.000698592-0.00243014j 0.00250058+0.00492625j -0.00368237+0.00284259j 0.000290857+0.00203187j -0.000822778+0.00149754j 0.00414529+0.00232243j -0.00142274-0.000815343j 0.00199136+0.00244128j 0.00229738+0.00270958j 0.00036543+0.00853017j -0.00683603+0.00183976j -0.00148142-0.0063463j -0.00141798-0.000436927j -0.00152184-0.00517366j -0.000409632+0.003341j -0.00136128-0.00225857j -0.00647881-0.00875413j -0.00353795+0.00172074j 0.0029858+0.00276303j -0.00353173+0.0035563j 0.00239323-0.00382969j -0.00285832+0.00360167j 0.000468211-0.000724613j -0.000817636-0.00143473j -0.00425512-0.00262754j -0.000998052-0.000384145j 0.000105377+0.00513089j -0.00234885-0.00322752j 0.00754332-0.00412452j 0.00112793-0.00054737j -0.000762235-0.000809967j -0.0020461-0.00229476j 0.00162918+0.00483866j 0.00141992-0.000407976j -0.00451415-0.000549309j 0.000701273+0.00524538j -0.00425357+0.00143583j 0.000652925-0.0028607j -0.000146069+0.00632664j 0.000406389+0.00253341j 0.000121683+0.00368644j 0.000615085+0.0018195j 0.0024601+0.000170414j -0.00140162+0.00422692j 0.00146835-0.000577367j -0.000228688+0.000660605j 0.000251529-0.0020274j -0.00350449+0.000598019j 
-8.35616e-05-0.000367753j -0.000988922-0.000801963j 0.00208754-9.56748e-05j 9.4406e-05-0.000194988j 0.00168348+0.000776289j -0.0021836+0.00110628j 0.00246728+0.000318222j -0.000478652-0.000271817j 0.000101268+0.000783843j 0.00290539+0.00127619j -0.00201973-0.00167516j -0.00218344+0.000315375j -0.00410999-0.00310311j -0.000492137+0.000623829j -0.00246064-0.00120264j 0.00478376+0.00115594j 0.00223318+0.00197162j -0.00387586-0.00784997j 0.00317043-0.00384576j -0.00497247-0.00171935j -0.00109516-0.000367965j -0.0012849+0.00235198j -0.00281767+0.00107398j 0.00174236+0.00474405j 0.00360116+0.00655074j 0.00159494-0.00256078j 0.00263806+0.000551744j 0.00579588+0.00629126j 0.00374158+0.000686298j 0.000136793+0.00393194j 0.00134553+0.000530766j -0.00382009-0.00510954j -0.00335978+0.0020104j 0.000919116-0.00465886j -0.00596948-0.00612776j 0.00158654+0.00712804j 0.000448472-0.00267192j -0.0023676-0.00100151j 0.000333934-0.00123157j -0.000524895-0.00457667j -0.000607376-0.00151796j -0.00127457-0.00482767j -9.94312e-05-0.00677536j -0.00258149-0.00053314j 0.000905395-0.000815262j 0.000486204-2.91298e-05j -0.000777794-0.000325636j 0.000411985+0.000278032j -0.000662521-0.00254206j -0.00067837+0.000544744j 0.00164627-0.0030448j -0.000382595-0.000399299j 0.000127797-0.00071481j 0.000820414-0.000154881j -0.000134624-0.000233055j 0.000211233-0.000209499j 
-0.00137771+0.000111671j 0.00234535-0.00145342j -0.00189144-0.00124556j 0.00097652-0.00138355j 0.000980313+9.11886e-05j 0.000547649-0.00229066j -0.00143257-0.00153246j -0.00334652+0.0018284j 0.000451638+0.0011888j -0.00631599+0.000796761j -0.0024344+0.000813716j -0.00196066+0.00111232j 0.00203798+0.00461135j 0.00300132+0.000666628j 0.00343688+0.00142794j -0.00624762-0.00687201j -0.00402014-0.000605544j 0.00500342-0.00237991j 0.00168009+0.00391294j -0.000560477-0.000341291j -0.0014816+0.000726955j 0.00122016-0.00126349j 0.00269579-0.00078198j -0.00301169-0.0017022j -0.00192399-0.00855863j 0.00533059-0.00526676j 0.000441785-0.00176334j -0.00444337-0.0026711j 0.00146198-0.00128658j -0.0017302-0.00300586j 0.000942702-0.00267463j 0.00208915+0.00865655j 0.00040271-0.00230549j 0.00305271+0.00413227j -0.00164376+0.00121307j -0.00272707-0.00483937j 0.000739936+0.00790256j -0.00358413-0.000908797j 0.00174689-0.001306j 0.00302452+0.00286727j 0.000222629-0.000715442j -0.00110635+0.00584316j 0.00299408+0.00234976j -0.00244455-0.00185055j -0.00141259+0.000380924j -4.35809e-05+0.00118591j -0.00267784+0.00243787j 2.47813e-05+0.00192429j 0.000963655+0.00124363j -0.000696545-0.000721918j 0.000498818+0.00312371j 0.000617374-0.000294892j 0.000944437+0.00236701j 0.00175777-0.00173328j 0.000939489-0.000113441j -0.000243669+0.00153276j 
0.000395572+0.00011721j 0.00283393-0.00311216j 0.000544531+0.00513488j 0.000981823-0.000990014j 0.0027227-0.000310071j 0.0011791+0.00132141j 0.00263929+0.000101373j -0.00199444-0.000674128j 0.00223177-0.000710889j -0.0039845+0.00862063j -0.00015445+0.00504246j -0.00358524-0.00175615j 0.000472826-0.0019762j -0.00218437-0.000841969j -0.0020435+0.00129269j -0.00370483+0.00252536j -0.00344225+0.00212672j -0.00340236+9.88042e-05j 0.00398426+0.000221221j 0.00315021-0.00538885j -0.00300573+0.00253446j 0.0036598+0.00333622j -0.00413213+0.000603614j 0.00241927-0.000855594j 0.00280527+0.00135091j 0.00169749-0.00222525j 0.00132598-0.00108982j 0.000520342+0.0010806j -0.000830671-0.00297133j -0.00156435+0.00138481j -0.00542472-0.00208622j 0.000221044-0.00113857j 0.00519673+0.003377j 0.00239109+0.00248219j -0.00246137-0.00150904j 0.00233328+0.00033466j 0.00436849+0.000783791j 0.00550994+0.00149193j 0.0023992+0.00172669j 0.000760732-0.00196411j -0.000727358-0.00155444j 0.00315482-0.00262199j 0.00157945+0.00131244j -0.0062056-0.000526252j -0.00172785+0.000152628j 0.00207492-0.000790796j -0.000791589-0.00179896j 0.00101111-8.74424e-06j -0.00107151+0.00112213j -0.00142819-0.000345056j 0.00106522-0.00231302j 0.000261903+0.00224896j 0.00103383-0.0011602j 0.00262985+0.00296992j 0.00202533-0.000234122j 7.80611e-06+0.000454654j 
-0.00217541-0.00134953j 0.000606568+0.000993729j -0.00113332-0.00147186j 0.000326687+0.00199615j -0.000153918-0.00165741j -0.00114775+0.00210357j -0.00277268+0.000808692j 0.00181486+0.00239137j 0.00196251-0.00417783j 0.00360788-0.000391401j 0.00474304+0.000893129j 0.00497882+0.00129959j 0.00614608-0.00257392j -0.00128657+0.000593164j -0.000576312-0.00493051j -0.00376486+0.00170416j 9.35945e-05+0.00321176j 0.000975082-0.00333507j -0.000262446-0.00487176j 0.001144+0.00128621j -0.00239559-0.00235161j 0.00189357-0.00139294j -0.00243153-0.000365151j -0.00275338+0.00318498j -0.00662527+0.00359183j -0.00496765-0.00310562j 0.00087058-0.00313496j -0.00407621+0.00249877j -0.000614892-0.000466924j -0.00237791-0.00133137j 0.000765585-0.000436163j 0.0101908-0.000385792j 0.00268502-0.000830278j 0.00305406-0.00283201j 0.00975388-0.00208735j -0.00425776+0.00223542j 0.00320327+0.00244252j 0.00294986+0.00186107j 0.000503093-0.00419333j 0.000572896-0.000936895j -0.00303435-0.00114557j -0.000372974-0.000200784j 0.00495085-0.00112351j 0.00198401+0.00132531j 0.00235019-0.00137424j -0.00472216-0.000525597j 0.00386259-0.00140066j 0.00228826-0.000939445j -0.000833523-0.000245864j 0.000222821+3.97899e-06j -0.000377783+0.00176644j -0.00155679-0.00193344j -0.000792606+0.0010741j -0.000927546-0.00153841j 0.000279527+0.000701598j -0.00101795-0.00204702j 
-0.00172991+1.92086e-05j -0.00269181+0.000689163j 0.000366165-0.00251199j 9.47217e-05-0.00173792j -0.00388241-0.00204166j 0.00364815+0.00225599j -0.00270765-0.00129194j 0.00122605-0.00265538j -0.000615726+0.00193143j 0.00507757+0.00247514j 0.0048522+0.000777365j -0.000267038+0.00342502j 0.000438601+0.00189212j -0.00241242+0.00121973j -0.00218695+1.44977e-05j 0.000151449+0.00118405j 0.000439-0.000107592j 0.00537176+0.00343337j -0.00436738-0.00116523j -0.00209337-0.000898568j 0.00145206-2.81963e-05j 0.0012576+0.00186872j -0.000245334+0.0017165j -0.00428699-0.0028106j 0.000562766+0.000899044j -0.00180627-0.00412719j -0.00211252+0.00263067j -0.00204718-0.00124845j -0.00158533+0.00117507j 0.000955134+0.000915535j -0.00269341+0.00184091j 0.000440976+0.00555414j 0.00114033-0.0036622j 0.00108991+0.00242065j 0.000994516+0.00258323j -0.00130291-0.00388274j -0.00201861-0.00102396j 0.000412136-0.000122916j -0.00030811-0.00453462j -0.00156033-0.00449345j 0.00120778+1.19623e-05j -0.00035325-0.00194731j 0.00130835+0.000631667j 0.00182012+0.00277804j -0.00132852+0.000334808j -0.000278768-0.00254297j -0.000547043-0.00109533j -0.00239727-0.000348643j 0.00261303+0.0017108j 2.37446e-05+0.00143282j -0.00107514-0.00280181j 0.000606511-0.00235542j 0.000251676+0.00103959j 0.000359904-0.00252602j -0.00083163+0.000824925j -0.000194718-0.000274967j 
-0.00221702-1.5895e-05j 0.00059704+0.000269115j -0.00144624-0.00208002j 0.000786213-0.00214395j -0.00122174-0.00199617j -0.00443236+0.000762402j 0.00200573-0.0017387j 0.00103103+0.000733074j 0.00244598+0.000426784j 0.00341227+0.00424j -0.00103554+0.00177352j 0.000793165+0.00262245j -0.000891445+0.00271011j 0.00188659+0.000807961j -0.00145418-0.00380341j 0.0010927-0.00164936j 0.00179845-0.000478779j -0.00316504-0.00255665j -0.00078377+0.000465078j -0.00261485-0.00376841j 0.00184514-0.00342979j -0.000970438+0.00180942j -0.00135251-0.00075262j -0.00145942+0.000370387j -0.00608914+0.00406462j 0.00133773-0.0103292j 0.00272387+0.00060733j -0.00147821+0.00396023j 0.00405531+0.000640923j -0.00205191+0.00238759j -0.0019004+0.00173469j 0.00144045+0.00549116j -0.00372733-0.00435226j -0.00252238-0.00220278j -0.00101771-0.0020016j 0.00302335-0.000516853j 0.00156699+0.00121577j -0.00313074+0.000236441j 0.00155789-0.00441721j 0.0018605-0.00477495j 0.00153322+0.000286773j -0.000187326-0.00210544j -0.000386466-0.00374378j 0.00100295+0.00241467j -0.000924877+0.00281401j 0.000526516+5.62319e-05j 0.000694624+0.000490468j 0.00040876+3.72547e-05j -0.000183042+1.13504e-05j -0.00164104-0.00153866j 0.00155377-0.00245241j 3.71787e-05-0.000302846j 0.00115631+0.00192703j 0.000816459-0.00322108j 0.000150436+0.000591736j -0.00147184+0.000639431j 
0.0011505+0.000993441j 0.00220515-0.000861745j -0.0013256+8.06814e-05j 0.000526854-0.000652869j -0.00300282-0.00148033j 0.00136897-0.00136j 0.000768042+0.0014163j 0.0025644+0.00314066j -0.00283039-0.00279234j -0.00416689-0.00142508j 0.000493077-0.00166067j 8.05176e-06-0.000506084j -0.000651625-0.00108672j -0.00575411+0.000867615j -0.00472616+0.00303679j 0.00524167+0.0071025j 0.0043109+4.77711e-05j 0.00592297+0.00837547j -0.00381829+0.00239754j 0.00596869+0.000884926j 0.00308774+0.0028114j -0.00684735-0.00387128j -0.00375484+0.000548366j -0.00726603-0.00483944j 0.000730089-0.00351015j 0.000395791+0.00657894j -0.00133025-0.00361939j -0.00288024-0.00365915j 0.00238721+0.0012289j -0.00111855+0.00037874j 0.00150417+0.00399183j -0.00536176-0.00364099j -0.000512914-0.000701185j -0.00352639+0.00265664j 0.00692055-0.000236228j -0.00415709-0.00159887j -0.0029988-0.00724598j 0.00684185-0.00653998j -0.000759282+4.15708e-05j -0.0011773+0.00363088j 0.00197619+0.00437794j 0.00199417+0.00248612j -0.000780235+0.00627531j -0.000839878+0.00102923j 0.00293252-0.00360074j 0.000255426+0.000755001j 0.000967557+0.00140925j 0.000880794-0.00351368j 0.000336262+0.00152253j -0.000160284-0.000531392j 0.00164828+0.00198432j 0.00108382-0.000767949j 0.000778938+0.00251704j 7.65575e-06-0.000668059j 0.000872006+0.000222964j 0.00143368+0.00116585j 
-0.000494292+0.000118447j 0.00161903+0.00227295j 0.000211322-0.00103914j 0.00108913+0.000667743j 0.00127747+0.000414081j 0.00120121+0.00177229j -0.00102284+0.0014152j -0.000803083-0.00430502j 0.000839245-0.00276289j 0.000578575-0.00305248j -0.00104597-0.0021031j 0.0019802-0.00182961j -0.00238506-0.000869374j -0.00187121+0.00362046j -0.00320203-0.00159408j 0.00468657+0.000136044j 0.00196312-0.00205871j -0.000668248+1.50094e-05j -0.00477433+0.000528134j 0.00260965-0.00325765j 0.00103286-0.00677514j -0.00120344-0.00130513j -0.00393337+0.00136222j -0.000343712+0.000558842j 0.000325432+0.00397565j 0.00290789-0.00206494j 0.00585171+0.00446912j -0.00299725+0.00231342j 0.00463265+0.0037642j -0.00217267-0.0026629j 0.00119956+0.00396478j -0.000867896-0.00449476j -0.00088942-0.00469723j -0.00208789-0.00343888j 0.00207523-0.000178191j 0.00616079-0.00190166j -0.00261888+0.00149165j 0.00464114+0.00117038j -0.00191504+0.00103037j 0.000757357-0.00323693j 0.000342662+0.000211942j -0.000106855-0.00529457j 0.000326074-0.00521242j 0.00330561-0.00145836j -0.00103195+0.00204638j -0.00100624-0.00104042j -0.00185944-0.000696303j -0.00108506+0.00427714j -0.00170539+0.00146547j 0.00143418+0.000516482j 0.00147305-0.000408959j -0.00167292+0.000495542j 0.000894286-0.000839796j -2.56764e-05-0.000790865j 0.00220936+0.00091354j -0.00101954-0.00086576j 
0.000270427+0.000675491j -4.34043e-06-0.00332994j 0.00111225+0.00213106j 8.52617e-05-0.00157445j 0.00248102+0.000732874j -0.000747055+0.0030247j 0.000852334-0.00240548j 0.00135331+0.0010984j 0.00141862+0.00131163j 0.00397513-0.000592647j 0.000171667-0.0024532j 0.00334799-0.0031828j 0.000729754+0.00372655j 0.00081101-0.00185892j 0.00129589+0.00218665j -0.000567465-0.00560013j 0.000186179-0.00480944j -0.00246082-0.00235939j 0.00254358+0.00221508j -0.00223665+0.000586993j 0.00187102-0.00308661j 0.00160897+0.00224356j 0.00128046-0.000586298j 0.00369858+0.00126596j 0.000706664+0.00387207j 0.00047515-0.00393407j 0.000753822+0.000424428j 0.00282853+0.000566328j -0.000790518-0.000728021j 0.00347826-0.000759547j -0.00214683-0.000856849j 0.00174797+0.00226581j -0.000383816-0.000973912j -0.00179428+0.000129164j -0.00407726+0.000435416j 0.0085335-0.00280763j -0.00248497+0.00281062j -0.00192745+0.00325026j -0.00161073+0.000895347j -0.000381418-0.00229816j 0.00140202-0.00131665j -0.0023468+0.000466144j -0.000522175-0.00315494j 0.00248884+0.00119554j 1.70314e-05+0.000641052j -0.000642091+0.000674291j -0.000962921+0.000364513j -0.00205808+0.000416104j 0.000421176-0.00121522j -0.00160033+0.000960491j -0.00129536-0.00284245j 0.000252363+0.00127927j 0.00108193-0.00130805j 0.000950251+0.000544526j 0.000602691-0.000351564j 0.00151513+0.0011138j 
-0.00293926+0.000468824j 0.00118078+0.000516689j -0.000384193+0.00149103j 0.00237132-0.000703169j 0.00190248+0.000904662j -0.00273616-0.0037573j -0.000721141+0.00145754j -0.00136828-0.000499227j -0.000670172-0.00059675j -0.0011991+7.1625e-05j -0.00213372+0.00119583j 0.00235797+0.001002j 0.000900466-0.00108168j 0.00313886-0.000599387j 0.00315918+0.000710875j 0.00250796+0.00584608j -0.00437552+0.00155009j 0.0070161+0.00540369j -0.00141626+0.00501124j -0.00815505-0.00421537j -0.00331967+0.00189839j 0.000897325-0.00378944j 0.000577339-0.00152558j 0.00396002-0.00135918j -0.002636-0.00233123j 0.00995704+0.00659798j -0.000923997-0.000672797j 0.00377974+0.000194694j 0.000359563+0.00334219j 2.286e-05+0.000271655j 0.00103552+0.00500416j 4.09376e-05+0.000759492j 0.00191942-0.000182713j 0.00354116+0.00269776j 0.000406354+0.00213014j -0.000807403+0.00139548j 0.00147913-0.00511943j -0.0039721-0.00547455j -0.00154744-0.002635j -0.000632011+0.00192498j -0.000884554-0.000769648j 0.00118022-0.00412048j 0.00272247+0.00768022j -0.00144977-0.00337966j -0.00375144-0.000535702j -0.000859109+0.000200395j -0.000843887+0.00231565j -0.000850989-0.00291902j 0.000616546-0.0017157j 0.00144801-0.0024323j 0.000259641+0.00183926j 0.000528874+0.001235j 0.000168088+0.000812198j 0.0027387+0.000333491j -0.000324559+0.00169733j -0.00105584+0.00143029j 
-0.00092358+0.000670871j 0.000773933+0.00224548j -4.81935e-05-0.00202131j -0.00225524-0.000832554j -0.00235188-0.000111975j 0.00334779+0.00231176j 0.000328979-0.00225447j -0.00238195+0.000702355j 0.00115277+0.00182004j -7.66659e-05-0.00107757j 0.000785374+0.000206283j -0.00328806+0.00503727j -5.87019e-05+0.00168779j 0.000294664-0.00105302j -0.00163881-0.00172275j -0.00100487+0.00159553j -0.00358186-0.000929598j 0.000949313-0.00376951j 0.00168098-0.00299733j 0.00065252+0.000522685j -0.000554563+0.00130009j 0.00171388+0.00416777j 0.00212473+0.000594994j -0.00149588+0.00118584j 0.003347+0.0031435j -0.00226011-0.00245951j 0.000829244+0.000788739j 0.00129939+0.000780523j -0.00146203-0.00423879j 0.000734322+0.00112875j -0.000565855+0.00136228j -0.000618732+0.00154176j 0.000728204+0.0039926j 0.00284389+0.00169686j -0.00138519-0.000357078j -0.00418791+0.00276606j -0.000537084-0.00122117j -0.00280844-0.00078681j 0.00372632-0.00368127j -0.00290024-0.000964574j -0.000855754-0.00199301j -0.00103459+0.00156129j 0.000798503+0.00106751j -2.61511e-05+0.00107185j 0.00218351-0.00260596j 0.000105931+2.82137e-05j -0.000717365-0.000859535j 0.000327561+0.000363942j -0.00097911-0.00158401j -0.00228612+0.00164422j -0.00366312-0.000644772j 1.22938e-05-0.00166055j -0.000531089+0.00103902j -0.00180676-0.00220749j 0.00070614+0.00207257j -0.000712285+0.00108012j 
-0.000686635-0.00237468j -6.60858e-05+0.0016076j -0.00139805-0.00159019j -0.00026378+0.00235833j 0.000205533-9.47763e-05j -0.00138988+0.00181992j -0.000617722+0.00011756j -0.00123844-0.000953043j -3.87334e-05-0.00210061j 0.000322375-0.0034688j 0.000359212+0.000422062j 0.00202221-0.00139259j -0.00340311+0.00109261j -0.00245342+0.00474525j -0.00232443+0.00138283j 0.00317307-0.0102822j 0.00359805-2.12315e-05j 0.000125473-0.00174038j -0.00291276-0.00165647j -8.639e-05+0.00393941j -0.00270623-0.00132104j -0.00262255-0.000915447j -0.00266875+0.00570869j -0.000838461+0.00189669j 0.0037698-0.00290981j 0.000208683-0.00176918j 0.00198831-0.00196131j 0.000522478-0.00314285j 0.00596193-0.00208246j 0.000449214-0.000492729j 0.00650046-0.00541481j -0.00234617+0.00283549j 0.000944769+0.00154494j -0.0031117-0.00198516j 0.00325001-0.00288098j 0.00274068+0.0010626j -0.00573397+0.00522027j 0.000808532+8.57739e-05j -0.00181761+0.00223965j -0.00213146+0.000515416j -0.00189066+0.000193216j -0.00790072-0.00025762j -5.51354e-05-0.000726753j -0.00296614+0.000664629j 0.000798218-0.000176859j -0.00289097-0.000225611j 0.00221027-0.00108979j -0.00055619+0.000175679j -0.00198496+0.0016529j 0.000201764-0.00182279j -0.000653079-0.000310462j -0.00235927-0.00103629j -0.000385719+0.000164745j -0.000791149-0.00128795j -0.000665952+1.9603e-05j -0.000943062-0.0024102j 
0.00123282+0.0016422j -0.000341229+0.00244211j 0.00241166-0.00296311j 0.000114056-3.9081e-05j -0.000749135-0.00231703j 0.00171053+0.00285535j 0.000784265-0.000293699j -0.000446523-0.00221655j -0.000255868-0.000246957j -0.000770598+0.00207631j -0.00119827-0.000392419j -0.00330199+0.000273885j 0.000470704-0.00329332j -0.000480223+0.000926741j 0.00129497-0.00347775j -9.77538e-05+0.00687904j -0.00399467+0.00143723j -0.000388269+0.0033885j -0.000104502-0.00255283j 0.00181511-0.00136187j -0.00118017+0.00413741j 0.00133287-0.000552228j -0.000840994+0.000395651j 0.00251884-0.0032401j 0.00060423+0.000586228j 0.000626713+0.00118904j -0.00196717+0.00172658j -0.00149695+0.00028337j -4.10414e-05+0.000752308j -0.00207051+0.00149639j -0.00175202+0.00181406j 0.00202066-0.00183627j 0.00340832-0.0013987j 0.00191497+0.00174924j -0.000243558-0.00140235j -0.0023581+2.40355e-05j 0.00372402-0.0041053j 0.00135693-0.00415897j 0.0026948-0.00105255j -9.28559e-05-0.0021385j -0.00137847-2.39377e-05j 0.00306327+0.000610226j 0.00178005+0.00154796j -0.00107294-0.000378763j -0.00159941-0.00202156j 0.00212798+0.000903185j -0.000729496-0.000258905j -0.00114483-0.00110771j -0.00294393+0.000791363j -0.000701899-0.000637833j -0.00216616-0.00217915j -2.91488e-05+0.000364683j -0.00142138+0.00189624j 0.000341051-0.00111821j -6.44601e-05+0.00155656j 0.000467996+0.00203608j 
-0.00169414-0.00293161j -4.58073e-05-0.000237737j -0.00117425+0.00258965j 0.0013277+0.00328328j 0.00157463+0.00193879j -0.00269543-0.00341952j -0.00121499+0.00111114j -0.00128678+0.00231832j -0.000632371-0.00128406j -0.00197981-0.00036626j -0.000283089-0.00101158j 0.00069241+0.000497087j -0.00347832+0.00231433j -0.00385019+0.00136311j -0.00292417-0.00101778j -0.000776052-0.00288656j 0.00398569-0.00140318j 0.00157163-0.00154764j -0.00322482+0.00150702j 0.00119105-0.00841894j -0.00143215-0.00153612j -0.00437588+0.000270716j -0.00189544+0.000224673j -0.000259987+0.00376365j -0.00221155+0.00098217j 0.00296514+0.00532061j -0.000222759-0.00108872j 0.000431713+0.0050163j -0.000684286-0.000500216j 0.000816962+2.18331e-05j 0.00222358-0.00485928j -0.00631905-0.00363136j 0.00475166+0.00158135j -0.000830317+0.000431759j 0.0033752-0.00539584j 0.0021792+0.00592914j -0.00311004+0.00384489j 0.00277547-0.00315259j 0.00294077-0.00117847j 0.00462084+0.000750992j 0.000378802-6.99393e-06j 0.00153158-0.00248158j 0.00135167+0.00210005j -0.000871294-0.000490481j 0.000798623-0.00331783j -0.00335913+0.000167269j 0.000143412-0.00116453j 0.00327334-0.00232914j -0.000247237+0.0028283j 0.00241976-0.00130598j 0.00220423+0.00299894j -0.00137601+0.00138616j -0.000482587+0.000225927j 0.00191748+0.00210491j -0.000618527-0.000104435j -0.00109642-0.00258686j 
