-0.00586012+0.0038608j 0.00334055+0.00652344j 0.00601402+0.00411797j -0.00229499+0.00666134j 0.00455891+0.000159008j 0.00203298+0.0039525j 0.0032376-0.00464629j -0.00536233-0.00316255j 0.000332385+0.000287884j -0.0021912-0.00111819j 0.00205199-0.00294233j -0.00342494+0.00280773j 0.0032506+0.0028204j -0.00132975+0.00143177j 0.00115885-0.000708375j 0.000371495-0.000520767j 0.000680507+0.00131501j -0.000623704+0.00148248j 9.71247e-05+0.000165882j -0.000396435-0.00119879j -0.00129031+0.00164726j -0.000670983-0.00325574j 0.00355399-0.00025656j 0.000226157-0.00254457j 0.000511231-0.00242692j 0.000851712+0.000376767j 0.00250829-0.00129566j -0.00180231-0.00105069j -0.000249574+0.00112355j 0.00169935-0.000249397j 0.00172228-0.000152712j 0.00197365+0.00168182j -1.26822e-07-0.000917789j -0.00118286-0.000130077j -0.00205976-0.000363945j 5.04507e-05-0.000308512j -0.000439387-0.0016509j -0.00144657-0.000792184j -0.000538082+0.00042381j 0.00106369+0.00117875j 0.000191003+0.000193821j 0.000581385+0.00160764j -0.000261605+0.000809681j 0.000670246+0.000669827j -0.00253754-0.00206368j -0.000679421+0.00029277j 0.000185118+0.000107819j 0.000589769+0.00190866j -0.00127536+0.00283487j -0.00130977-0.00249714j -0.00127157+0.00175709j 0.00236023-0.000591902j -0.000281891-0.0012426j -0.0019883-0.000587427j 0.00243773-0.0011545j -0.00126499+4.04834e-05j 0.00269174-0.00253594j -0.000462631-0.003931j -0.0026992-0.00190229j -0.000634913-0.00196452j 0.00138214+0.00188613j -0.000668633+0.00185128j -0.000861816-0.0037078j 0.00322428+0.000461004j -0.000113384+0.00270968j 6.6947e-05-0.00232459j -0.00103742-0.00133023j 0.000611645-0.00295536j 0.00235811-0.000137404j -0.00237136-0.00161432j -0.00133447-0.000303696j -0.00120566+0.00038839j 0.00227278-0.00142229j -0.00416207-0.00122839j 0.000943341+0.00559802j 0.000406098+0.0151565j -0.0138171+0.00108059j 
-0.00251048+0.00113325j 0.00125617-0.000119363j 0.00207134-0.0015807j 0.00164864-0.00161681j -0.00516399-0.00124775j 0.00357877-0.00517646j -0.0026901-0.000615007j -6.03251e-05+0.000390203j 0.00262509-0.000452655j 0.00230332-0.00665547j 0.00395169+0.000415687j 0.00373054-0.00624012j -0.000142085-0.00305037j 0.00466473-0.00107937j 0.00112496-7.20223e-05j 0.00347431-0.00252002j 0.00072255-0.00387918j -0.00220172-0.0011523j -0.000177169+0.00167152j 0.00116506+0.00466129j 0.000129168-0.00472189j 0.0050305-0.00472366j -0.000766016+0.000705245j -0.00181719+0.00057423j 0.00287678-0.00395867j -0.00434934+0.000469287j -0.000315639+0.000831599j 0.0010707-0.000465324j 0.00221141-0.000852044j 0.00052996-0.00317785j -0.000481212+0.00174035j -0.00155539-0.00101296j -0.00278161+0.000315999j 0.00204159+0.00202771j 0.00738686-0.00226089j 0.000737985-0.00113839j -0.000360282+0.00271306j 0.00302457-0.000353232j -0.00156477+0.00189804j -0.00139835-0.000338717j -0.00102878+0.000815094j -0.00116195-0.00173109j -0.000772034+8.93225e-05j -0.000920032+0.00141005j 0.000919156+0.00163554j 0.00237815+0.00130405j -0.00391576+0.000870926j -0.00228246-0.00240244j -0.000533179+0.00103995j 0.00249587+0.00124759j -0.000272412-4.41237e-05j -0.00168022+0.00044645j -0.00445144+0.00381805j 0.00307547-0.00309107j 0.000730085+0.00121016j 0.00178168-0.000826622j 0.00547672-0.00120496j -0.00170153+0.00189117j 0.000492081-0.00133564j 0.00435714-0.0017699j 0.00146235+0.000270092j 0.00115671+0.00073287j 0.000758431+0.00120017j 0.000925837-0.00145608j -0.00185233-0.000296355j 0.00338116-0.000121488j -0.00328054-0.00218504j -0.00639612+0.00295008j -0.00123477-0.00183982j 0.000781535-0.000630825j -0.00164288-0.00164091j -0.00247001-0.000999827j -0.000157051-0.00202111j 0.000227464+0.000383017j 0.00215088-0.000450977j 0.00180772-0.000685401j -0.000634468+0.000417564j 
0.00274461-0.00234762j 0.000363522+0.0013276j -0.00263397+0.00342447j -0.000943469+0.00102046j 0.00036833+0.00291433j 0.000132105+0.00363512j 0.0005017+0.000215954j -0.00325522+0.00159982j -0.000127109+0.0033563j -0.000146206-0.00963059j 0.00617864-0.00255486j -0.00461564-0.000513308j 0.00113894+0.00506735j -0.00205974-0.00208476j -0.00210337+0.000696851j -0.00354778+0.00179223j 0.00205991+0.0024948j 0.00182457+0.00241195j -0.00304833-8.67632e-05j -0.00378142+0.0093757j 0.00299222-0.00198375j -0.00698034+0.00702331j 0.00505748-0.00532551j 0.00545499+0.00107395j -0.00328415-0.00109353j 0.00102393-0.000472217j -0.00312533-0.0022389j -0.00598631+0.00517556j -0.0043022+0.00717663j 0.000579822-0.000236278j -0.00139131+0.00021978j -0.00059565+0.00210466j 0.00415274-0.000975024j -0.00235095+0.00507984j 0.00254125-0.00331574j -0.00422992+0.00471588j 0.0014083+0.000668795j -0.00420916+0.000878794j 0.00246936-0.00514319j 0.000597075+0.00778619j 0.000224803+0.00499529j 0.00291929-0.00316438j -0.0016155+0.00620525j 0.00267377+0.00160671j -0.00565981-0.0060554j 5.37429e-05-0.00111687j -0.000300866+0.00257681j 0.00381039+0.00360037j 0.00326132-0.00173918j -0.00192948-0.00456641j 0.000889767-0.00476262j -0.00115949+0.00104044j 0.000900559+0.0013653j 0.00041729+0.00105721j 0.00223963-0.000429981j -0.000360158+0.000859492j -0.000196306-0.00354303j -0.00374458-0.000587477j -0.00236418+0.00253525j -0.00128772+0.000526071j 0.00139129+0.00253779j -0.00149142+0.000703265j -0.00062581-0.000865535j -0.00532715+0.0050271j -0.00135287+0.000502578j 0.00178014-0.00416355j -0.00343634-0.000157252j -0.0012706+0.003057j 0.00157817-0.00312084j -0.000277599-0.000200563j -0.000959254+0.000762556j 0.00200067-0.00309008j 0.00231305+0.00303995j -0.00137012-8.72249e-05j -0.00348364+0.00234526j -0.00112761+0.0011702j 0.00329626-0.00150586j 
0.00150346+0.000448153j -0.00125892+0.000797873j -0.000951054-0.00157109j -0.00517578+0.000726211j 0.00321507-0.00377394j -0.00328207+0.00372649j -0.000819649-0.000140733j -0.00187196-0.000943252j -0.000244206-0.00564033j 0.00214848-0.000147106j -0.000326806+0.00663232j -0.000357514-0.00767813j -0.00477729+0.00125813j -0.000483679+0.000702093j -0.00157136-0.0016324j -0.00238539-0.00392399j 0.000288641-0.00188214j 0.00470982-0.000377172j -0.00280722-0.00316614j -0.00376739+0.000151846j -0.00153432+0.00151714j -0.00582971-0.0105748j -0.00287324+0.00135641j -0.00239291+0.00765759j -0.00202783-0.000909132j 0.0043824-0.000917954j 0.00171385-0.00209432j -0.00203687-0.00558306j -0.00195786-0.00257311j -0.00528273-0.00233235j 0.00148879-0.00108091j -0.00462417+0.00214906j 0.00389835+0.00128524j -0.00348104-0.002049j -0.00126626+0.00132693j -0.00599232-0.00343487j -0.00168318+0.00381247j -0.00148761-0.0047455j -4.39947e-05+0.000465796j -0.00158525+0.000600441j -0.00201661+7.10084e-05j 0.00653386-0.00103532j -0.000189683-0.000412193j 0.000125108+0.000870346j 0.00589929-0.00443094j -0.00124441-8.99698e-05j -0.000349647+0.00256973j -0.00287862+0.00251462j -0.00146659+0.00157837j -0.00192472-0.00195637j 0.00292304-0.00173171j -6.35024e-05-0.000356607j -0.00296398+0.00562269j 0.000225219+7.90062e-05j -0.00168405+0.00134703j -0.00310702+1.67975e-05j 0.0032859-0.00323944j 0.00106371-0.000610978j 0.00267409+1.07143e-05j -0.00265371-0.00398011j -0.000908279+0.00139688j 0.00083932+0.000920302j 0.000361912+0.00084399j -0.00379239-0.00305215j 0.00421031-0.00399224j 0.000132283-0.00195476j 0.00241029-0.000965565j -0.00259815+0.00133163j 0.00109495+0.0006065j -0.00428518-0.000352394j 0.00113577-6.12022e-05j 0.00348491-0.000301208j -0.00195807+0.00165853j -0.00313545-0.000436766j -0.000845043-0.00172787j -0.00127973-0.00191951j 0.0018423+0.000425113j 
0.000258676-0.000168251j 0.00323358-0.000221301j -0.00220763+0.00274623j 0.000296848-0.003352j -0.00205081+0.00153329j -0.0022266+0.00278738j 0.00151383-0.00412249j 0.000572448-0.00457645j -0.00234851+0.00602588j 0.00186274-0.00206028j 0.00190308-0.00467934j -0.00219158-0.00202502j 0.00262812-0.00451989j 0.00221653+0.00666437j -0.00246622+0.00517762j -0.00339583+0.00161383j -0.00479692-0.00237928j -0.000310848-0.00223267j -0.00402354+0.00372741j 2.92972e-05+0.00536648j -0.00466104-0.00198576j -0.00110225-0.001537j 0.00403252-0.00542284j 0.00420377-0.00242922j -0.0014894+0.00237357j -0.00189479-0.000196832j -0.00469403-0.000554062j -0.00317875-0.00268772j -0.00707009+0.00359629j -0.000445349-0.000153483j -0.000930661-0.000527858j 0.0026838-0.00149852j 0.00176423-0.00312222j -0.00212281+0.00231187j 0.00157384-0.00324614j 0.00409969-0.000703961j 0.000802687+0.00318418j -0.00426235+0.00347024j 0.00537688-0.00109853j 0.00191248-0.00544849j -0.000452678-0.00228739j 0.000450694-0.000393039j -0.00348003-0.000879667j -0.00029856+0.00091372j -0.00657033+0.00178446j -0.00325207+0.000342776j -0.00276967+0.00441384j 0.00188399+0.00022003j 0.00389587+0.00100074j -0.000492615-0.0023327j -0.00140217+0.00111489j -0.00273063+0.00320233j -6.84688e-05+0.00372606j 0.000282973-0.00236504j 0.000416872+0.00261761j -0.00272945-0.00158435j 0.00171184-0.00166009j 0.0010694-0.000577796j 0.001058-0.00253448j -0.000433448-0.00299434j 0.000472025-0.000582541j 0.00125617+0.00128805j 0.00253872-0.000430901j 0.00357138-0.00210948j 0.0024562-0.00341493j 0.00112673-0.00306644j -0.00167848+0.000941288j 0.00308904-0.000818966j 3.04648e-05+0.000325675j 0.00219416-0.001277j 0.000166169-0.00184261j 0.00385241-0.000145499j -0.00106493+0.000612181j 0.000630346-0.000269972j -0.000886955+0.000730037j -0.000598752+0.000928782j 0.000562461-0.0021919j 
-0.00145626-0.000440649j 0.000857274-0.000290844j 0.00142786+0.000179709j -0.000408721+0.00225594j 0.00259222-0.00149859j 0.00225029+0.00360458j 5.55663e-05-0.0014109j 0.000477271-0.000135112j 0.000965048-0.00280651j -0.00840479-0.00260189j -0.00140785-0.00234171j -0.00278289-0.00381381j -0.00228306-0.00223426j 0.000221669+0.00189073j 0.000777272+0.00239278j -0.00057363-0.000891392j -0.00115034-0.0025287j 0.00239083-0.00376296j 0.00040269+0.00321427j 0.00853944+0.00536899j -0.00348151-0.000134174j 0.00136824-0.00284707j -0.00513513-0.000426917j -0.000689404+0.000535211j -0.00118532+0.000986334j 0.000883737-0.00107246j -0.000290538+0.00197948j 0.00366778+0.00124623j 0.00592454+0.00247876j -0.00185216+0.000772632j 0.000455837+0.000982063j 0.000967578+0.00203285j -0.000959487-0.00350606j 0.00500234+0.0031803j -0.00424038-0.00498379j 0.00225004+0.00182788j 0.00154672+0.002708j 0.00208558+0.00141787j -0.00384811-0.0019838j 0.00329305-0.00104877j 0.00264422+0.00160702j -0.00311235-0.00504278j 0.00350156+0.00180869j 0.00109653+0.000475283j -0.000642902+0.000896811j -0.0017886+0.000871288j 0.00201101+0.00501715j 0.000246895-5.00553e-05j -0.00215861-0.00150757j -0.00222478-0.000266275j -0.00220202-0.0012653j 0.000179461+0.00321341j 0.000534847+0.0054054j -0.000256088-0.00301533j -0.000873757-0.000541619j 0.000391108+0.00199241j 1.86496e-05-0.00421459j 0.00200002+0.00266632j 0.00267752-0.00292831j -0.00154161-0.00136609j 0.000450401-0.00138984j 0.00234596+0.000444361j 0.000374918+0.000239331j -0.000227129+0.000121605j 0.00160895-0.00283486j -0.00186788-0.00446187j -0.000279315+0.00169656j 0.0013699+0.00363942j -0.00150503-0.00141424j -0.00165971+0.00166217j 0.00086129+0.000744162j 0.000908654-0.00235957j 0.000162936+0.000691323j -0.000244013+0.00277445j 0.00116328+0.00108623j -0.000693796+0.000146695j -0.00103063-0.00224806j 
0.00268602-0.00300242j -0.00173098+0.00257923j -0.00172524+0.00244639j -0.000760134+0.000614716j 0.00277522+0.00159059j -0.00288625+3.49142e-06j -0.000581117-0.00290818j -0.00355629+0.00302066j -0.00229211+0.00115451j 0.00245155+0.00371446j 0.00155492-0.0016818j 0.00218718-0.000366334j -0.000753838+0.0003943j -0.00356047+0.00246331j -0.00322347-0.00100261j -0.00157021-0.000577645j 0.00278944-0.00157323j 0.00266706+0.00131818j -0.000442896-0.00299477j -0.00843203+0.00374811j 0.00330402-0.00451001j -0.00313351+0.00468062j 0.00139912-0.000744853j 0.00067568-0.00134179j -0.00158906+0.000933897j 0.00488654-0.00212775j 0.0012406-0.0015466j -0.00421986+0.000376052j -0.00260326+0.00136331j 0.00239121+0.00136449j 0.00159489+0.000153491j 0.000396906+0.000459086j 0.00298741-0.00115285j -0.0045669+0.000372204j 0.00112326-0.00132462j -0.00394756+0.00255904j -0.00292333+4.80028e-05j -0.0037847-0.000226943j 0.000908431+0.00113639j 0.00169123-0.00159502j -0.000981004-0.00087773j 0.0043259-3.8104e-05j -0.000846291-0.000625337j 0.000331656+0.000847805j -0.00254515-0.000253683j 0.00210425-0.0025021j -0.0023282-0.0014869j 0.00112378+0.0013481j -0.000570481-0.000203918j 0.000724133-0.00111474j 0.000977396+0.000194497j 0.000162354-0.000914913j -0.00349917-0.0028299j 0.0019295+1.96875e-05j -0.00157092-6.56286e-05j 0.00128553+0.000563425j 0.00101691+0.00217342j -0.0037523+0.00151433j 0.00217466-0.00100195j 4.48799e-05-3.75341e-05j 0.00125807-0.00120429j -0.000654082+0.00138263j -0.00406389+0.000637284j -0.00179886-0.000589551j 0.0029506+0.000760191j -0.000454454-0.000394525j -0.00104365+0.000339766j -4.12024e-06-0.00317922j 0.00431684+0.000123504j 0.00162466-0.0031397j -0.000394449-0.00151965j -3.81659e-05+0.00249569j 0.00195297-7.28654e-05j -0.00141979-0.00190347j -0.00234085+0.00149442j -3.40888e-06+0.000556791j 0.00292651+0.000637019j 
0.000104629+0.000553093j -0.00157062+0.00202349j -0.000387144-0.00166055j -0.00227807+0.00479357j 0.00251997-0.00185871j 0.000187166+0.0034641j 0.00214375+0.000153502j -0.00153043-0.000614697j -0.00263025-0.00588215j -0.00402385+0.00463692j 0.000189499+0.0045487j -0.000505217-0.000381263j -0.00148768+0.00196663j -0.00445448-0.00126556j -0.000745483-0.00371509j 0.000561178-0.00148624j 0.00239874+0.000401774j 0.00354145-0.00247003j 0.000306039-0.00198034j -0.0018502-0.00456321j 0.00338561+0.00428745j -0.00503203-0.00181198j -0.00485614+0.00574221j 0.000439313+0.00412939j -0.00188766+0.0010787j 0.00433459-0.000543774j 0.00199492+0.000572639j 0.0004628-0.00206997j 0.00253636-0.00329174j -0.0040917+0.00523565j 0.000797685+0.00114003j -0.00135865+0.00421692j 0.00134174-0.000361689j -0.000526489-0.00158779j -0.00181384+0.00249677j -0.00525043+0.000298777j -7.8378e-05-0.000147961j -0.00099176-0.00360347j -0.00436972+0.000996425j 0.00293084+0.00206083j 0.00100576+0.000636184j 0.00179272-0.00124231j 0.00301668-0.000808517j 0.000256011+0.000307164j 0.0021812-0.00627372j -0.000176531+0.000762261j 0.00287306-0.00194763j -0.000966816+0.00164513j -0.00342829-0.00113172j -0.001693+0.00134415j -0.000798058-0.00145704j 0.000608785-4.04784e-05j 0.00190403-0.0020626j 0.000830835+0.00133756j -0.00181088-0.000248366j -0.000565861+0.00270429j -0.00338731+0.000902376j -0.000140962-0.00113647j 0.00454089-0.000213737j -0.00345761+0.00229527j 0.000311275+0.00067371j 0.000674541-0.00017723j -0.0014336-0.00173126j -0.00094759+0.000495061j 0.00138337-0.000163274j -0.00169147-0.000285691j 0.00282347-0.00158707j 0.0018472+0.00040694j 0.000931319+0.00217819j -0.000497291+0.00272902j 0.00211486+0.000216901j -0.000206044-0.00052678j -0.000102566+0.00248803j -0.0010616+0.0012479j -0.00118138-0.000563513j -0.00258042+0.00072473j -0.000948725-0.000457836j 
-0.000274048-0.00085499j -0.00271558+0.00301114j 0.00244426-0.00356296j 0.00157518+0.00105548j 0.000750071-0.000120123j 0.00191826-0.00239287j 0.000201237+0.000449244j -7.6737e-05+0.00165341j 0.00481109-0.00541008j -0.00495223-0.00449382j 0.00179682+0.000929806j 0.00468206-0.00224164j 0.000628453-0.000321441j -0.0030303-0.00461361j 0.00307532-0.00402194j 0.00459443-0.0028519j 0.00463706-0.00251325j 0.00176836+0.00310422j 0.00109295-0.0011733j 0.00313451+0.000923921j 0.00323121-0.00215372j 0.00455885-0.00101288j -0.00585517-0.000948888j -0.00338974+0.00223789j 0.000833928-0.00229308j 0.000745028+0.00306303j 0.00116919-1.31624e-05j 0.00765609+0.000383925j 0.00479936-0.00115179j -0.000924582-0.00246469j -0.000834286+0.000716812j -0.000536471+0.00134323j -0.00334217+0.000891298j 0.00335123-0.000784323j 0.00250878-0.00341719j 0.000718918-0.00147593j -0.00130723+1.62543e-05j 0.00495154-0.00205691j -0.00581694-0.00100221j 0.00209414+0.00383454j 0.00110206+0.00234576j -4.22215e-06-0.00216226j 0.00607915+0.000894911j -0.000121772+0.000167639j 0.00273675-0.000584013j 0.000465034-0.00241027j -0.000577045+0.000571098j -0.00175508-0.000586914j -0.0020066-0.00103266j -0.00074733-0.000647785j -0.000821602-0.002499j -0.000661278+0.00109326j -0.00349705+0.00033765j 0.00372201-0.00207353j -0.000718051-0.00191531j 0.00121905+0.00176944j 0.00111109-0.00195023j -0.00221264+0.000972953j 0.00264521+0.0028633j 0.00305526-0.00142156j 0.00247693+0.00105393j 0.000438116+0.0025554j -0.000684805-0.000389437j 0.000497944+0.00289827j 0.000682029+0.00362556j 0.00184639-0.00128713j -0.00221294-0.000687351j -0.00242541+0.0042727j -0.00300258+0.000392853j 0.000684857+0.00216299j 0.00180521-0.000219018j -0.00304796+0.000130476j -0.000685651-0.000477333j -0.00294927+0.00154541j 0.00276575+0.000850626j -0.00121042+0.000914335j 0.000848145-0.000316072j 
-0.000702592+0.00186283j 0.00547863-0.00132386j -0.000462622+0.00182273j -0.00283208+0.000715224j 0.00170737-0.000854393j 0.000618505+0.00406071j 0.00202441+0.00225595j 0.00377484-0.000921313j 0.00198362+0.000107405j 0.00346648-0.00405598j -0.000404264+0.00264485j 0.00428142+0.00119758j 0.00366344+0.000103125j -0.00462919+0.00172143j -0.00269184-0.000101619j 0.0015441-0.000385078j 0.00147968+0.000411442j 0.00325237-0.000600654j -0.00542261+0.000752053j -0.0018698+0.00164536j -0.000917277+0.00186336j 0.0074113-0.000534686j 0.000274287+0.00067779j 0.0021511+0.000797657j 0.000452523+0.000855068j -0.00251862-7.6165e-06j -0.00188688-0.000986907j 0.000728207+0.000726511j 0.00238195+0.000158514j -0.000363643+0.000285326j -0.00144574+0.000252976j -0.00275655-0.000366679j 0.00159886-0.000208276j 0.00160066+0.00125464j 0.00383911+0.00180606j 0.00120548+0.00108793j -0.00181031-0.000416445j 3.92509e-05+0.000722465j -1.68589e-05-0.00250085j 0.00226599+0.0027092j 0.000803797+0.00233361j 0.00111973-0.000493362j -0.000314007-0.000147345j 6.83285e-05+0.000566567j -0.00163297-0.00374296j -0.00211432+0.000931866j -0.0026346-0.000846772j -2.66306e-05+0.000275755j -0.00158001-0.00285729j -0.000151066-0.000499784j -0.00053557-0.00186435j -0.00340746-0.000611087j -0.00485799-0.00143118j 0.00113691+0.00349798j -0.000299263-0.000597238j -0.000924997-0.000706912j 0.00164908+0.00279544j 0.00231178-0.000579957j 0.00122987+0.00270576j 0.00226569+0.00304268j 0.000610393+0.00184236j -0.00115374+0.00137675j 0.00123951+0.00154128j 0.00150809+0.00227854j 0.00263447+0.00082334j 0.00340137-0.00018556j 0.0012701-0.00133123j -0.00258781-0.000419662j -0.000449859-0.00135436j -0.00257673+0.00133125j 0.000684778+0.00224034j 0.00289097-0.00153128j 7.62474e-05+0.00142276j 0.000122046+0.00121589j -0.00110227+8.60063e-05j 0.000463704+0.00016172j -0.000928526-0.00209264j 
-0.00223021+0.00153774j -0.000768327+0.00177329j 0.00100308-3.95166e-05j 0.000282052-0.00203439j 0.00115773+0.000270505j 0.000829791+0.00636165j 0.00381162-0.0023961j 0.00017482-0.00526665j 0.00270422+0.00505184j 0.00260924-0.000419172j -0.00171125+0.00180272j 0.00315423+0.00455725j 0.00248302-0.00225322j 0.00190122-0.00155697j 0.00251815+0.00220297j 0.00248061+0.00427895j 0.00176587+0.00210671j -0.00137977+0.000455296j -0.00146426-0.000566556j -0.00070872-0.000276774j 0.000579709+0.00488179j 0.00275893+0.00364068j -0.000120536-0.00343856j -0.000612891-0.00138777j -0.000507551+0.00308193j -0.00214343-0.00121296j -0.00163309+0.00221662j 0.00193628+0.00244746j -0.000805831+0.00529929j -0.000194558+0.00123848j -0.000332421-0.00206695j 0.000357878-0.00162057j -0.000733543-0.00267184j 0.000113303+0.00296088j 0.00195354+0.00520015j 0.00432044-0.00112574j -0.000314318-0.00184084j 0.000381974+0.00443481j 0.00147534-0.00543338j -0.0004061+0.00118239j -0.00212332+0.00193828j 0.00178395+0.000805387j -0.000136722+0.0033368j -0.00150818+0.000970467j -0.000889067+0.00092284j -0.00222084+0.00190701j -0.000902135-0.000579639j -0.000210035-0.00135978j 0.000860799-0.00181935j -0.000256793-0.000814693j 0.000748506-0.000829788j -0.00254319-0.000456465j -0.000160414-0.00366829j 0.00173231+0.00372959j 0.00070881+0.000199682j -0.00354722+0.00182979j 0.000323082+0.00254523j 0.00117323-0.00227695j 0.000848712+0.00146046j -0.000793087+0.00386346j -0.000941317+0.00226906j -0.000802017+0.00071565j 0.00206817-0.00229181j 0.00159697-0.0004092j -0.00147657-6.29502e-05j 0.000958579+0.00205194j 0.00227625-0.00175487j 0.000452741-0.00440156j -0.000462064-0.000310588j 0.000267365+0.00102265j 0.00146605+0.00126602j 0.0038297-0.00238782j -0.00204671+0.00191174j -0.000450344-0.000590013j 0.000849751+0.000722535j -0.00267886+0.00115229j -0.00132147-0.000902965j 
-0.00175892-0.000228115j 0.002003+0.00104738j 0.0015129+0.00218938j -0.00378772+9.7604e-05j -0.000548881+0.00161794j 0.000125445-0.00386524j -0.00498596+0.00198849j -0.000126016+0.00380192j 0.00354995-0.00179157j -0.000105754-0.000297281j -0.00384498-0.000833033j 0.00118048+0.000994807j -0.0022829+0.00143835j 0.000849193-0.00238896j 0.00280243-0.00206032j 0.00231489-0.00163469j -0.000363951+0.00189083j 0.00111301+0.00299148j 0.00166723-0.00060245j 0.00277049+7.96418e-05j -0.00273082-0.000961741j 0.00374337+0.00013594j -0.00521025-0.000182332j -0.00264584+0.00102266j 0.00231093-0.00197308j 0.000434111+0.00197163j 0.000236053-0.000733229j 0.000104358+0.000591775j 0.00604028+0.000756455j -0.00119806-0.00379678j -0.0019641+0.0015126j -0.00250965-0.003295j -0.00198802+0.00193401j 0.00252171-0.000317358j -0.00051707-0.000546104j -0.00179846-0.000750173j 0.000285984-0.00111387j 0.00462045-0.000719103j -0.00164593-0.000866497j -0.00359659+4.24307e-05j -0.000547542+0.000128201j -0.00109+0.00209618j 0.000629068-0.000704705j 0.000262454-0.000277292j 0.00485936+0.00171926j 0.0011406+5.66098e-05j 0.00199453-5.5885e-05j -0.00133764-0.00109325j 0.000351361-0.00284882j 0.000655675+0.000355671j 0.00153755-3.08474e-05j 0.00236684-0.000172724j -8.05207e-05-0.000837909j -0.00257326+0.00055213j -9.08435e-05-0.00146654j 0.00221132-0.000106198j -0.000723624-0.000943192j -0.000198854+0.00118027j -0.00247831+0.00104181j -0.000588693-0.00118093j 0.000113095-0.000818978j -0.000623449-0.000719663j -0.00142434+0.00138682j -0.00226121+0.000434345j -0.000197053+0.00137898j 0.000660607+0.0008163j 0.000613156+0.00192283j -0.00261125-0.00101976j -0.000138288-0.00128662j -0.00184089-0.00220572j -0.00229554+0.000138378j -0.00275649+0.00123903j 0.000204603-0.00190019j -0.000534688-0.00065309j -0.000704021-8.57984e-05j 0.00148447+0.000316728j -0.000452918-0.000793778j 
-0.00475357+0.00408191j 0.00208243-0.000584663j -0.00102132+0.00208856j -0.00323819+0.00219038j -0.00640446+0.00113246j -0.00127775-0.0060566j 0.00390726+0.0032442j 0.00361224-0.00170286j -0.00688301-0.00187461j -0.000970364+0.0012385j 0.00147688+0.000254374j -0.000587247-0.000687171j 0.0056782+0.000612133j -0.00226959+0.00194142j -0.0043064-0.000725243j -0.000803119-0.00379729j -0.000507922-0.00217844j 0.00221936-0.00162281j -0.0015837+0.00157327j -0.00374526-0.000520057j -2.26726e-05-3.65123e-05j -0.00334025-0.00216698j 0.00514913+0.00441888j 0.00308148-0.000428636j -0.00187823-0.00196774j -0.000914396-0.00164869j -0.00301045+9.33005e-05j -0.00401365+0.0011845j -0.00395235-0.00548862j -0.00374059+0.00185236j -0.0016759-0.000115238j -0.00309819+0.00325985j 0.0026967+0.00263067j -0.00189225-0.00205256j 0.00283388+0.000430497j -0.00415266+0.00325243j -0.000104181+8.43687e-05j -0.00444577-0.00342811j 0.00468053+0.00395966j 0.0025202+0.000185671j 0.00237632-0.000489901j 0.00032245+0.000924404j -0.00313795-0.00284863j 0.000748468-0.000198789j -0.00304324-0.00178228j 5.73687e-05+0.000531623j -0.000709467-0.00189154j 0.000250601+0.00215325j -0.00216827+0.00241395j 0.00424333+0.00103465j 3.17426e-05-0.000444689j -0.00231559-0.00326835j 0.00260884+0.00207307j 0.00236093+0.00164342j -0.00117554+0.00090846j -0.0016238-0.00481533j 0.00017391-0.000658874j 0.00111774+0.000646118j 0.00310079+0.00110425j -0.000768347-0.0010027j 0.000848218-0.00287255j 0.000845455+0.000304938j 0.00288192+0.000586117j 0.0038028+0.000670132j 0.000961955+5.65152e-05j 0.00214025+0.000620452j 0.00138403-0.000813158j 6.45658e-05+0.00159399j 0.000327204+0.000793293j 0.000514858+0.00164897j -0.00111507+0.00078761j -0.00324848+0.00227109j -0.000208565-0.00200371j 0.00392989-0.00137717j -0.00337822-0.00284203j -0.0010812-0.00112979j -0.00408179-0.000119076j 
