-0.00586012+0.0038608j 0.00334055+0.00652344j 0.00601402+0.00411797j -0.00229499+0.00666134j 0.00455891+0.000159008j 0.00203298+0.0039525j 0.0032376-0.00464629j -0.00536233-0.00316255j 0.000332385+0.000287884j -0.0021912-0.00111819j 0.00205199-0.00294233j -0.00342494+0.00280773j 0.0032506+0.0028204j -0.00132975+0.00143177j 0.00115885-0.000708375j 0.000371495-0.000520767j 0.000680507+0.00131501j -0.000623704+0.00148248j 9.71247e-05+0.000165882j -0.000396435-0.00119879j -0.00129031+0.00164726j -0.000670983-0.00325574j 0.00355399-0.00025656j 0.000226157-0.00254457j 0.000511231-0.00242692j 0.000851712+0.000376767j 0.00250829-0.00129566j -0.00180231-0.00105069j -0.000249574+0.00112355j 0.00169935-0.000249397j 0.00172228-0.000152712j 0.00197365+0.00168182j -1.26822e-07-0.000917789j -0.00118286-0.000130077j -0.00205976-0.000363945j 5.04507e-05-0.000308512j -0.000439387-0.0016509j -0.00144657-0.000792184j -0.000538082+0.00042381j 0.00106369+0.00117875j 0.000191003+0.000193821j 0.000581385+0.00160764j -0.000261605+0.000809681j 0.000670246+0.000669827j -0.00253754-0.00206368j -0.000679421+0.00029277j 0.000185118+0.000107819j 0.000589769+0.00190866j -0.00127536+0.00283487j -0.00130977-0.00249714j -0.00127157+0.00175709j 0.00236023-0.000591902j -0.000281891-0.0012426j -0.0019883-0.000587427j 0.00243773-0.0011545j -0.00126499+4.04834e-05j 0.00269174-0.00253594j -0.000462631-0.003931j -0.0026992-0.00190229j -0.000634913-0.00196452j 0.00138214+0.00188613j -0.000668633+0.00185128j -0.000861816-0.0037078j 0.00322428+0.000461004j -0.000113384+0.00270968j 6.6947e-05-0.00232459j -0.00103742-0.00133023j 0.000611645-0.00295536j 0.00235811-0.000137404j -0.00237136-0.00161432j -0.00133447-0.000303696j -0.00120566+0.00038839j 0.00227278-0.00142229j -0.00416207-0.00122839j 0.000943341+0.00559802j 0.000406098+0.0151565j -0.0138171+0.00108059j 
-7.03389e-06+0.000998357j -0.00515515-0.000324582j 0.000701806-0.000228356j -0.00079944+0.00134858j 0.00046502+0.000755454j -0.000544581+0.000629712j 0.0007901-0.00137598j -0.00335737-0.000866249j 7.199e-06+0.00124214j 0.000752808+0.00085559j 0.00201005+0.00059874j -0.00334512+0.00290255j -0.0022448-0.00193991j 0.00335722-0.00283282j 0.000677743-6.06762e-05j 0.000701794+0.000888244j 0.000528691+0.000428258j -0.00361479+0.0032828j -0.000204271+0.00309098j -1.81881e-05-0.000529555j 0.00198071+0.00292505j -0.00244289-9.87212e-05j 0.00407646+0.0032722j 0.00126353+0.00410075j -0.00146244+0.000429629j -0.00134572+0.000498021j 0.00709134+0.00188461j 0.00364436-0.00250893j -0.0033094-0.000266186j -0.00164857+0.00168196j 0.00363883-0.0055465j -0.00261314-0.00551633j -0.00368643-0.00264932j 0.00407663+0.00378881j 0.00165341-0.00244103j 0.00207933+0.00409104j 0.00166366-0.00283159j -0.000782941+0.00645792j -0.00608547-0.000482675j -0.0048836-0.00185462j -0.00131146-0.0016964j -0.003312-0.00233284j 0.0037437+0.0006237j 0.00115448+0.000806588j 0.00121759+0.00107855j -0.00274012-0.000777171j 0.000584418+0.00228955j -0.00435382+0.00232427j -0.00054565-0.00187143j 0.00253201+0.0017902j -0.0081042-0.00617474j -0.00123421-0.000239006j -0.00260838-0.00138594j -0.00059923+0.00174301j 0.00481915+0.00344638j 0.0015406+0.00870698j -0.00131918-0.0042523j 0.00399451+0.00305638j 0.000539074-0.00248341j 0.000470384+0.00253076j 6.41052e-06+0.000227275j -0.000460852+0.000471189j 0.00173093+0.00282416j -0.00197946-0.00376054j -0.00288131-0.00243642j -0.000993142+0.00171192j 0.000561227-0.00449178j 0.000343241+0.00131586j 0.000411772+0.00312947j -0.0004006+0.00130088j 0.000274097+0.00107385j -0.000413569-0.000620492j -0.000436886+0.00137883j -0.000831243-0.00118134j 0.000907783+0.000328862j -0.00213412-0.00190261j -0.00163296+0.0013249j 
-0.000905068-0.00102074j 0.00132103+0.000678845j -0.000243753+0.00044806j -0.00118206-0.00172484j -0.00150981-0.000992842j 0.000776472+0.000576019j -0.000372626+0.000892782j -0.00167549-0.00129676j -0.000569219-0.00122618j -0.000961127-0.000175248j 0.00186019+0.000350409j -9.69369e-05+0.00172262j 0.00136822+0.00162691j 0.000276771-0.000961885j 0.000844877+0.000654637j 0.000378071+4.58263e-05j -0.000566751+0.000258991j -0.000311423+0.000357863j 2.22393e-05+0.00186653j 0.0012491+0.000579015j -0.000223787+0.00134578j 0.000462385+0.000584591j -0.00231143-0.000237449j -0.000542032+0.000125891j 0.00203041+0.00335876j -0.000937266-0.000677005j 0.000577566-0.00169346j 0.000713687-0.00139682j 0.00370619+0.00188203j -0.00511174-0.00148407j 0.00175506+0.00139949j -0.00182322-0.000794204j -0.00301488-0.000939547j 0.0033018-5.92664e-05j -0.000704173-0.00102725j 0.0018545-0.000150708j -0.000245309-0.00163601j -0.00145803+0.000667771j -0.00548554-0.00213005j -0.000598441+0.000905906j -0.000707223+0.00201268j -0.00444992-0.00416734j 0.00120661-0.000635605j -0.000928994-0.00376008j -0.00040135-0.000182587j -0.00210095+0.00138733j 0.00266346+0.00055125j -0.0018821-0.00172671j -0.00049226-0.00221424j 0.00198274+0.00217361j -0.00521897-0.0051159j -0.00192309-0.0017829j -0.00132446+0.000581216j 0.000302844+0.00271724j 0.00219609+0.000575637j 0.00239304+0.00278573j -0.0021636-0.00142125j 0.00141272+0.000101669j 0.000128874-1.21553e-06j -0.00164123+6.7151e-05j 0.00111154+0.00149972j 0.00116812+0.000791963j 0.00120522+0.000841516j -0.00194145+0.000300623j -0.00042469-0.000826829j -0.000843072-0.000297251j -0.00122707-0.00239295j 0.000355891+0.000801019j -0.000538274+0.00221179j 0.000173386-0.000140309j -0.00112521-0.00103058j 0.00144666-0.000961682j -0.000582236+0.00182017j 0.000347693+3.83855e-05j 0.000471037-0.00100976j 0.0011589+0.000263467j 0.00056911-0.000696328j 
-0.00040951-0.00112222j 0.00205904-0.00152542j 0.00132932-0.00144679j -0.00266259-0.00144309j -0.00165292-0.00384889j -9.48214e-07+0.00234215j -0.00172659-0.00407422j -0.00208407-0.00306321j -0.000948134-0.00130361j -0.000676524-0.00151332j 0.000816744+0.00211927j -0.000613296-0.00334694j -0.000879055-0.00385489j 0.0015729+0.00430658j 0.000897249+0.00271734j 0.000354997+0.00391128j -0.00164081+0.00268465j -0.000415758+0.00116049j -0.00437238-0.00193114j 0.00161947-0.00320948j -0.00533533+0.00478482j -0.000326296-0.00191637j -0.0013726+0.00182856j 0.000755549+0.00225652j -0.00507624+0.00241265j -0.00295015-0.00323532j 0.000669632+0.00110306j -0.000512718-0.0028375j 0.00257088+0.00238928j -0.00579326-0.000796304j 0.00260185-0.0053434j 0.00118789-0.00240749j 0.00253318+0.00100102j 0.00143713+0.00146914j 0.00386229+0.000200185j -0.000641392+0.00384971j -0.000172483+0.00141233j -0.00132798+0.000617402j 0.00221068-0.00175999j 0.00158502+0.00562413j 0.00132738-0.00288636j 0.00179734-0.00515452j 0.0022538+0.0018431j 0.000264298-0.00128972j 0.000895012+0.000577541j 0.000853222+0.00226403j -0.00181335+0.00250643j -0.00527984+0.0018266j 0.00337075-0.00190356j -0.00188692+0.000296132j 0.000593481-0.000523308j -0.00075223-0.000309804j -0.00114567+0.00142909j -0.00342724+0.00117941j 0.000175984-0.00255305j -0.00372349+0.00285134j -0.0036397+0.00324354j 0.00243106+0.000572699j -8.6873e-05-0.00125678j -0.00190108-0.00391438j 0.00147191+0.00291649j 0.000483082-0.00115492j 3.65148e-07+0.00189615j 0.00163578-0.00265912j 0.00324438-0.00430183j -0.000527214-0.00197531j -0.000719799-0.000862498j -0.00181704+0.00244025j -0.00066449-0.000794085j -0.000994954-0.00236014j 0.00077048-0.00431188j 0.000601784-0.000975966j -0.00131877-0.00141499j -0.00441783+0.000193759j 0.000718675+0.000930589j 0.00213079-0.0019568j 0.00192642-0.00147322j 
0.000552814+0.00058061j 7.39867e-05+0.00266553j 0.000809759-0.00123367j -0.00203708+0.0023415j 0.00189386-0.000307308j 5.87004e-05+0.00121007j -2.76338e-05-0.000742988j -0.000931055+0.0010191j 0.003023-0.000375682j -0.00186717-0.00182333j 0.00223231+0.000587933j -0.00260591-0.00345111j 0.000680523+0.00213387j -0.00363751+0.00191191j -0.00158924+0.0010448j 0.000543981+0.000661941j -0.00181747+0.00187151j 0.000133174-0.000211955j 0.000222206-0.00216423j 0.00231793+0.0017595j 0.000624703-0.00400092j 0.00247041+0.00101282j 0.00281309-0.00532401j 0.00494322-0.000478073j 0.00175318+0.00123802j 9.40003e-05+0.00113956j 0.0052925-0.000130118j 0.00485246+0.000613375j -0.000201584+0.00150226j -0.00200331-0.00144546j -0.00365867+0.00218171j -0.00563549+0.00339983j 0.00112478+0.000533237j 0.0043006-0.00116374j -0.00220179-0.000833253j 0.00129452+0.00328337j -5.6004e-05+0.00119052j 0.00201396+0.00172876j -0.00707473-0.0041661j 0.00380596+0.00348703j 0.000820023-0.000660264j 0.00355654+0.000390819j -0.000565683+0.0058086j 0.00137169-0.00145398j 0.0010845+3.17871e-05j -0.00371672-0.00119732j 0.00166065+0.000373256j -0.00258858+0.000851353j 0.00147294+0.00278819j -0.00176469-0.00321857j -0.00885379-0.00332669j 0.000199616+0.00181377j -0.00159932+0.0019779j -0.00185087+0.0014047j 0.00724998+0.00363191j 0.00648024+0.00181883j -0.00118233+0.000704525j 0.00224632+3.21365e-05j -0.00130899+0.00196704j 0.00615391+0.00187578j -0.00250871+8.99976e-05j 0.00153886-0.001816j 0.00120067+0.00202349j -1.48517e-05+0.00181701j 0.00157609+0.000482563j 0.0033015+0.0010449j -0.000173572-0.00154141j 0.000873024+0.00679319j -0.00225349+0.001455j -0.000172281-0.00255469j 0.000475688-0.000140787j -0.00153928-2.6605e-05j -0.000975542+0.00168969j -0.00197682-0.000793323j -0.000883107-0.00139007j -0.00010224-0.00058311j 0.00137641+0.00125382j 
-0.000249994-0.000665901j -0.000441027-0.00149504j 0.000884885-0.00156208j -0.00269495+0.00054676j 0.000936936+0.000135272j -0.00178026-0.00404768j 0.000663364+0.0068504j -0.000388227+0.00189707j -0.00105814-0.00460833j 0.00186174-0.00054285j -0.00198348+0.000628935j 0.0017939-1.538e-05j 0.00119962+0.00438405j -0.00248266-0.000764921j 0.000885743+0.00144764j -0.00393826-0.00198476j 0.00163094+0.000199132j 0.0037729+0.00189932j -0.000191545+0.00185677j 0.00296094+0.00353045j -0.000260921-0.00151028j 0.00056759-0.00205937j 0.00374395-0.0054533j -0.00375966-0.00331575j -0.000444935-0.000281194j -0.00579117+0.00258307j 0.000913939-0.00138191j 0.00264359+0.00339651j 0.0031222-0.00127443j -0.00169106-0.00212663j -0.00175762+0.00595687j -0.00640583+0.000869792j 0.00054063-0.00506216j 0.00205146+8.77707e-06j 0.000289743-0.00124005j 0.00580136+0.000975563j -0.0035413+0.00169226j -0.00116618-0.000180574j 0.00273008-0.00132972j 0.000525143-0.00509731j 0.00469994+0.00421074j -0.00387491-0.00656423j -0.000822721+0.00170814j -0.00022626-0.000994575j 0.00464192+0.0012504j 0.00403645-0.0058454j 0.00096946-0.00169507j 0.00323843-0.000677633j -0.00380292-0.00465635j -0.000857024+0.00256764j 0.00110263-0.00559499j -0.00554906-0.00796114j 0.000251642+0.00166476j 0.00167+0.00304327j -0.00462336-0.00144643j 0.0018904+0.000321267j 0.00108992-0.00651221j 0.000368093-0.000778915j -0.0044536+0.00190866j -0.00104964-0.00338449j 0.00156593+8.18187e-05j -0.000766734+0.00169832j 0.000463647+0.00041628j -0.000886832+0.00326409j 0.000200044+0.00214643j -0.000511612+0.000138252j 0.00120062-0.000460593j -0.00490069-0.00164504j -0.00209585+0.00456281j -0.00245112+0.00195046j -0.000388278+0.00157386j -0.00124004+0.00186953j -0.000775936+0.00145013j -0.00265804+0.000138793j 0.00218793+0.000205538j 0.000381251-0.000148973j -0.00130637-0.00139328j 
0.000787697+0.00104529j 0.000545141+0.00211418j 6.02327e-05-0.00137367j -0.000182004-0.00384178j -0.000895699-0.00259281j 0.00246507+0.000258608j -0.00153022-0.000989271j -0.00330922-0.000650733j 0.000754657-0.00123576j -0.00464435-0.0001728j 0.00209184+0.000770729j -0.000108113+0.000890352j 0.00245021+0.00243331j -0.0019804-0.00478234j -0.000168756-0.00104802j -0.00269664-0.000907727j -0.00457511-0.00385636j -0.00229904-0.00197128j -4.3486e-05+7.40877e-05j 0.00270256-0.001631j 0.00650643-0.00134876j 0.00143212+0.00160305j -0.00108883-0.000487876j 0.00118002-0.000967841j 0.00137153+0.00322445j -0.000338566-0.003081j 0.000781962+0.000217146j -0.000100795+0.000344862j 0.00305973+0.00250831j 0.000681258-0.000668412j 0.00269348-0.000506421j 0.000956333+0.00306475j -0.00113843+0.00071597j 0.00354109-0.00166349j -0.000182345-2.57394e-05j -0.00377565-0.00427373j 0.00288647-0.000988386j -0.000874244-0.00273078j -0.00346397+0.00143928j 0.00290668+0.00537078j 0.00238663+0.0045223j -0.000407997-0.00355215j -0.00164266-0.00281385j 0.00248269-0.00282263j -0.00224266+0.00143591j 0.00160501+0.00380108j 0.000654552-0.00100632j -0.00240834-0.00400757j -0.000528487+0.0020728j -0.000861798+0.000282025j -0.000782994+0.000180337j 0.000336112-0.000671992j -0.000427934+0.00202257j 0.00140553-0.00256326j 0.00464645+0.000253425j -0.00107657-0.00265115j -0.00115028-0.000223368j -0.00153955-0.00234769j -6.18839e-05-0.00167666j 0.00227804+0.0025449j -0.00264935+8.85797e-05j 0.00473221+0.00200373j -0.000426619-0.0019803j -3.06599e-05+0.000902584j -0.00336787+0.00248013j -0.00223276-0.000583332j -3.47389e-06-0.000332436j -2.25319e-05+0.00151208j 1.37874e-05+0.00058817j 0.000149183-0.00170286j -0.000978406-0.000314361j 0.000479271-0.00326766j 0.000471951+0.000648139j -0.000546678-0.00237105j 0.00170269-0.000962547j 0.000144396+0.00125742j 0.000191803+0.000824138j 
0.00153881-0.0019661j -0.00172647-0.000254539j -0.000707468+0.000814289j 0.00320912+0.000775512j -0.00144333-0.00201793j 0.00173148-0.000294724j 0.00202791-0.00066562j 0.00189855-0.00298536j -0.000938056-0.00107591j -0.00368346-0.00131087j 0.000389859+0.00113375j -0.00225704+0.00183142j 0.00294122+0.00131231j 0.00192321+0.00219661j 0.00260306-0.000132372j -0.00172001+0.00287224j 0.00116281+0.00298203j -0.000577692+0.00365857j -0.00122194+0.00157821j 0.0007-0.00258477j 0.000476522+0.000494061j 0.000333405-0.00328876j -0.00219053-0.00225272j -0.00265477+0.00124752j -0.00163629-0.00118678j -0.00155182-0.000888322j -0.00342949-0.00176359j 0.00398451+6.07645e-05j 0.0020424+0.00232262j 0.00299081-0.00516012j 0.00135926-0.0022398j 0.00736533-0.0027994j 0.00476958-0.0027713j -0.00302592-0.000282026j 0.00194988+0.000943386j -0.00132201+0.00332089j 0.00283049-0.00149346j -0.00152713-0.00604471j 0.00206892-0.00298923j 0.00476562+0.00306564j 0.00355906-0.00178845j 0.000751426-0.00144273j 0.00323855+0.0010193j -0.000175645-0.00139869j -0.000184818-0.00161601j 0.00336049+0.000303327j -0.00329281+0.00160793j 0.00131599+0.00178593j 0.00496109-0.00276386j -0.00460436+0.00117061j 0.0089435-0.00192016j 0.000379402-0.00179084j 0.00240189+0.000806629j -0.00113823+0.00266793j -0.00333238-0.00427457j -0.00914279-0.000983393j 0.00200919+0.000501571j -0.00297659-0.00410487j 0.000480957+0.00303121j 0.00172798-0.00437162j -1.84304e-05+0.00333483j -0.00256518+0.000739328j -0.00124066-0.00193515j 0.000767515+0.00086867j -0.000397138+0.000335155j -0.000987754-0.00336676j 0.00141999+0.000543777j 0.00203837+6.63833e-05j -0.00159248-0.00226187j -0.00067882+0.0024791j 0.00180038-0.000584716j -0.0012089-0.000393863j 0.000515525-0.00157474j -0.000699928+1.44789e-05j -0.0014225+0.00275786j -0.00162606+0.000212113j 0.00175215-0.000495875j 
-0.00234024+0.000528371j -0.00185447-0.00300653j 0.00249426-0.00249628j 0.000912134+0.00232147j 0.00346798+0.000136728j -0.000798262+0.00100549j 0.00432521+0.00103088j 0.00105408+0.000200615j 0.000103189+0.00162511j 0.00105986+0.000250388j -0.00192581+0.00198779j 0.00285105-0.000127337j 0.00258431+0.000377424j -0.00217981+0.00226199j -0.0010146+0.00199496j 0.00121947+0.00176812j -0.00143492+0.00253617j 0.0017575+0.00228404j 0.00551769+0.000197827j -0.00154585-0.00490423j 0.00556739+0.00486082j 0.00437673+0.00386607j 0.00534307-0.000121252j -0.00131342-0.00384842j 0.00486705+0.00731152j 0.0011053-0.000669871j 0.00136361-6.87617e-05j 0.00185812+0.00420755j -0.000957217-0.000721222j 0.00188624+0.00349076j -0.00389544-0.0035975j -0.00422495+0.0034391j 0.000580222+0.00227673j -0.00311497-0.00549367j -0.00666438-0.00285238j 9.74238e-06+0.00294438j -0.0050737-0.0003598j 0.00203505+0.00138791j -0.0008415-0.00339491j -0.000756706+0.00739845j 0.00226562+0.000516794j -2.26912e-06+0.00111285j -0.00580654-0.000124854j -0.00119386-0.00392031j 0.00259785+0.00441901j -0.00170104-0.00223264j 0.000944926-0.00204447j 0.000101514+0.00363682j -0.00113312-0.000123741j 0.00130764-0.0017568j -0.00425357+0.00146457j 0.00135211+0.00174838j -0.000229077+0.00272502j -0.00210291+0.00508456j 0.00316732-0.000633306j 0.00356451+0.00127922j -0.00353131+0.00905823j 0.00197476-0.00655094j -0.00269825+0.00067284j 0.00289683+0.00361241j -5.89335e-06-0.00535431j 0.0008594-0.00153683j -0.000391318+0.00118563j 0.00121499+0.00321991j -4.54286e-05+0.00154333j 0.000790769+0.00322224j 2.9171e-05+0.00188434j -0.00100543+0.00310861j 0.000765303+0.00152857j 0.00113441-0.00205757j -0.000637353+0.000955748j -0.000657696+0.00121246j 5.5356e-05+0.000580717j 0.000242915+7.53781e-05j 0.00072333+0.000417668j 0.00184856-0.00358087j -0.00125318+0.000179071j 
-0.00247476-0.00172695j 0.00213316+0.00126209j 0.00278877+0.00161715j 4.37238e-05+0.00145681j 0.0012687-0.00192136j -0.000278411-0.000530292j 0.000556341+0.00171377j 0.00168033+0.000437131j 0.00205224+0.000424145j 0.00154924+0.00369672j 0.000745662+0.0014591j -0.000801122+0.00294348j 0.00478493+0.0030471j 0.000562608+0.00504222j -0.00379283+0.000997568j 0.00282264+0.00246105j -0.00101337+0.00212249j -0.000779932+0.00125393j 0.000888754-0.000358551j -0.00330449-0.00432358j -0.00506942-0.00188531j 0.000263458-0.000582556j -0.00191174-0.00606026j 0.00194858-0.00368685j -0.00198563+0.00129503j 0.00433361+0.000838608j 0.00151128-0.00243561j -0.00618726-0.00466708j -0.00364037-0.000574686j -0.00176828-0.00328489j -0.00127804+0.000734275j -0.0011667+0.00176885j 0.000772076-0.000827888j -0.00244509-0.00636336j -0.00185593+0.00535825j -0.00619947-0.0048624j -0.00269621-0.00287785j -0.00307977+0.000365948j 0.00114963+0.00194377j 0.000220787-0.0054865j -0.00350674-0.00568928j 0.00870688+0.00481157j -0.00168148+0.000471044j 0.00291301-0.0015791j -0.00309725+0.0020564j -0.000274282+0.00254078j 0.00220835-0.00184027j 7.91261e-05-1.05832e-05j 0.00391553+0.00203851j -0.000832328+0.00323042j -0.00174297+0.00381773j 0.00679684+0.00404967j 0.000677607-0.000171616j -0.00472066+0.0012498j 0.00583987+0.0012195j -0.00311249-0.0065287j -0.00027356+0.00154467j 0.00130659-0.00168899j 0.000105411+0.00378393j 0.00221147-0.00303875j -0.000520349+0.00309467j -0.000837454-0.00262833j -0.000535988-0.000302296j 0.00250579+0.00183467j 0.00304801+0.000100836j -0.000605509-0.000124969j 0.000781725-0.000925918j 0.00350928-0.00178887j -0.00161489+0.00204798j -0.000585163-0.000768381j 0.00194589+0.00129031j 0.000319293-0.000724788j 0.00116023+0.00103184j -0.000203142-0.000735638j -0.000311979+0.00159101j 0.000484164+2.73446e-05j 0.000616184-0.00245131j 
0.00350895-0.00053827j 0.000751251+0.000121012j -0.00379896-0.000228341j -0.00177233+0.00132675j 0.00159733+0.00123316j -0.000903342-0.00145045j 0.00192049-0.000407839j 0.00184501-0.00227497j 0.000693229-0.00482396j 0.0038926-0.00139183j -0.00310156+0.00226197j 0.000803678+0.000311031j 1.23155e-05-0.00403404j -0.00496428+0.00105935j 0.000361633-0.00203708j -0.00309686-0.00130688j -0.00281862-0.00148298j -0.000824247-0.000351047j -0.00220362+0.00372104j 0.002331-0.00321158j -0.00071162+0.00460915j 0.000200132+0.00298234j -0.00240936+0.00273571j -0.00472859-0.00245258j 0.00322641+0.000783892j -0.0029052+7.69545e-05j -0.00171962+0.00256476j 0.00918013-2.9355e-05j -0.000443004+0.00375304j 0.000450295+0.00343442j -0.00104752+0.00606191j 0.00544148-0.000803543j 0.0018723+0.000255669j -0.00460497+0.00109118j 0.00336063-0.00359469j 0.00294474+6.97632e-05j -0.000915032+0.00137866j -0.00225067-0.00335747j 0.00415867-0.00460313j -0.00366565+0.000821504j 0.00567984+0.00397709j 0.00117681-0.00961443j 0.00266007-0.0048961j -0.000779441-0.00151339j 0.00406828+0.000956458j -0.000506386-0.00111103j 0.000746294-0.00254296j 0.00209877-0.00222855j 0.00377777-0.00408616j -0.00210359+0.00225295j 0.00669812-0.0028379j -0.00342362-0.00283877j 0.00326769-0.00214803j 0.00253507-0.00226723j -0.00318277-0.00200165j -0.00585579+0.00374684j -0.00161719+0.0009081j -0.000283702-0.00179644j 0.00289144-0.00315262j -0.000989038-0.000181301j 0.00178974-0.00270999j -0.00248251+0.000394946j -0.00224113-0.00383482j 0.00182993-0.00304108j 0.00119625+0.00270422j 0.00292982-0.000555901j 0.00189906+1.38135e-05j -0.00327363-0.00052746j -0.0020608+0.00246407j 0.000181089+0.00125836j 0.00261671-0.00190269j -0.00320426+0.00395205j -0.000580566+0.000219463j -0.00102873+0.00189398j -0.00158196-0.000705017j -0.00208944+0.00191769j 0.000987246-0.000989227j 
-2.14317e-05-0.00113706j -0.00103191+0.000517376j -0.000464096+0.00300949j -8.13979e-05-0.00133791j -0.000672512+0.00201672j -0.000715251-0.00190647j -0.00121121+0.000910232j 0.00111297+0.00139672j -0.0013928+0.00104393j 0.00162575+0.00076992j -0.00199835-0.00285542j 0.00177945+0.000630253j -0.00334935-0.000261817j 0.000749051-0.00206743j -0.000253083-0.00128289j -0.000929193-0.00147794j 0.00133616-0.00136961j 0.00380115+0.00428487j 0.000850157+0.00244554j -0.000831123+0.0054767j -0.00098735-0.00121676j -0.00227307-0.000321893j 0.00310451+0.00454504j 0.000839658+0.00367344j -0.00245814-0.000967181j -0.000842653-0.00135682j -0.00146217-0.000249799j -0.00160463+0.00212111j 0.000145418-0.00171356j 0.00111702-0.00418548j -0.00251051-0.00738191j -0.00255339-0.00846141j -0.00260712+0.00104281j 0.000630186+0.00292575j 0.000705652-0.00442365j 0.00198511+0.00498153j -0.0015593-0.00248849j 0.000873367+0.00175891j 0.00331098+3.33453e-05j -0.00468909-0.00216348j -0.000402923+0.000849915j -0.00377661+0.00105447j 7.12631e-05-0.00349299j 0.00101915+0.00121246j -0.000135293+0.00170942j 0.000872649-0.00423865j -0.000820053+0.00474396j 0.00221434+0.00375466j -0.00347059-0.00135526j 0.00368168-0.00134189j 0.00247038-0.0060677j -0.000777083-0.00221821j -0.00141526+0.00186742j 0.000616694-0.000873435j -0.00591878+0.000414521j 0.000874277+0.00671985j 0.000588547-0.00622094j 0.000624479+0.00408067j -0.000956114-0.00250293j -0.0025387-0.0014072j 0.00205914-0.00153737j -0.000816149+0.00149882j -0.000235376+0.00268774j -0.00386628+0.000338655j -0.000497769-0.000223286j -0.00147255+0.00160126j -0.000209869+0.00047021j -0.00277012-0.0029998j 0.000294261-0.00292218j 0.00122114+0.00222152j 0.000689509+0.000764859j -0.000389663+0.000274389j 0.000431289-0.00164273j 0.00225474+2.94743e-05j 0.000355194-0.000423307j -0.000524223+0.00128951j -0.000585161+0.00036306j 
-0.000288836+0.000143278j 1.79914e-05-0.000395483j -0.000418185+0.00042093j 0.000706502+0.00341999j -0.00181218+0.000363767j 0.000634434-0.000509237j 0.00205075+0.000253941j 0.000786587+0.00120038j -0.00191905+2.86185e-05j -0.0043952-0.000237684j 0.00146213-0.00275498j -0.00280263-0.00319811j 0.00344633+0.00198749j 0.00120559+0.00360948j 0.00207665+0.000647863j 0.000668835-0.000825704j -0.00107749-0.000723744j 0.00218623+0.00425909j 0.00134249+0.00397595j 0.00200833+0.00261878j -0.000146881-0.00199661j -0.000864331-0.00587719j -0.00424344-0.00291063j -6.44013e-05+0.0030419j 0.00211539+0.00412938j 0.0033264+0.0033179j -0.00157092-0.00456786j 0.00153397-0.000374053j 0.00218832-0.00433889j 0.000288263-0.00113487j 0.00131586-0.00647017j 0.0010545+0.00259333j -0.002094-0.00245529j 0.000614028-0.00593014j -0.00038449-0.00737176j -0.00209769+0.00109485j 0.00140702+0.0010051j 0.00233853-0.00041544j -0.00483155-0.000512664j 0.00180002-0.00296093j 0.00204517-0.00366374j -0.00134164+0.00397232j 0.0027725+0.000882884j 5.24747e-05-0.00130482j -0.00179376+0.00132214j -0.000471523-0.00421877j -0.0032028+0.00496168j -0.00272314+0.00612204j -2.57164e-05+0.00203375j 0.00114971-0.00181906j -0.00311493-0.000618555j -0.00137148+0.00618669j -0.00220387+0.00795154j 0.000896757+0.00167244j 0.000812501+0.0011531j -4.26847e-05-0.000919395j 0.00104581-0.0015389j -0.000300354-0.00303023j 0.00173481+0.00261295j 0.00327384-0.00252746j 0.00271491-0.00216481j 0.000801962+0.00108038j -0.000324906+0.00076228j -0.000477625+0.00223294j 0.00198211-0.00201356j 0.000362301-0.00150224j -0.00183118+0.000792539j 0.00237065+0.00367775j 0.00108219-6.89323e-05j 0.000814171+0.00132643j 0.000281717+0.000119994j -0.00114778-0.000900115j 0.00127885+0.000747472j 0.000834041+0.00137314j -0.00205874-0.000323741j 2.34954e-05-0.00136317j 0.000688343+0.000453273j 
