0.00889254-1.29899e-15j -0.0207406-2.80625e-16j 0.00606105-6.53064e-17j -0.00787991+6.52148e-17j 0.00814609+1.09141e-18j -0.004158+2.38549e-17j -0.00728726+7.09588e-18j 0.00495662+6.63881e-18j -0.00334534-4.08686e-18j 0.00935719-1.392e-17j 0.00153877+5.79905e-18j 0.000862615-9.04705e-18j -0.0133097+3.92058e-17j -0.00759461+6.54885e-17j -0.00320286-8.46095e-17j -0.0142237+1.6846e-16j -0.00809799-3.59242e-16j 0.000442243-9.89106e-20j 0.00139647+1.55838e-17j -0.0101301-3.61071e-17j 0.00959449+5.13277e-17j 0.00472299+1.23251e-16j 0.0115098+4.00311e-17j -0.000242356+3.09901e-17j 0.0119075-2.87671e-17j 0.00688649-1.15398e-17j -0.000698783+3.86818e-17j -0.00307254-2.20047e-16j 0.0104113-2.87282e-16j -0.000441843+1.3737e-17j 0.0151243+1.97947e-16j 0.00494478+9.75473e-17j -0.00445313+7.06577e-18j -9.69345e-05-1.12844e-18j -0.015572+1.16102e-16j -0.000552176+3.06358e-17j 0.0031823-6.5555e-18j -0.00393424+5.4458e-17j 0.00500442+1.05276e-16j -0.00974953-5.88115e-17j -0.00857088+1.21437e-16j -0.00382526+1.34239e-16j -0.0061001-6.39972e-17j -0.0120108+4.26063e-18j 0.00857787+2.87989e-17j -0.00171737+1.48951e-17j 0.00166513+4.53924e-18j 0.00181556+7.77091e-19j 0.00468523+8.38645e-18j -0.00821691+4.65009e-18j 0.00550766-8.16404e-18j -0.000548805+3.61148e-18j -0.00218924-3.53349e-17j 0.0143055-4.15432e-17j -0.0196089+9.49862e-16j 0.006681-4.37045e-15j 
0.00462008-9.64659e-16j -0.00509292-2.54889e-16j 0.0054181+7.7318e-17j 0.000884042+6.83374e-17j 0.00314735+1.81595e-17j -0.00455939-8.65922e-17j 0.00113303+4.75765e-17j -0.00468372-1.26407e-16j -0.00193947-6.3386e-17j 0.00113478-4.40309e-17j 0.00344039+1.51509e-16j 0.000918674-2.56476e-18j -0.0103143-1.35802e-16j -0.00759061-1.67768e-16j -0.00340313-9.08244e-17j -0.00298987+1.57469e-17j -0.00598217-3.53329e-16j -0.00225365-1.16172e-16j -0.00097586+8.63887e-17j -0.000195379+9.52125e-17j 0.00128902+1.71041e-17j -0.00178399-3.04726e-17j -0.00334565-2.56851e-16j -0.00196173-8.00802e-17j 0.00496178+6.13396e-17j 0.0105336+1.88318e-16j -0.00295142-2.19281e-16j -0.00861025-2.91982e-16j 0.00628646+1.32235e-16j 0.00353542+2.56838e-16j 0.00126485-8.51727e-17j -0.000184367-2.21742e-17j -0.00324974-1.19552e-16j 0.00358079-1.28127e-17j -0.00550079-3.39495e-17j 0.00492265+1.60753e-16j -0.00102804+9.49534e-17j -0.0105797-3.3677e-16j 0.00337243-6.67622e-17j -0.00261203+1.40976e-17j 0.0007255+7.89478e-17j -0.0034654-1.04409e-16j -0.00206961+1.80514e-17j -0.0110111-2.25411e-16j 0.00345151+3.29086e-17j -0.00350339-1.58936e-16j -0.00127742-1.28101e-18j 0.00294531+9.74583e-17j -0.00583535-1.8291e-16j 0.00122813+7.11655e-17j 0.00253975+6.60006e-17j -0.000274591+2.10565e-17j 0.00470458+9.47273e-17j 0.00624897+4.85471e-17j -0.00465159+4.62989e-16j 0.00468267-2.18532e-15j 
-0.00547358+2.20995e-15j -0.010233+4.59007e-16j -0.0103261-1.81915e-17j 0.000726945+9.33219e-17j -0.00546547-7.24533e-18j 0.0016266-1.10176e-19j -0.000147147+8.74117e-17j -0.000797348-1.98049e-16j -0.00203137+3.67099e-17j -0.000766243-4.12217e-17j 0.00721768-3.75703e-17j -0.00885923-1.01337e-17j -0.014805-2.56694e-16j -0.0146397-4.25498e-17j 0.000301921+2.08633e-17j -0.00201843+6.84502e-17j 0.00992526+5.2671e-16j -0.00778266-2.39684e-16j 0.00289804-1.301e-16j 0.00565404+1.1567e-16j -0.00135461-1.4577e-16j 0.00722895+1.04486e-16j -0.0156369-2.54754e-16j 0.00171961+2.17077e-18j 0.0045804+2.21769e-17j -0.00565393+1.52384e-16j -0.0067161-9.16583e-18j -0.00678503-3.99352e-16j 0.00531259+1.94808e-16j 0.0119184+1.2074e-16j -0.0160019-5.02793e-16j 0.00748769-3.50506e-17j -0.00520453-7.0977e-17j -0.0124851+1.38385e-16j -0.00168792+7.12591e-17j -0.0024202+2.72585e-17j 0.00873349-1.98266e-16j -0.0116737-3.59497e-16j -0.00321696-1.63327e-16j 0.010142+1.87964e-16j -0.00506594+1.21015e-16j -0.00397448+2.54356e-18j -0.0021781-1.85556e-16j -0.0200087-2.41994e-16j -0.00187908-8.81682e-18j -0.00551432-1.46173e-17j 0.0116361-5.13571e-18j -0.000855832-2.42522e-18j -0.00347604-1.8252e-16j 0.00249686+9.05246e-17j -0.00195518-7.12137e-17j 0.00652907+4.68207e-17j -0.00232446+1.25249e-16j -0.00700128-5.24515e-17j -0.011787-3.92945e-16j -0.00662254+1.56623e-15j 
0.00101331-8.39081e-16j 0.00541291-2.13434e-16j 0.00395392-2.16316e-16j 0.00382861+2.52819e-16j 0.00232027+1.0656e-16j -0.000658824+1.01185e-16j 0.00366478-9.17389e-17j -0.00582113-2.46578e-16j 0.00219123+2.26227e-16j -0.000582388-2.32742e-16j -0.00473037-2.49893e-16j 0.0032466-5.52779e-17j -0.000607175-6.73403e-17j 0.00508019+1.62201e-16j 0.00140681+8.08839e-17j 0.0034486-1.71777e-17j -0.00536702-2.77216e-16j 0.00223289+1.68222e-17j -0.00823121-5.56322e-16j -0.000734156-2.22304e-17j -0.00327964-2.18502e-16j -0.00325038+1.79347e-16j 0.00321348+4.13803e-17j 0.000617733+5.2074e-17j -0.00265308-1.47866e-16j 0.00687026-2.40149e-16j 0.00552251+5.32472e-17j -0.00361318-2.17796e-16j 9.51206e-05+4.21769e-16j -0.00637221-3.6974e-16j 0.000240045-1.9511e-16j -0.00251925+8.39718e-17j 0.00296217+2.55778e-16j 0.0112254+1.771e-16j 0.00285068+7.16735e-17j 0.00300011-4.28481e-17j -0.00631597+9.5453e-17j 0.00270393+1.82185e-16j 0.00339766+2.17244e-16j -0.00224529+2.05968e-16j 0.00382723-2.32179e-16j 0.00292601+2.58428e-16j -0.00329285-1.9613e-16j 0.00235887-1.38984e-17j 0.000854842-7.58776e-17j 0.00418262+1.93332e-16j -0.00615694-2.1099e-16j -2.25259e-05-7.5955e-18j -0.00404162-1.7234e-16j 0.00223295-1.20148e-16j -0.0012154-2.02646e-16j -0.00271826+1.77137e-16j 0.00410336+7.71733e-17j 0.00105659-2.21689e-16j 0.00606968-1.52156e-17j 0.00209105-4.62911e-16j 
0.0100879-4.35731e-15j 0.0214482-9.38142e-16j 0.0192614-9.46731e-17j -0.00038073+5.14238e-17j -0.000652498-2.40145e-17j -0.00643005+8.74858e-18j 0.0140253-5.77147e-17j -0.00461227+6.41958e-17j -0.00472298-2.50546e-17j 0.00577173-7.52905e-17j 0.00165871+1.00179e-16j 0.00956012-4.0794e-17j 0.00610214+1.15718e-16j 0.00484342-7.59904e-17j -0.000824888+6.2554e-17j 0.0114918-1.43128e-16j -0.0126338-6.17731e-16j 0.00855237+9.96849e-17j 0.0052196+7.60834e-17j 0.00196715+3.72634e-17j 0.000387705+6.52024e-17j -0.0191959-9.50586e-17j 0.0031449-9.36667e-17j -0.0016556-5.56311e-17j -0.00268973-6.32441e-17j 0.0251742-2.40821e-16j 0.00713812-2.54569e-16j 0.0048084+3.88062e-16j -0.0167307+4.22027e-16j 0.00288035+1.40588e-17j 0.0075101+1.14189e-16j -0.0122299+2.90639e-17j -0.00318556+6.41686e-18j 0.017504-1.99038e-16j 0.00500946-6.37043e-17j 0.0109873+5.83633e-17j -0.0139186+3.76645e-16j 0.00174312+4.19919e-17j 0.000573392-8.18635e-17j -0.0137425-1.1379e-17j 0.0190667-1.89898e-16j -0.00570606-8.36138e-17j 0.00367069+1.82044e-16j 0.00883444+2.51645e-17j 0.00431202-5.69507e-17j 0.00103292-8.95864e-17j -0.00664947+3.83708e-17j 0.00127769+4.16847e-17j -0.00432325+8.89424e-18j 0.0122843-2.90937e-17j 0.00618525+5.56714e-17j -0.0140996+4.06291e-17j 0.0072029-6.8413e-17j 0.00974714-6.24526e-17j 0.0231779+5.82687e-16j 0.011796-2.68985e-15j 
-0.00402327+2.16896e-15j -0.0184232+4.87985e-16j -0.0108416-2.33746e-16j -0.00414523+1.19313e-16j 0.00258831+1.16404e-17j 0.00431999+8.57358e-17j -0.0122295-1.47197e-16j 0.00796484-4.31551e-17j 0.00233549+1.55302e-16j 0.000398046-2.46348e-16j -0.00251534-1.18636e-16j -0.00513564-4.95672e-17j -0.0025511+1.55905e-16j -0.00108046+1.42239e-16j 0.000862398-1.14428e-16j -0.0114327+1.0476e-16j 0.00652388+5.03463e-16j -0.00295965-1.65236e-16j -0.0015942-1.56786e-16j -0.00603907+1.35789e-17j 0.00369965-1.22903e-16j 0.0138514+2.59126e-16j 0.00637646-2.56855e-17j 0.00180386-9.6234e-18j 0.00394747-9.72716e-17j -0.0172963-2.97408e-16j -0.00251944+3.62688e-17j 0.00145536-3.1686e-16j 0.0103836-2.04418e-16j -0.0044454-1.76653e-16j 0.00306064-6.13209e-17j 0.00897236+6.43838e-17j 0.0018924+1.71668e-16j -0.0118116-9.4743e-17j -0.00687649+1.41552e-16j -0.00936632-1.37206e-16j 0.00972466-1.36899e-16j 0.00399021-1.11756e-18j 9.26435e-05+1.41856e-16j 0.00429784+2.44924e-16j -0.0151231-2.5436e-17j 0.00366268+2.72583e-16j -0.00338235-1.36904e-17j -0.00289386+1.63223e-16j -0.000436711-1.28535e-16j 0.000822215+4.0843e-17j 0.00476621-9.84444e-17j -0.00152575-1.97096e-18j 0.00844213-1.11334e-17j -0.0118315-1.35833e-16j -0.00228324-1.74159e-16j 0.00766879+2.03677e-16j -0.00787788+3.31866e-17j -0.00217171-2.02988e-16j -0.019071-2.12309e-16j -0.00602323+5.61225e-16j 
-0.00474621+1.1814e-15j 0.00233317+2.12076e-16j -0.00487586-2.49534e-18j 0.00410237+6.50175e-17j 0.00120351+3.47256e-16j 0.00355095+1.79544e-16j -0.00199321-2.16597e-16j -0.00216975-5.10365e-17j 0.00514764+3.61787e-16j -0.00455743+1.06694e-17j -0.00705293-7.2906e-16j 0.000206993+1.84329e-16j 0.00505964+2.53746e-16j 0.00831817+7.77722e-16j 0.00268161+2.16065e-16j 0.0014663-9.69784e-17j 0.00159517-1.94007e-16j 0.000387832+3.37503e-16j -0.0092081-8.57069e-16j -0.000899063-4.53242e-16j -0.00432558-1.3637e-16j 0.00341856+1.98224e-16j 0.00355194+9.91161e-16j 0.00125314+1.80091e-16j -0.00516734-2.05536e-16j -0.00748337-2.02669e-16j 0.00361817+6.41012e-16j -0.000734116+7.18684e-17j 0.00259864+1.30374e-16j -0.00959578-1.05643e-15j -0.00214302+4.1828e-16j 0.000613366+3.08062e-17j 0.00632389+5.12435e-16j 0.00343797+6.51708e-16j 0.00443668+4.48341e-17j -0.00273312-2.32307e-16j -0.00139704-2.81509e-16j 0.00713683+9.52002e-16j 0.00149268+4.1919e-16j 0.00393445-1.71513e-16j -0.00251654-2.745e-16j 0.00700272+5.32742e-16j -0.00203641-3.97913e-16j 0.00734218+6.2598e-16j -0.00297256+5.82502e-17j 0.0051577+6.23266e-16j -0.00466325-5.02309e-16j -0.0013327-1.33911e-16j 8.38485e-06+2.09643e-16j -0.00284258-3.82324e-16j -0.00459219-2.25e-16j 0.00243523-3.98179e-17j 6.47595e-06-3.85785e-17j -0.00552231+3.03815e-17j 0.00218141-3.95577e-16j -0.00399406+1.73191e-15j 
-0.000504674-1.29069e-16j 0.00172182+4.44838e-17j 0.000834116-2.05185e-16j 0.000988852-1.23484e-19j 0.00173307-7.40238e-17j 0.00295959+1.72784e-16j 0.00359854+3.79741e-17j -0.00230084+5.94664e-17j 0.00285247+9.86984e-17j 0.00512943+7.95095e-17j -0.00938205-2.25333e-16j 0.00178934-8.91937e-17j -0.00367371+1.83243e-17j 0.00853297+2.18682e-16j 0.00663184+1.79263e-16j 0.00276879+1.42154e-16j -0.0032635-5.896e-17j 0.00545047+2.95657e-16j -0.0118323-2.98652e-16j -0.00462323-9.66234e-17j -0.00274769-8.77578e-17j 0.000600067+1.31011e-16j 0.011112+3.15302e-16j 0.00559918+2.27154e-16j -0.002211-1.36698e-16j 0.0039429-2.69437e-16j 0.013545+3.36019e-16j 0.00081772+3.02634e-16j -0.00264946-8.38775e-17j -0.0108499-3.00087e-16j 1.89452e-05-9.3742e-17j 0.00149281+1.06908e-16j 0.00392981+1.6167e-16j 0.0131412+9.4546e-17j 0.00346453+1.4129e-16j -0.0017083-1.86722e-16j -0.00631385+4.12876e-17j 0.0130963+6.40679e-16j 0.00322386+2.14187e-16j -0.00380926-4.36569e-18j 0.00109416-1.0217e-16j 0.00506657+1.88007e-16j -0.0093301-2.60266e-16j 0.00185733+9.43962e-17j 0.00231615+1.36683e-17j 0.0101311+3.36325e-16j -0.00267034+5.91903e-17j -0.00418361-1.83105e-16j 0.00148078+1.56884e-16j 0.0011106-1.88969e-18j -0.00273037-1.39637e-16j -0.00446036-3.29825e-17j -0.0010744-1.62496e-16j -0.000196481-2.01293e-16j 0.00253775-5.78323e-17j -0.00048271+2.30853e-16j 
-0.00119708+6.22722e-16j -0.00474736+1.77755e-16j -0.00258907-3.87321e-17j 0.00214452-4.75466e-17j 0.0031654-1.67178e-16j -0.000624301-1.32735e-19j -0.00632339+1.30099e-16j -0.000817632+9.67189e-20j 0.00233439-1.09313e-16j -0.00624407+6.42053e-17j 0.000156335+1.90206e-16j -0.000251799-1.08823e-16j 0.00278313-1.63999e-16j -0.000469344-2.37772e-16j -0.00369359+1.40295e-18j -0.00464572+1.08196e-16j 9.64656e-05+1.77644e-16j -0.00381948-1.31148e-16j -0.00154868+2.33238e-16j -0.0003285+1.58819e-16j -2.42645e-05-1.55392e-17j 0.00369465-2.75086e-17j -0.00178796-3.194e-16j -0.00344594+2.44493e-17j 7.96368e-06+7.8237e-17j -0.00632275+1.17021e-16j -0.00674101-5.1607e-17j -0.00435508-1.59404e-16j 0.00896506-3.41908e-16j -0.00223763+3.71483e-16j 0.00230435-2.61887e-16j 0.000411969+4.64251e-17j 0.00233373-1.5988e-16j -0.00438176-1.66657e-16j -0.00291541+6.20781e-17j -0.000398538+1.29482e-17j 0.00323466+4.66104e-17j -0.00525741-2.0408e-16j 0.00159066-1.47842e-16j 0.00366167+1.12394e-16j -0.00527383+1.17516e-16j 0.00228662-1.56095e-16j 0.00266046+6.05788e-17j 0.00156021-2.53208e-16j -0.0018738-3.05405e-17j -0.00295392-1.33057e-16j -0.0036621+2.33648e-16j 0.00293676-1.75456e-17j -0.00147818-5.93377e-17j -0.00573501+1.75433e-16j -0.000942538+1.84038e-17j 0.0055305-5.99281e-18j 0.00171794-3.31665e-17j -0.000443959-8.87746e-17j -0.00505442+3.57449e-17j -0.000847008-1.49581e-16j 
-0.00504574+2.00957e-15j -0.00281818+3.46377e-16j -0.00755213+4.80376e-16j 0.00296425-2.39556e-16j -0.00495977+3.15583e-16j 0.000767958-1.3112e-16j 0.0010856-1.83084e-16j -0.00277548+1.78793e-16j -0.000920887-5.8431e-18j -0.0040754+1.64572e-16j 0.00615717-1.82589e-16j -0.00604293+3.4224e-16j -0.00761796+3.93021e-16j -0.0102101+3.91489e-16j -0.00084455-8.41645e-17j 0.00111469-2.39926e-16j 0.0077362-2.87264e-17j -0.00674385+1.15175e-16j 0.00247232+1.05437e-16j 0.00693347-3.09673e-16j -0.00292608+2.22309e-16j 0.00333566-1.35249e-16j -0.0156014+6.22991e-16j -0.000263935-1.38056e-16j 0.00108592+7.16663e-17j -0.00432198+2.62678e-16j -0.00712843+7.43279e-17j -0.00609455+1.48388e-16j 0.00328252+8.82523e-17j 0.00970564-2.58674e-16j -0.0140848+6.28903e-16j 0.00335462-2.62677e-16j -0.00310726+2.45939e-17j -0.00927833+3.07353e-16j 0.00123693-2.29881e-16j -0.000156399+3.33583e-17j 0.0056557-2.80191e-16j -0.0109949+1.18311e-16j -0.00291292-6.97088e-17j 0.00954118-4.21367e-16j -0.0014651+4.79813e-17j -0.00266157-6.3054e-18j 0.00114116+4.9446e-17j -0.0122935+5.77139e-16j -0.00327296+1.71674e-16j -0.00539439+5.68921e-17j 0.00676011-3.49311e-16j 0.000401074+8.67778e-17j -0.00521331+2.4804e-16j 0.00343648-2.73001e-16j -0.00200667+1.86915e-16j 0.00545003-2.00692e-16j 0.000461272+3.53645e-17j -0.00712077+5.05552e-16j -0.00417034-3.16364e-16j -0.00513664+2.02115e-15j 
0.00242303+1.99121e-16j -0.0147762+3.10058e-17j -0.000763203-5.48538e-17j -0.00431919+5.66019e-17j 0.00646301+8.64269e-17j 0.000282677+3.42693e-17j -0.00911157-1.05787e-16j 0.00500926+5.6789e-18j 0.00119714+9.10233e-17j 0.0032195-8.60379e-17j -0.00349748-1.2451e-16j 0.000166588+3.00313e-17j -0.00300038+1.58863e-16j 0.00095193+1.88242e-16j -0.000756099-9.3244e-17j -0.0107473+7.52808e-17j -0.00282621-1.51549e-16j 0.000449545+3.7674e-17j -0.00303779-1.38203e-16j -0.00855136-1.14067e-16j 0.00514924+4.65559e-18j 0.00737313+1.3573e-16j 0.0118562+2.20529e-16j 0.000389236+1.35081e-17j 0.00498306-5.9859e-17j -0.00469023-1.08958e-16j 0.000556652+1.13193e-16j -3.22015e-05-1.69276e-16j 0.00919801-2.37565e-16j -0.00691612-2.3066e-16j 0.0110911+2.89632e-16j 0.00459888+5.75551e-17j 0.00141965+1.47794e-16j -0.00157299+5.69684e-17j -0.00879666+6.35868e-17j -0.00419128-4.76255e-17j 0.00343666-7.7305e-17j 0.00351994+1.98346e-16j 0.00353879+2.30867e-16j -0.00370393-3.47003e-17j -0.00997995-3.44074e-18j 0.00234872+2.25484e-16j -0.00420238-4.47442e-17j -0.000971204+1.98554e-16j 0.00340494-2.11234e-18j 0.00176185+9.63238e-17j -0.00104024-1.39579e-16j 0.000254668+5.50383e-18j 0.00612234+4.87111e-17j -0.0101042-1.30122e-16j 0.000855703-6.42806e-17j 0.00242136+5.23703e-17j -0.00356788-3.72636e-18j 0.00586795-2.3555e-17j -0.014244+3.43672e-16j 0.00102675-1.67059e-15j 
0.0012342-1.08304e-16j -0.003381-4.18705e-17j 0.000343784+3.20317e-17j -0.00136117-5.84504e-18j 0.00154944+4.26103e-17j -0.00133296-4.2249e-17j -0.00402063-9.41903e-17j 0.00218332+3.90764e-17j -0.000520738-9.80925e-18j -0.00169608-8.33693e-17j 0.00228906+6.4532e-17j 0.000197679+3.66099e-17j 0.00260062+1.48097e-16j -0.00175649-7.97154e-18j -0.00316075-1.05026e-16j -0.00372997-5.75627e-17j -0.000298394-1.83843e-17j -0.00156818-9.90205e-17j 0.00377504+1.38166e-16j -0.000701513+3.66232e-18j 0.00246908+5.66941e-17j 0.000980431-7.38036e-18j -0.000278816-4.74264e-17j -0.00260752-1.02984e-16j 0.0015699+1.74778e-17j -0.0026202-2.92762e-17j -0.00517787-1.41976e-16j 0.00013508-8.50643e-17j 0.00323432-5.87441e-17j 0.00145025+4.84495e-17j 0.00439032+1.74936e-16j -0.000288273-2.64586e-17j -0.00057486-3.94486e-18j -0.0048024-1.09948e-16j -0.00346512-3.82617e-17j -8.47529e-05+2.88307e-17j 0.00271978+1.66129e-17j -0.0036362-1.5253e-16j -8.72459e-05-4.18727e-17j -9.26034e-05+6.27213e-18j -0.0026094-1.43814e-19j -0.000955533-5.48783e-18j 0.00327794+1.62192e-16j 0.0012594+1.15261e-16j -0.000108583-3.69739e-17j -0.00336243-1.24391e-16j -0.000578773-5.57951e-17j 0.0020449+7.76744e-17j 0.00112688+5.07418e-18j -0.00346352-7.79702e-17j 0.00145098+3.89579e-17j 0.00209031+5.04599e-17j -7.12626e-05+2.57366e-17j 0.00210987+4.85205e-17j -0.00345468+1.44203e-16j 0.00103983-6.69116e-16j 
-0.000656993-5.07166e-16j 0.0109424-1.42233e-16j 0.0015009+2.78039e-18j 0.00118744+4.44901e-17j -0.000980849+1.05871e-16j -0.000331133-1.19183e-17j -0.00100731-1.38664e-16j 0.00159899-1.45853e-17j 0.00101303+7.69424e-17j -0.00622258-1.22181e-16j 0.000577567-6.74035e-17j 0.0030325+5.03033e-17j 0.0166696+1.32218e-16j 0.0065659+6.26262e-17j -0.00273894-9.4082e-18j 0.00366242-1.73725e-16j 0.000645307-2.99459e-17j 0.000864312-5.44138e-17j 0.00536106-8.70443e-17j 0.00267599-4.99092e-17j -0.000640655-1.22351e-17j -0.00460392-3.37753e-17j -0.00103886+6.06606e-17j -0.0040358-8.74138e-17j -0.00568081-2.28677e-17j -0.00478165-9.75992e-17j -0.00437497-5.86941e-17j 0.00576202+1.73065e-17j -0.00484502+1.41908e-16j -0.000701869-1.98002e-16j 0.00403426+1.94434e-16j -0.00609322-1.18198e-17j 0.00267445+1.20617e-16j -0.00279364-1.34809e-18j 0.00428487-7.56388e-17j 0.00109754-6.67796e-18j -0.00102786+2.12186e-17j 0.00156308-2.25382e-17j -0.00240045+2.14985e-17j 0.000776704+3.45941e-17j 0.00364369-1.53492e-16j 0.00122357+5.46145e-17j 0.00928833+1.50337e-16j 0.0157444+1.72818e-16j -0.00390728-7.32318e-17j -0.00213136-3.09137e-17j -0.00494427-1.53864e-16j 0.00197944+6.28102e-17j 0.00102694-1.12911e-17j -0.000591615-1.44665e-16j 0.000371997-2.05386e-17j 6.49397e-05+7.69351e-17j 0.00138724+4.77615e-17j -0.00190787+2.56531e-17j 0.0107978-1.83705e-16j 0.000561393+7.30835e-16j 
3.63581e-05+1.49597e-15j -0.00890906-5.1891e-16j -0.00228794+1.18356e-15j -0.000147359+4.90394e-16j 0.00717241+2.25116e-15j -0.000269606-1.02793e-15j -0.0127098-2.57414e-15j 0.00330984-1.58797e-16j 0.00394009+8.2691e-16j -0.00674614-2.28869e-15j -0.00284502-2.89056e-16j 0.00159899+1.36499e-15j 0.00916686+3.10742e-15j 0.00448439+1.21721e-15j -0.00494749-2.15577e-15j -0.0097675-1.84245e-15j -0.00173484-1.93536e-15j -0.00248806-5.91765e-16j -0.00189143-1.85558e-16j -0.0052198-9.43068e-16j 0.00290946+6.49282e-16j 0.00638702+2.71504e-17j 0.0068872+1.2681e-15j -0.00470456-2.05203e-15j 0.000204969-1.52402e-16j -0.0117235-8.50157e-16j -0.00728243-2.34032e-15j -0.00114231-1.1808e-15j 0.0123257+2.55417e-15j -0.0083587-1.88026e-15j 0.0119784+4.06111e-15j 0.000526243-1.1345e-15j 0.00507252+1.24066e-15j -0.00570488-1.98835e-16j -0.00630105-1.50181e-15j -0.00291395+6.42383e-16j 0.00445299+5.52805e-17j -0.000636987-1.42555e-15j 0.00300344+1.2363e-15j 0.00116255-4.46709e-16j -0.010069-1.14613e-15j 0.00501402+9.45114e-16j 0.00375637+1.87418e-15j 0.00938387+3.1528e-15j -0.0013802-2.21916e-16j -0.00185045-1.08143e-15j -0.00713775-3.18256e-15j 0.00368935+1.7076e-15j 0.00348304-2.77516e-16j -0.012822-2.64694e-15j -0.00043024+4.02388e-16j 0.00675419+1.17396e-15j -0.000183683+1.31102e-15j 0.00250142+1.60847e-15j -0.00885313-3.29747e-16j 6.01469e-05+4.36337e-16j 
0.00791637-1.55499e-15j 0.00399867-1.18437e-15j 0.0125566+1.27693e-15j 0.00518722+4.30244e-16j 0.0130573+2.25442e-15j -0.00875632-1.02938e-15j -0.0104476-2.53023e-15j -0.00503688-1.10162e-16j 0.00399027+7.47039e-16j -0.0146512-2.14922e-15j -0.000321842-2.35579e-16j 0.0109301+1.3748e-15j 0.0197904+3.10432e-15j 0.00743273+1.1852e-15j -0.0138791-2.03233e-15j -0.00688618-1.93695e-15j -0.0150663-2.65659e-15j -0.00236643-5.1777e-16j -0.000617791-7.70341e-17j -0.00285856-9.70337e-16j 0.00236256+7.36629e-16j -0.0063458-1.25054e-16j 0.00428361+1.29921e-15j -0.0139449-2.04444e-15j -0.00262445-1.11218e-16j 0.00270704-7.24958e-16j -0.0145307-2.36649e-15j -0.00739512-1.0817e-15j 0.014569+2.48432e-15j -0.00937395-1.77697e-15j 0.0228829+4.24346e-15j -0.011584-1.0939e-15j 0.00647249+1.18284e-15j 0.00419068-1.82227e-16j -0.00687147-1.55019e-15j 0.00875127+7.18155e-16j -0.00369648+2.88558e-16j -0.0119857-1.32104e-15j 0.00732416+1.09085e-15j -0.00470961-5.78707e-16j -0.000545649-1.20226e-15j 0.00366288+8.05379e-16j 0.0129389+1.97846e-15j 0.0200077+3.14272e-15j -0.00096108-1.94455e-16j -0.00747532-1.11749e-15j -0.0221397-3.12484e-15j 0.0116049+1.72075e-15j -0.00613875-2.50854e-16j -0.0110159-2.61315e-15j 0.00381142+4.9763e-16j 0.00393626+1.06995e-15j 0.0122372+1.2185e-15j 0.0114123+1.6654e-15j 0.00516739+3.5855e-16j 0.0106859-2.48615e-15j 
0.00713689-1.554e-15j -0.00527345-4.43371e-16j 0.0074754+2.19945e-16j -0.00520472+3.39681e-17j 0.00231099+2.59144e-16j -0.00435921-1.51048e-16j -0.000335024-2.20774e-16j 0.00286846+2.20296e-17j -0.00451346+1.36272e-17j 0.00585802-1.44302e-16j 0.0047464+2.23741e-17j 0.00178672+1.97944e-16j -0.00469108+3.08547e-16j -0.00595818+1.19024e-16j -0.00324759-2.42176e-16j -0.00451089-1.76239e-16j -0.00538716-5.43885e-16j 0.00107198-2.77848e-17j 0.00703048+8.84527e-17j -0.00284625-1.42621e-16j 0.00608495+1.76713e-16j -0.00291982-5.30381e-17j 0.00277598+1.81363e-16j -0.00159989-2.26006e-16j 0.00631267+1.88317e-17j 0.00891313+5.39594e-17j -0.00212731-2.53396e-16j 0.000653031-1.02621e-16j -7.62465e-07+2.2138e-16j 0.00530051-1.36452e-16j 0.00860393+6.37142e-16j -0.000737209-1.08678e-16j -0.00515735+5.33215e-17j -0.000372526+3.06686e-17j -0.00730646-1.71113e-16j 0.00269744+1.58464e-16j 0.000273535+3.29179e-18j -0.005004-1.89013e-16j 0.000834656+9.23581e-17j -0.00742805-2.13016e-16j 0.000749091-1.92624e-17j -0.00579622+5.97822e-17j 0.000591911+2.00425e-16j -0.00526491+3.03072e-16j 0.00487652+4.81811e-17j -0.00371451-1.50738e-16j 0.00168212-3.17405e-16j 0.00189601+1.97606e-16j 0.00151242-6.641e-18j -0.000367955-2.36294e-16j 0.00544132+1.32962e-16j -0.00314429+2.91594e-17j 0.000167179+1.21544e-16j 0.0094537+2.82863e-16j -0.00457177+5.9719e-16j 0.00624019-2.64598e-15j 
