0.00889254-1.29899e-15j -0.0207406-2.80625e-16j 0.00606105-6.53064e-17j -0.00787991+6.52148e-17j 0.00814609+1.09141e-18j -0.004158+2.38549e-17j -0.00728726+7.09588e-18j 0.00495662+6.63881e-18j -0.00334534-4.08686e-18j 0.00935719-1.392e-17j 0.00153877+5.79905e-18j 0.000862615-9.04705e-18j -0.0133097+3.92058e-17j -0.00759461+6.54885e-17j -0.00320286-8.46095e-17j -0.0142237+1.6846e-16j -0.00809799-3.59242e-16j 0.000442243-9.89106e-20j 0.00139647+1.55838e-17j -0.0101301-3.61071e-17j 0.00959449+5.13277e-17j 0.00472299+1.23251e-16j 0.0115098+4.00311e-17j -0.000242356+3.09901e-17j 0.0119075-2.87671e-17j 0.00688649-1.15398e-17j -0.000698783+3.86818e-17j -0.00307254-2.20047e-16j 0.0104113-2.87282e-16j -0.000441843+1.3737e-17j 0.0151243+1.97947e-16j 0.00494478+9.75473e-17j -0.00445313+7.06577e-18j -9.69345e-05-1.12844e-18j -0.015572+1.16102e-16j -0.000552176+3.06358e-17j 0.0031823-6.5555e-18j -0.00393424+5.4458e-17j 0.00500442+1.05276e-16j -0.00974953-5.88115e-17j -0.00857088+1.21437e-16j -0.00382526+1.34239e-16j -0.0061001-6.39972e-17j -0.0120108+4.26063e-18j 0.00857787+2.87989e-17j -0.00171737+1.48951e-17j 0.00166513+4.53924e-18j 0.00181556+7.77091e-19j 0.00468523+8.38645e-18j -0.00821691+4.65009e-18j 0.00550766-8.16404e-18j -0.000548805+3.61148e-18j -0.00218924-3.53349e-17j 0.0143055-4.15432e-17j -0.0196089+9.49862e-16j 0.006681-4.37045e-15j 
-0.0328917+6.47763e-15j 0.0498302+1.43272e-15j -0.0278657+2.0255e-16j 0.033383-3.00578e-16j -0.0155239-4.70311e-17j 0.013122-2.60124e-17j 0.00741543-4.64693e-17j -0.0220883+1.42439e-17j 0.0193902+9.33633e-18j -0.0449947+6.75051e-17j -0.00971848-1.4424e-17j -0.00397604-1.92861e-17j 0.0417645-2.45792e-17j 0.0245374-1.52992e-16j 0.00371125+2.27734e-16j 0.0326364-4.21903e-16j 0.024411+1.21285e-15j -0.011155-8.68216e-17j -0.01899+6.21163e-17j 0.0291318+1.35883e-16j -0.0334079-1.89389e-16j -0.00206801-3.0261e-16j -0.0380966-1.32529e-16j -0.00520443-6.74569e-17j -0.0377713+1.24854e-16j -0.0367359+7.06825e-17j -0.00949153-5.22195e-17j -0.00702271+3.46315e-16j -0.00508822+3.15564e-16j -0.0107614+1.23509e-16j -0.0453904-6.81432e-16j -0.0116219-2.85402e-16j 0.022717-2.78433e-17j -0.00402862-6.83913e-17j 0.0422809-2.82657e-16j -7.17891e-05-1.83389e-16j -0.0038307+1.92556e-17j 0.00169567-8.61822e-17j -0.00832456-3.66699e-16j 0.0413292+2.75196e-16j 0.0113142-3.28903e-16j 0.0217589-4.09846e-16j 0.0187963+2.26319e-16j 0.0370236+8.03097e-17j -0.0309928-1.18345e-16j 0.00270767-4.97065e-17j -0.016445+3.37552e-17j 0.000261816-1.43559e-17j -0.0210173+1.85005e-17j 0.0107946-3.7831e-17j -0.022799-1.20933e-17j 0.0165769+1.18427e-17j 0.0122575+4.36052e-17j -0.047708+5.61379e-17j 0.0456636-3.01165e-15j -0.0249107+1.38549e-14j 
-0.00615313+4.01043e-15j -0.0342622+9.00234e-16j -0.00903872+1.28616e-16j 0.0272442-2.14315e-16j 0.0257524-4.61444e-17j -0.00162584+3.27323e-17j -0.0133063-6.49428e-18j -0.0359893+8.01515e-18j 0.0204269-5.70423e-17j -0.0193481+8.97388e-17j -0.0219278+7.40218e-17j -0.000663552-1.08388e-16j -0.0409151+1.93548e-16j -0.0015293+1.14156e-16j -0.00224002-1.65343e-16j -0.0178075+3.31091e-16j -0.0177036-7.97461e-16j -0.0157285+1.97357e-16j -0.0629859+1.58976e-16j -0.00930635+2.86561e-17j -0.0165504-2.9465e-18j 0.0231761+1.74069e-16j 0.000981251+1.09813e-16j -0.00101146+1.00565e-16j 0.00339675+4.26154e-17j 0.00410833+1.16427e-16j 0.00182788-3.7425e-17j -0.0577343-5.81558e-16j 0.0624983-7.15576e-16j -0.0360762+4.87979e-16j -0.0102459-2.26157e-16j 0.0127918-8.26175e-17j 0.0180538-8.04761e-17j 0.0303632-7.31116e-17j -0.0115267+8.2404e-17j 0.00489942-5.60849e-17j -0.00474016+3.22766e-16j -0.0204594+4.26071e-16j 0.0283389+1.58511e-16j 0.014755-3.29996e-18j -0.0237238+9.09319e-17j 0.0228904-5.61323e-17j -0.0299013-2.1334e-16j -0.0329528+8.30132e-17j 0.00225109+1.50842e-16j 0.009962+9.21446e-17j -0.0272135+4.5233e-17j 0.00731088+6.67751e-18j -0.0299889+3.29866e-17j -0.0168222-2.32828e-17j -0.0152774+1.49414e-17j 0.0204803-1.97909e-17j 0.0211703-1.35232e-16j -0.00031607-7.13617e-17j -0.0335342+3.75137e-16j -0.00327127-1.61799e-15j 
0.0320181-8.84077e-15j -0.0078862-1.92217e-15j 0.0340456-1.64004e-16j -0.0376794+2.03413e-16j 0.00457617+1.28806e-17j -0.0126465+1.15142e-17j -0.00519606+4.21277e-17j 0.0367895+1.63255e-16j -0.0220992-6.54854e-17j 0.0338326+4.62622e-17j 0.016455+4.56752e-17j 0.0124978+6.54009e-17j 0.0166912+2.89665e-17j -0.00433884+1.0094e-17j -0.00924373-1.62795e-17j -0.0158109+6.55214e-17j -0.0168565-8.57252e-16j 0.0189597+5.63696e-17j 0.050931+8.78136e-17j -0.0188757-1.7925e-16j 0.0355256+2.68216e-16j -0.0175712-2.93152e-17j 0.0356246+1.61838e-16j -0.00462477+1.4335e-17j 0.0199715-6.44025e-17j 0.0220436-7.79771e-17j -0.00105677+1.39217e-16j 0.0407021+2.80096e-16j -0.0282204-3.19089e-16j 0.0182553-3.18405e-16j 0.0581877+1.01785e-15j -0.00890555+3.31198e-16j -0.0199397+5.17434e-17j -0.0112069-1.9208e-17j -0.0253587+1.26423e-16j 0.0011823+1.48491e-16j 0.00150331-4.87491e-17j 0.011066+5.83061e-17j -0.00683229+1.62166e-16j -0.0432714-3.47871e-16j 0.00643806+1.46403e-16j -0.0242626+2.35928e-16j 0.0147541+1.72272e-16j 0.0171435+1.50117e-17j 0.0192147-6.57418e-18j -0.00994422-5.27895e-17j 0.0108462+5.92885e-17j 0.00211585-9.32658e-18j 0.0329011+1.1877e-16j -0.00663101+4.61938e-17j 0.0275327+8.25325e-17j -0.0230523-9.44496e-17j -0.0150434-1.01069e-16j 0.0412456+4.48917e-17j -0.00433595+2.42502e-15j 0.0266371-1.09023e-14j 
0.0218627-2.99249e-15j -0.0537321-6.41306e-16j 0.0133101-1.40449e-16j -0.0235179+1.39143e-16j 0.0215354-1.09042e-17j -0.00844274+4.13547e-17j -0.0240953+4.37814e-17j 0.0195297+5.07787e-17j -0.00744646-3.37062e-17j 0.0235629+8.95624e-18j 0.00164261+3.25137e-17j 0.00286326-1.77523e-17j -0.0234985+6.80085e-17j -0.0132349+1.22276e-16j -0.00801912-2.43292e-16j -0.0389795+4.48712e-16j -0.0184425-8.14494e-16j 0.00315209+2.30326e-17j 0.0068041+7.15838e-17j -0.029081-1.25166e-16j 0.0271701+1.60415e-16j 0.0145203+2.72673e-16j 0.0367642+1.58424e-16j -0.000970159+9.53976e-17j 0.0287967-4.03911e-17j 0.00814778+3.70688e-17j -0.00201817+2.01226e-16j 0.000239033-5.2822e-16j 0.0248102-9.69128e-16j -0.00521222-8.56774e-18j 0.0458377+6.60485e-16j 0.012656+2.8061e-16j -0.00891331+2.48744e-17j -0.00522442+4.68796e-18j -0.0402023+2.86975e-16j -0.00579087+7.00363e-17j 0.0104954-1.09474e-16j -0.00220947+1.74545e-16j 0.0111869+3.7085e-16j -0.0258522-2.09423e-16j -0.025627+3.48819e-16j -0.00739967+3.50436e-16j -0.0123952-1.27871e-16j -0.0194999-1.85494e-18j 0.020661+8.36891e-17j -0.00313441+4.01975e-17j 0.00366915+3.76685e-17j 0.00390753-1.24113e-17j 0.0194724+5.2009e-17j -0.0267188+3.73462e-17j 0.0140886-1.10587e-17j -0.000540399-2.36954e-17j -0.0100362-8.93056e-17j 0.0361555-6.42943e-17j -0.0508583+2.3384e-15j 0.0157301-1.06789e-14j 
-0.0120344+3.7941e-15j -0.000534864+7.00696e-16j -0.0172364+3.41021e-16j -0.00226655+2.76749e-18j -0.00973125+2.19834e-16j 0.010775-2.50648e-16j 0.000292014-7.52307e-17j 0.00778453-1.39955e-16j 0.00185078+8.95219e-18j 0.00271434-1.02957e-16j -0.00388131+3.5973e-17j -0.00865182+1.85382e-16j 0.00128606-7.3923e-17j 0.00369789-1.07114e-16j 0.0101683-2.91316e-16j 0.00433706-1.46473e-16j 0.0172845+5.01111e-16j 0.00080227-4.86283e-17j -0.000265306-6.01358e-17j 0.00205103-6.58893e-17j -0.00347798+3.22002e-17j 0.00959271-1.2656e-16j -0.00077729+7.20553e-17j 0.00866931-1.91321e-16j -0.00433208+1.22236e-16j -0.0197935+3.30624e-16j 0.00740324-1.01575e-16j 0.0109594-1.34515e-16j -0.00920404+3.42978e-16j -4.57823e-05-1.29909e-16j -0.0152888+1.96751e-16j 0.00830714-2.31347e-16j 0.00173434-1.7182e-18j -0.0105858+1.94303e-16j 0.0088502-2.66565e-16j -0.0119411+1.41698e-16j 0.00637077-3.58904e-16j 0.0158553-4.08988e-16j -0.00741628+2.78126e-16j 0.0097438-1.33183e-16j -0.00500309+6.78102e-17j 0.00384931-3.69564e-17j -0.00400419+1.93706e-17j 0.000923497-2.44612e-17j -0.0052281+1.0889e-16j 0.00668149-1.08762e-16j 0.0129394-2.96302e-16j -0.00868993+1.58794e-16j 0.00935272-1.5288e-16j 0.00106918-8.66903e-17j -0.00659987+8.77045e-17j 0.00262947+9.51939e-18j -0.0120335+3.19417e-16j -0.0157332+3.74803e-16j -0.0021256-1.18737e-15j -0.0135857+5.46216e-15j 
0.00137978-4.88783e-17j -0.00615499+9.33951e-18j -0.00327545-1.08061e-16j -0.0173498+6.79269e-17j -0.0208042-6.47001e-17j 0.00330416+6.39541e-18j 0.0197015+6.49841e-17j 0.0131338+4.73077e-17j -0.0177267-1.10562e-17j 0.0306417-1.95786e-17j 0.0165366-5.34878e-18j -0.0134132+4.78024e-17j -0.0330254-5.5372e-17j -0.0262563+3.70533e-17j 0.0124093+2.09953e-17j 0.00775726+5.34416e-17j 0.0156811+8.22874e-16j 0.00432623-7.72588e-17j 0.0245242+4.35829e-17j 0.0059102+6.91219e-17j 0.0073818+1.10009e-17j -0.00225295+1.06262e-16j -0.0119458-1.33724e-16j 0.0153637-1.3011e-17j 0.0139381-7.91873e-17j 0.0145604-1.65365e-16j 0.0120674-1.05376e-16j 0.0154295+3.48605e-16j -0.0298096+6.99874e-16j 0.0344386-3.56893e-18j -0.0229885-3.519e-16j 0.0117307-8.74691e-17j -0.0230492-1.20989e-16j -0.0125727-1.97365e-17j 0.000478018+6.69474e-17j -0.00490366+1.17594e-18j 0.00655684-2.3629e-16j 0.00240068-3.13585e-16j -0.0141665-2.4951e-16j -0.00491513+2.96833e-17j 0.00917444+1.67298e-16j -0.0213796+2.49413e-17j -0.0104122-1.67107e-16j -0.0381359-7.45422e-17j 0.0080193+1.57356e-17j -0.0014784-9.77252e-18j 0.039346+7.20727e-17j -0.012577-5.86673e-17j 0.00973254+4.6601e-17j 0.0221705+8.3386e-17j 0.00641316+8.94135e-18j -0.0130498-1.51626e-17j -0.0166066+3.7689e-17j -0.00174858+1.32069e-18j -0.00716299-1.92246e-16j -0.00384674+8.64555e-16j 
-0.00545601+5.14965e-15j -0.0543454+1.11036e-15j -0.0251056+4.87341e-17j -0.0254394-1.49863e-17j -0.00962759+5.27712e-18j 0.0128836-1.06305e-16j -0.00731933+1.98982e-18j 0.0266694+9.51915e-17j -0.0103472-3.08737e-17j 0.035938-5.23616e-17j 0.00425636+4.25089e-17j -0.0234523+1.18871e-16j -0.0497779+9.54758e-17j -0.026687+9.71474e-17j 0.0172143-4.19447e-16j -0.0208979+3.58184e-16j 0.023748+1.17733e-15j -0.000257355-7.8262e-17j 0.00852094+1.86815e-16j -0.0134793-4.7473e-17j 0.0149112+1.11583e-16j 0.0313967+2.71526e-16j 0.0112884+1.03744e-16j 0.0226582-4.06082e-17j 0.0253064+6.26273e-18j -0.0170819+3.76539e-17j 0.0148653+5.84845e-17j 0.0122623-1.73086e-16j -0.000196224-2.07656e-16j 0.015543+1.41735e-17j -0.0136597+9.30211e-17j 0.0348234-1.25149e-16j -0.0167061-1.03972e-16j -0.0271458-4.82594e-18j -0.0179914+1.05909e-16j -0.0255771-1.7615e-17j 0.0241765-6.45339e-16j 0.0151784-3.06692e-16j -0.00791951+2.45803e-16j 0.000582648-1.2354e-16j -0.0272236+4.85759e-16j -0.00986203+2.26426e-16j -0.0283161-2.37486e-16j -0.0512935+7.02007e-17j 0.0114283+1.38658e-16j 0.00667551-1.55921e-17j 0.0464943-4.53215e-17j -0.0172423-4.63801e-18j 0.0269574+1.06682e-16j -0.00603991+1.21982e-17j 0.000126038+2.27962e-17j 0.00238344-1.00289e-17j -0.0327773+1.34192e-16j -0.0023102+1.77082e-16j -0.0558685-2.71773e-16j -0.0154025+1.32856e-15j 
-0.0356052+1.28253e-14j -0.0388229+2.84907e-15j -0.0566826+4.94634e-17j 0.0178735-2.62702e-16j -0.000854303-1.57049e-16j 0.0150213+2.34761e-17j -0.0370383-3.23577e-17j -0.00221642-1.0117e-17j 0.0186692-4.36207e-20j -0.0414468-5.30112e-17j 0.000332483+6.69949e-17j -0.0251715-6.19454e-17j -0.000327044+3.95951e-17j -0.0126868-6.07859e-17j -0.00648208-1.72044e-16j -0.0213231+1.61119e-16j 0.0379936+2.2974e-15j -0.0340105-6.96941e-16j -0.016228+3.93709e-16j 0.0105337+2.66147e-16j -0.0131107-2.24999e-16j 0.0464615+2.16402e-16j -0.0355428-4.56758e-16j -0.00638982-7.67974e-17j -0.00478312+1.85269e-16j -0.0755067+2.12642e-16j -0.0378276+4.7031e-17j -0.0264467-9.96795e-16j 0.0527651-1.06767e-15j -0.00422889+5.7975e-16j -0.0351212-8.56611e-16j 0.0234639-1.74565e-16j 0.0146965-1.66959e-16j -0.0522618-2.19413e-16j -0.00254008+1.39924e-16j -0.0214537-2.6919e-16j 0.0373426-5.6611e-16j -0.024942-6.29218e-16j -0.00265667-4.52052e-16j 0.0545841+5.48836e-16j -0.0453385+2.97355e-16j 0.0194144-1.07179e-16j 0.00562772+9.93805e-17j -0.0139305+6.51308e-17j -0.0241822-1.70148e-16j -0.0128769-2.12101e-16j 0.00584086+1.37943e-16j 0.00466171-1.61438e-18j -0.006239-1.49382e-17j -0.0292915+1.76943e-17j -0.0220172-1.36461e-16j 0.0484639+1.55924e-16j -0.00557733+8.63034e-17j -0.0394986-1.08067e-16j -0.0451963-2.26302e-15j -0.0357917+1.01584e-14j 
-0.0231461+1.24364e-14j -0.0836769+2.56629e-15j -0.0483442+5.87636e-16j 0.0160928-2.24127e-16j 0.0341615+3.96726e-16j 0.0113283-1.5015e-16j -0.0661311-1.61943e-16j -0.00373609-1.69661e-16j 0.031086+1.1281e-16j -0.0383165+8.34914e-17j -0.0241523-2.89175e-16j -0.0148619+2.47923e-16j -0.0133928+1.91665e-16j 0.00183462+4.48366e-16j -0.0110582-5.62526e-16j -0.0566653+3.76616e-16j 0.00969975+1.73057e-16j -0.031179-1.25668e-16j -0.0526911-1.61046e-16j -0.0228563-3.64092e-16j -0.00334044-1.41173e-19j 0.0668019+2.74091e-16j 0.0131004+7.39181e-16j -0.0082353-1.61032e-18j 0.00754421+2.42878e-16j -0.0752799+8.43737e-16j -0.0291048+6.19619e-16j -0.0453412-1.75386e-15j 0.0989108-1.978e-15j -0.0485475-1.21752e-16j 0.00924842+7.04517e-16j 0.0328237-1.13554e-16j 0.0296546+1.80188e-16j -0.0291104+6.02211e-16j -0.0317166+2.83928e-17j -0.0261194-6.0722e-17j 0.0346906-8.07552e-16j -0.0150087+2.43833e-16j 0.023098+7.44424e-16j 0.03761-2.47999e-16j -0.0757916+4.348e-16j 0.0373794+3.87867e-16j -0.0163973-2.92798e-16j -0.0128551+4.34239e-16j -0.0101493+2.6229e-16j 0.000484015+2.06971e-16j -0.0206628-5.27131e-16j 0.0102907+1.22082e-16j 8.81952e-05-8.64771e-18j -0.065374-2.92027e-16j -0.0222544-5.71865e-17j 0.0554538-6.30171e-17j -0.00253684+2.212e-16j -0.0129215+4.22121e-16j -0.0863791-5.38273e-16j -0.0247905+2.64008e-15j 
0.0360593-1.36178e-14j -0.0151591-8.90249e-16j 0.0509294-5.82334e-15j 0.00281336+8.09894e-18j 0.0558426-5.66482e-15j -0.0165367+1.89627e-15j -0.0189974+1.63329e-15j -0.0152282+1.54101e-15j 0.0164797-1.53627e-15j 0.00715307-1.00846e-15j -0.0431477+4.44239e-15j 0.0397267-4.49248e-15j 0.00864824-7.80751e-16j 0.047198-4.88239e-15j -0.0084721+6.54477e-16j -0.0274916+3.04341e-15j -0.0711539+3.93348e-15j 0.0234785-1.77014e-15j -0.0549119+5.13258e-15j -0.0479981+4.65763e-15j 0.0105696-9.84436e-16j -0.00851099+1.31385e-15j 0.0869647-8.50071e-15j -0.00837198+1.10794e-15j 0.00412978-5.68967e-16j 0.0440883-5.23889e-15j 0.0299245-3.05905e-15j -0.0185801+1.55087e-15j 0.0386385-4.68006e-15j -0.0762337+7.46567e-15j 0.0871406-7.85072e-15j -0.0152664+2.25361e-15j 0.0262466-2.22601e-15j 0.0778233-8.36e-15j -0.0280032+2.94683e-15j 0.0148208-1.5683e-15j -0.0370592+4.99379e-15j 0.0271987-1.51789e-15j 0.0431688-3.13693e-15j -0.0515424+5.19715e-15j -0.00763348+1.74418e-16j 0.0253397-2.07822e-15j -0.0233622+2.28633e-15j 0.0390881-4.15052e-15j 0.0257044-2.60806e-15j 0.0276534-2.58023e-15j -0.0664777+6.81473e-15j 0.0121938-1.2229e-15j -3.86306e-05-2.26593e-17j -0.0346177+3.24164e-15j 0.00791231-9.94891e-16j -0.0161417+1.99464e-15j 0.0226246-2.65392e-15j 0.0562237-6.25623e-15j -0.00579294+3.73355e-15j 0.0393263-2.04573e-14j 
0.0196952-2.7116e-15j -0.0485432-5.83621e-16j 0.000889255-2.23227e-16j -0.049323+2.37731e-16j 0.016484+3.18939e-18j -0.00884549+7.24151e-17j -0.0738058+5.64138e-17j 0.0763497+5.53357e-17j -0.0131873+1.42695e-17j -0.00703825+2.82075e-17j 0.0299342-7.48645e-17j 0.0044429+8.76564e-17j 0.0826357-1.81379e-16j -0.00242715-2.23793e-17j -0.0395478-9.11572e-17j -0.0614671+1.80249e-16j 0.00967125+7.8857e-16j -0.0048702-8.29699e-16j 0.0891951+1.61273e-16j -0.0255884-1.66787e-16j 0.0563401+1.06623e-16j 0.0183272+1.18687e-16j 0.0345731-7.46632e-17j -0.032972-1.06433e-17j 0.0208044+1.44881e-16j -0.0718455+3.94595e-16j -0.0673456+7.18822e-16j 0.0583797-1.09979e-15j 0.0144175-2.28942e-15j 0.0171017-3.61918e-16j 0.0986736+1.26781e-15j -0.00344478+6.27221e-16j -0.00830137+1.41791e-16j -0.0967343+1.02151e-16j -0.0519589+4.01531e-16j -0.0235745-9.77327e-18j 0.050257-9.47621e-16j -0.00654455-5.29171e-16j -0.0170162+1.35526e-17j -0.017028-4.91503e-18j -0.0463084+4.96682e-16j -0.0146833+4.95547e-16j 0.0619488+4.59789e-16j 0.0657275+1.58396e-17j -0.00161391-2.77447e-16j -0.0424253-2.24106e-16j 0.0055912+8.008e-17j 0.0199748-1.42388e-17j 0.0628894+3.14048e-17j -0.0667431+6.69885e-17j 0.028238-1.32079e-16j 0.0217641+1.49051e-17j -0.0318457+1.93958e-17j 0.0339123-3.51219e-17j -0.0492843+1.9704e-15j 0.0119762-9.07377e-15j 
0.00422085-5.9709e-15j 0.072097-1.26895e-15j 0.0159222-2.69722e-16j -0.0250045+2.07792e-16j -0.0382746-4.66902e-17j 0.00425844+7.17053e-17j 0.0337406+8.2156e-17j 0.0340367+4.56162e-17j -0.0226437+9.74396e-17j 0.0221322+7.23119e-18j 0.0202254-1.97319e-16j 0.00556372+4.30067e-17j 0.0591124-3.08797e-16j 0.0152517-1.12161e-16j 0.0101012+4.88718e-16j 0.0427907-4.82718e-16j 0.0201221+9.39944e-16j 0.0263591+4.37978e-17j 0.0691179-3.79976e-16j 0.018975-3.76062e-17j 0.00920662-7.8353e-17j -0.0419546-2.9642e-16j -0.00407131-1.04001e-17j 0.00496733+3.14266e-17j -0.0171419-1.34536e-16j 0.00626906-3.51065e-16j 0.0117642+1.81191e-16j 0.0742743+1.32289e-15j -0.0954973+1.25696e-15j 0.0394896-7.48287e-16j 0.000403316-1.54534e-17j -0.0247049+1.10988e-16j -0.0176532+1.56388e-16j -0.0180426+1.12309e-16j 0.0330744-1.16913e-16j -0.000398821-5.14832e-17j -0.00879855-1.86994e-16j 0.0368014-7.93039e-17j -0.0362753-2.15654e-16j -0.0183903+2.26835e-17j 0.0476501-3.35761e-16j -0.0244682-5.77301e-18j 0.0360974+1.47781e-16j 0.0532722-1.28383e-16j -0.00631021-1.92469e-16j -0.0031767+9.72796e-17j 0.0272641+6.71892e-17j -0.0129255-1.53339e-16j 0.029608+6.0513e-17j 0.0363403+8.60174e-17j 0.014775-7.14574e-17j -0.0348521-3.85911e-17j -0.0202787+3.0413e-17j -0.00787045-4.59397e-17j 0.0715977-1.03712e-15j 0.00358181+4.68141e-15j 
-0.0569051+1.07458e-14j 0.092196+2.43399e-15j -0.0310048+3.64785e-16j 0.103413-7.11413e-16j 0.0290752-1.5215e-16j 0.0266343-1.38093e-18j 0.00264984-1.28582e-16j -0.0941563+2.92176e-17j 0.0824226+1.51601e-17j -0.102514+1.6833e-16j -0.100117+8.51612e-17j 0.0273346-4.18179e-16j 0.0756087+1.83099e-16j 0.123291-3.51848e-16j 0.0194936+1.58749e-16j 0.0531007-3.23032e-16j -0.0179813-9.8831e-16j -0.00245399+1.13593e-15j -0.16417-2.27559e-16j 0.0123657+4.4507e-17j -0.0908672-3.19203e-16j 0.00541604-5.64881e-16j 0.0114624+4.91529e-16j -0.00452388+2.42386e-16j -0.0936481+1.53424e-16j -0.0431779-8.56962e-17j 0.0403369+1.1507e-16j -0.0648907+7.51496e-16j 0.0513072-5.09993e-16j -0.143348+2.07231e-16j -0.0448115-6.18157e-16j -0.0283771-3.49512e-16j 0.100406+2.92001e-16j 0.108508-2.89954e-16j 0.0829764-6.04755e-16j 0.00891651-4.13077e-16j -0.0596282+1.21459e-15j 0.0522407+1.76495e-15j 0.0415952+9.43633e-16j 0.0578614+1.63616e-16j 0.00815501-1.07432e-15j 0.103625-6.61676e-16j -0.0176125+1.55034e-16j 0.10965+1.58142e-16j -0.0474045+7.15525e-17j 0.0644398+3.93397e-16j -0.119534+6.91257e-17j 0.00326373-7.37885e-17j -0.0644781+7.9366e-17j -0.0111165-1.51217e-16j -0.0669584-6.88901e-17j 0.0284016+2.65149e-17j 0.0577237-2.14442e-16j -0.0720312-1.4229e-16j 0.0923642-4.54947e-15j -0.0329285+2.09999e-14j 
-0.1025+2.51362e-14j 0.0649297+5.66813e-15j -0.123974-5.93021e-16j 0.0316337-1.9574e-16j -0.0539089-3.28908e-16j 0.0655157+2.85342e-16j -0.0303304-2.82273e-16j 0.0281953-1.16256e-16j 0.0434814+5.66206e-16j -0.0837015-5.31723e-16j -0.0268767-5.33435e-16j -0.0374491-2.96755e-16j 0.135275-1.67166e-16j 0.0704192-1.64808e-16j 0.0271922+3.202e-16j 0.0435888-5.01566e-16j 0.118239+6.67446e-15j -0.0199546-8.55236e-16j -0.000748592-6.38159e-16j 0.0453337+3.94197e-16j -0.049701-1.0221e-15j 0.0487837+1.23475e-16j -0.0480305-4.83632e-16j 0.00666946+3.45589e-17j -0.0819459-1.60553e-17j -0.194868-7.91319e-16j -0.0218409+6.73247e-16j 0.0595383+2.44554e-16j -0.0309899-2.31909e-16j -0.0256059-7.55931e-16j -0.0893138-2.02805e-15j 0.00952203-2.38425e-16j 0.0536553+5.56823e-16j -0.0966174-3.36945e-16j 0.0885333-3.96586e-17j -0.0629999-1.07532e-15j 0.0434453-1.24623e-15j 0.0702025-3.40325e-16j -0.050321-1.40235e-16j 0.109749+1.57212e-15j -0.028781-6.48561e-16j 0.0574693+1.05134e-16j 0.0506497+3.25482e-16j 0.11924+2.73999e-16j -0.0822765-8.03796e-16j 0.014453+1.89517e-16j 0.0145594+5.34132e-17j -0.0231799-3.18564e-16j 0.0319516+4.01697e-17j -0.018523-2.0112e-16j -0.0583676-8.0785e-16j 0.0569406+6.45011e-16j -0.0408623+3.02692e-16j -0.136839-6.64403e-16j 0.0505755-9.47389e-15j -0.0969006+4.20724e-14j 
-0.0190072+5.50568e-15j -0.00508198+1.04316e-15j -0.0390641-6.93358e-16j -0.020546+2.71795e-16j 0.00797214+7.40519e-16j 0.00791899-2.11757e-16j -0.097954-2.56935e-15j 0.0742096+7.51364e-16j 0.0137687+7.08004e-16j -0.0729962-2.64228e-15j 0.0188474+3.76639e-16j 0.00239224+3.46234e-16j 0.172381+3.50629e-15j 0.0386072+3.65653e-16j -0.0479085-1.67512e-15j -0.0451881-1.56598e-15j 0.0434456+2.94876e-15j -0.0207796-2.27371e-15j 0.0849767+1.44865e-15j -0.00209247+9.58323e-17j 0.0310557+2.48692e-16j 0.0284921+4.03031e-16j 0.0070891-7.91239e-16j -0.0515514-1.90167e-15j -0.0242771-2.2715e-16j -0.154846-2.56965e-15j -0.101221-2.24333e-15j 0.0682814-1.0822e-15j 0.021706-9.81515e-16j -0.00521577-7.68388e-16j 0.0802688+2.78786e-15j -0.0182842-2.05257e-16j 0.0263305+1.11654e-15j -0.132959-2.64177e-15j -0.0157298-4.7523e-16j -0.0358625-4.79422e-16j 0.0628532+6.58286e-17j 0.00105525-2.15319e-15j -0.0297885-3.63269e-16j 0.0325203+1.49926e-15j -0.0554584-1.18774e-15j 0.0172676+8.2089e-16j 0.105729+3.55356e-15j 0.146677+3.20325e-15j -0.0441028-1.67519e-15j -0.0485944-1.92634e-15j -0.0217337-1.4002e-15j 0.0274711+1.23665e-15j 0.0600432+3.04959e-16j -0.0854123-2.21743e-15j 0.00463801-2.19094e-16j 0.0552101+1.90616e-15j -0.0274631+4.56375e-16j -0.0177922-2.18063e-16j -0.0112784-1.80164e-15j -0.0186398+6.19793e-15j 
