-0.0295462-1.77517e-14j 0.025253-3.94248e-15j 0.0146833+1.48563e-16j -0.0217251-1.50391e-16j 0.0111665-1.33552e-18j -0.00928279+3.99682e-18j -0.00652489+7.16063e-18j -0.00400888-4.24412e-18j -0.010577+4.86903e-17j 0.01585+2.58982e-17j 0.00327232-1.5724e-17j -0.00569929+1.00842e-17j -0.0178729-1.34719e-17j -0.0172016+8.69094e-17j -0.000157672+2.68085e-17j -0.0103744-4.48972e-16j 0.0113155-2.54939e-17j 0.0110481-1.15624e-15j -0.0253471+4.94984e-16j 0.00382908-1.87853e-16j 0.0198163+6.72434e-17j -0.00626078-8.53884e-18j 0.0180783-3.16741e-18j 0.0128064-5.85012e-16j 0.0169276+3.8458e-16j 0.0111139-1.36355e-16j -0.00934188+4.5482e-16j 0.0168684-4.50745e-16j -0.0067521+1.57304e-16j -0.0145251+7.12792e-17j -0.00984352+2.11319e-16j 0.00422774+7.27344e-16j 0.0246687+1.40136e-17j 0.00144156-3.49526e-16j -0.0280168+5.20282e-17j -0.00121421-8.83196e-17j 0.000500098-1.73626e-17j -0.00386812-2.51407e-15j 0.00222989+3.05941e-15j -0.00225588-5.42834e-15j -0.00788039-3.76122e-17j 0.0136597+4.31115e-16j 0.0110866+5.99814e-17j 0.010755-2.06955e-16j 0.0234267-6.33848e-17j -0.00374849-1.05577e-16j 0.00201263-2.26989e-17j 0.0182904-5.43192e-17j 0.0342413+7.21232e-17j -0.00991629-1.08662e-16j -0.0142304-1.00044e-16j 0.00489341+2.27666e-17j -0.0115944-2.57707e-17j 0.000223283-6.60217e-17j 0.0057491+6.8009e-17j -0.00225681-1.15838e-17j -0.00993502+1.81631e-17j 0.00181268-3.87122e-17j -0.00978793-3.26991e-17j 0.00914641+8.94923e-17j 0.0119478+7.7785e-17j 0.00494776+5.58074e-17j 0.00647979-2.15129e-17j -0.00667749+5.32547e-17j -0.00897549+1.25633e-17j 0.0215985-2.43822e-18j 0.00182153-1.7095e-17j -0.00288851+5.48209e-18j 0.00930637-5.49918e-17j 0.0107659-8.90882e-18j -0.0010957-4.21662e-17j 0.0120414-2.13436e-17j -0.00274342+3.9581e-17j -0.00454534-1.72674e-17j 0.0320133-2.45402e-17j -0.0273249-1.33053e-14j 0.0198003+5.98493e-14j 
-0.0166656-1.15187e-14j 0.00255944-2.68513e-15j 0.0133978-2.93752e-16j -0.00248354-1.76866e-17j 0.00389777-1.07952e-16j -0.0152315+3.54886e-16j -0.0087597+1.98326e-16j -0.00585297+1.47698e-16j -0.00736152+2.09675e-16j -0.00979072+1.89234e-16j 0.0139212-3.43546e-16j -0.0077968+1.96562e-16j -0.00301816+7.92615e-17j -0.00690446+1.60597e-16j 0.00204988-5.2622e-17j 0.00775041+2.60883e-16j 0.0134836-3.50976e-16j 0.0199031-2.6435e-15j -0.0110335+3.40182e-16j -0.00476369+8.34782e-17j -0.00740531+1.20547e-16j -0.000979632+1.95811e-17j -0.000124087-4.19861e-17j 0.00490404-2.87293e-16j 0.00538109-1.00988e-16j -0.00360968-1.17966e-17j -0.0208319+1.04202e-15j 0.0162407-9.94476e-16j -0.0100711+4.10158e-16j 0.00168043+2.0451e-17j -0.00746452+2.75194e-16j -3.40686e-05-1.51411e-16j 0.0122436-2.97168e-16j -0.0164043+1.66002e-15j -0.00654109+1.22327e-16j -0.00604046-7.80007e-17j 0.0207663-1.02378e-16j -0.00660092-6.06862e-15j 0.0126535+5.99428e-15j -0.000502552-8.8067e-15j -0.00860211+8.91386e-17j 0.00817801+9.44719e-17j 0.00133416-6.86282e-17j -0.0140565+4.388e-16j 0.00107866-9.18618e-18j -0.0101629-3.97192e-17j 0.0118166-1.4558e-16j 0.0121571-2.38612e-16j 0.0242741-5.41117e-16j -0.0145217+2.61812e-16j -0.0095167+1.87312e-16j 0.00458772+1.13107e-17j 0.00476668-1.71371e-16j -0.0131658+1.37752e-15j 0.0148902-2.34925e-16j -0.00287518+7.12727e-17j -0.00411892+9.89588e-17j -0.0128861+1.99539e-16j -0.0180912+2.55183e-16j 0.00964301-1.35596e-16j -0.00672715+1.25691e-16j -0.0108196-1.73924e-16j 0.000284507+1.63291e-17j 0.0173569-5.76704e-16j -0.00513291+9.82576e-17j 0.00679062-1.44688e-16j -0.0196184+4.64123e-16j -0.00184013+6.89273e-17j 0.00856449-2.44317e-16j 0.0020354-4.03574e-17j 0.00331858-1.51283e-16j 0.014347-3.39529e-16j 0.00917658-1.13147e-16j 0.0117568-3.22074e-16j 0.0122508-3.26778e-16j -0.00655634-9.08884e-15j 0.0164696+4.10482e-14j 
-0.000842744-1.64234e-15j -0.007065+7.81135e-16j 0.00195479-2.70003e-16j -0.00705132+1.22963e-15j -0.0198429+3.48362e-15j 0.00222679-4.20252e-16j 0.0229948-4.03426e-15j -0.00168465+2.80571e-16j -0.00471164+8.46458e-16j 0.0195749-3.41384e-15j 0.00501498-8.84508e-16j 0.00473624-8.49399e-16j -0.0117175+2.09914e-15j -0.0143119+2.59049e-15j 0.00265421-5.22802e-16j 0.0103566-1.27687e-15j -0.000887241+1.80961e-16j -0.00433768+1.25314e-15j -0.00313057+7.24688e-16j 0.0121137-2.16407e-15j 0.0156262-2.7447e-15j 0.00482465-8.53218e-16j -0.00350387+6.03407e-16j -0.00604081+1.34202e-15j -0.00402814+6.20714e-16j 0.00404207-7.44995e-16j -0.00530529+1.07856e-15j 0.00437553-9.72619e-16j -0.00918418+1.62919e-15j 0.00492373-7.99855e-16j 0.0101766-2.04651e-15j -0.00773064-7.67499e-16j -0.003171+6.62232e-16j 0.00884928-2.37183e-15j -0.00177579+4.07405e-16j -0.00240306+5.02697e-16j -0.0206811+3.30333e-15j -0.00472676+1.13203e-14j -0.0196861-1.83347e-14j 0.031766+5.13708e-14j -0.0216014+3.71388e-15j -0.00428441+5.99283e-16j 0.0018588-3.57788e-16j -0.00415654+6.67102e-16j 0.00576673-1.01622e-15j -0.0071546+1.14475e-15j 0.00442158-7.50401e-16j -0.00440483+7.10226e-16j -0.0102429+1.78247e-15j 0.00549501-9.17516e-16j 0.00517108-8.91397e-16j 0.00376337-4.14137e-16j -0.00692907+1.23674e-15j -0.005742+1.53989e-15j -0.00716909+1.27268e-15j -0.0064653+1.12095e-15j -0.0161009+2.86454e-15j 0.0100864-1.74285e-15j 0.00249801-3.48711e-16j 0.00330041-5.244e-16j 0.000237163-8.299e-17j 0.0103474-1.51184e-15j 0.00426199-7.9362e-16j -0.0174493+3.26532e-15j -0.00856999+1.57544e-15j 0.00472378-8.43672e-16j 0.00742492-1.31126e-15j 0.0179765-3.16933e-15j -0.00721971+1.30296e-15j -0.00222574+3.82556e-16j 0.0209631-3.65313e-15j 0.00018792-1.80255e-16j -0.021873+3.7465e-15j -0.00732263+1.33099e-15j -0.000784914+1.35545e-16j 0.00734544+5.18564e-17j -0.000859078-5.59379e-15j 
0.0087947+2.21896e-15j -0.0258663+4.62595e-16j 0.0103549-3.99848e-17j 0.0209698-4.09931e-17j 0.0117909-9.9664e-17j 0.00339023-7.27492e-17j -0.00191146-4.89712e-17j 0.000925584+3.15757e-17j 0.0139049-1.14797e-16j -0.0178584-5.79585e-17j -0.0100656+1.35048e-16j -0.0104333-7.26741e-17j 0.00988329+2.67873e-17j 0.0335326-2.53101e-16j -0.00993324+1.72256e-17j 0.00541075+3.50617e-16j -0.0119182+8.4779e-17j 0.00124942-4.54641e-17j 0.00795517-3.24733e-16j -0.00181449+1.62485e-16j -0.0331283-1.8528e-16j -0.00523824+3.45721e-17j -0.000925259-1.25785e-16j -0.00405777+1.83469e-16j 0.00685503+6.0213e-17j -0.0117488+1.06409e-17j -0.00430428-5.82983e-17j -0.0112797+1.92091e-16j -0.00420889-1.63579e-16j 0.0206953-3.34986e-17j 0.0209164-6.40737e-16j 0.00127126+2.02856e-16j 0.00621438-1.7575e-16j 0.0113104-9.73683e-16j 0.00313425+1.14533e-16j 0.00229184-2.45185e-16j 0.0248615+4.7802e-16j 0.0049716-4.4854e-15j 0.01071+1.00792e-14j -0.0151605-2.73129e-14j 0.00865598-1.03711e-16j -0.0139129-3.06432e-16j 0.0158234+7.95138e-18j 0.00769577-8.85898e-17j 0.000380109-2.19184e-17j 0.00461295+1.04592e-16j -0.0186333-1.92848e-16j -0.010736+1.28925e-16j -0.0146082+6.82652e-18j -0.000245574-1.11518e-16j -0.00291376-1.41013e-16j -0.00940565-4.23812e-16j -0.00521334+1.24888e-16j -0.00752544+6.86606e-16j -0.0188859+6.69008e-17j -0.00516905-1.72996e-18j 0.0202647-2.84852e-18j -0.0203211-9.07464e-17j -0.0134822-2.79714e-16j -0.00293042-2.35087e-17j -0.0138763-1.43561e-16j -0.00953151-3.1515e-16j -0.00139064-1.04501e-17j 0.0141432-8.81542e-17j 0.0316275-1.05919e-16j -0.0145837-2.45283e-17j -0.00400586-1.19927e-16j -0.0194606+8.35787e-17j -0.00593801+6.75274e-17j -0.00600169+6.12344e-17j -0.014738+8.14488e-17j -0.00776039+1.65805e-16j 0.00311049+9.43245e-18j 0.0181158-3.51637e-17j -0.00856815+1.47404e-17j 0.0272134+1.32598e-15j 0.00350244-5.84766e-15j 
-4.51694e-05+1.38204e-15j 0.00913369+1.42824e-16j -0.00170573-9.44038e-17j 0.000257877-3.22885e-16j 0.00351544-3.91414e-16j 0.00346274-2.30892e-16j 0.00388393-2.15367e-16j -0.00259721+1.85389e-16j 0.00074684-2.11057e-16j 0.00559389-7.54169e-17j -0.00580389+5.10803e-16j 0.0042357-8.35063e-17j -0.00715102+3.05945e-16j -0.00166558-3.42845e-16j 0.000501762+1.21772e-16j -0.00836396+2.47567e-17j -0.00111655+2.39932e-16j -0.00460981+7.28831e-16j 0.00231451-2.57485e-16j -0.000258947+5.65211e-17j 0.00969955-6.70268e-17j -0.00097932+1.25757e-16j 0.00987768-5.9042e-16j 0.000262099+7.27266e-18j 0.00407732-2.55596e-16j 0.00158472+1.05548e-16j 0.0026989-1.67472e-16j -0.00477994+5.70832e-16j 0.00618845-3.11613e-16j -0.00651095+6.99123e-17j 0.00135707-3.33591e-16j -0.00497587-1.12038e-15j 0.00371017-2.52209e-16j 0.00776718-1.30735e-15j -0.00455404+3.17237e-16j 0.00529827-2.12634e-16j -0.00636754-1.01429e-16j 0.00327541+1.76221e-15j -0.000613468-2.87131e-15j 0.00295666+5.43141e-15j 0.00492356-3.72186e-16j 0.00288925+7.42651e-17j 0.00116947-2.71487e-16j 0.00828145-7.40937e-16j 0.00168278-1.72285e-16j -0.002389+8.4517e-17j -0.00354523+3.29869e-16j 0.0011621+7.56067e-17j 0.00141919+1.09986e-16j 0.00215848-9.91826e-17j 0.00501163-3.07871e-16j -0.00352919+2.03364e-16j -0.00236581+2.28648e-16j 0.00525448-6.46639e-16j 0.000559211+1.88666e-16j 0.000772742+2.35077e-17j -0.00200911-1.9039e-16j 0.00320641+1.2755e-16j 0.00202822+1.38462e-16j -0.00340746+1.92388e-16j 0.00790536-2.50294e-16j 0.00385443-5.33422e-18j 0.00269088-1.6574e-16j -0.00944224+4.33368e-16j -0.00441259-1.35273e-16j 0.00454123-1.01683e-16j 0.00855646-4.69539e-16j -0.00245048+4.56363e-16j -0.00104418+1.17418e-16j -0.00236297+2.32955e-16j 9.88236e-05+1.89759e-16j -0.00419451+3.47387e-16j -0.00203632+5.6436e-17j -0.00179405-1.91791e-16j 0.00172479-3.34562e-18j -0.00789605+5.04367e-16j -0.00255656-1.78864e-15j 
-0.000568328+4.73536e-15j 0.0312617+1.07507e-15j -0.00680513-5.01985e-17j 0.00444815+1.0826e-16j 0.0195686+1.44483e-17j 0.000597636-1.51862e-18j -0.00672759+1.6024e-17j -0.00453917-4.80472e-17j 0.0137692-5.21116e-17j -0.0102849-5.80239e-17j 0.00167394-2.09428e-17j 0.014039+1.81405e-17j -0.0119592+8.06669e-18j -0.00257959+2.63501e-18j -0.00232414+4.35686e-17j -0.0103185-5.27164e-16j 0.00890617-7.80258e-17j -0.00616709+6.7664e-16j -0.0007822+8.93763e-17j 0.0134207-9.24332e-19j -0.00190234-2.81231e-17j -0.0147665+4.91431e-17j 0.0216756+3.40801e-17j 0.0244134-1.06156e-15j 0.00533979+1.37191e-16j -0.0139796+5.12915e-17j 0.00414305-3.6778e-16j -0.0169525+4.3078e-16j 0.0184669-1.00854e-16j -0.00438218-4.6619e-17j 0.00048003+5.13736e-17j -0.00195805-6.2537e-16j 0.00337654+6.32143e-17j 5.00691e-05+1.49529e-16j -0.0046985+1.04361e-16j 0.0259185+3.19863e-16j 0.022304+1.48843e-16j 0.0307156+5.84111e-15j 0.0028468+3.96748e-15j -0.0221558-2.83037e-14j 0.00600254+7.81112e-17j 0.0128205+4.05407e-16j 0.00258472+1.54684e-16j 0.0105115-4.72608e-17j -0.0013004-1.72788e-16j -0.000220614-2.53406e-16j -0.0304959-5.55365e-16j 0.0140574-9.8452e-17j 0.0106197+1.93571e-16j -0.00759146-2.86657e-16j -0.012973-1.98651e-16j -0.010265-7.85598e-16j -0.00117594+6.83052e-17j 0.0207949-1.81401e-15j 0.00964245-4.70542e-17j 0.00663488+3.81544e-18j -0.0111827+4.76317e-19j -0.00286804-3.25311e-17j -0.00440849-5.56037e-17j 0.00637416+1.63484e-16j 0.00457271+3.67358e-17j -0.0268102-8.83301e-16j 0.00387865+1.08626e-16j -0.0160673+1.59353e-16j 0.00446678-3.79136e-17j 0.00986266+1.39128e-17j 0.00213713-1.88882e-17j -0.00850998-5.34225e-17j -0.00242554+1.14903e-17j -0.0105876-4.83792e-17j -0.0162872+3.63247e-17j -0.00667011+1.02769e-16j 0.0145196+5.94285e-17j 0.00237602+4.77949e-17j 0.00708606-3.05444e-17j -0.0304778-7.65199e-16j -0.00534017+3.31456e-15j 
0.000264819-2.38788e-15j -0.0154972-4.76866e-16j 0.0140709+3.18426e-17j 0.0217279+1.00372e-16j -0.000587428+8.10838e-17j -0.00343034-2.88427e-17j 0.0143868+2.36032e-17j -0.0172075-6.88552e-17j -0.0032747+6.02708e-17j -0.0031716-2.70915e-17j -0.00666577-2.56718e-17j -0.00270132+1.4938e-17j -0.00146066-5.58502e-17j 0.00567856+2.67641e-17j 0.00106005-7.13793e-18j -0.00827998-5.87194e-16j -0.00923975+1.59866e-17j 0.000525891-1.59461e-16j 0.0154836-2.88428e-16j -0.0104549+7.61979e-17j -0.000520544+5.65398e-17j 0.00364516-6.42234e-17j 0.00514915+1.21279e-16j -0.0100659+4.68554e-16j 0.00619181+2.10457e-16j -0.0115847-9.08658e-17j -0.0127673+1.37285e-16j -0.00526938-1.98899e-16j -0.00868542-4.85956e-17j 0.00882337-4.01739e-17j 0.00458719-1.10371e-16j -0.0193678-5.57044e-15j 0.0124432+4.49822e-16j 0.0125921-9.31971e-16j 0.00218118+6.1173e-17j -0.000138274+7.50774e-17j -4.87915e-05+8.2091e-17j 0.00704074+5.70375e-15j 0.00389555-1.12988e-14j 0.0197768+2.90262e-14j 0.0105011+2.6425e-16j 0.00384524+2.66832e-16j 0.0106053+2.05434e-16j -0.00248429+4.16153e-18j -0.00220103+3.26536e-17j -0.0187548-3.85239e-16j 0.0104976-1.10629e-16j -0.0139396+1.6657e-16j -0.00283922+3.97764e-17j -0.00764184-1.15931e-16j 0.0165517-8.63541e-17j -0.0169632-9.06732e-16j -0.00131657-5.72489e-17j -0.00812424+7.56337e-16j -0.000315718+3.08416e-18j -0.003275+4.2545e-18j 0.0103249+6.00361e-17j -0.00431664-7.37121e-17j -0.0169465-3.14557e-16j -0.00245191-1.28534e-16j -0.00207244-7.15811e-18j 0.00682294+1.35304e-16j 0.00201635-1.27971e-17j 0.00506341-1.2571e-16j -0.001899+6.68367e-17j 0.00290891+5.82189e-17j 0.00297955+3.40969e-17j -0.0122263-8.82912e-17j 0.00263734-1.53563e-17j -0.0132618-5.03093e-17j 0.0149407-1.35824e-17j -0.00356594-1.01427e-16j -0.00543156-3.49058e-17j 0.0235241+7.81907e-17j -0.00658569+3.23099e-17j 0.015836-2.14408e-15j 0.00761201+9.50827e-15j 
-0.00500804-2.36048e-15j 0.00808237-5.32249e-16j -0.00481936-1.37718e-17j -0.00401696+3.02168e-18j 0.000552034+6.26521e-18j -0.0111017+3.22597e-17j -0.0205238+3.36326e-17j -0.00071809+2.66792e-17j -0.0124051+9.72158e-17j -0.0125695-2.58198e-17j 0.00966684-2.29878e-18j -0.00349287+3.96506e-17j 0.0132464-3.02468e-17j -0.0106772+8.73909e-17j 0.00767208+5.75392e-18j -0.00352835-1.22526e-16j 0.0102174-4.00509e-17j 0.0123119-1.40196e-15j 0.00066345-1.43439e-16j -0.0192511+2.4248e-17j 0.000954905+3.63871e-18j 0.006566-4.21627e-17j -0.0107091-1.70383e-17j -0.00101059+7.92433e-17j -0.00699203-1.79749e-16j 0.00313054-3.98473e-17j -0.00140549+1.0397e-16j 0.0136356-2.27831e-16j 0.00131601+8.18832e-17j -0.012817+1.0065e-16j -0.0288259+7.83526e-16j 0.00491119+1.61479e-15j -0.00495464+2.2969e-18j -0.0275294+2.31496e-15j 0.00813334-2.3567e-16j -0.0116762-1.23938e-16j 0.00361314+1.83578e-16j -0.0107048-1.02242e-14j 0.0151367+1.29153e-14j -0.00957465-2.4487e-14j 0.0105313-3.49706e-17j 0.0116006+2.64543e-16j -0.0181516-4.34006e-17j -0.0187199+1.9322e-16j -0.0133199+1.287e-16j -0.00204683-2.89631e-17j 0.0285475+4.17795e-16j 0.0068813+5.43282e-17j 0.019205-7.96775e-17j -0.00836966+8.64651e-17j 0.00194831+8.36271e-17j 0.00688211+3.96933e-16j 0.0181773-1.72835e-16j -0.00292581+9.83141e-17j 0.0254069-3.41423e-17j 0.00766754-9.12984e-18j 0.00518808-7.66281e-17j 0.00052902-3.19553e-17j 0.00235461+5.57299e-18j -0.000225407+9.89941e-18j 0.000655688-1.41562e-17j -0.000693211-6.65236e-17j -0.00677389+2.64055e-17j 0.0238658-2.42831e-16j -0.0186437+7.08496e-17j 0.000262505+1.65287e-17j -0.0165498+1.76201e-17j 0.000806289+3.48506e-17j 0.014901-1.11983e-16j 0.00719746-1.00764e-17j 0.000817996-9.86843e-17j 0.0123363+2.91916e-17j 0.0196512+8.66946e-17j 0.00147846-2.40283e-17j 0.000212643-5.12496e-18j -0.0113303-2.69017e-15j 0.00273017+1.21225e-14j 
0.0113849+7.15119e-15j -0.00878616+1.54148e-15j -0.0109376-2.5015e-16j 0.0027892+7.88259e-17j -0.0120271-1.23658e-16j -0.00191321-2.0208e-17j -0.00318765-7.31551e-17j 0.00603987+7.82768e-17j -0.00131229-1.44091e-17j -0.0131589-2.04132e-16j 0.011075+1.27991e-16j 0.00178287+5.5646e-17j 0.00788529+9.46782e-17j -0.00011298-5.81628e-17j 0.00575504+4.6476e-17j 0.0190023+1.1641e-15j 0.00824817+1.10618e-16j 0.00824095-8.19356e-16j 0.00747154-1.47884e-16j -0.00882258-5.70786e-17j -0.0106005-1.31199e-16j 0.00887121+9.75461e-17j -0.0165959-1.8795e-16j -0.0108783+3.92411e-16j -0.0133619-5.3184e-16j 0.000104883+7.02169e-17j -0.00580944-4.4444e-18j 0.00616278-1.07632e-16j 0.00448953+2.11525e-16j 0.00106726-3.81924e-17j -0.00119549+2.20003e-17j -0.000399983+2.50106e-16j -0.0174819-2.57983e-16j -0.0210872+1.50681e-15j 0.0163991+6.22654e-17j -0.00811587-1.39187e-16j 0.00390101+2.43546e-16j -0.0176531-7.63261e-15j 0.00781927+4.30505e-15j 0.00642708+1.94481e-15j -0.00645118-2.031e-16j -0.00643477-3.05349e-16j -0.020563-4.63444e-16j -0.0218128-3.30849e-17j -0.0220108-2.07875e-16j -0.00180777-8.04672e-17j 0.0151741+5.06832e-16j 0.00301089+7.59127e-17j -0.00572492-6.84657e-17j 0.00469646+2.32875e-16j 0.0072331+3.02627e-16j 0.0123398+9.69201e-16j 0.0185896+1.77649e-16j -0.0115746+8.11447e-16j 0.0138118+2.74766e-16j -0.000123422+7.98397e-18j -0.00448291-1.24468e-16j -0.00752148-9.65896e-17j 0.00599241+1.28842e-16j -0.00412987-9.40933e-17j -0.00816796-1.13169e-16j -0.00685659-2.76048e-16j -0.00507017-4.11277e-17j 0.0153379+6.48761e-17j -0.00977309-1.69299e-16j -0.0124719-1.11341e-16j -0.0166842-1.78065e-16j 0.0126823+1.69402e-16j -0.00202515+1.72105e-18j -0.000187041-2.63648e-19j 0.00527837+1.66686e-17j 0.0042537+5.42899e-17j 0.00904281+2.01488e-16j -0.00198551-4.79058e-17j -0.0157832-1.84798e-16j 0.00718691+5.77033e-15j -0.00963549-2.61444e-14j 
-0.00520372-3.00492e-15j 0.00371454-8.9895e-16j 0.00656375-3.09071e-16j 0.00966715-4.10236e-16j -0.00355411+1.47764e-16j -0.0080719+3.40509e-16j 0.0093495-4.10956e-16j -0.0159647+7.1646e-16j -0.00719719+3.60784e-16j -0.00140006+4.0793e-17j 0.00530789-2.32576e-16j 0.00453598-1.86047e-16j -0.00676017+3.19288e-16j -0.0130422+6.60407e-16j 0.00592584-2.50969e-16j -0.00588773-4.58724e-17j 0.00357921-1.59677e-16j 0.00334604-5.73773e-16j 0.0077067-4.84351e-16j -0.00529498+2.23622e-16j 0.00964464-3.67771e-16j 0.00282897-1.2049e-16j 0.00533203-2.52845e-16j -0.000491822+3.32123e-17j 0.00103339-4.17404e-17j -0.00950828+4.17196e-16j -0.0126401+7.18313e-16j 0.000883579-2.1364e-16j -0.0037943+1.66494e-16j -0.000485118+2.12191e-17j -0.0073193+5.12868e-16j -0.0164915-3.82862e-15j 0.0068709+2.53991e-17j -0.00191361+2.47401e-16j 0.00174157-2.65756e-17j 0.00247784-4.36582e-17j -0.000554864-2.3751e-17j 0.00842908+6.28056e-15j 0.00105559-1.21611e-14j 0.0188993+2.8696e-14j 0.0019235+1.97256e-17j 0.0129843-1.68707e-16j -0.000247454+7.06565e-17j -0.0107385+4.58619e-16j -0.00530877+2.08256e-16j -0.0196299+4.32451e-16j 0.0141516-5.64356e-16j -0.00142551+1.52214e-16j 0.00943518-3.65631e-16j -0.0108973+4.0746e-16j 0.00974754-5.01791e-16j -0.00966903-4.70903e-17j 0.00448379-2.38905e-16j -0.00272689+2.72197e-16j 0.0148791-6.43787e-16j 0.000642179-3.50181e-17j -0.00512946+2.34275e-16j 0.00180099-1.26162e-16j -0.0120366+4.33434e-16j 0.00354353-1.63622e-16j 0.00127163-7.13528e-17j -0.000749844-4.90401e-17j 0.0021425-9.87708e-17j -5.28416e-05+1.87738e-17j -0.0161452+7.57642e-16j 0.0104442-4.60882e-16j -0.00253655+9.36282e-17j -0.000769464+5.38064e-17j 0.00552778-2.87284e-16j -0.0106981+4.82768e-16j 0.0173025-7.85433e-16j 0.00282705-1.86941e-16j 0.000238538-6.98646e-18j 0.01422-6.39803e-16j -0.000344714-8.52124e-18j -0.00505817-3.16424e-15j 0.00548874+1.50462e-14j 
-0.0036988-4.66954e-15j -0.0115135-1.04668e-15j 0.00848389+5.05506e-17j 0.00448893-4.96513e-17j -0.00473325-3.34124e-17j -0.00242081-1.03144e-17j 0.00488148+4.73408e-17j -0.00856297-4.36422e-18j -0.010634+2.88563e-17j 0.00771879+7.99098e-17j -0.00691748+3.07839e-17j -0.00598602+1.96424e-17j 0.00747269-3.69632e-17j -0.00290993+7.11959e-18j 0.00177854+3.05134e-17j -0.0133883-7.2442e-16j -0.0110727+4.8349e-17j -0.00286356+2.48529e-16j 0.00620028-9.87265e-17j -0.0103815-9.24108e-19j 0.0101382+1.37042e-16j 0.00593426-1.87844e-17j -0.00413205-1.39419e-18j -0.00831893+3.44074e-16j 0.00105632+6.39432e-17j 0.00156722-5.20876e-17j 0.00180017+6.47784e-17j 0.00285749-3.74134e-17j -0.0118434-9.10403e-17j -0.000137359+1.67588e-17j -0.0107767+2.04009e-16j -0.00516556-1.49725e-15j 0.00618863+1.59187e-16j 0.00781857-6.635e-16j 0.0010294-2.68437e-17j -0.00933914-8.92716e-17j -0.0165412-2.97946e-16j 0.000473837+3.60837e-15j -0.00366599-7.42845e-15j 0.011203+1.88898e-14j 0.0111722+1.56223e-16j 0.00460904+1.90127e-16j 0.00583275+6.8869e-17j -0.000350003-7.07816e-17j 0.00533101+8.36237e-17j -0.00566241-3.05702e-18j 0.0190978+2.60939e-16j -0.0146695+1.07503e-16j -0.00107465-8.3735e-17j -0.00395674+1.9242e-17j 0.0109321-9.335e-18j -0.00892508-3.97592e-16j -0.00343453-4.93212e-17j -0.00182903+1.69033e-16j -0.00351906-3.45763e-17j 0.00105012+1.19683e-17j 0.0132812-8.06069e-18j 0.0101094+6.85098e-17j -0.00249452-1.97544e-17j -0.0020471-8.48534e-17j 0.00294205+1.58905e-17j 0.0195488+6.35697e-16j -0.00136588-5.5758e-17j 0.00493598-1.09427e-16j -0.00545991+8.80045e-18j 0.00349661+2.21222e-17j 0.00732845+1.84483e-17j -0.00578441+4.81012e-17j 0.00811562-4.38083e-17j 0.000650344+1.13631e-17j 0.0119585+4.12742e-17j 0.00102939-5.90877e-17j -0.00764928-8.96341e-17j 0.00752956-1.72411e-17j -0.000574283+2.55541e-17j 0.0116221-2.4417e-15j 0.00736451+1.10859e-14j 
0.00143713+2.30541e-15j 0.00740593+5.12852e-16j -0.00588282-1.03762e-17j -0.00847146+6.24595e-18j -0.0172284+1.61971e-17j 0.00260976-5.59575e-18j 0.0212842-2.1578e-17j -7.77201e-05-1.16013e-18j -0.000188288+6.42872e-19j 0.0144886+1.14831e-17j 0.0105341-3.78962e-17j 0.0126745+2.38083e-18j -0.0199517+4.85363e-17j -0.018382+7.41675e-17j 0.00477259-5.36279e-17j 0.0153362+7.86792e-16j 0.00923189-8.99117e-18j -0.00236275+2.73264e-16j -0.00353185+1.72871e-16j 0.0153619-5.64761e-17j 0.0157871+3.37751e-17j 0.0025578+1.54831e-17j 0.00265667+1.41514e-17j -0.00111251+5.77487e-17j -0.00520932-1.38781e-16j 0.00207031+6.15398e-17j -0.00805715+1.11768e-16j 0.00203694-1.6429e-16j 0.00248987+1.15447e-16j -0.000300311-1.62157e-17j 0.012725-2.6178e-16j -0.00994737-2.64219e-15j -0.00718195+1.21351e-16j 0.00144644-1.8494e-16j -0.00145409+9.92168e-17j 0.0055835+2.15775e-16j -0.0127368-2.54837e-16j -0.00394251+9.07458e-15j -0.0154907-1.94546e-14j 0.0296346+5.16922e-14j -0.0260159-1.28815e-16j -0.00201392-1.24505e-16j -0.00650502-9.47564e-17j -0.00662243-1.81584e-17j -0.00233901-7.03108e-17j -0.00920689-2.3539e-16j -0.00264325-8.45186e-17j 0.00723515-1.07743e-16j -0.00528059+7.80493e-17j 0.00662653+6.66085e-17j 0.0034315+5.60517e-17j 0.00807409+4.76555e-16j -0.000573639+2.64114e-17j -0.00308234+2.70751e-16j 0.00367623+4.78682e-17j -0.00541551-1.8843e-17j -0.0281574+6.49042e-18j 0.00542751+2.49134e-17j 0.00430221+1.57603e-16j 0.00339304+6.63152e-17j 0.00218462+1.28948e-17j -0.00217706-7.22283e-17j 0.00577436-4.06235e-18j -0.0224318+2.58503e-16j -0.0146504+3.51671e-17j 0.00603237-5.65754e-18j 0.00299415+1.21477e-17j 0.0227466-1.68618e-17j -0.0107301+4.99041e-17j -0.00559971-1.54217e-18j 0.0175986+1.1948e-18j -0.000353992-1.22741e-16j -0.0144874-3.90408e-17j -0.0110966+8.05094e-18j -0.00136896-1.34011e-17j -0.00736406+2.97452e-15j -0.00742932-1.34239e-14j 
