-0.0295462-1.77517e-14j 0.025253-3.94248e-15j 0.0146833+1.48563e-16j -0.0217251-1.50391e-16j 0.0111665-1.33552e-18j -0.00928279+3.99682e-18j -0.00652489+7.16063e-18j -0.00400888-4.24412e-18j -0.010577+4.86903e-17j 0.01585+2.58982e-17j 0.00327232-1.5724e-17j -0.00569929+1.00842e-17j -0.0178729-1.34719e-17j -0.0172016+8.69094e-17j -0.000157672+2.68085e-17j -0.0103744-4.48972e-16j 0.0113155-2.54939e-17j 0.0110481-1.15624e-15j -0.0253471+4.94984e-16j 0.00382908-1.87853e-16j 0.0198163+6.72434e-17j -0.00626078-8.53884e-18j 0.0180783-3.16741e-18j 0.0128064-5.85012e-16j 0.0169276+3.8458e-16j 0.0111139-1.36355e-16j -0.00934188+4.5482e-16j 0.0168684-4.50745e-16j -0.0067521+1.57304e-16j -0.0145251+7.12792e-17j -0.00984352+2.11319e-16j 0.00422774+7.27344e-16j 0.0246687+1.40136e-17j 0.00144156-3.49526e-16j -0.0280168+5.20282e-17j -0.00121421-8.83196e-17j 0.000500098-1.73626e-17j -0.00386812-2.51407e-15j 0.00222989+3.05941e-15j -0.00225588-5.42834e-15j -0.00788039-3.76122e-17j 0.0136597+4.31115e-16j 0.0110866+5.99814e-17j 0.010755-2.06955e-16j 0.0234267-6.33848e-17j -0.00374849-1.05577e-16j 0.00201263-2.26989e-17j 0.0182904-5.43192e-17j 0.0342413+7.21232e-17j -0.00991629-1.08662e-16j -0.0142304-1.00044e-16j 0.00489341+2.27666e-17j -0.0115944-2.57707e-17j 0.000223283-6.60217e-17j 0.0057491+6.8009e-17j -0.00225681-1.15838e-17j -0.00993502+1.81631e-17j 0.00181268-3.87122e-17j -0.00978793-3.26991e-17j 0.00914641+8.94923e-17j 0.0119478+7.7785e-17j 0.00494776+5.58074e-17j 0.00647979-2.15129e-17j -0.00667749+5.32547e-17j -0.00897549+1.25633e-17j 0.0215985-2.43822e-18j 0.00182153-1.7095e-17j -0.00288851+5.48209e-18j 0.00930637-5.49918e-17j 0.0107659-8.90882e-18j -0.0010957-4.21662e-17j 0.0120414-2.13436e-17j -0.00274342+3.9581e-17j -0.00454534-1.72674e-17j 0.0320133-2.45402e-17j -0.0273249-1.33053e-14j 0.0198003+5.98493e-14j 
-0.0048186+1.44626e-14j 0.109616+3.23426e-15j -0.0092492-1.17169e-16j 0.02613+2.36544e-16j 0.0559845-3.66408e-17j 0.0169445-1.43285e-18j 0.0320777+1.29762e-16j -0.0367279-9.54081e-17j 0.0278122-7.00603e-17j 0.00726284+3.4425e-17j -0.0287903-7.39433e-18j 0.0511776+4.13341e-17j -0.0964466-4.68144e-17j -0.00816052+5.6438e-17j 0.00524699+1.3563e-16j -0.0499353-2.63372e-15j 0.0257257-1.87121e-16j -0.014262+1.4464e-15j 0.021474-2.33442e-16j 0.00493052-4.19529e-17j 0.0533816+5.38579e-16j -0.0243154+6.31152e-17j 0.119126+2.24532e-16j 0.0219671-1.29062e-15j 0.0502205+1.22821e-15j -0.0181021+3.37199e-16j -0.0213045-6.04294e-16j -0.0504501+7.88171e-16j 0.0772896-4.99155e-17j -0.0493694-4.17672e-16j 0.0386244-2.16666e-16j -0.0662879-1.9178e-14j 0.0483019+1.39026e-15j 0.0481951-3.92772e-15j -0.0464733+7.02301e-16j 0.0785431+1.32401e-15j 0.0173231-9.82462e-17j 0.0433749+1.18141e-14j 0.029175-1.36026e-14j 0.0199964+2.37077e-14j 0.0280813+3.4643e-16j 0.0357491+1.08762e-15j 0.00761769+5.72899e-16j 0.0588057-1.00925e-15j -0.00922866-6.17695e-16j -0.0498708-1.50029e-15j -0.0633286-1.63428e-15j 0.0489382-1.82108e-16j 0.0427818+6.59672e-16j 0.000605656-3.62973e-16j 0.0321632-3.06978e-16j -0.0336397-1.90433e-15j -0.00381776-7.458e-18j 0.0348227-3.2493e-15j 0.0413058-9.25647e-17j 0.00027471-1.87327e-16j -0.0483323-7.57471e-17j -0.0206056-7.70725e-17j -0.0205445-3.70632e-16j -0.0195886-3.25198e-16j 0.0577198+3.30906e-16j -0.0306826-1.05909e-15j 0.0328156+8.54344e-17j -0.0782843+6.70502e-16j -0.0388047+9.18828e-17j 0.0471712+5.49265e-17j 0.0414369-4.45702e-17j -0.0306083-4.07789e-17j -0.0187774-9.51874e-18j -0.0485028-1.07595e-16j -0.00983041+2.20395e-16j -0.034777+9.23115e-17j 0.0136671-1.44147e-16j 0.0141175+6.74429e-17j 0.0189029-4.36384e-17j -0.102022-1.44065e-15j -0.0199269+6.3745e-15j 
0.110256+7.09271e-14j -0.0655524+1.57031e-14j -0.0440569-7.17288e-16j 0.131008+6.04581e-16j -0.00115451-7.87586e-17j 0.0265357-3.95674e-17j 0.0226633-6.55905e-17j -0.0242219+9.82696e-17j 0.0537858-2.58475e-16j -0.0925494-1.16874e-16j -0.0244887+1.11937e-16j 0.0367897-8.5397e-17j 0.0570192+1.44393e-16j 0.0733578-3.45951e-16j -0.000217182+1.46727e-17j -0.0053734-6.15503e-16j -0.0451079+1.15897e-18j -0.0492339+5.03256e-15j 0.125975-2.57219e-15j -0.0237843+8.79183e-16j -0.0815733-1.79317e-16j 0.00586232+1.04465e-16j -0.024539-1.00636e-16j -0.0235236+1.06595e-15j -0.0443604-1.02961e-15j -0.0863149+7.05934e-16j 0.0261438-2.08338e-15j -0.101196+2.47179e-15j 0.0445088-1.03816e-15j 0.0556502-4.23969e-16j 0.0286026-5.66464e-16j -0.049013-1.20318e-14j -0.0649479+5.95764e-16j 0.00828602+4.80081e-16j 0.105691+4.36419e-17j 0.0446403+6.36885e-16j 0.0396677+3.17393e-16j 0.0808116+2.3066e-14j 0.0144331-1.29945e-14j -0.0109195-6.89637e-15j 0.0772394+6.06789e-16j -0.0159008-4.44044e-16j -0.0234777+2.64426e-16j -0.0285354+6.04033e-16j -0.0992593+9.72845e-17j -0.0162717-3.64978e-16j -0.0308191-6.65055e-16j -0.0709364+3.92272e-16j -0.107726-1.91581e-17j 0.00586079-1.30027e-16j 0.062316-2.23201e-16j -0.0692065-2.86201e-15j 0.0464035+8.45893e-17j 0.0247285-2.07096e-15j 0.00283019-4.8387e-16j 0.0208901+4.93964e-17j 0.050494-5.6792e-18j -0.0184696+8.16164e-17j 0.000921396-2.86892e-16j -0.0309362-3.25053e-16j -0.0386295-3.02813e-16j -0.0506816-1.24299e-15j -0.0189266+1.64283e-16j 0.0212409-1.7193e-16j 0.0355547+2.76965e-18j -0.0607993-1.11839e-17j -0.00159913-5.99181e-18j -0.0354524+3.5809e-17j -0.0246116+1.47822e-16j -0.0785141+1.54457e-16j -0.00481174+1.76354e-16j -0.0607983+2.89648e-16j 0.0392688-1.535e-16j 0.0669868-5.50634e-17j -0.120671+9.83648e-17j 0.0746933+4.40004e-14j -0.0688728-1.97671e-13j 
0.0147391+1.13931e-16j -0.0654684+2.53193e-16j -0.0214537+2.14357e-16j -0.0389134+2.58698e-16j -0.0904168+4.90714e-16j -0.0141313-3.23625e-17j 0.00746735-1.08572e-16j 0.0272367-2.20165e-16j -0.0243653+1.66147e-16j 0.0150719-1.88549e-16j 0.0607289-3.01892e-16j -0.00246836+4.74578e-17j 0.0592293-6.00582e-17j -0.0541435+4.1594e-16j 0.0103012-2.44371e-16j 0.0648353+3.05254e-15j -0.00163938+8.31364e-17j -0.00770582+9.29935e-16j -0.0187123+7.2138e-16j 0.0394411-1.92513e-16j -0.00937412-4.59516e-16j 0.0224235-1.14583e-16j -0.111315+3.05757e-16j 0.00141027+4.36934e-16j -0.0758968-1.46134e-15j 0.00383951-3.36582e-16j 0.0226188-1.46807e-17j 0.0365306-6.38592e-16j -0.0583415+1.83273e-16j 0.0434174+3.58705e-16j -0.0377491+4.3941e-16j 0.0429583+1.3077e-14j -0.0799478-5.98841e-16j -0.0574131+5.1168e-15j 0.059563-7.57767e-16j -0.0454488-1.87827e-16j -0.0426754-4.43148e-16j -0.00735643+2.4699e-14j -0.0752016-3.65514e-14j 0.0281475+8.00594e-14j -0.0714587-7.1647e-17j -0.0163669-5.09213e-16j -0.0324439-3.85001e-16j -0.0808932+1.38671e-15j -0.00725045+4.40241e-16j 0.0291896+5.1726e-16j 0.0490655+1.03174e-15j -0.0337334-5.3763e-17j -0.0524777-1.37318e-16j 0.00133205+6.60264e-17j -0.0312396+3.38196e-16j 0.0348722+1.59821e-15j 0.0102526+8.50671e-18j -0.00932347+1.07207e-15j -0.0138592+1.17945e-16j 0.00545303+1.84943e-16j -0.0216588+1.75574e-16j 0.053985-1.25463e-17j 0.037623+5.47445e-16j 0.0371428+6.84995e-16j -0.0501141-1.59829e-16j 0.00629362+1.54649e-16j -0.0234509+1.33512e-16j 0.0148806-2.949e-18j -0.0040094+4.68891e-17j -0.023265+1.28839e-16j -0.0317948+1.73351e-16j 0.0822965-4.58638e-16j 0.00175367+1.19985e-16j 0.0240758-1.6929e-16j 0.0468778-3.03913e-16j 0.029318-4.32987e-16j -0.0296475+2.25924e-16j -0.0384728+3.747e-16j -0.0265187+1.1156e-16j 0.0579045+1.08788e-14j -0.00865178-4.97246e-14j 
0.023618+2.76299e-14j 0.0620948+6.19191e-15j -0.0450751-7.48245e-17j 0.000887884+1.84628e-16j -0.0420849+2.8075e-16j 0.013938+1.70669e-17j 0.0639379-1.6784e-16j -0.0242431+4.27549e-17j -0.0071142+1.9018e-17j 0.0367982+1.09324e-16j 0.0132455-2.61562e-16j 0.066062-9.61645e-17j -0.0587475+1.23595e-16j -0.0723119+6.03435e-16j 0.0306465-8.78754e-17j -0.00678818-6.28886e-16j 0.0226803-1.15917e-16j -0.0299294+3.17377e-15j 0.0350907-3.48625e-16j 0.013401-3.15261e-16j 0.0867765+5.29324e-16j 0.0162403+2.25695e-17j 0.029941+2.60669e-16j -0.00798022+1.64146e-16j -0.0223583-1.99887e-16j -0.00391588+6.06138e-16j -0.00161524-6.58445e-16j -0.0226243+6.68378e-16j 0.045632+2.32079e-17j -0.0378085-3.49778e-16j 0.000604374+4.78366e-16j -0.0612614-1.60364e-14j -0.030612+1.4452e-15j 0.00503245-2.2729e-16j 0.0155445+1.1037e-17j 0.0355865+1.18172e-15j -0.0672498-1.38125e-15j 0.0163553+3.54797e-14j -0.0348894-6.61514e-14j 0.0951335+1.64192e-13j -0.0196099+4.01154e-16j 0.0266983+4.72337e-16j -0.0468578+8.70888e-17j -0.0178731-3.26802e-17j -0.0411601-7.95666e-17j -0.0486932-1.05343e-15j 0.016621-7.34248e-17j 0.0129709-1.51358e-16j -0.01058+5.07977e-16j 0.0172376+2.53689e-16j 0.0556803+1.77147e-16j -0.004395+2.61988e-16j 0.0233227-1.76917e-16j 0.0235165-2.32667e-15j 0.0522788-2.13029e-16j 0.00685858-1.10842e-16j -0.0758811+1.26265e-16j 0.0413436+1.12503e-16j 0.0298303+5.53312e-16j -0.0113307-2.10705e-16j 0.0380056+3.13687e-16j 0.00541505+4.05905e-16j 0.0151693+2.22704e-18j -0.0791103+1.01672e-15j -0.0910678+3.31318e-16j 0.0303056+2.80112e-17j 0.0312591+8.42756e-17j 0.0538588-2.48973e-16j -0.0186294+1.11595e-16j -0.0384824+1.33828e-16j 0.0633163-1.35451e-16j -0.018114-2.85206e-16j -0.0207718-1.39523e-16j -0.0248087+5.92876e-17j -0.0262684+1.68308e-16j -0.0584864+1.80546e-14j -0.0481519-8.12158e-14j 
-0.00719145-3.8382e-15j 0.00947572-8.62907e-16j 5.92555e-05+2.63181e-16j -0.024176-1.62358e-16j -0.00088299+5.27556e-17j -0.00855239+5.93692e-17j -0.00189743+2.74897e-16j 0.0338868+1.26703e-16j 0.0320595+1.02001e-16j -0.0318811-9.85528e-17j 0.0531325-7.53122e-17j 0.00172096-2.11901e-16j -0.0488789-6.0898e-16j 0.0135008+5.37527e-17j -0.00682188-3.78524e-16j 0.107114+6.37377e-15j 0.0633766+7.55286e-17j 0.0536105-5.17487e-15j -0.0482295+1.71277e-16j 0.0422489+3.57924e-16j -0.0626438-8.51785e-16j -0.0151408-4.42251e-17j 0.00444979+3.25011e-16j 0.0129071-5.81025e-16j 0.0058752+1.3939e-16j -0.00174145+1.61152e-16j -0.0657705+5.6688e-16j 0.0280859-1.38505e-15j 0.0134982+7.90597e-16j 0.0248638+2.42497e-16j 0.0759739-7.59454e-16j 0.0130395+3.26192e-15j -0.00494039-2.7744e-16j -0.0434285+3.66217e-15j -0.0193077-3.57477e-16j 0.0121647-1.4603e-16j 0.0906997+2.23195e-15j -0.0518185-2.76894e-14j 0.0263328+2.47311e-14j -0.00080654-2.56752e-14j -0.0983332-2.00765e-15j -0.0373564-1.64287e-15j -0.0139282-2.10805e-16j -0.0272799+6.4813e-16j -0.0153192+2.73074e-17j 6.6959e-08-6.75892e-16j -0.0556833-1.24143e-15j 0.0732591+3.69041e-17j 0.0190511+3.82947e-16j 0.0105236+2.6379e-16j -0.050108+7.57661e-17j 0.0615143+3.28891e-15j 0.013331-1.48774e-16j -0.0504604+3.73766e-15j 0.0133628+2.09978e-16j -0.0319017-5.75915e-16j -0.0719894-4.57198e-16j -0.0785724-1.10519e-15j -0.025011-6.75691e-16j 0.019463+3.89668e-16j -0.0359268-2.80577e-16j -0.0838633-3.00762e-15j 0.0114441+4.50303e-16j 0.00602844-1.08664e-16j 0.023055+1.391e-16j -0.017192-2.89216e-17j -0.0646104-1.25684e-16j 0.0401186+3.93832e-17j -0.0390465-2.02422e-16j 0.00166072-5.86346e-17j -0.0224299-1.54974e-16j 0.0197398+8.90806e-17j 0.0138469-2.28876e-17j -0.0142987-2.45506e-17j 0.0131735+1.21447e-16j -0.0159918-1.52744e-15j -0.000534099+7.02911e-15j 
-0.0149016-3.49757e-15j 0.044649-8.63756e-16j -0.0508562-4.62952e-16j -0.0258965+5.05522e-16j -0.0653993-1.27096e-15j -0.0787532-8.71767e-16j -0.0720074+5.34948e-16j -0.037076-7.75258e-16j -0.0530321+1.69384e-17j -0.0431165-6.73657e-16j 0.125693+1.78268e-15j 0.0469431+1.27701e-15j 0.127629+8.46936e-16j -0.178952-1.24622e-15j 0.0373471+5.34948e-16j -0.0398151-1.21951e-15j 0.0231125+3.03442e-16j -0.0392703+3.51023e-15j -0.00279441+8.27338e-16j 0.0550857+1.35713e-15j 0.0245861-4.93304e-16j -0.00797748+4.51981e-17j -0.13029-1.71265e-15j 0.132692-3.50349e-15j -0.131248-4.44776e-15j -0.0829468-1.87425e-15j 0.0823098-1.57365e-15j 0.00922167+1.29352e-15j -0.0590778-1.91523e-15j 0.0225838+2.10548e-15j -0.235216+3.41054e-15j 0.0582589+1.89075e-14j -0.113137-2.07691e-15j -0.156593+1.27945e-14j 0.121652+2.80572e-16j 0.00355666+8.17123e-16j -0.00529348-1.1943e-15j 0.190212+8.74959e-14j -0.107532-5.235e-14j -0.07289-1.21658e-14j 0.00398488-5.64363e-16j 0.129217+4.75624e-15j -0.0624302-3.42425e-16j -0.151964-3.64584e-17j -0.0312757-1.19376e-16j 0.0159564-8.49787e-16j 0.083227+1.71728e-15j -0.039257-4.92162e-16j 0.025736-4.89863e-16j -0.11161-2.5429e-15j -0.0905928-1.89097e-15j -0.0444253-3.95098e-15j 0.0466743+2.78622e-16j 0.114428-9.2813e-15j 0.0994006+3.01922e-16j 0.092036+1.0519e-15j -0.0215186-1.30683e-15j 0.152499+1.70928e-15j 0.0291058+1.01337e-15j 0.114492+3.8705e-15j -0.0544318-1.5159e-15j -0.0702501-3.86872e-15j -0.0507932+2.78162e-16j 0.0243231-4.80829e-16j -0.0608277-5.09748e-16j 0.0479365+6.32701e-16j -0.0597307-7.943e-16j 0.0661328+1.31357e-15j 0.0866149-9.54827e-17j -0.00412746-8.92576e-16j 0.0512956+1.06405e-15j 0.057472+3.82207e-16j 0.0637444+5.0872e-16j -0.000981565+4.89326e-16j -0.00407416-5.32771e-16j -0.0646281-9.03396e-15j 0.00287441+3.97374e-14j 
-0.0323994-1.75179e-14j 0.0409842-3.78403e-15j -0.0114404+5.02841e-16j -0.0583626-6.35152e-16j 0.0849241+1.457e-15j 0.0140674+1.00893e-15j -0.139456-8.62612e-16j 0.0407983+7.54045e-16j -0.044444+1.23231e-16j 0.0206844+7.90436e-16j -0.0930932-1.91341e-15j -0.0658562-9.39838e-16j 0.0927254-1.7099e-16j 0.0446211+1.95085e-15j -0.0106036+2.37301e-17j -0.140954-8.58832e-15j -0.049111-7.52823e-16j -0.00968903+1.08653e-15j -0.0210875+2.09131e-16j -0.108702-2.12166e-15j 0.0420165+9.40884e-16j 0.00830444-2.28078e-17j 0.000976343+1.06501e-15j -0.0140431-9.71919e-16j 0.0329176+2.50636e-15j 0.095831+1.34358e-15j 0.11484-2.5955e-16j 0.0278425+1.40605e-15j 0.0185567+4.68567e-16j -0.1083-1.30554e-15j -0.129157+3.57966e-15j 0.0909028+2.51585e-14j 0.032628+2.74194e-16j 0.00364237+6.06003e-16j -0.0377587-2.08766e-15j -0.0657542-1.653e-15j -0.0690458-1.49518e-15j -0.0560936-7.33406e-14j 0.0648799+1.22032e-13j -0.159599-2.8597e-13j 0.16132+2.89492e-15j 0.0191764-2.5509e-16j -0.00487326+5.91115e-16j 0.0914937+1.42524e-15j 0.0495652+1.1454e-15j 0.0948162+3.75194e-15j 0.0665052+1.88603e-15j -0.0139796+1.78886e-16j 0.0617167-3.23961e-16j 0.0149032+1.61954e-15j 0.00425301+1.31539e-15j 0.00833382+7.8229e-16j -0.00630385-7.45013e-16j 0.0505946-4.72494e-15j -0.0161038-1.35404e-15j 0.04485-5.99162e-17j 0.143042+1.69232e-15j 0.0464649-1.19835e-16j 0.0720482+1.09508e-15j -0.0561417-2.45774e-15j 0.0749975+1.80812e-15j 0.118986+5.90652e-15j -0.0292049-2.7747e-16j 0.0750551-2.97796e-16j 0.00512919+4.99482e-16j -0.00782264-5.12089e-16j 0.0487363+1.09143e-15j -0.0899449-1.44888e-15j 0.0764184-1.88688e-16j 0.10128+1.0767e-15j -0.101632-1.58743e-15j 0.00969545+1.31263e-16j 0.0537753+2.44345e-16j -0.0488354-5.49675e-16j 0.0495666+5.94394e-16j -0.0359993-1.4382e-14j 0.0203217+6.57448e-14j 
0.00350516-6.83811e-15j -0.0557903-1.62497e-15j 0.0437812-9.32804e-17j 0.110923-1.10016e-17j 0.0816995-5.17195e-16j -0.0348224-1.96351e-16j -0.0884785+3.13057e-16j -0.0568807-3.67058e-17j -0.0124332-1.96783e-16j -0.106868+6.34408e-17j -0.0502841+5.36429e-16j -0.0514754+4.45513e-17j 0.120835-2.33052e-16j 0.0782482-6.75223e-16j -0.00923398+5.01733e-16j -0.114869-5.84223e-15j -0.0618804+2.00435e-16j 0.00431602-7.49416e-16j 0.0772676-2.13438e-15j -0.108684+5.35663e-16j -0.0783343+2.2618e-16j -0.00325948+1.05271e-16j -0.0159165-3.91987e-16j 0.00173208-1.80681e-16j 0.0152494+2.84007e-16j -0.0648457-1.73487e-16j 0.0240234-9.82664e-16j -0.0349838+1.46959e-15j -0.0247624-1.30629e-15j 0.0187199+3.93391e-17j -0.101218+1.94981e-15j -0.00121828-5.57239e-16j 0.0412536+3.37339e-16j -0.0115722+1.49843e-15j 0.0469931-4.11888e-16j -0.017663-1.11223e-15j 0.0712205+8.65894e-16j 0.0796043-1.91838e-14j 0.0844465+6.51942e-14j -0.116724-2.01892e-13j 0.179347+9.99648e-16j 0.0513402+2.09653e-15j 0.0336563+6.98669e-16j -0.00539773-9.20496e-17j -0.0230972+3.96673e-16j -0.00746237-1.51425e-16j 0.0581329+1.10355e-15j -0.0763031+1.01825e-15j 0.0259731-2.61879e-16j -0.0742108-7.86807e-16j 0.0239039-5.96914e-16j -0.0997863-5.15271e-15j 0.0252108-1.76295e-16j 0.0221295-2.29654e-15j 0.0197739-2.22918e-16j 0.0428143+1.06749e-16j 0.166641-2.5267e-16j -0.0162341-3.95132e-18j -0.0580769-1.21303e-15j -0.011944-2.64916e-16j -0.0211031-2.55402e-16j 0.00511602+2.50111e-16j -0.0349349+4.53114e-17j 0.135139-1.50692e-15j 0.0454674-4.43213e-16j -0.0169593+1.75211e-16j -0.0213812-2.35188e-16j -0.14146+5.12004e-16j 0.078-3.14769e-16j -0.0184584+1.11154e-16j -0.0443692+4.36711e-16j -0.00364946+7.62745e-16j 0.0896541-1.07325e-17j 0.124603-1.32428e-16j -0.0249045+8.02495e-17j 0.0535672-1.6656e-14j 0.0444928+7.56261e-14j 
-0.0347408-4.11375e-14j -0.0925014-8.93151e-15j 0.0670157+3.49534e-16j 0.00645374-8.69393e-17j -0.085526+4.24054e-16j -0.0248107-4.04515e-16j 0.0883296-6.17697e-16j -0.0457393-1.21635e-16j -0.0861137+5.11599e-16j 0.0670788-4.64231e-16j -0.00226327+2.75076e-16j -0.0399867+7.82554e-18j -0.027165+4.23034e-16j -0.0381754+2.56219e-16j 0.0322126-1.97164e-16j 0.0191607+4.65341e-16j -0.0137358+3.61779e-16j 0.0482927-5.4816e-15j 0.0199912-5.56244e-16j -0.07826-1.60501e-16j 0.0754351+1.51459e-16j 0.072296-5.53156e-16j -0.026008-4.81537e-17j -0.118651+5.66261e-15j 0.0140689+1.48902e-16j 0.043361-8.92309e-16j -0.0906929+2.81632e-15j 0.0817071-3.32888e-15j -0.079453+7.18253e-16j -0.00494382+2.2754e-16j 0.00555333-7.80538e-16j -0.0768135-2.15157e-14j 0.0468128+1.52876e-15j 0.0237945-3.35136e-15j -0.0150065+3.14993e-16j -0.0925374-5.54597e-16j -0.108336+5.10523e-18j -0.128064-5.34353e-15j 0.00348761-6.87185e-14j 0.200436+2.70874e-13j -0.031833+5.38779e-16j -0.00981603+2.98392e-16j 0.000232677-2.13736e-16j -0.0543726-6.39975e-16j 0.00196749+3.5793e-16j -0.0927934-9.83046e-16j 0.172029+2.00209e-15j -0.0405882+6.42807e-16j 0.0120921-4.47151e-17j 0.00430624+3.95324e-16j 0.107867+2.07035e-16j 0.0157129+1.47642e-15j 0.00805462-3.61028e-16j -0.113726+1.00423e-14j 0.0140118+7.7699e-16j -0.0430699+2.00432e-16j 0.005011+3.50095e-16j 0.00221699-9.17575e-17j -0.0367823-7.13203e-16j -0.0267782-6.50937e-16j 0.0119677-2.76046e-16j 0.126516+3.16191e-15j 0.0102164-7.14015e-16j 0.0389733-2.23398e-17j -0.0963326+6.38289e-16j 0.0154251+1.50514e-16j 4.40711e-05-2.99496e-16j 0.0310103-2.37715e-16j 0.0189332+1.97985e-16j 0.00301014-2.16691e-17j 0.140901-5.41709e-16j 0.0346902-6.9852e-16j -0.0802149+3.39826e-16j 0.0374494+3.27544e-16j -0.00955669+1.60368e-16j 0.0865691-1.60561e-14j 0.0500301+7.14209e-14j 
0.0409691+2.90915e-14j -0.0124617+6.46154e-15j -0.00916208-7.27465e-16j 0.0449816+6.02804e-16j 0.0223908+4.25914e-16j 0.0389013+7.7668e-16j 0.0297953+2.29793e-16j 0.00601478+4.48284e-16j 0.0165886+5.67577e-16j -0.00991178-1.76917e-16j -0.0621032-7.50191e-16j -0.00325396+7.70832e-17j -0.0467195-7.69149e-16j 0.0815287+9.08565e-16j 0.00411661-7.34865e-17j 0.00742542+3.76676e-16j -0.00428412+4.03084e-17j 0.0195289-2.16737e-15j 0.0544588-8.57274e-16j -0.0776263-4.3459e-16j -0.00241265+2.64942e-16j 0.0281692+2.77133e-17j 0.0546257+1.01986e-15j -0.0944876+2.66569e-15j 0.0410894+1.33525e-15j 0.0326937+8.43099e-16j -0.038009+5.80017e-17j -0.0152866-8.10239e-16j 0.0643407+1.71615e-15j -0.0378161-1.11874e-15j 0.0852116+1.38625e-16j -0.0583329-1.71367e-14j 0.0254157+1.06271e-15j 0.0443552-3.44493e-15j -0.0173035+1.51536e-16j -0.00485922+4.40219e-16j -0.0114657+7.7686e-16j -0.107025-5.28834e-14j 0.0836086+2.96459e-14j 0.0541806+1.51695e-14j 0.0402553+4.03889e-16j -0.04958-2.35302e-15j -0.023024-5.321e-16j 0.0396528-7.63473e-17j -0.0501249-7.94573e-16j -0.032059-3.43424e-16j 0.0110925-5.55196e-16j 0.0143678+5.78746e-16j -0.0161202-4.12351e-16j 0.0593784+2.0048e-15j 0.0992441+1.84442e-15j 0.0174394+2.33298e-15j 0.0296487+1.14717e-16j -0.0567493+4.25287e-15j 0.00733049+1.40339e-16j -0.0291013-5.92468e-16j 0.018279-7.03914e-17j -0.0741221-1.15473e-15j 0.00327311-2.39241e-16j -0.0842627-2.64215e-15j 0.037587+7.15683e-16j 0.0370018+1.44419e-15j 0.0144713-7.74774e-17j 0.013617-3.09682e-16j -0.0234067+1.18988e-16j -0.0368649-6.17778e-16j 0.0172298+3.10345e-16j -0.0299512-2.47297e-16j -0.032878-5.8806e-16j -0.0163281-1.65922e-16j -0.00684142-4.64209e-16j -0.0342505-5.63671e-16j 0.00320625+1.25744e-17j 0.0121442-2.44337e-16j -0.0437224-5.56152e-16j 0.022265+1.99926e-14j -0.0339263-9.07111e-14j 
-0.00246948-4.90748e-15j -0.0186521-8.23732e-16j -0.0110618+6.80573e-16j -0.0409893+1.1983e-15j 0.0406901-1.14752e-15j -0.0245881+6.34543e-16j -0.116456+3.39638e-15j 0.0997223-2.96245e-15j 0.0458689-1.41476e-15j -0.126503+3.12095e-15j 0.0745741-2.19358e-15j -0.0537268+1.12323e-15j 0.0116609-4.35266e-16j 0.0941756-3.2772e-15j -0.018285+4.23426e-17j 0.176668+4.64231e-15j 0.102368-3.36692e-15j 0.131309-1.73898e-14j -0.0799436+2.24752e-15j -0.0122445+9.41262e-16j -0.184891+3.69442e-15j -0.012512+1.84655e-16j -0.0456496+1.1597e-15j -0.00332434+5.83321e-16j 0.00295237-5.4434e-16j 0.0250081-1.02779e-15j -0.0847432+4.08557e-15j 0.0786001-4.95568e-15j 0.0297377+1.70764e-16j 0.0228708+3.28125e-17j 0.072914-3.36079e-15j 0.0881861+2.18841e-14j -0.0230422-1.15427e-15j -0.14056+1.56088e-14j -0.00707832-6.0239e-16j -0.0378143-5.22059e-16j 0.20195-7.76461e-16j -0.157733-1.16429e-13j 0.131637+1.48888e-13j -0.121029-2.80097e-13j -0.0927039+4.90008e-17j -0.083229-4.07475e-16j -0.0582515+1.08844e-15j -0.0601599+3.031e-15j -0.0564668+2.19714e-15j 0.0569813-1.17599e-15j -0.0446733+1.17367e-15j 0.125826-4.12958e-15j 0.05497-1.55335e-15j 0.0200465-2.23188e-16j -0.095213+3.34584e-15j 0.136424+2.79547e-15j 0.0677977-2.47915e-15j -0.107225+1.17515e-14j 0.0371655-6.20111e-16j -0.0362865+6.41406e-16j -0.0274242+6.6252e-16j -0.1743+3.91048e-15j -0.0230942-6.62019e-16j 0.00324579+4.35292e-16j -0.0774656+1.53103e-15j -0.136218-6.3332e-16j -0.0161836+8.91324e-16j 0.138893-5.04175e-15j 0.0708331-1.91251e-15j -0.0869124+2.59549e-15j -0.163208+4.60413e-15j 0.0209136-7.99799e-16j -0.0286499+9.55675e-16j 0.0559716-1.72667e-15j -0.114057+2.95152e-15j 0.0560703-8.79862e-16j 0.102828-2.34924e-15j -0.0208918+8.63244e-16j 0.00905095-1.80489e-16j 0.00295475-2.41689e-15j 0.00567164+1.1661e-14j 
