-0.0187916+3.66923e-17j 0.0406673+6.91633e-18j -0.00385486-2.87956e-18j 0.00239797+1.77273e-17j 0.013692-5.06348e-18j -0.00260461+1.8323e-17j -0.0237847+5.19488e-18j 0.021128+1.9724e-17j 0.00229339+3.57502e-18j -0.00770498-1.54001e-17j -0.00179823+4.19277e-18j 0.00145588+1.07264e-17j 0.0141249-9.38727e-18j -0.0142736+5.80355e-18j -0.00385729+1.06894e-17j -0.000990698-3.08609e-17j -0.00632393-2.97824e-17j -0.0143512+3.08672e-16j -0.00835948+1.06407e-16j 0.00118845+1.46997e-16j 0.0277356-3.18282e-17j 0.00471787+2.24501e-16j -0.00150342+1.81769e-17j -0.000867689+5.51169e-17j 0.013015-3.1292e-17j 0.00226451-1.61232e-18j -6.61154e-05-5.08958e-17j -0.0124036+3.86346e-16j -0.0103726+3.49088e-16j 0.0121444-2.91243e-16j 0.0147588+5.20503e-16j 0.00106464-7.64281e-17j -0.00131544+6.63042e-17j -0.00111892-1.14857e-16j 0.00190721+1.34508e-15j -0.00132002-1.09914e-16j 0.0053429+2.12553e-16j 0.00609185+1.33726e-16j -0.00561622-1.14852e-16j 0.0144814+1.20163e-15j -0.000258801+1.90308e-15j -0.00339832-2.45711e-16j -0.0253795-1.54966e-16j -0.0130143+4.46161e-16j -0.0116228+2.04704e-15j 0.000239028+1.10234e-16j 0.0169451+4.72464e-16j 0.0125223+3.51274e-16j 0.0216428-2.07785e-15j -0.00634918-1.41343e-16j -0.00394651+5.23663e-17j -0.0165489+3.93408e-17j -0.00178696+3.8742e-17j 0.0107416+1.23763e-15j -0.00268913-1.94413e-16j 0.00327574+2.28093e-15j -0.0142597-4.40173e-17j 0.0198641-8.23276e-17j -0.0097061+5.94381e-17j 0.00803216+1.18382e-17j -0.00703232-2.15746e-17j 0.0155815-3.50318e-17j 0.0127221-1.59748e-18j 0.00488195-1.57439e-18j -0.0165116-1.79e-17j 0.0283389-1.14751e-17j 0.00810936+4.15851e-19j -0.00133976-2.78166e-18j -0.00652234-2.26511e-17j -0.0126047-5.98081e-18j 0.0429617-2.90325e-16j 0.00819436+6.59293e-16j 
0.00294209-2.66658e-16j 0.00332691-4.29922e-16j 0.00692153+1.2657e-17j -0.00329231-6.16905e-17j -0.0039205-5.25396e-17j 0.00429257-4.44159e-18j -0.00186911+1.02282e-16j -0.00358386-1.93521e-16j 0.000438721-5.6596e-17j 0.0069748+1.92081e-17j 0.00363041+9.6822e-19j -0.0011858+1.08262e-17j 0.000510042-1.35801e-16j -0.00125951+1.27627e-16j -0.00890608+9.19747e-17j -0.000930597+3.32059e-17j 0.00105263+7.13782e-17j -0.00474576+1.77577e-16j 0.00266893-5.40141e-18j -0.00352012-6.38064e-17j -0.00281952-1.4549e-16j 0.00272444+1.35629e-17j -0.000408284+6.71954e-17j 0.00176913-5.65883e-17j -0.000641603-1.19733e-16j 0.0060927-7.29706e-17j 0.00435817-5.12179e-17j -0.00218429-1.81288e-17j 0.004552+1.66902e-17j -0.00418385-4.69847e-17j -0.00278543-1.93013e-16j -0.00647797+1.27193e-16j 0.0040719+5.03131e-17j 0.00745866-2.89256e-17j 0.00478273+3.349e-15j 0.00584223+3.14657e-17j -0.00110038-5.28852e-17j 0.00375653-6.10358e-17j -0.00467652+1.29435e-17j -0.00265139-1.20784e-15j -0.0070796-1.86077e-15j 0.00662287+4.81272e-17j -0.00380399+2.08203e-16j 0.000437648+1.87633e-16j -0.00350765+5.82407e-16j -0.00342477-4.0145e-17j 0.00136113-3.36449e-17j 0.00573918-3.67064e-17j 0.000380676-7.12811e-17j -0.00110965+7.83714e-17j 0.00356767+4.80059e-17j -0.00438649+1.39395e-16j 0.00142651+2.0899e-17j -0.00504151-6.51433e-16j 0.00768171+3.61526e-16j -0.00552471-3.96925e-15j -0.0056892+1.30415e-16j 0.00910734-1.49495e-16j 0.00318119+1.86569e-17j -0.00338651-2.89636e-17j 0.00320398+1.03853e-16j -0.00319005-8.34105e-17j -0.00306944-1.05853e-16j -0.00223564-5.99752e-17j -0.000740924+1.41415e-16j 0.000741654-1.61319e-16j -0.00415013-3.4324e-17j -0.00551322-1.38642e-17j 0.00298131+1.45984e-17j 0.00491472+8.88163e-17j 0.00228442-1.70532e-16j 0.00463763-3.00125e-16j 
-0.0080748+6.16153e-16j -0.000179193+2.21742e-16j -0.0120716-1.77371e-16j 0.00757299+2.00724e-16j 0.00916611+4.72385e-17j -0.00828928-8.56282e-17j 0.00286841+1.58296e-16j 0.00784962+2.15315e-16j 0.000279562+7.34471e-17j -0.00171164-1.03642e-16j -0.00110398-7.96201e-17j 9.79059e-05-9.12077e-19j 0.00433057+9.38919e-17j -0.00107057-7.11025e-17j 0.00305538+1.39964e-16j 0.000708887-8.77944e-17j -0.00108692-7.72973e-17j 0.0032185+2.73497e-17j 0.001484+5.53487e-17j 0.00778216+2.51408e-16j 0.00738654+2.87696e-17j 0.00159476+1.20355e-16j -0.0040344-7.63543e-17j 0.00344042-4.11873e-17j 0.00472691+4.25754e-17j -0.0055731-9.99459e-17j -0.00202135-5.59474e-17j 0.00582298+2.55928e-16j -0.00615202-4.04205e-17j 0.00917919+2.83004e-17j 0.00892534+4.86489e-16j 0.00318921-1.34082e-16j 0.000932453-7.87473e-17j -0.00628438-5.73696e-17j -0.00389731-2.90308e-15j -0.00511385-1.42486e-16j -0.000362112-3.26519e-17j 0.00164994+1.42742e-16j 0.00428314+7.17921e-17j 0.00215192+1.91278e-15j 0.0132983+3.28076e-15j -0.00506888-2.55789e-16j -0.00151632+1.37642e-17j -0.00625671+2.58085e-17j -0.00108104+3.63614e-16j 0.00685127+2.05501e-16j -0.00105825-6.671e-17j 0.000362594-4.20379e-17j 0.00324461-4.99844e-16j 0.00478666-4.68556e-17j -0.00158552-1.44395e-16j -0.000507827+3.63249e-17j 0.00287057-3.08884e-17j 0.013521+1.71776e-15j -0.0113128-7.53984e-16j 0.00856421+6.28983e-15j 0.000595357+3.32712e-17j -0.00496724-2.09161e-16j -0.0032219+4.6179e-17j 0.00312417+6.40697e-17j -0.00463108-1.91109e-16j 0.0019991+5.50753e-17j 0.00159353+1.20026e-16j 0.0028833+1.29244e-16j 0.00267491-4.74293e-17j 0.00388055-5.5451e-17j 0.0084015+9.39853e-17j 0.0102328+2.10909e-16j -0.00618172-3.58286e-17j -0.0124929-1.75033e-16j 0.00253981-2.89054e-16j -0.00718771+4.19786e-16j 
0.00530849+7.74368e-17j -0.0124294+1.42764e-16j -0.000505757+1.53495e-16j -0.00378225-1.05659e-16j 0.000586-7.60801e-17j -0.000233203+1.00725e-16j 0.00522134-1.09537e-16j -0.0136108-6.06384e-17j -0.0050066-4.22024e-18j 0.00968402+1.80576e-17j 0.00663782+1.97425e-17j -0.00348463-3.18371e-17j -0.00677187-7.75714e-18j 0.00951299-4.33484e-17j -0.00858162-1.60177e-17j 0.00549392-9.50666e-17j 0.00440894-1.61238e-18j 0.00544289-1.5806e-16j 0.00193715-4.81494e-17j -0.00248411-1.50331e-16j -0.00421576-2.75493e-18j -0.000652583-1.21421e-17j -0.00148599+3.66334e-17j 0.00509887-1.45703e-16j -0.00192456-1.3831e-17j -0.00184654-3.1975e-17j 0.00670809+1.00407e-16j 0.00228423-2.07672e-16j 0.00979023-2.92471e-17j -0.0023477+1.20859e-16j -0.00455219-2.44462e-16j 0.00269661+1.51318e-17j 0.00396201-5.38168e-17j -0.00211201+2.17274e-16j 0.0108485+7.69382e-15j 0.00327006-9.0855e-18j 0.00124155+4.40637e-17j -0.00564452-9.04668e-17j -0.00179195-1.0166e-17j -0.0061104-7.45299e-16j -0.00159096-1.34433e-15j 0.00500837+1.99555e-16j 0.00450995-2.20629e-17j 2.78482e-05-1.10268e-16j 0.00456885-6.8459e-16j -0.00416797-1.40602e-16j -0.00354874-3.97537e-17j -0.000800134-6.594e-19j 7.90597e-05-2.34653e-17j 0.00692118-5.53784e-17j 0.0135078-3.60165e-17j 0.00149875-1.16427e-16j 0.00751873-4.55466e-17j 0.00358544+2.79305e-16j 0.000648788+1.37867e-16j -0.00810727-5.84615e-15j 0.00254007-6.6608e-17j -0.000208066+1.38979e-16j -0.00247243+3.67849e-17j -0.00614836-5.9822e-19j 0.0105165+3.21199e-17j -0.00983772-4.197e-18j -0.011817+9.46393e-18j -0.00802088-1.55706e-17j 0.0141847-6.24764e-17j -0.00446838+4.22207e-17j -0.00214113-9.55882e-17j -0.00213008-1.40813e-16j -0.00288802+5.50742e-17j 0.00263797+1.22543e-16j -0.0127522+1.46676e-16j -0.00380315+1.4422e-17j 
0.0072032-5.51657e-16j -0.00349987-1.54268e-16j 0.00824772-5.64987e-17j -0.00393195+2.26872e-17j -0.00852131+7.32999e-17j 0.00621377-6.84511e-17j 0.00143249-2.67085e-17j -0.00153173+5.72052e-17j 0.00169832+1.77065e-18j -0.00542579+2.04031e-17j -0.00200854+6.60598e-18j -0.00206551-1.70263e-18j -0.0027439+4.68291e-17j 0.00113403-1.3205e-17j 0.00421665-6.19306e-17j -0.00508826+7.96274e-17j -0.00347234+1.84065e-17j 0.00179695-8.24523e-17j 0.00204798-9.91218e-18j -0.00385098-4.99978e-17j -0.00823806+5.99476e-17j -0.00459786-1.58454e-16j -0.000455914-1.64747e-17j -0.00705181+1.29965e-16j -0.00409088+2.7689e-17j 0.0047734+1.14349e-16j -0.00470262-5.96683e-17j 0.00252702-1.53567e-16j 0.0020634-2.10889e-16j -0.00735373+7.29062e-17j -0.006322-1.31148e-16j -0.00668579+3.28042e-17j -0.00714954+1.48085e-16j 0.00538678-7.62329e-17j -5.81242e-05-7.69484e-17j 0.000714454+7.75212e-18j -0.000908072-5.01666e-17j -0.000165976+1.09646e-17j -0.000230553+1.10793e-17j -0.000576101-5.7809e-16j -0.00403021-9.05284e-16j 0.00483071+2.36111e-17j 0.00426421+1.65337e-18j 0.00760374-2.63617e-16j 0.00535897-1.04942e-15j -0.000823785+2.32434e-17j -0.00168135-5.3016e-17j -0.00317222-1.99162e-17j -0.0109941+1.20693e-15j -0.00819186+1.10015e-16j -0.00372992-2.43633e-18j 0.00228909-1.16342e-17j -0.00590474+2.244e-17j -0.0156713-1.7569e-15j 0.00658168+3.48062e-16j -0.00220359-1.50369e-15j 0.0026121-1.91612e-17j -0.00410363+6.00922e-17j 0.0041629-4.84726e-17j -0.000730077+3.24908e-18j -0.00203546-4.80867e-18j -6.26354e-05+3.58324e-17j 0.00364175+2.32898e-19j 0.00127405+6.21739e-18j -0.00443221+3.90354e-18j -0.00652092+6.95551e-17j -0.00658044+6.81803e-17j -0.00520733+4.84064e-17j 0.0066161-2.12726e-17j 0.0102095-7.5065e-17j -0.00582865+2.7961e-16j 0.004641-4.84663e-16j 
0.00392429+4.41012e-17j -0.008132-1.23458e-16j 0.00116503+3.1984e-17j 0.000357338+2.15819e-17j -0.00304124-8.69897e-17j 0.000762187+2.30672e-17j 0.00642235+1.00504e-16j -0.00266248+4.12134e-17j 0.000587796+4.54756e-17j 0.00333542-8.04282e-17j 0.0018029-5.23579e-17j -0.0026317-3.56548e-17j -0.000995834+3.16097e-19j 0.00237803-5.66196e-18j -0.00227119+9.89431e-17j -0.00229531-8.21251e-17j -0.000422105-4.57868e-17j 0.0030268-2.50387e-17j 0.00607758+3.41425e-17j 0.000743895-1.35124e-17j -0.00644181-1.09269e-16j -0.000170531-5.25618e-17j -0.00362677-2.85781e-17j 0.000750124-1.12746e-16j -0.0016306-6.5063e-17j 0.0024244+6.05807e-17j -0.000187674-1.17491e-16j 0.00677934-2.1057e-17j 0.0027207-1.55328e-16j -0.00260114-1.93134e-17j -0.00183629-3.66638e-17j -0.00618364-1.2282e-16j 0.000459447-2.23128e-17j 0.00384234+7.62694e-17j 0.00138069+8.78027e-16j 0.00146469+1.20802e-18j -0.00247168-1.31799e-16j 0.00241435+8.38022e-17j 0.000448992+2.24953e-17j -0.0039046-3.89513e-17j 0.00258511+1.33411e-17j 0.0049889+3.87274e-17j 0.00330769+1.4354e-16j 0.00206709-2.45316e-18j 0.00204592-2.89835e-16j 0.00179752+5.75404e-17j -0.0041362-1.5342e-16j 0.000580978-8.77074e-17j -0.00725633+5.24621e-16j 0.000114549-4.01095e-17j 0.00150152-1.13003e-16j 0.00063786+4.94717e-17j 0.00110674-8.04886e-17j -0.00370047-5.81739e-16j 0.00131302+9.73302e-17j -0.000210904-7.25237e-17j 0.000384085+5.58872e-17j -0.00278971-1.2056e-16j 0.00375717+7.25837e-17j -0.00264575+6.09963e-18j 3.08601e-05-7.62765e-17j -0.00473382+1.83366e-17j -0.00255366+6.96297e-17j -0.000444643+6.2719e-17j 0.0034481-4.56994e-17j -0.00561341-1.19582e-16j -0.00200431-3.66878e-17j 0.000853196+2.91753e-17j 0.00205874+8.29335e-17j 0.00229464+6.22501e-17j -0.00856456-6.25506e-17j -0.00130253-1.5416e-16j 
0.00174396-3.42196e-16j 0.00114012-5.09543e-16j 0.00349822-4.85761e-16j -0.00190398+2.75061e-16j -0.00264581+2.87523e-16j 0.00225758-3.31361e-16j -0.00153039+3.69406e-16j -0.00184573+1.32133e-16j 0.000117063-2.2465e-17j 0.000550359-1.49612e-17j -0.000220299+1.38925e-17j 0.00116773-1.02788e-16j -0.000904414+4.64387e-17j -0.000699294+1.57689e-16j -0.000401165+1.25763e-16j 0.000237913-4.51477e-18j 0.000975427-5.40855e-17j -0.00207504+3.8737e-16j -0.00147705+2.48033e-16j -0.00218741+3.07623e-16j -0.00171782+5.0477e-17j 0.000199509-4.10568e-17j 0.0025211-2.90979e-16j -0.000713847+1.42382e-16j -0.00143628+1.11296e-16j 0.00122496-2.11613e-16j 0.000860964-1.3285e-16j -0.00331715+5.11753e-16j 0.00094186-1.17048e-16j -0.0023785+2.87106e-16j -0.00238006+1.40041e-16j 0.000243585+4.2907e-17j 0.000628645-3.90065e-17j 0.00151218-2.22088e-16j -0.000361616-3.13514e-16j 0.00143276-1.77657e-16j 5.57351e-05-6.89057e-17j -0.000350001+6.5546e-18j -0.00117551+2.41296e-16j -0.00032422-6.72409e-16j -0.00474384-3.34715e-16j -2.44722e-05+1.98551e-18j 0.00021362+1.54242e-16j 0.00155682-1.16189e-16j -0.000984645+2.45725e-16j -0.00224585+3.15197e-16j 0.00074957-2.13782e-16j -0.000140225-6.89758e-17j 0.000445008-1.8452e-16j -0.000923778+2.20662e-16j -0.000590147+4.90121e-17j 0.000428914+8.72785e-17j -0.00110947+1.6103e-16j -0.00311644+4.54107e-17j 0.00327715-3.02165e-16j -0.00201265-1.12122e-15j -0.000411634+1.58821e-16j 0.00211859-4.26062e-16j 0.00109053-6.90965e-17j -0.000411438+3.0477e-17j 0.0011564-1.31768e-16j 0.000249236-1.12687e-16j -0.000127711-6.33369e-17j -0.000469156+5.53501e-17j -0.00175884+3.30312e-16j -0.000683747-9.42514e-17j -0.00205851+2.70495e-16j -0.00283585+4.41246e-16j 0.00182475-2.10687e-16j 0.00315333-3.9539e-16j 0.000458819-2.75025e-16j 0.00225094-5.21327e-16j 
0.000712076+1.23856e-16j -0.00495721+3.73354e-16j -0.00139333+1.60526e-16j 0.00292994-2.10804e-16j -0.00160469+3.73093e-17j -0.00103166+1.05765e-16j 0.00499956-3.32434e-16j 0.00258969-2.4993e-16j 0.00189004-1.21995e-16j -0.00149467+2.01318e-16j -0.00178907+1.2419e-16j 9.51461e-05+6.78845e-17j 0.000967092-8.49721e-17j -0.00073009+1.75282e-17j 0.00364941-3.18081e-16j -0.00274359+2.65586e-16j -0.00109177+1.6338e-16j 0.0020652-2.86209e-16j 0.00338814-3.0341e-16j 0.00281542-2.23811e-16j -0.00374958+1.9267e-16j -0.000162745+6.20283e-17j -0.00154062+2.14102e-16j -0.000729281+1.03865e-16j -0.000928549+8.07918e-18j 0.000120438+4.81896e-17j -0.0030813+2.70491e-16j 0.00510924-5.2175e-16j -0.00241749+1.38224e-16j -3.10733e-05-8.78255e-17j 0.000671626-4.10764e-17j -0.00303497+2.08419e-16j -0.000865591+1.94429e-16j 0.00119426-7.29672e-17j -0.00483907-3.13069e-15j -0.00157225+2.1618e-16j -0.00243513+7.01203e-17j 0.00261458-1.22261e-16j 0.00270743-2.3758e-16j -0.00105633+5.32717e-16j 0.00464218+3.43318e-16j -0.000505211-5.48675e-17j 0.00326209-1.71367e-16j 0.00148358-1.14304e-16j 0.000599409-2.50673e-16j 0.00382944-3.17e-16j -0.0032269+1.48381e-16j -0.00131827+4.29101e-17j -0.00565939+9.86529e-16j -0.000535497+1.08191e-16j -0.00436058+2.97104e-16j 0.00217278-9.9277e-17j -0.00152571+1.08193e-16j -0.0015641-6.97436e-17j -0.00178807+1.3605e-16j 0.00444742+2.81925e-15j 0.00152325-1.1574e-16j -0.00525198+4.4605e-16j 0.00334082-1.91216e-16j 0.000720477-8.65697e-17j -0.00397552+3.36164e-16j -0.000146827+7.57072e-18j 0.00186021-1.78647e-16j 0.0027986-2.13182e-16j -0.000894152+4.50933e-17j -0.00417405+2.37331e-16j 0.000602339-7.49992e-17j 0.00366652-2.87014e-16j 0.00162439-6.51265e-17j -0.000884557+1.07928e-16j -0.00476297+2.95712e-16j -0.00194803+1.4987e-16j 
-0.000699746+2.02894e-17j 0.000143878-1.14762e-16j -0.00235341-1.67966e-16j -0.00226582-5.78754e-17j 0.00452741+2.0181e-16j -0.0010669-1.10194e-16j -0.00179522-5.05897e-18j -0.00360294-2.80589e-16j -0.00330017-1.77935e-16j 0.00168179+2.026e-16j 0.0037273+1.49746e-16j -0.00377553-4.82025e-17j -0.00196731-1.38708e-16j 0.0048391+2.02574e-16j -0.0048047-1.56266e-16j 0.00281663+2.11469e-16j -0.000400684+1.51316e-16j 0.00304799+7.95947e-17j -0.000400117-1.14986e-16j -0.00125767-4.00293e-17j 0.00444412+1.38372e-16j -0.00165027-6.41361e-18j -0.00327092+4.52815e-17j 0.00141555+1.53436e-16j 0.00217142+2.88002e-17j -0.00137922-2.52988e-16j 0.00256341+2.54499e-16j 0.00102263-1.12543e-16j 0.00432917+1.61063e-16j 0.00167663+1.74365e-16j 0.000588841+2.82383e-17j 0.00194276+3.42998e-16j -0.00119249+1.57431e-16j -0.00313388-2.09355e-16j 0.00945395+6.89871e-15j 0.000391811-1.18251e-16j 0.00298352+2.13443e-16j -0.00399912-2.95002e-16j -0.00178952-7.47771e-18j 0.000258421+9.00717e-17j 0.0013272+2.47536e-16j 0.00342414-6.00516e-17j -0.00222308+2.18948e-17j -0.00251385-2.33569e-16j 0.00372528-4.09348e-16j -0.00193342-1.34618e-16j 0.00133881+3.18924e-17j 0.000877768-7.16321e-18j 0.00307228-3.89636e-17j 0.00162062+2.71294e-16j 0.00880846+3.35773e-16j -0.00257094-1.28072e-17j 0.00407988+2.38706e-16j 0.00393775+8.40791e-16j -0.00164695-2.35002e-16j -0.00454008-3.38451e-15j 0.000149219+5.47187e-17j 0.00153522+2.81042e-17j -0.00557012-1.9919e-16j -0.00188807-6.91599e-17j 0.00483211+2.77617e-16j -0.00271607-1.66043e-16j -0.00391944-2.86931e-16j -0.00424255-2.07043e-16j 0.00650754+3.7706e-16j 0.00354802+7.25268e-17j 0.000558058+7.21536e-17j -0.00146677+7.17969e-18j -0.00415048-2.26741e-16j -0.00104076-1.19099e-16j 0.000388059-1.47649e-16j -0.00121901-6.04993e-17j 
-0.00339871+4.38404e-16j 0.00307696-9.04215e-17j -0.00330248+3.1585e-16j 0.00249284-1.98702e-16j 0.00366043-3.34811e-16j -0.00219644+2.11891e-16j 7.08455e-05-5.6258e-17j 0.00453878-3.55602e-16j 0.000722728-4.04822e-17j 0.000476412-1.57967e-17j 0.00120217-1.20355e-16j -0.00237526+2.47977e-16j 0.00344277-2.60074e-16j -0.00111299+1.25655e-17j -0.00252469+1.96107e-16j -0.00172095+1.53357e-16j -0.00235019+2.31587e-16j 0.000336937-1.37396e-16j 0.00339247-3.55099e-16j 0.00271391-2.19026e-16j 0.00379758-2.96511e-16j 0.00107425+3.2146e-17j -0.00491753+5.08057e-16j 0.00131239-1.22449e-16j 0.00327849-3.06616e-16j 0.00101395-6.93926e-17j -0.000510991+7.06415e-17j 0.00436457-4.88488e-16j -0.001288+8.38111e-17j 0.00329545-3.37859e-16j 0.00438153-1.52089e-16j -0.00393459+3.10165e-16j -7.41771e-05+1.34542e-16j 0.000946592-6.91324e-17j 0.0018495+1.07524e-15j -0.000414985+3.29271e-17j -0.000455674+3.30578e-17j 0.00337827-1.81862e-16j -9.80539e-05-7.3076e-17j 0.000908057+7.21417e-16j 0.00571954+6.68079e-16j 0.0025465-3.67494e-16j -0.00404907+3.00319e-16j -0.00326832+2.96141e-16j -0.000764554+1.81119e-16j 0.00310322-2.69579e-16j 0.000566464+4.11673e-17j 0.00366119-2.24478e-16j 0.00024434+3.20437e-17j -0.000197061+1.1381e-17j 0.00094048-1.23734e-16j -0.00393555+3.20762e-16j 0.0016292-1.48846e-16j 0.00326716+1.25679e-16j -0.00264519+1.30964e-16j 0.00224678+1.40286e-15j -0.00290589+1.87288e-16j 0.00129116-3.35917e-17j -0.000767973+9.79545e-17j 0.00033658-1.38798e-17j -0.00234385+1.98846e-16j 5.84325e-05+4.10584e-17j 0.00100307-6.43351e-17j 0.00106173-7.14845e-17j 0.000291945-1.03166e-16j 0.00361477-2.73913e-16j 0.00246379-2.13665e-16j 0.00277692-2.57198e-16j -0.00192286+1.78793e-16j -0.00438009+3.67449e-16j 0.00397494-3.19951e-16j -0.001037+3.05497e-16j 
-0.00342359+1.09326e-14j 0.00712917-2.16164e-14j -0.00184926+6.54009e-15j -0.00313542+9.5632e-15j 0.0068883-2.21581e-14j -0.00121148+4.31571e-15j -0.00661163+2.02288e-14j -0.00453771+1.45239e-14j -0.0042107+1.34454e-14j 0.00672815-2.16278e-14j 0.00595725-1.90029e-14j -0.00225061+7.21011e-15j -0.000469332+1.56934e-15j 0.00274871-9.07303e-15j -0.010888+3.45646e-14j 0.00575995-1.85116e-14j 0.00217314-7.04046e-15j -0.00199092+5.8741e-15j -0.00285459+8.75668e-15j -0.00247553+7.43982e-15j 0.00892861-2.81666e-14j 0.00189083-5.94059e-15j -0.00118771+4.04727e-15j 0.00505278-1.64694e-14j 0.00397688-1.26425e-14j -0.00094767+3.24945e-15j 0.0074716-2.36776e-14j -0.00501445+1.53413e-14j 0.0052639-1.66012e-14j 0.00312576-1.01316e-14j 0.00194729-6.34596e-15j 0.00418523-1.33824e-14j 0.00411354-1.32894e-14j -0.00283048+9.40123e-15j 0.0118651-2.92102e-14j 0.00305948-9.63583e-15j 0.0039885-1.23883e-14j -0.00324536+1.02927e-14j -0.00482332+1.50028e-14j 0.000597383-1.99033e-15j -0.00312005+8.52652e-15j 0.0029399-9.1761e-15j -0.00753481+2.34347e-14j -0.00615514+1.97663e-14j -0.00146588+4.85387e-15j -0.0049367+1.52948e-14j 0.00479747-1.46376e-14j 0.00510541-1.59076e-14j 0.0114351-3.71984e-14j 0.00444341-1.46926e-14j 0.0120603-3.851e-14j -0.00618003+1.92907e-14j 0.00689917-2.22451e-14j 0.00898485-2.81593e-14j -8.66653e-05+8.09139e-16j -0.0072975+1.7632e-14j -0.00431184+1.33586e-14j 0.0100894-3.14124e-14j -0.00722185+2.29747e-14j -0.00252517+8.12807e-15j 0.00806935-2.56436e-14j -0.00253788+8.38772e-15j -0.00640304+2.0679e-14j -0.00620467+1.97428e-14j 0.00650086-2.1339e-14j 0.00909996-2.84951e-14j 0.0014793-5.02713e-15j -0.00339847+1.01466e-14j -0.00600407+1.93241e-14j -0.00297114+9.92046e-15j 0.00783126-2.40579e-14j 0.000345328-2.39426e-16j 
-0.00211494+7.72122e-16j -0.0150192-3.75202e-16j -0.0127795-4.16271e-16j 0.0055706+4.10392e-16j 0.00813753+5.6656e-18j -0.00860846-2.37083e-16j 0.0110405+6.52397e-16j -0.00300045+2.97264e-16j -0.00299869+1.33407e-16j 0.00572531-2.83415e-16j 0.00395842-1.9974e-16j -0.00381359-9.80184e-17j -0.00141511+5.5261e-17j 0.00755304+4.96116e-17j -0.00252727+5.31415e-16j 0.00328919-2.81148e-16j 0.0015456-1.66378e-16j 0.0100201+2.86777e-16j 0.00610999+2.68813e-16j 0.00699587+4.33897e-16j 0.000575107-2.45608e-16j 0.000301888-4.25606e-17j -0.00718255-2.54857e-16j 0.00696031-1.99738e-16j 0.00225854-4.19023e-17j -0.00649493-2.88276e-16j 0.0016581-2.83804e-16j 0.0121111+6.21444e-16j 0.00174023-2.97992e-16j 0.00641781+2.27644e-16j 0.00478347+3.976e-16j 0.0024616-2.07603e-16j 0.00301739-2.62031e-16j -0.00676861-4.64613e-17j 0.00373552+2.19317e-15j -0.00300572-3.97126e-16j -0.000807511-1.89834e-16j -0.00173654+1.12973e-16j 0.00421932+3.89652e-16j -0.00416842+1.45573e-15j 0.0149483+3.22938e-15j 0.000386614-2.21109e-16j 0.00477564+4.68949e-16j -0.00472717-3.17323e-17j 0.00436629-2.07876e-16j 0.00557947+4.7721e-16j -0.00652396-5.34289e-16j -0.00119214-3.66049e-16j -0.00164637-5.61374e-16j 0.00979937+1.07309e-17j 0.00818346-3.93517e-16j 0.00201308+2.56205e-16j 0.00844684-1.07658e-16j 0.0142478+1.77115e-15j -0.0113204-1.04377e-15j 0.0036154+3.12249e-15j 0.00395573+3.23793e-16j -0.00885626-8.3087e-16j -0.00315101+1.89043e-16j -0.00228151+1.12024e-16j 0.00227486-4.30873e-16j -0.0073685-2.79627e-17j -0.00776577+1.9219e-16j -0.00268076+2.86876e-16j 0.0150086+1.08227e-16j -0.00325934-4.55674e-16j 0.00619636+1.65062e-16j 0.0101288+5.54858e-16j -0.00732551-3.92704e-18j -0.00974945-2.70987e-16j -0.0126829-8.32883e-16j -0.0115005-4.11712e-18j 
