-0.0187916+3.66923e-17j 0.0406673+6.91633e-18j -0.00385486-2.87956e-18j 0.00239797+1.77273e-17j 0.013692-5.06348e-18j -0.00260461+1.8323e-17j -0.0237847+5.19488e-18j 0.021128+1.9724e-17j 0.00229339+3.57502e-18j -0.00770498-1.54001e-17j -0.00179823+4.19277e-18j 0.00145588+1.07264e-17j 0.0141249-9.38727e-18j -0.0142736+5.80355e-18j -0.00385729+1.06894e-17j -0.000990698-3.08609e-17j -0.00632393-2.97824e-17j -0.0143512+3.08672e-16j -0.00835948+1.06407e-16j 0.00118845+1.46997e-16j 0.0277356-3.18282e-17j 0.00471787+2.24501e-16j -0.00150342+1.81769e-17j -0.000867689+5.51169e-17j 0.013015-3.1292e-17j 0.00226451-1.61232e-18j -6.61154e-05-5.08958e-17j -0.0124036+3.86346e-16j -0.0103726+3.49088e-16j 0.0121444-2.91243e-16j 0.0147588+5.20503e-16j 0.00106464-7.64281e-17j -0.00131544+6.63042e-17j -0.00111892-1.14857e-16j 0.00190721+1.34508e-15j -0.00132002-1.09914e-16j 0.0053429+2.12553e-16j 0.00609185+1.33726e-16j -0.00561622-1.14852e-16j 0.0144814+1.20163e-15j -0.000258801+1.90308e-15j -0.00339832-2.45711e-16j -0.0253795-1.54966e-16j -0.0130143+4.46161e-16j -0.0116228+2.04704e-15j 0.000239028+1.10234e-16j 0.0169451+4.72464e-16j 0.0125223+3.51274e-16j 0.0216428-2.07785e-15j -0.00634918-1.41343e-16j -0.00394651+5.23663e-17j -0.0165489+3.93408e-17j -0.00178696+3.8742e-17j 0.0107416+1.23763e-15j -0.00268913-1.94413e-16j 0.00327574+2.28093e-15j -0.0142597-4.40173e-17j 0.0198641-8.23276e-17j -0.0097061+5.94381e-17j 0.00803216+1.18382e-17j -0.00703232-2.15746e-17j 0.0155815-3.50318e-17j 0.0127221-1.59748e-18j 0.00488195-1.57439e-18j -0.0165116-1.79e-17j 0.0283389-1.14751e-17j 0.00810936+4.15851e-19j -0.00133976-2.78166e-18j -0.00652234-2.26511e-17j -0.0126047-5.98081e-18j 0.0429617-2.90325e-16j 0.00819436+6.59293e-16j 
-0.00232361-2.26594e-16j 0.0113952+2.50928e-17j 0.00366037+1.02453e-16j -0.000566459-7.53407e-17j -0.000831365-2.51391e-17j 0.00247332+6.43107e-17j -0.00620621-1.06142e-16j 0.00612979-1.6449e-17j 0.00232347-3.69746e-18j -0.00294928+2.4522e-17j -0.00129685+3.70992e-17j 0.000208941-1.9022e-17j 0.00406746+5.24704e-18j -0.00538932-1.03029e-17j -0.000567063-1.09195e-16j -0.00322471+1.19222e-17j -0.00291991-1.5484e-17j -0.00532549+1.40008e-17j -0.000609828+1.56377e-17j -0.00118647-6.294e-17j 0.00355944+1.54898e-17j 0.000900637+3.08449e-17j -0.000291699+4.35266e-18j -0.00258206+2.47069e-17j 0.00187356-1.01693e-17j 0.00417342+1.41121e-16j -0.00144434-2.60122e-17j -0.00297426-1.8105e-17j -0.00252243+8.12132e-17j -0.000181792-1.46671e-16j 0.00164862+4.53555e-17j -0.00443445-8.21723e-17j -0.00165756+7.12517e-17j 0.004202+1.95461e-17j -0.000789255-4.65728e-16j 0.00103823+8.18584e-17j 9.8245e-05+2.41444e-17j 0.0039587+8.50461e-17j -0.00225669-1.26348e-16j 0.0033559-6.72518e-17j -0.00285985-2.64822e-16j 0.00154432+4.1379e-17j -0.00640409-1.12557e-16j -0.00058932+1.10965e-16j -0.00331302+4.63066e-16j -0.000147329-3.17618e-17j 0.00424243+1.87048e-16j 0.00388145+1.69281e-16j 0.00158182-6.56123e-17j -0.00540393-7.00522e-17j -0.00394084+7.43314e-17j -0.0046036-5.28178e-17j -0.00321168+6.94171e-18j -0.00431926-6.10795e-16j 0.00345241+2.87827e-16j 0.000384955+1.71681e-16j -0.00476573-8.2146e-17j 0.0059844+1.30208e-16j 0.000849111-3.03091e-18j 0.00182304-2.72691e-17j -0.00355872+4.844e-17j 0.00445324+3.91383e-18j 0.00539174-5.51996e-18j 0.00260336-3.6358e-17j -0.00818033-5.01905e-17j 0.00536126+7.10051e-17j -0.000833632-4.79128e-17j -0.00276931-1.10447e-16j 0.00207064+2.99924e-17j 0.000935044+7.85981e-17j 0.0110217+1.32279e-16j 0.00523882+6.08924e-17j 
-0.00128569+6.09619e-17j -0.00339286-9.78978e-16j -0.00392166-9.30586e-16j 0.00204347+4.27898e-16j 0.00212591+4.77467e-16j -0.0027234-6.35875e-16j 0.00226199+6.70053e-16j 0.000123518-2.38331e-16j -0.000548459-2.14007e-16j -0.000268942+1.14691e-16j -0.000676301-5.46025e-17j 0.000955222+1.86676e-16j -0.000408921-2.37561e-16j 0.00095347+3.97541e-16j 0.00226584+4.09007e-16j 0.00147364+4.47763e-16j 0.0010433+3.41558e-16j 0.00202791+5.56362e-16j -0.000586687-1.19609e-16j 0.00213807+4.84023e-16j 0.000573196+1.69358e-17j 6.02753e-05+1.30198e-17j 0.000449469+1.04028e-16j 0.00126884+3.80609e-16j 0.000140997-1.47109e-17j -0.00322499-8.3683e-16j -0.000325097+7.9309e-17j 0.00108677+3.14462e-16j -0.00140785-1.22988e-16j 0.0021956+4.65264e-16j 0.00136679+2.52588e-16j 0.00346674+8.77112e-16j 0.000727274+2.01108e-16j -0.0034357-8.46202e-16j -0.00216585-1.86927e-15j -0.00195057-4.08447e-16j -4.13497e-05+7.80665e-18j -0.00132244-4.43792e-16j 0.00209355+4.92766e-16j -0.000187438+2.49121e-16j 0.0033392+1.42853e-15j -0.00319644-7.10948e-16j 0.00220602+6.44224e-16j -0.000957874-2.09582e-16j 0.000436371+1.60645e-16j 0.0014571+2.61269e-16j -0.00144068-4.68965e-16j -0.00198088-5.58256e-16j 0.000766947+4.79573e-17j 0.00286772+8.0306e-16j -0.000347266+1.37292e-16j 0.00220235+5.83539e-16j 0.00100645+3.59394e-16j 0.00458016+1.68521e-15j -0.00385526-1.09445e-15j 0.00236146+2.09462e-15j 0.00220643+5.98326e-16j -0.00349319-8.64907e-16j -0.000970181-2.53009e-16j 0.000721972+5.57105e-17j -0.000256137+1.24675e-16j -8.19055e-05-2.0572e-16j -0.000745531-3.93306e-16j 0.000256802-7.82928e-17j 0.00233369+8.09483e-16j -0.000990275-3.69167e-16j 0.00236163+5.03561e-16j 0.00333377+7.5822e-16j -0.001906-4.89047e-16j -0.00318404-6.90536e-16j -0.00264687-9.803e-16j -0.0032704-7.15524e-16j 
0.00130841-1.35359e-16j -0.00113993-3.90713e-17j 0.00195062-1.21682e-16j -0.000328096+3.42178e-17j -0.00250354+1.35112e-16j 0.000922923-8.01243e-17j 0.000334605+2.63988e-17j -0.00191216+2.10187e-17j 0.000345827-3.1582e-17j 0.00159042+5.12836e-17j -0.000869724+7.56501e-17j 0.00283173-8.005e-17j -0.000819183+3.15739e-17j -0.00119764+6.54902e-17j 0.000747646-9.85231e-17j 0.00102579+4.58527e-18j 0.00248528-4.24342e-17j -0.00210552+1.11574e-16j -0.00166776+1.03328e-16j -0.000820335+6.23579e-17j -0.00267214+1.00165e-16j 0.00131184+1.63272e-17j 0.00390209-1.6579e-16j 0.000645568+5.7836e-17j -0.00196455+1.00247e-16j -0.00025142-2.25862e-17j 0.00115782+1.61807e-17j -0.00348283+1.79117e-16j -0.000291616+5.53035e-17j -0.00162719+1.01933e-16j -0.001927-1.3068e-17j 0.0020093-3.51822e-17j 0.00267659-6.35405e-17j 0.000501459-1.41416e-17j -0.00344478-2.26834e-15j 0.000878575+5.319e-17j -0.000792924-2.14752e-17j -4.10377e-05+8.23538e-18j 6.07524e-05+1.61688e-17j -0.00111711-5.56909e-16j -0.0038549-7.1448e-16j -0.00254177+1.58386e-16j 0.00188195-7.68965e-17j 0.00126347-2.39458e-17j -0.00235227+3.45443e-16j -0.00145352+4.64479e-17j -0.00045307-2.56326e-17j -0.000948009+5.31521e-17j 0.000982706-8.35123e-17j 0.00131493+4.17401e-17j -0.00200344+1.43473e-16j 0.00213593-8.27989e-17j -0.000708483+9.90041e-17j -0.000632778+5.59973e-17j 0.00181628-1.55259e-17j -0.000180876-1.27939e-16j 0.000344049-2.88125e-17j 0.000774217+1.05051e-17j 0.00201295-7.92506e-17j -6.03051e-05-2.58121e-17j 0.000774798+1.82124e-17j 0.000130389-6.09274e-17j -0.00075357-5.61826e-17j 0.000102576-3.73508e-17j -0.00118954+1.29454e-16j -0.00210571+8.10116e-17j -0.000890118+6.86905e-17j -0.000756354+6.69675e-17j 0.00156299-9.46318e-17j 0.00151369-1.13201e-16j -0.00140907+4.91019e-17j 0.000549808-1.46358e-16j 
-0.00145578+6.13395e-17j 0.00163264+3.4014e-17j 5.08845e-05+5.7569e-18j 0.00099823+1.02789e-17j 0.00126086-9.40722e-18j -0.00101153+9.60602e-18j 0.000410695+6.06707e-18j -0.00289212+1.67353e-17j -0.000285992+1.18369e-17j 0.0117055-1.67779e-17j 0.0044914-1.26345e-17j 0.00114267+4.1313e-18j 0.00219935+1.5815e-17j -0.00193752-2.81669e-17j -0.0105466+6.55783e-17j 0.00253349-9.77608e-17j 0.00445073-2.47318e-17j -0.00503586+8.35868e-17j 0.00241431+3.67032e-17j 0.000617792+4.71707e-17j 0.000398105+2.42461e-18j 0.00653044+2.18117e-16j 0.000314788-1.67671e-17j 0.0075915-1.44636e-16j 0.00123066-1.01553e-17j 0.00190991-7.71394e-17j 0.00731212-2.52548e-17j -0.0022944+8.88086e-17j 0.00235946+3.8805e-17j 0.000937077+1.32524e-17j 0.00152524+6.4959e-17j -0.00166147-4.4222e-17j 0.01039-5.90304e-17j 0.00355156+1.13848e-16j 0.00197771+1.37934e-15j 0.00485266+6.82924e-17j -0.00180138-7.88232e-17j 0.00456817+1.15533e-16j -0.00302812-2.95461e-17j -0.00367293-6.14125e-16j -0.00263074-9.799e-16j 0.00195558+6.84664e-17j -0.0041583-1.15024e-17j -0.00432058+2.57431e-16j -0.00760404+1.21942e-15j -0.0015103+1.96256e-17j 0.000379569+5.25515e-17j 0.00690691+1.08826e-16j 0.00630167-6.66964e-16j 0.00623205-5.96946e-17j 0.00471189-2.69377e-17j -0.00397381-2.62623e-17j 0.00571606-9.07875e-18j 0.00676381+7.53587e-16j 0.00195145+3.82962e-17j -0.00208345-1.4713e-15j -0.00633717-2.33381e-17j 0.00941332-2.35413e-17j 0.00202675+4.5352e-17j -0.00294718+2.31574e-17j 0.00388025-2.32637e-17j -0.0040597+2.85952e-18j -0.00627656+2.12621e-17j -0.00242957+2.47746e-17j 0.00332549-2.14685e-17j 0.00241842-4.70329e-18j 0.000975271-4.73719e-18j 0.000279494+4.02163e-18j -0.00121301+7.56408e-18j -0.0029789+5.27389e-19j 0.00243809-3.48969e-17j -0.000427209+1.01054e-16j 
-0.00394251+8.71067e-18j 0.0129638-7.14472e-16j 0.00225963-1.39286e-16j -0.000328991+2.05914e-17j 0.00174351-4.39005e-17j 0.00127562-8.82334e-17j -0.00688593+3.38418e-16j 0.00499695-2.77067e-16j 0.00138196-8.85303e-17j 0.00170495-8.77394e-18j 0.00139323-2.8367e-17j -0.000479814+2.24973e-17j 0.00495969-2.42019e-16j -0.00514026+2.6536e-16j -0.00590695+2.29907e-16j -0.0015442+9.30024e-17j -0.00163034+1.07754e-16j -0.00648591+4.22805e-16j 0.000226933+3.05729e-17j -0.000815532+7.68359e-17j 0.00598693-2.75394e-16j 0.00310115-2.49053e-18j -0.0015012+7.70177e-17j 0.000857331+2.5148e-19j 0.00354726-1.8524e-16j 0.00433605-2.15744e-16j 0.00190208-9.09643e-17j -0.00334936+2.37222e-16j -0.00096559+1.30389e-16j 0.00143096-1.30324e-16j 0.00326243+1.89775e-19j -0.00450921+2.14483e-16j 0.00192434+3.4541e-17j 0.0043894-2.38055e-16j 0.00252711+1.68473e-15j 0.00269266-1.06098e-16j 0.00032463-2.84291e-18j 0.00489002-1.40998e-16j -0.0038114+1.08265e-16j 0.00246879-2.73406e-16j -0.0026404-9.17885e-17j 0.0030395-1.81682e-16j -0.00931853+4.03764e-16j -0.00358835+3.20467e-16j -0.00543671+1.11508e-15j -0.000809458+6.50425e-17j 0.00506598-8.52841e-17j 0.00713127-1.58579e-16j 0.0053889-6.9684e-16j -0.00252514+1.53798e-16j 0.000175773+7.16651e-17j -0.00732176+3.46096e-16j 0.000236207+6.13763e-17j 0.000282525+8.18167e-17j 0.00304687-3.39143e-17j -0.00111698-7.69689e-16j -0.00747441+3.20202e-16j 0.0101624-4.72442e-16j -0.000314371+2.20414e-17j 0.000503765-3.92238e-17j -0.00119827+1.06948e-16j 0.00257046-1.67782e-16j 0.00230443-1.76733e-16j 0.000777741-7.05271e-17j -0.00530468+3.17363e-16j 0.00814101-3.72664e-16j 0.000332479+9.94847e-18j -0.00251865+1.33069e-16j -3.29079e-05-3.68789e-17j -0.00147169+3.34865e-17j 0.0131669-6.7011e-16j 0.00452767-1.74328e-16j 
-0.0061478+4.70668e-16j 0.00229216+3.48037e-16j -0.00757986+1.3928e-16j 0.00428978-4.88287e-17j 0.00751393-9.39028e-17j -0.00551622+1.16518e-16j 0.000526618-1.0415e-16j 0.00319196+8.59535e-18j -0.000676068+2.65017e-17j 0.004523-2.09505e-17j 0.0024532-1.90192e-17j -0.000659811+2.44966e-17j 0.00363641+1.25827e-17j -0.00075194-8.93434e-17j -0.00470202+9.03308e-19j 0.00199797-7.30115e-17j 0.000808262-1.59212e-17j -0.000117532-1.01547e-16j 0.00190833-6.77829e-17j 0.00448408-1.43995e-17j 0.00660662+7.80187e-18j 0.00359546+1.79855e-16j -0.00350834+8.14853e-17j 0.00570725-1.38554e-16j 0.00444026-3.07193e-17j -0.00231105-3.97352e-18j 0.00275775+5.75452e-17j 0.00251032-6.44038e-17j -0.00160706+1.04208e-16j 0.00654588-1.05521e-16j 0.0065986+2.09598e-16j 0.0010426-8.41587e-17j 0.00474501-3.12701e-17j -0.00253369+1.19083e-16j 0.00151923+1.07498e-15j -0.000582622+2.72666e-17j -0.000106846+2.86636e-17j 0.00246354+8.53317e-17j 0.000306286-1.07718e-16j 0.000151476+9.37791e-16j 0.00698973+1.27e-15j -0.000765743-7.27612e-17j -0.00450325-9.00029e-17j -0.00671796+1.72522e-16j -0.00343381+6.45819e-16j 0.00288326-5.91339e-17j 0.000540581+1.29331e-16j 0.00430812+9.76332e-17j 0.0060307-6.06591e-16j 0.00553041-1.39804e-16j 0.00351376-4.43619e-17j -0.00368347-5.67365e-17j 0.00527147-5.94456e-17j 0.0119977+1.28412e-15j -0.00603253-2.10069e-16j 0.00286359+1.95322e-15j -0.00323866-7.73772e-17j 0.00267386+1.03369e-16j -0.00266928+5.36107e-17j 0.000169463+1.21577e-17j -9.0768e-06-1.27234e-18j -0.000941457+4.74986e-17j -0.00242957+5.74201e-17j -0.000352672+1.41157e-17j 0.00412149-1.37351e-16j 0.00538474+3.28822e-17j 0.00563076-8.6337e-17j 0.00552409-1.20218e-16j -0.00536379+5.83399e-17j -0.00920749+1.007e-16j 0.00434979-4.43532e-17j -0.00423262+5.17834e-16j 
-0.00478812+5.70355e-16j -0.00501084+1.81203e-16j -0.00970732-1.23675e-16j 0.00705272+7.56145e-17j 0.00728747+7.15764e-17j -0.00700962-5.09069e-17j 0.00786878+7.72559e-17j 0.00367561+5.41462e-18j 0.000375407-2.24215e-17j 0.0080355+1.01294e-17j 0.00463969+9.14833e-18j -0.00433514-4.46623e-17j 0.00483781-1.83783e-18j 0.000975808+1.92002e-17j -0.00765247+1.83105e-17j -0.0010859-3.09154e-18j -0.000767896+5.80589e-18j 0.00364084-1.85108e-17j 0.0100549-6.33219e-17j 0.00775687+1.11472e-16j 0.00254212+7.97414e-17j 0.00423851+2.12501e-16j -0.0100252-3.5403e-18j 0.00766876-1.01185e-16j 0.004859-1.49986e-17j -0.000194189-1.37566e-16j 0.00201268+4.20765e-17j 0.0124567-1.23417e-17j -0.000385216-2.08246e-17j 0.00669639+3.41242e-17j 0.00800895+4.62522e-16j -0.00669852-3.82109e-17j 0.00548003+7.15447e-17j 0.000991946-4.07163e-17j 0.00290976+2.06429e-15j -2.65151e-05-4.84283e-17j -0.00306146-5.72507e-17j 0.00686608+1.14101e-16j 0.00146652-7.06346e-17j -0.00327109+1.51962e-15j 0.014314+2.51742e-15j 0.00468359-1.89538e-16j -0.00296914+5.11291e-17j -0.00694651+2.13822e-17j -0.001937+5.33316e-16j 0.00727653+5.6752e-17j -0.00379443-3.80832e-17j 0.00658459+2.26521e-17j -0.0010086+6.53762e-17j 0.00638421+4.92557e-17j 0.00507098+5.51387e-17j -0.00474484-4.37223e-18j 0.00756871+5.97437e-17j 0.0116977+1.53668e-15j -0.00759654-5.12063e-16j 0.00511165+3.65767e-15j -0.00403336+2.11148e-17j -0.000500473-8.81817e-17j 0.000590284-3.95434e-17j -0.00194597+1.3923e-18j -0.00182407+2.56666e-17j -0.00556013-1.1322e-17j -0.00440154-2.95174e-17j 0.000187812-6.74026e-18j 0.00821124+9.75629e-17j 0.00157456-8.83429e-18j 0.00595566+4.56048e-17j 0.00934903+8.38115e-17j -0.00494785-8.364e-17j -0.0107296-1.00563e-16j -0.00257378-2.40587e-16j -0.00722222+3.04887e-16j 
-0.000925736+2.52887e-16j -0.0047555+5.42975e-17j -0.00490581-6.69588e-17j 0.00319812+5.54992e-17j 0.00205836+2.74386e-17j -0.00270691-2.88481e-17j 0.00453908+7.47276e-17j 0.00469232+5.58649e-17j 0.000864331+1.10344e-17j -0.00588067-2.22332e-17j -0.00175845+5.41493e-18j -0.00303634-6.93779e-17j 0.000800216+1.86966e-17j 0.00183626+2.28657e-17j 0.00554926-3.13866e-17j -0.00325236+1.53802e-17j -0.00424974-3.67361e-17j 0.00622231-5.84642e-17j 0.00371896+8.64329e-18j 0.0038165+4.40702e-17j 2.31757e-05+1.45225e-17j -0.0032569-9.40711e-17j -0.00547615-6.44707e-17j -0.00262646+3.62156e-17j 0.00113834+1.06429e-17j -0.00148308+4.90394e-17j -0.00561479-2.0083e-17j 0.0090095+1.28394e-17j -0.00258389-7.19967e-17j 0.00239029-5.85073e-18j 0.00274294+2.05585e-16j -0.00272995-1.01216e-16j -0.00595369+3.44117e-17j -0.00197886-6.78964e-17j -0.00120776-8.35842e-16j -0.00421034-7.87448e-17j -0.000584828-6.12711e-18j 0.000285113+2.87034e-17j 0.00369134-2.59866e-18j 0.00114096+1.33347e-15j 0.00998255+2.24364e-15j 0.00069949-9.68858e-17j 0.00258383+3.54436e-17j 0.000501897-1.89831e-16j 0.00531979-7.21229e-16j 0.00555873+7.1922e-17j -0.00282913-9.79886e-17j -0.00261184-7.10082e-17j -0.00689973+5.97514e-16j -0.00216771+1.8185e-17j -0.00232645+1.48782e-17j 0.00132413+6.93662e-19j -0.00133333+9.83325e-18j -0.000330452+9.66405e-18j -0.00551006-2.91204e-16j 0.00507805+3.65588e-15j 0.003426+2.2173e-17j -0.00890542-6.6118e-17j -0.000546199-2.66375e-17j 0.00156934-1.64168e-17j -0.0049085-3.33572e-17j 0.000547873-3.48446e-18j 0.00338174+1.72981e-17j 0.00267809+1.4612e-17j 0.00100348+3.60364e-17j -0.00211157-2.09485e-17j 0.00214022+2.08352e-17j 0.00500897+6.42576e-17j -0.000970453-2.00453e-17j -0.0028664-4.71834e-17j -0.00421061-1.0235e-16j -0.00347248+6.12834e-17j 
0.00228684+5.06196e-18j -0.00555456+2.4184e-17j 0.000554656-2.6896e-18j 0.00156953+1.27526e-17j -0.00229263-8.74014e-18j 0.000214687-8.49771e-18j 0.00572583-1.75273e-17j -5.29216e-05+2.99755e-19j 0.00145596+3.76351e-18j 0.00321816-3.3798e-18j 0.00144496-3.75834e-17j -0.00231261+5.69105e-17j 0.000908472+9.82147e-21j 0.000480727-4.08153e-17j -0.00247386+3.65063e-17j -0.0031173+4.68047e-17j -0.000971463+5.16795e-17j 0.00170231-1.09046e-16j 0.00660123-1.08412e-16j 0.00174574-1.94596e-17j -0.00505717+1.71246e-17j 0.000874409+5.64699e-17j -0.00417057+1.0004e-16j 0.0010833-3.21205e-17j -0.000619632-4.5882e-17j 0.00299898-4.99487e-18j -0.000507656-1.66893e-17j 0.00692493-2.06643e-16j 0.00116515-1.41132e-16j -0.0014821-7.92493e-19j -0.000142611+6.15589e-17j -0.00735049+4.98433e-17j 0.00104414+1.14316e-16j 0.00463013-2.66194e-17j 0.000118626-1.22593e-17j 0.00136694+3.70642e-17j -0.00295603-9.60912e-17j 0.00436939+6.23357e-17j 0.00043973-3.82685e-17j -0.00320715+1.83829e-16j 0.0036191+2.02514e-16j 0.00473614-1.16644e-16j 0.00149565+6.60682e-17j 0.000973651-2.77171e-17j 0.000321453-1.21461e-16j 0.00286319-1.72455e-17j -0.00347896-4.32109e-17j 0.00206065-3.87308e-17j -0.00646798+7.02276e-16j -0.000200463+6.09972e-17j 4.12904e-05-5.04791e-17j -0.000652687+4.42671e-17j 0.000881434-1.90437e-17j -0.00277361-2.85323e-16j 0.000852548+5.69882e-17j 0.00130316+9.52595e-16j -0.00117133+1.58906e-17j -0.00156729+1.63462e-17j 0.00422062-4.68942e-18j -0.001924+1.76507e-17j -0.00160231+1.96056e-17j -0.00362722+5.7232e-17j -0.00125207+1.00498e-17j 0.000741514+1.30084e-17j 0.00170175-3.41101e-17j -0.0040401-3.68976e-18j -0.00104931+1.51928e-17j 0.00181161+7.89934e-18j 0.00198535+8.96207e-18j 0.000674592-1.03283e-17j -0.00566396+5.75594e-17j -0.00103487-9.24362e-17j 
0.000121496-5.04667e-16j 0.0111891-2.03106e-16j 0.00451254-7.86613e-17j -0.00784869+4.29896e-17j 0.00222576+6.53932e-17j 0.00427238-7.64694e-17j -0.0113597+2.28452e-17j -0.00238082+5.75252e-17j -0.00337647+2.79596e-18j -0.00507402+3.47795e-19j 0.00219756-3.27403e-18j -0.00431962-1.76697e-17j -0.00257841+3.57065e-17j 0.00330343-1.10036e-17j -0.00324923+3.94674e-17j 0.00156945-2.4414e-17j -0.00351241+2.46976e-18j -0.00035638+7.57915e-17j -0.00566494+7.42353e-17j -0.00699758+9.89481e-18j 0.00791652+8.3031e-18j -0.00500906-1.2385e-16j -0.00108145-1.54096e-17j -0.00483101+1.09218e-16j 0.00224008+1.99749e-17j 0.00162982-3.4627e-17j 0.000795172-1.917e-17j -0.00586241+6.37736e-17j 0.00511768-5.94684e-17j -0.0014102+1.23128e-16j -0.00220381-4.12515e-17j 0.00192392+9.07493e-17j -0.00758276+1.06656e-16j -0.00179891-5.44512e-17j 0.0130984+9.13282e-15j 0.00110151-2.33211e-16j 0.00633979+1.83534e-16j -0.00678601-8.96979e-17j -0.00511588+8.77364e-17j 0.00490811-5.21263e-16j -0.00684871-7.06007e-16j 0.00504475-2.18845e-17j -0.0065552-2.66389e-17j -9.75701e-05-2.01775e-16j 0.00555054-8.43547e-16j -0.00646596+6.23153e-17j 0.00708554+1.1181e-16j 0.00056636+9.4617e-17j 0.00480033-3.95059e-16j -0.00621811+5.39865e-17j 0.00782642-6.48785e-17j -0.00510098-1.61571e-17j -0.000684505+2.69765e-17j -0.0049177-4.9599e-16j 0.00415322+1.21427e-16j -0.00936832-6.56191e-15j -0.000898818-1.6355e-17j 0.00617663-5.7171e-17j -0.0082698+2.82576e-17j -0.000486064+4.20464e-17j 0.00510769-6.69156e-17j 0.00213119-1.96534e-17j 0.00107945+3.71447e-18j -0.00442627+3.31845e-17j -0.000695081+2.05378e-17j 0.00837721+2.22044e-17j -0.00332425+7.04356e-17j -0.00946509+8.44262e-17j -0.00189112-4.1232e-17j 0.0053969-9.63727e-17j 0.00983117+7.12798e-17j 0.00613137-1.77259e-16j 
0.00495018-5.61048e-16j 0.00157467-2.35315e-16j 0.00933874-1.19396e-16j -0.00267271+6.10035e-17j -0.00937136+1.08163e-16j 0.00608708-1.03324e-16j -0.00144021+4.51083e-17j -0.000138735+8.20025e-17j 0.00294187+5.2616e-18j -0.00310522+8.21674e-18j -0.00382277+2.14222e-17j 0.00359454-2.50561e-17j -0.000747082+5.50838e-17j -0.00412741+3.1292e-17j 0.00460104-4.45867e-17j -0.00325931+3.16902e-17j 0.000167077-3.5088e-17j -0.00461895+1.1288e-16j -0.00183807+1.16635e-16j -0.00374679+4.93536e-17j -0.00734011+4.72518e-17j -0.000434836-7.42465e-17j 0.0058358-1.37179e-16j -0.00483981+1.1797e-16j -0.00463343+7.25651e-17j 0.0041394+8.50011e-17j -0.00239828-1.07995e-16j -0.00517671+1.38157e-16j -0.00123654-8.677e-17j -0.00675276+5.41342e-17j -0.0057106-1.37402e-16j -0.00274569-3.4132e-17j -0.00133771+2.22923e-18j 0.00568503-6.15885e-17j -0.00688339-4.82439e-15j 0.00172374+8.80967e-17j -0.00184163-1.04446e-16j 0.00179897+6.42207e-17j -0.000609447+4.53201e-17j -0.000136498-1.14913e-15j -0.00920845-1.66695e-15j -0.00107808+1.3395e-16j 0.00274386-2.36996e-17j 0.00637213-3.11626e-17j -0.0020031+1.05056e-16j -0.00232213+9.54703e-17j 0.0002021-4.60646e-17j -0.00200445+2.16226e-17j -0.00460209+4.84877e-16j -0.00567573+6.42134e-17j -0.00831892+4.49978e-17j 0.00293102-7.38059e-18j -0.00671275+4.90992e-17j -0.0124292-1.37428e-15j 0.00789869+3.23685e-16j -0.000540831-3.00968e-16j 0.000212876-1.98741e-18j 0.000762192-2.18618e-17j 0.006155-4.5693e-17j 0.00084961-3.36825e-18j -0.0025137-3.91375e-17j 0.00291614-5.84494e-18j 0.00435401-4.77858e-18j 0.00277777+1.29308e-17j -0.0090554+5.65262e-17j -0.00479138+4.54655e-17j -0.0054044+9.43744e-17j -0.00506303+1.06624e-16j 0.00746849-4.3597e-17j 0.00856209-1.1492e-16j -0.000350606+1.80919e-16j 0.00594353-4.69381e-16j 
