0.00493483-0.0533914j 0.0167649+0.00972139j 0.0318479-0.0572372j -0.0147095-0.0319772j 0.0382554+0.0111504j -0.0284153-0.00154844j -0.0495614+0.0170542j 0.000777244+0.00161158j -0.0159994+0.00174594j 0.00484609-0.0122167j 0.0174603-0.0245687j 0.00442195-0.00415563j 0.00171136+0.00313532j 0.0121233-0.0471826j -0.026045-0.0116391j -0.0352919+0.0412424j 0.0236386-0.0359761j -0.01322+0.0118207j 0.0261164-0.00479053j 0.00274047-0.0118312j 0.00032959-0.00877603j -0.0079694-0.00133997j 0.00177106+0.00653124j 0.00278351-0.000329032j 0.00241054+0.00411883j -0.00505695+0.00333731j -0.00149196-0.00202785j 0.00134611-0.00655955j -0.00225622+0.000953479j 0.00253851-0.00368224j -0.006488+0.00945801j -0.000975205+0.00130102j 0.00292767-0.00268969j -0.00306854+0.00448498j 0.00362653+0.00391179j -0.0384964+0.0268225j -0.000488682-4.88514e-05j 0.00655749-0.00731435j 0.00475023+0.00953643j 0.00341239-0.00652555j -0.0132868+0.021202j -0.00431708+0.0180157j -0.00341946+0.00639663j 0.0127081-0.00750453j -0.0090153+0.00962294j 0.0035924+0.0079967j -0.00936138+0.014229j -0.00230736+0.0115523j -0.00844406-0.0029657j 0.0088913-0.00892823j -0.00238674+0.00313925j -0.00753541-0.00554914j -0.002393-0.008376j -0.00380394-0.00511595j 0.00546099+0.0059082j -0.00449243+0.00353952j -0.0113673+0.00337576j 0.00456218+0.000926003j -0.00407269+0.000807311j -0.000801501+0.00408054j -0.00143536-0.00317565j 0.000646674-0.00302514j 4.8165e-05-0.00288242j 0.0086953+0.00387958j -0.00316623-0.00403187j 0.00173302-0.000635032j 0.00243667-0.00420017j 0.00136713+0.00378013j 0.00354275+0.000699059j -0.00422787+0.00176293j -0.00135118+0.00461316j -0.00506093-0.00292752j 0.00506629-0.00129403j 0.00032219+0.00371204j -0.00593211-0.000378679j 0.000351961-0.000553717j -0.00533511-0.0052631j -0.00159837-0.000169814j -0.00334786-0.00232735j 0.00289993-0.00213218j 0.000845888+0.00978952j 0.0156404+0.00163315j -0.00553877+8.29621e-05j -0.00668464-0.000435271j 0.00403904+0.00195212j 0.00749522-0.00288611j 0.00942127-0.00285211j 0.0198415+0.0217276j -0.00576599-0.00289422j -0.00313045+0.00965143j -0.00319795+0.00101121j -0.00605942+0.0235729j -0.0441071-0.0445202j -0.0149852-0.00130425j -0.00413252-0.00870001j 0.0176021-0.0237776j -0.00186422+0.0190987j 
0.0662487-0.00626812j -0.0178969+0.0735266j -0.085683-0.0155034j -0.138511+0.203488j 0.100346-0.274424j -0.00369274-0.123521j 0.162936+0.105454j 0.0796393+0.11034j 0.102806-0.0821707j 0.119851+0.0585442j -0.199296+0.0471953j -0.148625-0.00734596j -0.056566+0.155716j 0.0768046+0.0189923j -0.162782-0.137799j -0.0780907+0.0340207j 0.113317-0.0728776j 0.060251-0.0583178j -0.0142101-0.0297721j 0.00834868+0.00846801j 0.034687+0.00302082j 0.014268-0.0279556j -0.0112985+0.0132158j 0.0208061+1.53005e-05j -0.00768243+0.0101918j 0.021428+0.0330908j 0.00927646+0.000316136j -0.0151409-0.0168495j -0.00501195+0.0370716j -0.00769437+0.00466834j 0.00892883-0.0136412j -0.00924062-0.00129418j -0.00653326-0.00154328j 0.0128746+0.0280649j -0.0322996-0.00279872j -0.00979027+0.0230158j -0.00126276+0.00128523j -0.00105353+0.0104938j -0.0129301+0.0165092j -0.00395177-0.0101671j -0.0130923+0.0125107j 0.00482673-0.00386398j 0.00125675-0.0140311j 0.0156053+0.0103522j -0.00759586-0.00179473j -0.00654766-0.00725303j 0.000747936+0.00879683j -0.00221074-0.00634081j -0.00056179-0.00160083j -0.00830214-0.00364201j 0.0115166-0.00516278j -0.00122155+0.0120015j -0.0100981+0.0237351j -0.0051178-0.0167875j -0.0122434+0.000644548j -0.00662608-0.0132638j 0.0072599-0.00109878j 0.00687212+0.0066868j 0.00378543+0.0015812j 0.0091497+0.00287042j 0.0136526+0.00777486j -0.00689999+0.00446199j -0.00179286+0.000756219j 0.0155048+0.00416624j 0.0146758-0.00119904j -0.0135995-0.00745728j -0.00629568-0.00214564j 0.00296616-0.000963589j 0.00971183+0.00728541j 0.00311217+0.0163678j -0.00607356+0.00487895j 0.00686433-0.00563498j 0.000983379-0.00307354j -0.0062846+0.00300515j 0.00855292+0.0151545j 0.00270464-0.00580999j -0.00145228-0.00598273j -0.00832645-0.00933718j -0.00391288-0.00522234j -0.00435676-0.00653713j -0.00929811+0.00869661j 0.00269699+0.010339j 0.00152226-0.00111567j 0.0141123-0.0018957j 0.0105467+0.00307314j 0.0069403+0.00305973j 0.00890512+0.000554048j 0.0172825+0.00637265j -0.00623405+0.000300275j -0.00121066-0.00170226j -0.00488699-0.00384173j 0.00853827-0.0054082j 0.00460801+0.00407144j -0.00833215+0.00111646j -0.0121649-0.00602461j 0.00707071-0.00763831j 0.000852571-0.00443952j 
0.0219207-0.0605874j -0.0170187+0.0680668j -0.016814+0.0806045j 0.1225+0.0903304j 0.0528977+0.0743345j 0.214678+0.040216j 0.0234643-0.0100231j -0.17895-0.265217j 0.171405+0.0081204j 0.142874+0.0711905j 0.0897625-0.14075j -0.0662389-0.125292j 0.020233+0.14772j -0.0245534+0.0929997j 0.0495942+0.134828j 0.017969+0.0917526j 0.0587688-0.108584j -0.0415429-0.0138929j 0.0120935+0.0397886j 0.00288324-0.0574904j -0.0535077-0.0213341j 0.00247237+0.0326131j -0.0233381+0.0120053j -0.0473175-0.015643j -0.00533336+0.00112028j 0.0342344-0.0103454j -0.0198197+0.027859j -0.00190507+0.0130707j 0.00279029+0.0298941j 0.0350085+0.0371165j 0.00382857-0.00257298j 0.0288004-0.0287508j 0.0013696+0.00168613j -0.00378957-0.0012586j -0.0203541+0.022195j 0.0115812-0.00444028j 0.00704516-3.30103e-05j -0.00852372+0.00798323j -0.00119802-0.00028011j -0.00057088-0.0158298j -0.013063+0.0108818j -0.00212756+0.00960472j -0.00308072+0.00640075j 0.00587391+0.0121532j 0.00494116+0.00118944j -0.00839109-0.0150978j -1.9137e-05+0.0126364j 0.00788427-0.000411259j 0.00538157+0.00694652j 0.00718834+0.00104791j -0.00391584+0.0174172j -0.0204571+0.00171078j 0.00616067-0.00172478j 0.012799-0.00573687j 0.00502949+0.0119611j -0.000668536-0.0190755j 0.0122696+0.00306343j -0.0205784-0.0148843j -0.0102857+0.00444135j 0.0105682+0.00189665j 0.0103948+0.0236666j 0.00352311-0.0171657j -0.00479055-0.00674647j -0.00830741+0.0037841j 0.0231521+0.00597599j -0.00269498-0.00507333j 0.0219106+0.000731738j 0.00901886-0.0055922j -0.0113833+0.00926382j -0.0020967-0.0141442j -0.00211519-0.00178483j 0.00175888-0.00393776j -0.00325886+0.00691343j -0.00471979+0.00572213j 0.00753264+0.00259577j 0.00864094+0.000137453j -0.0220249-0.0130246j 0.00408692+0.00222413j -0.00847137-0.011159j -0.0055938-0.0124305j -0.00172188-0.0109962j 0.00689698-0.00417974j -0.0135911-0.00963459j -0.00277776+0.00945524j 0.00461891+0.00440462j 0.00503046+0.00596525j -0.00672187+0.00969612j -0.00540141-0.00143573j 0.00300256+0.0114161j 0.00670254+0.00541458j 0.00148567-0.00710657j 0.00266358-0.00610864j -0.00928472+0.00286097j -0.00525954+0.012892j 0.0075678+0.00218877j 0.00102528-0.013571j 0.0108427-0.00813862j 
0.00820833+0.0420941j 0.0766254-0.0653141j -0.0667249-0.120704j -0.00542487+0.0703504j -0.0431837+0.011166j 0.0758386-0.00524256j 0.0527842+0.124046j -0.00889416-0.113115j 0.134498+0.00970241j -0.0359024-0.0299485j -0.216265+0.0102697j -0.0473588-0.0310206j -0.109637-0.0923733j -0.0436573-0.0240393j -0.164331+0.124153j 0.1649+0.074221j -0.00266475+0.0501655j 0.0329125-0.0310038j -0.0559254-0.0116003j 0.00165194-0.018801j -0.0128498-0.015331j 0.0214187+0.0202546j -0.00711454-0.0134089j -0.000854633+0.00578694j -0.00176988+0.000981269j -0.00649304-0.00810415j 0.00374129+0.00754106j 0.00312307+0.0100147j -0.0025993+0.00939286j -0.0027352+0.0177928j 0.00259516-0.00596087j -0.00047881-0.0042712j 0.00820315-0.00871406j -0.00486946-0.0202687j -0.00564511+0.00807271j 0.00785507+0.00917417j -0.0230254+0.00283068j 0.000666761-0.0105767j -0.00601251+0.0108306j -0.0166182+0.00932983j 0.0173321+0.00146892j 0.0109426-0.00949141j 0.00176608-0.000450671j -0.0250581+0.0116365j 0.0142378+0.00507821j -0.0142183-0.019704j 0.0227201+0.0156538j -0.000637311-0.00164029j -0.0030196-0.000915482j -0.0184681-0.00359801j 0.00466477+0.00458922j -0.00622124+0.0130581j -0.00172628+0.00274712j -0.00639623+0.000283657j -0.0216516-0.0106354j 0.00260294-0.00186477j 0.00855256+0.0105618j 0.0133389+0.00866464j -0.000200965-0.00417942j 0.00906163+0.0033946j -9.2847e-05+0.0028473j -0.00684041+0.0158708j -0.00275879-0.00284615j 0.0130517+0.00293109j -0.000502633+0.011431j -0.00163897-0.00624383j -0.00732747-0.00248194j 0.00467465+0.00277239j -0.00382408+0.0015352j 0.00412503+0.000375975j 0.00451252-0.00654467j 0.0055336-0.00677982j -0.00404543-0.00640318j -0.00621728+0.00306261j 0.00979092+0.000132609j -0.00391951+0.00362981j 0.000159532-0.00207848j -0.00664064+0.00468529j -0.00764056+0.00519649j -0.00353483-0.00489482j 0.0026419+0.00610336j 0.00250169+0.000464509j -0.00723939+0.00837255j -0.00698612-0.00136891j -0.00416307-5.73432e-05j -0.000317661-0.00285351j 0.0160009-0.0158115j -0.00804822-0.00623533j 0.00542149-0.00212877j 0.00905538-0.00581302j -0.0107657+0.0086486j -0.0055544-0.0191882j -0.00360762-0.0103099j 0.0120599-0.00287185j -0.0130695+0.00717721j -0.0172718-0.0164695j 0.0023861+0.00401734j 
0.0318288-0.0629267j 0.0455793+0.0575684j 0.0284561-0.0834341j -0.13131-0.00365867j 0.0748997+0.102863j -0.120781+0.186086j 0.000918414+0.0278384j 0.0567404+0.199731j -0.299539+0.0640122j -0.0808627-0.22523j -0.0950536+0.148926j 0.0979433-0.150113j 0.130119+0.0728738j -0.0716838-0.0705038j -0.00372722+0.0583299j 0.0219101+0.051219j 0.058319-0.0434259j 0.056104-0.0129799j 0.0364918-0.0438133j -0.017611-0.00424444j -0.0429258+0.0221024j 0.0209958+0.0397737j -0.00508001-0.0262508j 0.0551314+0.0362103j -0.0186742-0.00461462j 0.0135791+0.0213106j 0.0132664+0.0188823j -0.000745893-0.0234581j -0.0149697+0.00666903j -0.00639743-0.0308235j 0.0463207+0.0181823j 0.00443271-0.0201567j 0.0105148-0.0130295j -0.0167969-0.00983042j -0.00633626+0.0198962j 0.000562645-0.000817475j -0.00502525+0.00636485j 0.00264364+0.00676348j -0.0072295-0.000984346j 0.000599268-0.0146831j -0.0119827+0.00645146j 0.00856426+0.00616958j -0.00722013-2.17908e-05j -0.00940781-0.011024j 0.00553141+0.0180595j 0.0258213-0.0197463j 0.000880736-0.00401615j -0.000435702+0.000474811j -0.00745286+0.0115472j 0.00392726-0.0076495j -0.0211166-0.0112279j -0.0096663-0.0170118j 0.0138399+0.00286861j -0.0133169-0.00272601j 0.0181323+0.00811532j -0.00239503+0.0151646j 0.00529082+0.00790295j -5.62456e-05-0.0109768j 0.00492496+0.00616801j 0.00550832-0.00607013j 0.00178986+0.0219206j 0.00995561+0.00615188j 0.0107055+0.00105738j -0.0045558-0.00626384j -0.00670091+0.0108973j 0.00402796+0.00778367j -0.00647118+0.00992284j -0.00455972+0.00304912j 9.1174e-05-0.0157955j 0.00467872+0.00846978j -0.000811919+4.77846e-05j -0.000618711-0.000765751j 0.00890165-0.00539307j 0.00162721-0.00263697j 0.00525504+0.00374422j -0.0178539+0.00564869j 0.00644763+0.000481752j -0.00878145-0.00550829j -0.0123299-0.00369912j 0.000307431+0.00135677j 0.00208696+0.00808002j -0.00541004+0.0111617j -0.00389067+0.000986195j 0.00320283-0.00596584j 0.0037724+0.00735795j -0.00192846+0.00966371j -0.000931792+0.0070467j -0.000578552+0.0034096j 0.00127872-0.00293526j 0.0020671+0.00370825j -0.00171274-0.00681484j 0.00244784-0.0127695j -0.0190878-0.000417349j -0.00190899+0.00459251j 0.00113975-0.00608491j 0.00361979-0.0138457j 0.0167936+0.00130025j 
0.00524824+0.0684784j -0.0211417-0.00324051j 0.00677424+0.139562j -0.0118523+0.0589471j -0.123401-0.0479874j -0.00440497+0.026668j -0.0425997-0.109917j -0.147563-0.186239j -0.0973712+0.13587j -0.0698956+0.0972061j -0.0930852-0.131395j -0.0512906+0.221382j 0.042855+0.00487279j 0.015308+0.0208146j -0.0286083-0.164881j -0.0186276-0.0264547j -0.0597484+0.0510413j -0.0237913-0.0257462j 0.0219001+0.0598182j 0.0365841+0.00353975j -0.00549033+0.0210231j 0.00575382+0.00570041j -0.0033915+0.0329482j -0.0277659-0.018904j 0.00724894+0.0166343j 0.0132988+0.00355217j -0.0324609-0.00399966j -0.00901947+0.00573575j 0.00967976-0.00317435j -0.0021247-0.00690488j -0.000146139+0.00730266j 0.0104712-0.00408881j 0.0177481-0.00372306j 0.000969397-0.0270704j 0.0184685-0.0133762j -0.00367274+0.00692758j -0.00615655+0.00691158j 0.00372261+0.00253494j -0.00417249+0.0133314j 0.0151522-0.00146265j 0.00677549-0.0107833j 0.00704951+0.0132238j -0.0134241-0.0196796j 0.00603179-0.00172955j -0.0100511+0.013834j 0.00611023+0.00238j 0.00160762-0.00570073j -0.00126108-0.000357205j -0.0143052+0.00612444j -0.0034491-0.00531916j 0.0101847+0.00288549j 0.000372323-0.0126486j 0.00879398-0.00141222j 0.00874095-0.00384671j 0.0198642-0.011056j -0.00400782-0.0198415j 0.0041835+0.00184816j -0.0117796+0.00761578j -0.00625966+0.00494605j 0.0132732-0.00365784j -0.00011629-0.00420243j -0.00616908-0.00409098j -0.00121092+0.00172396j 0.00222783-0.00338774j 0.0205403-0.00189248j -0.00373713-0.00817876j 0.00340065-1.75897e-05j 0.00276513-0.00338357j -0.000851391+0.00774993j -0.00785461+0.000987898j -0.0108846+0.00309406j 0.0090866+0.00704447j 0.00354046-0.00285802j -0.00358732-0.00624098j 0.00960177-0.00442477j 0.0126576-0.00464914j -0.00282659-0.00333929j 0.0022943-0.0106155j 0.000350371-0.00615771j -0.0058249-0.00356863j -0.0108647-0.00569132j -0.00059752+0.00935995j -0.00599848-0.00533728j 0.00505901+0.00616727j -0.0068341+0.0110994j -0.0087939+0.00677724j 0.00219149+0.00478356j 0.0173365+0.00628537j -0.00437003-0.00401543j -0.000459251+0.00234781j -0.00304055-0.00467459j 0.00152428+0.004366j 0.0112773-0.00384725j 0.00695088-0.00522625j -0.0050954-0.00431139j 0.00371346+0.00279145j -0.00506209+0.00747698j 
-0.0511209-0.0603565j -0.0230456-0.102134j 0.00218428-0.104805j -0.125721+0.078036j 0.165642-0.0761458j 0.00720068+0.126256j 0.321922-0.0590456j -0.0170016-0.000181162j 0.0494334-0.0284939j -0.0599598+0.090448j -0.048869-0.0668192j -0.0673857-0.0445478j 0.0130135-0.0862332j 0.0996829-0.115498j 0.0351343+0.0496862j -0.0122575-0.0705341j -0.0232754-0.0954498j 0.0441995-0.052644j -0.0340477-0.0230414j 0.0087631+0.0346222j 0.0229306+0.0220992j 0.0346724-0.0226125j -0.0318659+0.014148j -0.0359983-0.0051772j -0.0143475+0.00825017j -0.00269275+0.0288351j 0.00220024-0.00536437j -0.0198165-0.00472364j -0.00902338-0.0154786j -0.0145146+0.002715j -0.00386585+0.00258545j -0.00241981+0.010529j 0.00987081+0.0104062j 0.00214318-0.0138007j 0.010459+0.00445746j -0.00085024+0.00468888j 0.0100147+0.00301896j 0.00854764-0.00536474j -0.0160001-0.0135026j -0.00051772+0.0198688j 0.00695829+0.00493265j 0.00600127-0.00297997j -0.00193117+0.00455317j -0.0200798-0.0092337j -0.00430357+0.00235705j 0.015348-0.0198805j 0.010231+0.00772093j 0.0162919-0.0128574j 0.0136598-0.00575446j -0.00495681-0.00700001j 0.00876197-0.0014584j 0.015391+0.0243435j -0.00128553+0.0213466j 0.00364616-0.00792553j -0.0279752+0.0140933j -0.0047667+0.00445377j 0.0157462+0.00433931j 0.0123179+0.000222091j -0.0133853-0.000143043j 0.00869052-0.000665216j -0.000608021+0.00850409j 0.00898732+0.0103276j -0.003712-0.000429397j 0.0117154+0.0130461j 0.00986191-0.00547781j -0.0105955-0.0048796j -0.0024718-0.00724835j 0.0072685+0.00574196j 0.00936433-0.00144564j 0.00598846+0.00132294j -0.00611686-0.00549815j 0.000157447+0.00921739j -0.0121473-0.00145273j -0.0100005-0.00794494j -0.00277194-0.00813348j -0.00140641+0.000334608j -0.00666032+0.0104846j -0.0117593-0.00224587j -0.0117524+0.0101459j 0.0057549-0.000368803j -0.00832401+0.00170194j -0.00918518-0.00742467j -0.00313085+0.00799705j -0.00528712+0.00662732j -0.00788845-0.00128967j -0.011355-0.0129298j -0.00241645-0.000289508j -0.004069+0.0119788j -0.00224851+0.00307558j 0.00110155-0.00676708j -7.71557e-05+0.00529408j -0.0126622+0.00835233j 0.00222202+0.00293132j -0.000916085+0.00497918j -0.00366026+0.000147054j -0.00868188+0.00158965j -0.00141647-0.00650211j 
0.0663514-0.0542527j 0.0725494+0.104514j 0.00566984+0.119352j 0.0455089-0.0175766j 0.253942-0.161972j 0.00662968+0.0380708j -0.00741042-0.019594j -0.0178153-0.0597227j 0.00420272-0.132981j -0.0353692+0.0879053j -0.0896031+0.130383j 0.0454586+0.0584576j 0.0264287+0.0757558j 0.0878999+0.0361122j 0.0335495-0.0835512j 0.104476+0.0559217j 0.121426-0.0624498j 0.00375158+0.0182605j 0.0264556-0.0176718j 0.0024194+0.0403736j -0.0108756+0.0184163j 0.0179634+0.00917769j 0.0145426+0.018307j 0.0135514+0.00542682j -0.029377-0.00691394j 0.0131284+0.0224845j 0.0308396-0.0197907j -0.00951931-0.00150947j -0.0250896+0.0351607j -0.0214377+0.00746215j -0.0296337+0.00760049j -0.019768-0.0377833j 0.00363421+0.0238311j -0.00568048-0.0231439j 0.00401104+0.0057184j -0.00888787+0.00913625j -0.0231443-0.0154464j -0.00669504+0.0112289j 0.011871-0.00250886j -0.0137516+0.00774432j 0.000680825+0.0101581j 0.0060402-0.00697786j -0.000345697+0.0113727j -0.017667-0.012401j -0.00450555+0.00218986j 0.0141562+0.00131007j 0.00451974-0.00604304j 0.00663521-0.00655589j -0.00763492-0.00740646j -0.00759109+0.00490625j 0.00282212-0.000684393j 0.00369221+0.011949j -0.00644967+0.0147222j -0.00477018+0.00139346j -0.00776089+0.000405823j 0.00768167-0.0112898j 0.00335873-0.00607467j 0.0164789-0.00240012j 0.00992784-0.00359433j 0.0137912+0.00269511j -0.00915624-0.0193327j 0.0063256-0.00784465j 0.0135849-0.00108765j -0.00729488+0.00646453j 0.0211258+0.00103411j -0.00167283+0.00138732j 0.00346635+0.0126343j -0.010182-0.000869697j -0.0078127+0.00142449j 0.00230644-0.00340849j -0.0089736+0.00340187j 0.00525482+0.0166126j -0.016285-0.0041053j -0.000892156-0.00399341j 0.0164855+0.00819522j 0.00916302+0.00971489j 0.00533849-0.0123133j -0.00610886-0.00461825j 0.00557551-0.000627407j -0.00121145+0.00685644j 0.0058396-0.00540299j 0.0111786+0.00808041j -0.00507242-0.00843077j -0.0134336-0.0155935j 0.00131933-0.00629089j 0.00266195-0.00704165j -0.0105665-0.00118259j -0.00331972+0.000267286j -0.0115399-0.00319746j -0.000775806+0.00489935j -0.000340156+0.000975607j -0.0020004-0.000996812j -0.0129032+0.00602353j -0.00495147-0.000345496j -0.0041977-0.0021986j -0.00563474+0.00460949j 0.00741648-0.0075957j 
0.0866806-0.0297755j 0.0261278+0.0436959j 0.116787+0.0869395j -0.0375144-0.184718j -0.070797+0.0740723j 0.0278663+0.116089j -0.0315073-0.0580314j -0.125287-0.163018j 0.00525449-0.169948j 0.0675411-0.193589j 0.00802905-0.0433132j 0.0340474-0.0818682j -0.0283148-0.0376405j 0.0849444-0.055856j -0.0550274-0.0575776j 0.00774329+0.0479048j 0.116287-0.0469218j 0.0332185+0.081655j 0.0476967+0.00213389j 0.0277557-0.0139764j -0.00675081-0.0417941j -0.00954882+0.0127407j 0.0425543+0.0043436j -0.000565118+0.00418695j 0.00565413-0.0231717j -0.0139628-0.0510191j 0.0135236-0.00126403j -0.00596561+0.0135206j -0.00453086+0.012872j -0.0101395+0.0212553j 0.00700601+0.0259159j -0.0022499-0.0174269j -0.00948387+0.0152433j 0.00267475+0.00682117j -0.0129973-0.0177399j -0.012484+0.0327394j -0.0228732+0.00053063j 0.000310276+0.0168823j -0.0127653+0.00203784j -0.00129712+0.00162025j -0.00578716-0.00271551j 0.0139779-0.000470855j 0.00289093+0.00720599j -0.00124759+0.000143021j 0.00773886-0.00348278j 0.00606113-0.0148163j 0.00398582+0.00614467j 0.00551774+0.00854714j 0.0233939+0.00647312j -0.00272853+0.00477234j -0.00890265+0.00573549j -0.0086522+0.0112186j 0.00757957-0.00920167j -0.00447836+0.0186768j -0.0132449-0.00322639j 0.0220741+0.00809313j -0.000148014-0.0122329j 0.00190671-0.00506705j 0.0135049-0.00784832j -0.00947523-0.00176705j 0.0145983-0.0151746j -0.00954599-0.0179938j -0.00583152-0.00819111j 0.0151763+0.0104947j -0.0119658-0.00303064j -0.00113558-0.00239603j 0.00180123-0.00402569j 0.00677735+0.00758523j -0.00275636+0.00627024j 0.00214499-0.00881215j 0.0135463-0.0122136j 0.00844537+0.0101718j 0.031727-0.00634019j -0.00734241+0.00575651j 0.00237099+0.0167025j 0.000534653+0.015817j -0.00733402-0.00334118j 0.00969404+0.00773106j 0.00253341+0.0129309j 0.00823777-0.00481288j -0.009117+0.00618637j 0.00477034+0.0108457j 0.00883495+0.00853909j 0.000876489-0.0108837j 0.00318776-0.0108907j 0.00128195-0.000951416j 0.00192893+0.00169578j 0.00584698+0.0120863j -0.00503605-0.0102642j 0.00025439-0.001938j -0.00141758-0.000705211j 0.00482762-0.012972j -0.00758292-0.00937217j -0.00808685-0.00355786j -0.00532858-0.00862105j 0.0038087-0.00904348j 0.00467895+0.00772865j 
-0.100384-0.0804881j 0.139936-0.00201896j 0.110262-0.00379577j -0.156592+0.00177929j -0.0212161+0.0220549j 0.119226-0.0313881j 0.106108+0.0318985j -0.120707-0.0913724j -0.0901813-0.124086j 0.000250007+0.142934j 0.0884271-0.0644504j -0.042744-0.121641j 0.0629733+0.0513195j -0.0412888-0.0778595j -0.119308+0.0346596j 0.121288-0.0472235j -0.0354735-0.0648276j 0.0804104-0.0263962j -0.0319636+0.0117011j 0.00425098-0.0181718j 0.00727178-0.0207454j 0.003786-0.0105383j 0.0263532+0.00722505j -0.0101618+0.0205866j 0.00640562-0.0125108j 0.0144128+0.00586942j 0.0239985+0.00721557j 0.0196344-0.000408887j 0.0110348-0.0288914j -0.0127696+0.0152045j -0.00446924+0.0157422j 0.00955717+0.0219941j -0.00586187-0.00607188j -0.0157441+0.00173488j -0.0207102-0.00662583j 0.0114401+0.000145586j -0.0163595+0.0252367j 0.0310779-0.00491849j -0.00186019+0.0132887j -0.0137308+0.0190901j 0.0113816+0.0101105j 0.0059907+0.00254225j 0.00039018-0.00280114j -0.00700688-0.0212246j 0.00286515+0.00484985j 0.00448784-0.0145702j -0.0044351+0.00865653j 0.0256649+0.00175761j 0.0303505-0.00519685j 0.00427753-0.00498623j 0.00398106+0.0149012j 0.00814156+0.0168602j -0.00995186-0.00697424j 0.00303396+0.00180119j -0.0037405+0.000870199j 0.0163093+0.00764254j 0.0101295+0.011038j -1.24125e-05+0.00187411j -0.00674879+0.0205204j 0.00277384-0.00175275j 0.00800229+0.0181373j 0.0134155-0.00275544j 0.00630442+0.00628407j 0.00938143-0.00409345j 0.00507507+0.00782759j -0.00307721+0.0130062j -0.00926401+0.00408785j 0.00634745-0.00505415j -0.00695504+0.000611174j 0.000594504-0.00580933j -0.0133501+0.00740158j -0.0106299-0.000402378j -0.00363001-0.00145614j -0.0012481+0.00868026j -0.0150287+0.00728323j -0.0050342-0.00423923j 0.013053-0.00023241j -0.00223433+0.00207901j -0.00747045+0.00530149j -0.000719899-0.0031794j 0.0103713+0.00610086j -0.00735604-0.00277633j -0.0132295+0.00502285j 0.00501423+0.000569198j -0.00114804-0.00315263j 0.00236142-0.00226125j 0.00441402-0.0135922j 0.00904566-0.0114112j -0.00126768+0.00139518j 0.00637978+0.00175117j -0.000220847+0.00222887j -0.000540004-0.000812508j 0.00222968+0.00114404j -0.00205622+0.00369579j -0.00830599+0.00991883j -0.00692886-0.00608477j 0.0058238+0.00130139j 
-0.084573+0.0363066j -0.0309487-0.0144237j 0.0381074+0.100519j -0.0908656-0.0458932j -0.016946-0.0470404j -0.152713+0.14023j 0.0896297-0.0698808j 0.0742302-0.0779042j -0.0800468-0.157171j 0.232279-0.100638j 0.0413008+0.176249j 0.062335+0.00640709j -0.151656-0.212715j -0.232807-0.0248304j 0.122972+0.0195293j 0.00996486-0.0731597j -0.0377656+0.057589j 0.0449511+0.0113396j 0.0378868-0.0264629j 0.0149104+0.0252823j -0.00515208-0.0168121j 0.00918327+0.00348335j 0.00507391+0.0154202j -0.0337462-0.00966821j -0.0218886+0.00825121j -0.0137895+0.00465777j -0.0186068+0.0106668j 0.00579468+0.025771j 0.00575418-0.00115587j 0.00756682-0.00467359j 0.00820918+0.0185852j 0.0125644+0.008106j 0.00726256-0.010987j 4.36792e-05-0.0178429j 0.00826709+0.00374151j 0.00802095-0.0318354j 0.0257299-0.00423349j -0.00379539-0.024843j -0.00145217+0.000352589j 0.00740662-0.00414739j -0.00427509-0.00284036j 0.0210615-0.00580089j 0.0154417+0.015769j -0.0197281+0.015424j 0.007674-0.0127714j 0.00167953-0.0287456j 0.0037281-0.00146615j -0.00866789-0.00565104j -0.00186486-0.00285447j -0.000862834+0.00545819j -0.00911466-0.00988633j -0.0101953-0.00585159j 0.00956713+0.00247913j 0.00233534-0.000571395j -0.00215656+0.0138493j -0.00845221+0.00501559j -0.00368808-0.00508197j -0.00341941-0.00723352j -0.0147111-0.015777j 0.00955588-0.0027304j -0.0202495+0.0104673j 0.0104656+0.0096276j -0.000297802-0.00751829j -0.0163845+0.00810529j -0.0108824-0.00312577j -0.00397185-0.00814252j 0.000254677-0.000210257j -2.17538e-05-0.00196059j 0.000608031-0.00619839j 0.00837099-1.10973e-05j -0.00185729-0.0188269j -0.000148082+0.00495035j -0.0111345-0.00394405j -0.000518854-0.00811379j 0.0107937-0.00523835j 0.00205165+0.00640276j -0.0160928+0.000139546j -0.00418055-0.00465673j -0.00840153-0.00815286j 0.0107598+0.00233571j -0.00051977-0.00193053j -0.0087109+0.00369113j 0.0116578-0.0100215j -0.00332438-0.00772433j -0.0017469+0.0012561j -0.00563993-0.00230056j 0.00403918+0.0014726j -0.00374401-0.00423956j 0.00968617+0.00751662j -0.00518495-0.000915094j -0.00045248+8.5836e-05j 0.00214002+0.00676574j -0.00913555+0.00726692j 0.00359578+0.000714074j 0.00118749+0.000578118j -0.0075977+0.00630333j 0.0090212-0.0139315j 
