-0.179287+1.66533e-16j 0.0199559+0.0174296j 0.0243351+0.0378513j 0.0660939+0.120135j -0.0266191+0.0127516j 0.00667148-0.0126557j 0.0156126+0.113282j -0.0147529-0.029349j -0.00128225+0.0557769j -0.0306017+0.0354001j -0.0102005-0.0427972j 0.00413576+0.0334862j 0.0145851-0.00767905j -0.00970694+0.0617618j 0.0154617-0.02698j 0.00254174-0.0393102j 0.0100088+0.00171902j -0.000891544+0.0104371j -0.019356-0.00826122j 0.0343672-0.00155334j 0.0159924-0.00159585j -0.00648304+0.0250737j 0.0154616-0.0171683j 0.0116339+0.00599856j 0.071532+0.00896631j 0.00633591+0.0254627j 0.0126619-0.00219023j 0.0129961-0.0200398j 0.0270184+0.0085878j 0.0380056-0.0248276j -0.036695-0.0452644j 0.0497883-0.00239573j 0.0669723-0.0565033j 0.0339535+0.0898511j 0.192489+0.0480723j 0.0411464-0.158764j 0.0362357+0.117771j 0.100503-0.0352296j 0.0519374+0.0342864j 0.0489793+0.048421j 0.118865+0.0345323j -0.0397026+0.0203669j -0.0516924-0.0701432j 0.0241516+0.0289913j -0.010387+0.027747j 0.0141694-0.0010204j 0.0262101+0.0188359j -0.00842004-0.0495495j -0.0136052+0.0322406j -0.0254698+0.0198293j -0.00902717-0.00430952j 0.0107251+0.0399988j -0.00881232+0.00188659j -0.00329924+0.00414723j 0.0153665+0.00671266j 0.0122623+0.000921389j 0.0146189-0.00493004j 0.00382487-0.0226699j 0.00693413-0.0101252j 0.000316899-0.0249761j -0.00126054-0.0185124j 0.0204812-0.019156j 0.00075607+0.00387176j -0.0144029+0.0255012j -0.00195695+0.00983636j -0.000132643-0.0253961j 0.0355836-0.00611299j 0.00178612+0.00704137j 0.0129473-0.0106095j 0.0215489-0.0106291j 0.00204624-0.0224334j 0.00865801-0.00248754j 0.0279871+0.0356425j -0.056992-0.00610434j 0.00614119+0.0178782j -0.0115008-0.0018198j 0.00894608+8.45505e-05j -0.0087761-0.0301126j -0.0226376+0.0114141j -0.0189504+0.0501523j 0.00941083+0.0276847j -0.00900168+0.0122552j 0.00930327-0.0508508j -0.0070358+0.0401225j 0.0709257-0.183593j -0.0963767-0.112575j -0.300256-0.0458218j 0.034886+0.133797j 0.0399352-0.139961j 0.0594011+0.0484974j -0.0146127-0.0158397j -0.142168-0.0168879j 
0.00941083-0.0276847j -0.0479996-0.0424941j -0.115504-0.0217083j -0.00767761-0.099732j -0.0124259+0.0468146j 0.0315948+0.0248621j 0.0251804+0.0240933j -0.0137359-0.00416972j -0.0308563-0.0196982j -0.00999375-0.026389j -0.00781105+0.0287734j -0.0165776-0.0561152j -0.0156541-0.0239998j 0.0042652-0.00581955j -0.00877752+0.00753634j 0.000799738-0.00277896j 0.0090819+0.00106601j -0.00541024+0.00179272j 0.00661387+0.00337265j -0.00531676+0.00576472j 0.000500867-0.00912739j -0.0107165+0.0137237j -0.00433577-0.00831564j -0.00151015-0.0063365j -0.00756618-0.011106j 0.00219916+0.00127059j 0.00170527-0.0066343j -0.00219266+0.000324246j 0.000753527-0.00166335j -0.0137003+0.00303878j -0.0031483+0.00946214j 0.000185972+0.00927162j 0.00475392-0.0039794j -0.00187098-0.0118931j -0.0139739-0.00722302j -0.00058361+0.00171177j 0.012747+0.000222126j -0.0131859+0.0132171j 0.0498042+0.01522j -0.0135475-0.00633389j -0.0184442+0.0277194j -0.0088856+0.00599099j -0.128059+0.0928932j 0.150832+0.134038j -0.0146098+0.127398j 0.0841806+0.10736j 0.11922+0.0964817j 0.00343458-0.0550064j -0.0517247-0.0372893j -0.115516-0.0483442j -0.0171398-0.0281648j -0.113508-0.371136j 0.107216-0.0238953j -0.128588+0.091688j 0.0920073+0.0339775j 0.134573-0.090481j -0.0594691-0.0726315j -0.0140022+0.0753172j -0.0881655-0.00599717j -0.0790239-0.0426915j 0.031157-0.006091j -0.00344788-0.0299166j -0.0435486-0.0526429j -0.0226724-0.0464743j -0.0570916+0.18681j -0.00204062-0.0810626j -0.058388+0.034073j -0.0572949+0.0409441j -0.0916345-0.121302j -0.0697039+0.0138514j 0.0690047+0.0368798j -0.0437927-0.0190149j 0.00890459+0.00737454j 0.0772566-0.0310271j 0.0130263-0.0253048j -0.0822959+0.0167486j 0.00880351-0.036815j -0.0292114+0.000823175j 0.0124597-0.0331353j -0.0185553+0.0479583j -0.0694991+6.10623e-16j -0.000136808-0.0123794j 0.0653143+0.00192044j -0.0696326+0.0302444j -0.0690856-0.0388168j 0.00139513+0.0118455j -0.00860847+0.0306501j -0.0163316-0.0456649j 0.0327812+0.0264918j 0.0029414+0.0107559j -0.0169625-0.0529383j -0.0130648-0.0724408j 
-0.00900168-0.0122552j 0.00141998+0.0884557j -0.0167498-0.0541281j 0.0546044-0.0562991j -0.0183297+0.0144088j -0.00504631+0.0042074j 0.0240119+0.00565384j 0.0284152+0.00148635j 0.00776221-0.000752629j -0.034708+0.0172592j 0.0186432-0.00107127j -0.0222525+0.0241826j -0.0037838+0.0194611j -0.00568323-0.0241326j -0.00244328+0.0141846j -0.0125027+0.00626632j -0.00481519-0.00587743j -0.0058619-0.00555243j -0.00252524+0.00140879j 0.00131767+0.00229709j 0.00603188+0.00182473j 0.000482925-0.00715087j 0.00229705+0.00132809j -0.00201388+0.00331655j 0.0059097+0.000651411j 0.00646906-0.003279j 0.00531194+0.00854887j -0.00390624+0.00495845j 0.00533863-0.00596173j 0.00236617+0.00103927j -0.00879103-0.00207227j -0.00213656+0.00105558j 0.00338648+0.00958337j 0.00775271+0.00485052j 0.00347691+0.00285481j 0.0175403-0.00234683j -0.0112191+0.0088497j -0.0206724-0.0102698j -0.00159202-0.0282589j -0.0175514+0.0241838j 0.00416001-0.0129881j -0.00423301+0.0577182j -0.0735914+0.046063j -0.0518945+0.109703j -0.0773494-0.0219463j -0.0536016-0.0360594j -0.0591499-0.0612468j -0.196365-0.0303412j 0.146135-0.0860934j -0.0318646+0.034323j 0.128361+0.228907j 0.0490377+0.0643703j 0.0750637+0.0466809j 0.174992-0.0290687j -0.0795-0.0111366j -0.0466975-0.106917j -0.103732-0.0498188j 0.15542-0.0753031j -0.0211824+0.0419246j -0.131763-0.00966926j 0.0027479-0.117093j -0.00552039-0.108479j 0.0530699+0.0487335j 0.0912881-1.13972e-05j -0.0641514-0.0224599j -0.0713699-0.000474217j 0.0885427+0.109747j 0.057527+0.0267358j 0.00961923+0.0345088j -0.054214+0.0219291j 0.0105265+0.000216994j 0.0053236-0.0235068j 0.00172915-0.0309832j 0.0842132-0.0304683j -0.0309464+0.0453482j 0.0188792-0.0462284j -0.0318207-0.0253699j 0.0333144-0.0128304j 0.0320297-0.0566356j 0.0409446-0.0695498j -0.000136808+0.0123794j 0.00535698-6.245e-16j -0.0861572-0.000275439j -0.0636498+0.0338706j -0.00403352+0.0679367j -0.0194871+0.0428133j -0.0198052+0.0137161j -0.0353944+0.0180505j 0.020604+0.0576719j 0.0102889-0.0532096j 0.0249805+0.0413044j -0.0120498-0.01391j 
0.00930327+0.0508508j -0.0381812-0.0537034j -0.0709132+0.0666664j -0.0336054-0.0787978j -0.0253145+0.0440337j -0.015049+0.0121067j 0.0359692+0.0133435j -0.0111362+0.00313459j -0.00614483-0.0264865j 0.00990123-0.00421035j 0.00902918-0.0247559j 0.00171752-0.0261366j 0.00272427+0.00376189j -0.0238822-0.00787737j 0.0124569+0.00982816j -0.0126707+0.0080206j -0.00190714+0.00406259j -0.00662195+0.00698223j -0.00493305-0.000615434j -0.00678984-0.0108912j -0.00299425-0.00766668j -0.00714648+0.00266104j 0.010969-0.00791443j -0.00144891-0.00281836j -0.00103978-0.0180355j -0.00520201+0.00713422j 0.00712219-0.00842122j 0.000457797+0.000307014j 0.000253483-0.00924597j -0.00631822+0.0195442j 0.0070841+0.0248651j 0.00107957+0.00478626j 0.0014705+0.0104669j 0.00664622-0.00806898j -0.00860831-0.00346421j 0.00110077-0.0185283j -5.23922e-05+0.0166187j -0.00607637+0.000986781j 0.00883127+0.035012j -0.0109761-0.0141023j 0.0226834+0.0464512j 0.0254008-0.0636123j -0.0131238+0.164401j 0.150751+0.00533635j -0.0472814+0.163548j -0.00329507+0.0260759j 0.178608+0.03579j -0.0101371+0.0128737j -0.00749857-0.0607498j -0.0708389-0.193574j 0.0573237-0.0672803j -0.102213-0.0589303j 0.041934-0.0179089j -0.0532379+0.0258599j -0.162784-0.149502j -0.129936+0.17915j 0.0986937-0.0413895j -0.0857985-0.136177j -0.0206262-0.0257075j 0.0592061+0.00286203j 0.0650701+0.0397133j 0.0720228-0.0479726j -0.0274831-0.0609715j -0.0277556-0.0487051j -0.055334-0.000254255j 0.0318174-0.0505052j 0.0335535+0.0267711j -0.0913114+0.0628498j 0.0255208-0.0444781j 0.0664279-0.112933j 0.0331595+0.0570522j 0.00517538+0.0136288j 0.00932158+0.0504544j -0.0233854+0.0159444j -0.0125229-0.0207986j 0.00705814+0.0288546j -0.0468853+0.00222282j 0.0313832-0.0641733j 0.00543186+0.00805277j 0.0312912+0.0339549j 0.0653143-0.00192044j -0.0861572+0.000275439j 0.0722503+4.02456e-16j 0.0662495+0.0395502j -0.0285899-0.064608j 0.0909912+0.0210706j 0.0310262-0.0177064j -0.00962703-0.0762866j -0.0524732+0.00276216j -0.030697-0.0533262j 0.0135503+0.00631483j 0.0391866-0.0330632j 
-0.0070358-0.0401225j -0.0263259+0.0170086j -0.0387422-0.0304431j -0.00795609-0.160584j 0.0647957-0.00744425j -0.0350817-0.00935598j -0.0122185-0.0215421j 0.0476612+0.00351882j -0.0117808-0.0057665j -0.00107768+0.00193065j -0.00641279-0.00951858j -0.00811003-0.0229774j 0.00545975+0.00908868j -0.00745385-0.000314115j 0.00503079-0.00400198j -0.00292101+0.0039582j -0.00899289-0.0133758j 0.000737871-0.00385211j 0.00477589+0.00818277j -0.00853928-0.00996841j -0.00265714+0.0101406j -0.00530585+0.00260111j 0.00887847-0.00225535j -0.00870936+0.00513238j -0.0115545+0.00168961j 0.000918549-0.00551642j 0.00127093-0.00199855j -0.00731855-0.00627866j 0.00146397+0.00265051j -0.0092326-0.00207537j 0.00228732+0.00598339j 0.00480131+0.00621347j -0.00194471+0.0147485j 0.00333052+0.018386j -0.0194288-0.00715362j 0.00786387+0.00642434j 0.00996736-0.00473455j -0.00624308-0.0216586j 0.0265806-0.038065j 0.00194955+0.00175404j 0.000336477+0.0654434j 0.0359857+0.0628546j -0.0176133+0.169097j 0.095832+0.170233j 0.102706-0.0546198j -0.217692-0.0413851j -0.113342-0.119943j -0.156717+0.00857014j 0.0104306-0.0229553j 0.0343234+0.0865085j 0.133958-0.0847278j 0.0761867+0.0210675j 0.0713952+0.143212j 0.140132-0.0106226j -0.102648-0.0631118j 0.144241+0.211157j 0.024306+0.0183248j -0.0227653+0.0594925j 0.0540796+0.12494j -0.019542-0.072537j -0.037683+0.0442162j 0.128233+0.0515624j -0.0620733-0.00653818j -0.100959+0.126453j 0.0580763+0.0837755j -0.0640701+0.0132023j 0.0274079+0.0598123j -0.0287248+0.00463062j -0.0208862-0.000413254j -0.0189108-0.0158172j -0.0105247-0.0154973j 0.00411315+0.0244081j -0.055005+0.0507672j 0.00879257+0.0260433j -0.0404138+0.0512947j -0.0583344+0.0727622j -0.089064+0.0445471j 0.0168818+0.0310931j -0.00101069-0.0199293j 0.0214295-0.013733j -0.0696326-0.0302444j -0.0636498-0.0338706j 0.0662495-0.0395502j -0.0609954-1.02782e-16j 0.041873+0.0224319j 0.0172673+0.0329378j -0.0496389-0.044874j -0.0425958+0.00894406j 0.0487132+0.0366083j 0.0886828+0.0010679j -0.0357969+0.00391907j -0.0124015+0.0497689j 
0.0709257+0.183593j -0.166908+0.0264802j -0.0466142-0.156897j 0.0521462+0.00304921j 0.00344118-0.0503545j -0.0104216-0.05242j 0.0112617-0.0367395j -0.00987342-0.0197264j -0.00383498-0.0114345j 0.0311469+0.0188488j -0.00882561-0.0294094j -0.0141787-0.00942704j -0.00699007+0.00426856j -0.0239698-0.000291514j 0.0117466+0.00772975j -0.0157344+0.0129125j 0.000299721-0.00509196j -0.0054611+0.00439123j 0.0135784+0.00335453j -0.00170802+0.00334732j 0.0111498+0.0027867j -0.0137422+0.0102877j 0.0132327+0.00473005j -0.013925-0.00923465j -0.00321316+0.00490114j 0.000654894-0.00458887j 0.0132109-0.00851897j 0.00406526-0.00999978j 0.0033412+0.00828741j -0.0250087+0.00195235j -0.00158145+0.0111708j -0.00314109-0.00538407j -0.019378-0.0307994j -0.0165115-0.000327581j -0.0164395-0.0233902j 0.0215739+0.00782902j 0.0295191-0.0341917j 0.0224577+0.0386452j 0.118531+0.0267713j 0.00180257+0.116984j -0.0255432-0.0979258j -0.107108+0.0116635j -0.174766-0.186867j -0.0139646+0.205114j 0.0672563-0.0683388j -0.0518974-0.071859j 0.110171+0.0623628j -0.0139137+0.148495j -0.173687-0.00878874j -0.0261863-0.0374302j -0.191966-0.0551982j -0.0574347-0.0234544j 0.170747+0.0653392j 0.00894098-0.107651j 0.029156+0.154479j 0.0921191-0.155188j -0.0542707+0.0616381j 0.0319105+0.0275021j 0.0973064+0.00429616j 0.00235339+0.0240531j -0.0126543+0.0136935j -0.067815-0.0929437j -0.0376857-0.0313492j -0.0401159+0.0414748j 0.0208079-0.0354643j -0.0257162+0.0341221j -0.0299842-0.0518689j 0.0340554-0.0804703j 0.0205085-0.0435708j -0.0207261-0.0134396j -0.0321861-0.113147j 0.0253718-0.0766441j -0.0202213+0.051768j 0.0352068+0.0745451j 0.00127327-0.0720481j -0.0273227+0.00344593j 0.00818559+0.0331946j 0.0400823-0.0516788j 0.0688382+0.00354128j 0.0192674-0.054903j -0.0690856+0.0388168j -0.00403352-0.0679367j -0.0285899+0.064608j 0.041873-0.0224319j 0.0225914-1.249e-16j -0.00187863+0.0527448j -0.0286669-0.0414587j 0.0410645+0.0179659j 0.0292322-0.0321228j -0.0345739-0.139689j 0.0151701-0.10738j -0.0065594-0.0542988j 
-0.0963767+0.112575j -0.202368-0.0858203j -0.0347108+0.0227635j -0.0448889+0.0434007j -0.0263317-0.00566235j -0.000492047-0.0242454j 0.000823072-0.0477844j 0.0028862+0.024752j 0.00441715+0.00859094j 0.0314343-0.0179576j -0.00951439+0.0111545j 0.0159857-0.0210853j -0.0011504+0.00157702j -0.0151079+0.0189882j -0.00307043+0.00969672j 0.00699101+0.0200956j 0.00993009-0.00487533j 0.00520382+0.0180517j 0.0080877+0.0143481j 0.0104475+0.00121715j -0.00790502+0.00146195j -0.0105706+0.0158005j -0.00325585-0.00498682j -0.00550263-0.0141065j -0.0263838-0.00128688j 0.00266067+0.00030121j -0.002446-0.0207652j 0.00990351-0.00929529j -0.0106611+0.0117356j -0.0111185+0.00166574j 0.00364319+0.0079418j -0.00734043-0.00248596j 0.00227246-0.0295394j -0.0244808-0.0144814j -0.00483679-0.0027381j -0.00810596+0.00579528j 0.0370718+0.00365151j -0.0137448+0.0594114j 0.0743213+0.0488316j -0.104006+0.0276518j 0.0980412-0.0184868j -0.0594775-0.0989899j 0.034555-0.0437566j 0.0409522-0.0984595j -0.127116-0.0868307j 0.00833896-0.0483251j -0.143773-0.241449j -0.0719431+0.0267359j 0.044641+0.0850377j 0.17041+0.0677316j 0.0329724+0.0499954j 0.138315+0.144721j -0.0936616-0.0578601j -0.0156223+0.18853j 0.103279-0.0102526j 0.068839-0.183326j 0.00994672+0.00313342j 0.0611587+0.101223j -0.0523656-0.111405j -0.026279+0.0717923j -0.0578128-0.0291175j -0.0124144+0.00975156j 0.0341448+0.0712688j 0.00557907+0.00579927j -0.000249334-0.0386649j 0.0370523+0.0219939j 0.0650724+0.103336j -0.0529389-0.0760774j -0.0463902-0.049697j 0.00629678+0.00785868j 0.0743944+0.0202271j -0.000145971-0.0405455j 0.00818617-0.0120666j 0.0256824+0.080187j -0.0200863-0.0327695j -0.00419916+0.0166682j 0.00399184+0.00625574j 0.00619658+0.0344368j 0.0444974+0.0183754j 0.0156209+0.0524488j 0.00139513-0.0118455j -0.0194871-0.0428133j 0.0909912-0.0210706j 0.0172673-0.0329378j -0.00187863-0.0527448j 0.0647469-1.38778e-16j 0.0495876-0.00841192j -0.0142925-0.0334721j 0.00369671+0.00971524j -0.0280408-0.0038755j 8.46161e-05+0.0290199j -0.0343829-0.1019j 
-0.300256+0.0458218j 0.0570498-0.247895j -0.0771643+0.00120054j 0.060074+0.0241242j 0.0102362+0.026941j -0.0126872+0.0325867j -0.00645746-0.0117051j 0.0447907+0.0233364j -0.0310768-0.0185228j 0.0167479+0.00882171j 0.00066155+0.0325467j 0.000531685-0.0202307j 0.0101599-0.0182285j -0.00688999+0.0377084j 0.0358915+0.0010424j 0.0181809+0.0100138j 0.0178357+0.00319604j 0.0116199+0.00231688j 0.0031554+0.00738837j 0.00601691-0.0127012j 0.00705324-0.000391332j -0.0025829-0.000823605j -0.0028111-0.0117239j 0.00385359-0.00215003j -0.0132661-0.00656105j 0.0103309+0.00513138j 0.00270594+0.00440855j 0.0192066+0.0153461j -0.0122582-0.0036006j 0.0125797-0.0120792j -0.0249043+0.0194937j -0.00732345+0.0182024j 0.0219601-0.00732846j -0.00543922-0.0330447j 0.0387886-0.00536021j 0.0244792-0.019425j -0.0127833+0.0734571j -0.0850496+0.0356474j -0.0645055+0.148462j -0.145878-0.0323978j 0.0743812+0.0516781j 0.122667-0.127967j -0.149636-0.028404j -0.00437975+0.0213659j -0.0164391+0.0356415j -0.0431596+0.0658026j 0.0167262+0.00215438j -0.0759517-0.125906j -0.180967-0.0259738j -0.000815014-0.040164j -0.0235422+0.00478947j -0.0456457-0.0721985j 0.0147978-0.126618j 0.0534612+0.0279009j 0.0263481-0.150454j -0.161456-0.0743679j -0.0538725-0.00486649j 0.17545-0.0636748j -0.0475478+0.0387286j -0.0894001+0.0415172j 0.0757384-0.00298902j 0.0637183-0.104415j -0.0414559-0.0022726j 0.0940315+0.0348497j 0.0782531+0.0285579j -0.0868373+0.0142882j 0.0692466-0.0579335j 0.011556+0.0127345j -0.00768981-0.0303184j -0.00598539+0.0140306j 0.0517171-0.0425785j 0.0236616-0.0298819j -0.0457864+0.0294902j 0.0276983+0.00554061j -0.0141529+0.101105j -0.018601+0.025621j -0.00402947-0.0179063j -0.0389364+0.0503459j -0.0479361+0.0508112j 0.0661362+0.00909716j -0.00860847-0.0306501j -0.0198052-0.0137161j 0.0310262+0.0177064j -0.0496389+0.044874j -0.0286669+0.0414587j 0.0495876+0.00841192j -0.144722+8.25728e-16j -0.0337354+0.0245465j -0.0338837-0.0163041j -0.0907355-0.0634919j 0.0566691+0.049941j 0.018248-0.007266j 
0.034886-0.133797j 0.154562-0.076893j -0.00848842+0.00313333j 0.0175345-0.0437652j 0.042003-0.0124201j 0.0277192-0.00947328j -0.0153839-0.00180762j 0.0245594-0.0158702j -0.0223319-0.00141767j 0.00861008+0.0128011j -0.00754345-0.0202393j 0.00177647+0.0137475j -0.00101666-0.00623237j 0.018553-0.00799071j 0.00747184-0.0321534j -0.00118664-0.00203276j 0.00129752+0.0010122j -0.00458673-0.0091007j -0.0177729-0.00432042j -0.00782331+0.00450489j 0.00240561+0.000691242j 0.00813083-0.0156573j -0.00205922-0.00165648j 0.00358069+0.0170488j 0.0114592-0.0135509j 0.00939192-0.00823902j 0.00484105+0.0068462j 0.00583756+0.0040115j -0.00311631-0.0126289j 0.0151948-0.00792575j -0.00658618+0.000382555j 0.00297114-0.00493373j -0.0113379+0.0231848j 0.00691179-0.00656509j 0.0210878-0.00473191j 0.00378785-0.00533217j -0.0358191+0.0105843j -0.00448101-0.0436604j -0.0787365+0.0254656j 0.0410009-0.104333j -0.067954+0.0757531j 0.0954778+0.00843093j -0.00413744-0.00169114j -0.0336229+0.00947105j 0.0701671-0.0630821j -0.0451549-0.0307696j -0.0877104-0.0485693j -0.0156777+0.118203j -0.147285-0.0183619j -0.096698+0.147947j 0.0517821-0.0207786j -0.0337164+0.143673j -0.0631039-0.177619j -0.0104927-0.149871j -0.137941+0.07274j -0.156232+0.12388j 0.0383279+0.0987456j -0.0915923-0.0672654j -0.0152388-0.133108j -0.0540641+0.0835231j -0.0450387+0.00826994j -0.0495296-0.0812303j 0.00293547+0.0144587j 0.0275106+0.0648273j 0.0232153+0.0139154j -0.0153225-0.00467516j 0.0103412+0.00571082j 0.00702487-0.0319804j -0.00818955+0.0038262j 0.0419517+0.0380495j 0.0206565-0.0462758j -0.00897848-0.0620958j -0.03426-0.0208173j 0.0608369+0.0104372j -0.0325873-0.0370708j -0.0330274+0.000390089j 0.0759002-0.0509858j 0.0373415-0.0491938j 0.0457583-0.0201379j -0.0414711+0.00301712j -0.0163316+0.0456649j -0.0353944-0.0180505j -0.00962703+0.0762866j -0.0425958-0.00894406j 0.0410645-0.0179659j -0.0142925+0.0334721j -0.0337354-0.0245465j 0.128143-2.08167e-16j -0.104011-0.0645347j 0.010834-0.0463954j -0.0249206-0.0423017j 0.0254519-0.0260128j 
0.0399352+0.139961j 0.00176855-0.0089745j -0.0107282+0.0214424j -0.0433313+0.0529099j 0.0107988+0.0183237j 0.0152026+0.0314941j -0.013548-0.00721542j -0.042965+0.0344622j 0.016099-0.00559369j 0.034473+0.0543317j 0.0126368-0.0394605j 0.0322289+0.00893745j 0.0044731-0.00238965j -0.00691644+0.00854752j 0.00835448+0.0181261j -0.00879008-0.00483836j 0.00425276+0.00432881j 0.0026972+0.00218746j 0.0145594+0.000425564j 0.0176421+0.0163967j 0.00485935+0.000931096j -0.00716386+0.00494333j 0.00569051+0.0118182j -0.00449683-0.0166081j 0.0108916+0.0206701j -0.00597921+0.0036444j 0.00390875+0.00813191j -0.00339326+0.00515143j 0.0110871+0.00987771j -0.0202996-0.0050014j -0.00722835-0.00582374j -0.000966191-0.00169941j 0.00530986-0.0272279j 0.00337137-0.00372155j -0.00735691-0.00294654j 0.00222842+0.00155088j 0.0287238+0.0125241j 0.00441065+0.0411295j 0.0350872+0.0514815j 0.0221053+0.091407j -0.0101328-0.0578233j 0.0142636-0.0402204j 0.0233834-0.0382664j 0.0705308-0.0679942j -0.0113313+0.0233178j 0.0886008-0.00841743j 0.0923426-0.118608j 0.12332-0.0497909j -0.0794457-0.333943j 0.0947488+0.0336618j 0.0869101-0.126324j 0.0334036+0.142478j 0.184019+0.072475j -0.115209-0.0622907j 0.0297078-0.0318649j -0.00179102-0.119848j 0.0421844+0.0425179j -0.104186-0.128332j -0.052436-0.0790049j 0.00343784+0.0318579j 0.0259646+0.051977j 0.0487209+0.00644721j 0.0009949-0.0411362j 0.00601838-0.0272669j -0.0139277-0.0250343j -0.0127538-0.00406126j 0.0645187+0.000394105j -0.035887-0.0481721j -0.000215669-0.00702259j 0.0410912+0.0471993j 0.00957914+0.022651j -0.0421955-0.0202453j 0.000753414-0.00951506j -0.00223904+0.0236026j -0.00826595+0.0578912j -0.00771507-0.0147614j -0.0399054+0.0448781j 0.0221638+0.0295013j -0.000917204+0.036326j 0.0280101+0.044227j 0.0327812-0.0264918j 0.020604-0.0576719j -0.0524732-0.00276216j 0.0487132-0.0366083j 0.0292322+0.0321228j 0.00369671-0.00971524j -0.0338837+0.0163041j -0.104011+0.0645347j 0.124177-2.77556e-17j 0.0392169+0.0118796j -0.0356698-0.0639666j 0.0539504+0.104436j 
0.0594011-0.0484974j 0.00280839-0.0509398j 0.014338+0.0159029j -0.00351815-0.016861j 0.0226862-0.0209126j -0.0118935+0.000329673j 0.0316701+0.0483098j 0.0366659+0.0692298j 0.00684682-0.0190492j 0.0338358-0.0326179j -0.0409276-0.00190923j 0.0207333-0.0208245j 0.00919236-0.00760749j -0.00257379-0.00222419j 0.00361426-0.00264651j -0.0100224-0.000461897j -0.00248717+0.00720739j -0.00764483-0.003097j -0.0066928-0.00591767j -0.00740999-0.0215537j 0.00426244-0.0120436j -0.00362348-0.00429072j 0.0105869-0.00307598j 0.0058821+0.00330046j 0.0136535-0.0176967j -0.00622684+0.00484338j 0.0149683+0.00466771j 0.00336287+0.011189j 0.000773744-0.0157647j -0.00573325+0.0124656j -0.0107532+0.020413j -0.0038736+0.00452319j 0.010767+0.00628595j 0.00852975-0.0173151j -0.00246594-0.00960991j 0.00596418-0.0148741j 0.0012993+0.0148773j -0.0304279-0.00997085j 0.0278812+0.0420932j 0.00232312-0.0420058j -0.0278966+0.0245931j -0.00580102-0.00878527j 0.0538809+0.0613096j 0.00615353-0.0415317j -0.0208354-0.0534044j -0.159669-0.0487755j -0.0250989-0.0642195j -0.105201-0.295301j -0.0980961+0.0847026j 0.0977504-0.147713j -0.0515203-0.0634167j 0.188224+0.00109442j 0.0683031-0.158565j 0.0299503+0.0524488j 0.01626-0.00278957j -0.0172167+0.0521304j -0.0141343-0.0166614j -0.0256669-0.00847693j 0.00140698+0.0422253j -0.00291991-0.0795396j -0.00268193+0.000104512j 0.00532136+0.0205933j -0.00824675-0.0542902j 0.0104216-0.0137059j 0.00603056+0.0261235j -0.0237109+0.0143733j -0.0165874-0.0909264j 0.0167161+0.038694j 0.000946282-0.0522295j -0.0129212-0.0376934j -0.0297579+0.0149429j 0.00793356-0.0276958j 0.039541+0.0291864j -0.0414186+0.0502655j 0.01163-0.0798293j -0.00581275-0.0250276j -0.000206314+0.0516649j -0.0298695-0.00790487j -0.0131835+0.0688686j -0.0183527-0.128792j 0.0029414-0.0107559j 0.0102889+0.0532096j -0.030697+0.0533262j 0.0886828-0.0010679j -0.0345739+0.139689j -0.0280408+0.0038755j -0.0907355+0.0634919j 0.010834+0.0463954j 0.0392169-0.0118796j -0.0151499+4.16334e-17j -0.0875781-0.112568j -0.0471725-0.0547868j 
