-0.179287+1.66533e-16j 0.0199559+0.0174296j 0.0243351+0.0378513j 0.0660939+0.120135j -0.0266191+0.0127516j 0.00667148-0.0126557j 0.0156126+0.113282j -0.0147529-0.029349j -0.00128225+0.0557769j -0.0306017+0.0354001j -0.0102005-0.0427972j 0.00413576+0.0334862j 0.0145851-0.00767905j -0.00970694+0.0617618j 0.0154617-0.02698j 0.00254174-0.0393102j 0.0100088+0.00171902j -0.000891544+0.0104371j -0.019356-0.00826122j 0.0343672-0.00155334j 0.0159924-0.00159585j -0.00648304+0.0250737j 0.0154616-0.0171683j 0.0116339+0.00599856j 0.071532+0.00896631j 0.00633591+0.0254627j 0.0126619-0.00219023j 0.0129961-0.0200398j 0.0270184+0.0085878j 0.0380056-0.0248276j -0.036695-0.0452644j 0.0497883-0.00239573j 0.0669723-0.0565033j 0.0339535+0.0898511j 0.192489+0.0480723j 0.0411464-0.158764j 0.0362357+0.117771j 0.100503-0.0352296j 0.0519374+0.0342864j 0.0489793+0.048421j 0.118865+0.0345323j -0.0397026+0.0203669j -0.0516924-0.0701432j 0.0241516+0.0289913j -0.010387+0.027747j 0.0141694-0.0010204j 0.0262101+0.0188359j -0.00842004-0.0495495j -0.0136052+0.0322406j -0.0254698+0.0198293j -0.00902717-0.00430952j 0.0107251+0.0399988j -0.00881232+0.00188659j -0.00329924+0.00414723j 0.0153665+0.00671266j 0.0122623+0.000921389j 0.0146189-0.00493004j 0.00382487-0.0226699j 0.00693413-0.0101252j 0.000316899-0.0249761j -0.00126054-0.0185124j 0.0204812-0.019156j 0.00075607+0.00387176j -0.0144029+0.0255012j -0.00195695+0.00983636j -0.000132643-0.0253961j 0.0355836-0.00611299j 0.00178612+0.00704137j 0.0129473-0.0106095j 0.0215489-0.0106291j 0.00204624-0.0224334j 0.00865801-0.00248754j 0.0279871+0.0356425j -0.056992-0.00610434j 0.00614119+0.0178782j -0.0115008-0.0018198j 0.00894608+8.45505e-05j -0.0087761-0.0301126j -0.0226376+0.0114141j -0.0189504+0.0501523j 0.00941083+0.0276847j -0.00900168+0.0122552j 0.00930327-0.0508508j -0.0070358+0.0401225j 0.0709257-0.183593j -0.0963767-0.112575j -0.300256-0.0458218j 0.034886+0.133797j 0.0399352-0.139961j 0.0594011+0.0484974j -0.0146127-0.0158397j -0.142168-0.0168879j 
-0.00842004+0.0495495j 0.0119684-0.0494531j -0.00254309+0.0536707j 0.0105236+0.0391076j -0.0253966+0.0261398j -0.0247812+0.0454198j -0.0147083-0.0139205j -0.0124171+0.000323498j -0.0036943-0.00109054j -0.00665752+0.00801587j -0.00393913+0.014909j 0.0245515-0.00222826j 0.0112886-0.0131046j -0.0147326+0.0283735j -0.0360853-0.0191814j 0.00518953+0.012164j -0.0145288+0.0245011j 0.0109185+0.0217262j 0.023851-0.000810284j 0.0103111+0.0392359j 0.0152987-0.0222412j -0.0226061+0.0141366j 0.018685-0.0199061j 0.00656704-0.0121363j 0.00282685-0.0111522j -0.0397987+0.00770778j 0.000158147-0.0326187j -0.00889965-0.0263789j 0.0039818+0.0125814j -0.042095+0.0280722j 0.00784342+0.00509174j -0.0563348-8.39905e-07j 0.0298581+0.0557166j 0.0342894-0.0590218j -0.00247893+0.0227661j -0.0200864-0.0727233j 0.00911299+0.00317878j -0.0178683+0.0857758j -0.0361606+0.056565j 0.0065782-0.0402973j 0.00449345-0.0483564j -0.0836146-0.0565442j -0.043976+0.112684j 0.00656304-0.0381726j -0.0188348+0.00353445j 0.00668003+0.0115238j -0.0119067+0.05456j 0.00377529-2.91434e-16j 0.0354505+0.0288205j 0.0255603+0.0694009j -0.0111518+0.0577983j 0.0533192+0.0342539j 0.0737764+0.0551667j 0.0449744-0.0409465j -0.0512427-0.0300848j -0.00385207-0.0200339j -0.0378565-0.023585j -0.00167774-0.0747537j 0.044919-0.0955614j -0.0381265-0.0137113j 0.031079+0.0393664j -0.00362814+0.117944j -0.0260956-0.00698841j 0.00742126+0.0504379j 0.0264081+0.0794668j -0.0235134-0.0576235j -0.0208738+0.0321644j 0.0356723+0.0401768j -0.0212732-0.0335992j -0.0390115-0.000910923j -0.0597495+0.0659158j -0.0620383+0.0295228j 0.00786747-0.0431942j 0.0762443+0.0231447j -0.0214233+0.0566578j -0.0407452-0.0258865j 0.0966092+0.159699j -0.0307184+0.12518j 0.096829+0.0365852j 0.102642-0.105631j 0.00343458+0.0550064j -0.196365+0.0303412j -0.0101371-0.0128737j -0.156717-0.00857014j -0.0139137-0.148495j -0.0719431-0.0267359j -0.0759517+0.125906j -0.0156777-0.118203j 0.12332+0.0497909j -0.105201+0.295301j 0.223296+0.0104007j 0.0749015-0.206509j 
-0.0136052-0.0322406j 0.0208221-0.00853666j 0.034901+0.0132087j 0.00887618-0.031886j 0.0203589+0.00174657j -0.0321497+0.0404158j -0.00116017+0.00141578j 0.00663723-0.00316783j -0.00813111-0.00833062j 0.0028933-0.0316422j 0.00639863+0.0231433j 0.00158122-0.0320557j -0.00114587-0.000914536j -0.0279214+0.00289164j 0.00111984+0.00602577j -0.00129091+0.00658451j 0.00266313-0.00151026j 0.0164229-0.00698217j -0.00591871+0.000609653j 0.0091174-0.0293395j -0.00148086-0.0166585j -0.000358165-0.00411759j 0.030757-0.0370178j -0.0138739-0.0199657j -0.00834533-0.00170445j -0.0146791+0.0541806j -0.00941719-0.030586j -0.00874145+0.0233317j 0.0106757-0.00455939j 0.0458207+0.013602j 0.0174096-0.0207332j -0.00102329-0.0234443j 0.00432479+0.026796j 0.0155823+0.0259686j -0.015742-0.00441012j -0.0198802-0.0258164j -0.0276958+0.0243606j 0.00920227-0.0337857j -0.000761634-0.0537193j 0.0237222+0.0153336j 0.0414413+0.0138103j -0.00945423-0.0272985j 0.0388146-0.00142595j -0.074436+0.0372127j 0.0480642-0.00241208j -0.0264649+0.0224934j -0.00877126+0.0250973j 0.0354505-0.0288205j -0.0509624-5.86337e-16j -0.0683662-0.0297091j -0.0815885+0.0367134j 0.0523856-0.0150435j 0.0245985+0.0252625j -0.0090925-0.00640435j -0.0108647+0.0375278j -0.112441-0.0524195j -0.032246-0.0456562j 0.0459097+0.0638616j 0.0121591-0.0317551j -0.0600967-0.0438102j -0.00328544-0.0158488j 0.00422107-0.00881896j -0.0121853+0.0220986j -0.0213107+0.0234511j -0.042851-0.0444802j -0.0564561-0.0114962j 0.0627552-0.0689665j 0.0247771-0.0644863j -0.0560922-0.104381j -0.0758484-0.0357882j 0.133801-0.0111905j 0.0148559-0.0453422j -0.0162895+0.0709049j 0.0583986-0.111121j 0.0108528+0.0468306j 0.0748299-0.0319772j 0.127409-0.249984j 0.128132-0.0752871j 0.171542-0.0786066j -0.0555922-0.092181j -0.0517247+0.0372893j 0.146135+0.0860934j -0.00749857+0.0607498j 0.0104306+0.0229553j -0.173687+0.00878874j 0.044641-0.0850377j -0.180967+0.0259738j -0.147285+0.0183619j -0.0794457+0.333943j -0.0980961-0.0847026j 0.0250768+0.0364106j 0.00741702+0.0474364j 
-0.0254698-0.0198293j -0.00288169-0.0150512j 0.0132802-0.00725797j 0.0105124-0.00857111j 0.0011886+0.0240643j -0.0115257-0.00670226j 0.0236443-0.0158193j -0.00156535+0.0123599j 0.0135593+0.000700968j 0.0199567-0.0308491j 0.0132538+0.00145459j 0.0156784-0.00618106j 0.000545564-0.00441918j 0.00366392-0.00220504j -0.00596827+0.00400539j -0.00350048+0.00293777j -0.00426175+0.0155943j -0.0232878-0.00593679j 0.00077574-0.00889914j 0.0285539+0.0137822j -0.0130008-0.0137829j -0.0298859-0.000984628j 0.00223156-0.00637479j 0.00361503-0.0080374j 0.0220118-0.0590212j -0.00970447-0.000495997j 0.0633022-0.0317099j -0.00569979-0.0434517j -0.00701685-0.00254259j 0.0256651+0.0145408j 0.00872847-0.0579711j -0.0188995+0.0432233j 0.0165285+0.0273906j 0.00739454+0.00632678j 0.00903292+0.0199956j -0.0297719-0.039895j 0.0069247-0.0170847j 0.0109624+0.0180619j -0.0561594-0.0261767j -0.00707064-0.0617802j 0.0124027-0.0125979j -0.00562199-0.00476143j 0.00399577-0.0421192j -0.0681776+0.0440593j 0.0166477+0.0449798j -0.031944-0.0176745j 0.0956847-0.0361027j 0.0255603-0.0694009j -0.0683662+0.0297091j 0.0508778-8.46545e-16j 0.0659329-0.00132025j 0.0834176-0.000690039j -0.0135656+0.0339512j 0.00500463-0.0214745j 0.0217292+0.0658512j 0.0358756-0.00634951j -0.0210195+0.0206605j -0.00485583+0.0107462j 0.0115164+0.0204425j -0.0214793+0.0364033j 0.00652507-0.0172381j -0.0278787+0.0492546j -0.0343883-0.0801267j -0.0466769-0.0880682j 0.0627708+0.0542253j -0.035365-0.0609559j -0.0402485+0.0123429j 0.0856322-0.0117372j -0.0018515-0.0257871j 0.00216505-0.0714986j -0.0270772-0.0616505j -0.0952165-0.00454031j -0.0584942+0.041678j 0.0337251-0.0430315j -0.0342051+0.169884j -0.0971664+0.0066622j 0.155158+0.134727j -0.152014+0.126682j 0.0319882-0.000512603j -0.0817455-0.0455068j -0.115516+0.0483442j -0.0318646-0.034323j -0.0708389+0.193574j 0.0343234-0.0865085j -0.0261863+0.0374302j 0.17041-0.0677316j -0.000815014+0.040164j -0.096698-0.147947j 0.0947488-0.0336618j 0.0977504+0.147713j -0.0312484+0.0961037j 0.0219444+0.0497807j 
-0.00902717+0.00430952j -0.0215697+0.0211138j 0.00679031+0.0383841j -0.00762082-0.0185727j -0.0145318+0.0211384j 0.00888838-0.00750708j 0.0242189+0.0259231j -0.0127311+0.017361j 0.0170062-0.000915873j 0.0179379+0.00136129j 0.0133559+0.002724j 0.017225+0.00932698j -0.00294949-0.00852457j 0.0117998+0.00607972j -0.000304344+0.00349596j -0.0137015-0.0135319j 0.00153237+0.0131024j -0.0118177-0.00267559j 0.0143133-0.0181921j 0.024638-0.0106388j 0.00106299+0.000731836j 0.00965945+0.011323j -0.021386+0.00602056j 0.00919678+0.00733158j 0.01143-0.00703949j -0.00773642+0.00385705j 0.00636277+0.0307864j 0.0773703-0.00430158j -0.0219606-1.34841e-05j -0.0113552-0.0417348j -0.0168317+0.0529323j -0.000310643+0.0248892j 0.0369202+0.0214784j 0.00422741-0.0108377j -0.0146609+0.00809806j -0.00113143-0.0197486j -0.000788379-0.0192752j -0.019758+0.010174j 0.0194673-0.0154553j -0.0260154+0.0180082j -0.0318422-0.0318276j -0.00747075+0.0244342j -0.0179188+0.0616053j -0.0240222+0.0252125j 0.0499476-0.00248258j -0.0416272-0.0179173j 0.00947285+0.0201482j -0.0111518-0.0577983j -0.0815885-0.0367134j 0.0659329+0.00132025j 0.0160307-1.1241e-15j -0.00646996+0.00855726j 0.046601+0.0906369j -0.00512666-0.00654379j -0.023329-0.00956459j -0.0279264+0.0257567j 0.00904225+0.0512281j 0.0136084+0.0178278j 0.0828576+0.043332j -0.000346741+0.0296517j -0.00568521+0.0184j 0.0137018+0.0113705j -0.0529303-0.0108334j -0.0256525-0.0288173j 0.0716145-0.0455872j -0.0787916+0.0141138j 0.0432529-0.0954595j -0.0740119+0.0348845j 0.0492861+0.0281401j 0.0974659-0.0443964j -0.0334205+0.0571424j -0.000382951+0.154771j -0.149353-0.0107022j -0.0230865-0.0441006j -0.134891-0.0692607j -0.146019+0.0579081j -0.0168819+0.134503j 0.0762854-0.0224166j 0.171476-0.0241765j -0.0803725-0.0286662j -0.0171398+0.0281648j 0.128361-0.228907j 0.0573237+0.0672803j 0.133958+0.0847278j -0.191966+0.0551982j 0.0329724-0.0499954j -0.0235422-0.00478947j 0.0517821+0.0207786j 0.0869101+0.126324j -0.0515203+0.0634167j -0.00429978+0.0946586j -0.032054+0.00997006j 
0.0107251-0.0399988j -0.0286576+0.0104865j -0.00818644+0.0229238j -0.0196138-0.00072702j -0.0249087+0.00419491j 0.0349677+0.00623689j -0.0228409+0.0207036j -0.0223861+0.00805313j 0.00725747+0.0179559j -0.0124474+0.00540552j 0.00630095+0.0237371j 0.00556654+0.0227549j -0.00909568+0.00668326j 0.0137663+0.0205563j -0.00778948-0.0115527j 0.00989917+0.00549005j 0.0146718+0.0199499j 0.0342022+0.0210976j 0.00934453-0.0203508j 0.0137126+0.0107905j -0.0278971-0.0129563j 0.00139552+0.0044897j 0.00412539-0.00992673j 0.00192474+0.0121924j -0.00249318+0.0286971j 0.0248353+0.00274421j -0.0551139-0.0122353j -0.00298333+0.00910246j 0.00835021+0.0450955j -0.0318749+0.0477039j 0.00812372+0.00598619j 0.0054118+0.000221906j -0.0193742+0.0263977j -0.00339291+5.81442e-05j -0.0105564+0.0118176j -0.0280251+0.00570081j 0.00828264-0.033658j 0.0273758-0.0281856j 0.0153592-0.0315346j -0.00822003-0.0432252j 0.0147768+0.0262739j 0.0403849+0.0429244j 0.00685973-0.00314091j 0.0108636-0.0195908j -0.00591201+0.0432142j -0.0196985+0.00859925j 0.0287747-0.0266848j 0.0533192-0.0342539j 0.0523856+0.0150435j 0.0834176+0.000690039j -0.00646996-0.00855726j -0.0658132-1.30451e-15j -0.003551+0.0183511j -0.0207202-0.05236j -0.034236-0.00151199j -0.00955102-0.0355259j 0.0859913+0.0348381j 0.00180559+0.0238902j -0.0622967-0.0109737j -0.00552352+0.0154067j 0.0479788-0.0263058j -0.0456077+0.0269095j 0.0125113+0.0631223j 0.105193-0.104949j 0.0718685+0.0057403j -0.023365-0.0404935j 0.0668489+0.0673033j 0.0410838+0.17945j 0.017011-0.0260689j 0.0538856-0.0563747j 0.0240047-0.025201j -0.0305392-0.000855054j 0.0768797-0.0539246j 0.0846659+0.00300656j -0.0501027-0.0168091j 0.0649194-0.0579103j -0.132948-0.0771776j 0.11068-0.0522446j 0.0406168+0.0912273j -0.164729-0.0321241j -0.113508+0.371136j 0.0490377-0.0643703j -0.102213+0.0589303j 0.0761867-0.0210675j -0.0574347+0.0234544j 0.138315-0.144721j -0.0456457+0.0721985j -0.0337164-0.143673j 0.0334036-0.142478j 0.188224-0.00109442j -0.0749378+0.0675001j 0.00601198-0.0341633j 
-0.00881232-0.00188659j 0.0113647+0.0210882j -0.0107566-0.00362075j 0.00536223+0.0347979j -0.0106792+0.00665824j 0.00750041+0.0116027j -0.0161814-0.0118361j -0.0191721-0.00487548j -0.00164418+0.00718845j -0.0123203-0.00563977j 0.00549224-0.0131379j 0.00367873-0.0053843j -0.00382002+0.00946224j -0.0118409+0.00432567j -0.026626+0.00902564j 0.00291478+0.0294407j 0.00143771-0.00776152j -0.0065139+0.00357064j -0.00861101-0.0131462j 0.0112796-0.00640434j 0.00573713-0.00465422j 0.00863862-0.0111734j -0.00633451-0.0131824j -0.0170635-0.0122089j -0.0032306+0.00841846j 0.0352255+0.0381359j -0.0263208-0.019258j 0.0127636-0.00882887j -0.000102556-0.004061j 0.0132492+0.00457835j 0.0210087-0.0147449j 0.00115371+0.00151704j 0.0153116-0.0130197j 0.0143736-0.00896889j -0.0112211-0.00241624j -0.00389581-0.00293862j 0.00160564-0.029991j 0.014535+2.15132e-06j -0.0147456-0.0285487j 0.0110364-0.000241601j -0.0234908-0.00430201j 0.0266121+0.0258832j -0.0310256-0.0645857j -0.00992923-0.0111849j 0.00550023+0.0111523j 0.00609463+0.0281067j -0.0250763-0.0659905j 0.0737764-0.0551667j 0.0245985-0.0252625j -0.0135656-0.0339512j 0.046601-0.0906369j -0.003551-0.0183511j 0.0581645+1.05541e-14j 0.0201344+0.00298853j 0.0846175-0.0134298j 0.0653202-0.00731467j 0.032147+0.0166037j 0.0247061+0.0525439j -0.0301729+0.0578381j 0.0221356-0.0367831j 0.0438992-0.0442539j -0.0680049-0.0109027j 0.00275163+0.0247394j 0.0867316+0.0298163j 0.00495084+0.10366j -0.020222-0.000551864j 0.037769+0.0460011j -0.00146243-0.00128786j 0.00572787-0.109809j 0.000149065-0.02023j -0.0326256+0.108201j 0.0580735-0.0597337j 0.00260625+0.0032087j 0.0703963+0.042342j 0.0231094-0.00622422j 0.0173617-0.039182j -0.0653931-0.0973253j -0.0555346-0.00554488j -0.0975162+0.0411436j -0.110044-0.127192j 0.107216+0.0238953j 0.0750637-0.0466809j 0.041934+0.0179089j 0.0713952-0.143212j 0.170747-0.0653392j -0.0936616+0.0578601j 0.0147978+0.126618j -0.0631039+0.177619j 0.184019-0.072475j 0.0683031+0.158565j -0.00685031+0.00193531j -0.0398908+0.0620575j 
-0.00329924-0.00414723j -0.00533485-0.0371481j 0.00571762+0.0604618j -0.000270203+0.00402988j -0.0209589+0.0140174j -0.0264652+0.0274621j -0.0246537-0.00414556j 0.000673615-0.00231082j -0.00965239-0.000358811j 0.00657977+0.0115855j -0.002649+0.00193147j 0.00385746+0.0178422j 0.00416223+0.00262065j -0.00996265+0.0170278j -0.0102415+0.0067037j 0.0104701+0.00721645j 0.00656091+0.00224925j -0.00232011+0.0175498j -0.0134976+0.0155236j 0.0180839+0.00572886j 0.0185253-0.00600691j 0.00724474+0.000371317j -0.0176161-0.00291613j -0.0168741-0.0176477j -0.0198284-0.0049066j -0.0438929+0.0122147j -0.00305216-0.00775974j -0.0259777-0.00666754j 0.0121796-0.0773555j -0.000686905+0.0121605j -0.0110969+0.0234187j -0.012801+0.0236681j 0.000787187-0.00633434j 0.00866465+0.00836111j -0.0130738+0.0088675j -0.00391615-0.0186081j -0.0193721+0.0424619j -0.0217062-0.0246301j 0.0278037+0.00244766j 0.0139699-0.00329189j 0.0296447+0.0115834j -0.0287484-0.0295297j 0.00558689+0.101365j 0.0141366-0.0322542j -0.0472193+0.0128725j -0.055539+0.0205822j -0.00045567+0.0274324j 0.0449744+0.0409465j -0.0090925+0.00640435j 0.00500463+0.0214745j -0.00512666+0.00654379j -0.0207202+0.05236j 0.0201344-0.00298853j -0.0762146-5.92582e-15j 0.0479578-0.0245002j 0.0518895-0.0525134j -0.0149803-0.0299188j -0.0305005-0.0308933j -0.0639793+0.0234725j 0.0428922-0.0456866j -0.0771238-0.0819684j 0.00859326+0.0974551j 0.0640734-0.0524599j 0.0150687+0.0145018j -0.0293511+0.135205j 0.101121+0.10636j 0.06335-0.0204662j -0.0579165+0.0276728j -0.0349748+0.0284436j -0.0551737-0.0967581j 0.0393827+0.16681j 0.0260926-0.073446j -0.0227627+0.102965j 0.0466182+0.0210026j 0.0755646-0.184555j -0.0443604+0.021475j 0.0446575-0.031574j 0.0473264+0.156902j 0.0325906-0.0130542j -0.03485+0.129979j -0.128588-0.091688j 0.174992+0.0290687j -0.0532379-0.0258599j 0.140132+0.0106226j 0.00894098+0.107651j -0.0156223-0.18853j 0.0534612-0.0279009j -0.0104927+0.149871j -0.115209+0.0622907j 0.0299503-0.0524488j 0.00964429+0.000915078j -0.00496739-0.0295756j 
0.0153665-0.00671266j 0.0150055+0.0397369j 0.0191223+0.00251385j -0.0150828-0.0120514j 0.00992109-0.0166446j 0.0160286-0.0125803j 0.0108084+0.0265014j -0.0162385-0.0162721j 0.00632466-0.0125331j -0.0193743-0.0006302j 0.018955+0.00589179j -0.0079217-0.000938796j -0.00280892-0.00629845j 0.00543389-0.00410242j 0.00628397-0.0268421j -0.00427246+0.0033789j -0.000504841-0.00266499j 0.0158998+0.00353326j 0.012668-0.00183536j 0.00528192-0.0253037j -0.00041311-0.0104873j 0.020821-0.0154753j -0.0338945+0.00616313j -0.021979+0.00571669j -0.00671858+0.0316688j -0.0101829-0.0413049j -0.0273043-0.0159703j 0.00227971-0.0121824j 0.0184304-0.0254024j 0.0107457+0.0129071j 0.00935277-0.00236217j -0.00147635+3.43486e-05j 0.000704106-0.0103658j -0.0124443+0.00715783j -0.0233701-0.0161087j 0.00156803-0.00851324j 0.0191612-0.00504074j 0.00466358+0.0119185j 0.00876063-0.021227j 0.00194344+0.0263733j 0.00714014+0.0107369j 0.0200482+0.00212839j 0.0183383-0.0112595j 0.00131174+0.0240127j 0.0333239-0.0359552j 0.038147-0.0445664j -0.0109965+0.0383562j -0.0512427+0.0300848j -0.0108647-0.0375278j 0.0217292-0.0658512j -0.023329+0.00956459j -0.034236+0.00151199j 0.0846175+0.0134298j 0.0479578+0.0245002j -0.0621729+7.35523e-16j -0.0746166+0.0526582j -0.0326277-0.0112889j 0.0486337+0.0706647j -0.000319106-0.0511939j 0.0307408+0.00349657j 0.0705375+0.016912j 0.0370057+0.0302387j 0.0446856+0.0524063j 0.0309738-0.0203903j 0.117203+0.00708491j 0.0624464-0.0422494j 0.0510112-0.0194257j 0.0207245-0.0811037j -0.0566781+0.0949676j -0.0295785-0.23771j 0.0283692-0.108049j 0.103481-0.118152j -0.168766-0.013124j -0.062659-0.158879j 0.0228693-0.144149j -0.130335+0.0153634j -0.0183277-0.0221052j -0.114458+0.18966j 0.00684287-0.111966j 0.0776484+0.0743033j 0.0920073-0.0339775j -0.0795+0.0111366j -0.162784+0.149502j -0.102648+0.0631118j 0.029156-0.154479j 0.103279+0.0102526j 0.0263481+0.150454j -0.137941-0.07274j 0.0297078+0.0318649j 0.01626+0.00278957j -0.00566146-0.0164103j -0.00727026+0.0411186j 
0.0122623-0.000921389j -0.0131004-0.00366234j -0.000516917+0.0374425j -0.025383+0.0146312j -0.0261432+0.0167055j 0.00353003-0.0126293j -0.0153747+0.00318052j -0.0164592-0.00418564j -0.00440415+0.00257467j -0.00350974-0.00255039j -0.00376182-0.00884526j 0.0104342+0.0187779j 0.00750735+0.00314771j 0.00385468+0.0184794j 0.00818265-0.0152766j -0.00377045-0.00528981j -0.00254023-0.00803804j -0.0056821+0.00122768j 0.00998897+0.0122706j -0.0106854-0.00966026j 0.000734962+0.0101908j 0.0236969+0.0034541j -0.0227296-0.00660985j 0.0181833-0.00167893j -0.00845022+0.0170492j -0.0168556+0.0133822j 0.00964117-0.0177504j -0.00926985+0.009466j 0.00893946-0.0135326j -0.0224633+0.0202474j 0.0298184+0.021879j -0.0202335-0.001691j 0.0166881+0.0178708j 0.000914282-0.0165962j 0.0147417-0.00711906j -0.00835403-0.00533078j 0.00323348+0.0484474j -0.0198719+0.00924792j 0.0077354+0.00498706j 0.00159879-0.00918517j 0.0141415+0.0283497j 0.0103219-0.0110869j 0.0106555+0.00397632j 0.0154701-0.0301994j -0.0631283+0.0512809j -0.0131531-0.0237391j 0.0174252-0.00196308j -0.00385207+0.0200339j -0.112441+0.0524195j 0.0358756+0.00634951j -0.0279264-0.0257567j -0.00955102+0.0355259j 0.0653202+0.00731467j 0.0518895+0.0525134j -0.0746166-0.0526582j -0.0475273+1.83187e-15j -0.0195801-0.00284065j -0.010776-0.0141246j 0.0291158+0.0192682j 0.0283921-0.0408126j -0.044797-0.0233458j -0.0440123-0.013829j 0.178464+0.0118852j 0.0323446+0.026681j -0.0188854+0.0856164j 0.0100531-0.0701704j -0.090499-0.145903j 0.0356458+0.0188414j -0.0568343-0.00229421j 0.0217818+0.115927j -0.0493745+0.120637j 0.0287454+0.00868071j -0.09223-0.0566568j 0.00134081+0.0413008j 0.0389306-0.083515j -0.063627-0.079541j 0.138064-0.0433442j 0.00221702+0.0486563j 0.00549137-0.0853353j -0.064521-0.0326442j 0.134573+0.090481j -0.0466975+0.106917j -0.129936-0.17915j 0.144241-0.211157j 0.0921191+0.155188j 0.068839+0.183326j -0.161456+0.0743679j -0.156232-0.12388j -0.00179102+0.119848j -0.0172167-0.0521304j -0.0146261+0.01038j 0.0191545-0.00650016j 
0.0146189+0.00493004j -0.00044753+0.0164318j 0.00253454-0.0117274j -0.00426644-0.0141475j 0.0123399-0.00599331j 0.0073057-0.00658257j 0.00709103+0.00988648j 0.00318417+0.00516994j -0.00511349+0.00696654j 0.00506624-0.0215416j -0.0101518-0.013917j 0.00626813-0.0059654j 0.00314135-0.00742542j -0.000897013+0.00221784j 0.00967842-0.010284j -0.00471009-0.00808491j -0.0196564+0.031966j 0.0373071-0.0076588j 0.0164413-0.008849j -0.00525993-0.0287311j 0.000585682-0.00717034j -0.0257043-0.024292j -0.0171605-0.0164861j -0.0121816+0.00415656j -0.00680543+0.0429506j -0.0417877-0.00753646j 0.0191784+0.00206967j -0.0132745-0.0216604j -0.00288095-0.0355964j -0.0172869-0.0225242j 0.0027996+0.0235857j -0.00796608+0.0227128j 0.0031503+0.014713j 0.0133739-0.00209973j -0.00924762-0.00382024j 0.00189539-0.0020695j 0.00709321-0.014629j 0.000619798+0.00433703j 0.00918627-0.000400511j -0.00305032+0.0128611j -0.0151409-0.00593659j 0.00859054+0.0223615j -0.000317992-0.00766257j 0.00444049+0.0167791j 0.0351434-0.0150706j -0.0229749+0.00678042j -0.00701376-0.013833j -0.0378565+0.023585j -0.032246+0.0456562j -0.0210195-0.0206605j 0.00904225-0.0512281j 0.0859913-0.0348381j 0.032147-0.0166037j -0.0149803+0.0299188j -0.0326277+0.0112889j -0.0195801+0.00284065j -0.137176+5.27356e-16j 0.0611903-0.0196038j -0.0387763-0.00510188j -0.0258666-0.00981823j 0.188819+0.0130671j 0.0670853-0.0199993j -0.0517655+0.0177096j -0.0578178-0.104801j -0.101716+0.0821645j 0.0835624+0.00881519j -0.0126488+0.00867181j 0.0707564+0.00987008j 0.146779+0.144095j -0.123575-0.014958j 0.132265+0.0428867j -0.0884763+0.0467057j 0.121935+0.178563j -0.103399+0.0575498j -0.101255+0.115554j 0.106426-0.305712j -0.0846576-0.0393466j 0.121476-0.007872j -0.0577718+0.0296847j 0.046135-0.0585448j -0.0594691+0.0726315j -0.103732+0.0498188j 0.0986937+0.0413895j 0.024306-0.0183248j -0.0542707-0.0616381j 0.00994672-0.00313342j -0.0538725+0.00486649j 0.0383279-0.0987456j 0.0421844-0.0425179j -0.0141343+0.0166614j -0.024864-0.0317744j -0.0154318-0.00103584j 
