-0.0605891+1.8735e-16j -0.042386-0.000103526j 0.0328142+0.000486312j -0.041278+0.00175133j 0.0205961-0.000678199j -0.0381033-0.000597218j -0.0321688+0.00223314j 0.00587183+0.00112991j -0.0271634+0.00133226j -0.00955226+0.00140243j 0.0253027-0.00122918j 0.0272979-0.000313495j -0.00015935+0.00139862j 0.0173891-0.000345991j -0.00486374-0.000782512j -0.0243624+6.19635e-05j -0.0178514+0.00163004j 0.0105151+2.88019e-05j -0.0228296-0.00102029j -0.00370328-0.00120797j 0.0121327-0.00103717j -0.0295474+0.00151633j 0.0558748+0.0018851j 0.0282799-0.0023528j 0.00705112-0.000160286j -0.10016-0.000126245j 0.0243469-0.00638681j -0.432518-0.00476434j 0.509525-0.0115551j 0.184394-0.00426491j 0.0329202+0.0109471j -0.0493418-0.00652045j -0.056581+0.00293866j 0.0107242+0.00300619j 0.0270689+0.00351485j -0.0481521+0.00406522j -0.0313828-0.0044112j 0.00898538+0.00104393j -0.00229143+0.000313651j 0.0133104-0.00450785j 0.0484271+0.00134195j 0.0210856-0.000699084j -0.00662492-0.000350785j 0.0065684-0.00117459j 0.0317236-0.00186826j 0.0162902+0.0034479j 0.00289139+0.000184938j 0.0239407-0.00130561j -0.00337097-0.000992416j -0.00473549+0.00130718j -0.000657653-0.0041425j 0.0006203+0.00170211j -0.0276236+0.00197679j 0.0054546+0.00064008j 0.00647869-6.89849e-05j 0.00427313+0.00260397j -0.00069367+0.00365899j -0.0170079-0.00137814j 0.00986426-0.00468588j 0.00659316-0.00384599j 0.0234768+0.00296383j -0.0225998+0.000248838j -0.00950013+0.00775535j -0.0397994+0.00034317j 0.0325707-0.00847912j -0.000563256+0.0166637j -0.105365-0.00197628j -0.00653047-0.023067j -0.110171-0.00837589j 
-0.10016+0.000126245j 0.00315392+0.006966j 0.640939+0.00435412j -0.485885-0.00872472j -0.0188849-0.0063457j 0.142565-0.000118714j -0.0358325+0.0026676j -0.110869-0.000292864j -0.0279149+0.00110115j 0.0247901+0.000865439j -0.0419368+0.00253277j -0.00407152-0.00161736j -0.054631+0.0013265j -0.0557416+0.00127705j 0.00348117+0.00126156j 0.0518023-0.000106159j -0.0013579+0.000168677j -0.0113699+0.00105039j 0.0325324+0.000385908j 0.06082-0.000849207j -0.0153595-0.000221021j 0.0454604-0.000878013j -0.0501254+0.000493514j 1.01529e-05+0.000104054j 0.0252423+0.000665158j 0.0782263-5.52531e-15j -0.0235854-0.000408901j 0.120468+0.00110841j -0.096027-0.000715102j 0.0563863+0.00321875j -0.0831193+0.00800988j -0.380495+0.00433293j -0.188397+0.0222122j -0.109309+0.0164092j 0.0156411-0.00338329j 0.0229859-0.00984015j -0.0330412-0.0141372j -0.00522809-0.00418681j -0.00602725-0.0013648j 0.00069631-0.00695146j -0.0121677-0.00587537j -0.00783017-0.00430264j 0.0108701+0.00666069j -0.00182033-0.00366358j 0.00289882-0.00141038j -0.001492+0.00519788j 0.00589413+0.00245739j -0.00665111-0.000887447j 0.000893818+0.00598111j -0.00185277-7.14821e-05j 0.00750094+0.00192225j -0.00403959-0.000890364j 0.00586441+0.00360152j 0.00160401-0.00028282j -0.00512604-0.00308846j -0.00764762-0.000238586j -0.00393598+0.000889913j 0.00699689-0.00135756j 0.00518425+0.00113758j 0.00280738+0.000259325j -0.00281488-0.00521968j 0.0117812-0.00083707j -0.00457447+0.0010146j 0.00593547+0.00412841j 0.00139956+0.0022287j 0.0027904-0.00187493j 0.0172113+0.00108428j 0.00352737-0.00105304j 0.0112144-0.00062135j 
0.0243469+0.00638681j 0.128059-0.000905017j -0.430281-0.00197334j -0.643414-0.00322212j -0.286155-0.00411149j -0.0463825+0.000326697j 0.215577+0.00190969j 0.11906+0.00213774j 0.0609625+0.000536736j 0.0439939-0.00140197j -0.0422896-0.00071949j -0.0214929-0.00019528j 0.0399465-0.000197163j 0.00648254-0.000546907j -0.0365433-0.000150421j -0.0108841+0.000168181j 0.043348-0.000553311j 0.0334491-0.000224656j -0.0216963+0.000246521j -0.076895+0.000640176j -0.0321404+0.000104245j 0.027269+0.000439735j 0.0403377-0.000611927j -0.0785046+2.05993e-05j 0.0351762-0.000394222j -0.0235854+0.000408901j -0.0605651+1.61391e-14j -0.129844-0.000852417j -0.0639727-0.000914673j -0.0879081+0.00759565j -0.0806137-0.00486986j 0.180549-0.00910843j -0.314365+0.00597869j -0.035792+0.0158242j -0.00929394-0.000239178j -0.0246281-0.0145161j -0.0384637+0.00840741j -0.0196082-0.00267368j 0.0140198+0.00310565j -0.0104472-0.00639377j -0.0141261+0.00354829j -0.00188077+0.00204674j -0.0102444-0.00434137j 0.000935402+0.000587078j -0.0158391+0.000771389j -0.00158842+0.000565512j -0.0061696-0.00198063j -0.00425839-0.000365179j 0.00177448-0.00125608j -0.00325641+0.00113149j -0.00947866-0.00271887j 0.000374334+0.000804252j -0.00290701-0.0030511j -0.00943843-0.00358082j 0.00314991+0.00200911j 0.000953121+0.00136882j 0.00334867-0.00027042j -0.00906801-0.000903139j -0.00753519-0.00397626j 0.00168137-0.000265478j -0.0121652+0.00114052j -0.0108976-0.00257579j 0.0125336+0.00112196j 0.00703802-0.000119688j 0.00347388-0.00234743j -0.0152079+0.000222102j 0.000168997-0.00219356j -0.0118007+0.000861874j -0.001608-0.000826457j 
-0.432518+0.00476434j 0.505564+0.0120253j -0.0260668+0.00688845j 0.234453+0.00284038j 0.041815-0.00172167j 0.0597627-0.000187344j 0.140286-0.00144155j -0.0179738+0.00126365j -0.0212739+0.00143063j 0.0529851-0.000556137j -0.0936705+0.0013144j 0.00199055-0.000756842j -0.00621128+0.000710003j -0.0549978+0.000882115j -0.0588466+0.000739536j 0.016619-0.000297348j 0.0406159-0.000678482j -0.0646225+0.000948795j 0.00282971+6.64581e-05j -0.0303238-0.00034295j 0.0052265-0.000103949j 0.0767904-0.000669506j -0.0317177+0.000536275j -0.0973816+0.000244923j -0.0392901+0.000824815j 0.120468-0.00110841j -0.129844+0.000852417j -0.257112+7.18219e-15j -0.170003+0.000194944j 0.204474+0.0171972j -0.472532+0.014806j -0.043417+0.0121868j 0.0241634-0.0116847j 0.0146781+0.00566509j 0.00867989+0.00864405j 0.0315032+0.00506592j 0.0145173-3.87145e-05j 0.0106265+0.00361831j 0.00272734-0.000594857j -0.0179307-0.00415471j -0.00845445+0.00131732j -0.011336-0.00240553j 0.00968848+0.00186649j -8.7773e-05-0.000224551j -0.00438324+0.00202665j 0.00284925+0.00326546j 0.00390625+0.00131883j -0.0149943-0.0026112j 0.000567313-0.000150279j 0.00114373+0.000999053j -0.00621099-0.00176598j -2.85704e-05-0.000201j 0.0117698+0.000551102j -0.00136301-0.00248895j -0.00333996-0.00153884j -0.000683564-0.000337234j 0.00348211+0.000555957j 0.00502078-0.00131228j -0.0106247-0.00321223j -0.00551012+0.000335515j -0.00911332-0.000665983j 0.00904032+0.000291004j 0.0104505+0.00280453j 0.0154453+0.00202267j -0.00413233-0.000838551j -0.0131953-0.00240697j 0.0181413-0.000840399j -0.0223547-0.000107273j -0.00306833+0.000790053j 
0.509525+0.0115551j 0.432155-0.00422221j 0.265934+0.00404554j 0.0739011-0.00725946j 0.103298-0.00024217j -0.125859+0.00174458j 0.022781-9.76369e-05j 0.0379945-0.000297813j -0.0402678+0.00096344j 0.0440883-0.000853328j 0.0190524+9.52286e-05j 0.0556233-0.00108969j 0.0408316-0.00045753j 0.0195842-1.97327e-05j -0.0360432+0.000366467j -0.0395051+0.000173328j 0.0369564-0.000578958j 0.0418413-0.000735834j -0.0917989+0.000926342j -0.024452+7.68038e-05j -0.0457014+0.000668953j -0.0037812-0.000124639j 0.120232-0.00124722j -0.00878568+0.000130891j 0.0348302-0.00088378j -0.096027+0.000715102j -0.0639727+0.000914673j -0.170003-0.000194944j 0.225638+5.13803e-16j -0.491603+0.0139496j -0.19685-0.0159217j -0.0281868+0.0131304j -0.0182206+0.0158211j 0.00536719-0.00255836j 0.0343259+0.0052694j 0.00225913-0.00467682j -0.0167963-0.00284764j 0.00760672+0.00164798j 0.0151276+0.00227364j -0.00593604-0.000695531j 0.0142725+0.00361488j 0.00415356+0.00199295j -0.00383948-0.000618578j 0.000166133-0.000677609j 0.000638404-0.000536778j 0.0140635+0.00245223j -0.000574047-0.000163164j 0.00302286+0.00148582j 0.0010645+0.000211935j 0.000319539+0.00238726j -0.0121809-0.00110027j 0.000542156-0.000397362j -0.00978432-0.00196976j -0.00789538-0.00130673j -0.00107435-0.00106434j 0.00378371+0.000175197j 0.00671274+0.000948802j -0.018781-0.00361271j -0.00706842+0.000232782j 0.00200764+0.000810377j 0.000970965+0.000763959j -0.0122098-0.00229334j 0.0161373+0.00174008j -0.00881539-0.00280835j 0.0053279+0.000116938j -0.0146496+0.00111812j -0.0152991-0.00331201j 0.00062822-0.000640945j -0.0167559+0.000865086j 
0.184394+0.00426491j 0.0456175-0.010322j -0.00119847+0.00587809j 0.107867+0.00145548j -0.0191469+0.0019915j 0.02844-0.00273196j 0.0889882+0.00326645j 0.023348+0.00253888j 0.0496252+0.000145805j 0.0307443+0.00140749j -0.0578889-0.00233716j -0.0239223+0.00174296j 0.0283436+0.00212193j -0.0236553-6.33523e-05j -0.0164112-0.00259896j 0.0164551-0.00179726j 0.0414216+0.000699996j -0.0211894-0.00154136j 0.00176619-0.00202133j -0.0184742-0.00281517j -0.0164825+0.00133034j 0.0444745+0.000596829j -0.0206712+0.00444175j -0.0522619-0.00236336j -0.0271747-0.00211748j 0.0563863-0.00321875j -0.0879081-0.00759565j 0.204474-0.0171972j -0.491603-0.0139496j -0.25466-1.54824e-14j 0.051467+0.000191343j 0.0280305+0.00206884j 0.0790936+0.00304411j -0.00471646-0.00425567j -0.00560429-0.000393559j 0.0605341-0.00117147j 0.0260306+0.00264845j -0.00428256-0.000358594j 0.0130361+0.00131968j -0.0224743+0.0028162j -0.0431383-0.0011255j -0.0202215+0.000253268j 0.00571267-0.000367212j -0.00489018+0.000250964j -0.0343749+0.000946722j -0.00757585-0.0017315j -0.00246099-0.000639257j -0.0237292+0.000918772j 0.00349074+0.00108288j 0.00609055-0.00106308j -0.00815968+0.00176115j -0.0011798-0.000327754j 0.0206012-0.000805833j -0.0100789-0.00035998j -0.00698814+0.000174867j -0.00206169-0.000485374j 0.00605569-0.00198344j 0.0039006+0.000871059j -0.0153156+0.00210438j -0.00782796+0.00202967j -0.0214134-0.00175012j 0.00890215-0.000781609j 0.0214367-0.0048198j 0.0246501+0.00106834j -0.0228411+0.00322757j -0.020104-0.00701652j 0.0543922-0.00170847j 0.00818242+0.0179128j -0.0384512+0.00848826j 
0.0329202-0.0109471j -0.209471-0.00303794j 0.120204+0.00145002j -0.00883924-0.00511033j 0.0272209+0.0024109j -0.0770191-0.00379169j 0.00730003-0.00439626j 0.0390213-0.000512826j -0.0142042-0.00342727j 0.00960337-0.00120161j -0.00128181+0.00354815j 0.0393375+0.00275691j 0.0233723-0.00076822j 0.017298+0.00198949j -0.0267694+0.000309426j -0.0369466-0.00221907j -0.00940065-0.00264643j 0.00200441+0.00169962j -0.0313814-0.00156364j -0.0317513+0.00055219j 0.0232945+0.0014057j -0.0207898-0.00401344j 0.0848334+0.00428524j 0.000640763+0.00458969j -0.0150959+0.00110484j -0.0831193-0.00800988j -0.0806137+0.00486986j -0.472532-0.014806j -0.19685+0.0159217j 0.051467-0.000191343j 0.262414+9.81029e-15j -0.108751-0.00280913j 0.0230266+0.00171059j 0.00498801-0.000488397j 0.061312-0.00369852j 0.00803346+0.0018579j -0.037558-0.00104128j 0.00699798-0.000529127j 0.0205502-0.00177033j -0.0184067+0.000141141j 0.0242648-0.00218703j 0.00855418-0.00152007j -0.00923912-0.000319958j 0.000852112-0.00175523j -0.00144526-0.00101006j 0.0215213-0.000536679j -0.00271994-0.00057867j 0.00565825-0.0014028j -0.00128138-0.000147449j -0.00162218+0.00180281j -0.0258252+0.000212874j 0.00810636+0.0010519j -0.00914922+0.00313038j 0.00523383-0.000186921j 0.00552805-0.000205869j 0.018617+0.00093797j 0.0159225-0.000504225j -0.0169021+0.00399623j -0.0112318-0.00247493j -0.0156024-0.00233001j 0.00729052-0.000870405j -0.0268025+0.000972091j 0.0275018-0.0013229j -0.0251293+0.00592673j -0.00404895-0.00532566j -0.0488094+0.00101463j -0.0205849-0.00482774j 0.0380061-0.00854703j 0.0125302+0.0170369j 
-0.0493418+0.00652045j 0.080983+0.00409001j 0.00886992-0.00150521j -0.0104712-0.00302024j 0.0058681+0.00480214j 0.0307006+0.00327449j -0.0381409-0.00211236j 0.00365832-0.00140294j -0.0137863-0.00271163j -0.0515019-0.00338897j 0.00710618-0.00285803j 0.00767855+0.00275567j -0.01297-0.00143583j 0.0147866-0.00129008j 0.00248335-0.000906504j -0.0207241-0.000565881j -0.0342162-0.00160624j -0.0457839-0.00657815j 0.0217826+0.00244488j -0.0119471+0.00105923j 0.0586567+0.00618316j -0.0462355-0.00125008j -0.0350154-0.00403417j 0.0401301+0.00208811j -0.0401051-0.00980274j -0.380495-0.00433293j 0.180549+0.00910843j -0.043417-0.0121868j -0.0281868-0.0131304j 0.0280305-0.00206884j -0.108751+0.00280913j -0.00692157-1.86873e-15j -0.0212634-0.00114283j 0.00253128+0.00188246j -0.025414+0.00189285j -0.0170679-9.76652e-05j -0.020831-0.00285894j -0.00276505+0.000887625j -0.024536+0.000521495j 0.00933782-0.000546358j 0.0156873+0.000482343j 0.00488341-0.000236452j -0.00493766+0.000599907j -0.00778985-0.00163283j 0.0172705-0.000292404j 0.00229035+0.00219419j -0.00133592-0.000149983j 0.00789542+0.00106322j -0.00616837+0.00159422j 0.00857653+0.000976425j 0.00446483-0.000354496j 0.00801477+0.000394886j 0.00191781+0.00108922j 0.0128529+0.000192943j 0.00951331-0.00173606j 0.0108657+0.00200326j -0.00479621+0.00155007j 0.0229207-0.00223438j -0.00342282-0.00131059j -0.013564-0.000420581j 0.0192372+0.000163513j -0.0111023+0.00204741j -0.0212072-6.31264e-05j -0.0171461-0.00130379j -0.0213843-0.00135445j 0.00477289-0.00875163j 0.0265917-0.000920405j -0.00299202+0.00130837j 0.0267982-0.002433j 
-0.056581-0.00293866j -0.0381853+0.00515725j 0.0188478+0.00182771j 0.0355734+0.00105537j -0.0565607-0.0023651j -0.0257363+0.00237973j 0.0218269-0.00141523j 0.0146413+0.00238669j 0.0197962+0.00112815j 0.0214191-0.00430324j 0.0248917-4.37906e-05j -0.0245436-0.00059417j 0.0108924-0.000208903j 0.011844+0.00183846j -0.000744199-0.000250396j -0.00382029-0.00243683j -0.000200338-0.00283617j 0.0275635-0.00443464j -0.018293+0.00250338j -0.0136912-0.00275853j -0.0261362+0.00588956j 0.014134-0.00376491j 0.0425905-0.00207057j -0.0153521+0.00212704j 0.11196-0.00510627j -0.188397-0.0222122j -0.314365-0.00597869j 0.0241634+0.0116847j -0.0182206-0.0158211j 0.0790936-0.00304411j 0.0230266-0.00171059j -0.0212634+0.00114283j 0.02836+1.13581e-15j -0.0312709+0.000617233j 0.0184877-0.000303647j 0.00369632+0.000923292j 0.00974489+0.00123269j -0.000699994+0.000420135j 0.0231044-0.000627176j 0.0078632-0.00104501j -0.0048677-0.000129924j 0.00168372-0.000138449j -0.00846374+0.000979643j 7.05608e-05-0.000140775j -0.0030625-0.000657534j -0.000219318-0.000166879j -0.00671124+0.000509485j 0.00310941-0.00102914j 0.00575455-0.000109707j -0.00304292+0.000827726j -0.00772474+5.24445e-05j 0.00389202-0.00043789j -0.0056804+0.000956653j -0.00180529+0.000626969j 0.00522806-1.14952e-05j 0.00851309-0.000763817j 0.000590473+0.000350405j -0.00434041+0.000779204j 0.00132188-0.00178347j -0.00381972+0.000423924j -0.0112902+9.43045e-05j -0.0290344+0.00130625j 0.0110119-0.001932j 0.000899929-0.00103842j 0.000261386-0.00339708j 0.0257248+0.000221681j -0.00351124+0.00761233j 0.0251059-0.000865091j -0.00111649-0.00257173j 
0.0107242-0.00300619j -0.00974206-0.00210905j -0.00744231-0.00248243j -0.0457168-0.00226069j 0.0549904+0.00210723j 0.00376265-0.00460079j -0.0085903-0.000568842j 0.0098226-0.000247278j -0.00922915-0.000501531j -0.0219426+0.00120837j -0.0278952-0.000155466j 0.0338877+0.00286679j 0.0026211+9.90765e-05j -0.0119795-0.00113628j -0.0096685-0.000264763j -0.00529644-9.09483e-05j 0.00610075-0.00209865j -0.0384861+0.000633084j -0.00460853-0.00227036j 0.0261401+0.00219882j 0.0157631+0.00240804j -0.00637137-0.000893081j -0.0237611+0.00934493j 0.0252206+0.00527077j -0.319298-0.00729912j -0.109309-0.0164092j -0.035792-0.0158242j 0.0146781-0.00566509j 0.00536719+0.00255836j -0.00471646+0.00425567j 0.00498801+0.000488397j 0.00253128-0.00188246j -0.0312709-0.000617233j 0.0280446+5.83084e-16j -0.00433423-0.000311064j -0.0014335-0.000277006j -0.018105-0.00161529j -0.00127182-0.000121741j -0.0122732+0.000101518j -0.00532962+0.000896201j 0.00350787+0.000151477j -0.00070615-0.000231336j 0.00486506-0.00105266j -0.00702454-0.000726756j -0.00192788+0.000536157j 0.00923831+0.00059196j 0.00469813-0.000613008j 0.00296963+0.000617687j -0.00268177-0.000158606j 0.0124434-0.000310624j 0.00466078-0.000536619j -0.000579076+0.00109447j 0.00698389+0.000162739j 0.00635366-0.000604333j -0.00285757-0.000261962j 0.000779078+0.00165399j 0.00600043-0.000474132j 0.00408519+4.4205e-05j 0.00132369+0.000243314j -0.0125314-0.000266753j 0.00813254-3.04762e-05j 0.00674769-0.00235749j 0.00023449-0.00105094j -0.00228535+0.00239171j 0.0216967-0.000343243j -0.00190251+0.00152202j 0.0127498-0.00106261j 0.00224056+0.00101779j -0.00326153+0.0021799j 
0.0270689-0.00351485j -0.0507972-0.00481625j 0.0387332+0.00382236j 0.0208405-0.00348495j -0.00342593+0.00645908j 0.0245592-0.00127214j 0.00845922+0.00210966j 0.0291601+0.00403019j -0.000832606+0.00224143j -0.00408111-0.00010245j -0.0132976-0.00238408j -0.00492723+0.00296586j 0.018922+0.00474383j 0.0151111-0.00122144j -0.0163321-0.00167307j -0.0115374+0.000138093j 0.0485103+0.00630416j -0.0138769-0.000975163j -0.0146562-0.00383278j -0.0492868+0.00402361j -0.0416772-0.00547626j 0.0142971+0.00326495j -0.130985+0.00163113j -0.265929-0.00610726j 0.0138151-0.0134021j 0.0156411+0.00338329j -0.00929394+0.000239178j 0.00867989-0.00864405j 0.0343259-0.0052694j -0.00560429+0.000393559j 0.061312+0.00369852j -0.025414-0.00189285j 0.0184877+0.000303647j -0.00433423+0.000311064j -0.00517393-7.58942e-16j 0.0123317+0.000456581j -0.0039281-0.000952022j 0.00424315+0.000482954j 0.00644693+7.60037e-05j -0.00214864+2.68792e-06j -0.00438232-0.00091163j -0.00502552-0.000583049j -0.00806706+0.000705138j -0.00233462-0.000355104j -0.00731411+0.000335508j 0.00249421-0.000342578j -0.00317592-0.000534145j -0.00494456+0.000448289j 0.00132681+0.000778664j 0.00722364-0.000520964j -0.00335488+0.00078943j 0.00259453-0.000588541j 0.0018503+5.44644e-05j -0.0135895+0.00048746j -0.00214636+0.000219992j -0.0054965+0.001185j -0.00137465+0.000191744j -0.00390244-0.000536649j -0.010447-0.000101417j 0.00882576-0.00086565j -0.00645717-0.000994293j 0.00196039+0.000868259j 0.000601405-0.00229687j -0.0233592+0.000604347j -0.00011412+0.00209883j -0.000357021-0.000555881j -0.0140755-0.000496552j 0.00134707+0.0025037j -0.0102164+0.00125332j 
-0.0481521-0.00406522j -0.0272335+0.00497572j 0.0188276+0.00078525j 0.00279519-0.00103667j 0.00574904-0.0023048j -0.0207688-0.00268793j 0.021582-0.000940609j 0.0246252-0.0024746j 0.0316091+0.00252718j 0.0130316+0.00171698j 0.00244183+0.00370688j -0.00358099-0.00099656j 0.0243922-0.000655734j -0.00312952-0.000163436j -0.00555367+0.00338755j 0.00121368+0.00168739j 0.0204316-0.00644563j 0.0153939+0.00570966j -0.0316494+0.00247956j 0.0210628+0.000739903j -0.0545825+0.0038819j 0.0463898-0.00291059j 0.22938+0.0167602j -0.0788784+0.00421411j -0.0738925+0.00272951j 0.0229859+0.00984015j -0.0246281+0.0145161j 0.0315032-0.00506592j 0.00225913+0.00467682j 0.0605341+0.00117147j 0.00803346-0.0018579j -0.0170679+9.76652e-05j 0.00369632-0.000923292j -0.0014335+0.000277006j 0.0123317-0.000456581j 0.00726444-6.245e-17j -0.00175036+0.000764376j -0.00634766+0.000492152j 0.0128445-0.000424187j 0.000205895-9.60504e-05j -0.0065735+0.000616784j 0.00151761-6.98125e-05j -0.00346423+0.000196393j 0.00162862+0.000495955j -0.00995186+0.000545727j 0.00087207-0.00020493j 3.02938e-05+0.00033541j 0.000987451-0.000443528j -0.000684599-0.000627939j -0.0041979-0.00025747j -0.00252627-0.000141823j -0.0017608+1.33993e-05j -0.00220586+7.82925e-05j -3.42351e-05-0.000700545j 0.00109147-6.23108e-05j -0.00266495-8.90027e-05j 0.00713396-0.000713458j -0.0114644+0.000418517j 0.000394199-2.79668e-05j 7.18205e-05+0.000310355j -0.00347539+0.00110391j -0.0037062+0.00180033j -0.022025+0.000120482j 7.40324e-05+0.00210159j 0.00269145-0.00147951j 0.0084575-0.000615866j -0.0135444+0.000877902j 0.0119813-0.0015983j -0.000368449+0.00153929j 
-0.0313828+0.0044112j 0.0275697+0.0032566j 0.0435717-0.00329801j 0.0163359-0.00494786j -0.022806+0.00335709j 0.0154589+0.00195926j -0.00307162-0.0011892j -0.0106375-0.0054019j 0.00768809-0.00413092j 0.00486951+0.000217601j 0.0332055+0.0010415j -0.011438+0.00146771j 0.01156-0.00284282j 0.0262513-0.0029839j 0.022857-0.00118858j -0.00382562+0.000123047j -0.0179329-0.00564286j 0.0484041-0.00327457j 0.0509246+0.00153982j -0.0990618+0.00576307j 0.0280272+0.00488823j -0.157927-0.00163476j 0.141282+0.0020342j -0.0320372+0.00465012j 0.0778631-0.00646572j -0.0330412+0.0141372j -0.0384637-0.00840741j 0.0145173+3.87145e-05j -0.0167963+0.00284764j 0.0260306-0.00264845j -0.037558+0.00104128j -0.020831+0.00285894j 0.00974489-0.00123269j -0.018105+0.00161529j -0.0039281+0.000952022j -0.00175036-0.000764376j 0.00962435+1.38224e-15j -0.000734454+9.4717e-05j 0.00320132-0.000160747j 0.00463862-0.00140909j 0.00574752+0.000127427j 0.00628834-0.000229147j -0.00841477+0.00111872j 0.00509546+0.000432233j 0.00316246+4.41661e-05j -0.00805843+0.000578168j -0.00378356+0.000691543j -0.000845706-1.76674e-05j -0.00354375+0.000448649j -0.00713843+0.000810521j -0.00523367+0.000116662j 0.00471994-0.000909623j -0.00653989+0.000226333j 0.00344159-0.000234594j 0.0150041-0.00105005j 0.00508044-0.00044839j 0.000501835-2.59999e-05j 0.000392426-0.000668813j -0.000581763+0.00130879j -0.00156348-0.00105922j 0.00205682-0.00102543j 0.0230704+0.000242916j -0.00408029+0.00220671j 0.00361133+0.000369414j -0.00561838+0.00167275j 0.0194125-0.00128407j 0.00641571-0.000910666j 0.00532971-0.00030993j 0.00710263-0.000895449j 
0.00898538-0.00104393j -0.00919097-0.00115478j 0.0116935+0.00138235j 0.00135806-0.0023369j -0.00236755+0.000859703j -0.0149019+0.00302072j -0.0163494-0.00439911j -0.0160547-0.00421652j -0.0102616-0.0072226j 7.02881e-05+0.00229566j -0.0217456+0.00361251j 0.00860774+0.00132866j -0.0170402+0.00312277j -0.000410293+0.00670836j 0.00972585+0.00254197j 0.00192235-0.00343477j -0.000406556+0.000315081j 0.0257014-0.00291616j 0.00287363-0.000284815j -0.0661114-0.0127508j 0.166945+0.00370616j 0.0621347-0.0114166j 0.0397841+0.00292004j 0.0297198-0.00768405j -0.0364985-0.00141066j -0.00522809+0.00418681j -0.0196082+0.00267368j 0.0106265-0.00361831j 0.00760672-0.00164798j -0.00428256+0.000358594j 0.00699798+0.000529127j -0.00276505-0.000887625j -0.000699994-0.000420135j -0.00127182+0.000121741j 0.00424315-0.000482954j -0.00634766-0.000492152j -0.000734454-9.4717e-05j 0.000490831+3.35018e-17j -0.00559749-0.000406505j -0.004704-2.66389e-05j 0.00285568+0.00072222j 0.000515279+0.000467365j 0.00319304-0.0003722j 0.000999433+0.00030488j 0.00386918-4.40655e-05j -0.00130878+6.68996e-06j -0.00173837-4.29138e-05j -0.000248033-7.95843e-05j -0.00205706+4.5271e-05j -0.000299497+0.000267297j -0.00320463+0.000120019j -0.00229771+0.000519842j -0.00209022-0.000147465j 0.00411002-0.000196341j 0.000879372+0.000345644j 0.00304826-2.42197e-05j 0.00200099+0.00056302j 0.00261766+0.000279188j -0.00130815+0.000667926j 0.0198576+0.000119824j 0.00713423-0.000713957j 0.00202913+0.00112373j -0.00119505+0.000599019j 0.00430056-0.000921565j 0.00638061+0.000231206j 0.00390149-0.000261226j 0.00170213+9.12873e-05j 0.00423342+0.000587118j -0.000993621+0.000263155j 
-0.00229143-0.000313651j -0.0189248-0.000730041j 0.0432833+0.00497554j 0.0391641-0.00171115j -0.0218194+0.000860292j -0.00113283-0.000811177j 0.0308821+0.00093899j 0.0185747-0.00108224j 0.0446528-0.000956838j 0.00359353+0.000546967j -0.00699868-0.00372658j -0.0229303+0.000478274j 0.00985648+0.00162629j -0.00415422+0.000880086j 0.00235767+0.00298777j 0.0217152+0.00146502j 0.0388339+0.00492463j 0.0629932-0.00345865j 0.0361495+0.0012444j -0.103313-0.00995823j -0.0773542+0.00499804j 0.162474+0.0065411j -0.013636-0.009653j -0.0257219-0.000931388j 0.0253117+0.000799976j -0.00602725+0.0013648j 0.0140198-0.00310565j 0.00272734+0.000594857j 0.0151276-0.00227364j 0.0130361-0.00131968j 0.0205502+0.00177033j -0.024536-0.000521495j 0.0231044+0.000627176j -0.0122732-0.000101518j 0.00644693-7.60037e-05j 0.0128445+0.000424187j 0.00320132+0.000160747j -0.00559749+0.000406505j 0.00836679+3.37946e-16j 0.00112877-0.000216622j -0.00975487-0.000159099j -0.00190403-0.000342588j -0.00232987+0.000396338j 0.000505109-4.83206e-05j -0.00633845-1.11625e-05j -0.00243782+5.73672e-05j -0.00270385+0.000297309j -0.00293925-0.000146555j 0.000463691+0.000382665j -0.00127184+0.000239021j -0.00182503+0.000325208j -0.0037672+0.000131088j -0.00228587+0.000542647j -0.00725451-8.49595e-05j 0.00126366-0.000595332j -0.00345716+0.000243741j -0.000993613+0.000219001j -0.0026765-0.000257839j -0.000625261+0.000755791j -0.00664865+0.000740393j 0.020225+5.80436e-05j -0.00138967+0.0009954j -0.00408099+0.000605285j -0.00921649-0.000173289j -0.00724661-1.36202e-05j 0.00614244-6.57723e-05j -0.0136009-3.36482e-05j 0.00228284+0.000189865j -0.00557615-0.000544285j 
