0.160638+4.85723e-17j 0.120901+0.0121603j 0.0980345+0.0985895j -0.060485-0.0998387j 0.0382915-0.018797j 0.0173313+0.0243958j 0.0258333+0.0935417j -0.022096-0.103076j 0.0220508-0.0728758j -0.02118+0.0124539j -0.00682429-0.0418132j 0.0161944-0.0175587j 0.000169255+0.0626946j 0.00231774+0.0142155j 0.0283322+0.0207312j -0.00277216-0.022122j 0.0845003-0.0136869j -0.0149559-0.00971579j -0.0536947+0.0312503j 0.0357927+0.0555046j -0.096697+0.00664179j -0.0490505+0.0199943j -0.0730514+0.06662j 0.226415+0.0836838j 0.0565932-0.239116j -0.0810058+0.0924487j 0.0667096+0.108927j 0.0554201+0.0236066j -0.135619-0.107127j 0.09165+0.0260642j -0.0629278-0.0137874j 0.0358729+0.0535246j 0.0213377+0.0526365j 0.010972-0.0422404j -0.00242752-0.00109523j 0.0194068+0.0453292j -0.00458291-0.0173088j -0.00686689+0.00159471j 0.0117761-0.0384896j -0.0176729-0.00540877j -0.00369715-0.0319229j -0.00626857-0.00757121j -0.0195877+0.0163544j 0.00972396-0.0274291j -0.00585761+0.0342249j -0.015378+0.00589891j -0.00677678+0.0174599j 0.0138378+0.00182839j 0.00505815+0.0208084j -0.0443092-0.00644291j 0.0106826-0.0218599j -0.010474+0.0207007j 0.0155099+0.015277j 0.0092435+0.00402107j 0.0135791-0.0166914j 0.00555915-0.0247591j 0.00673905-0.00798281j 0.00546804-0.00271902j -0.0228125+0.0312292j -0.0119206-0.0127726j -0.00386315+0.0586374j -0.0454347+0.109343j 0.0483098+0.109356j 0.236719+0.0533501j 0.0218149-0.127351j -0.0228279+0.129263j -0.0284119-0.0169885j 0.0227156+0.00613301j -0.133191-0.0480002j 
0.0092435-0.00402107j -0.0467087+0.00498099j -0.0176881-0.0234778j 0.0268149+0.00201321j 0.0118397+0.00613376j -0.0383181+0.0224011j -0.0378956-0.0486309j 0.00762805-0.0193848j -0.0274794-0.0191619j -0.00123563+0.00668895j -0.0168564+0.0172734j 0.00208657+0.0019439j -0.00995803-0.0377714j -0.00764743+0.0148048j 0.00260972-0.036419j -0.00141445+0.00563531j -0.00400155-0.0118875j -0.00635918-7.76834e-05j 0.00316843+0.0179097j -0.00648099+0.00724315j 0.00840852+0.010434j -0.0115871+0.0051699j -0.00840168-0.00333251j 0.0074898-0.00635641j -0.00876652+0.00869527j 0.0218197-0.0140571j -0.00169635+0.0125547j -0.0196146-0.014884j 0.0185989-0.0120187j 0.0762094+0.0154683j -0.0299844-0.0406386j 0.0455446+0.0426375j -0.0583301-0.0132647j 0.0390555-0.0511748j 0.127771+0.0135737j 0.00457678-0.159063j -0.0224403+0.0646525j 0.0929907+0.215173j 0.10988-0.12475j 0.0276541+0.0970988j -0.220335+0.00301792j 0.0241852+0.258882j 0.0297153+0.0998045j 0.135706-0.0767007j -0.0552732-0.275968j -0.21225-0.0129966j 0.0121595+0.131796j -0.0440567-0.141148j 0.126959+0.0489451j 0.0658439+0.0852347j -0.0199522-0.0509439j 0.0886691-0.0295986j -0.105708-0.026205j -0.0160269-7.63278e-15j -0.017529+0.0926692j -0.12503+0.0144539j -0.0483001+0.0263787j 0.0585143+0.0102406j 0.0774985+0.0338253j 0.0347623-0.0258437j 0.010839+0.0234055j -0.0171216+0.0190349j 0.00441163+0.0658706j -0.040796-0.080088j 0.0101813+0.033754j -0.00608049-0.101989j 0.0024707-0.00418171j -0.0252947+0.0509632j -0.00496244-0.0565657j 
0.0135791+0.0166914j -0.0218918-0.0258422j 0.00371898-0.0402177j -0.0335277-0.0126643j -0.0218504-0.0688803j -0.00183088+0.0206264j 0.0149525+0.000828335j -0.0210023+0.000575491j 0.0127127-0.00341043j 0.0167205+0.00238394j -0.0212284+0.00845933j -0.0334524+0.0409467j 0.00609053+0.0161449j 0.0108294+0.00345631j 0.00186656+0.0074797j -0.00872704-0.0173255j 0.00364206-0.017728j -0.00361383-0.017059j 0.0234174-0.00444173j 0.00198623-0.00888636j 0.0116422-0.00282308j 0.00318979-0.016833j -0.0144022+0.00108765j -0.00320686+0.00288157j 4.14888e-05+0.0129326j -0.0129324-0.00740964j -0.00186509-0.00821613j 0.00800769-0.0158682j 0.0124799+0.0186j 0.0325681+0.0395768j -0.0194432-0.0249292j -0.0142556+0.0506435j 0.0501444+0.0343596j -0.00646608-0.204711j 0.0484708-0.013297j 0.101783-0.0169908j 0.122798+0.048661j -0.0858552-0.126693j 0.0195471-0.123936j 0.102295+0.169932j 0.0449466-0.141588j -0.0401043+0.156341j 0.0634761+0.0808588j -0.304161+0.0865671j -0.0740563-0.0167404j -0.0441668+0.0772549j -0.119462+0.106972j -0.0181241-0.175267j -0.0765546+0.0571648j -0.011267+0.0316029j -0.015093-0.0905339j -0.073036+0.0580334j 0.00435166+0.139474j -0.017529-0.0926692j 0.00180612+4.86416e-15j -0.040306-0.0313529j -0.103315-0.102308j 0.00784427+0.0577544j 0.0334616-0.0799524j 0.0583167-0.0183844j -0.0198772-0.0257738j -0.0437082-0.127415j -0.0673961+0.0616634j -0.0840527+0.039106j -0.0462537-0.0137156j -0.0546508+0.0406204j 0.04297+0.00580713j 0.0211655+0.0208394j 0.0243744-0.0586922j 
0.00555915+0.0247591j -0.00278449-0.0038472j 0.0151708-0.0160301j -0.00264753+0.0274353j -0.0638847+0.031989j 0.0290671+0.0568177j -0.0408908+0.0563865j -0.0166625-0.0192402j 0.0161842+0.000917905j -0.00228291-0.0123217j 0.0233882+0.00650659j -0.0116804+0.012134j 0.00402583-0.0201471j -0.0201799-0.00901447j -0.00818532-0.00198754j 0.0176363+0.0167417j -0.0019364-0.0128974j 0.00584732+0.00116058j 0.00359989+0.00834285j 0.0084795+0.000787525j 0.000283852-0.00849124j 0.00442138-0.00904809j 0.00192416-0.00382815j 0.00727075-0.0149263j 0.00879918-0.011137j -0.00472697+0.00969804j -0.00992485-0.00291616j 0.00942313+0.00346467j -0.00164383+0.0120408j 0.0607717+0.0227866j -0.00778215-0.0392603j 0.00447232+0.0332862j -0.00411993-0.0753703j -0.148646+0.0464744j 0.00504943-0.163621j -0.0907488+0.069925j 0.0703063+0.0839591j 0.123928-0.0174365j -0.256765-0.146683j 0.099641-0.0881134j 0.206393-0.0110812j 0.0821527-0.0599244j 0.00713963-0.066644j -0.0476861-0.0550022j 0.0326315+0.0868891j -0.0674989-0.00683806j 0.120531-0.0648984j -0.0971326-0.0828626j -0.0261777-0.0227649j 0.0528638+0.0112125j -0.028074-0.00827575j 0.03715+0.0129999j 0.0452873-0.0183948j -0.12503-0.0144539j -0.040306+0.0313529j 0.0792088+2.87617e-15j 0.00907528+0.00664145j -0.0791269+0.0678014j 0.0309207+0.0505547j -0.123975-0.0604237j -0.0509138+0.0339064j 0.0518952+0.0313946j 0.0062504+0.0724278j -0.0385152-0.0697592j -0.0332355+0.0159825j 0.029482-0.0374929j 0.0177403+0.0222467j -0.0183312-0.0121498j 0.021412-0.0462498j 
0.00673905+0.00798281j -0.00178676+0.00858659j 0.0279226-0.0159942j -0.0159499-0.0165502j 0.000153437-0.027259j -0.0136166+0.0241972j -0.0169478-0.058924j -0.02739+0.00675935j -0.000821729-0.00046944j -0.00789587+0.0104551j -0.0053946+0.00185119j 0.0229644+0.0275765j -0.0160211+0.0168704j -0.0209078-0.024748j -0.00924306+0.0216721j -0.00578749-0.00511846j -0.00434349-0.00941171j -0.00695922+0.00203831j -0.00807694+0.0048994j -0.00608709-0.00433431j 0.00128324+0.00393939j -0.00683308-0.00278632j -0.000662757-0.00733038j 0.00355257+0.0045661j -0.00295832-0.00503416j 0.00323699+0.00939179j -0.00406351+0.00450745j 0.00178412+0.0030056j -0.00612917-0.00134139j 0.0252684+0.0343668j 0.0146361+0.00173722j -0.0531195+0.0257358j 0.0248863+0.0261582j -0.0122204-0.0602934j -0.0143812-0.0505179j -0.0334471-0.231492j -0.0241086-0.00476253j -0.0406341+0.177327j 0.0176487-0.004986j 0.126464+0.0965086j -0.0707943+0.243975j -0.156248-0.270225j 0.0392768-0.0884971j 0.0615693-0.10541j 0.0506131+0.280598j 0.0852986-0.142151j 0.180054-0.0373952j 0.0019365-0.0413358j -0.0730449-0.0902472j -0.00700262-0.0550359j 0.166724-0.0890092j -0.0264728-0.0611345j 0.0340291-0.00952926j -0.0483001-0.0263787j -0.103315+0.102308j 0.00907528-0.00664145j -0.0377926-4.32987e-15j 0.0194006+0.0295964j 0.0216225+0.0544159j 0.0129855-0.0235919j 0.0214902+0.0294405j 0.00378462-0.0408115j -0.0535484-0.0146258j -0.000302274+0.0244977j 0.0528191+0.0213146j 0.00790409-0.0574947j -0.0162817+0.0153795j 0.00295447-0.032112j 0.0173778-0.000419306j 
0.00546804+0.00271902j -0.0445521-0.049013j -0.0645622+0.0148542j 0.0601326+0.0555916j 0.00437602-0.0327339j -0.0321488-0.0274498j -0.004892+0.0232691j -0.0171751+0.0167373j -0.00758142+0.0479674j 0.0164475+0.000640102j -0.0239216+0.0337274j -0.0125089-0.012826j 0.0054681+0.0247688j -0.00216478+0.00405476j -0.00728813-0.00901112j -0.000680752-0.0103691j -0.00562587-0.00277407j 0.0115856-0.00797292j 0.00410276+0.00956335j -0.00599904+0.00580197j -0.000369923+0.00877576j 0.00484311+0.0112893j -0.00314821+0.00482212j -0.00389506-0.00823193j -0.00118493+0.0121926j 0.0105044-0.010961j 0.00356709-0.00806251j -0.0295487-0.0184336j 0.0185272-0.00518066j 0.0326268+0.00622073j -0.0469033-0.0477932j 0.154007-0.0227754j -0.131356-0.124831j -0.0185561-0.141835j 0.0985971+0.0920006j 0.104649+0.143887j 0.117894-0.079142j 0.0453621-0.0525093j -0.0176934-0.0721049j -0.00248551+0.050523j 0.0494031+0.424307j 0.113286-0.132517j -0.241771+0.0137174j 0.0993607-0.126878j 0.169631-0.0492789j -0.0153021-0.0590017j 0.132991+0.120583j -0.0023259-0.0339832j -0.109173+0.114099j -0.060148-0.0236598j 0.0398205+0.0498935j -0.0666843+0.0976842j 0.073949+0.0921698j 0.0585143-0.0102406j 0.00784427-0.0577544j -0.0791269-0.0678014j 0.0194006-0.0295964j 0.0314168+1.14631e-14j -0.0493557-0.00654963j 0.0431328+0.00874674j -0.0312306-0.00764975j 0.0081412+0.0871716j 0.0147328+0.050082j 0.00214665-0.0442727j -0.0702584+0.0326755j -0.0139536-0.0210144j 0.0307856+0.0451676j -0.00185204+0.0982856j -0.0125623-0.0507389j 
-0.0228125-0.0312292j 0.0191424-0.0322257j 0.0501356+0.0369137j 0.0424124-0.0547393j -0.00514158-0.0103305j 0.0157052-0.0044761j -0.0230557+0.00216195j -0.0160229-0.00780309j -0.0343063-0.00463572j 0.00449453-0.00124229j -0.0181771-0.01796j 0.0131966-0.0132738j -0.0229517+0.0180297j -0.00103123+0.00356893j 0.00392622+0.00029264j -0.00121213+0.00050304j 0.0118428+0.0103571j -0.0014425+0.0047103j -0.00410501-0.00581029j -0.00443829+0.00671137j 0.0127105-0.000202162j 0.00402415-0.000306763j -0.00182579+0.00678914j -0.00153315+0.00123778j 0.00263876-0.00525885j -0.0213021+0.00711014j 0.0112291-0.0149484j 0.00838768+0.00139288j -0.0188379+0.00830246j -0.0397897-0.0120969j 0.0173745-0.0303906j -0.104021-0.0422669j -0.122054+0.118262j -0.0889343-0.0892057j 0.0184778+0.0401508j -0.00273185+0.0295105j 0.237412+0.0458586j 0.0732313-0.0869059j 0.0353279-0.070244j -0.0725208-0.250346j 0.00356429-0.0738054j 0.123698+0.0691936j 0.0976095-0.106523j -0.102742-0.131286j 0.0566658+0.142754j -0.0668744+0.0665322j -0.118916+0.00139695j 0.0739334-0.150061j 0.022677-0.0296243j -0.199435+0.0138421j 0.14485+0.0595455j 0.0752489-0.0352291j 0.0562109+0.0596714j 0.0774985-0.0338253j 0.0334616+0.0799524j 0.0309207-0.0505547j 0.0216225-0.0544159j -0.0493557+0.00654963j 0.101259+1.30451e-15j 0.0413009-0.00812531j 0.108909-0.0240955j -0.0771473+0.0547478j -0.00534608+0.042542j 0.00214153+0.0388289j -0.0736619-0.0128021j 0.0371132+0.0492851j 0.0480183+0.0680254j -0.00686504-0.000885859j 0.0290224+0.0355619j 
-0.0119206+0.0127726j 0.0616178+0.0380345j 0.0700538-0.0296752j -0.0327031-0.112768j 0.0106167+0.0131655j -0.010058+0.00365754j -0.0295494+0.0136178j -0.0195664-0.0452345j 0.00289397+0.0028036j 0.00282163+0.0150858j 0.0044642+0.00571589j 0.000591266+0.0234474j 0.0106067+0.00631177j 0.00829861-0.00810207j 0.0154995+0.00512879j -0.0189867-0.00185681j -0.00185079+0.0103597j 0.00194874-0.0115329j 0.00294672+0.010295j 0.00873775-0.0127988j -0.00540985-0.0196687j -0.00585765-0.0126193j -0.00748518+0.0127019j 0.00583517+0.0018148j 0.0024699+0.00935521j -0.0120356-0.00255316j 0.00478795-0.00503819j 0.0170751-0.00120734j 0.000423874+0.00592674j -0.0647264-0.0427977j 0.0339305+0.062925j -0.159608+0.101377j 0.12147+0.235008j -0.000726023+0.0953404j 0.13354-0.0183052j -0.0818476+0.0851915j 0.139956+0.0197007j 0.0167437+0.0780449j -0.0729951-0.165076j -0.0551198+0.0721911j 0.0395434-0.0582271j 0.0447473-0.17144j -0.18364-0.0101708j -0.095265-0.140442j -0.0667113-0.208102j 0.0412126-0.0317828j 0.0670147+0.100337j 0.0541682+0.0593359j 0.071853-0.0825215j 0.054139-0.0853642j -0.0767149-0.0142169j -0.0181791-0.0204826j 0.0118025+0.00401209j 0.0347623+0.0258437j 0.0583167+0.0183844j -0.123975+0.0604237j 0.0129855+0.0235919j 0.0431328-0.00874674j 0.0413009+0.00812531j -0.0992148-7.99361e-14j -0.0685922-0.04547j -0.0472052-0.0530567j 0.0569065+0.0103879j 0.0808626+0.0308727j -0.01844-0.0861695j -0.010156+0.0821551j -0.00736936-0.0250933j 0.0124017-0.014396j -0.0226178+0.0456232j 
-0.00386315-0.0586374j -0.000377771-0.0146669j -0.0209032+0.0142237j -0.00178269-0.0391366j 0.0471058-0.0361817j -0.0156627-0.026058j 0.0324318+0.0110038j -0.0373846+0.00064327j 0.0116081+0.0013241j 0.0164424-0.00971424j 0.012127-0.00650806j -0.00535839+0.0119663j -0.00505618-0.0175383j -0.0127728-0.00876323j 0.00814035-0.0108072j 0.00699385+0.00562207j 0.0141354+0.000758461j -0.00471421+0.00285465j 0.0031743+0.0215126j 0.00209911+0.0124036j -0.00441108+0.0125335j -0.00740696+0.00716209j -0.002759-0.00764971j 0.00370624-0.00418619j 0.00381512-0.00384044j 0.00857216-0.00319834j -0.00972853+0.009749j 0.0128662-0.0304817j 0.0191248+0.0080668j 0.00977826-0.0428364j 0.00985082-0.0670596j 0.0214462+0.000185666j 0.0135968+0.0880074j 0.0842353-0.144314j 0.0679736+0.0443456j 0.198395+0.0584391j 0.091248-0.0403263j -0.0451801-0.0670341j 0.0579776+0.230766j -0.0631772+0.0953638j -0.00958103-0.0379173j -0.0112342-0.0562239j 0.203594+0.124188j -0.0486262-0.149564j -0.0915166+0.0970725j -0.0312572+0.0781681j 0.0578373+0.0515515j -0.0454606+0.157711j -0.0604655+0.0716521j -0.126951-0.1044j -0.0484484+0.0183559j 0.0110579-0.104824j 0.00233747+0.043056j 0.010839-0.0234055j -0.0198772+0.0257738j -0.0509138-0.0339064j 0.0214902-0.0294405j -0.0312306+0.00764975j 0.108909+0.0240955j -0.0685922+0.04547j 0.0311644-1.66811e-14j 0.004353+0.00947527j 0.0137303+0.0314288j 0.00477102-0.0386437j -0.0287141-0.00593408j -0.0112456-0.0346854j 0.100802+0.0923902j -0.0604408+0.0434506j -0.0037772-0.0578005j 
-0.0454347-0.109343j -0.0609085+0.00716436j -0.0494998-0.141034j -0.0413319+0.00326811j -0.0415485+0.0206131j 0.000772626+0.0367857j 0.0120581-0.0171706j -0.0100677+0.00794751j -0.00885309-0.0146155j 0.0059799+0.00528888j -0.00554187-0.00978428j -0.0135166-0.0162477j -0.00846022-0.00167216j 0.0020825+0.00714513j -0.0180583-0.00229984j 0.0138242+0.00409163j -0.00303349-0.00296843j -0.0171946+0.000326875j 0.00569388-0.00316322j -0.00620152-0.000102665j -0.00588444+0.00100149j -0.00123682+0.00220958j 0.00717261+0.00776341j -0.00517776-0.00489215j 0.0157155+0.00825305j 0.0168755-0.00636594j 0.00554813+0.00303858j -0.0420881-0.0283617j 0.0108316-0.0321916j -0.0523184-0.135175j -0.0769434-0.00125693j 0.180619+0.369113j 0.165748-0.0404461j -0.257253+0.0179385j -0.0625834-0.0825883j 0.132562+0.0309977j -0.00405129+0.068039j 0.184016+0.013867j 0.0366002-0.0384335j -0.238488-0.0474121j 0.106341-0.0626613j 0.0360491+0.0131791j -0.0630811-0.0683801j 0.13154+0.0197485j -0.031344-0.0720112j -0.0206775-0.11717j -0.0283782-0.020453j 0.0650088+0.0437723j 0.033689-0.0508652j 0.0740258-0.138601j -0.0431744-0.0600101j 0.00288549+0.0458059j -0.0395969+0.0403109j -0.0171216-0.0190349j -0.0437082+0.127415j 0.0518952-0.0313946j 0.00378462+0.0408115j 0.0081412-0.0871716j -0.0771473-0.0547478j -0.0472052+0.0530567j 0.004353-0.00947527j -0.0694071+2.15106e-16j 0.00668924-0.0671913j 0.0801211+0.0204135j 0.0270538-0.02838j -0.0675279-0.0447176j -0.0155735+0.134068j -0.0144168+0.0946183j -0.00231231+0.0196461j 
0.0483098-0.109356j -0.184449-0.0222374j -0.0119122-0.00480199j 0.0159198-0.0600246j 0.0400573+0.0212085j 0.0142208+0.0252142j -0.00807722-0.0259133j -0.00106886+0.02307j -0.0214033+0.0116686j -0.00240895-0.0113238j -0.00973937+0.0150334j 0.00742281+0.00194044j -0.0121847+0.00343457j -0.00927613+0.0179454j -0.00714837-0.0080525j 0.00654289-0.00883531j -0.00759753-0.00712787j -0.00605395-0.00617356j 0.00917735-0.00970536j -0.00569104+0.0121116j 0.0114075+0.00524106j 0.00568619+0.00729572j -0.00357192+0.00849161j -0.00899057-0.00151752j 0.00156741+0.0196563j 0.00581909-0.028966j 0.00154774-0.00155456j -0.0280971-0.00966496j 0.025959-0.012609j 0.127-0.12883j -0.193432-0.0666647j -0.0505264+0.00262435j 0.0350082+0.207083j 0.179588+0.15346j 0.00349912-0.0228877j -0.233286-0.25849j -0.103327+0.00948312j 0.0248468-0.100202j -0.189169-0.0128403j -0.00588714+0.0385556j -0.100219-0.11712j -0.0393244-0.255424j -0.10711+0.0802098j -0.0737707-0.0373022j 0.0227468-0.155503j 0.0826543+0.0704377j -0.0196413+0.0412392j 0.0207818+0.0027431j -0.076043-0.065443j 0.00853645-0.0373347j -0.019762-0.0766136j 0.0396503+0.0386427j 0.0222334-0.0418074j 0.00441163-0.0658706j -0.0673961-0.0616634j 0.0062504-0.0724278j -0.0535484+0.0146258j 0.0147328-0.050082j -0.00534608-0.042542j 0.0569065-0.0103879j 0.0137303-0.0314288j 0.00668924+0.0671913j -0.0125348-4.16334e-16j -0.0869496-0.00483735j -0.03382+0.0270603j -0.0139017-0.0109769j 0.0395666+0.0242139j 0.00985637+0.0530779j -0.0403341-0.112962j 
0.236719-0.0533501j 0.0349418-0.195517j -0.0491265+0.0184057j -0.0459501-0.0268012j -0.00901811-0.0282478j 0.0115434-0.0329182j -0.00578699-0.0118442j 0.0332255+0.0257248j -0.000507051+0.0108222j -0.0055803+0.0153194j 0.00238266+0.0242897j 0.0151394+0.00180592j -0.0188376+0.0093157j 0.0131057+0.0213665j -0.00918812-0.00413464j 0.0017007-0.00687069j -0.00545012+0.000442011j -0.00384565+0.0100053j 0.00897137+0.00738191j 0.013162+0.00617776j 0.00183046+0.00559397j -0.00300289+0.0203676j -0.00687867-0.0162674j 0.0109058+0.00493781j 0.012061-0.0117251j 0.0190959-0.00826137j -0.0184882+0.0370828j 0.0207843-0.0475911j 0.0430829-0.00385668j 0.247627+0.0259387j 0.13861-0.265759j 0.107767-0.0178815j 0.0886358+0.0123805j -0.0203644-0.0461929j -0.00251004+0.158751j 0.0113244+0.0202664j -0.0751034-0.123257j 0.141346-0.000449366j 0.00953942+0.0632416j -0.0123333-0.03139j 0.0653544+0.0773622j 0.00665583+0.0564649j 0.0257644+0.183595j -0.00372641-0.0243642j -0.13735+0.0123644j -0.0749985+0.0663173j 0.113397-0.0432609j -0.119198+0.0293135j 0.0900068-0.0357618j -0.0162247+0.0228036j -0.00838756-0.0619048j -0.0129026+0.0833069j -0.0847284+0.0280732j -0.040796+0.080088j -0.0840527-0.039106j -0.0385152+0.0697592j -0.000302274-0.0244977j 0.00214665+0.0442727j 0.00214153-0.0388289j 0.0808626-0.0308727j 0.00477102+0.0386437j 0.0801211-0.0204135j -0.0869496+0.00483735j 0.0729877-0j 0.108645+0.00244851j -0.0380729-0.0321568j 0.0908254+0.0399152j -0.0567916-0.0553577j -0.012972-0.0317359j 
0.0218149+0.127351j 0.095759-0.0952548j 0.0152293+0.0045167j -0.0189165+0.0298991j -0.0275963+0.00746354j -0.017302+0.00370938j -0.0103351-0.00169442j 0.028721+0.00293806j -0.00810884+0.00547058j -0.00636208+0.000520562j 0.000747623-0.0108151j 0.00303332-0.0117273j 0.00481218+0.00357752j 0.00592225-0.0126463j -0.000518789+0.00550338j 0.00495243+0.00405939j 0.0115832-0.00272328j 0.00593632+0.0158765j 0.00478606+0.00155022j 0.0111555-0.0146234j -0.00389123+0.0021617j 0.00138959-0.00343011j -0.000862043-0.00685256j 0.00803283-0.00877489j 0.0109857-0.0159009j 0.00226314+0.016656j -0.0121646-0.0070369j 0.0130542-0.0201105j 0.0128017+0.028952j 0.0142414+0.193711j 0.14035-0.0580022j -0.0983946+0.0190316j 0.0948387+0.0347633j 0.0148694+0.137463j -0.0537152-0.0413583j -0.187443-0.171613j -0.205185+0.0507058j 0.041138+0.0482755j 0.0971777-0.148531j 0.0780878+0.0864851j -0.0101472-0.162495j 0.0123078+0.0549691j 0.160809-0.0666194j -0.0111527-0.189468j -0.0176636+0.110314j -0.0824904+0.0731862j 0.0370042-0.00837815j 0.0715416+0.0215794j 0.00994961+0.000799157j 0.0265897-0.0943214j -0.041421-0.0783733j 0.0190971+0.0294459j -0.0302718-0.00651704j 0.0101813-0.033754j -0.0462537+0.0137156j -0.0332355-0.0159825j 0.0528191-0.0213146j -0.0702584-0.0326755j -0.0736619+0.0128021j -0.01844+0.0861695j -0.0287141+0.00593408j 0.0270538+0.02838j -0.03382-0.0270603j 0.108645-0.00244851j -0.102109+1.38778e-17j 0.0941103+0.0207193j 0.0644818+0.0859957j 0.004122+0.0443713j 0.0282944-0.0441518j 
-0.0228279-0.129263j -0.00738284-0.00312078j -0.00839231+0.0281365j 0.0426396-0.0272571j 0.00227812-0.0185511j 0.000231356-0.0128484j -0.028488-0.0131435j -0.0307524-0.00234107j -0.0103796-0.0315012j 0.0223912-0.00240391j 0.00619733-0.00798548j 0.0100533+0.00387556j -0.00784169-0.00236606j 0.00242619+0.00519749j -0.00258438-0.002364j -0.00657313+0.00168218j -0.0107638+0.00911529j -0.0107635-0.0195044j -0.0016931+0.0017041j -0.00739518+0.00438203j -0.00310368-0.00867654j -0.000398033-0.00468897j 0.00207721+0.00931976j -0.00401758+0.0065204j -0.00263023+0.0111635j -0.00893907-0.00398523j 0.0270537+0.00867347j -0.0196838-0.00427848j -0.024558-0.0352608j -0.00351642-0.165392j -0.0513837-0.0706368j 0.0285964-0.0208163j -0.0731709+0.12548j 0.0741859-0.00258666j 0.111691+0.0275548j 0.016573-0.204123j 0.210622+0.0145359j 0.0958494+0.287289j -0.00396506+0.0383506j 0.133563-0.115637j -0.115187-0.131463j -0.0366979-0.048712j -0.0121549+0.0775364j 0.0681304+0.0574213j 0.0486195+0.00749076j -0.0640429-0.0594593j 0.00110163+0.0248873j -0.00659628+0.0195371j -0.0247932-0.000954178j -0.0761106-0.134196j 0.00652725+0.0192454j -0.0126284-0.0326575j -0.0322419-0.0693871j -0.00608049+0.101989j -0.0546508-0.0406204j 0.029482+0.0374929j 0.00790409+0.0574947j -0.0139536+0.0210144j 0.0371132-0.0492851j -0.010156-0.0821551j -0.0112456+0.0346854j -0.0675279+0.0447176j -0.0139017+0.0109769j -0.0380729+0.0321568j 0.0941103-0.0207193j -0.050137-1.38778e-16j -0.0862715-0.0369067j -0.0118588-0.0265045j 0.06874+0.127057j 
-0.0284119+0.0169885j -0.033112-0.0780184j 0.0176708+0.0286782j 0.0110315-0.00361105j -0.00842395+0.00182144j -0.00481218-0.0184878j 0.0103823+0.0348211j 0.00575126+0.0399345j -0.0313273+0.00700702j -0.0105595-0.020586j -0.0124702+0.00589942j 0.00914617-0.000556479j -0.0038167+0.00653872j -0.00710721-0.00159911j -0.00177139-0.00727544j 0.0111392+0.0076713j 0.0126296+0.00543431j -0.00323992+0.00756122j 0.00419004+0.00819541j -0.00952836+0.00310633j -0.0088371+0.00719893j -0.0129404+0.00942642j -0.0066334-0.00520351j -0.000585283-0.006206j -0.00791298-0.00287154j 0.0319201+0.000708079j 0.00388125+0.00537767j -0.0386382-0.0348393j 0.0189324-0.00350281j 0.0399353+0.0531367j -0.044385-0.111335j -0.0600768-0.124673j -0.025022+0.0476876j 0.108368+0.00666184j -0.118374+0.00705729j -0.0763484-0.0410692j -0.128953-0.394875j 0.149604-0.087673j -0.0765435+0.0380836j -0.0850499-0.0705358j -0.169944+0.0254362j -0.0768614+0.0287442j -0.0198104+0.0264298j 0.0361902-0.0321953j 0.0587882+0.0624195j -0.0206061-0.0417067j 0.00819962+0.0214452j 0.0103722+0.0111631j 0.036488-0.0298164j 0.0230751+0.134843j 0.00211184+0.015212j -0.0146005+0.0282124j 0.0416223+0.0762983j 0.0024707+0.00418171j 0.04297-0.00580713j 0.0177403-0.0222467j -0.0162817-0.0153795j 0.0307856-0.0451676j 0.0480183-0.0680254j -0.00736936+0.0250933j 0.100802-0.0923902j -0.0155735-0.134068j 0.0395666-0.0242139j 0.0908254-0.0399152j 0.0644818-0.0859957j -0.0862715+0.0369067j -0.0598667-4.16334e-17j 0.105204+0.126665j 0.0239292+0.0287712j 
