0.0103867+0.00208436j 0.0035264-0.00918419j 0.00379596+0.0160585j -0.00921367+0.00596853j -0.00101534-0.00962231j -0.00633006-0.00651673j -0.0050955-0.0045561j 0.00221407-0.00617502j 0.0011616+0.00164403j 0.00532197-0.00756568j 0.001871+0.00770657j -0.00142225-0.00383689j -0.00158661-0.000747261j 0.00379454-0.0138545j 0.0224674-0.00650877j 0.00676576+0.014892j 0.00235606+0.000888125j 0.00290839+0.000300693j 0.00316841-0.00321174j -0.00339115-0.000343582j 0.00299699-0.0067592j 0.00822674+0.00849365j -0.00728117+0.000823063j -0.000556751-0.00126361j 0.00477883-0.00101601j -0.00600747-0.00198618j -0.00383247-9.51224e-05j 0.000578743-0.00114792j -0.00182822-0.000375724j 0.000820781+0.00642345j -0.00296094-0.00810491j -0.00853612-0.00147215j -0.001027-0.00997472j -0.00106728+0.0010309j 0.00293553-0.00813299j -0.00563872+0.00452468j 0.00541562+0.00209953j -0.0037227+0.00827689j -0.00431295+0.00138351j -0.00707357+0.00350647j -0.0110738-0.00999393j 0.00675486-0.00827987j -0.00366154+0.00664378j -0.00537016-0.00509242j -0.00486868+0.00388416j -0.0103646+0.00557369j 0.000995375+4.49168e-05j -0.00484644-0.000121846j 0.00814262+0.00227599j -2.55949e-05+0.000381766j 0.0011509+0.00165523j 0.00118622-0.000447603j -0.00125992-0.0022943j -0.00376474+0.00025005j -0.001767-0.0126675j -0.00129151+0.00368438j 0.00231066-0.00179628j -0.000552123+0.000500832j -0.00467601-0.00585857j -0.00283116+0.00235718j -0.00392457+0.00708158j 0.000437726-0.0017702j -0.00898058+0.000468866j 0.002599+0.0064251j -0.00375392-0.00422195j 0.00865316+0.0107623j -0.0118199+0.0126704j -0.0212392-0.00796099j 0.00771246-0.0218843j 
-0.00207428+0.00139979j 0.00356496+0.0028413j 0.00395883-0.00406243j -0.00868616-0.00767652j 0.00671835-0.00383462j 0.00406636-0.00307654j 0.0160442+0.00615561j -0.00580306+0.00717516j -0.00979781+0.00525103j 0.00977524+0.00141715j -0.00539996+0.00360719j 0.00637146-0.00146924j -0.00555949+0.002643j 0.00330867+0.0032313j -0.000450836-0.00918417j 0.00607837+0.00426909j -0.00333179+0.0031588j 0.0103835-0.0151341j -0.00970968+0.0021215j -0.00711441+0.0099867j 0.00372515-0.00773301j 0.0011969-0.00571601j 0.0109456-0.0270432j -0.00225517+0.00261027j 0.00209826-0.00424574j -0.00827156-0.000840402j -0.00245029+0.00275912j -0.00190667+0.00288849j 0.00514926-0.00230897j 0.0102942-0.00231763j -0.0070008+4.01883e-05j 0.0127847-0.010046j 0.00806282-0.00351357j -0.0174984+0.0163707j -0.0118325+0.0148351j -0.0010749+0.00400467j -0.0132056+0.0128479j 0.000646659-0.00451969j 0.00398861+0.00231229j -0.00125627-0.00113009j -0.00525086+0.00571453j -5.4574e-05+0.0030001j 0.000797554+0.000788444j 0.00306024+0.00108108j 0.000701107-0.00837519j -0.00195151+0.0043834j 0.00222728-0.00335088j 0.0024521+0.0134145j 0.00104699-0.00609519j -0.00370805-0.00737417j 0.00177136+0.00418603j -0.000169039+0.00442069j -0.000671956-0.000340752j 0.000367105+0.0100295j -0.00146514-0.00259915j 0.00132238-0.00469255j 0.00405929-0.00757014j -0.00113956-0.00750297j -0.00212794-0.00116448j -0.00802643-0.00191046j -0.00421678+0.00051111j 0.000441947-0.00493235j 0.00489994-0.00315339j 0.00118686+0.000343391j -0.00267289+0.0018609j -0.00142657+0.0027536j 0.00293387-0.000523167j 0.000263446+0.00111074j 0.000459396-0.00196978j 
-0.00319891+0.00229108j -0.000539901-0.000184833j 0.00568123+0.0042286j -0.00622607-0.00300429j -0.0026867-0.000373252j 0.00111827+0.00549553j 0.00378738-0.00624022j 0.00660952-0.00870752j 0.0112741-0.00590563j 0.0130863-0.000158855j 0.00154664-0.0119309j -0.00282854+0.0104492j -0.00150395+0.00630029j 0.00260528+0.000667087j 0.000405184-0.00586229j 0.00267054-0.00210399j 0.0044675-0.00288452j -0.00614305+0.00175734j 0.00181378+0.0048027j 0.0046675-0.00430669j 0.000638606+0.00255844j 0.00243436+0.00440011j -0.000973194+0.0103913j 0.0090612-0.00462188j -0.00197237+0.00485104j 0.00465622-0.00343196j -0.00346303+0.00346197j 0.00072282+0.00091358j 0.00558029-0.000256326j 0.00717657-0.00380793j 0.000564024+0.00503019j 0.0046303+0.00121342j 0.0033827+5.30187e-05j -0.00135177-0.00492719j 0.00369949+0.00144023j 0.00605121+0.00553895j -0.00300131+0.000984251j 8.55647e-05+0.00291831j 0.00557832-0.00287775j 0.00778436-0.0021264j -0.00852876-0.00263591j -0.000761627+0.0107318j -0.00374196+0.00131292j -0.00137769+0.00415512j -0.00204806-0.00479339j -0.00303535+0.000382845j 0.000352079-0.00104517j 0.00308997+0.0034635j -0.00258081-0.000479918j 0.00469446-0.00826389j -0.00435064+0.00340114j 0.00978572+0.00439115j 0.000335246-0.00498461j -0.000901735+0.00470172j -0.00150721-0.00383714j 2.3215e-05-0.00428104j 0.00334863-0.00531139j 0.00496332-0.00170662j 0.00235592+0.00208455j -0.00546092-0.00200629j 0.00180264-0.00199251j 0.000889349-0.00359838j -0.00586981-0.00450845j 0.00217261-0.00134993j -0.0031978+0.0017131j 0.00332698-0.00225279j -0.00422057+0.000818567j 0.0050811-0.0008563j -0.00763659-0.00154631j 
-0.00108769-0.000716683j -0.00305035-0.00160529j -0.00253049+0.000945159j -0.000685563+0.00529583j 0.00954869+0.00179439j -0.000339091-0.00260572j 0.0107776-0.00106899j -0.00408107+0.00706199j 0.00197154+0.00195015j -0.00433216+0.00485982j 0.00351508-0.0014168j -0.00127436+0.00314817j 0.00578647-0.00058457j 8.15117e-05-0.00321258j -0.00254558-0.0039142j 0.0062286-0.00123955j 0.00813588+0.00662515j -0.00580098+0.00335916j 0.00306974+0.00593733j -0.0157819+0.0039978j -0.0011816+0.00377285j -0.00382514-0.00586728j -0.00164432-0.00696168j -0.0186753+0.00533362j -0.000871927-0.0106338j -0.00817993+0.00402276j 0.00536093+0.0105876j 0.00364532-0.000766037j 0.00207281-0.00173676j -0.00995119+0.00315461j -0.00105721+0.00477041j 0.00449931-0.00678325j 0.00603627+0.00392728j -0.00288374+0.0048392j 0.00192843+0.00440729j -0.00253823+0.00111319j -0.00262542+0.00539501j -0.000609345+0.000369966j 0.00421179+0.000481252j -0.00226452-0.00654676j -0.00438774-0.00387808j -0.00338512-0.00121929j -0.00174955-0.004061j 0.00162413-0.00447593j 0.000495054-5.97098e-06j -0.00080233-0.00208189j 0.00288248+0.00326094j 0.00705729+0.0130079j 0.00136461+0.00718718j -0.00220895+0.00874162j 0.00418749-0.00452734j 0.00487383+0.0014385j 0.00225947-0.00112294j 0.005058+0.00719202j 0.00418449+0.00484646j 0.00640063+0.0155815j 3.12419e-05+0.00121832j 0.00213907-0.00367245j -0.00573044+0.00378202j -0.000716305-0.000271526j 0.00338577+0.00217735j 0.000874674-0.00094347j -0.00017336-0.00115131j 0.00268647-0.000225679j 0.000119131-0.000309716j 0.000540988+0.00190347j -0.000477815+0.000945323j 0.000402732+0.000313183j 0.000269322-0.000816628j 
-4.89012e-05+0.000379296j 0.00153301-0.00104708j -0.00122076+0.00518822j 0.000687594-0.00175641j -0.00375399-0.00223697j 0.00315358+0.000291082j -0.00633343+0.00684268j 0.0041174-0.00594499j -0.00374384+0.00193145j 0.00523139-0.00643187j -0.010562+0.00325799j 0.000900056-0.00330905j -0.00119505+0.000287451j -0.00379131+0.00136724j 0.00300194+0.00467547j -0.00285782+0.00910112j -0.00507359-0.00961566j 0.00445176-0.00105647j -0.00258885-0.0142926j 0.00952329-0.0155443j 0.00714954-0.00809448j -0.00212983-0.00222794j -0.00821988+0.0074331j 0.0197012-0.0222855j -0.00337022+0.00942982j 0.0162249-0.0119832j 0.00581173-0.00542929j -0.00938748+0.00764621j -0.00784475+0.00840488j 0.0186003-0.0116137j -0.00276211-0.00619628j -0.00383347+0.0126569j -0.000491516+0.005897j 0.00155593-0.00938253j 0.00725643-0.00874059j 0.000395216-0.00444314j 0.00465469-0.00697516j 0.00622491-0.00610957j 0.000433352+0.00201868j -0.00461766-0.0063979j 0.00369417+0.00229961j 0.000110687-0.00182298j -0.000350549+0.000398161j -0.000927027+0.00142424j 0.00102455+0.00226651j 0.00371132-0.00416608j 0.00265243+0.00208158j 0.00167176+0.00376173j -0.000498761+0.000130037j 0.00329451-0.00257725j 0.00221041+0.00391276j 0.00714272+0.00444834j -0.000790463+0.00113686j 0.00228385+0.000780622j 0.00127445+0.00286587j 0.00442985-0.000553304j -0.00343721+0.00346025j -0.0023387-0.00472948j 0.00215595-0.00187075j 0.00453251-0.00027693j -0.00115431+0.000984237j -0.00520912-0.00329784j 0.00391209-0.00237751j -5.78599e-05-0.0022177j -0.000297774+0.000466564j -0.00256098-0.00244512j 0.00469808-0.000352642j -8.15944e-05+0.00223342j 0.00171329-0.000289915j 
-0.00181261+0.000575411j -0.00143978+0.00299325j 0.00802787+0.0038135j 0.00242741+0.00235065j 0.00791505-0.00902457j 0.00549954-0.00212676j 0.0118246-0.00589496j -0.0135573+0.0111678j -0.00495967+0.00536136j -0.00246674+0.00420485j -0.00168146-0.00792123j 0.00331928+0.00116371j 0.0102689+0.00224037j 0.00477528-0.00832923j -0.00312526+0.00198541j 0.00351339+0.000686501j -0.00156172-0.00401732j 0.00293082+0.00648573j -0.00519163-0.00782175j 0.00185696-0.00499447j 0.00439052+0.00492517j -0.00119137-0.00313938j -0.00336917+0.00404281j 0.00662802-0.00991053j -0.0016522+0.000280826j -0.00503293-0.00609304j -0.00579606+0.00597341j -0.00511369+0.000847349j -0.00725926+0.0015193j 0.00420394-0.00710737j -0.00429674+0.00658806j -0.00832281+0.00560363j -0.00302745+0.00158692j 0.00831594-0.0103766j 0.00517356-0.00956133j -0.0082551+0.00129432j 0.00390134-0.00336265j -0.00562813+0.00466046j -0.00295306+0.000363347j 0.00183446-0.000511963j -0.00279123-0.0067783j 0.000841778+0.00650263j 0.00024242+0.000706284j 0.00247552+0.00518419j 0.00149086+0.0041527j -0.000480915+0.000541726j 0.000580711+0.00387724j 0.00642329+0.00491005j -0.00219162+0.00287711j 0.00182225-0.00310933j 0.00369442-0.00189772j -0.00597304-0.00391161j -7.84555e-05+0.000199619j -0.0036211+0.00447134j -0.00544255-0.00276386j -0.00131108+0.00571001j 0.000503122-0.00580201j 0.00103311-0.00422455j 0.00176575+0.00334157j 0.00172652+0.00298525j 0.00127553+0.00146396j -0.000647081+6.32715e-05j -0.00214296-0.00508165j 0.000892569-0.00167863j 0.000611793+0.000402927j -4.97292e-05-0.00219227j -0.00132939-0.00196233j -0.00141584-0.00097733j -0.00230538-0.000571468j 
0.00100432-0.00715542j 0.00920709+0.00525185j 0.0244115+0.00597554j -0.0128321-0.0197157j -0.0105132-0.0111887j -0.016507+0.0028048j -0.00225225-0.00444485j -0.0105058-0.00559063j -0.00892023-0.00227218j -0.00753928+0.000367896j 0.00826655-0.00114837j 0.0126997-0.00209712j -0.0176932-0.00526094j 0.000860744+0.00186199j -0.000828078-0.00198757j -0.00190714-0.00225449j -0.00732427-0.00768869j -0.00647926-0.000473018j -0.00505558+0.00510385j 0.00132552-0.000135901j -0.00294614-0.0105441j 0.000892501+0.0103838j 0.00070189-0.00446757j 0.00701105+0.00460623j -0.000928468+0.00438339j 0.0110338+0.00191123j 0.00568941+0.00593558j -0.00927101-0.00581293j -0.00856875-0.00687916j 0.00299275+0.00290262j 0.00321945+0.00170554j -0.00196247-0.00056165j -0.00348101+0.00717064j -0.00160455-0.00130269j -0.00173441-0.00530455j 0.00620381+0.00340683j -0.00493208-0.0010863j -0.00456141-0.00238133j 0.00132625-0.00025279j 0.000619783+0.00122955j -0.0022738+0.000156245j 0.00242982+0.000596965j -0.000501219-0.00172386j -0.000871112-0.00235425j 0.00237389+0.00273325j -0.000540824-0.00249404j 0.00143214-0.00388737j -0.00112158+0.00753093j 0.000114689+0.00128255j 0.00249504+0.00785535j 0.0036835+0.00284256j -0.00395561-0.00184351j 0.00238204+0.00132611j -0.00455597+0.00314743j -0.00013779-0.00335111j -0.00659781+0.00109655j 0.0058509+0.010336j -4.95856e-05-0.000639841j -0.00247664-0.00177888j 0.000956101-0.00230163j -0.00541011-0.00531011j 0.00256698+0.0025336j -0.000789275+0.000515213j 0.000900706-0.00279924j -0.000201056+0.000640895j -0.00133857-0.00182598j -0.000589322-0.00157989j -0.000682713+0.00123173j -0.000714233-0.000442491j 
0.000506668+0.003118j -0.00477002+0.00083866j -0.00323195+0.00500464j 0.00673054+0.0107107j 0.0104584-0.00424079j 0.00474948-0.000853821j 0.00759678+0.000685296j -0.0104032+0.00980597j -0.00347398+0.000859419j 0.00592548-0.00618581j -0.0102901+0.00501348j 0.00716678-0.00838691j 0.000139366+0.0054329j 0.00303918+0.00156641j -0.000323227+0.00248104j -0.00153177+0.0113493j 0.00439206-0.00331294j 0.00600702-0.0112783j -0.00131906-0.00218637j -0.000936376-0.00997454j 0.0058318-0.00319822j 0.00275094-0.00968731j 0.0109406-0.000591244j 0.00728463-0.0181308j -0.00301109+0.0029178j -0.00343925+0.0030536j -0.00375025+0.00259363j -0.00699488+0.00887582j -0.00548725+0.00627677j 0.016-0.0198938j -0.0096723+0.0120328j 0.00256056+0.000924175j -0.000585232-0.00249238j -0.0058232-0.00608592j 0.00209331+0.00144623j -0.000904806+0.0144493j -0.00340374+0.00177304j 0.0122592-0.00768877j -0.00711693+0.00315497j 0.000921398+0.00216985j -0.00536874-0.00271733j -0.0031479+0.00288369j -0.00093692+0.00172669j -0.0056102+0.0109372j 0.00356218-0.00616406j -0.00182695-0.00943015j -0.00267463+0.00755215j -0.00696181+0.0147559j 0.00393885+0.00298453j 0.00203556+0.00033933j 0.00139849+0.00405081j -0.00793943+0.00589237j -0.00543977-0.00707127j -0.00927113+0.00974656j 0.000593868+0.00242063j -0.000869082+0.00979464j -0.000261328+0.00176428j 0.0077891+0.00127927j 0.00171918-0.000196613j -0.000286285-0.00500752j -0.000669908+0.00157443j 0.00380713+0.00303179j 0.00583579-0.000956145j 0.000435714-0.000119168j -0.000900134+0.000368091j -0.00264893-0.000257569j 0.00249483-0.00163356j -0.00325338+0.00196681j -0.00160316-0.00144424j 
-0.00348541-0.00207876j 0.000182101-0.00219363j -0.000188144-0.0023673j 0.000625991-0.000527728j -0.000428361-0.00772141j 0.00702658-0.00669006j 0.00213713-0.0149596j -0.00323399+0.0128243j -0.00405887+0.0138873j -0.0020032+0.000621601j 5.01805e-05-0.000946595j -0.00558914+0.00325876j -0.00221465-0.00877465j 0.00669841-0.0112696j 0.00314939-0.00366695j -0.00470733-0.00403827j -0.00545166+0.00426197j 0.00411343+0.00449182j -0.000277644+0.00208126j 0.000305701-0.000545289j 0.0111494-0.00088012j -0.00414504+0.00446547j 0.00131077+0.00304301j 0.0133384-0.0017701j -0.00315225-0.00518805j 0.00854033-0.0119926j -0.00140247-0.00503496j -0.00736064+0.00513687j -0.00466866+0.0025891j 0.00989539-0.00163532j 0.00176696-0.0014696j 0.00151905+0.000661932j 0.00360082+0.00335679j -0.00187909+0.00379267j -0.00396996-0.00444263j -0.00325583-0.0100534j -0.00789048+0.00143928j -0.00167753-0.00188j 0.00611435-0.00764714j 0.00276036-0.00119492j -0.0018201+0.0120597j -0.00629883+0.00175178j -8.46754e-05+0.00398733j -0.0024407-0.00540084j 0.00111825+0.00152186j 0.00180907+0.00386475j 0.00673886+0.000178035j 0.0135078-0.0252641j 0.00487299-0.0054428j -0.000883298+0.00547293j 0.00704813-0.00236306j 0.00632093-0.0122096j -0.00279177+0.00781757j 0.00732922-0.0153242j 0.00293906-0.00560905j 0.0107586-0.0134368j -0.00211097+0.00391344j -0.00459266+0.000962339j 0.000948714-0.000369886j -0.00460041-0.00233409j 0.00471611-0.00133403j 0.000741184-0.00156662j 0.00491555-0.000641276j -0.00208533+0.000982358j 0.000129774-0.000747848j -0.00119997-2.42858e-05j 0.00281486+0.000617833j 0.000702944-0.00213371j 0.00473409-0.00161676j 
0.00109585+0.000825463j -0.00149365+0.00579j -0.0106447+0.00507508j 0.00622696-0.00154598j 0.00411124+0.00401988j -0.0010628+0.00330786j -0.000980288-0.00256589j -0.000564629+0.00338956j -3.93446e-05-0.000719412j 0.00235173-0.00131968j -0.00611575+0.00159164j 0.00360299-0.00559432j 0.0051385+0.00107045j -0.00126066-0.00507324j 0.00201726+0.0068508j 0.00325162+0.00294339j 0.000602626+0.00903229j -0.00685029+0.00210618j 0.00579532-0.00608626j -0.00515592+0.000314874j -0.0081121+0.00278736j 0.00178501-0.00304699j 0.00293164+0.00720319j -0.0008487+0.00418338j -0.00256749+0.00218362j -0.00958313+0.00584128j 0.00345579+0.00612838j 0.00771757+0.0032317j 0.000999283+0.000646431j 0.000256241-1.16011e-06j -0.00358781-0.00263026j -0.00672266+0.000450295j -0.0024064-0.00202659j 0.0013842-0.00424134j 0.000837186-0.00206105j 0.000429858+0.000426843j 0.000299884-0.00506308j -0.00189668+0.000651154j -0.00409911+0.00470182j -0.00237345-0.001953j 0.00399047+0.00286513j 0.00154044-0.00162544j -0.000693859+0.00231039j -0.00271282+0.00130724j -2.65757e-05-0.00149759j 0.00290654+0.00351462j -0.00397181-0.00373959j -0.00204545-0.00168096j -0.000484659+5.9526e-07j 0.00401456-0.00111872j 0.00338912+0.00538885j -0.00383607+0.00232138j 0.00959821-0.000541615j 0.00388723+0.00349803j -0.00406516-0.00434464j 0.00119519-0.00434841j 0.00389075+0.00176396j -0.0035852-0.00227479j 0.00222826-0.00305085j -0.00327329-0.000209387j -0.00056397+0.00147208j -0.00290036-0.00248562j 0.000545253+0.00152347j 0.000221457-0.00336617j 0.000183426+0.00238168j -0.00146041-0.00423142j 0.00217938-1.04838e-06j -0.00146364-0.00308995j 0.00188294+0.0022825j 
0.00301379-0.000229759j -4.88892e-06-0.00513595j 0.00344622-0.0097783j -0.00819106+0.00662834j 0.00447373-0.0118823j -0.00474474+0.000474646j 0.00541367-0.00856938j -0.00686094+0.000248023j -0.00479932+0.00904518j -0.00510818+0.00283528j 0.00343624-0.0072124j 0.0098843-0.0046724j -0.000817729+0.00197628j -0.000605313-0.000981702j -0.000348428-0.000934562j 0.00559351+0.000689207j 0.00675394-0.00651112j -0.0098108+0.00233925j 0.00630762-0.00240196j -0.00375298-0.0107296j -0.00371449-0.00295057j 0.00647506-0.000902303j 0.00631317-0.00183561j -0.00559245-0.00363795j -0.000866129+0.00422983j -0.0089355+0.00207535j -0.00462822+0.00925792j 0.00100897+0.00266906j 0.000928105+0.00282695j 0.00016034-0.00612269j -0.0032654+0.00647034j 0.000960569-0.00240194j 0.000263952-0.000631699j 0.000475429-0.00322468j 0.00885721-0.00743678j 0.00156943+0.00606882j 0.00084618-0.00210962j 0.005014-0.00711244j 0.00265601+0.00205015j 0.00698473-0.00158296j -0.0024579+4.06e-05j -0.00178301+0.00456414j -0.00311014+0.00313853j 0.000973371-0.000687533j -0.00181633-0.00237852j 0.000543433+0.00747919j -0.00583831-0.000458856j 0.00207616-0.00146014j 0.00127492-0.00111176j 0.000527485+0.001547j 0.00187977+0.00332553j -0.000352248+0.00344652j 0.000666833+0.00134941j -0.00206967-0.00428375j 0.00110056+0.00151635j 0.000151705-0.0012702j -0.000451016+0.00270807j 0.00496701-0.00815568j 0.000783362-0.00478755j -0.00202007+0.000414184j 0.00137106-0.000882689j 0.00062973-0.0046709j -0.000779027-0.000817293j 0.00256873-0.00350235j -0.00234495+0.00322329j 0.000684041-0.0023288j -0.00157081+0.00278416j 0.000268752-0.0030004j -0.000813948+0.00234893j 
0.00148268-0.00343865j -0.00181294-0.00241382j 0.00772045-0.00247454j 0.00459631-0.00315427j 0.00135795+0.00917017j 0.00564482+0.00017295j 0.00290329+0.00638668j -0.00667234+0.000897416j 0.0079111-0.00647565j 0.00523031-0.00313921j -0.00349567+0.00155283j 2.654e-05+0.00555388j -0.000544221-0.000417694j 0.00163675+0.00535421j -0.00273742-0.00159128j 6.82754e-05-0.00211399j 0.000976324-0.00552455j 0.00223741-0.00949999j -0.00923587+0.0039946j -0.000379792+0.00521393j 0.00354202-0.00189676j 0.00159714+0.00226288j -0.00209978-0.00605059j 0.00998936-0.0033699j 0.00400002-0.000392523j 0.0132527-0.0088971j 0.000702825-0.00501299j -0.00837077-0.00367968j -0.00474574-0.000573494j 0.00369436+0.00546786j 0.00449876+0.0027823j -0.00575641+0.00166104j -0.00109636-0.00287232j 0.000769822-0.00256091j -0.00505242+0.0102548j 0.00407474+0.00357962j -0.0016554+0.00505928j -0.0128345+0.0137635j 0.0023856-0.00421278j -0.00484807+0.00679193j 0.00225679-0.00827077j 0.00465583+0.00127697j 0.00064358-0.00468424j -0.00240334-0.00112388j 0.00471396-0.000414916j 0.00043043-0.000571627j -0.00911082+0.0053063j -0.00406639+0.0116263j 0.00147836+0.00101524j 0.00196065-3.61398e-05j 0.00807448+0.000635158j -0.0104085-0.000567465j 0.0080629-0.00540606j -0.00641417+0.00423397j -0.00936319-0.00576115j -0.00687302+0.00420081j 0.00932261-0.00454682j -0.00835381+0.0036912j 0.00224082+0.0110257j -0.00901068-0.00687809j -0.00392481+0.00204979j 0.00436809+0.00217744j -0.00377417-0.00100798j -0.00299087+0.000177895j 0.00181728-0.00050324j -0.00164166-0.000704272j -0.0048164-0.000985189j -0.0023962+0.00429833j -0.00305244-0.00367294j 
-0.001392+0.00354297j 0.00262258-0.00149513j 0.00590068+0.00365834j -0.00114406+0.00265444j 0.00145049-0.00546401j -0.00364383+0.00489834j -0.00319779+0.00351959j 0.00734456-0.00760947j -0.00398376+0.00141813j -0.00303277+0.00299287j 0.00166013-0.000563566j 0.00934906-0.00826638j -0.0064106-0.00281084j -0.0049983+0.00103421j 0.00164099+0.00434122j -0.000613155+0.00227854j -0.00232002-0.00399759j -0.0160852+0.0101886j 0.0132938-0.00920948j -0.00316807+0.00146584j -0.0155514+0.00884142j 0.00171071-0.00174851j -0.00621995+0.00702517j -0.022526+0.0130475j -0.00358345+0.0127203j -0.0149379+0.0218586j -0.00891593+0.00941137j 0.00938778-0.00929172j 0.00702815-0.00457805j -0.00963868+0.00549589j 0.000687797+0.00129014j -0.00211228+0.00294208j -0.00591512+0.000199245j 0.00677701-0.0109947j 0.00566112-0.0126241j 0.00278757-0.00843245j 0.00748242-0.00972933j 0.0084993-0.00420206j -0.00295201+0.00171786j 0.00244702-0.00485476j 0.0024984-0.0022368j 0.000109702+0.00084066j -0.00254126-0.000469939j -0.00666177+0.00350861j -0.00269532+0.00298472j 0.00316528-0.00578567j 0.000655773-0.000491493j 0.00365339+0.00703628j 0.0016982+0.00579004j 0.00157046+0.00125736j 0.00306017+0.00331371j -0.00628867-0.000159725j 0.00397682-0.005143j -0.000753735+0.00334256j -3.18301e-05+0.00028362j 0.00227545-0.00291857j -0.0016823+0.00514763j -0.0054178-0.00558058j 0.00719485+0.00352276j -0.0046489-0.00591894j 4.70205e-05+0.000357684j -0.00301024-0.00225794j 0.000229848-0.00162122j 0.00177836-0.00318855j 0.000811131+0.00307018j 0.000955549-0.00426826j 0.00162394+0.00020044j 0.00193668+0.00156237j 9.48839e-05-0.000686472j 
0.00601312-0.0150255j -0.00591042+8.21084e-05j 0.000126361+0.00326228j 0.00268407+0.0013327j 0.00552346+0.0130662j 0.00226225+0.00620903j 0.00373043-0.00131753j -0.00462489+5.10605e-05j 0.00732227-0.00167478j 0.00273538-0.00231727j -0.0020975+0.00403003j 0.00225693-0.00434672j 0.00784519+0.000300068j -0.00449675-0.000707984j 0.0027285+0.00209127j -0.000560679-0.00144719j -0.00163469+0.00875845j -0.000967168-0.00319626j 0.00647271-0.000279874j -0.00295556-0.00345763j 0.00830589-0.000391014j 0.00178703-0.000754806j 0.0102248-0.002589j -0.00584441-2.72876e-05j -0.000695523-0.00207277j -0.00205982-0.00346515j -0.00123433+0.00200546j 0.00328707+0.00370763j 0.00606864+0.00160999j -0.00304442-0.000695876j 0.00423344-0.00326542j 0.00379255-5.88187e-05j 0.0017919-0.00331943j -0.000906788+0.000820946j 0.00446737-0.00115034j 0.00219077-0.00383977j 0.0060608-0.00209037j 0.00526146+0.00266542j 0.00308933+0.00173268j 0.00128289-0.0044399j -0.000455702-0.00628949j -0.000229123-0.00369901j -0.00210597+0.0017992j 0.00451963-0.00528272j -0.00254318-0.00128551j 0.00406642-0.000422927j 0.0034963+0.00260625j -0.00276564+0.00537265j -0.00252867+0.00407451j -0.00110171-0.00440574j -0.00296346+0.000599638j 0.00125143+0.00771328j -0.00219134-0.000665984j -0.000568511+0.00273072j 0.00548473+0.0114791j 0.00284453+0.000806562j -0.00290111-0.00169129j -0.00129249-0.00391198j 0.00271542-0.00260789j -0.00154716+0.000934927j 0.00326965+0.000344972j -0.00205947+0.00034918j 0.00203511+0.00404132j 0.00104867-0.0013148j -0.000787066+0.00168835j 0.000552177-0.00102829j 0.00216432+0.00288848j 0.000553936+0.00180004j 0.00348038+0.00185265j 
0.00413323+0.00191031j 0.00118712+0.0045829j 0.0146403-0.00336142j -0.00874892+0.0108308j -0.00354266+0.003802j 0.0100686-0.00441624j 0.000975905+0.00785035j -0.00713416+0.0043395j -0.00326851+0.000381416j -0.00712386+0.00652344j -0.00298092+0.00118114j -0.00274513+0.00683504j -0.00248272-0.00349046j 0.000733399+0.00167194j 0.00073099-0.00260749j -0.00156397-0.00231302j -0.00481408-0.00347466j 0.0120563-0.00619086j -0.00836742+0.00684684j 0.000856199+0.00750092j 0.0110237-0.00146287j 0.00277517-0.0070815j 0.00629118-0.00744063j 0.0171115-0.0113919j 0.00507996-0.00257708j 0.0145039-0.00172207j 0.00156174-0.00753543j -0.0107046+0.00174071j -0.00613756-0.000581498j 0.0044845-0.00276573j 0.00207442+0.00141769j -0.000718522-0.00773046j 0.00535005-0.0176212j 0.000338253+0.0139746j -0.0110168+0.00800709j -0.0037603-0.0062266j 0.00168043+0.0039047j -0.00766403+0.00635524j 0.00865655-0.00471301j -0.00690386+0.00420817j 0.000670949-0.0114282j 0.000784149-0.00553117j -0.00725891+0.0043383j 0.000619722-0.00254994j 0.00318234-0.00323049j 0.00176673+0.00397128j -0.00273782+0.0107504j 0.000276138+0.00359888j -0.00298959+0.00212515j 0.00500984-0.00138232j 0.00551374-0.00368784j 0.00837379-0.000683177j 0.00778701-0.00603782j 0.00331546+0.000741547j 0.0019763+0.0110212j 0.00188634+0.00642528j 0.00800038-0.0104595j -0.00306293-0.00535605j -0.0045986+0.00233314j -0.00169098+0.00536833j 2.96624e-05-0.00104943j -0.00465633-5.5596e-05j -0.0040977+0.00917962j 0.00139151-0.00120313j -0.00208184+0.00216223j 0.00209438-0.00343969j -0.000593979+0.00604723j 0.000258723-0.0044626j 0.00245663+0.00489468j 
