0.0103867+0.00208436j 0.0035264-0.00918419j 0.00379596+0.0160585j -0.00921367+0.00596853j -0.00101534-0.00962231j -0.00633006-0.00651673j -0.0050955-0.0045561j 0.00221407-0.00617502j 0.0011616+0.00164403j 0.00532197-0.00756568j 0.001871+0.00770657j -0.00142225-0.00383689j -0.00158661-0.000747261j 0.00379454-0.0138545j 0.0224674-0.00650877j 0.00676576+0.014892j 0.00235606+0.000888125j 0.00290839+0.000300693j 0.00316841-0.00321174j -0.00339115-0.000343582j 0.00299699-0.0067592j 0.00822674+0.00849365j -0.00728117+0.000823063j -0.000556751-0.00126361j 0.00477883-0.00101601j -0.00600747-0.00198618j -0.00383247-9.51224e-05j 0.000578743-0.00114792j -0.00182822-0.000375724j 0.000820781+0.00642345j -0.00296094-0.00810491j -0.00853612-0.00147215j -0.001027-0.00997472j -0.00106728+0.0010309j 0.00293553-0.00813299j -0.00563872+0.00452468j 0.00541562+0.00209953j -0.0037227+0.00827689j -0.00431295+0.00138351j -0.00707357+0.00350647j -0.0110738-0.00999393j 0.00675486-0.00827987j -0.00366154+0.00664378j -0.00537016-0.00509242j -0.00486868+0.00388416j -0.0103646+0.00557369j 0.000995375+4.49168e-05j -0.00484644-0.000121846j 0.00814262+0.00227599j -2.55949e-05+0.000381766j 0.0011509+0.00165523j 0.00118622-0.000447603j -0.00125992-0.0022943j -0.00376474+0.00025005j -0.001767-0.0126675j -0.00129151+0.00368438j 0.00231066-0.00179628j -0.000552123+0.000500832j -0.00467601-0.00585857j -0.00283116+0.00235718j -0.00392457+0.00708158j 0.000437726-0.0017702j -0.00898058+0.000468866j 0.002599+0.0064251j -0.00375392-0.00422195j 0.00865316+0.0107623j -0.0118199+0.0126704j -0.0212392-0.00796099j 0.00771246-0.0218843j 
0.00373541+0.00312397j 0.00150791+0.00349557j 0.000684242-0.00445787j 0.00789749-0.00333789j -0.00276627-0.000581197j -0.00322095+0.00619632j -0.00297718-0.000875205j 0.00250461+0.00258984j 0.00220317-0.00602567j 0.00454924-0.00455388j -0.00648204+0.00412941j 0.00686021-0.00679052j 0.00562224-2.32339e-05j 0.00249335-0.00216617j -0.00193486+0.00143919j -0.00619856-0.0114059j -0.00350934-0.00403298j -0.000332092-0.00304488j -0.00301413+0.00672689j -0.000543548-0.00586396j -0.00236198-0.00767514j -0.00251694+0.00116984j 0.000578033+0.00464403j -0.00527044+0.00321837j 0.00333538-0.000913504j 0.00885984+0.000991765j 0.000871681+0.00418156j -0.00103469+0.00885318j 0.00269797-0.000571808j -0.00201143-0.00555326j 0.00604884+0.00143292j -0.000314227-0.00865635j -0.00728095-0.00546531j -0.00616624+0.0049663j 0.00691467-0.00092541j 0.0129671+0.00307051j -0.00114729+0.00904519j 0.00279978+0.00987782j -0.00519148+0.00462534j 0.0050045-0.00611621j -0.00647029+0.00406007j 0.00553376-0.00151464j -0.000926725+0.00155912j 0.00612133-8.97727e-05j -0.00379813-0.00599737j -0.000157785+0.00260534j 0.00318016+0.00500876j 0.00121045+0.00445794j -0.00198662+0.00120371j 0.000677006-0.0132644j 0.00200958+0.00083479j -0.00177173+0.00012175j -0.000625551-0.00546155j 0.00192059+0.00351931j 0.00238575-0.00802048j -0.0024738+0.00140161j -0.00321904-0.000936971j 0.00741545-0.0051789j -0.00852766+0.00624491j 0.0151809-0.000654648j -0.000799353-0.00749849j -0.00220631-0.00441785j -0.00416105+0.00347511j -0.000926553+0.0034927j 6.8661e-06-0.0029156j 0.00105908+0.00568526j -0.00164059+0.00441525j 0.00300519-0.00285318j -0.0016271+0.00114584j 
0.00119837-0.00210984j -0.00502457-0.00135497j -0.0025771+0.00573164j 0.00233503-0.00125341j -0.00953986-0.00157885j 0.000987259+0.00172135j -0.0134053-0.00260511j -0.00422769-0.00725674j -0.00964515+0.000103584j 0.0145407+0.0107997j 0.0103215-0.00165354j -0.0125335-0.000206269j -0.0004064-0.00356654j -0.0091271+0.000981265j -0.00236914+0.0004411j 0.00164452-0.00366585j 0.00524037+0.00721009j -0.00469941-0.002864j -0.00233743+0.00487975j -0.00168476-0.00289317j 0.000406263-0.00642056j -6.76368e-05+0.00557731j 0.000115336+0.000372034j -0.00741442-0.000891041j -0.000207209-0.00101253j -0.000130609-0.0017871j -0.00485333-0.0029451j 0.00303769+0.00444631j 0.0070432+0.000175461j -0.0134904-0.00106986j 0.0100701+0.00131994j 0.00361327+0.0013766j 0.00754331+0.00340604j 0.0123186+0.00313957j -0.0108308-0.00274502j 0.00457142+0.00843488j 0.0142631+0.00236036j -0.00956168-0.00929867j 0.00492579-0.00559688j -0.00600961-0.00230257j 0.00561345+0.00359091j 0.00165598+0.00458214j -0.00120375+0.00265809j -0.00114274+0.000251257j -0.00124442+0.00757634j 0.00138185-0.00497744j 0.00362442+0.00256767j -0.002711+0.0110368j -0.00400982+0.00645086j -0.000897345-0.00409262j 0.00193066+0.00305074j -0.00324612-0.00749594j 0.00354201+0.000396821j 0.00224575-0.00449657j 0.0051167-0.00443883j 0.00766575-0.00213263j -0.0056229-0.00962965j 0.00471465-0.00855749j -0.00637278+0.0131435j 0.00953123-0.0076439j 0.00562106+0.00395994j -0.00163435-0.00226285j -0.000576002-0.00362412j 0.000455332+0.00125182j 0.000723918-0.000525086j 0.00232307+0.000726907j -0.00175626+0.00158905j -0.00310943-0.00238661j 0.00330594-0.00393916j 
0.000333287-0.00093556j 0.000582214-0.00106457j 0.00106447-0.00440763j 0.00204793+0.00468943j 0.00317175+0.00294179j 0.00318661-0.00890643j -0.00468041+0.000918002j -0.00592913+0.00171723j 0.00536713-0.00252904j -0.00192471-0.0118838j -0.0132734-0.000428634j 0.0198838+0.00165125j 0.00258671+0.00179595j 0.00222966+0.000967601j -0.0185222+0.00375864j -0.00396537-0.000825088j 0.00318074-0.00133622j -0.00150719+0.00625284j 0.004831+0.000862245j 0.00720143-0.00043598j -0.0035663+0.00462539j -0.0040201-0.00220658j -0.00815264+0.00024596j -0.000733257+0.00145906j -0.00141814-0.00328986j -0.00768134-0.00174718j -0.00101133+0.00152405j 0.00316+0.000585595j 0.000657086+0.00165032j 0.00249681+0.00499072j -0.0083181-0.00795593j -0.00305038+0.0020266j -0.00551136-0.00189636j 0.0100906+0.00290658j -0.00253572-0.00229842j -0.000334814+0.00218306j 0.00192032+0.000809035j 0.00478366-0.00636565j -0.00619752-0.0101954j 0.00529024+0.000782806j -0.00709105+0.0100513j -0.00737836-0.00796057j -0.00496622-0.000610285j -0.00782585+0.000902412j -0.00145014+0.0056193j -0.00143651+0.00245796j -0.00532345+0.00302447j 0.00146514+0.00623145j -0.000286106+0.00401162j 0.00187427-0.00559228j 0.00313107+0.00258375j -0.00394156-0.00474679j 0.00321541-0.000310789j -0.00233165+0.00497079j -0.00166056-0.008032j -0.00390417+0.00191211j 0.0024536-0.00601102j 0.00090304-0.00493792j -0.00103032+0.00210988j -0.00185487-0.000513276j -0.00225021-0.000472613j 0.00120437+0.00354442j 0.000293411+0.0061765j 0.000610817-0.00142787j 0.000912253+0.00111379j 0.00158597-0.00248884j -0.000568516+0.00356571j 8.61099e-05-0.00516105j 0.00162063+0.00121668j 
0.00165601-0.00233897j 0.000721966+0.00200443j 0.000653524+0.00607884j 0.00558108-0.000736468j -0.00274314+0.00547936j 0.000522336+0.00331648j -0.000575498+0.00444477j -0.00274989-0.00104801j -0.00100216+0.00191487j -0.00495899-0.00078094j -0.00180394+0.000342975j -0.00750334+0.00492633j 0.00546786-0.000507035j 0.00562205+0.00312135j 0.0104456-0.000573529j 0.0029195-0.00423859j -0.00306846+0.00314098j 0.00216855+0.00158469j -0.00588078+0.00596624j -0.00447914+1.64144e-05j -0.00297721-0.0013573j -0.00794025-0.00270104j 0.00209845-0.0059308j -0.00793632-0.00244571j 0.00240631-0.00718862j 0.00758382-0.00450192j 0.00120001-0.00221583j 0.00260395+0.00375239j 0.00304551+0.00209095j -0.0136177-0.00415249j 0.00444463+0.00318519j 0.00599981-0.000584582j 0.00383224+0.00602304j -0.00185113+0.00836882j -0.0185047-0.00950416j 0.00869352+0.00727913j -0.00457651+0.000156336j -0.0152237-0.00916967j 0.00678935+0.0020485j -0.00552167+0.00228934j 0.00192239+0.01024j 0.000714869-0.00299372j 0.00513904+0.00356464j 0.0059397-0.00648107j 0.002047+0.000459344j -0.00371613-0.000422829j 0.00688277-0.00850064j -0.00394927+0.00502759j -0.00134316+0.00771701j -0.00278516-0.00264041j -0.00674219+0.00327955j -0.000381482-0.00901846j -0.00863764+0.00058694j -0.0100423-0.00663521j 0.00320978-0.010043j -0.00191745-0.00410454j -0.00567189+0.00440644j 0.00707924-0.0129895j -0.00160492+0.00904881j 0.0100832-0.0111181j 0.00163512-0.00207719j 0.00148462+0.00461322j 0.00160339+0.000593175j -0.00141019-0.00248523j -0.00229549+0.000823046j -0.00244838-0.00290156j 0.00155029-0.000386228j -0.00260224-0.000224856j 0.00250162+0.000298354j 
-0.0023815+0.000169022j 0.00588526-0.00466901j -0.00176066+0.000263331j 0.00235913+0.000569594j -0.00584145-0.00222395j -0.00237021+6.6408e-05j -0.00203707+0.00374817j 0.00249175+0.0041561j -0.00850293-0.00820495j 0.004781+0.00986598j -0.00807632+0.00528054j -0.00110469-0.00606835j 0.00500718-0.00343041j 0.00303145+0.000610022j 0.00037676+0.0058492j 0.00222853-0.00133594j -0.000299749-0.00529206j -0.00203955-0.00287137j 0.00540815+0.00712754j 0.00278864-0.00306293j -0.00140599+0.0081796j -0.00817476+0.0030148j -0.0060898-6.80732e-05j -0.0071352-0.001076j -0.00323411+0.000398553j -0.0020319+0.00169948j 0.00154218-0.00025199j 0.00314402+0.00117198j 0.00388549+0.00466968j -0.00639257-0.00313925j 0.000342426+0.00497812j 0.00122012+0.0057179j -0.00200531+0.00265727j 0.00855516+0.00502554j -0.0122036+0.00287776j 0.0143679+0.00270143j 0.00049045+0.00764549j 0.00132027-0.00690672j 0.0127833-0.00192954j 0.0155784-0.00162895j -0.0100236+0.00412304j -0.0115442+0.0006328j -0.00440433-0.00510822j -0.000444063-0.00230448j 0.00155922-0.000591761j 0.000135532+0.00307171j 0.00225521+0.00409947j -0.000878145-0.000956657j 0.00136813-0.000137439j 0.00234812+0.00271919j -0.00244066+0.000773899j 0.00469479+0.00766185j -0.00199489+0.00756951j 0.000897241+0.00916026j 0.00667774+0.00292432j -0.00236842+0.00220493j 0.00297087+0.000736344j 0.0120604-0.00218195j -0.00202464-0.00123105j 0.00378684-0.00137871j 8.57818e-05+0.00510364j 0.00732768+0.00326425j 0.00336484-0.00198527j 4.81255e-05-0.000637409j -0.00146854-0.000561497j 0.00050264-0.000434069j -0.00199589-0.00251116j 0.00535158+0.00198602j 0.000225745+0.00264431j 
-0.000378254+0.000629408j 0.00315345-0.00100846j 0.00283817-0.00293836j 0.00669962-0.00302257j 0.000638439+0.00117758j 0.00127037-0.00313152j 0.00188532+0.00243723j 0.00687676+0.00171469j 0.00164063-0.0062788j -0.00342399+0.00141615j -0.0048162+0.00809643j 0.00190702-0.00335235j 0.00643613-0.00117465j 0.00323532-0.000794006j 0.00643777+0.000821246j -0.00020816-0.00244903j -0.00912168+0.00307486j 0.00208652-0.000167908j -0.00421092-0.00186683j -0.00132611+0.00571105j -0.00183892+0.00403744j -0.00578403-0.00712532j 0.00348604-0.0113607j -0.00607743-0.00670944j 0.00619453-0.00022883j 0.00822607+0.00170869j 0.000548115+0.00494289j -0.000951507-0.00369055j 0.00308741+0.000384073j -0.00327408-0.00299242j 0.0085671+0.00511954j 0.000499409+0.0041556j -0.00377527+0.0022012j -0.0105668+0.00362369j -0.00928676-0.00320466j 0.00816632-0.000670195j -0.00936728+0.00493367j -0.00245834+0.00573123j 0.00237036+0.00157183j 0.00486683-0.000342603j 0.00115417+0.00686323j 0.00394216-0.00204359j 0.00614781+0.00343511j 0.00629694-0.000209515j 0.000803363+0.00128162j 0.00231029-0.00397976j 0.00110092+0.00216288j 0.00338221-0.0108814j 0.00197203-8.49032e-05j 0.000416369-4.2083e-05j 0.00962104-0.00621669j -0.00204229+0.00599361j 0.00511232-0.00237564j -0.001509+0.00249206j -0.00346382+0.00888974j 0.000325439-0.00165316j 0.00582379-0.000718297j -0.00913966+0.00773919j 0.000281625-0.00562575j -0.00758959+0.00926027j -0.00261409-0.000325019j -0.000203423+0.00345163j -0.00255019+0.00210457j -0.00231128-1.06064e-05j 0.00383327-0.00111767j -0.00378759+0.000716192j -0.000898793+0.00190359j 2.54187e-05+0.003996j 0.000318201-0.000603046j 
4.60525e-05+0.00150981j 0.00140853+0.00086337j -0.00332687-0.00220806j 0.000349615+0.00144611j 0.000781511-0.00557353j -0.00355526-0.00387264j 0.00290536-0.00516117j -0.000786446+0.000604053j -0.000850607-0.00226453j 0.0139959+0.01402j -0.00660807+0.00052842j 0.00838208-0.00541287j -0.00370158+0.000771706j -0.00872865-0.00580899j -0.00504638+0.00500707j -0.00393857+0.00181628j 0.00113529-0.00286334j 0.00217329-0.00158404j 0.00104109-0.0103794j 0.00207807-0.00391408j 0.00414828-0.00115837j -0.000878811-0.00285215j -0.00171617+0.0112246j 0.000505627-0.00628357j -0.00322495+0.00329563j -0.00135829+0.0110336j 0.00417331-0.00323989j -0.0100791-0.00916982j -0.00704506-0.00176694j 0.0206714+0.0133216j -0.000374689+0.00281104j -0.00460798+0.00371111j -0.00443331+0.000886952j -0.0108354-0.0196832j 0.0130488+0.00919577j -0.00594392+0.00356758j -0.00555932-0.0126513j 0.0154399+0.00189867j -0.00431573-0.00421353j 0.00457247-0.000349639j -0.00607455+0.00536606j 0.00123296+2.85593e-05j -0.00135535+0.00533431j -0.00327184+0.00317514j -0.00110625+0.000101224j 0.00617009-0.00497571j -0.00110932+0.00364611j -0.00209997-0.00262836j -0.00190281+0.00137829j 0.00243338-0.000568488j -0.000690156+0.00230842j 0.00862559+0.0107604j 0.0026325-0.00323309j 0.00361078+0.00411672j 0.00570868+0.00792765j 0.00715585+0.0060368j -0.00127275+0.00272926j 0.0048479+0.000632903j -0.00817304-0.00360412j 0.0031066-0.000416638j 0.00174825+0.000712844j 0.0024859+0.000116362j 0.00111872+0.000762094j 0.000399669-0.00111352j 4.47949e-05+0.00162435j 0.00252535-0.00166335j -7.78119e-05+0.00267068j -0.00266267+0.00203585j 0.000772757-0.000653813j 
-0.000970941+0.00223135j 0.0015781-0.000115208j -0.00028669+0.0027805j 0.00013413+0.00209515j 0.00131272+0.00423448j -0.00322494+0.00477652j 0.000767757+0.00388949j 0.00239154+0.00146989j -0.00313347-0.00650492j 0.00444681+0.00259779j 0.00472821+0.00293235j -0.00537714+0.000456402j 0.00111982-0.000997104j 0.000330803+0.00306437j -0.00181772+0.000333955j -0.000400191-0.00526069j -0.00090294-0.00108748j -0.00549515-0.00255488j 0.00722439+3.26199e-05j 0.0022497+0.00920098j -0.00452714-0.0033851j -0.00237596-0.00468804j -0.012609-0.0124763j -0.00304721-0.00866445j -0.00575085+0.00117767j -0.000514572-0.00528798j 0.00669496+0.00112625j 0.0046385+0.00330175j 0.0022848+0.00182848j -0.00295407-0.0107735j 0.00439558+0.00707994j -0.010674+0.00357088j -0.00504356+0.000945361j 0.0107833+0.0165925j 0.00591439-0.00669176j 0.0041416+0.00654964j 0.00812619+0.0111899j 0.00134644+0.00128124j 0.00116378-0.000859429j -0.000488477+0.00410666j 0.00135182+0.00363074j 0.0012943-0.00524658j 0.00397598+0.00187949j -0.00110109-0.0131202j -0.00332577-0.0075227j 0.00158747+0.00433615j 0.00143963-0.00624922j -0.0035642-0.00546871j -0.00121135-0.000842279j 0.00257397+0.00636436j 0.00021271-0.00254263j -0.0111664+0.00139446j -0.00625346+0.000830933j -0.0131155+0.00242008j -0.00412177+0.00373856j -0.00748113-0.00164112j -0.00696871+0.00842243j 0.00088563-0.00263504j 0.00699916-0.00915732j 0.00430799+0.00490474j -0.00232902-0.00184222j -0.000575366+0.00252092j -0.00181765-0.00111937j 0.000318919-0.0017749j -0.00393648+0.00238128j -0.0024231+0.00117298j 0.000767864-0.000365854j -0.000275425+0.000717023j -0.00082291+0.0015167j 
-0.00158282+0.00015606j -0.00378937-0.00415245j 0.00334413-0.00138458j -0.00198027-0.00688524j -0.00280678+0.00220625j 0.00417371-0.00736581j -0.00805709+0.0039604j -0.00326481+0.00206528j 0.000574733+0.00861557j -0.0103311-0.014471j -0.0038452+0.00683917j 0.00511337-0.00424427j 0.00506449+9.81447e-05j -0.003507+0.000247845j -0.0143099+0.00169505j 0.00274424-0.000779376j 0.00304765+0.00467409j -0.0113109+0.00896596j 0.00289538-0.00193118j 0.00832068-0.002341j -0.00228275+0.0010802j -0.000112058+0.002059j -0.00725821+0.000523609j 0.00171904+0.00525724j 0.00515342-0.00500782j -0.00130481-0.00301109j 0.000597022-0.00613121j -0.00225552-0.000244909j -0.00253191+0.000150488j 0.00441919+0.00345351j -0.00122065-0.00624635j 0.00124787+7.14581e-05j 0.00509914+0.00380201j 0.00155494-0.00457724j 0.0130658-0.00303502j 0.00377131-0.00468735j 0.00574026+0.000709728j 0.00691952-0.0063494j -0.0022848-0.0034445j 0.0129122-0.00271646j 0.00555669+0.0083164j -0.00724951-0.00281753j -0.00155603-0.00488806j 0.00106553+0.00298264j 0.00214197+0.000312601j 0.00188545+0.00227629j -0.00538041+0.00448047j 0.0116214+0.00781753j 0.00178155+0.00177035j -0.000226562-0.00123713j 0.000976245+0.00139865j -0.010027-0.00247065j -0.00388212-0.00169883j -0.00538664-0.000181539j -0.00828303+0.00346656j -0.0050122+0.00253932j 0.000319801-0.000602703j -0.00435035-0.00244748j 0.00772534+0.00311216j -0.00918553-0.00217015j 0.00216384+0.00672828j 0.00297112-0.00633109j 0.00227158-0.00378987j 0.000870624+0.00281689j -0.000438939-0.00103215j 0.000771139+0.00446879j -0.000954946+0.00240285j 0.00534229+0.00165611j -0.000129152-0.00278379j 
0.00135374+0.000823725j -0.000448519-0.00109761j 0.000331413+0.0066252j -0.00579791+0.00296912j 0.00768554-0.000571221j -0.0036728+0.00820996j 0.0130025-0.00480218j 0.00699516-0.00488671j 0.00139289+0.00170663j -0.0029926-0.000573503j 0.00704424-0.00460021j 0.00732299+0.00155155j -0.00297277+0.00333521j 0.00465395-0.000426195j -0.00102293+0.00151916j -0.00430259+0.00271542j -0.000718504+0.000712416j -0.00885499-0.00707045j 0.0134577+0.000124566j 0.0174316+0.00214659j -0.00581338-0.00383788j 0.00248279-0.00124927j -0.0204845-0.0073558j 0.00642289-0.00116839j -0.0108646-0.00391015j -0.0150446-0.000874614j -0.000649533-0.00505415j 0.00362198+0.00198823j -0.00168541+0.00105248j -0.00174746-0.00170615j -0.0047796+0.000687498j -0.00417554-0.000884471j -0.00291137+0.000616928j 0.0256967+0.00996537j 0.0150459+0.000322836j 0.00377257+0.00492398j 0.0195125+0.00750455j 0.0112791-0.00091659j -0.00539761-0.000160104j 0.00962035+0.00127388j 0.00448838+0.00089316j -0.00330048+0.000617446j 0.000323726+0.000129096j -0.00913714-0.00435883j -0.00383883+0.00148277j 0.00570091+0.00358052j -0.00746663-0.00347305j 0.00350175+0.000610805j -0.00253138+0.0010309j 0.00587864-0.000144459j -0.00442495-0.00114511j 0.00887365-0.00495172j 0.00304213+0.00421014j 0.00319524-0.00693146j 0.00184585-0.00299836j 0.000332808-0.00566358j -0.00146999+0.00321795j 0.000513506-0.00889992j -0.00299923+0.00453506j 0.000339309-0.00609965j 0.00190677-0.00213456j 0.00180888-0.000112351j 0.00265009-0.000722018j 0.00236351+0.00114082j -0.0010765+0.00184426j 0.00441635+0.00192936j 0.00167152+0.00164144j 0.000429329-0.00016141j -0.000854304-0.0016985j 
-0.000155966-0.000852976j 0.00167228+0.000196067j -0.00416924+0.00527963j -0.00289686-0.00804772j 0.00117072-0.002673j -0.00346651+0.00934246j -0.00233745+0.0058145j 0.00284257-0.0111681j -0.00360227+0.0060943j -0.0092075-0.00131105j -0.000190415+0.00430385j 0.00548523-0.00669394j 0.0135136-0.00937676j 0.0111269-0.00296198j 0.00199801-0.0141841j -0.00549665+0.00200994j 0.00520115+0.000764826j 0.00327993-0.0122686j 0.00117628+0.00561489j 0.00254422+0.00195447j -0.00261554-0.00505555j -0.00119024-0.00179942j -0.00333195-0.00514934j -0.000133387+0.000243974j -1.6867e-05+0.00101694j 0.00389622-0.00468065j -0.0031353-0.000813154j 0.00103207+0.00283986j -8.39066e-05+0.000926315j -0.0125257-0.000873518j 0.00532192-0.00539608j 0.00489141+0.0024339j 0.00544995+0.000558346j -0.000229139+0.00324192j -0.00785493-0.000157904j 0.0112507+0.0122436j 0.00653415+0.00859745j -0.00437218+0.00526051j 0.00316252-9.24261e-05j -0.00279106+0.00296145j 0.00390041-0.0035902j 0.0074467+0.00114494j -0.00184971-0.00612231j 0.00720699+0.000442563j -0.00336311+0.00252524j -0.00649066-0.00323788j 0.00227976-0.00481466j -0.00194742+0.00116056j 0.000315964-0.000409239j -0.00738554+0.000684328j -0.00629631+0.00382994j 0.00589868-0.00475537j -0.00527571-0.00166775j 0.00059057-0.00191258j 0.00280463+0.00875869j -0.000547349-0.000973942j -0.00454662-0.000734626j 0.00191182+0.0107947j 0.000346318+0.00287113j 0.00496232-0.00124351j -0.00421193+0.00416086j -0.00301687+0.0063584j -0.0038162+0.00463598j 0.00226165+0.00038494j 2.9526e-05-0.00236676j 0.0015396+0.000460837j -0.00382386+0.00111646j -0.00156065+0.00277578j -0.000126728-0.000306118j 
-0.00043226+0.00149406j -0.00110238+0.000144042j 0.00666485-0.00677651j -0.00438219+0.00462499j -0.00474705+0.00682588j 0.00329711-0.0118247j -0.00271839+0.00376527j -0.0103162+0.0105558j 0.000874346-0.00689396j 0.00308969-0.00316743j -0.00252734+0.00915259j -0.00752273+0.00124025j -0.0091078+0.00843654j -0.0112907+0.0102164j -0.00563578+0.00278129j 0.00950275-0.00629178j -0.000342759+0.000873499j -0.0046762+0.00707609j -0.00385972-0.00396822j 0.00243268+0.00273856j 0.00146302-0.000435892j 0.00368065+0.000903282j -0.00132398-0.00683713j -0.00604022+0.000209141j -0.00706527+0.00709611j -0.0163627+0.00467865j -0.00640673+0.0130961j 0.00397363+0.00224051j 0.00835818-0.00157981j -0.003958-0.00481229j -0.00342785+0.00613863j 0.0127076-0.00252896j 0.0110889-0.00515505j 0.0088838+0.000654678j -0.0155275+0.00334472j 0.00911086-0.00418664j 0.0110072-0.0023326j 0.000114095-0.0013392j 0.00519239-0.00456388j -0.00138641+0.00426419j -0.0065775+0.000144748j -0.00515739-0.00231849j -0.0018953+0.00572554j -0.00953924+0.00693211j 0.00435513-0.001772j 0.0031706-0.00319691j 0.00296087+0.00390689j -0.00598103-0.00289528j -0.00167315-0.00379535j 0.0011091-0.00513598j 0.000172729-0.00579188j -0.00176155+0.00215765j 0.00381331-0.00933436j -0.006299-0.00580311j -0.00154228+0.00494284j -0.00136937-0.00506112j -0.000793708-0.00844253j 0.00715151+0.00766504j -0.000291503-0.00862554j 0.00218508+0.0154189j 0.0026838+0.00132243j 0.00112257+0.00179397j 0.00189894-0.00148316j 0.00128944+0.00279018j -0.000119183-0.00383532j -0.00293119+0.00507357j 0.00221428-0.00154669j 0.00128663-9.90801e-05j -0.000679486+0.00212208j 
-0.00020395-0.000470902j 0.000910184-0.00391241j -0.000576135-0.000237312j -0.00115524-0.0014901j -0.00582637-0.00316461j 0.00222864-0.0018165j -0.00179399-0.00487889j 0.00394003-0.000974013j 0.00523509+0.00575942j -0.00665991-0.00542886j -0.00733273+0.00639688j -0.00192974-0.0037516j 0.00398667-0.00782562j -0.00028742+0.00174326j 0.00844899-0.00221019j 0.00646995-0.00475171j -0.00416926+0.00330801j 0.00226818+0.005897j -0.012374+0.00280008j -0.00695306-0.00296566j 0.0018042+0.00935994j -0.00440915+0.00673657j 0.0193527+0.00273876j -0.00292223+0.00219503j 0.00949316+0.0065532j 0.0114505-0.00480824j -0.00728729+0.0114474j -0.00644824+0.0024483j -0.00123263+0.00262258j 0.00303147-0.00995075j 0.000358997-0.00119552j 0.0102256+0.0059334j 0.00500441+0.000660163j -0.0279548+0.0033045j -0.00942437-0.00157324j -0.00325261-0.00751565j -0.0212172+0.000288628j -0.00313856+0.00257526j 0.00733824-0.00651489j -0.00282365+0.00528161j -0.00052309+0.00312431j -8.11493e-05-0.00508634j -0.000104072-0.000121066j 0.00799522-0.000611473j 0.00314958-0.00194235j -0.00279788-0.0066255j 0.00584762-0.00695096j 0.00186215+0.0158963j 0.00175462+0.0109749j -0.00352718-0.0080061j 0.00341434+0.00984694j 0.00130138-0.0013653j 0.000668565-0.0118736j 0.000896001-0.00442759j -0.00204657-0.00563617j 0.0014738-0.0064274j -0.00172549+0.000885711j -0.000362753-0.0069068j 0.00364883+0.00964064j 0.00604043-0.0151369j 0.0014553+0.00314474j -0.0088483+0.00541006j -0.00572704-0.00109448j -0.00346736-0.000143081j 0.000951362-0.00120148j -0.00678007-0.000962035j -0.00162529-0.00248603j 0.00287086+0.00176088j -0.000947124+0.00120854j 
0.0021411-0.00208506j 0.00196771-0.000560742j -0.00046563+0.00507878j -0.000454991+0.00480826j -0.000253781-0.00217271j 0.00177319+0.00222582j 0.00467783-0.0053879j 0.00302114-0.00328481j -0.000361603-0.000899199j 0.0170446+0.00148818j 0.00118014-0.00746603j -0.000847474+0.00329716j -0.00592638+0.00346975j -0.00274605-0.00133032j 0.000999131+0.00416658j -0.00461153+0.00583008j -0.00141851+0.000453527j -0.0022199-0.00371441j -0.00473511-0.00159497j -0.00513914-0.00565431j 0.000606096-0.00123218j -0.00115084+0.00171346j 0.00355335+0.000154583j 0.00185993-0.00129539j 0.00491849-0.00415113j 0.00378912-0.00276811j 0.00215968+0.00080253j -0.00243443+0.00192516j -0.00179217+0.00239748j 0.00770689+0.00232773j -0.00599086-0.00326483j -0.00256274+0.00200437j -0.00820193+0.00466891j -0.00196288+0.00589118j 0.0058404+0.00553021j -0.0151343+0.000151479j -0.0111275+0.000284129j 0.00243459-0.00752333j 8.55579e-05-0.000153427j 0.00426876-0.00123288j 0.00188362-0.00351962j -0.00931333-0.00427246j 0.00164886-0.00282092j 0.00103639-0.00655349j -0.00134394-0.00302899j -0.00267934+0.00195246j -0.00249656-0.00210039j -0.00222958-0.00572361j -0.000280146-0.00170593j -0.00267906-0.00404376j 0.00546407-0.00699395j -0.00838549-0.0111754j -0.00521098-0.0121178j -0.000479809-0.0105899j 0.00881732-0.000336989j -0.00345065-0.00505383j 0.00213458+0.00193625j 0.00336817+0.00484016j -0.00430649-0.00170178j 0.00111627+0.00409885j -0.00061757-0.00316237j 0.00145411+0.00710078j 0.00162634+0.00415045j 0.00183002-0.00145886j -0.00292332+0.00121707j 0.00156679+0.000779586j 0.000970627-0.00114218j 0.00254991-0.00309202j 0.000541859+0.000405835j 
