0.0255555+0.252869j -0.252938+0.025559j -0.0546331-0.269516j -0.279946+0.0582229j 0.0985645+0.173262j -0.105748+0.117543j -0.065628+0.0700977j -0.174152+0.0134358j 0.0843584+0.167522j -0.0293729+0.113028j 0.0665753-0.100316j -0.0566208+0.00852274j 0.0382442+0.00476662j 0.0889166-0.0826018j 0.0889964-0.078684j -0.0408079-0.000720769j -0.0228333-0.0124403j 0.0735343-0.0484739j 0.00728864+0.0238436j 0.0776622+0.0128492j -0.0571774-0.0548136j 0.0356232+0.0185388j 0.00223762+0.0510749j -0.00651318+0.00413197j 0.0280411+0.00539244j 0.0612336-0.0143507j 0.0218582+0.0170071j -0.160302-0.0241516j -0.00230903-0.001286j -0.0160178+0.00672432j -0.0405704-0.0327675j 0.0181446+0.00242789j 0.00620249+0.00392916j 0.026987-0.0441028j -0.0461646+0.00665095j -0.0741908+0.034804j -0.0798212-0.0144199j -0.0442917-0.0292719j -0.0444312-0.0746787j -0.0190823+0.00676147j -0.0361051-0.0838061j 0.0615913+0.0640277j -0.0532388-0.102333j 0.0423934+0.01719j 0.0586029+0.0501246j 0.0156877+0.11392j -0.000424262-0.10899j -0.117624+0.146247j -0.175718-0.0234113j -0.0685279-0.0688626j -0.0971935-0.120412j 0.101592-0.167177j 0.273476+0.0641988j -0.0596708+0.261691j -0.24872-0.0275373j -0.0275158+0.248557j 
-0.000637918+0.000860982j -0.000483871-0.000766275j 0.00131544+0.000838996j 0.00103268-0.000927711j 0.00124287+0.00175408j 0.000546466-0.0002388j 0.00264435-0.000306871j 0.000705531+0.000137923j -0.000927157-0.000201488j -0.00111713+0.000620848j 1.35465e-05+0.000747664j 0.00267551+0.00149944j -0.00101639-0.00157863j -0.00232744-0.000761957j -0.00114575+0.000147659j -0.00153081+0.000903261j 0.00137701+0.000580429j 0.000732925+0.00107301j 0.000106318-0.00168359j -0.00128781-0.00158679j 0.000235393+0.000450918j 0.00035328-0.00366567j -0.000313518-0.00170022j 0.00150731+0.0010832j 4.16453e-05+0.000216983j 0.00213999-0.000952579j -0.00142872+0.000545833j -0.00330675-0.00141959j 0.000589145-0.00330848j -0.000381416-0.00134735j 0.00136987-0.00021869j -0.00060689+0.000159323j 0.00504208-0.00111515j -0.0010082-0.000609322j -0.000472184+0.00490774j -0.00100646+0.00195049j -0.00368612+0.000451097j -0.00217562+0.00181659j 0.00232087+0.00147291j 0.000257273+0.00068897j 0.00256459+0.00287449j -0.0024857-0.000980832j 0.00298968-0.00202593j -3.39279e-05+0.000642896j 0.00030235-0.000450231j -0.00151055+0.00083511j -0.00140305-0.00257652j 3.15897e-05+0.000977774j -0.00125915-0.00173458j -0.00142218+0.000913941j -0.00222145+0.000990347j -0.00244563+0.00404355j -0.000528042-0.000692714j -0.000123226+0.000837103j -0.00150408-0.000326645j 0.000120599+0.00123387j 
-0.000330795-7.10869e-05j 7.30706e-05-0.000466553j 0.000759185-0.000461391j 7.17098e-05-0.000269454j 0.00158144-0.000166623j 0.000439-0.000859792j 0.001671-0.00095473j 0.000912373-0.000293563j -0.00108471+0.00108543j -0.000222352+0.000280625j 7.38862e-05-0.000180809j 0.00128025+0.000570623j -0.000752232-0.000880504j -0.00085302-0.000672902j -0.000942998+0.000281529j 0.000550734-0.000136535j -0.000237953+0.00112723j -0.00291899-0.000324994j 0.000117152+0.000655766j -0.00182425-0.00110376j 0.00259142+0.00151738j 0.00190586-0.00482871j -0.000591301-0.00191519j 0.00248743+0.00256824j -0.000789533+0.00107336j 0.00189452+0.000809794j -0.000997177-0.00114051j -0.00213294-0.00122847j 0.0016186-0.0017945j -0.000292556-0.00188017j 0.0010601+2.9464e-05j 0.000200231-0.0013438j 0.00271555-0.000290685j -0.000986614-0.00182322j -0.0018674+0.00188431j 0.00047744-0.000192843j -0.00211806-0.00128899j -0.00239726+0.00240278j 0.000439191+0.000702868j -0.000547903-0.000374908j 0.00166188+0.0024472j 4.91004e-05-0.00081269j 0.00368478+0.00185162j -8.01281e-05-0.00209732j -0.00104638-0.000169123j -0.00187844+9.69945e-05j 2.44401e-05-0.00238257j 0.000833317+0.00253377j -0.00233773-0.00247612j -0.000834816+0.000200118j -0.00205733+0.000394583j -0.00189237+0.00284143j -0.000756341-0.000404712j -0.000748186+9.05216e-06j -0.000261729-3.32695e-05j 0.000169146+0.00015973j 
0.000192788-0.000416133j 0.00024876+0.000143906j 0.00135893-0.000889411j -0.000501026-0.00139263j 0.000196015-0.00305298j 0.00248194+2.33602e-05j -0.000415631-0.000257826j 0.0013057+0.00128361j 0.00183068+0.00101j 0.000665013-0.000458294j -0.000670638-0.00314103j -0.00249538-0.00226384j -9.96789e-05-0.000591767j 0.00112568-0.00122638j 0.00198358+0.00134139j 0.00330934+0.00282216j 0.000180866-0.00294402j 0.000247662+0.000657779j 0.000847594-0.00135744j -0.000425703+0.000687929j -0.0027373-0.000243273j -0.00374533+0.00189696j -0.00161392+0.000246547j -0.00208601+0.00110008j 0.00174512+0.000251162j 0.00109706-0.00112394j -0.000827407+0.00297185j 0.00167814-0.000682734j -0.00156734+0.00104863j 0.00172184+0.00114203j -0.00110985+0.00141759j -0.00106207+0.000217443j 0.0020477+0.000357665j 0.000947349+0.00184489j 4.62525e-05-0.000896019j -0.00156637+0.00218699j -0.000740881+0.000479969j 0.000937855-0.00136312j -0.00144363+0.00101698j 0.00271147-0.00109888j 0.00229191+0.00209597j 8.63673e-05-0.00012729j 0.000391732+0.000101091j 0.000168378+0.000126711j -0.00177778-0.000662593j 0.00233018+0.00138627j 0.00228482-0.000199391j 0.00260139-0.000422256j -0.00199963-3.18662e-05j -0.000270127+0.00039937j -0.00120302-0.00123065j 0.00233847-0.00126714j -0.000902744+0.000293385j 7.8575e-05-0.00090324j -0.000105533+8.75453e-05j -5.6421e-05+0.000108506j 
-0.000583025-0.000774537j 0.000619727-0.000702542j 0.00107121-0.000669935j -0.000206855-0.000128893j 0.00171108-0.000319831j 0.00042238-0.000877783j 0.00108109-0.00162769j 0.0024249-0.00127046j -0.00279566+0.000158034j -0.000601281-0.0016825j 0.000399967+0.000797238j 0.00152568-0.000218737j -0.000974985-0.00116397j 0.000913428-0.00180931j -0.00103487-0.00188798j -0.000654834-0.000651615j 0.00253232-0.000336462j -0.00120978-0.000106074j 8.40139e-05-0.00208349j -0.00335299-0.00307909j -0.000273435+0.000536705j 0.00261114-0.00263919j -9.93197e-05-0.00297789j 0.00395782+0.00109226j 0.000582345+0.000275104j 0.0013067+0.000297207j 0.00124597-0.000244377j 0.000677477-0.0018354j 0.00010854-0.0014618j -0.00117698-0.00226554j 7.38909e-05-0.000569581j -0.00121589+0.000150219j 0.00112854-0.00163944j -0.000399241+0.000131902j 0.0012751+0.000146889j 0.00138033-0.00148932j -0.00010072+0.000351948j -0.000637623+0.00207625j -0.00121218-0.00132588j -0.00017784+0.000314812j -0.000450773+0.00212071j 0.00195179-0.0020448j 0.00126003+0.00280487j 0.00270404-0.00133641j -0.00167639-0.000590958j -0.000636019-0.00221787j 0.000178118-0.0010791j -0.000684143+0.00139258j -0.000311994-0.00187602j -0.000189197-0.00124932j 0.000581477-9.3983e-05j -0.00311928+0.0013611j -0.000991217-0.000758662j -0.000387898-0.00141137j 0.000672464+0.000884412j 0.000936831-0.000517467j 
-0.000820107+8.89429e-05j -2.23248e-05-0.00121658j 0.00046225-0.000618718j -0.000154964-0.00044637j 0.00122211-0.00198944j 0.00334409-0.00200395j 0.00159952-0.000140079j 0.000779117-0.000403646j 0.000883351+0.00126737j 8.15186e-06+0.000684372j -0.0026727-0.00243554j -0.000805149+0.00185354j 0.000202897+0.000745815j 7.06007e-05-0.000982181j 0.00210415+0.000930931j 0.0026485+4.79975e-05j -0.00161815-0.00122079j -0.000966495-4.7867e-05j -0.0017199-0.000452029j -0.00292039-0.000652654j 0.000675511+0.00171045j -0.00215884-0.00102675j -0.00351019+0.000607379j 0.00101188+0.00284072j 0.00110288-0.000424276j 0.00345837+0.000566142j -0.00119259+0.00159858j 9.38072e-05-0.00217305j 0.00199504-0.0014498j 0.00241363-0.00121297j 0.000269948+0.00369931j -0.000304763-0.000851451j 0.00372056+0.000247556j 0.000205792-0.000617056j -0.0040385+0.00153118j -7.71003e-05+0.00369151j -0.000662574+0.000120401j -0.000920457-6.12448e-06j 0.000570789+0.00310353j 0.000977284-0.00156077j 0.00397805+0.00135259j -0.0010875-0.00126219j 0.00376817-0.0012245j -0.000424136-0.00126594j -0.00241595+0.000149577j 0.00135238+0.000904903j 0.00193304-0.00431073j 0.00312535+0.00104859j -0.00451407-0.000718253j -0.00130492+0.00167025j -0.00393677+0.00104267j 0.00197539+0.00296733j -0.000839636+4.22438e-05j -8.90152e-05+0.000680964j -0.000281978-0.000109101j -4.29168e-05-0.000229315j 
-0.000729826-3.733e-05j 0.000375929-0.00103885j -0.00164454+0.00162681j 0.00101689+0.00164422j 0.00175811+0.0032988j -0.000477232+0.000402659j 0.000357956+0.00103126j -0.00227835-0.00192132j -0.00161346-0.00120683j -8.36715e-05+0.00172032j 0.000798453+0.000671882j 0.000626949+0.00286408j 0.000344836+0.00268359j -8.14387e-05+0.00258128j -0.000221648-0.000246837j -0.00172746-0.0025964j -0.00100903+0.0020423j 0.000671089+6.2712e-05j -0.00150375-0.000318189j -0.000898277-0.000855741j 0.00289843-0.000722959j 0.000560808-0.000779722j -0.000636113+0.00124766j 0.000630958-0.00134394j 0.000720772-0.000638089j -0.000679537+0.00278378j -0.000216345-0.00134997j 0.00109555+0.00310264j 0.00190598-0.000261921j -0.000560246+0.000808287j -0.00130865+0.000341268j 0.000955373-0.000184558j -0.00275405+0.00134161j -0.000688806-0.00111864j -0.000779445+0.000554978j 0.000393405-0.00063501j 0.00217574+0.00196403j 0.00185764-0.000271335j 0.000363545-0.000133486j -0.00185373+0.00054189j -0.00204181-0.00407634j -0.00109424-2.37302e-05j -0.000857508-0.00192278j -0.000874851+0.000498274j 0.00161132+6.886e-05j -0.000293497+0.000841186j 0.00033021+0.00107152j -4.96094e-05-0.000688289j 0.000444099+0.00136472j -0.000363948+0.0005298j 0.000259377+0.00152995j 0.0013072+0.0025348j 0.000722147+0.000204171j 0.000480238+0.00144331j 3.57842e-05-0.000198895j -0.000129268-0.000514842j 
-0.000423207-0.000739729j 0.000624718-0.000308395j -0.000861959-6.53607e-05j -4.50977e-05+0.000872639j -0.000633839-0.000885264j 0.000116759+0.000146773j -0.000369088+0.000419652j -0.000225043+0.000420149j 0.000912737+0.000949756j -0.000563359+0.000992863j 0.00180518+0.000932152j 0.000866565-0.0010084j 0.00202282-0.00176954j -5.331e-05-0.00178585j -0.000162405+0.00131365j -0.00232066+0.00333637j -0.00240408-0.00231229j -0.00147187-0.000638634j 0.000237159+0.00190928j -0.00230869+0.0016886j -0.0010341-2.4474e-05j 0.00105413-0.00149894j -0.000508366+0.00131737j -0.00220374-0.00161232j -0.00174544-5.41096e-05j 0.000465073+0.00117102j -0.00147122-0.00199771j 0.000539972-0.000789923j 0.000952215-0.000249019j -6.39845e-05-0.000694864j 2.60367e-05+0.00142335j -0.000114109+5.25216e-05j -0.000526467+0.00289085j 0.000263159+0.000758835j -0.00158758-0.000957864j -0.00115597-0.000621668j 0.000293113-0.00376864j -0.000199736-0.00176042j -0.00236384+0.000184644j 0.00177267-8.90181e-05j -0.0013166+0.00116353j -0.000307436-0.00147226j -0.000910126+0.00189209j -5.86643e-05-0.00271309j -0.000634383+0.000675101j -0.00258808-0.00139249j -0.000400792+0.00103752j -7.86069e-05+0.0018388j 0.0012938-0.00141826j -0.00069035+0.000100123j 0.000191345-0.00234383j 0.000295554-0.000424995j 0.000156673-0.000941797j 0.000502656-0.000182091j 6.82439e-05-0.000436312j -0.000481019+0.000116787j 
0.000765755+0.000317904j -0.000339116+0.0011583j 0.000250678-2.41402e-05j -0.000136378-0.000637884j -0.00241673+0.000166582j -0.00131321+0.00070632j -0.000711703+0.00017498j 0.000393671+0.00168678j 0.00222252-0.00106118j 0.00145799-0.000497797j 0.000109537-0.00182693j -0.00210606-0.00137374j -0.000971267-0.00163219j -0.00061246+5.49244e-06j 0.000438077-9.38755e-05j 0.00188196+0.00116304j -6.69585e-05+0.000959053j 0.000720171+0.00158937j 0.00251111-0.000388967j 0.00412286+0.00236524j -0.00143369-0.000521862j -0.00177086+0.00206294j 0.00199441+0.000345364j -0.00225643+8.17904e-05j 0.00035941+0.000737515j -0.00136781-0.00237427j -0.000338824+0.00166283j -0.000352719-0.000108056j -0.00233056+0.000803199j -0.000466986+0.00195992j 0.000686475-0.00173052j 5.94258e-05+0.000346582j 0.000711592+0.00063731j 0.00142491+0.000483297j 0.00084194+6.02891e-05j -0.00126563-0.000651272j -0.00306781+0.000274697j -0.00034839-0.000541597j -2.44821e-05+0.000877787j 0.00017002-0.000876609j -0.000390044+0.000413295j -0.000550487+0.000663541j 0.000318759+0.000609949j -0.00217797+0.0016386j 0.00132115+0.000431662j 3.71491e-05+0.00187867j 0.000814295+0.00116848j -9.28297e-05-0.00160714j 0.000475502-4.99759e-05j 0.000685569-0.000602817j 6.25108e-05-0.0010813j -0.00050158-0.00295342j -0.000245288+0.000219608j -0.000240543-0.000778174j -0.000306641-0.000216104j -0.00015836+0.000667172j 
0.00048852-0.000208655j -0.000262321+0.000798105j -0.00096685-0.00126446j -0.000873926+0.000857819j -4.3462e-05-0.0006625j -0.00355413+0.00118432j -0.00207021-0.00150161j -0.000284765+0.00043799j 0.00137025-0.00028687j 0.00319646-0.000256007j -0.000178525+0.000667114j 0.00247443-0.000994564j -0.000339001-0.00291038j 0.000249666-0.00139454j -0.00145815-0.000972233j -0.0018376-0.00066641j 0.00250031+0.00018183j 0.000807468+0.00150871j 0.00256587-0.00109043j 0.000804413+0.00170585j 0.000460272-0.00473366j 0.00182253+0.00103898j 0.00142013-0.000224442j -0.000822543-0.00128836j -0.000977908+0.00101j -0.00254061-0.00105895j -0.00221439-0.00110545j -0.00282787-0.00043086j -3.11818e-05+0.00179762j -0.00062269+0.00144951j -0.00169744-0.0011336j -0.000625434+0.00253436j 0.00281805+0.00149918j -0.000446961-0.00306239j -0.00023571+0.00502095j -0.00299654-0.0017936j -0.0020272-0.00250914j 5.18088e-06-6.86412e-06j 0.000711455-0.000361327j -0.00145744+0.000851813j -5.38346e-05+0.00123609j -0.00138814-0.000825003j 0.00148423-0.0030361j -0.00076531-0.000209295j 0.00180278+0.00273199j -0.00166071+0.000676297j -0.0032969-0.00363956j -0.00112919-0.00167701j -0.000979826+0.00153536j 0.000129317-0.00097562j 0.00144107+0.000488642j 0.000197346-0.00255046j 0.000777394+0.000396365j -0.000425117+0.000354209j -0.000858275-0.000500302j -0.000748686+0.00127341j 
-0.000527379+0.00049494j -0.000677925-0.000471795j -0.000240652+0.00040601j 0.000782763+0.000224557j 0.000786822-0.00121017j -0.000344439+7.41174e-05j -0.000545832-6.59998e-05j -0.00135721-0.000601873j -0.000911307+0.000475733j 0.00114394-0.000807361j 0.000684162-0.000650837j 0.000793207-0.00130573j -0.000922302+0.000101711j -0.000738423+3.30345e-05j -0.000525806-0.000451002j 0.000403396-0.000262711j 0.000580008+0.000620645j 0.000235747+0.000444022j -0.00114824-0.000643456j 0.000161556+0.00268796j -0.000545547-0.000980462j -0.00087285-0.00167149j 0.000416185-5.47493e-05j 0.000683692-7.64657e-05j 0.000866717+0.000642106j 0.0011377+0.000207892j -0.000907032+0.00168308j 0.000425711+0.000370438j -0.000198759-0.00102004j -0.00117351+0.000993259j 0.000356017+0.000418501j 0.00167147+0.000611102j 0.00080852-0.00133708j -0.0017629+0.000111015j 0.00267462+0.00115065j -0.00037785+0.000499196j -0.000683409+0.000427075j 0.00038056+6.13238e-05j 0.000107629+0.000305182j -0.000438267+0.000911954j 0.000112352-0.000202475j -0.00117643+0.00044979j -0.000420235-0.000649589j -0.00111693+9.31325e-06j 0.00110292+7.45093e-05j -0.000131496+0.00167988j -0.00130745+0.000574047j 0.000193715-0.000306344j -0.000334496+0.0009552j 0.000200299+0.000555318j 0.000468182+0.000501733j 0.000978215+1.13536e-06j -0.000300308+6.69411e-05j 0.000125265-0.00012467j -0.000177098+0.000210853j 0.000112656+0.000213448j 
0.00105972+0.00106366j -0.000938809+0.00143564j -0.000250557-0.000525763j -0.000413124-0.00113331j -0.00374518-0.0018399j -0.00051875+0.000696296j -0.0014363+0.000746696j -0.00111358+0.00215437j 0.00288311+0.00186019j -0.00109738-0.000319091j -0.00336003+0.000358509j -0.000873579-0.000339263j 0.00125332+0.00105167j -0.00125508+0.000893552j -0.00202381+0.00366431j -0.0014217-7.59935e-06j 0.000315143-0.00250527j 0.000316042-0.00143689j -7.6727e-05+0.00388907j 0.00428833-0.00166768j -1.21608e-05-0.000171095j -0.00137919+0.00237581j -0.00115081+0.000101367j -0.00215926-0.000967587j -0.00166045-0.00190438j -0.000368454-0.00257534j 0.00120937-0.00032716j -0.00452888-0.000568456j 9.54098e-05+0.00103113j 0.00407915+0.00077559j 0.000681007-0.000311598j 0.000171225-0.00286854j 5.58534e-05-0.000579655j 0.000602773+0.000772718j -0.00215975-0.000918176j -0.000288225+0.00228335j -0.000456808-0.00184469j -0.00166451-0.000512898j 0.00241488+0.000909057j 0.00206218+0.000568501j 0.00409947+0.000648843j -0.00119237+0.00232072j 0.00169851-0.00250162j -0.000617377+0.00139131j -0.000192526-0.000762482j 0.00254603-0.000183353j -0.00145842-0.00192167j 0.000260669+3.5762e-05j -0.000549014+0.00125784j -0.000344573+0.000558509j -0.00119256-0.000598905j 0.00132496-0.00121663j 0.000584431+0.000371715j 6.85921e-05+0.00119466j -0.000543587-0.00110151j -0.000981388+0.000575709j 
4.0464e-06-0.000182641j 6.27394e-05-5.2065e-05j 0.000496466+0.000324468j 0.000187603-0.000367421j 0.000316047-0.000330266j 0.000473536+0.000407j -0.000548869-0.000435214j 0.00126283+0.000612271j 0.00226528-0.000318154j 0.00093932+0.000465761j -0.000219571-0.00120961j -0.00157303+0.000113907j 0.00132956-0.000622174j 0.00206368-0.00106926j 0.00154531-0.000194684j 0.000865636+0.00038012j 0.00197359-0.000939088j 0.000380874+0.00286751j 0.00332738-0.0031425j -0.00183535-0.00119547j -0.00104373-0.00345127j -0.00294768+0.00132849j -0.0010002+0.000529612j -0.000116368-0.000557078j 0.00254629+0.000270353j 0.000942768-0.000564744j -0.00174607+0.0013853j 0.00224245+0.000392509j -0.00084966+9.53766e-05j -0.000149355+0.000920573j -0.00181124+0.000184216j -0.00369201+0.000831018j 0.00165471+0.00194591j 0.000700683+0.00136569j -0.00160696+0.00144671j -0.00205531-0.000484581j -0.00029894+0.000756948j 0.00294293-0.000461015j -0.00222133-0.000389403j 0.000832098+0.000132175j 7.58849e-05+0.000846024j 0.00101593-0.00213894j 0.0018106-0.00163843j 4.53893e-05+0.00114428j -0.0017674+0.00020381j 0.00172593+0.000391182j 0.00228161-0.00113145j 0.00233916-0.00210069j -0.00175792+0.000726621j 4.79144e-05-0.000878834j 0.000249152-0.000122028j 0.00169346-0.000958744j -0.000726164-0.000265376j 0.000705463-0.000819447j -0.000418713+1.90088e-05j -0.000154567+0.000440238j 
-0.000560395+0.000371562j -0.000402245-0.000776082j -0.000630288+0.000170271j 0.000444347+0.000750642j 0.00202564+0.000246407j -0.000598545-0.00020045j 0.000771311-0.000710801j -0.00111921-0.000595327j -0.00104718+0.000611039j 0.00138522-0.000157114j -0.00128588+0.000458063j 0.00359547+0.00149952j -0.000224369+1.33517e-05j -0.000141338+8.32187e-05j -0.000979583-0.000351201j -0.00231936-0.00134254j 0.00194634+0.00100177j 0.000480582+0.000216746j -0.00104656-9.09002e-05j -0.00115113-0.000464194j 0.00227873-0.00220135j 0.00108241-0.00223305j -0.000928218-0.000671465j 0.00159744+0.000195702j -0.000445974+0.000535043j 0.00102041+0.00108598j -0.00255108-0.000657187j -0.00217829-0.00169291j 0.00216134-0.0014477j 0.000899895+0.000121037j -0.000567625+0.00146828j 0.000466903+5.7251e-05j 0.00393407+0.00114331j -0.00182729-0.00317824j -0.00193991+0.00535021j -0.00171616+0.00108114j -0.00121363-0.00101923j -0.0010672+0.00100113j 0.00292087+0.00105713j -0.00167744+0.00117399j 0.000921787+0.00164228j -0.00277494-0.000672549j 0.00310266-0.00349884j -0.00064204-0.000242203j 0.0014097+0.00116388j -0.00137236+0.00178908j -0.00177353-0.00453352j 0.000127064+0.000413796j -0.00265062+0.000372605j -0.00125459+0.000884989j -0.00131541+0.00183619j 0.00061532+0.00254485j 0.000447334-0.00060372j 0.000485124+0.00165064j -0.000400458-0.000524569j -0.000509811+9.49593e-05j 
0.000493989-0.000177467j 0.000261494+0.000628829j -5.32227e-05-0.00028389j -0.000480603-0.000405838j -0.00158637-0.0006044j 0.000176416+0.000617338j -0.00111137+0.000581365j -5.96803e-05+0.000483556j 0.0005454+0.000769401j -0.00267782-0.000395964j -0.00195281+0.00209669j -0.000705808+0.00103511j 0.00256995+0.00198132j 0.00115586-0.00092003j -0.00150295+0.000972777j -0.00364723-0.001466j 0.00296946-0.00358649j 0.00180759-0.000221803j 0.000135987-0.000273997j -0.000369542-0.00431976j -0.00215281-0.00161127j -7.71736e-06+0.00352742j -0.00144901-0.000132761j -0.000156015-0.00309156j 0.000352167-0.00265055j -0.000367693-0.000941723j 0.00247572-0.00119067j 0.000240885+0.000420872j -0.000252838+0.00108476j 0.00164716-0.000328459j -0.00139895-0.000296517j -0.00224928-0.00044978j -0.0027969-0.000519527j 0.000171469+0.00283891j -0.00029066-0.00275516j -1.53149e-05-0.00010053j 0.00402401-0.000146756j 0.00202435-0.000895103j -0.000746204-0.00177554j 0.00196157+0.00225199j 0.000166733-0.000292006j 0.00224041-0.000554024j -0.00166651-0.00186109j 0.00240706+0.00162063j -0.00179488-0.00174654j 0.00297842-0.00349666j -0.000547623+0.000427398j -0.0010983-0.000627928j 0.00235721+0.00159011j 1.81975e-06-0.000722981j 0.00184781-0.000623053j -0.000177032-0.000782921j 0.000729996+0.000516104j -0.000126851+0.000266872j 0.000147419+1.0735e-05j -8.97917e-06-7.43005e-05j 
0.000395839-0.000686929j 0.000551791+0.00046414j -0.000304718-0.00164201j -0.00122455+0.000667592j 0.000786339-0.00119385j 0.00063321+0.000463044j -0.000528055-0.00047507j 0.00121756-0.000802598j -0.000948769+0.00162231j -0.00230378-0.000862833j 0.000520386+0.00214315j 0.000953556-0.000640252j 0.000636511+3.73704e-05j 0.000721949-0.00219723j -0.000740678-0.00112596j -0.00255293-0.000144954j 0.00278856-0.00300679j 0.000114847+3.02825e-05j -1.5765e-05-0.000538446j -0.00272637-0.00199936j -0.000819789-0.000281248j 0.00167595-0.00103944j -0.00100222-0.00188996j 0.00199784-0.00184746j -5.60084e-05+0.000798237j -0.000407832-0.000325334j 0.000362367-0.00171686j -0.000356442-0.00161666j 0.000214603+0.00116913j -0.000791611-0.00112323j -0.00138478-4.17019e-05j -0.00170608+0.00126809j -0.00099821-0.000685478j -0.00114979+0.000492792j 0.000878532-0.00112605j -0.000771038-0.000596225j 0.00145242-0.00133784j 0.0014375+0.000859784j -0.000583077-0.00245046j 0.00041646+0.00133047j 0.000489871+0.0024944j 0.00191177-0.00226969j -0.000654614+0.000301836j 0.00282817-0.00154355j -0.00116502-0.0006005j -0.000812624-0.0025687j -0.00110899+0.00010916j -0.00150421+0.000945113j 0.000653109-0.000522987j -0.0010627-0.00127316j 0.00110893-0.00142864j -0.002133+0.000122262j 0.000513493-0.000451745j -0.000374621-7.84724e-05j 0.000124009-0.000206534j -0.000146174+9.34566e-05j 
0.00018762-0.00145375j 0.000848795+9.23912e-05j 2.40338e-05-0.00302609j -0.00243083-0.000316602j 0.00024956-0.00528887j 0.00166165-0.00123999j -0.00157929-0.000408472j -0.000283751+0.000721728j 0.000527183+0.00324956j -0.00101284-0.00111493j -0.00164951+0.000261917j -0.00200579-0.00339405j 0.000234724+0.00276757j 0.00179384-3.39449e-05j 0.00301889+6.03151e-06j 0.00325689-0.00101205j -0.00162774-0.00202833j -0.00219777-0.00200621j -0.00033918+0.00472175j 0.000672721+0.000503277j 0.00157478+0.000269585j 0.000242139+0.00294887j -0.00278216+0.000854917j -0.000472422+0.00189131j -0.000585684+0.00277552j -0.00103872+0.00192643j 0.000649096-0.000857878j 0.000364635+0.000307654j 0.00259184+0.00460957j 0.00273054-0.00151761j -0.00194418+0.00352125j 0.000992821-0.00176224j -0.00302354-0.000628662j -0.00207267-0.000797157j -0.000112771-0.00471084j 0.00227472+0.00250574j 0.00329438-0.00154427j 0.000405132+0.00109433j 0.00205584-0.00200796j -0.000885011-0.00163713j 0.00258269-0.00102974j 0.00369711+0.00244337j -0.00237827+0.000642986j 0.00139435-0.00191007j -0.000842501+0.000379077j 0.00350867-0.000419266j -0.00155642+0.000245452j 0.00308916+0.000758024j -0.00137044+0.00242744j 0.00184852+0.00109917j 0.00063084+0.000688405j 0.00482908-0.00278735j 0.000236267+0.00119584j 0.00015289-0.000244389j -0.000232633+0.000316209j -0.000316999+0.000288885j 
0.000640963+0.000273613j -3.7418e-05+0.000677451j -0.000451838-0.00136538j -0.00156279-0.000869443j -0.00438774+0.000393489j -0.000783099-0.00104059j -0.000596067-0.000998851j 0.00158738+0.000438365j 0.00378158+0.00149564j -0.00164835+0.00285821j -0.00102076+0.00404766j 0.000665279-0.000810533j 0.00146998-0.000172327j -0.00226778+0.00136437j 0.00130098+0.00506476j -0.00088731+0.00106575j 1.25388e-06-0.00217579j -0.00278638+0.00156375j 0.00475054+0.00172431j -0.00270475-0.00457836j 0.00230688-0.000625139j -0.00135017-0.00219335j -0.00355092+0.000292024j 0.00215829-0.000143467j -0.00142054+0.00191889j 0.000620635-0.00290437j -0.00118807-0.00166234j -0.00543881+0.00444653j -0.000673944-0.00266585j -0.00124845-0.00423511j 0.000640628-0.00257157j -0.00436422-0.00270062j -0.000551152-0.00278994j -0.000340603+0.00233855j -0.00334249+0.00274989j 0.00229215-0.000322654j -0.00301428-0.000631045j 0.000790015+0.00568993j 0.00183906-0.00214243j 0.00298483-0.000440217j 0.00702847-0.00269556j 0.00157509-0.000538058j 0.00378744-0.00437751j -0.000677085-0.000309749j -0.00353022+0.000638155j -0.000541123-0.00126363j -0.00408534-0.000169424j 0.00503403+0.00219614j -0.00344969+0.000269567j 0.000887019+0.00107132j -0.00131842+0.0027484j 0.00168287+0.00366028j -0.000433723-0.000470139j 0.00108271+0.00145994j -0.000555628-0.0005535j -0.000427077+0.000194073j 
