0.0255555+0.252869j -0.252938+0.025559j -0.0546331-0.269516j -0.279946+0.0582229j 0.0985645+0.173262j -0.105748+0.117543j -0.065628+0.0700977j -0.174152+0.0134358j 0.0843584+0.167522j -0.0293729+0.113028j 0.0665753-0.100316j -0.0566208+0.00852274j 0.0382442+0.00476662j 0.0889166-0.0826018j 0.0889964-0.078684j -0.0408079-0.000720769j -0.0228333-0.0124403j 0.0735343-0.0484739j 0.00728864+0.0238436j 0.0776622+0.0128492j -0.0571774-0.0548136j 0.0356232+0.0185388j 0.00223762+0.0510749j -0.00651318+0.00413197j 0.0280411+0.00539244j 0.0612336-0.0143507j 0.0218582+0.0170071j -0.160302-0.0241516j -0.00230903-0.001286j -0.0160178+0.00672432j -0.0405704-0.0327675j 0.0181446+0.00242789j 0.00620249+0.00392916j 0.026987-0.0441028j -0.0461646+0.00665095j -0.0741908+0.034804j -0.0798212-0.0144199j -0.0442917-0.0292719j -0.0444312-0.0746787j -0.0190823+0.00676147j -0.0361051-0.0838061j 0.0615913+0.0640277j -0.0532388-0.102333j 0.0423934+0.01719j 0.0586029+0.0501246j 0.0156877+0.11392j -0.000424262-0.10899j -0.117624+0.146247j -0.175718-0.0234113j -0.0685279-0.0688626j -0.0971935-0.120412j 0.101592-0.167177j 0.273476+0.0641988j -0.0596708+0.261691j -0.24872-0.0275373j -0.0275158+0.248557j 
-0.000390717+0.00015038j -9.34999e-05-0.000649069j 0.00021519+0.000811476j 0.000407673+0.000482447j 0.00224584+0.00190551j 0.000696254+0.000714034j -0.000502065+5.98833e-05j 0.0009017-0.00234017j -0.000192195-0.0030194j 0.000678421+0.0013139j 0.00109365+0.000344224j 0.00109508+0.00268242j 0.000611803-0.000951044j 0.00176236-0.00151121j -0.000112043-0.000942186j 0.000654613-0.00156637j 0.000575347+0.00106955j 0.000660959-0.000349108j -0.00145841-0.00368809j -0.002071+0.000725378j -0.000880097-0.00151478j 0.000266473+0.00128546j 0.000828914+0.000275921j -0.000337725+0.00019991j 0.000186395-0.00182659j -0.000272777+0.00222502j -0.00136793+0.000330069j 0.00213369+0.00100427j 0.000246677-0.000468166j -0.000823729+0.0010847j -0.000624829-2.62818e-05j 0.000387192+0.00314372j 0.001424-0.000130993j 0.000170879-0.00228381j -0.000352963+0.00334293j -0.00229403-9.15697e-05j 0.00168129+0.00106031j 0.000230103-0.00186181j -0.00279039+0.00101298j -0.00134075+0.00187102j -0.0012728-0.000809443j 0.000166013-0.000449105j -0.00065442-0.00157341j 0.000751055+0.000686927j -0.000265729+0.00136287j -0.00114633-0.000495665j 0.000821126-0.000695865j -0.00108619-0.00149332j 0.000132896+0.000366817j -0.000629876-0.000275364j 0.00036056+0.000495927j -0.000206604+0.000650021j -8.0119e-05+0.00022329j -0.000198588-0.000210693j -6.2584e-05+0.000347856j 0.000312119-7.03866e-05j 
0.000821453+0.00128381j -0.00109188+0.00119578j -0.000109889+0.000775304j -0.000109695-0.00017567j -0.00136391+0.0023121j -0.00120641+0.00343501j -0.00104357+0.00155473j 0.000614344+0.00157165j 0.00122942-0.00213371j 0.0021535-0.0029547j 0.000187888+0.0016546j 0.00135315-0.000324352j 0.000535963-0.00149432j 0.000784454+0.00123882j -3.95517e-05-0.000227022j -0.00186875-0.000678856j 0.00204399+0.00046667j 0.00192507-0.000669887j -0.00188049-0.00108364j 0.00155459+0.00120742j -0.00121775+0.000162872j -0.000726366-0.000941326j 0.00262947-0.00121578j 0.000783278-0.00107588j -0.00140714-0.00160742j -0.000649249-0.00196854j 0.000952841+0.000111651j 0.000331713-0.00129474j -0.00244536-6.63607e-05j -0.00162153+0.00129418j 0.000148017-0.00234604j 0.00062081+0.00144284j 0.0010442-0.000709289j 0.00144654-7.88524e-05j 0.000512809+0.00104867j -0.00314168-0.00182496j -0.000140088-0.000919564j -0.00102632-0.00123888j 0.000155675+0.00137754j 2.74786e-05+0.00168683j -0.00113843+0.000881922j -0.000877708+0.00083334j 2.0406e-05-0.00173901j 0.000178283+0.00171158j 0.00217017+0.000992219j -0.000419838+0.000420492j -0.00147648-0.000994821j -0.0021918-0.000350674j 0.0010143+0.000134076j -0.000361196-0.00128271j 0.000860231-0.001242j -0.00129807-0.00177229j 0.000774631+0.000292728j -0.000480648+0.000423995j -0.000544491-0.000368335j -0.000203625+0.000846731j 
-0.00059603+0.0008686j -0.000310161-0.00117536j -0.00200806+0.00320286j 0.00191879+0.00295373j 0.00496163+0.00646396j -0.000437755+0.00219208j 0.00280684+0.00105405j -0.00294841-0.00117094j -0.00438021-0.000399499j -0.000232888-0.000686364j 0.00443116+0.00155313j 0.00448499+0.000830846j 0.000650482+0.00228044j 0.00209665+0.00385378j -0.00142307-0.00235404j -0.00645605+0.000778808j 0.00210319+0.00397445j 0.000846152-0.00110463j -0.00244535+0.00107379j -0.00234171-0.000192258j 0.00362995-0.0016915j -0.000849882-0.00704723j 0.000436513-0.000583484j 0.00239059-0.00365563j 0.000451923+0.000831157j 0.00185288+0.00306908j -0.00262804-0.00219728j 0.00126189+0.000697726j 0.000975417-0.0048519j -0.00326932+0.00166378j 0.000185871+0.000228795j 0.00147139-0.000932635j -0.00044938+0.0028797j -0.00225271-0.00107215j 0.00078751+0.00304673j -0.00137302-0.00224706j 0.000175524+0.000997548j 0.0014738+0.000525649j 0.00171402-0.00228907j -0.00241165+0.00315935j -0.00680886-0.000586884j -0.00298813+0.000225558j -0.0022883-0.00177315j -0.000902722+0.000387608j 0.00447993-0.00216275j -0.00336779+0.00337871j -0.00049339+0.00252692j -0.00188733+0.00197962j 0.00205876-0.00116303j -0.0013461+0.000585636j 0.00150152+0.00114972j -0.000289325+0.00577718j 0.00178049-0.000758145j 0.000843608+0.00280297j -0.000660116-0.00065991j -0.000459386-6.05138e-06j 
-0.000566265-0.00102164j 0.000976762-0.000282818j 0.00104496-0.000260178j 0.000671741-0.000974526j -0.00087572-0.000764975j -0.00130027-0.000328293j -0.000309263-0.00143371j 0.000812686-0.000537719j -0.000391296+0.00042285j -0.000885784+0.0018233j 0.00120716+0.000498149j 0.00137007-0.0012764j -0.00213033-0.00289445j -0.00338939-0.00233275j -0.00279323+0.00116343j -0.000190367+0.00149161j 0.00223078-0.000666641j -0.000445224+0.00187434j 0.00367654-0.00168141j 0.000824745-0.00109906j -0.00135255-0.000976064j 0.00244516-0.000895959j 0.000813958-0.00248161j -0.00103164+0.000365123j -0.000430044+0.00180548j -0.000941683-0.0012697j -0.00140497-4.8884e-05j -0.00364099+0.000688395j -0.000818026-0.000202024j -0.00111758-0.000332646j 0.000241941-0.00273072j -0.000871999+0.00116351j 0.00205191-0.00142312j -0.00108127+4.34781e-05j 0.00176808+0.0025187j -0.000695189-0.000190414j -0.00364784-0.0004278j -0.00114828+0.00237691j -0.000323575-0.00037015j 0.00113942+0.0010334j 0.00260259+0.00281568j -6.74115e-05-0.00126532j 0.00222469+0.000561806j 5.40083e-05-0.00016183j -0.000712398-0.000187884j -0.00295113-0.000300924j -0.00132257+0.000573711j -0.00109917+0.00050208j 0.000231407-0.00232016j 0.00011867-0.000417121j -0.000216492-3.6497e-05j -0.00414061+0.00117925j -0.00138119-0.00184521j 0.000525651-0.00131793j 0.000567624+8.46658e-05j 0.000395339-0.000277354j 
-0.000286531+0.000537211j -0.000577657-0.000382209j 1.6084e-05+0.000733758j 0.000495062+0.000814721j 0.00207961+0.0012715j 0.00070181+0.000756984j 0.000382704+0.00016001j 0.000937066-0.00124744j -0.00123136-0.00195766j 0.00190896-0.00135544j 0.00305022-0.00145894j 0.000336791-0.00117159j -0.00150399-0.00181648j 0.00169604-0.000107677j 0.00104877-0.00206406j 0.000931263-0.000240558j -1.10786e-05+0.00117828j -0.000623731-7.23036e-05j -0.00151656-0.00178858j -0.000782071+0.00247707j -0.000252752-0.000159215j -0.000718692-0.00209322j 0.000885489-0.000848605j 0.00140935+0.000674839j 0.00092163+0.000376101j 0.000428249+0.00112796j -0.00066736+0.00168004j 0.0024124-0.000349441j -0.000718983-0.000851196j -0.0017339+0.00156783j -0.000146411+2.72164e-05j 0.00168098+0.00125737j 0.00129977-0.00051328j 9.18855e-06-0.00125221j 0.00224324+0.00200373j -0.00136774-0.000593633j -0.00145649+0.000936354j -0.00030874-0.000445532j -0.00152026+0.000651535j -0.000669946+6.10937e-05j -0.00209943-0.000732067j -0.000342893-4.25618e-05j -0.000900784+0.000783773j -2.83911e-05-0.000688595j 0.00190383+0.00092343j -0.00122558+0.0017904j 0.000655776+0.000646213j -0.000521079-0.000935778j -0.000225531-0.000517109j 0.000153992-0.000768611j 0.000666399-8.73909e-05j -0.000412547-0.000346958j -0.000368552-8.86093e-07j -0.000138111-0.000760033j -2.56243e-05+0.000255293j 0.000229433+0.000112688j 
-0.000567103-0.000600465j 0.000761364-0.00108916j 6.98262e-05+0.000256058j 0.000397512+0.000314553j 0.00205464-6.09665e-05j 0.00202488-0.0018209j 0.0013886-0.000492744j -0.00049617-0.00202106j -0.00148474+0.00130606j -0.00362666+0.00306158j 0.00037866+0.00173312j 0.00154061+0.00228988j 0.00182574+0.00194219j -7.45741e-05-0.00104541j -0.0007953+0.000250977j -0.00159921-0.000439873j 0.000177736-0.000487753j -0.000919028-0.000767927j -0.000539607+0.000935823j -0.00321684-0.00231419j 0.00107824+0.000186712j 0.000623809-0.000688402j -0.00220489+0.000673476j 0.000576489-0.000476907j 0.000435109-0.000124493j 0.0021077+0.00223788j -0.00129295-0.0013579j -0.000462819+0.000687438j 0.00226693-0.00208885j 0.000182657-0.0018344j 0.000914806+0.00158208j -0.000604506-0.000481549j -0.000553124-7.54861e-05j -0.00243734+0.000270288j -0.00187068+0.00110263j 0.00129532+0.00184255j 0.00250526-0.000199928j 0.000859522+0.000547192j 4.93759e-05-0.00160221j 0.000367324+0.00231187j 0.00111034-5.27993e-05j 0.00079956-0.000977652j -0.000891591-0.00109572j 0.00114668-0.000934837j -0.00195842-0.00157159j -0.00113829-0.00162168j 0.000226831+0.00109908j 0.000709768+0.00118631j 0.000527953-0.000304033j -0.000876178+0.0016401j -0.000614883+0.0015299j -2.44569e-05+0.00417047j 0.000528239-0.000737896j 0.000738113+0.00134251j 0.000533803-0.000187251j -0.000158033-0.00109015j 
-0.000452128+3.98602e-05j -0.000115865-0.000272142j 0.000547489-0.000435637j -5.92307e-05-0.00105104j 0.000299504-0.00151208j -0.00127118+0.00161094j -0.000993526-0.000346366j -0.000942464+0.00185976j -0.000958815+0.00143626j 0.000863581-0.00214303j -0.00362252+4.40421e-05j 0.000594993+0.000422439j -0.00124576+0.00206028j -0.00067265+0.00147096j -0.000962151+0.00129565j 0.000421101-0.000106518j 0.000964625+0.00136481j 0.00174712-2.66197e-05j -0.000203054-0.00117045j 0.00214412-0.00154614j -0.00153244-0.00030928j 0.00199377-0.000238892j 0.000929923+2.97113e-05j -0.000309538+0.00198126j 0.000451412-0.000226199j -0.000327208+0.00167732j 0.000300937+0.000476038j 0.000223169-0.000244045j 0.000992044+0.000570399j 0.00259345-0.000926932j 1.17093e-06+0.000863332j 5.9413e-05-0.00100242j 0.0020802+0.000192114j -0.00165922-0.000820762j 0.00095488-0.00122465j -0.000229974-0.000112175j 0.00149348+0.0022618j -0.000170714-8.20372e-07j 0.0017111-3.81659e-06j -0.00203201+0.000531445j -0.000806146+0.00293837j -0.00105163+0.00173752j 0.00084175-0.00073526j 4.62655e-05+0.00124611j 0.00113882-0.000814336j 0.00141506+0.000764425j -0.00142222-0.0013328j -0.00121596+0.00126008j -0.000449294+0.000121002j 0.000267536-0.000362859j 0.000641198+5.35734e-05j -5.26468e-05-9.31415e-05j -0.000410473+9.22336e-05j -0.000143215-0.000309445j -3.42245e-05-6.69164e-06j -4.0208e-06+0.000119553j 
-8.1649e-05-0.0012264j 0.000724902-0.000502639j -0.0013054-0.00121717j -0.000608779+0.000773238j 0.00230698-0.00320699j -0.00127315-0.00181893j -0.00109741-0.000263393j -0.00559087+8.88354e-05j -0.00118611+0.00320321j 0.00180927+0.00430117j -0.00154989-0.000148843j 0.00150244+0.0010334j 0.00209613+0.00450845j -0.00139699+0.00188238j 0.000208415+0.00144225j -0.00077957-0.00149581j -0.00124547+0.000706943j 0.000142425-0.00038135j -0.000933403+0.00274224j -0.00142384+0.000247015j 0.00215939-0.00148151j 0.00237647+0.00206433j -0.00155575+0.00286892j -0.00207071-0.000211681j -0.000351577+0.000636966j 2.23136e-05+0.00316897j -0.000990067-0.00221089j 0.00240272+0.00273103j 0.00324026+0.00200385j 0.00217033-2.83717e-05j -0.0028754+0.00324032j 0.000895694-0.00092141j -0.00493993+0.00413455j -0.00238932-0.000218689j -0.00128025-0.00339014j 0.00312212+0.00016993j 0.00599031-0.00110109j 0.00260063-0.00116061j 0.000728372-0.000681942j -0.00133964-0.000223545j -0.00240031-0.0024219j 2.31184e-05-0.000108253j -0.00227536-5.02765e-05j 0.000188452-0.00145447j -0.000476455+0.00139735j 0.000619565+0.000604012j 0.00127503-0.000224626j 0.00173492+0.00044169j 0.000259077+0.00257158j 0.000968491+0.00195943j 0.00153265+0.00201717j 0.00573085+0.00102381j 0.00132173+0.000734314j 0.000736258+0.00168295j -0.000669641-4.30259e-05j -0.000728878+0.000238023j 
0.000316794+0.00022533j -0.00071745+0.000490787j -0.00173923-0.00139039j -0.00131071+0.00175556j 0.000297825-0.00194363j -0.00073055+0.00146569j -0.00253468-0.000452084j 0.000669517-0.000155384j 0.00141524+0.000452381j 0.00196171-0.00110121j 0.00162838+0.00102144j 0.00101155-0.00295146j 0.000453801-0.000829648j 0.00292807-0.000686807j 0.000611126-0.000994351j 0.000366173-0.00100114j 0.0017544-0.000741077j -0.000668001-0.00104804j -0.000908813-0.000442965j -0.0012077+0.00217583j -2.15868e-06-0.00180199j -0.000244137-0.000209208j 0.000400768-0.000911541j 0.000774938-0.00111592j -0.000149615+0.000237079j -0.00122862+0.000495376j -0.000137249-0.000330262j 0.00106696-2.86372e-05j -0.000512093+0.00183566j -0.00193033+0.000897256j -0.00197948-0.00062462j 0.00086516+0.00233999j -0.00101478-8.99176e-05j -0.000243618-0.000991598j 0.000850789-0.00086018j -0.00163113-0.002341j 0.00174147-0.00147285j 0.000948758-0.000885343j -0.00228661-0.000886634j -0.00108881+0.00139634j -0.000227019-0.000515615j 0.00149059+3.25868e-05j -0.000818985-3.61324e-05j 0.00120324-0.0016157j 0.000916681+0.00252714j -0.000361654+0.000259903j -0.00139554-0.000684923j -5.45268e-05-0.000209271j -0.000611415+0.000690684j 0.00109056-0.00115081j 0.0020698-0.000700181j 0.00219625-0.00267503j 0.000987865+0.000286528j 6.55416e-05+0.000193708j -0.000620333-0.000300284j -0.000686821+0.00099157j 
0.000562799-0.000235174j 0.000503777+0.000259003j 0.00161857+6.2419e-05j -0.000269072-0.00110624j 0.0025931+0.000954179j 0.00252763+0.00196353j 0.000645032+0.000618417j 0.000768127+0.000774488j -0.000787729-9.89594e-05j -0.000498755+1.99016e-05j 0.0015189-0.000987312j -0.000291611-0.00136509j -0.000453831+0.000154314j 0.00146026+0.00100808j 0.00107719+0.00232487j 0.000450345+0.00283198j 0.00124133-0.00182329j 0.000441417-0.000813268j -0.000301186-0.000744607j -0.000538696-0.00178666j -0.000979711+0.000427836j -0.00184846+0.000275299j -0.00109695-0.00161521j -0.00181808+0.000561812j -0.000730317+0.000771968j -0.000876727+0.000485722j -0.00102143-8.66531e-05j 0.00104629+0.00128563j -0.00143625+0.00121504j 0.0010463+0.00143837j -0.00254829-0.000461985j -0.000215392-8.8169e-05j 2.27467e-05-6.83625e-05j 0.000313776+7.84212e-05j 0.000851098-0.000736434j -0.00172914+0.0015265j 0.00034869+0.000949803j 0.000283263+0.000363466j 0.000126321-0.000160122j 0.00203148+6.6782e-05j 0.000462174+0.00132902j 0.000786307+0.0010968j -0.00123735-0.000445742j 0.00178628+0.00105987j -0.000827946-0.00163666j 0.000779565+0.00119311j 0.00125538+0.00142205j 0.0005151+0.00153425j -0.000714788-0.00167652j -0.000561236+8.83566e-05j -0.000569755-0.00108022j 0.00110167+0.00149807j -0.000608961-2.94852e-05j 0.000313482-0.000334086j -0.000157162+2.03542e-05j 0.000105313-0.000121206j 
-0.000688379-0.0019884j 0.00108307-0.000588123j -0.000868405-0.0018598j -0.00027896+0.000616317j 0.00298868-0.00470585j -0.00434215+0.000860932j -0.00315634-0.00287795j -0.00364467+0.000465773j -0.00208978+0.00436102j 0.00355124+0.00115161j -0.000388972-8.08881e-05j 0.00342659-0.00272048j -0.0014437+0.000851083j -0.00123102+0.000723735j -0.00287838+0.000959048j -0.0014947-0.000291325j 0.00252036+0.000379437j -9.2746e-05+0.000993337j 0.0020612-0.000332836j -0.00109183+0.000206806j 0.000866771-0.00441831j 0.00456962-0.00133351j 0.0001556-0.00107152j -0.00075886-0.00059074j 1.23015e-05+0.00236146j -0.00261951+0.00269978j -0.00166709-0.00280351j -3.37561e-05+0.00274085j 0.00173312+0.00322421j 0.000113539+0.000561494j -0.00426329+0.000305097j 0.000311037+0.00105746j -0.00168802+0.0025068j -0.0034455-0.00193356j 0.00224472-0.0012658j 0.000342212-0.003455j 0.00261793-0.000789567j 0.00216828+0.000961482j -0.000968077-0.00255423j -0.00247505+0.00107833j -0.0021946+0.00146786j 0.000108736-0.000408364j 0.000251476+0.000563533j 0.000724452-0.00253778j 0.000526628+0.00198842j -0.00171629+0.000937251j -0.00227483-0.00121738j -0.000331554+0.00133171j -0.000197153+0.000829005j 0.00161099-0.000175632j 0.00355598+0.00133098j 0.00197743+0.000189092j 0.000544808-0.000334001j 0.000408437+0.000251615j -0.000150914+0.000275146j -0.000319688+0.000421084j 
-0.00128874-0.000390587j 0.000136421-0.00190549j 0.00130822+0.000382684j 0.00123108+0.000819666j 0.00638109-0.000474099j 0.00289089-0.00220562j 0.00175504-0.00194177j 0.00177137-0.00525407j -0.00518643-0.00165006j -0.000667643-0.00111232j 0.0022044-0.00272222j 0.000806256+0.000915239j -0.00230314-0.00124486j 0.00212172-0.00404048j -0.000738355-0.00409394j 0.0017259-0.000518095j -0.000573349+0.000654058j -0.00206485-0.000103563j -0.00233098-0.00284634j -0.00480174+0.00128782j 0.000267344-0.000976831j 0.000574638-0.00221426j -0.00153175-0.00045564j 0.00333483+0.0016041j 0.00202133+0.000659321j 0.00263352+0.00366028j -0.00159813+0.00204966j 0.00195887-0.00176076j 0.00193635-0.00214109j -0.000522565-0.000497894j 0.000463823+0.00275248j 0.0011369+0.00144082j 0.00319244-0.00202684j -0.00205924-0.00264515j 0.00275804+0.0035378j 0.000333388+0.00184526j -0.000631693+0.00209451j 2.95464e-05+0.000840988j -0.00182811-0.000163947j -0.00164703-9.62553e-05j -0.000979051+0.000893739j 6.72825e-05-0.00205041j -0.000181788+0.00196587j 0.00124278-0.002723j -0.000329106-0.000567868j -0.000799863-0.000338979j 0.000389427-0.000959474j -0.00012284-0.000272315j -0.00193982-0.000612945j -0.00118472-8.78955e-05j -0.000406345+0.000849041j -0.000958762+0.00220741j -0.00145915-0.000343775j -0.000315475-0.00158755j 0.00078424+0.000706928j 0.000623588-0.00097881j 
-0.000191234+7.42587e-05j 0.000189778-0.000654359j 0.00225746-0.00105425j -0.00207856-0.00168435j 0.00268883+0.00184009j 0.0029997+0.00236238j 0.0017382+0.00125647j 0.00246334+0.0029954j -0.00128847-0.00170029j 0.00294661-0.00125912j 0.000641349+0.000827612j 0.00105455-0.00135329j -0.000417881-3.67412e-05j 0.00202855+0.00362252j 0.00522922+0.00232518j 0.00127913+0.00225154j 0.00074063-0.00142474j 0.000874743-0.00222136j -0.000482609-0.00195697j -0.00201598-0.00448672j -0.00151337+0.00199495j 0.00259437-0.000765582j 4.6209e-06-0.002001j -0.000520183+0.00560197j -0.00143255+0.0025759j -0.000803347+0.00201265j -0.000907459+0.000993555j 0.00369629+0.00127378j 0.000468586+0.00156265j 0.0022802-0.00194858j -0.00309728+0.00103204j -0.00049963+0.00012877j 0.00161494+0.000182542j 0.000325608-0.000726506j 0.00104552+0.000414211j 0.000226618+0.00233229j 0.000117966+0.000414678j -0.000852922+0.00120641j 0.00247727-0.000735305j 0.00179082-0.00190808j 0.000455743+0.000487929j 0.00183768+0.00156894j -0.00251462-0.00043488j 0.0041899+0.0012778j -0.000305565-0.000591761j 0.00142831+0.000944473j 0.00107773-0.000521854j -6.318e-05+0.0017168j -0.000824053-0.00223664j 0.000541111-3.39382e-05j -0.000353328-3.12013e-05j 0.00109725+0.000692702j -0.000645159+0.000332729j 0.00028871-0.000800892j -0.000274552+0.000491729j 0.000397838-2.92721e-05j 
0.00113389-0.00205152j 0.00138311+0.000509273j 0.00153222-0.00171551j -0.00091319-0.000286855j 0.00450698-0.00164899j -0.000486404-0.00248056j 0.000559685-0.00354869j 0.000460074-0.00118097j -0.00148069+0.000840208j 0.00189116+0.00241249j 0.000719726-0.00182398j 0.00181929-0.000769798j -0.000615122-0.00189566j 0.00208407-0.00172116j 0.00017767-0.00188882j 0.00223999+0.00115057j 0.00057143+0.000260019j -0.00123679-0.00062615j 0.0018744+7.44368e-05j -0.00240018+0.000230785j 0.002588-0.00201778j 0.00162033+0.0030295j -1.93253e-05-0.000186231j -0.000824719+0.000934588j -0.00065433+0.00166665j -0.00249789+0.000150413j -0.00120563-0.000958474j -0.000135471+0.000454415j -0.000811787+0.00277772j 0.000297765+0.000584144j -0.00222239-0.000556174j -0.00102501+0.0015291j 0.000129083+0.00124892j 0.000918966-0.00283742j 0.00046443+0.00170025j 0.00120949-0.000943126j 0.000332125-0.000267517j 0.000256962+0.000662345j -0.000515604-0.00217274j -0.000994418-0.00213556j -0.00106717+0.000629611j 0.00110483-0.000545581j -0.00066855+0.00215979j 0.00262912-0.00166835j -0.00213052+0.00165285j -0.000617971-0.000647848j 0.00142943-0.00234976j 0.000603171-0.000432281j -0.00192589-0.000505894j 0.000869569+0.000162136j 0.000526665+0.001609j 0.00191583-0.000687661j -0.000177338-0.000208715j 0.000572274-0.000932063j -0.000299055-9.10814e-05j -0.000724894+0.000188375j 
0.000663013-0.000651989j 0.000806661+0.000948184j 0.000444867-0.000559476j -0.000783391-0.00157782j -0.00459406-0.000176695j -0.000660247-0.00124861j -3.38541e-05+0.000925636j -0.000408934+0.00239605j 0.00329004+0.000304957j -0.000792575+0.00118436j -0.00290433-6.84693e-05j -0.00298446+0.000479937j 0.000571912+0.000542386j -0.00248659+0.000792844j 0.00089098+0.00222649j 0.00157154+0.000723284j -0.00223992-0.00106194j 0.000311704+0.000602706j 0.00234651+0.00212023j 0.00323775-0.00131699j -0.000560002+0.0018997j -0.000512209+0.00405793j -0.000183275+0.0014227j -0.00249915+0.000766294j -0.000853296-0.000196143j -0.0013733-0.00277006j 0.00143179-0.000163199j -0.00178906+0.000190181j -0.000631597+0.00163911j 0.00244635-0.000531958j 0.000643782-0.000477907j -0.00148458-0.00181528j -0.00145153+0.000536193j 0.00220682+0.0017163j -0.00252235-0.00252829j 0.00201195+0.00138568j -0.000816989-0.000415292j -0.000610589-2.74541e-05j 0.00163736+0.000669492j 0.00179914-0.0023867j 0.00230738-0.000728049j 0.000129163+0.000499675j 0.000924031-2.79405e-05j -0.00064352+0.000981881j -0.00151667+0.00019976j 0.00139543-0.00106319j 0.00108463+2.01683e-05j 0.00115362-0.000645161j 0.000210532+0.000554567j 0.000637089+0.000554176j -0.00156198+0.000126592j -0.000212337-0.00177917j 0.000256963+0.000423631j -0.000195866+0.000342123j 0.000274717-0.000278347j -0.00018053-0.00022188j 
0.0013559+0.000520078j -0.000655308+0.00116439j -0.000842647-0.00168485j -0.00158686+0.000809979j 0.000531071-0.00150057j 0.000963856-0.00167183j 0.000813529+9.18405e-05j -0.000896489+0.000402879j 5.72629e-05+0.00147895j -0.00165124+0.000909828j -0.000357487+1.91738e-05j -0.00168668+4.38201e-06j 0.00168688+0.00242314j 0.000299733+0.000304345j 0.00103419-0.000968392j 0.00025224-0.000752257j -0.00167715-0.000764885j -8.65701e-05-0.000573681j -0.000850281+0.00257498j -0.000434953+0.000890189j 0.00154509+0.000609318j -0.000911669+0.00143739j -0.00164661+0.00205744j 0.000177171-0.000504597j 0.000634559+6.08127e-05j 0.000791618-0.000252648j 0.00102446-0.000680949j 4.8178e-05-0.000913139j 0.00117139+0.000899376j 0.000278658-0.0005939j -0.00015444+0.00169984j 2.92507e-05-0.00103818j -0.00242314+0.0011184j 0.00018062+0.00118521j -0.00142533-0.00309869j 0.0018307+0.000833311j 0.00220228-0.000966239j 0.00113123-0.00055002j 0.00132515-0.000941169j -0.000169011-0.00127565j 0.000283725-0.00145288j 0.000558124-3.75033e-06j -0.00122802+0.000231692j 0.000222776-0.000778356j -0.000800151+7.90064e-05j 0.00151106-0.000284026j 0.000975934-3.14392e-05j 0.00157602+0.000175248j -0.000384723+0.0014524j 6.82583e-06+0.000914609j -0.000372481+0.00017587j 0.00280452-0.000519187j 0.0012675+0.00109044j -0.000372694+0.00135208j -0.000843968-0.000344697j -0.000597032+0.000650863j 
-0.00070258-0.000308438j 4.98978e-05-0.000798869j -0.00113841-0.000504336j 6.82577e-05+0.00167092j 0.0011006-0.000548967j -0.000857789-0.00194612j 0.00090062-0.0017355j 0.000296622-0.00141452j -0.00192362+0.000587497j 0.00026122-0.000341707j 0.000505991-0.000694008j 0.000641346-1.45105e-05j -0.000855166-0.000320594j 0.00043537-0.00126574j -0.000553435-0.00222266j 0.000566966-0.000287565j 0.00027958+0.00132488j -0.000616929+0.000449433j 0.000598945-0.000451679j -0.00123511+0.00102431j 0.00139716-0.00103955j 0.00128334-0.00149822j 0.000348769-0.000412348j 0.00158977-2.28611e-05j 0.000883303+0.00104436j 0.00036146+0.00075205j -0.000541833+8.2209e-05j -0.00053837-0.000591195j 0.000532797-0.00052627j -0.00124676-0.000385306j 0.000195028+0.00018056j 7.89286e-05+0.00051771j 0.00100389+0.00020541j -0.000614051-0.000943676j 0.00102332+0.00137997j 0.000383954-0.00145246j -0.000950049+0.000258896j 0.000111501+0.000739579j -0.000278985-0.00117259j -0.00172285-0.00053563j -0.0013501+0.000480453j -0.000595554-0.000589307j 0.000738323+0.00102685j -0.000255351-0.0015137j 0.000566815+0.000294978j -0.00129895+9.43408e-05j -0.000461815-0.000603895j -0.000346924-0.000240674j -0.000499085-9.82246e-05j 0.000109304-0.000308968j 0.00043887+0.000932124j -0.00114964+0.000157647j 9.74122e-06-0.000168372j -0.000263513-0.000246282j 0.000183145+0.000282557j 0.000188823-0.000105702j 
