0.0414244-1.3219e-14j 0.0154125-2.87824e-15j -0.0148459-1.75901e-17j -0.0183989+1.49504e-17j 0.0210119-9.70626e-18j -0.00030887-1.92788e-17j 0.0144451-6.55154e-18j -0.0147696-5.87201e-19j -0.0236923+6.39755e-18j -0.0214946+1.97793e-17j 0.0085321-1.38533e-17j -0.0201411+3.59694e-17j -0.00557338-6.37533e-17j 0.0343145-7.69265e-17j -0.00670622+1.89722e-16j 0.0110822-1.84436e-16j 0.0109397+4.13907e-16j 0.0263269+3.59219e-16j -0.000904963-2.07549e-16j -0.00159741-1.97918e-17j 0.00138294-1.06863e-16j -0.0168348-1.91764e-16j -0.00524844-2.23633e-17j -0.00104726-5.52891e-17j 0.00159398+8.69879e-17j -0.0250811+1.05594e-17j -0.0104447-1.37828e-17j -0.0207598+2.01147e-16j -0.00242662+4.99442e-16j -0.000195745+1.04405e-16j -0.0172956-2.42125e-16j -0.00253141-7.2613e-17j 0.00650055-8.11776e-17j -0.0134943+1.5955e-17j 0.00670751-7.51906e-17j 2.70777e-05-4.88063e-17j -0.016893+2.42138e-16j 0.00759827+1.81659e-16j 0.00177989+2.62048e-17j 0.00317653-4.62692e-17j 0.00656672-1.60324e-16j 0.0148332-1.70412e-16j -0.0168829-1.17807e-16j -0.00438277-2.80705e-17j -0.00800869-1.86813e-17j -0.0109417-9.6142e-17j 0.00608086-1.13995e-17j 0.0160797+3.11349e-17j 0.0259241+5.20041e-17j 0.005581+1.96356e-17j 0.000157224-5.73758e-18j -0.016915+2.0247e-18j 0.00998352-1.15903e-16j 0.0259568-9.80552e-17j -0.0332444+1.16074e-15j 0.00599659-5.27802e-15j 
-0.0306033+7.46603e-15j 0.018672+1.93459e-15j -0.00867768-5.21634e-16j -0.0122986-1.51366e-16j -0.0152912-2.53977e-16j 0.013517-1.98117e-16j -0.0106977-6.78904e-17j -0.000919108-9.35204e-17j -0.0103128+1.33877e-16j -0.00743352+4.7722e-17j 0.00982335+1.76821e-16j 0.00695823-4.75358e-17j -0.0147181-1.21251e-16j 0.0189001+2.52976e-16j 0.0106166+1.05632e-17j -0.0136716+6.02445e-18j 0.0104106+4.87861e-16j 0.0295934+1.27096e-15j -0.0296744-3.3927e-16j -0.0125746-8.06045e-17j -0.00204247-1.65648e-16j 0.0316258+6.73707e-16j -0.0306625-3.41693e-16j -0.00439803-2.61153e-16j 0.0109413+3.03444e-16j -0.0130365-4.91316e-17j 0.00468362-1.58553e-16j -0.0278544+8.71713e-17j -0.0252961+9.46173e-16j -0.000641775-4.81841e-18j 0.0139545+5.34581e-16j 0.00233107+4.77202e-16j -0.00640124+9.69146e-17j 0.0320578+5.72412e-16j -0.0407312-2.75335e-16j -0.0121413-3.45873e-16j 0.0192996-2.52124e-16j -0.0370628-1.5281e-15j -0.0484685-2.5518e-15j -0.0217835-3.85499e-16j -0.0148129+6.37072e-17j -0.0108954+2.49998e-16j 0.0312994+9.48958e-16j -0.00228599-1.11198e-16j 0.0144354+1.55704e-16j 0.0197925+2.52435e-16j -0.0172526-3.18476e-16j -0.0158924-3.23457e-16j -0.00120631-3.65972e-18j -0.0113239+1.84379e-16j 0.00833966+1.06686e-16j -0.00520103-4.74861e-17j -0.022836-3.94952e-16j 0.00558128+3.49305e-16j 0.0319945+1.50788e-15j 0.0193303-4.85436e-15j 
0.0143049-3.40854e-15j -0.0121081-8.01343e-16j -0.00154858+1.0558e-16j 0.0106519+4.69696e-17j 0.000603314+3.12909e-17j -0.00932851-1.26554e-16j 0.0127703-6.1108e-17j -0.00893347-5.25084e-17j -0.0264975+5.5977e-17j -0.0279126+4.88599e-17j -0.00546725+1.22468e-16j 0.0167663-2.08444e-16j -0.000904192+1.51954e-16j -0.00769391-1.36864e-16j -0.0171023+2.82681e-16j 0.00897668-2.58979e-16j 0.0110673+5.23158e-16j 0.00558464+6.99442e-17j -0.0015704+2.50394e-18j 0.0121705-4.48134e-17j 0.00807596-1.08669e-16j -0.00998269-1.20852e-16j 0.0223365+2.57286e-16j -0.00813155+7.04217e-17j 0.0201129-2.37581e-17j -0.0199669-1.12162e-16j 0.0101507+1.76288e-16j -0.0221399-1.6971e-16j 0.013107+2.43794e-16j 0.0131584+2.58018e-16j 0.00862215+1.13446e-16j -0.012239+1.94024e-16j -0.0392107-3.11891e-16j 0.00473023+2.50016e-17j 0.0232425+1.12017e-16j 0.0146241+1.88678e-16j -0.000112923-1.14447e-16j 0.0129848+2.80748e-18j -0.00872628+1.63389e-16j -0.0128115-4.27502e-16j 0.000595857-1.56861e-16j 0.039383+2.22552e-16j 0.0277181+3.07049e-16j -0.00643727-1.46512e-16j 0.0234912-5.85566e-17j 0.0122081+9.5963e-17j 0.000668888-3.84887e-17j -0.00572749-1.87278e-16j 0.024399+1.54105e-16j 0.0213192+1.5729e-16j -0.0096296+9.92644e-17j 0.00576344+3.43965e-17j -0.00421762+8.17646e-17j -0.0135172-1.43253e-16j -0.00994458-1.39811e-15j -0.0170832+5.84923e-15j 
0.00359515-3.23249e-16j -0.00964607+5.93679e-16j -0.00940252-3.89049e-16j 0.00418909-4.47726e-16j -0.000310864+5.66452e-17j -0.00176978-8.12022e-18j -0.00026367-6.34944e-17j 0.00312426-6.95151e-16j 0.00938756-3.31939e-16j 0.00265862-7.09505e-17j -0.00936209+9.60253e-16j 0.00338827-7.12534e-16j 0.00312921-5.2247e-16j -0.00824953+5.89505e-16j 0.00306019+5.78419e-17j 0.00563094-2.22921e-16j 0.000656181-4.48968e-16j -0.00213257+9.90697e-16j 0.0120192-1.0357e-15j -0.00369592+6.96091e-16j -0.0028323-9.8653e-17j -0.0126668+1.12341e-15j 0.0112567-8.73184e-16j -0.00461335-6.20144e-16j -0.00703005+7.52778e-16j -2.03774e-05+1.49592e-16j -0.00617083+3.54536e-16j -0.000350634+1.50146e-17j 0.00173371-2.81313e-16j -0.00158391-3.94639e-16j 0.00183242+5.9327e-17j 0.000416335-6.53103e-17j 0.00352016+1.81853e-16j 0.00367008-1.42834e-16j 0.00118984+4.62757e-16j -0.00268679+4.44256e-17j -0.0060452+7.62522e-16j -0.00678902+7.90785e-16j -0.0043396-3.37577e-16j 0.00485263-6.91268e-16j 0.00999222-4.79447e-16j 0.00886569-6.88677e-16j 0.0066769+1.55844e-17j -0.00762791+3.3491e-16j 0.00761663-8.91562e-16j 0.00359789-9.6766e-16j -0.00180911+9.84785e-17j -0.00695358+7.90202e-16j -0.000889857+3.94291e-16j 0.00650179-1.71603e-16j 0.00279034+2.60061e-16j 0.00390869-1.7095e-16j -0.00387757+4.40518e-18j 0.00565198+2.89e-16j -0.00103883-1.28799e-15j -0.0126685+5.46509e-15j 
0.027781-7.21553e-15j -0.0121953-1.89698e-15j -0.0210732+3.90626e-16j 0.0154253+2.13647e-16j 0.0147399+1.69818e-16j 0.00432185-3.34858e-17j -0.0247913-2.47226e-16j -0.0284599-2.45571e-16j 0.010163+5.36791e-17j -0.00525449-1.07891e-16j 0.0150132-1.60473e-16j -0.0165721+2.40937e-16j 0.0002464+2.21525e-16j -0.0347193-4.37936e-16j 0.00662463+7.10392e-17j 0.0134493+8.22145e-17j -0.0159218-7.15303e-16j 0.00160581-3.28173e-16j -0.00385784+2.12784e-16j 0.0180409+4.17177e-17j -0.00822328-1.13142e-16j -0.0114187-6.48865e-16j 0.0149291+4.77064e-16j -0.0347215+5.17706e-17j -0.00193246-5.35405e-17j 0.00825477-1.80917e-16j 0.00817657+2.23984e-16j 0.0317019+5.49379e-16j -0.00766786-1.98499e-16j -0.00202853+5.1814e-17j -0.000244982-1.31862e-16j -0.0235939-2.35194e-16j -0.00473372-3.5656e-16j 0.00299742-8.39927e-18j 0.0621616+1.5705e-16j 0.00974801+3.65129e-16j 0.00851761-7.76338e-17j 0.0296761+9.87189e-16j 0.0389811+2.08668e-15j -0.0123569-3.21395e-16j 0.0212259-1.58624e-16j 0.0258322+3.18646e-16j -0.00303941-1.26074e-16j -0.0111201-1.95085e-16j -0.0178591-1.31698e-16j -0.0315123-2.44072e-16j 0.00954322+1.7957e-16j 0.0197067+3.35559e-17j 0.0287509+2.84849e-16j 0.000239255+9.16309e-17j 0.0391654+2.37532e-16j 0.0119636+1.38905e-16j 0.00684779+1.83872e-16j -0.00462006-4.90429e-16j -0.0355766-1.5122e-15j -0.0212487+5.14141e-15j 
0.00478047-2.34069e-15j 0.00805907-5.00889e-16j -0.0603678-9.66193e-17j -0.0211345-3.07536e-16j -0.0081658-3.04795e-16j -0.00576259+1.39562e-16j 0.0121091+1.14237e-16j -0.0029278+4.95102e-16j 0.0177876+1.22754e-16j 0.0147664+6.03422e-17j -0.00109057-3.90415e-16j -0.0149469+2.82772e-16j -0.0187737+1.3335e-17j 0.0274554+1.15592e-16j 0.0174811+4.4422e-17j 0.00821977+2.08146e-16j -0.0141394-6.57903e-16j 0.0504049+8.25643e-16j -0.00318291-1.68117e-16j 0.00403921-4.74894e-16j -0.0103162+1.56131e-16j 0.0174657+5.30355e-17j -0.0160632-1.31613e-16j -0.0315225+2.02763e-16j 0.00522389-2.09925e-16j 0.00126385+6.24995e-17j -0.0252317-5.0113e-16j -0.0266078-1.53144e-16j -0.00760285+3.94013e-16j -0.0348346-1.14953e-16j 0.00505107+3.48232e-16j 0.0114713+1.81216e-16j 0.0388295+3.62101e-16j 0.00558568+3.87341e-16j -0.0237095-6.92875e-16j -0.0229373-3.5896e-16j 0.000217335-2.77406e-16j -0.0143963-1.72757e-15j -0.0567781-2.4821e-15j -0.0040882+4.43438e-16j 0.0153484+3.20072e-17j -0.0185763-2.52082e-16j 0.0252365+5.19251e-16j -0.00638481-1.4284e-16j -0.000857534+5.11382e-16j -0.0170959+5.44332e-16j -0.00960092-1.73473e-16j 0.00127652-4.77264e-16j -0.0034262-4.20432e-16j 0.0138524+4.59124e-17j 0.000837807-1.88352e-16j -0.00451611-3.41038e-17j -0.0242477-4.79621e-16j 0.0592539+2.83039e-16j 0.0103553-4.74301e-16j -0.0101093+4.85259e-15j 
0.00706224-2.71619e-15j 0.0126093-2.03371e-17j -0.00346317-2.74356e-16j -0.00553965-1.89927e-16j -0.000681818-1.80814e-16j -0.0171901-6.23301e-16j 0.0234092+9.70903e-16j -0.0179635-1.01727e-15j -0.0379189-2.09962e-15j -0.0304722-1.47152e-15j 0.000125+1.4407e-16j 0.0109398+5.07161e-16j -0.00985-6.36952e-16j 0.0221107+7.1623e-16j -0.0148096-2.64264e-16j 0.00983754+5.31595e-16j 0.0151853+1.0687e-15j 0.0488237+2.97984e-15j -0.0208665-1.76672e-15j 0.0019231-1.46929e-16j 0.0159648+8.92285e-16j 0.0226101+1.39736e-15j 0.00201235+1.78083e-16j -0.0128543-8.11946e-16j 0.0339346+1.65036e-15j -0.0350477-1.8102e-15j 0.00718+3.91321e-16j -0.0242843-1.79773e-15j 0.0236712+7.59599e-16j 0.0107832+5.50875e-16j 0.0170204+1.13858e-15j -0.000999037-4.39275e-16j -0.0268549-1.89308e-15j 0.0107081+6.99148e-16j 0.00141939+1.72563e-16j 0.0214918+1.0965e-15j 0.0120627+6.1471e-16j 0.00991721-2.37577e-16j -0.0357808-2.48894e-15j -0.0123755-1.00079e-15j -0.00276477-3.73263e-17j 0.0253857+1.328e-15j 0.0345091+2.13044e-15j -0.0123745-5.38468e-16j 0.0115903+9.63645e-16j 0.00472495+4.60933e-16j 0.00978194+5.01866e-16j 0.00289689+1.52859e-17j 0.0195438+1.29371e-15j 0.0247001+1.13943e-15j -0.0210307-8.84273e-16j -0.00657626-2.73645e-16j -0.00630034-4.72216e-16j -0.00511324-3.42352e-16j -0.00112813+6.56887e-16j 0.00639899-2.33584e-15j 
-0.0078082+1.95713e-15j 0.0046108+8.03956e-16j -0.00277091-4.18195e-16j 0.00335813-1.79362e-16j -0.00373535-1.95922e-16j 0.0109682-1.49156e-16j -0.0174675+2.14066e-16j -0.0123084-6.35552e-16j -0.0149471-1.04936e-15j -0.014121-7.43009e-16j 0.0108458+1.30647e-16j 0.0034419+3.15489e-16j -0.00482347-4.5952e-16j -0.0115708+3.83825e-16j 0.00841676-1.22822e-16j 0.000686154+5.28277e-16j 0.000812331+2.07273e-16j 0.0025929+1.39938e-15j -0.021788-1.01651e-15j -0.00500169-1.43505e-16j 0.00134159+3.36995e-16j 0.0086158+7.65245e-16j -0.00308572-8.32663e-17j -0.00938714-6.55294e-16j 0.000887904+7.37007e-16j -0.0107013-1.04365e-15j 0.00589147+2.68141e-17j -0.0106416-3.52184e-16j -0.0191968+8.65188e-16j 0.00243418+3.25688e-17j 0.00550864+4.87796e-16j -0.0218935-5.02884e-16j -0.0259958-9.43728e-16j 0.0194634+6.2517e-16j 0.00111648-1.87731e-16j -0.00435317+2.14442e-16j 0.0177735+5.71556e-16j -0.0136908-3.9199e-16j -0.00286304-1.3773e-15j -0.0152106-7.05359e-16j -0.000210369+2.88069e-17j 0.0125882+5.99383e-16j 0.0156099+1.23487e-15j -0.00311774-3.21506e-16j 0.0142984+7.45107e-16j 0.0103899+3.92812e-16j -0.00445161+1.27218e-16j -0.00734869-7.41914e-17j 0.0200623+7.76407e-16j -0.00724106+4.1673e-16j 0.0184488-1.41409e-16j 0.000702752-1.42014e-16j -0.010008-4.17748e-16j -0.0116415+6.11529e-17j 0.00377821+5.28693e-16j 0.00467921-1.35801e-15j 
0.00275285-1.15101e-15j 0.00239113-4.12872e-16j -0.00775727+4.12054e-16j -0.00257021+1.84437e-16j 0.00483733-4.27268e-16j 0.0131575-1.12443e-15j -0.0128761+9.94919e-16j -0.00346996+1.69811e-16j 0.00596209-4.04759e-16j 0.00517011-4.0194e-16j -0.0127237+1.08662e-15j -0.0013431+8.50273e-17j 0.00308329-2.8267e-16j -0.0124467+9.35007e-16j 0.0197625-1.48355e-15j 0.024223-2.07695e-15j -0.00491397-1.11188e-17j -0.00156486+2.43763e-16j -0.00371037+2.22126e-16j -0.0291077+2.53168e-15j 0.0119227-9.30629e-16j -0.00544417+4.64744e-16j 0.00523952-3.9826e-16j -0.0120042+7.31105e-16j -0.0277281+2.40697e-15j -0.00708686+9.41357e-16j -0.023688+1.96389e-15j 0.0224299-1.73222e-15j -0.00624804+1.07475e-16j -0.00982325+5.06002e-16j -0.00451786+4.62149e-17j -0.0206736+1.45824e-15j 0.0159436-1.12821e-15j 0.00724541-5.76982e-16j -0.00700919+7.0523e-16j 0.00179898-2.18666e-16j 0.00924461-7.03689e-16j -0.0172118+1.60741e-15j 0.00845886-6.47191e-16j 0.0273137-1.98205e-15j 0.0246709-2.17627e-15j -0.00854414+2.10963e-16j -0.0155117+1.13819e-15j -0.014584+1.24292e-15j 0.00899385-7.36221e-16j 0.0029921-3.8938e-16j 0.0193561-1.52629e-15j 0.0074327-3.86664e-16j -0.00231641+2.48987e-16j -0.0112411+9.11171e-16j 0.0132399-1.01239e-15j -0.00431188+3.88317e-16j 0.00139628-1.99952e-16j 0.0103383-7.2549e-16j -0.00349821+7.2105e-16j 0.00456688-2.55524e-15j 
-0.0175202+4.27817e-15j 0.0140263+9.53737e-16j 0.00224189-1.10054e-16j -0.00885059+6.90792e-17j -0.00306809+7.20629e-17j 0.0154945+6.44746e-17j -0.0153765-2.09807e-16j 0.00282467-1.28799e-16j -0.000790563+2.79108e-16j -0.0123518+2.18734e-16j -1.06854e-05+2.08174e-18j 0.00937575-3.24081e-17j 0.00798443-2.09247e-17j 0.0095862-1.60782e-16j 0.0131725-2.24106e-16j -0.0247118+3.25075e-16j 0.0213467+9.29883e-16j 0.00496352-7.63078e-17j -0.00788003+8.51239e-17j -0.00653132-1.54394e-17j 0.0071059-1.08035e-16j 0.0115079+7.39591e-17j -0.0163185-1.7512e-16j 0.0046419-2.21015e-16j 0.00629298-6.47746e-17j 0.00176066+1.27363e-16j 0.00126825-1.91377e-16j -0.012653+9.77741e-16j -0.0272103+8.99451e-16j 0.0112076-1.42392e-17j -0.0104225-1.77713e-16j 0.0119028+3.22205e-17j 0.000119289+2.50569e-16j 0.0246869+2.27074e-17j -0.0267535+1.70845e-16j 0.00448311-5.41561e-17j -0.00917195+1.86648e-16j -0.0209692-2.13283e-16j -0.00817032-4.35e-16j -0.00294403+1.49231e-16j -0.0260917+2.95016e-16j -0.0116747+5.08067e-17j 0.00722651-1.82986e-16j -0.00228935+9.61605e-17j 0.00667895-3.93856e-17j 0.0210004-3.67143e-17j -0.00368723+4.93803e-17j -0.000895194+2.47542e-16j -0.00487385-8.275e-17j -0.0174263-1.97034e-16j 0.00947492+1.84672e-16j -0.00658408+1.75097e-17j -0.00724582+8.60022e-17j 0.00202046+1.05368e-16j 0.016337+1.2824e-15j 0.0190421-6.10977e-15j 
-0.0144244+4.55681e-15j -0.00559858+8.52427e-16j 0.000383312+6.93347e-17j 0.00849473+4.57613e-17j -0.00685417-2.87611e-17j 0.00437879+1.50148e-16j -0.00413633+6.40283e-17j -0.00364313+2.73926e-17j 0.0020575-4.33332e-17j -0.00848112-1.53201e-16j -0.0211634-3.67303e-16j 0.0309176+3.85778e-16j 0.00832494+5.12995e-17j -0.0190801-8.22027e-17j 0.00773801-2.16503e-16j -0.00336421+2.10559e-16j 0.00645221+6.04882e-16j -0.00339403-4.17747e-17j -0.00399519+5.77372e-17j 0.00750063-5.05264e-17j 0.0206709+3.81397e-16j 0.0145591+1.24742e-16j 0.00969786+6.16181e-17j -0.0210632-1.61364e-16j 0.0205793+2.40308e-16j 0.00723045-8.98601e-17j 0.000502745+3.44769e-17j 0.0161172-1.32674e-17j 0.00421663-2.67696e-16j 0.00730115+1.29663e-16j -0.00262448-7.34226e-17j -0.00153549-2.89321e-18j -0.00864215-3.56876e-17j 0.0174504+1.88653e-16j 0.00305481+3.49951e-17j 0.0286779+6.57874e-16j 0.00263403-1.62038e-16j 0.0119141+1.65559e-18j -0.00393099-1.46004e-16j 0.00755631+1.52218e-16j -0.0141205+1.15073e-16j -0.00679794+1.40707e-16j 0.0165875+2.97491e-16j -0.00444448-9.82001e-17j 0.0176934+4.16281e-16j 0.0132073+4.0584e-16j 0.0200351+2.09995e-16j 0.0165647+2.32899e-16j -0.00832307-1.85571e-16j -0.00218511-5.33339e-17j -0.0074433-1.88203e-16j 0.00729443+1.04684e-16j -0.00485332+2.68694e-17j -0.00825571+3.16177e-17j 0.0138976-1.41034e-16j -6.60096e-05+1.16514e-15j 
0.00433702-2.0444e-15j 0.0040461-2.86406e-16j -0.0100414+6.28263e-16j 0.00422831-5.49627e-16j 0.00774902-6.16086e-16j 0.0119925-9.63065e-16j -0.0359021+2.35896e-15j -0.0152899+9.22087e-16j 0.00641098-3.62774e-16j -0.0107179+1.02664e-15j 0.0220175-1.157e-15j -0.0188183+1.00815e-15j 0.00867639-8.43822e-16j -0.019942+1.81586e-15j 0.0161761-1.19984e-15j -0.00828243+6.82218e-16j 0.00306803-2.08781e-16j 0.00547941+1.45501e-16j -0.0110035+5.413e-16j -0.00223096-4.12005e-17j -0.00476917-1.20371e-16j -0.000286828+2.28319e-16j -0.000764851-3.57064e-16j -0.00920568+8.06929e-16j -0.0129258+7.70106e-16j 0.00533171-5.72049e-16j 0.00662173-5.10741e-16j 0.00602448-1.82708e-17j -0.0310464+2.73121e-15j 0.00587172-7.08396e-16j -0.000368845+2.38787e-16j -0.0112495+9.65101e-16j -0.00674683+6.24432e-16j 0.0221436-1.48107e-15j 0.02308-2.25016e-15j -0.000943473-4.8415e-16j 0.00386738+1.44268e-16j -0.00776074+5.11624e-16j 0.0291933-1.7626e-15j -0.0132226+4.09999e-16j 0.00452492-3.97867e-16j 0.0164698-1.34301e-15j 0.00229384-9.71311e-17j -0.0139984+1.02878e-15j -0.0131158+5.63044e-16j -0.00743706+2.16926e-16j -0.00490719-2.83753e-17j -0.00316336-1.05052e-16j 0.0208289-1.36227e-15j -0.0120799+8.50409e-16j 0.0451304-2.90846e-15j 0.00167633-2.8698e-16j -0.00145501-2.14156e-17j -0.00789106+6.96502e-16j -0.014185+1.41161e-15j 4.11196e-05-1.00086e-15j 
0.0053275-1.97872e-15j 0.00545291-1.71251e-16j 0.00762014+1.06795e-17j -0.000927296-1.52789e-16j -0.00276222-1.08573e-16j -0.0205319-3.84364e-16j 0.0278993+6.41882e-16j -0.0074899-1.79832e-17j -0.020147-1.8196e-16j 0.00311403+1.89669e-16j -0.0115408-1.75964e-16j 0.00987007+3.81986e-17j 0.00149062-2.72722e-17j -0.000442221+3.74846e-16j 0.00174501+1.73398e-16j 0.015401-6.38779e-17j -0.0206599-1.25251e-15j -0.0141608-2.99395e-17j -0.00109089+1.69555e-16j 0.00739503+5.2326e-17j 0.0182975+2.43962e-16j 0.0110259+4.49485e-16j 0.0179946+1.34995e-16j -0.00278512+7.30039e-17j 0.0104478+2.94136e-16j -0.00282419+9.57228e-17j -0.0156979-1.42018e-16j -0.0026629-7.65289e-16j 0.0303164-1.1587e-16j -0.0157863-2.18417e-16j -0.0140004-6.4055e-16j -0.0165989-8.4786e-17j -0.0158824+3.5626e-17j -0.0281595-4.36652e-16j -0.0031324-4.95178e-16j 0.0025126-1.20155e-16j 0.00504473-2.88494e-16j 0.0260504+4.01595e-16j 0.00919673+4.14738e-16j 0.0214196+4.41989e-16j 0.00130341+7.24612e-17j -0.0114806-4.02469e-16j -0.0117077-1.15578e-16j 0.0177606+2.39621e-16j 0.0109127+1.78034e-17j -0.0050599-1.16619e-16j 0.0258574+2.85904e-16j 0.017536+1.76851e-16j 0.00721245-5.27767e-17j 0.0151804+3.29588e-16j -0.0385249-8.10449e-16j -0.00763821-1.92457e-16j 0.00523693-1.9485e-17j -0.00347098+1.47624e-16j -0.00201798+8.8347e-16j 0.00771633-3.00734e-15j 
0.00191679-1.99254e-15j 0.0231529-4.98075e-16j 0.00710489+4.98345e-17j -0.00826319+1.00466e-16j 0.00278249+5.81635e-17j -0.00211951-2.82957e-17j 0.000626732+7.28889e-18j -0.0204358+3.73747e-17j -0.02872+1.37646e-17j -0.0161287-2.10328e-17j 0.0235394-1.10473e-16j -0.00638907+8.14434e-17j -0.00755346+1.39138e-16j 0.0178143-5.87064e-17j 0.0018382-1.91341e-16j -0.0139489+1.72297e-16j -0.000699354+5.2833e-17j 0.0081723+4.97593e-17j -0.020965+1.00258e-16j 0.00942296-9.38584e-18j -0.00399277+3.71316e-17j 0.0161135-7.83148e-17j -0.0152451+1.22889e-16j 0.0026125+1.0814e-16j 0.0197902-1.13029e-17j -0.0128512-6.87376e-17j 0.0110581-9.5759e-17j -0.0227078+3.55237e-16j -0.00967942+8.58303e-16j 0.00275205+2.35452e-16j -0.0109136-2.87651e-16j -0.00775898+2.52466e-17j -0.0264417-1.32786e-16j -0.00173721-3.55381e-17j -0.00678232+5.44195e-17j -0.00967105+6.59138e-17j 0.0060765-3.04915e-16j 0.00509044+1.48771e-17j 0.00191192+3.78088e-16j -0.0203133-8.94111e-17j -0.019477+1.35843e-16j 0.00417407+3.09356e-16j 4.45152e-07-6.15802e-17j 0.0154117-5.21344e-17j -0.00454779+1.78075e-17j -0.00289333+4.8923e-17j -0.00335314+7.54512e-17j 0.0062757-4.5363e-18j 0.027457+2.63477e-17j -0.0032716+4.16491e-17j -0.000959001-6.01838e-17j -0.0120493-3.95949e-18j -0.00031073+1.12079e-16j -0.009617-3.58206e-17j -0.00504528+2.02685e-15j 0.0229608-9.60957e-15j 
0.00245941-2.62854e-16j -0.00822819-3.0559e-16j -0.0177081+2.43171e-16j 0.00457378-1.01136e-16j -0.00191601-4.63669e-17j -0.00169943+3.30069e-16j -0.00745504+5.11966e-17j -0.00361276+5.02856e-16j 0.0199794-1.77949e-17j 0.0118799-3.16895e-17j 0.0166847-5.93344e-16j -0.0129929+3.70373e-16j -0.00868073+2.14714e-16j -0.00383889-1.22492e-16j -0.00243276-1.26833e-16j -0.0135626+5.39475e-16j -0.0127216-4.15187e-16j 0.0033403-4.8193e-16j 0.00399695+1.34814e-16j 0.0267033-3.53783e-16j -0.0245787+4.52749e-16j 0.000481593-3.42143e-16j -0.00878189+1.73671e-16j -0.0111348+3.14628e-16j 0.0103084-5.49681e-16j 0.0195343-1.72942e-16j 0.0148002-5.33395e-16j 0.000893445+2.8849e-16j -0.00904311+1.83859e-16j -0.00663282-1.06487e-16j 0.00483313+1.56945e-16j 0.0105501-1.43361e-16j 0.0086568+1.92845e-16j -0.00236147-6.53906e-17j 0.0195917-3.29332e-16j -0.0130828+2.45694e-16j -0.0014077-1.22482e-16j 0.0127784-2.34366e-16j -0.00205476+2.28196e-16j -0.0266482+4.52595e-16j -0.00349833+1.87222e-16j 0.00117645-7.8359e-17j 0.00904213-2.20525e-16j 0.00786935-1.327e-16j -0.0193067+4.09593e-16j -0.0216865+3.69044e-16j -0.0198202+2.70263e-16j -0.000652748-8.00401e-17j 0.00227492-4.35636e-16j 0.00172288-1.86919e-16j 0.0157856-1.88939e-16j 0.0105779+2.67963e-18j -0.00489234+4.80055e-17j 0.00730859+1.32612e-16j -0.00375084-1.12702e-15j -0.0157749+5.85538e-15j 
-0.0211117+5.36722e-15j 0.0158514+1.06586e-15j 0.012301+5.76362e-17j -0.00255359+1.40842e-16j -0.00760128+1.07889e-16j -0.0237625+2.87635e-16j 0.00656756-7.99302e-17j -0.00205258-5.03927e-17j -0.00861103-9.73273e-17j -0.00672229+1.92834e-17j -0.00321367-7.65665e-17j 0.003316+6.75284e-17j 0.0106246+9.05087e-17j 0.00690236-3.51613e-16j 0.00475465+1.20013e-16j -0.00021594+1.23765e-16j 0.0143244+4.31253e-16j 0.0383779-1.46392e-16j -0.00776484-1.42939e-16j -0.025745-1.44046e-16j 0.016213+1.82653e-16j 0.0300346-9.89105e-17j 0.00678411+2.98422e-16j 0.00811511+1.11983e-17j 0.00254518-1.56317e-16j -0.0184464+2.66065e-16j -0.00197967-2.36206e-17j -0.00466022-5.37826e-16j 0.0236342-8.47355e-16j 0.011031+4.54251e-17j 0.0239356-5.57755e-17j 0.0143127-2.19598e-16j -0.00787586-2.61345e-16j 0.0216004-1.72289e-16j -0.0229624+3.29198e-16j 0.0135619+3.02937e-17j 0.0112267-2.93301e-16j -0.0181471-3.24781e-16j -0.0196749-1.66463e-16j 0.0084592+2.66109e-16j 0.00414236-9.04203e-17j 0.0100581-1.59497e-16j 0.0270128-2.32996e-16j -0.0238485+3.01702e-16j -0.00126985+2.62246e-16j 0.0096719+1.71889e-16j 0.00917181+1.9928e-16j -0.0190719+1.53676e-16j -0.00680228+2.2141e-16j 0.0192858-1.82017e-16j -0.0124847+2.95602e-17j -0.00793194-2.63911e-17j -0.0062435+1.95196e-16j -0.0185556-8.40568e-19j 0.017628+9.1034e-16j 0.0164444-5.00332e-15j 
