0.0414244-1.3219e-14j 0.0154125-2.87824e-15j -0.0148459-1.75901e-17j -0.0183989+1.49504e-17j 0.0210119-9.70626e-18j -0.00030887-1.92788e-17j 0.0144451-6.55154e-18j -0.0147696-5.87201e-19j -0.0236923+6.39755e-18j -0.0214946+1.97793e-17j 0.0085321-1.38533e-17j -0.0201411+3.59694e-17j -0.00557338-6.37533e-17j 0.0343145-7.69265e-17j -0.00670622+1.89722e-16j 0.0110822-1.84436e-16j 0.0109397+4.13907e-16j 0.0263269+3.59219e-16j -0.000904963-2.07549e-16j -0.00159741-1.97918e-17j 0.00138294-1.06863e-16j -0.0168348-1.91764e-16j -0.00524844-2.23633e-17j -0.00104726-5.52891e-17j 0.00159398+8.69879e-17j -0.0250811+1.05594e-17j -0.0104447-1.37828e-17j -0.0207598+2.01147e-16j -0.00242662+4.99442e-16j -0.000195745+1.04405e-16j -0.0172956-2.42125e-16j -0.00253141-7.2613e-17j 0.00650055-8.11776e-17j -0.0134943+1.5955e-17j 0.00670751-7.51906e-17j 2.70777e-05-4.88063e-17j -0.016893+2.42138e-16j 0.00759827+1.81659e-16j 0.00177989+2.62048e-17j 0.00317653-4.62692e-17j 0.00656672-1.60324e-16j 0.0148332-1.70412e-16j -0.0168829-1.17807e-16j -0.00438277-2.80705e-17j -0.00800869-1.86813e-17j -0.0109417-9.6142e-17j 0.00608086-1.13995e-17j 0.0160797+3.11349e-17j 0.0259241+5.20041e-17j 0.005581+1.96356e-17j 0.000157224-5.73758e-18j -0.016915+2.0247e-18j 0.00998352-1.15903e-16j 0.0259568-9.80552e-17j -0.0332444+1.16074e-15j 0.00599659-5.27802e-15j 
0.0284364-6.68018e-15j -0.0248293-1.28655e-15j -0.0352132+3.0829e-16j 0.0175165-3.8323e-16j 0.0131248+4.26037e-17j 0.0111346-5.60696e-17j -0.0425295+4.90721e-16j -0.0115397-2.03452e-16j 0.0241719-5.12556e-16j -0.00897671-4.02204e-16j 0.0181562-6.74717e-16j -0.029674+8.8204e-16j 0.0143223+5.84363e-17j -0.049131+5.46175e-16j 0.0112142+4.35258e-18j 0.0107262-3.91371e-18j -0.00508061+1.07628e-16j -0.00106967-1.19666e-17j 0.00417489-1.06889e-18j 0.00880647+1.7859e-16j -0.00672415+4.33884e-16j -0.0265562-1.87294e-16j 0.026035+1.65572e-16j -0.023931-1.07811e-16j -0.0303557+7.02187e-16j 0.0177609-4.53939e-16j 0.00127002-2.39136e-16j 0.0136215+5.22517e-16j -0.0314856+9.2465e-16j -0.00121899-6.60084e-17j 0.00797433-3.93975e-16j -0.0227331+1.74413e-16j -0.00108164-2.32363e-16j 0.0183037-1.25624e-16j 0.0694965-8.62553e-16j 0.00367436+6.15226e-16j -0.00184736+6.02235e-17j 0.00578343+1.2702e-15j 0.0486903+9.15695e-16j -0.0109898+2.29949e-17j 0.0327753-1.11419e-15j 0.0393797-6.01435e-16j 0.00692208-4.79776e-18j -0.0287588+1.67814e-16j -0.0130645+4.23976e-16j -0.0205291+2.32713e-16j -0.00723992+5.82788e-16j -0.00732378+5.97886e-16j 0.0274763+6.68077e-17j -3.45937e-05+1.27296e-16j 0.0652051-7.50009e-16j 0.0170999-2.54237e-16j -0.00127035+5.74962e-17j 0.00247357+1.55295e-16j -0.0358318-2.6703e-15j -0.0393799+1.28843e-14j 
-0.0333981+9.29113e-15j 0.000978732+2.0248e-15j 0.0696267-5.86001e-16j 0.026805-5.9213e-17j -0.00962106-4.404e-16j -0.0325183+8.13053e-16j 0.000735469+1.2649e-16j -0.00352077+4.27559e-16j -0.00602987-3.19879e-16j 0.025058-3.13584e-16j 0.0218208-4.36477e-16j -0.00300981+7.83929e-16j 0.00227079-2.88968e-16j -0.0268475+3.04019e-16j -0.0151459+1.33493e-16j -0.00479154-2.04931e-16j -0.0241828-8.65022e-16j -0.0328315-4.67669e-16j -0.00231262-3.6815e-16j -0.00870691+2.99567e-16j -0.0175394+4.9398e-16j 0.0176663+5.54903e-16j 0.0104989-2.33362e-16j 0.0368525-2.97223e-16j -0.00508833+3.90143e-16j 7.40742e-05+7.82751e-17j 0.0346566+1.20083e-16j 0.0352434-2.03673e-15j 0.0447596-2.54824e-15j 0.0148975-2.60439e-16j 0.0291866+1.90675e-16j -0.00404492-1.66867e-16j -0.0392677-2.1185e-16j -0.0183153+3.07007e-16j 0.00591464-5.94347e-16j -0.01153+1.67542e-16j 0.035297-3.02859e-16j 0.00949758+1.60441e-16j 0.0339078+2.30633e-16j -0.0119029-4.14568e-16j 0.00374076-6.56676e-16j 0.0126791-6.60336e-16j -0.00936118+5.75773e-16j 0.0156506+2.77548e-16j -0.0249443+8.89567e-16j -0.0117409+6.37998e-16j -0.00460505-7.81004e-17j -0.0274652+2.00126e-17j -0.00423461-2.95614e-16j 0.0101875-3.77062e-16j -0.0166437-2.8936e-16j 0.0063564+1.2239e-16j 0.0158703-3.38306e-16j -0.0803118+7.52262e-16j 0.0101977+2.01625e-15j 0.0162244-5.61336e-15j 
0.043337-1.2435e-14j -0.0134464-2.30642e-15j 0.0416321-1.10274e-15j 0.00702859-1.91894e-16j 0.0330139-4.13979e-16j -0.0385227+7.81511e-16j 0.0407833-3.93117e-16j 0.0113086-6.28183e-17j 0.0428268-3.1366e-16j 0.0494569-6.74795e-16j -0.0204104-1.29579e-16j -0.0227159+4.85174e-16j 0.010576-1.31643e-16j 0.0198711-2.26714e-16j -0.0288898+1.27732e-15j 0.0141113-7.95112e-16j -0.0107787-4.16496e-16j -0.0268761-3.67472e-16j 0.0803937-6.9079e-16j -0.00789922+2.61592e-16j -0.0353465+4.78378e-16j -0.0622051+4.13779e-16j 0.0191463-2.6484e-16j 0.0364379-8.95617e-16j -0.0223898+2.47079e-16j 0.0062129+2.02182e-16j -0.00147886-1.21376e-16j 0.0761033-3.11056e-15j 0.0774054-4.86738e-15j 0.0104975-7.17469e-16j -0.0162086-3.91174e-16j 0.0505307-8.55749e-16j 0.0652947-2.94723e-16j -0.0700029+7.94611e-16j 0.0152989-6.81566e-16j -0.000864797-9.83667e-17j -0.0455464+9.52429e-16j 0.039671+7.14905e-16j 0.0451477+7.60882e-16j 0.0429355+1.95881e-16j 0.0275057-7.78909e-16j 0.00053079-1.00291e-15j -0.0777328+3.67818e-16j 0.00465851-5.6301e-18j -0.0634714+6.9064e-16j -0.047979+1.4988e-16j 0.0164171+5.93426e-17j 0.0188322+1.85184e-16j -0.0364357+2.57343e-16j 0.0209848-4.26099e-16j -0.037656+3.54815e-16j -0.00372522-5.5783e-17j 0.0536255-9.70594e-16j -0.00326089+5.21601e-16j -0.045599+7.85757e-16j -0.00891886-2.04787e-16j 
0.00689115-1.54635e-15j -0.0117937-3.76872e-16j -0.0334448+3.69151e-16j -0.00389561-2.89255e-16j -0.0138459-8.9828e-17j 0.0413861-1.06082e-15j 0.00355551+1.96504e-16j -0.0073601+1.02076e-15j -0.0371998+8.30295e-16j -0.00594447+3.80294e-16j 0.00604488+5.85627e-16j 0.0150492-1.24108e-15j -0.0524025+3.9511e-16j -0.000728078+1.00888e-15j -0.00699467-4.65887e-16j 0.0347476-7.52714e-16j -0.0335314-7.75502e-16j -0.0229585+1.62293e-15j -0.0457823+7.0016e-16j 0.0189169-5.16131e-16j -0.00737237-6.3891e-16j -0.00266644-1.20064e-16j -0.0233299-3.04357e-16j -0.0347566+1.42729e-15j 0.00910951-5.84889e-16j -0.0156294-9.41808e-17j -0.00470221+3.61483e-16j -0.0359851+8.03358e-16j -0.0350095+2.3586e-15j -0.0370164+6.77855e-16j -0.00205587+1.08836e-15j -0.0683225+1.76882e-15j -0.0301666+1.18011e-15j -0.0125257+3.59189e-16j 0.00205491-2.84977e-16j -0.0331835-2.70795e-16j 0.0426124-1.25894e-15j -0.00340145-1.76633e-15j -0.0433027-1.53944e-15j -0.0300481-5.1695e-16j 0.00946575+4.94027e-16j -0.0129+7.76179e-16j 0.00734919+6.71608e-16j 0.0359661-1.21574e-15j 0.0540939-1.26516e-15j 0.010706-3.97271e-17j -0.016132-1.11389e-15j 0.0108646-1.60449e-15j 0.0298241-1.05099e-15j -0.0210984+7.547e-16j 0.00237303+1.70282e-16j 0.00844574+6.98614e-17j -0.0227918+3.99007e-17j 0.0293338-9.35031e-17j 0.00697005-1.20814e-15j -0.0150091+6.21796e-15j 
0.0302688-2.01039e-14j 0.0114839-5.32431e-15j 0.0269046-6.45377e-15j 0.00754874-1.56124e-15j 0.0328334-1.0132e-14j -0.0106142+2.39724e-15j -0.00856382+2.66252e-15j -0.0280347+8.23129e-15j 0.00295775+2.2157e-16j -0.0236979+8.47716e-15j -0.010912+1.70234e-15j 0.00900399-1.16356e-15j 0.0367964-9.494e-15j -0.00487978-3.66764e-16j 0.0117324-2.38538e-15j -0.0252145+7.15947e-15j 0.0301044-8.57365e-15j -0.0148601+1.25732e-15j 0.0394216-1.06474e-14j 0.00119624-5.53203e-17j 0.00115021+7.76008e-16j -0.0347615+1.11842e-14j 0.0244077-6.06618e-15j 0.00395886-1.35301e-15j 0.0139399-3.82551e-15j -0.00587205+3.44758e-15j 0.00682091-2.73806e-15j 0.0332388-7.78373e-15j 0.0110426-2.60528e-15j 0.0401677-1.24147e-14j -0.0449592+1.1117e-14j 0.0235191-7.08969e-15j -0.00620222+1.80138e-15j 0.00242535-1.68492e-15j 0.0161374-5.68649e-15j 0.0297954-7.78098e-15j -0.0505779+1.57057e-14j 0.0245522-4.47958e-15j 0.0603734-1.40066e-14j 0.0196047-3.60327e-15j -0.022828+5.72249e-15j 0.0304957-1.14845e-14j -0.0295169+7.07292e-15j -0.0105611+4.27082e-15j -0.0213858+6.28075e-15j -0.00194759+3.74705e-16j 0.0302459-6.74524e-15j 0.030571-7.37292e-15j 0.0205219-7.40499e-15j 0.000925237-5.91868e-16j 0.00472819-3.1501e-15j -0.01229+3.59065e-15j 0.0298307-8.21545e-15j -0.0243871+5.94925e-15j -0.0400398+1.50614e-14j 0.0170655-1.42148e-14j 
-0.0096572+5.83995e-15j 0.00446398+1.89254e-15j 0.0133607+2.48168e-15j 0.00687235+3.11962e-17j -0.000986734+3.45719e-15j -0.00253672-2.55499e-15j -0.00222198-4.63653e-16j -0.0110986-1.22379e-15j 0.00373408+8.81248e-16j 0.00709925-2.67593e-15j -0.0150005+5.76559e-16j 0.0206807-2.0885e-15j 0.0123788+3.99658e-15j -0.019937+1.83416e-15j 0.0196846-9.925e-16j -0.00589716-2.65571e-15j -0.0132041+4.63994e-15j -0.0313008+2.56479e-15j 0.00508714+4.65502e-15j 0.00711723-1.45732e-15j 0.0121418-6.1351e-16j 0.00840195-3.29811e-15j 0.0115871+1.85588e-15j -0.01088+3.03082e-15j 0.010665-2.05466e-16j 0.0146191-1.60889e-15j -0.00734974+1.54475e-15j 0.0262757+1.03999e-15j 0.00843769+1.07198e-15j -0.00335426+5.10035e-15j -0.0259501-1.67675e-15j -0.00834574+5.10757e-15j -0.00746879+1.0435e-15j -0.00680193+1.22926e-15j -0.00494306+1.6063e-15j 0.00934707+2.85124e-15j -0.00239206-5.5581e-15j 0.0194245+6.86548e-16j 0.0263374+5.28166e-15j 0.0198015+1.03922e-15j -0.014762-5.09818e-16j -0.0202993+5.37832e-15j -0.0164749-1.25142e-15j 0.0152827-3.80062e-15j 0.00545804-4.54011e-15j 0.000600505-6.98154e-16j 0.0276553+5.30681e-16j 0.0262707-5.03578e-16j -0.00166714+1.06146e-15j -0.00741072+1.82136e-15j -0.0143189+1.50598e-15j -0.00190189-1.4015e-15j 0.00637773+2.85636e-15j -0.0132916-2.13817e-15j 0.00423717-3.01064e-15j 0.0141708-4.31355e-15j 
0.0107404-2.09379e-16j -0.0461915+2.91612e-17j -0.058732+2.74973e-16j 0.00222392-4.01975e-16j -0.00780201-1.0276e-16j 0.052016-3.01533e-16j -0.0269847+2.39745e-16j 0.0355396+1.84997e-16j 0.0384019-3.07869e-16j 0.00763077-8.9244e-17j -0.00290764+1.25251e-16j -0.00687615-9.76092e-17j -0.0165323-2.08258e-16j -0.0199822+5.70472e-16j -0.0106194-1.44359e-16j 0.00620975+1.02418e-17j -0.00206689+7.10841e-17j -0.0166362+1.26452e-16j -0.000451931-7.75964e-17j 0.0286534-6.26617e-17j -0.0109889-1.18519e-16j -0.0304021-1.50553e-16j -0.014557-3.66092e-16j -0.0236148+3.63059e-16j -0.0209407-1.08359e-16j 0.0395135-5.54343e-16j -0.00267847-2.92819e-16j -0.0126806+1.06059e-15j -0.0610589+1.96885e-15j -0.0207982-1.83783e-16j 0.00919942+7.19281e-16j -0.00959122+2.36319e-16j 0.0370019+1.36298e-16j 0.0104788-4.68332e-17j 0.0379724-5.30078e-16j -0.00701052-2.51876e-16j -0.00602513+3.01092e-16j -0.00746328-5.33944e-16j -0.0170954-1.21277e-15j -0.0212853-1.80413e-16j 0.0108809+3.22131e-17j -0.0150356+2.09929e-16j 0.0110362+1.81302e-16j -0.0019125-5.57726e-17j 0.0172767+8.87311e-17j 0.00286575+1.97471e-16j -0.0372503-3.25796e-16j -0.00494942-3.43473e-16j -0.0197012-1.15945e-16j -0.026838+1.28465e-16j 0.0468511-1.69714e-16j 0.0302504-1.20125e-16j -0.0190727-1.86689e-16j 0.0556376-2.13811e-17j 0.0028312-4.92549e-15j -0.0572326+2.30751e-14j 
-0.00488597+2.57423e-15j -0.0196743+1.08766e-15j -0.00229799-9.06092e-16j 0.00489438-3.22828e-16j -0.00609349+1.00492e-16j 0.00534401+1.379e-15j -0.00905987-5.40044e-16j 0.0286687-1.0754e-15j 0.0125567-1.7905e-16j 0.00109383-5.86249e-16j 0.00272574-9.61681e-16j -0.0104994+1.52418e-15j 0.00921448-5.69044e-16j -0.0116188+4.7371e-17j -0.011815+1.09755e-15j -0.00165528+5.92955e-17j 0.0104172+7.00857e-16j -0.00778496+3.88899e-16j 0.00718029-9.84306e-16j -0.00464026+2.42127e-16j 0.0013493+7.40777e-16j -0.0131517+7.87104e-16j 0.00777555-8.05594e-16j 0.0213267-2.34014e-15j -0.0258114+1.36217e-15j 0.0125506-2.6138e-16j 0.00177957-4.05808e-16j -0.0159655+1.57478e-15j -0.0138791-1.70923e-16j 0.00346686-6.0037e-17j 0.0191074-5.54797e-16j 0.00564599-4.33104e-16j 0.00370455+4.5943e-16j 0.00673246+1.0474e-15j 0.0109899-4.37618e-16j -0.00225853+1.16012e-15j -0.00524818+6.46421e-16j -0.0174207+5.05709e-16j 0.00471515-1.23543e-15j -0.00241183+2.00353e-16j 0.00930101-9.83875e-16j 0.00919327-1.25972e-15j 0.00927812+2.02985e-16j -0.0122111+5.99913e-17j 0.00302333+9.61302e-16j 0.0114657+3.84041e-16j -0.0222981+1.36475e-15j -0.0315567+2.20198e-15j -0.0137722+4.46776e-17j 0.000774518-1.12732e-15j 0.0150102+2.51726e-16j 0.0102908-6.90928e-17j -0.00501892-2.61846e-16j 0.00028746+9.55221e-16j 0.00577362-1.72515e-15j -0.0221239+1.00302e-14j 
-0.00167174+2.12825e-15j -0.0263116+3.18424e-16j -0.0304931+3.52339e-16j 0.00351437-9.51712e-18j 0.00111697-1.99331e-16j 0.0607396-8.63496e-16j -0.0341174+2.45618e-16j 0.0136134+2.64367e-16j 0.0200989+9.96734e-18j -0.0199527+3.86768e-16j -0.0324104+3.09062e-16j 0.0331415-5.01277e-16j -0.00500194+1.69277e-16j -0.0198544-1.45713e-16j 0.00140568-8.42195e-17j 0.0107192-8.43781e-18j 0.0324322+1.21013e-15j 0.00605513-2.17834e-16j -0.0112837+1.83057e-16j -0.00498751-8.49049e-17j 0.020141-1.24596e-16j -0.0155644-2.11085e-16j -0.0132661+2.58115e-16j -0.0404544+6.55162e-16j -0.000608104-4.40719e-16j 0.00573581+4.24665e-17j -0.00217159-2.23743e-16j 0.0278938+3.56459e-16j -0.0444556+1.02424e-15j 0.01379-4.90173e-16j 0.00436539+4.79167e-16j -0.00787847+7.14464e-17j 0.0285188-1.75972e-16j 0.0465149-4.42916e-16j 0.0172035-3.25592e-17j 0.0429197-2.96992e-16j -0.00052938+1.26563e-16j -0.0143368-5.27574e-16j -0.0248436-6.40747e-16j 0.00275326+1.4133e-16j -0.00147871+4.20505e-16j -0.00925451+2.4284e-16j 0.0160261+1.94105e-17j -0.0285149+1.75719e-16j 0.0330663+5.25615e-17j 0.0290822+1.09334e-16j 0.00665408-3.94745e-16j 0.0218478-6.0089e-16j -0.0237961-4.9916e-17j -0.0368119+4.35545e-16j 0.0386443-2.89453e-16j 0.0203002-9.49431e-18j -0.0102065-5.07202e-17j 0.0301323-3.43344e-16j 0.00943284-2.15449e-15j -0.0228746+9.71661e-15j 
0.00493292-2.34151e-16j -0.0236544-3.61527e-16j -0.0167903+1.31079e-16j 0.00632967+1.12574e-16j 0.00143409-2.07036e-16j 0.0180126-1.65998e-16j -0.0116028-8.04091e-17j 0.0146502+4.38831e-16j 0.0308259+5.09668e-16j 0.00673078+2.31894e-16j -0.00515004-2.21369e-16j 0.00185562+1.67506e-16j -0.00362645+3.52128e-16j -0.00663689-4.03915e-16j -0.0112189+3.39693e-17j -0.00923961-3.07384e-16j 0.00841396+4.3165e-16j -0.00372148-6.25734e-16j 0.0151579+3.97686e-16j 0.0184179+3.52969e-16j -0.015001+5.23293e-17j -0.0196246-1.29966e-16j -0.0077895+1.68228e-16j -0.00965014+1.86502e-16j 0.00230355-1.17134e-16j 0.0213241+4.6154e-16j 0.012072-1.0601e-16j 0.0137823+3.67773e-16j -0.0159193+1.44389e-16j 0.00580366-1.44824e-16j 0.00510829+3.679e-16j 0.0186272+4.43202e-16j 0.02661+1.93756e-16j 0.00714091-1.92249e-17j 0.021916+5.91092e-17j 0.00731549+2.27526e-16j -0.0144489-4.26563e-17j 0.00566395+1.77525e-16j -0.0067831+4.70959e-17j -0.013842+5.83562e-17j -0.00368023-2.04041e-16j -0.00136269-9.31531e-17j 0.00505236+1.40709e-16j -0.0047581+5.5064e-17j -0.00733359-4.77507e-17j -0.00435035+5.72352e-17j -0.0172216-1.12246e-16j 0.00246542-1.48378e-16j -0.0187448-5.3699e-16j -0.0096186+2.86574e-17j 0.0196913-6.34333e-17j 0.017489+2.34237e-16j -0.00116852-9.35414e-17j 0.0168454-1.34206e-16j -0.00163741-2.02672e-15j -0.0268192+1.02217e-14j 
0.0281784-8.30283e-15j -0.000165947-1.52179e-15j -0.0340947-9.43261e-17j -0.0108838-2.4354e-16j 0.00641723-4.94488e-17j 0.00254227-2.43282e-16j 0.0185596+1.18669e-16j -0.0125152-2.34928e-16j -0.00430727-2.32862e-16j 0.00616865-4.959e-17j -0.00499542+8.80711e-17j -0.0071468-1.61864e-16j -0.0243104-2.62645e-17j 0.0177623+9.87e-17j -0.000540633+5.61814e-16j 0.0287166-4.18381e-17j -0.0192059-1.25638e-15j 0.0177072+6.68811e-16j -0.00293433-3.71905e-16j 0.00661955-1.58057e-16j -0.00750987+9.98161e-17j -0.00845486+1.66638e-16j -0.00629486-9.27664e-18j -0.028677-1.31819e-16j 0.00463387+5.97899e-17j -0.0122326-1.25967e-16j -0.0174374-2.54853e-16j -0.00217234-1.86417e-16j 0.00660439-4.10818e-17j -0.0254037-3.00925e-16j -0.00698901-2.51621e-16j -0.015002-3.62808e-16j 0.0198165-5.75615e-18j -0.0190579+9.09077e-18j 0.00460672-2.79799e-16j -0.0115504-2.24457e-16j 0.00481691-4.02811e-17j 0.0118644-3.74886e-16j -0.0246887-5.15123e-16j 0.00267208+2.20834e-16j 0.0215759+6.68494e-17j -0.00614023-2.22333e-16j -0.00726668-6.72792e-18j 0.00556537-9.53534e-17j 0.00415102-4.03458e-17j -0.0200182-2.0205e-16j 0.00684835+2.45678e-16j 0.0220707+9.41512e-17j 0.0111177+2.51146e-16j 0.00646121+1.73578e-16j -0.00716326-1.35826e-16j -0.00319402-1.90695e-16j -0.00221259-2.13783e-16j 0.039404-3.03166e-19j -0.0159882-5.9746e-16j -0.0105583+3.03212e-15j 
-0.0133383+3.65017e-15j 0.0056244+7.73382e-16j 0.00627778+1.43089e-16j -0.00434246+2.21566e-16j -0.00136329-1.78191e-16j 0.0149954-8.27461e-16j -0.00580086+5.77576e-16j 0.000493547-1.76321e-16j 0.011083-6.99869e-16j 0.0152344-2.80274e-16j 0.0117797-2.15131e-16j -0.00440875+3.1526e-16j -0.0273712+3.56672e-16j 0.0221157-4.32431e-16j -0.0125351+2.23986e-16j -0.00418948+2.518e-16j 0.00105759-3.92724e-16j 0.0215804-7.73792e-17j -0.0119846-1.18979e-16j -0.00526342+2.00637e-16j -0.0267874+5.56025e-16j 0.00922817+1.81266e-16j -0.0402286+8.42325e-16j -0.00247982+6.34108e-17j 0.00834674+1.79077e-16j -0.00673373-2.02221e-16j 0.0217482-4.16998e-16j 0.0226317-7.24144e-16j -0.0028749+2.02548e-16j 0.00558704-3.6708e-16j 0.0198372+2.52478e-16j 0.0162587-4.61038e-16j 0.0253508-9.79947e-16j 0.00670963-4.01966e-16j -0.0127056+2.37506e-16j -0.00747941+4.16305e-17j 0.0181263-3.09713e-16j -0.011082-1.46817e-16j -0.0345109-4.78195e-16j -0.0247291+3.79223e-16j -0.00220922+1.54576e-16j -0.0133148+5.07269e-16j -0.000295503+1.89836e-16j 0.00210755+2.52585e-16j -0.019811+5.02644e-16j -0.0107106+7.18817e-17j -0.0181373+5.3868e-16j 0.000569316-2.79581e-17j -0.0188323+4.76585e-16j -0.0165349+6.78658e-16j 0.00982021-8.48998e-16j 0.00435779-1.33823e-16j 0.000590593-5.48649e-17j 0.00229733-4.54344e-16j 0.011031+5.26612e-16j 0.00890334-2.60936e-15j 
-0.0210687+4.61346e-15j 0.0235548+1.1017e-15j 0.0189357-2.4335e-16j -0.00276969-6.40554e-17j -0.0122298-8.37487e-18j -0.0236551+5.69522e-16j 0.0347317+1.05787e-16j -0.026549-1.12388e-16j -0.028102-9.53244e-17j 0.0145566+2.71734e-17j -0.00377293-2.0225e-16j 0.0232638+2.34654e-16j -0.0360896-5.91213e-16j 0.0271963+3.98937e-16j -0.00298726+1.35115e-16j 0.0159336+2.64835e-16j -0.0237534-1.19188e-15j 0.0234934+9.34558e-16j -0.0194586-4.13364e-16j -0.00978743-4.24791e-16j -0.0152605-2.63454e-16j 0.0339155+6.31764e-17j -0.0179584-5.83251e-16j -0.0146268-4.56989e-16j 0.0372238+3.01038e-16j -0.0385038-4.59673e-16j 0.00791578+2.40876e-16j 0.00734632-8.41238e-16j 0.0482941-1.53611e-15j -0.00906588+9.88018e-17j 0.0142724+7.76405e-17j -0.0068409-1.72165e-16j -0.018756+3.61097e-16j -0.0112555+2.95652e-16j -0.0445748-2.32006e-16j -0.0173855-1.1002e-16j 0.0390205-6.20962e-16j 0.000195635-1.52789e-15j -0.0597182-2.29515e-15j -0.0116442-1.99162e-16j 0.000912677+2.76225e-16j -0.00779279-3.62412e-17j 0.0148909+2.52253e-16j 0.0200563-9.50682e-17j 0.00946059+3.01157e-16j -0.00571412+2.19245e-16j 0.00992156+5.48298e-17j 0.00715977+2.3328e-16j 0.00512204-1.49223e-16j 0.0166377-2.96352e-16j -0.0472702-7.68097e-17j -0.0094797+3.34219e-17j -0.00629352-5.96304e-17j -0.0168394+4.37254e-16j 0.0221858+2.32549e-15j 0.0288506-9.43254e-15j 
-0.0119387+3.46442e-15j 0.00220143+7.2421e-16j 0.023167-9.60567e-18j 0.0119183-8.89596e-17j -0.00411463+1.63597e-16j -0.0128468+4.19797e-16j 0.00306754-3.26124e-16j -0.0127284+3.11225e-16j -0.0035965+2.11068e-16j 0.00710967-1.39409e-16j 0.0130435-3.74072e-17j 0.00712803-1.93908e-16j -0.00647068+4.05364e-16j -0.0058468+2.7099e-17j -0.00789708+1.4566e-17j -0.016582-8.21518e-17j -0.0129515-2.00706e-16j -0.0135383-3.88924e-16j -0.00232323+2.14587e-16j 0.0216854-5.66108e-17j -0.016535+2.62333e-16j 0.0125294-1.21898e-16j -0.00435194-6.18544e-17j 0.00150979+3.39181e-16j 0.0262934-4.32679e-16j 0.00612977+1.47974e-16j 0.0266806-1.15904e-16j 0.0126114-4.00791e-16j 0.0158784-1.1086e-15j 0.007596+1.30791e-16j 0.00203793-2.54859e-16j 0.00454765+1.70719e-16j -0.0220597+3.06549e-16j -0.00943848+6.97752e-17j 0.00794114+6.08438e-17j -0.00389189+3.23176e-16j 0.00995862-6.73622e-16j 0.0227129+1.78383e-17j 0.00711965+1.20479e-15j -0.0227899+2.8148e-17j -0.0183176+1.97446e-17j 0.00253452+7.21945e-17j 0.00245615-3.22759e-16j 0.0206209-1.81067e-16j -0.0133728-2.30093e-16j -0.0117644+6.63786e-17j -0.00453556+6.25673e-17j 0.00439842+4.10456e-17j 0.00552894-2.34466e-16j 0.0031464-3.77555e-16j -0.0107291+3.46913e-16j 0.00528193-4.62065e-17j 0.00474264+2.32383e-16j -0.0310487+2.66626e-16j 0.00333838+4.66086e-16j 0.00730008-2.5693e-15j 
-0.0163621+4.53511e-15j 0.00616695+1.00742e-15j 0.0152254+8.20588e-17j 0.0032142+7.13675e-17j -0.00755223+6.54314e-17j -0.0177843-1.58366e-17j 0.0110874+2.11993e-16j -0.00104322-1.56216e-16j -0.00589331-9.61703e-17j -0.000619539+3.87738e-17j -0.014328+1.12445e-16j 0.0178157-1.45666e-17j 0.0130074-1.70802e-16j -0.00617674+1.61489e-16j 0.00683428-2.91119e-16j -0.00292278-2.46942e-17j 0.000660951-2.55752e-17j -0.00138546-5.91802e-17j 0.00154075+9.1479e-17j -0.00417352+1.95306e-16j 0.0190864-1.22544e-16j 0.0194911+1.70342e-16j 0.0145518-6.92523e-17j 0.0022533-1.33359e-17j 0.0109776+3.39843e-16j 4.93947e-07+5.24299e-17j -0.0054287+3.41306e-16j 0.00410368-5.18366e-16j 0.0228563-4.91136e-16j 0.00324993+1.2419e-16j -0.000858948-1.74184e-16j 0.00441375+6.65078e-17j -0.0124204-1.22475e-16j 0.00205076-2.1515e-16j -0.0141969+1.74876e-16j 0.0143029+3.08948e-17j 0.00178139-1.41732e-16j 0.00600057+2.53755e-16j 0.000742981+5.30579e-17j 0.0165833-1.25507e-16j -0.00871595-3.8018e-18j -0.00613875+9.5267e-17j 0.00817749+2.42849e-17j -0.000436961+2.66868e-16j 0.00803164-9.23022e-17j 0.00912295-9.33823e-17j 0.0191641-6.08074e-17j 0.00239198+1.50133e-16j -0.00736822+1.16337e-16j 0.0113121+5.41409e-17j -0.0251264-2.03859e-16j -0.00368672+1.44381e-17j -0.000495165+1.38055e-16j -0.0167118-4.17682e-17j 0.0143398+6.55963e-16j 0.0118287-3.42138e-15j 
