0.00398131-0.00369072j 0.00800778-0.000982062j -0.0029748-0.00230064j -0.0131997+0.00431057j 0.00897775+0.000221058j -0.00706431+0.00411805j 0.00473064-0.00309739j -0.0101594-0.000454902j 0.00109773+0.000192822j -0.00236823+0.00185062j 0.00634495-0.00279732j 0.000256328+0.0018459j -0.00154534-0.00104765j 0.00438236+0.00232204j -0.00202499+0.000868259j -0.00942202+0.00231027j 0.00727288-0.00126481j -0.000513072-0.000678491j 0.000489128-0.000620739j -0.00135721+0.00384458j 0.00191669-0.000514174j -0.0046263+0.00118637j 0.000588759+0.00130855j -0.00753701+0.00309015j 0.000859253-0.000241951j 0.00803732-0.00332391j -0.0110413+0.0019907j -0.000484274+0.00126545j 0.00762291-0.0026984j -0.00582003-0.000600075j 0.00736407-0.004935j -0.00316524-0.00401544j -0.0030137-0.00220421j -0.0101109+0.00183206j 0.00234829-0.00260739j 0.000435841-0.0032556j 0.00735291-0.00146385j -0.00936586+0.000977696j -0.00639257+0.00715464j 0.00629138-0.000460877j 0.00609451-0.00153019j -0.00300292+0.000988626j -0.00243795+4.77415e-05j 0.00331189-0.000122182j -0.00683136+0.000563431j 0.00549229-0.00360685j 0.00915585-0.00410462j 0.00463484+0.000522674j 0.000909854-0.00196935j 0.00434745+0.00482892j -0.00306172+0.00161521j 0.006245+0.00313369j 0.0101189+0.00196322j 0.00775906+0.00165567j 0.00182634+0.00254965j -0.00413858-0.000613632j 0.000827134+0.00399296j -0.00569777-0.00343409j 0.000968169+0.00365286j 0.00537428+0.00141035j 0.00985333+0.00251412j -0.0060985-0.00460776j 5.51288e-05+0.00475421j 0.00130798-0.00107209j -0.00441736+0.00285868j 0.00345872+0.00151346j -0.000987327+0.00619269j -0.0143864-0.00883787j 0.0052197-0.00175654j -0.00938258-0.00802143j 
-0.00212197+0.00193018j 0.00206637+0.000357989j -0.000235179-0.00287376j -0.00189127+0.00151887j -0.000628696+0.0027478j 0.00324493+0.00186436j -0.000295988-0.00175053j -0.000596475-0.000825245j -0.00141364+0.00186407j 2.35597e-05+0.00130329j -0.00234315+0.000175203j -0.00381846-0.00163625j -0.00225142-0.00296575j 0.00168932-0.00198452j 0.00184694+2.42936e-05j -0.00358315-0.000917157j -0.00105533+0.00124852j -0.00120677+0.00190256j -0.0013957-0.00162698j -0.00237746-0.00245405j 0.00131515-0.00104084j -0.00383273-0.0031648j 0.00280421+2.01167e-05j -0.000671847-0.00296135j 0.000800004+0.000642039j 0.000214065+0.00513409j -0.00141203-0.00267583j 0.00195035+0.00322827j 0.00323477-3.63682e-05j 0.000990304-0.00296493j 0.00359023+0.00357681j -0.00313543-0.00270306j -0.00343914-0.000441999j 0.00472543-0.001738j -0.00234806-0.000527859j 0.00354598+0.00320473j 0.00506944-0.00452168j -0.00229988+0.000796879j 0.00136604+0.00230722j 0.00251954+0.00357346j 0.00142363+0.00107501j -0.000681084-0.00191474j -0.000754113-0.0031622j -0.00177018-0.00376224j -0.00252646-0.000160934j -0.00373401-0.00239059j -0.00624186-0.00390435j 0.00192826-0.00739188j -0.00175942-0.00861033j 0.00472659+0.0013238j -0.00648272-0.000414065j -0.00162706-0.00146199j 0.00312115-0.00349427j -0.00967532+0.0064355j -0.00237377+0.0101243j -0.00427185-0.00485254j -0.00450832+0.00212076j -0.0105807+0.00538768j 0.00825553-0.0111248j 0.000899415+0.00663784j -0.00200822-0.00830428j 0.0073565+0.0118198j -0.00466205+0.00184846j 0.000548931+0.00276648j -0.000187527-0.00130869j -0.00223117+0.00864861j 0.00507905-0.0028829j 0.00576516-0.00216187j 0.00131444+0.00740492j 0.00046759+0.00105554j 
0.000457072-0.00174207j -0.00281173+0.000262731j 0.00136251+0.00208848j 0.00140428-0.00141443j -0.0019848-0.00410126j 0.000544413+0.00033432j -0.00171295-0.00172253j 0.000337644-0.00032842j -0.00088694-0.00161343j 0.00120531+0.000200331j 0.00238628+3.98554e-05j -0.00468403-0.00409925j -0.00152984-0.00188388j -0.0026211-0.000624322j -0.00198843+4.01549e-05j -0.00452624+0.0024382j -0.00119034-0.00104468j 0.00133333-0.00370411j -0.00120749+0.000891863j -0.00491669-0.002394j 0.000557298+0.0018424j -0.00409304-0.00287847j 0.000700017+0.00144265j -0.000349944+0.000610365j -0.000917665+0.00346738j 0.00395662-0.000533242j -0.00255219+0.00455722j 0.00534673-0.00306178j 0.00168808-0.0050385j -0.00479281+0.000560267j 0.00598108-0.00152968j -0.000479108+0.00127875j 0.00236991-0.00128464j -9.00357e-05+0.000556091j 0.0100211+0.00569049j -0.00246141-0.00139789j -0.00513434-0.000891933j 0.00215184-0.000555259j -0.000961671-0.00499082j 0.00383345-9.62602e-06j 5.17662e-05-0.00228374j 0.00229901+0.00532098j -0.00386745+0.00297363j -0.00150203-0.00360714j 0.00717844+0.00247802j -0.00137742-0.00578229j 0.000379852+0.00917478j -0.00990681-0.00310068j -0.00659417+0.00274859j -0.00221904+0.000540486j 0.00418083+0.00529626j 0.00249387+0.00495588j -0.00731055+0.00623257j 0.00460468-0.0064312j 0.00195132+0.0030255j -0.00498358-0.00271325j -0.000958426+0.00394541j 0.0066028+0.0061336j -0.00437755-0.000392935j -0.00103736-0.00197915j -0.00170265-0.00264472j -0.00314288-0.000533988j 0.00389334+0.00501866j 0.00424292-0.00421348j -0.00115521-0.00681873j -0.00384276+0.00292789j -0.00508514+0.00404629j -0.0040441-0.000115297j -0.00160559-0.00158767j 0.000595927-0.00248215j 
0.00178312-3.84398e-06j 0.00129421-0.00145162j -0.00154237+0.000938182j 0.00249238-0.00210124j 0.00266502+0.000197509j 0.00293699-0.00210555j 0.000211167-0.00127673j -0.00213368+0.000217583j -0.00113489+0.0026822j 0.000232523+0.00112876j 0.00300703+0.000277311j 0.000103679+0.00118845j 0.000643188+0.000582226j 0.000222553+0.00101218j -0.00327044+0.000408809j -0.00554582-0.00252969j 0.000541987+0.00102968j 0.0016318-0.00253958j -0.00279101+0.00285383j -0.00118199+0.00183599j -0.000832786-0.00142501j -0.00209114+0.00222036j 0.000576646+7.05398e-05j -0.000601405+0.00210625j -0.000690565-0.000417732j 0.00239539-0.00310674j -0.0018115+0.00129306j -0.00216333-0.00299477j 0.001651+0.000270681j -0.00281998+0.00140723j 5.8331e-05-0.00319072j -0.0023115+0.00172239j -0.00388655-0.00060679j 0.00277459-0.00815839j 0.00485556+0.00478395j 0.000341072+0.00415518j 0.00362331-0.000736139j -0.00141707-0.00411518j -0.00283391-0.00102077j -0.00685065-0.0065977j -0.00325364+8.21637e-05j -0.00351425+0.00648547j -0.00625344+0.00474161j 0.00203728-0.00255495j 0.00328155-0.000894247j 0.00188781+0.00276119j -0.0179521+0.000838542j 0.0103796+0.010888j 0.00272984+0.00396504j 0.00460441+0.00170564j -0.00202962+0.0126591j -0.0105697+0.000345549j 0.0027193-0.00135558j -0.00547468+0.00039745j -0.00582581-0.00110014j -0.0159433+0.00417778j -0.00515032+0.00376777j -0.00374756-0.0039939j 0.00210932-0.00189535j -0.00708042-0.00585411j -0.00183051+0.000364204j 0.0128818+0.0061087j 0.0049061-0.00391226j -0.00167997-0.000942149j -0.00219061-0.00460768j -0.00385895+0.00048716j 0.00161342-0.00195634j -0.00386602-0.00108012j 0.00156835+0.00126086j 0.00202239+0.00149636j 
0.00190333+0.00179658j -0.00236256-0.000475906j 0.00116421-0.00547541j 0.00143849+0.00474584j -0.00284227+0.00694805j -0.000620538-0.00117877j -0.00509847+0.00135766j -0.00157393+0.000144323j -0.00124653+0.00572581j 0.00131813+0.000315219j 0.00282518+0.0035578j -0.00380578+0.007369j -0.0055971+0.00422721j -0.00316157+0.000369715j 0.00169807-0.00191076j 0.00514299-0.000978131j 0.00060977+0.00377158j -0.00256859+0.000810559j -0.00157009-0.000443732j -0.0033713+0.00639397j 0.00128581-0.00496835j -0.00108758+0.00393847j -0.00137773-0.00277066j 0.00096551+0.0004836j 0.00143143-0.00460538j 0.00156684+0.00150429j -0.00128392-0.00670618j -0.00465856+0.00257071j -0.00306946+0.00162803j -0.000457361-0.0035206j -0.000778742-0.00483025j 0.00425323-0.00238053j 0.00252534-0.00232212j 8.37801e-05-0.00470136j 0.00236858-0.00348398j -3.44214e-05-6.03336e-06j -0.00352337+0.00238405j 0.00494237+0.00591057j -0.00806932+0.00243486j -0.00154736-0.00671149j -0.00544764-0.00218572j 0.00229381-0.00296393j 0.00782991-0.00520379j -0.00731551-0.00200604j -0.00110434-0.000905375j -0.00816974+0.00448095j 0.00969108-0.00528666j -0.0105203+0.0066495j -0.00239683+0.00231801j 0.00170319-0.000832168j 0.00831931+0.00542952j 0.0100047-0.0126538j 0.0108639+0.000300861j -0.00399927+0.00631695j 0.00549774-0.00213035j 0.000962067+0.00354969j 0.0112755+0.00352854j 0.0063862+0.00199198j -0.00130472-0.00247733j 0.00733278-0.00179931j 0.00166548-0.0020124j 0.000974952-0.00611948j 0.000400689+0.00185172j -0.00483556-0.00380384j -0.00344175-0.000493401j 0.0116564-0.000531753j 0.00928579-0.0058925j 0.00606335-0.000704424j 0.00200334-0.00357398j -0.000616461-0.00262666j 
-0.00217256+0.00305937j 0.000126701-0.00346799j 0.000350457-0.00222312j -0.00320644+0.00520484j 0.00160315-0.000151258j 0.000606254+0.000630087j 0.00379596-0.00509372j 0.000468956-0.00255826j 0.00250443+0.00162352j -0.00386932+0.000978422j -0.000744304+0.00434885j 0.0039175-0.0013198j 0.00416069-0.00285667j -0.00253416-0.00155202j 0.00356245-0.00284155j -0.0040411-0.00255365j 0.00160541+0.00221345j 0.000561053+0.000351249j 0.00201089-0.00266571j 0.00115555-0.00317386j -0.00456371+0.000132348j 0.00200829+0.0012552j -0.00133031-0.00354089j -0.000890066-0.000332011j 0.00019229-0.00196537j 0.00172988+0.0030427j -0.0015341-0.0052889j 0.00192996-0.00135554j 0.00382174-0.000113793j 0.00214047-0.00443644j -0.00286871+0.000435351j 0.00011727+0.00417213j -0.00387912-0.000784389j -0.00337671-0.00423781j -0.00336907+0.0122576j -0.00411348-0.00212612j -0.00262024+0.000869379j -0.00476814+0.00234527j 0.0069252-0.00200854j 0.00506654-0.00305379j 0.00814017-0.000154723j 0.00306458+0.00461822j 0.00480558+0.00390214j -0.00280314-0.00443207j -0.000331231+0.00601595j -0.00353426+0.0003828j 0.0048599-0.0024512j -0.00233425+0.00549194j -0.00952587-0.00239097j -0.003581+0.00341536j -0.00777821+0.0115352j 0.00580147+0.00185878j -0.0121714-0.004382j 0.00195696-0.00206327j 0.00466024+0.000557347j 0.00948031+0.00460931j -0.00570642+0.00328733j 0.000793111-0.00048175j 0.00187312-0.00280275j 0.0022812-0.00184582j -0.00346214-0.00401784j -0.00532183-0.00680996j -0.00297837+0.00107339j 0.00735821+0.003749j 0.00601294-0.00219536j -0.00446465-0.00295756j 0.00389708-0.00361875j 0.0045231+5.11425e-05j 0.00399016-0.00120195j 0.000666956-0.00215705j 
-0.00077974+0.00329313j 7.02556e-05-0.000453363j -0.000971575-0.000436764j 4.10761e-05+0.000141257j 0.000558567+0.000621204j 0.00139231-0.00420665j 0.000553655-0.000929505j 0.00166428-0.000999441j 0.00065264+0.00138092j -0.000811028-0.000272956j -0.000606935+0.000213305j -0.00115316+0.00445674j -0.00213643+0.00241995j -0.00354025+0.00106868j 0.00127062+0.00109223j 0.000679911+0.00407635j 0.000357065+0.00131046j 0.00247585+3.68159e-05j -0.000754643+0.00121759j -0.00169338+0.00572381j -0.00265515-0.00190262j -0.00354459+0.00820695j 0.00155975-0.00438102j -0.000801955+0.000816452j 0.000729555-0.00228621j 0.00647674-0.00396055j -0.00239055+0.00471996j 0.00785684-0.00779422j -0.000144565-0.00275274j -0.00364457+0.00323915j 0.00542668-0.00637618j -0.00499647+0.00499946j -0.00325111+0.00646999j -0.000977342-0.00573972j -0.00162173-0.00281448j 0.00398635-0.00375903j -0.0038313-0.00348437j 0.00386964-0.00263537j 0.00561573-0.001599j 0.0132973-0.00488036j 0.00419265-0.00456005j -0.00489517-0.00470049j -0.0105452+0.00534547j -0.00357232+0.00692333j 0.00134959-0.000563574j -0.00455194+0.00234634j -0.00279628+0.00410295j -0.0125277+0.00309842j -0.0113578+0.0014617j -0.00195748-0.000256377j -0.0100842-0.000737407j -0.00347529-0.000203245j -0.00659677+0.000351812j -0.00167889+0.0120949j 0.00965244+0.00146407j -0.0134597+0.00803216j -0.00910127-0.00163036j 0.0168285+0.00409049j -0.00191562-0.00493333j -0.00461516+0.0021166j -0.00497616-0.0032008j 0.00395808-0.00620492j 0.00322389+0.00340214j 0.00626215-0.000756937j -0.00500966+0.000986746j -0.00067371-0.00110215j 0.00226511-0.00181882j -0.000503479-0.00122608j 0.00319829-0.00149516j -0.00209613-0.000156212j 
-0.00265725-0.000181972j 0.000698885+0.000655234j -0.00046863-0.00214602j -0.00110856+0.000958035j -0.000849045+0.000974057j 0.000552491-1.48e-05j -0.00240782-0.00243034j -0.00159758-0.0027894j 0.000116697+0.000386399j -0.000715778+0.000622365j -0.00110204+0.000576587j -0.00216215-0.000410943j -0.00364313-0.00117209j 0.00156826+0.0035303j 0.00460357+0.00191536j -0.00221911-0.00145161j 0.00116166+0.00228646j -0.00178836-0.00323375j 0.00354246+0.000267391j -0.00150642+0.00227455j -0.000467047+0.000938561j -0.00286227+0.000978235j 0.00335772-0.000177637j 0.00253438+0.00138911j 0.000158137-0.000795999j 0.000340803-0.00228044j -0.000596569-0.000940386j -0.00185522-0.0061499j 0.00386687+0.000731741j 0.00231188+0.000563849j 0.00169913-0.0040468j -0.00242316-0.00130899j -0.00644553-0.00519253j 0.00198576+0.00155406j -0.00302329-0.00128534j -0.00603892+0.00241617j 0.00499423+0.00767723j -0.00361636-0.00480571j 0.00351969-0.000862832j 0.00818576-0.00188395j 0.00247283-0.00296166j -0.00139213-0.00515894j 0.000295399+0.00416558j -0.00314563+0.00149198j 0.000512564-0.00337483j -0.00897998-0.00190463j 0.00358859-0.0108882j -0.000312517+0.0131238j -0.00716554+0.00275441j 0.000511603+0.00652067j -0.0113812-0.00576325j -0.00124486-0.00545793j -0.0041979+0.00730361j -0.00469671-0.013684j 0.0016724-0.00732015j 0.00501887+0.00031873j -0.00466873-0.00812294j 0.00772283-0.0030226j 0.00189315+0.0105929j 0.00411314-0.00630458j -0.00216176+0.00308876j -0.00394192+0.0104823j 0.00435639-0.0118111j -0.000113714+0.00157224j -0.00143993-0.00220094j -0.00228184+0.00324651j 0.00251367-0.00196016j 0.00166837+0.00309399j 0.000911112+0.00478836j -0.000489012-0.0030485j 
-0.000943053+0.000139688j 0.00120388+0.00241612j 0.000604968+0.000531539j -0.00102483-0.00225237j -0.00122142-0.000432567j 0.00133568-0.00127008j 0.000735305+0.00217022j 0.000897404+0.00117014j -0.000604121-0.00249821j 0.00135028+0.00014084j 0.000495078-0.00472974j 0.000129051+0.00205204j 0.00112395-0.000208042j -0.00210239+0.000626911j -0.00278951+0.0033295j 0.00105976+0.00522837j -0.00291898-0.00439452j -0.00260546+0.000411267j -0.00290326-0.00385821j -0.00300365-0.000967179j 0.00191422+0.00171544j -0.000453905+0.00246565j -0.000188767-0.00155207j 0.000319743-0.000910823j 0.00238552+0.0028088j -0.0020703-0.00458374j -0.00177623+0.000400797j 0.00043585-0.000938106j -0.00147086+0.00102671j -0.000717074+0.0067488j -0.00356508-0.00214532j 0.0012684+0.000771353j -0.00993088-0.00639104j -0.00830916-0.00763981j 0.00995544-0.00123338j 0.000886908+0.0048616j 0.00215481+0.00393124j 0.00511535+0.00578435j 0.00393328+0.0118285j -0.00228007+0.00397395j 0.00341552+0.00603797j 0.00266915-0.00641579j 0.000470599-0.000658421j -0.0069665-0.00159109j 0.00315493-0.00551069j 0.00756874+0.0119614j 0.00141863+0.00131147j 0.00409817+0.00693013j 0.00461487+0.00126024j 0.00209203+0.00161742j 0.0100582-0.00412138j 0.000550313-0.00560713j 0.00252259-0.000220885j -0.00363577-0.0109697j 0.000407254-0.00343654j -0.00424323-0.00502378j 0.00449245-0.00303146j -0.000488809-0.00342614j -0.00159176-0.00127605j -0.00703041-0.000704424j -0.00333197+0.00298139j 0.000763675-0.00160084j 0.000508441+0.00157843j -8.51313e-05-0.00120605j -0.00503519+0.00292625j 0.00166883+0.00131672j -0.0011212+0.00428389j -0.00107605+0.000185092j -0.00148185+0.00149123j -0.00172907+0.0024346j 
0.00161643+0.00180655j 0.00177239-5.38863e-05j -0.000176375-6.15007e-05j -0.000448651+0.00275544j -0.000593215+0.00164198j 0.000379817+0.00394644j 0.00138241+0.00236127j 0.00212888-0.00202171j -0.00304512-0.00159938j 0.00183173-4.5788e-05j -0.00396288+0.00474122j -0.00130638-0.000332746j -0.00262044+0.0018402j 0.000584779-0.00276745j 0.00164698-0.00453401j 0.0065646-0.00457407j -0.00163796-0.000674182j 0.00184025+0.00179727j -0.00367816-0.00343416j -0.00173434-0.00407861j 0.00304193-0.00100451j 0.0013002-0.00305558j -0.00201946-0.000672232j -0.000332434-0.00253509j 0.0003256-0.000194896j -0.000428975+0.00367649j -0.00132002-0.00293221j 0.00285315-0.000663515j 0.000117672+0.00128479j 0.00115863-0.00384525j -1.09933e-05-0.00196263j -0.00115602-0.00133271j 0.00365207-0.00205867j 0.00303103-0.000938555j -0.00804387+0.00887975j -0.0032385+0.000307733j -0.000438801-0.000553076j 0.00882943+0.00390817j 0.00132544-0.00364898j 0.00577298-0.0097353j -0.00388664-0.00272675j -0.0178015-0.000832053j -0.00562888-0.00331624j 0.00653327-0.00278442j -0.00217058+0.00622145j 0.00480448+0.00501704j -0.0053986-0.00929226j -0.00937623+0.00436274j -0.0022124+0.00143773j 0.00218492+0.00279883j -0.0138741+0.00699914j -0.00269281-0.0078799j 0.00676148+0.00357821j 0.00350356-0.00200701j -0.00316825-0.00532073j -0.00635971-0.0138854j -0.00750915+0.000278779j 0.00234224-0.00110235j 0.00147598-0.00263344j 0.00886103-0.00323007j 0.00480699+0.00242811j -0.0013617+0.00830753j -4.44657e-05+0.00924262j 0.00275143-0.00188872j 0.00750404-0.0002307j 0.00424341-0.000331384j 0.00110884+0.00249778j 0.000965736-0.00342953j 0.000796048+0.000434171j 0.000902485+0.00416235j 
-0.000104537+0.00308381j 0.00161201+0.00256068j 0.00200613-0.000490345j -0.0017443-0.000309999j -0.000832761+0.00123859j 0.00242358-0.000463001j 0.00344477+0.00342989j -0.000309488-0.000258462j -0.00278149-0.00127927j -0.0030486-0.00230993j 0.00183214-0.000459144j -0.00178282+0.00510382j 0.00319278+0.00161117j -0.00336076+0.000542132j -0.00351173-0.00307044j -0.00217089+0.00168603j -0.000526944-0.000507411j -0.000518673+0.00495796j 0.000560639-0.0039543j -0.000706609+0.00224783j -0.00210188-0.0030685j -0.00284282+0.00394421j -0.000457846-0.00170191j -0.00314804+0.000293811j 0.000325452-0.000441623j 0.00455502-0.000985538j 0.00389193+0.00254057j 0.00212967-0.000924937j -0.00566185-0.000243371j -0.00276072+0.00221011j -0.000324646+0.00244498j -7.04468e-07+0.00217273j 0.00450425-0.000105468j 0.00761495-0.000157882j 0.00291434-0.00233532j 0.000570026+0.00196346j -0.000972091+0.00257693j -0.00722632-0.00342538j -0.00739725+0.00212417j -0.00371388-0.00443723j -0.0015464+0.000242073j 0.010957-0.00166768j 0.00260538-0.00412218j -0.00024695+0.00683707j 0.0033135-0.0017766j -0.00868075+0.00626162j 0.00183192-0.0136007j -0.00462663+0.00785288j 0.00484139+0.00473072j 0.00141227-0.000951631j 0.00556524-0.000920313j 0.00732211-0.000579539j 0.00604272+0.000616501j -0.0044842+0.00387924j 0.00490402-0.00119119j -0.000138578-0.0114023j 0.00206799-0.00157181j 0.000199129-0.0101413j -0.00485164+0.00216869j -0.00143517-0.0050538j -0.00442142-0.00382522j 0.00230973+0.00512832j 0.0012273+0.00464787j 0.00182899-0.00231549j -0.00278227+0.000745226j 0.00489896-0.0019008j 0.00220807+0.00516665j 0.000665974-0.000997843j 0.000180314+0.000802464j -0.00242369+0.00454167j 
-0.000908878-0.00271724j -0.000572832+0.0036195j -0.00109361+0.0021195j 0.00237508-0.00525895j 0.000829039+0.00239869j -0.0025692+0.00163306j -1.69483e-05+0.00727538j 0.000564104+0.00142515j 0.00103901-6.16206e-05j 0.000185262-0.00442895j -0.000827967+0.000766782j -0.000754218+0.00527787j 0.00278157+0.00797089j 0.00498653-0.00261315j -0.000487493-0.000426676j 0.000365176-0.00572393j -0.0012542-0.00111846j 9.03403e-05+0.000481647j 0.000755955+0.000284429j 0.00197789-0.000377902j 0.00243816-0.00544572j -0.00217327-0.000554012j 0.00153812+0.000250344j -0.00164641-0.00133099j 0.000239319+0.00325749j -0.00191195+0.000376214j 0.00339886+0.000236014j 0.00176729+0.00076975j -0.00185095+0.00505541j 0.000509257+0.00430537j 0.00313326-0.00467968j -0.00498114+0.000813777j 0.0028767-0.0134328j 0.00923842-0.00573878j -0.011973+0.00199059j -0.00270027-0.00349562j -0.00668177+0.00197275j -0.00116779-0.00801297j -0.00307035+0.0155629j -0.000428286-0.00184023j -0.00271992+0.0135074j -0.00245055+0.00704257j -0.00782099+0.00270166j 0.00314046-0.00393814j -0.00442767+0.00124076j -0.00690395+0.00384187j 0.00818113+0.000474169j -0.013399+0.00501169j -0.000354176-0.00264978j -0.00631116-0.0039978j -0.00901598-0.0045101j -0.00129825+0.00189726j 0.00607631-0.0109456j 0.00989877-0.00491764j 0.00386544+0.0023424j -0.000819925+0.00329346j 0.00239439-0.00495322j 0.00827028-0.00274231j -0.00162517+0.00160718j 0.00791305-0.00327328j 0.00398524-0.00705153j 0.00498407-0.0011958j -0.000466195-0.00419395j -0.00680092+0.00439192j -0.000296869+0.00406892j 0.00388674-0.00597844j -0.004827+5.6268e-05j -0.00205724-6.14796e-05j -0.00310746+0.0016987j -0.00218018-0.000366157j 
0.00131337-0.00121416j 0.000767094-0.0003808j 0.00169324-0.000511838j -0.0012406-0.000201651j -0.00164248-0.00103836j 0.000128943+4.94537e-05j -0.000698871-0.00209318j -0.000760308+0.00146319j -0.000114431-0.000679956j -0.00163799+0.00548086j 0.00309285-0.00248627j -0.000703765-0.000602515j -0.00107171-0.00350188j -0.00215003-0.000147456j -0.00473588+0.00312312j 0.00160912+0.00587081j 0.00122105-0.00437942j 0.00555623-0.00496493j 0.00519544-0.00556719j 0.00203318-0.00358052j 0.000273042+0.00549136j -0.00135043+0.00133989j 0.00567956-0.000559268j 0.00214116+0.00300277j -0.00112396+0.00208358j 0.00467899-0.00411965j 0.00649474-0.00477439j -0.00469859-0.000660529j -0.000646738+0.00107899j -0.00156949+0.0011893j 0.0119373-0.0056081j 0.00496824+0.000650516j 0.00734239-0.0101295j 0.00901098-0.0114839j -0.00493777+0.00525791j -0.0026391-0.00679842j 0.001174+0.00284442j -0.00930286+0.0139983j -0.00223692+0.00371354j -0.000864734+0.00221385j -0.00501908+0.000564035j 0.00214144-0.0104223j 0.00250994+0.0021422j 0.00728062-0.00712169j 0.00414585+0.00180288j -0.00808718+0.0097448j -0.00739326+0.00259408j -0.00910221-0.000495043j 6.6758e-05+0.000308856j -0.00582959+0.00160061j -0.00812518-0.00197242j 0.0105927-0.000452513j -0.0032378+0.00487236j 0.0150173+9.43139e-07j 0.00790296-0.00195007j -0.000304511-0.00364488j 0.00216232+0.00549435j -0.0019953+0.00408536j 0.00622768+0.00181667j -0.00109172+0.00020469j -0.00687867+0.00226638j 0.00281274-0.00202233j -0.00026624+0.00194418j 0.000574507-0.00169278j -0.00149644-0.000785332j -0.00184465+0.00391185j 0.00107254+0.00198712j -6.9176e-05+0.00132149j -0.00090502-0.000367056j 0.00112885+0.000838287j 
0.000560507-0.00112001j 0.000165101+0.000765423j -0.00147428-0.00295384j -0.000536958+0.0020316j 0.000962778+0.00374516j -0.000588262-0.000163424j 0.000602675+0.00242417j 0.000212354+0.000897008j 0.00280824+0.000631829j -0.000464191+0.000532777j 0.00434588-0.00333386j 0.00163946+0.00234274j -0.00100136+0.00118698j -0.00185471+0.00258409j -0.00155648+0.00198921j -0.00102115+0.000274055j 0.00176989-0.000747616j 0.00493253+0.00154429j 0.000788448+0.000140978j -0.00115465+0.00218873j -0.00562101-0.000305675j -0.00288775+0.000615987j 0.00100361+0.000759378j 0.00210784-0.00080273j -0.00372388-0.00166505j 0.00333576+0.00290072j -0.00732469-0.00221004j 0.00520297+0.00656823j 0.00870329+0.00093686j -0.000448495-0.00143492j 0.00406299+0.00461594j 0.00167763-0.0063502j -0.00478116-0.00323829j -0.00627147-0.000465751j -0.00162866-0.00605253j 0.000830803-0.00192683j 0.0102977-0.00024217j 0.00267452-0.00230523j 0.0137927+0.00847718j 0.000325139+0.0111198j 2.08022e-05+0.00453584j -0.00481019-0.00879852j -0.0052704-0.00948073j -0.00371351+0.00343539j -0.000604383-7.83031e-05j 0.00549033+0.00232426j -0.0133148-0.00750718j 0.00506339-0.00193244j -0.00251513-0.00718528j 0.000536534-0.00293581j 0.00212783-0.0148466j -0.00982635-0.00726328j -0.00648618-0.0111214j 0.000153682+0.00450413j -0.00211052+0.00196325j -0.00168153-0.00646583j 0.00155516-0.0133461j 0.000369038+0.00920798j 0.00440465+0.00234482j -0.00380567-0.00535606j -0.00330675-0.00176495j -0.0025656-0.00116376j 0.000821684+0.000842025j -0.0022137+0.00564358j -0.000384254+0.000453538j 0.0013851-0.0064998j -0.000601285-0.00514274j 0.0021176-0.00283412j -0.00114277+0.000215171j 5.05738e-05-0.000188096j 
-0.000728755+5.19182e-05j 0.000408033-0.000813799j -0.00121119+0.00152273j 0.00307152-0.00367226j 0.00171291-0.00280704j 0.00159716+0.00106759j -0.00103782-0.00339158j 9.01075e-05+0.0027195j -0.000746688+0.00234076j -0.00240891+0.00328549j -0.00402897+0.00249547j -0.00216356-0.00258596j 0.00272429-0.00767768j 0.00349154-0.00447778j -0.0035349+0.00266566j -0.00470721+0.00184376j -0.00247074+0.00372851j 0.000533+0.00186824j -0.00479935+0.00288212j -0.00269917+0.00038232j 0.00764713-0.00414696j -0.00343589-0.00376176j 0.00294652+0.00442638j -0.00444802+0.0049321j 0.00678726+0.000579743j -0.00157456+0.00388492j 0.0037665-0.000535055j -0.000155063+0.00115316j -0.00620729+0.00454369j -0.00125245-0.00092092j 0.0118529+0.00144979j 0.000218794+0.000873299j -0.00409334+0.00347999j 0.0101181-0.00268835j 0.00338102+2.57758e-05j 0.00484327+0.00349768j -0.00850457+0.00192758j -0.00201776+0.0088896j 0.00393813+0.000484286j -0.000490551+0.00182889j 0.0125346-0.00498159j 0.0136072-0.00822909j -0.00702705-0.00597299j -0.00385982+0.000724568j -0.00382782+0.00162266j -0.00479781-0.00226416j 0.00682947-0.0059993j -0.00435803-0.00569171j -0.00256066-0.00481565j -0.00690143+0.000563807j -0.00429417-0.00426037j 0.00828175-0.00628416j -0.00289864+0.00247932j -0.0122164-0.000177343j 0.00792015+0.00163426j -0.0111132-0.00743585j 0.00276945-0.000865933j -0.00885541+0.00820534j -0.00287807+0.000813707j 0.00341002+0.00163468j -0.000969012-0.00226337j 0.00591318+0.00243948j -0.00159844+0.00161414j 0.00057523+0.000528116j 0.000578991-0.00305006j -0.00510854+0.00241385j 0.000840866+0.00115111j -0.00315688-0.000712686j 0.00124555+0.00158708j 0.000140959-0.00105562j 
