0.00398131-0.00369072j 0.00800778-0.000982062j -0.0029748-0.00230064j -0.0131997+0.00431057j 0.00897775+0.000221058j -0.00706431+0.00411805j 0.00473064-0.00309739j -0.0101594-0.000454902j 0.00109773+0.000192822j -0.00236823+0.00185062j 0.00634495-0.00279732j 0.000256328+0.0018459j -0.00154534-0.00104765j 0.00438236+0.00232204j -0.00202499+0.000868259j -0.00942202+0.00231027j 0.00727288-0.00126481j -0.000513072-0.000678491j 0.000489128-0.000620739j -0.00135721+0.00384458j 0.00191669-0.000514174j -0.0046263+0.00118637j 0.000588759+0.00130855j -0.00753701+0.00309015j 0.000859253-0.000241951j 0.00803732-0.00332391j -0.0110413+0.0019907j -0.000484274+0.00126545j 0.00762291-0.0026984j -0.00582003-0.000600075j 0.00736407-0.004935j -0.00316524-0.00401544j -0.0030137-0.00220421j -0.0101109+0.00183206j 0.00234829-0.00260739j 0.000435841-0.0032556j 0.00735291-0.00146385j -0.00936586+0.000977696j -0.00639257+0.00715464j 0.00629138-0.000460877j 0.00609451-0.00153019j -0.00300292+0.000988626j -0.00243795+4.77415e-05j 0.00331189-0.000122182j -0.00683136+0.000563431j 0.00549229-0.00360685j 0.00915585-0.00410462j 0.00463484+0.000522674j 0.000909854-0.00196935j 0.00434745+0.00482892j -0.00306172+0.00161521j 0.006245+0.00313369j 0.0101189+0.00196322j 0.00775906+0.00165567j 0.00182634+0.00254965j -0.00413858-0.000613632j 0.000827134+0.00399296j -0.00569777-0.00343409j 0.000968169+0.00365286j 0.00537428+0.00141035j 0.00985333+0.00251412j -0.0060985-0.00460776j 5.51288e-05+0.00475421j 0.00130798-0.00107209j -0.00441736+0.00285868j 0.00345872+0.00151346j -0.000987327+0.00619269j -0.0143864-0.00883787j 0.0052197-0.00175654j -0.00938258-0.00802143j 
-0.000288258+0.00105669j -0.00135293+0.000979943j 0.000120799-0.00142829j -0.000748487+0.00149036j -0.000443962-0.00114414j -0.00205649+0.000611898j -0.000310302-0.00220536j 0.00104891-0.00144031j -0.000634286+0.00240701j -0.00370052+0.00300259j -0.00361015+0.00221476j -0.00141809+0.000730777j -0.000147572-0.00208823j 0.00206076-0.00168681j 0.00136481+0.0016701j -0.00463366+0.00686964j 0.00368679-0.000501192j -0.0051782+0.00212419j -0.00135876+0.000468262j -0.000123208-7.09122e-05j -0.00658692+0.00436449j -0.000464477+0.000934242j -0.00527479+0.00176233j 0.00563262-0.000553539j -0.0046883+0.0030912j -0.00294173-0.00198248j -0.000249149-0.000719104j 0.00913125-0.00675354j -0.000882104+0.00273438j -0.000484877+0.00127796j -0.0012685+0.00268444j 0.00368609+0.00144118j 0.0099152-0.00781939j 0.00128958-0.00356776j -0.00175895+0.00172721j -0.00067665+0.00891743j -0.0071323+0.000224459j -0.0110403+0.00827942j -0.00676299+0.00602073j -0.00102156+0.00522659j -0.000573578-0.00180638j 0.0033925-0.00975691j -0.00978549-0.00245322j 0.011368-0.00257428j -0.00370861-0.00301105j -0.0046984+0.00463367j -0.00399279+0.00322792j 0.000459232+0.000854273j -0.00527695-0.00158718j 0.00453047+0.00214999j 0.0134282+0.00101126j 0.00707819-0.00163631j 5.28059e-06+0.000996659j 0.0078877+0.000211775j 0.0023717+0.000718627j -0.00235257-0.000408719j -0.00743147-0.00297117j -0.00364975+0.00095759j -0.0020764+0.00237551j 0.00333508+0.00197224j -0.00413502+0.000796933j 0.00130694-0.00115884j -0.000657848-0.000720029j 0.00175496-0.000401115j -0.000480088-0.000123373j -0.00227584+0.000769414j 0.00133403-0.00103963j 0.00173364+0.000581997j -0.000129469-0.000880179j -0.0011106-0.000863875j 
0.00262481-0.00119032j -0.000387591-6.53737e-05j 0.000813789-3.63071e-05j -0.000447585-6.8722e-06j -0.00157058+0.00219409j -0.00413713+0.00227687j -0.00168202+0.00280339j -0.000246262+0.000267298j 0.000709103+0.000347778j -0.00256178+0.00421259j 0.00146666+0.00276326j 0.000452088+0.00289833j 0.00248128-0.000263679j 0.00277265-0.00130859j -0.00479391+0.00411003j 0.000444541+0.00264457j -0.00185934+0.00187001j 0.00112579-0.00208979j -0.00449664+0.00161646j -0.00248381+0.00637505j -0.000225919-0.00301006j -0.00159568+0.00148999j -0.00191519+0.00241134j 0.00425726+0.000970384j -0.000937211-0.000583965j -0.00595674+0.00490835j -5.81103e-05+0.000218281j -0.00714919+0.000496673j 0.00610976+0.00160061j 0.00731099-0.000688906j 0.00685628-0.00469138j 0.0162997-0.00219718j -0.00263524+0.00301426j -0.0107608-0.000819047j 6.38681e-06+0.0027922j -0.00394582+0.00105972j 0.0050531+0.00180291j -0.00485153-0.0020445j 0.0269529-0.00805302j -0.0120842-0.00538452j 0.00594457-0.00463488j -0.00767744+0.00177703j -0.00262445+0.00394629j 0.0018823+0.00251531j -0.00689157+0.00139607j 0.0130172+0.00129298j -0.00822374-0.00217478j 0.00856438+0.00492833j -0.00709573+0.00523573j -0.00207308-0.000351955j -0.000719006+0.00836638j -0.00597129+0.000475385j -0.00463688+0.00303426j -0.00556811+0.00108034j 0.00126953-0.00330338j -0.00848517+0.00512807j -0.00290972+0.00290701j -0.00251881-0.00468415j 0.00430331+0.00288426j 0.00163346-0.0011912j -0.00283687+0.0016433j 1.14477e-05-0.00339301j -0.00141769-0.000614351j -0.00355207-0.00179006j 0.00194462+0.00118974j 0.00170185-0.000294614j -9.4732e-05-0.00111658j 0.000542928+0.000701317j -0.00125786-0.00201087j 0.000764159+0.001021j 
-1.17828e-05+0.000779371j -0.00166862-0.000838136j -0.00251206-0.00111083j 0.00192899+0.00110666j 0.00298643+2.45333e-05j 0.00118095+9.2043e-05j 0.000237044-0.00243707j -0.000862432-0.000477026j 0.00362034+0.00336495j -0.000870472+0.000946145j 0.00437657+0.00361219j 0.00214662+0.00143977j 0.00184461+0.000991255j -0.000458779-0.00154121j -0.00241437-0.00382016j -0.00537816-0.00360139j 0.00282101+0.00124667j 0.000245673+8.25494e-05j -0.00112467+0.000332814j 0.00270317-0.00148825j -0.00200012-0.000449329j 0.00265257+0.000914164j -0.00077908-0.000683244j 0.00213319+0.00148774j -0.00142158-0.00185936j 0.00488378-0.00142891j -0.00352083-0.00419843j 0.000943903-0.00107453j 0.00202285+0.00303638j -0.00373538-0.00108137j -0.00441143-0.000723139j 0.000542557+0.00444613j -0.00577838-0.00710422j -0.0065457-0.011484j 0.00734875+0.0106209j -0.0021422+0.00579527j 0.000284952+0.00712039j 0.00396002+0.00476275j -0.00398981+0.00875736j -0.00879814-0.00660547j -0.000358358+0.00133811j 0.00310483+0.00194857j -7.91539e-05-0.000880327j -0.00532653-0.00711356j 0.00721038+0.00469198j -0.000255076+0.00977668j -0.00456322-0.00498474j 0.00733951+0.0169952j 7.20062e-05+0.00407501j 0.00109465+0.00344828j 0.00759946+0.0128906j -0.00115906-0.00889653j 0.000926071-0.00330661j 0.00210537-0.00489988j -0.00228275-0.00645843j 0.000770918+0.000106269j 0.00238597+0.00206471j -0.000438054-0.00444824j -0.00160161+0.000105742j -0.00154488-0.0101099j -0.00226898-0.0031034j 0.00112954-0.00343832j 0.0014592-0.00120337j 0.00162347+0.000525055j -8.48985e-05-0.00482017j -0.00335035-0.00393686j -0.000923397-0.00609469j 0.00048791-0.00253292j 0.000423322-0.0021964j -0.000680102-0.00184308j 
0.00143292+0.00193616j -0.000530847-0.00164747j -0.00187059-0.000161571j -0.000500838-0.000246253j 0.00267744-0.00250651j -0.00188791-0.00377722j 5.15159e-05-0.00422105j 3.98348e-05+0.000897804j 0.00249304+0.00231417j 0.000536879+0.00215823j -0.00170588-0.00126679j 0.00595151+0.00075299j 0.00220962-0.00340421j 0.00220266+0.00192114j 0.000970315+0.00115773j 0.00190893+0.0014529j 0.00190299+0.00174578j 0.000859726+0.000857078j -7.51738e-05+0.00221077j 0.00955846+0.00096898j -0.000949809+0.00104473j 0.00782188+0.00299741j -0.000755379-0.00205691j 0.00239645+0.00429053j -0.00296855-0.00418072j -0.00407044-0.00804169j 0.00222975-0.00229056j -0.00244356-0.00290955j -0.00260224+0.00570612j -0.000326584+0.00273486j 0.000414778-0.00156644j 0.00275167+0.00638241j 0.00612628+0.00768512j -0.000543103-0.00373864j -0.0051826-0.00510725j 0.00199889-0.00449844j -0.00225067+0.00298605j 0.000445116+0.00567658j -0.00225664+0.00366622j -0.00100658-0.00346528j -0.00163002-0.0074938j -0.00188887-0.0149155j -0.00239924-0.00252813j 0.00691112+0.00802706j -0.00376341-0.00358771j -0.000859885+0.00872699j -0.00295374-0.00445885j 0.00359+0.00281666j 0.00350302-0.000418333j -0.00286881+0.00250859j -0.00596188-0.00365725j 0.00036231-0.00865909j 0.000340497+0.00131302j 0.00618207+0.012626j 0.000686878-0.0094615j 0.000971538+0.00497411j -0.000962917-0.0018119j -0.00355906-0.00464536j -0.00406091+0.00403293j -0.001608+0.00630731j -0.00166591+0.00568549j -0.00147297-0.00577187j -0.00031387-0.00265925j 0.00150498-0.000788564j 0.000294705+0.00523488j -0.00354704-0.00106166j 8.98359e-05-0.00524972j -0.000342083+4.97768e-06j 0.00092773-0.0029689j 0.000437549+0.00122803j 
6.42494e-05+0.00280682j -0.000155991+0.00106416j -0.000116345+0.00115341j -0.00061478+0.000408437j 8.47842e-05-0.00158599j 0.000313944+0.00134888j 0.000268678+0.000782481j 9.7008e-05-0.00258509j 0.00114335+0.00195237j -0.00357778-0.00195811j 0.00111633+0.00787774j -0.00176336+0.00204321j 0.00121697+0.000378753j -0.00176625-0.00385274j -0.000761025-0.00616982j -0.000795147+0.00290868j 0.00268685+0.000569511j 0.0013334+0.0116832j 0.00492099+0.00426056j 0.0050552+0.00123957j -0.000520756-0.000482771j 0.00100318+0.000339108j 0.000693586+0.0083658j 0.00108937-0.000589532j -0.000354923-0.00249865j 0.00490454+0.0089246j 0.00278179+0.00572987j -0.000239477-0.00839344j -9.33299e-05+0.00468621j -0.000899081+0.000869912j 0.00246931+0.0129534j 0.0032351+0.00570787j 0.00643222-0.00174208j 0.000558323+0.00243416j 0.00130978-0.00379818j 0.0114688+0.00322481j -0.00311512+0.0106889j 0.000292731-0.00395875j -0.00270986+0.00673188j -0.00401832-0.0036064j -0.00437072-0.00503558j 0.00137167+0.000639414j -0.00339916+0.00660174j 0.000229539-0.00195105j 0.000321687+0.00882211j -0.00340644-0.00368561j 0.00308442-0.00721248j 0.00258817-0.00165847j -5.29499e-05+0.00386694j 0.00386637-0.00722473j 0.0083884-0.0105679j -0.00177003+0.00298018j 0.00477391-0.00349708j -0.00149644+0.00874277j -0.000422282+0.00271112j 0.0014266+0.00266042j -0.00517496+0.00458044j -0.00294792-0.00043942j -0.00495135+0.00708261j 0.00475687-0.00364286j 0.000353871-0.00643446j 0.000873885+0.000158364j -0.0010594+0.00126256j 0.00241127-0.000473679j 0.00161546-0.0023092j -0.000532791-0.000891712j 4.44545e-06-0.000166735j 0.000557902-1.68647e-05j 0.000993937-0.00125064j -0.00212593+0.000895132j 
0.000782952-0.00138124j -0.000990445-0.00177186j -0.000658192-0.00140611j 0.00208853+0.000696578j 0.000646572+0.00246524j -7.35421e-05-0.000797882j -0.000283989-0.00125849j -0.00180019+0.00173977j 0.000283756+0.00157711j 0.000572994-0.00235977j 0.00367582-0.00181893j 0.00182843-0.00307806j 4.83061e-05+0.00179547j -0.000140704+0.00424911j -0.00193228-0.00502491j -0.003544-0.00262502j 0.00553694-0.000780688j 0.00209652-0.00274552j 0.00120689+0.00425218j -0.00556516+0.01038j -0.00778395+0.00409221j -0.00435556+0.00132027j -0.00325391+0.00199805j -0.0056456+0.00597372j -0.00139921-0.00187347j -0.00345997+0.00627451j -0.00352188+0.00257897j -0.000963827+0.00203475j -0.00273957-0.00432029j -0.00496497-0.00628553j -0.00344042+0.00605767j -0.0105246+0.00371107j 0.0082722+0.00742294j 0.0155743+0.000710759j -0.00263468+0.000572669j -0.00330714-0.00439216j -0.00582319-0.00343316j -0.0111452-0.00130639j -0.0138093-0.00562301j 0.00718699-0.00611358j -0.000817781-0.00456211j 0.0104178+0.00368163j 0.00427548-0.00367482j 0.00764798+0.00268975j -0.00876047+0.00211346j -0.00947054-0.00453218j -0.00238309-0.0024841j -0.00768331-0.000960195j -0.00345869+0.00202501j 0.000995602-0.00183162j 0.00692811+0.00578271j -0.000202718+0.00266193j -0.00842699+0.00258517j -0.000737771+0.00991437j 0.00341421+0.00421753j 0.00642848-0.00242444j 0.00076442+0.00144478j 0.00219863-0.00141463j -9.63421e-05-0.00155785j -0.0036555-0.00112343j 0.00203687-0.00339943j 0.000739643+0.0017044j 0.00120723-0.000717721j -0.00133115-0.000152245j -0.00110813-0.00305443j -0.000996013-0.00248139j -3.07355e-05-0.00305632j -0.000127734-0.00133881j -0.000249811-0.00167534j 0.00100906-0.00190872j 
-0.000916323-0.000638249j -0.00170842-0.000134j -0.000405174-0.000732326j 0.000997497+0.00135766j 0.000477378-0.000225928j 0.000144348+0.000169195j 0.000483349-0.000310216j 0.000414939-0.00047481j 0.000764329-0.000765701j -0.00196001+0.00229421j 0.000711107-0.000795993j -0.00209725+0.00143832j -0.000802085+0.000508243j 0.00238657-0.000819462j -0.00102921+0.00441748j -0.00468996-0.00307099j 0.00120818+0.0062501j -0.000274003-0.00506771j -0.000407089-0.00208691j 0.00532656-0.00517076j -0.0009515-0.00690312j 0.000776333-0.00120599j 0.00112106-0.00620443j 0.00422113-0.00386265j -0.00340423-0.000946854j 0.0101231-0.00859427j 0.00257769-0.00131598j 0.00856255+0.00788578j 0.000471337-0.00577379j -0.000397297-0.00260864j 0.00388687-0.0093367j 0.00305192-0.0102424j 0.00416759+0.00608458j -0.00323891+0.0120492j -2.55498e-05-0.00158723j -0.00501724+0.00356428j 0.00369586-0.013425j -0.00514442-0.00900438j -0.00230394-0.0203125j -0.0108601+0.00754965j -0.00104902-0.000931889j 0.00373988+0.00754468j -0.00197244-0.00776708j -0.00192573+0.00932521j 0.0123888-0.00476546j -0.00453783-0.0107746j -0.00620694+0.00507214j 0.00444751-0.00659089j 0.000461952-0.00168284j -0.00442346+0.00362248j -0.00317354+0.0104634j 0.00313271+0.00822032j 0.00316477+0.00174252j 0.00335767+0.00637488j -0.00188239+0.00233623j -0.00272948+0.00244344j 0.00213213-0.00348873j 0.00165328+0.00155584j 0.00263042-0.00349903j -0.000297122-2.56343e-05j -0.00273487-0.00104539j -3.7122e-05+0.00203097j 0.00104589-0.000680913j 0.000597796+0.00055861j -0.00104293-0.00237277j -0.000877409-0.00148244j -0.000557526-0.00116999j 0.000663414-0.0005375j -0.000407155-0.000635657j -0.000455212-0.00220543j 
-0.000640028+0.0026066j 0.000416938-0.00130096j 0.000706643+0.00248462j -0.00300843+0.00210768j -0.000677185-0.00692537j 0.000890494-0.00388199j -0.000613983-0.0011044j 0.000531415-0.000668917j 0.00111622-0.00390254j -0.00431155-0.00313079j -0.00311376-0.00133314j -0.000318218-0.00312054j 0.00411004-0.00595691j -0.00323977+0.00299984j -0.00663628+0.00124805j -0.00545408-0.000209695j 0.00175894-0.00334969j -0.00265073+0.00276442j 0.00351336-0.0105116j -0.00250892-0.00311184j 0.00378549-0.00734596j -0.000816656-0.00246235j -0.000236003-0.00653081j -0.000859692+0.00217543j -0.00265792-0.00359635j -0.0057426-0.000228064j -0.001472+0.00252448j -0.000659549+0.00589936j -0.00668422+0.0112595j -0.00697046+0.0105547j 0.00181202+0.00105529j 0.00799955+0.00872654j 0.0117377-0.00372003j 0.00195942-0.00743808j 0.000312762+0.0020372j -0.00796786-0.00713466j -0.000753542+0.00316584j 0.00471783-0.0123225j 0.00422692+0.0102101j -0.00211751-0.00232968j -0.00195754+0.0067477j 0.00219975+0.00117716j 0.00372234-0.00326083j -0.00445955+0.00723357j 4.20436e-05-0.0039485j 0.000957022+0.00453786j 0.00520749-0.00597844j -0.00528273+0.00258074j 0.000813928-0.00833637j 0.000551576+0.000268046j -0.00407799+0.00767681j -0.00627158+0.00390121j 0.00010974-0.00563149j 0.00286416-0.00270701j -0.000662805+0.00114933j -0.0024755-0.00566915j 0.00344192-0.00505309j -0.00557215-0.00155018j -0.00343741+0.00364941j -0.00195074+0.00327215j -0.00279803-0.00296541j -0.0036449+0.00148373j -7.55994e-05-0.000135957j 0.0050027-0.00230346j 2.63753e-05-0.000168875j -0.00124448+0.00205364j -0.000583634+0.00304549j -0.000574633+0.00201427j 0.00244027-0.000557923j -5.74133e-05+0.000621701j 
-0.00149873-0.000269862j -0.000252539+0.000776855j 0.000794356+0.00239462j -0.0023418-0.00190144j -5.24882e-05-0.00164289j 0.0017014+0.000142443j 0.000429865+0.00398105j 0.00202262+0.00104353j 0.00278233-0.00343771j 0.0030848+0.00108374j 0.000303465-0.000770554j 0.00118562-0.000167982j -0.00248101-0.00877659j -0.00465532-0.00430794j 0.00288517+0.0125296j 0.00156145+0.00624161j 0.00326438-0.00506368j -0.00279959+0.00300181j 0.00554356+0.00295623j 0.00621507-0.00153876j -0.00293413-0.00888094j -0.00127129+0.00521335j 0.00629834+0.00070345j 0.00139873+0.00207754j -0.00037969-0.000322874j 0.00426996+0.0133718j 0.00191604-0.000189264j 0.000708994+0.00890595j 0.00171771+0.00506021j -0.00459633+0.00557192j -0.00390811-0.0127408j 0.00283167-0.0161073j 0.00622915-0.00461304j -0.001121-0.00837555j 0.00181728-0.000287429j 0.000814125-0.00104978j 4.1919e-05+0.00900167j 0.00854167+0.0034504j -0.00399201-0.0147494j -0.00400931+0.0127038j -0.00573766-0.00454535j -0.000331171-0.00509719j -0.000913209+0.00961835j 0.00092133-0.00019208j -0.00155249+0.0140914j -0.000947124+0.000675874j 0.00164931-0.00251082j -0.00504845+0.00053779j 0.00190138+0.00585787j -0.0034215+0.00836732j 0.00491192-0.000968984j -0.0052544+0.00256592j 0.00340029+0.00228793j 0.00380529+0.00424952j 0.000935817-0.00595681j -0.00214579+0.0127781j 0.00422509-0.00369465j -0.0020842+0.00956343j 0.00145889+0.000529265j 0.00023239-0.00128147j -0.00187861+0.00137703j -0.00264696-0.00328921j -0.00165338+0.00173562j -0.000400241+0.00372153j -0.00136433-3.90512e-06j 0.000690338+0.00186763j -0.00238675+0.00166934j -0.000888934+0.00232868j -0.000275527+0.000617208j -0.00133511-2.02173e-06j 
-0.00122487+0.00178228j -0.00125123-0.00030919j -0.00409333-0.0038264j 0.000861669+0.00696649j 0.00157824-0.000812976j 0.00185389-0.00124898j -0.00386597-0.0030754j -0.00210955-0.00192688j 0.00573769+0.00224527j 0.00175091+0.00394116j 0.000559086+0.000310144j 0.000578249+0.00195039j -0.00074335-0.00135887j -0.000263163+0.00573783j -0.000978191-0.00251326j 0.00327029-9.26548e-05j 0.00429064-0.00091388j -0.00470059+0.00523609j 0.00559609-0.00166925j 0.00196781+0.00527792j 0.00798154+0.00906323j 0.00174259+0.00398463j 0.00165908-0.00491961j 0.00248211-0.0120874j -0.00166518+0.00381645j -0.000249784+0.000335635j -0.00613083+0.00572226j -0.00374668-0.000757366j -0.00844825-0.00624223j -0.0107456-0.000978419j 0.00410763+0.00108791j 0.00305859-0.00626401j 0.00921378-0.00537622j -0.00068099+0.00707092j 0.000981315-0.000679928j -0.000119941-0.000827505j 0.000480715-0.00701665j 0.0107543+0.00628559j -0.00451803-0.00546585j 0.00535183-0.00161895j -0.0109968+0.000959146j -0.00980386+0.00503076j 0.00288351-0.00089892j -0.00514574-0.00669746j -0.000473344+0.000579466j -0.000742588-0.00346484j 0.00196975+0.0116988j -0.000602317-0.00387052j -0.000576296+0.00423128j 0.00714493-0.00720653j 0.00196962-0.00598838j -0.00583228-0.00403115j 0.00502876+0.00573636j 0.00481041+0.000184536j 0.00120841-0.00118025j 0.00126503-0.00227266j 0.00141019+0.00569049j 0.000359584+0.00155042j 0.000238572-0.00218252j -0.000662533+0.00108828j -0.000773879+0.0042583j -0.00550017+0.00139425j 0.00232508-0.001906j 0.00362471-0.00256264j -0.00220604-0.000961692j 0.00170828+0.00139616j 0.000244654-0.00681446j 0.00401198-0.00396352j 0.000962846-0.000463828j -0.00101317-0.0024173j 
0.000741319-0.000819696j -0.00211691-0.000383787j 0.000896106+0.0024685j -0.00124012-0.00329211j -0.000818856-0.00283734j -0.000528505+0.000138298j -0.00474792-0.00200259j 0.000426099-0.000133256j 0.00344651+0.000998731j 0.00069997-0.00305485j 0.00201681+0.0032417j -0.00430784-0.00411248j -0.004765+0.00256101j -0.00506495-0.00431383j 0.000561198-0.0075135j -0.00150448+2.21465e-05j 0.00284879+0.00505785j 0.000969367-0.00602047j 0.00855606+0.000202718j -0.00527995-0.00626294j 0.000609238-0.000309926j -0.0017486-0.00874587j 0.00605943+0.00473129j 0.00668088+0.00759171j 0.00170311-0.00855847j 0.00101183-0.00387562j -0.00336305-0.00455254j -0.0054037-0.00207714j 0.000302598+0.00188733j -0.00146472-0.00643531j 0.00169103+0.00602961j -0.00138311+0.0172838j 0.00757083+0.010197j -0.00141261-0.00627186j 7.89458e-05-0.00277417j 0.00703947-0.00905517j 0.00291941+0.0111977j 0.0085753+0.00221631j -0.00366535+0.0137333j -0.00194279-0.00351766j -0.00601033-0.00943559j -0.00523728-0.0112997j 0.00169763+0.00371823j -0.003519-0.000512128j 0.00786588-0.0005901j -0.00125259+0.00391052j -0.00185065-0.00449146j 0.00152221-0.0044104j 0.000553342-0.00362277j 0.00488988+0.00467895j -0.00347751+0.00364713j -0.00359581-0.00921187j 0.00225891+0.00128158j 0.00104963+0.00441761j -0.00373987+0.00147391j 0.00602609-0.00109182j 0.00332994+0.003184j 0.00403633+0.00439543j -0.000251238+0.00410582j 0.00301152-0.00191122j 0.00283261-0.00504376j -0.000554519-0.00361962j -2.91977e-05+0.000442522j 0.000946537-0.00133662j -0.00101432-0.00386887j -0.000773452+0.00684954j -0.00251573-0.000965971j -0.00130967+0.00296624j -0.000402215-0.00163567j -0.00053537-0.00194952j 
-0.000189925+0.00229185j 3.98344e-05-0.000528287j -0.000287389-0.000172281j -0.000765183+0.000301431j -0.00119402+0.00130944j 0.000623876-0.00271353j -0.00178107-0.000234036j -0.00111991-0.000666954j 0.000262456+0.00263099j 0.00271195-0.00307366j 0.00120007+0.000651604j 0.00128379+0.002222j 0.000377624-0.000871293j -0.00383753-0.00462435j 0.00237524+0.000233146j -0.00195551-0.00272835j 0.00393596-0.00669026j -0.00200394+0.000221706j -0.000525798+0.00968379j -0.00410402-0.0117602j -0.00444926-0.00303781j -0.000432863-0.00320132j -0.00242589-0.00558778j -0.0054999-0.00174127j -0.00508589+0.0096218j -0.0116718-0.00443705j -0.00196808-0.0107138j 0.000241916-0.00858013j 0.00507736-0.00739201j -0.00161483+0.000116462j -0.00984649-0.00494972j 0.00266827-0.0159926j -0.00479637+0.0125794j 0.00371277+0.0116485j 8.05872e-05+0.00133455j 0.00694948+0.000919277j -0.000867683-0.00889884j 0.00715302-0.00617559j -0.00333382-0.00562085j 0.00435585+0.00690994j -0.00190177+0.000533201j -0.000314531+0.00294763j -0.0078008+0.00900981j 0.00158197+0.000502301j -0.00857249-0.00687057j -0.00422563+0.0022979j 0.00331013+0.00140168j -0.00111901-0.00667981j -0.00042319-0.00186824j -0.000283832+0.00792877j 0.00409472+0.004586j -0.000866755-0.00393036j 1.7054e-05-0.00456716j 0.00159206-0.00471476j -0.00576996+0.00400073j 0.0031364+0.00374216j -0.0014976+0.000435774j 0.000192724+0.000322094j -0.00240028-0.000113044j -0.000750439-0.00134351j 0.00282742+0.000574557j -0.00070231-0.00159276j -0.000465239-0.000133307j 4.76081e-05-0.000422681j -0.000211636-0.000823295j -4.45427e-05+0.0015126j 0.000837618-0.0012745j 6.13031e-05+6.69507e-05j 0.00162041-0.000634218j -0.00106997+7.48792e-05j 
-0.00106752-0.00175256j -0.000280222+0.00167244j -0.000170622+0.00155925j -0.00023608-0.00304443j 0.000669503-0.0026046j -0.000895473+0.00286189j -0.00137646+0.000344197j 0.00154956+0.000474326j 0.000682982-0.00181051j 0.00287606+0.00363107j -0.00328706+0.00128729j 0.000515698-0.00139891j -0.00253292-0.00200237j -0.000966723-0.00226071j 0.00752799+0.00348085j -0.00337309+0.00488001j 0.00142332+0.0086066j -0.00903384-0.00161818j 0.000342654-0.00170605j -0.00727427+0.00401709j -0.00190664-0.00302397j -0.00366867-0.00206462j -0.00768308+0.000487113j 0.00125734-0.00288594j 0.00952027-0.00407469j -0.00922143-0.00185416j -0.00742684+0.00186321j 0.004445+0.00289332j -0.00946617+0.00402387j 0.000742663-0.00381972j -0.0089421-0.00704905j -0.0148151+0.00266033j 0.010869-0.00146881j 0.00686263-0.00317385j 0.00297165+0.000596511j -0.00190419+0.00456294j -0.0159676+0.00108068j -0.00666051+0.00686814j -0.012743-0.0047674j 0.00447787+0.0079072j 0.00432337-0.00625188j 0.00247774-0.00463192j -0.001476+3.03564e-06j 0.0039446+0.00270463j -0.00383843-0.00581877j 0.000341311-0.00168744j 0.00656076+0.00508575j -0.00397364-0.00258162j -0.00451046-0.000882059j 0.0080303+0.00549128j 0.00610625+0.00999949j 0.00107056-0.00461526j 0.00229954+0.00174369j -0.00536667-0.00100015j 0.00331495-0.00243061j -0.00098859+0.00708103j -0.000706532-0.00449722j -0.00041037+0.00275388j -0.00205202-0.00317155j 0.00359716+0.00151003j 0.00110728+0.00296428j -6.8423e-05-0.00180848j -0.00197153-0.000896814j -0.000128812+0.00150488j 0.000285383+0.00090963j -0.000470975+0.00278518j -0.00191927+0.000952495j -0.000732395+0.00147518j -0.000852684+0.00162447j -0.000844286-0.00132197j 
0.00185965+0.00126957j 0.00163763+0.00152835j -0.000212632-0.000538125j 0.000701547+6.60618e-05j 0.000864897-0.000153616j 0.0016907+0.00128502j 0.00235313+0.000697786j -0.00152762-0.000769308j 0.000164613+0.000552928j 0.00131606+0.00609063j 0.00558379+0.00194755j 0.00626994+0.00869105j 0.00360365-0.00026606j -0.00503323-0.00334434j 0.00172327-0.00391095j 0.00267673+0.00181955j 0.0014684+0.00897746j 0.00590033+0.0052847j -0.00190642-0.00179766j -0.0063819-0.0111958j -0.00297774-0.00577209j 0.00195437-0.00168018j 0.00237034+0.0025051j -0.00513815-0.00815478j 0.00318325-0.00256104j -0.00128912-0.00743373j -0.00108737-0.000549937j -0.00431242-0.0075444j -0.00083058-0.00161984j 0.00464698-0.00520731j 0.00238972-0.00289167j -0.004389-0.0088583j -0.00254363-0.004517j 0.00456522+0.0116689j 0.000513285-0.00553368j 0.0126767-0.00160177j -0.00109648+0.00212251j -0.00808368+0.000551835j 0.00186768-0.00719181j -0.000360268+0.0124926j 0.000994225+0.00129612j 0.00129031+0.00621857j -0.000269419+0.00889998j -0.00208465+0.00456395j 0.00274386-0.00792615j 0.000336907-0.00253475j -0.000677553+0.000166884j 0.000937511-0.0080653j 0.00231617+0.00139334j 0.000163296-0.00198716j -0.00535342-0.000505184j 0.00412778-0.00468089j 0.00093105-0.0116503j -0.00184746+0.000873276j 0.000766284+0.00159476j 5.69905e-05+0.00566877j -0.000181802+0.00421695j -0.00172735-0.000870047j 0.00076074+0.00125469j -0.000560355-0.00775127j -0.00339262+0.00264311j 0.00206156-0.00187744j 0.000558242+0.00213879j 0.000868471-0.000444241j 0.000737755-0.000931673j -0.000496568-0.00297969j 0.000874934-0.000524118j 0.000189946-0.00216128j -0.000431006-0.000318865j -0.000102323+0.00333486j 
