0.0120569-0.00249013j 0.0029254+0.0118329j -0.00164446-0.0116746j 0.00774389-0.00140367j -0.00242211+0.000174124j -0.0047272-0.00252824j -0.00657772+0.00543067j 0.00142028-0.00230801j -0.00195318-0.000594355j 0.0011627-6.24492e-05j -0.00215447+0.00111921j -0.0010323+0.00239958j 0.00164972+0.00253392j -0.00184947-0.00796424j 0.00458661+0.0113521j 0.0071664-0.00568889j -0.00314486+0.00329322j 0.0109914+0.00438333j 0.00570384+0.00724812j -0.00408027+0.00249396j -0.00448772+0.00419265j -0.00841814+0.00317322j 0.00137426+0.000814857j 0.000889213-0.000488109j 0.00428677+0.00217836j -0.00203838-0.00530441j -0.00584158-0.000715459j 0.00974232+0.00353784j 0.000806784-0.00358255j 0.00136531+0.00630678j 0.00809107+0.00897078j 0.00502814+0.00221958j 0.00547881-0.00400842j 0.000956482-0.00403129j -0.00310052+0.0114792j -0.00428557-0.000700172j 0.00410811-0.0109259j -0.00516882-0.0035103j -0.00594526-0.00267296j -0.00516729+0.00264065j -0.00655698+0.00516829j -0.00103005-0.00726049j -0.00856175+0.000870803j -0.00835074+0.00749061j -0.00166581+0.00830825j -0.00684019-0.00858167j 0.00369113-0.00191952j -0.00475755-0.000971914j -0.0120373+0.00637808j -0.0127344+0.00550613j 0.000811397+0.000742909j 0.00134534-0.00209278j 0.000914708-0.00103046j 0.000934028-0.00751113j 0.0034466+0.0117844j 0.00446731+0.00142681j 0.00273744-0.00416631j 0.00669242+0.00658366j 0.000586476+0.000685625j 0.000829755-0.000737839j 0.00314032-0.00422883j 0.00257724+0.000547453j 0.0012981+0.00577899j 0.00128515-0.000720493j -0.00434043-0.00114606j -0.0124708-0.012343j -0.0113549+0.0100384j -0.0327675+0.00131771j 0.00177105+0.0310235j 
8.16121e-06-9.10543e-05j 0.00133399+0.00103354j 0.00533058-0.00144886j 0.00440542-0.00111581j 0.00461186+0.00227517j 0.000866348-0.00276411j 0.0034797+0.000764797j -0.00375751-0.00658302j 0.00214755-0.000821569j -0.00576663+0.00648344j -0.00255106-0.0014858j -0.00222396-0.0043074j 0.00116247+0.00322813j -0.00153954-0.00154875j 0.00639513+0.00932881j -0.00047161+0.00417759j 0.00788025+0.00393601j 0.000454381-0.00551369j -0.000552937+0.00110995j -0.00295406-0.000236006j 0.0011063-0.00589075j 0.00275322+0.00148212j 0.000924906-0.00704678j 0.00576561+0.00489357j -0.00121423+0.00284087j -5.87445e-05-0.000170759j -0.00368516-0.00570134j -0.000175209+0.00340217j 0.00153962+0.00567582j -0.00260925+3.231e-05j 0.00298129-0.000195697j -0.00621551-0.00322832j -0.00791627-0.00124013j -0.00595428-0.00360021j -0.00394805-0.00477555j 0.0011875+0.0140565j -0.000843249+0.000362773j 0.00197547-0.00206427j -0.00151032+0.00916752j 0.000520254+0.000471049j -0.00379255+0.00677846j -0.00176763+0.00828315j 0.00186295-0.00544896j 0.00576036-0.00274427j -0.00484369+0.00969614j -0.00172734-0.00233053j -0.00494792+0.00989335j 0.0019288+0.00407303j 0.000352262-0.00410717j 0.00251175-0.002806j -0.0101639-0.0297143j -0.0105838-0.00856556j 0.0110178+0.000468909j 0.00179635+0.00547929j -0.00110092-0.00967453j 0.00132352+0.00880547j -0.00347142-0.00530912j -0.00710865+0.0166824j -0.000707809-0.00560875j 0.00668956-0.00441371j 0.00184737-0.00787017j -0.00490434+0.000995301j -0.00199677+0.00443513j 0.000292438-0.0047827j -0.000977929+0.00636203j -6.52773e-05-0.000296943j 0.00110556-0.000338879j 0.00181883+0.000666506j 0.00297947-0.000471107j 
-0.000610891+0.00333571j -0.00242808-8.64922e-05j 0.000579525+0.00379409j -5.65395e-05-0.00224794j 0.00659354-0.000671141j 0.00239384+0.0115047j -0.00230865+0.00552182j -0.00126357+0.00731561j -0.0029947-0.000819851j 0.00116113+0.00701777j -0.0123531+0.00658613j 0.002531+0.000628418j 0.00666493+0.0103442j 0.010905-0.00238065j -0.00433005+0.00662092j 0.000283471+0.00319599j 0.000628142+0.0026051j -0.00484745+0.00440593j -0.00239698+0.00707537j -0.00215025+0.00441484j 0.00108167+0.0190754j 0.00643074+0.00458612j -0.00411022+0.00255184j -0.00218007-0.000111488j -0.00351465-0.00847271j 0.00447229+0.00245076j -0.00459188-0.000994923j 0.00166744+0.00152645j 0.000872662-0.00296899j 0.00862397-0.0145539j -0.00618825+0.0037832j 0.00210943-0.00161564j -0.00440317+0.00474575j -0.00290649-0.00226276j 0.010638-0.00173683j 0.00353458+0.00181169j 0.00191309-0.00901637j 0.000140129-0.000817174j 0.00855949+0.00678642j -0.00631946+0.00261217j 0.00139926-0.00508455j 0.00079906+0.00304404j -0.00224418-0.00442015j -0.00087138-0.00157421j 0.00309826+0.00499162j 0.000867972+0.00373554j -0.00784554-0.012152j 0.00802358+0.00584627j -0.00581311-8.65687e-05j 0.000381859+0.00705257j -0.0228556-0.000654019j -0.000626357+0.00187129j 0.00418872+0.00098245j -0.00126888-0.00395131j -0.00459225+0.00410492j 0.00540404-0.0115157j -0.00737402+0.000661652j 0.00703796+0.00162568j 0.000457419-0.00133281j -0.00468278-0.00652544j -0.00345562-0.00380449j 0.00233922+0.000132374j 5.83578e-05-0.000799642j 0.00782399+0.00295618j -0.00382532+0.00513598j 0.00239604-0.000669055j 0.00178621+0.00323687j 0.00373388+0.000424368j 0.000812551-0.000285549j 
-0.000604699-0.00100033j 0.000345497+0.00257165j 0.00110024-0.000124531j 0.000228063-0.00504832j 0.00665881+0.000137997j 0.00534497+0.000883384j -0.000815854-0.00500457j 0.000913055+0.00577229j -0.00413216-0.00590737j -0.0096503+0.00285394j 0.00678958+0.00122603j 0.00606571-0.00165897j -0.013779-0.00329419j -0.0023749-0.00124456j 0.0101537+0.00606102j 0.00272359-0.00423154j -0.00451069-0.00951518j -0.000128736+0.00465394j -0.00289505-0.00170451j -0.00102939-0.00722916j -0.00736409+0.00283046j -0.00441461+0.00436081j 0.00712339-0.00376172j 0.00671088-0.000718344j 0.00280667+0.00604531j -0.00725264-0.00321883j -0.00442381+0.00186241j 0.00417355+0.00103486j 0.00172682-0.00148151j 0.00368033-0.0105928j -0.00913426+0.00425707j 0.00694949-0.00264567j 0.00660533+0.00557438j 0.00822365+0.0121659j -0.00889789+0.00145285j -0.00687363-0.000631015j -0.000968087-0.00745944j -0.00198097-0.00779539j -0.00447207-0.01288j 0.00925458+0.00100092j -0.00727968+0.000409695j -0.00311439-0.00451232j 0.00816531-0.00149716j 0.00023931-0.00355084j 0.0053542-0.001319j 0.00582166-0.00174208j -0.000206876+0.00376467j 0.00155754+0.00465138j -0.00151578+0.000381151j -0.0020685+0.000922492j -0.00746079+0.0128347j 0.0107009+0.00280083j 0.00165078-0.006471j -0.00166454-0.00934199j 0.00292732-0.0120073j -0.0015989+0.00449663j 0.00252105+0.0012641j -0.00124101-0.00370759j 0.00379213+0.00179511j -0.000438292+0.0026243j -0.000219284+0.00138004j -0.000618484-0.000472026j -0.00201654+0.00115144j -0.000317351-0.00722344j -0.00162274+0.000297473j -0.0034626-0.00264093j -0.000574821-0.000848482j -0.00526902-0.00134684j -0.0022814+0.00357244j 
-0.000442936-0.00160447j 0.00144813+0.00208019j -0.000638004-0.000919757j 0.00126904+0.000893813j 0.00434963-0.00366612j 0.00185247-0.00869588j -0.00629289-0.009395j -0.00845268-0.00340531j -0.00345692+0.00392705j 0.00304697+0.00298824j -0.0060052+0.00331129j -0.00276372-0.0119066j 0.00556767-0.00100353j -0.00926304-0.00175793j 0.0023864-0.00265527j 0.00575464+0.00507352j 0.00811922-0.00294771j 0.00882245-0.00339166j 0.00376387+9.96476e-05j 0.00364193+0.00424182j -0.00129208-0.0111015j 0.00343831-0.00431673j -0.00411005-0.00361194j -0.00579743-0.00649449j 0.000422363-0.00242443j 0.00234094+0.00367864j -0.00554567-0.00365069j 0.00613029-0.000989719j 0.00354684+0.0041052j 0.00229323-0.0102758j -0.0126121+0.00666657j 0.000152917-0.00231515j -0.00454211-0.00205973j -0.00581827+0.00265761j 0.00609053+0.00506338j 0.0120991+0.0128882j -0.00594777+0.00473999j -0.00566749-0.0034365j 0.0132072+0.00540984j -0.000768244-0.0081606j 0.00372959+0.000757069j -0.00584998-0.00248058j -0.00375188+0.00965673j -0.00295018-0.0025308j 0.00795747+0.00405123j 0.00261751+0.00219789j -0.00850208+0.000420913j 0.00557859-0.00726189j -0.00072819-0.00408053j 0.00636835+0.00129137j -0.0115857+0.0151236j -0.00525745-0.00296325j 0.00162797-0.00164593j 0.00154845+0.00454863j -0.00223365+0.000252634j 0.00314287+0.00111903j -0.00595928-0.00677398j 0.00441601-0.00103287j 0.00359621-0.000557593j -0.00467187-0.00253945j -0.00447284-0.000536538j -0.00339048+0.00127705j 0.00361558+0.00411147j -0.00618872+0.00117492j 0.00101716-0.00610983j 0.00132381-0.00248082j 0.00245805+0.0013584j -0.00211945+0.000819944j -0.000682885+0.00452549j 
-0.00271155+0.00150279j -0.00273209-0.0049179j 0.00426778+0.00191132j 0.00430591+0.000282221j -0.000214387+0.00198543j -0.00634655-0.0063546j 0.00371464+0.00508616j -0.00695477-0.00355987j 3.50641e-05+0.00165949j -0.00671447-0.000619142j 0.000451798-0.00211605j 0.0132305+0.00817261j 0.000907137+0.00244409j 0.00397852+0.00395473j -0.00636377-0.00687641j 0.00662829+0.0035317j 0.00119133-0.00142174j 0.0121863+0.0052745j -0.00696629-7.72969e-05j 0.000430208+0.000415701j -0.00212377+0.00544485j -0.00386064+0.00761049j 0.00721951+0.000167289j -0.00185459-0.00368672j 0.00930898+0.00393058j -0.00126898-0.00131411j 0.0002813+0.00416399j 0.00222932-0.00442161j -0.00776225-0.000669093j 0.00676491-0.0114726j 0.00575726+0.0127166j -0.00128727-0.00217214j -0.00295213-0.0055026j -0.00151773-0.0102797j 0.00443406+0.000767206j -0.0123133-0.00216234j 0.00129533-0.00134437j 0.00720237+0.0123207j -0.00504205+0.00512926j 0.00176804-0.00234607j -0.000630414+0.00489126j -0.00709353+0.000364174j -0.00193449-0.00844113j 0.00466462+0.00527848j -0.000804382+0.0048207j 0.00689941+0.00197674j -0.00936467-0.00450068j -0.00156149+0.00184923j 0.00472196-2.94659e-05j -0.00656469-0.00312598j 0.00985412+0.0163606j -0.00559178-0.00693531j 0.00469618+0.00052452j 0.00550279+0.00852721j 0.00133889+0.00352093j 0.00656473+0.0014064j -0.00041008+0.00733031j -0.00594157+0.00598094j 0.000475323-0.00539033j 0.00516921+0.000955643j 0.00318821-0.00247032j -0.00193455+0.00180203j -0.00293231-0.001219j 0.00122324+0.00519199j -0.00432996-5.26864e-05j -0.000125008+0.00110849j 0.000660706+0.00108704j 0.000552564+0.00203142j 0.00287016-0.00201202j 
0.000626557-0.00303521j -0.0102455+0.00182456j -0.00426999+0.00282763j 0.00508424+0.00222803j -0.00907522-0.00441953j -0.00198587+0.00365912j -0.00368987-0.00412317j -0.00222219+0.00287634j -0.00209248-4.92119e-05j -0.00808263-0.0109478j 0.00240935+0.00871069j 0.00184168-0.00414898j 0.00133665-0.00135613j -0.00685881-0.000716416j -0.0125466-0.00272918j 0.00892465-0.0100823j 0.00273857+0.00302668j 0.0145463+0.0103987j -0.0094594+0.00230671j 0.00180841-0.0034809j 0.00304549+0.00210081j 0.00838932-0.000151414j 0.00563452+0.00503456j -0.00788837-0.00554943j 0.00787872+0.00447071j -0.000155456+0.00233372j 0.00357283+0.00214617j 0.00967831+0.00477953j 0.00582485+0.0029236j -0.00968664+0.000384692j -0.00397355-0.0140698j 0.00499896-0.00415674j 0.0012617-0.00271046j -0.00168528+0.00802159j 0.00207348+0.00964238j 0.00719977+0.0141771j 0.00279803-0.00734154j -0.00400622-0.0100006j 0.00255672+0.00415067j -0.00499778-0.00525653j 0.00117259-0.00520861j 0.0012943-0.00361164j -0.000303182+4.73108e-05j 0.00100776-0.00492653j -0.00216424-0.000434015j 0.00395442-0.000300148j 0.0029845-0.00666822j -0.00185374-0.00059744j -0.00173439+0.00238705j 0.00494002-0.000506232j 0.000689861+0.000948253j -0.0151916-0.00596359j 0.00154162-0.00179461j 0.00285801+0.00284763j -0.00205399+0.00305911j 0.00510141+0.00650284j 0.00544241+0.00383283j 0.00413013-0.0100822j -0.00454007-0.00599456j -0.0015671+0.00642814j -0.0018519+0.0054406j 0.00182918+0.000485314j 0.00329241-0.00532454j 0.000425848+0.00109034j 0.000485062+0.00522685j -0.0048943+0.00148256j -0.0024667-0.000718336j -0.00284481-0.000947674j -0.00357822-0.000979996j 
0.00204796-0.00319746j 0.000969746+0.00147317j -0.00464564-0.00082408j 0.00470427-0.00026705j -0.000908163-0.00185335j 0.00198581-0.00438133j -0.00417528-0.00293806j 0.000262084+0.00815798j -0.00235835+0.00489175j -0.00965044-0.00202865j 0.00405147+0.00215934j -0.000121497+0.00884932j 0.000697133+0.00235659j -0.00144274+0.0048697j -0.00371197+0.0019061j -0.0100953-0.00742689j 0.00213145-0.00529659j -0.00264713-0.0148022j 0.00338765+0.00225582j -0.00166933-0.00361761j 0.00711881-0.00912775j 0.00105764-0.00684396j 0.00117889-0.00120153j 0.00588463+0.0117285j -0.000125359-0.000340738j -0.00355525-2.52015e-05j 0.00435692-0.00119884j 0.00417405-9.35719e-05j -0.00219808+0.00713648j -0.000210942+0.00118561j -0.000357281+0.00749885j -0.000767336+0.0032161j 0.00797402+0.00166553j 0.0143899+0.00469498j -0.00517649-0.00707689j -0.0126001-0.00125441j 0.00327915-0.00356108j 0.00053397-0.000530531j -0.0131697-0.00240053j 0.00538959+0.00625888j -0.00435095-0.008069j -0.00540692-0.0026729j 0.0101801+0.00365619j 0.000384148-0.000156997j -0.00336775+0.00651516j 0.00488623+0.000961714j 0.000786846+0.000638933j 0.00674935-0.00625816j 0.000122736+0.00871291j 0.00390345-0.00885394j -0.00748392+0.0011093j 0.00537612+0.00672529j 0.00272078-0.00774741j -0.00334314+0.00110538j -0.00259798+0.00630402j -0.00151885-0.00558542j 0.00211587+0.00333504j -0.005591-0.0025269j 0.00485467+0.00323672j -0.00300411-0.00254697j 0.000478158+0.00436214j -0.00216047+0.00196039j 0.00024751-0.00563794j -0.00256168+0.00439002j -0.00353714-0.00327742j -0.00101714-0.0018735j 0.00136325-0.000572855j 0.000103936+0.000266681j 0.00123321+0.0021636j 
-0.000336496-0.000698446j -2.35241e-05+0.00265727j 0.00578707-0.00166064j -0.0010081-0.00132112j -0.00534969-0.00102323j 0.00777063+0.0033499j -0.00188278-0.000570831j -3.57001e-05+0.000515669j -0.00365891-0.0029408j -0.00225492+0.00191003j 0.0012923-0.00663173j -0.00622796-0.00665582j 0.00268905+0.0120471j -0.00647232+0.00392964j 0.0157449+0.000104043j -0.0022766-0.00450302j -0.00125733+0.00714064j 0.00481109-0.00263986j 0.00425545+0.011807j 0.000860561+0.00118804j -0.00128346+0.0068412j -0.00925813-0.00318157j 0.0138612+0.00383125j -0.00983306-0.00541793j -0.00138752-0.00657233j 0.00337651+0.00655919j 0.00193085+0.00135667j -0.00396651-0.0036203j -0.000616968-0.0035573j 0.00220775+0.00303881j -0.00605163+0.00458635j -0.01183-4.64434e-05j -0.00199749+0.00115791j 0.0127863-0.000111371j 0.0036112+0.00600616j 0.0017623-0.0109888j 0.0108205+0.00155051j -0.00466049+0.00500397j -0.00380448-0.0020193j -0.00775138-0.00882624j -0.00200419+0.00696238j -0.00300638-0.00486473j -0.00107816-0.00164251j -0.0071291+0.00321426j 0.000298439-0.00477668j 0.00134642-0.00619622j -0.00246696+0.000575534j 0.00235386+0.00910325j -0.000225473+0.000834347j 0.00195516-0.00564467j -0.00857352+0.00136877j -4.17553e-05+0.00473306j -0.000669362-0.00109542j -0.00376713+0.00455732j -0.00504005-0.00191661j -0.00381225-0.00134115j -0.00135601-0.00140083j -0.00205746+0.00050853j 0.000528643-0.00403659j 0.00127512+0.00570389j -0.00220725-0.000208705j -0.000306729-0.00293479j 0.00214568+0.00341521j -0.00439618-0.00119299j 0.00102679+0.000398099j 0.000412691+0.00216623j 0.00105804-0.000675828j -0.00274303+0.00255269j -7.81641e-05+0.000548775j 
-0.00520363-0.0014641j 0.000920203+0.00357565j 0.00105211-0.00156991j 0.00134016-0.000633005j 0.00218912-0.00517946j 0.00884588-0.00467188j -0.000891502+0.0116039j 0.00527939-0.00419839j 0.00178797+0.00524297j 0.000686098-0.00559077j -0.00332809+0.00095051j 0.00252356+0.00389607j 0.00460719-0.0033491j 0.00882086+0.00405183j 0.00827645-0.00368296j 0.00290984-0.000265112j 0.00252161+0.00301036j 0.00367611-0.00129028j -0.00256703+0.00383536j 0.00509738+0.00388171j 0.00299284-0.00441875j 0.000718596-0.00602873j -0.00578691-0.00130044j 0.0101545+0.00814201j -0.000316319+0.00167605j 0.000507594+0.00413064j -0.00293884-0.00603414j 0.00700846-0.000765634j 0.00567234+0.00413578j -0.00370653-0.000711702j -0.0034191+0.00965942j 0.00531233-0.000814697j 0.000273427-0.00584277j -0.00301013-0.0055777j -0.00263381+0.00259626j 0.0155113+0.00527613j 0.00510308+0.00153044j -0.00173547+0.00543373j 0.00811675+0.00670267j 0.00158012+0.000680783j -0.00123739-0.00392633j 0.00644218+0.00524824j 0.00295076+0.0100393j -0.00192259+0.000297412j 0.00569034-0.000694277j 0.00417296-0.000242544j -0.0037468+0.0029499j 0.000104832-0.0155853j -0.00189512+0.00619593j 0.00144497-0.00967206j 0.000752164+0.0205713j -0.00884139+0.00343427j 0.00063852-0.000514459j 0.00727511+0.00521376j -0.000735881+0.00694705j 0.00568252-0.000812951j -0.00421365+0.00295829j -0.00212058-0.00489778j -0.0018471-0.000538443j -0.00191228+0.0113717j 0.00209062+0.0050968j 0.000542676-3.39728e-05j 0.000738553-0.00716906j -0.000877289-0.00228623j 0.0023528+0.00548476j -0.000190994+0.00536914j -0.00109099-0.00207888j -0.000405826-0.000105097j -0.00221925+0.000588076j 
-0.000790795-0.000886761j -0.00242136+0.00127116j 0.00425052+0.00549049j 0.00360846-0.00237643j -0.0037024+0.00501645j -0.00586032-0.00167174j 0.00217131-0.00708052j -0.00589179-0.00162837j 0.00437792+0.00028165j -0.0018193+0.00820323j -0.013109+0.00227245j -0.000264808+0.00226902j -6.17874e-05+0.00535095j 0.0147936-0.00628545j -0.0088952+0.00526672j 0.000721574-0.000901385j -0.00206912-0.00173198j -0.00435293-0.00195649j -0.0162261+0.0146575j -0.002294+0.00130987j 0.000225469-0.00448126j -0.000263209+0.0040244j 0.0002476+0.011976j -0.00282538-0.00686698j 0.00895323-0.0112816j -0.00263738+0.00692977j -0.000101239+0.00509663j -0.00702416-0.00604404j -0.0115758+0.000405679j 0.00649056+0.0121472j 0.0111844+0.0107471j -0.00719212-0.012727j -0.00463235-0.00835747j -0.00319814-0.000186143j 0.00274503+0.00647876j -0.0167077-0.0109126j -0.000383654+0.0079387j 0.00807623+0.002606j -0.0121809-0.00446481j 0.00203601-0.0130163j -0.00231207+0.00987607j 0.000574298+0.00252913j -0.00665619+0.0050768j -0.00305233+0.000987478j -0.00804676-0.00234944j -0.000806731+0.00389899j -0.000358134+0.00036295j -1.5563e-05+0.00109681j 0.00440822-0.00331105j -0.00140225+0.00563107j -0.00879593-0.00335362j 0.0105099+0.00251264j -0.00147276+0.00350615j -0.0121141-0.00120236j 1.4524e-05-0.00216484j -0.00911327-0.00754505j 0.00319913-0.00722271j -6.73172e-05-0.000222187j 0.00412913+0.000979567j 0.0052646+0.00461771j -0.00164185-0.00260356j -0.00385423-0.00186554j -0.00502559+0.000588009j -0.000477781+0.00191955j -0.00230985+0.00212324j -0.00209502+0.00423559j -0.0011112+0.00472935j -0.00349688+0.00104588j -0.000746712+0.00138317j 
-0.00305072-0.000545763j 4.00761e-05+0.00301476j 0.00206304+0.00228575j 0.00622437-0.0052737j 2.12147e-05+0.00480449j -0.000135082-0.00464649j -0.00510976+0.00277944j -0.00106683+0.00805711j 0.00511222+0.00509718j -0.00364723+0.00619371j -0.00867772+0.00256151j -0.00771207-0.00022587j -0.0051222+0.00185445j -0.00215646+0.00428952j 0.00598986-0.00596892j 0.0030078+0.000137557j 0.00897182-0.00271785j -0.00471263+0.00161091j -0.01864+0.00804042j 0.00409946+6.8818e-05j 0.00048145-0.00130441j 0.000344656-0.00639351j 0.00563835+0.0120183j 0.00876502+0.00126576j 0.00926014-0.00146201j -0.00285534-0.0018761j -0.00539697+0.00227434j 0.0149436+0.00159889j 0.00355289+0.00415434j 9.40746e-05+0.00142849j 0.00265409+0.00558081j 0.00581788+0.000165278j 0.00120199-0.00447604j 0.0068511+0.00619973j -0.00870728+0.000414355j 0.00433417-0.00333387j -0.0106449-0.000420469j -0.00127104+0.00013936j -0.00215368-5.1461e-06j 0.00322381-0.00801127j -0.00966814-0.0015646j 0.00763782-0.00200126j -0.00632749-0.00326493j -0.00461975-0.00115461j 0.00696909+0.00470506j -0.00286357-0.00417875j 0.00317621+0.0021866j 0.00119039+0.00231271j 0.000405504+0.0051854j 0.000208588-0.00163124j -0.00197336+0.00293757j 0.000188137+0.00525968j -0.00167188-0.00221338j -0.0065784-0.00366998j -0.00660487+0.00287212j -0.00172003-0.00541551j -0.00182488-0.00496653j 0.000172779+0.00670242j -0.00402955-0.000423688j -0.000885499-0.00160702j -0.00215849-0.00245465j -0.00215135+0.0013883j 0.00156692-0.00408634j 0.00162063+0.00503705j 0.000670265+0.00203197j -0.00467125+0.00256903j -0.00224822-0.00179228j 0.00417815-0.00379696j 0.00103832+0.000261671j 
-0.000183588-0.00073859j 0.00228975-0.00258834j -0.00113553-0.00116182j -0.00186666+0.00097347j 0.00579503+0.00419695j -0.000121041-0.000481707j 0.00150075+0.00092858j -0.00287054+0.000641489j 0.000674099-0.00104067j 0.00618778+0.00604144j -0.00183524-0.00943855j -0.000700678-0.000588981j 0.00259843-0.000968756j 0.00260911+0.00115248j 0.00145816-0.00283586j 0.0100911+0.00321512j -0.00147505-0.00352898j 0.00550428+0.00356484j 0.00918513-0.0110813j -0.00176483+0.00502079j -0.00290795+0.000431753j 0.0075523-0.00132716j -0.000415541+0.00976329j -0.000821507-0.00243468j -0.00758132+0.00692901j 0.00241189+0.00239521j -0.00509272+0.000839207j 0.00151449+0.00327003j 0.00637011-0.00181735j -0.00140266+0.00377463j -7.23287e-05-0.000867854j -0.00202602+0.000769406j -0.0133401+0.00552647j -0.010674-0.00194986j -0.00024982-0.00202679j 0.0114617-0.0040144j 0.00090944+0.00978304j 0.00328153+0.00625855j 0.00894203+0.000828519j -0.009049-0.0065968j 0.00735189+0.00240207j 0.00789226-0.00358782j -0.00555117+0.00137541j 0.00116107+0.000446645j 0.00508348-0.00784127j -0.00736506-0.00300448j -0.000797353+0.000235959j -0.000442584-0.0026547j -0.00657998-0.00156847j 0.00278996+0.00469783j -0.0140458+0.00425101j 0.00159415+0.000886984j 0.000256835-0.000984607j 0.00137956-0.00980419j -0.00340493+0.00430936j -0.00543216-0.000398209j -0.00198572-0.00358647j 0.00995925-0.00756755j -0.000872451+0.00268343j -0.00429909+0.00241034j -0.00315794+0.00117737j 0.00201662-0.00197537j 0.00124762+0.00483603j 0.000562774+0.000579757j 0.00538841-0.00244384j -0.000433642-0.000385334j 0.000842162-0.00292435j 0.00324731-0.00227138j 5.23336e-05-0.000726449j 
-0.000153849+0.00144419j -0.000527985-0.000333115j 0.0042883-0.00202376j -0.00176407-0.00107178j 0.000898451-0.000698431j -0.00397405-0.000703353j 0.000323063-0.00215815j -0.00448827+0.00188555j 0.000958395-0.00166787j 0.00684755+0.00450366j 0.00189575-0.00367566j -0.00715281-0.00309094j -0.00203492-0.00227955j -0.00709573-0.00296325j 0.00332941-0.00551279j 0.00112665+0.00229129j 0.000950719-0.00272469j -0.0072977+0.000542681j -0.00674772+0.00754765j 0.00337145+0.00228988j -0.00764546+0.00223612j -0.000388897-0.00198423j -0.006276+0.000196712j 0.00175333-0.0123793j 0.00587867-0.00731685j -0.0038496+0.00055654j 0.00206568-0.00138147j -0.00175731-0.00522671j -0.00756545-0.00198338j 0.00547086+0.00325707j 0.00519829-0.00250445j -0.00409247+0.0010897j 0.00645022-0.00241452j 0.00561232-0.00212006j -0.00684947+0.00536443j -0.0140004+0.00365896j -0.0101205+0.00845299j 0.00290548+0.00594541j -0.00591784+0.00389291j 0.00541211+0.00467083j -0.000486344-0.00410434j -0.00154095+0.00124501j -0.00685391+0.0020603j 0.0018982-0.00277699j 0.00673276-0.00346557j 0.000955127-0.00213214j 0.00537258-0.000940714j 0.0044393-0.0065748j 0.000921274+0.00206633j -0.00182756+0.00156318j -0.0079378+0.00317349j -0.00506264+0.00742712j 0.000687835+0.00280001j 0.00441388-0.0023361j -0.00138075+0.0059782j 0.00298769-0.00766997j -0.00741927+0.00503929j 0.00570378-0.00412494j -0.00350602+0.00559661j -0.0070011+0.00403607j -0.0018453+0.00209464j 0.00402516-0.00182823j 0.0020402-0.000797403j -5.45489e-05-0.00277777j 0.00406479-0.00477331j -0.00104595+0.00121311j 0.00169025-0.000115303j -0.00151967-0.000507785j 0.000665443-0.00192597j 
-0.00309403+0.0013421j -0.00779764+0.00134844j -0.00347798+0.00222746j 0.00129769+0.00172767j 0.00530119+0.00500212j -3.47361e-05+0.0048216j 0.00116648+0.00460635j 0.00788183+0.00299951j 0.000104473+0.00165599j 0.0111165+0.00355736j -0.00237757-0.000712234j 0.00236649-0.00479235j -0.00641404-0.0094485j -0.00629477-0.00975653j -0.00830725-0.000103733j 0.0136219+0.00246029j -0.00451294+0.00274466j 0.00470912-0.0012517j 0.00839654+0.00742207j 0.00980804+0.00742836j 0.000953223-0.00271145j 0.00202725-0.00601672j -0.00311603+0.00115096j -0.00430171+0.000181297j -0.00660074-0.0111388j -0.00121824+0.00197618j 0.0137983+0.00726638j -0.00562765-0.00920806j -0.00585561+0.00113971j 0.00811746+0.00222025j 0.00344387-0.00375532j 0.00810794-0.00245171j 0.00336886-0.00505813j -0.00844618-0.000592983j 0.000891111-9.66575e-05j -0.015109-0.00640225j 0.0102061+0.000629614j 0.0138015+0.00437157j 0.0025855+0.00361235j -0.00484812-0.00327379j 0.0136504-0.00206602j -0.000493832-0.000320817j -0.00398466-0.00190401j 0.00637842-0.00482608j -0.003924+0.0142009j 0.00106254+0.00469448j 0.00272014+0.0055473j -0.00321076+0.00274136j -0.00139746-0.00644094j 0.00641191-0.000360216j 0.000559336-0.0116315j 0.00234102+0.0061208j 0.00417942+0.00175716j -0.00159724+0.000178082j -0.000942913-0.00538018j -0.00375893-0.0132786j 0.0033555+0.00569517j 0.000510681+0.00867164j 0.000554331-0.000531165j -0.000429767+0.00236898j 0.0035303+0.00203106j 0.00224045+0.00280674j -0.000947215-0.00296436j 0.00104234+4.50342e-05j -0.00252968+0.000612869j 0.000715122+0.00088872j -0.00355126-0.00331335j 0.00201268+0.00309455j 9.13921e-05-0.00251181j 
