0.0120569-0.00249013j 0.0029254+0.0118329j -0.00164446-0.0116746j 0.00774389-0.00140367j -0.00242211+0.000174124j -0.0047272-0.00252824j -0.00657772+0.00543067j 0.00142028-0.00230801j -0.00195318-0.000594355j 0.0011627-6.24492e-05j -0.00215447+0.00111921j -0.0010323+0.00239958j 0.00164972+0.00253392j -0.00184947-0.00796424j 0.00458661+0.0113521j 0.0071664-0.00568889j -0.00314486+0.00329322j 0.0109914+0.00438333j 0.00570384+0.00724812j -0.00408027+0.00249396j -0.00448772+0.00419265j -0.00841814+0.00317322j 0.00137426+0.000814857j 0.000889213-0.000488109j 0.00428677+0.00217836j -0.00203838-0.00530441j -0.00584158-0.000715459j 0.00974232+0.00353784j 0.000806784-0.00358255j 0.00136531+0.00630678j 0.00809107+0.00897078j 0.00502814+0.00221958j 0.00547881-0.00400842j 0.000956482-0.00403129j -0.00310052+0.0114792j -0.00428557-0.000700172j 0.00410811-0.0109259j -0.00516882-0.0035103j -0.00594526-0.00267296j -0.00516729+0.00264065j -0.00655698+0.00516829j -0.00103005-0.00726049j -0.00856175+0.000870803j -0.00835074+0.00749061j -0.00166581+0.00830825j -0.00684019-0.00858167j 0.00369113-0.00191952j -0.00475755-0.000971914j -0.0120373+0.00637808j -0.0127344+0.00550613j 0.000811397+0.000742909j 0.00134534-0.00209278j 0.000914708-0.00103046j 0.000934028-0.00751113j 0.0034466+0.0117844j 0.00446731+0.00142681j 0.00273744-0.00416631j 0.00669242+0.00658366j 0.000586476+0.000685625j 0.000829755-0.000737839j 0.00314032-0.00422883j 0.00257724+0.000547453j 0.0012981+0.00577899j 0.00128515-0.000720493j -0.00434043-0.00114606j -0.0124708-0.012343j -0.0113549+0.0100384j -0.0327675+0.00131771j 0.00177105+0.0310235j 
-0.0028411+0.00156796j 0.00288993+0.00140347j 0.000351326-0.00680388j 0.00324815-0.0049483j -0.000884775-0.000726772j 0.00390519+0.0107233j 0.00356944-0.0141189j 0.00194116-0.00362213j 0.00469329-0.00661633j 0.00790981+0.0120537j -0.00428016+0.0148112j -0.0030587-0.00474204j -0.00171975+0.00111124j -0.00684877+0.00364327j -0.00196508+0.00704685j -0.00242176-0.00245484j 0.00385264+0.00226407j 0.00410725-0.00379617j -0.0028937+0.00504355j -0.00192534-0.00788605j -0.00222796+0.00488922j 0.00407226-0.00128942j 0.0074227-0.00148381j -0.00092667+0.013446j -0.000622114+0.0166586j 0.0085857+0.0108j 0.000132855+0.012676j -0.00447311+0.0139735j -0.0020573+0.00205125j -0.00161157-0.0101688j -0.000124425-0.0149411j -0.00782366+0.0106156j -0.0021347-0.00500233j -0.00395056-0.0087215j 0.000196953+0.00571903j -0.000541199-0.00524203j 0.00223671+0.0115099j -0.00169418+0.00990412j -0.00291968+0.000662712j -0.00367125+0.00860125j -0.00851-0.00259078j -0.00373029+0.0013858j 0.00900778+0.000893332j 0.00718028-0.000492542j -0.0132757+0.00620115j -0.00293063+0.00507885j -0.0111801+0.00324389j -0.0061729-0.000480563j 0.00440544-0.00304383j -0.00804248-0.00152683j -0.0029616+0.00245706j 0.00238274-0.00219087j -0.00687988+0.00207128j 0.00384769-0.00108027j -0.00435205-0.000712345j 0.00823417-0.00288122j 0.00605777+0.00261991j 0.00971712-0.00104677j 0.00199844+0.0011798j -0.00398413+0.000295439j 0.000428188+0.00224924j 0.00209829+0.000841403j 0.00126312-0.00269006j 0.00142612-0.00163948j -0.00258425-0.00139579j -0.00236492+0.00106778j -3.48209e-05-0.00278529j 0.00167929-0.000872394j 0.000140905-4.10778e-05j 
-0.00200821-0.000775569j -0.00114931+0.00147754j -0.00103184-0.00700997j 0.00416967+0.00386472j 0.0153135-0.000917374j 0.000657433+0.0182524j 0.00169179-0.00109362j -0.00599681+0.0142114j -0.011696+0.00985265j 0.0063534-0.00666954j -0.00152124-0.00223153j -0.00454726+0.00326602j 0.00213764+0.0109277j -0.00217828-0.00541519j -0.00532168+0.00804681j -0.000334644+0.00874602j 0.00371924+0.00107828j -0.00194963+0.00743164j 0.00679288-0.000526202j -0.00132578-0.00138258j 0.00321258-0.00426168j -0.00540187+0.0108196j 0.00234457+0.0112695j -0.00823513-0.0073993j 0.00831971-0.0115627j -0.00702223+0.005594j 0.00175135+0.0177602j -0.00415388-0.0138973j -0.00319339-0.0039557j -0.000439988+0.000463977j 0.00213086-0.000863275j -0.00701379+0.0108962j -0.0046886+0.00727865j -0.00772606-0.0038813j 0.00848589+0.00147701j -8.28074e-05+0.00638937j 0.000766073+0.00203236j 0.00205589-0.00162492j 0.00226855+0.0037071j -0.00534641-0.00334088j 0.00646374-0.00348151j -0.00443551+0.00283375j -0.00148508+0.00619995j 0.000847825+0.0055729j -0.00457855-1.41283e-05j -0.00377413+0.00138424j -0.00335765-0.00232214j -0.0026538-0.00202527j 0.00894218-0.00355682j -0.00658466-0.00413238j 0.00222277-0.000390592j 0.00462559-0.00475514j -0.00390264+0.00579521j 0.0022217+0.00133655j -0.000419271-0.000744057j 0.000334123-0.000392467j 0.00309604+0.00237162j -0.00524125+0.00286892j 0.00198592+0.000467515j 4.8989e-05-4.59155e-05j 0.00214843+0.00346779j 0.000622493+0.00218883j 0.00415757-0.00332716j -0.00160223-0.0039025j -0.00635475+0.000998156j 0.000954596+0.000509387j -0.00116173-0.00189543j 0.00349908-0.000593959j -0.0011527-0.000129229j 
-0.0102602-0.00371405j 0.000112229-0.00839731j 0.00393447-0.00362522j 0.00543948+0.0116587j -0.00934871-0.0110828j 0.00927698+0.00222278j -0.015115+0.00830493j -0.000143155-0.00776975j -0.00417638+0.00404751j -0.00719324+0.00108112j 0.00734384-0.00281843j 0.0032195-0.00345317j -0.000960773-0.00074045j 0.0019441+0.00145898j 0.00390083+0.00410266j 0.00122974+0.000705178j 0.0029498-0.00442407j 0.00285472-0.00120794j -0.00228302-0.0049532j 0.00793777-0.00191086j 0.00388732+0.000308269j -0.000584619-0.00252978j -0.00462451-0.00322613j 0.00181448+0.0039727j -0.00241284+0.00424426j -0.0023569+0.00304595j 0.00100161-0.00319665j 0.000889438+0.000176284j 0.000680428-0.00196868j -0.000901756+0.00224379j -0.00137755+0.00624478j 0.00551842-0.00889326j 0.00575122-0.00557919j 0.00133953-0.00531898j -0.0022785-0.00361543j 0.00128124-0.0014489j 0.000540428+0.00101014j -0.000506081-0.000643504j 0.00269932-0.00385156j 0.00323517-0.00319106j -0.000670822-0.0068205j 0.000531868-0.00201607j 0.00227742-0.00323499j -0.00204134-0.00323552j 0.00660816-0.001814j 0.00278743-0.00444967j 0.00571123+0.000577248j -0.000287943-0.000790976j -0.00534662-0.003901j 0.00542215-2.34601e-05j -0.000517761-0.00105125j 0.00294882+0.00344015j 0.0033264+0.0052325j 0.00389063-0.00399506j -0.000900781-0.00180912j -0.00485501-0.00174129j 0.00265631-0.000125267j 0.00274923+0.00187353j 0.00040542-0.00102941j 0.0017785-0.000419421j 0.00165317-0.000986066j 0.000910996+0.00102784j -0.00542098+0.000188762j 0.00106178+0.00169402j 0.00311712-0.000469735j 0.00126858+0.000633777j 0.000386525-0.00128938j -0.000939473-0.000280461j -0.000960232+0.00191497j 
-0.00667188-0.00682723j 0.00974316+0.00854311j 0.0104525+0.00287817j -9.44344e-05+0.00204943j 0.00132254+0.00453329j 0.0131504+0.00385274j -0.0020515-0.00524698j 0.00951398+0.00107316j -0.0052648+0.0083751j -0.00613117-0.00431914j 0.000296181+0.0032686j -0.000383981-0.000390863j 0.00645138+0.00132258j -0.00227216-0.000620074j -0.00469323-0.00205563j 0.0010947-0.00258331j 0.000196935+0.00470426j 0.00207166+0.00510365j -0.00207749-0.00572185j 0.00116235+0.00430644j 0.000924663-0.000969056j -0.00199247-0.0026194j 0.00506621+0.00346999j -0.000417478+0.00149064j -0.0038763-0.00509203j -0.00318647-0.00209048j -0.0017115-0.000938517j -0.00564811-0.00568296j -0.00108185-0.000700747j 0.00437667+0.000873578j 0.00174325+0.000275873j 0.00164197-0.00283864j -0.00400588-0.000440346j -0.00261664+0.000515033j 0.00502041-0.00383453j 0.00151437+0.00395156j -0.00249147+0.000371714j -0.000907974+6.61637e-05j -0.00343702-0.00124663j 0.00397619+0.00460309j 0.00444963-0.000118932j 0.00296979+0.00285929j 6.69169e-05+0.00337702j -0.00177609-0.00282253j 0.0066143+0.00302309j 0.00439819+0.00157754j -0.00249347-4.54258e-05j 0.00248316-0.0015314j 0.00230887-0.00253616j -0.00681193+0.00264763j 0.00122923-0.000306762j -0.00603379-0.000776361j -0.00402708-0.00149301j -0.000387582+0.000926973j 0.00249256-0.000485845j 0.00267736+0.00115486j 0.000270775+0.000473044j 0.00107294+0.00337814j -0.00240851-0.000115591j 0.000210056-0.000585884j 0.0025184+0.000896832j 0.00126393+0.00105011j -0.00360328-0.00333402j -0.00104755+0.00160757j 0.00215332+0.00256494j 0.00295573+0.0010128j -0.00128495-0.00165715j -0.0010397+0.00169745j 9.43569e-05+0.00205039j 
0.00544023+0.00319417j 0.00674381-0.00986221j -0.0122735+0.00712544j -0.0197953+0.00701264j 0.0215804-0.00815145j 0.00553459-0.0113044j -0.00471648+0.000949688j 0.00244609+0.0181242j -0.00839051-0.00120569j 0.014811-0.00898771j 0.0102275-0.000883541j -0.000644326+0.00658017j -0.00399517-0.00072556j -0.00532389+0.000188811j -0.0150094+0.0142338j -0.012395+0.000644367j 0.00499074+0.00558645j 0.0012546+0.00220316j 0.00563878-0.0059481j -0.006637+0.00393614j 0.000732865+0.00349306j 0.00519244-0.0022521j 0.003405-0.0044376j 0.00115007-0.00742763j 0.00200676-0.00607306j 0.00523521-0.00618476j 0.00422466-0.00936307j 0.000491088+0.00406269j -0.00042524+0.00240394j -0.00400323-0.000876585j -0.00460724-0.00763769j 0.0156702+0.0019874j 0.00893349+0.0056881j 0.00106505+0.0112732j 0.000688455+0.00179971j -0.000895528-0.00176849j 0.00539362-0.00887465j -0.00543997+0.000365992j 0.000555575+0.000306199j 0.0122326+0.00273876j 0.00241058+0.00649139j 0.000378393+0.00476049j 0.00412395+0.00058641j -0.00100194+0.00419391j 9.65981e-05+0.00516472j 0.00283583+0.00550344j -5.21198e-05+0.000626372j 0.00159617-0.000267561j -0.00513437-0.00279882j -0.000936092+0.00615194j 0.00268679-0.00106358j -0.0102988-0.00376709j 0.00180906-0.00426222j 0.000648793-0.00471269j 0.00147294-0.00123331j 0.00616556+0.00212391j -0.000351578+0.00235058j -9.8246e-05-0.00172247j -0.00353612+0.000205085j -0.00247753-0.000866892j 0.00172918-0.00259421j 0.00145029-0.00210986j -0.00307022-0.000748911j 0.000752815+0.00210056j -0.000235231+0.00344965j -0.000531132+0.00118792j -0.00167887+0.00373324j 0.00237254-0.00278199j -0.000288675-0.00228569j 
-0.00384094-0.00240046j -0.00997727-0.00194302j 0.00860155+0.00279434j 0.00381633-0.0123942j -0.00163338+0.0141659j -0.00487263+0.014146j 0.0075289-0.0268184j 0.00742245-0.0062008j -0.00903385-0.00203833j -0.0120682-0.00916086j -0.00873762+0.00613411j -0.000557486+0.00262138j -0.00296018-0.00167882j -0.00407085+0.000562866j -0.00637058-0.00773577j 0.00791041-0.00269834j -0.00182124+0.00505893j -0.00570347+0.00221228j 0.0100271+0.00455386j -0.0102842+0.00411564j 0.00814594+0.0102798j 0.00324831-0.00144215j 0.00513543-0.000703867j -0.00388797+0.000987234j -0.00830997-0.00526729j -0.00594778-0.00454582j -0.0055071+0.006394j -0.00513939-0.00270309j 0.000318943+0.000139736j 0.00491626+0.000826128j 0.00865551-0.002847j 0.00565142+0.0144684j -0.00429421+0.00752603j -0.00322279+0.00115767j 0.00473519+0.00500207j 0.000220404+0.0049569j -0.00747229+0.00306094j 0.000228346-0.000378168j -0.00196422+0.0040893j -0.00288502+0.00597951j 0.011975+0.0124298j -0.000709456-0.00187057j -0.00851508+0.00112417j 0.00645683+0.00318312j 0.000904323+0.00777688j -0.00288844+0.00676623j -0.00226677+0.00234714j -0.00202186+0.000670959j 0.00593865+0.00236441j 0.00196599+0.000813557j 9.48695e-05+0.000930888j -0.00709154-0.00100852j 0.00059902-0.00444637j 0.00232441+0.00787878j -0.00130471-0.000853613j 0.00251942-0.000900628j -0.000248994-0.000831938j -0.00547443-0.00242992j 0.00117113-0.000528043j -0.00187925+4.1263e-05j -0.000937003+0.00381924j 0.00234126+0.00125378j -0.00364286-0.00239764j 0.000753809-0.00156557j 0.0011585+0.000834521j 0.00422526-0.00154184j -0.000853818-0.00379864j -0.000325535+0.0022673j -0.00306985-0.00225471j 
-0.0061152+0.00315664j 0.00208018+0.001783j -0.00141111-0.00668905j 0.00880923+0.000408629j -0.0106195-0.0129172j 0.0243722+0.0078309j 0.00875719+0.0099362j -0.0114269+0.00375658j 0.000752763+0.00536937j -0.00289073+0.00896328j 0.00197229+0.00795179j -0.00479952-0.00133274j 0.00660299-0.00175178j -0.00219482-0.000495442j -0.00269683+0.00746936j 0.00160652-0.00349416j -0.0117411+0.00359274j 0.0010038+0.000110074j -0.00104262-0.00534777j -0.00610409-0.00215213j -0.00842814-0.00662731j -0.0120121-0.0028979j 0.0138485+0.00384535j 0.00358373+0.00300801j 0.00595841+0.0028654j 0.00461982+0.0118828j 0.00233747+0.00146256j -0.0129504-0.00117598j -0.00480737+0.000188866j 0.000749685-0.0037437j 0.00356618-0.000734183j -0.010123-0.00170741j -0.00449243-0.00351785j -0.00559765-0.00293571j 0.00010778-0.00625044j 0.000737501-0.00384026j 0.00668577+0.00353976j -0.0073267-0.00512378j -0.00452157-0.00663235j 0.00100919-4.97398e-05j 0.00397677-0.0058187j -0.00322512-0.00155674j -0.00334014+0.00207948j -0.00443217+0.00220297j -0.000391161-0.00768309j 0.00475438-0.00157831j -0.00309571-0.0025527j 0.00682873-0.00299361j 0.000897678-0.00525726j -0.00450811-0.00300167j 0.00221631-0.000320827j -0.00586533-0.00187473j 0.00478539-0.00111342j 0.000697758-0.000904565j 0.00434829-0.00307981j 0.000348508+0.00302772j -0.00268817-0.00716801j 0.00215621+3.10185e-05j -0.00389738-0.00195567j 0.000547277-3.26995e-05j 0.00207173+0.000767469j -0.00130058-0.00167323j 0.00182857+0.00216512j -0.00324788-0.00103679j -0.00165488+0.00187725j -0.00457617-0.00630492j -0.00393094+0.00215794j 0.00164085+0.00079607j 0.00242496-0.0026289j 
-0.00686612+0.00623933j 0.00307797+0.00254526j 0.002673+0.00243955j -0.00430403-0.00938917j -0.0124194-0.00309287j 0.0201191-0.00379242j -0.0170538-0.00622262j 0.0163751-0.00452931j -0.00541562+0.00928159j -0.00889478-0.00712237j 0.0117949+0.00116019j 0.00404121-0.00357344j 0.00721324-0.000470136j 0.000461814+0.00222001j 0.0130791+0.00840558j 0.00732466-0.00174218j 0.00468093+0.00185219j 0.00490885-0.00121469j -0.00594469-0.00117884j 0.00102293+0.0035746j 0.00238963+0.00720558j -0.00708274+0.00790797j 0.00497686-0.00474986j -0.00194806+0.00515978j -0.0023977+0.00110086j -0.00131626+0.00150262j 0.00445047-0.00388911j -0.00622605+0.0100396j -0.00114086+0.00185039j -0.00325769-0.000267064j -0.00760404+0.00110057j 0.00826106+0.00279787j 0.00436885+0.00114987j -0.00182253+0.000653781j 0.00147793-0.00769458j 0.00192035+0.00105287j 1.21717e-05+0.000133036j 0.00208139+0.0013422j 0.000727297-0.00251759j 0.00963841+0.00233619j -0.00142116-0.0108567j 0.00821461+0.000407621j 0.00600877+0.00287476j -0.000767699+0.0014243j 0.0134396+0.00468137j 0.00938422+0.0020487j 0.00310992+0.00282659j -0.00426781-0.000483352j -0.00468914-0.00503195j -0.00686823+0.00382507j 0.00221849-0.00116806j -0.00331556+0.00424924j -0.00133072+0.00168461j 0.00455083+0.00299096j -0.00166619-0.00297058j -0.00295774-0.00315538j 0.00043052+0.00654279j 0.00039956+0.00516085j -0.00377685-0.000896048j 0.00432238+0.00424431j 0.00364304-0.00224641j -0.00102219-0.000991052j -0.00161495-0.00182635j -0.00356699+0.00184812j 0.00557394+0.00310471j -0.00459509+0.00265121j -0.00106407+0.00430974j 0.000204959-0.00407939j -0.00312599+0.00246744j 
0.00747976-0.00530542j -0.014248-0.0048146j -0.00561989-0.00459246j 0.0107765+0.011456j 0.0106941-0.0323179j -0.000400716+0.00679948j -0.00481791-0.00914316j 0.00208058-0.00438056j 0.0232053-0.00757363j -0.00125895+0.00568352j -0.008163+0.00595856j 0.0026273+0.00503717j -0.00397698-0.00652199j -0.00225022+0.00482975j -0.00236032+0.00903103j -0.000871801+0.00941542j 0.00326185-0.00287307j 0.0058866-0.000569044j -0.000761075-0.0073608j -0.00543144-0.00221018j -0.00257823-0.00405426j 0.00873559-0.00354696j 0.00695246-0.00285229j -0.00586189+0.00094474j -0.00702466-0.00457277j -0.000815484+0.00608485j 0.0102597+0.00960869j -0.000330071-0.00290229j -0.000567903+0.00108283j 0.00464878-0.00480022j -0.0017722-0.00534114j 0.00967551+0.00250724j 0.00462554-0.00035947j 0.0101731-0.00250305j 0.00703313-0.00456497j 0.00303253-0.00103586j -0.000511611+0.00172243j 0.00310384+0.00105429j 0.00718896+0.002395j -0.000242971+0.00377647j 0.0113924+0.00172481j -0.00156026-0.000236826j -0.000689502-0.000393791j 0.0062202+0.00486007j -0.0014682-0.000487144j 0.00389254+0.00456545j -7.79804e-05+0.0048378j 0.00478301-0.00065839j 0.00651937-0.00416677j 0.00943301-0.000320207j -0.000933714+0.000103319j -0.00278238+0.00207471j -0.000685695+0.00533036j 0.00254407+0.0024046j 0.00212625-0.00236325j 0.0023508-0.00610043j 0.00161199-0.00237505j 0.0010916+0.00284283j 0.00300657-0.00271033j -0.000782796+0.00369759j -0.000593039-0.000114663j 0.000256082-0.0012877j -0.00298514+4.79853e-05j 0.00204654-0.00134849j 0.00149012+0.00366248j 0.000697311-0.00431405j -0.000139668-0.00252098j -0.00321499+0.00121705j -0.00194316-0.000943907j 
-0.00120486+0.0086752j 0.00186803-0.00648173j 0.0152871+0.00693202j 0.00501401+0.00853915j -0.00335981+0.00664411j 0.00219579-0.0112031j 0.00463354-0.00407404j 0.00994692-0.00921311j -0.000998673-9.68058e-05j 0.00609257-0.0052475j 0.00231978-0.00373166j 0.00385066+0.00177416j -0.00527704-0.00274361j -0.0068097+0.00071889j 0.000539119+0.00126882j -0.000605877-0.000337514j 0.00795761+0.0029371j 0.00403384-0.00061193j -0.0100824-0.000281848j 0.00254291-0.00467235j -0.00166402-0.000820461j 0.00111574-0.00570621j 0.00255566+0.00256132j -0.0043828-0.00496688j -0.0079996-0.00975203j 0.00447723-0.00208722j -0.00743129+0.000152782j -0.00547376-0.00795962j -0.000465211+0.00168506j -0.000519742-0.0022369j 8.06319e-05-0.00564031j -0.0119177-0.00973783j -0.0073776-0.0020736j -0.000467343+0.00420913j -0.00309875-0.00112267j -0.00287623-0.000516338j -0.0109477-0.00731586j 0.000840163+0.0050596j -0.00215717+0.00625764j 0.00296481-0.00351282j -0.00636872+0.0082579j 0.00220218-0.00015573j 0.00688957-0.00314901j 0.000867356+0.00282265j -0.00757752+0.000604287j 0.00358438+0.000668886j -0.00708925+0.00450159j -0.00664948-0.00686247j 0.000392043+0.00590862j -0.00266417+0.00770467j -0.00140353-0.00138332j -0.00331392-8.67298e-05j 7.60381e-06-0.000507297j -0.0175071+0.00989642j 0.00664027-0.00426654j 0.00545311-0.00259585j -0.0018238+0.00341743j 0.00624999-0.00809186j -0.00269867+0.00804656j -0.00204625-0.00299924j -0.00299937-0.00592323j 7.71078e-05-0.00155624j -0.00421535-8.30849e-05j 0.00893472+0.00428281j 0.00465517-0.00218761j 0.003808+0.00470283j -0.000309489+0.0064009j 0.000966223-0.00311497j -0.0026268-0.00901831j 
-0.0138913-0.00607337j 4.00412e-05-0.000526225j 0.00251814+0.00754864j 0.00288093+0.0146131j -0.0177499-0.00614394j 0.000717085+0.00166398j 0.0169231+0.00162085j 0.0120441+0.00552819j 0.00333264+0.00363639j -0.00603483-0.00671193j -0.00162007-0.00163186j 0.00296349+0.00137905j 0.00429273-0.00767186j -0.000457119-0.00315682j 0.00819829-0.00397591j 0.0079073+0.00127141j -0.0054341+0.00748155j -0.00591507-0.00150633j 0.000438716+0.00211144j 0.00199299-0.000704306j -0.00906847+0.0062144j 0.00267947+0.00697947j -0.00245343-0.00211056j 0.000648685+0.00247308j 0.000713902-0.00665621j 0.00272283-0.00400573j -0.00936565-0.00200247j -0.000617079-0.00109565j 0.000138775-0.0002126j 0.00258483+0.00420251j 0.00496596+0.00802754j -0.000783412-0.00211363j -0.00278802-0.00961732j -0.00237169-0.00480622j 0.000184645-0.000457039j -0.000932525+0.00170255j -0.000443298-0.00721972j -0.00428173+0.00270675j -0.00789127-0.00584232j -0.00471244-0.00231079j -0.00661442+0.000186808j -0.00118372+0.00737332j -0.00143635+0.00487928j 0.00084054-0.000977747j -0.00552833+0.000737695j -0.00856741-0.0040368j -0.00178758-0.00118137j 0.0060908-0.0017415j -0.000790342+0.000101086j -0.00764802+0.000302309j -0.00150465-0.000542698j 0.00314683-0.0057249j -0.000659718+0.000558411j 0.00223152-0.0127899j 0.000608047+0.00164808j -0.00146715+0.00260278j -0.00555789-0.000953002j 0.00442475+0.0016513j -0.00534847-0.00374177j 0.00364571-0.00254417j 0.00244398+0.00138691j -0.00136747+0.00155879j 0.00213288-0.00341097j -0.00463099+0.00320947j 0.00111367+0.00128984j -0.0028071+0.00346909j 0.000181945-0.00316553j 0.00358233+0.00228492j 0.00175677+0.00106442j 
-0.00299538-0.00218404j 0.00484903-0.00711251j 0.0236641-0.00469441j 0.0112174+0.0298962j 0.0110786-0.0139487j -0.00722661+0.00857578j 0.00405415+0.0039334j 0.00363107-0.00581233j -0.00152726+0.00653783j -0.0102521-0.0120717j -0.00276336-0.00612177j 0.000569007-0.00362258j 0.00691287+0.000948729j 0.00270543+0.00175005j 0.00434996+0.00318331j -0.00262102+0.00563686j 0.000927466-0.00347995j -0.0011168-0.00283499j 0.00260643+0.00309979j 0.00495228-0.00701905j -0.00066188+0.000670413j -0.0102342-0.00321748j 0.00487577+0.00370777j -0.000307248+0.00333026j 0.00149656+0.000580099j -0.0107788+0.000282853j -0.0126339+0.00136414j -0.00461403-0.00441516j 0.00231182-0.00242127j 0.00422434+0.00497361j 2.61718e-05+0.00506561j -0.0148109-0.00631618j -0.00399239-0.0061767j 0.00657696-0.00272593j 0.00106643+0.00256618j 0.00395508+0.00123056j -0.00199043-0.00125614j 0.00156935+0.00428365j -0.00026565+0.00369647j 0.00326483-0.00293611j 0.00758834+0.00446599j 0.00670264-0.000280677j 0.000829155-0.00517009j -0.00511518-0.00159094j 0.00328871+0.00614697j 0.00457927-0.000146214j 0.000578482-0.000731206j 0.00744134+0.00401277j 0.00717888+0.00271967j -0.00198825+0.00629283j 0.00109934+8.73928e-05j -0.000121529+0.000613314j -0.00618581+0.00131617j -0.00573753+0.00554436j 0.00555696-0.00331316j 0.00259865-0.00239682j 0.00136386+0.00331557j -0.00292727-0.00387612j 4.68374e-05+0.00471965j 0.00204293-0.00211091j -0.0031615-6.714e-05j 0.000691139+0.00253502j 0.00300467-0.000850929j 0.002442-0.00279384j -0.00345299-0.000487197j 0.00242152+0.000994363j 0.000865224+0.00102416j 0.000287829-0.00379066j -0.00201665-0.00212236j 
-0.00603862+0.0158231j -0.00777803-0.00904413j -0.00770301-0.0248196j 0.0247303-0.0116531j 0.00676295+0.0110656j 0.00207053-0.0128427j 0.00300301-0.00136161j -4.35409e-05-0.00629414j 0.0137249+0.0147211j -0.00512429+0.00540135j -0.00353495-0.00586744j -0.00248436-0.00286229j 9.66003e-05-0.0082716j 0.00102346+0.00278312j -0.000817119-0.00655082j -0.00200107-0.00584459j 0.00379418+0.00303997j -0.000691609-0.00133939j -0.000300948+0.00620409j -0.000420407-0.00801088j -0.00259156+0.00236401j 0.00185042+0.0130122j 0.00390932-0.000953069j 0.0038014+0.000849708j -0.00130659-0.00340887j -0.000963066+0.00436438j 0.00137948+0.0138082j -8.17369e-05+0.00627969j -0.000154285+0.00159778j 0.00595717-0.000840949j 0.00884276-0.00379659j -0.00381832+0.015972j -0.00960369+0.00376137j -0.00267295+0.00444729j -0.000542208+0.00210343j 0.00274799-0.00131434j -0.00100805+0.00326493j 0.00232105+0.00206753j -0.00335132+0.00414389j -0.00574207-0.00214723j -0.000401012+0.0031828j 0.00216551-0.00157736j -0.0048618-0.00258406j -0.00415644+0.00540119j 0.00378441-0.00338581j -0.00591103-0.00355515j -0.00174564+0.00111636j -0.00151415-0.00174985j 0.00137857-0.00106844j 0.00516848+0.00627294j -0.0010658-0.000711575j -0.000891194-0.000909808j 0.00224849+0.00233082j 0.0032383+0.000520758j -0.00592867-0.00514685j 0.00049462+0.00151749j 0.00366654-0.000287574j -0.0031722-0.00246398j 0.00351249+0.000982093j -0.00589709-0.0039541j 0.000949012+7.05592e-05j 0.00292107+0.000920941j -0.00481298-0.000173842j 0.00191129+1.39358e-05j -0.00253429-0.00087633j 0.00591408-0.000533512j -0.000247535-0.00403991j -0.0016155-0.000159847j -0.000875249+0.00367535j 
-0.00659896+0.0101137j -0.014119+0.000735737j 0.0116215+0.00683926j -0.0159955+0.017606j 0.0115134+0.0110389j 0.00249105-0.00114656j -0.00496305-0.00768018j -0.00328588-0.00685016j 0.0118572+0.000432353j -0.0040583+0.00984973j -0.00567487+0.00401916j -0.00106248+0.0024667j -0.00141645-0.00620958j -0.00487405+0.00182383j -0.00533188-0.00976821j -0.000988992-0.00574006j 0.000164483+0.00680504j 0.00180255+0.000687462j 0.00178869+0.000384586j 0.00406824-0.000516741j 0.0100284-0.00911028j 0.00965491+0.000802836j -0.00287547+0.00112532j -0.00378756+0.001985j 0.00525445-0.00596741j -0.00292457-0.00238824j -0.00360219+0.00383874j 0.00893348-0.0038936j -0.00222736+0.0027139j 0.00646277+0.00197255j 0.00869695-0.00259917j 0.010676-0.00851785j 0.00344741-0.00724629j 0.000241501+0.00621504j 0.0082192+0.000685536j 0.00170837+0.00180995j 0.000162441-0.00374796j -0.00184582+0.00763946j -0.00402907+0.00886612j -0.00242491+0.00761833j 0.00177996+0.00824893j -0.00405937+0.00559347j -0.000136611+0.00694515j 0.00315336-0.00268452j -0.00434431+0.000198533j -0.00136305+0.0071032j -0.00066323-0.00278737j 0.00642703+0.00668713j 0.00562308+0.00693946j -0.00547763+0.00243073j 0.0003139+0.00133846j 0.00182656-0.00306693j -0.00614924+3.69275e-06j -0.00591049-0.0125385j 0.00888265+0.00768276j 0.00290074+0.00206968j -0.0029297-0.000534642j 0.00687841-0.000746743j -0.00436617+0.000721119j 0.00444324-0.00302812j 0.00124853-0.00371166j 0.000569992+5.17661e-05j 0.000276939+0.00179789j 0.00227303+0.00471598j 0.00184487-0.00308021j -0.00280317+0.000910175j -0.00228253+0.000246523j 0.00730544-0.00135519j -0.00288963-0.00556547j 
