-0.0620719+0.124896j -0.116064-0.0518643j 0.13005+0.213065j 0.252382-0.0855637j 0.0563928-0.0465022j -0.161583-0.0899863j 0.0695805+0.279383j -0.109897+0.140075j -0.0720355+0.0995098j 0.0848894+0.234773j -0.210167+0.0139751j -0.160205+0.0124974j 0.183174-0.160528j 0.028624-0.0308868j -0.00242683+0.0363735j 0.192506+0.034937j -0.0590583+0.0372715j 0.0690512-0.0922152j -0.0255954-0.0487131j -0.00438207-0.0370724j -0.0392587-0.249069j 0.12641-0.0823696j -0.0268019-0.063962j -0.0262757-0.107551j -0.0558177+0.0261425j -0.185165-0.029427j 0.0125462+0.0806906j -0.179296+0.00456433j 0.27474-0.0731325j -0.0478345-0.2807j 0.0921366-0.0346662j -0.0424899-0.110872j -0.0885948+0.137928j -0.142972-0.0891376j -0.0517006+0.0199637j 0.0339186+0.0441223j 0.0126041-0.0638163j -0.0511552+0.0203823j 0.00590276+0.0073223j 0.0403103-0.0369976j 0.0132708+0.0273625j -0.0131363+0.030906j -0.0184054-0.0235999j -0.0467038-0.00455511j -0.00464559-0.0264725j -0.00440736+0.00958714j -0.0373663-0.02563j -0.0105849-0.0316722j 0.015604+0.0207887j -0.00334738-0.0228836j -0.018654-0.00995567j 0.018574+0.0123257j -0.0196684-0.00692875j -0.0110129+0.0115895j -0.00138028+0.018767j 0.0280347-0.0205543j -0.0238688+0.0108949j 0.00346578-0.0218964j -0.00179525+0.018324j -0.00712023+0.011846j -0.0216858+0.00601709j 0.00500019+0.0109947j 0.0131409+0.0227088j -0.0166791-0.0300631j 0.00815647+0.0126432j -0.00649403+0.00271821j 0.031373+0.019219j -0.000500484+0.0355693j 0.0279741+0.00939196j -0.0176132+0.03362j 0.0318464+0.0344957j 0.0289203-0.033512j 
4.19525e-05+0.000566958j 0.000289264-0.001412j -0.00186586-0.000944511j 0.00266657+0.00187693j -0.00179458+0.00559158j -0.00841589+0.0033677j -0.00702336-0.00599185j -0.00238806-0.00136503j -0.000161069+0.00420357j 0.00387768+0.00861025j -4.79807e-05+0.00136453j -0.0013779-0.00171872j -0.00398834-0.00612024j -0.000522325+0.000355765j 0.0005499+0.00184689j -0.00268613+0.000168649j 0.00052777-0.000340209j -0.00337164+0.00648239j -0.00127825-0.0012838j -6.69032e-05-0.00299224j 0.000872995-0.00624621j 0.00267592+0.00087884j 0.00215569-0.00203016j 0.00194-0.00248816j -0.00448189+0.0018518j 0.00296373+0.00188639j 0.00351949-0.00105998j -0.00291921-0.00272195j -0.000445722+0.00207168j -0.000392049-8.96976e-05j -0.000894574-0.00401859j 0.00273061-0.00265019j -0.00133519-0.00146734j 0.0013534-0.00338735j 0.00372165+0.00385988j 0.00284796+0.00518943j -0.00169617+0.00779242j -0.00399817-0.000785257j 0.00122832+0.00178255j 0.000436623-0.00155022j -0.00269781+0.00359714j -0.000541979-0.00282327j -0.000867234-0.00109497j 0.00505099+0.00127205j -0.00356577-0.000367432j 0.00172107+0.000692634j -0.000483262-0.000268627j -0.00331865-0.000433424j 0.00185125-0.0024865j 0.0063049+0.000276729j -0.000866667-0.000752095j -0.00123882+0.00186288j 0.00028566+0.000302527j 0.000594791+0.000879411j 0.0026552+0.00302981j 0.00133026-0.0011317j 0.000358697+0.000237798j -0.000411539+0.00281747j 0.000616577+0.00401315j -0.00057585+0.00327171j -0.00217862+0.000632309j 0.00043156+0.00133655j -0.000255848-0.00360332j -0.00190619+0.00372704j 0.00134865+0.000645715j -0.00281123+0.0021397j 0.00186544-0.00203663j -0.00128722+0.000393158j 0.000607617+0.00113265j -0.000608378+0.00104234j 0.000280132+0.000806668j -0.000773906-0.00244315j 
-0.00335133+0.0057136j -5.59607e-05+0.00196624j 0.000835638+0.000106995j 0.00400939+0.000276729j -0.000455013+0.00158739j -0.00333498+0.00100137j -0.00105586-0.00297234j -0.00259029+0.00117106j -0.0031157-0.00263881j 0.000643859+0.00223676j -0.00160391+0.00782897j -0.0030091+0.00106501j -0.00193414+0.00304422j -0.00180028+0.00175697j 0.00217137-0.00142908j 0.000516328+0.00788581j 0.00354011+0.00234162j 0.000215201-0.00334658j 0.000959403+0.00144976j 0.00183919+0.00150496j -0.00491492-0.00138294j 0.000872781+0.00144969j 0.00307344-0.00582387j 0.0014379-0.00437743j -0.00455104-0.000293984j 0.00171228+0.000251071j 0.00227553+0.00151737j -0.000890904-0.00111806j -1.35129e-05+0.0006589j 0.00136154+0.000619769j 0.00335173-0.00311071j -0.00022378+0.00190766j -0.00151806-0.00105454j 0.00330748-6.46827e-05j 0.00469027+0.000985181j 0.00329673-0.00632099j 0.00136707-0.00639475j 0.000213345-0.00166465j -0.00404943-0.00234763j -0.00506639-0.00304535j 0.00264432+0.0111162j -0.00663278-0.00114641j 0.00404817+0.00826913j -0.00311736-0.00109803j 0.00240188-0.00672211j 0.00135776+0.00597149j 0.000259445+0.00843324j -0.000980111-0.000989082j 0.00715797-0.00839495j 0.00102822+0.00210677j 0.00639558+0.00296755j -0.0080098+0.00435291j 0.00784678-0.00480788j -0.00320772+0.00488149j -6.87562e-05+0.00833495j 0.00597855+0.00389125j -0.00759224-0.00150377j 0.00328329-0.00288477j 0.0041035-0.00359453j 0.00143284+6.51061e-05j -0.00376644+0.0115804j 0.00339575+5.03343e-05j -0.00334361-0.00149605j 0.0058181+0.00265031j -0.000334993+0.00550255j 0.0040216-0.00682354j -0.00247269+0.00225269j -0.00427764-0.000227941j 0.000299411+0.00308241j -0.00162116+0.000154196j 0.00290847+0.00118321j -0.000171072-0.00192129j 
0.00292312-0.00254509j -0.00574888+0.0011991j 0.00156188-0.00254319j -0.00218576+0.000239933j -0.00799843-0.00163645j -0.00441222-0.00234465j 0.0024607-0.00709428j 0.00285327+0.00120442j -0.00542585-0.0014592j 0.000250486+0.00209544j -0.000353138+0.00181597j 0.00636808+0.000761868j 0.00418051+0.000608891j -0.00264419-0.00154453j 0.00202732+0.00305046j 0.00427469-0.000690106j -0.00247759+0.00103884j -0.00312981+0.000707743j 0.00412738+0.00222124j 0.00145438+0.00229033j 0.00395038-0.00415744j 0.00452058+0.00301474j -0.00314688+0.00769781j 0.000932993-0.0058833j -0.00727367+0.00287705j 0.00573909+0.00233493j -0.000358689+0.00176631j 0.00113408-0.00362452j 0.00062206-0.00176619j 0.000371929-0.00027621j -0.00121926+0.00138334j -0.00194693-0.00215312j 0.0020106-0.000993542j 0.00137924+0.00225269j -0.0024362+0.00327894j -0.00374281-0.00303347j -0.00663437-0.00593033j 0.0040754-0.00705908j -0.00301483-0.00383233j -0.00346224-0.00144415j 0.00247793+0.00359042j -0.00506561+0.00559417j -0.00507593-0.000973897j -0.00253153-0.0120179j -0.00358858+0.00824158j -0.00167501+0.000644119j -0.00841414-0.000230617j 0.0014293-0.000234297j -0.00133213-0.0053667j -0.000959501+0.00258825j -0.00697425+0.00652323j 0.00251323-0.00180783j 0.00546287-0.000213332j -0.00802172-0.00324578j -0.00276583+0.00767031j 0.00112961-0.00174257j 0.00547567-0.00489323j 0.00260881-0.00358705j 0.000246929-0.00100236j -0.00267357+0.00228086j 0.00316499-0.00177968j -0.0020789+0.00538799j -0.00154287-0.00446815j -0.00372521+0.000486425j 0.00331151-0.00119842j -0.00299762-0.000853886j 0.00370106+0.00388325j 0.0050342-0.000389751j 0.00354524+0.000645906j -0.00171747+0.0039502j 0.000249642-0.00139102j -0.00128504-0.00155124j 
-0.000865019+0.00777546j 0.00353917+0.00432149j 0.00230625+0.00395484j -0.00350791+0.00194556j 0.000379181-0.00126314j -0.00482812+0.000391637j -0.00198012-0.00395924j -0.00332192-0.000728663j 0.00588249-0.00352797j 0.00364506-0.000644961j -0.00270493+0.00369012j 0.00186336+0.00167523j -0.00426526-0.00284003j 0.00417823+0.0019636j -0.00344691-0.00169783j -0.00343437-0.00227656j 0.000401411+0.0019441j 0.00135404-0.00127724j -0.00291279+0.00032395j -0.00021044+0.00106013j 0.0025629+0.00241767j -8.99685e-05-0.000614214j 0.00263927-0.00166546j -0.000824804+0.00484444j 0.00322937+0.00191942j 0.000526665+0.00150928j 0.00447006-0.000762148j 7.40555e-06-0.00099537j -0.00118446+0.000298309j 0.00428205-0.0024186j -0.000465631-0.00114431j -0.00274733+4.45805e-06j -0.00770609-0.00523482j -0.00125319+0.00909709j -0.00595119+0.00363876j -0.00290102-0.0027565j -0.00643419-0.0102099j 0.000118064-0.00412933j -0.0020395-0.00265084j 0.000355693+0.00276811j 0.00593719-0.00480937j -0.00520175+0.00573241j -0.00691212-0.0030241j 0.00245904-0.00501435j 0.00620412+0.00834295j -0.00289126-0.00534546j -0.000798046-0.00225598j 0.00857844-0.000200748j -0.0025875+0.000248685j -0.00388692-0.00153197j -0.00303428+0.00294642j 0.000401533-0.00710928j -0.000100746+0.000748238j -0.0031338-0.00239443j -0.00443971+0.0018341j -0.00258818-0.00147882j 0.00766269+0.000893557j -0.000705225-0.0030109j -0.00114876+0.002894j -0.000270064-0.00186612j 0.00363094-0.00284056j -0.00229173+0.00390075j -0.000303098-0.000999057j -0.00199431-0.00305195j -0.00035204+0.00158375j -0.00166928+0.00381886j 0.0031598+0.00177613j -0.000535215-0.00243321j 0.00417441-0.000820928j -0.00201916+0.00266071j 0.00050572-0.00336273j -0.000591658-0.000837816j 
0.00263288-0.00343123j -0.00246131+0.0042112j 0.00224586+0.00265778j -0.00799963+0.000324439j -0.00140157-0.000271016j -0.00274636+8.34905e-06j 0.00081159-0.00320088j 0.00473975+0.00384634j 0.000339193-0.00369264j 0.000670924-0.00159047j 0.00532915-0.00319391j 0.00265227-0.00346663j 0.0018845+0.00283789j 0.00120755+0.000959206j -0.00145652-0.00197675j -0.000348778-0.00158466j -0.00216545+0.00196447j -0.000381274+0.00269094j -0.000611406-0.000693741j 0.00071805-0.000576837j 0.00193812-0.00161817j 0.00155608+0.000886874j -0.0005039+0.00419458j -0.00243664+0.000864969j -0.00311467+0.00251416j -0.000939213+0.00121637j 0.00192673+0.00330272j 0.00253465-0.0010776j 0.0028629-0.00133799j 0.00107658+0.00379793j -0.00530413+0.00329708j -0.00103464-0.00565286j -0.00426861-0.00250679j -0.00625179+0.00686326j -0.00298528-0.0058314j 0.00163487-0.00105548j 0.00460778-0.00315834j 0.00187004+0.00156057j 0.00142258+0.00177575j -0.000642415+0.00141844j 8.94915e-05-0.00854997j -0.00236047-0.00225784j -0.00351696-0.00311114j 0.00213643+0.00361173j 0.00359727+0.0039662j -0.00453172-0.0020232j -0.00137869+0.00699334j -0.000462979+0.00110701j 0.00380803+0.000182402j -0.0081761-0.00424761j -0.000236123-0.00398842j 0.00179091+0.00197049j -0.00336862-0.00451248j -0.00126763-0.00250039j 0.000278937-0.00215156j -0.00114693+0.000808178j 0.00223743-0.00217686j -0.00193882-0.000910626j -0.000651639-0.00253678j -0.000402764+0.00190291j 0.00275506+0.00130726j -0.00259239-0.00109213j 0.00341104+0.00282276j 0.00178874-0.00219343j -0.00263008+0.00151202j 0.00021604-0.000926523j 0.00234234-0.00125829j 0.0055138-0.00183516j -0.000953777-0.00193719j -0.00142876-4.01787e-05j -0.00089124-0.00130828j -0.00143723+0.00130946j 
0.000975413-0.00300581j 0.00459455+0.00201599j -0.00641084+0.00227841j -0.00457872-0.00780909j 0.00294541-0.000575044j 0.00385447-0.00241582j -0.0037812+0.00253253j 0.000611925+0.00104657j 0.000850231+0.0034016j -9.8746e-05-0.000126997j 0.000100828-0.00416928j -0.00524286-0.00284262j 0.00231375-0.00170803j 1.04482e-05-0.00241074j 0.00166464+0.00168868j -0.00149649-0.000630169j -0.00121903+0.00257129j 0.0015238+0.00235405j 0.000529566+0.000650172j -0.000544526-0.00180908j -0.0010285-0.000995753j -0.0010083-0.00152765j 9.50079e-05+0.0018595j -0.000119999-0.0017643j 0.00115058-0.00133577j -0.0010866-0.00372308j -0.00305335+0.00128487j 0.000433579+0.00262512j 0.00228667+0.00276851j -0.00332947-0.00132609j -0.00301183-0.0051801j 0.00481056-0.00102791j 0.000917976-0.00706521j -0.0131851-0.00498282j 0.00892535-0.00584023j 0.00667646-0.00136156j -0.0040819+0.00416359j -0.00573546+0.00409945j 0.00675733+0.00410541j 0.00546656+0.00853202j 0.0017654-0.00368226j -0.00338511+0.00722074j -0.00068747+0.00149938j 0.0132533-0.00448068j 0.00251321+2.35219e-05j -0.0112553+0.0027216j 0.00925758+0.000618934j -0.00226892+5.79499e-05j -0.00131798-0.00192884j -0.00119445+0.00479737j -0.00194067-0.00408627j 0.00474093+0.00276518j -0.0085554+0.000220982j -0.000329727+0.00219475j 0.00325063-0.0058435j -0.00433511+0.00325666j 0.00398589+0.00440079j 0.000650005-0.00393475j -0.00199556+0.0065919j -0.00043221-0.000949981j 0.000850971+0.000353278j -0.00376814+0.00123782j 0.00027229+0.00196617j 0.00108633+0.000139393j -0.00334423-0.00037214j -0.0010644+0.00497999j 0.00266622+0.00209871j -0.000919649+0.000134366j 0.00353575-0.0026649j 0.00243325-0.00125782j -0.00243058-0.00137484j -0.00152919+0.00165655j 
0.00446461+0.0048931j 0.00508501-0.00794777j 0.00012891-0.00165361j 0.00046855+0.00540493j -0.00309826-0.00215151j 0.00221282-0.00105401j 0.00135428+0.000178304j -0.00331773-0.00493021j 0.00148757+0.00806141j 0.000731009+0.001157j -0.00557849-0.0026347j -0.000208948+0.00130238j -0.00132291-0.00481531j 0.000414619+1.01778e-05j 0.000939948+0.00319807j -0.00145874-0.00428548j -0.000686763-0.00116433j -0.000870493+0.00159046j 0.00150022+0.000441903j -0.00118065-0.000608296j 0.000878637+0.00152746j -0.000742957-0.00057838j -0.00125417-0.000562433j 0.00166498+0.000472456j 0.00428614-0.00131968j 0.00126837-5.10102e-05j 0.000610902-0.00235869j -0.00187209+0.000267415j -0.00285725+0.00420211j -0.000258099-0.000569066j 0.000657666-0.00298127j 0.00118888-0.00179991j -0.00475625+0.00515846j 0.00513285+0.00379031j -0.00755057+0.00100675j -0.00366478+0.00629633j 0.000918192-0.00270831j 0.00329415-0.00548328j 0.000647563-0.000601854j -0.0011082-0.00662572j -0.00503194-0.00336518j -0.00242528-0.00330541j 0.000774975-0.000895307j -0.00305657+0.0069103j -0.000134443+1.2399e-05j 0.00544053-0.00482851j -0.000332271+0.00509731j 0.00033237-0.000987579j -0.00384992+0.00309836j -0.00100133-0.0017641j -0.00255126-0.000606937j -0.00216207-0.00236898j -0.000306265-0.00357322j 0.00413452-0.00245751j -0.00143913-0.000400192j 0.00130814-0.00029584j -0.000508847-7.12976e-05j -0.00250369+0.00584515j -0.00209231-0.00164321j -0.000122991+0.00319471j -0.000640021+0.000188455j 0.00242598+0.00117038j 0.00313375-0.000881027j -0.000236571-0.00233559j 0.00117891-0.000257517j -0.000262106+0.000922274j -0.000226336-0.00652875j 0.00153756+0.00109234j -0.00196549-0.000881012j -0.0010444-0.000164456j -0.00134857+0.000539425j 0.000380281-0.000689687j 
-0.00626063-0.00929234j -0.00392031+0.00222903j -0.0047553-0.00729097j 0.00659933-0.00621641j 0.00587258+0.000649705j -0.000715845+0.00112038j -0.00266135+0.00104922j -0.00101752-0.000301838j 0.000218388-0.00188496j -0.00161937+0.00124417j 0.0015656-0.000218731j -0.0011801-0.00230395j -0.000665246-0.00122225j -0.00142211-0.000242766j -0.00042322+0.0020643j -0.000555922+0.000669732j -0.000881604-0.000435661j 0.000266459+0.00257207j -0.00363138+1.81233e-05j 9.56958e-05-0.00125845j 0.00152174-0.000545528j 0.000495363-0.00146647j -0.00063527+0.000713596j 0.000941005+0.000419047j -0.00174592+0.000526261j 0.0013498-0.000271196j -0.00443729-0.00266827j -0.00032237+0.00140441j -0.00055132-0.00337758j -0.00332314-0.00260028j 0.00198256+0.00133707j 0.00238404+0.00585332j 0.0146759+0.000746031j -0.00248647-0.0150741j 0.0138999-0.00272646j 0.00350818+0.000459241j 0.00231837+0.0115547j 0.000733145+0.00677029j 0.00208356+0.0023276j 0.0046896+0.004923j -0.00121251+0.00755835j 0.00702638+0.00101172j 0.00751107+0.00100947j 0.000929948-0.00326497j -0.0121797-0.00601076j -0.00351725+0.00558247j 0.0048215-0.0127955j -0.005202+0.00389231j -0.00272843+0.0054565j 0.00949517+0.00618056j -0.00163224+0.0048581j 0.00382508+0.00243683j -0.0032285+0.00900668j -0.000253674-0.00083219j 0.00388386-0.00619274j -0.00394005+0.000763346j -0.0025123-0.000273342j 0.00289754-0.00468995j -0.000630779+0.00448472j 0.00081366-0.00312147j -0.00313115-0.00456663j -0.00289686-0.00157548j -0.00321674+6.71244e-05j 0.000221463+0.00433006j 0.000925631-0.00560827j -0.00194924+0.00327676j -0.000114148+0.00337622j -0.00382164+0.0049833j 0.000405342+4.16133e-05j 0.00378257-0.00218901j -0.0006742+0.00171947j 0.00249831+0.00109093j 
0.0108038-0.00352357j -0.00719569-0.0147297j 0.00629635-0.00230297j 0.00851156+0.0056312j -0.0021643+0.00598927j 0.00480946-0.00267712j 0.00165664+0.00470517j 0.00246915-0.00486738j -0.00673334+0.00467988j -0.00353388+0.00120043j -0.00344288-0.00518077j -0.00292348-0.000572221j 0.00351275-0.00200361j -0.00287856-0.00127123j 0.00343257+0.00620342j 0.00198175-0.00246733j -0.00269724-0.000611975j -7.74141e-05-0.00217399j 0.00308229+0.000877665j 0.000553143-0.0043084j 0.000408971+0.00218392j -0.00157565-0.00134624j -0.00133543+0.00254003j 0.00513257-0.00322771j 0.00142589-0.00584666j -0.000609584-0.000101006j -0.00420927-0.00140911j -0.00685509-0.00216889j -0.00301638-0.00225258j -0.00242779+0.0025336j 0.00134191+0.00417862j -0.00212878-0.00137387j 0.00265936+0.0151473j 0.0209838-0.00255481j -0.00144104+0.0138584j -0.00425606+0.00581852j -0.000713168+0.00502049j -0.00298869+0.00139632j -0.00574493-0.00367712j -0.00102366-0.00341274j 0.000305576+0.00403925j 0.00627802-0.0088972j -0.00607811-0.0050063j -0.00251181+0.0028461j 0.000606628-0.00122039j 0.0129053-0.00682425j -0.00288241-0.0142452j 0.00651425+0.000862856j 0.002997+0.00577651j 0.00338679-0.00698838j 6.07323e-05+0.00622215j -0.00916066-0.00412251j 0.00615564+0.00679146j -0.00109577-0.00171199j -0.0033375+0.00487156j -0.00397856-0.0151419j -0.005893-0.000566197j -0.00118461+0.00281738j -0.0028884-0.00148171j 0.00262646-0.00333493j -0.00222637-0.00411774j 0.000768731-0.00440037j -0.00649982-0.000682547j -0.00177757+0.0015922j 0.003617-0.00171008j -0.00155433-0.00296651j -0.00327901+3.1441e-05j -0.00716703-0.000853089j -0.00283564+0.0039351j 0.000797481-0.000197192j 0.00341105+0.001076j -6.59518e-05-0.00347347j 
0.00520753+0.013511j 0.00804789-0.00379446j 0.00178493+0.00274946j -0.000245663+0.00667667j -0.00392409+0.000311531j 0.00207091+0.000340193j -0.0024303-0.000487675j -0.00270804-0.00659003j 0.0041676+0.0028884j 0.00345557+0.00256727j -0.00434923+0.00316878j -0.000848406+0.00130636j -0.00684454-0.00475217j 0.00298411+0.000587891j -0.000981027-0.000711033j -0.00441109-0.000442541j 0.000715415-0.000216537j -0.00152648-0.00139397j -0.000244439+0.00195369j -0.00339555+2.51628e-05j 9.61225e-05+0.00247165j -0.00010839+0.00066069j 0.0034836-0.00358225j 0.00324451-2.95118e-05j 0.0051144-0.000963256j 0.00346469+0.00227137j 0.00529861-0.00136883j -0.00247693-0.00265447j -0.00161898+0.0035178j 0.00358403+0.00273376j -0.00295282-0.00361616j -0.00156815-0.0025036j -0.0146976-0.000912368j 0.0056653+0.00984646j -0.00473599+0.00119037j 0.00933492-0.00441771j 0.00427311+0.00449856j -0.00859053+0.00585438j 4.89977e-05-0.000503406j -0.00287755+0.00265992j 0.00534592-0.00478522j 0.00178674-0.00867358j -0.00732523-0.0017197j 0.00801714-0.00131593j 0.0105125+0.00404724j 0.00222384+0.00028024j 0.00157524+0.00517174j 3.46853e-05-1.98088e-05j 0.00801952-0.00294049j -0.00867173-0.00738389j 0.00127146-0.00145491j -0.00406145+0.000347888j -0.000575763-0.00369332j 0.0010948+0.000633165j -0.00137739+0.00487216j 0.00015216-0.0105491j 0.00295412+0.00247731j -0.00575996+0.00337967j 0.00223532+0.000621588j -0.00129035-0.0014322j 0.00106317+0.000611606j 0.00067352-0.00505434j -0.00237584-0.000575425j 0.00202918+0.000861453j -0.000215221+0.00699576j 0.000979611-0.0045651j -0.00238917-0.00313815j -0.00655525-0.00707771j -0.00247713+0.00217999j -0.00355115+0.000276961j 0.00293538-0.00254353j -0.00206398-0.00249054j 
0.00507239-0.00255165j -0.0073358-0.00770351j 0.0018906+0.00297583j 0.00647307-0.0023027j -0.00332508+0.00177475j -0.00767509-0.0052136j 0.00270681-0.00360161j -0.00337544+8.60886e-05j -0.00709873+0.0052907j 0.00293761+0.0067301j -0.000803198-0.00206183j 0.0013611-0.00203997j 0.00276819-0.00776924j -0.00256199-0.000835545j 0.00203219+0.00473574j 0.00115766-0.00487679j -0.00202733+0.00269166j -0.00299753+0.00833033j 0.00091193-0.00113412j 0.0012705-0.00454046j 0.0025321-0.00885268j 0.00424257-0.00160149j -0.00149437+0.00292842j 0.00424255-0.00326668j -0.00515042+0.00251149j 0.00176639-0.000809233j -0.00302708+0.000673923j -0.0047394-0.00428004j 0.00274742-0.00340482j -0.00256159-0.00121102j -0.000528551-0.001437j -0.00276673-0.00655966j 0.00468878-0.0060737j 0.00961672+0.000600787j 0.000927642+0.00292678j -0.00794764-0.00894458j 0.0108239-0.00286637j 0.0133024-0.00469621j -0.00919911-0.00395909j 0.0016367-0.00213457j 0.0060079+0.00460357j 0.00256302+0.0120377j -0.00252938-0.00369279j -0.0130335-0.0016968j -0.00248629+0.00358563j -0.00592433+0.00283207j -0.00420432-0.00766098j 0.00609522-0.00744408j -0.00108533+0.00562007j -0.00239211-0.00261615j -0.0052166+0.00433986j 0.00884304-0.000840704j -6.03452e-05+0.00526984j -0.00499661+0.00171735j 0.00121001-0.000867391j 0.00055586+0.00276392j -0.00178807-0.00327351j 0.00250252-0.00540126j 0.00356901-0.00649245j 0.00406842-0.00326964j -0.00109346-0.00400328j -0.00391185+0.0022975j -0.00218764-0.000798794j -0.00510139-0.00374443j 0.00623028-0.000744355j -0.00422814+0.00305315j 0.00122286+0.00875756j 0.003204+0.0117224j 0.00581024+0.00403239j -0.00461301+0.0105549j 0.000751131+0.00424058j 0.00654263-0.00336868j 
-0.000916318+0.00283171j 0.000774331-0.00388464j 0.00249252+0.00174862j -0.00266401+0.00178788j 0.00540036-0.0001001j -0.00345013-0.000818731j -3.53179e-05+0.000120797j -0.00249518-0.000894948j 0.00144741+0.000642108j 0.0014706+0.00371963j 0.00125704+0.000313562j -0.00261627-0.0011232j -0.000195203-0.00175761j -0.000263055+0.000414505j 0.00046992-0.00065852j -0.00124431-0.000435718j 0.000199202+0.00135306j 0.000959062+0.00222016j -0.000699324-0.00123493j 0.00146866-0.00125868j -0.000870077-0.00221423j 0.000119242-0.0021941j 0.00114773-0.00386119j -3.19236e-05+0.00172934j -0.00189306+0.00129068j -0.00166809-0.00123658j 0.000624888-9.80338e-06j -0.00174008-0.00155294j 0.00119745-0.00240813j -0.000989566+0.00231502j -0.00151864+0.00236776j 0.000814195-0.00447381j -0.00733573+0.00269027j -0.00603023+0.00640166j 0.00837292-0.00614738j -0.00332456-0.00355962j 0.0102466+0.000378632j 0.00477849+0.00795519j 0.00518567+0.00195229j 0.00665944+0.00889869j 0.00398385-0.000743291j -0.000197195-0.000162264j -0.000240126-0.00679048j -2.87399e-05+0.00277559j -0.0035378+0.00246391j -0.00541114+0.00614302j 0.00921156-0.00328948j 0.0012689-0.00416774j 0.0044699+0.00331301j 0.00276466-0.000362533j 0.00372832-0.00366469j -0.00509594+0.00380075j -0.00544368+0.003466j -0.00229671+0.00357766j 0.00674522-0.00418338j -0.00456849+0.00231345j -0.00400643-0.00355557j -0.000373555-0.00470271j -0.000448297-0.00509887j 0.00323971+0.00284768j -0.0049407+0.0102712j -0.00916775-0.00272842j -0.000409654+0.00644499j 0.00549399-0.00201714j 9.65142e-05-0.00219276j 0.00186263-0.00299412j 0.00332197+0.0027753j 0.00467469+0.00551742j -0.00429065-0.00185023j 0.00226643-0.00193623j -0.00025687+0.00256301j 0.00378059+0.00052207j 
-0.00265099-0.00178353j -0.00152955+0.0035063j -0.00402997+0.00531822j -0.0020434-0.00535592j 0.000226153+0.00294402j 0.00515186-0.000460489j 0.00134435+0.00563677j 0.00261648+0.000467216j -0.00134947-0.00188282j -0.00221337-0.0023106j 0.000478943-0.00280269j -0.00148254-0.000604397j 0.00374501+0.00293253j -0.00182681-0.00287024j 0.000933291-0.000216375j 0.00454174+0.0014921j -0.00103921-3.50026e-05j 0.00081462-0.00379812j 0.00294708+0.000865789j -0.000140165-0.000399671j -0.00252811+0.00318251j -0.00107957-0.0011927j -0.000701149+0.00302291j 0.000117406-0.00229701j 0.000929975-0.00281584j -0.0023681-0.00172145j -0.00459153+0.00198747j 0.00132132-0.000458304j 0.0012937-0.000604045j -0.00370692-0.00206367j -1.15174e-05-0.00140078j 0.00267933+0.00251243j 0.0040856-0.00309443j -0.0113544-0.00467474j -0.000108728+0.00307063j -0.00266716+0.000980598j -0.00159138+0.00407182j -0.00164069+0.00313132j 0.00380239-0.000302432j 0.00488875-0.000353244j -0.00350713+0.00525794j -0.00162779-0.00530781j 0.00109293+0.000368296j 0.00294909-0.00303036j -0.00455956-0.00124269j 0.00398897+0.00279379j -0.000784655-0.000485446j -0.000479624+0.000575843j -0.00299088-0.003678j 0.0056288+0.00303829j -0.00402265+0.0021003j -0.00272026+0.000550958j 0.00375809+0.00416478j 0.0016303-9.18137e-05j 0.0027472+0.00261047j 0.00058204-0.00290348j -0.00231266+0.000690623j -0.00147743+0.000851596j -0.00284484+0.00225237j -0.00130317-0.00247742j -0.00484113-0.00233371j -0.000540287+0.00278302j -0.00482857-0.00130752j 0.00189988+0.00395824j -0.000166788-0.00292712j -0.00116041+0.00391288j -0.00143553+0.000395076j -0.000644851+0.00143465j 8.1426e-05-0.00147272j 0.00276105-0.00224154j 7.3638e-05-0.00037357j -0.00146186-0.000695823j 
