-0.0620719+0.124896j -0.116064-0.0518643j 0.13005+0.213065j 0.252382-0.0855637j 0.0563928-0.0465022j -0.161583-0.0899863j 0.0695805+0.279383j -0.109897+0.140075j -0.0720355+0.0995098j 0.0848894+0.234773j -0.210167+0.0139751j -0.160205+0.0124974j 0.183174-0.160528j 0.028624-0.0308868j -0.00242683+0.0363735j 0.192506+0.034937j -0.0590583+0.0372715j 0.0690512-0.0922152j -0.0255954-0.0487131j -0.00438207-0.0370724j -0.0392587-0.249069j 0.12641-0.0823696j -0.0268019-0.063962j -0.0262757-0.107551j -0.0558177+0.0261425j -0.185165-0.029427j 0.0125462+0.0806906j -0.179296+0.00456433j 0.27474-0.0731325j -0.0478345-0.2807j 0.0921366-0.0346662j -0.0424899-0.110872j -0.0885948+0.137928j -0.142972-0.0891376j -0.0517006+0.0199637j 0.0339186+0.0441223j 0.0126041-0.0638163j -0.0511552+0.0203823j 0.00590276+0.0073223j 0.0403103-0.0369976j 0.0132708+0.0273625j -0.0131363+0.030906j -0.0184054-0.0235999j -0.0467038-0.00455511j -0.00464559-0.0264725j -0.00440736+0.00958714j -0.0373663-0.02563j -0.0105849-0.0316722j 0.015604+0.0207887j -0.00334738-0.0228836j -0.018654-0.00995567j 0.018574+0.0123257j -0.0196684-0.00692875j -0.0110129+0.0115895j -0.00138028+0.018767j 0.0280347-0.0205543j -0.0238688+0.0108949j 0.00346578-0.0218964j -0.00179525+0.018324j -0.00712023+0.011846j -0.0216858+0.00601709j 0.00500019+0.0109947j 0.0131409+0.0227088j -0.0166791-0.0300631j 0.00815647+0.0126432j -0.00649403+0.00271821j 0.031373+0.019219j -0.000500484+0.0355693j 0.0279741+0.00939196j -0.0176132+0.03362j 0.0318464+0.0344957j 0.0289203-0.033512j 
-0.00290646-0.00157581j 0.00308028+0.0015162j -0.000130932+0.00319907j 0.00167926+0.00172311j 0.00216422-0.000977374j -0.00325293-0.00233028j 0.000356838+0.00198096j -0.00339048+0.00595853j -0.00104296+0.00217302j -0.00328629-0.00227013j -0.00148227-0.000225252j 0.00128613+0.00211257j -0.00223883+0.00120474j -0.000251501-0.000939939j -0.000941562-4.34771e-05j -0.00184676+0.00194185j -0.00223901-0.00050716j -0.00240505+0.00188758j 0.00368755-0.00188891j 0.000752108+0.0104135j 0.00597999-0.00337092j 0.00249013+0.00116281j -0.00659393+0.00221649j -0.00899212+0.000338121j 0.00247866-0.0026988j -0.000780331-0.00497932j -0.00114218+0.000112603j 0.0030609+0.00666701j 0.00265158+0.00154297j 0.00656092-0.000443247j 0.00830765+0.00977617j -0.00391549+0.00331941j 0.00126737-0.0045213j 0.0014378+0.000273939j 0.00507773+0.00482658j 0.00138228-0.00163964j -6.41094e-05+0.00373441j -0.00122125+0.00366556j -0.00399467-0.00375252j 0.000475539-0.000984652j 0.000513633-0.00575622j -0.00210647+0.0103188j 0.00182654-0.00927761j -0.00492948-0.000565764j 0.00292736+0.00202447j -0.00300994+0.00884044j 0.0017001+0.00374663j 1.12374e-05+0.00563091j -0.00160661-0.00214918j -0.00541232-0.00244036j -0.00467159+0.00498517j 0.0156132-0.00769766j -0.00099203-0.00433765j 0.00142321-0.00375261j -0.00275613-0.00414723j -0.00366596-0.00798685j 0.00464071+0.00315437j -0.000818676+0.00897558j -0.0120453+0.000366615j -0.00675282+0.00137297j 0.0102998-0.00547262j 0.000385876+0.00255122j -0.00597188-0.00527057j 0.00128386-0.00543874j -0.00572261-0.00567401j 0.00117339+0.0146064j 0.00961687-0.00411816j -0.00848492-0.00378184j 0.0058968+0.0162985j 0.00791144+0.00211514j -0.00210416+0.00505551j -0.00276418+0.0089934j 
0.00333787-0.000805587j 0.00144819+0.00232185j -0.00051647-0.000599073j -0.00226145+0.00052945j -0.00228348+0.0013184j -0.00212672-0.00198135j -0.00102327-0.00253825j 0.000939323+0.0011795j 0.0017037+0.00336333j 0.000584361-0.000621663j 0.000433147-0.00220813j 0.00245626-0.00150088j -7.73597e-05-0.00216921j 0.00164712+0.00216069j 0.00186641+0.00124057j 0.000739354-0.00164458j -0.000803028-0.000819268j -0.00461133+0.00244761j 0.00365517+0.00054063j -0.00267749+0.000136122j 0.00577243+0.00384209j 0.00202994+0.00514928j -0.00274812+0.00328794j -0.00349841-0.00386012j -0.00193283-0.000458481j 0.00094477-9.74504e-05j 0.00269371+0.00512042j 0.00285811+0.0014753j -0.00306192+0.00175336j 0.00326072+0.000372927j 0.00271966-0.00214828j 0.0034015+0.00396758j 0.000503527-0.00535562j 5.91646e-05-0.00249573j 0.00258767+0.00292063j 0.000548015+0.00106159j -0.00182385-0.00138978j 0.00112062+0.000268345j -0.00108876-0.00130655j 0.000698606-0.00597377j -0.00507521-0.0028242j -0.00352831+0.00383956j -0.00148759-0.0004234j -0.000572922-0.0037042j 0.00253248-0.00117718j 0.00713919+0.000368485j -0.00168077+0.00446207j 3.15465e-05+0.000947647j 0.00138645-0.00681476j 0.000349851+0.000518721j 0.000806302-0.00276734j 0.00289255-0.00396174j 0.00292141-0.00152054j 0.00358101-0.00125147j -0.00280182+0.00113946j -0.000115885-0.00537052j -0.00451328+0.00296842j -0.00199193+0.0107823j -0.000659026+0.00168334j -0.0106314+0.00110457j 0.00840953-0.000419929j 0.00019266+0.00397904j -0.00266265-0.00537587j -0.00266607+0.0001594j -0.00244258-0.00158486j -0.00152884+0.00769737j 0.00277371-0.00637725j -0.00776208+0.000378425j 0.0120667+0.00447773j -0.000719241-0.00334393j 0.00136637-0.00250791j -0.00297918+0.00435613j 
-0.00130286+0.000484239j -0.000367035-0.00267459j -0.000678008+0.000607823j -0.00153641+0.000111024j -0.000819301-0.00102437j 0.00127452+0.000665176j -8.80803e-05+0.00299105j 0.0015231-0.00134737j 0.000983826+0.00207415j 0.00561035-0.00174815j 0.00169037+0.000905175j 0.00189072-0.000595047j 0.00233521+0.000788302j 0.00162917+0.00111161j 0.0024964+0.00216758j 0.0018196-0.00177717j -0.00170274-0.00164527j 0.00014935+0.00221022j 0.00276587+0.000354687j 0.00462208-0.00342182j -0.00206819-0.000414347j 0.00474722+0.00093338j -0.000960593-8.52275e-05j -0.0040788-0.000490799j -0.00107286+0.00268748j -0.00225812-0.0036073j 0.00112021+0.00184923j -0.000551821-0.000282287j -0.00138874-0.00074281j -0.00307001-0.000354981j 0.00144176-0.000327032j 0.00211788-8.66277e-05j 0.00121315-0.000556019j -0.00139542+8.21264e-05j -0.00133344-0.00316665j -0.00921288-0.00224225j -0.00262923-0.00532243j 0.00146731-0.00729815j 0.00333576-0.00184858j 0.00116033-0.0029701j -0.00681683+0.000734096j 0.000376109-0.00228147j -0.00322868-0.00540189j -0.000255682-0.00768016j 0.0014555-0.000378179j 0.0127116-0.000821357j -0.011181+0.00478428j 0.00138499-0.000476959j 0.00112101-0.00138685j 0.0125484+0.0067021j 0.00216559-0.000404612j -0.00153798-0.00456992j -0.00336697+0.000347638j 0.00588394+0.00303001j -0.00656485+0.00112636j -0.00108644+0.00882481j -0.00927423-0.000530353j 0.00741362+0.0137961j 0.00637569+0.0043606j -0.0071398+0.00562774j -0.0010633+0.0101889j 0.00517605-0.00248813j 0.0015061-0.00413464j 0.00143655-0.000586053j 0.00293478-0.00562329j -0.000444394-0.00546266j 0.00185898+0.00619299j 0.00114975+0.00348397j 0.00141841-0.00177467j -0.000385704+0.000897496j -0.000629494+0.001651j 0.00153153+0.000663931j 
-0.00491953+0.0028517j -0.00433467-0.00127844j 0.00172805+0.00550017j -0.000521329+0.00261764j 0.00149008+0.00286394j 0.00665604+0.00388333j 0.00266359+0.00610719j -0.000993673+0.00210577j 0.00090128-0.00177567j -0.000708186-0.00135415j 0.00808054-0.00267336j -0.00114261+0.00118641j 0.000518285-0.0023915j -0.00181882-0.00367272j 0.000737397-0.00319439j 0.00523913+0.00429862j -0.00391315+0.000509823j -0.00966371+0.00513977j 0.00173678-0.000696812j 0.00299835-0.00205904j -0.0058078+0.00231225j 0.00283901-0.00463291j -0.0106666-0.00574892j -0.00071305+0.00129999j -0.00349906-0.00556191j -0.00693457+0.00312135j -0.000101927-0.00323505j 0.00722093-0.000650075j 0.0015735-0.000589991j 0.00213104+0.00439499j 0.00313599+0.0083869j -0.00588505+0.00121276j -0.00302974+0.00368949j -0.00542654+0.000689969j -0.00162533-0.00124068j -0.00366004+0.00305932j 0.00589078-0.000687733j 0.00396422+0.00189747j 0.00275994+0.00075586j -0.000364956-0.000135104j 0.00518145+0.00237682j -0.00286856-0.00582321j 0.000304634+0.00312614j 0.00128657+0.00346708j -0.00324459+0.00450174j -0.0074492-0.00558464j 0.00239893+0.000715359j 0.00178236-0.00378325j -0.00205177+0.0024972j 0.00626309-0.00595122j -0.000949889-0.00401556j -0.0074727+0.00506818j 0.00383395+0.00201253j -0.00282256+0.0100592j 0.00734537+0.000741315j 0.00361792-0.00480639j -0.0013471-0.00683454j -0.00844006-0.00838725j -0.00251135-0.00892892j 0.0113416+0.00272283j -0.0113358+0.00474849j -0.00467119+0.00316889j 0.00191348+0.00523229j 0.00253946+0.00537415j 0.00341875+0.000345505j -0.00182135-0.0123644j -0.0075188+0.00332462j 0.0104866+0.00519805j -0.0102743-0.00142079j 0.00141511-0.00493303j 0.00394356+0.000524446j 0.00288594+0.000702664j 
-0.00675891+0.0032515j -0.00198166-0.00273224j 0.00434915+0.000241568j 0.0052448-0.00035873j 0.00213677-0.00340233j -0.00348181-0.00253723j 0.00134616+0.00120995j -0.000113932+0.00607305j -0.000195823-0.00403047j -0.00206256+0.00111863j -0.00217924+0.0034683j -0.00131352-0.000111617j 0.0011067+0.0037509j -0.00400887+0.0034065j -0.000298533-0.000407752j 0.000264981+0.00658126j -0.00296453+0.00599614j -0.00186362-0.00163863j -0.000584746+0.00167192j 0.00505553+0.00513808j -0.00111299-0.00192079j 0.00293689+0.00117007j -0.00307031-0.00245125j -0.00227935-0.00116356j -0.0063284-0.00458967j -0.000332152+0.000896525j 0.000660577+0.000248814j 0.000968541-0.000894665j 0.00238363-0.00200863j 0.000675355+0.00497378j 0.00587712+0.00673113j -0.000813711+0.00300003j -0.00103213-0.000657378j 0.00425301+0.00472054j 0.0078932-0.00598621j 0.00489893-0.00777763j 0.00153245-9.43054e-05j -0.0061764-0.00397297j -0.00425225-0.00503198j 0.001441+0.00583307j 0.0114881+0.00149787j 0.00377399-0.00155682j -0.00492854-0.00653354j 0.00183182+0.00361896j -0.00327169-0.00325914j -0.00195783+0.00657248j 0.00108872-0.00466845j 0.00305651+0.00214737j 0.00661983+0.00767367j 0.00434998-0.00079471j -0.00148611+0.00696414j -0.00119792+0.00329665j 0.0046581-0.00079064j -0.00993099-0.00235491j -0.00211633-0.00164114j 0.00318856+0.00210828j -0.00469705-0.00754734j 0.00442907-0.00709354j 0.00141617+0.00292639j 0.00418869-0.00914994j -0.00104428+0.0147913j 0.00310759-0.0129663j -0.00955967+0.00291544j 0.00541117-0.00707861j -0.00200394-0.00319363j 0.00568411-0.00958052j 0.00510463+0.0121175j -0.0033806+0.00299949j -0.00621641+0.000874592j -0.00157005+0.00394352j 0.00259138+0.00245431j 0.00562694-0.00200147j 
-0.000626312-0.00222261j -0.00210378-0.000840291j 0.00292153+0.0005939j 0.0017569-0.00215483j -0.00355861-0.00137547j -0.00596293-0.00301703j 0.000408205-0.0056563j 7.38044e-05+0.00316011j 0.000623746+0.000179929j -0.0013599+0.00815278j -0.000486741-0.00175631j 0.000907671+0.000921547j -0.000700112-0.00333563j -0.000167076+0.000424469j -0.00262777+0.00267599j 0.00314365+0.00103981j -0.00163457+0.000933853j -0.0043845+0.00386228j -0.00301164+0.00127699j 0.00136902-0.000183283j 0.00193667-0.00295208j 0.000832354-0.000304992j -0.00289517-0.000370902j 0.00404203-0.000303219j -0.0080119-0.00195312j 0.00208008+0.00484381j 0.00107509-0.00248079j 0.00246806-0.00353145j 0.00432914-0.00142205j 0.000994911-0.00169719j -0.00273597-0.000274668j -0.0043624-0.00339053j 0.00055723-0.00160143j 0.00088934+0.000168409j 0.000622676-0.00053595j -0.000568193-0.00333185j -0.00290146+0.00316372j -0.00454991-0.00230786j 0.00170959-0.000679257j 0.00329976+0.00410581j 0.000932356+0.000611052j 0.00372979+0.00206891j -0.00211799-0.00455252j -0.00215285-0.00239443j 0.000468625+0.00147215j 0.00285346-0.00136449j 0.00156347-0.00281921j 0.00102148+0.00162793j 0.000562505+0.00463997j -0.000822342+0.000366895j 0.00259633+0.00142623j 0.0043948-0.00219609j -0.00684005+0.00164152j -2.15309e-05-0.00712694j -0.00157649-0.00306152j 0.000493494+0.00831077j 0.0033942+0.00198492j 0.0082925-0.00109881j 0.011544+0.00418987j -0.00190707-0.00129171j 0.00424448-0.00174325j 0.00170591-0.00454892j 0.000895808+0.00010063j -0.00555474-0.00474686j 0.00452184-0.00499502j -0.0072329+0.001353j 0.0046045+0.00838798j -0.00187852-0.00259258j 0.000906412-0.00272289j -0.0016957+0.00627504j -0.000173594+0.00141202j 0.00233721-0.00139203j 
-0.00488532-0.00182466j 0.00278493-0.00148799j 0.00321882+0.00133725j 0.00298099+0.0012295j -0.00110835-0.00274774j -0.00149458-0.000821772j 0.00221086+0.0049152j -0.00102806+0.00405203j 0.00134353+0.00474351j 0.00173347-0.00147977j 0.00213311+0.00281373j 0.00098788-0.002658j 0.00371496+0.00269766j 0.00310834-0.00291568j 0.00304278+0.00650731j -0.00395005+9.65287e-05j -0.0041256+0.000378922j -0.000786575+0.00506236j 0.00348121-0.0060883j 0.0124418+0.00211183j 0.003763-0.0125274j 0.00746175+7.60088e-05j -0.0014712+0.00252317j -0.010763+0.00521838j 0.000328619-0.00168192j -0.00330269-0.00823243j 0.00177825-0.00208237j -0.00010738+0.00622957j 0.00583356+0.00696866j -0.000753691-0.000644116j 0.0114925+0.0115505j -0.00593214+0.00303489j -0.00189498-0.00427057j 0.00193369-0.00132598j 0.00115794+0.000915553j -0.000266064+0.00276978j -0.00333107+0.000263478j -0.00454655-0.00348962j 0.00455858+0.00119559j 0.00139932+0.00166031j 0.000662571+0.0057757j -0.000180896-0.00406662j 0.00110329+0.00132278j 0.00251486-0.00239893j 0.00223636-0.00155513j 0.00487368-0.00150629j -0.00105745+0.000753868j -0.00501022+0.000406843j 0.00350768+0.00367927j 0.00314239+0.0040593j 0.00216258-0.00299388j -0.00138702+0.00451735j -0.00588411-0.00107032j -0.0027214-0.00125871j 0.00145769-0.00187703j 0.00767365+0.0117317j -0.00313343-0.00123198j 0.00440156-0.00437632j 0.0158945+0.00128901j -0.000373978-0.00144551j -0.00521744+0.00341157j 0.00388439-0.00248949j 0.00655688-0.00505599j -0.00421494+0.00324858j 0.0101467+0.00163845j -0.0084049-0.00942042j -0.00131362+0.00858305j 0.00330333-0.00323511j -0.00233898-0.00340656j 0.000570573+0.00426795j 0.00408912+0.00114487j 0.00427637+0.000287258j 
0.00316853+0.00150671j -0.00230231+0.00187646j 0.00160312+0.00247567j -0.00385516-0.00160355j 0.00325368+0.000206957j 0.00831208+0.00175017j -0.000744877+0.0036447j 0.00056285-0.00581335j -0.000626054-0.000727721j 0.00503138-0.00870461j 0.00166014+0.000884833j -0.00106-0.000528166j 0.00315181+0.00311283j 0.00223375+0.00212515j 0.00237174+0.000860149j 0.000379881-0.000144386j -0.00173997-0.000904216j 0.00457738-0.0040976j -0.00248136+0.0040666j 0.0023653-0.0096102j -0.00585324+0.00855729j 0.00507263-0.00323901j 0.00121947-0.00571252j 0.00217744+0.000952704j 0.00401374+0.000179855j -0.00538454-0.00130146j 0.00179761+0.00317107j -0.0012943+0.00218587j -0.00384724-0.00166243j -0.00156204-0.000677995j -0.00391357-0.00667185j -0.000652152-0.00301298j -0.000302779+0.00103174j 0.0019345-0.000294874j 0.0049665+0.0012004j 0.00123061-0.00281633j -0.00568379-0.00714356j -0.000991038-0.00271346j -0.00419762-0.00112324j -0.0025007+0.0020275j -0.00345231-0.00509674j -0.00192916+0.000596584j -0.00244739-0.00288771j -0.00474644-0.00292719j -0.000355197-0.00416448j 0.00511821+0.00166768j -0.00438335+0.00402176j 0.00422467+0.00666818j 0.00228956-0.000964371j 0.0013353+0.00122327j 0.000703979+0.00730695j 0.000110078-0.00357648j 0.00417657+0.000282308j 0.00139808-0.0101584j -0.00632418+0.0060397j -0.00547751-0.00210971j -0.00248795+0.00100525j 0.00412138+0.00596982j 0.000215166+0.0108988j -0.00521895-0.00514643j 0.0122937+0.00522441j 0.000964418-0.0057925j -0.00829473+0.000336455j 0.00197824-0.00456166j -0.00578926-0.00150759j 0.000629697+0.0051544j 0.00424711-0.00146715j -0.00606296-0.00405146j 0.0072016-0.000403207j -0.00458092-0.000265534j -0.000258707-0.00254222j -0.00423778-0.00118056j 
0.0025393-0.00413952j 0.00681664-0.000741818j -0.00754234-0.00692279j -0.000612016+0.000792261j 0.00216828+0.00361326j 1.21085e-06-0.00240017j -0.00109007+0.00163888j 0.00464139-0.00701777j 0.00375149-0.00487256j 0.00376771-0.00464129j 0.00296983-0.00155496j -0.000881194+0.00377213j -0.00256131+0.000944586j -0.00223774+0.00486978j 0.00317763-0.0129983j 1.10603e-06+0.00292316j -0.00408382-0.00596432j -0.00676679+0.000244528j -0.00152577+0.00342909j -0.0184199+0.000208404j 0.00563251+0.00775774j 0.00734297+0.0123099j -0.000843691-0.0033873j -0.000467687-0.01408j -0.00625028+0.00395411j -0.000667054+0.00945991j 0.00813801+0.0062613j 0.0024288-0.000412063j -0.00491139-0.0103371j 0.00775447+0.011912j -0.00464047-0.0168716j 0.0190412+0.0143243j 0.00453449+0.0017329j 0.0075365+0.00336507j -0.00144019-0.000107901j -0.00585504-0.00106755j 0.00445377+0.00365286j -0.000922848-0.000952309j 0.00537996-0.00078814j 0.000241916+0.000348277j 0.00233372+0.00357096j 0.00355826-0.000570698j 2.15792e-05-5.13496e-05j 0.0024729+0.00147803j 0.00419417+0.00315099j -0.000627428-0.00109968j 0.0035347+0.00650541j -0.00108436+0.000629877j -0.00182618+0.000664995j -0.00299029+0.00488925j 0.000836181-0.00268636j 0.00338488-0.00372909j -0.00732265-0.00478116j -0.00285079+0.00463935j -0.00212666-0.00416111j 0.0013605+0.0139005j 0.00959616-0.00141125j 0.00474349-0.00155273j 0.00238397-0.00356443j 0.00136332+0.0096118j -0.0101192-0.00617935j 0.00308306+0.000934009j 0.00677076-0.000562212j -0.00223621-0.00270936j 0.00516521-0.00375399j -0.00307838-0.00515217j 0.00287869+0.00621053j -0.00236169-0.00421085j -0.00623759+0.00781476j 0.0120056-6.93369e-05j -0.0104536+0.00285735j 0.000871737-0.00120725j 
-0.00202627-0.00188486j 0.0079927-0.000869131j -0.000618991-0.00255629j 0.00458786+0.00537648j 0.00156576+0.000323818j -0.00774764-0.00145035j -6.50091e-05+0.005742j 0.00194168+0.00761414j 0.00224566+0.000623092j -0.00216683-0.00184833j -0.00356853+0.00299181j 0.00147494-0.00181981j -0.00193676+0.0064237j -0.00124964+0.00102983j 0.00465814-0.00394613j -0.00698486+0.00100029j -0.000654188+6.97193e-06j 0.00024283+0.00224215j 0.00540024-0.00824432j -0.000524568+0.01382j 0.0112547-0.0120144j 0.00124221+0.00764371j 0.00436109+0.00824843j -0.0150894+5.27043e-05j 0.00410783-0.00276367j -0.000312143-0.00900521j 0.00288794+0.00206787j -0.00284145+0.0082926j 0.00134232+0.00887364j 0.00266561+0.00443235j 0.018482+0.00696876j 0.00900554+0.0150417j -0.00617497-0.0038567j 0.00375176+0.00186533j -0.000903429-0.00164441j 0.00317672+0.00267799j 0.000855032+0.00217014j -0.00376365-0.00180473j 0.000756727-0.000544003j 0.000783352-0.00156634j -0.00243235-0.00348131j -0.00186029+0.000972538j 0.00269433+0.000790475j -0.00261458+0.000498895j 0.000906126+0.000298073j 0.00101436+0.00289616j -0.000642886-0.00269424j -0.000392413-0.000560439j 0.000126402-0.00303348j -0.00560174+0.00544111j 0.00484123+0.00231409j 0.00190611-0.00485904j -0.00866125+0.00610474j 0.0072393+0.00249171j -0.000133187-0.000796638j -0.000394899+0.00256071j 0.00240182+0.00339194j 0.00442412-0.000364772j -0.00712135+0.00180405j 0.00114285-0.000445441j 0.0012254-0.00272241j -0.00392125-0.000107528j 0.00308635-0.00017203j -0.00244295+0.00059832j -0.0058798-0.0014567j -0.00152677+0.00973402j 0.00736989-0.00359722j -0.00115256-0.00298578j -0.00337961+0.00039804j -0.00190392+0.00766035j -0.00409155-0.00232949j 0.00754114-0.000706625j 
0.00329883-0.00125181j 0.00207276-0.00057877j -0.00238128-0.000898784j 0.00348295+0.00327704j 0.003005+0.000359837j 5.23197e-05-0.00302492j -0.000574591+0.00456261j 0.00497867+0.00149131j 0.00337124+0.00360594j -0.00268276-0.00325409j -0.00154205+0.00204644j 0.0038824-0.00440383j 0.000846424-0.00105675j 0.00302795+0.00922674j -0.000436368-0.00301116j -0.000225141-0.00723252j -0.000391987+0.000662453j -0.004124-0.00114838j 0.00442272-0.00648995j 0.00192603+0.000635518j 0.012152+0.0107356j 0.000729135+0.00906332j 0.0035702+0.0122863j -0.0142211+0.00309649j 0.00984182+0.000530201j 0.000321792-0.007371j -0.00342033+0.00584302j -0.00273568+0.00310458j 0.00260201+0.003451j -0.0021231+0.00464981j 0.00428364+0.00307225j 0.010645+0.00935654j -0.00184838+0.0013599j 0.00225617+0.00334229j -0.00332248-0.000602612j 0.00222493+0.00114924j 0.00340236-0.00356165j -0.000698578-0.00221746j -0.00357596-6.18677e-05j -0.00228598-0.00107544j 0.000183797-0.00132977j -0.00215101-0.00112937j 0.00105134+0.0012085j -0.00419557+0.00138145j -0.00678413-0.00116038j -0.00266198-0.0025555j -0.00243483+0.00488604j 0.00113928+0.00223189j -0.007151+0.00403853j 0.00643247+0.00429219j -0.00571157+0.00838519j 0.000394295-0.00319639j 0.00168915-0.00143984j 6.36194e-05-0.00253594j -0.001013+0.00175419j 0.00242392+0.00223474j -0.00122965-0.00477707j -0.000268943-0.00322314j -0.00367948+0.00463365j 0.00615892-0.00430467j 0.00339719+0.00531935j -0.00186663-0.00694633j -0.00463445+0.00176285j 0.00359122-0.00491769j -0.00275709+0.00130594j 0.00427898-0.00326692j 8.6442e-05-0.0049934j 0.00291838-5.08806e-05j -0.00356168-0.000194569j -0.000548814+0.00323473j -0.00284671-0.00125568j 0.0026718-0.00106639j 
-0.0016327+0.000130972j -0.00187864-0.000500164j 0.00251236+0.00223373j 0.00374823+0.000348135j 0.00108853-0.0018162j 0.000719116-0.00245546j -0.00166231-0.00286246j -0.000152191+0.000878056j -0.00429062-0.000740789j -0.000985959+0.00377269j 0.00143623+0.00229398j -0.00108919+0.00804383j -0.00336111+0.00106045j -0.00323711-0.00909226j -0.00238863-0.00185953j -0.00481095-0.0040496j -0.00630224-0.00774976j 0.00630158+0.00226422j -0.0024918-0.00200452j -0.000518994-0.00453313j -0.00128401-0.00218757j 0.00309624-0.000966747j -0.00061633+0.00242142j -0.000459429-0.000122813j 0.00172712+0.00186991j 0.000902189+0.00434482j 0.000308311-0.00172785j -0.000186058-0.00437633j 0.00181232-0.000620662j -0.00176363-0.00283162j -0.00219268-0.000642307j -0.00328302-0.00446858j 0.00193832-0.00022957j 0.00144897+0.00191171j 0.00400543+0.00132683j 0.00696217+0.00159353j -0.00235253+0.00313217j -0.00330881-0.00216527j -0.00273438+0.00187992j 0.0030307-0.00434495j -0.0059499-0.00721439j 0.00134451-0.00242983j 0.00732047+0.000995533j -0.000319662+0.00314j -0.00186499+0.00595381j 0.00136082-0.00266637j 0.00388464-0.00262686j -0.00589778+0.00237044j -0.013528+0.00951691j 0.00248745-0.000111422j -0.00379648+0.0142026j 0.00516844-0.00732514j -0.0091969-0.0138822j 0.00561228+0.00573711j 0.00570422-0.00474356j 0.00663363-0.00163056j -0.00384317-0.0040113j 0.00178556+0.00454338j -0.00684095+0.00579805j 0.00985767-0.00641592j 0.00379909-0.00503284j -0.00169026-0.00312949j -0.00172775+0.00318994j -0.00398037-0.00423551j -0.00568419-9.67604e-05j 0.00356314+0.00400775j 0.000391157-0.00244635j -0.00181269-0.000741575j 0.00038249+0.000303868j -0.00567067+0.00356449j 0.000470868+0.00155975j 0.00105007-0.000524072j 
0.000285087+0.000404306j 0.00255597-0.000300566j -0.00342585+0.00263432j 0.00179975+0.000963848j 0.00405421-0.000119074j 0.00508577+0.00108579j -0.00343714+0.00618669j 0.00109509+0.000504327j 0.000226799+0.000865254j 1.47615e-05-0.00192797j 0.00137093-3.60054e-06j -5.06766e-05+0.00112339j -0.0047969-0.000527714j -0.000757566-0.00213843j -0.00129792-0.00506149j -0.00342659-0.00430763j 0.000403066-0.00220404j 0.003281-0.00116182j 0.00275178-0.00478358j -0.00309689+0.000536481j -0.00102066+0.00146717j -0.00450237-0.000816247j 0.00384565+0.00436848j -0.00634388+0.00526953j 0.0125963+0.00207124j -0.0013274-0.00569808j -0.00542495-0.00251185j -0.00279377+0.00195482j 1.21401e-05+0.000689319j -0.00184572-0.00228436j 0.00185451+0.00356383j 0.000619454+0.00490812j -0.000751393+0.00185813j -0.000483257+0.000121479j -0.00315581-0.00210469j -0.00627832-0.00216039j -0.00297611-0.00432293j -0.000298388-0.00170268j 0.0041291-0.00134446j 0.00104432+0.00236796j -0.00201218-0.0015136j 0.000150522-0.00194666j -0.00194407-0.00264072j -0.00339369-0.00397554j 0.00489395+0.00418849j -0.000102352-0.00738424j -0.00201604+0.00316257j -7.64678e-05-0.00156028j -0.00449336+0.00242226j 0.00224148+0.000799435j 0.000927595-0.00473097j -0.00155051-0.00223408j -0.00635525+0.00293537j 0.00397341+0.000585391j -7.72206e-05-0.00336494j 0.00189983+0.0030434j 0.00124539+0.0018721j 0.00560498+0.00147701j 0.00360519-0.00405384j 0.000374174+0.00504674j -0.00245589-0.00137251j -9.98893e-05+0.00277881j 0.00275912-0.000799623j -0.00333794+0.00312347j 0.00251103-0.00382037j -0.00317831-0.00549177j -0.000896925+0.00771522j 0.00272761-0.00280677j 0.000184348-0.00207799j 0.00226835-0.000489304j -0.00157814-0.000652407j 0.00154886+0.00178429j 
