0.0191808-0.0764502j -0.0119782+0.00853973j -0.0498057+0.0181756j -0.0585343+0.0219609j 0.0294913-0.00329524j 0.0306567+0.0235933j -0.0196637+0.00772898j -0.0483827-0.0190134j 0.00128391-0.0293777j 0.00456336-0.00357739j -0.0138257+0.021908j 0.0234841-0.00318483j 0.0220607-0.00785482j 0.0139405+0.0379724j 0.00434278-0.040058j 0.000799469+0.0156465j -0.0158346-0.0118023j -0.0196612-0.00608442j 0.00332036-0.00560238j 0.016172-0.0128397j -0.00637266-0.00554206j -0.00327-0.00193401j 0.00432786+0.0234206j -2.96178e-05-0.0122656j 0.00760937-0.0178442j 0.00584431+0.0137023j -0.0105956-0.0296572j 0.00217368-0.00462254j 0.000368644-0.0033249j -0.00500675+0.00932943j 0.000939267-0.000702913j 0.00314908-0.0122176j 0.00188143-0.00935034j -0.0190422-0.0126036j 0.00466768+0.00545911j 0.0136103+0.00635541j -0.00814682-0.0189738j 0.000112371-0.0104966j -0.00767761-0.00214176j -0.016125-0.0363441j -0.0230243-0.00152211j 0.00731447+0.00611366j -0.0192364-0.0156147j 0.0272784+0.0137227j -0.00924822-0.0132081j 0.0230022+0.0162197j -0.0250585-0.0121307j 0.0020052-0.0212227j -0.00540863-0.015064j -0.00408146-0.00479075j -0.00688152+0.00519649j 0.00433353+0.0032066j 0.0127583+0.016494j -0.000812769-0.00352897j -0.00898154+0.0046689j -0.00948788-0.0149589j -0.0295066-0.00612643j 0.000466251+0.0125478j -0.00558278+0.0301308j 0.0127408-0.0127687j -0.0132252-0.0221303j 0.0179757+0.0340289j -0.0122899+0.00429949j -0.0048987-0.00424002j 0.0047692-0.00402494j -0.00503301+0.0131383j -0.00784748+0.00318671j 0.00855956+0.0108658j 0.00599875+0.0155101j -0.0100156+0.0370014j 0.0378306+0.00546892j -0.0125066+0.00111576j 0.0296723-0.0562722j 0.0383786+0.0237997j 0.0330375-0.0252744j 0.0554263-0.041958j 0.0338236-0.00810413j -0.0315018-0.0816606j -0.0110665-0.0248033j -0.0185976+0.0402772j -0.0591534-0.111456j -0.0808526-0.0155049j -0.058862+0.0892732j -0.112299-0.0484602j 0.0845146+0.00271782j 0.0176833+0.0589564j -0.0832974-0.0596358j -0.04002-0.0840772j -0.00555371+0.0669536j 0.121121+0.113335j 0.147804-0.216085j -0.167671+0.0766416j 
0.0538683+0.0359036j 0.00111045+0.0280457j -0.0119338+0.00489498j 0.00997644-0.0245586j -0.00345646-0.0217182j 0.00621148-0.022562j 0.00304917+0.00310439j -0.0110857-0.000743844j 0.00229469+0.0174484j 0.0308262+0.00606329j -0.0148551+0.0122785j -0.016879+0.00418481j -0.00319746-0.031427j 0.0546537-0.0141618j -0.0196789+0.00454531j 0.0210682-0.00188532j -0.0169444+0.00213158j 0.0122627+0.00637384j -0.00552825-0.0077813j 0.0206581-0.000996895j 0.00591537-0.00873867j 0.0144695-0.00914614j 0.017706+0.030598j -0.00753928+0.00488295j 0.00278766+0.00866368j 0.00075117-0.00462075j -0.0109731-0.0105669j -0.00194243+0.0033413j 0.00258274+0.00470556j 0.0129065-0.00417117j -0.0271441-0.0139522j -0.0015325-0.00408601j -0.00842434-0.00575493j 0.00335181-0.0103356j -0.000365948+0.00172925j 0.0196391+0.00101291j 0.000656467-0.00331269j -0.00462096-0.01472j -0.00701661+0.00293855j -0.0207144-0.00473057j 0.00573919-0.00608627j 0.0193058+0.0014681j -0.00634972-0.000551971j 0.00387646-0.0214221j -0.0319093-0.00431624j 0.00303047-0.00259146j 0.00994513-0.00633302j -0.0235+0.00244956j 0.00452299-0.0214981j 0.0137678-0.00422001j -0.0495621-0.00586199j -0.021915+0.00583706j -0.00579263+0.013698j -0.0214988-0.0274137j 0.00984104+0.00894692j -0.0159912+0.0196845j 0.0237745+0.00267914j 0.000559807-0.000290632j 0.0029903+0.0128467j 0.0039091-0.0128j 0.0280413-0.00614549j 0.0137892-0.0137445j -0.0325659+0.00914694j 0.00564609-0.00161193j -0.010327+0.00353611j 0.0102216+0.0114243j -0.00296809+0.0164335j 0.0230412-0.020645j 0.00335101+0.010942j -0.00876986+0.00121169j 0.0305614+0.00177028j -0.0141111+0.0129116j 0.00651571-0.0199658j 0.00665909+0.0114124j -0.00801506-0.0122983j 0.00888956+0.0025063j -0.0135823-0.00565403j 0.00377343-0.00811607j -0.0199633-0.0153071j -0.00192955+0.0170626j -0.00147737+0.00652076j -4.27561e-05+0.00415748j 0.00274529-0.0133879j -0.0154518+0.010744j 0.0115518-0.000302921j 0.0199319-0.000512186j -0.00607029+0.00754039j -0.00478091-0.000107216j -0.0153193-0.00400847j 0.00489742+0.00771574j -0.000164635+0.00907933j -0.00177613-0.011259j 
0.0739712+0.00337477j 0.105238+0.0973415j -0.0281254+0.0598612j -0.01544-0.0266287j 0.00788746-0.0263589j 0.0338759+0.00571684j -0.00224495+0.0266985j -0.0403583+0.0349875j -0.0358211+0.00056828j 0.00044974+0.0293314j -0.063941+0.00903039j 0.020981-0.0269342j 0.0070098-0.056669j 0.00979673+0.0568593j -0.0179964+0.00142196j -0.00900944+0.0364381j -0.0115171-0.0153061j 0.0180406-0.02669j 0.0245482+0.00587612j 0.0102656-0.000776332j -0.0142517+0.0112081j 0.0115292+0.0190035j -0.00277207+0.0217442j -0.0088166+0.00480826j -0.0114664-0.00234468j 0.0163775-0.0117938j 0.00687674-0.0101814j 0.00041121+0.0150216j 0.0129294-0.0078353j 0.0151656+0.0173509j -0.0299068+0.0104843j -0.00861159-0.00222081j 0.0162123-0.0262405j -0.0082032-0.00411325j -0.0177364-0.00161692j 0.00379916+0.0242483j 0.00162239-0.00467314j -0.00565749+0.00937347j -0.0168235-0.0140765j -0.0307576-0.0217084j 0.00640496+0.0166718j -0.0078421+0.0329403j -0.0015009-0.0124413j -0.0338732-0.00509917j -0.00337932-0.0192649j 0.0165982-0.019125j -0.00154553+0.0182751j -0.00149946-0.000806268j -0.00837356+0.00538151j 0.00617003+0.0400611j 0.00359432-0.0378157j 0.00684554-0.00301186j -0.0101508+0.0014528j 0.00400519-0.0142809j -0.00438776+0.00871043j -0.0186544-0.000311822j -0.00566557+0.0216457j 0.0306397-0.031032j 0.0196114-0.00826671j 0.00627207+0.00182099j -0.00493768-0.0178393j 0.0104756-0.0426941j 0.00213979+0.0381712j 0.0139267+0.00642174j -0.00426209+0.0095686j -0.00218475+0.0145868j 0.00135143+0.0162517j 0.018014-0.0398562j -0.00579187+0.0069703j -0.0114087-0.0103281j -0.0296675+0.00645398j -0.00681502+0.00127988j -0.0116945-0.0101801j 0.00463921+0.0128602j 0.0198104-0.00615017j -0.0114929-0.0116247j -0.0243918+0.00923699j 0.00710324+0.010578j -0.0399507-0.00546119j -0.00189878+0.0278202j 0.0201306+0.00202164j -0.00247471+0.0115487j 0.00329302-0.002973j 0.00183119+0.0123861j 0.0299649-0.00926141j 0.0075844-0.0136948j -0.0236331+0.00657559j -0.0188134+0.000918417j -0.0211667-0.0144815j 0.0259943+0.00432854j -0.0123732+0.00663615j 0.01528-0.0323834j 
0.00769303+0.00662484j -0.00385131+0.00574803j -0.0231827-0.00921793j -0.0129497+0.0133083j -0.0166594+0.00254714j 0.000803327-0.0193866j -9.94415e-05+0.000252684j -0.00366901-0.0113091j -0.0224262-0.00554127j 0.0225652-0.0169705j -0.0130734+0.00925901j -0.00355267+0.00531662j 0.00941651-0.00537547j 0.0300524-0.0147064j -0.0149453-0.00577771j 0.0128406+0.00394354j -0.0103244-0.0221782j -0.0061838-0.0111673j -0.0127136-0.00650024j 0.00155+0.00785444j -0.000289504+0.00906485j -0.0036265+0.00413053j -0.00219414-0.00911349j 0.00453233+0.0124565j 0.0120952-0.0135814j 0.00369776-0.00503931j 0.0122236-0.00991115j 0.00467791+0.0163151j 0.0153096-0.00421732j 0.0156368-0.00452782j -0.01167+0.011451j 0.00397193+0.00413715j 0.00285605+0.00565523j -0.0133025-0.0153249j 0.000811744+0.00606517j 0.0239186-0.0214289j -0.00979275-0.00404893j 0.0229398+5.03548e-05j -0.020381+0.00948479j -0.0220244-0.00507992j -0.0010816-0.00561082j -0.00990643-0.0141319j -0.00707391-0.0102068j 0.0285483+0.00566629j -0.0191932+0.0137162j -0.00995985+0.00483657j 0.0110003-0.00946816j -0.0130117-0.000491707j 0.00264759-0.00548827j 0.00679349-0.00200021j -0.0182522-0.00136632j -0.023556-0.000934503j -0.0264578+0.0320435j 0.00341134-0.0314723j -8.80318e-05+0.00478721j -0.0203555+0.0129263j 0.00104763+0.0153435j -0.0157547+0.00962408j -0.0312272+0.0234288j -0.0219831-0.00742135j -0.00195537+0.00909577j 0.0241976+0.00805342j -0.0270485-0.0285627j 0.0171521+0.00284538j -0.00333271+0.00858878j -0.0137322+0.0123162j 0.00836293+0.0143205j 0.0157436-0.0155903j -0.000836451+0.00582909j 0.00581975-0.00370807j 0.0126002-0.0115797j -0.00885612-0.0176852j 0.0152624+0.000925739j 0.0068766+0.0236587j 0.00690633+0.00717449j 0.00879326-0.00541759j -0.0126923+0.000673655j -0.0153935+0.0139485j 0.0159606-0.032311j -0.00527152+0.0132286j -0.00997543-0.0162322j -0.00411694+0.0075782j -0.000528143-0.00387702j -0.00447928-0.0100109j 0.0281801+0.0248294j -0.00954722-0.00459118j -0.000251073+0.0232026j -0.00588336-0.0058385j 0.0124665+0.00162151j 0.00455008+0.00993083j 0.0136013-0.000925244j -0.00729535-0.00076337j 
0.0676222+0.0466826j -0.00259085+0.0256548j -0.026653+0.0100274j 0.0271523-0.00835097j -0.0399078-0.0428803j -0.0285809-0.0474501j 0.0234207+0.0458166j 0.00523779-0.0384397j -0.00427255-0.0176846j 0.0510898+0.0137939j -0.0118981-0.0130217j -0.0597398-0.00746216j 0.0131644-0.044639j 0.0445824+0.00507927j 0.0113406+0.0349034j 0.0276034-0.00360506j 0.0191482-0.00500255j 0.00338011+0.00278031j 0.00555087+0.000942118j 0.0165061+2.12019e-05j 0.0197033+0.00752696j -0.000798616-0.00501839j 0.00538957+0.0153018j -0.0197301+0.00172396j 0.00830984-0.00869367j -0.00394128+0.00754173j 0.0016755+0.00491514j 0.00498604-0.028285j 0.00879187-0.00597735j 0.035371+0.00104962j -0.0196305-0.00541699j 0.0166608-0.00520958j -0.0146132-0.00596303j 0.00596772-0.0052986j 0.00978128+0.00547042j 0.0376391-0.00139884j 0.00843427+0.0013075j 0.011869-0.00569289j -0.0175083+0.0135657j -0.0128613+0.0150322j 0.00249814+0.00438957j -0.00380159+0.0135797j 0.00535252-0.00185891j 0.00288905-0.00856003j -0.0223413+0.0121246j 0.00709552-0.0100759j 0.00668746-0.0144653j 0.00592985+0.0288158j 0.00409377+0.0215747j -0.0130584+0.00175841j -0.00332533+0.00282099j -0.00647132+0.0188427j -0.0252216+0.0217551j -0.0156841-0.00307412j -0.00954174+0.0238956j -0.00541014-0.00465141j -0.0188799+0.0291932j -0.00549193+0.00863533j 0.0114146+0.0143722j -0.0211783-0.00981466j -0.0222705-0.0114887j 0.0272193-0.0249788j 0.014621+0.00746245j 0.00848368+0.00352946j 0.00455294+0.0277794j 0.0109203+0.00560295j 0.00185261+0.0233264j 0.0227174-0.00559143j 0.0107429-0.0185883j 0.0141211-0.00151033j -0.00337754-0.00434822j -0.00670624-0.0103193j 0.0151544-0.004551j 0.0230727+0.00339339j 0.0154044-0.00581282j -0.00200033-0.00368539j -0.0350214-0.00265229j -0.0148605+0.00746269j -0.00572529-0.00641059j -0.0183652+0.0208931j -0.0128351+0.0268609j -0.0139605-0.00677617j 0.0105541-0.00538983j 0.00611551-0.0134511j 0.0306931-0.0172653j -0.00997617-0.0092586j -0.00447491+0.0418695j -0.00785851-0.00708267j -0.0121955-0.00142801j -0.00493679-0.0182323j -0.00821382+0.0162065j 0.00528691-0.00989269j 
0.00949467-0.0186177j 0.0349183+0.0229503j 0.003153+0.0385718j 0.00258739+0.019542j 0.00243298+0.00214155j -0.00165567-0.0018062j 0.015709+0.00679184j -0.0165406+0.0601679j 0.00483811+0.0203937j -0.0178231-0.00544345j -0.0509972+0.053456j 0.0101944+0.0104322j 0.0360451-0.0385114j -0.030201-0.0120387j 0.0186629+0.0215048j -0.0226217+0.00874617j 0.0130926+0.00396525j 0.0128468-0.0235299j -0.0212915-0.0270224j -0.00248044+0.000754366j 0.0233574-0.00833424j 0.0100814+0.00286675j -0.0226409+0.0295564j -0.0182567+0.013704j 0.000813063-0.0111428j -0.00795902+0.00257727j 0.0162655-0.0127233j 0.00119293+0.0163544j 0.0137237-0.00920939j 0.00277469-0.0070793j -0.0093825+0.0203771j 0.0116526-0.0188214j 0.00250586-0.0163891j 0.00662496-0.0123566j -0.00821696-0.00473644j -0.0213451-0.00884894j 0.00749885-0.0195888j 0.00755238-0.00263473j -0.00581916+0.0194252j 0.010532+0.00163506j -0.00262307-0.00890951j -0.0243161+0.00446669j 0.0245538-0.00906037j -0.0199149+0.00304564j 0.0162465+0.012028j -0.00962629-0.01104j 0.00618884+0.0166469j 0.0124457-0.0200384j 0.0191882+0.00433194j -0.0108207+0.0112431j 0.00429448-0.000822642j 0.0144029-0.0151971j -0.0169622+0.0014265j 0.010788-0.0436168j -0.0239094+0.0441573j -0.0433218+0.00843498j -0.0359458+0.0543843j 0.0328531-0.00841237j 0.0138868+0.0219072j -0.0114466-0.00101334j -0.0169606-0.00640223j 0.0225768-0.019638j -0.0016711+0.021448j -0.012195-0.0214628j 0.0343222-0.00231842j -0.0171339+0.022801j 0.0044147+0.0111498j 0.00700615-0.0156897j 0.00628397-0.0113877j -0.0253385-0.011238j -0.0249366-0.0111095j -0.00671198-0.026489j -0.0227522+0.0137837j 0.00774491+0.0139138j 0.0308584+0.0455877j -0.0104819-0.0157331j -0.0035566+0.00961064j -0.00661316+0.00294511j 0.00155613+0.0124768j -0.00701439-0.000815153j 0.00105226-0.00586032j -0.0121476+0.0106014j -0.0202365+0.0170917j 0.00244831+0.00874816j 0.021954-0.000492988j -0.0163957-0.00588351j -0.00929183+0.0108017j -0.00209845-0.0134355j -0.0150206-0.0124488j 0.0116557-0.00350118j 0.000644112-0.0257738j 0.00138969-0.0161233j 
-0.0324737+0.00182004j -0.0216864-0.0216535j -0.00755846-0.0126649j 0.000654812+0.0277231j 0.00732756+0.033898j -0.0369185+0.0163369j -0.0221565-0.035122j 0.0179951-0.0402008j -0.00665882-0.0010314j 0.0210428+0.0131444j 0.0213095-0.0392653j 0.00957842-0.0233007j -0.0129405+0.0319624j 0.00395261-0.00530398j -0.00373627-0.00312262j -0.0176576-0.0245176j 0.0211164+0.0117933j 0.016617-0.0214985j -0.0164244+0.00399261j 0.00127735-0.00801041j -0.0108686-0.0128155j -0.0127708-0.00101662j 0.0183591-0.0349857j 0.0111131-0.0074797j -0.0136389+0.0229738j 0.00127012+0.00269343j 0.00258248+0.00316385j -0.0132266+0.0180881j -0.0122858+0.00809364j 0.00243414+0.0199j 0.0150497-0.0270319j -0.0102336-0.0004432j -6.79198e-05+0.0201626j -1.10003e-05+0.00995028j 0.00802986-0.0107204j 0.00905166+0.00881278j -0.0134128+0.0337444j 0.000720868+0.000649967j -0.00382666-0.0222114j -0.0159065-0.00407926j -0.0022466+0.00608965j 0.00538762-0.0202346j -0.00955804+0.0154654j 0.00869786+0.0350883j 0.0126654+0.016978j -0.00167492+0.000629168j -0.0093245-0.0257211j -0.00318212+0.0261818j -0.0119486-0.00924276j 0.0312332-0.00127688j 0.0253432+0.0185026j -0.017999+0.0232612j 0.0123953+0.0233471j 0.0111745+0.0358843j -0.0203791-0.0144523j 0.00962673-0.0122094j 0.0436679-0.018121j -0.0167191+0.0178006j 0.00990103+0.0136926j 0.00387508+0.0231613j 0.00614409+0.00228911j 0.0237833-0.00208872j -0.0335786+0.000358367j 0.00478838+0.00284304j 0.0185881+0.0196571j -0.0115385+0.0127586j 0.010161-0.010263j -0.00581146+0.011559j -0.0047957-0.0261677j 0.0335323-0.00983522j -0.0217288+0.01512j -0.0131328+0.00139445j 0.0125747-0.0132536j -0.0125758-0.00718427j -0.0155764-0.00686554j -0.0179063+0.00158674j 0.0073317+0.0112766j -0.0250393+0.0200851j 0.0115146-0.00492415j 0.00751824+6.73569e-05j -0.00621616+0.00447435j 0.0242241-0.0111574j 0.0219695+0.0253228j 0.00561629-0.0391684j 0.00176541+0.0114085j -0.00615748-0.0196983j 0.0271025-0.000562771j -0.00149562+0.0193957j 0.0120784+0.00212129j -0.00315046-0.00569676j -0.00275112+0.0119981j 0.00112336+0.0129529j 
-0.0101293-0.0266658j 0.0564693+0.0248682j -0.0141118+0.0256422j -0.00412388+0.0302591j -0.0076172-0.0229486j 0.00711256+0.0338134j -0.00968362+0.053257j 0.00075104-0.0397476j -0.00777784-0.0399531j 0.0411244+0.0279502j -0.0297807-0.0516428j -0.0141805-0.0120516j -0.00998208-0.00932332j 0.00651123+0.0812572j 0.0180794+0.00885731j -0.00516452+0.0156612j 0.0252337-0.00637248j 0.0276041+0.00044853j 0.00361151+0.0371744j 0.000614902+0.0209241j -0.00521375+0.0095543j -0.0134645+0.00307408j -0.00925601+0.0104185j 0.00133228-0.00682017j -0.00375546+0.0206408j -0.00249224+0.0318763j 0.00489488-0.0106406j -0.0170681-0.00126121j -0.00011251-0.00503638j -0.00105826+0.0252303j -0.0221059-0.0269111j -0.00478727-0.00225701j 0.00108349-0.0131179j 0.00347395-0.000828857j 0.000208264-0.00495759j 0.0105766+0.0321984j 0.0132202+0.00968156j -0.0151712+0.00179512j -0.00687288-0.0319686j -0.0109216-0.022144j 0.0128216-0.00473431j -0.0129862+0.0125388j 0.0148135+0.0294508j -0.0261584-0.0186213j -0.00664507-0.0460182j 0.000670923-0.0103307j -0.00501662+0.0353748j 0.0209377-0.00867225j -0.00410575+0.010933j 0.0122307+0.00864979j 0.0208358-0.0874471j 0.0156617+0.00336837j -0.00678821+0.00884832j 0.00632453+0.00414317j -8.935e-05-0.0143239j 0.0381562+0.00866925j 0.0120027-0.0123786j 0.018847+0.0131975j 0.00497843-0.0206247j 0.00603998+0.0309247j 0.0160987+0.0133252j -0.000978604+0.0122211j -0.0188066+0.00188411j 0.0253735-0.0376563j -0.0187472+0.0204349j 0.00568366+0.000747782j -0.00287915+0.00936227j 0.00620071-0.00490011j 0.00139401+0.00863835j -0.00341357-0.025306j -0.0125049+0.0346426j -0.011645-0.0058612j 0.0181123-0.0113934j 0.00769976+0.0126315j 0.0159458-0.0130614j 0.00163783+0.0125252j -0.0123945+0.00914421j 0.0160788+0.011564j -0.0282193-0.0132121j 0.00111985+0.0127376j 0.0131087-0.00341071j -0.00489271-0.00184625j 0.0168353+0.0160618j 0.0164674-0.0210173j 0.0212106-0.0205857j -0.0373036-0.0072271j -0.00544561+0.0209653j -0.0023203-0.00145668j 0.00516043+0.0103029j 0.0028423-0.0108885j 0.00365098-0.00576485j 0.0076208-0.00327948j 
0.00871093-0.0130057j 0.00547539+0.0170494j -0.0223873+0.0257796j 0.0160078-0.0173466j -0.0206233-0.0645794j -0.0441073+0.0360762j 0.058132-0.00388942j 0.0141991+0.00721458j -0.00365515+0.0326694j -0.0393024-0.0172911j 0.00776248+0.0257639j -0.0285508-0.030755j 0.0443979-0.0350066j -0.0312114-0.00353907j 0.0178665+0.0133333j -0.0131779+0.0338844j 0.0107728+0.0279469j -0.00525808+0.0306548j 0.00363857+0.00774228j -0.0101142-0.0223259j 0.00929764+0.013509j -0.00812912-0.00902592j -0.00594523+0.0285753j -0.00724358+0.00072862j 0.000843891-0.00215426j -0.00922695-0.0258196j 0.00923917-0.0101747j 0.00381759+0.0197507j 0.00292702-0.00961151j 0.00894996+0.0206658j 0.000183456-0.0113239j 0.00116247+0.000756035j -0.0166676-0.0156575j 0.00680767+0.0152525j -0.00173037+0.0116205j 0.00781751+0.00299194j -0.00930636-0.0106555j 0.0151497-0.0221951j -0.00143894+0.0246779j 0.0113961+0.0152862j -0.0175188+0.00674567j -0.0185625+0.0201057j 0.0216459+0.00660644j 0.00774618-0.034529j -0.00837178-0.0240769j -0.00560667+0.000220926j -0.012647-0.00664175j 0.0152684+0.00669372j -0.0123077-0.0116538j -0.029206-0.00533821j 0.00400233-0.0168217j 0.0223477+0.00815862j 0.00442753+0.000530375j -0.0100152-0.015401j -0.0276029+0.00760043j 0.00149379-0.0184173j -0.0135338+0.0308196j 0.00285755-0.00701199j -0.0203738+0.0234154j 0.00730122+0.0298432j 0.00247238+0.00105107j 0.00639251+0.00647357j 0.0171613+0.0136695j 0.00696863-0.0144981j 0.0094983-0.00722107j 0.0155643+0.00254686j 0.0242741-0.000239121j 0.0210571+0.012953j 0.0112729-0.019798j 0.00420152-0.00824071j -0.00220217+0.00205248j 0.0166402-0.0174167j -0.00697625+0.00264334j 0.0151631+0.00770032j 0.0247332+0.021458j -0.00536526-0.0264645j -0.00334741+0.0116434j -0.0195138-0.021494j 0.0126727+0.0191773j -0.00366158+0.00473688j -0.00466263+0.00389249j -0.0175895+0.00279442j -0.00182975+0.0152044j 0.0119947+0.0054124j 0.000647754-0.0263838j -0.00655616-0.00128507j 0.00877165-0.000446039j -0.00617357-0.00406066j -0.014558-0.00173547j 0.00204408-0.0100784j 0.0047815-0.0160856j 0.013866-0.0177869j 
0.0122044-0.00878307j 0.0339966+0.0258009j -0.00436953+0.00530086j 0.00527316+0.0160822j 0.00882887+0.0406122j 0.0212897+0.0236219j -0.0306183+0.00546622j -0.0169972+0.0196779j -0.0273906-0.0401458j 0.0250031+0.00354264j 0.0121276-0.0183039j 0.015678-0.0367279j -0.0287236+0.0116607j 0.00570752+0.0619335j 0.0220877-0.0377974j 0.0125027-0.0156089j 0.00671119-0.00853787j -0.020785-0.0142632j 0.0074761-0.00250711j -0.0238362+0.002459j -0.0321426+0.015114j -0.012165+0.00581692j -0.00135888-0.0231967j -0.0209725+0.00315915j -0.000405092-0.00583623j 0.00691227+0.00740988j 0.00589308-0.0167613j 0.00339755+0.00912268j -0.01127+0.0115839j 0.00275613-0.00797672j -0.0148761-0.0106812j -0.0184719+0.00597311j 0.0105466+0.00352716j 0.00229824+0.014558j -0.00409659-0.00566399j -0.0149482+0.00106933j 0.0221599+0.0139038j -0.0231463+0.00808985j 0.0163319-0.0254988j 0.00210845-0.0114002j 0.00960918+0.00531212j -0.000181154+0.00491453j 0.00779508-0.00255547j -0.0147037+0.0128764j 0.0192778+0.00351394j 0.006965-0.0204904j -0.018617+0.0206349j 0.0096783+0.000134635j -0.0165122+0.00998469j -0.00011332+0.0208352j 0.0180964-0.0140518j 0.00435571+0.00371177j -0.00864133-0.00866498j 0.0113209+0.0084281j 0.0107576+0.00945401j -0.00767195+0.0136619j 0.0146686-0.0248096j 0.0089462+0.0106954j 0.0161037-0.0151579j 0.00191661-0.00616127j 0.0123077-0.00896059j -0.00248036+0.0146831j 0.00187426+0.00246745j -0.00281634+0.000275396j -0.00906196+0.00639688j -0.0160124+0.00339904j -0.000465748+0.00258894j -0.011697-0.00948043j -0.00261841+0.0208352j 0.00685736+0.00786554j -0.0127906+0.00103276j 0.00678536-0.00232699j 0.00189308-0.0101428j -0.00892608-0.0172875j -0.00316843-0.0156154j -0.00654865-0.000743765j 0.0106409-0.000921559j 0.0149316+0.0104371j -0.0209861+0.00710655j 0.00377425+0.0023425j 0.00744282-0.00123283j -0.00018606-0.0017527j 0.00325973+0.00897626j -0.00368062-0.0141485j 0.0104096+0.0049152j -0.00692118-0.00736601j -0.0124648-0.00209557j -0.00289656+0.00534912j 0.00289444-0.0109501j 0.0102185-0.00422622j -0.00505847-0.00134624j 0.00109374+0.002909j 
-0.0135962-0.0115453j 0.00970183-0.00282596j 0.00219574-0.0142903j -0.0088917+0.0184192j 0.00799825+0.0100541j -0.020463-7.89726e-05j -0.016798-0.0221598j 0.0396819-0.00496008j -0.0366525+0.0182199j -0.0277566-0.0401389j -0.013091-0.047754j 0.00465586+0.0282708j 0.0168702+0.015497j 0.0253147-0.0148861j -0.00079904+0.0157959j 0.00147604-0.0252884j 0.0104265+0.021112j 0.0263551-0.0300068j 0.00184103+0.00503214j 0.00455893-0.0109345j -0.0390532-0.00655104j 0.00418163-0.00681774j 0.0274014-0.00562554j -0.00195296-0.0039398j -0.0052481-0.00968929j 0.00181261+0.00143522j 0.0119209-0.00683604j -0.0212226-0.000569212j -0.0141996-0.00310651j 0.00994745-0.0133983j 0.00106661+0.00539251j -0.0115172-0.0107417j 0.00586524+0.00431843j -0.00906039+0.00941727j -0.00852622-0.00608297j 0.0104942-0.0373544j -0.00470166+0.0124997j -0.000135427-0.0101978j -0.0190178+0.0245615j -0.0254622+0.0135471j -0.0157894-0.00334774j -0.0111201-0.020261j 0.0291457+0.0113378j 0.00666421+0.0307317j -0.00337825+0.03219j 0.0203724+0.00166726j 0.00925419-0.0254669j -0.0210067+0.00765101j -0.00582254-0.0271911j 0.000524434+0.00396302j 0.000349914-0.0152547j -0.0156772+0.00187129j -0.0363842+0.00472748j 0.0151998-0.0226039j -0.0110184+0.0180764j -0.0224061+0.0191775j 0.0247357-0.0126112j -0.00125061+0.00625521j 0.00267203-0.0247229j 0.01328+0.00730758j 0.00580739+0.00249421j -0.00343312+0.0114512j -0.0223003+0.0124111j 0.00118063-0.00447418j -0.0121873-0.00386442j -0.00515594-0.00170176j -0.00860776-0.00112762j 0.00238171+0.00696948j 0.00342639-0.00994326j 0.00700735-0.00551862j -0.0136587+0.0142703j -0.00522137-0.0188835j 0.0171322+0.00485787j -0.00755951-0.00244888j 0.00818129-0.00886886j -0.00336345+0.00581101j 0.0035413-0.006251j -0.0134666+0.00949065j 0.0253781+0.000636465j 0.0100625-0.0132831j -0.0184831+0.00949002j 0.00144168-0.00781161j 0.0139106+0.000359718j 0.0129358-0.0174413j -0.00119648+0.00969099j -0.00954713-0.00440901j 0.00657175+0.00033655j -0.00233996-0.00348029j 0.00316947+0.00226679j -0.00826992-0.00389609j -0.00260202+0.00824962j 0.00256358+0.0047071j 
