0.0191808-0.0764502j -0.0119782+0.00853973j -0.0498057+0.0181756j -0.0585343+0.0219609j 0.0294913-0.00329524j 0.0306567+0.0235933j -0.0196637+0.00772898j -0.0483827-0.0190134j 0.00128391-0.0293777j 0.00456336-0.00357739j -0.0138257+0.021908j 0.0234841-0.00318483j 0.0220607-0.00785482j 0.0139405+0.0379724j 0.00434278-0.040058j 0.000799469+0.0156465j -0.0158346-0.0118023j -0.0196612-0.00608442j 0.00332036-0.00560238j 0.016172-0.0128397j -0.00637266-0.00554206j -0.00327-0.00193401j 0.00432786+0.0234206j -2.96178e-05-0.0122656j 0.00760937-0.0178442j 0.00584431+0.0137023j -0.0105956-0.0296572j 0.00217368-0.00462254j 0.000368644-0.0033249j -0.00500675+0.00932943j 0.000939267-0.000702913j 0.00314908-0.0122176j 0.00188143-0.00935034j -0.0190422-0.0126036j 0.00466768+0.00545911j 0.0136103+0.00635541j -0.00814682-0.0189738j 0.000112371-0.0104966j -0.00767761-0.00214176j -0.016125-0.0363441j -0.0230243-0.00152211j 0.00731447+0.00611366j -0.0192364-0.0156147j 0.0272784+0.0137227j -0.00924822-0.0132081j 0.0230022+0.0162197j -0.0250585-0.0121307j 0.0020052-0.0212227j -0.00540863-0.015064j -0.00408146-0.00479075j -0.00688152+0.00519649j 0.00433353+0.0032066j 0.0127583+0.016494j -0.000812769-0.00352897j -0.00898154+0.0046689j -0.00948788-0.0149589j -0.0295066-0.00612643j 0.000466251+0.0125478j -0.00558278+0.0301308j 0.0127408-0.0127687j -0.0132252-0.0221303j 0.0179757+0.0340289j -0.0122899+0.00429949j -0.0048987-0.00424002j 0.0047692-0.00402494j -0.00503301+0.0131383j -0.00784748+0.00318671j 0.00855956+0.0108658j 0.00599875+0.0155101j -0.0100156+0.0370014j 0.0378306+0.00546892j -0.0125066+0.00111576j 0.0296723-0.0562722j 0.0383786+0.0237997j 0.0330375-0.0252744j 0.0554263-0.041958j 0.0338236-0.00810413j -0.0315018-0.0816606j -0.0110665-0.0248033j -0.0185976+0.0402772j -0.0591534-0.111456j -0.0808526-0.0155049j -0.058862+0.0892732j -0.112299-0.0484602j 0.0845146+0.00271782j 0.0176833+0.0589564j -0.0832974-0.0596358j -0.04002-0.0840772j -0.00555371+0.0669536j 0.121121+0.113335j 0.147804-0.216085j -0.167671+0.0766416j 
0.0069828+0.0015997j 0.0190172+0.0123748j -0.00371408+0.0496951j 0.00552632+0.0193411j -0.032368+0.0248264j -0.0492854-0.00335781j 0.00201314-0.0363608j 0.017745+0.0362656j -0.0124538-0.0680113j 0.0179543+0.0236328j 0.0272133-0.00840376j 0.0149893-0.0247228j -0.127012-0.0620285j -0.0309173+0.0730157j -0.00168579-0.0683739j 0.0017759+0.00654469j 0.027949+0.00857822j -0.00390016-0.0415627j -0.0185064+0.0222887j 0.0252645-0.0523782j -0.0144589+0.077429j -0.0202735-0.00412358j 0.0243092+0.0286358j -0.00845357+0.00718865j -0.0585473+0.03052j 0.035115-0.0197011j 0.0256947-0.151247j -0.0777735+0.0079478j 0.00231788-0.0697632j -0.0183824-0.0208885j 0.0765578-0.0431594j -0.00741005+0.0355669j -0.0350501+0.00180955j 0.0106836-0.0492165j 0.0320824+0.00748672j 0.0150794-0.0804094j -0.0140267-0.0411228j -0.037054+0.0836203j -0.0266281-0.151671j -0.113282+0.0495848j 0.121719-0.186035j 0.0766242+0.00711167j 0.112809-0.0384528j 0.0469907-0.0554221j 0.116739-0.0162695j -0.152661+0.0624731j 0.0485745-0.191017j -0.0291476+0.044606j -0.117562+0.0380178j -0.128189-0.0314508j 0.0594565-0.100109j -0.0788099+0.124337j 0.013439-0.0457986j -0.00287138-0.00919206j 0.0133184-0.0634907j 0.0537043-0.0118175j -0.00151583+0.0250476j 0.00432807+0.00732237j 0.00651863+0.0234325j 0.0103227-0.000658248j -0.0419303-0.00271161j 0.0489801+0.008799j -0.0383049+0.00420723j -0.0553948-0.00494043j -0.0170885+0.0137583j -0.00212686+0.0347813j 0.0517859+0.0599556j 0.0529479-0.0276522j -0.10581+0.0649258j 0.0224257+0.000127589j -0.0892213+0.0105556j 0.0514658+0.0252337j -0.0617512+0.0730069j 0.108817-0.0171875j -0.00025975-0.0079562j 0.0748283-0.0328185j -0.0485685+0.0239433j -0.0168058+0.026734j -0.0288713+0.133613j -0.0213158+0.0235207j 0.00289116+0.0534743j 0.112882-0.00124241j 0.135598+0.0062457j 0.0218503-0.18698j 0.00909656+0.0918858j 0.000223953-0.0833287j -0.0663466+0.024235j -0.0536079+0.0683913j -0.00370228+0.00663948j 0.00862336-0.0746436j 0.0063514+0.00915896j 0.0558304-0.0153488j 
0.000765553-0.014171j 0.0437555+0.0517108j 0.0394608-0.0105984j 0.00217872-0.0525187j -0.0213434-0.0206399j -0.0374171+0.0567374j 0.0791288-0.00731688j 0.00848277-0.0419556j -0.0484098+0.026584j -0.0909204+0.00950625j -0.0207471+0.0219532j -0.0108268-0.137428j 0.030588-0.0862641j -0.0684169+0.0159548j -0.0305629+0.00379691j -0.00371835+0.0421183j 0.0580786-0.0537972j -0.0454973+0.0275303j -0.00548274+0.0256793j 0.0324402-0.0606687j 0.0275938-0.015582j 0.024754+0.0296581j -0.206707-0.0226223j -0.0853896+0.069486j -0.0360683-0.0191327j 0.0472906-0.0213029j -0.0406643-0.019187j -0.134119+0.039548j -0.00763245+0.0995235j 0.050372-0.0159708j 0.0434172-0.0593657j 0.0177024-0.150352j -0.163619+0.0784607j 0.0151976-0.045786j 0.135364-0.0890711j 0.0613208+0.0598995j 0.0334371+0.157769j 0.0413967-0.0199237j 0.0580942+0.0961169j -0.0365592+0.013442j 0.125928-0.071713j -0.082087-0.0703905j -0.122417+0.0926302j -0.038724+0.0669346j -0.0238918-0.104205j -0.012935-0.00393859j 0.0366862+0.114662j -0.0750899+0.053661j 0.106807+0.00848105j 0.0963551+0.0625592j 0.0470656+0.020666j -0.0104975-0.158983j -0.0103272+0.0279358j -0.0731693+0.0184526j 0.0320233+0.0105308j -0.027689-0.0597941j -0.0437989-0.0176174j -0.01039-0.0198063j -0.0555497-0.0441509j -0.0211013-0.0157438j 0.0536564-0.0484567j -0.00344106-0.00409323j -0.0209907-0.020856j -0.00666405+0.019002j 0.0528881+0.00576966j -0.0730461+0.00924359j 0.00223632+0.0789369j -0.03419-0.0441553j -0.0832997+0.0147816j 0.062929+0.0152959j -0.0108951-0.00604993j -0.0414035+0.073717j -0.114583-0.00779142j -0.00222735-0.0523864j -0.0299644-0.0231233j 0.0075673-0.0164959j 3.65277e-05+0.070112j 0.00829597+0.00861601j 0.00938737-0.0606337j 0.0671231-0.0508561j -0.0563505-0.0154148j 0.0740657-0.0670437j -0.0300001+0.0196637j 0.120817+0.00125137j -0.0503812-0.0475508j 0.0332202+0.0221974j -0.00869588-0.00659255j 0.0102299-0.048533j 0.00485099-0.00687976j 0.0166496+0.0156244j -0.0249613+0.0170007j 0.0702799-0.0521176j 
0.0360992+0.0272982j 0.0076879+0.000734185j 0.0128386-0.0180812j 0.0283145-0.0404189j 0.0242305-0.0146947j 0.00148266+0.0347421j -0.01881-0.054265j -0.0136924+0.0160882j -0.0659842+0.121459j -0.0220206+0.041379j -0.00350878+0.0684925j 0.0233881-0.0890553j 0.11623-0.0573266j -0.0659165-0.10536j -0.0920475-0.00730438j -0.0423635-0.00225739j 0.0126028-0.0859625j -0.0594553+0.0016378j 0.0699957-0.0330021j -0.0382919-0.0933935j 0.0404661-0.03177j -0.00328243+0.0473223j 0.123394-0.0290551j -0.0237685-0.0198186j 0.0370301+0.0549455j 0.00463124-0.0475002j -0.0730514+0.0472127j 0.137997+0.0903971j 0.0148842-0.0273253j -0.0115072-0.0499443j -0.00407768-0.142801j 0.0506474+0.0172688j 0.0444577+0.081994j -0.0180881-0.0424398j -0.138063+0.0499222j -0.076399+0.0614703j -0.0242984-0.0985704j 0.0472327-0.124642j -0.00029989-0.178979j 0.176405-0.00523833j 0.00112987-0.0342157j 0.0465869+0.0603918j -0.0522907+0.0181345j -0.0815613-0.0335474j 0.0203484+0.0722411j -0.0499929-0.0847106j 0.104212-0.0675321j 0.114624-0.10394j -0.0231969+0.0260286j 0.0325328-0.0651049j -0.0318974+0.00935086j 0.00652604+0.0314365j -0.0633693-0.0928025j 0.0649077-0.0167944j -0.000621708-0.0442j 0.0194838+0.0128005j 0.0246913+0.0627257j 1.07715e-06+0.00990766j 0.0507003+0.0489175j 0.0272957+0.00130909j -0.0401036-0.0365905j 0.0438989-0.0113345j -0.0663732+0.0930649j -0.0431511+0.0524021j 0.0554387-0.0325798j 0.117588+0.0293284j 0.0325222-0.074793j -0.0551366-0.0202967j -0.027755-0.0592276j 0.0957647-0.0647539j 0.0493046-0.00494094j -0.0217078+0.0439502j -0.0342705-0.0248682j -0.0274783-0.00978187j 0.0148767+0.0380004j -0.0189153+0.0621235j -0.00232054+0.073171j -0.0337251+0.0372069j -0.0479593+0.002266j -0.00619624+0.0459427j 0.154038-0.0247837j 0.037547+0.039361j -0.107671+0.0891847j 0.0987236-0.0117378j 0.0142449-0.00640017j 0.0449636-0.0297696j 0.0463691-0.0253884j -0.0193439+0.0570496j -0.00726389+0.0217218j -0.0132629-0.0251253j -0.0962692+0.0546718j 0.00700288+0.0186085j 
0.00486897+0.00394232j 0.038027-0.00182273j -0.00417309+0.0312926j 0.0449903+0.0140468j 0.0104096-0.00254095j 0.0342441+0.0509267j 0.0407742+0.0237013j -0.0352671+0.0259184j -0.069547-0.0178542j -0.0531774-0.0151243j -0.00317096+0.000128183j 0.0335359+0.0750314j 0.00924458-0.0119242j -0.0292238+0.0242609j -0.00809538-0.0234837j 0.0269848+0.0246904j 0.0368468+0.0172331j -0.0973497+0.0778901j -0.00449381-0.0887647j 0.0466114+0.053496j 0.143872-0.0427304j 0.0276952+0.034556j -0.037617-0.0399037j 0.044149+0.000312271j -0.0844078+0.0312686j 0.00698422-0.138588j 0.0647927+0.0548372j -0.0678154-0.031871j 0.0520848+0.00239826j 0.0789696+0.00584305j 0.173556+0.0230202j -0.0407241+0.0262245j -0.0146993-0.043424j 0.0135175+0.153131j -0.0695128+0.128352j 0.00290294-0.0787177j 0.155243-0.022832j 0.0289117+0.109319j -0.0917338-0.0507656j 0.165203-0.0491702j 0.0171612+0.196856j 0.0725282+0.00701029j -0.179668-0.0368959j -0.0100184-0.0352329j -0.0929626+0.066402j -0.110343-0.103936j -0.0257927-0.106712j 0.0260053-0.141109j -0.141119-0.0108741j -0.0637377-0.0166647j -0.0590756-0.0830559j -0.0124361+0.0554501j -0.075446-0.0776108j 0.114719+0.00222966j -0.0166841-0.0320872j 0.00225224-0.0172271j 0.0406136+0.0236375j 0.0367302-0.0346698j 0.0217948+0.0612965j 0.059994-0.0609541j 0.00860974+0.0106514j -0.0405269+0.0373183j -0.0103907-0.0317081j 0.056215+0.0144406j -0.0553093+0.0770772j -0.00611323-0.0322683j 0.0202841+0.0212705j 0.040677-0.0611213j 0.0744339-0.0808828j 0.00951414-0.028849j -0.0551681+0.0281152j 0.056045+0.00887606j 0.011666-0.0302908j 0.0395418-0.0574522j 0.0325043+0.00590539j -0.0181094-0.0259816j -0.0436066-0.00323434j 0.0511537-0.00455242j -0.0621125+0.0759738j -0.00733956+0.00913016j 0.0792789-0.00776627j 0.108951+0.126161j 0.00610725+0.0333748j 0.0453138+0.0680739j 0.045244-0.0295123j 0.0105009+0.0391655j -0.049005-0.00480783j 0.0119789+0.0350893j -0.0311166-0.0440624j 0.0118085-0.0157217j 0.0209295+0.0113702j 0.0346807-0.031576j 
0.000295815+0.0298998j 0.0177835-0.00975161j -0.0459422-0.00852782j 0.0172773-0.0130558j 0.0208263+0.0264987j 0.0512034-0.103921j -0.104284-0.00909745j 0.0317364+0.00391454j -0.0354028-0.0257487j 0.0331513-0.0119167j -0.0432578+0.0510601j -0.0425925+0.0145259j -0.0201417-0.0223046j -0.0198605-0.0441223j -0.0259006-0.0354971j -0.0101987-0.0321711j -0.0586959-0.0102581j -0.0376988+0.0242386j -0.0239489+0.0305449j 0.0200634-0.0138964j 0.0448516+0.0272504j -0.0903212+0.0156691j 0.0661479+0.0173735j 0.00471437+0.0143849j 0.0442221-0.152494j 0.0103244+0.0961741j -0.091205+0.0351693j -0.0399351-0.0797633j -0.0218897+0.035789j 0.120167-0.130526j 0.0325487-0.0111598j -0.0530379-0.10708j -0.0370038-0.14133j -0.0762925-0.0586074j -0.0913287-0.0293024j -0.0299931-0.0377316j 0.251055+0.0160751j 0.204404+0.0919517j 0.0649129-0.00476402j 0.119566-0.111488j -0.0285841+0.150812j -0.149316-0.0212358j 0.0436724+0.155755j -0.163389-0.015704j 0.0415584+0.0784097j 0.0360282-0.0295693j -0.0549343+0.10591j -0.079173+0.0385704j 0.0745887-0.0313257j -0.0111422+0.0253331j -0.0716017+0.0244436j 0.0310888-0.0147518j -0.0647714+0.06525j 0.0187366-0.0590713j 0.0507987+0.00587402j 0.0202006-0.0624729j -0.0169946-0.0181026j -0.0236135-0.0356256j 0.031727-0.0472061j -0.08479+0.0534721j 0.0502996-0.0581199j -0.00752095-0.0211629j -0.0195173-0.0081991j -0.0131674+0.0078883j -0.0890891+0.00167155j 0.101633-0.00554393j -0.0632299+0.00191119j -0.0459235+0.00268203j 0.0136788+0.011831j 0.0608932-0.030282j 0.0328595+0.0652522j -0.0107534+0.00325142j 0.00699616+0.050715j 0.0705854-0.0323401j 0.0238952-0.050569j -0.0540816+0.0469666j -0.00268808-0.0127091j 0.0150489-0.0170118j -0.0132914+0.043742j 0.0235859+0.0511142j 0.0850838-0.0582208j 0.0743175+0.036896j -0.0207675+0.0230768j 0.00719908-0.0315595j 0.0680913+0.0328641j -0.0377272+0.000449625j -0.0238034+0.0195171j -0.00193804+0.0603185j -0.0252674+0.00236597j 0.0113036-0.00822374j -0.0251192+0.00306407j -0.0156881+0.0200922j 
0.0139032-0.00507033j -0.00927983+0.00748227j 0.00479075-0.00825505j 0.000379803+0.0169072j -0.0256702+0.00382084j -0.00556397+0.0198084j 0.0850867+0.0238995j -0.0250651-0.003744j -0.00730484+0.0115681j 0.0409386+0.0688597j 0.0833145+0.0326915j 0.0909541+0.00623195j -0.0616389+0.011951j 0.0364295+0.0587128j -0.0357277+0.0205386j -0.01125+0.0386222j 0.0133159-0.0675006j -0.0584175-0.107149j -0.0425694-0.0104926j 0.0267488+0.0108437j 0.0304723+0.00110262j -0.0459528-0.0435053j -0.00438513-0.056869j 0.0938174+0.0546187j -0.0251769-0.079844j 0.0425451+0.00836195j 0.0763031+0.0737661j -0.180528+0.0894562j -0.00199672+0.0478898j 0.0469074-0.0870613j 0.114828-0.0909844j 0.172524+0.0672856j 0.0355141-0.046788j 0.121946-0.040298j -0.0784753-0.0902066j 0.0300348-0.0271421j -0.057937-0.0649156j 0.13972-0.0390773j 0.106974-0.0110268j -0.165396-0.0532815j -0.0500555+0.0246858j 0.0366499-0.00736392j -0.0229731+0.0244163j 0.0613321-0.0900199j -0.052016+0.0672362j -0.000395238+0.0525605j -0.0474991-0.0189234j 0.152867-0.0589684j -0.126304-0.0023794j -0.0698506-0.0146135j -0.0961515+0.0376624j 0.0352907+0.0788407j -0.0114303-0.0601466j 0.0785077+0.00296723j -0.106794+0.0224258j -0.0589308+0.0168741j -0.0131428+0.0539084j -0.018782-0.0441536j 0.0575152-0.0559359j -0.00928742-0.0373965j -0.0279063-0.0339407j -0.0395904-0.000936811j -0.0083697+0.0287063j -0.00242312-0.0558669j -0.00512827+0.00377413j 0.0654954-0.0325327j 0.0636056-0.0221719j -0.0463938-0.0263306j 0.00733582-0.0198755j -0.0371338+0.0330592j -0.0134893+0.0138037j -0.0113856+0.0234441j 0.0409993+0.00755889j -0.0600959+0.0655266j 0.0435219-0.00723581j 0.0203787-0.00244734j -0.0234756-0.0148007j 0.0523608-0.00664683j 0.0286061-0.0285605j -0.0170427-0.0115444j -0.0536586+0.0192551j -0.0512728-0.00793168j 0.0173667-0.0172266j -0.0557457+0.0311485j -0.0267624-0.0432787j 0.0481812+0.00754201j -0.00493457+0.0368841j -0.00734844-0.0518491j -0.00840074-0.0322617j 0.00391014+0.0106164j 0.0522633-0.0186243j 0.0127231-0.0398233j 
-0.00567-0.0194883j 0.000431813-0.00170122j 0.0170663+0.00752741j -0.0164193-0.00584182j -0.00948687-0.0205237j 0.0122688+0.05961j 0.00259473+0.0387426j -0.0014453-0.0489162j -0.0236124-0.070745j 0.0412189-0.0317253j 0.0308716-0.0454896j -0.0517432+0.0767023j -0.012864-0.0511375j 0.0924772+0.0231003j -0.0319457+0.00847687j 0.0544998+0.00217038j -0.0049357-0.0108578j 0.0177459+0.102137j -0.0387615-0.024168j 0.0110089-0.0596872j 0.00716086+0.042476j 0.148528-0.0750859j 0.0976245-0.00635789j -0.0184878+0.103973j 0.00459731+0.111581j -0.0985676+0.0444026j -0.0824147-0.188475j -0.106537-0.0817064j 0.0990773+0.0854376j -0.075534+0.0967452j 0.00677534+0.121598j 0.0896578+0.116426j -0.033934-0.268862j -0.0624225-0.257868j 0.0683695+0.143858j 0.00353438+0.0339523j 0.156291+0.0386777j -0.000646428+0.0533894j 0.0653697-0.0104123j 0.0103304+0.0234086j 0.0369152+0.0313407j -0.100206-0.0245543j -0.017666+0.0521674j 0.0111052+0.0763219j -0.0746578+0.0592136j 0.0403943-0.0368862j -0.0722213-0.0862147j -0.0208619+0.00602528j 0.0073073+0.00944812j 0.00596658-0.063829j 0.0540911-0.0725904j 0.0358616-0.0331367j 0.00871504+0.0167775j 0.0164979+0.0237795j -0.0148796-0.100151j 0.0477344+0.00255961j -0.0648181-0.0597467j 0.000587403+0.0580809j -0.0119311+0.106669j 0.0418941+0.00537473j 0.0245033+0.00393155j 0.0311353-0.0459901j -0.00621313-0.0126407j 0.0285508+0.0135964j 0.0185772-0.0840806j -0.0280211-0.017123j 0.0158802-0.00762396j -0.0358163+0.0256246j 0.0021534+0.00364548j -0.0100632+0.000359685j -0.00819948+0.0126781j -0.0209668+0.0252226j -0.0316041-0.0559247j -0.0124764+0.00142797j 0.00780366+0.0242176j -0.0322087+0.0278729j 0.00517454+0.00427756j 0.00459994+0.0290084j -0.0202009-0.0571227j -0.0194438+0.0405265j -0.0679535-0.0367269j -0.0193819-0.0219877j -0.00341524+0.0284629j 0.00714203-0.0529786j 0.0153535+0.0229739j -0.0139141+0.00404218j 0.0118482-0.0363807j 0.00547505-0.048449j 0.0159087+0.0214532j 0.00608913+0.0220941j 0.0188067-0.0182633j -0.0293635+0.00789645j 
0.023871-0.012469j -0.0122974-0.010304j -0.00230563-0.0231778j -0.030033+0.00317415j 0.0102821-0.0263098j 0.00879484+0.0225793j 0.00716236+0.0151052j -0.0341513+0.014867j 0.00821481-0.0231463j 0.049086+0.0373101j 0.0955868+0.055416j -0.0127311-0.0237599j 0.0628338-0.0122503j -0.0564317-0.0384735j -0.00171862-0.050693j -0.0475836-0.00343971j -0.00445301-0.0180435j 0.00422588+0.0372088j -0.106774+0.0141394j -0.0720047-0.00174789j 0.043813-0.0328233j -0.0926282-0.0893832j -0.0263388+0.012481j 0.0253763+0.0263153j 0.0625114+0.0243725j 0.00853031-0.0126862j -0.00345536-0.0316504j -0.0565203-0.0662757j -0.00826413-0.0913438j 0.117564+0.0272319j 0.0668954-0.0532678j -0.182471-0.067157j 0.0628296+0.105752j -0.0469085+0.188875j 0.0835769-0.000502734j -0.00771185+0.032543j 0.0864587-0.101377j -0.0641983+0.129205j -0.0724888+0.115156j 0.143495-0.178091j -0.0329241-0.102426j -0.063467+0.00273016j -0.0750107-0.00584286j 0.0194172+0.00996661j -0.0741899+0.0641335j -0.00389208+0.0263779j -0.0121802-0.0495562j -0.028707+0.0696134j -0.0103574+0.0279913j -0.00910448-0.014494j -0.0920715-0.0792861j 0.00354448-0.00545327j -0.0479435+0.00609038j 0.0698273+0.0158891j -0.019746-0.0107633j -0.0241001+0.00516229j -0.0316014+0.0109598j -0.00784903+0.00372692j 0.0406576+0.0289055j 0.0124596-0.08166j 0.0245825-0.0139039j 0.000312497-0.0286825j 0.0373169-0.00020374j 0.0668422-0.0797429j 0.00884361-0.0395058j 0.0438406+0.010454j -0.012752-0.0129838j -0.0402966+0.00871443j -0.0367936-0.0189186j 0.0159967-0.0446932j 0.0188501-0.0496394j -0.0956041+0.0319645j -0.0431704+0.00971829j -0.0603317+0.115508j 0.0104135+0.0109592j -0.0220792+0.0230054j -0.00235739+0.0248901j 0.00128165+0.038934j 0.0473758-0.0397062j -0.0459936+0.0101642j -0.0281684+0.00522417j -0.0887299-0.0522783j 0.0121879-0.0520142j -0.0482475-0.012068j -0.0258238-0.0193394j 0.00632889-0.0046008j 0.015838+0.00933118j -0.00741163-0.0380098j 0.0257467-0.00454399j 0.0122912-0.000431686j 0.00656833-0.0159933j -0.0320132+0.0241451j 
-0.0124715+0.00932313j 0.00127875-0.0232483j -0.0036928-0.00630665j 0.0185872+0.00437928j -0.00132875+0.00237085j 0.0236545+0.00119171j 0.0442506-0.0086476j -0.0111198+0.054125j 0.0499766+0.0655378j -0.0556728-0.0397504j -0.0233203+0.0713395j 0.0157489-0.0112805j -0.0117269+0.0140938j -0.084415-0.0412748j 0.0687182+0.00188947j -0.0160364-0.0398034j -0.0238696+0.0377223j -0.101557-0.0157681j -0.0350172-0.0698645j -0.0495189-0.0463399j 0.00264034-0.140686j 0.127243-0.0552755j -0.0569917+0.0994529j -0.0399699+0.0591496j 0.0753319-0.0817821j -0.132713-0.158543j -0.0411779+0.120756j -0.00666175-0.014085j 0.181982-0.0359529j 0.0135859-0.0426875j -0.0546663-0.0296755j -0.1693+0.0530655j 0.0938642+0.0821293j 0.0498277+0.101344j -0.00667226-0.128364j -0.000623301+0.034916j -0.0136582+0.0669086j -0.0163635+0.0729024j -0.11537+0.144098j -0.00195259-0.0827218j -0.0702333+0.21283j 0.0901858-0.0708387j -0.040565-0.0415254j 0.0160786+0.00289967j -0.031541-0.101805j -0.0112025-0.0616742j -0.00497948+0.0653622j -0.0107349-0.0589259j -0.0280049-0.00491886j 0.0497705+0.0624344j 0.052394+0.039059j -0.0365431+0.00694105j 0.0167726-0.0125259j -0.00770832+0.0908354j 0.0273553+0.00846732j 0.0202294+0.0319521j 0.0560453-0.0295433j -0.0230622-0.0186306j 0.0214033+0.0111611j -0.00239685+0.0282807j -0.0325742-0.0558247j -0.0243664+0.0147386j -0.019916+0.036366j -0.0303386-0.0201312j 0.014053+0.0391314j -0.0254402+0.0332716j 0.0312883+0.0161664j 0.0349815-0.0547218j -0.00565504+0.0446594j -0.055023+0.0060935j -0.0447051+0.0361377j 0.0899759-0.0123591j 0.0268932+0.0218923j 0.043929-0.0358011j 0.0134512-0.0402042j 0.0212078-0.0837891j 0.0419953-0.0270319j 0.0122317-0.034015j 0.0329725+0.0312601j 0.0113479-0.0322949j 0.0392592-0.0184974j 0.0202027+0.0316178j -0.0208514+0.0133264j -0.0530861+0.0423519j -0.00438673+0.00341851j 0.00969023+0.017665j -0.00944597+0.0217972j -0.00190516+0.0283844j -0.0167563-0.0273958j 0.00237671+0.00521554j 0.0376655-0.00551169j 0.00576234-0.000597785j 
-0.0139065-0.00108671j -0.0116185-0.0144703j -0.0278477+0.00440075j -0.00156587+0.0177261j 0.0220043+0.0241432j 0.0155533-0.0200663j 0.00484722-0.004942j -0.031861+0.0031412j 0.0131659-0.0191052j -0.01788+0.0446432j -0.0212669+0.0199032j 0.0562893-0.0300334j -0.0322421+0.0237053j -0.00834471+0.0793352j 0.116345-0.00185765j -0.0254032+0.0232546j -0.00909664+0.0241788j -0.0760542+0.0707618j -0.0376699-0.0532363j -0.0561805-0.00695458j -0.0345019-0.0519868j -0.0628837-0.141462j -0.0902107-0.0431396j 0.073158-0.000118389j -0.115421-0.0928597j 0.015104-0.033275j 0.1344+0.11184j -0.0297313+0.131482j 0.0678641-0.152819j -0.00694599-0.0452569j 0.0477916+0.0335702j 0.161382-0.227769j -0.147811+0.070925j -0.21752+0.0653518j -0.0956892+0.106672j 0.0846548-0.0802298j 0.0554506-0.0634571j -0.0600901-0.158139j -0.111091-0.0917127j 0.0751551+0.103609j 0.0550855+0.00277134j 0.0239764-0.0372895j -0.0297029+0.0203379j 0.0158363+0.0961195j -0.0444573-0.024705j 0.00386963+0.0301055j -0.0145922+0.0409924j -0.106505-0.00239074j -0.0164549+0.0439066j -0.0194221+0.011794j 0.0146066-0.0340211j 0.0157124-0.0044148j -0.0128676+0.017575j 0.0184421+0.0220561j -0.0149325+0.0049373j -0.00679803-0.045038j 0.01559-0.0283326j -0.00984502-0.0114525j -0.0201548-0.0209122j 0.0409096-0.0150901j 0.00421397-0.0603237j -0.0123419+0.03485j 0.0188162-0.0128283j -0.00681589+0.00347693j -0.0331018+0.0468657j -0.0228965-0.00333955j 0.0393244+0.0018877j 0.0200776+0.0157411j 0.0107697-0.00202094j 0.0152805+0.0291312j -0.00421795-0.0104366j 0.0375165-0.0277289j 0.0580003-0.0123138j -0.0326894+0.00413305j 0.00696459-0.0417075j 0.0220952-0.0254242j 0.020417-0.0149379j 0.0322592-0.0315834j 0.0266668+0.00636523j -0.00414153-0.0295557j 0.00759249-0.0251431j -0.000901974-0.0226964j -0.000438253-0.000829585j -0.0264846+0.00487028j 0.00392996-0.000123195j 0.0112707+0.0228448j -0.00553674+0.00901706j -0.00244972-0.00826048j -0.000178074-0.00286197j 0.0138007+0.0327831j 0.0413316-0.029743j -0.0356648+0.0132964j 
