-0.00111428-0.00424071j 0.00185144+0.00543613j 0.00109932-0.00473403j -0.00360203-0.00421919j 0.00165157+0.00428787j 0.00253791-0.0056399j 0.00979153+0.0058539j -0.00189182+0.00425518j -0.00802006-0.00601851j 0.00834848-0.00224372j 0.00393297-0.000700729j 0.0125523+0.000647834j -0.00139034+0.00822088j -0.0110294-0.00326225j -0.00330191-0.00541813j -0.00219025-0.00250486j 0.00556978-0.000414701j 0.00174965-0.00169487j -0.00216311-0.00224034j 0.00255109+0.00114736j 0.00656811+0.00354639j 0.00737541+0.000175075j 0.00307424+0.000233237j 0.00426884+0.00207007j -0.00161317+0.00547448j 0.00353368-0.0011498j -0.00323208+0.0015913j 0.000619603+0.00195948j 0.0062083+0.00203721j 0.00484851-0.00332063j -0.000885426-0.00493385j 1.3437e-05-6.94338e-05j 0.00740432-0.00101968j -0.00179321+0.0015585j 0.00119947+0.00396566j 0.00359404-0.000350303j 0.00301577+0.00049507j -0.00439217+0.0049693j 0.00276993+0.00375028j -0.000914449-0.00130435j 0.00715736+0.00228462j 0.00287476+0.00655763j -0.0126323-0.00303987j -0.00377172+0.00489433j 0.00160985+0.000615839j -0.00321215+0.00253754j -0.00777165+0.00224797j -0.0071971+0.003921j 0.0068524+0.00912382j 0.00637805+0.000865243j -0.00908256+0.00314661j 0.00139665+0.0051235j -0.00309674-0.00524785j 0.00744758-0.0102241j -0.00818321-0.00878742j -0.0064588-0.0016852j 0.00229158-0.0110865j 0.00220417+0.00734605j -0.00435977-0.00533067j -0.0114041-0.0180816j -0.00882545+0.00478944j -5.22162e-05+0.00261146j 0.00299148-0.00117052j -0.0091299+0.00592209j 0.00142886+0.0045921j 0.00871243-0.00604868j -0.0144814-0.0294522j 0.0203308-0.00218611j -0.032224-0.0264386j -0.0145699+0.0216158j 0.0296005-0.0152329j -0.0292358+0.026132j 0.0144637+0.0368694j -0.0370615-0.0199565j -0.0214019-0.00413339j -0.0322079+0.00158332j -0.0149743+0.0104009j 0.000384329+0.0218099j -0.0130596-0.00979464j 0.0141379+0.000421771j -0.00632228+0.0110934j 0.0136221+0.000545095j 0.000678596+0.0138377j 0.0187402+0.00515606j -0.00776779+0.00552694j 0.00402141+0.0105097j 0.0160391-0.0026581j -0.0162599-0.00674778j -0.00328207-0.00884132j -0.0236796+0.000361679j 0.00428284-0.00088504j -0.309357+0.000875885j 
-0.00188454+0.00042054j -0.000565197-0.00122858j 0.00211044+0.000131275j 0.00201331-0.000329934j -0.00330889+0.00240748j 0.00661817-0.00338833j -0.00832551-0.00111168j -0.00323207+0.00274937j 0.0162235-0.00191669j 0.00764726+0.00475541j -0.00216244+0.00536222j -0.00932293+0.0107597j -0.00384077+0.00282089j 0.0175148-0.00464621j 0.00246937+0.00141611j 0.0021613+0.00740253j -0.0134483-0.00333718j 0.00209613-0.00342073j 0.0121911-0.00247749j 0.00273532-0.00329502j -0.00813344-0.0103758j -0.00154048-0.00296616j -0.00206017-0.00205618j 0.00657143-0.00504359j -0.0061746-0.00524279j -0.0170511+0.00711778j 0.0134241-0.0095086j -0.0186422-0.00403166j 0.0140913-0.0119134j -0.0110727-0.00477871j 0.00594576-0.00770684j 0.0118921-0.00543938j -0.00134719+0.0150369j 0.00107009-0.0231461j -0.00203-0.0196237j 0.00677333+0.0274973j -0.00167301-0.0218718j -0.00292225-0.0164633j -0.0131171+0.0413811j -0.0131064-0.00707115j -0.0140085-0.00322968j -0.00545229+0.00775147j 0.026439+0.0335948j 0.00221796+0.0107233j 0.00841879-0.0339775j -0.00485784-0.00385055j -0.000981836-0.00790874j 0.00541447+0.0106302j -0.0116054-0.000842327j -0.0105019-0.00417583j 0.00488253-0.0104626j 0.015224+0.00584524j 0.014239-0.00131349j -0.00931138+0.00410098j -0.00394706+0.00309873j -0.00276599-0.00134535j -0.020729-0.0019992j 0.00169225+0.00202429j -0.00707693+0.00118803j 0.0180015-0.0039587j 0.0111033+0.0018954j 0.0181094+0.00475684j -0.0129079+0.00450865j -0.0147227+0.00256114j 0.0117366-0.00372101j 0.0025362-0.0014363j -0.0208345-0.0053624j 0.0470183-0.00802888j -0.0344355+0.0046856j -0.0107041-0.000646724j 0.0243643+0.00843667j 0.0244353-0.00555834j 0.00666806+0.00086679j 0.0647193+0.00500574j -0.129732-0.00447511j 0.0411261-0.00322339j 0.0323797-0.00036302j -0.0815393+0.000289571j -0.0156059-0.00101404j -0.0376553-0.00794844j 0.0911686-0.00335507j 0.0251144+0.00103212j -0.0480929+0.000337841j 0.0153906-0.00374144j -0.00622713+0.000381434j 0.0182584-0.000903338j 0.0116094+0.00100678j 0.000740918-0.000352029j -0.00219249+0.00122237j -0.00315039-0.000576447j 0.00164214+5.48382e-05j 0.00176369-0.000574729j 
0.00158687+0.000407032j -0.000792236+0.00105724j -0.00191575+0.00078183j 0.000274123-0.000550611j 0.00164533+3.22019e-05j -0.00385886+0.000222366j 0.000155848+0.000179776j 0.00139487-0.000367802j -0.00875357+0.00370182j -0.00791715-0.00437219j -0.00427185-0.0030695j 0.00296923-0.00244051j 0.00203562-0.00543845j -0.0101429+0.00649097j -0.000755648-0.00632661j -0.00339385+0.000984492j 0.00580979-0.00437161j -0.00266531+0.00276621j -0.00234784-0.00622405j 0.00357358-0.00055337j 0.00734753-0.000614235j 0.00124274+0.00207577j 0.000348489-0.0133051j -0.00201306-0.00283597j -0.00242838+0.015941j 0.00325861+0.00554318j -0.00611744-0.0021159j 0.00780526+0.00345946j -0.00396279+0.00690924j 0.00446447-0.023693j -0.00615843+0.00628926j -0.00404006-0.0153263j -0.0024727+0.0234965j -0.0118416+0.0499288j -0.000844867-0.039026j -0.00357268+0.00808367j 0.000746895+0.0191536j 0.00156591-0.0288611j -0.0045755+0.0622357j 0.00307741+0.0441247j 0.00396076-0.0101923j -0.00037326+0.0100844j -0.0125893-0.00799935j 0.000454507+0.000578327j -0.00581814-0.00842085j -0.00445251-0.00644682j -0.000171638+0.0149057j 0.000483322+0.00702356j 0.00336948-0.00728507j -0.000615093-0.0180508j 0.00890052+0.00215292j -0.0173182+0.00538092j -0.00841285+0.00716182j 0.00775468-0.00142106j 0.00271283+0.00115215j -0.00957809-0.00325616j -0.0015712+0.00361181j 0.00317694+0.00908907j 0.0031946+0.00789073j -0.00614519-0.000183698j -0.00517002+0.00073275j -0.00959945-0.00303109j 0.00835534-0.00428454j -0.00166831-0.00321657j -0.00878289+0.0105976j -0.016607-0.00705609j 0.0100844-0.00118562j -0.0201313-0.00512208j 0.075071-0.000960485j -0.0316262-0.000821688j -0.069376-0.00827769j -0.0118987-0.00399467j 0.0657783+0.00580073j -0.0136771-0.000480789j 0.0468276+0.0016163j -0.102588-0.00322557j -0.0300798+0.00236574j -0.00417633+0.000532365j -0.0255973-0.000343305j -0.00313887-0.00376183j -0.0206968+0.00416113j 0.00315014-0.001629j 0.0295767+0.00328367j 0.00501176+0.0046534j 0.00554078+0.000302736j -0.00682443-0.000363126j -0.000833344-0.000506632j -0.00400313+0.00122851j 0.00170018-0.00038374j -0.000325754+0.000464409j -0.000479583-0.000313803j -0.00243779+0.000154572j 
-0.00129059+0.000838546j 0.000263199-0.00214186j -0.00265621-0.00122348j -0.000962461-0.000734853j -0.00290772+0.00253077j -0.00150097-0.000374054j 0.00388662-0.00241197j -0.00286189+0.00303247j 0.00250635+0.00251049j -0.00936077-0.00443386j 0.00992029-0.000490998j 0.00255486+0.0108564j -0.000695089-0.00396777j -0.0048254+0.0094349j 0.000237618-0.00184656j -0.00614448-0.00322672j 0.0167108+0.00505694j -0.000172495+6.71452e-05j -0.000753798-0.00137038j -0.00622353-0.00378094j 0.0142236-0.0110531j -0.00187543-0.0119401j -0.00720721-0.00706067j -0.0095984+1.55617e-05j 0.00177207-0.0173671j 0.0164013-0.0107501j -0.0117174+0.00389507j 0.00147067+0.000893303j -0.0132998-0.0240464j 0.00437528-0.0157275j -0.00246547+0.0262367j -0.0047728-0.0142535j -0.000361208+0.00398466j 0.00526548-0.0274088j -0.00630555+0.00587365j -0.0119006+0.0285841j -0.00150399-0.0133583j -0.0135477-0.0206879j -0.00445025-0.00747335j 0.0061229-0.0479492j 0.0139452-0.00385486j -0.0047425+0.00647131j 0.004778-0.00194796j 0.00343129-0.00819905j -0.0221886-0.0165881j 0.00970379+0.00134304j -0.00245923+0.00382032j -0.0167998-0.00614717j 0.00583798+0.00526989j -0.0114753-0.0176596j -0.00644817-0.00568491j -0.0161302+0.00585669j -8.70389e-05-0.00636172j -0.00398362-0.00571497j -0.00384861-0.00162161j -0.015214+0.00326866j -0.000679658-0.000952695j -0.0127684+0.00179954j 0.0139644+0.00182515j 0.0207357-0.00200183j -0.0121591+0.00220326j 0.00470331+0.0130587j 0.00186902-0.00603334j -0.018137+0.00454861j 0.00668535-0.00387824j -0.0157546+0.00428026j 0.00148307+0.00203811j 0.0825419-0.00826902j 0.041402+0.000867635j 0.0301598+0.00365796j 0.0550289+0.0036265j 0.0499042+0.0014935j 0.033378+0.00168063j 0.0109905-0.00148444j 0.10327+0.00667175j -0.0180012-0.00176699j 0.00268282-0.0004916j -0.00235053-0.00101628j -0.00554877-0.00247883j 0.0659791-0.0124913j 0.0143157-0.00241535j 0.0196215+0.00169903j 0.0335597+0.00278814j -0.0076252-0.00089198j -0.00880594+0.000654217j -0.0118729+0.00129332j -0.00516747+0.000645544j -0.0144543+0.000310025j 0.000559877+0.00138575j 0.00147885-0.00129578j 0.000166238+7.09447e-05j 0.000367645-0.000591542j 
0.00152217-0.000500361j 0.000552705+0.000672205j -0.00261423-0.00157163j 0.000475933-0.0017378j 0.00220394-0.0028058j -0.0018849-0.000209999j 0.00265472-0.000559324j 0.00277035+0.00130457j -0.00960408+0.0022391j -0.000748231-0.000619057j -0.0036553-9.55817e-05j 0.00703935-0.00563783j 0.00328389+0.00378094j -0.00195632-0.00640436j -0.00270827+0.00321802j 0.000163535-0.00700273j 0.0125788-0.0113809j 0.000446554-0.00574888j -0.00366371+0.00752451j -0.000339039+0.00713074j 0.00454776+0.00392271j 0.00275206+0.00207928j 0.0042988+0.00323654j 0.00330033+0.00403818j 0.0085008-0.0168177j 0.00323937-0.0147629j -0.00418031-0.000376492j 0.00525367+0.00357039j -0.0130588+0.0316594j 0.002759+0.0112755j 0.00556342-0.000492352j -0.000826067+0.01962j -0.00315545-0.0221618j -0.003033-0.0251861j 0.0154724-0.04184j -0.00368631+0.00630324j 0.00739832-0.0218701j 0.00718928+0.0195639j 0.00607436+0.0176989j 0.00700612-0.00863542j 0.00261766+0.0138207j 0.0113407-0.0184336j -0.0123078-0.00946084j 0.000328453+0.00136627j 0.00171601-0.00541714j -0.00350091+0.00187857j -0.00404887-0.00645761j 0.00442648+0.0123267j -0.00376339-0.0029063j 0.00220615+0.0133632j -0.00333281-0.000948873j -0.00519222+0.00352087j 0.00135762+0.00149291j 0.015874+0.00228696j 0.0149226-0.00419583j 0.0154707+0.00443593j 0.0145896-0.000342337j 0.014064+0.0100291j 0.00485078-0.00969769j -0.0185253-0.000280584j -0.00102422+0.00390508j 0.00275138-0.00198797j -0.00172954+0.00478j 0.00539203-0.00479275j 0.00384615-0.00486615j -0.00802315+0.000250759j 0.00763315-0.00662848j -0.042066+0.00345464j 0.0447921+0.00717843j 0.0814053+0.0113261j -0.0167128+0.00176229j -0.0658044-0.00338524j -0.0066692+0.00476501j -0.0841288+0.00422856j 0.0744219+0.00286249j 0.00876586-0.00294609j -0.0339744-0.00432276j 0.0052806+0.00107264j -0.0232302-0.00261305j 0.0268293+0.00304545j -0.0311225-0.00135109j -0.0137708+0.00222204j -0.00922031+0.000975329j -0.00969333-0.00341744j -0.00310005+0.000599499j -0.000833429-0.000577623j -0.0022534+0.000503854j 0.000212167-0.00131688j 0.00042858+0.000154214j -0.00214447-7.23778e-05j -0.00153288+0.000118197j -0.001349+0.000506278j 
2.79069e-05-0.0012472j 0.00187168+0.000322479j 0.000537683-0.000168512j -0.00181344+0.000933251j 0.00227153-0.00200957j -0.00280567+0.0049752j 0.00574332+0.00440391j 0.00171716-0.00381133j -0.00318962-0.00351433j 0.00966704-0.00407764j 0.00566782-0.00603596j 0.00454115-0.00676518j 0.000531418-0.00933821j -0.00338038+0.00261841j -0.00227304-0.00457086j 0.0054049-0.00354621j 0.00111584+0.0134734j 0.00240079+0.00844567j -0.00965566-0.000100923j -0.000484963-0.00738555j -0.00397872+0.00812821j 0.000620672+0.00844237j 0.00350085+0.0105574j 0.00358159-0.00658346j 0.00484234+0.0163597j 0.00618999-0.0101058j 0.00191337+0.0131623j 0.00909457-0.00747295j -0.00470896+0.0144376j 0.00486669-0.00624319j -0.000734262-0.00172909j 0.00161889-0.0736578j 0.00583075-0.0188787j 0.00622537-0.0434744j 0.00867815-0.0246337j 0.00167759+0.0213721j -0.00389464+0.0350495j 0.00438031+0.0504338j 0.00606101-0.0238179j 0.00163106-0.0179424j 0.00151899+0.0205442j -0.00151737-0.0172055j -0.0107915-0.0454036j 0.00462796+0.000950693j 0.00239528+0.00702154j 0.00146921-0.00265837j 0.00266469+0.0112279j 0.000179782-0.00393253j 0.00347202-0.0129156j 0.00969709-0.00431917j -0.00152372+0.000314461j 0.00614895-0.00354449j -0.0181597+8.32446e-05j -0.00157085+0.000340729j -0.0103723+0.00857776j -0.00110445+0.0051426j -0.00868687+0.00314089j 0.018051-0.0184528j -0.0128619+0.00281624j -0.0242578-0.00591393j 0.0014901+0.00197773j 0.015495-0.00201372j 0.00553491-0.0144024j -0.00990191-0.0088298j -0.0627632-0.00283854j 0.0403904+0.000872702j -0.0418028+0.00212626j 0.0218786+0.00235057j -0.0421964-0.00314227j 0.00440469+0.00163516j 0.00112567+0.00296236j 0.019883+0.00177375j -0.070824-0.00301799j 0.0340092+0.00030358j 0.0258309-0.00451386j -0.00469002-0.000417632j 0.0013948-0.00238609j -0.0129919-0.00717053j 0.0279136+0.000190192j -0.032503+0.00675758j -0.0194572+0.00320258j -0.0299985-0.00114267j 0.00170579-0.00104505j 0.00272671+0.00331658j -0.00331224-0.00302421j -0.00357665-0.000217153j -0.00732193-0.00276658j 0.00375188-5.65521e-05j 0.00157305-0.000910557j 0.00382412-0.000353786j -0.00165304+0.000384877j 0.00168088+0.000387318j 
-0.00103947+0.00137353j -0.000430464-8.48995e-06j -0.00167204+0.00161053j -0.00351731-0.000232685j -0.00279837+0.00108402j -0.000831443-0.00295145j 0.00238625-0.000933999j -0.00189518+0.000299908j 0.00227395-0.0069459j -0.00463803+0.00252492j 0.0060582+0.00392482j 0.000333844-0.00167004j -0.000561189-0.00173611j 0.00234288+0.00540133j 0.00726096-0.00409241j 0.00420524-0.00167276j 0.00707332+0.00267219j 0.00344701+0.00795265j -0.00265191-0.00234546j -0.00435736-0.00311296j 0.0031688+0.0148651j -0.00909707+0.00266223j -0.00793802-0.014652j 0.00718975-0.00794622j 0.00208626+0.0044104j -0.00344604-0.00886167j -0.00232595+0.0105322j 0.00731512+0.00825197j -0.00158342-0.0193601j 0.00034178+0.0117836j 0.000702698-0.0196963j -0.0136353+0.0505343j 0.00461023-0.035965j 0.0059411-0.00094793j -0.00458602-0.0185794j -0.00939012-0.00434763j -0.00824949-0.0262002j 0.00267133+0.00116878j 0.0018504+0.020423j -0.00110025+0.0413723j -0.00579881+0.000766144j -0.000788922-0.0172308j -0.00121964-0.00612997j 0.00851614+0.00684709j 0.00150453-0.00516872j 0.0039154+0.00689654j 0.00497694+0.0147811j -0.00335989+0.000282051j -0.000524825-0.00107156j -0.00752299-0.000781426j -0.00216548-0.000233275j -0.00861813-0.00240449j 0.00520662+0.00736457j -0.00786807+0.00725872j -0.0276817+0.00548593j 0.00295123+0.00694993j -0.00935815+0.000645779j 0.00279213+0.00477997j -0.00610535-0.00549158j -0.0269837+0.00113646j -2.6071e-05-0.0152041j 0.00315303+0.00260373j 0.0512146+0.0101883j 0.0155902+0.00161232j -0.0735912-0.000815562j -0.0314302+0.00671192j -0.019515-0.00169667j 0.00839453+0.00718616j -0.0879452+0.00151385j -0.06876+0.00247129j 0.0074494-0.000195688j 0.0405478-0.00412263j -0.0275694-7.68639e-05j 0.0681814+0.00210464j 0.000486666-0.00101817j 0.0372923+0.002196j -0.0104883+0.00349064j -0.0424592-0.00113589j -0.00583863-0.00321504j 0.0147715-0.00223011j -0.0181125+0.00138989j 0.00264287+0.00215512j 0.000472389-0.00171527j -0.00661478+0.00188766j -0.00626357-0.000412391j -0.00417304-0.000149214j 0.000690699-0.000258517j -0.00743343+0.000752807j 0.00458762+0.000870278j 0.00380283+0.000527432j -0.000436248-0.000640027j 0.00101676-0.00120993j 
0.000280864-0.000549934j 0.000945392-0.0001612j -0.00299505+0.000329694j 0.00113209-0.00278721j 0.00249601+0.000178444j -0.00117321-0.00244865j -0.000330705-0.00179065j 0.00295207+0.00107955j -0.00514055+0.00218318j -0.0014332+0.000283272j 0.00182611+0.00304152j 0.00387305+0.00777288j 0.000184851+0.0105084j -0.000868642-0.00594671j -0.0143947+0.00745333j -0.00194826-8.0854e-06j 0.00368988-0.00281852j 0.00326818-0.0119193j 0.00737768-0.000209295j 0.000540546+0.00282305j 0.00565319-0.00108077j -0.00316914-0.0107779j -0.000166224+0.00285995j -0.00039658+0.0283757j -0.000260385-0.0111608j -0.0014954+0.017442j 0.0115684-0.0233163j 0.0066688-0.000411151j 1.52525e-05+0.0191301j 0.00270753-0.0299336j -0.00412541+0.0433628j 0.00280348-0.0309884j -0.00565217-0.0376042j -0.0015615+0.00665723j 0.00533066-0.00548526j -0.00926023-0.0360137j -0.0105853-0.0176439j 0.00976156-0.0221258j 0.00392104-0.0292579j 0.000702244-0.00432237j 0.00704825+0.0234819j 0.0111962+0.0156852j 0.0102927+0.00107667j -0.00288071-0.0155726j 0.000312991+0.00115163j 0.0107586-0.00569933j 0.00704553-0.010555j 0.00388401+0.0178112j 0.000407622+0.0203236j -0.00739103+0.0139779j 0.00971164-0.0024183j 0.0102222-0.00377504j 0.00952327-0.000939703j -0.0211126-0.00864693j -0.0222205-0.000314479j -0.00437785-0.00863955j -0.0168515+0.00432081j -0.00595818+0.00170824j 0.0133147-0.00591552j -0.00795629-0.00370144j 0.00260089+0.00139395j 0.006191-0.00652035j -0.049488-0.00779352j -0.0376907+0.000615529j 0.0112716+0.00531103j -0.0342474+0.00720269j -0.108987-0.00054708j -0.0487784+0.00127514j 6.8969e-05+0.000105741j -0.0390963-0.000790318j -0.00252538+0.00220926j -0.0241917-0.00196331j -0.036845-0.00441575j 0.0126934-0.0029391j -0.0233271-0.00580355j 0.0183794-0.00390255j -0.00534787-0.0012163j -0.0537539+0.00151282j 0.0378359+0.00298614j 0.0181583-0.00462318j -0.0126511-0.00140608j 0.0183789-0.00116906j -0.0155944-0.000775098j -0.0133609-9.44207e-05j -0.00268659-2.94252e-05j -0.0100383+0.000767133j 0.000646919+0.00275671j 0.00424771-0.00114432j 0.00277177+0.00117229j -0.000586842+0.000854445j -0.0015497+1.21686e-06j 0.000680125+0.000326759j 
-0.000924528-0.0011603j 0.00108258-0.00127695j 0.00159273-0.00151234j 0.00114535-0.00109597j 0.00245692-0.00537505j 0.00428663+0.00708859j 0.00226+0.000137758j 0.00135689-0.00219502j 0.00446422-0.00178874j 0.00931378-0.00361566j -0.000191449-0.00400287j -0.0024561-0.000411071j 0.000150045-0.00546685j 0.00131921-0.00224426j -0.00600687+0.00290402j 0.00306335+0.000673471j -0.00584912+0.0106043j 2.75508e-05-0.0116127j -0.00175048+0.0141635j -1.67074e-05-0.0109151j -0.0074469-0.0150572j 0.00882618-0.012294j 0.00998375+0.00795769j -0.00137775+0.00250518j 0.00717139-0.0179885j 0.00814022+0.00620162j 0.00775219+0.00137024j -0.0146825+0.0445031j -0.000231143-0.000487202j -0.00401054-0.0199427j 5.7685e-05+0.0141149j -0.00271668+0.0378577j 0.00607608+0.0236757j 0.00372367-0.00247411j 0.0101761+0.0231516j 0.0135115+0.0177906j 0.00123224-0.00953973j -0.00257859-0.035094j 0.00677107+0.0298727j -0.00102315+0.00898855j 0.00631342+0.0184438j -0.00698328-0.00149893j -0.00716774+0.001228j -0.0012019-0.0240467j -0.0086262+0.0015015j 0.0007244-0.0219937j -0.00880683-0.000906749j -0.000393824+0.00587022j -0.00811445+0.000174164j 0.0115388+0.000402582j 0.00453529-0.0122357j 0.00471662-0.000371925j -0.00226706-0.0161174j 0.00857432+0.00728666j -0.000835863+0.000194388j 0.0092137+0.00556824j 0.00487012-0.00393372j 0.0196629+0.0032555j 0.00259228-0.00532772j -0.0030184+0.00813672j -0.00905255+0.0042916j 0.00173091+0.00548849j -0.0115545+0.000300844j -0.00973905+0.011176j -0.00763178+0.00332243j 0.0607874+0.000538262j -0.0475693-0.00343854j 0.0404344-0.00646342j 0.0369345+0.00219246j -0.00793363-0.00140424j -0.0172772+0.00290399j -0.00229354+0.0037751j -0.050568-0.00286296j -0.00350419+0.00190728j -0.000617896-0.000417707j -0.00727621+0.00126575j 0.0757641-0.00635113j 0.0350206-0.00799535j -0.0156968+0.00274907j -0.00405456+0.00523018j 0.013806+0.000395992j -0.0165566-0.000871716j -0.0047713+0.000153302j 0.00730942+0.000542432j -0.00149719-0.00179354j 0.00682323+0.000500784j -0.00969105-0.00225783j 0.00473164-0.00188196j -0.00149371+0.000306484j -0.0012343-0.000963292j 0.000861637+0.00159068j 0.00161756+0.000446328j 
-0.000809035+0.000104229j -0.000208298+4.81703e-05j 0.000768674-2.3024e-05j -0.00157269+0.000387746j -0.00111437+0.00137668j -0.00246307+0.00306604j 0.00291948+0.00309987j -0.00254449-0.000215273j 0.00489665+0.0012208j 0.000266799-0.00114829j 0.00238494-0.00178623j -0.00250649+0.0024416j 0.00494502-0.00950718j -5.06738e-05+0.00140244j 0.006878-0.00607508j 0.00294449+0.00204516j -0.00111363+0.00309686j -0.00193855+0.0112915j -0.00530329-0.00638067j -0.00020771-0.00520937j -0.00283066+0.000542232j 0.002-0.00593747j 0.000990838-0.0201108j 0.000678598-0.00890374j 0.00356515+0.0199345j -0.00157338+0.0072839j -0.000326487-0.00414136j 0.00448148+0.00880201j -0.00119653-0.00547213j 0.00054091-0.0137433j 0.00141613+0.00940187j -0.00330384+0.00218214j 0.00458409+0.0097548j -0.00702104+0.0353377j -0.00495971+0.0345552j 0.00254205-0.00830229j -0.00526559+0.0324543j 0.00296742-0.00250728j -0.000508342-0.0105438j -0.00372299+0.0139618j -0.00154407-0.00604922j 0.00324599+0.00916827j -0.00161863-0.00932259j 0.000450663-0.00233184j -0.00517531+0.00974985j 0.00188374-0.00438574j 0.00252103+0.00142759j -0.004224-0.00165717j -9.2462e-06-0.00787246j 0.0105774-0.00479929j 0.00358575+0.00384522j 0.000214395+0.00373536j -0.000382543+0.00712701j 0.00841077+0.00447811j -0.0088238+0.0084941j -0.00136694+0.000952086j 0.0160672+0.00912498j 0.0219749+0.000244898j 0.0115126+0.00905835j -0.0139028-0.00267115j -0.00785436-0.00124714j -0.00635546-6.92914e-05j 0.014086+0.00053927j 0.00612404-0.00285972j 0.0112104+0.00766328j 0.00759466-0.00112359j -0.0332306+0.00151743j 0.0370212-0.00129567j -0.017369-0.00332971j -0.120749-0.00441966j -0.0545677-0.000140008j 0.042169+0.000860047j -0.0136549-0.000635153j 0.0231251+0.00531874j 0.0123297-0.00215123j 0.0117475-0.00179546j -0.0126353+0.000196012j 0.0080011-0.00185235j 0.00228877+0.00169099j -0.00351315-0.000879689j 0.00196876+0.000777466j -0.0133367+0.000962783j 0.00333138+0.000701388j -0.00621235+9.09732e-05j -0.00344769-0.000933093j -0.00301088-0.000505623j -0.00167043-0.00176383j -0.00129641+0.000434034j 0.000339326-0.000221008j 0.00214477-0.000267699j 0.000356601-0.000194961j 0.00116577-0.000207563j 
0.000578714-0.000901013j 0.000367576+0.000229766j -0.000774181-0.00175455j 0.00214492-0.000679228j 0.00309737+0.000703022j -0.00343609+0.00228341j -0.00399831+0.00339625j 0.00801787+0.000929015j -0.00144072-0.000671756j -0.00482315-0.00200949j -0.0069022+0.00534726j -0.00276903-0.00621097j -0.00132419-0.00181649j 0.00304593+8.01538e-05j -0.0204401+0.0089791j -0.00432197-0.0090052j -0.00209964+0.00040113j -0.00266651+0.00663103j 0.00563948+0.00462811j 0.00676961-0.000740813j 0.00127034+0.005363j -0.00287468-0.0207751j -0.00492023+0.0124271j 5.41116e-05-0.0224727j -0.000700207+0.00105183j -0.00148918-0.0413899j 0.0238748-0.0129979j 0.00760469-0.0102177j 0.00878563+0.0056583j -0.00191617+0.0246172j -0.00150925+0.0278906j -0.0102031-0.0107007j -0.00872179+0.0178221j 0.00432344+0.00733341j 0.000411487-0.0307605j -0.0140918+0.0145652j 0.000491213+0.0232107j 0.00380643+0.0362369j 0.00246564+0.0316957j 3.83159e-05+0.00185631j -0.0023489+0.0276681j -0.0109822+0.0055761j 0.0111349-0.0239969j 0.00958799+0.0246149j -0.00747681+0.00118191j 0.0178347+0.0138129j 0.0155713-1.6936e-05j 0.00442931+0.0073351j 0.00232528+0.00161005j 0.00607363+0.00619691j 0.00625364-0.00441953j 0.0103739-0.00586139j 0.00170675-0.0036838j -0.0264459-0.00819929j -0.00911595+0.000158409j 0.0145306+0.0141459j -0.00561391-0.00332399j -0.00766923-0.00744342j 0.00368031-0.00406321j 0.0260318-0.00413859j 0.025846+0.000588139j -0.0568925-0.00297244j 0.0314417+0.00123712j 0.0417549-0.00641206j 0.0416191+0.00401593j 0.0128187+0.00466395j -0.106853+7.91365e-05j -0.0466735+0.000316198j 0.00611108+0.00373273j -0.0140018-0.00153359j 0.0804297+0.00362149j 0.0330573-0.00146213j -0.0546103+0.00722598j 0.00732011+0.000107395j -0.0272728-0.00421947j -0.0148997-0.00166942j -0.0120566+0.00238829j -0.0286794-0.00215859j 0.00370844-0.00245331j 0.0060845-0.000128033j -0.0120998+0.00139537j 0.0130552+0.00147892j -0.00789405-0.00267817j 0.00392181+0.000150812j -0.0078972-0.000222848j -0.00364685+0.00136575j 0.0044636+0.000256274j 0.00401259-0.00134678j 0.00013495+0.000347871j -0.00242785+0.000145459j -0.00182902-0.000168551j -0.000467048+0.000555361j 
