0.0516861-0.281969j -0.290898-0.0447602j 0.0424063+0.0685501j 0.0365506-0.183692j -0.237352+0.0353606j 0.0986586-0.0572476j 0.118567-0.280884j 0.261472+0.0482761j 0.0719597+0.0754465j 0.00556485+0.178312j 0.148792+0.0436134j -0.157512-0.257054j -0.196021+0.115001j -0.275028-0.0929961j -0.052015+0.282288j -0.309222+0.114773j 0.111729+0.305046j -0.0284968+0.0249866j -0.0234307-0.0118147j -0.0332752-0.00993608j 0.0405368+0.00836438j 0.0237529-0.0549398j -0.0287315-0.018562j -0.00699612-0.0340113j 0.0026525-0.00925286j 0.0299718-0.00418647j 0.0168812+0.0178991j 0.016863+0.00742636j 0.000875874-0.0491185j 0.00602455+0.00853969j -0.0294937+0.00954642j -0.0244778+5.40014e-05j -0.00864593+0.015877j 0.0388048-0.0100133j 0.0134374+0.0246215j -0.0102005-0.01838j -0.0159585+0.0139881j 0.023067+0.0263349j -0.02668+0.0235843j -0.0234777+0.0696343j -0.0707977-0.0242342j 0.012407-0.0117868j 0.00682442+0.0102002j 0.00195986+3.73112e-05j 0.00102868+0.00125952j -0.00777223-0.00226509j 0.000537437-0.00161268j 0.000769977-0.00992787j 0.010924-0.000493648j -0.016472+0.0126336j 0.00186026+7.75305e-05j 0.0119515+0.0127353j 0.0037075+0.00183082j 0.00155094-0.013757j 0.0181934+0.00714218j 0.0158071-0.00565431j -0.0162493-0.0024854j -0.00174462-0.0144659j 0.00072646-0.0165862j 0.00477929+0.00150352j 0.0138398+0.00194659j -0.00203549+0.00289988j 0.00168244-0.0148202j 0.00841011+0.00150061j -0.0107789-0.0132646j -0.00744275-0.0175977j -0.00122133+0.00317943j -0.00255224+0.0125974j 0.00146779+0.00196778j 0.00553403-0.0183988j 0.0132742+0.000250054j -0.000287039+0.0040251j -0.00744263+0.00258323j -0.00258507-0.00269784j 0.00121134-0.00477566j -0.0010393-0.0139489j 0.010573-0.00859006j -0.0156371+0.00882068j 0.0208703-0.0089369j 0.00431452+0.0143907j -0.0033082-0.01275j -0.00310191+0.00127063j -0.005874+0.00634129j -0.0115699-0.006937j 0.0160595-0.000402318j -0.00159024-0.0038659j -0.00149182-0.00846207j -0.00927346+4.18759e-05j 0.00181517-0.00581936j -0.00678604-0.00249215j 0.00594047+0.00364223j 0.0120621+0.0249211j 0.0235878-0.0123868j 0.00291978-0.00589971j 0.00721103+0.0028377j -0.0240362-0.00295973j -0.00202274+0.0241657j 
0.0114473+0.000739591j -0.00404653-0.000297568j -0.00167058+0.000956118j 0.00265751-0.00750064j -0.00388784+0.0043998j -0.000417942-0.00308042j -0.00775085+0.00203281j -0.00263023-0.00369416j -0.00250995-0.00591225j 0.00649988-0.0014935j 0.00709658-5.08504e-05j 0.000452367-0.00670413j -0.00337716+0.00346569j 0.00337092-0.000603025j 0.00258918+0.00568737j 0.00283481-0.00669402j -0.000229737-0.0026466j -0.0007917-0.00181276j -0.00631114-0.000307339j 0.00452794-0.000860329j -0.000747313-0.00117914j -0.00049931-0.00387033j -0.00629586-0.00968735j -0.000249674+0.000868094j -0.00503476-0.00827954j 0.00323497-0.00221082j -0.00417603-0.0102054j 0.00117048-0.000651124j -0.00504914-0.00476761j -0.0081429+0.00397539j -0.00344233-0.00729885j -0.00124124+0.00120047j -0.00130323+0.00732334j -0.00333621+0.00663585j -0.00303059-0.00073216j 0.000548478+0.000454494j -0.0043734-0.0016579j 0.00397242+0.00138997j 0.00596177-0.00822625j -0.00292567+0.000435989j -0.00118984-0.00283593j -0.00268348+0.000511558j -0.00229618+0.00911406j 0.00363343-0.00139231j -0.000711867-0.00203124j 0.007085+0.000956366j -0.00676713+0.00132065j 0.0034256-0.00472709j 0.00209777-0.00271796j -0.00418888-7.56834e-05j 0.000768108+0.00230568j -0.00108405+0.00269808j -0.00555678+0.00432825j -0.00607242+0.0100868j 0.00695299+0.000570704j -0.000881591-0.00236623j -0.0094331-0.000982246j 0.00182486-0.000199235j 0.000516176-0.00221645j 0.00262436-0.00381326j -0.00891619-0.0174695j -0.000416005+0.00600397j -0.0059858+0.000894224j -0.011809+0.00247153j -0.00535087+0.0110812j -0.00275643+0.00649158j -0.00349067+0.00390428j -0.00340221+0.00446852j -0.0066615+0.00210916j 0.00697187+0.0018323j 0.00153295-0.00515521j -0.00274648-0.000284759j -0.000691345-0.000270239j 0.00115423-0.00783803j 0.00164643+0.00547554j -0.000587612-4.70906e-05j 0.00175017-0.00545468j -0.00227911-0.00281261j -0.000500952+0.00178984j -0.00498431+0.000496672j 0.00748345-0.00244886j -0.00169116-0.000355838j 0.000699943-0.0018729j 0.000162363+0.00487739j -0.000233425-0.00266266j -0.00389554-0.00190117j -0.000597671-0.00610315j 0.00487602-0.00312487j 0.00164819+0.00203838j -0.000665238-0.0017638j -0.00464682+0.00169423j 0.00214577+0.00374696j -0.00301472+0.00207015j 0.00306825-0.000570926j -0.00180114-0.00295825j 0.00129326-0.000343047j -0.00242267-0.00165931j 
-0.00697683+0.00197925j -0.00600279-0.00360554j 0.00972761+0.00283054j 0.00073132+0.00790294j 0.0115247+0.000717031j 0.00347706+0.000176128j 0.00838722+0.00352868j -0.00212049-0.0048785j -0.00163994-0.00273042j -0.00318349+0.00254204j -0.00093569-0.00337488j 0.00107836+0.00352337j 0.000602022-0.00245612j -0.00144301+0.00127168j -0.00318386-0.00225794j 0.00310912+0.000764048j 0.00128584+0.00585066j -0.000641934-0.00146892j -0.00493703-0.000412478j 0.0029869+0.0105554j 0.00375887-0.0091339j 0.0149959+0.000283025j 0.0069952+0.0060067j 0.00539847-0.00082212j -0.00709684-0.00170513j 0.00305637-0.00902384j 0.000650758+0.0066619j -0.00474252-0.00066168j -0.00130405-0.0077676j 0.00195538-0.00112894j 0.00518769+0.00768715j 0.00563229+0.00284421j -0.00337476-0.00389657j 0.000360767-0.000482577j 0.00088308+0.000919309j 0.00107608-0.002755j 0.00283138+0.00421605j -0.00358964+0.00926408j 0.00226367+0.000790394j 0.00518682+0.00235017j -0.00299118-0.00188824j -0.00575659-0.00536846j -0.00538882-0.000468351j -0.00141997-0.000573682j 0.00218718+0.00376564j 0.000846089+0.00670384j 0.0126529-0.00144741j 0.00226335-0.00525679j -4.639e-05+0.000135943j 0.00686949+0.00477088j -0.00163583+0.00371751j 0.000202545+0.0102668j 0.00157371+0.00218353j 0.00140635-0.000762943j 0.00347382-7.8963e-05j 0.00336206+0.00105668j -0.00542017+0.00236937j 0.00702734+0.000562846j 0.000100191-0.00273742j -0.00383273+0.00679707j -0.00829801+0.00245202j 0.00123067-0.00524965j 0.00395146-0.000132171j -0.00525315+0.00356269j 0.00223275-0.00161886j -0.0045605+0.00588328j -0.00158022+0.00967272j 0.0090883+0.00447049j 0.0004555-0.00217412j 0.0021354+0.00735486j 0.00928226-0.000719078j 0.00279147+0.00426817j 0.00708375+0.00134328j 0.00319698-0.00144606j 0.00356883+0.00591613j 0.00280483+0.00613916j -0.000810516+0.00312397j 0.000187642+0.00436984j -0.00139035+0.00375436j -0.000539998-0.000417745j -0.00260272+0.00551991j -0.0026751+0.00195806j -0.00327179+0.00311884j -0.000561894+0.00136238j 0.00170152+0.00183289j 0.00334851-0.00416673j 0.000416347+0.00465119j -0.00477302+0.00041268j -0.00318509-0.000504607j 0.000535134-0.00474076j -0.0013523+0.00231622j -0.000208546-0.00357554j -0.00112632-0.000879378j -0.00104933-0.000342414j -0.0014167+0.00140058j 0.000658304-0.00169353j 0.000156419-0.000854145j 
0.00495924-0.000707969j 0.0050846+0.0014602j -0.00148361-0.00140059j -0.000651112-0.00248231j -0.00166719-0.000974043j 0.000550503-0.000134201j -0.00528936-0.00438158j 0.00653324+0.00808844j 0.00302037-0.00207081j 0.00225519-0.00155382j -0.00331665+0.00419683j -0.000616601+0.00155428j -0.0014122+0.00021796j 0.000400434-0.000342426j 0.00196495+0.00267645j -0.00434943+0.00404622j -0.000317484-0.00253654j -0.00358023-0.000655972j 0.00385296+0.00480719j -0.00466043-0.00221061j 0.00218342+0.00312018j -0.000249953+0.00503118j 0.00264585-0.00513268j 0.00884723+0.00815258j 0.00883267+0.00428522j 0.00294398-0.00249415j 0.00796564-0.00490139j -0.00683037-0.00315803j 0.00135624+0.00307818j 0.00923365-0.0110725j 0.00296477+0.000749148j 0.00306103-0.00173771j 0.00242153-0.00343715j 0.0024612+0.00176846j 0.00607972-0.000675351j 0.00014912-0.00190804j 0.00280004-0.00246039j 0.0022583-0.00401826j -0.00802614-0.000132149j -0.000734798-0.0017885j 0.00130416-0.00199244j -0.000610604+0.0047828j 0.00444177+0.00258161j -0.00322572+0.00404494j 0.000277884-0.00401611j 0.00656172-0.000365801j -0.00877829-0.00533244j -0.00168842-0.00079366j -6.57374e-05+0.00015764j -0.00532825-0.0043571j -0.00971216-0.00512146j -0.000559941-0.0051696j -0.0043038-0.00198683j -0.00237341+0.000804675j -0.00237372+0.00236128j 0.00361037-0.0011179j -0.000302587+0.00491596j 0.0031588+0.00498968j 0.0104292+0.000213536j -0.000919323+0.00374161j -0.00606858+0.00331682j 0.00455623-0.0111669j 0.00303565-0.00870419j -0.00879987+0.000853768j 0.00169857+0.00201026j 0.00282389-0.00170797j -0.000200882+0.00542288j 0.0132958+0.0109819j -0.00873316-0.0037666j -0.0067548-0.00186916j 0.00518891+0.000157517j 0.00151346-0.000524127j -0.00096133+0.000889052j 0.00985245-0.00214432j -0.00265778+0.00145113j 0.00507862+0.00744982j -0.0054267-0.00425991j -0.00350333+0.00459045j 0.00161591-0.000710354j 0.0065091+0.00424221j -0.002657+0.000572589j -0.000770583+0.00514907j 0.000410021-0.0028659j -0.00346549+0.0030264j 0.00157339+0.00647636j -0.00360128-0.000832216j 0.00551301+0.000756243j 0.00220937+0.00150305j -0.00687155+0.00362911j -0.00321505-0.00370948j -0.00408952-0.00124263j 0.000297431+0.000555076j 0.00176909+0.00033684j -0.00310735-0.000119531j 0.00297699+0.00221602j -0.00013485+0.000195637j 0.00068751+0.000500628j 
-0.00482201-0.00970118j 0.0103003-0.00435636j 0.00432211-0.00214562j 0.00288498+0.00420206j 0.00230565-0.00240611j -0.000332176+0.000765658j 0.00526895+0.00213991j -0.00179821-0.00373213j 0.000128932+0.00431877j 0.000285142+0.000183745j 0.00155117-0.00362052j -0.00101933-0.000194932j 0.000806012-0.00310232j -0.000784407-0.000240829j -0.00207808-0.00128773j -0.00654533+0.00316604j 0.00692665-0.00555052j -0.0028178+0.00293573j 0.00213132+0.000430905j 0.00201831-0.00790057j -0.00303054+0.00902221j -0.00248159-0.00313248j -0.00532329-0.0122444j -0.00101768+0.0090451j 0.0126617-0.00160033j -0.00351506+0.00280324j 0.0013285-0.0118184j 0.0032501+0.00294805j -0.00190803+0.00665078j 0.00165942+0.00301292j 0.00328331-0.00466205j 0.00187062-0.00493605j -0.00195339-0.00261107j 3.70146e-05+0.00340661j 0.00631215-0.00366307j 0.000321895+0.000438653j 0.00242496+0.000143383j 0.00671759-0.00907134j -0.00932914+0.00211681j 0.00327057+0.00167061j -0.00184083-0.00927741j -0.000524182+0.00681207j 0.000439634+0.00249575j 0.00182274-0.00441016j -0.00276942+0.00685751j 0.0151735-0.00754165j -0.00313856-0.00787735j -0.00994881-0.0114388j -0.000647883+0.000938876j 0.00961002-0.00192344j -0.00146792+0.000274865j -0.000668939+0.00767608j 0.00847197-0.0100588j -0.00722913+0.00326992j -0.000108392+0.00528063j 0.00563852-0.00470283j -0.00407682-0.00153605j 0.00605689+0.0104135j 0.0102569+0.0045048j -0.0147239+0.000427999j 0.00204384+0.0032022j -0.000483101+0.0106629j 0.00100574+0.00947339j 0.00337418-0.00302304j -0.000930071+0.00214563j 0.00281925-0.000274531j 0.00268265+0.000808208j 0.000180898+0.00596266j 0.00157276+0.00403788j 0.00303167-0.00315356j -0.00342114+0.000290272j -0.00572328-0.00249911j 0.0071044+0.00992174j -0.00731145+0.00450585j -0.000306089+0.000349108j -0.0015784+0.000830693j 0.00544533-0.00124033j 0.000757082+0.000984208j -4.82068e-05-0.00823287j -0.00134268+0.00154366j 0.00404164+0.00328347j -0.00085711+0.00206229j 0.00108535-0.00250015j 0.00181763+0.00350476j 0.00260982-0.00463605j 0.00441743+0.00114262j 0.00243409-0.000512738j -0.00565687+0.00365837j 0.00277498-0.00275439j 0.00127612+0.000325903j 0.00184574+0.00254962j 0.00117177-0.0017793j -0.000630056-0.00164641j -0.00340037-0.00241424j -0.000250635-0.000700328j 0.000564072-0.00125264j 0.000686526+0.00171416j 
0.00252174-0.00569546j 0.00553611+0.00223419j -0.000476787+0.00245308j -0.00111458+0.00151433j 0.0011348-0.00366559j -0.00347868+0.00330546j 0.00621313-0.000614314j 0.000817248-0.00401385j 0.00156137-0.00358635j 0.00223827+0.00270506j -0.000250469-0.00247876j -7.30786e-05-0.00425464j -0.000201136+0.000195772j -0.00238355-0.00186972j 1.51765e-05-0.00175455j 0.0014004-0.00189689j 0.00533258-0.00349835j -0.00391507+0.0046705j -0.00117671-0.00294824j 0.000179316-0.0022647j 0.00545173+0.00264944j -0.00474562-0.00113784j -0.0076496-0.015164j -0.0024284+0.0106908j 0.000514076-0.00632606j 0.00704944+0.00170946j -0.00825911-0.00380203j -0.00667532-0.000856905j -0.00331962-0.00433966j -0.00232363+0.00190822j 0.00100719-0.000253554j 9.5827e-05-0.00747827j -0.000423249-0.000217378j -0.00510161+0.00581051j 0.000597021-0.000184085j 0.000526247-0.00182881j -0.00110168-0.000505704j 0.00673365-0.00615889j 0.0043557-0.00267732j 0.000134925+0.00434892j 0.00159929-0.00303436j 5.50444e-05+0.00166782j 0.00176117-0.00128414j 0.002299+0.00170262j -0.00488901-0.000907739j 0.000619538+0.00120339j 0.00995116+0.00251627j -0.0033916-0.0091565j 0.00602686+0.00107304j -0.00292688-0.00304466j -0.00997437-0.00923279j -0.00503094-0.00202126j -0.00689181-0.00303639j -0.00275123-0.00566757j -0.00405629-0.00506749j 0.011407-0.000974843j 6.48618e-05+0.00114578j -0.00125545-0.00698323j -0.00222038+0.00550092j 0.000600793-0.000480872j -0.00336026+0.0017915j -0.00561156-0.000118788j 0.000840285+0.0044118j 0.00244787+0.000447818j 0.00692006-0.00107872j -0.0063398+0.00205051j -0.00199616+0.00656078j 0.00854589+0.00389146j -0.00691738-0.000340819j -0.00214959+0.00278671j 0.00302604-0.00669568j -0.00107208-0.0017267j -0.00360198-0.000716611j 0.0111075+0.011811j -0.00157511+0.00463566j 0.00363337-0.000741928j -0.000815681+0.00406048j -0.000881012+0.0023169j 0.00225947-0.00105933j 0.00176962-0.00506663j -0.00107717-0.00678525j -0.00132343+0.00299769j -0.00206653-0.00177704j 0.0027864-0.000271421j -0.0053883-0.000167995j -0.00165363+0.00409849j 0.00184784-0.0011341j -0.0027635-0.0011612j -0.00397403+0.00340921j 0.00224955+0.000506209j 0.00248742-0.00363405j 0.000250275+0.000118796j -0.000402256+0.00179212j -0.00414508-0.000440406j 0.00124891-0.00235181j 0.00064635+0.000927155j -0.00111961+0.0010869j 
-0.00785137+0.00826014j -0.0083928-0.0105543j -0.00273784+0.00150658j 0.0009963-0.00514302j 0.0003588+0.0103929j 0.000540481-0.000661865j -0.00170918+0.00113779j -0.00409616-0.00280133j -0.0045669-0.00023691j -0.0048842-0.00178828j 0.00151286-0.000253838j 0.00168424-0.002631j 0.00295489+0.00214325j 0.00369927+0.00319666j -0.0012297+0.00234504j -0.00501411-0.00249343j -0.00146831-0.000576084j 0.00225778+0.000824021j -0.00240158-0.000208756j 0.00209179+0.00263879j -0.00714673+0.000236659j 0.00390315-0.00789485j 0.00593121+0.00243711j -0.0058001+0.0109454j -0.00569713+0.00493672j 0.00512453-0.00600326j 0.00647545-0.000708382j -0.00472135-0.00309177j 0.00107598+0.00191671j -0.00348054+0.00206773j -0.00314405+0.00408018j -0.000223609-0.00083407j -0.00430188+0.0015403j 0.00332491-0.000648826j -0.000727017-0.00476764j -0.00169984+0.00130721j -0.00142033+0.00115154j -0.00590728+0.00371288j -0.00347312+0.00203222j -0.0024353-0.00944926j -0.00417435+0.000761632j -0.00180587+0.00214461j 0.0015949+0.0034599j 0.00454824+0.00141458j -0.00498364-0.00549001j -0.00151382-0.0160397j -0.0109975+0.00459478j -0.0158297-0.0030534j 0.00288208+0.000592231j -0.00569009-0.00397482j -0.00862757-0.00315899j -0.00162807-0.00144983j -0.000841282-0.00389908j -0.00260952+0.00418703j 0.000157287-0.00325769j -0.00705983+0.00671254j -3.28322e-05+0.00414863j 0.00290566+0.0098364j 0.00591295+0.00208061j -0.00219341-0.00936176j -0.00128882-0.00237167j 0.000606979-0.000938023j -0.0123024-0.00455563j 0.00259834-0.000836627j -0.00654253-0.00726673j 0.00693224-0.00249077j 0.00195584-0.00458806j 0.00172372+0.00507425j -0.0064273-0.00135008j -0.000586759-0.00892461j -0.000469763-0.00970483j -0.00434451-0.000848151j -0.00114442-0.0027601j -0.00196556+0.00200475j -0.00452022-0.00141107j 0.000214971-0.00117102j -0.0029396-0.000118146j 0.00319553+0.0051923j -8.39037e-05+0.000522133j 0.000783541-0.000987395j 0.00413415-0.00809665j -0.000792202+0.00268484j 0.00380307-0.00103256j 0.00274681+0.00164708j 0.000146614+0.00289773j -0.00129207-0.00510013j 0.00184044-0.00258113j 0.00291791-0.00127766j 0.00422775-0.00275781j 0.00105751-0.00548602j 0.000983011+0.00021643j 0.000820643+0.00156066j -0.000273624+0.000139392j 0.00201647-7.10869e-05j -0.00410195+0.00179198j 0.000563992-0.0015047j -0.000306849-0.00291994j 
0.00739996-1.28702e-06j 0.00142729+0.00553868j -0.00665007+0.00324433j -0.00629087-0.0039712j -0.010206-0.00296948j -0.000853634+0.00386243j -0.00279017-0.00525246j 0.00105188+0.00326107j 0.00249362+0.00342065j -0.00205976-0.0012983j -0.000185201+0.00402357j 3.93635e-05-0.00423823j 0.00161463+0.0020368j -0.00237377+0.000305221j 0.000623966+0.00187002j 0.0023789-0.000109048j 0.00190071-0.00645717j -0.00513755-0.00132017j -0.00393238+0.00461613j 0.00321113-0.00166316j 0.00470003-0.00263478j -0.000551284+0.00244469j -0.00266552+0.00124229j 0.0101093-0.0107443j 0.00261218-0.00388979j 0.000700272+0.00261802j 0.00110842+0.000462112j 0.00251979-0.000374856j -0.00191836-0.00465229j 0.00410981-0.00375538j 0.00384928-0.0024982j 0.00274161-0.000323555j 0.00590602-0.000445339j 0.000108553+0.0041091j 0.00356879+0.00140694j 0.00104816-0.00203117j 0.000496219+0.00036149j 0.00093262+0.000867758j 0.00254128-0.0028758j -0.00044692+0.000882076j 0.00326187+0.00426942j -0.000108616+0.00312295j 0.00110177+0.00343269j 0.00548333-0.00169245j -0.00903154-0.00207429j -0.00199699-0.00530232j 0.000790655+0.00866134j 0.00549311+0.00064108j -0.00356736-0.00118113j -0.00693719+0.0109108j 0.00313544-0.00592014j -0.00698888+0.00264803j -0.00469263+0.0118768j 0.0065635+0.00440061j 0.00019203+0.0015491j -0.00802686-0.0100164j -0.00781262-0.00140352j -0.00437337-0.0013582j -0.00210906-0.0022807j -0.000817419+0.00412922j -0.000957619-0.00786988j -0.000505889-0.00348234j -0.0041418-0.00291416j -0.00961972+0.0015846j 0.00216216-0.00593461j -0.00211126+0.000677386j 0.000167986-0.00429517j 0.00361166-0.000440694j 0.00659248+0.00127048j 0.00557286+0.00102589j 0.00258909+0.00325021j 0.00798137-0.000685371j 0.00337159-0.00337877j -0.00034742-0.00485768j 0.00268789-0.00274667j -0.00665373+0.00273311j -0.000132447+0.00526867j -0.00177493-0.00428921j -0.00314798+0.00243797j 0.00769702-5.03635e-05j -0.000340825-8.40088e-05j -0.000511984+0.00415628j -0.00148478-0.00347884j 0.00407258+0.00186523j 0.00420815+0.000525618j 0.000780126-1.53999e-05j 0.00130065-6.85117e-05j 0.0012063-0.00238729j -0.00428416-0.00256401j 0.00101361-0.00652022j 0.000662317+0.000997078j 0.000431569+0.00064487j 0.000960569+0.00200795j -6.5622e-05-0.00133098j -0.00317922+0.00139764j 0.000696138-5.42081e-05j -0.00180846-0.00157182j 
0.00397012-0.00153014j 0.00142581+0.00350582j 0.000430325-0.00469619j 0.000989781-0.00135822j -0.00855689-0.00603515j -0.000286803-0.00103339j -0.00298248+0.00433625j -0.00590469-0.0011636j -0.00229378+0.0107086j 0.00141819-0.00376242j 0.00939384-0.00244151j -0.00308722-0.00201094j -0.00102766-0.000280855j 0.000575461+0.000312657j 0.000219784+0.00100038j 0.00341097+0.00393771j -0.00183261+0.00248635j 0.00158014-0.00106485j -0.00103007+0.00142075j -0.000172237-0.00142728j -0.000447599+0.00093314j -0.00198387-0.00186645j 0.000977176-0.00357721j -1.58199e-05+0.00633789j -0.00515591-0.00167836j 0.00502682-0.00215912j 5.201e-06-0.000515949j -0.00642333-0.00246936j -0.00391129-0.00371971j -0.00189792-0.00285397j -0.00295718-0.00186546j -0.000838167-0.000267804j -0.00340036+0.0016594j -0.00170042+0.00202256j -0.00429388-0.000954092j 5.64667e-05+0.000512633j -0.00203739-0.00171059j 0.00012452+0.00220318j 0.00214725+9.80126e-08j -0.00273119+0.0037125j 0.00134695+0.000808463j 0.000864642-0.00138532j -0.000152146+0.00112942j -0.000971571+0.000441846j 0.00170504-0.000873746j -0.00221973+0.00283094j 0.00282653+0.00519159j 0.00296632+0.00133868j -0.0024657-0.000319923j -0.00018758+0.00447423j -0.00149642-0.00344209j -0.00279483+0.00299583j 0.000230591+0.00345218j 0.00248451-0.00305499j -0.00403751+0.000391995j -0.00258781+0.00679991j -0.000932299+0.00180059j 0.00314439-0.000482011j -0.00590872-0.0022713j 0.00225172-0.000197012j 0.00327659-0.00103498j 0.00541469-0.00787056j -0.000442209+0.000484315j 0.00120648-0.000488898j -0.00270651-0.000194062j -0.00508134+0.00390915j 0.000457986-0.00443578j 0.00657263-0.00292962j -0.003506-0.00189941j -0.00159144+0.00224395j -0.0036112+0.00576112j 0.000879337+0.00463809j -0.0043462-0.00746564j -0.00382965+0.00576278j 0.000833327-0.00272841j 0.000223272+0.00159109j -0.00385663-0.00254192j -0.00706632-0.00354459j 0.00399267-0.00127315j -0.000910292-0.00484019j 4.26204e-06+0.00286523j 0.000890629+0.000877443j -0.00289301-0.00161629j 0.000444509+0.00197252j 0.00255631+0.00183131j -0.00127818+0.00125821j -0.002136+0.000561293j 0.0011416+0.000890688j 0.00154779-0.00116278j 0.00140521-0.000531899j -0.0007044-0.00134561j 5.63031e-05-0.000241473j -0.00188927-0.00165291j 0.00104447-0.00112793j -0.000322999-0.000911829j 0.000347675-0.000623484j -0.00101941-0.000837166j 
0.000188882-0.00104125j 0.00242806-0.000776936j 0.00387245-0.000942653j 0.00236954+0.00116185j -0.00494832+0.0015491j 0.00461238-0.002796j -0.00306454+0.000827382j -0.00612566-0.00134247j -0.000394087+0.00329715j 0.00277288+5.32439e-06j 0.000751849-0.00120624j -0.00168358+0.00366904j -0.00535577-0.0013554j -0.00180607-0.00494975j 0.00257587-0.00209862j 0.000730741+0.0033682j -0.00568425+0.00200851j 0.00272133+0.00105578j -0.00109901+0.000434902j -0.0012036-0.00236372j -0.00229869+0.00294119j -0.00187653-0.00284006j 0.0040835+0.000350694j -0.00400216+0.00252414j -0.0014387+0.000741757j -0.00166047-0.00386467j 0.0015267-0.00222315j 0.000419476+0.0010236j -0.00122989+0.00312302j -0.00613694+0.00512228j -0.00253341+0.00307702j 4.65656e-05-0.000488087j 0.000280575+0.000566258j 0.000411887-0.000632653j -0.000919655+0.000692926j -0.000826391-0.00225002j 0.000177264+0.00141149j -0.00293158-0.000514582j -0.00157792+0.00376716j -0.00191015-0.00305556j -0.00385175-0.00345376j -0.00127366+0.00267926j 0.00140223-0.00172609j -0.00171751-0.00371775j 0.00179697+0.000409295j -0.00543692-0.00670126j 0.00100939+0.00353321j -0.0156472-0.00209085j 0.00111024-0.00354306j 0.00105741+0.0033988j -0.00451271-0.00487668j -0.00303419+0.00202832j 0.00772419+0.00232501j 0.00234891-0.00424546j -0.0100726+6.67459e-05j -0.00133952+0.0015508j 0.00335291-0.000557391j 0.00423492+0.000232286j -0.00234803+0.00753827j -0.00396683-0.000209111j 0.00426358-0.00325553j -0.000234844+0.00106938j -0.00708494-0.00153204j -0.00184035+0.00188635j -0.00195119-0.00406006j 0.00335654-0.000809303j 0.00653095+0.000128883j 0.000555369+0.00367139j -0.00581344-1.42259e-05j 0.000395672-0.00201624j 0.000908406-0.000791686j 0.000753961+0.000871766j -0.0011694+0.00101939j 0.00202168+0.000796041j 0.00288809-0.00216579j -0.00234602-0.0037331j 0.00502041+0.00193688j -0.00214114+0.00370761j -0.000431029-0.00442217j -8.88834e-05-0.00679173j 0.00282947-0.00578604j 0.00397134-0.00344568j -0.00812279-0.000636644j 0.00340256-0.00253851j -0.00115708-0.00129978j -0.0013272-0.000892706j -0.00411296+0.00186958j 0.00346908+0.000239566j -0.00230195-0.00049626j 0.00354822-0.00100472j 0.00475006+0.00348681j 0.00403939-0.00154879j -0.00130267-0.00133602j -0.00191103+0.000305349j -0.000971266-0.00623324j 0.000947314-0.00256196j -0.00165563-0.000106829j 
0.00186765-0.00364714j 0.00366225+0.000106552j 0.000736209-0.00061949j 0.00221395-0.000972991j -0.00176837+0.00268655j 0.00156231-0.00354159j -0.00410884+0.00200752j -0.00188409-0.000409623j 0.000345532-0.00190335j 0.00429322-7.87994e-05j 0.000260315-0.000404007j -0.000365255+0.00317426j -0.00523112-0.00113819j 7.39636e-05-0.00498512j 0.00478563-0.00123954j 0.000841597+0.000658748j -0.00720435-0.00026443j 0.00360174+0.00240213j 0.00167985-0.00254507j -0.00848063-0.00497778j 0.00211685+0.00272538j -0.00910334+0.00742465j 0.00017446+0.00132931j -0.00191753+0.00160411j 0.00330574+0.000994527j -0.000301707+0.00391241j 0.00383514-0.00460593j -0.00119255+0.000350151j -3.62042e-05+0.00193277j -0.00121451-0.00389106j -0.00371749-0.00245068j -0.00200866+0.00224037j 0.00372258+0.000841929j 0.00268265+0.000164083j 0.000244029+0.00334036j -0.00246992-0.00207345j 0.0002926-0.00282999j 0.000302425-0.00096064j 0.000119939-0.000332621j -0.00411456-0.000940082j -0.0023108-0.00344006j -0.00168801-2.07076e-05j -0.0040459-0.00803636j -0.00595194+0.00218051j 0.0129959+0.000990967j -0.00600411+0.00218595j -0.00745219-0.00352415j 0.00312543+0.00844235j 0.00276359-0.00639784j 0.00661111+0.00124089j 0.00402026-0.00469874j -0.00386043-0.00532224j 0.0102709+0.00532936j 0.00399884-0.00651454j -0.00479959-0.00123074j -0.000752798+0.000666648j 0.00705949-0.00195846j -0.00105697+0.0114085j 0.00107158-0.000747244j -0.0012766-0.00192446j 0.000943724-0.00319676j -0.00142388-0.00565757j -0.00830968-0.00224961j 0.00308814+0.010784j 0.00376302+0.00321064j 0.00185645-0.00171601j -0.001457+0.000694915j -0.0051905+0.000357137j -0.00835655-0.000179581j -0.00618578-0.0019105j 0.00489705+0.0021621j 0.00420055+0.00151156j 0.00430237+0.00568056j 0.00326497-0.00941491j 8.05468e-05+0.00228955j -0.00302747-0.00350022j 0.00375557-0.0043821j -0.00326678+0.00466941j 0.00597572-0.00211086j -0.0019141-0.00421103j 0.000923743-0.00369869j 0.00480879-0.00723253j -0.00430507-0.00174713j -0.00579912-0.00328011j -0.00616374+0.00209857j -0.00210634-0.00375938j -0.000587642-0.00193606j 0.00610077-0.00245578j -0.00634083+0.00412559j -0.00240404-0.00284024j 0.00305579-0.000630763j 0.00373298+0.0010734j -0.00137279+0.000449812j -0.00345003+0.00246297j 0.00390606-0.00725706j -0.000501375-1.45424e-05j -0.00182012+0.00275582j 
