0.0516861-0.281969j -0.290898-0.0447602j 0.0424063+0.0685501j 0.0365506-0.183692j -0.237352+0.0353606j 0.0986586-0.0572476j 0.118567-0.280884j 0.261472+0.0482761j 0.0719597+0.0754465j 0.00556485+0.178312j 0.148792+0.0436134j -0.157512-0.257054j -0.196021+0.115001j -0.275028-0.0929961j -0.052015+0.282288j -0.309222+0.114773j 0.111729+0.305046j -0.0284968+0.0249866j -0.0234307-0.0118147j -0.0332752-0.00993608j 0.0405368+0.00836438j 0.0237529-0.0549398j -0.0287315-0.018562j -0.00699612-0.0340113j 0.0026525-0.00925286j 0.0299718-0.00418647j 0.0168812+0.0178991j 0.016863+0.00742636j 0.000875874-0.0491185j 0.00602455+0.00853969j -0.0294937+0.00954642j -0.0244778+5.40014e-05j -0.00864593+0.015877j 0.0388048-0.0100133j 0.0134374+0.0246215j -0.0102005-0.01838j -0.0159585+0.0139881j 0.023067+0.0263349j -0.02668+0.0235843j -0.0234777+0.0696343j -0.0707977-0.0242342j 0.012407-0.0117868j 0.00682442+0.0102002j 0.00195986+3.73112e-05j 0.00102868+0.00125952j -0.00777223-0.00226509j 0.000537437-0.00161268j 0.000769977-0.00992787j 0.010924-0.000493648j -0.016472+0.0126336j 0.00186026+7.75305e-05j 0.0119515+0.0127353j 0.0037075+0.00183082j 0.00155094-0.013757j 0.0181934+0.00714218j 0.0158071-0.00565431j -0.0162493-0.0024854j -0.00174462-0.0144659j 0.00072646-0.0165862j 0.00477929+0.00150352j 0.0138398+0.00194659j -0.00203549+0.00289988j 0.00168244-0.0148202j 0.00841011+0.00150061j -0.0107789-0.0132646j -0.00744275-0.0175977j -0.00122133+0.00317943j -0.00255224+0.0125974j 0.00146779+0.00196778j 0.00553403-0.0183988j 0.0132742+0.000250054j -0.000287039+0.0040251j -0.00744263+0.00258323j -0.00258507-0.00269784j 0.00121134-0.00477566j -0.0010393-0.0139489j 0.010573-0.00859006j -0.0156371+0.00882068j 0.0208703-0.0089369j 0.00431452+0.0143907j -0.0033082-0.01275j -0.00310191+0.00127063j -0.005874+0.00634129j -0.0115699-0.006937j 0.0160595-0.000402318j -0.00159024-0.0038659j -0.00149182-0.00846207j -0.00927346+4.18759e-05j 0.00181517-0.00581936j -0.00678604-0.00249215j 0.00594047+0.00364223j 0.0120621+0.0249211j 0.0235878-0.0123868j 0.00291978-0.00589971j 0.00721103+0.0028377j -0.0240362-0.00295973j -0.00202274+0.0241657j 
0.000409912-0.00465913j 0.00273482-0.000235638j 0.00155355+0.00710897j -0.00160934+0.00216225j -0.00432928+0.00322212j 0.00344479+0.00559858j 0.0038596-0.00536003j -0.00706594-0.00557181j 0.0017434-0.00171555j 0.000827185+0.00512255j -0.00369612-0.000331656j -0.00110172-0.000772848j -0.00550965-0.000677326j -0.00925501-0.00667485j 0.000915586-0.00427723j 0.00462959-0.00326848j 0.00202334-0.00371043j 0.00263498+0.0087149j -0.00636805-0.00181699j 0.00232808+0.00109391j 0.00301841-0.00170245j 0.00570758-0.00517092j 0.0029736-0.000886602j -0.00250225-0.000879966j -0.000393581-0.00243987j 7.14157e-05-0.00158273j -0.0020244+0.00624088j -6.45323e-05-0.000933865j 0.00182765-0.00282905j 0.00180468+0.00343239j 0.00123317+0.00202836j -0.00139976-0.00475156j -0.00427228-0.00259472j -0.00545255-0.00150074j 0.00159479-0.000536175j -0.00039988-0.00309187j -0.001785+0.0040399j -1.76275e-05-0.00399574j 0.00132622-0.000417112j -0.00118854-0.000598629j 0.000909881+0.00392065j 0.00117292+0.000568403j -0.00365858-0.00420324j -0.000252869+0.00313355j 0.00547596+0.000161308j -0.00728054-0.000774231j 0.00167025+0.00174913j 0.000535623+0.00215375j -0.000754351-0.00345672j 0.000672626+0.00246148j 0.00290884-0.000690046j 0.00468127-3.90653e-05j 0.0043131-0.00355565j -0.00975067-0.00407261j -0.00519587+0.00414444j 0.000810505+0.000426528j 0.00407599-0.00487576j -0.000875855-0.00569415j 0.00131361+0.00318395j 0.00258023+0.00191984j 0.0101687-0.00161672j -0.00138597+0.00423968j 0.00249417-0.00632187j 0.000499277-0.00126517j 0.00200759-0.00562094j -0.000112113-0.0017934j 0.00283595+0.00358397j -0.0058157+0.00117354j 0.000873574-0.00820409j 0.000569754-0.00182054j 0.00557483-0.00167396j 0.0040898-0.000310738j 0.00104917-0.00286915j -0.0037367+0.00201157j 0.00337455-0.00248788j 0.00302201-0.000330044j 6.49395e-05+0.00179853j 0.00149842-0.00346905j -0.00605225-0.00407491j -0.00146012-0.000367219j -0.00327356-0.001488j 0.00141518-0.00179449j -0.00362505+0.00488465j -0.00135075-0.00379463j -0.000654292+0.00073428j -0.000328188+0.000862796j -0.00300448+0.0050796j 0.00115267-0.00296243j 0.000240274-0.000200753j -0.000718391+0.000483915j 0.0063577+0.00195863j -0.00029964-0.00193091j 0.00251131+0.000406239j -0.00407872+0.000568631j -0.00264294-0.00494222j -0.00014169-0.00229417j -0.0015815+0.00187508j 
-0.00121576-0.000787852j 0.00223519-0.00338074j -0.00216024-0.00427594j 0.00370954-0.00474714j -0.00247291+0.00438707j 0.000872398-6.19417e-05j -0.0047068+0.00364235j -0.00749455-0.00226533j -0.00205971+0.0074357j -0.00452354-0.00328114j 0.0040157-0.00216438j -0.00170904-9.54862e-05j 0.00207715-0.000416825j 0.00512997+0.00188061j 0.000738823+0.00144455j -0.00555035-0.00439631j 0.00158709-0.0052227j 0.00613009+0.000700362j 0.004866-0.00693827j -0.00188653+0.00222094j -0.000434721-0.0044984j -0.00221932+0.00249501j -0.00264542-0.00140662j 0.00510372+0.0043535j -0.00473931-0.000998273j -0.00317818-0.00138177j 7.47644e-05-0.000537403j -0.000154193+0.00683064j -0.00673047-0.00546305j 0.00127345-0.00596436j -5.40153e-05-0.00830953j 0.000193932+0.00670845j -0.00375809+0.0020383j -0.00095536+0.00559955j -0.001511+0.000594108j 0.000884262+0.0016738j 0.00107624-0.00476548j 0.00118952+0.00237918j 0.0031368+0.00179142j 0.000247488-0.00403225j -0.00149249-0.00293702j 0.00661314-0.0106077j -0.00667271-0.00786656j -0.010279+0.0060232j 0.00646804-0.00533718j 0.000985951+0.00112775j -0.00256283-0.0128768j 0.000223408-0.000677104j -0.00330654+0.00110584j 0.00639973-0.00464333j 0.00138026-0.000940362j 0.00171977-0.00319374j 0.00331321-0.00632635j 0.00386283-0.00864331j 0.00370871-0.00943357j 0.00410095+0.00791951j 0.00914302+0.00422841j 0.00281266-0.000544331j 0.00182383-0.00176917j -0.00156089+5.50093e-05j 0.00254792+0.0119559j 3.59677e-05-0.00573335j 0.000727109+0.00192089j 0.00583436+3.94587e-05j -0.00237281+0.00202293j -0.00196362-0.00323146j 0.000703398+0.00128693j 0.00289825-0.00172751j -0.00127455+0.00129206j 0.00255274+0.00587092j -0.00675303-0.000520521j -0.00419674-0.000510376j -0.00119883+0.000118139j 0.00221887+0.00598034j -0.00183537-0.00057098j -0.00144538-0.00462458j -0.00290377-0.00287987j 0.00411693+0.00754087j 0.0074667-0.000698015j -0.00104893-0.00445768j -0.000201272+0.00660527j 0.000328174-0.00355373j 0.000287363-0.000126386j -0.00281295-0.00100458j -0.00203472-0.00330311j 0.00023048-0.00324089j 0.00133978-0.00191895j -0.000925675+0.000350249j 0.00250867-0.0051602j 0.000619263+0.00403949j -0.000655333-0.00418432j -0.000794164+0.00198817j -0.00241546-6.1607e-05j 0.00982979+0.00024957j 0.000768366+0.00324757j 0.0017447+2.9085e-05j -0.000598448-0.00239257j 
-0.00131201-0.00463757j 0.0030345-0.00350102j -0.00159425+0.00131916j -0.00285235-0.00156283j -0.00548981-0.00498629j -0.00151972+0.00122566j 0.000720912-0.000182836j 0.00117815+0.000930684j -0.000497655+0.0037002j 0.00237567-0.00123544j 0.00315835+0.000855586j -0.000925583-0.000870525j -0.00134749-2.5032e-05j -0.00360903-0.00109752j -0.000666194-0.000213062j 0.000341851+0.00812742j -0.00246065-0.00366278j 0.00099922-0.00461038j -0.00592826-0.00333976j -0.00451901-0.00388275j 0.00301644+0.00184477j -0.00549554-0.00179086j -0.00213633-0.00434105j -0.00250765+0.00667699j 0.00693897+0.00166438j 0.00480701+0.000428006j -0.000267517-0.00222611j -0.00305949-0.00194331j 0.00281897+0.00413248j 0.000455316+0.000410382j -0.000890506-0.000495623j -0.00345877-0.00523089j 8.39224e-05-0.000392193j 0.000443651-0.000217039j 0.00233102-0.00223964j -0.000356409+0.00134598j -0.00193616+0.00117325j -3.13529e-05-0.00232091j -0.00343947+0.00311933j -0.00100651+0.00167071j 0.00269981-0.000625779j -0.00288083-0.00712088j -0.00724227+0.0052125j -0.000643734+0.000417047j 0.00390495-0.0055659j -0.00621651+0.00904612j 0.0100271+0.000567112j 0.000870271+0.00235249j 0.00107905-0.00897325j -0.00405778+0.00615847j 0.00199731+0.00242063j 0.000403228+0.00559341j -0.000125824+0.00614022j 0.00190474+0.000616188j -0.00946208-0.00429024j 0.00469346+0.00448277j 0.00245873+0.00253893j -0.00350412-0.00800369j -0.0093362+0.00805041j 0.00931975-0.00256898j -0.00335646-0.000664881j 0.00336215+0.00189697j 0.00163279-0.00442408j -0.00110767-0.00111149j -0.00276341-0.00575796j 0.00209108-0.00173538j 0.000739747-0.00277955j 0.002484+0.00031798j 0.0017744-0.00577999j -0.000928166+0.000537501j 0.00231024+0.00112578j 0.00396684-0.00305423j -0.0025106-0.009334j -0.000509799+0.00434473j 0.00290023-0.00164096j 0.00526445-0.0041535j -0.00355409+0.00246395j 0.000709197-0.00550776j -0.000515939-0.00195927j -0.000916142-0.000320742j -0.00492701+0.00356271j -0.00104143-0.00147395j 8.39892e-05+0.00394474j 0.00245261-0.00182872j 0.00472764+0.00299771j 0.00404552-0.00462015j -0.00407184+0.00452955j 0.00239868-0.000314976j 0.000645892-0.00563793j 0.0028828+3.92572e-05j 0.00209701+0.00260828j 0.000216256-0.00320573j -6.67162e-05-0.00189368j 0.00188515-0.00135084j -0.00424665-0.000532284j 0.00079901-0.00339967j -0.00101726-0.00065048j 
0.00203523+0.000272693j 0.00598708+0.00229319j 0.00535336-0.00123754j 0.00144459+0.00579619j -0.00408072-0.00468798j 0.00322519-0.000937986j 0.000731445+0.000617708j -0.00307129+0.000130673j 0.00210842+0.00578605j 0.00105803-0.000726011j 0.000773383-0.00297593j -0.00301247+0.00218808j -0.00161205-0.00131662j -0.00152299-0.00188167j -0.000641997-0.00272037j 0.000697776+0.0060956j 0.00366585+0.00678534j -0.00229728+0.00130928j 0.00560281+0.00687852j 0.00817359-0.00351948j -0.00917691-0.00034618j 0.00705059-0.00579603j -0.000916323+0.000893113j 0.00447949+0.00643895j -0.0023907+0.000430409j -0.0070812-0.00425592j 0.00492005+0.000578471j 0.000849178+0.0033144j -0.00243693+0.000675465j 0.00210315+0.000212458j 0.000826532-0.00399996j -0.000410347+0.00333133j -0.00866984-0.00253819j 0.000826996-0.000569384j -0.00357382-0.00333852j -0.00076035-0.000921704j -0.000145937-0.00121083j -0.00500204+0.00070016j -0.0039299-0.000590489j 0.00274829+0.00282689j 0.00477836-0.00216116j 0.00686459+0.00158364j 0.0119207+0.00253294j 0.00733483-0.00740285j -0.00772551-9.67129e-05j 0.0083606+0.00392065j 0.00141189+0.00709033j 0.00625501-0.00843427j -0.00661696+0.00252255j -0.00505888-0.00235913j -0.00795822-0.0158136j -0.00435391-0.00765286j 0.00155792-0.00142914j -0.0041931-0.00585438j -0.000471365+0.00437605j -0.00712213-0.00461683j 0.00205099-0.0092555j -0.0104065-0.00141958j 0.00602479-0.00146421j -0.0019876+0.00450574j 0.012142-0.00204448j -0.00165822-0.00683087j 0.00190254-0.0015159j -0.00635445+0.0013329j -0.00223538+0.000754042j -0.00820792+0.00390156j 0.000486683+0.00267098j 0.00218538-0.00368137j 0.000374596+0.000427591j 0.00254512+0.00398798j -0.00275016+0.00675317j -0.00200064+0.00077829j -0.00738385-0.00165598j 0.0046872+0.00286014j -0.000214855-0.00367163j -0.00383051+0.0067727j 0.000594692-0.00392798j -0.00629346-0.00505603j -0.00132256-0.00231314j 0.000876476-0.00172423j 0.00660273-0.00367543j -0.00293168+0.00109076j -0.00710658-0.00163631j 0.00161876-0.00162179j -0.00113376-0.00274697j -0.00948776+0.00237916j -0.00331661+0.00196605j -0.00482314+0.00128343j 0.00161763-0.000432067j -0.00468175+0.00753846j 0.00259153+0.000224179j 0.00226817-0.000398415j 0.00030781-0.00448678j 0.00158291+0.00486747j -0.0012195+0.00287699j 0.00393085+0.000705258j 0.00109342-0.00316206j 
-0.00445545+0.00227309j -0.000925912-0.00550491j -0.00265083+0.00371433j -0.0043127-0.00023093j -0.00527629-0.000807959j 0.000594531+0.00301861j 0.00398962-0.000809435j -0.00184072-0.000874592j 0.000955256+0.00417723j -0.00125704+0.000172402j -0.000249975-0.000702979j -0.000226023+0.000113882j 0.000458536+0.000721405j -0.0035244-0.00155801j -0.00136047-0.00211737j 0.00234816+0.00957057j -0.00206286+0.000711199j -0.00147297-0.00267968j -0.00856478+0.00109052j 0.005291+0.00083672j -0.00388942+0.00185849j 0.00119133-0.00626365j 0.00185894-0.00297209j 0.000999723+0.00277358j 0.00530193+0.00369511j -0.000754768-0.000455922j 0.00619815-0.00325363j -0.00107262+0.00456245j -0.00100231+0.00408584j 0.00201443+0.00130159j -0.00106481-0.00281852j -0.000363953+0.00278301j -0.00571962+0.000460979j 0.00435354-0.00123366j 0.00134-0.00472651j -0.00317344-0.00150056j -0.000446912+0.00101474j 0.000980907+0.00060643j -0.00393447-0.00373259j -0.00384444+0.000227692j 0.000654011+0.00503262j -0.0126319-0.00267484j -0.00250146+0.0120576j 0.00657748+0.00721865j 0.00398193-0.0104906j -0.0074804-0.000225428j -0.00601661+0.00644347j -0.000214945+0.000877855j 0.00349134-0.00103957j 0.00123661+3.50608e-05j -0.000187745+0.00863526j -0.0005126+0.00283971j 0.00210228-0.0014242j -0.00388795+0.00281711j -0.00225857+0.00617023j -0.00734257+0.00506198j -0.00422264-0.0064099j 0.00542408+0.00504523j -0.000469626-0.00626341j -0.00111408-0.0045434j 0.000407177-0.00159244j 0.00927684-0.00646366j -0.00375234-0.00187174j 0.003593-0.0055967j -0.00158864-0.00192683j 0.000731691+0.0062114j -0.00494807+0.00232697j -0.00375971-0.000938162j -0.00538195+0.0042652j -0.00423351-0.00359009j 0.00689176-0.00157614j 0.00215379+0.0072211j -0.00453972+9.40521e-05j 0.000585227-0.00802859j 0.00368984-0.000684943j 0.000785768+0.00533085j -0.00224039-0.00120642j 0.00122063+0.00340564j -0.000510361+0.00590474j -0.00549699-0.00154763j 0.00141027-0.00510503j 0.000960195+0.0004603j 0.00113207+0.00330606j -0.00204078+0.00323716j -0.000450839+0.00147293j -0.00433967-0.00256398j -0.00116628-0.00188136j -0.00104877-0.00364656j 0.000410462+0.00628692j 0.00139796-0.000854762j -0.000912017+0.00577079j 0.00172328-0.00117033j 0.000758667-0.000889227j -0.00470668+0.001842j -0.0039852-0.00083148j 0.00144578-0.0005148j 0.000177264-0.000634166j 
0.00687917+0.00889859j -0.00214352+0.00393261j 0.00229809+0.00272995j 0.00309192+0.000908585j 0.00220718+0.00664432j 0.00287504-0.000741772j -0.00352345+0.000327295j -0.00664035-0.00445115j -0.00210158+0.00216589j -0.00365314-6.0975e-05j 0.00155465-0.00169562j 0.000112073-0.00280999j 0.00333503-0.000215874j 0.00440049+0.00199528j 0.000184662+9.07252e-05j 0.00253594-0.00977612j 0.00728571+0.00526594j -0.00155378+0.000433851j 0.00756756+0.00806291j 0.00458033-0.00272515j 0.00100527-0.00454653j 0.00182809+0.00273713j 0.000355107+0.00687163j 0.00273299-0.00387967j -0.00845444-0.00260371j -0.00110155-0.00155359j -0.000748135+0.00747283j -0.00243749-0.0019729j -0.00301888-0.00482952j -0.001653-0.00236064j 0.000745977+0.0013023j -0.000424264+0.00333531j 0.000620576-0.00249434j -0.00125874+0.000808216j -0.00870297+0.00167496j 0.00042248-0.000779241j -0.00106705-0.00349978j -0.000867557-0.000782045j -0.00246981-0.003729j -0.00546662+0.00395124j -0.00169546+0.00349975j 0.00722895+0.00882278j 0.0169592-0.00207814j -0.000232942-0.010459j 3.56125e-05+0.00302541j -0.00762564+0.000751515j -0.00592028+0.00651288j -0.00329517+0.0089402j 0.00926098-0.00765957j -0.00308707-0.00337172j -0.010303-0.00528721j -0.00131685-0.007818j -0.00598819-0.0074103j -0.00442158+0.00185243j -0.00865586+0.0084741j 0.000974678+0.00347499j 0.000547965-0.00191154j -0.00503941+0.00491135j 0.00533159+0.00164119j 0.000610796-0.0092862j 0.00267976-0.00136388j 0.00153649+0.00177174j 0.000339916+0.000988797j 0.00190668-0.00368118j -0.0041475-5.10035e-05j 0.00413729-0.00174845j 0.000353903-0.00861038j 0.00195767-0.00298236j -0.00299588-0.00349239j -0.0115403-0.00767565j -0.00218964+0.00802216j -0.00530134-0.000219835j -0.0059005+0.00165719j -0.0043418+0.00137898j -0.00739646+0.00273327j 0.0051938-9.81849e-05j 0.000284444-0.00399742j -0.00488041-0.0108114j 0.00116953-0.00411802j 5.23778e-05+0.00226946j 0.00217054-0.00417893j 0.00458655-0.000842949j 0.00241457+0.00384342j 0.00263101-0.00357026j -0.00290258+0.00546858j -0.00160127+0.00179667j -0.00567061-0.00220101j 0.00159576+0.00308978j -0.000109782+0.00378963j -0.00477062+0.00368624j 0.00217939-0.000391707j 0.00143023-0.00322991j -0.00208823-0.00244415j -0.00157337+0.00640988j 0.000423745-0.00170838j 0.00218292+0.00127197j 0.000632561-0.00238795j 
-0.00613704-0.00215492j 0.00287064-0.00357938j -0.00544076+0.00607068j -0.00270203-0.0066376j -0.00572172+0.00554192j -0.00370002+0.00760572j 0.000566033-0.0055996j -0.0025344-0.00198497j 0.00199722+0.001502j -0.00668912+0.00187526j -0.00142248+0.00199067j 0.000179199-0.00776251j 0.00298128+0.000990256j -0.0023825+0.00267868j -0.00145087+0.00218793j -0.00884579-0.0069945j 0.00429424-0.0119436j -0.0041248+0.00504211j 0.0015405-0.00889418j -0.00334288+0.00220082j -0.00199417-0.0016413j -0.000671149-0.00192997j -0.00508234-0.00643104j 0.00389356-0.00137321j 0.00094874-0.00241258j -0.000459206+0.00154412j -0.0010994-0.00324731j 0.00471144+0.00101078j -0.000966721-0.00281514j 0.00414655-0.00231063j 0.00270448-0.00665915j -0.000744229-0.00284548j 0.000105145+0.00332995j -0.000883271+0.000530209j 0.00588499+0.000358771j 0.00177228+0.00145526j 4.79066e-05-0.00114604j -0.00446503-0.00777067j 0.00198252+0.000255257j -0.00174305+0.000532013j 0.00474954+0.000895493j 0.00815891-0.00659824j -0.0040818-0.00568082j -0.00350827+0.00703636j -0.0075289-0.00318231j 0.00148667+0.00561613j -0.00447595+0.00742275j 0.0119873-0.000277195j -0.0119036+0.00429613j -0.00323947-0.00273865j -0.000351751-0.00236327j 0.00298126+0.000434482j -0.00286696-0.000324749j -0.00356698+0.00549378j 0.00566375-0.00438369j -0.00734083+0.00902217j 0.00366944+0.00291078j -0.00449655-0.00216054j -0.0013644-0.00138705j 0.00893672-0.000188158j 0.00563309+0.00200646j -0.00447625-0.00233911j 0.00234219-0.00713505j 0.00308324-0.000422829j -0.00722862-0.00514526j -0.0024656-0.00362883j 0.00102699-0.00221243j -0.00135879-0.00650375j 0.00190447-0.00650358j 8.16269e-06+0.00276034j -0.00550843+0.000146767j -0.000523957-6.15191e-05j -0.00140987-0.00450907j 0.00344856+0.00358589j -0.00193188-0.00546111j 0.00151495-0.000676543j -0.00300678-0.00397302j 0.00563131+0.00202459j -0.00177805+0.00071019j -0.00471075+0.00721336j -0.00896197-0.00186273j -0.00462077-0.000535422j 0.00309408-0.0059704j -0.00324638+0.000483384j 0.00631285+0.000472169j -0.00132484+0.00256884j 0.000873668+0.00257876j 7.59428e-05-0.001471j 0.0041549+0.00217417j 0.00524719+0.0036099j -0.00407279-0.00360857j -0.00146853+0.000723193j 0.00415354-0.0015027j 0.00408603-0.0032264j -0.00148968+0.00338706j -0.000402658+0.00290466j 0.00467563+0.000376024j 
0.00874803-0.0107291j 0.00742952+0.00585029j 0.0034421+0.0019593j 0.0015932+2.80715e-05j -0.00382745+0.00236642j 0.00690485-0.00284791j -0.00564133-0.00250688j -0.00359317+0.00213417j 0.00359794-0.00360129j 0.00639601+0.00190495j -0.00311745+0.00198616j -0.000444619+0.00352422j -0.00857808-0.00102907j -0.00604538-0.00567751j 0.00358897-0.000739705j 0.00164846-0.00687339j 0.00158049-0.00622017j 0.00302182+0.00215027j -0.00174523+0.000574677j 0.00609936-0.000960883j -0.00374359-0.00193756j 0.00211089-0.00529241j -0.00506006-0.00460898j 0.00519105-0.00296745j 5.7626e-05-0.00427879j -0.00195407-0.00256349j -0.00304545+0.00196193j 0.00105744-0.00116599j 0.000284813-0.00536301j 0.00446602-0.000814184j 0.00552006-0.00349578j 0.000627163-0.000630122j -0.00376095-0.00188111j -0.00349808+0.000717771j 0.00285042+0.00168271j 0.00154519+0.000163364j 0.00115797+0.00299025j 0.00199848-0.00168068j -0.00511633-0.00226964j -0.0045561+0.00326385j -0.00241056-0.00171772j 0.0115568+0.00254725j -0.00191784-0.000885469j 0.0011454-0.00148667j -0.00660674+0.00267573j -0.00155546-0.000122432j -0.00840184+0.0119376j -0.0122053+0.000967966j -0.00113008-0.000180079j -0.00247495-0.000854765j -0.00588471-0.000796428j -0.00713827-2.02766e-06j 0.00545577+0.00677804j -0.000583787+0.000455308j -0.00212293+0.000343409j -0.00591007+0.00141818j 0.00689625-0.000531833j 0.00155552+0.00229911j 0.00536357+0.00817431j -0.00203769+0.000491476j -0.00372666-0.0057305j -0.00314722+0.00312337j -0.00216157-0.00282566j -0.00935761+0.00595166j -0.00604445-0.00478689j 0.00692324-0.00336528j 0.00313981+0.000582121j -0.000457398+0.00694946j -0.00182822-0.00108541j -0.00270168-0.00459665j 0.00459827+0.000501115j 0.00446193-0.00436073j 5.49999e-05-0.00184152j -0.000904569-0.000663363j 0.0034959-0.0043604j -0.000216311-0.00118684j 0.00234322-0.00128506j 0.00117052+0.0003521j -0.00145899-0.002762j -0.00383005+0.00481816j 0.00625594-0.00471094j -0.00204726-0.00385228j -0.00550028-0.00133632j 0.000590629+0.0016884j 0.0046266+0.00218065j 0.00265663-0.00621157j -0.0080586+0.00408137j 0.00585267+0.00431718j 0.00299624-0.00399811j -0.000786413+0.00149987j -0.00263221+0.00816959j 0.0044955-0.00476876j -0.000824959-0.00342948j 5.41987e-05-0.00120121j 0.000138123-0.00248946j -0.00238351-0.00114209j -0.00270111+0.00409597j 
-0.00109811+0.00408813j 0.00132095-0.00136454j -0.000734124+0.00506822j 0.000281573-0.00262511j 0.000378323+0.00613877j 0.00125165+3.18579e-05j -0.00304863-0.00039162j -0.00215636-0.00163816j -0.000301866-0.00175393j -0.00125865-0.000242273j -0.000699571+0.000921974j 0.00188776-0.00118249j 0.000164349+0.000658931j 0.00122686+0.00174716j 0.00148211+0.000461166j -0.00248986-0.00662146j -0.00145496-0.001179j -0.00192375-0.00461814j -0.00407158-0.00108236j -0.00268921+0.00182635j -0.000575557-0.00633544j -0.00252944+0.0016633j -0.00213262+0.00110785j -8.62753e-05-0.000837119j 0.000192458-0.00175386j 0.000948633+0.00265612j -0.00278249-0.000643199j 0.000563004+0.000380578j -0.00115777-0.000751682j 0.000803978-0.0027316j 0.0020454-0.000766386j 0.000547499+0.00174481j 0.00280717+0.00114716j 0.00101025+0.00107572j -0.000682028+0.000891013j 0.00266365+0.00221934j 0.00149336-0.00322824j 0.004474-0.00631866j 0.00111245-0.00113582j -0.00566517+0.00384504j -0.00403404-0.00123587j -0.0103563+0.000998422j -0.00667865+0.00381362j -0.00106273+0.00189349j -0.00100253-0.00956283j 0.00177406+0.00858152j -0.0127681-0.0015464j 0.00245365+0.00315744j -0.00104176-0.00916825j 0.00533207-0.000432177j 0.00559598-0.00131821j 0.00107393+0.00595758j 0.00312249-0.00347532j 0.00183434+0.00663799j -0.004157-0.00842808j 0.000380356+0.00918328j 0.00443713+0.00111473j 0.00448636+5.28908e-05j -0.00338213+0.00193475j 0.00393329-0.00764341j -0.00492957+0.00194778j -0.00142569-0.000823221j -0.00211087+0.000281439j 0.00367844-0.000259263j -0.00612717-0.00164934j 0.00337342+0.000340893j 0.00187078-0.00233434j 0.00151202-0.000484409j -0.00139249-0.000990483j -0.00439863-0.00266915j 0.00387553+0.00164558j -0.000666035+0.000644392j 0.0029186-0.000249547j 0.00210185-0.00280569j 0.00122684+3.63841e-05j 0.00542134-0.00595745j 0.000234535-0.000442197j 0.0008041+0.00182295j 0.00335245+0.00239335j -0.00797302+0.00521032j -0.0040557-0.00166152j 0.00211827-0.00767924j 0.00312311-0.00141636j -0.00155531-0.00129395j 0.00049917+0.00173562j 3.15051e-05+0.000127212j -0.00323785+0.00145478j 0.00423864+0.00412741j 0.000214976+0.00524838j 0.00834172+0.00264079j -0.00852477-0.000947771j 0.000417948-0.0038686j -0.000864112-0.000365396j -0.00237283-0.00366788j 0.00390139-0.00294199j -0.00198073+0.00224592j 0.00255129+0.00152851j 
-0.00183299+0.00126801j 0.00222581-0.00495395j -0.00471146+0.000564533j 0.000739366-0.000984701j 0.00559805+0.00121541j -0.00108186+0.00130938j 0.00119919+0.00164522j -0.000423256-0.00231774j -0.00131658+0.000189953j -0.0032325-0.00022369j 0.000761477-0.00170919j -0.000367137-0.00124871j 0.00474202-0.000311795j 0.00501428+0.00208723j -0.00104129+0.000250907j -0.00657367+0.000102175j 0.00396056-0.00681829j 0.0111992-0.0029564j 0.00439866-0.00490331j 0.00313272-0.000767071j 0.0079346-0.000210272j 0.00371413+0.00747289j 0.00184599-0.00123373j -0.000704963-0.00228625j -0.00375098-0.0083994j -0.00125925-0.000953362j -0.00463253-0.00298991j 0.00130694+0.00340428j -0.00648392-0.00275122j -0.0060942+0.001394j -0.00022794+0.00333093j 0.00556987+0.00026357j 0.00370708-0.00179062j -0.00235553+0.00917482j -0.00198251+0.000549825j 0.00146994-0.00130693j 0.00191243-0.00231726j -0.000285561+0.00310506j 0.0013967+0.00788048j 0.00421669-0.00105399j -0.000984689+0.00231664j 0.0109755-0.00535091j -0.00940942-0.010931j 0.00904196-0.00464241j 0.00106504+0.00587424j -0.0046246-0.00137619j 0.00194295+0.000921104j -0.00384021+0.00221211j 0.00187673-0.00319867j 0.00491895-0.00620112j -0.0017029-0.0037509j 0.00340404-0.00958856j -0.00447011-0.00836841j 0.00122496-0.00681512j 0.000409154+0.00187466j 0.0058513-0.00165422j 0.000702757-0.000964996j -0.00119869+0.00282478j 0.00418445-0.00476801j -0.00416142-0.00246211j 0.00612074+0.00603158j -0.00441952-0.00292159j -0.00342229-0.00231803j 0.00116558-0.00145058j -0.00179578-0.00179531j -0.00216818-0.00387437j 0.00387904+0.000665652j 0.000871235-0.000198477j 0.000965274-0.00236381j 0.004012-0.000139627j -0.00103543+0.000354678j -0.00696916-0.00312099j 0.000647087+0.00472978j -0.0039472+0.00251083j -0.00603042+0.00109664j -0.000123437-0.00267144j -0.00151715+0.00238238j -0.00299377-0.00548567j -0.00095069+0.00134192j 0.00667961+0.00078152j 0.00469007+0.00202828j 0.00496929-0.00197893j -0.00174197+0.00465939j 0.00143675-0.00537896j -0.00754804-0.00134704j 0.00165777+0.00121932j -0.002619+0.00126349j 0.000212974+0.00134292j -0.00076311-0.0059874j -0.00480049+0.00145583j 0.00116477-0.00376886j -0.00281278-0.00135833j -0.00326047+0.00199688j 0.00181929-0.000111699j 0.000437278-0.00185952j 0.00300262-0.00244827j -0.00255464-0.00274831j 
