-0.00452586-0.0172117j 0.0106758+0.00464201j 0.00805846-0.00537092j 0.00828007+0.0194518j 0.00360258+0.0111332j 0.00341958-0.005651j 0.0077711-0.00411053j 0.0112313+0.00686913j 0.0012805-0.00186269j 0.00279417+0.00180472j 0.000452541-0.00471568j 0.00103292-0.0033447j 0.00488295+0.00215574j 0.00410956-0.00226784j 0.00634251+0.00921667j -3.72045e-05+0.00735385j 0.00397619+0.0035435j 0.00298887+0.00463499j 7.57528e-05+0.0055575j -0.000833957+0.00816694j -0.00179718+0.00968922j 0.00197251+0.0124453j -0.000411219-0.00313032j -0.00957642-0.00532645j 0.012253+0.0139389j 0.000246847-0.011114j -0.00454695-0.00776161j 0.000123124-0.00283963j -0.00389862-0.0121324j 0.000373943-0.00357866j 0.00230568-0.00575408j 0.00525072+0.00512984j 0.00724964+0.00228066j -0.00494559+0.00190848j 0.00736744-0.000850695j 0.00188461+0.0101341j 0.00917272-0.00964299j -0.00290486-0.00501867j 0.00107984-0.00638119j 0.00681255+0.00700913j 0.00163319+0.00293611j 0.00372081-0.0103221j -0.00287437+0.00276602j 0.000293066-0.00582931j 0.00878025+0.00156105j 0.0080486-0.000711366j -0.00212351+0.00937722j -0.0104854+0.00405269j 0.00196577+0.00791548j 0.011375+0.00395172j 0.000333379+0.00148833j -0.00112308+0.0047884j -0.014525-0.00630382j -0.0105797+0.0139208j -0.0222423+0.0200969j 0.0169103+0.0124594j 
-0.00224655-0.000340283j 0.00185378+0.00171469j 0.00218185+0.000753788j 0.0022765-0.00293922j 0.00275665-0.00492922j -0.000983972-0.00126642j -0.000755218+0.000138961j -0.00240833-0.000957132j -0.0025137+0.000717895j -0.00903843-0.000759865j -0.000308007-0.000828238j 0.00385621-0.0033682j 0.00603422-0.00157517j -0.00175764+0.00139254j -0.00202236+0.00328678j 0.0075606-0.00407461j -0.00648601+0.00478098j -0.00160401-0.00776688j 0.000356765+0.00953754j 0.000548952-0.00439539j 0.000675243+0.00236428j 0.00126035+0.0017923j -0.0106729+0.00769141j -0.00550658-0.000593597j 0.0107032-0.00359489j -0.0244962-0.000230679j -0.00351493+0.00380656j -0.0101609+0.00625858j -0.0109716-0.00776916j -0.0116159+0.00236808j 0.0223895+7.99523e-05j -0.0057168+0.00603647j -0.0104483-0.000555085j 0.00291586-0.00707265j 0.000326888+0.00291658j -0.00216768-9.7287e-05j -0.00210276+0.00411885j 0.0203516-0.00881632j -0.00824022-0.00320166j -0.00608992-0.00187527j 0.0100827+0.014707j -0.00902428-0.00468459j -0.00218247-0.0103672j -0.00841872+0.00411394j 0.00423591-0.00038907j -0.0027447-0.00114755j -0.0153149-0.00619931j -0.00480626-0.0121039j -0.00489272+0.00136135j -0.00412914-0.00401481j 0.000357222-0.00345815j 0.00583909+0.00236654j -0.0087278+0.000100255j -0.00157581+0.00448335j 0.00206682+7.63057e-05j 0.000788645+0.00333692j 
-0.00288294+0.00229441j 0.00151308+6.58376e-05j -0.00228477+0.00102495j 0.00121703+0.0017839j -0.00143369+0.0035528j -0.00857965+0.00438469j -0.00300879-0.00413177j -0.00126701-0.000848835j -0.000776747-0.00106062j -8.51141e-05-0.00246674j -0.000705913+0.00427138j -0.00225456+0.00211711j 0.0033656+0.000922496j -0.000363574+0.00357067j -0.00198007+0.000684104j -0.00290166+0.00179208j -0.00239756-0.00758723j 0.00626604-0.000996735j -0.0143964-0.00222056j -0.006034+0.00317265j 0.0149229+0.00868021j -0.00746243+0.0110251j -0.00221203-0.00621145j -0.00601074-0.00696063j 0.00158361+0.00742251j -0.00517993+0.00308675j -0.0206085+0.0138607j 0.0037899-0.00640048j -0.00990431-0.000483052j 0.0012499-0.00673274j -0.00744631+0.0141953j -0.0155659-0.010035j 0.0150437+0.00276359j -0.0042204+0.000813408j -0.0228241-0.00573604j -0.00381007-0.00198144j -0.00279248-0.00713536j -0.00510607-0.00482987j 0.00214915+0.00405979j 0.00368693+0.00483287j -0.0186949+0.00330323j -0.00989974+0.0034272j 0.00483954-0.00358225j -0.0155879-0.0100493j 0.00477954+0.0141752j -0.000867086-0.00330543j -0.00241655-0.000412431j 0.00630901+0.00705212j 0.00292776-0.00287319j 0.0125602+0.00538834j -0.00576738+0.0115233j -0.00714422-0.00651198j 0.00738134+0.00435942j 0.00382554+0.00182319j 0.00101295+0.00348116j 0.00399871+0.00421408j 
-0.00248318+0.00131771j 0.000618897-0.00178422j -0.00252124-0.000591729j -0.00114306-0.0032058j -0.00465236-0.0028985j -0.00575077+0.00484117j 0.000630699+0.00227398j -0.00333762+0.00192321j -0.0017255+0.00108116j -0.00131678+0.000595932j -0.00200188-0.00152348j -0.0114314-0.00327974j -0.00178108-0.00049453j 0.00266432+0.00517545j 0.00579617+0.0113755j 0.00232286+0.00403206j 0.00911918+0.0073454j -0.00482589-0.00530548j 0.00146161+0.013546j -0.00872529+0.00586636j -0.0108296-0.00988297j -0.0018541-0.00435288j 0.00189993+0.00283475j 0.000730482+0.00617087j -0.000618415+0.00455692j -0.00109319+0.00213124j -0.0160866+0.00603164j -0.00396633+0.00468766j -0.000401708+0.00298424j 0.0138599+0.00597662j -0.0165371-0.000316112j -0.0056218+0.0128498j 0.000782678-0.0151637j -0.000358493+0.00155401j -0.00295325+0.018944j 0.00196732+0.00732957j 0.000151345+0.005783j -0.0012768+0.00944771j -0.0088835-0.00657551j 0.00659158-0.00910307j -0.00598062-0.00398669j 0.00306849-0.0120215j 0.00105228+0.00321203j -0.00876345+0.011008j 0.00895588-0.0115511j -0.00111885+0.0137151j 0.000416558-0.0165448j 0.0137974-0.000149502j -0.00321911+0.00304912j 0.00129909+0.00666802j 0.000375904-0.00296729j -0.00276888-0.00361498j 0.00374388+0.00717182j 0.00449786+0.00132613j 0.000597605+0.00247066j 0.00366405+0.00200997j 
-0.00081845-0.0010356j -0.00365924+0.00534493j -0.00112889+0.0020313j 0.00359799-0.00468232j 0.00831866-0.00741351j 0.00363812-0.00486019j -3.88569e-05+0.00157535j -0.00193176-0.00385302j 0.00228317-0.00100358j -0.000152687-0.0064621j -0.00625971+0.00346632j 0.00413158-0.000798351j -0.00836361+0.00390546j -0.0073945+0.00143415j -0.0166697+0.0070436j 0.005392-0.00458884j -0.00441604+0.00465069j 0.0159194-0.00485726j -0.00796197+0.00653359j 0.00774785-0.0101204j -0.00763205+0.00875393j 0.0144141-0.000781074j -5.92331e-05+0.00315954j 0.00372973+3.41616e-05j -0.00381525+0.00205457j 0.00785776-0.0121334j -0.014268+0.00103901j -0.00264301-0.00168664j 0.00538052-0.00982768j 0.0139405+0.000696756j -0.0201726+0.0051605j -0.00112524+0.000923348j -0.00315778+0.00799738j -0.00562002-0.000521568j -0.0120294-0.0025053j 0.00439588-0.00644781j -0.0156021-0.00151621j 0.0152281+0.00138031j 0.00833403+0.00102403j -0.001075+0.00794786j -0.0162344-0.000584594j 0.0168018+0.00460826j 0.0103706-0.000206884j -0.00589032-0.000497824j 0.00324213+0.000396367j -0.00399655-0.00162493j -0.00444117+0.00149802j -0.00234534-0.00989274j -0.00259148+0.00544244j 0.00385877-0.00294856j -0.0018372+0.000970291j 0.00677413+0.00362244j -0.0175122-0.00710784j -0.00905882+0.00281105j 0.00690292+0.00330855j -0.00333764-0.00152486j 
0.000116249-0.00173508j 0.0027077-0.000643618j 0.00462585-0.0027853j 0.00196467+0.000695976j 0.00414526-0.000494392j -0.000727299-0.000388651j 0.000346816+0.00313747j 0.00202703-0.00131121j -0.0015479-0.000123746j -0.00455535-0.000980525j 0.0037367-0.00476177j 0.00328206-0.00626588j -0.000212126-0.00167936j -0.00349518+0.00116262j -0.011877+0.00368632j -0.00090379+0.00664436j -0.0139031+0.00822247j 0.00221027-0.00116586j -0.00602166+0.00134204j -0.00607443-0.00280351j 0.0172724-0.0173733j 0.0120655+0.00278784j -0.00418175-0.000853002j -0.00672264+0.00601925j -0.00322213-0.00201293j 0.00317262+0.00125353j 4.98354e-05-0.0117382j -0.00356342+0.000102555j -0.00739574+0.00536118j 0.00165407+0.0143429j 0.00442906-0.0174258j -0.0119226+0.000623648j 0.0219702-0.00207574j -0.0034735-0.00294564j -0.0180675+0.00547094j -0.00242975+0.00467127j -0.00572162-0.000753096j -0.0152933+0.00479243j 0.0117105-0.00392307j 0.00425959-0.000227136j 0.0094027-0.000651881j 0.0165538+0.00777468j -0.00749925+0.0049449j -0.00948167+0.00189084j 0.0130869+0.00427559j -0.00833332-0.000693959j 0.0157709+0.0036417j -0.000432844+0.00474687j -0.00294464-0.00555788j -0.00531738-0.00785071j 0.0109696-0.000418283j -0.002248+0.00175565j -0.00130703-0.00127992j -0.000572564+0.00146715j -0.00318845-0.00269069j -2.35985e-05+0.00273608j 
-0.000813177-0.000598188j 0.00454808+0.00118712j 0.00420076+0.00133952j -0.000904941+0.00383618j -0.000859634+0.00414732j 0.000884412-0.00139335j 0.0100984+0.000316754j -0.00184058+0.000795967j -0.00128582+0.00154326j -0.008454-0.00121031j -0.00422821-0.00595536j -0.00761488-0.00294263j -0.00127881-0.00409403j 0.00452628-0.000430337j -0.00582327-0.0105606j 0.00584606+0.00461755j -0.00716361-0.00603527j 0.00649461+0.011497j 0.0122055-0.00514749j 0.00144694+0.00493038j -0.00285611+0.00470289j 0.00547105+0.0147135j -0.00342323-0.00425131j 0.00780982+0.00443203j -0.00177471-0.000702682j 0.0049453+0.00921876j -0.0257252-0.0154762j -0.00112398+0.00406619j -0.00365288+0.000875167j 0.0146574+0.0103871j -0.00807194-0.0174249j 0.000835142-0.0024448j 0.0105434+0.0265379j 0.00116465-0.00757011j 0.000700582-0.0155661j 0.00612563+0.00532715j 0.0033058-0.0125467j 0.00561402+5.91611e-05j -0.0063143+0.00287519j -0.00687071-0.00946542j -0.000926543+0.00107772j -0.00496303+0.0107367j -0.00300066+0.00647545j 0.000714297+0.00100521j -0.011424-0.00713132j 0.0068109-0.00415184j -0.0108416-0.0034554j -0.00324616-0.0169873j 0.000944901-0.00219814j -0.00145297-0.00547432j 0.000370822-0.00500896j -0.00238759+0.004096j 0.00466557+0.00289436j 0.00224234+0.00107087j -0.00200026-0.00413075j -0.000717492+0.00320998j 
0.00310612+0.00174919j -0.00219455-0.0014393j 0.000538028+0.000813747j -0.00345238-0.00162522j -0.000683786-0.00144614j -0.00331044-0.00017792j -0.00231036+0.00154018j 7.16785e-05+0.00274663j 0.00764486+0.00142224j 0.0108674+0.00760897j 0.0017436+0.00500875j -0.00240108-0.0022494j -0.0111516-0.00115142j -0.00369598-0.00386404j -0.0115995+0.00282475j -0.0161749-0.00550455j -0.00900252-0.00399095j -0.0121299-0.00521078j 0.0132706+0.00147214j 0.0068923-0.000892392j -0.00196098-0.00346485j -0.00428502-0.00745469j -0.006557+0.000110133j -0.000323705+0.00597216j 0.00577801+0.00293049j 0.00938264+0.0057806j 0.00591553+0.0138131j -0.011069-0.00645473j 0.000475541+0.00363363j -0.00905858-0.00618958j 0.0035765+0.0132116j -0.000922355+0.0107325j 0.0303762+0.0154344j 0.00719863+0.01379j -0.0127604+0.00177085j 0.00487683+0.00850534j 0.00431763+0.00240095j 0.00325768-0.00460396j -0.00127958-0.00315676j -0.000661879-0.00416905j 0.0076182+0.0115247j 0.00693339+0.0101971j -0.00196848-0.0106428j -0.0110084-0.0142841j -0.000734517-0.00849227j 0.0016158-0.00367151j 0.00569596-0.00174707j -0.0017175-0.00620292j -0.00278647-0.00243209j -0.000130727+0.0128956j -0.00327812-0.00238674j -0.000513824-0.00489262j 0.000609806-0.00036893j 0.000807499-0.0017062j 9.31536e-05-0.000357874j -1.36402e-05-0.0025758j 
-0.00145026+0.00126206j -0.00281589+0.00395144j -0.00501364+0.00362748j -0.00020999-0.00225651j -0.00262478-0.000664242j -0.00225833+0.00118816j -0.00371749+0.00715234j -0.00280882-0.00204707j 0.00163979-0.000192346j 0.00565423-0.00815344j -0.00165033-0.000817088j 0.00868885-0.0102306j -0.00483029-0.00439622j -0.000723828+0.00419291j 0.0116178-0.00918334j -0.0027355-0.00128692j 0.00221859-0.00891743j -0.00623198+0.00337754j 0.00204977+0.0156085j -0.000877461+0.000726429j -0.00303957+0.00156595j -0.00963034+0.0107297j 0.00149732-0.00342282j -0.0109895+0.00895226j -0.00828668+0.00179021j -0.00633166+0.00664873j 0.0145489-0.0166693j -0.00362519-0.00880999j 0.00267151-0.0058216j -0.0178377+0.0130321j 0.00858246-0.00672993j -0.00768574-0.0036321j -0.0229666+0.0257565j 0.0010073+0.0043098j 0.0081521-0.00255988j 0.00149092+0.00771769j 0.00158086-0.000325783j 0.000761014+0.00399704j -0.000788174-0.00206435j 0.0145155+0.000385501j -0.0111379+0.00118857j -0.00377581+0.0133534j 0.00078072-0.00246689j -0.0031986-0.00587899j 0.0070183-0.00782095j 0.000460674+0.00216061j 0.00412445-0.00472576j 0.0180431-0.00630728j 0.00246042+0.00382033j 0.00571194-0.000710195j 0.00185293+0.00331778j -0.00207461+0.00229437j -0.00378235+0.000545605j -0.00240641+0.000467348j 0.0055743+0.00379695j -0.00134391-0.00137108j 
-0.00177578-0.00130199j -0.00239187+0.00360766j -0.00651123-0.000194319j 0.000832863-9.42999e-06j -0.00101033-0.00127304j 0.00166306+0.00322502j 0.00650155+0.00102546j -0.00288099-0.000908243j 0.0012454-0.00565987j 0.00800615-0.0131154j 0.00199197-0.00151017j 0.00133395-0.000170025j -0.00474586+0.00714372j -0.000855511+0.00684165j 0.0155339+0.00764634j -0.0139548+0.0133456j 0.00295753+0.00972938j -0.00609368+0.0111496j 0.00349204-0.00561356j -0.00379296-0.00374942j -0.00180378+0.00684224j -0.011601+0.00546831j -0.00408556+0.00484685j 0.0108002+0.00190832j -0.00411336-0.00703768j 0.00770674-0.00920566j 0.00765941-0.00862662j -0.00773415+0.00794949j 0.00886678-0.00355458j -0.0166415+0.0120094j 0.0123112-0.00684474j 0.00610377-0.000384389j 0.0153757-0.0166467j 0.0185695-0.00325194j -0.000130938+0.00303987j 0.00506814-0.00542959j 0.00175906-0.00355001j -0.00292116-0.00257801j -0.00503577+0.00204115j 0.00406177+0.000730046j 0.00227965-0.00125316j 0.00698503+0.00057569j -0.00667572+0.000841233j -0.0157383+0.00773712j -0.00477655+0.00719326j -0.0106873-0.0069473j -0.00760232-0.0105387j 0.00043808+0.00418706j -0.00353408+0.00359065j 0.0120213-0.00427855j -0.00452306+0.00192637j -0.00230198+0.005563j -0.00294748-0.000299768j -0.00174806+0.00104153j 0.00327865+0.00230856j -0.00213353-0.00126801j 
0.00198283+0.00139997j -0.00323799+0.00268791j 0.00498233+0.00354552j -0.00639205+0.00240108j -0.00184709+0.00190971j 0.0034571+0.00172427j -0.0120388+0.00379348j 0.000122736+0.000989434j 0.00517676-0.00285451j 0.00127765-0.00888079j 0.00174267-0.00199903j -0.00321803-0.000190727j 0.00973449+0.00167896j -0.0098703+0.00211986j -0.0217965-0.00718723j -0.00220018+0.0140141j -0.000119913-0.0138035j 0.00598964+0.0105593j -0.00313692-0.00489888j 0.0165066+1.29168e-05j -0.00566405-0.00244191j -0.00568233+0.00957803j 0.00752525+0.0046756j 0.005415-0.00173502j 0.00734499+0.00438059j 0.0010383+0.000602386j 0.0025653-0.0139427j 0.000214948+0.00601942j -0.00234962+0.00017489j 0.0194937+0.0200985j 0.00567291-0.0026769j 0.00775995+0.00287343j -0.0084044-0.00869144j -0.000469313-0.00861995j -0.00519627-0.00343442j -0.000766943-0.000922937j 0.00698213-0.00472402j 0.00057643+0.00336548j -0.000846464+0.000856942j -0.00261014-0.00392726j 0.00962534-0.0091394j -0.00714155-0.010231j -0.00922311-0.00708883j -0.0142672-0.00398548j 0.00212889-0.00857978j 0.00618112+0.0111819j 0.00733746+0.00562803j 0.00480054-0.00932777j 0.00317682+0.0029739j 0.00758046+0.0017012j -0.00061183+0.00602042j -0.00774585-0.00525581j 0.00229936+0.00150653j -0.00170892-0.00471266j 0.00269519+0.000126351j -0.00243772-0.00293261j 
0.001014+0.000662497j -0.00386854+0.000472817j -0.00746033-0.00153167j 0.0046049-0.00308988j 0.00808192-0.000918494j 0.0115631-0.00270578j 0.00471591+0.00553792j 0.000515495-0.0015521j -0.00748503+0.000337007j -0.00282532+0.00311251j 0.0102901+0.000613519j -0.00471857-0.00124324j 0.0108363-0.00310071j 0.00274206+0.000837877j -0.00424779+0.000763617j -0.0158852-0.00640208j 0.0121697+0.00140855j -0.00126513-0.00538783j -0.00365861+0.00793378j -0.0076315-0.00169679j 0.00680952+0.00107461j -0.00162454-0.00914196j 0.00360791-0.00162361j 0.014328+0.000265521j 0.000572519-0.00634974j 0.00865577+0.00963182j -0.0152563-0.0105664j 0.00223641-0.00334729j 0.00720819+0.00427809j 0.0024476-0.00381179j 0.0035523-0.00150494j 0.00556949+0.00896297j -0.00574816+0.0113479j 0.00790107+0.0116433j -0.00879098-0.0159151j -0.02161-0.00921236j 0.00531468+0.00976178j -0.00254915-0.00392j 0.00197027-0.00335778j 0.00123677-0.00082633j -0.00115722+0.00480315j -0.0184472-0.00623282j 0.000961714-0.00843422j 0.00714348+0.000251187j 0.0112374+0.00874059j -0.000628945+0.000949352j -0.00131405-0.00611223j 0.008281+0.0112508j -0.00305235-0.00123373j -0.00486919-0.00474615j 0.00348792-0.000692045j 0.00317371+0.00587009j -0.00464077-0.00640733j -0.00283752+0.000733357j 0.00209631+0.00228863j -0.000292288-0.00292057j 
0.00516582-0.000718897j -0.00318601+0.00272446j -0.000125327-0.00594052j -0.0039873+0.00451132j 0.00246552+0.000852858j -0.00147336+0.00321127j 0.000590062+0.0104623j 0.0141621-0.00114227j 0.0044913-0.00742338j -0.000748853+0.000695374j 0.0119144-0.00234862j -0.00409008+0.00267935j -0.00453383-0.00156991j -0.00681434+0.00496812j -0.0151763+0.0208794j 0.00403594-0.00732964j -0.0157855+0.00330744j -0.0109414-0.00350378j -0.000997359+0.00305381j -0.010414-0.0139417j 0.00455099+0.0102855j -0.00302272-0.00301171j 0.0041355-0.00519578j -0.0107716-0.000838239j 0.000615303-0.00965658j -0.00387708+0.00322119j -0.00416196-0.00668587j 0.00106055-0.00305675j -0.0107076-0.00240915j 0.00727549-0.0181514j -0.00249493-0.000594031j 0.00438588-0.00846597j 0.00293008+0.00565794j -0.0061794+0.00629313j 0.00667479+0.0035523j 0.00013762-0.000775737j 0.00853184+0.00819387j -0.00460562-0.00968246j -0.00040624+0.00394605j -0.00353763-0.00161751j -0.00800161-0.00838911j -0.00349669+0.00685827j -0.00145405+0.00238886j -0.00362979+0.00623627j -0.0108743-0.00321188j 0.0105762-0.00888963j 0.00577855-0.0083982j -0.00380899+0.00538051j -0.000373009+0.00189269j 0.0122554+0.00258339j 0.000623801-0.00187201j -0.00952585+0.00221678j 0.00209268-0.00470036j -0.00354412-0.00118024j 0.000751906-0.00204424j -0.00291609-0.0035932j 
0.00556286+0.00319664j -0.00474452-0.00069017j -0.00503279+0.00489549j -0.000957169-0.00252597j 0.00494372+0.00293719j -0.00171093+0.00123611j 0.00263541-0.00553397j 0.01223+0.00199834j -0.00249-0.00474476j 0.00026431-5.84054e-05j 0.0147489+0.00606145j -0.00703763-0.00918955j 0.000284486+0.0186879j 0.00300856-0.00697046j -0.00948634-0.0223884j 0.0016946+0.0012946j -0.000773999-0.000385574j -0.00963029+0.00840433j 0.000158244-0.0094564j -0.0136033+0.00372437j 0.0100235+0.00148761j -0.00275006+0.000559472j -0.00243857+0.00439426j -0.00541973-0.00118332j -0.00603698+0.00652157j -0.00351737+0.00394684j -0.0018671-0.0166614j -0.00226691+0.000773227j -0.0102629-0.0102371j -0.00775042+0.0131772j -0.00656194-0.00252191j -0.00257886+0.00298406j 0.00869687-0.00604657j 0.00509064-0.00163623j 0.0100579-0.00723505j -6.97199e-05-0.00890088j 0.00587353+0.0112881j -0.00401674-0.00403726j 0.00190714+0.00222569j -0.00111612-0.00703097j 0.000783889+0.00205153j 0.0102879-0.00853354j 0.00954482-0.00179538j 0.0117472+0.00264222j 0.000754016-0.000564622j -0.00337785+0.0102256j -0.0091863-0.000850325j 0.00824135+0.00291514j -0.00321246+0.00379647j 0.00201247+0.00863747j -0.00574405+0.000661586j 0.0044135+0.0012845j -0.00128259-0.00509784j 0.000969163-0.00129978j 0.00130679+0.000681759j -0.000780182-0.00434401j 
-0.00392337-0.00044291j 0.00354682-0.0038138j 0.00589225-0.0069646j 0.00058313+0.00467394j -0.00432665+0.00706983j 0.00077648+0.011914j -0.00366716+0.00478974j -0.00534786+0.000600432j 0.00114128-0.00490894j -0.000934898-0.000983582j -0.00483339+0.00863764j 7.05806e-05-0.00412578j -0.000496659+0.007921j -0.00127826+0.00339729j 0.00370837-0.00293897j -0.000299451-0.0175449j 0.000756236+0.0135823j 0.0048991-0.00120163j 0.000107792-0.00299972j 0.00401858-0.00394926j -0.00643022+0.00382971j 0.00794717-0.0023152j 0.000148743+0.00370863j 0.00323875+0.0206407j 0.00822388-0.000505907j -0.00529435+0.01233j 0.0107872-0.0118254j -0.000935051+0.00548575j -0.00303999+0.013888j 0.00268223+0.00733215j 0.00109428+0.00425609j -0.00823955+0.00797289j -0.00145971+0.00120878j -0.00719372+0.0114112j 0.0113267-0.0101949j 0.0128004-0.0155502j -0.00611275+0.000780579j 0.00414796-0.0029775j 0.000541747-0.00144254j 0.00245456-0.00156087j -0.00208486+0.00209602j 0.0097551-0.0178511j 0.00485173-0.00011003j -0.00462133+0.00149605j -0.010427+0.01092j -0.00283148-0.00273118j 0.00702027-0.00254591j -0.0141784+0.00877431j 0.00187706-0.00548263j 0.00308553-0.0046651j 0.00229714+0.00167976j -0.00591112-0.00424151j 0.00744578+0.00264511j 0.000506518+0.000306363j -0.00272338-0.00088956j 0.00289645+0.00367962j 
-0.0064563-0.00414627j -0.00443828+0.0038174j -0.00105446+0.00666346j -0.00823644-0.000885281j 0.00589531-0.0100168j 0.00633815+0.00483935j 0.0045647-0.00285744j 0.00580578-0.0165334j 0.00534387+0.00396609j 0.00242823+0.00281363j 0.0100124-0.0135892j 0.00965125+0.0134029j -0.00976068-0.00324331j -0.0146419+0.00131483j -0.0145265+0.000787098j -0.00791722-0.00849481j -0.00358314+0.00309325j -0.0088462+0.00970076j 0.00491727+0.00217236j 0.00168344+0.0216435j 0.0105733-0.00919886j -0.00716831+0.00646355j -0.00333536+0.00740395j 0.000613923+0.0137369j -0.00895298+0.000154628j 0.000562857+0.00130665j -0.00746966+0.0109751j -0.000439418-0.000114635j -0.00836119+0.0101926j -0.0061121+0.00314461j -0.00353307+0.00118118j -0.00369669+0.000597272j 0.00107657-0.00436846j -0.00357242-0.000579274j 0.000932879-0.00397464j -0.000578795+0.00272399j 0.0167507-0.00491092j -0.00527996+0.00658071j 0.0066427+0.00150741j -0.00462858+0.00101504j -0.00762771+0.00181444j 0.00398908-0.000173496j 0.00315796-0.000448122j 0.000518927-0.00611113j 0.00562037+0.00718028j -0.00265703-0.0029135j -0.00809294-0.00186189j 0.00606648-0.00627429j 0.00727612+0.0035701j 0.0041568-0.0116893j -0.00650818-0.00424894j 0.00407388-0.000231999j -0.00613215+0.00555925j 0.000146916-0.00149574j 0.00338947+0.00188547j -0.00217898-0.000705628j 
0.0134482-0.00533995j 0.00202102+0.00563658j -0.00327174+0.00352248j 0.00744232-0.00172374j -0.00112036-0.0030435j -0.00567816-0.000563261j -0.00560816-0.000970939j -3.52333e-05-0.0114556j -0.00835505+0.00262997j 0.00451347-0.00475589j -0.00857511-0.0154987j -0.0153363+0.00137633j 0.0186399+0.00108517j 0.00855283-0.00512228j 0.0103367+0.020954j 0.00629218+0.00147304j 0.00216119+0.0104165j 0.0066585+0.0120406j -0.0107138+0.00252933j -0.00509428+0.00798661j -0.0067967-0.0106534j 0.00120686+0.000429198j -0.000171785-0.00343618j -0.0103913+0.00342586j 0.00929791+0.00530258j 0.00448324+0.00586166j -0.00276368+0.00186194j -0.00576128-0.00274617j -0.00454871+0.00454632j -0.00347161+0.00483738j -0.00279488+0.00872579j -0.00239719+0.00342929j -0.00192527-0.009336j 0.00496595-0.000432585j -0.000533402-0.00517796j -0.00211904+0.00137194j 0.00357894-0.00526189j -0.00255162+0.00919999j -0.000198946+0.00108211j -0.00252397+0.00451864j 0.00278813+8.61399e-05j 0.00270558+0.00429329j 0.000310363-0.00779718j 0.00578025-0.00884879j -0.00814535-0.00906213j 0.00630962-0.00918174j 0.00139452+0.010147j 0.00229171-0.00661589j -0.000807821+0.00121925j 0.012516+0.00557773j 0.00204234+0.00396973j 0.00198253+0.00213279j -0.00961882-0.00761656j -0.00112002+0.000366008j -0.00047699-0.0048895j -0.00619927-0.00324695j 
0.000222815-0.000366004j -0.0119011+0.00446366j 0.0124122-0.00305698j 0.000892297-0.00275969j 0.00608426+0.00158025j -0.00722216+0.00698279j 0.00958021+0.000322557j 0.00168385+0.00327834j -0.0271773+0.0135577j 0.0135539-0.00431426j 0.0144257+0.000179166j -0.00470356+0.001216j 0.00676142+0.00255222j 0.00654236-0.00117041j -0.00918019-0.0024802j 0.000311708-0.0020949j 0.00442543+0.00288371j -0.00687595+0.00230457j -0.0223058-0.0094738j -0.0175114-0.00482585j -0.00646261-0.0083227j 0.0020586-0.00346272j -0.000786563-0.00331505j 0.00775899+0.00134056j 0.00983559+0.000412755j -0.00580789-0.00970194j 0.00282126+0.00382464j 0.00931354+0.004773j 0.00764139+0.00608475j -0.00234397-0.0031366j -0.0034541-0.00722198j 0.00574058-0.00478339j -0.00493734+0.00194653j 0.0160348+0.0109055j 0.00238936+0.000973296j 0.0107301+0.00230903j 0.000827794-0.00207903j -0.00359735-0.0053302j 0.00322521-0.00162846j 0.00301797-0.000323749j -0.00397196-0.00284109j -0.000625264-6.54909e-05j 0.0037631+0.00264894j -0.00176143+3.22429e-05j 0.0116105+0.00752701j 0.00954967+0.00635509j -0.000368365-0.00239146j -0.00650327-0.00806252j -0.00374455-0.000742534j 0.00217086-0.00423812j -0.00503617-0.00664366j -0.00586209-0.00398207j -0.000446686+0.000605778j -0.00471389-0.00448647j 0.00422274+0.00103834j -0.00185214-0.00275237j 
-0.00335303+0.0114612j -0.000516732+0.00134666j 0.00112161-0.0071642j -0.00117567+0.00992182j -0.00464091-0.00569232j 0.00358549-0.00559412j 0.00115035-0.00952531j -0.00325361-0.00403608j 0.00340793-0.00717873j 0.00140902-0.00138389j -7.3354e-05-0.0181386j 0.0092398-0.0183463j -0.00152344+0.0151613j 1.80794e-05+0.0159566j -0.00876394+0.0248249j -0.00678237+0.00650713j -0.00315887+0.0075079j -0.00279155+0.00909024j 0.000402381-0.00638847j 0.00664125+0.000424841j 0.00490178-0.00975664j 0.00180292+0.000704698j 0.00545115+0.00155835j 0.00867223-0.00463233j -0.00552239+0.00899812j -0.00764937+0.00169038j 0.00104806+0.00366462j 0.00153525-0.00190059j 0.00268123+0.00294136j -0.00328548+0.000313764j -0.00517491+0.000158707j -0.0047894-0.00183142j 0.00496261-0.00141285j -0.00273007+0.00172831j 0.00155675-0.0010255j 0.00167786-0.00191102j -0.000776967-0.00523385j -0.00564296-0.000221269j -0.00244737-0.00892879j -0.0031492+0.00352519j -0.000537337+0.00687005j -0.00366853-0.00304804j 0.00560591-0.00596583j 0.00160743+0.00116057j 0.0100492-0.0118922j 0.00418975+0.00246047j -0.00817654+0.00578027j -0.000684496-0.00107619j 0.000251919+0.00100746j -0.0133+0.00290908j -0.00904219+0.00522754j -0.00448565+0.0019642j 0.00970709-0.000507337j -0.000602762-0.00213453j 0.00128754+0.00226537j 0.00498357-0.00238918j 
