0.994857-0j -0.000857216-0j -0.000524935-0j -0.000107152-0j -6.31399e-06-0j -0.00463339-0j 0.144628-0j -0.000610503-0j -8.81186e-05-0j -7.63129e-05-0j -8.99356e-06-0j -4.10498e-07-0j -0.00298146-0j -0.00301236-0j -0.000471411-0j -0.000476296-0j 0.0720873-0j -0.000248455-0j 0.0728343-0j 0.0104049-0j -0.00025103-0j 0.0105127-0j -6.21138e-05-0j -2.19605e-05-0j -6.27575e-05-0j -5.17615e-06-0j -2.21881e-05-0j -5.49014e-06-0j -5.22979e-06-0j -5.54703e-06-0j -4.57511e-07-0j -4.62252e-07-0j -1.70504e-08-0j -1.72271e-08-0j -0.0022467-0j -0.00278015-0j -0.00162176-0j -0.000350267-0j -0.000433433-0j -0.000252836-0j -0.000271315-0j -3.9161e-05-0j 0.0479074-0j -0.000335736-0j -0.000195846-0j -4.84593e-05-0j 0.00846892-0j 0.0592824-0j -2.82679e-05-0j -2.91889e-05-0j 0.0345814-0j 0.000705743-0j -2.52783e-05-0j 0.0104798-0j -3.61194e-05-0j -5.15991e-06-0j 0.000873313-0j 0.00611319-0j -3.12803e-05-0j -2.57996e-06-0j -2.10696e-05-0j -3.04051e-07-0j 0.000509432-0j -1.82469e-05-0j -6.38507e-06-0j -3.72385e-07-0j -3.19253e-06-0j -3.72462e-06-0j -3.76244e-07-0j -2.40373e-08-0j -1.86231e-06-0j -4.60803e-07-0j -2.19476e-07-0j -7.57105e-10-0j -2.97447e-08-0j -2.68801e-07-0j -9.36869e-10-0j -1.73511e-08-0j -5.46507e-10-0j 
-5.49014e-06-0j 8.72035e-05-0j -0.0102427-0j 0.0977311-0j -0.000184926-0j -4.94585e-06-0j 7.60638e-05-0j 0.000125258-0j -0.000418142-0j 0.141909-0j 0.025138-0j -2.01081e-05-0j 3.09192e-06-0j -3.2155e-06-0j -4.65909e-05-0j 4.8453e-05-0j -7.42873e-05-0j 2.5766e-07-0j 7.72565e-05-0j 0.000247989-0j -2.67958e-07-0j -0.000257901-0j 0.00117996-0j 0.00126207-0j -0.00122712-0j 7.31284e-05-0j -0.00131251-0j 0.462663-0j -7.60512e-05-0j -0.481155-0j -0.00250225-0j 0.00260226-0j 1.21969e-06-0j -1.26844e-06-0j -2.39821e-06-0j 2.88316e-06-0j -1.73112e-06-0j 3.56322e-05-0j -4.28374e-05-0j 2.57207e-05-0j 5.56663e-05-0j -0.000185828-0j -2.64378e-07-0j -6.69226e-05-0j 4.01821e-05-0j 0.000223404-0j -0.000856109-0j 3.17838e-07-0j -0.000134137-0j 2.96935e-06-0j -1.90838e-07-0j -5.30578e-05-0j -0.00049324-0j 0.00102922-0j -3.56978e-06-0j 0.00470625-0j 6.37866e-05-0j -0.000617972-0j 0.000592978-0j 0.0145444-0j 2.14339e-06-0j -8.90515e-06-0j -3.82991e-05-0j -0.000356039-0j -0.00565791-0j -0.0989878-0j -0.0174855-0j 0.00339715-0j 1.07059e-05-0j 0.000226319-0j 0.0104987-0j 0.119004-0j -6.42808e-06-0j -7.8153e-08-0j -0.000272083-0j -0.0714532-0j 9.39564e-08-0j 0.000163366-0j -5.64138e-08-0j 
5.22979e-06-0j 0.018051-0j 5.33763e-07-0j 0.0014843-0j -0.0166697-0j -4.54806e-06-0j 0.000105286-0j 8.65113e-05-0j 0.170111-0j 1.07457e-05-0j 0.00554866-0j 0.00264326-0j 3.0316e-06-0j -3.06118e-06-0j -6.87626e-05-0j 6.94335e-05-0j 3.7895e-07-0j -7.31948e-05-0j -3.82648e-07-0j 0.000745146-0j 7.39089e-05-0j -0.000752416-0j 0.00130797-0j 2.23299e-08-0j -0.00132073-0j 0.477569-0j -2.25477e-08-0j 7.60512e-05-0j -0.482229-0j -7.67932e-05-0j -0.00120788-0j 0.00121967-0j -0.000228659-0j 0.000230889-0j 2.28449e-06-0j -2.72895e-06-0j 1.48058e-06-0j -5.10918e-05-0j 6.10322e-05-0j -3.31126e-05-0j 2.75878e-07-0j 0.000542471-0j -3.63567e-05-0j -3.29552e-07-0j 1.78796e-07-0j -0.000648013-0j -6.38648e-06-0j 4.34302e-05-0j 0.000351575-0j 0.00123356-0j -2.35628e-05-0j -0.00233184-0j -3.71064e-06-0j 7.62902e-06-0j -0.00147356-0j -0.0103187-0j 0.00278552-0j -4.13908e-06-0j 4.43257e-06-0j -3.76327e-07-0j 0.000799468-0j 0.115885-0j -0.00151127-0j -2.40486e-06-0j 0.0123262-0j -0.000237993-0j 4.49544e-07-0j -0.00668751-0j -0.138431-0j -0.000160336-0j -2.43897e-07-0j 0.000284296-0j 0.075105-0j -1.78241e-05-0j 0.00019153-0j -0.000154243-0j 2.1292e-05-0j -0.000103914-0j -1.15518e-05-0j 
5.54703e-06-0j -8.81072e-05-0j 0.0103489-0j -0.0987439-0j 0.000186843-0j -4.82395e-06-0j 7.4189e-05-0j 0.000122171-0j -0.000407836-0j 0.138411-0j 0.0245184-0j -1.96125e-05-0j 3.2155e-06-0j -3.24687e-06-0j -4.8453e-05-0j 4.89257e-05-0j -7.72565e-05-0j 2.67958e-07-0j 7.80102e-05-0j 0.000257901-0j -2.70573e-07-0j -0.000260417-0j 0.00122712-0j 0.00131251-0j -0.00123909-0j 7.60512e-05-0j -0.00132531-0j 0.481155-0j -7.67932e-05-0j -0.48585-0j -0.00260226-0j 0.00262765-0j 1.26844e-06-0j -1.28082e-06-0j 2.42307e-06-0j -2.89449e-06-0j 1.57039e-06-0j -3.60015e-05-0j 4.30058e-05-0j -2.33325e-05-0j -5.62432e-05-0j 0.000187753-0j 2.67118e-07-0j 6.71857e-05-0j -3.64512e-05-0j -0.000224282-0j 0.000864981-0j -3.19088e-07-0j 0.000121683-0j -3.00012e-06-0j 1.73119e-07-0j 5.36076e-05-0j 0.000498351-0j -0.00103327-0j 3.58382e-06-0j -0.00475502-0j -6.40374e-05-0j 0.000560594-0j -0.000595309-0j -0.0146952-0j -1.94438e-06-0j 8.99744e-06-0j 3.47431e-05-0j 0.000322981-0j 0.00568015-0j 0.100014-0j 0.0175542-0j -0.00308173-0j -1.0748e-05-0j -0.000228665-0j -0.00952392-0j -0.119472-0j 5.83123e-06-0j 7.89629e-08-0j 0.000273153-0j 0.0648188-0j -9.43258e-08-0j -0.000148198-0j 5.11758e-08-0j 
4.57511e-07-0j -1.46102e-05-0j -8.97517e-06-0j -0.0250032-0j 0.0665339-0j 4.12154e-07-0j -1.27438e-05-0j -5.19194e-06-0j 0.000215071-0j 0.00025-0j 0.198588-0j 0.0225863-0j -2.5766e-07-0j 2.67958e-07-0j 7.80588e-06-0j -8.11787e-06-0j 3.0792e-06-0j -2.14717e-08-0j -3.20227e-06-0j -0.000127553-0j 2.23299e-08-0j 0.000132651-0j -9.83313e-05-0j 5.48127e-07-0j 0.000102261-0j 0.00116146-0j -5.70035e-07-0j 0.00250225-0j -0.00120788-0j -0.00260226-0j 0.447795-0j -0.465693-0j -0.00277319-0j 0.00288403-0j 1.99851e-07-0j -2.40263e-07-0j 1.4426e-07-0j -5.96986e-06-0j 7.17702e-06-0j -4.30927e-06-0j -2.30736e-06-0j 9.55801e-05-0j 2.20315e-08-0j 2.77393e-06-0j -1.66554e-06-0j -0.000114907-0j 7.13436e-05-0j -2.64865e-08-0j 6.89934e-05-0j -4.97488e-07-0j 1.59032e-08-0j -0.000842691-0j -4.322e-07-0j -8.577e-05-0j 5.98085e-07-0j -0.00120403-0j 0.00101309-0j 5.14985e-05-0j 5.19595e-07-0j 1.26998e-05-0j -3.59106e-07-0j 0.00320395-0j -0.000608286-0j -3.11979e-07-0j 0.0014475-0j 0.0165314-0j -1.52679e-05-0j -0.000869115-0j -0.00385182-0j -0.126445-0j 9.16722e-06-0j -0.0198742-0j 0.00231273-0j 0.000297825-0j 0.152014-0j 0.011933-0j -0.000358048-0j -0.0912729-0j 0.000214981-0j 
-4.62252e-07-0j 1.47616e-05-0j 9.06818e-06-0j 0.0252623-0j -0.0672234-0j 4.01996e-07-0j -1.24297e-05-0j -5.06397e-06-0j 0.00020977-0j 0.000243838-0j 0.193694-0j 0.0220296-0j -2.67958e-07-0j 2.70573e-07-0j 8.11787e-06-0j -8.19707e-06-0j 3.20227e-06-0j -2.23299e-08-0j -3.23352e-06-0j -0.000132651-0j 2.25477e-08-0j 0.000133945-0j -0.000102261-0j 5.70035e-07-0j 0.000103259-0j 0.00120788-0j -5.75596e-07-0j 0.00260226-0j -0.00121967-0j -0.00262765-0j 0.465693-0j -0.470236-0j -0.00288403-0j 0.00291216-0j -2.01922e-07-0j 2.41208e-07-0j -1.30866e-07-0j 6.03173e-06-0j -7.20524e-06-0j 3.90916e-06-0j 2.33127e-06-0j -9.65706e-05-0j -2.22598e-08-0j -2.78484e-06-0j 1.5109e-06-0j 0.000115359-0j -7.2083e-05-0j 2.65906e-08-0j -6.25874e-05-0j 5.02644e-07-0j -1.44266e-08-0j 0.000851424-0j 4.36679e-07-0j 8.61072e-05-0j -6.00437e-07-0j 0.00121651-0j -0.00101707-0j -4.67169e-05-0j -5.21638e-07-0j -1.28314e-05-0j 3.25763e-07-0j -0.00323715-0j 0.000551807-0j 2.83012e-07-0j -0.00145319-0j -0.0167027-0j 1.53279e-05-0j 0.000788418-0j 0.00386696-0j 0.127755-0j -8.31605e-06-0j 0.0199523-0j -0.002098-0j -0.000300911-0j -0.152611-0j -0.010825-0j 0.000359456-0j 0.0827982-0j -0.00019502-0j 
-1.70504e-08-0j 8.18155e-07-0j -1.7402e-09-0j -2.45025e-05-0j -0.0393934-0j -1.53601e-08-0j 7.1364e-07-0j -2.02387e-09-0j -2.01501e-05-0j 7.28356e-08-0j 0.000393219-0j 0.240624-0j 9.60242e-09-0j -9.98622e-09-0j -4.37121e-07-0j 4.54592e-07-0j 1.2003e-09-0j 8.00202e-10-0j -1.24828e-09-0j 1.19505e-05-0j -8.32185e-10-0j -1.24281e-05-0j -5.75958e-08-0j 7.07285e-11-0j 5.98978e-08-0j -0.000219871-0j -7.35554e-11-0j 1.21969e-06-0j 0.000228659-0j -1.26844e-06-0j 0.00277319-0j -0.00288403-0j 0.432955-0j -0.45026-0j -7.44801e-09-0j 8.95407e-09-0j -5.37626e-09-0j 3.34306e-07-0j -4.01906e-07-0j 2.41315e-07-0j -8.99433e-10-0j -8.95497e-06-0j -8.21066e-10-0j 1.08131e-09-0j -6.49245e-10-0j 1.07657e-05-0j 4.17882e-08-0j 9.87094e-10-0j -6.46404e-06-0j 2.78588e-08-0j -5.92677e-10-0j 0.000159526-0j -8.37997e-11-0j -5.02382e-08-0j -3.34922e-08-0j -1.17992e-06-0j -0.000191783-0j 3.01643e-08-0j 1.00745e-10-0j 2.4624e-09-0j 2.01096e-08-0j -0.00189699-0j 0.000115152-0j -6.04898e-11-0j 1.41851e-06-0j 1.62815e-05-0j -2.96032e-09-0j -8.51712e-07-0j 0.00228059-0j 0.0140901-0j 1.77745e-09-0j -1.95738e-05-0j -0.00136932-0j -0.148004-0j -0.0169392-0j 1.17526e-05-0j 0.177931-0j 0.0101708-0j -0.106835-0j 
1.72271e-08-0j -8.26633e-07-0j 1.75824e-09-0j 2.47564e-05-0j 0.0398016-0j -1.49815e-08-0j 6.9605e-07-0j -1.97399e-09-0j -1.96535e-05-0j 7.10403e-08-0j 0.000383527-0j 0.234693-0j 9.98622e-09-0j -1.00836e-08-0j -4.54592e-07-0j 4.59027e-07-0j 1.24828e-09-0j 8.32185e-10-0j -1.26046e-09-0j 1.24281e-05-0j -8.40304e-10-0j -1.25494e-05-0j -5.98978e-08-0j 7.35554e-11-0j 6.04822e-08-0j -0.000228659-0j -7.42731e-11-0j 1.26844e-06-0j 0.000230889-0j -1.28082e-06-0j 0.00288403-0j -0.00291216-0j 0.45026-0j -0.454653-0j 7.52519e-09-0j -8.98928e-09-0j 4.87707e-09-0j -3.3777e-07-0j 4.03486e-07-0j -2.18909e-07-0j 9.08753e-10-0j 9.04777e-06-0j 8.29575e-10-0j -1.08556e-09-0j 5.88963e-10-0j -1.08081e-05-0j -4.22213e-08-0j -9.90975e-10-0j 5.86385e-06-0j -2.81475e-08-0j 5.37647e-10-0j -0.000161179-0j 8.46681e-11-0j 5.04358e-08-0j 3.36238e-08-0j 1.19215e-06-0j 0.000192537-0j -2.73636e-08-0j -1.01141e-10-0j -2.48791e-09-0j -1.82424e-08-0j 0.00191665-0j -0.00010446-0j 5.48734e-11-0j -1.42409e-06-0j -1.64502e-05-0j 2.97196e-09-0j 7.72631e-07-0j -0.00228955-0j -0.0142361-0j -1.61242e-09-0j 1.96508e-05-0j 0.00124218-0j 0.149537-0j 0.0170058-0j -1.06614e-05-0j -0.178631-0j -0.00922641-0j 0.0969151-0j 
0.0022467-0j 0.000374451-0j 0.000229303-0j 4.68063e-05-0j 2.75809e-06-0j 0.00202397-0j 0.000326617-0j 0.000266681-0j 3.84921e-05-0j 3.33352e-05-0j 3.92859e-06-0j 1.79315e-07-0j 0.00130237-0j 0.00131587-0j 0.000205923-0j 0.000208057-0j 0.000162796-0j 0.000108531-0j 0.000164483-0j 2.34976e-05-0j 0.000109655-0j 2.37411e-05-0j 2.71327e-05-0j 9.59285e-06-0j 2.74139e-05-0j 2.26106e-06-0j 9.69226e-06-0j 2.39821e-06-0j 2.28449e-06-0j 2.42307e-06-0j 1.99851e-07-0j 2.01922e-07-0j 7.44801e-09-0j 7.52519e-09-0j 0.660984-0j -0.415908-0j -0.242613-0j -0.000300899-0j 0.000189333-0j 0.000110444-0j -0.000233075-0j -3.36415e-05-0j -0.000212767-0j 0.000146657-0j 8.55498e-05-0j 2.11681e-05-0j -3.76123e-05-0j 0.000133879-0j 1.2348e-05-0j -2.50749e-05-0j 7.80959e-05-0j -3.13436e-06-0j -2.17155e-05-0j 2.36666e-05-0j 1.57778e-05-0j -4.43266e-06-0j 1.97222e-06-0j 1.38055e-05-0j 1.36639e-05-0j -2.21633e-06-0j 9.20369e-06-0j -2.61197e-07-0j 1.15046e-06-0j 7.97063e-06-0j 2.78914e-06-0j -3.19899e-07-0j 1.39457e-06-0j 1.627e-06-0j 1.64352e-07-0j -2.06494e-08-0j 8.13499e-07-0j 2.01289e-07-0j 9.58718e-08-0j -6.50395e-10-0j 1.29931e-08-0j 1.17418e-07-0j 4.09245e-10-0j 7.57933e-09-0j 2.38726e-10-0j 
-0.00278015-0j -0.000463359-0j -0.000283748-0j -5.79199e-05-0j -3.41296e-06-0j -4.33932e-05-0j -7.00254e-06-0j -5.71755e-06-0j -8.25258e-07-0j -7.14694e-07-0j -8.42275e-08-0j -3.84444e-09-0j 0.00156572-0j 0.00157188-0j 0.000247562-0j 0.000248536-0j 0.000195715-0j 0.000130477-0j 0.000196485-0j 2.8249e-05-0j 0.00013099-0j 2.83601e-05-0j 3.26192e-05-0j 1.15326e-05-0j 3.27474e-05-0j 2.71826e-06-0j 1.1578e-05-0j 2.88316e-06-0j 2.72895e-06-0j 2.89449e-06-0j 2.40263e-07-0j 2.41208e-07-0j 8.95407e-09-0j 8.98928e-09-0j 0.415908-0j -0.00866307-0j -0.584832-0j -0.000189333-0j 3.94368e-06-0j 0.000266232-0j -0.000146657-0j -2.11681e-05-0j -0.000133879-0j 3.05476e-06-0j 0.000206222-0j 4.40916e-07-0j -2.36666e-05-0j 2.7886e-06-0j 2.97656e-05-0j -1.57778e-05-0j 0.000188254-0j -1.97222e-06-0j -1.36639e-05-0j 4.92959e-07-0j 3.2864e-07-0j -2.78914e-06-0j 4.10799e-08-0j 3.3279e-05-0j 2.8461e-07-0j -1.39457e-06-0j 2.2186e-05-0j -1.64352e-07-0j 2.77325e-06-0j 1.92136e-05-0j 5.80958e-08-0j -2.01289e-07-0j 2.90479e-08-0j 3.92197e-06-0j 3.42333e-09-0j -1.29931e-08-0j 1.96098e-06-0j 4.1927e-09-0j 2.31104e-07-0j -4.09245e-10-0j 2.70638e-10-0j 2.83044e-07-0j 8.52429e-12-0j 1.82704e-08-0j 5.75463e-10-0j 
0.00162176-0j 0.000270293-0j 0.00016552-0j 3.37866e-05-0j 1.99089e-06-0j -0.00284602-0j -0.000459274-0j -0.000374996-0j -5.4126e-05-0j -4.68745e-05-0j -5.52421e-06-0j -2.52145e-07-0j 0.000940099-0j 0.000852812-0j 0.000148643-0j 0.000134841-0j 0.000117512-0j 7.83416e-05-0j 0.000106601-0j 1.69615e-05-0j 7.10676e-05-0j 1.53866e-05-0j 1.95854e-05-0j 6.92449e-06-0j 1.77669e-05-0j 1.63212e-06-0j 6.28155e-06-0j 1.73112e-06-0j 1.48058e-06-0j 1.57039e-06-0j 1.4426e-07-0j 1.30866e-07-0j 5.37626e-09-0j 4.87707e-09-0j -0.242613-0j 0.584832-0j -0.673207-0j 0.000110444-0j -0.000266232-0j 0.000306463-0j 8.55498e-05-0j 1.2348e-05-0j 7.80959e-05-0j -0.000206222-0j 0.000237385-0j -2.97656e-05-0j 1.38055e-05-0j -0.000188254-0j 3.42636e-05-0j 9.20369e-06-0j 0.000216702-0j 1.15046e-06-0j 7.97063e-06-0j -3.3279e-05-0j -2.2186e-05-0j 1.627e-06-0j -2.77325e-06-0j 3.83078e-05-0j -1.92136e-05-0j 8.13499e-07-0j 2.55386e-05-0j 9.58718e-08-0j 3.19232e-06-0j 2.2117e-05-0j -3.92197e-06-0j 1.17418e-07-0j -1.96098e-06-0j 4.51462e-06-0j -2.31104e-07-0j 7.57933e-09-0j 2.25731e-06-0j -2.83044e-07-0j 2.66027e-07-0j 2.38726e-10-0j -1.82704e-08-0j 3.25815e-07-0j -5.75463e-10-0j 2.10312e-08-0j 6.62422e-10-0j 
-0.000350267-0j 0.00275257-0j -3.57489e-05-0j 0.00069544-0j 8.23884e-05-0j -0.000315542-0j 0.00240095-0j -4.15763e-05-0j 0.000571909-0j 0.000245045-0j 8.78616e-05-0j 6.7025e-06-0j 0.0593859-0j 0.0600013-0j 0.00151373-0j 0.00152942-0j -2.53803e-05-0j -1.69202e-05-0j -2.56433e-05-0j 0.000349123-0j -1.70955e-05-0j 0.000352741-0j 0.000199451-0j -1.49555e-06-0j 0.000201518-0j 5.05678e-05-0j -1.51105e-06-0j 3.56322e-05-0j 5.10918e-05-0j 3.60015e-05-0j 5.96986e-06-0j 6.03173e-06-0j 3.34306e-07-0j 3.3777e-07-0j 0.000300899-0j -0.000189333-0j -0.000110444-0j 0.646935-0j -0.407068-0j -0.237456-0j 3.6337e-05-0j -0.000499839-0j 3.3171e-05-0j -2.28641e-05-0j -1.33374e-05-0j 0.000314511-0j -0.000276487-0j -2.0872e-05-0j 0.000183465-0j -0.000184324-0j -1.21753e-05-0j -7.0099e-05-0j 3.3855e-06-0j 0.000173972-0j 0.000115982-0j -6.58596e-05-0j 4.4108e-05-0j 0.000101484-0j -2.13024e-06-0j -1.62921e-05-0j 6.76559e-05-0j -7.80235e-06-0j 2.57297e-05-0j -1.24264e-06-0j 4.14405e-05-0j -7.15445e-06-0j 1.02514e-05-0j 2.41736e-05-0j 4.90944e-06-0j -7.71842e-07-0j 5.98e-06-0j 4.50176e-06-0j 2.86384e-06-0j -3.40756e-08-0j 4.85663e-07-0j 2.62603e-06-0j 2.14412e-08-0j 2.83303e-07-0j 1.25074e-08-0j 
0.000433433-0j -0.00340613-0j 4.4237e-05-0j -0.000860563-0j -0.00010195-0j 6.7651e-06-0j -5.14754e-05-0j 8.9138e-07-0j -1.22615e-05-0j -5.25369e-06-0j -1.88372e-06-0j -1.43699e-07-0j 0.0713943-0j 0.071675-0j 0.00181982-0j 0.00182697-0j -3.05124e-05-0j -2.03416e-05-0j -3.06324e-05-0j 0.000419719-0j -2.04216e-05-0j 0.000421369-0j 0.000239782-0j -1.79796e-06-0j 0.000240725-0j 6.07931e-05-0j -1.80503e-06-0j 4.28374e-05-0j 6.10322e-05-0j 4.30058e-05-0j 7.17702e-06-0j 7.20524e-06-0j 4.01906e-07-0j 4.03486e-07-0j 0.000189333-0j -3.94368e-06-0j -0.000266232-0j 0.407068-0j -0.00847894-0j -0.572401-0j 2.28641e-05-0j -0.000314511-0j 2.0872e-05-0j -4.76244e-07-0j -3.21506e-05-0j 6.55105e-06-0j -0.000173972-0j -4.34749e-07-0j 0.000442252-0j -0.000115982-0j -2.93493e-05-0j -4.4108e-05-0j 2.13024e-06-0j 3.62372e-06-0j 2.41582e-06-0j -4.14405e-05-0j 9.1874e-07-0j 0.000244633-0j -4.43714e-08-0j -1.02514e-05-0j 0.000163088-0j -4.90944e-06-0j 6.20228e-05-0j -2.99545e-06-0j 8.63177e-07-0j -4.50176e-06-0j 2.1353e-07-0j 5.82719e-05-0j 1.0226e-07-0j -4.85663e-07-0j 1.44151e-05-0j 9.37685e-08-0j 6.90344e-06-0j -2.14412e-08-0j 1.0116e-08-0j 6.33018e-06-0j 4.46606e-10-0j 6.82918e-07-0j 3.01497e-08-0j 
-0.000252836-0j 0.00198691-0j -2.58049e-05-0j 0.000501995-0j 5.94711e-05-0j 0.000443701-0j -0.00337611-0j 5.84628e-05-0j -0.000804194-0j -0.000344572-0j -0.000123547-0j -9.42476e-06-0j 0.042867-0j 0.0388868-0j 0.00109267-0j 0.000991213-0j -1.83205e-05-0j -1.22136e-05-0j -1.66194e-05-0j 0.00025201-0j -1.10796e-05-0j 0.000228611-0j 0.000143972-0j -1.07954e-06-0j 0.000130604-0j 3.65018e-05-0j -9.79309e-07-0j 2.57207e-05-0j 3.31126e-05-0j 2.33325e-05-0j 4.30927e-06-0j 3.90916e-06-0j 2.41315e-07-0j 2.18909e-07-0j -0.000110444-0j 0.000266232-0j -0.000306463-0j -0.237456-0j 0.572401-0j -0.658898-0j -1.33374e-05-0j 0.000183465-0j -1.21753e-05-0j 3.21506e-05-0j -3.70089e-05-0j -0.000442252-0j 0.000101484-0j 2.93493e-05-0j 0.000509082-0j 6.76559e-05-0j -3.37843e-05-0j 2.57297e-05-0j -1.24264e-06-0j -0.000244633-0j -0.000163088-0j 2.41736e-05-0j -6.20228e-05-0j 0.000281599-0j 2.99545e-06-0j 5.98e-06-0j 0.000187733-0j 2.86384e-06-0j 7.13952e-05-0j -3.4481e-06-0j -5.82719e-05-0j 2.62603e-06-0j -1.44151e-05-0j 6.70774e-05-0j -6.90344e-06-0j 2.83303e-07-0j 1.65934e-05-0j -6.33018e-06-0j 7.94662e-06-0j 1.25074e-08-0j -6.82918e-07-0j 7.28674e-06-0j -3.01497e-08-0j 7.86115e-07-0j 3.47057e-08-0j 
-0.000271315-0j -4.52192e-05-0j 0.00532249-0j 0.000540398-0j -3.33071e-07-0j 0.0593445-0j -3.94427e-05-0j 0.00307895-0j -4.64837e-06-0j 0.000773762-0j 4.53572e-05-0j -2.16543e-08-0j -0.000157276-0j -0.000158906-0j 0.00603782-0j 0.00610039-0j 0.00187955-0j -1.31063e-05-0j 0.00189903-0j -2.8376e-06-0j -1.32422e-05-0j -2.86701e-06-0j 0.000313258-0j 0.000334577-0j 0.000316504-0j -2.73049e-07-0j 0.000338044-0j 5.56663e-05-0j -2.75878e-07-0j 5.62432e-05-0j 2.30736e-06-0j 2.33127e-06-0j -8.99433e-10-0j -9.08753e-10-0j 0.000233075-0j -0.000146657-0j -8.55498e-05-0j 3.6337e-05-0j -2.28641e-05-0j -1.33374e-05-0j 0.653361-0j -0.000986397-0j 2.56941e-05-0j -0.411111-0j -0.239815-0j 0.000620666-0j -0.00043425-0j -1.61674e-05-0j 0.000362055-0j 3.02808e-06-0j -9.43097e-06-0j 3.7851e-07-0j -0.000504051-0j 0.000273241-0j -1.90534e-06-0j -5.11768e-05-0j -2.38168e-07-0j 0.000159391-0j 0.000317162-0j -7.73005e-05-0j -1.11145e-06-0j 3.15425e-08-0j -1.38931e-07-0j 0.000185011-0j 3.22018e-05-0j -7.42537e-06-0j 4.86395e-05-0j 1.87844e-05-0j -1.98473e-08-0j -2.38406e-07-0j 2.8373e-05-0j 4.67223e-06-0j -1.15776e-08-0j 7.85427e-11-0j 1.50011e-07-0j 2.72547e-06-0j -4.94211e-11-0j 8.75065e-08-0j -2.8829e-11-0j 
3.9161e-05-0j -0.000622021-0j 3.99685e-06-0j 0.00362683-0j 0.00131908-0j -0.00856564-0j -0.000542561-0j 4.64837e-06-0j 0.0029826-0j -5.53749e-05-0j 0.000932877-0j 0.00014343-0j 2.27008e-05-0j 2.29361e-05-0j 0.0830543-0j 0.083915-0j 2.8376e-06-0j 1.89174e-06-0j 2.86701e-06-0j 0.00182073-0j 1.91134e-06-0j 0.0018396-0j -4.50716e-05-0j 1.67207e-07-0j -4.55387e-05-0j 0.000536907-0j 1.6894e-07-0j 0.000185828-0j 0.000542471-0j 0.000187753-0j 9.55801e-05-0j 9.65706e-05-0j 8.95497e-06-0j 9.04777e-06-0j -3.36415e-05-0j 2.11681e-05-0j 1.2348e-05-0j 0.000499839-0j -0.000314511-0j -0.000183465-0j 0.000986397-0j 0.632916-0j -3.70863e-06-0j -0.000620666-0j -0.000362055-0j -0.398247-0j 6.24799e-05-0j 2.33356e-06-0j -0.23231-0j 4.16533e-05-0j 1.36124e-06-0j -0.000744281-0j -3.7851e-07-0j -3.93139e-05-0j -2.62093e-05-0j -0.000343468-0j 0.00046832-0j -2.29331e-05-0j 2.38168e-07-0j 3.68166e-06-0j -1.52888e-05-0j -0.000124919-0j 0.000273187-0j 1.38931e-07-0j 0.000216119-0j -7.59628e-05-0j -2.3166e-06-0j 0.000126069-0j 7.86023e-05-0j -1.65171e-05-0j -1.35135e-06-0j 4.77977e-05-0j 4.58513e-05-0j -1.09631e-06-0j 1.0393e-05-0j 2.7882e-05-0j 6.89826e-07-0j 6.06256e-06-0j 4.02398e-07-0j 
0.0479074-0j 0.00595923-0j -2.52783e-05-0j -5.15991e-06-0j -3.04051e-07-0j -0.000223122-0j 0.00696459-0j 0.00424412-0j 0.000612587-0j -3.67486e-06-0j -4.33086e-07-0j -1.97676e-08-0j -0.000143573-0j -0.00014506-0j -2.27008e-05-0j -2.29361e-05-0j 0.00347137-0j 0.00346641-0j 0.00350734-0j 0.000501049-0j 0.00350233-0j 0.000506242-0j 0.000431805-0j -1.05751e-06-0j 0.00043628-0j 3.59838e-05-0j -1.06847e-06-0j -2.64378e-07-0j 3.63567e-05-0j -2.67118e-07-0j -2.20315e-08-0j -2.22598e-08-0j -8.21066e-10-0j -8.29575e-10-0j 0.000212767-0j -0.000133879-0j -7.80959e-05-0j 3.3171e-05-0j -2.0872e-05-0j -1.21753e-05-0j 2.56941e-05-0j 3.70863e-06-0j 0.654968-0j -1.61674e-05-0j -9.43097e-06-0j -2.33356e-06-0j -0.000802024-0j -0.412122-0j -1.36124e-06-0j -0.000800877-0j -0.240405-0j -6.68353e-05-0j -0.000345593-0j 0.000504654-0j 0.000503932-0j -7.05439e-05-0j 4.20545e-05-0j 0.000294381-0j 0.000217456-0j 2.44327e-07-0j 0.00029396-0j -4.15684e-06-0j 2.45318e-05-0j 0.000126849-0j 4.4388e-05-0j 3.52656e-08-0j -1.53737e-07-0j 2.5893e-05-0j 2.61559e-06-0j 2.27638e-09-0j -8.96798e-08-0j -2.219e-08-0j 1.52576e-06-0j 7.16994e-11-0j -1.43236e-09-0j -1.29442e-08-0j -4.5115e-11-0j -8.35542e-10-0j -2.63171e-11-0j 
