0.49278-0j -0.512476-0j -0.0595889-0j 0.0716384-0j -0.0430136-0j -0.0363761-0j -0.00525044-0j -0.0424388-0j 0.0764855-0j -0.00612552-0j 0.0360769-0j 0.0110397-0j 0.00520725-0j -0.015317-0j -0.00221082-0j -0.0264821-0j -0.00468141-0j -0.000390118-0j -0.0299147-0j 0.0237299-0j -0.00528822-0j -0.0246783-0j -0.000440685-0j 0.0628994-0j 0.00419489-0j -0.00436256-0j 0.000349574-0j 0.0171291-0j 0.0111191-0j -0.000363546-0j -0.00563321-0j 0.000926595-0j 0.00302803-0j 0.000252336-0j -0.00099582-0j -8.2985e-05-0j -0.0208702-0j -0.00347837-0j -0.00213006-0j -0.0230991-0j -0.000434797-0j -2.56206e-05-0j 0.0177416-0j -0.00384985-0j -0.0121743-0j -0.0184507-0j -0.00235754-0j -0.000481232-0j 0.0206985-0j 0.00295693-0j -2.83568e-05-0j -0.00202905-0j 0.037019-0j 0.00181074-0j -0.0124279-0j -0.00307512-0j -0.00124253-0j 0.0387949-0j -0.00188312-0j 0.000369617-0j -0.000253631-0j 0.00344975-0j -0.00038439-0j 2.17799e-05-0j 0.00747049-0j 0.00211253-0j 0.00616984-0j -1.49454e-05-0j -0.00207132-0j -2.26504e-05-0j -0.00200597-0j 0.00377824-0j 0.000431219-0j 0.00646582-0j -0.00126842-0j 0.00077123-0j 0.00395949-0j 2.54098e-05-0j 0.00124508-0j -0.000258915-0j 0.000808228-0j 0.000762454-0j 4.54452e-05-0j -1.52567e-05-0j -0.000334328-0j 0.000155635-0j -0.000204733-0j 4.76253e-05-0j -4.1791e-05-0j 9.1709e-06-0j -2.46256e-06-0j 
0.000349574-0j -0.000363546-0j -0.0119256-0j -0.00729024-0j 0.00437725-0j -2.58049e-05-0j -0.0507414-0j 5.92061e-05-0j 5.42582e-05-0j 0.11642-0j 2.55926e-05-0j 0.10669-0j 0.0503239-0j -1.08657e-05-0j -0.0213658-0j -1.87862e-05-0j 0.000476401-0j 0.173944-0j -2.12212e-05-0j -3.31054e-05-0j 0.000538152-0j 3.44286e-05-0j 0.196491-0j 4.46203e-05-0j 0.000839525-0j -0.00087308-0j 0.306529-0j 1.21513e-05-0j -0.00113153-0j -0.318781-0j -3.99615e-06-0j -0.413148-0j -0.000308146-0j -0.112511-0j 0.000101339-0j 0.0370011-0j -1.48052e-05-0j 0.000353975-0j -1.51105e-06-0j -1.63863e-05-0j -0.00420196-0j 0.0471907-0j 1.25857e-05-0j 0.000391778-0j 4.26049e-05-0j -1.30888e-05-0j -1.67242e-06-0j -0.00465072-0j -2.88764e-05-0j -0.000300911-0j 0.0522305-0j -0.00101863-0j 2.6261e-05-0j 1.28453e-06-0j 1.73381e-05-0j 0.000312938-0j 4.34835e-06-0j 2.75208e-05-0j -1.33587e-06-0j 0.00357205-0j 0.012092-0j 0.000690401-0j -0.00371482-0j -0.0401164-0j 5.29951e-06-0j -2.94718e-06-0j -0.00062787-0j -0.135801-0j -0.000414535-0j 0.0417198-0j -1.42302e-06-0j 2.68025e-06-0j -0.00819561-0j -0.000657991-0j 1.76956e-06-0j 0.00745332-0j 2.80883e-06-0j 0.0920418-0j -0.000126705-0j 0.00492086-0j 0.00781088-0j 5.40879e-07-0j -0.0837055-0j -0.0552643-0j 3.40227e-05-0j 0.00150409-0j -1.45236e-07-0j -0.0877211-0j -0.000403877-0j -0.0168919-0j 0.00453579-0j 
0.0171291-0j -0.015994-0j -0.00207132-0j -0.0048509-0j -0.00574754-0j -0.00126444-0j -0.000182507-0j 0.00287369-0j 0.00265865-0j 0.000414781-0j 0.00112593-0j 0.000383743-0j 0.000162515-0j -0.00063743-0j -9.20051e-05-0j 0.13289-0j -0.000162727-0j -1.35606e-05-0j -0.292427-0j -0.119079-0j 0.000358084-0j 0.111188-0j 2.98404e-05-0j 0.614866-0j 0.000145815-0j -0.000136152-0j 1.21513e-05-0j -0.330423-0j -0.000752918-0j -1.1346e-05-0j -0.360029-0j -6.27432e-05-0j 0.000404611-0j 3.37176e-05-0j 0.000440865-0j 3.67387e-05-0j -0.000725454-0j 0.0174548-0j -7.40413e-05-0j 0.00156413-0j -1.51136e-05-0j -8.90578e-07-0j 0.000616701-0j -0.0376338-0j -0.000423181-0j -0.000575834-0j 0.000159638-0j 3.25859e-05-0j -0.00140157-0j -0.0148382-0j 1.92015e-06-0j 0.010182-0j 0.00128679-0j 6.29418e-05-0j -0.00166064-0j 0.0138549-0j -4.31908e-05-0j 0.00121076-0j -5.87708e-05-0j 1.28479e-05-0j -8.81628e-06-0j 0.0337227-0j -1.19965e-05-0j 7.57072e-07-0j 0.000310891-0j -0.000143047-0j -0.0309609-0j -5.19504e-07-0j 0.039956-0j -7.06902e-07-0j 0.00304361-0j 0.000131332-0j -2.91994e-05-0j -0.0291317-0j -0.000169488-0j 2.68081e-05-0j 0.000123573-0j -1.72059e-06-0j -0.00748023-0j -3.45967e-05-0j 2.52242e-05-0j 3.17302e-05-0j 1.57968e-06-0j -2.03863e-06-0j -0.0732311-0j 6.4769e-06-0j 0.000310637-0j 1.48635e-06-0j 6.34086e-05-0j 3.81655e-07-0j 3.73639e-06-0j 
0.0111191-0j 0.00368496-0j 0.0209282-0j -0.00132053-0j -0.0294284-0j 0.0259044-0j 0.00372712-0j 0.000523618-0j 0.0164296-0j 7.53382e-05-0j 0.0751297-0j 0.00236389-0j 0.0108097-0j -0.0319669-0j -0.0045994-0j -0.000197255-0j -0.15719-0j 0.000416851-0j -3.86059e-06-0j 0.000535444-0j -0.00307646-0j 0.00017745-0j 8.15845e-06-0j -2.44854e-06-0j 0.426689-0j 0.141408-0j -0.00113153-0j -0.000752918-0j -0.00195121-0j -0.000374998-0j 0.000164203-0j 5.17441e-06-0j -0.599991-0j 0.00159111-0j 0.130852-0j -0.000347005-0j -0.000155454-0j 0.00122164-0j 0.0030496-0j -2.98102e-06-0j -0.0295083-0j 3.65654e-05-0j 0.000400323-0j 2.34264e-05-0j -9.06817e-05-0j 0.00013267-0j 5.84798e-05-0j -0.000565858-0j 8.09193e-06-0j -0.00314594-0j 7.01185e-07-0j 0.000712623-0j -0.000700907-0j -0.00785329-0j 0.00018033-0j -0.00104259-0j 0.00177894-0j 8.41445e-05-0j -0.00260263-0j 0.0759894-0j -0.0172132-0j -6.35904e-05-0j 0.0251834-0j -9.41625e-05-0j -0.000494013-0j -0.000158742-0j 0.00550808-0j 2.13298e-05-0j -0.00141713-0j -3.12061e-05-0j 7.31551e-05-0j 0.0137499-0j 0.00153601-0j -0.00066125-0j -0.0035376-0j -0.133046-0j -0.00165069-0j -1.90335e-06-0j 0.0038822-0j 0.0342303-0j 0.0159723-0j 0.00969123-0j 0.000164865-0j -4.24166e-05-0j -0.00057489-0j -0.0937735-0j -0.00143511-0j -1.97921e-05-0j 0.0138863-0j 0.0001162-0j -1.72073e-05-0j 
0.000363546-0j -0.000367093-0j 0.0120491-0j 0.0073189-0j -0.00397082-0j 2.60724e-05-0j 0.0512672-0j 5.77468e-05-0j 1.8627e-05-0j 0.11355-0j -2.65996e-05-0j 0.0366271-0j -0.0523039-0j 5.18879e-05-0j 0.102029-0j 1.89808e-05-0j -0.000481338-0j -0.175747-0j -2.06982e-05-0j -3.44286e-05-0j 0.000524888-0j 3.47645e-05-0j 0.191648-0j -1.47875e-05-0j 0.00087308-0j -0.000881598-0j 0.318781-0j 1.1346e-05-0j 0.000374998-0j -0.321891-0j 4.23388e-05-0j 0.13692-0j -0.000287726-0j -0.105055-0j -0.00107368-0j -0.392023-0j 1.49586e-05-0j -0.000357643-0j 1.52671e-06-0j -1.59824e-05-0j 0.00424551-0j -0.0476797-0j 1.30888e-05-0j 0.000382122-0j -4.30464e-05-0j -1.32165e-05-0j -1.6312e-06-0j -0.00453609-0j 2.89899e-05-0j -0.000312938-0j 0.0509431-0j 0.00102919-0j 5.39884e-06-0j 1.33587e-06-0j -1.57283e-05-0j 0.000315991-0j -4.39341e-06-0j -9.44231e-06-0j -1.3489e-06-0j 0.00371482-0j -0.0122173-0j -0.000693115-0j -0.00375106-0j -0.0417198-0j 2.60486e-05-0j 2.95877e-06-0j -0.00012908-0j 0.137208-0j 0.000376045-0j 0.0421268-0j 2.61348e-05-0j 5.51017e-07-0j 0.00822783-0j 0.000225755-0j -1.60526e-06-0j 0.00153228-0j -9.63701e-07-0j -0.0924037-0j -0.000622793-0j -0.00446396-0j -0.00267989-0j 2.65858e-06-0j -0.0172085-0j 0.050133-0j -0.000624852-0j 0.00739305-0j 2.66737e-06-0j 0.0300968-0j 0.00741749-0j -0.0830286-0j -0.0833031-0j 
0.00563321-0j 0.0596833-0j 0.000661798-0j -0.00320479-0j -0.00608425-0j 0.000403995-0j 5.83117e-05-0j -0.00184448-0j 0.000288628-0j -0.000266228-0j 0.00432465-0j 4.16599e-05-0j 0.000624209-0j -0.00316725-0j -0.000457153-0j -0.0424589-0j 5.1992e-05-0j 4.33267e-06-0j 0.187695-0j -0.0391612-0j -0.000229837-0j -0.414909-0j -1.91531e-05-0j 0.134096-0j 4.79538e-05-0j 0.000508066-0j 3.99615e-06-0j 0.360029-0j -0.000164203-0j 4.23388e-05-0j -0.449239-0j -1.36836e-05-0j -0.000440865-0j -3.67387e-05-0j 0.000550104-0j 4.5842e-05-0j 0.000231786-0j -0.00557691-0j 2.36566e-05-0j -0.00100394-0j 4.82887e-06-0j 2.84544e-07-0j 0.000202813-0j 0.0241553-0j 0.000135208-0j 0.00214878-0j -0.000102464-0j -2.09153e-05-0j -0.000925961-0j -0.00487979-0j -1.23245e-06-0j -0.0032532-0j 8.3656e-05-0j 2.06995e-05-0j -0.00175793-0j -0.0517009-0j 1.37997e-05-0j 0.00153516-0j 0.000219309-0j 4.22526e-06-0j 2.81684e-06-0j 0.0222792-0j 4.47662e-05-0j 2.48976e-07-0j -0.00159001-0j -9.45055e-05-0j -0.00201281-0j 1.65984e-07-0j 0.0422968-0j 2.63788e-06-0j 0.00314616-0j 8.5381e-06-0j -1.92909e-05-0j -0.0369369-0j -0.000179418-0j 1.74283e-06-0j 0.000156682-0j -1.13672e-06-0j 0.0382567-0j -3.66235e-05-0j 3.19825e-05-0j -0.00016228-0j 1.02697e-07-0j -2.15806e-06-0j -0.0756985-0j -3.31253e-05-0j 0.000321104-0j 1.88459e-06-0j 6.5545e-05-0j -1.95193e-06-0j 3.86228e-06-0j 
-0.000926595-0j -0.00030708-0j -0.00530603-0j 0.000334801-0j 0.00746111-0j 2.25793e-05-0j 0.0443987-0j 4.56407e-07-0j 1.43207e-05-0j 0.000897453-0j 6.54862e-05-0j 0.0281594-0j 0.128768-0j -2.78637e-05-0j -0.0547896-0j 1.64379e-05-0j -0.000416851-0j -0.152201-0j 3.21716e-07-0j -4.46203e-05-0j -8.15845e-06-0j -1.47875e-05-0j -0.00297883-0j 2.04045e-07-0j 0.00113153-0j 0.000374998-0j 0.413148-0j 6.27432e-05-0j -5.17441e-06-0j 0.13692-0j -1.36836e-05-0j -0.00188929-0j -0.00159111-0j -0.580951-0j 0.000347005-0j 0.126699-0j 1.29545e-05-0j -0.000309728-0j 1.32217e-06-0j 2.48419e-07-0j 0.00367672-0j -0.0412918-0j -3.33603e-05-0j -5.9394e-06-0j 7.55681e-06-0j -1.10558e-05-0j 2.53541e-08-0j 7.05055e-05-0j -6.74327e-07-0j 0.000797605-0j -0.000791821-0j -0.000180675-0j 5.84089e-05-0j -3.40482e-06-0j -1.50275e-05-0j 0.000264332-0j 7.71263e-07-0j -7.01204e-06-0j -1.12838e-06-0j -0.00946822-0j 0.00214475-0j 1.61224e-05-0j -0.00313783-0j 0.106334-0j 4.11677e-05-0j -6.88232e-08-0j -0.00139649-0j -0.0240869-0j 0.000359291-0j 0.0352398-0j -6.09626e-06-0j 5.96133e-06-0j -0.000191386-0j 0.00016765-0j -1.53374e-06-0j 0.0165774-0j -7.15663e-07-0j 0.00214938-0j -0.000984273-0j -0.00426507-0j -0.00199014-0j 4.20166e-06-0j -0.186175-0j 0.0478994-0j 0.000145755-0j 0.0116841-0j -6.22197e-07-0j 0.0223505-0j -0.00173022-0j -0.13122-0j 0.0194315-0j 
-0.00302803-0j 0.00282737-0j -0.0172649-0j -0.0404332-0j -0.0479069-0j -0.02137-0j -0.00307472-0j 0.0485675-0j 0.0449332-0j 0.0069879-0j 0.0190291-0j 0.00646499-0j 0.00273791-0j -0.010773-0j -0.00155003-0j 0.000162727-0j 0.129675-0j -0.000343885-0j -0.000358084-0j -0.000145815-0j -0.285353-0j 0.000136152-0j 0.000756727-0j 0.000752918-0j -0.116198-0j 0.108498-0j 0.000308146-0j -0.000404611-0j 0.599991-0j -0.000287726-0j -0.000440865-0j -0.00159111-0j -0.322429-0j 0.000855049-0j -0.35132-0j 0.000931663-0j 0.000128243-0j -0.0010078-0j -0.0025158-0j -0.000276501-0j 0.0243431-0j -3.01649e-05-0j -0.000109018-0j 0.00217288-0j 7.48086e-05-0j 0.000101794-0j 0.00542422-0j -0.0524854-0j 0.000247765-0j 0.000856722-0j 6.50375e-05-0j -0.000587884-0j -0.000227474-0j 0.00213865-0j 0.000293563-0j -0.000799948-0j -0.00146755-0j -0.000214035-0j -0.00199693-0j -0.0206939-0j 0.0142002-0j -0.00194707-0j 0.0193225-0j 2.56429e-05-0j -5.49583e-05-0j -0.00486051-0j 0.00178761-0j -1.75962e-05-0j -0.00230696-0j -2.39436e-05-0j -0.00053804-0j 0.00446245-0j 0.0470308-0j 0.00168199-0j -0.00575893-0j -0.0431792-0j 0.0041988-0j -5.82785e-05-0j 0.00043189-0j 0.0557241-0j -0.0406281-0j 0.00107814-0j 5.35057e-05-0j -6.90507e-05-0j 0.00422819-0j -0.0104322-0j 0.0105549-0j 5.03444e-05-0j -0.102131-0j 1.29271e-05-0j 0.000126556-0j 
0.000252336-0j -0.000235614-0j 0.00437725-0j 0.0102512-0j 0.0121461-0j -1.8627e-05-0j -0.0366271-0j 4.23334e-05-0j 3.91656e-05-0j 0.0832421-0j 1.65866e-05-0j 0.0770131-0j 0.0326149-0j -9.39023e-06-0j -0.0184644-0j -1.35606e-05-0j 0.000343885-0j 0.12556-0j 2.98404e-05-0j 1.21513e-05-0j -0.000756727-0j -1.1346e-05-0j -0.276297-0j -6.27432e-05-0j -0.000308146-0j 0.000287726-0j -0.112511-0j 3.37176e-05-0j 0.00159111-0j 0.105055-0j 3.67387e-05-0j 0.580951-0j -0.000855049-0j -0.312197-0j -0.000931663-0j -0.340171-0j -1.06869e-05-0j 0.000255512-0j -1.09073e-06-0j 2.30417e-05-0j -0.00303314-0j 0.034064-0j 9.08487e-06-0j -0.000550902-0j -6.23405e-06-0j -8.48283e-06-0j 2.35169e-06-0j 0.00653964-0j -2.06471e-05-0j -0.000217209-0j -0.0734443-0j 0.000149049-0j 1.89562e-05-0j 9.27221e-07-0j -2.44636e-05-0j 0.000202815-0j -6.3626e-07-0j 1.78362e-05-0j -8.65775e-07-0j 0.00257844-0j -0.00176933-0j 0.000493649-0j -0.00240757-0j -0.0289575-0j 4.57986e-06-0j -2.10729e-06-0j -0.000453221-0j 0.0198707-0j 0.000584895-0j 0.0270386-0j 4.48367e-05-0j 1.93471e-06-0j -0.00586001-0j -0.000426444-0j -2.4968e-06-0j 0.00538009-0j 1.8204e-06-0j 0.0658116-0j -0.000109499-0j -0.00694318-0j 0.00506223-0j 4.6743e-07-0j -0.0604218-0j 0.0779762-0j -0.00107199-0j 0.00129984-0j 4.57612e-06-0j -0.056852-0j 0.0127254-0j -0.0145981-0j -0.142914-0j 
-0.00099582-0j -0.0105506-0j 0.00551622-0j -0.0267126-0j -0.0507135-0j 0.00682783-0j 0.000982388-0j -0.0311731-0j 0.00487803-0j -0.00448519-0j 0.0730898-0j 0.000701852-0j 0.0105162-0j -0.0535289-0j -0.00770174-0j -5.1992e-05-0j -0.0414318-0j 0.000109873-0j 0.000229837-0j -4.79538e-05-0j 0.183154-0j -0.000508066-0j -0.000485706-0j 0.000164203-0j -0.0382138-0j -0.404871-0j 0.000101339-0j 0.000440865-0j 0.130852-0j 0.00107368-0j -0.000550104-0j -0.000347005-0j 0.35132-0j -0.000931663-0j -0.438371-0j 0.00116251-0j -4.09743e-05-0j 0.000321997-0j 0.000803809-0j 0.000177473-0j -0.00777775-0j 9.63783e-06-0j -3.58526e-05-0j -0.00139467-0j -2.39017e-05-0j -0.000379854-0j -0.00348154-0j 0.0336878-0j 0.000163688-0j 0.000281747-0j -4.17444e-05-0j 0.000187832-0j -1.47884e-05-0j 0.000703333-0j 0.000310761-0j 0.00298509-0j 0.000468889-0j -0.000271381-0j 0.00745174-0j -0.00680553-0j -0.00453702-0j -0.00128635-0j -0.0721039-0j 8.4331e-06-0j 0.000281077-0j -0.00321114-0j 0.000116215-0j 5.62207e-06-0j -0.00244211-0j 8.93479e-05-0j -0.000556168-0j 0.00029011-0j 0.0310713-0j 0.00213265-0j -0.00609631-0j -0.00280714-0j 0.00532378-0j -3.85022e-05-0j -0.00220885-0j 0.0589886-0j -0.0515135-0j -0.005514-0j 3.47848e-06-0j -7.3096e-05-0j 0.00437065-0j 0.0533541-0j 0.0109106-0j 6.38332e-05-0j -0.105572-0j -6.6114e-05-0j 0.00013082-0j 
8.2985e-05-0j 0.000879217-0j -0.00139855-0j 0.00677256-0j 0.0128576-0j 5.95141e-06-0j 0.0117025-0j -2.71718e-05-0j 4.2519e-06-0j -0.053429-0j 6.37081e-05-0j 0.00836069-0j 0.125272-0j -4.6658e-05-0j -0.0917456-0j 4.33267e-06-0j -0.000109873-0j -0.040117-0j -1.91531e-05-0j 3.99615e-06-0j 0.000485706-0j 4.23388e-05-0j 0.177342-0j -1.36836e-05-0j -0.000101339-0j -0.00107368-0j -0.0370011-0j -3.67387e-05-0j 0.000347005-0j -0.392023-0j 4.5842e-05-0j 0.126699-0j 0.000931663-0j 0.340171-0j -0.00116251-0j -0.42446-0j 3.41453e-06-0j -8.16375e-05-0j 3.48494e-07-0j -1.47894e-05-0j 0.000969102-0j -0.0108836-0j 2.98771e-06-0j 0.000353597-0j 1.99181e-06-0j 3.16545e-05-0j -1.50943e-06-0j -0.00419748-0j -1.36407e-05-0j -7.14328e-05-0j 0.0471403-0j -4.76219e-05-0j 1.23237e-06-0j 3.04932e-07-0j -2.58967e-05-0j -0.000756823-0j 2.03288e-07-0j 2.26151e-05-0j 3.23072e-06-0j 0.000847964-0j 0.00056531-0j 0.000326133-0j 0.00898409-0j -0.00952317-0j -2.34231e-05-0j -1.3922e-06-0j -2.94645e-05-0j -0.00634878-0j 0.000619161-0j -0.100897-0j 4.63473e-05-0j 1.25778e-07-0j -0.00387147-0j -0.0005407-0j -2.64307e-06-0j 0.000349767-0j 2.30814e-06-0j 0.043479-0j 0.00056002-0j -0.00734993-0j 0.00641855-0j -2.39061e-06-0j -0.00392811-0j 0.0825444-0j -0.00110811-0j -0.00664789-0j 4.7303e-06-0j -0.0720843-0j 0.0131542-0j 0.0746599-0j -0.14773-0j 
0.0208702-0j 0.0210865-0j 0.00245187-0j 0.00303403-0j 0.00176985-0j 0.00149675-0j 0.000216037-0j 0.0017462-0j 0.00106933-0j 0.000252043-0j 0.00152793-0j 0.000154344-0j 0.000220537-0j 0.000630238-0j 9.0967e-05-0j 0.00108964-0j 0.000192623-0j 1.60519e-05-0j 0.00123088-0j 0.00100501-0j 0.000217591-0j 0.00101542-0j 1.81326e-05-0j 0.000879383-0j 0.000177662-0j 0.000179503-0j 1.48052e-05-0j 0.000725454-0j 0.000155454-0j 1.49586e-05-0j 0.000231786-0j 1.29545e-05-0j 0.000128243-0j 1.06869e-05-0j 4.09743e-05-0j 3.41453e-06-0j 0.828754-0j -0.000714093-0j -0.000437291-0j -0.183842-0j -8.92616e-05-0j -5.25979e-06-0j -0.14534-0j 0.000158407-0j -0.0968935-0j -0.146846-0j 9.70043e-05-0j 1.98009e-05-0j -0.169564-0j 0.000125232-0j 1.16678e-06-0j 8.3488e-05-0j -0.0599498-0j 7.66886e-05-0j -0.0989121-0j 0.00012653-0j 5.11258e-05-0j -0.104912-0j 7.74834e-05-0j 1.5654e-05-0j 1.0436e-05-0j 0.000146104-0j 1.58162e-05-0j 9.22421e-07-0j -0.0611988-0j 8.94701e-05-0j 5.16556e-05-0j 6.14947e-07-0j 8.52274e-05-0j 9.3198e-07-0j -0.0159652-0j 3.16325e-05-0j 1.8263e-05-0j 9.03973e-05-0j 5.21909e-05-0j 6.45695e-06-0j 5.53568e-05-0j 1.07616e-06-0j 5.27317e-05-0j 1.06534e-05-0j 1.12997e-05-0j 3.22915e-05-0j 3.80479e-07-0j 6.27759e-07-0j 1.37564e-05-0j 6.59147e-06-0j 8.42402e-06-0j 6.65839e-07-0j 1.71955e-06-0j 3.88406e-07-0j 1.01325e-07-0j 
-0.00347837-0j -0.00351442-0j 0.019268-0j 0.0238429-0j 0.0139084-0j -0.000249458-0j 0.00343146-0j -0.000291034-0j -0.000178221-0j 0.00400337-0j -0.000254655-0j 0.00245155-0j 0.00350294-0j -0.00010504-0j 0.00144489-0j 0.0262174-0j 0.00151373-0j 0.000383783-0j 0.0296157-0j 0.0241811-0j 0.00170994-0j 0.0244317-0j 0.000433529-0j 0.0211585-0j 0.00139616-0j 0.00141063-0j 0.000353975-0j 0.0174548-0j 0.00122164-0j 0.000357643-0j 0.00557691-0j 0.000309728-0j 0.0010078-0j 0.000255512-0j 0.000321997-0j 8.16375e-05-0j 0.000714093-0j 0.810126-0j 7.28818e-05-0j -0.000158407-0j -0.0014178-0j -0.000167966-0j -0.000125232-0j -0.17971-0j -8.3488e-05-0j -0.00012653-0j -1.61674e-05-0j 0.000314511-0j -0.000146104-0j -0.142073-0j 3.726e-05-0j -0.0947157-0j -5.16556e-05-0j -1.27814e-05-0j -8.52274e-05-0j -0.143546-0j -8.52096e-06-0j -9.03973e-05-0j -1.29139e-05-0j 0.000248643-0j 0.000165762-0j -0.165752-0j 0.00025122-0j 2.94566e-05-0j -5.27317e-05-0j -1.49117e-05-0j -0.0586023-0j 1.96377e-05-0j -0.0966889-0j 2.97619e-05-0j -1.37564e-05-0j -5.27208e-06-0j 0.000290084-0j -0.102554-0j -8.69848e-06-0j 0.00010256-0j -9.22613e-06-0j 3.4366e-05-0j -0.0598232-0j 0.000169215-0j 0.00017948-0j -5.38191e-06-0j 1.21502e-05-0j 2.00469e-05-0j -0.0156064-0j 0.000104697-0j -1.404e-06-0j 2.12629e-05-0j 2.73127e-05-0j 1.24034e-05-0j 3.23572e-06-0j 
-0.00213006-0j -0.00215213-0j -0.000250243-0j -0.000309659-0j -0.000180635-0j 0.0293622-0j -2.20491e-05-0j 0.0342559-0j 0.0209774-0j -2.5724e-05-0j 0.0299739-0j -1.57527e-05-0j -2.25085e-05-0j 0.0123636-0j -9.28428e-06-0j -0.000111211-0j 0.00377875-0j -1.63829e-06-0j -0.000125626-0j -0.000102573-0j 0.00426856-0j -0.000103636-0j -1.85065e-06-0j -8.97516e-05-0j 0.00348526-0j 0.00352138-0j -1.51105e-06-0j -7.40413e-05-0j 0.0030496-0j -1.52671e-06-0j -2.36566e-05-0j -1.32217e-06-0j 0.0025158-0j -1.09073e-06-0j 0.000803809-0j -3.48494e-07-0j 0.000437291-0j 7.28818e-05-0j 0.815836-0j -9.70043e-05-0j -0.00175108-0j 5.36825e-07-0j -7.66886e-05-0j -1.61674e-05-0j -5.11258e-05-0j -7.74834e-05-0j -0.180977-0j 0.000388442-0j -8.94701e-05-0j -1.27814e-05-0j -1.19084e-07-0j -8.52096e-06-0j -3.16325e-05-0j -0.143075-0j -5.21909e-05-0j -1.29139e-05-0j -0.0953833-0j -5.53568e-05-0j -0.144558-0j 0.00030709-0j 0.000204727-0j -1.49117e-05-0j 0.000310273-0j -9.41442e-08-0j -3.22915e-05-0j -0.166921-0j -5.27208e-06-0j -6.27628e-08-0j -8.69848e-06-0j -9.51198e-08-0j -8.42402e-06-0j -0.0590154-0j 0.000358272-0j -9.22613e-06-0j -0.0973705-0j 0.000126668-0j -0.103277-0j -1.09835e-07-0j -5.38191e-06-0j 0.000208992-0j 0.00022167-0j -0.0602449-0j -3.88325e-08-0j -6.40704e-08-0j -1.404e-06-0j 0.000129307-0j -0.0157164-0j -6.79569e-08-0j 3.3733e-05-0j -3.96415e-08-0j -1.03415e-08-0j 
-0.0230991-0j 0.0225298-0j -0.00271372-0j -5.81811e-05-0j 0.00381591-0j -0.00165659-0j -0.000239109-0j -3.34855e-05-0j -0.00118353-0j -4.83322e-06-0j 0.00163251-0j -0.000170828-0j 0.000235632-0j 0.00204429-0j 0.000295069-0j 0.0047945-0j 0.000847556-0j 7.06296e-05-0j -2.36036e-05-0j -0.00111234-0j -4.17256e-06-0j 0.00108492-0j -3.47714e-07-0j -1.68632e-05-0j -0.000196636-0j 0.000191789-0j -1.63863e-05-0j 0.00156413-0j -2.98102e-06-0j 1.59824e-05-0j 0.00100394-0j -2.48419e-07-0j 0.000276501-0j 2.30417e-05-0j 0.000177473-0j 1.47894e-05-0j 0.183842-0j -0.000158407-0j -9.70043e-05-0j -0.0140152-0j -1.98009e-05-0j -1.16678e-06-0j 0.160862-0j 1.20762e-05-0j 0.107241-0j -0.156897-0j 7.39513e-06-0j 1.50952e-06-0j 0.00325159-0j -0.000138606-0j 8.89496e-08-0j -9.24043e-05-0j 0.0663523-0j -8.48788e-05-0j -0.213261-0j 0.00013519-0j -5.65858e-05-0j -0.112093-0j 8.27867e-05-0j -1.73258e-05-0j -1.15505e-05-0j -2.80172e-06-0j 1.68988e-05-0j -1.02093e-06-0j -0.19851-0j -1.7157e-06-0j -5.71722e-05-0j -6.80622e-07-0j 0.000183756-0j 9.95769e-07-0j -0.0865143-0j -3.50107e-05-0j -3.50215e-07-0j 9.65845e-05-0j 0.000112527-0j -7.14653e-06-0j 5.91457e-05-0j -2.06366e-08-0j 0.000171045-0j 2.29695e-05-0j 1.20731e-05-0j 0.000104743-0j -4.21113e-07-0j 1.35349e-06-0j 7.45448e-05-0j 2.13807e-05-0j 4.56492e-05-0j 7.11412e-07-0j 9.3181e-06-0j 1.25987e-06-0j 5.49074e-07-0j 
