0.995898-0j -0.000661914-0j -0.00054045-0j -7.80073e-05-0j -6.75563e-05-0j -7.96158e-06-0j -3.63395e-07-0j -0.00377128-0j 0.14478-0j -0.000471411-0j -0.000314274-0j -6.80423e-05-0j -7.85684e-05-0j -2.77781e-05-0j -6.54737e-06-0j -6.94453e-06-0j -5.78711e-07-0j -2.15673e-08-0j -0.00246114-0j -0.00248665-0j -0.000383698-0j -0.000387674-0j 0.0721627-0j 0.0729106-0j 0.0104158-0j -0.000271315-0j 0.0105237-0j -0.000274127-0j -4.79622e-05-0j -3.19748e-05-0j -4.84593e-05-0j -3.99685e-06-0j -2.7691e-05-0j -3.23062e-05-0j -4.03827e-06-0j -2.7978e-05-0j -5.6524e-06-0j -2.8262e-06-0j -5.71098e-06-0j -3.33071e-07-0j -4.07927e-07-0j -2.85549e-06-0j -3.36523e-07-0j -4.12154e-07-0j -2.63316e-08-0j -2.66044e-08-0j -8.29367e-10-0j -8.37961e-10-0j 
0.000274127-0j -0.00855668-0j -0.00521433-0j -0.000752623-0j 4.51492e-06-0j 5.32089e-07-0j 2.42864e-08-0j -0.000243309-0j -3.84705e-05-0j 0.00588285-0j 0.00587444-0j 0.000849116-0j 0.00073177-0j -1.79214e-06-0j 6.09808e-05-0j -4.48035e-07-0j -3.73363e-08-0j -1.39144e-09-0j 0.000164483-0j -0.000166088-0j 2.56433e-05-0j -2.58935e-05-0j 1.98632e-05-0j -2.0057e-05-0j 2.86701e-06-0j 0.506333-0j -2.89498e-06-0j -0.511273-0j -0.000620017-0j -0.00061913-0j 0.000626066-0j -5.16681e-05-0j -0.000267166-0j 0.000625171-0j 5.21722e-05-0j 0.000269773-0j -5.4535e-05-0j 1.88881e-07-0j 5.50671e-05-0j -3.21351e-06-0j 2.72626e-08-0j -1.90724e-07-0j 3.24486e-06-0j -2.75286e-08-0j 1.75979e-09-0j -1.77696e-09-0j 5.54283e-11-0j -5.59691e-11-0j 
4.79622e-05-0j 0.0705902-0j -0.000604184-0j -8.693e-05-0j 0.00715922-0j 0.0012768-0j -1.01878e-06-0j 4.40983e-05-0j -0.000328763-0j 0.101937-0j 3.67486e-06-0j 0.0146667-0j 0.00414145-0j -9.38114e-05-0j -1.09827e-05-0j 0.00148749-0j 0.00012396-0j -7.26071e-08-0j -2.79593e-05-0j 2.90768e-05-0j 0.000205528-0j -0.000213742-0j 0.000322802-0j -0.000335703-0j 4.64447e-05-0j 0.000596188-0j -4.8301e-05-0j -0.000620017-0j 0.475095-0j 1.71273e-05-0j -0.494084-0j -0.0012599-0j 6.04651e-05-0j -1.78119e-05-0j 0.00131026-0j -6.28818e-05-0j -0.000585068-0j -0.000437224-0j 0.000608452-0j 7.24989e-07-0j -0.000127779-0j 0.000454699-0j -7.53966e-07-0j 0.000132886-0j -6.85671e-06-0j 7.13076e-06-0j 3.16628e-09-0j -3.29283e-09-0j 
3.19748e-05-0j -0.000243295-0j -0.00122064-0j 0.0167907-0j -2.48312e-05-0j -8.90329e-06-0j -6.79185e-07-0j 2.93989e-05-0j -0.000219175-0j 3.67486e-06-0j 0.102114-0j -5.05501e-05-0j 0.008367-0j 2.16543e-07-0j 0.00212132-0j -5.15925e-06-0j -8.64386e-07-0j -4.84047e-08-0j -1.86395e-05-0j 1.93845e-05-0j 0.000137018-0j -0.000142495-0j -2.25094e-06-0j 2.3409e-06-0j 3.09631e-05-0j 0.000595336-0j -3.22007e-05-0j -0.00061913-0j 1.71273e-05-0j 0.475919-0j -1.78119e-05-0j 4.34237e-06-0j 6.07612e-05-0j -0.49494-0j -4.51592e-06-0j -6.31897e-05-0j -0.00118202-0j 1.00924e-06-0j 0.00122926-0j -0.000140033-0j 4.43191e-07-0j -1.04957e-06-0j 0.00014563-0j -4.60905e-07-0j 4.78127e-08-0j -4.97237e-08-0j 2.11085e-09-0j -2.19522e-09-0j 
-4.84593e-05-0j -0.0713217-0j 0.000610445-0j 8.78309e-05-0j -0.00723341-0j -0.00129003-0j 1.02933e-06-0j 4.30114e-05-0j -0.00032066-0j 0.0994245-0j 3.58428e-06-0j 0.0143052-0j 0.00403937-0j -9.14992e-05-0j -1.0712e-05-0j 0.00145083-0j 0.000120904-0j -7.08175e-08-0j -2.90768e-05-0j 2.93605e-05-0j 0.000213742-0j -0.000215828-0j 0.000335703-0j -0.000338979-0j 4.8301e-05-0j 0.000620017-0j -4.87723e-05-0j -0.000626066-0j 0.494084-0j 1.78119e-05-0j -0.498904-0j -0.00131026-0j 6.28818e-05-0j -1.79856e-05-0j 0.00132304-0j -6.34953e-05-0j -0.000608452-0j -0.000454699-0j 0.000614388-0j 7.53966e-07-0j -0.000132886-0j 0.000459136-0j -7.61322e-07-0j 0.000134182-0j -7.13076e-06-0j 7.20033e-06-0j 3.29283e-09-0j -3.32496e-09-0j 
-3.99685e-06-0j -0.0178971-0j -5.26631e-07-0j -0.00103554-0j 9.44337e-06-0j 0.00487618-0j 0.0023229-0j -3.67486e-06-0j 8.33528e-05-0j 8.88525e-05-0j -3.06238e-07-0j 0.174715-0j 1.09827e-05-0j -2.70679e-08-0j 0.00401002-0j -9.2188e-05-0j 0.00146418-0j 0.000277176-0j 2.32994e-06-0j -2.42307e-06-0j -5.21084e-05-0j 5.41911e-05-0j 2.81367e-07-0j -2.92613e-07-0j 0.000553264-0j -4.96823e-05-0j -0.000575378-0j 5.16681e-05-0j 0.0012599-0j -4.34237e-06-0j -0.00131026-0j 0.460018-0j 2.62148e-08-0j 4.51592e-06-0j -0.478404-0j -2.72626e-08-0j 7.2899e-05-0j -3.83815e-07-0j -7.58126e-05-0j -0.000818701-0j -0.000242728-0j 3.99155e-07-0j 0.000851424-0j 0.000252429-0j -0.000163526-0j 0.000170062-0j -1.81788e-05-0j 1.89053e-05-0j 
2.7691e-05-0j 4.46862e-06-0j 0.101242-0j -7.60264e-05-0j 0.00833692-0j -1.03311e-05-0j 2.4533e-09-0j 2.54602e-05-0j 4.0256e-06-0j -0.000611713-0j -0.000614708-0j 4.59357e-07-0j 0.0147182-0j 0.0103924-0j -6.38111e-06-0j 0.000857005-0j -7.50948e-07-0j 1.45602e-10-0j -1.61423e-05-0j 1.67875e-05-0j -2.51662e-06-0j 2.61721e-06-0j 0.000374689-0j -0.000389664-0j -2.81367e-07-0j 0.000256898-0j 2.92613e-07-0j -0.000267166-0j 6.04651e-05-0j 6.07612e-05-0j -6.28818e-05-0j -2.62148e-08-0j 0.479285-0j -6.31897e-05-0j 2.72626e-08-0j -0.498441-0j -0.00102872-0j -0.00102724-0j 0.00106983-0j 3.15372e-07-0j -4.8908e-05-0j 0.0010683-0j -3.27977e-07-0j 5.08628e-05-0j 3.31957e-08-0j -3.45225e-08-0j -5.43971e-12-0j 5.65713e-12-0j 
-3.23062e-05-0j 0.000245817-0j 0.00123329-0j -0.0169647-0j 2.50885e-05-0j 8.99555e-06-0j 6.86223e-07-0j 2.86742e-05-0j -0.000213773-0j 3.58428e-06-0j 0.0995968-0j -4.93042e-05-0j 0.00816077-0j 2.11206e-07-0j 0.00206904-0j -5.03209e-06-0j -8.43081e-07-0j -4.72117e-08-0j -1.93845e-05-0j 1.95736e-05-0j 0.000142495-0j -0.000143885-0j -2.3409e-06-0j 2.36374e-06-0j 3.22007e-05-0j 0.00061913-0j -3.25149e-05-0j -0.000625171-0j 1.78119e-05-0j 0.49494-0j -1.79856e-05-0j 4.51592e-06-0j 6.31897e-05-0j -0.499769-0j -4.55998e-06-0j -6.38062e-05-0j -0.00122926-0j 1.04957e-06-0j 0.00124125-0j -0.00014563-0j 4.60905e-07-0j -1.05981e-06-0j 0.00014705-0j -4.65401e-07-0j 4.97237e-08-0j -5.02088e-08-0j 2.19522e-09-0j -2.21664e-09-0j 
4.03827e-06-0j 0.0180825-0j 5.32089e-07-0j 0.00104627-0j -9.54123e-06-0j -0.00492671-0j -0.00234698-0j -3.58428e-06-0j 8.12984e-05-0j 8.66625e-05-0j -2.9869e-07-0j 0.170408-0j 1.0712e-05-0j -2.64007e-08-0j 0.00391119-0j -8.99157e-05-0j 0.00142809-0j 0.000270344-0j 2.42307e-06-0j -2.44671e-06-0j -5.41911e-05-0j 5.47198e-05-0j 2.92613e-07-0j -2.95468e-07-0j 0.000575378-0j -5.16681e-05-0j -0.000580991-0j 5.21722e-05-0j 0.00131026-0j -4.51592e-06-0j -0.00132304-0j 0.478404-0j 2.72626e-08-0j 4.55998e-06-0j -0.483072-0j -2.75286e-08-0j 7.58126e-05-0j -3.99155e-07-0j -7.65523e-05-0j -0.000851424-0j -0.000252429-0j 4.03049e-07-0j 0.00085973-0j 0.000254892-0j -0.000170062-0j 0.000171721-0j -1.89053e-05-0j 1.90898e-05-0j 
-2.7978e-05-0j -4.51492e-06-0j -0.102291-0j 7.68143e-05-0j -0.00842332-0j 1.04382e-05-0j -2.47872e-09-0j 2.48326e-05-0j 3.92638e-06-0j -0.000596635-0j -0.000599557-0j 4.48035e-07-0j 0.0143554-0j 0.0101362-0j -6.22383e-06-0j 0.000835881-0j -7.32439e-07-0j 1.42013e-10-0j -1.67875e-05-0j 1.69513e-05-0j -2.61721e-06-0j 2.64274e-06-0j 0.000389664-0j -0.000393466-0j -2.92613e-07-0j 0.000267166-0j 2.95468e-07-0j -0.000269773-0j 6.28818e-05-0j 6.31897e-05-0j -6.34953e-05-0j -2.72626e-08-0j 0.498441-0j -6.38062e-05-0j 2.75286e-08-0j -0.503304-0j -0.00106983-0j -0.0010683-0j 0.00108027-0j 3.27977e-07-0j -5.08628e-05-0j 0.00107872-0j -3.31177e-07-0j 5.1359e-05-0j 3.45225e-08-0j -3.48593e-08-0j -5.65713e-12-0j 5.71232e-12-0j 
-5.6524e-06-0j 8.693e-05-0j -0.0102792-0j 0.068988-0j -0.00170534-0j 0.0142898-0j -2.29807e-05-0j -5.19703e-06-0j 7.83119e-05-0j 6.21079e-05-0j 0.000125477-0j -0.000416831-0j 0.142415-0j 1.10558e-05-0j 0.0177448-0j 0.00817712-0j 0.002092-0j -2.05011e-06-0j 3.29503e-06-0j -3.42673e-06-0j -4.8957e-05-0j 5.09138e-05-0j -3.80425e-05-0j 3.9563e-05-0j 0.000255319-0j -5.24391e-05-0j -0.000265523-0j 5.4535e-05-0j 0.000585068-0j 0.00118202-0j -0.000608452-0j 7.2899e-05-0j 0.00102872-0j -0.00122926-0j -7.58126e-05-0j -0.00106983-0j 0.464312-0j 0.000104148-0j -0.48287-0j -0.00176633-0j -0.00143009-0j -0.00010831-0j 0.00183693-0j 0.00148724-0j -0.000154667-0j 0.000160849-0j 1.07379e-07-0j -1.1167e-07-0j 
-2.8262e-06-0j 2.15045e-05-0j 0.00010755-0j 5.1224e-06-0j 0.121628-0j -0.000227282-0j 6.0032e-08-0j -2.59852e-06-0j 1.93725e-05-0j 9.38114e-05-0j -2.16543e-07-0j 4.46804e-06-0j -0.000737217-0j 0.100337-0j 6.47162e-07-0j 0.025271-0j -2.2066e-05-0j 4.27841e-09-0j 1.64752e-06-0j -1.71337e-06-0j -1.21108e-05-0j 1.25949e-05-0j -5.74617e-05-0j 5.97584e-05-0j -2.73678e-06-0j 1.81622e-07-0j 2.84617e-06-0j -1.88881e-07-0j 0.000437224-0j -1.00924e-06-0j -0.000454699-0j -3.83815e-07-0j 0.00102724-0j 1.04957e-06-0j 3.99155e-07-0j -0.0010683-0j 0.000104148-0j 0.467639-0j -0.00010831-0j -4.27204e-08-0j -0.00217083-0j -0.486329-0j 4.44279e-08-0j 0.0022576-0j 1.22056e-06-0j -1.26934e-06-0j -1.86575e-10-0j 1.94032e-10-0j 
5.71098e-06-0j -8.78309e-05-0j 0.0103858-0j -0.0697029-0j 0.00172301-0j -0.0144379-0j 2.32188e-05-0j -5.06894e-06-0j 7.63817e-05-0j 6.0577e-05-0j 0.000122384-0j -0.000406557-0j 0.138905-0j 1.07833e-05-0j 0.0173074-0j 0.00797557-0j 0.00204044-0j -1.99958e-06-0j 3.42673e-06-0j -3.46016e-06-0j -5.09138e-05-0j 5.14105e-05-0j -3.9563e-05-0j 3.9949e-05-0j 0.000265523-0j -5.4535e-05-0j -0.000268114-0j 5.50671e-05-0j 0.000608452-0j 0.00122926-0j -0.000614388-0j 7.58126e-05-0j 0.00106983-0j -0.00124125-0j -7.65523e-05-0j -0.00108027-0j 0.48287-0j 0.00010831-0j -0.487581-0j -0.00183693-0j -0.00148724-0j -0.000109367-0j 0.00185485-0j 0.00150175-0j -0.000160849-0j 0.000162418-0j 1.1167e-07-0j -1.1276e-07-0j 
3.33071e-07-0j -1.02986e-05-0j -6.33553e-06-0j -0.0250909-0j -1.05109e-06-0j -0.00167861-0j 0.0182525-0j 3.06238e-07-0j -9.27757e-06-0j 3.82798e-08-0j -7.39379e-06-0j 0.000151601-0j 0.000176474-0j 2.25566e-09-0j 0.199285-0j 1.54727e-05-0j 0.00556686-0j 0.00329603-0j -1.94162e-07-0j 2.01922e-07-0j 5.79991e-06-0j -6.03173e-06-0j -2.34473e-08-0j 2.43844e-08-0j -9.28592e-05-0j 3.09e-06-0j 9.65706e-05-0j -3.21351e-06-0j 7.24989e-07-0j -0.000140033-0j -7.53966e-07-0j 0.000818701-0j 3.15372e-07-0j 0.00014563-0j -0.000851424-0j -3.27977e-07-0j 0.00176633-0j 4.27204e-08-0j -0.00183693-0j 0.449366-0j 8.35584e-05-0j -4.44279e-08-0j -0.467327-0j -8.68981e-05-0j -0.00128493-0j 0.00133628-0j -0.000289347-0j 0.000300911-0j 
4.07927e-07-0j -9.44337e-06-0j -1.03311e-05-0j 0.000105689-0j -0.0176181-0j 0.0956578-0j -0.00023708-0j 3.75064e-07-0j -8.50716e-06-0j -9.01138e-06-0j 3.12553e-08-0j 9.2188e-05-0j 0.000215452-0j 0.000153094-0j -0.000409271-0j 0.171991-0j 0.0287233-0j -2.82892e-05-0j -2.37799e-07-0j 2.47303e-07-0j 5.31829e-06-0j -5.53085e-06-0j 5.51968e-06-0j -5.7403e-06-0j -5.64673e-05-0j -2.62148e-08-0j 5.87242e-05-0j 2.72626e-08-0j -0.000127779-0j 4.43191e-07-0j 0.000132886-0j 0.000242728-0j -4.8908e-05-0j -4.60905e-07-0j -0.000252429-0j 5.08628e-05-0j 0.00143009-0j 0.00217083-0j -0.00148724-0j 8.35584e-05-0j 0.452848-0j -0.0022576-0j -8.68981e-05-0j -0.470948-0j -0.00320795-0j 0.00333617-0j 1.85536e-06-0j -1.92952e-06-0j 
2.85549e-06-0j -2.17273e-05-0j -0.000108665-0j -5.17548e-06-0j -0.122888-0j 0.000229638-0j -6.06541e-08-0j -2.53447e-06-0j 1.88951e-05-0j 9.14992e-05-0j -2.11206e-07-0j 4.35791e-06-0j -0.000719047-0j 0.0978641-0j 6.31211e-07-0j 0.0246481-0j -2.15221e-05-0j 4.17296e-09-0j 1.71337e-06-0j -1.73008e-06-0j -1.25949e-05-0j 1.27178e-05-0j -5.97584e-05-0j 6.03414e-05-0j -2.84617e-06-0j 1.88881e-07-0j 2.87393e-06-0j -1.90724e-07-0j 0.000454699-0j -1.04957e-06-0j -0.000459136-0j -3.99155e-07-0j 0.0010683-0j 1.05981e-06-0j 4.03049e-07-0j -0.00107872-0j 0.00010831-0j 0.486329-0j -0.000109367-0j -4.44279e-08-0j -0.0022576-0j -0.491074-0j 4.48613e-08-0j 0.00227962-0j 1.26934e-06-0j -1.28173e-06-0j -1.94032e-10-0j 1.95925e-10-0j 
-3.36523e-07-0j 1.04053e-05-0j 6.40119e-06-0j 0.0253509-0j 1.06198e-06-0j 0.001696-0j -0.0184417-0j 2.9869e-07-0j -9.0489e-06-0j 3.73363e-08-0j -7.21155e-06-0j 0.000147864-0j 0.000172124-0j 2.20006e-09-0j 0.194373-0j 1.50913e-05-0j 0.00542965-0j 0.00321479-0j -2.01922e-07-0j 2.03892e-07-0j 6.03173e-06-0j -6.09057e-06-0j -2.43844e-08-0j 2.46223e-08-0j -9.65706e-05-0j 3.21351e-06-0j 9.75128e-05-0j -3.24486e-06-0j 7.53966e-07-0j -0.00014563-0j -7.61322e-07-0j 0.000851424-0j 3.27977e-07-0j 0.00014705-0j -0.00085973-0j -3.31177e-07-0j 0.00183693-0j 4.44279e-08-0j -0.00185485-0j 0.467327-0j 8.68981e-05-0j -4.48613e-08-0j -0.471886-0j -8.77459e-05-0j -0.00133628-0j 0.00134932-0j -0.000300911-0j 0.000303847-0j 
-4.12154e-07-0j 9.54123e-06-0j 1.04382e-05-0j -0.000106784-0j 0.0178007-0j -0.0966491-0j 0.000239537-0j 3.65819e-07-0j -8.29748e-06-0j -8.78927e-06-0j 3.04849e-08-0j 8.99157e-05-0j 0.000210141-0j 0.000149321-0j -0.000399184-0j 0.167752-0j 0.0280153-0j -2.75919e-05-0j -2.47303e-07-0j 2.49716e-07-0j 5.53085e-06-0j -5.58482e-06-0j 5.7403e-06-0j -5.7963e-06-0j -5.87242e-05-0j -2.72626e-08-0j 5.92972e-05-0j 2.75286e-08-0j -0.000132886-0j 4.60905e-07-0j 0.000134182-0j 0.000252429-0j -5.08628e-05-0j -4.65401e-07-0j -0.000254892-0j 5.1359e-05-0j 0.00148724-0j 0.0022576-0j -0.00150175-0j 8.68981e-05-0j 0.470948-0j -0.00227962-0j -8.77459e-05-0j -0.475542-0j -0.00333617-0j 0.00336871-0j 1.92952e-06-0j -1.94834e-06-0j 
-2.63316e-08-0j 1.01878e-06-0j 3.31701e-07-0j -2.29807e-05-0j -1.99857e-05-0j -0.0320547-0j 0.0650909-0j -2.42102e-08-0j 9.17777e-07-0j 2.89328e-07-0j -2.01752e-09-0j -2.0045e-05-0j -1.15613e-05-0j 5.15031e-08-0j 0.000275726-0j 0.00039323-0j 0.219698-0j 0.0244815-0j 1.53498e-08-0j -1.59633e-08-0j -5.73752e-07-0j 5.96684e-07-0j -1.7722e-07-0j 1.84303e-07-0j 1.2278e-05-0j 1.69216e-09-0j -1.27688e-05-0j -1.75979e-09-0j 6.85671e-06-0j -4.78127e-08-0j -7.13076e-06-0j -0.000163526-0j -3.31957e-08-0j 4.97237e-08-0j 0.000170062-0j 3.45225e-08-0j -0.000154667-0j 1.22056e-06-0j 0.000160849-0j 0.00128493-0j 0.00320795-0j -1.26934e-06-0j -0.00133628-0j -0.00333617-0j 0.438083-0j -0.455593-0j -0.0032584-0j 0.00338864-0j 
2.66044e-08-0j -1.02933e-06-0j -3.35138e-07-0j 2.32188e-05-0j 2.01928e-05-0j 0.0323869-0j -0.0657654-0j -2.36135e-08-0j 8.95156e-07-0j 2.82197e-07-0j -1.96779e-09-0j -1.95509e-05-0j -1.12763e-05-0j 5.02336e-08-0j 0.00026893-0j 0.000383538-0j 0.214283-0j 0.0238781-0j 1.59633e-08-0j -1.61191e-08-0j -5.96684e-07-0j 6.02506e-07-0j -1.84303e-07-0j 1.86102e-07-0j 1.27688e-05-0j 1.75979e-09-0j -1.28933e-05-0j -1.77696e-09-0j 7.13076e-06-0j -4.97237e-08-0j -7.20033e-06-0j -0.000170062-0j -3.45225e-08-0j 5.02088e-08-0j 0.000171721-0j 3.48593e-08-0j -0.000160849-0j 1.26934e-06-0j 0.000162418-0j 0.00133628-0j 0.00333617-0j -1.28173e-06-0j -0.00134932-0j -0.00336871-0j 0.455593-0j -0.460038-0j -0.00338864-0j 0.0034217-0j 
8.29367e-10-0j -4.49774e-08-0j 1.09279e-10-0j 1.52533e-06-0j -4.59049e-09-0j -3.72725e-05-0j -0.046286-0j 7.62551e-10-0j -4.05184e-08-0j 9.53189e-11-0j 6.35459e-11-0j 1.33047e-06-0j -5.33877e-09-0j 5.61672e-12-0j -3.06518e-05-0j 1.35791e-07-0j 0.000517471-0j 0.257156-0j -4.83474e-10-0j 5.02798e-10-0j 2.53303e-08-0j -2.63427e-08-0j -5.83851e-11-0j 6.07186e-11-0j -8.14947e-07-0j -5.3298e-11-0j 8.47519e-07-0j 5.54283e-11-0j 3.16628e-09-0j 2.11085e-09-0j -3.29283e-09-0j 1.81788e-05-0j -5.43971e-12-0j -2.19522e-09-0j -1.89053e-05-0j 5.65713e-12-0j -1.07379e-07-0j 1.86575e-10-0j 1.1167e-07-0j -0.000289347-0j 1.85536e-06-0j -1.94032e-10-0j 0.000300911-0j -1.92952e-06-0j 0.0032584-0j -0.00338864-0j 0.423348-0j -0.440269-0j 
-8.37961e-10-0j 4.54435e-08-0j -1.10411e-10-0j -1.54113e-06-0j 4.63806e-09-0j 3.76588e-05-0j 0.0467656-0j 7.43756e-10-0j -3.95197e-08-0j 9.29695e-11-0j 6.19797e-11-0j 1.29768e-06-0j -5.20718e-09-0j 5.47828e-12-0j -2.98963e-05-0j 1.32444e-07-0j 0.000504717-0j 0.250818-0j -5.02798e-10-0j 5.07704e-10-0j 2.63427e-08-0j -2.65997e-08-0j -6.07186e-11-0j 6.1311e-11-0j -8.47519e-07-0j -5.54283e-11-0j 8.55788e-07-0j 5.59691e-11-0j 3.29283e-09-0j 2.19522e-09-0j -3.32496e-09-0j 1.89053e-05-0j -5.65713e-12-0j -2.21664e-09-0j -1.90898e-05-0j 5.71232e-12-0j -1.1167e-07-0j 1.94032e-10-0j 1.1276e-07-0j -0.000300911-0j 1.92952e-06-0j -1.95925e-10-0j 0.000303847-0j -1.94834e-06-0j 0.00338864-0j -0.0034217-0j 0.440269-0j -0.444564-0j 
